t	Axis1	Axis2
ERR475501	5.78682330759538	12.2242735228799
ERR475503	8.46385539676157	-10.7835760231287
ERR475502	-14.2506787043569	-1.44069749975117
ERR475505	8.46385539676157	-10.7835760231287
ERR475507	5.78682330759538	12.2242735228799
ERR475506	-14.250678704357	-1.44069749975117
