s	Axis1	Axis2
ERR475501	5.29472816568591	13.2308767151851
ERR475503	9.88707181313037	-10.8071245360934
ERR475502	-15.1817999788163	-2.4237521790917
ERR475505	9.88707181313037	-10.8071245360934
ERR475507	5.2947281656859	13.2308767151851
ERR475506	-15.1817999788163	-2.4237521790917
