group	Lachnospirales	Oscillospirales	Erysipelotrichales	Enterobacterales	Coriobacteriales	Lactobacillales	Peptostreptococcales	Desulfovibrionales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Acidaminococcales	Desulfovibrionales
Healthy	5.53462	0.30864	0	0.84789	0	0	0.34577	0		66.12035	5.53462	0.30864	4.05997	0	0	0	0	0	0
Healthy	5.55094	4.43298	0	0.22271	0	0.00177	0	0.11614		70.13297	5.55094	4.43298	2.85673	0.13626	0.00177	0.05586	0	0	0.11614
Healthy	5.87078	5.99463	0.00951	0.05389	1.8823	0.20327	0	0.0717		56.39179	5.87078	5.99463	0	0	0.20327	0.19256	1.8823	0	0.0717
Healthy	31.25844	28.49601	0.42068	0.846	0.14193	0	0.35653	0		23.30865	31.25844	28.49601	1.27523	0	0	0	0.14193	0	0
Healthy	22.10185	16.2683	0	1.2167	0	2.81321	0	0		22.89065	22.10185	16.2683	0.93998	2.84965	2.81321	3.32246	0	0	0
Healthy	69.83677	1.65543	0	0	0	0	0	0		19.52397	69.83677	1.65543	0	0	0	0.51583	0	0	0
Healthy	9.86494	8.08684	0.2238	2.14854	0	0.21223	0.24409	0		63.77111	9.86494	8.08684	0.68633	0	0.21223	0	0	0	0
Healthy	2.41508	7.91954	0	0.04879	0.30221	0.01202	0	0.06204		67.86063	2.41508	7.91954	0.3382	0.56547	0.01202	0	0.30221	0	0.06204
Healthy	13.47566	6.94337	0	3.60249	0	0	0	0.28287		60.69024	13.47566	6.94337	0	0	0	0	0	0	0.28287
Healthy	0	0	0	0	0	0	0	0		68.7163	0	0	2.15205	0	0	0	0	0	0
Healthy	23.52533	7.22758	2.52225	0	0.03826	0	0.05978	0		8.95235	23.52533	7.22758	0	9.41662	0	2.26721	0.03826	0	0
Healthy	7.05512	11.46075	0.11142	0.0051	1.47642	0.01747	0	0.64324		53.88338	7.05512	11.46075	0	12.8248	0.01747	0	1.47642	0	0.64324
Healthy	8.92962	7.3354	0	0	0.3783	0.02346	0	0		59.47556	8.92962	7.3354	0.08151	0	0.02346	0	0.3783	0	0
Healthy	14.21606	11.31986	0.08251	0.73037	0.18177	2.23373	0.21753	0.11504		66.96559	14.21606	11.31986	0.22984	0.12452	2.23373	0	0.18177	0	0.11504
Healthy	10.11818	18.19346	0	0	0	0	0	0		54.39563	10.11818	18.19346	0.63239	0	0	0	0	0	0
Healthy	21.72554	15.78044	0	1.86595	0.82294	0.32283	0.19056	0.14269		22.01124	21.72554	15.78044	0.00087	0.89803	0.32283	1.5014	0.82294	0	0.14269
Healthy	17.04743	10.61777	0	0	0.24671	0.06128	0.22324	0.00715		62.88602	17.04743	10.61777	0.22855	0.83565	0.06128	0	0.24671	0	0.00715
Healthy	3.17894	1.65189	0.05228	0.027	0.19978	0	0	0.14421		77.74572	3.17894	1.65189	0	0	0	0	0.19978	0	0.14421
Healthy	3.146	3.84158	0.1265	0.07842	0.18884	0	0	0.05495		77.15751	3.146	3.84158	6.46852	0	0	0	0.18884	0	0.05495
Healthy	0.38565	5.80588	0.16398	10.6542	1.46508	0.01202	0	0.72008		13.35234	0.38565	5.80588	2.74722	44.3211	0.01202	0	1.46508	0	0.72008
Healthy	0	0.00083	0.17772	3.55218	0.02426	3.34539	0.01881	0		12.31931	0	0.00083	3.93941	0	3.34539	0	0.02426	0	0
Healthy	1.9568	6.53008	0	0.04316	0.13318	0	0	0.03414		61.52629	1.9568	6.53008	0.13726	0.70898	0	0	0.13318	0	0.03414
Healthy	29.47953	1.96996	1.18947	0	0	0	0	0		41.3138	29.47953	1.96996	0	0	0	3.11173	0	0	0
Healthy	30.42778	4.07104	0.06983	1.00904	0.03036	0.0203	0.03699	0.04745		26.0167	30.42778	4.07104	0	0	0.0203	0.57844	0.03036	0	0.04745
Healthy	5.01193	15.89829	0.15696	0	1.67314	2.63975	0.13719	0.01788		8.23024	5.01193	15.89829	0.28195	0.02197	2.63975	9.29125	1.67314	0	0.01788
Healthy	0.00652	0	0	4.29323	0	0.06942	0	0		59.19358	0.00652	0	0	0	0.06942	0	0	0	0
Healthy	36.63131	0.36792	0	5.59311	0	0.67212	0	0		39.1705	36.63131	0.36792	4.72148	0	0.67212	0	0	0	0
Healthy	11.14217	4.4971	0.17496	0.04674	0.02305	0.02675	0.03757	0.00212		33.35905	11.14217	4.4971	6.34787	0.05676	0.02675	0.0089	0.02305	0	0.00212
Healthy	43.84906	16.64414	0	2.06757	0.66136	2.54226	0.45812	0.0843		17.70602	43.84906	16.64414	0.01114	0	2.54226	0.70044	0.66136	1.1635	0.0843
Healthy	10.84159	48.86048	0	0	3.02327	0	0	0		15.74507	10.84159	48.86048	0	0	0	0	3.02327	0	0
Healthy	24.305	7.03764	0	0	0	0.10091	0.66563	0		62.55839	24.305	7.03764	0.32115	0.07577	0.10091	0	0	0	0
Healthy	4.2111	1.01176	0	0	0.58803	0.31322	0	0.02339		57.60587	4.2111	1.01176	15.318	0	0.31322	0	0.58803	0	0.02339
Healthy	21.03439	4.13178	0.02457	0.13135	0.18221	0.0782	0	0.1922		62.10895	21.03439	4.13178	0	0	0.0782	0	0.18221	0	0.1922
Healthy	1.23217	2.15337	0	0	0.10075	0.01606	0	0.04787		43.68784	1.23217	2.15337	0	0	0.01606	0	0.10075	0	0.04787
Healthy	36.2769	13.231	0	0.25682	1.19723	0.05262	0	0		37.00331	36.2769	13.231	0	0	0.05262	0	1.19723	0	0
Healthy	9.67989	0	0	0	0	0	0	0		54.07795	9.67989	0	0	0	0	0	0	0	0
Healthy	31.8156	28.6598	0	0	0	0.27659	0	0		26.73081	31.8156	28.6598	1.02417	0	0.27659	0	0	0	0
Healthy	7.41093	6.31896	0.07281	0.69592	0	0.4411	0	0		60.91644	7.41093	6.31896	0.11644	5.85149	0.4411	0	0	0.26428	0
Healthy	6.17621	11.14261	0.028	0.03994	0	0	0	0.23731		48.31568	6.17621	11.14261	0	5.88994	0	0	0	0	0.23731
Healthy	2.09958	1.34671	0.2326	1.60077	0.05954	0.01043	0.00249	0		64.79763	2.09958	1.34671	3.29913	0.00115	0.01043	0	0.05954	0.00033	0
Healthy	21.33534	4.97076	0.213	0.23021	1.38203	1.15081	0.00723	0.00493		28.3397	21.33534	4.97076	0.09281	1.90163	1.15081	0	1.38203	0	0.00493
Healthy	0.76121	8.31266	0.02083	0.14131	0.05876	0.02591	0	0.00324		77.32999	0.76121	8.31266	0	0	0.02591	0	0.05876	0	0.00324
Healthy	5.72513	4.43491	0	0.06081	0	0.00189	0	0.11375		70.34527	5.72513	4.43491	2.68998	0.10717	0.00189	0.04814	0	0	0.11375
Healthy	15.12293	0.58598	0	0.33905	0	0	0	0		49.0545	15.12293	0.58598	22.2746	1.29381	0	0	0	0	0
Healthy	9.78814	10.22545	1.03528	1.9574	0.08191	0.02336	0.02518	0.26162		69.79397	9.78814	10.22545	0	0	0.02336	0	0.08191	0	0.26162
Healthy	20.0574	4.28682	1.00309	0.37751	0.22677	0.14163	0.04211	0		67.81815	20.0574	4.28682	0.09799	0	0.14163	0	0.22677	0	0
Healthy	1.70546	0.03625	0	12.8743	0.29068	0.17968	0	0.04885		65.5694	1.70546	0.03625	8.84937	0	0.17968	0	0.29068	0	0.04885
Healthy	2.70959	8.92958	0	0.1014	0.58739	0.01799	0	0		68.45521	2.70959	8.92958	0	0	0.01799	0	0.58739	0	0
Healthy	27.26938	11.13561	2.07139	0.03899	0.61505	0.11371	0.00795	0.06165		38.97581	27.26938	11.13561	0.40508	0.18045	0.11371	0	0.61505	0	0.06165
Healthy	2.42962	8.83439	0	0.10583	0.59301	0.01821	0	0		69.30138	2.42962	8.83439	0	0	0.01821	0	0.59301	0	0
Healthy	20.09009	5.09118	1.2599	0	1.06157	7.76499	0	0		1.60432	20.09009	5.09118	0.00942	0	7.76499	22.3755	1.06157	5.0336	0
Healthy	6.18849	12.49654	0.03168	0.02492	0	0	0	0.19675		48.44869	6.18849	12.49654	0	5.94372	0	0	0	0	0.19675
Healthy	3.74794	3.5101	0.02781	1.85023	0	0.07795	0	0.10547		86.81948	3.74794	3.5101	0	0	0.07795	0	0	0	0.10547
Healthy	5.6304	32.8596	0	0	0.04776	0	0	0		12.2298	5.6304	32.8596	4.54092	10.6627	0	0	0.04776	0	0
Healthy	35.85053	11.33977	0.04525	0.0587	0.04697	0.34531	0.02881	0.00509		12.06736	35.85053	11.33977	5.38641	0.55245	0.34531	1.49401	0.04697	0	0.00509
Healthy	6.11296	8.55856	0.23185	0	0.36944	0.12738	0	0.81652		29.37652	6.11296	8.55856	0	23.5265	0.12738	2.19041	0.36944	2.59134	0.81652
Healthy	43.90919	6.3819	0	0	0	0	0	0		11.17298	43.90919	6.3819	2.67914	0	0	10.4569	0	0	0
Healthy	1.57102	1.93601	0.02955	0.06901	0	0	0	0		69.41041	1.57102	1.93601	6.20158	0	0	0	0	0	0
Healthy	23.18683	37.81573	0.46577	0	0.05672	0.35331	0	0		15.44434	23.18683	37.81573	0	0	0.35331	0.75007	0.05672	1.90138	0
Healthy	0.32418	4.48824	0.31144	0.60334	0.91186	0.05261	0	0.44833		67.72931	0.32418	4.48824	0.05706	0.00985	0.05261	0	0.91186	0.03559	0.44833
Healthy	0	0	0.01169	98.78012	0	0	0	0		0.0051	0	0	0	0	0	0	0	0	0
Healthy	4.27275	7.93102	0.002	0	0.61189	0.02622	0	0.05598		60.07223	4.27275	7.93102	0	0	0.02622	0.0641	0.61189	0	0.05598
Healthy	1.2422	9.40485	0.7685	0.08659	1.31353	0.29646	0	0.70216		26.39939	1.2422	9.40485	0.60797	0.43209	0.29646	0	1.31353	0.00862	0.70216
Healthy	3.03737	4.63256	0.03311	0	0.26175	0.0626	0	0.26754		66.30708	3.03737	4.63256	0	10.5133	0.0626	0.00202	0.26175	0.92096	0.26754
Healthy	0.98848	5.25849	0.45071	0.06642	0.12241	0	0	1.47767		69.02422	0.98848	5.25849	0	0	0	0.03445	0.12241	0	1.47767
Healthy	19.22917	4.67796	0.08966	0	0.15625	0.00226	0	0.37319		64.42086	19.22917	4.67796	0	0	0.00226	0	0.15625	0	0.37319
Healthy	29.9519	37.47754	0.04769	0	0.58585	1.81947	0	0		15.55609	29.9519	37.47754	0	0.00206	1.81947	0	0.58585	0	0
Healthy	0.70725	8.83678	0.02631	0.10839	0.06371	0.02218	0	0.00325		76.65911	0.70725	8.83678	0	0	0.02218	0	0.06371	0	0.00325
Healthy	8.03962	8.50536	0	0.05429	0.19355	0	0	0.32032		52.02453	8.03962	8.50536	0	5.54787	0	0	0.19355	0	0.32032
Healthy	5.41206	28.08231	0	0.03932	0.17705	0	0	0		10.94183	5.41206	28.08231	3.76164	11.9466	0	0	0.17705	0	0
Healthy	25.39822	25.02424	0	0	1.69258	0.32345	0	0		9.58545	25.39822	25.02424	11.8655	0.91338	0.32345	0	1.69258	0.2767	0
Healthy	10.57816	17.28463	0.05768	18.7087	0.96739	0.74496	0	0.15039		24.65919	10.57816	17.28463	0.99789	5.55483	0.74496	0.32437	0.96739	0	0.15039
Healthy	1.59744	7.03672	0	0.02277	0.06684	0	0	0		80.04586	1.59744	7.03672	0.02216	0	0	0	0.06684	0	0
Healthy	8.83503	6.27437	0	0.0278	0.30433	0.02136	0	0.07483		67.13567	8.83503	6.27437	0	0.58248	0.02136	0	0.30433	0	0.07483
Healthy	9.14533	5.85141	0	0.08366	0.35408	0.01061	0	0.0955		67.41444	9.14533	5.85141	0.00659	0.54782	0.01061	0.01295	0.35408	0	0.0955
Healthy	35.9601	13.27881	0.96957	0.7789	0.3423	1.08101	0.28653	0		42.27842	35.9601	13.27881	0.01704	0	1.08101	0.14841	0.3423	0.55058	0
Healthy	4.02704	4.58988	0.2707	0.93792	0.55687	0	0	0.17982		55.64763	4.02704	4.58988	8.89733	6.98413	0	0	0.55687	0	0.17982
Healthy	6.21473	8.17205	0.28806	0	0.37962	0.08707	0	0.5915		30.28015	6.21473	8.17205	0	23.0526	0.08707	2.25595	0.37962	2.61111	0.5915
Healthy	23.18369	1.41065	0	0	0.34499	0.01654	0	0		4.60152	23.18369	1.41065	4.68645	1.17037	0.01654	0	0.34499	0	0
Healthy	14.66232	3.04328	0.08549	0	0.30411	0	0	0.06882		63.84875	14.66232	3.04328	0.00933	0	0	0	0.30411	0	0.06882
Healthy	0.69034	6.61852	0.56378	0.40305	0.73979	0.11909	0	0.62884		45.58241	0.69034	6.61852	3.03276	0.14643	0.11909	0	0.73979	0.0337	0.62884
Healthy	6.51314	10.63184	0.03337	0.07667	0	0	0	0.19774		48.56843	6.51314	10.63184	0	6.15939	0	0	0	0	0.19774
Healthy	2.74978	11.15835	0	0	2.58962	1.55162	0	0		6.64501	2.74978	11.15835	0.06843	0	1.55162	3.75983	2.58962	0	0
Healthy	3.69966	2.18206	0.31397	0	0.64731	0	0	1.51706		78.67341	3.69966	2.18206	0	0	0	0.10412	0.64731	0.04113	1.51706
Healthy	47.86065	15.77703	1.2137	0.00291	0.04448	3.48619	0.00452	0.04407		11.67897	47.86065	15.77703	3.39971	0.72467	3.48619	2.99009	0.04448	0	0.04407
Healthy	2.28218	0.10246	0	0.83258	0	0	0	0		66.55142	2.28218	0.10246	11.36763	0	0	0	0	0	0
Healthy	6.24883	11.19708	0.03381	0.06156	0	0	0	0.17934		47.27326	6.24883	11.19708	0	5.82754	0	0	0	0	0.17934
Healthy	18.1754	8.68593	2.47771	1.45409	3.42746	14.98731	0	0		9.6557	18.1754	8.68593	1.63743	0	14.98731	0.78441	3.42746	0	0
Healthy	8.60718	6.28341	0.03415	0.16735	1.15465	0.00633	0	0.00419		31.27239	8.60718	6.28341	12.7201	0.05007	0.00633	0	1.15465	0	0.00419
Healthy	6.81285	16.7529	1.91959	0	0.2084	0.22494	0	0.13801		38.73967	6.81285	16.7529	0.01312	0.22973	0.22494	0	0.2084	3.05144	0.13801
Healthy	26.96077	3.91326	1.75192	7.05349	0	0.06733	0	1.28897		47.96941	26.96077	3.91326	0.07213	0	0.06733	0	0	0	1.28897
Healthy	28.894	2.20286	6.64053	0	0	0	0.36995	0		10.74105	28.894	2.20286	0	2.25271	0	6.83579	0	0	0
Healthy	46.93193	13.36036	0.35502	0.33911	0.32759	0.64308	0.02577	0		25.8744	46.93193	13.36036	0.07054	0.43301	0.64308	0.29171	0.32759	0	0
Healthy	0.01859	0.00078	0	0.00788	1.99768	0.82044	0.00074	0.07383		46.93403	0.01859	0.00078	0.01738	0	0.82044	0	1.99768	0	0.07383
Healthy	16.79701	15.19378	0.1488	0.52389	1.01816	0.29673	0.28392	0		28.91381	16.79701	15.19378	4.01589	0.07339	0.29673	0	1.01816	0	0
Healthy	28.05617	0	0	0	0	0	0	0		50.11589	28.05617	0	0	0	0	0	0	0.9355	0
Healthy	8.12301	6.87072	0.47264	0.76572	0.73691	0.21919	0	0.03955		44.43514	8.12301	6.87072	0.06195	0.21883	0.21919	0.00143	0.73691	0	0.03955
Healthy	7.85219	6.68376	0.28647	0.62791	0.05575	0.14799	0.08853	0.07429		53.13198	7.85219	6.68376	0	0	0.14799	0	0.05575	0.09208	0.07429
Healthy	15.8757	17.70562	0.07085	0	1.05614	2.25836	0	0.26021		34.50608	15.8757	17.70562	0	0.83149	2.25836	0	1.05614	2.27543	0.26021
Healthy	24.02851	4.36624	0.09727	0	0.0728	0	0	0.3977		63.55773	24.02851	4.36624	0	0	0	0	0.0728	0	0.3977
Healthy	3.73018	4.78626	0.26286	0	0.62741	0	0	1.47135		77.7602	3.73018	4.78626	0	0	0	0.10932	0.62741	0.11775	1.47135
Healthy	35.25653	27.8322	0	0	0	0.16003	0	0		26.36217	35.25653	27.8322	0.70523	0	0.16003	0	0	0	0
Healthy	0.82863	7.5697	0.31186	1.22721	0.68905	0	0	0.15019		53.52142	0.82863	7.5697	9.1376	7.17834	0	0	0.68905	0	0.15019
Healthy	13.08515	4.47687	0	1.57391	0.21376	0	0	0		53.23884	13.08515	4.47687	0	0	0	0	0.21376	0	0
Healthy	15.20616	18.67006	0	1.95493	0.13437	0	0	0		49.92278	15.20616	18.67006	0	0	0	1.12509	0.13437	0.83159	0
Healthy	1.20825	1.45312	0.02717	0.36136	0.15418	0.223	0	0.00256		89.09289	1.20825	1.45312	3.37266	0	0.223	0	0.15418	0	0.00256
Healthy	6.64336	7.11944	0.00617	0.07258	0.24418	0.0145	0	0.15304		65.07545	6.64336	7.11944	0.32659	0	0.0145	0.15029	0.24418	0	0.15304
Healthy	9.28995	4.81253	0	0	1.3424	0.09398	0	0.03707		64.06727	9.28995	4.81253	0	0	0.09398	0	1.3424	0	0.03707
Healthy	5.98464	3.85535	0	0.10591	0.15641	0.03503	0	0.67466		48.80242	5.98464	3.85535	0.0852	9.16536	0.03503	0	0.15641	0	0.67466
Healthy	21.33333	12.19593	2.75207	0.30785	0.07942	0.1806	0	0		39.68736	21.33333	12.19593	1.41727	2.55681	0.1806	1.41365	0.07942	0	0
Healthy	14.7844	55.382	0	0	0	0	0	0		3.37609	14.7844	55.382	0	0	0	0	0	0	0
Healthy	19.27721	33.05769	0.00847	0.43259	0.4206	0.85733	0.12562	0		22.54515	19.27721	33.05769	4.90607	0	0.85733	0	0.4206	0	0
Healthy	21.62777	2.25388	0.08712	0.31284	0.43065	1.93799	0	0		61.90876	21.62777	2.25388	0	0	1.93799	0	0.43065	0	0
Healthy	13.32261	3.77801	0	2.88551	0	0.24015	0	0		65.77098	13.32261	3.77801	4.66859	0	0.24015	0	0	0	0
Healthy	5.42416	30.05276	0	1.34659	0.04871	0.72561	0	0		52.17961	5.42416	30.05276	0.03451	0.18057	0.72561	0	0.04871	0	0
Healthy	27.43436	0.44311	9.57826	0	8.18426	18.30827	0	0		4.39774	27.43436	0.44311	0	0.10792	18.30827	0	8.18426	0.20431	0
Healthy	17.37687	11.49575	0.24053	0.23505	0.23606	0.41061	0.27774	0.34134		49.23491	17.37687	11.49575	0.00251	0	0.41061	0.00472	0.23606	2.06491	0.34134
Healthy	1.05575	1.4274	0.00982	0.54344	0.13229	0.26034	0	0.00761		88.84668	1.05575	1.4274	3.43749	0	0.26034	0	0.13229	0	0.00761
Healthy	10.27839	18.65975	3.66131	0.06071	1.22039	2.36562	0.17155	0.05704		46.5767	10.27839	18.65975	0	0	2.36562	0	1.22039	0.19486	0.05704
Healthy	68.64843	3.66208	0.36672	0	0	0	0.14174	0		8.0179	68.64843	3.66208	0	0	0	0.37891	0	0	0
Healthy	15.82956	3.67337	0.11481	0.20425	0.06455	0.18192	0.46071	0.0596		71.53509	15.82956	3.67337	0.01468	0	0.18192	0	0.06455	0	0.0596
Healthy	23.39615	11.2332	0	0	0	0	0	0		34.82541	23.39615	11.2332	0	0	0	0	0	0	0
Healthy	31.93906	21.80977	0.13656	0.10072	0.90588	1.34408	0.21757	0		23.7146	31.93906	21.80977	0.40284	0.42284	1.34408	0	0.90588	0	0
Healthy	0	0	0	54.4802	0	0.22569	0	0		38.55289	0	0	0	0	0.22569	0	0	0	0
Healthy	14.42117	6.11368	0.12072	24.8113	0.00789	0	0.02552	0		23.71179	14.42117	6.11368	0.00272	0.07371	0	0.04229	0.00789	0	0
Healthy	5.92327	2.56625	0.10943	0.1835	0.03182	0.26525	0	0.02623		65.86083	5.92327	2.56625	7.9329	0	0.26525	0	0.03182	0	0.02623
Healthy	6.45903	1.7323	0	0.8212	0.04992	0.00194	0.0561	0.0213		84.82546	6.45903	1.7323	0	0	0.00194	0	0.04992	0	0.0213
Healthy	0.20051	1.5189	0	0	0	0	0	0		88.87543	0.20051	1.5189	1.16371	4.6295	0	0	0	0	0
Healthy	0	0	0	68.0827	0	0	0	0		7.28936	0	0	0	0	0	0	0	0	0
Healthy	15.72166	1.53919	0	0.04885	0	0	0	0		70.25622	15.72166	1.53919	1.73952	2.84123	0	0	0	0	0
Healthy	8.31204	12.16234	0.96634	1.05698	0.04591	0	0	0.06803		43.52601	8.31204	12.16234	0.28795	2.40184	0	0.34645	0.04591	0	0.06803
Healthy	9.80768	2.69242	6.79747	2.73399	1.41242	22.27831	0.0234	0.18021		18.58328	9.80768	2.69242	2.28738	0	22.27831	0	1.41242	2.55158	0.18021
Healthy	40.97327	10.82703	0.03613	0.39886	0.07225	0.2236	0	0.07256		21.84724	40.97327	10.82703	0	3.47228	0.2236	0	0.07225	0	0.07256
Healthy	3.13524	33.64406	0	0	0.01643	0	0	0		30.04784	3.13524	33.64406	0	4.19116	0	0	0.01643	3.77965	0
Healthy	5.02239	2.39336	0.30214	0	0	0	0	0		70.00135	5.02239	2.39336	5.95091	0	0	0	0	0	0
Healthy	14.88087	8.24758	0.35555	2.4447	0.12737	0.08121	0.41546	0		44.99102	14.88087	8.24758	2.51346	0	0.08121	0	0.12737	0	0
Healthy	54.00492	8.04473	0.09341	0.06362	0.68768	0.39736	0.7662	0		24.68143	54.00492	8.04473	0.59884	0.21299	0.39736	0.08608	0.68768	0	0
Healthy	2.44881	0.08823	0	1.26907	0	0	0	0		66.80106	2.44881	0.08823	10.98174	0	0	0	0	0	0
Healthy	23.99764	3.53297	0.305	0.30655	0.10876	0.07118	0.07375	0		30.74518	23.99764	3.53297	0.04778	0	0.07118	0	0.10876	0.11895	0
Healthy	30.20196	24.67137	0.01904	0.10662	0	0.10194	0.31543	0		20.681	30.20196	24.67137	8.4106	2.48303	0.10194	3.55858	0	0	0
Healthy	0.39643	3.3899	0.31872	0.70112	0.90455	0.04162	0	0.43213		67.23864	0.39643	3.3899	0.0601	0	0.04162	0	0.90455	0.02612	0.43213
Healthy	1.78355	3.70954	0.00769	0	0.15301	0	0	0.02068		79.5532	1.78355	3.70954	0	3.73739	0	0	0.15301	0	0.02068
Healthy	2.91847	3.83002	0.14078	0.0629	0.18093	0	0	0.08262		77.46103	2.91847	3.83002	6.50786	0	0	0	0.18093	0	0.08262
Healthy	39.02786	2.96272	4.6511	0	0	0	0	0		37.48435	39.02786	2.96272	0	0	0	0	0	0	0
Healthy	23.17676	4.37855	0.58424	0.28921	0.47721	0	0	0.01653		42.17307	23.17676	4.37855	0	4.79499	0	0	0.47721	0	0.01653
Healthy	5.03933	2.50862	0.31823	0	0.00265	0	0	0		69.54745	5.03933	2.50862	6.22355	0	0	0	0.00265	0	0
Healthy	1.25215	12.37836	0.76495	0.08323	1.26532	0.34771	0	0.51404		26.3885	1.25215	12.37836	0.59341	0.4868	0.34771	0	1.26532	0.00879	0.51404
Healthy	18.03648	24.56914	1.0362	0.92251	3.72011	4.0795	0.03073	0.08455		18.78237	18.03648	24.56914	10.6599	0	4.0795	0	3.72011	0	0.08455
Healthy	1.17809	4.23988	0	0	0	0	0	0		77.19162	1.17809	4.23988	0.72202	12.5924	0	0	0	0	0
Healthy	20.39561	16.46134	0.11243	0.59304	0.10086	0.43111	0	0.00067		33.92262	20.39561	16.46134	10.01809	0	0.43111	0	0.10086	0	0.00067
Healthy	21.16724	7.16227	0.74184	13.544	0.52595	2.68379	0.4396	0		27.41332	21.16724	7.16227	0	5.3777	2.68379	0	0.52595	2.71353	0
Healthy	18.8168	7.44867	0.00191	0.31094	0.24388	0.07244	0.01483	0.00226		62.32274	18.8168	7.44867	0	0	0.07244	0	0.24388	0	0.00226
Healthy	2.31412	7.72206	0	0.02447	0.33413	0.0121	0	0.08344		68.75745	2.31412	7.72206	0.38364	0.50525	0.0121	0	0.33413	0	0.08344
Healthy	40.90293	9.90033	0	0	0	0	0.17891	0.05779		36.60658	40.90293	9.90033	0	0	0	0	0	0	0.05779
Healthy	21.77194	25.07178	1.82278	1.01397	0.11222	0.1849	0.04	0		22.21139	21.77194	25.07178	0.31315	0.04092	0.1849	0.04421	0.11222	6.24934	0
D003922	14.73949	7.82022	1.64319	0.96151	0.29346	0.37047	1.24854	0.08509		40.90919	14.73949	7.82022	0.02688	1.20388	0.37047	0.59912	0.29346	9.32678	0.08509
Healthy	44.66688	8.45806	0.20611	4.34724	5.40087	2.86345	0	0		14.04776	44.66688	8.45806	0	0	2.86345	0	5.40087	0	0
Healthy	13.32349	2.48088	0	0	0	0.08617	0	0		79.3563	13.32349	2.48088	0	0.3553	0.08617	0	0	2.49667	0
Healthy	1.74986	0.02214	0.01343	1.47257	0.00123	4.09721	0	0		14.44243	1.74986	0.02214	0.03055	0	4.09721	0	0.00123	0	0
Healthy	5.53072	2.54261	0.15541	0.04056	0.0728	0.00098	0.048	0		47.15603	5.53072	2.54261	1.32711	1.24863	0.00098	0	0.0728	0	0
Healthy	16.89956	35.1976	0	0.2876	0.50091	0.33876	0	0		19.14718	16.89956	35.1976	5.29396	0	0.33876	0	0.50091	0	0
Healthy	3.44613	4.32026	0.24047	0	0	0	0	0		67.53369	3.44613	4.32026	6.22044	0	0	0	0	0	0
Healthy	4.95075	5.18063	0	0	0.05353	0.48478	0	0.01482		67.96798	4.95075	5.18063	4.38533	0	0.48478	0	0.05353	0	0.01482
Healthy	27.17506	19.87075	0	0	0	1.35608	0	0		39.78159	27.17506	19.87075	0.41238	0.06568	1.35608	0	0	0	0
Healthy	25.21606	6.13491	1.75033	0.54752	0	0.01917	5.59423	0		17.42109	25.21606	6.13491	0.33762	0.35684	0.01917	0	0	3.90566	0
Healthy	26.36663	5.87192	1.16204	0.09375	0.15254	3.04736	0.00234	0.01124		46.68828	26.36663	5.87192	0.20711	0	3.04736	0	0.15254	0	0.01124
Healthy	6.4388	10.21739	0.28255	5.34141	0.13524	0	0	0.13317		33.17284	6.4388	10.21739	0.0009	0	0	1.24695	0.13524	0	0.13317
Healthy	22.10863	1.30825	0	0	0	0	0	0		68.79055	22.10863	1.30825	3.83576	0	0	0	0	0	0
Healthy	0.0717	0	0	10.9585	2.96233	0.63723	0	0		46.32513	0.0717	0	0	0	0.63723	0	2.96233	0	0
Healthy	12.20816	15.91689	0.13579	0.413	0.83402	0.0723	0	0.20968		45.38947	12.20816	15.91689	0.01343	0.02265	0.0723	0.12133	0.83402	0	0.20968
Healthy	11.69041	9.09041	3.91787	0.30643	1.58652	0.14553	0.83955	0		7.18264	11.69041	9.09041	0.45372	4.64073	0.14553	27.2102	1.58652	0	0
Healthy	26.45985	27.71414	0	0.90366	0	0.20006	0	0		20.40739	26.45985	27.71414	0	2.12082	0.20006	1.33131	0	0	0
Healthy	2.552	0.79805	0	2.53982	0	0	0	0.06823		71.10958	2.552	0.79805	0	0	0	0	0	0	0.06823
Healthy	4.35537	6.65479	0.22527	0.01133	0.62282	0.01394	0.00769	0.10009		44.66073	4.35537	6.65479	17.60929	6.84902	0.01394	0	0.62282	0	0.10009
Healthy	0.27054	4.07999	0.29686	0.73654	0.95895	0.05416	0	0.4126		67.51672	0.27054	4.07999	0.04647	0.00874	0.05416	0	0.95895	0.03838	0.4126
Healthy	3.32815	10.3379	0	0.09394	0.34314	0.15939	0.01169	0		47.52177	3.32815	10.3379	6.82389	0.2033	0.15939	0.11554	0.34314	0	0
Healthy	15.61718	6.55709	0.01407	0	0.22654	0.05303	0	0.0502		63.18956	15.61718	6.55709	4.49228	0.0876	0.05303	0	0.22654	0	0.0502
Healthy	40.73785	1.38874	0.13997	2.93005	0	1.58204	0.04384	0		46.5268	40.73785	1.38874	0.63096	0	1.58204	0	0	0	0
Healthy	1.45792	6.69881	0	0.64627	0.05125	0.05218	0	0		83.50859	1.45792	6.69881	0.11794	0	0.05218	0	0.05125	0	0
Healthy	4.62016	3.43284	0.00254	0.11657	0	0	0	0.20568		69.61899	4.62016	3.43284	4.11526	0	0	0	0	0	0.20568
Healthy	27.26339	15.20514	0.00771	1.63962	0.25627	0.24923	0.01919	0		35.45701	27.26339	15.20514	0.71811	0.01892	0.24923	0	0.25627	2.89743	0
