group	Lachnospirales	Oscillospirales	Erysipelotrichales	Enterobacterales	Coriobacteriales	Lactobacillales	Peptostreptococcales	Desulfovibrionales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Acidaminococcales	Desulfovibrionales
Healthy	13.23055	1.98861	0	0.21767	2.1774	0.04718	0	0		42.76044	13.23055	1.98861	0	0.1126	0.04718	0	2.1774	0	0
Healthy	19.37166	1.5275	0	0	0	0	0	0		69.40911	19.37166	1.5275	0.80969	3.13991	0	0	0	0	0
Healthy	6.14055	7.39862	0.01273	3.13477	0.0011	0	0	0.07362		36.09966	6.14055	7.39862	0	6.58545	0	0	0.0011	0	0.07362
Healthy	14.23835	1.05404	0.06666	0	0.01178	0.08238	0	0		71.1126	14.23835	1.05404	0.018	0.70914	0.08238	0	0.01178	0	0
Healthy	6.68963	0.09906	0	15.641	0	0.0204	0	0		20.00069	6.68963	0.09906	0.40077	0	0.0204	0	0	0	0
Healthy	23.14259	11.16218	0.66574	0	0.08449	0.02576	0	0.01993		49.82563	23.14259	11.16218	0	0	0.02576	0.0691	0.08449	0	0.01993
Healthy	5.88627	5.16358	0	0	0.21292	0.0021	0	0		72.02697	5.88627	5.16358	0.08131	0	0.0021	0	0.21292	0	0
Healthy	13.75319	7.89272	0.85808	0	0.13429	0.11915	0.46797	0		54.63981	13.75319	7.89272	7.34693	0	0.11915	0	0.13429	0	0
Healthy	0	0	0	33.1783	0.79689	0.93396	0	0.01308		10.18654	0	0	0	0	0.93396	0	0.79689	0	0.01308
Healthy	18.60809	1.40121	0.01913	0	0	0.3511	0	0.01052		74.51959	18.60809	1.40121	0.07584	0.18063	0.3511	0.08662	0	1.75872	0.01052
Healthy	3.95675	1.97787	0.07151	1.57665	0.0003	0.00489	0.01349	0.09024		87.04731	3.95675	1.97787	0.43081	0.01119	0.00489	0	0.0003	0	0.09024
Healthy	13.66098	18.73931	0	0.51895	1.29052	0	0	0		25.91966	13.66098	18.73931	0	0.91213	0	0.69324	1.29052	0	0
Healthy	1.07872	0.08254	0.00057	13.47374	0.01808	10.63616	0.16795	0		27.00068	1.07872	0.08254	2.6056	0	10.63616	0	0.01808	0	0
Healthy	9.58738	16.94952	0	0.0036	0	0	0	0.02769		37.12973	9.58738	16.94952	0	11.2789	0	2.63237	0	0.66627	0.02769
Healthy	26.88239	3.04294	0	15.42036	0.69601	0.4976	0	0		1.81896	26.88239	3.04294	0	0	0.4976	0	0.69601	0	0
Healthy	23.89167	14.4008	0.06164	0.11904	0.1544	0.06864	0.00045	0		39.43204	23.89167	14.4008	0.028	0	0.06864	0	0.1544	0	0
Healthy	6.89579	18.79763	0.01671	0.03109	2.32069	0.08897	0.14691	0		40.03673	6.89579	18.79763	2.8501	1.93009	0.08897	0	2.32069	0	0
Healthy	6.60217	7.23836	0.10184	0.08729	0.70801	1.74906	0.00915	0.12396		30.67102	6.60217	7.23836	1.7078	0	1.74906	0	0.70801	0	0.12396
Healthy	27.65037	27.50053	0	0.50497	0	0.2818	0	0		20.07762	27.65037	27.50053	0	2.14355	0.2818	1.10419	0	0	0
Healthy	1.44198	6.99875	0	0.70262	0.04562	0.09812	0	0		82.81448	1.44198	6.99875	0.14985	0	0.09812	0	0.04562	0	0
Healthy	1.81058	0	0	24.8353	0	0.88954	0	0		15.43674	1.81058	0	7.08914	0	0.88954	0	0	0	0
Healthy	27.43919	12.04644	0.25066	0.33823	0.10102	0.24288	0.0052	0.00228		22.24715	27.43919	12.04644	9.16478	0.00565	0.24288	0	0.10102	0	0.00228
Healthy	7.09404	9.50857	1.09675	0.50306	0.08786	0.10625	1.85425	0.00643		67.57796	7.09404	9.50857	0	1.25337	0.10625	0.15968	0.08786	0	0.00643
Healthy	8.33585	11.4962	0.38175	0.44107	0.63759	0.0363	0.03518	0.03148		57.57644	8.33585	11.4962	0.01111	0	0.0363	0	0.63759	0	0.03148
Healthy	0.9869	1.48638	0.01048	0	0	0	0	0		78.92345	0.9869	1.48638	3.08086	0	0	0	0	0	0
Healthy	26.71483	22.7782	0	0.02862	3.53082	0.00256	0	0.04423		20.02427	26.71483	22.7782	0	0	0.00256	0	3.53082	0	0.04423
Healthy	13.3881	8.3417	0.49288	0.50344	0.09109	0.75532	0	0		62.5651	13.3881	8.3417	0.12021	0	0.75532	0	0.09109	7.86018	0
Healthy	3.1116	0	0	0	0	0	0	0		90.445	3.1116	0	6.44336	0	0	0	0	0	0
Healthy	0.65321	7.37883	0.53671	0.54371	0.69077	0.07871	0	0.64154		45.99729	0.65321	7.37883	3.10949	0.15608	0.07871	0	0.69077	0.0719	0.64154
Healthy	5.11956	5.09798	0.05963	6.07823	0	0.20166	0	0.66615		29.55664	5.11956	5.09798	0	20.4633	0.20166	0.52052	0	1.123	0.66615
Healthy	5.05758	13.4688	0	0	0	0	0	0		53.25361	5.05758	13.4688	0	0	0	9.59731	0	0	0
Healthy	6.43691	28.17163	0	0	0.47945	0	0	0		39.25094	6.43691	28.17163	18.3647	0	0	0	0.47945	0	0
Healthy	2.16242	0.00344	0	11.4312	0.19684	0.20058	0	0.01268		66.71114	2.16242	0.00344	8.69167	0	0.20058	0	0.19684	0	0.01268
Healthy	14.41541	12.5659	0.16311	0.12543	0.23322	0.01244	0.03411	0.31666		45.16251	14.41541	12.5659	0.00257	1.22439	0.01244	0	0.23322	0	0.31666
Healthy	19.24218	8.48096	0.01709	0.12381	2.13567	0.01684	0.3751	0.04387		38.84305	19.24218	8.48096	4.45827	0.72343	0.01684	0	2.13567	0	0.04387
Healthy	1.70287	0.02448	0	11.7311	0.2106	0.18545	0	0.0451		65.83018	1.70287	0.02448	8.60768	0	0.18545	0	0.2106	0	0.0451
Healthy	21.53719	12.68145	0.04451	0	6.33637	6.12785	0	1.05946		34.12652	21.53719	12.68145	0	0	6.12785	0	6.33637	3.40113	1.05946
Healthy	0	0	0.06042	44.4709	0.08659	0.08619	0.01293	0		34.44254	0	0	0	0	0.08619	0	0.08659	0	0
Healthy	36.3218	2.57117	1.46783	15.78313	0.49942	1.48012	0.09753	0.00259		4.01644	36.3218	2.57117	0.00668	0	1.48012	0	0.49942	0	0.00259
Healthy	17.47819	12.35534	1.77298	12.0614	0	0.13819	0	0.28891		22.07556	17.47819	12.35534	0.05879	1.0315	0.13819	3.86897	0	3.4164	0.28891
Healthy	1.46323	3.51394	0	0	0.0754	0	0	0		81.14162	1.46323	3.51394	0	3.38056	0	0	0.0754	0	0
Healthy	26.58907	9.18286	1.23487	0	0	0.02713	0.10745	0		40.93628	26.58907	9.18286	0.00998	0	0.02713	0	0	1.78382	0
Healthy	34.71415	23.55181	1.31232	0	2.34395	2.17211	0	0		24.97887	34.71415	23.55181	0	0.86696	2.17211	1.41679	2.34395	0	0
Healthy	7.88445	10.0853	6.75537	0.88681	0	0	0	0		45.05654	7.88445	10.0853	0	0.54241	0	2.97451	0	0	0
Healthy	0	0.04525	0.02129	14.06899	25.15479	0.46448	0.17063	0		0.71756	0	0.04525	0.04811	0	0.46448	0	25.15479	0	0
Healthy	3.90621	10.10361	0.0051	0	0.79782	0.02847	0	0.07513		57.8648	3.90621	10.10361	0	0	0.02847	0.0738	0.79782	0	0.07513
Healthy	11.05529	21.96923	0.02629	1.61522	0.09097	0.53214	0.00043	0.0028		50.39368	11.05529	21.96923	2.27627	0.07023	0.53214	0	0.09097	0	0.0028
Healthy	16.42551	1.14998	0	0	4.16136	1.65257	0	0		1.76456	16.42551	1.14998	0	0	1.65257	0	4.16136	0	0
Healthy	9.83496	6.8957	0.06672	0.10583	0.2053	0.07926	0.04292	0.08538		53.77834	9.83496	6.8957	7.81757	0	0.07926	0	0.2053	0	0.08538
Healthy	0.88909	1.57113	0.05465	0.16982	0.00325	0	0.02033	0.00504		89.98095	0.88909	1.57113	1.18713	0	0	0	0.00325	0	0.00504
Healthy	21.18618	12.52335	0.10709	0	6.82519	5.81321	0	0.91704		33.7514	21.18618	12.52335	0	0	5.81321	0	6.82519	3.4041	0.91704
Healthy	4.87193	5.22557	0.02383	0.06409	0	0	0	0.15746		68.96628	4.87193	5.22557	4.33794	0	0	0	0	0	0.15746
Healthy	31.38034	10.31938	3.65775	0.05902	0.08487	0.02623	1.1119	0.00017		37.14462	31.38034	10.31938	0.10264	1.4189	0.02623	4.86383	0.08487	0	0.00017
Healthy	0.35529	2.61183	0.33992	0.96743	0.92466	0.03618	0	0.48144		67.68915	0.35529	2.61183	0.0579	0.00222	0.03618	0	0.92466	0.02948	0.48144
Healthy	34.88759	10.2111	2.7082	0.25953	0.12605	1.51139	0	0.00456		28.73117	34.88759	10.2111	0.20975	0	1.51139	0	0.12605	2.48172	0.00456
Healthy	32.40016	16.81772	0.87439	1.90269	0.34673	0.17976	0.03477	0		12.17958	32.40016	16.81772	0.00273	1.27653	0.17976	1.64981	0.34673	7.05933	0
Healthy	16.92877	3.04252	1.65788	0.11296	0.00691	0.01638	0	0.00879		50.49195	16.92877	3.04252	7.18892	0.0577	0.01638	0	0.00691	0	0.00879
Healthy	20.72907	3.20977	0.00289	0.86706	0	0.07785	0	0		17.05268	20.72907	3.20977	0.00142	0	0.07785	0	0	0	0
Healthy	27.75482	4.67623	0.25063	0	0	0	0	0		42.6371	27.75482	4.67623	0.26578	0	0	0	0	0	0
Healthy	9.42202	14.65647	0.07186	3.42126	0.00958	1.32342	0.36318	0		0.72957	9.42202	14.65647	10.90757	0	1.32342	0	0.00958	0	0
Healthy	6.74165	7.0744	0	0.25818	0.26201	0.01815	0	0.18878		64.51356	6.74165	7.0744	0.34542	0	0.01815	0.18142	0.26201	0	0.18878
Healthy	28.53973	7.23906	6.25705	8.16123	3.23096	11.89779	0.00336	0.04905		9.13805	28.53973	7.23906	0	0	11.89779	8.75407	3.23096	0.02714	0.04905
Healthy	1.56566	0	0	10.9231	0.24998	0.16099	0	0.0378		66.0232	1.56566	0	8.41592	0	0.16099	0	0.24998	0	0.0378
Healthy	19.62882	6.11002	0.02789	2.06382	0	0.66341	0	0		45.02526	19.62882	6.11002	0.90955	0.01991	0.66341	0	0	3.34023	0
Healthy	6.08248	4.37842	0	0.09361	0	0	0	0.08094		70.51941	6.08248	4.37842	2.69371	0.12672	0	0.06083	0	0	0.08094
Healthy	5.0589	14.48331	0.04868	0.43889	1.44738	0	0.17555	0.0141		66.04936	5.0589	14.48331	0.00184	0	0	0	1.44738	0	0.0141
Healthy	11.32273	25.47585	0.77542	0	9.3068	0.03489	0	0		0.82862	11.32273	25.47585	0	23.5237	0.03489	0	9.3068	0	0
Healthy	0	0	0	65.90596	0.00805	0.07278	0	0		3.41982	0	0	0.1824	0	0.07278	0	0.00805	0	0
Healthy	18.21927	20.4524	0	0	2.39212	0	0	0		44.31726	18.21927	20.4524	0	0	0	0	2.39212	0	0
Healthy	17.38997	11.28861	0	0.07027	0	0.01262	0	0.02998		52.79777	17.38997	11.28861	0	1.50496	0.01262	0.70616	0	1.64596	0.02998
Healthy	19.75656	6.89878	0	0.11747	1.05891	2.6941	0	0		32.01276	19.75656	6.89878	0	1.26451	2.6941	7.89196	1.05891	0	0
Healthy	52.05179	17.83048	0	0.17223	0.46561	0.08306	0	0		22.06988	52.05179	17.83048	0	0	0.08306	0	0.46561	0	0
Healthy	1.23209	5.73897	0.17061	9.87097	1.49586	0.01363	0	0.52357		13.01942	1.23209	5.73897	2.64022	44.2378	0.01363	0	1.49586	0	0.52357
Healthy	1.87912	4.19819	0	0.03993	0.1382	0	0	0.76491		60.96992	1.87912	4.19819	0	4.6755	0	0.23747	0.1382	0	0.76491
Healthy	11.27014	13.38638	5.7318	1.58171	1.63689	0.45282	0.20943	0		25.31229	11.27014	13.38638	0	2.52599	0.45282	6.80921	1.63689	0	0
Healthy	3.75252	8.88501	0.00255	0	0.77855	0.03452	0	0.0694		56.19377	3.75252	8.88501	0	0	0.03452	0.0696	0.77855	0	0.0694
Healthy	4.92679	11.47221	0	0.05442	0.15123	0	0	0.08079		69.22744	4.92679	11.47221	0	1.02779	0	0	0.15123	0	0.08079
Healthy	9.06884	5.99823	0	0.08556	0.41091	0.04158	0	0.07725		67.34243	9.06884	5.99823	0	0.5209	0.04158	0.00337	0.41091	0	0.07725
Healthy	21.27929	24.25241	0.47722	1.37508	0.0798	0.2578	0.0434	1.00894		34.1319	21.27929	24.25241	0.01054	4.8674	0.2578	0	0.0798	0	1.00894
Healthy	11.3597	3.06409	0.02331	0.08243	1.17195	0	0	0.04638		33.49262	11.3597	3.06409	0	7.48082	0	0	1.17195	0	0.04638
Healthy	31.58415	33.12965	0.00964	0.02947	0.07522	2.33603	0.68418	0		14.49479	31.58415	33.12965	0.5176	0.01315	2.33603	0	0.07522	0	0
Healthy	24.43744	4.37319	0	0	0.48966	0.66489	0	0		15.73263	24.43744	4.37319	3.71537	0	0.66489	0	0.48966	0	0
Healthy	77.59691	4.91199	2.59767	0	0	0	0	0		10.44183	77.59691	4.91199	0	0	0	0	0	0	0
Healthy	35.35569	25.10061	0	1.95509	0.59012	2.45405	0.22044	0.01928		11.84161	35.35569	25.10061	2.58922	0	2.45405	0	0.59012	0	0.01928
Healthy	23.76218	4.2185	0.08035	0	0.06336	0	0	0.47738		63.43394	23.76218	4.2185	0	0	0	0	0.06336	0	0.47738
Healthy	23.79	13.72805	0.09885	0.48493	2.13053	0.67208	0.25974	0.17493		29.60659	23.79	13.72805	3.26765	1.08458	0.67208	0.24088	2.13053	1.27008	0.17493
Healthy	0.91908	1.52074	0	0.02436	0.40818	0	0	2.96312		43.65431	0.91908	1.52074	0	10.6569	0	0	0.40818	10.4298	2.96312
Healthy	3.46642	3.47178	1.83211	0	0.23014	0.0444	0	0		69.4231	3.46642	3.47178	0.34314	0.05121	0.0444	0.28937	0.23014	0	0
Healthy	23.6478	28.3134	0	2.24907	0	0.69116	0	0		34.26113	23.6478	28.3134	4.72677	0	0.69116	0	0	0	0
Healthy	5.16537	15.79747	0.15953	0.00656	1.72028	2.74507	0.12914	0.02011		8.08048	5.16537	15.79747	0.30743	0.02725	2.74507	9.16896	1.72028	0	0.02011
Healthy	2.97633	3.77411	0.16622	0.07269	0.16479	0	0	0.08381		77.64878	2.97633	3.77411	6.17715	0	0	0	0.16479	0	0.08381
Healthy	13.21907	3.96507	0	2.81636	0	0.20903	0	0.00396		65.84349	13.21907	3.96507	5.04642	0	0.20903	0	0	0	0.00396
Healthy	6.00854	5.10626	0.02651	5.74301	0	0.18712	0	0.46558		28.99656	6.00854	5.10626	0	19.5909	0.18712	0.62091	0	1.02321	0.46558
Healthy	16.30654	6.33877	0	0.04466	0	0	0	0.04166		57.32844	16.30654	6.33877	0	0.7193	0	0.62376	0	1.48895	0.04166
Healthy	10.43986	0.46288	0.31506	1.01176	0.00404	15.59121	0.05911	0.03003		27.12112	10.43986	0.46288	0.02147	0	15.59121	0	0.00404	0	0.03003
Healthy	39.74702	8.4534	9.81938	0.64052	1.22069	7.70606	0.13842	0		6.78267	39.74702	8.4534	0.44133	0	7.70606	0.00049	1.22069	0.06428	0
Healthy	12.08859	23.79702	0.00315	0.7279	0.01122	0	0.01169	0.02898		36.13826	12.08859	23.79702	0	0.21868	0	0	0.01122	0	0.02898
Healthy	12.07264	6.34651	0.14557	0.11675	0.33427	0.2631	0.35873	0.28787		54.08016	12.07264	6.34651	0.01712	1.21605	0.2631	0	0.33427	1.66935	0.28787
Healthy	6.369	11.69472	0.03345	0.0386	0	0	0	0.15681		49.10712	6.369	11.69472	0	6.01337	0	0	0	0	0.15681
Healthy	2.25562	0.09042	0	1.08916	0	0	0	0		66.66305	2.25562	0.09042	11.61601	0	0	0	0	0	0
Healthy	16.69144	17.94069	0.04604	0	1.02278	0.08754	0.00623	0.06807		31.68978	16.69144	17.94069	0	0	0.08754	1.16611	1.02278	0.49085	0.06807
Healthy	0.50307	16.57863	0.0418	0	0	0	0	0		59.53349	0.50307	16.57863	8.23983	4.04053	0	0	0	0	0
Healthy	35.23505	2.79504	0.42698	0	2.45743	3.02876	0	0		0.49986	35.23505	2.79504	0	0	3.02876	0	2.45743	0	0
Healthy	17.38062	6.28813	2.61862	0	0.39077	0	0.03868	0		59.96391	17.38062	6.28813	0	0	0	0	0.39077	0	0
Healthy	4.51108	5.12622	0.04725	5.46585	0	0.17331	0	0.77551		28.74823	4.51108	5.12622	0	19.4484	0.17331	0.58954	0	0.98952	0.77551
Healthy	28.5389	8.83267	0.01319	2.12582	0.00191	0.50184	0	0		41.72353	28.5389	8.83267	0.05825	0.74671	0.50184	0	0.00191	0.90074	0
Healthy	0.63867	10.11714	0	0.04711	0.18762	0	0	1.4588		43.67412	0.63867	10.11714	0	16.4526	0	0	0.18762	0	1.4588
Healthy	39.67503	23.79045	7.73362	0.07209	2.27388	0.95217	2.4799	0.07814		10.32206	39.67503	23.79045	0.36192	0	0.95217	0.74182	2.27388	4.42928	0.07814
Healthy	32.26172	7.60963	0	0.16125	0.52018	0.03244	0.0309	0		50.68948	32.26172	7.60963	0.0188	0	0.03244	0	0.52018	0	0
Healthy	4.06798	1.27397	0	0	0.8744	0.20359	0	0.04506		52.77884	4.06798	1.27397	15.6198	0	0.20359	0	0.8744	0	0.04506
Healthy	9.18401	26.18513	0	0	0	0	0	0		55.22422	9.18401	26.18513	0.42754	0	0	0	0	0	0
Healthy	7.19897	11.29918	1.55148	0.86076	0.1718	0.00208	0.09915	0.18461		42.01354	7.19897	11.29918	0.33402	3.80873	0.00208	0.70071	0.1718	0	0.18461
Healthy	3.77328	5.67801	0.34247	0	0.62314	0	0	1.67721		76.96478	3.77328	5.67801	0	0	0	0.07716	0.62314	0.07836	1.67721
Healthy	3.18411	0.04354	0	2.60728	0	44.78178	1.06231	0		29.11949	3.18411	0.04354	0	0	44.78178	0.00441	0	0	0
Healthy	18.02049	10.36138	0	0	0.15678	0.09518	0.22862	0.00273		62.26222	18.02049	10.36138	0.237	0.69286	0.09518	0	0.15678	0	0.00273
Healthy	0	0	0	0	0	0	0	0		79.9754	0	0	0	0	0	0	0	0	0
Healthy	0.72485	8.43227	0.01938	0.13805	0.06393	0.03774	0	0.01133		77.80893	0.72485	8.43227	0	0	0.03774	0	0.06393	0	0.01133
Healthy	19.58138	6.12859	0.0078	2.05871	0	0.66997	0	0		44.64865	19.58138	6.12859	0.9444	0.0164	0.66997	0	0	3.22968	0
Healthy	0.00612	0.01441	0	20.16046	0	0.23027	0	0		79.55581	0.00612	0.01441	0	0	0.23027	0	0	0	0
Healthy	0.30294	4.0577	0.3571	0.83831	0.89756	0.05473	0	0.42136		67.65922	0.30294	4.0577	0.03901	0.00526	0.05473	0	0.89756	0.0388	0.42136
Healthy	1.15132	9.52415	0.77997	0.11862	1.33593	0.32829	0	0.66975		26.38685	1.15132	9.52415	0.57009	0.49443	0.32829	0	1.33593	0.0153	0.66975
Healthy	3.09857	4.71483	0.03556	0	0.25629	0.05886	0	0.32908		66.5976	3.09857	4.71483	0	10.4311	0.05886	0	0.25629	0.87273	0.32908
Healthy	5.28553	5.11626	0	0	0.06449	0.4939	0	0		68.69992	5.28553	5.11626	4.66449	0	0.4939	0	0.06449	0	0
Healthy	3.76021	3.73448	0.04621	1.72502	0	0.07047	0	0.13449		86.28047	3.76021	3.73448	0	0	0.07047	0	0	0	0.13449
Healthy	15.30793	23.88512	0.35718	0	0.96879	0.10174	0	0		8.62172	15.30793	23.88512	5.59668	1.61727	0.10174	0.94651	0.96879	0.65994	0
Healthy	16.38337	13.17164	1.87833	0.02906	0.0784	0.00475	0.00114	0		19.06408	16.38337	13.17164	0.0721	14.4121	0.00475	0.75366	0.0784	4.4505	0
Healthy	6.09833	11.19211	0.02969	0	0	0	0	0.18105		47.47586	6.09833	11.19211	0	5.88784	0	0	0	0	0.18105
Healthy	65.6186	0.79783	0	0	0	0	0	0		26.83077	65.6186	0.79783	1.00888	0	0	0	0	0	0
Healthy	4.35656	2.36988	0.29408	0.06397	0.62736	0	0	1.67863		78.36066	4.35656	2.36988	0	0	0	0.11507	0.62736	0.10679	1.67863
Healthy	0.5829	6.56907	0	0.05925	0.15317	0	0	1.05661		49.43404	0.5829	6.56907	0	13.7401	0	0.00328	0.15317	0	1.05661
Healthy	1.78257	28.06262	0	0	0.40159	0	0	0		18.38522	1.78257	28.06262	0	15.0718	0	0	0.40159	0	0
Healthy	43.10597	6.674	1.17852	0	0.15354	0.01555	0	0		22.27122	43.10597	6.674	0	1.21156	0.01555	0.50796	0.15354	0	0
Healthy	7.8168	12.86616	2.08054	0.73158	0	0	0	0		44.35791	7.8168	12.86616	0	0.76349	0	0.95478	0	0	0
Healthy	2.56396	8.76062	0	0.07096	0.50417	0.03613	0	0		68.50859	2.56396	8.76062	0	0	0.03613	0	0.50417	0	0
Healthy	1.68687	0.94533	0	0.12185	0	0	0	0		92.94733	1.68687	0.94533	0	1.8081	0	0	0	0	0
Healthy	20.82779	4.29686	0	0	0	0	0	0		68.58792	20.82779	4.29686	0	0	0	0	0	0	0
Healthy	22.8001	9.05955	0	0	0.14157	0.2994	0	1.55265		51.42918	22.8001	9.05955	0	0.16811	0.2994	0	0.14157	0	1.55265
Healthy	6.09685	3.77711	0	0.09599	0.14654	0.02128	0	0.713		47.65328	6.09685	3.77711	0.10626	9.43514	0.02128	0	0.14654	0	0.713
Healthy	5.31511	3.01842	0.20551	0.11053	0.38686	0.04261	0.0222	0		26.98611	5.31511	3.01842	8.06935	0.01171	0.04261	0	0.38686	0	0
Healthy	33.07008	27.59129	0	0	1.57506	3.63552	0	0		16.5615	33.07008	27.59129	0	1.24718	3.63552	0	1.57506	0	0
Healthy	50.79081	2.08555	0	0	0	0	0.65728	0		35.95693	50.79081	2.08555	0	0	0	0	0	0	0
Healthy	28.77963	16.39615	1.42706	0	0	0.51859	0	0		21.43335	28.77963	16.39615	0	0	0.51859	0.28825	0	1.51484	0
Healthy	6.17926	3.76542	0	0.09948	0.13834	0.03968	0	0.62483		48.30657	6.17926	3.76542	0.10893	9.37921	0.03968	0	0.13834	0	0.62483
Healthy	18.01797	10.14169	1.09432	0.07963	0.31542	4.76741	0.01315	0.04876		55.40926	18.01797	10.14169	0.13555	3.3745	4.76741	0	0.31542	0	0.04876
Healthy	1.82683	3.80072	0.00309	0.01521	0.13565	0	0	0.02446		80.55722	1.82683	3.80072	0	3.78994	0	0	0.13565	0	0.02446
Healthy	9.6317	5.83609	0	0.15389	0.31625	0.01921	0	0.07854		67.14958	9.6317	5.83609	0	0.55913	0.01921	0.01011	0.31625	0	0.07854
Healthy	20.38577	10.65433	0.83979	0.14564	0.04784	0.05411	0.05497	0		54.71456	20.38577	10.65433	0.00826	0	0.05411	0	0.04784	0	0
Healthy	0.02567	0.00568	0	21.75988	0	16.17656	3.46418	0		0.08626	0.02567	0.00568	9.96223	0	16.17656	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		54.28347	0	0	0	0	0	0	0	0	0
Healthy	39.73946	11.69001	0.01467	0.37043	1.50178	0.33023	0.10772	0.0023		25.05531	39.73946	11.69001	0.092	0.50396	0.33023	0	1.50178	0	0.0023
Healthy	0.78494	1.01892	0	0	0	0	0	0		79.90253	0.78494	1.01892	2.88884	0	0	0	0	0	0
Healthy	4.55214	4.71883	0.03421	5.06457	0	0.23724	0	0.53345		29.33922	4.55214	4.71883	0	19.6278	0.23724	0.60704	0	1.01667	0.53345
Healthy	3.91477	9.72408	0.00738	0	0.77326	0.07916	0	0.09544		58.18826	3.91477	9.72408	0	0	0.07916	0.04179	0.77326	0	0.09544
Healthy	22.80021	7.24294	0	0.00754	0.15977	0	0	0		64.39274	22.80021	7.24294	0	0	0	0	0.15977	0	0
Healthy	4.14772	5.49106	0.24954	0.0306	0.69124	0	0	1.51966		76.86002	4.14772	5.49106	0	0	0	0.07465	0.69124	0.10397	1.51966
Healthy	12.86897	1.87421	0.47839	0	0	0	0	0		80.1604	12.86897	1.87421	0	0	0	0	0	0	0
Healthy	5.09448	2.48768	0.33087	0	0	0	0	0		69.32252	5.09448	2.48768	6.13294	0	0	0	0	0	0
Healthy	10.26218	3.44815	0	1.258	0.02457	0	0	0		28.5342	10.26218	3.44815	0.20155	0	0	0	0.02457	0	0
Healthy	8.17808	8.49545	0	0.05688	0.20935	0	0	0.29632		52.63809	8.17808	8.49545	0	5.42101	0	0	0.20935	0	0.29632
Healthy	22.83118	12.52173	0.25976	0.4431	0.94743	0.51583	0.4202	0.16059		34.95935	22.83118	12.52173	5.92661	1.72479	0.51583	5.60501	0.94743	0	0.16059
Healthy	12.32564	7.16079	0	3.72281	0.0155	0	0	0.22267		62.19537	12.32564	7.16079	0	0	0	0	0.0155	0	0.22267
Healthy	23.36911	13.41539	2.24283	0.44155	0.355	0.57013	0.02593	0.07481		26.9707	23.36911	13.41539	2.24423	0.42264	0.57013	0.15387	0.355	0.87151	0.07481
Healthy	6.20795	33.61254	0	0.09241	0	0.01055	0	0		46.29619	6.20795	33.61254	1.55368	0	0.01055	0	0	0	0
Healthy	1.94081	9.45053	0	0	0	0	0	0		14.13104	1.94081	9.45053	5.45916	0	0	0	0	0	0
Healthy	14.75308	19.79956	0	0	0	0	0	0		0	14.75308	19.79956	6.75861	0	0	3.23033	0	0	0
Healthy	9.82182	5.78596	0.79164	0.09592	0.1878	0.35444	0.02953	0.03248		61.48901	9.82182	5.78596	5.29788	0.01619	0.35444	0	0.1878	0	0.03248
Healthy	36.67158	12.53831	1.18883	1.12407	0.74805	3.67627	0.02893	0.00237		15.15697	36.67158	12.53831	0.04927	0.02781	3.67627	0	0.74805	0	0.00237
Healthy	5.57951	13.10705	0.24652	0	0	0	0	0.04057		69.67941	5.57951	13.10705	0	0	0	0	0	0	0.04057
Healthy	9.53853	0.55935	0.48114	0.22134	0	0	0	0		81.21441	9.53853	0.55935	0.0595	0	0	0	0	3.30314	0
Healthy	17.18089	6.90942	0.10051	0.1547	1.32292	10.54028	0	0.06586		35.33488	17.18089	6.90942	0.05327	0.76304	10.54028	3.25825	1.32292	0.15811	0.06586
Healthy	20.95779	4.91916	1.54043	0	0.76277	7.91447	0	0.00435		1.40245	20.95779	4.91916	0.01531	0	7.91447	23.2123	0.76277	4.03805	0.00435
Healthy	9.06044	2.6422	0.1832	1.20415	0.96007	0.9132	0.0218	0		14.25357	9.06044	2.6422	0.67405	10.8549	0.9132	0	0.96007	0.40456	0
Healthy	1.80531	3.63718	0.00464	0	0.15255	0	0	0.03246		80.93019	1.80531	3.63718	0	3.50999	0	0	0.15255	0	0.03246
Healthy	2.29021	7.47475	0	0.01762	0.28648	0.02163	0	0.03744		69.30433	2.29021	7.47475	0.33659	0.5671	0.02163	0	0.28648	0	0.03744
Healthy	22.39083	2.47899	3.64677	0.04563	0	0	0.41483	0		52.23975	22.39083	2.47899	4.70232	0	0	0.07596	0	0	0
Healthy	45.55175	1.27455	0	0	0	0.77638	0	0		10.96182	45.55175	1.27455	33.3458	3.67965	0.77638	0	0	0	0
Healthy	6.97045	11.99569	0.04323	0.18445	1.1814	0.42493	0.03891	0.01602		71.17487	6.97045	11.99569	0.07473	0.12571	0.42493	0	1.1814	0	0.01602
Healthy	21.72657	8.168	0.03839	0.20521	1.07022	0.64384	0.0746	0.00109		58.49001	21.72657	8.168	0.65327	0.07021	0.64384	0	1.07022	0	0.00109
Healthy	1.60558	1.09794	0.26969	31.27944	0.24087	0.23005	0.01723	0		13.19119	1.60558	1.09794	0.59542	0	0.23005	0	0.24087	0	0
Healthy	0	0	0	1.46156	0.83133	1.72059	0	0		21.09078	0	0	0.1108	0	1.72059	0	0.83133	0	0
Healthy	1.11853	1.41979	0.02238	0.50987	0.14886	0.24482	0	0.005		89.23862	1.11853	1.41979	3.38024	0	0.24482	0	0.14886	0	0.005
