group	Phytobacter	Streptococcus	Ruminococcus_B	Dorea	Clostridium_A	Lactococcus	Longicatena	Rothia	Gordonibacter	Eggerthella	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Blautia_A	Paraprevotella	Dorea	Anaerostipes	Haemophilus_D	Ruminococcus_C
Healthy	0	0.05612	0	0.0268	0	0	0	0	0	0	0	0.13147	0	0	0.122	0	0.0268	0	0.08635	0
Healthy	6.53906	0	0	0	0	0	0	0	0	0	0	1.72564	0	0	0.00957	0	0	0	0	0
Healthy	0	0.43878	0	0.00369	0	0.03938	0	0	0	0	0	0.11963	0.0024	0	0	0	0.00369	0.00482	0.80726	0.00218
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.03619	0.00678	0.04986	0.01045	0	0	0	0	0
Healthy	2.25779	9.16246	0.9565	0	0	0.35804	0.19375	0	0	0	0	0.84175	4.8671	0	0.01188	0	0	0	0.43647	0
Healthy	0	0.36728	0	0.45244	0	0.22085	0	0	0	0	2.47081	1.72718	0.55029	1.04451	2.54985	0	0.45244	0.37836	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	46.9053	0	0	0	0	0	0	0	0	0
Healthy	0	0.06844	0	0.02753	0	0	0	0	0	0	0	0.1321	0	0.01118	0.14263	0	0.02753	0	0.10077	0
Healthy	0.48396	0.09177	0	0	0.14612	0	0	0	0	0	0	1.24277	2.45195	0	0	0	0	0	0	0
Healthy	0	0.06962	0	0.1095	0	0	0	0	0	0	0	0.53251	0.01355	0.07356	0.1511	0	0.1095	0.03802	0	0.03388
Healthy	0.03177	0	0	0	0.64429	0	0.00781	0	0	0	0	0.03158	0.38134	0	0	0	0	0	0	0
Healthy	5.33933	0	0	0	0	0	0	0	0	0	0.76927	0.03383	0.37201	0.21308	0.06579	0.25759	0	0.20112	0.00728	0.0193
Healthy	0.50252	0.08386	0	0.02416	0.13202	0	0.02778	0	0	0	0	0.08791	0.11354	0.07158	0.11263	0	0.02416	0.00874	0	0.09531
Healthy	0.06854	0.30885	0.07344	0.37264	0.02372	0	0	0	0	0	0.07335	0.03226	3.39605	2.63659	0.51415	0	0.37264	0	0.09878	0
Healthy	0	0.01933	0	0.13215	0	0	0	0	0	0	30.2506	0.10676	1.04591	0.381	0.23064	0.62839	0.13215	0.35642	0	0.06954
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.16819	0.14173	0	0	0	0	0.00557	0	0	0	0	0.09248	0.72264	0.08009	0.04383	0	0	0	0	0.06003
Healthy	0	0.27774	0.00965	0.07823	0.00309	0	0.00208	0.00254	0.01763	0.00414	0	0.01235	0.37319	0.94915	0.35329	0.94713	0.07823	0.09245	0	1.64806
Healthy	0.77609	0	0.27976	0	0	0	0	0	0	0	0	0.0473	0.02153	0	0	0	0	0	0	0
Healthy	0	0.04004	0	0.19323	0.08401	0	0	0	0.0207	0	4.16846	0.19432	0.43994	0.79835	0.60587	2.47874	0.19323	0.05321	0.00574	0.00394
Healthy	0	0.03315	0	0.43504	0	0.00451	0	0	0	0	0	1.23055	0.94566	0.32514	0.56647	0	0.43504	0.37913	0	0
Healthy	0.32465	0.02304	0	0.38271	0.04035	0	0.0017	0	0	0	0	0.61975	1.1891	0.28758	0.33394	0.69545	0.38271	0.03441	0.00188	0.02454
Healthy	0	0.32553	0	0	0	0.03561	0	0	0	0	0	0.13863	0.02274	0	0.03113	0	0	0	0.7776	0.00426
Healthy	0	0	0.15614	0.12438	0	0	0.06253	0	0	0	0	0.92876	1.73631	0.43875	0.42918	0	0.12438	0.36031	0	0
Healthy	0	0	0	0.37601	0	0	0	0	0	0	10.99475	0.50541	0.68081	0.26351	0.22827	0	0.37601	0	0	0
Healthy	0	0	0	0.0643	0	0	0	0	0	0	0	0.09302	0.50755	0.06148	0.22072	0	0.0643	0	0.32129	0
Healthy	0	0.11943	1.98063	0.06203	0.00841	0	0.05188	0	0.02024	0.06995	0	0.0311	2.92509	0.01414	0.11879	0	0.06203	0.09112	0	0
Healthy	10.2792	0	0	0	0.03254	0	0.11701	0	0.16385	0.01827	0	0.69556	0.0707	0	0.13977	0	0	0	0	0
Healthy	0	0	0.37717	0.08211	0.90885	0	0.00218	0	0	0	44.56042	0.22041	0.09132	0.24857	0.13089	0.25804	0.08211	0.23957	0.10061	0
Healthy	0	1.56746	0	0.13843	0	0	0	0	0	0	18.44766	0.69611	0.11107	0.44294	0.20241	0.38456	0.13843	0.11667	0.1786	0.38983
Healthy	0	0.66777	0.01985	0.8769	1.03316	0.03088	0.02432	0.00028	0.02117	0	0	0.51034	1.48272	0.85649	1.48685	0	0.8769	0.68653	0.31579	1.24129
Healthy	0.1535	0.3917	0	0.62553	0.01237	0	0.02879	0	0	0	1.87086	1.00275	1.43878	1.29556	0.65772	0	0.62553	0.23006	0	0.00926
Healthy	0.00442	0.19158	0	0.1351	0	0	0	0	0	0	71.33699	0.11815	0.08296	0.04764	0.11548	0.45663	0.1351	0.22292	0.27083	0.30314
Healthy	0.00675	0.18325	0.0205	0.71844	0.09336	0	0.04388	0	0.01387	0.00087	0	0.70531	1.56976	0.27709	0.28038	0	0.71844	0.27952	0.10494	0.79259
Healthy	0	0.34729	0.0091	0.10959	0	0.05115	0	0	0	0	0	0.5351	0.01838	0.04022	0.08895	0	0.10959	0.03031	0	0
Healthy	0	0	0	0.00321	0.02781	0	0.02267	0	0	0	0.00788	0.57701	0.12508	0.34848	0.17709	0	0.00321	0.15292	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	31.91189	0	1.90811	0.0625	0.17628	0.4529	0	0	0.03779	0
Healthy	4.05791	0.08211	0	0.04132	0	0.07786	0	0	0	0	43.91144	0.56024	0.00306	0.02183	0.1324	0	0.04132	0.01897	0.00324	0
Healthy	0.06093	0	0	0	0.16526	0	0	0	0	0	32.72713	0.13552	0.6449	0	0	1.08653	0	0	0	0
Healthy	1.58967	0.00526	0.01373	0.13184	0.04013	0	0	0	0	0	1.53426	0.6039	0.8111	0.01955	0.15549	0.2343	0.13184	0.02219	0.00321	0
Healthy	0	0.8535	0	2.14502	0	0	0.52628	0.25219	0	0	13.31218	3.0499	2.29031	3.84222	1.61213	0	2.14502	0.16591	0.40844	0.23267
Healthy	0	0.43095	0	0	0	0	0	0	0	0	0	0.65666	0	0	0.05367	0	0	0	0	0
Healthy	0.21949	0.23069	0.04587	0.17167	0.07793	0	0.02318	0.00164	0.09072	0.0052	0	0.00388	0.9056	0.23065	0.38599	0	0.17167	0.01982	0	0
Healthy	0.09903	0.00191	0	0.15199	0	0	0	0	0	0	29.073	0.57207	0.51812	0.40395	0.17192	0	0.15199	0.04027	0.00297	0
Healthy	0	4.45262	0	7.42205	0	0	0	0.00719	0	0	9.77201	4.13206	0.40363	8.15005	10.946	0	7.42205	4.46794	0.0753	0.07739
Healthy	0.09194	0	0	0	0.6945	0	0	0	0	0	0	0.39337	0.39675	0	0	0	0	0	0	0
Healthy	1.75244	0.01432	0	0.04134	0	0	0.02979	0	0	0	76.5522	0.01404	0.11697	0.08203	0.04795	0	0.04134	0.03629	0.00663	0.14339
Healthy	0	0.01773	0.00557	0.17537	0	0	0	0	0.019	0	0	0.25562	0.29471	0.26941	0.17976	0	0.17537	0.03593	0	0
Healthy	0.06126	0.01997	0	0.228	0	0	0	0	0	0	0	0.24559	0.03597	1.25756	0.27917	0.02704	0.228	0.0411	0	0
Healthy	0	0.37943	0	1.1403	0.04805	0	0	0	0	0	6.45476	0.85549	1.77449	0.20882	2.00881	0	1.1403	0.07413	0	2.5774
Healthy	0.03357	0.08935	8.21904	0.02354	0.05085	0	0.00627	0	0	0	0	0.19452	0	0.11784	0.12944	16.67812	0.02354	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	44.49039	1.61304	0.49546	0	0.00382	0.33678	0	0	0	0
Healthy	0	2.60608	0	0	0	0	0	0	0	0	0	1.05214	0	0.18036	0	0	0	0	3.11775	0
Healthy	0.1379	0.00661	0.00286	0.16216	0.05784	0	0.0124	0	0	0	0	2.34157	0.28666	0.07717	0.27309	0	0.16216	0.11863	0	0.07284
Healthy	0	0.87776	0	0	0	0	0	0	0	0	0	0	0	0.00793	0.15712	0.22633	0	0.26708	0.8832	0.1202
Healthy	0.25725	0.00317	0.12714	0	0.33726	0	0	0	0	0	0	0.04519	0.15126	0.00141	0.02483	0	0	0.0748	0	0
Healthy	0	0.17678	0.00781	0.0987	0.0007	0	0.00303	0	0	0	0	0.16532	0.06838	0.37004	0.17699	0	0.0987	0.55785	0.01154	0
Healthy	0	0	0.00355	0.0829	0.52929	0	0.29707	0	0	0	0	0.4794	0.05462	0	0.19419	0	0.0829	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.88561	0	0	0	0	0	0	0	0
Healthy	0.39224	0	0.00911	0.09188	0	0	0.11423	0	0	0	0.00782	0.09043	0.28044	0.03028	0.03584	0	0.09188	0	0.00061	0
Healthy	0.09323	0.00396	0	0	0	0	0	0	0	0	0	0.24085	0.00535	0.01946	0.08093	1.49573	0	0	0.03129	0
Healthy	0	0.27112	0	0	0	0	0	0	0	0	0	0.08128	0.21822	0.99656	0.23606	0	0	1.33607	1.34731	0
Healthy	0	0	0	0.16476	0	0	0	0	0.10111	0	0	1.16325	1.60594	0.61511	0.35319	1.42508	0.16476	0.10445	0	0
Healthy	0.09307	0	0	0	0.13059	0	0	0	0	0	33.03401	0.16949	0.6075	0	0	1.19591	0	0	0	0
Healthy	0	0.09454	0	0.0439	0.02823	0	0	0	0	0	10.05404	0.50984	0.18776	0.04993	0.14472	0.16878	0.0439	0	0	0
Healthy	1.60547	0	0.12864	0.40366	0	0	0.23297	0	0	0	0.03206	0.03783	0.05651	0.33232	0.0864	0	0.40366	0.11207	0.08277	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.23732	0.08433	2.35291	0.62483	0.17555	0	0	0.21442	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.50223	0	0	0	0	0	0	0	0
Healthy	0.09818	0	0.57656	0.0231	0.19041	0	0.03309	0	0	0	0	0.33265	0.00824	0	0	0	0.0231	0	0	0
Healthy	0.03279	0	0	0.00515	0	0	0	0	0	0	0	0.27919	0.04681	0.01674	0.01328	0.27021	0.00515	0	0	0
Healthy	0.72001	3.55343	0	0.4405	0.04832	0	0.00143	0.00073	0.17871	0.03804	0.11106	0.00556	1.74052	1.62376	0.97854	0	0.4405	0.61021	0.64406	1.05061
Healthy	0.01743	0.02207	0.01201	0.43274	0	0	0	0.00315	0	0	0.11496	0.81899	0.03666	0.49462	0.33775	0.27634	0.43274	0.12272	0.01908	0
Healthy	0	0.04988	0	0	0	0	0	0	0	0	0	0.33845	0.27482	0.47892	0.36305	0	0	0.35978	0.29812	0.90905
Healthy	0	0.20831	0	0.03308	0	0	0	0	0	0	0	0.33886	0	0	0.09209	0	0.03308	0	2.94243	0.21682
Healthy	13.1923	0	1.27415	0	0.19836	0	0.00875	0	0	0	0	0.05815	0.26475	0	0.00107	0	0	0	0.04549	0
Healthy	2.01818	0.03471	0.02827	0.18978	0.37831	0	0.26057	0	0	0	0.32345	2.46986	0.49453	0.12353	0.02603	0.29301	0.18978	0	0	0.01865
Healthy	0	0.0334	0	0	0	0	0	0	0	0	0	0.10943	0.03827	0.31462	0.09936	0	0	0.07711	0	0
Healthy	0.03315	0.18472	0.00886	0.64873	0.01185	0	0	0	0	0	0	0.0322	2.15543	1.2367	0.85012	0	0.64873	0.35259	0.02898	0.51699
Healthy	0.16289	0	0	0	1.11011	0	0.00528	0	0	0	0	0.20794	0.56226	0	0	0	0	0	0	0
Healthy	0.03111	0	0.01662	0.15567	0.01039	0	0	0	0	0	0	0.21747	0.77396	0.02323	0.11846	0	0.15567	0.02904	0	0.19626
Healthy	0	0.45064	0	0	0	0	0	0	0	0	0	0.38247	0	0	0.07617	0	0	0	0	0
Healthy	0.14639	0.1529	0.01789	0.30986	0	0	0	0	0	0	0	0.5504	2.25697	0.53145	1.07145	0	0.30986	0	0	0.22846
Healthy	1.06555	0	0.00288	0	0.03847	0	0	0	0.01951	0	0	0.00744	0.28773	0.02614	0.04104	0	0	0	0	0
Healthy	0.28402	0	0	0.41366	0	0	0	0	0	0	11.312	3.837	0.12204	1.36367	0.19558	0	0.41366	1.69792	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.7915	0	1.52891	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.82782	0.14951	0	0	4.20586	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4838	0	0	0	0	0	0
Healthy	0	0	0	0.01069	0.00312	0	0.03583	0	0	0	0	0.60094	0.10203	0.39094	0.19088	0	0.01069	0.08716	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.30832	0.19807	0	0	0	0	0	0	0
Healthy	20.6834	0	0	0.08462	0	0.05471	0	0	0	0	0	0	0.61621	0.7017	0.34607	0	0.08462	0	0	0
Healthy	0	4.93871	0.09986	0.25982	0.29582	0.05145	0.03083	0	0	0	0.64249	0.63146	0.2015	2.09622	1.59182	0	0.25982	0.31322	0	0
Healthy	0	0	0.05644	0.03028	0	0	0	0	0	0	0	0.01774	0.00775	0	0.01225	0	0.03028	0	0	0.00458
Healthy	0	0	0	0.07494	0	0	0	0	0	0	0	0.1164	0	0.00911	0.06034	0	0.07494	0	0	0
Healthy	0	0	0	0.22343	0	0	0	0	0	0	0	0.1638	0.56861	0.22113	0.52659	0	0.22343	0.17909	0	0
Healthy	0	0.06142	0.00753	0.13906	0.01555	0	0	0	0	0	0.50481	1.36706	0.43937	0.63327	0.44666	0	0.13906	0.23471	0.01432	0
Healthy	0.15504	0.03581	0	0.16788	0.00754	0	0	0	0.02237	0	40.8438	0.00522	0.9022	0.77876	0.26691	0	0.16788	0.07793	0.01219	0
Healthy	0.38987	0.07486	0	0.01794	0.14437	0	0.04591	0	0	0	0	0.12152	0.10955	0.05268	0.08202	0	0.01794	0.00908	0	0.10543
Healthy	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0	0	0	0	0	0	0
Healthy	1.00259	0.00642	0.00161	0	0	0	0.00512	0.02738	0.0099	0.00992	0	0.53861	2.97462	1.12242	0.19873	0	0	0.36336	0.09644	0
Healthy	0	0.00464	0	0.62671	0	0	0	0	0	0	0	1.17737	0.19589	0.5294	0.65583	0	0.62671	0.13828	0	0.11982
Healthy	0.64108	0.10861	0.0024	0.10822	0	0	0	0	0	0	0	0.67769	0.02424	0.07329	0.0508	0	0.10822	0.01136	0	0
Healthy	1.3679	0.25786	0.34307	1.2426	0.03122	0.61859	0	0	0.03336	0.00223	0	0.09996	3.45432	5.107	2.10944	0	1.2426	0.35511	0	0.0047
Healthy	0	0.01188	0	0.06035	0	0	0	0	0	0	0	0.00538	0	0.01951	0.04978	0	0.06035	0	0	0
Healthy	0	0	0	0.94239	0	0	0	0	0	0	9.0963	2.43794	3.07134	1.29905	0.97151	0	0.94239	0	0	0
Healthy	0.08118	0.00705	0	0.19708	0	0.04256	0	0	0	0	0	0.44931	1.85715	0.12885	0.26865	0.1033	0.19708	0.0163	0.05196	0
Healthy	28.7052	0.02324	5.49413	0	0	0	0.0162	0	0	0.00107	0	0.24765	0.51054	0	0	0	0	0	0	0
Healthy	0.06349	0	0.53324	0.00218	0.15842	0	0.04636	0	0	0	0	0.16015	0.01563	0	0	0	0.00218	0	0	0
Healthy	0	0.03822	0	0.2494	0	0	0	0	0	0	0	0.26059	0.58379	0.42255	0.10494	0	0.2494	0.09047	0.03009	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.65706	0.05531	0	0.12434	0	0	0	0	0
Healthy	0.01798	0	0	0.05629	0.0405	0	0	0	0.03179	0	0	1.3178	0	0	0.00225	0	0.05629	0	0	0
Healthy	16.8964	5.45463	1.13155	0	0	0	0	0.11364	0	0	0.01874	0.30259	0.2822	0.58624	0.52792	0	0	0.44746	2.65489	0.26694
Healthy	0	0.05352	0	0	0	0	0	0	0	0	0	0.06565	0.13439	0	0.0467	4.10357	0	0	0.0414	0.09494
Healthy	0.068	0.00438	0	0.00172	0	0	0	0	0	0	0	0.12393	0.04607	0.00941	0.01693	0.32053	0.00172	0	0.00454	0
Healthy	0	1.5188	0.02533	0.27611	0.0253	0	0.00588	0	0	0.00809	0	1.82267	0.72072	1.66685	1.20918	0.61607	0.27611	0.10453	0	0
Healthy	0.32147	0.01091	0	0	0	0	0	0	0	0	0	0	0.03889	0.0462	0.04165	0	0	0	0	0
Healthy	7.12808	3.59735	0.11086	0.31468	0	0	0	0	0	0	0	0.01381	0.18947	10.7726	0.22406	0	0.31468	2.43452	1.23057	0
Healthy	0.1197	0.65103	0.0643	0.98044	0.01674	0	0.02193	0	0.07901	0	0	0.26212	1.17335	0.73469	0.27479	0	0.98044	0.06064	0	1.2763
Healthy	3.34255	0.00938	0	0.34718	0	0	0	0	0	0	39.53481	1.97136	0.12421	0.01539	1.10572	0	0.34718	0.00762	0.05385	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.52464	0	0	0	0	0	0	0	0
Healthy	0.14355	0.04397	0.00605	0.04092	0	0	0	0	0	0	0	0.1095	0.31616	0	0.1415	0	0.04092	0	0	0
Healthy	0	0	0	0.92784	0	0	0.62672	0	0	0	2.11984	0.66879	0.16	2.48964	2.39639	0	0.92784	0.21649	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.25199	0	0.06855	0	0	0	0	0	0	0	0.01922	0.07123	0.38209	0.11125	0.33586	0.06855	0.03665	2.00589	0
Healthy	0.26276	0.02754	0	0.0212	0	0	0	0	0	0	0	0.23139	0.01083	0	0.06908	8.47311	0.0212	0	0.23714	0
Healthy	0.08539	0	0	0	0	0	0	0	0	0	0	2.19943	0.02063	0	0.0636	0	0	0	0	0
Healthy	0.89547	0.02264	2.91219	0.11196	0.00568	0	0.01769	0	0	0	0.00648	0.13568	0.96385	2.14575	0.29038	0.10139	0.11196	0.3196	0	0
Healthy	0	0	0	2.98562	0	0	0	0	0	0	3.52148	2.45937	0.32727	8.33886	3.92601	0	2.98562	2.07876	0	0.03538
Healthy	0	0	0	0.73071	0	0	0	0	0	0	0.89186	0.93634	1.14517	0.46752	0.44228	0.07264	0.73071	0.38856	0	0.38177
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.09705	0	0	0	0	0	0	0.05039	0
Healthy	0	0	0.09202	0	0.12014	0	0	0	0	0	0	0	0.00966	0	0	0.52859	0	0	0	0
Healthy	0.05816	0.50576	0	0.8645	0.46459	0	0.03563	0	0	0	0.26595	2.08485	2.63867	0.11678	0.3463	0	0.8645	0.6394	1.42766	0
Healthy	0	0	0	0.11982	0	0	0	0	0	0	0	0.48238	0.41051	0.15958	0.21441	0.4902	0.11982	0.04739	0	0
Healthy	0.18506	0	0.00834	0.24774	0.06342	0	0	0	0	0	43.7728	0.01296	0.58359	0.03859	0.28234	0.59564	0.24774	0.05458	0	0
Healthy	0	0.01962	0.64216	0.06051	0.00233	0.00205	0.04555	0	0	0	48.8652	0.0266	0.87938	0.2298	0.5596	0.5747	0.06051	0.12078	0	0
Healthy	2.85515	0.20013	0.09756	0.19359	0	0	0.01196	0	0	0	0.24672	0.26985	0.15072	0.6931	0.14915	0	0.19359	0.04198	0	0.04467
Healthy	1.65118	0	0.04137	0.07927	0	0	0	0	0	0	0	0.10377	0	0	0.07002	1.00396	0.07927	0	0	0
Healthy	0	0.0135	0.05284	0	0	0	0.00052	0.01145	0	0.01197	0	0.05948	0.0104	0	0	0	0	0	0.17285	0
Healthy	0	0.57766	0	0	0	0	0	0	0	0	0	0.58771	0	0	0.02035	0	0	0	0	0
Healthy	0.56952	0.06916	0	0.01701	0	0	0	0	0	0	0	0.00824	0.03834	0	0.03159	0	0.01701	0	0.08951	0
Healthy	0.26265	5.65207	0	0.53875	0	0	0	0	0	0	0.01992	0.21469	2.21584	3.41432	1.9417	0	0.53875	1.12279	1.04259	0.40494
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.1218	0.21697	0.65774	0.1578	0	0	0.24145	0.45025	0
Healthy	0.68164	4.22231	0	0.62975	0.00657	0.034	0	0	0.00428	0	0	0.03402	0.23989	1.34397	1.61201	0.36684	0.62975	0.29547	0	0
Healthy	0	0.32549	0.00953	0.10428	0	0.04469	0	0	0	0	0	0.64108	0.01695	0.05328	0.14277	0	0.10428	0.01929	0	0
Healthy	0.13819	0.42998	0.25699	0.02044	0.0419	0	0.98681	0	0.00095	0.00945	0.00809	0.03696	0.98955	0.10296	0.45797	0	0.02044	0.69341	0	0
Healthy	0	0	0	0.01949	0	0	0	0	0	0	0	0.1201	0.41284	0.80211	0.08256	0	0.01949	0.5858	0.2193	0
Healthy	0	0.81377	0	0	0	0	0	0	0	0	0	3.78048	0	0	1.53419	0	0	0	0	0
Healthy	0	2.27089	0.15248	1.19986	0	0	0.01438	0	0	0.05986	0	1.98295	0.70954	3.03968	1.33883	0	1.19986	0.92365	0.03632	0
Healthy	0	0	0	0.13264	0	0	0	0	0	0	0	0.00717	1.04568	0.03064	0.48358	0	0.13264	0.25966	0	0
Healthy	0.18599	1.33874	0.00305	0.04169	1.37441	0	0.00177	0	0.09606	0.01242	0.01418	0.06567	1.38163	0.15389	0.10095	0	0.04169	0.21139	0	0.09392
Healthy	0.02468	0.16507	0	0.17513	0.13	0	0.04045	0	0	0	0.33275	1.60657	0.45884	0	0.09467	0	0.17513	0.09582	0.14588	0
Healthy	0.08293	2.9345	2.71147	1.98257	0.01296	0	0.03437	0	0	0.00062	0	1.218	2.38461	2.1304	0.57061	0	1.98257	0.13781	0.00765	0
Healthy	0.2024	0.13567	0	0	0	0	0	0	0	0	0	0.05384	0.71188	0.07525	0.04873	0	0	0	0	0.05309
Healthy	0.51966	0	0	0	0	0	0	0	0	0	10.08932	0	0	0.20075	0.10002	0	0	0	0	0
Healthy	0	0	0	0.39552	0	0	0	0	0	0	24.9152	0.39496	0.773	1.2746	0.49368	0.55532	0.39552	0.4671	0	0
Healthy	0.02214	0	0	0.50416	0	0	0	0	0	0	19.5973	1.97253	0.07912	0.62439	0.17688	0	0.50416	0.54947	0	0
Healthy	0.29681	0	0.12339	0	0.27044	0	0	0	0	0	0	0.04244	0.13972	0.00289	0.02448	0	0	0.05399	0	0
Healthy	0	0.28125	0	1.23435	0	0	0	0	0	0	6.34823	0.70346	1.54594	0.20133	2.4624	0	1.23435	0	0	2.89881
Healthy	0.11684	0.36739	0	0.09811	0.58207	0	0.00579	0	0	0	0	0.02546	0.00889	0.1544	0.32664	0	0.09811	0.03493	0	0.00188
Healthy	0.01657	0.00659	0	0.10628	0.19595	0	0.00941	0	0	0	0	0.66878	0.97167	0.22315	0.26237	0	0.10628	0.04132	0	0
Healthy	0.17989	0.20558	0.03506	0.17827	0.12603	0	0.02597	0.00656	0.10765	0.01019	0	0.31853	0.89783	0.23247	0.36255	0	0.17827	0.01725	0	0
Healthy	0	0.22678	0	0.43671	0	0	2.2096	0	0	0	54.3964	0.38162	0.7304	0.62824	0.49972	0.00495	0.43671	0.01623	0.05402	0.29708
Healthy	0.01013	0.90812	0.02965	0.2354	0	0	0.00276	0	0	0	0.07067	0.97042	0.51395	0.63207	0.43443	0	0.2354	0.06939	0.18527	0.43123
Healthy	0	0.08943	0	0.19669	0	0	0	0	0	0	0	0.10104	0.49201	1.70196	0.50022	0	0.19669	0.84637	0.3364	0
Healthy	0	0	0.00432	0.80553	0.01151	0	0.01475	0	0.00125	0	0.14091	0.0121	1.57393	0.44997	2.16521	0.34876	0.80553	0.12963	0	0.18136
Healthy	0.0405	0.14492	0	0.44439	0.25059	0	0	0	0	0	2.41538	3.73922	1.20279	0.01262	0.50431	0	0.44439	0.15606	0.29165	0
Healthy	0.01778	0.64442	0	0.0275	0	0	0	0	0	0	0	0.18531	0.05258	0.00216	0.16023	0	0.0275	0.12207	2.1511	0.18022
Healthy	1.05669	0.17283	12.8392	0	0	0	0.00481	0.00501	0	0.00015	0.02464	0.01241	1.41606	0	0	0	0	0.78227	3.39642	0
Healthy	0.08528	0	0	0.02712	0	0	0	0	0	0	0	0.16163	0.05519	0.3371	0.04156	0	0.02712	0	0	0
Healthy	0	0	0	3.63786	0	0.02456	0	0	0	0	1.05486	0.23853	1.73449	5.26659	2.78928	0	3.63786	4.4014	0	0
Healthy	0.00095	1.75094	0	0	0	0	0	0.04404	0	0	0	0.00652	0	0	0	0	0	0	0.00044	0
Healthy	0	0	0	0.05025	0	0	0	0	0	0	56.9411	0.203	0.1397	0.08972	0.06539	0.23525	0.05025	0	0	0.14706
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.03704	0	0	0	0	0	0.00081	0	0
Healthy	0	1.12902	0	0.27109	0	0	0	0	0.00831	0	0	0.75319	0.18406	0.60429	0.47576	1.27788	0.27109	0.06568	0.4149	0.0116
Healthy	0.04719	0.11284	0	0.0567	0	0	0	0	0	0	31.66929	0.38733	0.47249	0	0.04077	0.04758	0.0567	0	0	0
Healthy	3.31039	0	0	0.35885	0.32156	0	0	0	0	0	0	1.55259	1.47143	2.00375	2.58272	0	0.35885	0	0	0.18326
Healthy	13.2784	0.22115	2.20216	0	0	0	0.20958	0.01318	0	0	0	0.27263	0.75496	0	0.11761	0	0	0.07213	0	0
Healthy	0	0.06014	0	0.04614	0.0743	0	0.01595	0	0	0	0	3.10095	0.13203	0	0.18143	0	0.04614	0	0	0
Healthy	0	0	0	0.0488	0	0	0	0	0	0	0	1.02362	1.8293	0.07774	0.0521	0	0.0488	0	0	0
Healthy	0	0.00207	0.04352	0.14288	0	0	0	0	0	0	0	0.03345	0.04685	0.07446	0.2434	0	0.14288	0.11687	0	0
Healthy	0	0.28563	0	0.28246	0.72392	0	0	0	0	0	28.5028	0.29018	1.85952	1.34108	0.46681	0	0.28246	0.13637	0	0.06017
Healthy	0.37948	0.09394	0	0.59493	0	0	0	0	0	0	4.60795	5.71752	0.11026	0.40161	0.52378	0	0.59493	1.19716	0	0
Healthy	0.47618	0.36756	0.06189	0.1896	0	0	0	0	0	0.06253	11.9298	0.68097	0.27865	0	0.42368	3.09418	0.1896	0.31444	0.00378	0
Healthy	0	0.03604	0.0115	0.11597	0	0	0.01268	0	0	0	0	0.45202	0.06969	0.07021	0.27373	0	0.11597	0.22139	0.00187	0
Healthy	0	0.00981	1.91629	0.91881	0	0	0	0	0	0.00556	0	0.45175	1.28446	0	0.17299	0	0.91881	0	0	0
Healthy	0	0.13445	0	0.04201	0	0	0	0	0	0	32.71331	0.39043	0.53366	0	0.01772	0.0905	0.04201	0	0	0
Healthy	0	0.14994	0	0.02553	0	0	0	0	0	0	0	0.43191	0	0	0.05873	0	0.02553	0	2.5774	0.24601
Healthy	0	0	0.65605	0.09371	0	0	0	0	0	0	0.61172	0.13483	0.74524	0.14861	0.13745	0	0.09371	0	0	0.24323
Healthy	0.52319	0.06108	0	0.01292	0	0	0	0	0	0	0	0.06552	0.04824	0	0.04345	0	0.01292	0	0.13248	0
Healthy	0.30311	0	0	0.72818	0.10298	0.01192	0	0	0	0	0.13988	0.52374	0.56863	5.54097	0.93119	0	0.72818	0.54043	0	0
Healthy	0	0	0	0.33964	0.06191	0	0	0	0	0	1.52037	0.16105	3.03103	0.64055	0.80365	0	0.33964	0.07896	0	0.16571
Healthy	7.77475	2.15626	0	0	0	0	0	0.0768	0	0	0.00979	0	0	0	0	0	0	0	0	0
Healthy	0.13705	0.06972	0.01773	0.03804	0	0	0	0	0	0	0	0.47544	0.38463	0.00355	0.18147	0	0.03804	0	0	0
