g	Blautia_A	Anaerostipes	Dorea	Intestinibacter	Eubacterium_G	Coprococcus_A	Haemophilus_D	Longicatena	Eggerthella	Rothia
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.58169870868025	-5	-1.43854082875808	-5	-2.54363396687096	-5	-5	-5	-5	-5
Healthy	-1.09167586072382	-5	-1.13822670328131	-5	-5	-1.98129950133376	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-0.761452112318672	-5	-3.05060999335509
Healthy	-0.706703754851536	-0.608676673025909	-0.483438185844723	-5	-1.23507701535011	-1.35056777675838	-5	-5	-5	-5
Healthy	-0.792581083183188	-1.08045124103115	-5	-0.773915884024176	-5	-1.63264407897398	-0.0222489664521259	-5	-5	-5
Healthy	-0.283646021636327	-0.578264488677745	-0.166725360709437	-5	0.231762589373604	-0.521145032471337	-5	-5	-5	-5
Healthy	-2.73048705578208	-5	-1.76245626185713	-5	-1.76421912967244	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.52680509079506	-5	-1.39383368539238	-5	-2.11182050608167	-1.45099673797421	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.94730605807503	-5	-5
Healthy	-2.33724216831843	-5	-2.21041928783557	-5	-5	-5	-5	-1.52563802396737	-5	-5
Healthy	-1.46597389394386	-5	-1.23769663671223	-5	-1.93854752091281	-5	-5	-5	-5	-5
Healthy	-0.577853544037875	-0.893741090132593	-0.763790346282941	-5	-5	-0.974448377217456	-0.925147004118753	-5	-5	-5
Healthy	-0.73414488645263	-0.844785460502412	-1.11424311893073	-5	-5	-0.97354845426176	-5	-5	-5	-5
Healthy	-0.816388550781567	-1.55705013042214	-1.11266406960083	-0.686069537466538	-0.696134651157296	-1.40982716840369	-5	-5	-5	-5
Healthy	-0.595405724285062	-0.494836450189588	-0.623733364129898	-5	-0.983760808957361	-0.609683231529159	-5	-5	-5	-5
Healthy	-1.49444306133618	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0234161978011552	-0.405839577402659	-0.133429132600265	-0.365019199948772	0.333356577083997	-0.710299589871291	-0.911403271737254	-1.79832982035342	-5	-5
Healthy	-2.59687947882418	-5	-1.50891858657681	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.910872370955721	-1.89859664944467	-0.597257290489508	-5	-0.285452309296003	-0.626113768210847	-0.584959842632557	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.08301995267962	-1.19307422311627	-5	-0.481262390268725	-1.53017798402184	-5	-0.94688312507707	-5	-5	-5
Healthy	-0.39109973591115	-0.944354140005344	-0.526046140707474	-1.29964247217734	-1.76270766243254	-0.395946834848507	-5	-2.67162039656126	-5	-5
Healthy	-0.125066148344293	-5	-5	-5	-5	-0.449087102472324	-0.53645040354393	-5	-5	-5
Healthy	-1.18111458540599	-5	-2.02918838912748	-5	-1.84405698202816	-1.80882854427144	-5	-5	-5	-5
Healthy	-1.08735289378168	-0.584826254664139	-0.633334279313844	-2.35556141053216	-0.621456752838356	-0.826376742301918	-1.20183294028406	-5	-5	-5
Healthy	-5	-5	-1.26496029496628	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.234182484690082	-0.95241364292565	-0.446116973356126	-0.7956086680807	-5	-0.592184357615802	-0.465986592798583	-2.18575240426808	-5	-5
Healthy	-0.694240327737178	-0.749189795974018	-0.965933321402439	-5	-0.3691451600231	-5	-0.844603226295149	-5	-5	-5
Healthy	-0.404978013215818	-1.18902860017779	-0.397115632066432	-5	-0.284941438596073	-0.848906077214938	-5	-1.74352279375832	-5	-5
Healthy	-0.29936549864633	-5	-0.416948661714168	-5	-0.413153995889499	-0.966536033922595	-0.924307081798197	-3.72124639904717	-5	-5
Healthy	-0.419816579408962	-1.87192398733128	-0.867004299307735	-5	-1.0115748299937	-2.63638802010786	-0.985269504998247	-5	-5	-5
Healthy	-1.00283212855417	-1.11294562194904	-5	-5	-1.05188057561946	-5	-5	-5	-5	-5
Healthy	-1.16909121327391	-2.42879328387088	-1.70799083762014	-0.654302874800878	-1.98119551606284	-5	-1.07772567457043	-1.66288951235787	-1.57525716385877	-2.84190510366611
Healthy	-0.627695698187112	-5	-0.629264916284168	-0.775492835272923	-5	-0.191410956989307	0.166299835564693	-5	-5	-5
Healthy	-0.493224463393357	-0.684554481775416	-1.09691001300806	-1.25065023940252	-5	-1.00766744095254	-2.44733178388781	-2.08512818245995	-2.5016894462104	-3.30102999566398
Healthy	-2.18177410638604	-1.08275714209253	-1.21296481797378	-5	-0.736174634478786	-5	-1.79914950190892	-2.84771165561694	-5	-5
Healthy	0.193272122062051	-0.578198711399027	-0.173122171276997	-1.30962669308394	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.27827180142721	-5	-5	-1.1378089689484
Healthy	-1.14490504884138	-5	-1.40340290437354	-5	-1.22628667472298	-2.22841251911874	-5	-5	-5	-5
Healthy	-1.6018863082695	-2.85387196432176	-0.695660295107661	-5	-0.868028654718943	-1.34543844525826	-5	-3.22914798835786	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.390168236106929	-0.695832728275603	-0.488156729592895	-5	-0.286047687078499	-0.682626237097468	-1.21303574056427	-1.25476901547186	-1.88505558428742	-5
Healthy	-0.545216097880832	-0.887797309269464	-0.452348341640031	-5	-0.544135365212472	-0.811155853453103	-5	-5	-5	-5
Healthy	-2.56224943717961	0.150756439860309	-5	0.141029386172573	-5	-5	-0.218503125427061	-2.55752023093555	-5	-5
Healthy	-1.33790355458208	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.20620961530918	-5	-5	-1.36774522331529	-5	-5	-2.44733178388781	-1.121248479827	-1.60275541898961	-5
Healthy	-0.314267216015452	0.11214231195315	-0.833984543676225	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.22731164531786	-5	-1.93479387194569	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	0.659346587310608	-2.58670023591875	-5	-5	-0.371028994654906	-5	-5	-1.3646167959525
Healthy	-0.566150192871354	-5	-0.310353783384563	-1.74521031260279	-5	-0.651150176519425	-1.82798119057544	-5	-5	-1.95900230757651
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.689242981647396	-0.797375476421022	-0.604953323215596	-5	-0.284489693322403	-0.599513818208795	-5	-2.12959609472097	-5	-5
Healthy	-0.308688596106356	-1.35595550718525	-0.5528109487312	-0.84961202267472	0.00865551949242868	-0.755821874977456	-0.950316910911751	-5	-5	-5
Healthy	-0.678857434770552	-0.608341671277525	-1.5480601306349	-0.405640603140518	-1.49770947208523	-0.807209602879347	-0.89828728615349	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.34872198600186	-5	-5	-1.57790283686829
Healthy	-1.6190655366693	-5	-2.18976748200492	-5	-5	-5	-5	-5	-5	-5
Healthy	0.215068881388373	-0.452262205060114	0.168524000015666	-5	-5	-0.635805591393062	-1.09344948089855	-2.26121944151563	-3.18708664335714	-5
Healthy	-1.32157267756613	-1.3829996588791	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.96697855531709	-5	-5	-5	-5	-5	-1.54591772926891	-5	-5	-5
Healthy	-1.56719099496683	-5	-1.33254704711005	-5	-1.87516985058614	-5	-0.668370282370068	-5	-5	-5
Healthy	0.336713831846466	0.694992820164785	-0.353743350986183	-5	-0.202310145215407	-5	-5	-5	-5	-5
Healthy	-1.43039203245318	-5	-2.34008379993015	-5	-1.04929446522614	-1.62782471388494	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.8344292593671	-5	-0.62712480320661	-5	-0.175412119479715	-0.77301365447478	-5	-5	-5	-5
Healthy	-0.643725499096091	-5	-1.87647501905727	-2.00348832784582	-5	-1.02328329563662	-1.17483362774345	-5	-5	-1.25735341006126
Healthy	-1.72978714510376	-5	-5	-5	-5	-5	-5	-5	-1.11407366019857	-5
Healthy	-0.196583857461848	-0.898527882999762	-0.57611544555086	-5	-1.03498654972775	-0.788238906292638	-5	-2.64781748188864	-5	-5
Healthy	-0.190601913383681	-1.38499738547541	-0.703203225286045	-5	-5	-1.39501837039257	-5	-5	-5	-5
Healthy	-0.490864711120832	-5	-1.00326948456485	-5	-5	-5	-5	-1.57593547458251	-5	-5
Healthy	-1.60032627851896	-5	-1.60747891006807	-5	-1.71466777235612	-5	-5	-5	-5	-5
Healthy	-1.30521936398794	-5	-1.93629144060858	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.410050398674292	-1.11288929687512	-1.01117359295472	-0.657024932190755	-5	-0.927970799172078	-1.44587441848699	-5	-5	-2.68402965454308
Healthy	-1.36361241418684	-1.22599426974179	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.66776358450856	-5	-1.95703092660682	-5	-5	-5	-1.04062466342416	-5	-5	-5
Healthy	-0.424604297888593	-1.64092377394074	-1.05774384958053	-5	-5	-2.79317412396815	-5	-2.41116827440579	-5	-5
Healthy	-0.9051796196452	-5	-1.98254927048946	-5	-5	-1.43297363384094	-1.07242434530889	-5	-5	-5
Healthy	-1.52841494581481	-1.20746823809869	-2.44611697335613	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-2.38090666937326	-5	-5	-5	-5	-1.9734667354767	-5	-5
Healthy	-1.08586848736911	-1.70575428386188	-1.75572287919816	-1.75424064403272	-1.48227640516626	-2.49894073778225	-2.56863623584101	-5	-5	-5
Healthy	-0.120199036347588	-0.817243068959601	-0.165045499516025	-5	-1.17580905934742	-0.983384452442822	-1.4000078224159	-2.92811799269387	-5	-2.09528445472132
Healthy	-5	-5	-2.33348201944512	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.91811286057645	-1.11424311893073	-2.79317412396815	-1.64936439174105	-5	-5	-0.848722106095877	-0.961936473002141	-2.41566877563247	-5
Healthy	-0.546834607474143	-1.06535007709929	0.0265741181503344	-0.612378848874913	0.12061341072789	-0.430169794196904	-5	-1.50403960511829	-2.38933983691012	-5
Healthy	-0.339362159538813	-0.593340617833247	-0.150451606996519	-5	-0.592575101205592	-0.935954037135517	-5	-2.79317412396815	-5	-5
Healthy	-5	-5	-5	-1.19702114466474	-5	-5	-5	0.772766044298437	-5	-5
Healthy	0.103967832740969	0.101582120668988	0.0958525223976291	-2.15801519540989	-0.828536834916156	-0.258509610228721	-2.80134291304558	-2.07058107428571	-2.54060751224077	-5
Healthy	0.215492157498415	-0.258848401148215	-0.830766548698903	-5	-5	-0.683065626440465	-5	-5	-5	-5
Healthy	-0.813835038272585	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.205139377368194	-0.542284589504117	-0.508792438006895	-5	-5	-0.612556780081066	-5	-0.0836302864271907	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.12061736282566
Healthy	0.497880182274049	0.510725928552033	0.253781282877402	-5	-5	0.211793096543079	-5	-5	-5	-2.25492520841794
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.634006880065555	-1.16500739626697	-0.749336080536756	-3.07572071393812	-1.69702006325175	-1.02525809549905	-1.0706321707599	-3.03621217265444	-5	-5
Healthy	0.310873788437537	-0.486942292361395	0.086021518808512	-1.66675430103804	-0.53171176129239	-0.378522517912154	-2.64016451766011	-5	-2.7851561519523	-5
Healthy	-0.867932518695993	-2.1007268126824	-0.778194682003451	-2.17005330405836	-5	-5	-5	-5	-5	-5
Healthy	0.107294784506434	-0.584842950913181	-0.0732101107260919	0.407367106860824	-5	0.0316063766342117	-5	-5	-5	-5
Healthy	-0.798794116608209	-0.747729654011678	-0.63223420898509	-0.911013881052087	-1.32734807716	-1.00899555966924	-1.20760831050175	-2.20971483596676	-5	-5
Healthy	0.379116889627449	0.259811210624584	-5	-5	-5	-0.75259143807843	-5	-5	-5	-5
Healthy	-0.150844806062009	-0.642484411384903	-0.0807806540794453	-0.478169167663958	-5	-0.241671088872183	-0.553633726319641	-5	-5	-5
Healthy	-0.47024892005762	-1.21310667473868	-0.161679937671209	-5	-0.988091386650846	-1.07453319930846	-1.68803433963163	-3.06550154875643	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.41657449959349	-1.01637371287547	-0.819128948349456	-1.44309473094455
Healthy	-0.0522232915352617	-5	-0.535063570878267	-5	0.0463741849617853	-0.639766438842168	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.11878658374498	-5	-5	-5	0.0591391393882904	-5	-5	-5
Healthy	-0.249669061880007	-0.804764745193935	-1.12407101507707	-1.74933608053676	-0.547385664976122	-5	-5	-1.28558640771288	-5	-5
Healthy	0.0163019397819158	-5	-0.37259317416221	-5	-0.185126725104901	-0.813948209473721	-5	-0.948500180867255	-5	-5
Healthy	-0.683337852311369	-5	-2.17392519729917	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.77006231409207	-5	-2.30016227413275	-5	-1.88041422503822	-5	-5	-5	-5	-5
Healthy	-1.25204469309327	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.0664620980283	-1.14435971910985	-1.0226422704547	-0.72723041344824	-0.22858891817962	-1.04215336629185	-0.626113768210847	-3.92081875395237	-5	-5
Healthy	-1.12959609472097	-5	-1.2405588028663	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.753969448809416	-1.41060897686307	-5	-0.843996330609602	-5	-1.15465386258859	-0.447502128852494	-5	-5	-5
Healthy	-1.18748771571002	-2.42021640338319	-0.737121945317694	-1.0704788993689	-0.502586535313794	-1.2444300193712	-5	-5	-5	-5
Healthy	-1.38038499425719	-5	-1.57593547458251	-5	-5	-2.21395878975745	-2.08512818245995	-5	-5	-5
Healthy	-0.755945651443054	-0.741650107480678	-0.860908392476177	-5	-5	-5	-1.73945162736302	-2.26042765554991	-1.9072793553159	-5
Healthy	0.0733700421382562	-0.563582895953632	-0.295317669424689	-0.587388273843836	-0.169815663527572	-0.512974810471305	-0.935841627536882	-1.79588001734408	-5	-2.06499684854635
Healthy	-1.13667713987954	-1.37345434097287	-1.5665502062384	-0.942219823205418	-5	-5	-0.48933436918939	-2.30803489723264	-1.72399801003795	-2.53910215724345
Healthy	0.267650362255029	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.03245202378114	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.394280030541359	0.632252751052742	0.706003894962405	-5	-1.67162039656126	-0.548167528631428	-5	-2.56383735295924	-5	-5
Healthy	-2.54821356447571	-5	-2.31605286924849	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.80271944187438	-5	-2.20760831050175	-5	-5	-2.64781748188864	-5	-5	-5	-5
Healthy	-5	-1.49580108146055	-5	-3.05060999335509	-5	-5	-5	-5	-1.2938798902973	-5
Healthy	-0.493373219853761	-0.329772706915703	-0.352245495377201	-5	-5	-0.924380054071224	-0.347347604599653	-2.23210238398191	-1.91721462968355	-1.54424179689586
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.923796618911232	-5	0.0131575568362409	-5	-5	0.563546343323254	-2.24488773360493	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.736032715906017	-5	-5	-5	-5	-5	-5	-0.925000813935801	-2.1331221856625	-5
Healthy	-1.0040140020862	-1.70974273060548	-0.671865138456668	-1.4007721372262	-0.446056321937564	-1.12848544129162	-5	-2.3429441471429	-5	-5
Healthy	-0.576246380387172	-1.21795758337945	-1.05804158346919	-5	-0.727694155597914	-1.32275815405335	-5	-5	-5	-5
Healthy	-1.5598783968122	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.45954538632859	-2.18309616062434	-1.8843894883257	-5	-5	-5	-1.30697693207631	-5	-5	-5
Healthy	-2.32148162095989	-5	-5	-5	-5	-5	-1.42458120878564	-5	-5	-5
Healthy	-0.0604807473813815	-0.268991756262707	-0.720264632589498	0.0482358727352099	-0.996065793826291	-0.072316606025994	-5	-2.65169513695184	-5	-5
Healthy	-0.878702847175054	-0.582229468883075	-0.816388550781567	-5	0.14985007514329	-1.59023589573365	-5	-5	-5	-5
Healthy	-0.765381494139366	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.83594470810655	-5	-5	-5	-2.17522353752445	-5	-5	-5
Healthy	-1.65659140619614	-2.04866248120408	-5	-5	-1.31300643373532	-5	-5	-5	-5	-5
Healthy	-0.462483127960428	-1.01547268665621	-0.573423680664829	-5	-0.168130225719498	-0.957267020378279	-1.63732907027433	-5	-5	-3.27572413039921
Healthy	-0.544789572224195	-1.40351286626346	-0.748288795015543	-5	-1.15701652987778	-1.48095996135166	-1.35497093527886	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.538122365885619	-1.14218522202899	-5	-5	-0.828536834916156	-1.22358941119266	-5	-5	-5	-5
Healthy	-0.330441395356629	0.4003600908073	-0.161213855053405	-5	-0.281780735877004	-0.524982924482201	-5	-0.154939186822508	-5	-5
Healthy	-0.626352527790782	-5	-0.992679047077255	-5	-5	-5	-5	-0.571849001255554	-5	-5
Healthy	-1.68803433963163	-0.315846111576454	-2.3045183235098	-1.2677671197795	-5	-5	-5	-5	-2.06048074738138	-5
Healthy	-1.27662643298102	-1.61996975203217	-1.71264622728525	-5	-0.681352430996345	-5	-5	-5	-5	-5
Healthy	-1.51470456127391	-5	-5	-5	-5	-5	-5	-1.47508485246013	-5	-5
Healthy	-0.0474593948765069	0.0596959199779737	-1.28550259135019	-5	-0.659536054814365	-0.150126258275824	-0.31467932814654	-5	-5	-5
Healthy	-0.987162775294828	-0.330655221326843	-5	-0.840342588752296	-5	-1.1439360466669	-1.21975471613465	-5	-5	-5
Healthy	0.136346342110325	0.298348652804057	-0.881041222233566	-0.85229276621959	-0.284439528396823	-0.203751856998499	-1.0963132682635	-2.02456819149074	-5	-0.822867682958225
Healthy	-0.838781780308984	-0.650023500575527	-0.777595708917544	-5	-1.95821268102825	-0.368049173740783	-1.95506845385084	-0.600741738833079	-5	-5
Healthy	-0.264784470474047	-0.460133852843586	-1.1087971727397	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0604258400558986	-0.35357666724516	-0.103622614494682	-0.688161406823812	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.769653277582523	-5	-1.40197592766581	-5	-5	-0.985479461242076	-3.53760200210104	-5	-5
Healthy	-0.298138555219794	-1.14898639317633	-1.67243673981272	-0.196734125280246	-5	-5	-5	-5	-5	-5
Healthy	-1.76447155309245	-5	-5	-5	-5	-5	-5	-1.47082639673828	-5	-5
Healthy	-0.648977147415876	-1.10896458468469	-1.42701229180179	-1.44249279809434	-5	-1.02040610415107	-1.86582289242323	-2.95078197732982	-2.04431224968649	-1.39126008093121
Healthy	-0.985899678480379	-5	-5	-0.473673648233511	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.851243148678208	-5	-1.89688074645429	-5	-5	-1.45817123321869	-0.998179782961672	-5	-5	-5
Healthy	-2.1518108830086	-0.156910556500589	-0.493819795195838	-0.501427569779285	-5	-5	-0.124817151174534	-2.23582386760967	-2.12090412049993	-5
Healthy	-0.786508806169666	-1.69464863055338	-1.01881586260165	-1.58670023591875	-1.93516778026143	-1.2537551282798	-1.83923143813887	-5	-5	-5
Healthy	-1.44964932769838	-5	-2.82973828460504	-5	-5	-5	-0.888871963654876	-5	-5	-5
Healthy	-1.38341946991411	-5	-5	-5	-5	-0.671742750268764	-1.47005659834133	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-1.58636500280144	-1.40318306408441
Healthy	0.0107450499717584	0.0289370770706781	-0.228023224824611	-0.781911097139155	-0.654371453543694	-0.481907398483468	-1.99697052944638	-1.88372441241946	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.29006133635449	0.0514342399194071	-0.270705589508804	-5	-0.555642874343972	-0.54924297186293	0.0160174061920499	-5	-5	-5
Healthy	-5	-5	-1.40516564441668	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0786465245667594	-0.464376801850688	-2.07883394936226	-5	-5	-1.28433085759901	-5	-5	-5	-5
Healthy	-0.778142564580863	-5	-5	-5	-5	-5	-5	-0.851335660017764	-2.01727661233145	-5
Healthy	0.234985239229597	-0.727439036138443	0.0679927990704314	-5	-0.893775095103201	-0.533132379645891	-5	-5	-5	-5
Healthy	-0.390117579391795	-1.56591036158211	-0.341416284592937	-0.727253588798811	-0.362630368515236	-0.75475885109554	-1.27794222866854	-2.34775365899668	-5	-5
D003922	-0.544028959605691	-1.60959484351992	0.257613785776997	-0.536256278752941	-1.87419354186047	-0.675408914239073	-1.43427021216887	-5	-2.65757731917779	-2.4294570601181
Healthy	-1.20335629621488	-5	-5	-5	-5	-1.53610701101409	0.463945220576396	-5	-5	-5
Healthy	-5	-5	-1.82944494147879	-5	-5	-5	-1.52505566453461	-5	-5	-5
Healthy	0.161814048118241	-0.318695432630168	-0.264904343088018	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.71715139716536	-5	-1.44502654166676	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.782226622598505	-5	-1.44502654166676	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.19375217280421	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.129315240336167	-0.972242795309447	-0.496413578676726	-0.809192239868098	-0.592167376736368	-1.07925073872429	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	0.270492503638618	-5	-5	-0.980426797904361
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.696005229933957	-1.52929557027721	-5	-5	-0.406060766886114	-5	-5	-2.25103713874384	-5	-5
Healthy	0.386397291286595	0.0747689142378345	-0.949891037082132	-2.18708664335714	-5	-0.698926577059156	-5	-5	-5	-5
Healthy	-0.670215800935768	-5	-0.958488887040676	-5	-5	-5	-5	-0.574058411981105	-5	-5
Healthy	0.958101153783792	0.288660514717409	0.685127023320475	-5	-1.14703230897118	-0.363562256020604	-5	-1.42262310808299	-5	-0.544028959605691
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.999696100215188	-0.908544086944908	-1.80994858224079	-1.71896663275227	-5	-5	0.19258696548726	-5	-5	-5
Healthy	-5	-0.0466076090456549	-5	-1.22782503917539	-5	-5	-1.11947222180119	-2.53461714855158	-5	-5
Healthy	-2.17134010346468	-5	-1.77989191195994	-5	-1.30076949711659	-5	0.354411954869487	-5	-5	-5
Healthy	-0.592201339159213	-0.530958943654842	-5	-0.252285301610608	-5	-1.2963647624161	0.214332456621082	-5	-5	-5
Healthy	-0.970048357963159	-5	-5	-5	-5	-2.05256627811295	-1.7602001815529	-5	-5	-5
Healthy	-3.11918640771921	-5	-1.1721785723172	-5	-5	-5	-5	-5	-2.66154350639539	-1.40904676481201
D003922	0.344207511849269	-0.0268675262708137	-0.553960164193878	-2.02502800570193	-0.139703927334446	-0.624555874494883	-0.110199845467661	-2.61798295742513	-2.37571790416433	-1.58888558144909
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.499790978284892	-0.847192036580936	-0.816473926978278	-5	-5	-0.887193982733115	-0.81864240797155	-5	-5	-5
Healthy	-2.07572071393812	-0.254214983751779	-0.787333071206577	-1.08804381092731	-5	-5	-2.9100948885606	-2.23210238398191	-1.59499533494963	-5
Healthy	-1.50905879464321	-5	-1.68172791978837	-5	-5	-5	-0.874876727448002	-5	-5	-5
Healthy	-0.560904258698251	-0.593493883214198	-0.794119270112463	-1.09146136782804	-0.846673038509093	-1.89414932561486	-1.19436323369406	-5	-5	-5
Healthy	-5	-5	-1.70180213289018	-5	-5	-5	-5	-1.63301702402215	-5	-5
Healthy	-5	-5	-5	-3.48148606012211	-5	-5	-5	-5	-5	-0.766902312135297
Healthy	-0.671090595128811	-1.0772226580712	-0.976253836847524	-0.649345021321921	-0.514122482640886	-0.899009476930035	-1.33105526554227	-5	-5	-5
Healthy	-0.378076294704194	-0.823358982707333	-5	-1.34093992775906	-5	-0.600482029565126	-0.0613802184973189	-5	-5	-5
Healthy	-0.117725979333638	-0.305666868671021	-0.106970999723521	-0.586867949565128	-5	-5	-5	-5	-5	-5
Healthy	-1.03677901347701	-0.52360317327467	-1.12569216687196	-5	-0.610603534781525	-1.03263926003405	-5	-5	-5	-5
Healthy	0.0981174089293116	-1.18815699382352	-0.288142176490635	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.505873246263749	-1.23477863369502	-0.730767336193169	-1.69250396208679	-0.941460102060219	-0.598978770791334	-0.691734466790067	-5	-5	-5
Healthy	-0.605740992523893	-0.90622821850127	-1.04599883231843	-1.73565449294991	-0.43272654468295	-1.14514763758217	-1.10419084983087	-5	-5	-5
Healthy	-0.596416249633312	-0.594465822035162	-0.611099891645763	-5	-5	-1.41884710803371	-5	-5	-5	-5
Healthy	-1.46155194828978	-5	-2.45717457304082	-5	-0.99516293906169	-2.22548303427145	-5	-5	-5	-5
Healthy	0.543380073604034	-0.233193194510507	-0.015742798294584	-5	-5	-0.0301137014608472	-5	-2.34872198600186	-5	-5
Healthy	-0.421739100346683	-0.00511999344165261	-1.18701983396052	-5	-0.484073196775798	-0.778820579401502	-1.94309514866353	-5	-5	-5
Healthy	-5	-5	-1.65580428412856	-5	-5	-5	-5	-1.4672456210075	-5	-5
Healthy	-0.664782883542566	-5	-1.03711001260821	-5	-5	-5	-5	-0.554022370665645	-5	-5
Healthy	-0.70730099695607	-5	-5	-5	-0.628950618737731	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.81276138016852	-1.59363016453073	-5	-5
Healthy	-0.602929450040591	-0.540607512240769	-0.689200516165607	-1.217240807376	-0.386401281993495	-0.979680159642691	-2.06098022355133	-1.73025362686923	-1.92445303860747	-1.78120200188826
Healthy	-0.414257352609543	-0.543087646254203	-0.892823960933961	-1.46762786643212	-5	-5	-5	-1.25095973129654	-5	-5
Healthy	-1.60101893334187	-1.25274360255786	-5	-5	-5	-2.92081875395237	-5	-5	-5	-5
Healthy	-1.43937612545007	-5	-5	-5	-0.995334766752123	-5	-1.38426031138084	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.937230050184872	-5	-1.35723879673468	-5	-5	-5	-1.03630659476198	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
