g	Blautia_A	Anaerostipes	Dorea	Intestinibacter	Eubacterium_G	Coprococcus_A	Haemophilus_D	Longicatena	Eggerthella	Rothia
Healthy	-1.36987735714069	-5	-1.24435378054332	-5	-5	-5	-5	-5	-5	-5
Healthy	0.138681553510374	-0.718784767388684	-0.150304249077787	-1.29903682184045	-0.562233587305268	-0.437826136635352	-0.186065582200831	-5	-5	-1.60467360693065
Healthy	-1.10067205012235	-1.31229272037518	-1.34008379993015	-1.1041356487527	-0.917322319351888	-1.42829116819131	-1.3585258894959	-2.89279003035213	-5	-5
Healthy	-0.970819211092453	-1.06414020196212	-0.780729914114604	-5	-5	-5	-1.43062609038495	-5	-5	-5
Healthy	-5	-3.74472749489669	-5	-5	-5	-5	-5	0.800532188907357	-2.03621217265444	-5
Healthy	-0.492184592407983	-0.596536298654682	-0.526702847151113	-0.908931268499988	-0.425320669612414	-1.51970553999699	-1.20314825095011	-5	-5	-5
Healthy	-0.825010349592666	-1.13318119707395	-1.23619777592541	-5	-5	-1.63004239265395	-3.4089353929735	-5	-5	-5
Healthy	-0.92107216631928	-5	-0.226528057128795	-1.67060212063896	-5	-0.914673737576011	-5	-0.883757642036665	-5	-5
Healthy	-0.607197562916336	-2.03763066432998	-5	-5	-0.696631123443962	-1.69831905070642	-5	-2.03574036980315	-2.70553377383841	-5
Healthy	0.321861371352994	-0.73743026678245	-0.227436270896938	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.67264106561367	-5	-5	-1.5055671012736
Healthy	-5	-5	-5	-5	-5	-5	-5	-0.898631036750749	-5	-5
Healthy	-0.765305592857782	-1.995248844409	-2.31515463835559	-5	-2.45967052520913	-1.66374044798581	-5	-5	-5	-5
Healthy	0.283068185294982	0.0483407930878249	-1.12633070729321	-5	-5	-5	-0.6122721251321	-5	-5	-5
Healthy	-0.509353379002445	-5	-0.639274084358045	-5	-5	-0.784917884986825	-1.63339028960757	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.698123954726845	-5	-0.554333536747527	-1.45979570015794	-5	-1.15279763601908	-2.07675598136972	-3.30980391997149	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.367390883139056	-0.483795265238483	-0.369795940918506	-1.22242819530859	-0.678008252452735	-0.391089048347766	-0.485438966365969	-5	-5	-5
Healthy	-1.17037464664195	-2.37161106994969	-2.26360349772336	-5	-5	-5	-1.24626377782499	-5	-5	-5
Healthy	-1.43723145698348	-0.251091332167266	-1.41566877563247	-5	-0.527638543417522	-1.006607862551	-5	-5	-5	-5
Healthy	-0.181173901297716	-5	0.242046726730595	-0.123026267379584	-5	0.366051079337675	-5	0.445041902825211	-5	-5
Healthy	-2.50307035192678	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.533473427278821	-0.959397659885927	-0.577787828965776	-2.36151074304536	-0.408178820953259	-0.755524955310988	-2.00305075150462	-2.52870828894106	-5	-5
Healthy	-0.863342838126121	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.52636707312616	-5	-1.33799812061008	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.69968718206563	-1.07396640332116	-5	-5	-0.24581226060034	-5	-5	-5	-5	-5
Healthy	-0.527433687526033	-1.02576472255697	-0.625471605618757	-5	-1.36916548217195	-1.23867367757854	-5	-5	-5	-5
D003922	-0.368049173740783	-0.866812501358833	-0.156293930670649	0.263834828202347	-1.12378215940836	-0.129748300048659	-0.296734422319888	-2.45469288353418	-5	-1.50058787432772
Healthy	-0.547477575910521	-5	-1.24131515011756	-5	-5	-1.01511279893567	-5	-5	-5	-5
Healthy	-1.21289390696343	-5	-1.95389521275396	-5	-5	-5	-5	-5	-5	-5
D003922	-0.537976555364366	-0.182322270452797	-0.813523969445941	-5	-2.2572748686953	-0.420045005177228	-5	-1.76522970483908	-5	-5
Healthy	-0.617946917884685	-1.47314401287413	-0.79279664069197	-5	-0.978727986048962	-1.12130589960389	-5	-5	-5	-5
Healthy	-0.333416505822675	-1.15304467498018	-1.79914950190892	-5	-5	-1.87224748416703	-5	-5	-5	-5
Healthy	0.0995839670315029	-0.380322435332364	-0.375047895336878	-0.84545430757909	-2.81247927916354	-0.975350168820555	-5	-2.4907974776689	-1.66675430103804	-3.79588001734407
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.03815194098168	-1.29920977862565	-0.863089272518624	-1.3013775702979	-5	-1.19064232978889	-0.718080757563747	-5	-5	-5
Healthy	-1.48043449911949	-5	-5	-5	-1.02168250325325	-2.03574036980315	-5	-5	-5	-5
Healthy	-1.27229611631465	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.806430199677383	-0.240800690703183	-0.402282880563617	-0.607426143591859	0.0869254689054417	-0.861855255820513	0.763430988686967	-5	-5	-5
Healthy	0.310718795868462	-0.500409132512568	-1.77365791283637	-2.24872089601666	-0.364385582376128	-5	-5	-1.98380264648756	-2.22329881601159	-2.85698519974591
Healthy	-2.03905380426617	-5	-5	-5	-5	-5	-2.39577394691553	-5	-2.24184537803261	-1.95624487303132
Healthy	-1.43711261870612	-5	-5	-5	-2.1001794975729	-5	-5	-5	-5	-5
Healthy	-0.165140772266965	-1.33310778893346	-0.18580569520402	-0.794065206315318	-0.263221168171643	-0.328059255718302	-5	-5	-5	-5
Healthy	-0.541679490681922	-0.231295316968284	-5	-5	-0.636162471163859	-1.39254497678533	-5	-5	-5	-5
Healthy	-1.65797231191253	-5	-1.50045037409485	-5	-2.08671609823958	-1.59125139381576	-2.18111458540599	-3.34678748622466	-5	-5
Healthy	-1.2954205503037	-5	-0.428628954746679	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.29056042586759	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.21638223480925	-5	-1.25633347855379	-5	-0.56115715064085	-2.13489602535887	-5	-5	-5	-5
Healthy	-2.75202673363819	-0.494551546812769	-2.07468790850035	-5	-5	-5	-1.54668165995296	-2.59006687666871	-3.10237290870956	-5
Healthy	0.174850300857144	-0.412165609645333	-0.0451017186909649	-1.12778543660241	-0.154325351693394	-0.228111336373814	-1.59380057633669	-2.22475374025976	-3.16115090926274	-5
Healthy	-0.771830710460149	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.60900712788907	-0.530531452149246	-1.10391491457671	-0.922268820347608	0.0397233694981212	-5	-5	-1.93967997131171	-1.99182581599357	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.540848853998524	0.40836887735173	0.21919406196969	-0.188780349464923	-5	-5	-0.187414158045324	-5	-5	-5
Healthy	-1.67345933148344	-5	-1.65876337676131	-5	-1.6836102489268	-5	-0.686976889676762	-5	-5	-5
Healthy	0.144894751162833	-0.378086666782623	0.0122085186109141	-0.609117858868014	-0.963930299302298	-1.15082636690117	-1.18648572845812	-5	-2.01818139282934	-1.43509732747079
Healthy	-1.11064226311107	-5	-0.0744507102687017	-5	-5	-5	0.31624300517489	-5	-5	-5
Healthy	-0.943133246341687	-5	-0.176304115505904	-5	-1.20957408260889	-5	-1.10540705207704	-5	-5	-5
Healthy	-0.902152922576663	-1.85108900689064	-0.650528200785614	-5	-0.256921608217861	-0.531313048229095	-0.594534110015475	-5	-5	-5
Healthy	-0.813806750079648	-0.827046972453645	-1.40971559628184	-5	-0.135216087361031	-2.70774392864352	0.333479517901699	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.307267615667488	-0.64115180990392	-0.77098405723659	-5	-0.238763976878568	-5	-5	-5	-5	-5
Healthy	-0.354204515713258	-5	-5	-2.23136189875239	-1.24910607961787	-5	-0.976130498611668	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.308043724445963	-5	-0.187929323522354	-5	-0.768326563293854	-1.13012318673323	-5	-5	-5	-5
Healthy	-1.17392519729917	-0.488878993449626	-2.63638802010786	-1.28149831113273	-5	-1.24795155218056	-5	-2.38090666937326	-5	-5
Healthy	-5	-5	-1.29782804914229	-5	-5	-5	-5	-5	-5	-5
Healthy	0.181417656267797	-0.86518562967954	-0.163840516900954	-0.928670413139657	-1.65091683122041	-0.757582815582281	-5	-1.97881070093006	-5	-5
Healthy	-1.19565608152013	-1.66776358450856	-1.64550739941056	-5	-1.12499664639996	-5	-1.30059591818466	-5	-5	-5
Healthy	0.629742838112043	-0.642789580993878	0.0310244994442138	-5	-0.495189446849308	-0.386179312189577	-2.46218090492673	-1.5655907924125	-2.93554201077308	-1.53106219433454
Healthy	-0.860120913598763	-1.05690137699451	-1.17134010346468	-5	-0.0676835433527611	-5	-5	-5	-5	-5
Healthy	-2.36251027048749	-1.8847224086041	-5	-5	-1.28116628169614	-5	0.312657523878523	-5	-5	-5
Healthy	-0.782279232469181	-1.28266241727614	-0.729927037030205	-2.18309616062434	-0.361271198371941	-0.63546776507204	-5	-5	-5	-5
Healthy	-1.68131073005225	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.310087633508869	-0.804100347590766	-0.0444132601490738	-1.49661793652627	-0.156300154839331	-0.77142000579508	-2.06198090252379	-1.31524437789138	-1.74472749489669	-3.56863623584101
Healthy	-5	-5	-5	-5	-1.23507701535011	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.08196966321512	-5	-5	-5	-1.9303319030884	-5	-5	-5	-5	-5
Healthy	-0.961976259954842	-5	-1.40263394973397	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.215646644627623	-5	-1.06676587128519	-5	-0.325653339162146	-5	-5	-5	-5	-5
Healthy	-0.867452157534419	-5	-0.685584986586333	-5	-0.237906890632468	-0.816701678924188	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.558556246744945	-0.139919651400261	-1.32084475871665	-0.565191661346907	-5	-1.12517042212028	-0.900457471304667	-5	-5	-5
Healthy	0.2355991402553	-0.394932102431436	0.191816964341206	-5	-0.107910965223185	-0.538816728735412	-0.73969005420508	-2.18641901143181	-2.69250396208679	-5
Healthy	-0.265792430268543	-0.591929714112814	-0.306492891365483	-5	-1.26800855098107	-0.844360366240224	-2.0423927129399	-5	-5	-5
Healthy	-1.65836766422195	-5	-2.02227639471115	-5	-5	-5	-0.884056823060945	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-0.350343921143827	-5	-5
Healthy	-0.348896514384332	-1.05344948943014	-0.819214865026561	-0.912396026312192	-0.661145253747677	-0.673951032053259	-5	-2.9100948885606	-1.96940027803405	-5
Healthy	-1.11221396516163	-5	-1.04010041213406	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.467474927887789	-1.65345144145153	-0.742081549685942	-1.40638169187046	-0.752714297136621	-1.07696333132921	-5	-2.73992861201493	-5	-5
Healthy	0.202332989503207	-0.322612074508779	-0.413671548960272	-5	-5	-0.559389991727655	-5	0.0257031039591568	-5	-5
Healthy	-5	-5	-0.860719267281476	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.24595761321456	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.520755899055176	-1.15958022226351	-2.08092190762393	-1.48771593671815	-5	-1.26768667252876	-2.33441900898205	-2.03810452633215	-2.66154350639539	-2.1511952989482
Healthy	-0.482381893260517	-0.533577277566208	-1.16033344311757	-5	-0.443987125440114	-5	-5	-5	-5	-5
Healthy	-0.96018944585165	-5	-1.4502612687351	-5	-5	-2.56066730616974	-5	-5	-5	-5
Healthy	-1.74088415581493	-5	-1.78994915012486	-5	-5	-5	-5	-5	-5	-5
Healthy	0.0803955713338037	-0.247053146591605	-0.751095349438321	-5	0.0775859063672431	-5	-5	-2.28735029837279	-5	-5
Healthy	-0.323068736326531	-0.575445023393287	-1.23284413391782	-5	-5	-1.17894524495311	-5	-5	-5	-5
Healthy	-0.934233612377251	-0.822463500070138	-0.792634962530928	-0.990081915334099	-0.624446116401067	-0.847650491687273	0.324401818418918	-5	-5	-2.41907502432438
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.163777189281322	0.292772043374058	0.18431374267384	-5	-5	-5	-5	-1.51927462101151	-5	-5
Healthy	-1.15205736115478	-5	-1.63059858630338	-5	-5	-5	-5	-2.0268721464003	-5	-5
Healthy	-0.0806133019414822	-0.549812498104163	-0.241330290506339	-1.43074316667139	-0.236564518665717	-0.293273685438962	-1.84345084866822	-2.7619538968712	-5	-2.8153085691824
Healthy	-5	-5	-1.60327772149623	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.171939766336454	-0.37739228464022	-0.415318314759395	-0.793255055946253	0.277012939376528	-5	0.13653983769206	-5	-5	-5
Healthy	-0.473182744786862	-5	-0.662760437456283	-5	0.203337548186028	-5	-5	-5	-5	-5
Healthy	-0.551309135689573	-1.14068153490288	-0.413255207753109	-3.11350927482752	-0.698991719603	-0.876703827354686	-2.79317412396815	-2.2518119729938	-5	-5
Healthy	-0.871374595124049	-5	-5	-5	-5	-5	-5	-0.847222585202755	-2.01055018233331	-5
Healthy	-5	-5	-5	-5	-5	-5	1.20624309899151	-5	-5	-0.597721418104439
Healthy	-1.17411970106382	-5	-2.21968268785985	-5	-1.7867479478036	-1.64608376907964	-5	-5	-5	-5
Healthy	-0.598496068078364	-3.08618614761628	-1.69229007659519	-2.38195190328791	-2.67366413907125	-0.88951130016333	-1.02521206778644	-1.86550414416533	-5	-2.20971483596676
Healthy	-0.509297252288283	-0.357416782226441	-0.629653480488772	0.323388247170212	-5	-0.525638023967369	-0.44920926344804	-0.950161999377416	-5	-5
Healthy	-1.00296328911747	-0.897600600135017	-0.558320571496191	-5	-0.339865282198408	-0.626793659857052	-1.74957999769111	-1.72584215073632	-5	-5
Healthy	-0.713925446124426	-1.21573941743392	-0.686153862398971	-1.01336260438985	-0.127738809715406	-5	-0.763160550526086	-0.601747411816118	-5	-5
Healthy	-0.982173961969575	-2.24336389175415	-5	-5	-5	-2.05998184499234	-5	-5	-5	-5
Healthy	-2.41680122603138	-5	-1.86742015234026	-5	-1.95585237912128	-5	-1.86423148543218	-5	-5	-5
Healthy	-0.0112538107123304	0.286216126576821	-0.0507124794254921	-5	-0.119643800580764	-1.07422394616325	-1.41217682868104	-1.64569943765464	-1.09897782675192	-5
Healthy	-0.559232558795494	-1.93144310492764	-0.452360648260468	-5	-5	-1.08777794346758	-5	-5	-5	-5
Healthy	-2.07007043991541	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.952647239246066	-5	-1.1516261161554	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.26937920211272	-1.76853040956932	-1.44794046581212	-5	0.24447257119705	-5	-1.08788427092115	-2.69680394257951	-5	-5
Healthy	-0.817414174542707	-0.550382772193039	-0.694691632135856	-1.48082853617834	-5	-1.45333397492982	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.468840534595468	-0.56747965864107	-1.29825936756279	-5	-0.34733794126357	-5	-0.259069151352534	-5	-5	-5
Healthy	-0.905493933545545	-0.87543057067916	-5	-0.811971958664919	-5	-0.985899678480379	-0.117811415994681	-5	-5	-5
Healthy	-1.65915945018767	-5	-1.61439372640169	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.333173255998791	-5	-0.326647274837463	-5	-5	-0.79171992145469	-5	0.379029802853719	-5	-5
Healthy	-5	-5	-1.76980662113095	-5	-5	-2.24108810760203	-5	-5	-5	-5
Healthy	-1.69122222633528	-1.3046934775682	-1.45642857603763	-0.820362047842187	-1.7708302974609	-5	-0.22565094526615	-5	-5	-5
Healthy	-0.71460023569757	-5	-1.07032568205141	-5	-5	-5	-5	-0.436008977413847	-5	-5
Healthy	-1.39104630072414	-5	-1.31984585826563	-5	-2.09312646527793	-5	-0.676417920151005	-5	-5	-5
Healthy	-0.275568467824682	-0.529280878560835	-0.359846643851499	-5	-5	-1.4087127349415	-5	-5	-5	-5
Healthy	-0.577196840352615	-0.979845968361667	-1.14014147951901	-5	-1.02946717023168	-1.70027484602436	-5	-3.31875876262441	-5	-5
Healthy	-1.59550838224131	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.853934010822604	-1.75895184932836	-0.681352430996345	-1.50976051475371	-5	-1.94615357314775	-2.44733178388781	-3.431798275933	-5	-5
Healthy	-0.253420285866617	0.443979178125816	-0.168751089988074	-5	-5	-5	-5	-0.443154970140419	-0.942447998945467	-5
Healthy	-2.1765257708297	-0.171365878382751	-0.678360150958314	-0.881669125942697	-5	-5	-1.30268345826762	-1.78067749158066	-1.58502665202918	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.617832465687742	-0.670114194945575	0.0130522105002362	-5	-0.51605628570958	-0.391580948682715	-2.64206515299955	-1.73376830331011	-2.73518217699046	-1.47651366765677
Healthy	0.175108642751449	-0.517340759316665	-0.0500735563320878	-0.438481226139188	-0.0129865608204	-0.302265146738479	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.543649152258182	-1.4182778400509	-0.791343699492752	-2.08249449044745	-1.00899555966924	-1.86934465097797	-0.294042257752404	-5	-5	-5
Healthy	-0.422830018985877	-0.712870379280889	0.184580714191062	-5	-0.747681067058347	-0.471443219398817	-0.900388409607471	-0.849489167092032	-5	-1.09119340059433
Healthy	-0.0102254728378242	-0.811746672973496	-0.382077500574724	-0.537332523631428	-5	-0.578840465225919	-0.297845293657048	-2.09799710864927	-2.11238269966426	-5
Healthy	-0.334766208115313	-0.394457934711784	-0.412693217869176	-1.32901239698997	-0.42021640338319	-1.27917941822966	-1.42446578168014	-1.44757515429591	-5	-1.77108659400531
Healthy	-1.15329185454399	-0.153421680153967	-0.182150481974527	-0.509086841689101	-5	-0.672334612949958	-1.27769521312567	-1.55424016351137	-2.92811799269387	-5
Healthy	-1.88873748634093	-5	-1.95350483566529	-5	-1.75006824336581	-5	-5	-5	-5	-5
Healthy	-0.454087026281703	0.0119255149265493	-2.14026143380285	-0.303145812455548	-5	-1.06717123309915	0.118337488299989	-5	-5	-5
Healthy	-0.192586753812181	-0.0704993324292824	-0.388946169898087	-0.558556246744945	-0.411056357259985	-0.864835533343045	-0.557645677060601	-5	-5	-5
Healthy	0.14026914680436	-0.5371230448075	-2.24641694110709	-1.92226882034761	-5	-0.720995038155098	-5	-5	-5	-5
Healthy	-1.82159865846624	-1.69897000433602	-5	-5	-1.11554450392951	-5	0.351454223259687	-5	-5	-5
Healthy	-2.25336580106242	-1.11446916681191	-1.0876185010812	-1.58956021378965	-5	-5	-0.699426253114566	-2.32057210338788	-1.88372441241946	-2.14266750356873
Healthy	-0.760450279159527	-2.03526907894637	-0.847772828161858	-1.95546023960759	-0.440967628907524	-1.19017103893211	-1.37944755527056	-3.55284196865778	-5	-2.61978875828839
Healthy	-5	-5	-5	-5	-5	-5	-0.260048110424678	-5	-5	-1.29662263148765
Healthy	-1.29713882942707	-0.435404943375162	-5	-0.42697746605446	-5	-5	0.160960472815158	-5	-5	-5
Healthy	-0.531475442700297	-1.55972078676441	-0.438409713792262	-5	0.030668523656477	-5	-5	-5	-5	-5
Healthy	0.333342466895051	0.466335172186948	-0.786641646375609	-1.32541439769709	-0.200328685502324	-0.239268493321014	-5	-2.82102305270683	-5	-2.60380065290426
Healthy	-0.634137784597445	-0.528590927912945	-0.439722648145958	-5	-0.915245036820645	-0.915316502096749	-2.31425826139774	-5	-5	-5
Healthy	-0.701692862671492	-1.11560117444331	-1.06529959828457	-2.55284196865778	-0.914210109672014	-0.908227558580317	-1.90552887135835	-5	-5	-5
Healthy	-0.352587686654944	-2.28149831113273	-0.418073086107135	-2.42712839779952	-1.19192413190869	-0.689604105989774	-2.14086170270547	-1.76472412331295	-5	-5
Healthy	-0.913106528690544	-1.34775365899668	-0.679812156596737	-1.99653946789049	-5	-0.815450518679302	-0.190554765664231	-5	-5	-2.37468754903833
Healthy	0.100677200390068	-0.598341027504848	-0.30858252401874	-5	0.0845083582601755	-0.225957732957863	-5	-2.58670023591875	-5	-5
Healthy	-5	-5	-5	-0.178565084045782	-5	-5	-5	0.541144732172563	-1.32020882901965	-1.77159964129699
Healthy	-1.74714696902011	-1.85201467931619	-1.48452355861762	-2.47755576649368	-1.44261311794049	-2.33254704711005	-1.95663772197887	-5	-5	-2.74232142513082
Healthy	-1.72955409198204	-5	-1.66254073870934	-2.4145392704915	-1.77185639240226	-1.96058588082386	-1.18488734181019	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.657182685364267	-0.0614552585807718	-0.301473202109255	-5	-1.16564288728159	-5	-5	-0.849950054837615	-5	-5
Healthy	-0.0105234847226585	-1.00130484168834	-0.583892287676438	-1.4467239538629	-0.911828460135648	-0.237764207229299	-1.04561274985548	-1.60101893334187	-2.30627305107635	-1.67943831980476
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.00321487945842462	-0.19769844182564	-3.31875876262441	-0.547845414285337	-1.50403960511829	-5	-0.850411432212255	-1.12349349573412	-1.70027484602436	-3.46852108295774
Healthy	-0.380176499542722	-5	-1.25313237214957	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.139326667869294	-1.30697693207631	-0.262219151563367	-1.01682492796219	-0.781753420331697	-0.863723464339708	-1.11475189221861	-2.36351210364663	-5	-3.76955107862173
Healthy	-1.37716452047848	-1.25414480482627	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.1922620779859	-5	-1.32477174640694	-5	-1.55144826079842	-5	-0.61984304849184	-5	-5	-5
Healthy	-1.80994858224079	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.185545963633683	-0.814968079567232	-0.364315237452777	-0.506514065824044	-0.300639306414071	-0.656256704989906	-5	-2.72584215073632	-5	-5
Healthy	-1.5145625189237	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.812620306760783	-5	-1.2580609222708	-5	-0.767003889607846	-1.36542197714611	-5	-5	-5	-5
Healthy	-1.41532961553565	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.1518108830086	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0749045939993268	-0.472692395604977	-0.184209804817196	-5	0.155748876492563	-1.14819148577176	-5	-5	-5	-5
Healthy	-0.523777215949415	-0.567945131843726	-1.13377175262035	-0.371253562859079	-0.201618714457041	-5	-1.94423953531227	-1.47185492174689	-5	-5
Healthy	-0.563360368307339	-0.615288257061717	-0.686301470439688	-0.834666627403017	-5	-1.54683460747414	0.260047524995322	-5	-5	-5
Healthy	0.220074075694586	-0.0284875808924469	-0.357317892392487	-5	-0.0438171573362789	-0.179201057630617	-5	-5	-5	-5
Healthy	-0.79805693659835	-5	-1.04706233224902	-5	-5	-5	-5	-0.575919117282953	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.03294939170684	0.298693733125463	0.633775383195856	-5	-5	-5	-5	-5	-5	-0.293785915824348
Healthy	-2.2839966563652	-5	-2.00086945871263	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.38289476949762	-5	-1.78489141894691	-5	-5	-5	-5	-5	-5	-5
Healthy	0.262099714929538	-0.0618106243479548	-0.223872928829701	-1.04392766300482	-0.09792092331763	-0.391869932489698	-5	-5	-5	-5
Healthy	-0.676170599824331	-0.666593033126083	-0.663640345534769	-0.543709899117309	-0.652299284727653	-0.90752498707402	-5	-5	-5	-5
Healthy	-2.11294562194904	-5	-1.4907974776689	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.304404511241308	-2.08144546944973	-0.90018129038477	-5	-5	-0.729134911260221	-0.606459892652037	-2.0893755951108	-5	-5
Healthy	0.814612462935092	0.587714331629753	0.808782001912341	-5	-5	-0.16355561530413	-5	-5	-5	-5
Healthy	-0.380677055116824	-0.871730004830373	-0.632048032242022	-0.694756142493993	-5	-0.880645118703574	-0.393833685392379	-5	-5	-5
Healthy	-1.3631110930162	-0.851397345193906	-0.923032047802081	-1.27449673114068	-5	-0.856829006799822	-5	-2.68193666503724	-5	-5
Healthy	-5	-5	-1.11753238510463	-1.41691463365231	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.515644719423987	-0.893129455521346	-0.0994034933344006	-5	-0.610638970036269	-0.374564070532475	-5	-5	-5	-1.61493022366806
Healthy	-1.34891591075699	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.11560117444331	-5	-1.14605855411951	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.300066930521372	-1.37809703910877	-0.592473134197046	-5	-5	-5	-1.82827354634677	-1.10513034325475	-3.48148606012211	-5
Healthy	-0.129204118965246	-0.860971452514317	-0.0206929670536596	-0.378927628856374	-0.615736214277197	-0.257581260379471	-5	-2.29756946355447	-5	-5
Healthy	-0.0399337375316477	-0.545810886125231	-0.257007934247491	-0.388892999011758	0.340664180935344	-0.266481748565512	-1.174898588402	-5	-5	-5
Healthy	0.385947498550279	-0.314625552207653	-0.180416584936091	-1.17011755355651	-0.413660291245751	-0.631992194778825	-0.549473770870277	-2.51855737149769	-3.05551732784983	-1.83564714421556
Healthy	0.351138958581849	-0.0664570369404109	-0.0463852583093595	-5	-5	-0.231051271055011	-5	-5	-5	-5
Healthy	-0.444699945330358	-0.63320361671327	-0.540351233489477	-5	-0.363953643432432	-0.576164541488574	-5	-5	-2.84466396253494	-5
Healthy	-0.0291047896803874	-0.682229077049759	-0.804128010540672	-5	-0.741817839633902	-1.24154231138953	-5	-1.10330847343712	-2.26121944151563	-5
Healthy	-0.820247193102502	-2.26841123481326	-0.877554743718044	-0.180127178049454	-0.744221113332982	-0.893333238030084	-2.58670023591875	-5	-5	-5
Healthy	-0.282271262178657	-1.05344948943014	-0.769091480679235	-5	-0.765432102364314	-1.38362952770873	-1.40164729013072	-5	-5	-5
Healthy	-1.72676716595695	-5	-5	-5	-2.6903698325741	-5	-0.129087179809241	-5	-5	-5
Healthy	-0.729740524473376	0.104732868830169	0.0768369784229377	-0.826551485255685	0.558694173792382	-5	-5	-2.1249387366083	-1.30609725893394	-5
Healthy	-5	-5	-5	-5	-1.50696041168235	-5	-5	-5	-5	-5
Healthy	0.213326465927919	-0.480828536178341	0.230101346744353	-1.25235518067175	-5	-0.655823944803636	-0.618830748720854	-5	-5	-5
Healthy	-0.46063530425386	-0.59176003468815	-5	-1.26098175411652	-0.364566521659234	-5	-5	-5	-2.11690664142431	-5
Healthy	-5	-5	-5	-1.31984585826563	-5	-5	-5	-0.744269314718371	-5	-2.83863199776502
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.435904857337093	-0.549643101463505	-0.398548446952947	-5	-0.930220939118486	-5	-5	-5	-5	-5
Healthy	-0.0127628798536081	-0.305114135748058	-0.238455531751698	-5	0.173585402690868	-1.11019424813191	-5	-5	-5	-5
Healthy	-0.725726662241582	-0.552655882324046	-0.430356934640684	-1.6643415477107	-1.60397510339141	-0.897600600135017	-0.775700073920173	-5	-5	-5
Healthy	-0.536554968229572	-1.38827669199266	-0.54868955416217	-1.18362611124764	-5	-5	-5	-2.12205304837081	-2.47366072261016	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.693596419619958	-0.598220478646159	-0.494565109402964	-5	-0.878505813758335	-0.890455199121653	-2.11463877996849	-5	-5	-5
