s	Bifidobacterium_pseudocatenulatum	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Enterocloster_asparagiformis	Enterocloster_citroniae	Gordonibacter_pamelaeae	Schaedlerella_glycyrrhizinilyticum	Rothia_sp001808955	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Bacteroides_uniformis	Butyrivibrio_A_crossotus	Dialister_invisus	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Phascolarctobacterium_faecium	Mediterraneibacter_torques	Bifidobacterium_sp002742445	Flavonifractor_plautii	Desulfovibrio_sp900556755
Healthy	-5	-5	-5	-0.86953757071842	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.977530387232231	-5	0.0273618412498325	-5	-1.35812945452369	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.60932978737382	1.15512673606076	-5	-0.0951060142003249	-0.159135180935769	-5	-1.43497907165471	-5	-5	-5	-5
Healthy	0.00909804758752396	-3.58502665202918	-1.8784401558125	-2.91364016932525	-5	-1.71669877129645	-5	-5	-2.44249279809434	-5	0.641372961654908	-5	-5	-0.0570697408198074	0.4682911934838	-0.397798885896628	-5	-1.33648752958484	-5	-1.41680122603138	-0.805430160771357
Healthy	-5	-1.25531593672311	-1.14429916916456	-1.5499049241284	-3.67778070526608	-2.60906489289662	-5	-1.68718817378791	-2.60554831917378	-5	0.63208155101264	-5	-5	0.898494264178756	0.0331502246925732	-0.601417710665285	-5	-0.791316838962583	-5	-0.833954912148775	-0.817471224721036
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.395633526129987	-5	-5	0.2285953880769	-5	-1.17379557650075	0.632162600863815	-0.48268531433523	-5	-1.9888526392242	-5
Healthy	-5	-0.706195640080663	-1.40571797118819	-5	-1.21538270736712	-5	-5	-5	-5	-5	-5	-5	0.881263653804642	-5	-5	-5	-5	0.205334307942104	-5	-1.78807891569149	-5
Healthy	-5	-5	-5	-1.64820369310298	-5	-5	-5	-5	-5	-5	0.899387085687494	-5	-5	-0.100546122433715	-5	-5	-5	-0.495501952473373	-5	-5	-0.195649266973223
Healthy	-5	0.393441823676421	-0.429410364297198	-5	-5	-5	-5	-5	-5	-5	0.961329004380651	1.00143557374656	-5	-0.33745936986429	0.733318465322053	-5	-5	-0.668471481131309	-5	-5	-5
Healthy	-5	-1.74016730093652	-5	-0.931146506328502	-5	-5	-5	-5	-5	-5	0.201618312343594	-5	-5	-5	-5	-1.18795610206977	-5	-2.64206515299955	-5	-1.17940450345551	-5
Healthy	-0.617100848493163	-0.38797947720144	-1.26448094118483	-5	-5	-5	-1.92118081690115	-1.6940041172292	-2.16367588429325	-2.27654432796481	-1.70027484602436	-5	-0.672314190458976	-1.54607040794227	-5	0.456894154126501	-5	-1.92335955632966	-5	-5	-5
Healthy	-5	-5	-5	-0.944010416614309	-5	-5	-5	-5	-5	-5	0.885000854957135	-5	-5	-0.0793289312793843	-1.78595132058806	-1.74040612111405	-5	-0.921217039803037	-5	-1.4358075393738	-0.124568296682308
Healthy	-5	-0.882331059437557	-5	-5	-5	-5	-5	-5	-5	-5	0.96178451527107	-5	-0.142558943517697	-5	-5	-5	-5	0.67227800657549	-5	-5	-5
Healthy	-0.902951034988869	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.817050786120803	-5	-5	1.29492034445594	-5	-5	-5	-0.945770090136603	-5	-5	-5
Healthy	-1.13141433344123	-5	-5	-1.10902040301031	-1.38226596463598	-5	-1.60502328044544	-5	-5	-5	0.718700106978204	-5	-5	-0.810565836598972	-5	0.130539607461785	-5	-3.03151705144606	-1.22687207596667	-0.812451079138729	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.909403571539407	-5	-5	0.170261715394957	-1.72653572737865	-5	-5	-0.681644449774297	-5	-0.461577089074293	-5
Healthy	-5	-5	-5	-0.37984311605418	-5	-5	-5	-5	-5	-5	1.07111247748921	-5	-5	0.760006084988588	-5	-5	-5	-1.89346914617762	-5	-0.777725850203437	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.853871964321762	1.4492223754083	-5	-5	-5	-5	0.368130622375795	-1.02273378757271	-5	-5	-5
Healthy	-5	-0.717377887121937	-1.59928936322677	-0.893673088178034	-1.65541125742129	-1.62033196596635	-5	-5	-2.52287874528034	-1.73541827076192	0.482757851567997	-5	-5	-5	-5	0.0645777780793958	-5	-2.33629907461035	-5	-1.9359165640364	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.43417450696335	-5	0.800713642394728	-5	-5	-5	-5	-0.698167301815603	-5	-1.35822852934604	-5
Healthy	-5	-0.209384137907904	-1.42934032997847	-5	-5	-5	-5	-5	-5	-5	-0.157197367694399	1.41864610356676	-5	0.108778059887583	-0.115312232105268	-5	-5	-0.742441412555782	-5	-5	-5
Healthy	-5	-1.57154122648442	-5	-5	-5	-5	-5	-5	-5	-5	0.278158896244663	-5	-5	0.570560451403115	-5	-5	0.26884698265276	-0.707367407917573	-5	-1.73471037413917	-5
Healthy	-5	-0.259953275948506	-0.709876311725693	-5	-5	-5	-5	-5	-5	-5	0.937486798227743	-5	0.659962763065124	-5	-5	-5	-5	-0.838422388951129	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.51015759154375	-5	-5	-5	-5	-5	-5	-0.448769644657028	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.669329899905752	1.53296968982494	-5	-1.63978538670465	-1.37830453767072	-5	-5	-1.20190206793751	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.155852024959267	-0.910766268634602	-5	-5	0.551514649361419	-5	-5	-0.0893489193648426	-5	-0.731632674578516	-5
Healthy	-5	-1.74232142513082	-2.40560744962457	-0.669911054251519	-1.44538971477384	-1.32211941848841	-3.08618614761628	-5	-2.57839607313017	-2.67778070526608	0.578869473955874	-5	-5	-5	-5	-5	-5	-0.395514743994136	-5	-1.09925064193892	-1.19097927951633
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.91080163319485	-5	-5	-5	-1.65150042971616	-5	-1.09783387072895	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.46233224972322	-5	-5	-5	-5	-5	-5	0.385854626166732	-5	-5	-5
Healthy	-5	-0.933674074637962	-5	-5	-5	-5	-5	-5	-5	-5	0.473754033783434	-5	0.887446249138861	-0.0277693824785594	-0.05359195273942	-5	-5	-1.02946717023168	-5	-1.24534593074457	-0.555580435341363
Healthy	-1.63620005452089	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.942937688372435	-5	0.89456416008159	-1.03924390909823	-5	-5	-5	-1.44165149123838	-5	-1.43320908761841	-5
Healthy	-0.699621935129297	0.80296449938554	0.150510832907967	-1.55861911508349	-2.88272870434424	-5	-5	-1.76120143728608	-1.04880824206529	-1.24733705687903	0.629623635180788	-5	-5	0.379363540694525	-0.129818566656822	-0.607602056783628	-5	-1.57675412606319	-5	-1.99913227846877	-1.09328794305704
Healthy	-5	-5	-1.48972315558264	-5	-5	-5	-5	-5	-5	-5	1.34223530155803	-5	-1.28017171374567	-5	-5	-5	-5	-0.921833291831846	-5	-1.06823711151882	-0.366329593948556
Healthy	-0.63160153342075	-5	-5	-5	-5	-2.27984069659404	-5	-5	-5	-5	0.496745656345804	-5	0.559706779672902	-5	-5	0.18840532883004	-5	-1.04691715608791	-5	-2.01908806222316	-5
Healthy	-5	-5	-5	-2.29843201494407	-5	-5	-5	-5	-5	-5	1.37495188529793	-5	-2.02227639471115	-5	-5	-0.792500276692695	-5	-0.508148250278584	-1.06529959828457	-1.33856594960608	-5
Healthy	-5	-5	-5	-1.90657831483776	-2.51999305704285	-5	-1.83594470810655	-5	-5	-5	0.221043690520829	-5	-5	-0.558461961297839	-2.05700040663396	-0.0997366773982841	-5	-1.35961795529043	-0.308688596106356	-1.56304266933055	-0.816616257947305
Healthy	-1.45680141436235	-1.58452583189076	-1.87160073128219	-5	-5	-5	-5	-5	-5	-5	-0.157197367694399	-5	-5	-5	-5	-5	-5	-0.54425700355151	-1.08618614761628	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.07727454200674	-5	-5	-1.85387196432176	-5	-5	-5	-5	-5	-5	1.37313663705278	-5	-5	-5	-5	-0.773168189341279	-5	0.0608866230046622	-1.40351286626346	-1.42090267344736	-5
Healthy	0.953119614169856	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.768102116117419	-0.357298117127501	-5	-0.159009899464302	-0.352548565431461	0.253197418511441	-5	0.0533166636049184	-5	-5	-5
Healthy	-5	-2.06298389253519	-1.95000714307986	-1.45284087867258	-2.31336373073771	-1.96377045591371	-0.899939776068847	-5	-5	-5	-0.19812314624242	-5	-5	0.580469925028015	-5	-5	-5	-1.85263289220621	-5	-0.607971706582821	-0.905074898875838
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.436183327237989	-0.21582507146389	-5	0.0662289904544828	0.545057108663673	-5	-5	-0.216339350703899	-5	-5	-5
Healthy	-1.10557316203581	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04781243650042	-5	-5	-0.896093701911282	-5	-5	-5	-5	-5	-5	-0.255707016877324
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.914994374843971	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.100584444386775	-5	-5	0.610375862636645	0.843977356390357	-5	-5	-0.703290943824397	-5	-2.57348873863542	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.17389278847248	-5	-5	-1.16335945842723	-5	-2.30277065724028	-5	-0.617910881334699	-5	-5	-0.535778802465551
Healthy	-5	-5	-5	-0.00243888436641167	-0.826901182233772	-5	-5	-5	-5	-5	1.39904189135433	-5	-5	-5	-5	-5	-5	0.0776658126875785	-5	-1.78807891569149	-5
Healthy	-5	-2.62160209905186	-5	-2.16115090926274	-5	-1.35981680807866	-5	-1.72955409198204	-5	-5	0.0756162969932491	-5	-5	-5	-5	-5	-5	-1.30250911282894	-5	-1.95350483566529	-5
Healthy	-5	-1.14333151638846	-5	-5	-5	-5	-5	-5	-5	-5	0.189408893398098	-5	-5	-1.9072793553159	-5	-0.990251744051446	-0.0436106351760927	-1.14733705565543	-5	0.150406407878401	-0.62732729295494
Healthy	-5	-1.70245833218184	-2.11294562194904	-5	-5	-5	-5	-5	-1.85855022659953	-5	0.669317810531887	1.41555107630337	-5	-1.1506420183387	-1.42770939384858	-5	-5	-1.77650405903761	-2.14327110961712	-1.03498654972775	-5
Healthy	-5	-1.26496029496628	-5	-1.63732907027433	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.78866583626745	-5	-0.604219451858514	-5	-5	-5
Healthy	-5	-1.08570974433405	-5	-5	-2.44129142946683	-0.657853776366534	-1.60362627246349	-5	-5	-3.26760624017703	0.718930788949566	-5	-5	-2.67985371388895	-5	-2.06550154875643	0.594695235426334	-0.980883709552927	-5	-2.38827669199266	-5
Healthy	-5	-1.49120103459609	-1.10818388047514	-5	-5	-5	-5	-5	-5	-5	1.01557391541584	-5	0.484652827107307	-1.83179725315737	-5	-5	-5	-1.56783273055741	-5	-0.869023308394383	-0.180403425892901
Healthy	-5	-0.729927037030205	-0.988091386650846	-5	-2.66756154008439	-5	-5	-5	-1.27810698378504	-5	0.328112419967183	-5	-5	-0.686512426135245	-0.129473198578502	-0.872862792808499	0.307607271514734	-1.18701983396052	-1.54106013810967	-5	-1.54637592640855
Healthy	-5	-1.08060807322614	-1.81107151623915	-5	-5	-5	-5	-2.52578373592374	-2.59687947882418	-5	0.0254697190610558	1.36968349289738	-5	-0.675388346671079	-5	-5	0.414761159992989	-0.478312854838768	-5	-1.05109823902979	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.83662289108148	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.250283348839881	-5	-1.10868560061786	-0.249453037191442	0.475916589772497	-5	-5	-5	0.820558078388654	-5	-5
Healthy	-5	-1.7440042732776	-5	-1.0706832732465	-5	-5	-5	-5	-5	-5	0.230740056543489	-5	-5	-5	-5	-1.141102042768	-5	-2.03857890593355	-5	-1.30918394201908	-5
Healthy	-5	-1.70158361993871	-5	-1.62598525970809	-5	-5	-5	-5	-5	-5	-0.621602099051862	-5	-0.431094585017121	-5	-5	-5	-5	-1.11058623595729	-5	-2.67162039656126	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.521769444541568	-0.16511536415639	-5	0.0380197611494058	0.524288346573595	-5	-5	-0.53479566241937	-5	-5	-5
D037841	-0.336327337643773	-1.10121998671017	-1.36071277408976	-1.94005811193804	-1.95900230757651	-1.61065668874792	-5	-2.57839607313017	-5	-1.95663772197887	0.00674407285310578	-5	-5	-5	-5	-5	-5	-0.604114714252338	-5	-2.33818731446274	-5
Healthy	-5	-0.140267432386848	-0.663960754628956	-5	-5	-5	-5	-5	-5	-5	0.681070200248193	-5	-5	0.395032686239917	-5	-5	-5	-0.535167802150032	-5	-2.18708664335714	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.675394270233697	-5	-0.890927919021121	-5	-5	-5	-5	-2.23507701535011	-5	-5	-5
Healthy	-0.593817621195572	-1.38447077636287	-2.02136305161553	-1.83032556594119	-5	-1.93930215964639	-5	-2.38933983691012	-1.77340009479264	-5	0.390765593251928	1.0535628151667	-5	1.2581344646828	-1.29370904274124	-0.439794377029941	0.258287599567219	-0.399037989023133	-0.743787541434838	-1.50696041168235	-0.264441018908577
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.02560935562421	-5	1.01009251452528	-5	-5	-5	-5	-0.567768514309786	-5	-5	-5
Healthy	-1.9115095298176	-1.86966623150499	-5	-5	-1.75572287919816	-5	-5	-5	-5	-5	-0.69988298171013	-5	-5	-5	-5	-5	-5	-1.7856861025756	-5	-5	-5
Healthy	-5	-1.64054397987901	-5	-1.34591976469343	-5	-5	-5	-5	-5	-5	0.650153986983813	-5	-0.402524210129623	-5	-5	-5	-5	-1.40671393297954	-5	-2.70333480973847	-5
Healthy	-5	-0.794362640520571	-5	-5	-5	-5	-5	-5	-5	-5	-0.637800361131113	-5	1.09829441953747	-5	-5	-5	-5	0.724993092070924	-5	-5	-5
Healthy	-2.40120949323688	-1.60380065290426	-3.01322826573375	-1.56992494444806	-2.22767829327708	-5	-5	-5	-5	-5	-0.246731094805246	-5	-5	-5	-5	-5	-5	0.0658074448938231	-5	-1.5655907924125	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.670412857299179	-5	0.780293544130071	-5	-5	-5	-5	0.397842715810884	-5	-5	-5
Healthy	-5	-2.66554624884907	-5	-1.56783273055741	-1.85387196432176	-1.58838029403677	-5	-5	-5	-5	1.25265670491524	-5	1.26152955079482	-1.10634918301404	-5	-5	-5	-1.32376378323669	-5	-1.09544673702323	-5
Healthy	-5	-1.84013215290743	-5	-5	-5	-5	-5	-5	-5	-5	0.424969792728393	-5	-0.480303232840147	0.268149550022749	-0.781543273599524	0.162471802916789	-5	-0.810706244114308	-5	-0.979845968361667	-5
Healthy	-5	-0.424535034261977	-0.655038211210317	-5	-5	-5	-5	-1.06013145554049	-5	-1.0582401861853	-2.57675412606319	-5	-5	-5	-5	-5	-5	-2.29073003902417	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.14017512396473	-5	0.67768814724958	-5	-5	-5	-5	-1.29843201494407	-5	-5	-5
Healthy	-5	-0.995463682148677	-2.1232050237993	-1.16998906406388	-2.51144928349956	-1.10028890542886	-0.559201079056288	-3.44369749923271	-2.09151498112135	-5	-0.410106224174967	-5	-5	0.984154515217864	-5	-1.86454930065449	-5	-1.69421884874502	-5	-1.07914650387874	-5
Healthy	-5	-1.19490712165733	-5	-5	-5	-5	-5	-5	-5	-5	0.450603175761257	-5	-5	-5	-5	-0.492306007345083	-5	0.171749849358775	-0.798002380416894	-5	-5
Healthy	-5	-0.925366381703096	-5	-5	-5	-5	-5	-5	-5	-5	0.5364890004023	-5	-5	-1.92554928104541	0.305336319377075	-5	0.38743254172803	-0.726929246377534	-5	-0.0847215520186167	-0.249175448961397
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05121853019217	-5	0.623557323407696	-1.11639533907771	-5	0.800611240465841	-5	-0.486409546364875	-5	-2.07987667370928	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.941536774021563	-5	0.233267776923847	-5	-5	-5	-5	-1.09017663034909	-5	-5	-5
Healthy	-5	-1.78330640083025	-1.84466396253494	-1.49173969448767	-2.48678239993206	-1.52287874528034	-1.67080558491155	-2.80687540164554	-3.05060999335509	-3.01772876696043	0.747048060218504	-5	-5	0.980041114909058	-5	-5	-5	-0.647450899083773	-5	-1.08301995267962	-5
Healthy	-5	-1.39083262569798	-1.34669098706152	-5	-5	-5	-5	-5	-5	-5	-1.38111551500455	0.480876099676823	-5	-5	-5	0.67135152415097	-5	-0.856953956662412	-5	-0.959397659885927	-0.865249313891385
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.19110738898941	-5	-5	-5	1.2237531187344	-5	-5	0.078880755099205	-5	-5	-5
Healthy	-5	-0.44143541835534	-1.41964533889341	-2.15989390554324	-1.64839692758087	-1.31560352158098	-5	-5	-1.5815329790534	-1.90622821850127	-0.190393155187667	-5	-5	-5	-5	0.0906847289884705	-5	-0.926025180133341	-5	-1.73494621149599	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.03939071820375	-5	1.0100415933401	-5	-5	-5	-5	-0.861823660426959	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.644337143761958	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.81135270400028	-5	-5	-5	-5	-5	-5	-5	-5	0.914679988201219	-5	-5	0.119361479962119	-1.61834351741421	0.468887646476917	-5	-1.18448866263724	-5	-1.05601112492623	-5
Healthy	-5	-5	-2.50445566245355	-5	-5	-5	-5	-5	-5	-5	-1.35664603802314	1.10841651292478	-5	-5	-5	0.0173130350822852	-5	-1.97633608180221	-5	-0.732241783348634	-0.458620477593799
Healthy	-5	-1.04052929792489	-1.44165149123838	-5	-5	-5	-5	-3.05060999335509	-5	-2.24336389175415	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.755154090967564	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.220074075694586	1.37634168090679	-5	-0.468431678591016	-5	-1.49539322935805	-5	-1.50320868429996	-5	-1.423313194799	-1.42492767428619
D037841	-0.317818809162557	-1.59670785484175	-3.00436480540245	-1.26472055193954	-2.73754891026957	-1.45456917053465	-2.0204516252959	-3.16115090926274	-1.98296666070122	-3.0087739243075	0.936167274571375	-5	-5	-5	-5	-5	-5	-0.739118049536413	-5	-2.18111458540599	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05382379077257	-5	-0.283412422324308	-5	-5	-5	-5	-1.24328783983523	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.206728755848142	0.524797123747156	-5	-0.0067710457666434	-0.600153287287078	-0.959358108455463	0.616077271840093	-0.743546855060964	-5	-5	-5
Healthy	-5	-2.16304326294045	-5	-5	-5	-5	-5	-5	-5	-5	0.986616345455124	-5	-5	-1.32486349553201	-5	-0.454804255372689	-5	-1.15951751278656	-5	-1.82623117686335	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.66918053350416	-5	0.784204909368237	0.209598112326362	0.340136628640632	-0.930368897379657	-5	-0.61991544598847	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.677532607868929	-5	0.178502127629101	-0.754191323212512	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.635427546277	-5	-5	-5	-5	-5	-5	-0.819128948349456	-5	-0.900146780115618	-5
Healthy	-5	-5	-5	-0.873868592738015	-5	-5	-5	-5	-5	-5	0.886034758699668	-5	-5	-0.0633807126606458	-5	-1.98758462523757	-5	-0.193209728415933	-5	-1.24534593074457	-0.11506310289614
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.38384605264685	-5	0.78344046595093	-5	-5	-5	-5	-0.612450012609767	-5	-1.97757162881451	-5
Healthy	-5	-1.95663772197887	-5	-5	-5	-5	-5	-5	-5	-5	0.871767273862488	-5	-5	0.122222433611759	-2.55129368009492	0.507693992654917	-5	-1.22716507276098	-5	-1.01605814101611	-5
Healthy	-5	-0.0568815737760757	-0.365160129480793	-5	-5	-5	-5	-5	-1.02159120737696	-5	-0.437980886818982	1.3377409122473	-5	0.722693140471122	-5	-2.37263414340727	0.427111051731509	-1.22635980673997	-5	-0.656886945154062	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.679525102280015	-5	-5	-5	-5	-0.831502516476967	-5	0.14135569220389	-5	-1.60414962398122	-5
Healthy	-5	-1.52287874528034	-1.17626501160127	-5	-5	-5	-5	-5	-5	-5	-0.306114834946484	1.02796941121004	-5	-5	-5	-5	-5	-2.65757731917779	-5	-0.841758162019126	-5
Healthy	-5	-1.23897474828863	-5	-5	-1.63601217025151	-5	-5	-5	-5	-5	0.146115627087203	-5	0.839673467342861	-0.24478089046125	-5	0.374957196927356	-5	-2.13076828026902	-0.703663945397953	-1.38258025326282	-5
Healthy	-5	-1.71647263513831	-2.27984069659404	-0.974120916706633	-5	-5	-5	-5	-5	-5	0.3116585176558	-5	-5	-5	-5	-1.1771783546969	-5	-2.6458915608526	-5	-1.12819363554127	-5
Healthy	-5	-1.01745741769706	-1.31425826139774	-5	-5	-5	-5	-5	-0.675162167687157	-5	-0.190628857235903	0.287322398399114	-5	-1.19572423287091	0.36894108852825	-5	-5	-1.22863302914222	-0.814939717478607	-2.97061622231479	-5
Healthy	-2.04431224968649	-5	-5	-2.1331221856625	-5	-5	-5	-5	-5	-5	1.37309433156929	-5	-5	-5	-5	-0.757632523088562	-5	-0.201183677614051	-1.10479852522111	-1.41161623162127	-5
Healthy	-5	-0.739928612014925	-1.80687540164554	-5	-5	-5	-5	-5	-5	-5	0.860126498589889	0.357517495251011	0.927250222417432	0.618623286646383	-5	-5	-5	-0.965090926632252	-5	-1.13129679772146	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.00954570394594148	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.579021644305097	-1.05017104106469	-5	-5	-5	-5	-5	-5	-5	-5	0.167305517050468	-5	-5	-0.0708161678599143	-5	-5	-5	-1.85078088734462	-5	-1.80743254666345	-5
Healthy	-5	-1.43663759051339	-1.6903698325741	-5	-5	-5	-5	-5	-5	-5	0.408875673376423	-5	0.419731112268774	-5	-5	-0.315765233187371	-5	-0.971266120650665	-5	-1.47417804784334	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-0.679002583205779	-5	0.861064018988511	0.961775504584107	-5	-5	-1.10946720807226	-5	0.0684196496837736	-5	-5	-5	-5
Healthy	-5	-2.22112552799726	-5	-2.13667713987954	-2.0301183562535	-1.49607319580649	-5	-5	-5	-5	1.25140483090846	-5	1.25292605424769	-1.01425925894993	-5	-5	-5	-0.476695854539456	-5	-1.03404611089794	-5
Healthy	-5	-1.64917072641703	-2.48017200622428	-5	-5	-3.07058107428571	-5	-5	-3.50863830616573	-5	0.96998589914608	-5	0.525572122162881	-0.00199800059922486	-5	-0.322365676641058	-5	-1.28191370521691	-5	-1.22446236521904	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.524886617254891	-5	0.891738112227695	-5	-5	-0.797429953902516	-5	-0.14449295871265	-5	-5	-5
Healthy	-5	0.00196723469641946	-0.644318653894277	-5	-5	-5	-5	-5	-5	-5	1.03242977343627	-5	-2.35654732351381	-0.217355412069082	-5	-5	-5	-0.915566723213455	-5	-1.75178143880993	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.08505177552241	-5	-5	-5	-5	-5	-5	-1.14068153490288	-5	-2.65364702554936	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.225756271531717	1.33116421054238	-5	-0.69968718206563	-0.442264282181728	-5	-1.72262002533275	-0.381418519671547	-5	-5	-5
Healthy	-5	-0.711840236676122	-1.03151705144606	-5	-5	-1.84345084866822	-5	-5	-2.93181413825384	-5	0.270194205242703	-5	0.980082492375946	-5	-5	-5	-5	-1.48188105285685	-5	-1.0515870342214	-5
Healthy	-5	-0.698861444284984	-5	-5	-5	-5	-5	-5	-5	-5	0.00781176559733487	-5	-5	-5	-5	-2.71669877129645	-5	-0.988937305270265	-5	-5	-0.309706436233518
Healthy	-5	-1.47625353318844	-5	-5	-5	-5	-5	-5	-5	-5	0.587693009320314	1.73872912165767	-5	-5	-0.530678815484752	-1.485053994692	-5	-1.40022606085361	-5	-5	-5
D037841	-1.88306035344924	-0.578856932928335	-1.1673633724033	-1.73683753503778	-2.17783192063198	-5	-1.62451928538143	-5	-5	-5	-0.818957165969247	-5	-5	-0.00129177384637794	-5	0.370685144932092	-5	-0.603295142402461	-5	-1.58922276662279	-0.0839673898114306
Healthy	-1.41345770226977	-2.44577985879437	-2.191046026579	-5	-3.81556127150419	-1.31464437302884	-5	-3.35779870833447	-5	-2.32549985012037	-0.248768640232927	-0.0912684147549585	-0.746957764600264	-0.200783552413788	-1.69243122920028	-5	-5	-3.52896953107167	-1.49261644426361	-5	-1.05530368778008
Healthy	-5	-0.67623241670322	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.16371909705004	0.503993487978851	-5	1.43064916427211	-0.317385669683266	-5	-5	-5
Healthy	-0.819616034410236	-0.890286495207049	-1.2444300193712	-5	-3.69897000433602	-1.8921119748172	-1.16953964996903	-3.30102999566398	-2.81247927916354	-5	0.60186125613835	-5	-5	0.186973277702506	-0.323965188805379	-5	-5	-0.702852528198731	0.130314466089087	-0.835914942541141	-5
Healthy	-5	-5	-5	-1.99956592252068	-5	-5	-5	-5	-5	-5	1.4922742937783	-5	0.250512706966121	0.0252034252402586	-5	-5	-5	-1.66174276975374	-2.28316227670048	-1.15789023655939	-5
Healthy	0.363350572521498	-0.129672190716972	-0.415770575331784	-1.57528166266843	-1.68507994400758	-2.67366413907125	-5	-5	-5	-5	0.289539902141332	-5	1.04152334865803	-5	-5	-5	-5	-1.78727984558216	-0.471829178912832	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.1378089689484	-2.90308998699194	-1.29490638945213	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0962915838975102	1.2301757408892	-5	-0.707566701755978	-1.39653084026616	-5	-0.544028959605691	-1.32790214206428	-5	-5	-1.6763354643919
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0299759624954063	-5	-5	-0.178047813409524	-1.41896105122783	-0.553913515186664	-5	-0.709364473738454	-5	-1.47159756204638	-5
