s	Bifidobacterium_pseudocatenulatum	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Enterocloster_asparagiformis	Enterocloster_citroniae	Gordonibacter_pamelaeae	Schaedlerella_glycyrrhizinilyticum	Rothia_sp001808955	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Bacteroides_uniformis	Butyrivibrio_A_crossotus	Dialister_invisus	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Phascolarctobacterium_faecium	Mediterraneibacter_torques	Bifidobacterium_sp002742445	Flavonifractor_plautii	Desulfovibrio_sp900556755
Healthy	-0.0436394463266779	-0.865822892423234	-0.353312065663905	-5	-5	-5	-5	-5	-2.28988263488818	-5	1.10279752358564	-5	-5	-5	-5	0.78455025349951	0.518308588490471	-0.713880497409637	-5	-1.52302353424047	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.672460850304491	-5	-5	-0.41324396082561	-1.00357589604491	-5	-0.823069915549494	-1.68214551066853	-5	-0.887495541232839	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.00265730939838	1.18289690230452	-5	-5	-5	0.447884866045137	-5	-1.19293876008276	-5	-0.718625697644953	-0.406149274232115
Healthy	-5	-2.16430942850757	-5	-5	-5	-5	-5	-5	-5	-5	0.464637069231476	-5	0.430424995890517	0.111000244316013	-1.33582829463807	-5	-5	-5	-5	-1.75721019052132	-1.36501919994877
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.11260868766037	-5	1.27675605961345	-5	-5	-1.32975414692588	-5	-0.694304771088142	-5	-5	-5
Healthy	-0.189861611752264	-1.07443009045662	-5	-5	-5	-5	-5	-1.83743559347698	-5	-5	-0.269137007953506	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.15864052954514
Healthy	-0.871826985250272	-2.43062609038495	-1.56527145822024	-5	-2.37263414340727	-5	-5	-5	-5	-5	-0.422830018985877	-5	-5	-5	-5	-2.45099673797421	-1.22308099715795	-1.19477108579657	-5	-1.04827402457541	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.924424543611723	-5	0.599819778316115	-0.871148576653217	-5	-5	-5	-1.0395292224657	-5	-5	-5
Healthy	-5	-1.12136332697348	-5	-5	-5	-5	-5	-2.61798295742513	-5	-5	0.383612528221421	-5	-5	-5	-5	-5	0.547559350205191	-1.90903692340427	-5	-1.84466396253494	-5
Healthy	-5	-2.03857890593355	-5	-5	-5	-5	-5	-5	-5	-5	0.887197992555555	-5	-5	0.153421535490451	-1.3088300658684	0.495967325794831	-1.92154318194671	-1.05007355633209	-5	-1.17881411739115	-5
Healthy	-5	-0.925073902876045	-1.32075385458614	-5	-5	-5	-5	-1.33086915262667	-5	-1.48891915446088	-0.0725834378777029	-5	-5	-5	-5	0.165520310779376	1.19827237358296	-0.440440470653504	-5	-2.23582386760967	-0.590895699323457
Healthy	-5	-1.89517159634634	-2.16430942850757	-1.83654044823001	-2.26600071346161	-2.30715308072277	-5	-5	-2.58502665202918	-5	0.02856311976092	-2.20342566678957	-5	0.359024928405967	-5	-0.47276978236247	0.904957774013052	-0.79474148799594	-5	-2.15739076038944	-1.12378215940836
D037841	-5	-1.23440594468055	-5	-2.42596873227228	-5	-5	-5	-1.61136603064821	-1.75202673363819	-2.84466396253494	0.372858632996142	-5	-5	-0.942067772619391	-5	-5	-5	-1.01264661126421	-5	-0.936366454769215	-5
Healthy	-5	-3.03621217265444	-1.75547548842992	-5	-5	-2.01188715973165	-1.65072247253204	-5	-5	-1.77006231409207	-5	-5	-0.444276944924946	-5	-5	-5	-5	-0.631564345898194	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.934494916274096	-5	-5	0.131233594589685	-1.66454209931062	-5	-5	-0.699556697993971	-5	-0.454099382270777	-5
Healthy	1.08616435417238	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.48017200622428	-5	-5	-5	-5	-5	-5	-0.956480539754244	-5	-5	-5
Healthy	-5	-0.66072748114406	-1.25562877266814	-2.21395878975745	-5	-5	-5	-5	-1.95389521275396	-5	0.566349092191664	-5	-5	-0.248982783692591	-0.978976177968415	-0.439507532547881	-5	-1.45717457304082	-2.40671393297954	-1.54898154784454	-1.14170347546611
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.87426142546824	-5	-5	-5	-5	0.899381610487805	-5	-0.328382904089343	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.938028614782718	-5	-5	-0.424846807610243	-5	-5	-5	-0.494660059395482	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.554512176395736	-5	-5	-5	-5	-5	-5	0.649431249704363	-5	-5	-5
D037841	-0.546819310297906	-0.935841627536882	-1.22475374025976	-2.29756946355447	-1.87582194452532	-1.73353310455976	-5	-5	-5	-5	0.474913781009959	-5	-5	-5	-5	-5	-5	-1.15776531365276	-5	-5	-0.376605968896909
Healthy	-0.736624349490557	-1.37008096449646	-5	-5	-5	-5	-5	-5	-5	-5	0.834152286531875	-5	0.413804191638786	-0.694283288908635	-5	-5	-5	-0.949736277354204	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.18138076064777	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.37356314034713	-5	-5	-5	-5	-0.712198270069774	-5	-0.205553781468885	-1.12383991517437	-1.26560025747943	-5
Healthy	-5	-0.387947644820241	-0.59856499277013	-1.66857270347926	-1.01790976070421	-1.42515880493662	-1.18575240426808	-5	-2.4907974776689	-5	-0.0285664233647499	-1.72010501998836	-5	0.512083758343917	-3.56863623584101	-1.0582401861853	-5	-0.965692470403437	-5	-1.33639329187548	-5
Healthy	-5	-1.63096977819085	-5	-5	-5	-5	-5	-5	-2.4089353929735	-5	0.0619686509036453	-5	0.426211869110184	-5	-5	-5	-5	-1.39297412156521	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-0.598875289321029	-1.74160219590449	-5	-5	-5	-5	-5	1.20939999169928	-5	-5	-5	-5	-5	-5	-1.04657860031896	-5	-2.63264407897398	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.994053503869773	-5	-5	0.106642981114104	-1.29559207261316	-5	-5	-0.574416875219054	-5	-0.400258806080155	-5
Healthy	-0.192295887061616	-1.75202673363819	-5	-5	-5	-5	-5	-5	-5	-5	1.39152453533383	-5	-5	0.193544769822005	-1.74714696902011	-5	-5	-1.16685288808721	-5	-0.991314680804832	-5
Healthy	-0.471610426409952	-0.900941210931946	-5	-5	-1.31425826139774	-5	-2.07417242537526	-2.12262865413023	-5	-5	0.182277665424091	-5	-5	-5	-5	-5	-5	-1.15002808767115	-5	-5	-5
Healthy	-5	-1.64994590642097	-2.36855623098683	-5	-5	-5	-5	-5	-5	-5	0.998601058240175	-5	1.04608955542786	-1.27670855352242	-5	0.111383507649451	-5	-1.2511919950414	-5	-1.3099812192113	-1.51641270303111
Healthy	-5	-1.77469071827414	-5	-5	-5	-5	-5	-5	-5	-5	1.0668441599233	-5	0.0562681815698721	-0.0316151290156693	-5	-5	-5	-1.15851539066461	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.324872671510665	-5	-5	-5	1.2253741625429	-5	-5	0.057483524948941	-5	-5	-5
Healthy	-5	-0.915102141538645	-1.42712839779952	-5	-5	-5	-2.95860731484177	-2.03621217265444	-5	-5	1.4589566174543	-5	-5	-5	-5	0.596730112297884	-5	-2.00348832784582	-5	-1.89722338511656	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.482004124896125	-5	0.444099469839274	0.0668288936989248	-1.14953756723848	-5	-5	-5	-5	-1.88572270343841	-1.30399328478145
Healthy	-5	-5	-5	-1.37520242103924	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.44757515429591	-5	-1.99956592252068	-5
Healthy	-5	-5	-5	-1.31300643373532	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.316943951595656	-5	-2.1266793981846	-5
Healthy	-5	-0.87002024533029	-1.5036239459876	-5	-5	-5	-5	-5	-5	-5	-0.698622707650655	-0.2250671866126	-5	0.0840039906080294	-0.607760439601889	-1.19688444510997	-5	-0.454791879313475	-5	-2.03338901331807	-5
Healthy	-0.594892798180909	-0.336204877780592	-0.826376742301918	-5	-5	-2.78251605578609	-5	-0.894728316893206	-3.32790214206428	-5	0.336921801433678	-5	-5	0.897019203519749	-0.561441830209465	-0.344323834267647	-5	-1.57462883356106	-0.575265329975104	-1.14526898278606	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04530380680528	-5	0.650848354085541	-0.880249376115416	-5	0.777534838801522	-5	-0.897497690814548	-5	-1.49580108146055	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.372900537747125	-5	-5	-5	0.0203902898981762	-5	-5	-0.0440478097624105	-5	-5	-5
Healthy	-5	-1.09285746899686	-5	-5	-5	-5	-5	-5	-5	-5	0.649519832658967	-5	0.719608848367043	0.317043216147358	-5	-5	-5	-1.15378663612061	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.395259976762492	0.972000460008382	-5	0.661046554323643	-5	-1.02415477453243	0.117768294926372	-0.213369231968815	-5	-5	-5
Healthy	-5	-0.044148758731756	-1.44977164694491	-1.26608084898761	-1.32919771573906	-5	-5	-5	-1.74738965943263	-5	0.704982260674676	-5	0.235967569248511	-5	-5	-5	-5	-0.919337443605817	-5	-0.980177775832227	-5
Healthy	-5	0.222945260659876	-1.21006691906825	-2.01188715973165	-2.1511952989482	-5	0.0197226324728111	-1.67039875164348	-0.736269272631678	-1.67223251009727	0.407147767496846	-5	-5	0.204543213484263	-5	-5	0.525719707511572	-0.61728072526922	-5	-1.05423607688883	-0.595439940907644
Healthy	-5	-0.432373803856294	-1.10701544928928	-5	-5	-5	-5	-1.76497684050478	-1.81276138016852	-5	0.79105241989211	-5	-0.69931757896994	-5	-5	0.918036106359238	-5	0.128957934128311	-5	-5	-5
Healthy	-5	-1.57316354619649	-1.66094626429086	-2.09799710864927	-2.09312646527793	-2.06651271215129	-1.03658998431977	-2.6252516539899	-1.67985371388895	-1.7535014192042	-0.360135162044922	-5	-5	-5	-5	-5	-5	-0.278395455719862	-0.425309105848966	-2.06098022355133	-5
D037841	-1.23269568254673	-1.91721462968355	-5	-1.41072077876403	-1.34978964533964	-1.14636261804141	-5	-1.62451928538143	-2.36552272983927	-5	0.538297185167974	-5	-5	-5	-5	-5	-5	-0.00881381032614762	-5	-2.5543957967264	-5
Healthy	-5	-1.03848398855105	-5	-5	-5	-5	-5	-5	-5	-5	0.907579026274857	0.920180219317076	-5	0.41548251022047	-5	0.255684889009759	-5	-1.50459443685381	-5	-1.65995268233861	-5
Healthy	-5	-5	-5	-1.08402008585978	-5	-5	-5	-5	-5	-5	-0.00442622512664049	-5	-5	1.06780373725577	-1.61385789106918	-5	-5	0.0746445898083864	-5	-0.686174946190606	-5
Healthy	-5	-0.529192738698152	-3.23657200643706	-2.1180450286604	-2.53313237964589	-1.85761053388116	-1.65266998468305	-5	-1.85886390987926	-2.96257350205938	0.715989980522076	-5	-0.0677038453141239	-5	-5	-5	-5	0.270553070472536	-5	-3.29242982390206	-5
Healthy	-5	-5	-5	-5	-5	-0.882795013907217	-5	-5	-5	-5	0.694188251620971	-5	0.42802134408605	-0.336449832047222	-5	-5	-5	-1.97428461609866	-5	-1.21616785661556	-5
Healthy	-5	-5	-5	-2.46470587995723	-5	-5	-5	-5	-5	-5	-1.57839607313017	1.17109458560381	-5	-5	-5	0.429810397308208	-5	-1.68465952337271	-5	-0.749579997691106	-0.293512651104065
Healthy	-2.0670191780768	-0.838871674637501	-1.59363016453073	-5	-5	-2.33254704711005	-5	-5	-2.80687540164554	-5	0.209981228656706	0.961438655346174	-2.1944991418416	-0.554037923675904	-0.0113340432895526	-0.440105339163998	-5	-1.45050628678499	-5	-1.82768903147805	-5
Healthy	-5	-5	-5	-1.04431224968649	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.900284837648976	-5	-2.12378215940836	-5	-1.13247358880026	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04566753885865	-5	0.644938577277977	-1.04114954832032	-5	0.776810833133236	-5	-0.848752762537629	-5	-1.26209207662536	-5
Healthy	-5	-5	-5	-1.05853826065267	-5	-5	-5	-5	-5	-5	0.884940293332863	-5	-5	-0.177838461260781	-5	-5	-5	0.0528362471802997	-5	-5	-0.238681201803145
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-1.01363140642973	-5	0.778628711758099	1.01519246112772	-5	-5	-1.55098468365221	-5	-0.104792997067876	-5	-5	-5	-5
Healthy	-1.97102229479122	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.933784308472553	-5	0.890390276147198	-0.921579435086	-5	-5	-5	-1.2405588028663	-5	-1.42388910587916	-5
Healthy	-5	-1.75970041799729	-1.60223374387355	-0.886825695365638	-5	-5	-5	-5	-5	-5	0.258943622802486	-5	-5	-5	-5	-1.21989880853209	-5	-1.67902332265718	-5	-1.14581545616639	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.272066823876861	-0.810060745072487	-5	-5	0.566636620939571	-5	-5	-0.323525878830902	-5	-0.549997369826814	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D037841	-1.0121550498287	-0.872700784942292	-1.87095494011204	-5	-5	-1.71669877129645	-5	-5	-5	-5	-0.720264632589498	-5	-5	-0.549166066108997	-5	-5	-5	-0.997099931388613	-5	-5	-5
Healthy	-5	-5	-2.5016894462104	-5	-5	-5	-5	-5	-5	-5	-1.35281270210401	1.116053233034	-5	-5	-5	-0.0237417507429549	-5	-1.26873365092451	-5	-0.79887610279262	-0.467041894261933
Healthy	-5	-0.20651694198423	-1.39329625866633	-5	-5	-1.89585444944599	-2.65560772631489	-5	-5	-5	0.590763837491402	-5	-5	-0.596296233787092	0.296215309001023	-5	-5	-0.797975104895962	-5	-1.51257878864053	-5
Healthy	-1.08618614761628	-5	-5	-1.50835820652241	-5	-5	-5	-5	-5	-5	0.850968314451196	-5	0.899188839467405	1.14421323519598	-5	-5	-5	0.238146506431035	-5	-1.06833876031552	-5
Healthy	-0.880909147578278	-0.357951176779975	-1.21020783226932	-3.42021640338319	-1.82275216374438	-2.61798295742513	-5	-2.56863623584101	-3.10790539730952	-2.61618463401957	0.152523778268415	-5	-0.0200602992901139	-1.78781239559604	-5	-0.603364833016307	-5	-2.74232142513082	-5	-3.01322826573375	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.732720965889749	-0.112034053921957	-5	-5	-5	-5	-5	0.300169240160377	-5	-5	-5
Healthy	-5	-1.35056777675838	-1.51300311156818	-5	-5	-5	-5	-5	-5	-5	-1.34833439607706	0.535092753184097	-5	-5	-5	0.687930074726357	-5	-0.916210811712022	-5	-0.884789023295832	-0.799094808315008
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.908143883340633	-5	-5	-0.315828137299409	-5	-5	0.302562519514686	-1.15224231160767	-5	-1.56527145822024	-5
Healthy	-5	-0.998050058915732	-1.21091308491197	-5	-5	-5	-5	-5	-5	-5	0.695871141009438	-5	-5	-0.328456914737426	0.640847997709277	-5	-5	-1.61996975203217	-5	-0.620948423815633	-5
Healthy	-2.58169870868025	-1.7912899800936	-5	-5	-5	-2.46470587995723	-5	-5	-5	-5	0.659286634679235	-5	-5	-5	-5	-5	-5	-0.172036563745878	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.0351298313689	-5	0.388044334412925	-1.8639139026159	-5	-5	-5	-1.15391041964202	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.834853510703294	-5	-5	-5	-5	-5	-5	-0.513994813637758	-5	-5	-5
Healthy	-5	-5	-5	-1.71624661666747	-5	-5	-5	-5	-5	-5	1.4096662121504	-5	-5	-0.107860856569836	-5	-0.416812565460924	-5	-0.018059137348212	-5	-1.21631076365268	-5
Healthy	-5	-0.699600188328667	-1.18289759574308	-5	-5	-5	-5	-5	-2.69464863055338	-1.63189914829065	-1.61261017366127	-5	-5	-5	-5	-1.89279003035213	-5	-0.59094649498993	-5	-5	-5
Healthy	-5	-1.82739706879014	-5	-1.54928912185308	-1.48598381959935	-5	-5	-5	-5	-5	1.11017575500142	-5	0.903904068541955	-5	-5	-5	-5	-1.76929568638743	-5	-1.39848321634999	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.103280928041369	-1.99740201928009	1.01826806892369	0.645313190748171	-0.3201271341467	-0.746855919429026	-5	-0.645814701374139	-5	-5	-5
Healthy	-5	-1.37757872602433	-1.04258428527733	-5	-5	-5	-5	-5	-5	-5	-5	1.05040721301436	-5	-1.96940027803405	-5	-5	-5	-1.91044811711355	-5	-0.814259582425038	-5
Healthy	-5	-0.760100182823032	-2.20620961530918	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.560457817138736	-0.573326111978627	-5	-5	-1.95860731484177	-5	-2.85698519974591	-5
Healthy	-5	0.0384015690099517	-0.687061390986865	-5	-5	-5	-5	-5	-5	-5	-0.715433922733026	1.26635425113255	-5	-0.107043232578286	-5	-5	0.33677183338	-0.277629366035575	-5	-5	-5
Healthy	-5	-5	-5	-1.23604817396668	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.37130461728598	-5	-1.82564940252062	-5
Healthy	-5	-1.89346914617762	-5	-5	-5	-5	-5	-5	-5	-5	0.883155883384888	-5	0.664605312786151	1.36110445949526	-0.853097130071801	-0.141390626519843	-5	-1.44635966376865	-5	-2.14086170270547	-5
Healthy	-5	-0.219855575792826	-0.836689511036314	-5	-5	-5	-5	-5	-5	-5	0.459392487759231	-5	-5	0.450318405101451	-5	-5	-5	0.0563482931629435	-5	-5	-5
Healthy	-5	-5	-5	-0.899147173342699	-5	-5	-5	-5	-5	-5	-0.0718141758055544	-5	-5	1.06112852238871	-1.25026368443094	-5	-5	-0.422807024016877	-5	-0.572708685472137	-5
Healthy	-5	-0.67520328237827	-1.30715308072277	-5	-5	-5	-5	-5	-5	-5	0.00821680158969044	-0.426884611045548	-5	-0.407512350186774	1.16018060680452	-5	-5	-1.52636707312616	-5	-0.800738619822922	-5
Healthy	-5	-2.4145392704915	-5	-5	-5	-5	-5	-5	-5	-5	0.391146906415991	-5	-0.436637590513392	0.27479496297012	-0.726790316599669	0.14685022498215	-5	-0.916389894837689	-5	-0.862804188059452	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.830602781422755	-5	-5	-5	-5	0.0162726581651556	-5	-5	-5	-5	-5
Healthy	-0.0524535526412006	-1.17613469067549	-1.137093786437	-5	-5	-5	-5	-5	-5	-5	1.08901477846587	-5	-5	-1.30688888453786	-5	0.374113849447353	-0.570167003617487	-1.35862505480787	-5	-1.17776651976116	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.648870129282536	0.913501259737112	0.661066458632384	1.24532040060108	-1.57479194886134	-5	-5	0.300871449241604	-5	-5	-5
Healthy	-5	-0.801893001126598	-5	-5	-1.26512019720737	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.522676121797252	-5	-1.65580428412856	-5
Healthy	-5	-1.82073553566097	-5	-5	-5	-5	-5	-1.78968148017377	-5	-2.14996674231023	-0.800189991046193	-5	-5	-5	-5	-1.06981534770138	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.03731133486992	-5	1.00674877645516	-5	-5	-5	-5	-0.402096490432069	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.612350405259573	-5	0.746573486863359	-5	-5	-5	-5	-0.37267511651753	-5	-5	-5
Healthy	-5	-0.67009387659979	-1.32817943981675	-5	-5	-5	-5	-5	-5	-1.99439055463972	-0.14637478502741	-2.00130484168834	0.310159938910475	-5	0.775132570466197	-0.806875401645538	-5	-0.484629594016284	-0.378792549883009	-1.4835968515526	-5
Healthy	-5	-5	-5	-1.93181413825384	-5	-5	-5	-5	-5	-5	1.08099101140673	-5	-5	0.907796572489363	-5	-5	-5	-0.682417160219801	-5	-0.694627131358703	-5
Healthy	-5	-5	-5	-5	-5	-2.10846254232744	-5	-5	-5	-5	1.08498750124873	-5	-5	-5	-5	-0.748507785430421	-5	-0.966938307461826	-5	-2.42829116819131	-1.2947351376826
Healthy	-5	-2.02456819149074	-2.16685288808721	-5	-5	-5	-5	-5	-5	-5	-0.586247732317451	-5	-5	-5	-5	-1.38237070224216	0.510913468005192	-1.10501970907203	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.882650311458418	-5	0.628152814052221	-5	-5	-5	-5	0.276985399221035	-5	-1.30530707366852	-5
Healthy	-5	-2.0329202658555	-2.32330639037513	-1.49039429538844	-2.02365002099673	-2.06905096883248	-1.89346914617762	-3.52287874528034	-5	-2.5654310959658	0.519407928955734	-5	0.375908578379841	0.797927139589893	0.541076019534201	-5	-5	-0.200087661372542	-5	-1.51527319570134	-5
Healthy	-0.573033537369925	-0.33499156687079	-2.09908693226233	-5	-5	-5	-5	-5	-5	-5	0.705942356919335	-5	-0.985143579955494	-1.14514763758217	-5	-5	-5	-5	-5	-5	-5
D037841	0.106952030716038	-0.0591449770402321	-0.692525356430588	-1.86201326727647	-2.31695296176115	-0.689094370623858	-2.14935376481693	-1.14630178822383	-1.52768245368316	-1.69357497244931	1.20191332739715	-5	-5	-1.87942606879415	-5	-5	-5	-0.994004876945309	-5	-3.16115090926274	-0.833806784829933
D037841	-5	-1.24980027217082	-1.23202827861838	-1.18309616062434	-1.6087119514047	-5	-1.20176382363206	-2.24184537803261	-2.18243463044022	-5	0.300778031787888	-5	-5	-5	-5	-5	-5	-1.17659098510746	-5	-1.25703932978585	-5
Healthy	-5	-2.46092390120722	-5	-5	-5	-5	-5	-5	-5	-5	-0.183785222618497	-5	-5	-5	-5	-5	-5	-0.443191117669001	-5	-1.72653572737865	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.684408155259487	-5	0.773256780027346	-5	-5	-5	-5	-0.930257923958355	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0723063465357404	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.38838288944566	-5	-5	-5	-5	-5	-5	-5	-5	0.559758245653739	-5	-0.453457336521869	-0.389723207082347	-5	-5	-5	-1.70245833218184	-5	-5	-5
Healthy	-5	-5	-5	-2.50863830616573	-5	-5	-5	-5	-5	-5	-1.43344466911694	1.0999743292284	-5	-5	-5	-0.0340555052128641	-5	-1.12953756841108	-5	-0.855830699958333	-0.483081399802494
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.0503066586969	-5	0.448497622954086	-0.519317693674513	-5	-5	-5	0.269823377146748	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.51600239174062	-5	0.799002633427716	-0.634137784597445	-5	-5	-5	-0.679687508574287	-5	-1.09012318200961	-5
Healthy	-0.36861711765869	-0.722482467030829	-1.57235162881307	-2.57839607313017	-5	-0.990464123380782	-0.843693200505927	-5	-1.79832982035342	-5	-0.431200065994475	-5	-5	-0.778038348494958	0.89859794537747	-5	-5	-1.28516748756667	0.250290670651591	-1.6416843599178	-5
Healthy	-5	-1.27539648460328	-5	-5	-1.88206616496036	-5	-0.247989987021235	-5	-5	-5	0.321749589169237	-5	-5	-5	-5	-5	-5	-1.42805836492554	-5	-2.11918640771921	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05310957321111	-5	0.0764984465715277	-0.189612884554164	-5	-5	-5	-1.47482557216473	-5	-5	-5
Healthy	-5	-1.12004441487725	-0.875821944525325	-1.28149831113273	-3.45593195564972	-1.6929320493387	-5	-2.71896663275227	-1.56783273055741	-5	1.18314195716851	0.295659446438594	-5	0.117592753487544	0.19867083023323	0.252362656552619	0.080630094003852	-1.5598783968122	-5	-1.47820835036088	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.61852390972497	-5	-5	-5	-0.133181197073952	-5	-5	-0.282371098078464	-5	-5	-5
Healthy	0.745344189297804	-5	-5	-5	-5	-5	-5	-1.99956592252068	-5	-2.19928292171761	0.27272787003026	-5	-5	-5	-5	-5	-5	-0.66346021924646	-5	-5	-5
Healthy	-5	-1.5927791070726	-5	-5	-5	-5	-5	-5	-5	-5	-0.0771811553851775	-5	0.36206381219044	-5	-5	-5	-5	-1.33554607141884	-5	-5	-5
Healthy	-5	-1.77572598570574	-5	-5	-5	-5	-5	-5	-5	-5	0.413874530323047	-5	-5	-1.10446696051593	-5	-5	0.465895670463438	-1.0783135245164	-5	-1.98589967848038	-1.83923143813887
Healthy	-5	-2.73992861201493	-5	-5	-5	-5	-5	-5	-5	-5	0.138249000256216	-5	-5	0.396019662011174	-0.967059062219146	0.151225776665486	-5	-1.55315228984419	-5	-0.824314271737918	-5
Healthy	-1.38573571264129	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.06004817884259	-5	-5	-0.834369937623816	-5	-5	-5	-0.863184342273151	-5	-5	-0.232569538766444
Healthy	-5	-5	-5	-2.56066730616974	-5	-5	-5	-5	-5	-5	1.10423130755858	-5	-5	-5	-5	-5	-5	-2.28735029837279	-5	-1.42712839779952	-5
Healthy	-5	-1.6399749108106	-5	-2.01547268665621	-5	-5	-5	-5	-5	-5	-0.246485882210803	-5	-0.42779079535561	-5	-5	-5	-5	-1.45879530931674	-5	-2.09044397075882	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.41630775358381	-5	1.03323511812521	-5	-5	-5	-5	0.177640371901474	-5	-5	-5
Healthy	-5	-5	-5	-1.73353310455976	-5	-1.52230007166787	-5	-5	-5	-5	0.438463235117634	-5	-0.715276075363843	-5	-5	0.613421060443361	-5	-1.64225567481962	-5	-0.757135703859293	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.733212517325166	-5	-5	-5	-5	-5	-5	-1.03720463014277	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.86774031046896	-5	-5	-5	-1.57462883356106	-5	-1.0670191780768	-5
Healthy	-5	-5	-5	-0.55899651635156	-5	-5	-5	-5	-5	-5	0.720810670029656	-5	-5	-5	-0.260403924259396	-5	0.0134439696559459	0.121678003481361	-5	-0.238718824881656	-0.317250402139351
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.932542759254293	-5	-5	-1.73683753503778	-5	-0.140489438261086	-5	-1.13088567302062	-5	-1.89109687233269	-5
Healthy	-5	-0.957897231962697	-1.71647263513831	-5	-5	-5	-5	-5	-5	-5	0.531036733508517	-5	-5	-5	-5	0.774708159190319	-5	-0.962334506649197	-5	-5	-5
