group	Enterobacteriaceae	Streptococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Coriobacteriaceae	Veillonellaceae	Lactobacillaceae	Eggerthellaceae	Micrococcaceae		Lachnospiraceae	Rikenellaceae	Bifidobacteriaceae	Dialisteraceae	Coriobacteriaceae	Erysipelotrichaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae	Eggerthellaceae
Healthy	8.72317	1.78662	0	0	0	0	0	0.1652	0		23.90019	1.42256	0.98161	0	0	0	0	0	0	0.1652
D065626	1.99955	0.12885	0.08976	0.21748	0.325	0	0.00974	0.03553	0		16.74318	1.0567	0	0	0.325	0.08976	0	0.00974	0	0.03553
Healthy	0.04332	0	0.12342	0	0.1867	0.2574	0	0	0		2.881	8.78881	0.69914	6.15186	0.1867	0.12342	0	0	0	0
Healthy	0	0.15456	0.01949	0	0.12107	0.11699	0	0.0021	0		19.8932	5.08743	0.8075	11.7787	0.12107	0.01949	0.00706	0	0	0.0021
Healthy	4.29812	0	0	0	0	0	0	0	0		0.82138	0	0	0	0	0	0	0	0	0
Healthy	0.15006	0	0	0	0	0	0	0	0		1.71925	1.55928	0.11591	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		28.14506	1.60216	0	0	0	0	0	0	0	0
Healthy	36.5553	0.30198	5.01324	0.23969	0.43092	0	0.01787	0.00195	0		22.14063	2.15734	1.79538	0	0.43092	5.01324	0.00663	0.01787	0.02758	0.00195
Healthy	13.1569	0.63046	0.01069	0	0	1.09726	0.00766	0	0.26675		0.01647	0	31.95102	0	0	0.01069	0.1008	0.00766	0.05599	0
Healthy	0.11372	0	0	0	0.39282	0	0	0.0192	0		8.84856	14.54996	1.60596	0	0.39282	0	0	0	0	0.0192
Healthy	0	0	0	0	0.94186	0	0	0	0		14.6789	1.73137	0.54728	0	0.94186	0	0	0	0	0
Healthy	0.06304	0	0.03752	0	0	0	0	0	0		6.36876	6.5187	0	0	0	0.03752	0	0	0	0
Healthy	0.013	0	0.02019	0	0	0	0	0	0		6.2586	6.60515	0	0	0	0.02019	0	0	0	0
Healthy	24.2319	0.008	0.0825	0	0	1.2527	0.02715	0.01149	0		7.86496	0	14.9663	0	0	0.0825	0.02296	0.02715	0	0.01149
Healthy	19.1221	0.61983	0.07222	0	2.01207	0.04766	0.02768	0.3801	0.04522		8.12596	1.17167	1.36108	4.32359	2.01207	0.07222	0.14345	0.02768	0.0633	0.3801
Healthy	0	0.04078	0.01586	0	0	0	0	0.63244	0		2.70631	0.68093	0	0	0	0.01586	0.11607	0	0	0.63244
Healthy	0	0.18376	0	0	0	0.32239	0	0	0		13.34422	7.18415	0.43899	4.56458	0	0	2.86011	0	0	0
Healthy	0	0.07353	0.04876	0	0.27018	0	0	0	0		3.07151	9.93505	0.14205	0	0.27018	0.04876	0	0	0	0
Healthy	0.19561	0.00989	0.09266	0	0.22329	0.9821	0	0	0		1.90125	0	0.35222	8.33533	0.22329	0.09266	0	0	0	0
Healthy	0	0.11352	0	0	0.42568	0	0.16398	0.11649	0		26.77934	8.83952	3.82903	0	0.42568	0	0	0.16398	0.53728	0.11649
Healthy	0	0.05338	0.39518	0.02445	0	0	0	0.02502	0		11.17312	0.09207	2.64798	10.8018	0	0.39518	0	0	0	0.02502
Healthy	0	0.43816	1.69054	0	0	0	0	0	0		29.99535	1.96006	1.96222	0	0	1.69054	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		16.55109	0	0	8.53501	0	0	0	0	0	0
Healthy	0	0.22885	0	0	0.82159	0	0	0	0		3.92018	18.35437	0.49837	15.8118	0.82159	0	0	0	0	0
Healthy	0.77207	0.03602	0.38385	0	0.92412	0	0	0.01272	0		0.33112	20.42799	0.35232	0.0543	0.92412	0.38385	0	0	0	0.01272
Healthy	0	5.24636	0	0	0	0	1.12435	0	0		36.01147	0.45432	0	11.5065	0	0	1.22018	1.12435	0	0
Healthy	0.31482	12.60717	13.6292	1.37375	10.1857	0	5.30757	0	0		20.2297	0	0	0	10.1857	13.6292	0	5.30757	0	0
Healthy	0	0	0	0	1.54424	0	0	0.14126	0		12.74574	10.64537	22.85291	2.77094	1.54424	0	0	0	0	0.14126
Healthy	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.15746	0.30649	0	0.03842	0	0	0	0		18.43263	0.95764	11.38012	1.35799	0.03842	0.30649	1.54375	0	0.17981	0
Healthy	0.41186	0	0.76067	0	0.7365	0	0	0	0		7.26758	13.16527	0.54253	0	0.7365	0.76067	0	0	0.47871	0
Healthy	1.19728	0	0.09488	0	0.49429	0.08763	0	0.01017	0		8.62687	13.86002	2.37977	0	0.49429	0.09488	0	0	0	0.01017
Healthy	0.52522	0.00871	0	0.08086	0	0	0	0	0		16.48728	0.93776	0.00671	0	0	0	0	0	0.00828	0
Healthy	1.53009	0.04895	0.04082	0	0	0	0	0	0		3.86972	1.34212	0.1998	0	0	0.04082	0	0	0	0
Healthy	0	0	0.77183	0	1.0425	0	0	0.04886	0		39.74508	0.16162	0	0	1.0425	0.77183	0	0	0	0.04886
Healthy	0.32244	0.04011	0.19195	0	0.25647	0.04924	0	0.03374	0		19.90236	1.44036	0.22869	0	0.25647	0.19195	0	0	0	0.03374
Healthy	0	0.03064	0.01972	0	0	0	0	0.61933	0		3.31897	0.7056	0	0	0	0.01972	0.09923	0	0	0.61933
Healthy	0	0.42056	0.13944	0	0.01273	1.62076	0	0	0		27.56382	1.22454	4.94532	2.69138	0.01273	0.13944	2.33741	0	0.91404	0
Healthy	0	0.6557	0	0	1.22308	0	0	0.38518	0		8.81391	6.99345	1.10682	0	1.22308	0	0	0	0	0.38518
Healthy	0	0.62887	0.01561	0	0	1.03204	0	0	0		20.025	9.44303	0.8236	0	0	0.01561	2.27438	0	0	0
Healthy	4.33422	0.00854	0	0.38356	0	0.0139	0	0	0		6.16911	3.55317	0.83193	0	0	0	0.00877	0	0.03076	0
Healthy	0	0.62619	0.05976	0	0.15854	0.32598	0	0	0		21.10819	0.11641	3.43227	0	0.15854	0.05976	0.09241	0	0	0
Healthy	0	0	0.18761	0.637	1.02178	0	0.1868	0	0		14.70753	1.70331	29.20783	4.18374	1.02178	0.18761	0	0.1868	0	0
Healthy	2.2402	0.00293	1.09513	0	0.29192	0	0.22798	0.00297	0		28.60614	1.95487	2.36875	0	0.29192	1.09513	0.00039	0.22798	0.04807	0.00297
Healthy	0.02163	0	0.05474	0	0	0	0	0	0		1.51988	14.18962	0.24501	6.06636	0	0.05474	0	0	0	0
Healthy	1.16571	0	0	0	0	0	0	0	0		10.0281	0.15674	0	0	0	0	0	0	0	0
Healthy	0	0.05049	0.27894	0	0.37188	0	0	0.00646	0		6.01201	7.152	0.10555	0	0.37188	0.27894	0	0	0	0.00646
Healthy	5.8991	0.17403	0.07095	0	0	0	0	0	0		4.46869	8.22474	0	0	0	0.07095	0	0	0	0
Healthy	0.16977	0	0.01133	0.0191	1.08593	0	0	0	0		8.31675	8.20474	37.08865	12.6715	1.08593	0.01133	0	0	0	0
Healthy	4.15535	0	0.08913	0	0.78563	0	0	0	0		14.48565	0	0	0	0.78563	0.08913	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		4.17292	1.14132	0	4.44452	0	0	0.55624	0	0.17449	0
Healthy	0	0	0	0	0	0	0	0	0		7.43583	11.95716	0	0	0	0	0.06369	0	0	0
Healthy	0.83011	0.2824	0.00651	0	1.76288	0.10213	0	0.00443	0		7.65504	0	8.72786	4.17739	1.76288	0.00651	0.06919	0	0.41818	0.00443
Healthy	0.12133	0	0	0	0	0	0	0	0		15.44684	2.31012	0	0	0	0	0	0	0	0
Healthy	0.01803	0.37978	0	0	0.89999	0.00152	0	0.11118	0.0024		9.27119	18.57703	4.88067	0	0.89999	0	0.02616	0	0	0.11118
Healthy	0.03682	0	0.03366	0.00214	0	0	0	0	0		6.18458	6.8974	0	0	0	0.03366	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		6.2661	6.6198	0	0	0	0	0	0	0	0
Healthy	0.85544	0.01961	0.01828	0	0.04032	0.03408	0	0	0		10.08996	1.03838	0.02502	0.00408	0.04032	0.01828	0.15391	0	0.04482	0
Healthy	0	0.02727	0.03518	0	0	0	0	0	0		5.47012	0.89537	0	0.00862	0	0.03518	0	0	0	0
Healthy	0.06507	0.00698	0.00927	0.04957	0.47648	0	0	0	0		3.35889	36.33956	1.06288	0	0.47648	0.00927	0.01746	0	0	0
Healthy	0	0.00652	0	0	0.23259	0	0	0.03935	0		6.93249	11.11293	3.40036	11.5282	0.23259	0	0	0	0	0.03935
Healthy	0.13846	0	2.00441	0	4.03141	0.0199	0	0	0.0319		4.16847	0.01139	0	0	4.03141	2.00441	0.11388	0	0.02375	0
Healthy	20.2688	0	0.0303	0	0.05517	0	0	0.00309	0		8.75941	9.89956	0.18972	0	0.05517	0.0303	0	0	0.07053	0.00309
Healthy	0	0	0	0.94274	1.66854	0	0.03244	0	0		35.46929	0.80643	24.34039	3.63077	1.66854	0	0	0.03244	0	0
Healthy	17.55351	0.06912	0.23116	0	0.406	0.1357	0.01903	0	0		16.3569	0.15593	2.06211	5.53835	0.406	0.23116	0.22229	0.01903	0.01566	0
Healthy	0.03885	0.05496	0.00986	0	0.49985	0	0	0.25519	0		3.83838	13.36729	5.64656	0	0.49985	0.00986	0	0	0	0.25519
Healthy	0.34609	0	0.23663	0	0.10993	0.00144	0	0	0		2.77276	7.64892	0.11959	0.13567	0.10993	0.23663	0.09159	0	0.00227	0
Healthy	0.14308	0.03248	0.15307	0	2.56278	0	0	0.00674	0		11.02139	3.98086	12.08697	0	2.56278	0.15307	0	0	0	0.00674
Healthy	4.70406	0	0	0	0	0	0	0	0		0.70297	0	0.01082	0	0	0	0	0	0	0
Healthy	3.32263	0	0	0	0	0	0	0	0		12.49805	13.18581	0	0	0	0	0	0	0	0
Healthy	6.22818	0.00384	0.44803	2.13829	0.31322	0	0	0.00561	0		24.13356	1.71799	0.50141	0	0.31322	0.44803	0	0	0	0.00561
Healthy	0	0.08385	0	0	0.63217	0	0	0	0		4.71433	2.39563	0.00349	0	0.63217	0	0	0	0	0
Healthy	0.33311	0	0	0	0.12196	1.25942	0	0	0		1.25265	0	0.13107	8.17304	0.12196	0	0	0	0	0
Healthy	14.5864	0	0.58377	0	0.85814	0	0	0	0		21.68265	6.04238	2.61555	0	0.85814	0.58377	0	0	0.37483	0
Healthy	0.62844	6.12311	0	0.04644	0.48741	0	0.14768	0	0.03882		17.46948	2.35026	0	0	0.48741	0	0	0.14768	0	0
Healthy	0.0125	0.45134	0.00708	0	0	0.32266	0.02137	0.01769	0.00462		27.91011	0.53123	16.9053	4.08964	0	0.00708	0.1173	0.02137	4.25088	0.01769
D065626	0.01187	0.02187	0.64013	0.2241	0.96929	0	0	0	0		11.4938	0	0.19179	9.09663	0.96929	0.64013	0	0	0	0
Healthy	1.24954	0.26561	0	0	0.01979	0.11013	0.06961	0	0.00518		53.23436	0.5964	0	0.00627	0.01979	0	0.55209	0.06961	0.19108	0
Healthy	0.04737	0.00428	0	0.03179	0.50041	0	0	0	0		3.42749	35.92199	1.08813	0	0.50041	0	0	0	0	0
Healthy	0	0.37544	0.49787	0.0428	0	0	0	0	0		4.26405	0	0	0	0	0.49787	0	0	0	0
Healthy	1.58462	2.81465	0.00696	0.00066	0.29786	0.02649	0.11904	0.02878	0.00128		5.54522	2.10149	2.82963	0	0.29786	0.00696	0.11106	0.11904	0.44237	0.02878
Healthy	20.0153	0	0.03193	0	0.05771	0	0	0.002	0		8.6329	10.12741	0.19624	0	0.05771	0.03193	0	0	0.06948	0.002
Healthy	0	0	0	0	0	0	0	0	0		29.16081	0	0	0	0	0	0	0	0	0
Healthy	0.1481	0	0.05177	0	1.43255	0	0.23522	1.48024	0.02803		26.38292	2.14289	0	0.00253	1.43255	0.05177	0	0.23522	0	1.48024
Healthy	0	0.47324	0.46948	0	0.20516	0.22768	0	0	0		21.55684	3.24319	16.29405	0.44594	0.20516	0.46948	0.70079	0	0.3121	0
Healthy	0	0.63454	0	0	1.12323	0	0	0	0		24.18977	7.86611	0	0	1.12323	0	0	0	0	0
Healthy	0	0	0.07994	0	0.08199	0	0	0	0		23.28935	24.07944	0	0	0.08199	0.07994	0	0	0	0
Healthy	0.09828	0	0	0.49896	0.14065	0	0	0	0		1.03574	6.75301	0.18179	0	0.14065	0	0	0	0	0
Healthy	14.8688	0.27704	0.31381	0	1.55855	0.01258	0	0	0.03119		10.0247	0.23432	7.56891	1.35744	1.55855	0.31381	1.26037	0	0	0
Healthy	0	3.37714	0	0	1.20736	0	0	0	0		0.00082	0	3.12885	0	1.20736	0	0	0	0.27147	0
Healthy	0	0	0.00823	0	0.03161	0	0	0	0		7.31327	7.01762	0	0.25213	0.03161	0.00823	0.01065	0	0.00853	0
Healthy	1.08666	0	0	0	0	0.81161	0	0	0		2.33978	0	0.18923	10.1021	0	0	0	0	0	0
Healthy	36.26395	0.23593	0	0	0.01979	0	0.20284	0	0.11376		0.00066	0.00079	15.97303	0.003	0.01979	0	0	0.20284	0	0
Healthy	0.01087	2.2691	5.80207	0	0	0	0.00836	0.08012	0.05824		0	0	68.54637	0	0	5.80207	0.01208	0.00836	0	0.08012
Healthy	0	0	0.28608	0	0.44994	0	0	0.00979	0		27.26408	4.65471	0.74042	0.58488	0.44994	0.28608	0	0	0	0.00979
Healthy	0	0.38826	0.02335	0	0	0.09858	0	0	0		7.35747	17.79744	0.84436	0	0	0.02335	0.79108	0	0	0
Healthy	0	0.08611	0.01064	0	0.01525	0	0	0.12822	0		21.01253	20.4644	0	0	0.01525	0.01064	0.08152	0	0	0.12822
Healthy	0.31831	0.7474	0.00472	0	0.49397	0.12712	0	0.23592	0		33.72042	5.548	15.07713	0	0.49397	0.00472	0.0516	0	0	0.23592
Healthy	0.08662	0.3206	0.76064	0	1.25139	0	0	0.07338	0		1.37718	9.93787	1.27208	0.65359	1.25139	0.76064	0	0	0	0.07338
Healthy	0.01385	0.13924	0.16233	0.00338	0.78678	0.00043	0.01557	0.3966	0		38.77051	2.22747	0.68544	6.03338	0.78678	0.16233	0	0.01557	0.04949	0.3966
Healthy	0.22738	0.01704	2.60911	0	0.17557	0.00598	0	0	0		37.87588	0.57368	0.50729	0	0.17557	2.60911	0	0	0.0457	0
Healthy	0.05094	0	26.8213	0.42832	1.27721	0	0	0	0		29.04791	0	0	0	1.27721	26.8213	0	0	0.31367	0
Healthy	0.08454	0	0.00421	0	0.1514	0.00919	0	0.0158	0		6.68509	13.9648	0.54287	0.30245	0.1514	0.00421	0.05001	0	0	0.0158
Healthy	0	0.04866	0.01736	0	0	0.00272	0	0.13274	0		21.21494	20.45013	0	0	0	0.01736	0.08671	0	0	0.13274
Healthy	0	0.45093	0	0	0.04727	0	0	0	0		4.94835	2.14257	0.23573	4.49182	0.04727	0	0	0	0	0
Healthy	0.50787	0.33725	0.00273	0.00047	1.41792	0.15287	0.59849	9e-05	0.00081		9.0442	0.02788	16.26882	0	1.41792	0.00273	0.14236	0.59849	0.36748	9e-05
Healthy	7.10518	0	0.0567	0	0	0	0	0	0		1.49691	0	0	0	0	0.0567	0	0	0	0
Healthy	7.89286	0.18153	0.13576	0	0	0	0	0	0		1.50702	0	0.01803	0	0	0.13576	0.00349	0	0.02704	0
Healthy	0.0312	0	0	0	0.20584	0	0	0	0		19.24209	2.18603	0	0	0.20584	0	0.63508	0	0	0
Healthy	1.42355	0	0	0	0	0.85442	0	0	0		2.23596	0	0.19038	9.99851	0	0	0	0	0	0
D065626	12.37679	36.27656	0.11443	18.5511	4.08367	0.02323	0.0181	0	0.15256		7.34983	0.17172	0.98163	0.23946	4.08367	0.11443	0.02765	0.0181	0	0
Healthy	0	0	0	0	0	0	0	0	0		1.06106	16.99391	3.01575	0	0	0	0	0	0	0
Healthy	0	0	0.00325	0	0	0	0	0	0		40.71591	0.13982	0	0	0	0.00325	0	0	0.17064	0
Healthy	0	0.88816	0.07627	0	0.09729	0	0	0	0		53.18129	2.64371	1.20962	0	0.09729	0.07627	0.80512	0	0	0
Healthy	2.02486	0	0.68327	0	0	0	0	0	0		10.85007	0.25164	0	0	0	0.68327	0	0	0	0
Healthy	0	0	0	0	0	1.08433	0	0	0		7.29029	12.91453	1.45738	0	0	0	0.16896	0	0	0
Healthy	0.09578	0.15366	0.21879	0.01513	0	0.01465	0.00164	0.03481	0		5.76116	7.25476	9.78573	2.06008	0	0.21879	0	0.00164	0.3475	0.03481
Healthy	0	0	0	0	0	0	0	0	0		59.80062	0	0	0	0	0	0	0	0	0
Healthy	0	0.00856	0	0	0.13627	0	0	0	0		2.2979	16.18391	0	0	0.13627	0	0	0	0	0
Healthy	0	0	0.66958	0.85135	0	0	0	0	0		32.23929	0	0	0	0	0.66958	0.17709	0	0.1303	0
Healthy	0.0023	0.04854	0.33309	1.91267	0.80354	0	0.0054	0.06949	0		13.15922	6.48178	1.11152	0	0.80354	0.33309	0.00067	0.0054	0.06409	0.06949
Healthy	0.12705	0.19808	0.02366	0	1.64591	0.06592	0	0.0413	0.02054		12.18197	6.87964	0.00451	0	1.64591	0.02366	0.13753	0	0.07096	0.0413
Healthy	0.01534	0	0.08973	0	0.01377	0	0.20444	0	0		10.34783	1.7444	0.0182	0	0.01377	0.08973	0	0.20444	0	0
Healthy	0.11158	0.23597	0	0	0	0.1828	0	0	0		3.84507	0	0.29078	7.60787	0	0	0	0	0.02336	0
Healthy	0	0	0	0	0	0	0	0.04592	0		0.48038	21.49196	1.80626	0	0	0	0	0	0	0.04592
Healthy	0	2.84626	0	0	0	1.89201	0	0	0		33.13396	0.65522	0.11701	0	0	0	2.42337	0	0.14147	0
Healthy	0.06915	0.01818	0.00832	0	0.07106	0	0	0	0		0.67954	17.29893	0.10579	0	0.07106	0.00832	0	0	0	0
Healthy	4.60107	0.47669	0.00243	0.01177	0.39321	0.19438	0.00162	0	0.02022		42.1433	0.55341	6.32097	0.21265	0.39321	0.00243	3.57459	0.00162	0.3246	0
Healthy	0.11908	0	0	0	0.03071	0	0	0.09883	0		0.43796	20.68522	1.29068	0	0.03071	0	0	0	0	0.09883
Healthy	0	0.33301	0	0	0	0	0	0	0		34.76998	2.84919	0	0.72017	0	0	0	0	0	0
Healthy	0	0	0.12645	0	0	0	0	0	0		12.04523	0.71029	0.12503	0	0	0.12645	0.30838	0	1.09735	0
Healthy	0	0	0.21739	0	0.41511	0	0	0.08687	0		22.19672	4.98508	0.71637	0	0.41511	0.21739	0	0	0.0604	0.08687
Healthy	0.03415	0	0	0.53015	0.21482	0	0	0	0		1.09932	6.76597	0.10089	0	0.21482	0	0	0	0	0
Healthy	0	0	0.01337	0	0	0	0	0	0		6.21473	6.72163	0	0	0	0.01337	0	0	0	0
Healthy	0	0	1.07267	0.69436	0	0	0.01135	0	0		36.35747	1.02352	0	0	0	1.07267	0	0.01135	0	0
Healthy	0.73345	0.32499	0.15435	0.0474	0.53955	0.02796	0	0.24038	0		31.55927	8.99015	5.40885	0	0.53955	0.15435	0.01562	0	0.24465	0.24038
Healthy	0	0	0.2653	0	0	0	0	0	0		4.91676	11.35779	0.41078	6.31994	0	0.2653	0	0	0	0
Healthy	0	0.66423	2.1766	8.15624	0	0.04633	0	0	0		39.0706	0.34616	0	0	0	2.1766	0.15943	0	0.26053	0
Healthy	0	0.02681	0.97187	0.19304	0	0.02023	0	0	0		26.32467	2.78925	0	0	0	0.97187	0	0	0.09806	0
Healthy	0	0.74462	0	0	0	0.64077	0	0	0		33.05535	0.02312	0	4.57048	0	0	4.39909	0	0.03879	0
Healthy	0	0	0	0	0	0	0	0	0		21.93724	0.04863	0	0	0	0	0	0	0	0
Healthy	0	0	2.17997	6.58858	0	0	0	0	0		48.3281	0.18302	0	0	0	2.17997	0	0	0	0
Healthy	0	0	0	0	0.12327	0	0	0	0		14.67714	1.5998	0.3102	16.99	0.12327	0	0	0	0	0
Healthy	0.00598	0.06986	0.06953	0	0.74275	0	0.00606	0.07751	0		9.13022	1.84096	0.69767	0	0.74275	0.06953	0	0.00606	0.25445	0.07751
Healthy	2.17703	0	0	0	0	0	0	0	0		2.3579	11.22962	0	0	0	0	0	0	0	0
Healthy	0.9048	0	0	0	0	0	0	0	0		4.3233	0.84389	0	0	0	0	0	0	0	0
Healthy	0.156	0.11649	0	0	0	0.02233	0	0	0		4.94508	16.18189	3.77457	7.71695	0	0	0	0	0	0
Healthy	0.19592	0.27816	0.12312	0	0.02948	0	0	0	0		6.10076	6.94094	0.10261	7.84447	0.02948	0.12312	0.12544	0	0	0
Healthy	1.98827	8.41328	0.08514	0.0429	0.94806	0.17349	0	0.00817	0.01732		25.85865	2.84752	1.03112	0	0.94806	0.08514	0.29311	0	0.08585	0.00817
Healthy	0.8409	0.04759	0.3464	0	0.90038	0	0	0.00145	0		0.39727	20.39377	0.33965	0.05245	0.90038	0.3464	0	0	0	0.00145
Healthy	0	0.01669	0	0	1.07829	0.08001	0.17221	0.15706	0		23.1214	6.05552	13.83857	3.62832	1.07829	0	0	0.17221	0	0.15706
Healthy	0	0	0.04466	0	0.23407	0	0	0.01432	0		14.30488	7.04556	0.95531	0.00949	0.23407	0.04466	0	0	0	0.01432
Healthy	0.0166	0.0057	0.79313	0	0.16107	0.00837	0	0.00302	0		5.16048	3.86897	2.19745	0	0.16107	0.79313	0.00312	0	0	0.00302
Healthy	0.14608	0.03945	0	0	0	0.17171	2.44232	0	0		51.5811	0.01523	1.85663	0	0	0	0.81724	2.44232	0	0
Healthy	0	0	0	0	0	0	0	0	0		7.96512	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.07138	0	0.18389	0	0	0.02569	0		14.87926	7.02022	0.92934	0	0.18389	0.07138	0	0	0	0.02569
Healthy	1.46894	0	0	0	1.24327	0	0	0	0		11.87646	3.04116	30.42558	0	1.24327	0	0.02101	0	0	0
Healthy	8.92773	0.0536	0.21254	0.01202	1.37624	0	0.01885	0.02122	0		4.94846	4.83955	1.02205	0	1.37624	0.21254	0	0.01885	0.02929	0.02122
Healthy	2.36936	0	0.6794	0	0	0	0	0	0		8.98616	0.76475	0	0	0	0.6794	0	0	0	0
Healthy	0	0	0	0	0.09112	0.47985	0	0.1373	0		4.17281	17.11448	0.30789	0	0.09112	0	0	0	0	0.1373
Healthy	0	0	0	0	0	0	0	0	0		34.08294	0.5278	0	0	0	0	0	0	0	0
Healthy	0.88981	0	1.22395	0	1.34746	0	0	0.0312	0		6.92522	5.11698	3.6994	0	1.34746	1.22395	0	0	0.77774	0.0312
Healthy	0.01881	0	0	0	0.08697	0	0	0.07801	0		8.55894	22.95987	0.16327	0	0.08697	0	0	0	0	0.07801
Healthy	3.03512	0.06105	0	0	0	0	0	0	0		11.79339	0	0	0	0	0	0	0	0	0
Healthy	0.15672	0.00238	0.04577	0	1.44477	0	0.27624	1.38597	0.01863		26.51651	2.48109	0	0	1.44477	0.04577	0	0.27624	0	1.38597
Healthy	0	0.07188	0.02131	0	0.27812	0	0	0	0		3.00541	9.66916	0.13651	0	0.27812	0.02131	0	0	0	0
Healthy	0	0.04178	1.40203	3.80833	0.05465	0.01151	0	0.00437	0		40.44502	1.19174	0.17593	0	0.05465	1.40203	0.02071	0	0	0.00437
Healthy	1.52966	0.07435	0.21813	0.08625	0	0.27273	0	0	0		3.21397	0	0.79952	0	0	0.21813	0.26021	0	0	0
Healthy	0	0.3656	0.41223	0	2.6492	0	0.00838	0.44845	0		8.85158	0.63337	14.18773	0	2.6492	0.41223	0	0.00838	0.84831	0.44845
Healthy	0.55057	0.1102	0.55101	0	0.61158	0	0	0.01007	0		0.64548	21.1342	1.1593	3.05247	0.61158	0.55101	0	0	0	0.01007
Healthy	20.3087	1.27813	3.73091	0.80914	0.31888	0.0364	0	0	0		18.04659	3.70226	12.67898	0	0.31888	3.73091	0.35054	0	0.08155	0
Healthy	13.87331	0.13172	1.27154	0	0.46059	0	0.02058	0.02677	0.00297		32.29868	3.76839	1.53924	0	0.46059	1.27154	0.00472	0.02058	1.22216	0.02677
Healthy	0	0	0	4.71198	0	0	0	0	0		68.6472	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	2.36464	0	1.48967	0	0		1.80825	1.64081	68.52561	0.07785	2.36464	0	0	1.48967	0	0
Healthy	0.10908	0.01802	0.00812	0	0.05245	0	0	0	0		0.6291	17.20525	0.10741	0	0.05245	0.00812	0	0	0	0
Healthy	0	0.01987	0	0	0.1284	0.00205	0	0.19879	0		2.43911	20.6982	0	0.37059	0.1284	0	0.05958	0	0	0.19879
Healthy	1.9833	0	0.68798	0	0	0	0	0	0		11.01938	0.24765	0	0	0	0.68798	0	0	0	0
Healthy	0.16116	1.0108	0	0	0.03368	0.04284	0	0.03523	0		9.66539	1.53582	0	0	0.03368	0	0.05187	0	0.00482	0.03523
Healthy	0	0	0	0	0.02815	0	0	0.06874	0		1.61676	12.39533	0	0.12854	0.02815	0	0	0	0	0.06874
Healthy	0.05114	0.06992	0.08292	0	0.26007	0.0346	0	0.03848	0.00407		27.24245	5.94902	1.3583	0	0.26007	0.08292	0.16317	0	0	0.03848
Healthy	0.98729	0	0	0	0	0.833	0	0	0		2.35118	0	0.18963	10.2351	0	0	0	0	0	0
Healthy	0.03126	0.03303	0.10997	0	0.03267	0	0	0	0		15.78426	3.97852	0.01225	0	0.03267	0.10997	0	0	0.00215	0
Healthy	0	0.02287	0	0	0.09209	0.00577	0	0.23348	0		2.46944	19.57557	0.00663	0.39579	0.09209	0	0.03982	0	0	0.23348
Healthy	0	0.16055	0	0	1.45176	0	0	0	0		30.28078	0.81495	11.93517	12.5399	1.45176	0	0	0	0	0
Healthy	0.237	0.02585	0.02333	0.09758	0.5983	0.01346	0	0	0		18.47232	2.06286	1.31362	0	0.5983	0.02333	0.04776	0	0.08091	0
Healthy	0	0	0	0	0	0	0	0.03998	0		32.3508	0.75499	7.72499	6.02966	0	0	0	0	0	0.03998
Healthy	0	0.00215	0.151	0	0.67306	0.0301	0	0.03216	0		4.20039	5.00096	5.60796	18.2612	0.67306	0.151	0	0	0	0.03216
Healthy	0.13507	0.01444	0.02359	0	0.18891	0.03121	0	0.03936	0		6.43907	14.32942	0.56243	0.33089	0.18891	0.02359	0.01467	0	0	0.03936
Healthy	2.40992	1.24677	0	0	0.00225	0.02441	0	0	0.08706		0.02297	0.00317	76.15647	0	0.00225	0	0.00104	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		1.14541	30.61773	0	4.76088	0	0	0	0	0	0
Healthy	0	0.14836	1.34708	1.84622	2.50489	0	0	0.60179	0.00042		22.7155	3.78708	0.04632	0	2.50489	1.34708	0.00117	0	0	0.60179
D065626	3.22205	2.97572	0.06328	0	0.77361	0.12418	0	0	0.00103		14.95566	10.33914	2.18001	0	0.77361	0.06328	0.01495	0	0	0
Healthy	0	0.62969	6.45829	0	0.90387	0	0	0	0		58.1828	0.54154	3.50098	0.41633	0.90387	6.45829	0	0	0.76581	0
Healthy	0	0.11874	0.25445	0	0.35908	0	0	0	0		6.20321	7.26438	0.11793	0	0.35908	0.25445	0	0	0	0
Healthy	0	0.37922	0	0	0	0	0	0	0		4.74071	1.98787	0.21147	4.20297	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		27.39515	2.23905	0	1.71106	0	0	0	0	0	0
Healthy	0	0.09596	0.46967	0.1644	0.38212	0.00205	0.0193	0.06624	0.00155		27.72066	0.99057	0	0	0.38212	0.46967	0.00664	0.0193	0	0.06624
Healthy	0	0.08565	0.03873	0	0	0	0	0.13003	0		20.06613	20.05671	0	0	0	0.03873	0.08017	0	0	0.13003
Healthy	1.78426	0	0	0.10907	4.22563	0	0	0	0		1.19916	8.46115	16.91271	0	4.22563	0	0	0	0	0
