group	Enterobacteriaceae	Streptococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Coriobacteriaceae	Veillonellaceae	Lactobacillaceae	Eggerthellaceae	Micrococcaceae		Lachnospiraceae	Rikenellaceae	Bifidobacteriaceae	Dialisteraceae	Coriobacteriaceae	Erysipelotrichaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae	Eggerthellaceae
Healthy	1.27172	0.30198	0.05464	0	0.85897	0.41101	1.76822	0.00556	0		21.20273	0.18145	0.49914	0.6896	0.85897	0.05464	0.48809	1.76822	0.02005	0.00556
Healthy	0.56505	0	0.27752	1.06388	0.18263	0	0	0	0		6.4048	7.90788	2.96717	0	0.18263	0.27752	0.015	0	0.02365	0
Healthy	10.2371	0.00571	0.1539	0	1.24106	0	0	0.16902	0		0.41297	1.21987	0.00698	2.75299	1.24106	0.1539	0	0	0	0.16902
Healthy	0	3.44137	0	0	2.03488	0	1.16277	0	0		12.59497	7.05682	9.5138	0	2.03488	0	0	1.16277	0	0
Healthy	0	0	2.43155	0	0.24039	0	0	0	0		17.74424	8.9636	0.43635	0	0.24039	2.43155	0	0	0.0811	0
Healthy	0	0.11753	0	0	0.34772	1.40193	0	0	0		3.77426	11.39818	0.96541	5.78976	0.34772	0	0.11712	0	0	0
Healthy	1.63541	0.05052	0.05664	0	0	0	0	0	0		3.62742	1.51475	0.20043	0	0	0.05664	0	0	0	0
Healthy	0	0	0	0	0.06261	0	0	0	0		10.0246	9.20106	3.06287	0.79588	0.06261	0	0	0	0	0
Healthy	0.11603	0	0.00697	0	0	0	0	0	0		1.48986	14.84236	0.27841	6.0438	0	0.00697	0	0	0	0
Healthy	0.0171	0	0.04769	0	0.01468	0	0	0	0		4.66185	8.28848	0.00483	4.18391	0.01468	0.04769	0	0	0	0
Healthy	0	0	0.0077	0	0	0	0	0	0		38.72134	0.41145	0	0	0	0.0077	0	0	0.15557	0
Healthy	0.248	0	0	0	0	0	0	0.24821	0		0.76608	17.33275	2.46911	0	0	0	0	0	0	0.24821
Healthy	1.50464	0.07207	0.04716	0	0	0	0	0	0		4.12593	1.4391	0.2136	0	0	0.04716	0	0	0	0
Healthy	0.61381	0.03416	0.04079	0.03289	0	0.00027	0	0.03021	0.00453		18.19203	0.10966	1.02418	0	0	0.04079	0.02509	0	0.00694	0.03021
Healthy	1.2401	0	0.32979	0	0.63764	0	0	0.01524	0		0.88446	2.44263	0.01614	9.07253	0.63764	0.32979	0	0	0	0.01524
Healthy	0	0	0	0	4.32143	0	0	0	0		52.88648	0	1.8103	0	4.32143	0	0	0	0	0
Healthy	0.02444	0.01008	0.03102	0.07689	0.89432	0.00139	0	0	0		0.72839	0	5.16666	0	0.89432	0.03102	0	0	0	0
Healthy	3.81471	0	0	0	0.00743	0	0	0	0		12.47854	13.31968	0	0	0.00743	0	0	0	0	0
Healthy	0	0.00221	0.17465	0	0.58633	0.01661	0	0.02223	0		4.18866	4.89091	5.57605	18.0292	0.58633	0.17465	0	0	0.01066	0.02223
Healthy	0.29626	0	0.01001	0.02655	0.28892	0	0.00913	0.00032	0		8.46781	0.93521	0	0	0.28892	0.01001	0.02027	0.00913	1.00951	0.00032
Healthy	0	0.11859	0.58646	0	0.1074	0	0.31235	0	0		24.57283	2.85363	2.10578	0	0.1074	0.58646	0	0.31235	0	0
Healthy	0	2.07131	0.09467	0	0.44716	0.31699	0.08321	0	0		34.36928	0.8234	1.60928	0	0.44716	0.09467	0	0.08321	0.03265	0
Healthy	0.01937	0	0.05616	0	0	0	0	0	0		1.75971	14.50295	0.27597	6.00624	0	0.05616	0	0	0	0
Healthy	0	0	0.36672	0	0	0	0	0	0		68.64843	0	0	0	0	0.36672	0	0	0.14174	0
Healthy	0	0.23377	0.00144	0	0.23723	0.18278	0	0	0		27.51525	2.4822	1.18394	0	0.23723	0.00144	1.59734	0	0.03624	0
Healthy	0	0	0	0	0	0	0	0	0		0.79525	8.96125	0.01073	2.78692	0	0	0	0	0	0
Healthy	1.28812	0	0.31449	0	0.72688	0	0	0.02455	0		0.83639	2.55997	0.02617	9.10087	0.72688	0.31449	0	0	0	0.02455
Healthy	0	0	0	0	0.28368	0	0	0.02872	0		6.71303	11.19774	3.34891	11.0352	0.28368	0	0	0	0	0.02872
Healthy	0.17479	0.29101	0.01423	0.20295	0	0.95532	0.00147	0.02643	0.03119		26.45181	0.02575	0.95996	3.03606	0	0.01423	0.69662	0.00147	0.26809	0.02643
Healthy	0.02403	0	0.29405	0	0	0	0	0	0		4.87012	11.76911	0.39499	6.07134	0	0.29405	0	0	0	0
Healthy	0.66821	0	0	0	0	0.84313	0	0	0		92.4206	0	0	0	0	0	0	0	0	0
Healthy	0.12429	2.26844	1.1746	0	1.85177	0	0	0.04119	0		34.44731	5.50644	0	0	1.85177	1.1746	0	0	0	0.04119
Healthy	1.66891	0.73755	0	0	0	0.06947	1.56992	0.57416	0		34.59798	2.88958	8.16723	2.47997	0	0	0.19744	1.56992	0.20024	0.57416
Healthy	0.09296	0	0	0	7.18979	0	0	0.28235	0		43.05313	0.87715	11.2962	0	7.18979	0	0	0	0.07026	0.28235
Healthy	2.41736	0	0	0	0	0	0	0	0		2.50648	11.73996	0	0	0	0	0	0	0	0
Healthy	10.872	0.01391	0.15424	0	1.29195	0	0	0.16498	0		1.41648	1.28968	0.01157	2.61884	1.29195	0.15424	0	0	0	0.16498
Healthy	0	0	18.7223	0	0	0	0	0	0		3.29556	0	0	0	0	18.7223	0	0	0	0
Healthy	0.52267	0.11431	0	0	0	0	0	0	0		0.90055	10.26306	0.12933	0	0	0	0	0	0	0
Healthy	0	0.05784	0	0	0	0	0	0	0		22.67387	4.52153	0.00314	0	0	0	0.31482	0	0	0
Healthy	0.24778	1.70933	0.04458	0.08006	0.32606	0.00604	0.35403	0.01272	0		32.36244	0.73389	1.43912	7.10961	0.32606	0.04458	0.06497	0.35403	0.0066	0.01272
Healthy	0	0.36466	0.006	0	1.15143	0.00292	0.09512	0.22875	0		18.01938	7.22997	1.13852	0.20876	1.15143	0.006	0	0.09512	0.04859	0.22875
Healthy	16.4746	0.00196	0.7963	0.11776	0	0.005	0	0.64845	0		7.0108	1.14066	0.01053	5.34123	0	0.7963	0	0	0	0.64845
Healthy	0	0.02929	0.46136	0	0.14457	0	0	0.03319	0		5.53006	1.1895	67.91905	0.3099	0.14457	0.46136	0.52049	0	0.21581	0.03319
Healthy	0.06226	0	0	0.50787	0.09098	0	0	0	0		1.01419	6.67218	0.16311	0	0.09098	0	0	0	0	0
Healthy	0	0	0.00268	0	0	0.01022	0	0	0		21.28276	2.70465	0.02445	3.98621	0	0.00268	0.31172	0	0.01236	0
Healthy	5.0916	0	0	0	0	0	0	0	0		0.65403	0	0.00517	0	0	0	0	0	0	0
Healthy	0.10554	0.2548	0.12524	0	0.02172	0.00293	0	0	0		6.0521	6.81481	0.07207	7.97101	0.02172	0.12524	0.11909	0	0	0
Healthy	0	0.033	3.16374	0	0.43965	0	0.0102	0	0		13.55958	5.69575	0.28743	0	0.43965	3.16374	0	0.0102	0	0
Healthy	0.08787	0.00703	0.13694	0	0.37631	0.01684	0	0	0		20.78452	6.56054	0.52184	0	0.37631	0.13694	0.17217	0	0.02864	0
Healthy	6.63881	2.02211	0	0.19939	0	3.42889	15.26753	0	0		15.24657	0.03418	0	0	0	0	0.5638	15.26753	0	0
Healthy	0	0.02839	0	0	0.106	0.01122	0	0.18957	0		2.35519	19.40945	0	0.41121	0.106	0	0.01468	0	0	0.18957
Healthy	0.02937	0	0.14397	0	0.08966	0	0.23763	0	0		10.82104	2.10601	0.1362	0	0.08966	0.14397	0	0.23763	0.00356	0
Healthy	6.99916	3.17463	5.23996	0.51123	1.16741	0.30352	0.83067	0	0.04801		40.89378	0	0	0	1.16741	5.23996	0.6209	0.83067	1.85593	0
Healthy	8.47483	3.24363	6.05915	0	3.22833	0	9.04567	0.00837	0		28.36723	0.37559	8.02004	0.01346	3.22833	6.05915	0	9.04567	0	0.00837
Healthy	0	0.16048	0	0	0.66879	0	0	0	0		12.70828	2.61705	0.0674	0	0.66879	0	0	0	0	0
Healthy	0	0.05776	0.0103	0.01929	0.0715	0.01432	0	0.02603	0		25.61626	2.63569	0.07351	0	0.0715	0.0103	0	0	0.10707	0.02603
Healthy	63.5736	0.15801	1.1913	0	0	0	0.00302	0	0.91644		0.03276	0	11.59136	0	0	1.1913	0	0.00302	0	0
Healthy	0	0	0	0	0.06718	0.49903	0	0.12188	0		4.48996	17.73796	0.4311	0	0.06718	0	0	0	0	0.12188
Healthy	4.79591	0.00834	0	0	0	0	0	0	0		0.69422	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.14165	0	3.6776	0	0	0.35731	0		4.67138	1.16635	22.0966	0	3.6776	0.14165	0	0	0.39186	0.35731
Healthy	0.03607	0	0	0	0.09633	0	0	0.09678	0		8.20025	22.59041	0.14003	0	0.09633	0	0	0	0	0.09678
Healthy	0.01048	0.10882	0.61799	1.35152	0.00856	0.15387	0.12169	0	0		27.67931	0.05445	0.00054	0	0.00856	0.61799	0.08016	0.12169	0.62265	0
Healthy	0	0	0	0	0	0	0	0	0		19.82791	13.97793	20.4019	0	0	0	0	0	0	0
Healthy	0	0	0.52707	0	0	0	0	0	0		12.4706	0.94125	0.0046	0	0	0.52707	0	0	0	0
Healthy	0.19702	0.01322	0.02396	0	0.09144	0	0.05234	0.05835	0		5.05638	1.99595	0.0526	0	0.09144	0.02396	0	0.05234	0.03951	0.05835
Healthy	1.58934	0.03801	0.01445	0	0.11694	0	0	0.06941	0		4.00389	0.69358	0.90232	0	0.11694	0.01445	0	0	0	0.06941
Healthy	1.18257	0.02009	0.01103	0	0.94984	0.31721	0.15999	0.04844	0		6.01233	0	3.54348	0	0.94984	0.01103	0.03244	0.15999	0.10232	0.04844
Healthy	0.02717	0.03296	0	0	0.20577	0.08033	0	0.10709	0		8.01665	1.65976	0	0	0.20577	0	0	0	0	0.10709
Healthy	0	0.29205	0.01987	0	0.06931	0.75946	0.00838	0	0		34.96723	0.9809	0.65157	5.29099	0.06931	0.01987	0.04464	0.00838	0.00861	0
Healthy	0.23361	0.62767	0	0	0.03927	0.09855	0	0.01877	0		6.7935	1.6802	0.03074	0	0.03927	0	0.22962	0	0.06545	0.01877
Healthy	0.00309	0.13458	0.21919	0.99854	0	0	0.01958	0.03917	0		26.42567	0.4737	3.562	0.47126	0	0.21919	0	0.01958	0.15375	0.03917
Healthy	0.02339	0.04352	0.05304	0.14075	0.57964	0	0	0	0		3.71935	13.37743	0.71192	0	0.57964	0.05304	0	0	0	0
Healthy	1.592	0.91443	0.14384	0	3.61287	0	0.01762	0.18644	0.02484		25.38143	6.79119	1.63339	0	3.61287	0.14384	0.65152	0.01762	0.05022	0.18644
Healthy	0.39698	0.30918	0.301	0	0.0357	0.06305	0	0.01007	0		3.95109	0.06269	0.92561	0	0.0357	0.301	0.04379	0	0.07867	0.01007
Healthy	0	0.09446	0.03032	0	0.2266	0.00462	0	0.00219	0		6.7284	12.63168	2.70311	0.9289	0.2266	0.03032	0.03709	0	0	0.00219
Healthy	5.30433	0.02053	6.3173	0	0	35.66707	0	0.00919	0		5.06807	0.00024	0.9442	0	0	6.3173	0	0	0	0.00919
Healthy	0.11974	0.02158	0.01094	0	0	0.00032	0	0.07984	0		28.37237	8.64646	0	0	0	0.01094	0.06263	0	0.12332	0.07984
Healthy	0.14568	0.22923	0.00816	0	0.04008	0	0	0	0		20.3958	7.39624	0	0	0.04008	0.00816	0.00038	0	0	0
Healthy	0.19218	1.80732	5.89277	3.12666	0.11124	0	0.07119	0	0		27.31611	0	0	0	0.11124	5.89277	0	0.07119	0.02134	0
Healthy	1.63128	0.05997	0.02866	0	0.13174	0	0.00331	0.07473	0		2.72289	0.69135	0.96963	0	0.13174	0.02866	0	0.00331	0	0.07473
Healthy	1.86282	5.88432	0	0	1.97135	0.30193	0	0	0		21.5874	5.14178	1.52765	0	1.97135	0	0	0	0	0
D065626	0.36503	2.87497	2.25403	0.01535	0	0.04583	0.25719	0	0.056		19.28762	0.34258	0	0.02141	0	2.25403	0	0.25719	0	0
Healthy	0.00914	7.02442	0	0	0	0	0	0	0.03121		0	0	20.61762	0	0	0	0.02567	0	0	0
Healthy	99.3463	0	0.12628	0	0	0	0	0	0		0	0	0	0	0	0.12628	0	0	0	0
Healthy	0.02692	0.02009	0	0	0.31079	0	0	0.04927	0		10.84597	25.59564	0.84055	0.04927	0.31079	0	0	0	0	0.04927
Healthy	0	0	0	0	0	0	0	0	0		37.59467	2.57988	0	7.87332	0	0	0.24418	0	0	0
Healthy	1.61551	0.09256	1.33064	0.11949	0.04012	0	0.09276	0	0		49.1509	0	0	0.02525	0.04012	1.33064	0.02325	0.09276	0	0
Healthy	0	0	0	0	0	0	0	0	0		58.2224	0.13037	0	0	0	0	0	0	0	0
Healthy	0	0.0606	1.16513	0.15301	0.12651	0.00167	0	0	0		59.30929	0.28525	0.7182	0	0.12651	1.16513	0.00837	0	0.03468	0
Healthy	0	0	0	0	0	0	0	0	0		21.2987	0	0	0	0	0	0	0	0	0
Healthy	21.1738	1.24908	3.51248	0	0.33167	0.0505	0	0	0		18.25151	3.60633	12.64884	0	0.33167	3.51248	0.327	0	0.05991	0
Healthy	0	0.03694	0	0	0.08819	0.00193	0	0.2305	0		2.44182	19.43928	0	0.45718	0.08819	0	0.05671	0	0	0.2305
Healthy	0	0	0	0	0.84446	0	0	0	0		7.49474	3.26802	0	0	0.84446	0	0	0	0	0
Healthy	0	0	5.24021	3.07296	1.09278	0	0	0	0		11.34262	0	0	0	1.09278	5.24021	0	0	0.7533	0
Healthy	0	0	0.07598	0	0.22724	0	0	0.0225	0		14.75114	6.95953	0.876	0	0.22724	0.07598	0	0	0	0.0225
Healthy	0.00997	0	0.65297	0	0.21213	0	0.00164	0.00775	0		13.23618	12.58473	1.37422	0	0.21213	0.65297	0.00992	0.00164	0.00434	0.00775
Healthy	3.74954	0	0	0	0.03156	0	0	0	0		12.62105	12.83965	0	0	0.03156	0	0	0	0	0
Healthy	0	0.08921	0.04902	0.13169	0.66573	0	0	0	0		3.82725	13.72134	0.7644	0	0.66573	0.04902	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		8.67648	1.53697	0	11.7478	0	0	0	0	0	0
Healthy	0.16773	0.00651	0	0	0.35906	0	0	0.02167	0		13.27475	2.13733	0.71989	9.51592	0.35906	0	0	0	0	0.02167
Healthy	0.0298	0	0	0	0	0	0	0	0		6.97518	11.34938	0.19183	0	0	0	0	0	0	0
Healthy	0.82726	0.02664	0.32443	0	0.88305	0	0	0.01399	0		0.36828	20.30727	0.33954	0.04518	0.88305	0.32443	0	0	0	0.01399
Healthy	0	0.43099	0	0	0.49996	0	4.04369	0.0131	0		18.19845	5.5366	4.47215	6.39375	0.49996	0	0	4.04369	0	0.0131
Healthy	0	0	0	0	0.14939	0	0.15054	0	0		16.07936	6.191	2.23512	0	0.14939	0	0	0.15054	0	0
Healthy	27.6154	0.9062	0.08323	0	0.57822	0.00697	0.05208	0.39183	0.00015		14.95221	0.76079	6.49989	0.76569	0.57822	0.08323	0	0.05208	0.14273	0.39183
Healthy	0	0	2.74557	0	0	0	0	0	0		13.98306	0	0	0	0	2.74557	0	0	0	0
Healthy	0.17154	0.01493	0.12148	0.13569	0.06912	0	0	0	0		32.31142	0	0	0	0.06912	0.12148	0.19138	0	0.04995	0
Healthy	1.05364	0	0.31407	0	0.66032	0	0	0.01457	0		0.83181	2.49824	0.03173	9.05807	0.66032	0.31407	0	0	0	0.01457
Healthy	0.07806	0.03325	0.00416	0	0.0421	0	0	0	0		0.99503	17.26127	0.1013	0	0.0421	0.00416	0	0	0	0
Healthy	0	0.27393	2.42427	0	0	2.1907	0.39306	0	0		29.1242	0.01626	0	0	0	2.42427	5.80849	0.39306	0.24692	0
Healthy	13.9963	0.79952	0.14687	0	0.57344	0.00019	0.15399	0.28933	0.00138		7.72942	12.98762	2.65568	0.51437	0.57344	0.14687	0	0.15399	0.00563	0.28933
Healthy	1.97488	0.15302	0	0.31368	0	0.32045	0.55781	0.00572	0.01105		0.02521	0.24394	8.64737	0	0	0	0.00401	0.55781	0	0.00572
Healthy	0	0.46318	0	0	0.06438	0	0	0	0		5.05781	1.98659	0.18874	4.49546	0.06438	0	0	0	0	0
Healthy	0	0.15456	0.15336	0	2.19439	0	0.05137	0.04494	0		13.34716	2.18672	9.54251	2.75629	2.19439	0.15336	0	0.05137	0.16066	0.04494
Healthy	1.47459	0.3897	0	0	0	0	1.16383	0.6945	0		26.86308	4.13399	12.25742	2.14611	0	0	0	1.16383	0	0.6945
Healthy	0.3254	0	0.02738	0	0.03471	0	0	0.01187	0		1.84236	21.43062	0.20254	0	0.03471	0.02738	0.00658	0	0	0.01187
Healthy	2.7942	0.045	0	0.02934	0	0	0	0	0		12.19507	0	0	0	0	0	0	0	0	0
Healthy	10.0015	0.13998	0	0	0.23655	1.05349	0	0	0		1.59126	5.8013	0.05957	7.85491	0.23655	0	0	0	0	0
Healthy	1.38799	0	0.11963	0	0.49135	0.11281	0	0.04209	0		8.07975	14.21423	2.36262	0	0.49135	0.11963	0	0	0	0.04209
Healthy	0.25207	0.16709	0.00256	0.05279	0	0.11493	0.01303	0.00078	0		8.70872	0.00314	1.97195	0	0	0.00256	0.02839	0.01303	0	0.00078
Healthy	0.07561	0.19524	0.64157	0	1.31661	0.03623	0.07444	0.1218	0		39.09351	4.09359	1.3118	0	1.31661	0.64157	0.02547	0.07444	0.0745	0.1218
Healthy	3.66633	0	0	0	0.01594	0	0	0	0		13.1076	12.89324	0	0	0.01594	0	0	0	0	0
Healthy	0.83901	0.0814	0.01193	0.14385	0	0	0.02366	0.15821	0		6.97978	3.70868	22.95883	1.27647	0	0.01193	0	0.02366	0.11959	0.15821
Healthy	7.15652	0	0	0	0.01238	0	0	0	0		2.41414	20.89027	0.0323	9.30341	0.01238	0	0	0	0	0
Healthy	0	0.75743	0.42561	0	0.13632	0	0	0	0		33.17414	0	3.01538	0	0.13632	0.42561	0.6495	0	0.64746	0
Healthy	0.19677	0.04636	0	0	0	0.148	0	0	0		1.98244	29.39434	0.04541	2.41242	0	0	0.20559	0	0	0
Healthy	0	0.26814	1.15267	3.69149	4.21812	0.03493	0	0.00958	0.03671		17.14042	0.43094	5.84723	4.46023	4.21812	1.15267	0.06508	0	0.24596	0.00958
Healthy	7.71781	14.23795	0	0	1.27449	0.2414	0	0	0		12.28677	0	11.19317	0.19513	1.27449	0	2.07129	0	0	0
Healthy	17.4171	0.19981	0.02618	0	0.41828	0.08752	0	0	0		4.4081	2.8125	0.11527	1.13999	0.41828	0.02618	0.07844	0	0	0
Healthy	0	0.15871	0.16911	0	0.16236	0.0578	0	0.0039	0		26.02062	3.08906	0.66193	8.1707	0.16236	0.16911	0.25436	0	0	0.0039
Healthy	0	0.70932	0.01334	0	0	1.03152	0	0	0		20.16807	10.06927	0.96963	0	0	0.01334	2.15515	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		0.62434	36.35417	28.37131	0.80593	0	0	0	0	0	0
Healthy	0.10395	0	0.10711	0	0.27455	0	0	0.02211	0		10.85923	8.57399	1.65081	0	0.27455	0.10711	0	0	0	0.02211
Healthy	0.16068	0.09723	0.22563	0	0.18821	0.0047	1.43266	0.02354	0		16.43143	0.38125	3.36545	0	0.18821	0.22563	0.10564	1.43266	0.00586	0.02354
Healthy	0	0	0.15243	0	0	0	0	0	0		11.80033	0.52878	0	0	0	0.15243	0	0	0	0
Healthy	2.14707	0	0	0	2.36626	0	0	0	0		15.9579	8.33896	11.68151	0	2.36626	0	0	0	0	0
Healthy	0.01098	0.04412	0.14425	0.00069	0.10878	0	0	0.00889	0		11.43972	2.2654	0.02335	0	0.10878	0.14425	0	0	0.05229	0.00889
Healthy	11.5426	0.17368	0	0	0.21004	0.59166	0	0	0		1.45453	5.55411	0.06144	7.50147	0.21004	0	0	0	0	0
Healthy	1.50484	0.81814	1.19718	0	1.49455	0	0	0.19337	0		34.3164	0.29565	3.9334	0	1.49455	1.19718	0	0	0.11784	0.19337
Healthy	0.01154	0	0.03819	0	0.03848	0.01293	0	0	0		0.87248	4.82446	0.24642	7.43173	0.03848	0.03819	0.05004	0	0	0
Healthy	1.65962	19.48389	0.03226	4.13931	1.57654	0.00497	0.05231	0.03157	0.02943		23.83988	1.52276	12.01449	1.95118	1.57654	0.03226	0.00344	0.05231	0	0.03157
Healthy	8.78375	1.05054	0	0	4.57511	0	0	0	0		7.23867	4.91026	17.04909	1.28951	4.57511	0	0	0	0	0
Healthy	0	0.4134	0.05165	0	0	0.03122	0	0.00387	0		29.00089	14.67047	0.28458	0	0	0.05165	2.05426	0	0	0.00387
Healthy	0	0.01278	0	0	0.98172	0.09385	0.14742	0.1359	0		24.05722	5.79055	12.98484	3.74697	0.98172	0	0	0.14742	0.00655	0.1359
Healthy	0.07433	0	0	0	0	0	0	0	0		5.51617	16.03533	4.23675	2.71768	0	0	0	0	0	0
Healthy	0.35776	0.65712	0.12035	0	1.36756	0.12835	0.04948	0.38592	0.00026		25.07007	4.00669	6.81518	3.202	1.36756	0.12035	0.04772	0.04948	0.28309	0.38592
Healthy	0.28069	0	0	0	0	0	0	0	0		6.33741	32.59874	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		13.67274	0	0.2069	0	0	0	0	0	0	0
Healthy	0	0.43515	0	0	0.05665	0	0	0	0		4.83223	2.10748	0.21653	4.35983	0.05665	0	0	0	0	0
Healthy	0	0	0.0663	0	0.0476	0	0	0	0		24.22755	23.67918	0	0	0.0476	0.0663	0	0	0	0
Healthy	0	0.29468	0.80749	0	0	0	0	0	0		28.10445	1.86586	2.55861	0	0	0.80749	0	0	0	0
Healthy	0	0	0	0	1.86686	0	0.31516	0.69813	0		15.54098	6.20713	32.46688	2.07311	1.86686	0	0	0.31516	0	0.69813
Healthy	0	0	0	0	0	0	0	0	0		30.3801	0	0	0	0	0	0	0	0	0
Healthy	0	0.08695	0.89319	0	0.18821	0.00742	0	0	0		27.86185	2.4651	5.76618	2.01475	0.18821	0.89319	0.12575	0	0.27214	0
Healthy	0	0.54606	0.0065	0	0.57421	0	0.01745	0.16262	0		18.19148	0.88711	0.10876	0	0.57421	0.0065	0.18209	0.01745	0	0.16262
Healthy	0	0.14412	1.29461	3.84576	0.32197	0.05076	0	0	0		20.76858	0.86116	0.08189	0	0.32197	1.29461	0.00906	0	0	0
Healthy	0.59558	0.06265	0	0	0.04989	0.12295	0	0	0		1.53271	18.03468	0.64975	0	0.04989	0	0.13059	0	0	0
Healthy	82.805	4.58809	0.44632	0	0	0.92279	0	0	0		0	0.00297	0.00739	0	0	0.44632	0	0	0	0
Healthy	0	0.5241	0.3211	0	0.85532	0.05381	0.00737	0.11472	0		18.27437	21.10255	3.63907	3.67907	0.85532	0.3211	0	0.00737	0.12234	0.11472
Healthy	0	0	0.04758	0	0.07502	0	0	0.02144	0		19.2545	32.66788	0	0	0.07502	0.04758	0	0	0	0.02144
Healthy	0	0.05621	0.00988	0	0.01291	0	0.20506	0.00477	0		17.50598	21.60387	0.03068	0	0.01291	0.00988	0	0.20506	0.03922	0.00477
Healthy	0.27603	0.05104	1.38214	0	0	0	0	0	0		27.96496	1.64445	0.77807	0	0	1.38214	0	0	0	0
Healthy	0.18035	0.29204	0.05739	0	3.81318	1.04081	2.30687	0.03528	0		0.27299	0.96099	65.80897	0	3.81318	0.05739	0	2.30687	0	0.03528
Healthy	0	0.5862	0	0	0.04771	0	0	0	0		5.07182	2.30485	0.20776	4.61877	0.04771	0	0	0	0	0
Healthy	30.1684	0.92104	0.02807	0	0.91329	0.0169	0.08666	0.04201	0.00705		3.18816	12.53076	1.15089	0.05856	0.91329	0.02807	0.00462	0.08666	0.03252	0.04201
Healthy	0	0	0	0	0.42755	0	0	0	0		16.50009	2.26178	0	0	0.42755	0	0	0	0	0
Healthy	0	0	0.09143	0	0.08662	0	0	0	0		23.37176	24.65464	0	0	0.08662	0.09143	0	0	0	0
Healthy	0	0	2.7745	0.25377	0	0	0	0	0		69.55627	0	0	0	0	2.7745	0	0	0	0
Healthy	0.1208	0	0.12452	0	0.78574	0	0.03881	0.06956	0		11.35727	4.51639	0.72195	6.45168	0.78574	0.12452	0	0.03881	0.06238	0.06956
Healthy	0	0	0	0	1.04391	0	0.19957	0.06738	0		12.19708	14.67915	4.01731	0	1.04391	0	0	0.19957	0	0.06738
Healthy	0	2.29294	0	0	0.12765	0.75139	0	0	0.0038		17.53426	4.04014	2.59241	0	0.12765	0	2.1448	0	0.1023	0
Healthy	0.03912	0	0	0	0.13535	0	0	0.02565	0		1.61941	19.80815	1.94693	0	0.13535	0	0	0	0	0.02565
Healthy	0	0.17413	0.03188	0.00262	0	0	0	0.11341	0		6.40014	0.42681	7.05114	6.42124	0	0.03188	0	0	0	0.11341
Healthy	0.60083	0.0456	0.40236	0	0.873	0	0	0.01728	0		0.41168	19.8138	0.31889	0.05853	0.873	0.40236	0	0	0	0.01728
Healthy	0.05911	0.08174	0.01682	0	0.71676	0	0	0.24112	0.00152		10.12739	2.38465	14.80812	0.20121	0.71676	0.01682	0.01433	0	0.03708	0.24112
Healthy	0	0.01691	0	0	0	0	0	0	0		4.60121	2.83155	1.5923	0.51624	0	0	0	0	0	0
Healthy	0	0.51558	0	0	0.87971	0	0	0.042	0		42.80271	2.01421	0.43292	0	0.87971	0	1.36942	0	0.16096	0.042
Healthy	0	0.18812	4.52987	0	0	0	0	0	0		23.17752	1.47762	0.48423	6.75712	0	4.52987	0	0	0	0
Healthy	0.3829	0.25744	2.2781	0	0.25159	0.00019	0	0.15434	0		19.29362	11.36868	3.93282	1.468	0.25159	2.2781	0.0016	0	0.00076	0.15434
Healthy	10.3109	0	0.17695	0	1.29893	0	0	0.15513	0		1.10433	1.24047	0.02675	2.55874	1.29893	0.17695	0	0	0	0.15513
Healthy	76.9175	0.38853	0	0	0	0	0	0	0.2525		0.11079	0	0.02306	0	0	0	16.41967	0	0	0
Healthy	0	0.00515	0.20636	0	0.67391	0.02223	0	0.03523	0		4.45262	4.97153	5.4419	17.9389	0.67391	0.20636	0	0	0	0.03523
Healthy	0.0636	8.38638	0.01362	0	0.1506	0.25307	8.20846	0.00598	0.00616		10.83284	1.09531	0.22845	4.38229	0.1506	0.01362	0.09435	8.20846	0.00414	0.00598
Healthy	0	0.54636	2.49719	0	1.00303	0.01775	0	0.02444	0		17.9189	10.70099	2.37697	0	1.00303	2.49719	0.35545	0	2.10565	0.02444
Healthy	0.02218	0.04475	0.06154	0.0015	0	0.06816	0	0.05049	0		42.31668	3.86805	0.41072	0.00155	0	0.06154	0.01779	0	0	0.05049
Healthy	0.00841	0.16847	0.25017	0	0	0.04263	0	0	0		10.69293	0.23313	0.02763	2.82442	0	0.25017	0.17251	0	0.09696	0
Healthy	0.15005	0.00926	0	0	0.20741	0.02418	0	0.01559	0		6.58515	13.77971	0.62643	0.26945	0.20741	0	0	0	0	0.01559
Healthy	0.11262	0	0	0.03591	0.4799	0	0	0	0		3.52614	35.44224	1.15496	0	0.4799	0	0.01366	0	0	0
Healthy	0.3216	0.70967	0.0226	0	0.42917	0.16466	0	0.2312	0		32.07273	5.43538	14.72908	0	0.42917	0.0226	0.0387	0	0	0.2312
Healthy	0.0382	0.00774	0.93941	1.64133	0.45753	0.01251	0.05923	0	0		24.18858	0.37152	1.50978	0.00099	0.45753	0.93941	0	0.05923	0	0
Healthy	0	0	0.21588	0.07474	0.61621	0	0	0	0		4.13482	9.8801	0	0	0.61621	0.21588	0	0	0	0
Healthy	0	0	0.09975	0	0.03955	0	0	0	0		23.74565	24.16068	0	0	0.03955	0.09975	0	0	0	0
