group	Faecalibacterium_sp900539885	Agathobacter_rectalis	Enterocloster_aldenensis	Bariatricus_comes	Blautia_A_wexlerae	Streptococcus_sp001556435	Dorea_formicigenerans	Eubacterium_G_ventriosum	Eubacterium_I_ramulus_A	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Dialister_invisus	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0.40714	0.24847	0	0.05957	0.02584	0	0.00456	0.08737	0	0.00678	13.4649	0.22018	9.30256	0	0	0	0	0.09114	0.01997	0.08469
Healthy	5.60286	5.24714	0.19726	0.43148	0.2837	0.02087	0.14329	0.36718	0.17875	0.11158	0.24741	3.5493	0.26986	1.85847	1.54784	1.06953	0	0.01682	0	0
Healthy	21.7045	0.70755	0.85549	0.46665	4.65973	0	3.79291	0.07597	0.64915	0.5795	0	0	0	0	0	0	0	0	0	0
D000236	9.73243	1.00896	1.51759	0.96784	0.55704	0.10315	0.54786	0.61955	0	0.17529	0.68755	0.20523	0	0	0	0	0	0	0	0
Healthy	18.062	4.14631	0.49992	1.2423	1.63427	0.05086	1.69863	0	0.0088	0.22088	0	0	0	0	0	0	0	0	0	0
Healthy	16.8632	0.00227	0.26577	0.47997	0.34622	0.01848	0	0.43194	0	0	2.73136	0.86935	0	0	0	0.26579	0.00478	0.04112	0.39081	0.23245
Healthy	0.51861	0	0	0	0	0	0	0.04769	0	0	11.1052	5.94586	3.34381	0	0	0	0	0.0301	0.11156	0.17562
Healthy	0.02963	0.0089	0	0	0	0	0	0	0	0	0.00591	0.01159	0.00048	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.2445	0	0	0	0	0	0	0	0
Healthy	4.29314	7.28422	0.03017	0	0.33867	0.04828	0	0	0	0.09662	21.9602	0.09884	1.41269	0	0	0	0	0	0.03569	0
Healthy	15.0865	7.57234	1.10711	0	2.72837	4.56482	0.39943	0.11742	0	0	3.44932	0.52575	0	0.26927	0	2.82228	0	0	0	0
Healthy	6.5334	0	0	0.0036	0.06136	0	0	0	0	0	12.6788	0.51478	0	5.7003	0.9632	0	0	0.15639	0	0
Healthy	7.8163	7.75157	0.13711	0.90583	0.97103	0	0.57748	1.49136	0	0.07758	3.48918	0.35818	0	0	0	0.03747	0	0	0	0
Healthy	8.03705	0	0	0	0.08017	0	0	0	0	0	15.0348	0.69039	0	7.09637	1.07873	0	0	0.23769	0	0
Healthy	1.12954	3.75939	1.83918	1.31398	0.18804	0.44904	0.37122	0.02488	0.1141	0.12658	1.00992	0.40195	0	0.83185	2.11166	0	0	0.01289	0.01552	0
Healthy	12.2367	16.7736	0.04344	0.07222	0.27957	0	0.17733	0.07849	0.06815	0.03205	6.02436	1.40417	5.34871	0	0.587	0	0	0.00396	0	0.07704
Healthy	22.0754	1.96743	0.05006	0	0.29069	0.02389	0.28268	0	0.02646	0	0.23883	0.32007	0	0	0	0.00509	0	0	0.24481	0.00321
Healthy	3.55185	1.1377	0	0	0.08851	0	0.07619	0	0.00264	0.01057	0.05207	0.08086	0	2.59178	0.79485	0	0.08903	0.1543	0.38392	0
Healthy	4.68188	0.77652	0	0.0202	0.04586	0	0	0.02042	0.00389	0	11.8012	0.04066	4.62199	6.27355	1.04245	0	0.00312	0.0264	0.05957	0
Healthy	0.00499	0.00232	0	0	0	1.33211	0	0	0	0	0.00314	0.00139	0	0	0	0	0	0	0	0
Healthy	3.82362	5.44984	1.62878	0.76524	0.20248	0.03098	0.3202	0.13227	1.34121	0.12868	17.3451	0.27486	0	0	1.41887	0	0.18727	0.02141	0.00077	0.0205
Healthy	9e-05	0	0	0	0	0.25475	0	0	0	0	0.00107	0.00147	0	0	0	0	0	0.07233	0	0
Healthy	7.06813	0.26316	0	0	0.01261	0	0	0	0	0	4.35117	0.05239	0.20528	0	0	0	0.00788	0.02147	0.01982	0
Healthy	4.42579	0	0	0	0	0	0	0	0	0	7.45452	0.86303	0	0.03447	0	0	0	0.04991	0.02873	0
Healthy	0	3.13531	0	0	0.09467	0	0	0	0	0	0.07634	0.03542	0	0	0	0	0.04022	0.02667	0.02799	0.03246
Healthy	0.50967	1.7516	0.18213	0.20915	0.03696	0	0.0742	0.66542	0.045	0	2.81194	0.00311	0	0	0	0	0.02595	0	0.25346	0
Healthy	2.13626	1.58955	0.06065	0	0.19898	0	0.11145	0	0	0	27.3962	2.54309	6.30271	0	0	0	0.13634	0.05422	0.19767	0
Healthy	6.63595	0.99371	0	0	0.0048	0.01118	0	0.76341	0	0	24.6567	17.2599	0	0	0	0	0	0	0.17411	0.04607
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.28592	14.3866	0	0	0	0	0	0	0	0	10.5987	11.4109	5.07885	5.86197	0	0	0	0	0.04242	0.1339
Healthy	0.04218	0	0	0	0.03962	0.0474	0	0	0	0	0.0255	3.96511	0	5.67678	0	0	0	0	0	0
Healthy	24.6591	1.73722	2.16324	0.49361	0.72437	0	0.9074	0	0	0.28184	0.77553	0	0	0	0	0	0	0	0	0
Healthy	7.28957	1.6136	0.24436	0.29535	0.14812	0.01145	0.03539	0.84508	0	0	3.74137	0.00638	0.80153	0	0	0	0	0.3154	0.37347	0.18989
Healthy	7.16892	0	0	0	0.68552	2.13624	0	0	0	0	0.00125	25.0048	2.64985	0	0	0	0	0.04823	0	0
Healthy	16.0886	0	0	0	0.43377	0.38035	1.48147	0.04783	0	0	1.62159	0.3654	1.99584	0	0	0	0	0	0	0
Healthy	2.59441	2.49676	0.79534	0.62703	0.66445	0	0.68194	0.92351	0.46258	0.29771	2.81094	0.00166	0	0	0	0	0	0	0	0
Healthy	7.91572	0.55787	2.08235	0.78451	0.29839	0.00195	0	0.03655	0.06265	0.3148	8.38231	0.64083	0	8.71964	1.80602	0	0.07651	1.53569	0.00222	0
Healthy	1.11059	0	1.63043	0.28079	0.32534	0.02817	1.14067	1.4722	0	0	0.4134	0.20921	0	0	0	0	0.00358	0.00225	0	0
Healthy	4.06832	0.56277	0.50451	0.27715	0.1194	0	0.08105	0	0.00727	0.21873	0.49006	0.0725	0	0.07063	0.70656	0	0.01553	0	0	0
Healthy	1.13008	0.0614	0.05919	0	0.04908	0	0.01672	0	0	0	21.3733	1.78557	0.03571	0	0.79541	0	0.32215	0.08815	0.0042	0.07836
Healthy	0.82616	0	0	0	0.32589	0.06889	0.07593	0	0	0	6.9161	1.39567	0.61502	0	0	0	0.36706	0.15037	0	0
Healthy	10.0244	0.00314	10.319	5.67344	2.57677	0.11956	0	0	0	0	2.79996	0.01744	4.75712	0	0	0	0	0.03494	0	0.05252
Healthy	3.17109	5.74503	2.31971	1.79866	1.12602	0.33882	2.27529	1.6423	1.9475	0.40769	0.45443	0.30423	0	0	0.73131	0.00339	0.1481	0.01434	0.00766	0.0113
Healthy	3.60797	3.34599	1.83225	1.20722	0.2542	0.01042	0.0125	0	0.04768	0.10499	0.21586	0	0	0	0	0	0	0	0	0
Healthy	2.28774	3.26529	0.84458	0.08251	0.47161	0.17883	0.15774	0	0.01802	0	17.9543	0	0	0	0.97978	0.06704	0	0.1689	0.12171	0.011
Healthy	4.77443	0.73536	0	0.01472	0.03298	0	0	0.01535	0	0	10.7429	0.02123	4.41165	5.90799	1.07156	0	0.01498	0.02939	0.03345	0
Healthy	1.08933	0.32568	0	0	0	0	0	0	0	0	19.0317	3.09399	2.76131	0	0	0	0.12898	0	0.16545	0
Healthy	3.84259	5.39703	0.39147	0.02105	0.23815	0.02321	0.04307	0	0	0	25.2099	0	0	0	1.94002	0.91993	0	0.09268	0.01784	0
Healthy	3.94491	1.25286	1.36094	0.59005	0.38828	0	0.13667	0.05653	0	0.09934	0.4214	0	0	0.67731	2.21731	0.61272	0	0.03116	0	0
D000236	5.29076	8.74904	3.14287	2.09692	1.47818	0.1742	1.7535	0.73909	0.0074	1.26759	1.41048	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.0089	0.00916	0	0	0	0	0	0	0	0
Healthy	3.79106	2.91598	0	0	0.1208	0.08143	0.02254	0	0.04133	0.023	0.0251	0.17418	0	4.97399	0.83263	0	0.0063	0.12834	0.20827	0.01664
Healthy	0.10248	0	0	0	0.14343	0.00212	0	0	0	0	4.90885	0.82211	2.73148	0	0	0	0	0.03855	0	0.01527
Healthy	0	0	0	0	0	0.00092	0	0	0	0	0.00012	0	0	0	0	0	0	0	0	0.25159
Healthy	8.67909	0.6052	0.83176	0.49364	0.62314	0.0017	0.10535	1.98278	0.00339	0	1.04079	0.08146	0.29548	2.04022	0.83001	0.91323	0	0.33584	0.03738	0.00912
Healthy	4.33854	0	2.4234	0	7.17877	0	0.39187	0	0	0	0	10.3757	0	1.3721	0.56223	0	0	0	0	0.26198
Healthy	1.07413	0	0	0	0	0	0	0	0	0	16.7682	0.60439	0	0	0	0	0	0.04228	0.58962	0.039
Healthy	0.74249	0.04479	0	0	0	0	0	0	0	0	0	0	0	0.11326	0.67172	0	0	0.07597	0	1.17769
Healthy	0.81966	3.07213	0.02608	0	0.0369	0	0.18785	0	0.16552	0	0	0	15.1182	0.2638	0.79281	0	0	0.14464	0	0.10917
Healthy	0	2.73464	0	0	0	0.08299	0	0	0	0	0	2.41224	0	0	0	0	0	0	0	0
Healthy	7.3259	22.175	0.52498	1.05002	0.55377	0.07182	0.46388	0.34451	0.41589	0.16127	1.89102	0.23739	4.95061	0	0.95963	0	0.0858	0.00595	0	0
Healthy	9.23643	8.51277	0.38782	0.59836	0.59878	0.06363	0.32596	0.95002	0.37654	0.3618	3.23232	2.09663	0	1.36827	0.32005	0	0.05839	0.01239	0	0
Healthy	10.6545	2.7855	0.58052	0.27043	0.57222	0	0.16507	0.69414	0.11937	0	15.0078	1.11892	0	0.51581	0	0.00524	0.02574	0.08434	0	0.00252
Healthy	2.10815	8.97331	0.47482	0.15252	0.1772	0	0.09942	0	0.02382	0.06872	5.16003	0.21355	0	0.11734	0	0	0	0.10013	0	0
Healthy	2.37578	3.48417	0.04264	0.01423	0.03083	0.00552	0	0	0	0	2.60659	0.24838	2.88164	0	0.77438	0	0.02747	0.02179	0.23778	0
Healthy	13.095	2.58863	0.60146	0.31548	0.17108	0.0346	0.76528	0	0.03537	0.06315	0.48373	0.03508	0	0	0.21274	0	0	0	0.00643	0
Healthy	0.93393	0.796	0	0.08845	0.00565	0	0.06279	0.01199	0.00918	0	15.4968	5.15725	0	1.5313	0.14977	0	0.0285	0.10414	0	0.01706
Healthy	17.91	12.8683	0.08359	0.19765	0.29976	0.02941	0.27478	0.0344	0.03984	0.11152	1.84648	0.00229	0	0	0.67975	0.14581	0	0.00483	0	0.00382
Healthy	0.12429	0.30974	0.30085	0.50109	0.13302	0	0.1677	0.84386	0	0	3.78019	0.42216	0	0	0	0	0	0	0.04874	0
Healthy	8.70455	1.91282	3.73532	1.74	0.74421	0.01526	0.43096	0.34402	0.208	0.10802	0.93169	0.08842	0	0.06925	0.40922	0	0.09053	0.00755	0.0042	0
Healthy	5.24908	2.35629	0.09503	0.111	0.18788	0.14468	0.03096	0.75413	0.05916	0.002	12.9981	0.98626	0	6.04808	0	0	0	0.02429	0	0
Healthy	5.23795	5.80391	0.30949	0.62476	0.42806	1.16054	0.51624	0.1227	0.10661	0.23379	8.26389	1.53274	0	0.46186	0.7634	0	0	0.01974	0	0
Healthy	3.43767	2.52871	0.35209	0.79169	0.42803	0	0.22671	0.17036	0.36042	0.34097	1.91421	0.00667	0	0	1.37501	0	0	0.05479	0	0
Healthy	2.62326	3.5014	0.36316	0.5826	0.21301	0	0.2229	0	0	0.07185	0.91294	1.51113	0	0	0	0.00993	0.08691	0	0	0
Healthy	3.32931	0	0	0	0	0	0	0	0	0	0.69338	1.11957	0	0.05695	0	0.08924	0	0.21066	0.27169	0.39174
Healthy	0.09492	0	0	0	0.17748	0	0	0	0	0	4.8264	0.8297	2.47905	0	0	0	0	0.06605	0.0081	0.02061
Healthy	8.90022	9.0752	1.18164	0.63904	0.82865	0	0.05269	0	0.61519	0	10.7818	0.02401	5.49084	0	0	0.75954	0	0	0.00578	0
Healthy	12.0881	11.9617	0	1.77116	0.39392	0.21676	0	0.56417	0.31984	0.20561	0.09203	0.06196	2.68525	0	0.45997	0	0.01598	0.01601	0.06759	0
D000236	8.60536	11.5056	3.53905	1.48207	0.77596	0.06681	0.40349	0.33565	0.08694	0.44384	2.10856	0.26116	0	0	0.30875	0	0	0.01305	0.03477	0
Healthy	62.9997	12.1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.43183	0.33691	0.04387	0.05664	0	0.04301	0	0.09347	0	0	1.44569	0	0	0.08058	1.11619	0.11472	0.04463	1.31228	0	0
Healthy	1.84929	1.98558	0.37487	0.04993	0	0	0.00989	0	0	0	4.67933	0.29438	0	0	0.87961	0	1.3879	0.13412	0	0
Healthy	1.81967	0	2.11058	0.77055	2.36949	0	2.5752	2.52165	1.21606	0.17338	6.42458	0.00319	0	0	0	0	0	0	0	0
D000236	7.68332	12.984	1.46329	0.78404	1.82048	0.57427	0.41353	1.31979	0.297	0.55277	1.62673	0.02103	0.02454	0	0.52153	0.00236	0.0011	0.0046	0.00257	0
Healthy	5.51072	7.84389	0.28899	0	0.2328	0.9221	0.01748	0	0	0.19834	6.72043	0.19194	0.19855	0	0	0	0	0	0.0586	0
Healthy	0.17685	0.41305	0	0.79959	0.31212	0.10711	0	0.00037	2.57306	0	0.71474	0.00338	0	0.02425	0.23793	0.50547	0.05701	0.07849	0	0.03893
Healthy	5.64548	7.5085	0	0	0.25517	0.11814	0	0	0	0.04289	13.2974	6.7659	0.8877	0	0	0	0	0	0.00403	0
Healthy	4.15826	0.60674	0	0.06676	0.02746	0	0	0	0	0	12.6996	6.78013	7.9928	0	0	0	0	0.06347	0.02805	0.51428
Healthy	7.76044	0.6101	0	0.03759	0.01947	0.03241	0.01312	0	0	0.00762	0.17221	0.08915	0.36376	0	0	0	0.03597	0.00819	0.01246	0
Healthy	5.37472	23.3399	0.41058	0.51643	0.12754	0	0.13158	0.55111	0.14387	0	8.13883	4.60895	0	0	0	0	0.26009	0.02712	0.1002	0
Healthy	6.71157	8.17556	0.89985	0.81399	0.99415	0.07806	0	0.03588	1.21381	0	15.5854	0.44981	0	1.77066	0	0	0.04649	0.03588	0	0
Healthy	0	0.59591	0.31738	0	0.07604	0.07664	0	0	0	0	0.68034	0.50338	0	0	0	0	0	0	0	0
Healthy	14.0786	2.0267	0.04696	0.09514	0.06347	0.0774	0.03553	0.00708	0.00326	0.03092	0.13369	0.04659	0	0	0.37253	0.03611	0.12174	0.00561	0.31437	0.00347
Healthy	0	0	0	0	0.36102	0	0.22053	0	0	0	0	2.38069	0	0	0	0	0	0	0	0.09952
Healthy	0.53665	0.96796	0.07476	0.02666	0	0.8025	0	0.86224	0	0	0	0	0	0	0	0	0	0	0	0
D000236	3.39692	31.5527	0.93268	0	1.03361	0.13834	0.44518	0.41888	0.0394	0.23734	3.76052	0.01637	3.97991	0	0	0	0	0	0	0
Healthy	2.67302	0	2.01212	0.26241	2.84013	0	2.54844	0.8563	0.55361	0.59075	3.64648	0	0	0	0	0	0	0	0	0
Healthy	3.89542	3.59726	0.38666	0.57192	0.19176	0.00165	0.23991	0	0	0.04817	0.38669	0.02719	0	0.00142	0	0.02163	0.1023	0	0	0
Healthy	7.12036	3.27392	0	0	0.05708	0.02237	0.19496	0	0.24362	0	12.9024	0.9073	0.83648	1.40404	0	0	0	0.01605	0	0
Healthy	0	0	0	0	0	1.21683	0	0	0	0	0	0	0.05242	0	0	0	0	0	0	0.04332
Healthy	0.65616	1.69885	0.46948	0.00731	0.28678	0	0.30905	0	0.21023	0	14.8943	0.02273	0	0	0	0	0	0	0.02892	0
Healthy	0.85978	3.27219	0.10347	0.05728	0.08088	0	0.01201	0.0222	0	0.0279	17.9093	0.04313	17.9764	0	0	0	0.12002	0.07156	0.2694	0.08099
Healthy	8.95456	0	0	0	2.43898	0.1784	0	0	0	0	8.62807	9.60567	0	1.28863	0	0	0	0	0	0
D000236	7.21065	11.6948	2.82025	1.32999	1.15915	16.6288	0.85243	1.08396	0.08725	0.24537	0.94235	0.01401	0	0	0	0	0.01685	0.01369	0	0
Healthy	1.0293	0	0	0	0	0	0	0	0	0	16.7378	0.61419	0	0	0	0	0	0.05511	0.53159	0.03535
Healthy	10.0999	0.01134	0.70807	1.58966	2.2577	0.69393	0.76943	0.1651	0.37354	0.30273	0.32932	0.04326	0	0.24799	0.54308	0	0.03073	0.00186	0	0
Healthy	2.46552	0	0.06701	0	0.13568	0.0244	0.01852	0	0	0	10.5373	1.62557	2.97255	0	0	0	0.18828	0.10329	0.01275	0.10445
Healthy	7.1406	0	0	0.01913	0.06101	0	0	0	0	0	15.4335	0.6488	0	7.35104	1.19479	0	0	0.35929	0	0
Healthy	0.77987	2.0672	0.19451	0	0.40834	13.6904	0.79977	0	0.26117	0	1.35836	0.88465	0	0	0	0	0	0	0	0
Healthy	8.27035	0.02483	0.08633	0.33604	0.23099	0.17355	0.17601	0	0.33744	0.05872	2.95367	0.37251	0	0	0.85088	0.00469	0.1986	0.05845	0	0.00594
Healthy	4.12553	5.35043	0	0.18332	0.05813	0	0.04737	0.35867	0	0.00493	4.37867	0.59708	0	1.89798	1.45923	4.09162	0.00606	0.066	0.08778	0.10218
Healthy	3.23471	7.28411	1.06438	1.34026	0.2555	0.02519	0.49665	0	0.01811	0.10898	5.1525	0.13381	0	0	0.82793	0	0	0.10997	0.09344	0
Healthy	4.67168	12.836	0.4696	0.50338	0.51347	0.09648	0.33133	0.61038	0	0.07882	1.84058	0.20187	5.33404	0.48374	0.79697	0	0	0	0	0
Healthy	13.8765	0.12807	3.12286	0.98779	1.28674	0.07373	1.05475	0.10851	0.55074	0.07321	0.31265	0.05618	0	0.08772	1.447	0	0.18705	0	0	0
Healthy	0.71987	0	0.05055	2.12341	0	0	0	0.48218	0	0	3.79497	0.4889	12.9858	0	0	0	0	0.01433	0.0234	0.05866
Healthy	0.11471	0	0	0	0.15075	0	0	0	0	0	4.90998	0.8163	2.60171	0	0	0	0	0.04433	0.00705	0.01393
Healthy	3.31512	1.20045	0.75073	0	0	0	0	0	0	0	3.84603	0.54613	8.03066	0	0	0	0	0	0	0
Healthy	1.00712	0	0	0.04016	0.04789	0	0	0	0.03467	0	0	36.9652	1.32785	0	0	0	0	0.04548	0	0.07393
Healthy	1.48358	0.10278	1.15533	0.11436	0.18046	0.00093	0.135	0.51754	0.00247	0.07252	7.14812	0.18848	0	0	1.16139	1.57106	0.09326	0.12143	0	0.00509
Healthy	3.3535	0.33764	0.04111	0.09443	0	0.05589	0	0.08286	0	0.02139	1.55725	0	0	0.08423	1.07194	0.07352	0.01799	1.33726	0	0
Healthy	1.00157	3.06287	0.01625	0	0.02035	0	0.19325	0	0.18263	0	0	0	15.7034	0.24725	0.79417	0	0	0.17523	0	0.12439
Healthy	4.08343	5.15616	0.00312	0.19616	0.06881	0	0.07215	0.33263	0	0.01926	4.39885	0.57842	0	1.85423	1.437	4.64174	0	0.10287	0.00461	0.12936
Healthy	2.17473	0.57951	0.0053	0.53295	0.03167	0	0	0	0.01558	0	16.2056	0.49917	0	0	0	0	0.11716	0.00872	0.03383	0
Healthy	0.51417	16.9286	0.63579	0.46293	0.05759	0.04725	0.28565	0.37104	0.29164	0.09207	3.04696	0.28037	7.43943	0.81636	0.54075	0	0	0.00983	0	0.03623
Healthy	16.6374	1.35048	0.26654	0.36895	0.20733	0.07129	0.22893	0.11311	0.10424	0.22769	1.57502	1.38948	5.94604	2.51045	0.62491	0	1.35444	0.0514	0	0.00771
Healthy	0	0	0	0	0	0.05361	0	0	0	0	7.81216	0.0085	0	0	0	0	0	0	0	0
Healthy	1.67666	0.81193	0.01072	0	0	0	0.00637	0	0	0	24.553	1.62655	5.89113	0	0.60288	0	0.2643	0.00889	0.11666	0
Healthy	0.91533	3.70036	0.18535	0.30055	1.27777	0	0.20543	0	0	0.15318	8.64741	0.09162	0	0.8243	1.2107	0	0.05728	0.47227	0	0
Healthy	2.37166	0.7511	0.27115	0.18211	0.09952	0.0995	0.05001	0.14024	0.00625	0.03064	3.2271	0	0	0	0	0.4485	0.02104	0.91156	0	0
Healthy	0.82745	3.22329	0.07853	0.07025	0.08157	0	0.01205	0.00682	0	0.02476	17.7519	0.04723	17.7048	0	0	0	0.12613	0.06199	0.27735	0.08755
Healthy	3.30743	0.68407	0.4664	0.7908	0.25761	0.01052	0.36276	0.58632	0.0803	0.17589	4.63722	0.75482	0	0	1.44036	0	0.00065	0.08893	0.00491	0
Healthy	9.70149	9.75385	0.66465	2.37879	0.53567	0	0	0.32949	0	0	2.32854	0.18454	5.0839	0	0	0	0	0	0	0
Healthy	0.23802	0	0.79934	0.70173	0.43257	0	0.42913	0.26941	0	0.0507	0.1535	0	0	0	0	0	0	0	0	0
Healthy	0.23419	0	0	0	0	0	0	0	0	0	0	10.7327	0	0	0	0	0	0.0586	0	0.01107
Healthy	1.4141	5.10639	0	0.20999	0	0	0.01714	0	0.06746	0	23.7456	8.50859	0.01411	0.17416	0	3.54851	0.01592	0.04979	0	0
Healthy	1.45529	0	0	0	0	0	0	0	0	0	1.22766	14.2574	0	0	0	0	0	0	0	0.08548
Healthy	1.5178	0	0	0	0	0	0	0	0	0	1.31479	14.3903	0	0	0	0	0	0	0	0.05289
Healthy	11.1457	12.82	0.14405	0.26633	0.32221	0.09743	0.10267	0.65328	0.07386	0.15632	6.26392	0.06105	1.21706	2.53084	0.92049	0	0	0.05078	0.01433	0.01783
Healthy	1.85778	1.41021	0.01387	0.01922	0.02954	0	0.01091	0	0	0	32.8853	2.59804	6.14885	0	0.99343	0	0.03341	0.07021	0.25053	0.06052
Healthy	16.0843	1.39437	0.27466	0.39645	0.20006	0.05935	0.23363	0.1137	0.13242	0.26313	1.61893	1.3055	6.95298	2.40783	0.62098	0	1.46912	0.04425	0	0.00507
Healthy	3.18303	4.67582	0	0	0	0	0	0	0	0	23.0079	0	0	0	0	0.50854	0	0	0.07875	0
Healthy	31.1106	9.55614	0	0	0	0.08615	0.00131	0	0	0	12.0879	5.90866	0.62783	2.08642	0	0	0	0	0.01751	0.2382
D000236	2.93804	9.77001	3.66692	2.37875	1.43166	0.25134	1.94057	0.94183	0.07263	1.17068	0.70578	0.00243	0	0	0.16576	0	0	0.00264	0.00199	0.00501
Healthy	1.97659	1.5655	0.04654	0	0.27177	0	0.05707	0	0	0	26.3007	2.432	6.20098	0	0	0	0.16418	0.04287	0.16176	1.79298
Healthy	30.1281	10.6772	0.43022	0.70603	0.37446	0.00084	0.32607	0.01388	0.44707	0.5386	1.18071	0.92621	0.00341	0	0	0	0	0.01731	0.27122	0
Healthy	6.48628	3.1727	0.19405	0.164	0.27582	0.13832	0.38246	0.11013	0.00546	0.12159	4.34698	0.20389	0	0.10037	1.10444	0	0	0.00129	0	0
Healthy	2.52296	0	0	0	0	0	0	0	0	0	31.8233	10.9956	0	0	0	0	0.01364	0.18094	0.10489	0.46982
Healthy	0.55691	0	0	0	0	0	0	0	0	0	0	4.72312	0	0	0	5.06393	0.26641	0.09392	0.34626	0.12848
Healthy	7.30624	22.3249	0.07968	0.05153	0.88487	0	0.89458	0.42691	0.25493	0	3.98874	0.86596	5.62249	0	0	0	0	0	0	0
Healthy	8.09578	1.91336	1.07057	0.27384	0.20339	0.17916	0.09347	0.73046	0.0827	0.3429	6.43813	0.19594	2.65842	6.00826	1.43405	0	0.05826	0.01464	0	0.03395
Healthy	3.13912	7.50067	0.36575	0.40466	0.26133	0.01797	0.09499	0.08532	0.0451	0.16394	0.93616	0.23544	0	0.61269	0.39279	0.00078	0.01816	0.07061	0.00946	0
Healthy	4.21366	2.17687	0	0.05616	0.01581	0	0.01103	0.01502	0	0	11.1385	0.08959	0	0	1.07452	0.21777	0.00472	0	0	0
D000236	1.97016	2.76769	0.78337	1.48183	0.14508	1.61847	0.54666	0.01997	0.2126	0.29872	1.39436	0.04076	0	0	0	0	0.0691	0.45315	0	0
Healthy	5.37303	1.54399	1.33075	0.37895	0.16295	0.02946	0.68418	0	0.10492	0.05817	3.37527	0.4124	0	2.67588	0.9458	0	0.0683	0.13532	0.0164	0
Healthy	1.98386	3.89152	1.18186	1.13937	2.64968	0.05626	0.50677	0	0.35078	0.0329	0.82197	0.05162	0	0	0	0	0	0	0	0
Healthy	10.2684	11.9018	2.0934	1.21033	0.83816	0	0	0	0	0.49605	7.54894	1.72259	0	0	0	0	0	0	0	0
Healthy	0.39654	0	0	0	0	0	0	0	0	0	0	0.35748	0	0	0	0	0	0	0	0
Healthy	0.51338	0	0	0.00821	0	0	0	0.06114	0	0	11.2274	6.11807	3.22468	0	0	0	0	0.02935	0.11036	0.13553
Healthy	1.37565	0.09504	0	0.21317	0.02511	0	0	0	0.14375	0	0	28.4441	0	0	0	0	0	0.01016	0	0
Healthy	22.7591	18.3483	0	0.05127	0.00858	0	0	0	0	0	4.43025	0.12763	0	0	0	0	0	0.02984	0.00056	0.00188
Healthy	11.3041	0.85889	0.32258	0	0.06617	0.22335	0	0	0	0	30.3689	3.41119	0	3.09391	0	1.60913	0	0	0	0
Healthy	0.00433	0	0	0	0	0.00148	0	0	0	0	0.1714	0.00773	0	0	0	0.00174	0	0	0	0
Healthy	0.41983	0.25952	0	0.07846	0.02128	0	0.00567	0.08525	0	0.01694	13.5147	0.20885	9.17277	0	0	0	0	0.11487	0.01179	0.07388
Healthy	1.47091	0.31102	0	0	0.05702	0	0.01137	0	0	0	18.5072	3.10857	3.30805	0	0.5768	0	0.1928	0.01452	0.23517	0
Healthy	2.87864	1.73815	1.22495	0.31106	0	0	0	0.17799	0.06169	0	8.44377	0.24539	0	0	0	0	0	0	0	0
Healthy	7.02649	13.0256	5.10983	0.15486	0.34818	0.15442	0.45702	0	2.46665	0.85949	1.65333	0.93207	0	0	0	0	0	0	0.06954	0
Healthy	9.14198	0.31283	0.21601	1.42331	0.49236	0.04933	0.29198	0.73955	0	0.66333	1.4706	0.54841	0	0	0	0.10818	0	0.13394	3.38681	0
Healthy	1.23252	7.97763	0.4649	0.31742	0.18999	0	0.13819	0	0	0.00888	1.31026	3.11704	0	0	0	0.08859	0	0.04376	0	0
Healthy	0.36953	10.4535	0.27615	1.36649	0.60366	0.02733	0.13797	0.13685	0	0.12536	5.35842	0.41382	0	0	0	0	0	0	0	0
Healthy	1.44314	1.4496	0.6479	0.07711	0.02905	0.01477	0.0541	0.00285	0.04641	0	7.51717	0.28255	0	2.99685	2.40498	0	1.94449	0.09056	0	0
Healthy	0.66465	4.3973	0.33257	0.28	0.29519	0.16062	0.14741	0.20873	0.00869	0.09282	4.90994	0.60653	0	0.03129	0.43982	0	0	0	0.00138	0
Healthy	0.98924	8.16492	0.42663	0.45177	0.27265	0.13279	0.32354	0.5012	0.05224	0.07453	6.94349	0.29981	5.94358	0.02202	0.46993	0	0	0	0.03504	0
Healthy	2.26704	2.41941	0.10824	0	0.09479	0.01051	0.06904	0	0.13307	0	9.18701	0.3534	0.68734	0.00742	0.47722	2.17309	0.07652	0.13253	0.01464	0.56007
Healthy	0.10161	1.80195	0	0	0	0	0	0	0	0	10.632	1.66396	10.166	0	0	0	0	0	0	0.00677
Healthy	2.09258	4.15677	0	0.75792	0.68276	0	0	0	0	0	6.15723	0	0	0	0	0	0	0	0.37923	0
Healthy	14.5544	7.74604	0.44734	1.06858	0.4357	0.01668	0.07974	0	0.06981	0	2.3252	0.92876	0.21393	0	0	0	0	0.00013	0	0
