c	Gammaproteobacteria	Coriobacteriia	Desulfovibrionia	Actinomycetia	Verrucomicrobiae	Bacilli	Methanobacteria
Healthy	-1.31202537996544	-5	-5	-5	-5	1.051093840473	-5
Healthy	-0.265152184721705	-0.569199575375819	-1.75870261289001	-0.471443219398817	-5	0.582984408651994	-5
Healthy	-1.33320131633383	-0.758602958350354	-1.8153085691824	0.100821838946951	-5	0.0569048513364726	0.577774343999618
Healthy	-5	-5	-5	1.32709541653146	-5	-5	-5
Healthy	-0.939906816175532	-0.613073193204431	-0.504608316733061	-0.833658708016502	1.02199551080134	-1.13153190097901	-5
Healthy	-5	-0.199152378124986	0.176233105419458	-5	-5	-0.522227791650743	-1.01282549891246
Healthy	0.592966876255435	-0.363903445843243	-5	1.55509928748709	-5	0.271353622102484	-5
Healthy	-0.379947270905605	0.39167242839155	-2.44855000202712	-1.35961795529043	0.81419430479598	0.376482058819104	-5
Healthy	0.459898869322942	-0.729344451047015	-1.9515581964496	-0.601140261595739	-2.15490195998574	-0.0564411855707237	0.260731872147808
Healthy	-0.529648320654182	-0.475292388205987	-5	-5	-5	-5	-5
Healthy	-0.0902675076251021	-5	-5	-5	-5	0.416265954074958	-5
Healthy	-0.169789980446389	0.575643845661616	-5	-0.572156994294466	-5	1.146950244924	0.485932845201798
Healthy	0.624558470873253	-1.40837896178668	-5	-5	-5	0.215629633457334	-5
Healthy	0.414679264466649	-0.871213141357402	-5	-0.644491011975566	-5	-0.536584848478778	-5
Healthy	-0.444603223193737	-0.146478218173163	-0.177773059405061	0.0824586292715335	-0.878112014896319	-0.26085504067402	-5
Healthy	0.433228828459711	0.356274500903909	-5	0.211318145691329	-5	1.32789385998954	-5
Healthy	-1.09946901754724	-0.92786043676026	-1.15620680167409	-0.358664727273591	-5	-0.747316838067802	-5
Healthy	-0.98175733254209	0.0330657171185611	-2.12090412049993	1.54657535771273	-1.48043449911949	-1.61834351741421	-5
Healthy	-0.496658819638013	0.636777663647943	-5	0.743686895664305	-5	0.70645576145229	-5
Healthy	1.02127904398954	0.130005510862396	-0.341931337516564	-1.98674133471648	1.64334813711979	-0.867996607013368	-5
Healthy	-1.01963297381522	-0.547186591322146	-0.470454157138276	-0.873414072045662	1.01745114670004	-1.16304326294045	-5
Healthy	0.410654095544502	-0.0788599869822159	-2.90308998699194	0.386456158235409	-0.996582554797806	-0.0665886443976464	-5
Healthy	-0.748994826506365	-2.63078414258986	-5	-0.557786847277181	-5	-1.64820369310298	-5
Healthy	-0.55695617135166	-0.149390519078651	-0.960942981966556	0.72775265980976	0.850736882398385	-0.758055266755733	-5
Healthy	-1.64936439174105	-1.22577509513108	-5	-0.700035331375845	-5	0.716771865592201	-1.60800692774029
Healthy	-5	0.233549419743861	-5	0.773395111234869	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	0.292838433016156	-5
Healthy	-0.759026648159996	-0.62845190731615	-1.29713882942707	-0.0318206967250459	-5	-1.33236029394359	-5
Healthy	0.631860613368897	-5	-5	-5	-0.259479413946335	-1.88840147511961	-5
Healthy	0.408553697586891	-0.890455199121653	-0.970291637485105	-0.209510758477563	-0.410754324947494	-0.293982431100993	-5
Healthy	0.411840163863845	-5	-5	-1.94195376960472	-5	-0.984305011473482	-5
D006973	1.13766769043184	-0.262751682084379	-2.19928292171761	0.177625946724289	-5	-1.72538038090876	-5
D006973	0.296428237733018	-1.67264106561367	-2.74472749489669	-2.1791420105603	-5	-5	-5
Healthy	0.387935910763123	-5	-1.50265561898242	-5	-5	-5	-5
Healthy	-5	-5	-5	1.0392010841612	-5	-5	-5
Healthy	-0.138346129786089	-0.777309535288659	-1.08857603462371	-0.27049503818861	-1.02807505081581	0.190037398989312	-0.731024418902193
Healthy	-0.267831488311101	-0.596862313373619	-0.253233509274442	-0.302273857453656	0.940097926231087	-5	-5
Healthy	0.236373488494027	0.187811093428112	-5	-0.390426932551334	-5	-0.460296761052174	-0.951092298516229
Healthy	-5	0.119206384805907	-5	1.41013957536425	-5	-0.34356637993405	-5
Healthy	-5	-5	-5	-5	-5	-0.268346780304104	-5
Healthy	-3.24412514432751	0.567358139248078	-0.720287439179074	-0.71092412110178	1.27927923620624	-0.720538390742327	-5
Healthy	1.74098454857805	-2.58335949266172	-5	0.856310098713071	-3.39794000867204	-1.69550947222651	-5
Healthy	-0.241648360659185	-0.105949913325857	-5	1.02448197330695	1.07807637190583	0.0735093989447644	-5
Healthy	-0.00818049869410116	-0.375810756140244	-5	-0.229648819820771	0.449879338623202	0.374258801735391	-0.683463552596444
Healthy	1.54484981487026	-2.36251027048749	-5	-5	-5	-0.13499083395651	-5
Healthy	0.867749658122785	-5	-5	-0.876344325561878	-0.308193814529736	0.275695943772669	0.388704955700738
D006973	0.684412646268378	-1.38310457359924	-0.911261634726002	-5	-1.26800855098107	-2.53910215724345	-5
Healthy	0.476666455108599	-0.191964671555741	0.0853084206935297	-0.125332675551212	-5	-0.652162790782278	-2.08301995267962
Healthy	-0.906333217772097	-5	-5	-5	-5	-0.465035207605334	-0.672252928747544
Healthy	0.0628902051108873	-5	-5	-0.733980091146502	-5	-5	-5
Healthy	-1.28449805470672	-0.32176395860447	-5	-3.09151498112135	-5	-1.25266589038409	-5
Healthy	1.52283713787594	0.0459758857632826	-1.40660315769979	0.445336383611427	-3.48148606012211	0.192826614678094	-5
Healthy	-0.128129464579834	-0.788318923700861	-1.82073553566097	0.0832624731640772	0.584892955610718	-2.75696195131371	-5
Healthy	0.0640234774529008	-0.226945306635737	-5	0.309698286707962	-0.100491382651709	-0.30019694972716	-5
Healthy	-0.926831737734898	-0.652026339721962	-0.481038835550238	-0.921361961630327	1.01623542582996	-1.2185318571582	-5
Healthy	0.363041946961852	0.0167743557683439	-1.10757145305477	0.0150410440855053	-5	0.919402906871174	-0.0978066703730758
Healthy	-5	0.254809010414806	-5	-5	-5	-5	-5
Healthy	-0.785076715105102	-1.44745345204434	-2.79317412396815	-0.918760739088303	-5	-1.13170831198214	-5
Healthy	0.0307534989344725	-0.91388942619868	-0.388223603002689	-5	-5	-1.16583371605738	-5
Healthy	1.17143946128151	-0.184820869860581	-0.722184573429135	0.845592234018708	-0.458782819002195	0.0255802854362789	-1.12389767862221
Healthy	-0.295652121429059	-0.880117542015017	-2.59516628338006	-5	-5	-0.63537397104496	-5
Healthy	0.474740598479892	-5	-1.41668784801692	-5	-5	-1.07618627890881	-5
Healthy	0.184029550144605	-0.739427791876507	-0.859272037155817	-0.244010871341215	-5	-1.5054280157698	-0.75340295089363
Healthy	0.734362115377894	-1.22687207596667	-0.449820584291501	-1.92811799269387	0.163373101574077	-0.274586622650022	0.488614163981458
Healthy	-0.151023091657112	-0.947652400775336	-1.54683460747414	0.0282580248289713	0.553035447175104	-5	-5
Healthy	-0.049839682214073	-0.528869712156724	-0.4315987810515	0.196863987186564	-0.15568439445564	0.256277457032671	-5
Healthy	-1.07899019850297	-1.42181939037222	-5	-5	-1.90763030037088	0.953170410062659	0.279443352577086
Healthy	0.514394992263783	0.00158228893511219	-1.26696331706642	1.46381224150908	0.101217626747548	-5	-0.367390883139056
Healthy	-5	-5	-5	-5	-5	-0.363742852536496	-5
Healthy	0.308030554266106	-0.37333121254548	-1.45892023222337	0.0485156040340487	-5	-0.295772243975001	-5
Healthy	0.448853120627996	-5	-1.33629907461035	-5	-5	-0.997488368715092	-5
Healthy	-0.451107165863582	-5	-5	-1.24519314464558	-0.167740239407366	-0.119701008574247	-0.742177483965524
Healthy	0.180561672034769	-0.555018887912055	-5	-0.295429124810496	-5	-0.682103733507044	-5
Healthy	-1.20474581741912	-0.827192811630913	0.217452358012074	-0.939528807202321	-5	-0.247436853219887	-1.54106013810967
Healthy	-0.940058111938045	-1.28266241727614	-2.80966830182971	-1.01700554534134	-5	-1.26865302445405	-5
Healthy	-0.407689975744221	-5	-5	-2.30189945437661	-0.180581106626522	-1.79290445958078	-5
Healthy	-0.85390298646413	0.209077819246674	-0.95436412892178	1.08420223045863	-5	-0.521404648588605	-0.709275519980777
Healthy	-0.470377181866557	-1.09033701484598	-5	-0.686491325953927	-5	-0.499091465490491	-5
Healthy	-0.926025180133341	-1.18197215814074	-1.48678239993206	-5	-5	-1.69336055897574	-5
Healthy	0.421390017067081	-5	-1.28567024025477	-5	-5	-5	-5
Healthy	-5	-5	-5	0.533834313810089	-5	-5	-5
Healthy	-0.0220021900412603	0.349681515137003	-5	-5	-5	1.11050890380876	0.0203820023100244
Healthy	0.71531126204077	-0.791236267338363	-0.831237424377643	-5	-5	-1.0268721464003	-5
Healthy	0.725062622575211	-0.707478115425859	-0.82929834418393	-5	-5	-0.994219100045348	-5
Healthy	0.901621219386529	-1.62543493927723	-0.476253533188435	-1.74448628718047	-0.100759673533282	-5	-5
D006973	-0.53256949576095	0.324813163965258	-0.329179180305242	0.321465864470258	0.400465457020327	-1.52651302993543	-1.61888491929015
Healthy	0.493807855234094	-5	-5	-0.131661262040936	0.775691984328376	-0.255128343264855	-5
Healthy	0.434639151871673	-2.03338901331807	-5	-0.264584756281166	-1.24756739073853	-5	-5
Healthy	0.485428959845251	-5	-5	-5	-5	0.993012752319757	-5
Healthy	-0.723814025929329	0.0849228603025243	-5	-5	-5	-0.23051928278377	-5
Healthy	-5	-5	-5	-5	-5	-5	-5
Healthy	0.71119625733534	-0.87445367632881	-0.688627638196451	-2.31247103878537	-5	-1.02890978686288	-5
Healthy	0.270487844301513	-5	-0.989742457001699	-0.666371387481309	-5	-0.929112855981459	-5
Healthy	-2.44009337496389	-0.675450052297445	-1.89517159634634	-0.568330728686255	-0.158778223973396	-1.15720360482442	-5
Healthy	-0.826318510271541	-0.8837908741966	-0.0116506608530314	0.178991327667069	1.09168137522985	-2.10679324694015	-5
Healthy	1.05315530296188	-5	-1.2098556349571	-5	0.709290318052555	-5	-0.264249443050053
Healthy	-0.296313206970355	-0.11595836882574	-0.181760906146476	0.0327959877382654	-0.837256416764585	-0.216053564833748	-5
Healthy	-0.774716569905557	-5	-1.18708664335714	-5	-5	-0.27574051917945	-5
Healthy	0.809585300223161	-5	-1.24902901556268	-5	0.224064071833704	-1.71354353025302	-0.603992552294838
Healthy	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.500051869424349	-5	-0.422289958839038	0.576207700571901	-0.0564856989189822	-0.831767770486579	-0.0241731402651672
Healthy	-0.0644222048359064	-0.153057030617722	-0.604324214730064	0.593200750796251	-5	-0.482553366080614	-5
Healthy	-0.110082316563794	-5	-5	-0.810818602819263	-5	-5	-5
Healthy	-0.633091651478627	-0.784415305818385	-0.608906033729366	-1.0706832732465	-3.48148606012211	-1.21296481797378	-5
Healthy	-1.47521455067878	-5	-5	-5	-5	-1.34524606674707	-5
Healthy	0.330275751303548	-0.311963024208862	-5	0.192461514933312	0.263122184828126	0.179683897698728	-5
Healthy	0.493729835674895	-5	-5	-0.0753744504618983	0.765426384839824	-0.36897246014147	-5
Healthy	0.381573511428956	-0.219437881042936	-5	-0.044504670815873	-5	-0.734403976912408	-5
Healthy	-5	-5	-5	-5	-5	0.885516701288187	-0.191222045296204
Healthy	-0.41054190953502	-2.26760624017703	-5	-0.630209175969224	-5	-1.1786175002527	-5
Healthy	-0.966616458826881	0.484658518107889	-1.73471037413917	-0.673951032053259	-5	-0.558037929911472	-5
Healthy	1.02447088994175	0.176068096065628	-0.145918756170271	-1.67468962828894	1.63821371704129	-0.855456925727212	-5
Healthy	0.465747089582431	-1.39512622944736	-1.82739706879014	-0.231754198668122	-1.45967052520913	-2.65955588515988	-5
Healthy	-0.654371453543694	-0.91750186149422	-5	-1.0764969330579	-5	0.629334151724093	-5
Healthy	-0.17532757261464	-0.852138251512761	-2.33254704711005	0.612124499940247	-5	-0.0889703004937882	-5
Healthy	-0.105351696206483	-0.563551099308166	-1.0519784668589	0.23145684686103	-0.197267312345918	0.868222280049216	-0.163429052339501
Healthy	-0.18894807088368	-1.10980261378997	-5	0.09191304667608	-1.39902710431325	-0.284255639895637	-5
Healthy	-0.319356328457753	-0.70898654603462	-2.42365864979421	0.240282099986837	-5	-0.63712186421107	-5
Healthy	-0.0792351019025129	-0.974571238592759	-1.73025362686923	-5	-1.32275815405335	0.304886726880107	-5
Healthy	0.349205624890484	-1.38689848303309	-5	-0.924562538414387	-0.0495231782974773	-1.51541547071716	-5
Healthy	-1.42250820016277	-5	-5	-5	-2.08144546944973	0.228043433509841	-0.185532648252216
Healthy	0.625943879895748	-2.53610701101409	-5	-5	-5	-0.527902071630646	-5
Healthy	-1.06454311928839	-0.89925047431014	0.154998796858298	-0.896504155890234	-5	-0.279973073180271	-1.85016530328421
Healthy	0.279872181802656	-0.608376922453023	-0.988810312390009	-0.840102098965903	1.01276174366827	-0.175796039171376	-0.236220220664651
Healthy	-0.388861099604354	0.0829719691745995	-1.55924829952081	-0.517598110544707	-5	1.01701788816255	0.516117404014169
Healthy	0.779484656852121	-1.60032627851896	-5	-0.715298621475822	-5	-0.365563037462101	-5
Healthy	-0.519317693674513	0.241845204314783	-1.06722192993945	1.09037657692384	-5	-0.595371510358081	-0.691286223360996
Healthy	0.216498426045241	-0.416778548060462	-5	-0.616453908275526	-1.42101715729721	0.106109268076676	-1.1087971727397
Healthy	-1.12314735239866	0.323250037010103	-5	-2.14266750356873	-5	1.2402641177506	-1.45087407324189
Healthy	-0.637781499673948	-0.839711586868712	-0.090652610581442	0.207017354983476	1.09247185389862	-5	-5
Healthy	0.469963322716831	-5	-1.32002730572258	-0.582129901923355	-5	-1.3058337040668	-5
Healthy	0.175192788386603	0.0939677122427931	-2.29929628285498	1.1319174998113	-2.55595520408192	-0.718625697644953	-5
Healthy	-1.21275211966805	-5	-5	-5	-0.152723551724369	-1.69940451611004	-5
Healthy	-5	0.25605834925405	-5	1.06342043433584	0.0925346791269115	-0.420856888356185	-5
Healthy	-1.47391930819797	-1.72978714510376	-0.857986167015641	-0.0290165632744154	-5	-0.0835460514500749	-5
Healthy	-5	-0.233215484502141	0.189296564480904	-5	-5	-0.684323479651987	-1.03461012978488
Healthy	0.493842680869723	-5	-5	-5	-5	0.415989409775816	0.815216349987667
Healthy	-0.156007715296637	-1.29456395341475	-1.33828194230534	-0.129900558737797	-0.975637495646718	-0.720241827197527	-5
Healthy	0.501999443521579	-0.968874424268435	-5	0.122530422981802	-5	-0.048754790735713	-5
Healthy	-0.547937422579577	-0.628802792677705	-1.98758462523757	-0.456751684088406	-5	-1.05640656723163	-5
Healthy	-0.0410158810572654	-1.73683753503778	-1.06083032037482	0.394122332740608	-0.936216439402645	-0.392866795608433	0.828015709534763
Healthy	-0.807126028457478	-5	-5	-0.461262933824195	-5	-0.52712658475644	-5
Healthy	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.00137018679696171	-5	-5	-0.495325291230117	-5	-0.664943480560908	-5
Healthy	0.213783299335304	-0.639311937969322	-0.725426535803529	-0.218309235944093	-5	-1.71242219092129	-0.688776089567544
Healthy	0.134476737534991	-0.540441667545867	-5	1.44570241432509	-0.661922184979134	0.0150242633246252	-5
Healthy	-2.52578373592374	-0.354538429761157	-5	-0.107488007097764	-5	-5	-5
Healthy	-0.917286419828668	-0.793605935569126	0.225567713439471	-0.922632094715843	-5	-0.301142926910974	-1.75080164260889
Healthy	-1.73541827076192	-0.345861978187868	-0.186285608118855	-0.923359556329658	1.3596820298023	-0.405000083267754	0.293260875908029
Healthy	0.91410504981628	-1.03597620715997	-5	-1.12441789567211	-5	-0.632681359070309	-5
Healthy	-0.32652751393593	-5	-5	-5	-0.497436330892637	0.870129897270743	0.528260908991754
D006973	0.494258979184647	0.0853976220169693	-2.49757288001557	0.469173771159939	-5	-5	-5
Healthy	-0.484232094691555	-0.863120960124483	-0.454185884038717	-0.44073991388689	0.933394142447361	-5	-5
Healthy	-0.611667852142784	-5	-5	-0.597154218344275	-5	-1.48017200622428	-5
Healthy	-0.138716560793675	-0.290484121553302	-1.17263072694617	0.031432703267206	-5	-1.75522823850471	-5
Healthy	0.152795744228193	0.105186472189279	-1.80631897045872	0.71745746342628	-1.13029902632612	0.583002560080506	-5
Healthy	-1.32376378323669	-0.57436797644268	-1.02904906565458	-0.817670959383294	-1.3108688027655	-1.3347005005001	-5
Healthy	-0.50619353784942	-1.14496568332412	-5	-0.181991968284596	-5	-0.355640201258412	-5
Healthy	0.615774405540379	-5	-2.09963287134353	-0.321836849737658	-5	-0.681269033111902	-5
Healthy	1.19040510174362	-1.22701854965504	-1.21204387671607	-0.415759263075635	-5	-1.11047420332881	-5
Healthy	0.30496204994215	0.364648536507682	-0.478234474122917	0.966653663632349	1.0436494855356	0.156555208395287	1.52860062963061
