group	Lachnospiraceae	Streptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Erysipelotrichaceae	Peptostreptococcaceae	Eggerthellaceae	Micrococcaceae	Bacteroidaceae	Acutalibacteraceae	Dialisteraceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	3.91477	0.07916	0.55112	0	0	0	0.00738	0	0.22214	0	40.40465	0.40748	0	0.04179	0.55112	0	0.17529	0.09544	0.22214	0
Healthy	22.80021	0	0.15977	0	0	0	0	0	0	0	58.33865	2.77166	0	0	0.15977	0	0	0	0	0
Healthy	4.14772	0	0.69124	0.10397	0	0.07133	0.17821	0	0	0	59.26013	0	0	0.07465	0.69124	0.10397	3.36303	1.51966	0	0
Healthy	12.86897	0	0	0	0	0	0.47839	0	0	0	29.21591	0	0	0	0	0	0.35607	0	0	0
Healthy	5.09448	0	0	0	0	0	0.33087	0	0	0	56.00257	0.49301	6.13294	0	0	0	0.05484	0	0	0
Healthy	10.26218	0	0.02457	0	0	0	0	0	0	0	25.58713	0	0.12829	0	0.02457	0	0	0	0	0
Healthy	8.17808	0	0.10036	0	0	0	0	0	0.10899	0	12.81759	0.10874	0	0	0.10036	0	0	0.29632	0.10899	0
Healthy	22.83118	0.48286	0.94643	0	0.03297	0	0.25976	0.4202	0.001	0	25.97584	7.3635	5.77068	5.60501	0.94643	0	0.0387	0.16059	0.001	0
Healthy	12.32564	0	0.0155	0	0	0	0	0	0	0	30.27608	3.15154	0	0	0.0155	0	1.4069	0.22267	0	0.42162
Healthy	23.36911	0.57013	0.35061	0.87151	0	0	2.24283	0.02593	0	0.01166	19.18437	2.47762	2.05522	0.15387	0.35061	0.87151	0.01954	0.07481	0	0.01294
Healthy	6.20795	0.00821	0	0	0.00234	0	0	0	0	0	46.29544	0.06074	1.39957	0	0	0	0.118	0	0	0
Healthy	1.94081	0	0	0	0	0	0	0	0	0	14.13104	0	5.45916	0	0	0	0	0	0	0
Healthy	14.75308	0	0	0	0	0	0	0	0	0	0	18.1635	6.75861	3.23033	0	0	0	0	0	0
Healthy	9.82182	0.00859	0.18724	0	0.34585	0	0.79164	0.02953	0.00056	0	53.83709	0.01398	5.29407	0	0.18724	0	0.02272	0.03248	0.00056	0.05111
Healthy	36.67158	3.67627	0.53754	0	0	0	1.18883	0.02893	0.21051	0	7.73555	3.30195	0	0	0.53754	0	0.01738	0.00237	0.21051	0
Healthy	5.57951	0	0	0	0	0.24652	0	0	0	0	57.39969	4.67227	0	0	0	0	0.04047	0.04057	0	0
Healthy	9.53853	0	0	3.30314	0	0	0.48114	0	0	0	78.71114	0.03891	0	0	0	3.30314	0	0	0	0.01794
Healthy	17.18089	6.92059	1.20997	0.15811	3.61969	0	0.10051	0	0.11295	0	22.72709	0.00994	0	3.25825	1.20997	0.15811	0.01389	0.06586	0.11295	0.70408
Healthy	20.95779	7.81671	0	4.03805	0.08581	0.41657	1.12386	0	0.76277	0.03211	1.2351	0.11455	0	23.2123	0	4.03805	0.33028	0.00435	0.76277	0
Healthy	9.06044	0.60717	0	0.40456	0.30535	0.1286	0.0546	0.01632	0.95489	0	10.98924	2.08346	0.67405	0	0	0.40456	0.47832	0	0.95489	0
Healthy	1.80531	0	0.15255	0	0	0.00464	0	0	0	0	51.15279	1.89254	0	0	0.15255	0	0.03614	0.03246	0	0
Healthy	2.29021	0.02163	0.08698	0	0	0	0	0	0.1995	0	45.07614	0.31167	0.33659	0	0.08698	0	0	0.03744	0.1995	0
Healthy	22.39083	0	0	0	0	0	3.64677	0.41483	0	0	46.7618	0.02106	4.70232	0.07596	0	0	0	0	0	0
Healthy	45.55175	0.77638	0	0	0	0	0	0	0	0	8.9056	0	33.3458	0	0	0	0	0	0	0
Healthy	6.97045	0.41385	0.80581	0	0.01093	0	0.04323	0.03891	0.37548	0.0021	49.96938	4.27403	0	0	0.80581	0	0.05552	0.01602	0.37548	0.00966
Healthy	21.72657	0.61644	0.99048	0	0.0274	0	0.03839	0.0746	0.07974	0.06018	37.33223	4.07356	0.56439	0	0.99048	0	0.0182	0.00109	0.07974	0.00402
Healthy	1.60558	0.22154	0	0	0	0	0.26969	0.01723	0.23941	0.02743	0.01036	0	0	0	0	0	1.09077	0	0.23941	0
Healthy	0	0.10484	0.83133	0	1.61575	0	0	0	0	0	21.09078	0	0	0	0.83133	0	0	0	0	0
Healthy	1.11853	0.24482	0.14886	0	0	0	0.02238	0	0	0	85.93009	0.3789	3.35751	0	0.14886	0	0.1709	0.005	0	0
Healthy	7.33048	0	0.40593	0.07656	0	0	0.04975	0	0.00775	0	23.1251	0.93393	5.50182	0.04071	0.40593	0.07656	0.3168	0.13861	0.00775	0
Healthy	0.61769	0.0964	0.68067	0.05476	0	0	0.51682	0	0.00849	0	15.43528	2.35522	3.08845	0	0.68067	0.05476	4.02079	0.6342	0.00849	0.11805
Healthy	18.61813	0.1366	0.07106	0	0	0	0.00647	0.45923	0	0	15.84344	4.40458	0	0	0.07106	0	0.01122	0.00518	0	0
Healthy	0.00203	0	0	0	0	0	0	0	0	0	0.02398	0	0	0	0	0	0	0	0	0
Healthy	3.64425	0.06786	0.57258	0	0	0.10466	0.05546	0	0	0	48.20814	1.7073	0	0.02599	0.57258	0	2.59798	1.37696	0	0
Healthy	39.40276	1.14434	0.11939	1.37859	0.01457	0	1.93039	0.14669	0.04434	0	16.93879	6.4813	0	1.17411	0.11939	1.37859	0	0	0.04434	0
Healthy	0.04974	0	0	0	0	0	0	0	0.01656	0	0.98503	0	2.63906	0	0	0	0.14515	0	0.01656	0
Healthy	1.97268	0.04098	0	0	0	0	0	0	0	0	69.70617	0.0018	0	0	0	0	0.01464	0.04529	0	0
Healthy	1.06697	0	0	0	0	0	0	0	0	0	63.69073	0	3.1302	0	0	0	0.01491	0	0	0
Healthy	10.97114	0.03254	0	0	0.00477	0	0.00715	0	0.00182	0	85.12374	0	0	0	0	0	0.28687	0	0.00182	0
Healthy	23.92358	1.27566	3.91151	3.0651	0.02803	0	6.73006	0.093	0.02163	0.03618	26.37359	0.92374	0	0	3.91151	3.0651	0.00108	0	0.02163	0
Healthy	21.49947	0.0672	1.19242	2.02303	1.39307	0	1.90472	0.0003	0.26581	0.00394	19.9402	0.02568	0	0	1.19242	2.02303	0.04495	0.07116	0.26581	0
Healthy	17.43958	2.732	8.07396	0	0	0	0.34886	0	0	0	15.20049	20.9506	13.8864	0	8.07396	0	0	0	0	0
Healthy	91.8533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.60233	0	0.00653	0	0	0	0	0	0.0141	0	75.45184	0.50076	0	0	0.00653	0	0	0	0.0141	0.07586
Healthy	2.22634	0.02111	0.09496	0	0	0	0	0	0.22405	0	44.63279	0.35335	0.37095	0	0.09496	0	0	0.0558	0.22405	0
Healthy	2.46527	0	0	0	0	0	0	0	0	0	36.51609	0	0	0	0	0	0.18675	0.05012	0	0
Healthy	7.94877	1.16739	0.43562	0	0.02801	0	0.23627	0.13193	0.02795	0	35.06171	0.01514	0	0	0.43562	0	0.56549	0.01371	0.02795	0.01588
Healthy	12.98185	0	0.18546	0	0	0	0.08488	0	0	0	39.51349	0.10419	0	0	0.18546	0	0.06531	0.27229	0	0.04719
D003924	7.53607	33.15887	2.29584	0	0.00239	0	0.17894	0	0.00019	0.02369	1.83444	0	0	0	2.29584	0	0.00683	0	0.00019	0.03929
Healthy	13.2634	0.22672	0	0	0	0	0	0	0	0	53.65404	0	4.61335	0	0	0	0.18485	0.0077	0	0
Healthy	6.12963	0	0	0	0	0	0	0	0	0	20.99024	0.03449	0	0	0	0	0.17604	0.02754	0	0
Healthy	42.2488	0.00661	0	0	0	0.22506	0.06512	0	0.08182	0	41.74842	1.04447	0	0	0	0	0.48667	0.02239	0.08182	0
Healthy	8.28107	0	0.95473	30.9145	0	1.1386	1.82984	0	0	0	10.05104	0	0	1.17601	0.95473	30.9145	0	0	0	0
Healthy	9.04524	0.88718	1.05088	2.25693	0	0	0	0	0.66177	0	22.26525	0	0	0	1.05088	2.25693	0	0.07915	0.66177	0.13938
Healthy	13.98694	2.91271	2.79408	0	0.0413	0.47789	0.05584	0.08908	0.04503	0	21.65317	7.93796	1.71806	0	2.79408	0	0.60243	0	0.04503	0
Healthy	9.58241	0	0	0.92544	0	0	0	0	0	0	21.38533	1.51624	0	1.4988	0	0.92544	1.5748	0.28378	0	0.14583
Healthy	16.99751	0	0	0	0	0	0	0	0	0	17.61028	32.483	4.65646	0	0	0	0	0	0	1.20461
Healthy	4.27156	0.0323	0	0	0	0	0	0	0.04271	0	66.40744	0.06731	0	0	0	0	0.04168	0.04748	0.04271	0
Healthy	14.31608	0.4527	0.55142	0	0	0	0.07157	0.06602	0.00393	0.00678	62.51188	0.00706	0	0	0.55142	0	0.00507	0	0.00393	0.01097
Healthy	10.85426	0	2.04615	0	0	0	0	0	2.01574	0	8.51474	4.36137	0	0	2.04615	0	0	0	2.01574	0
Healthy	10.50866	0.06187	0	0	0	0	0.87324	0	0	0	67.18047	0.06202	6.98796	0	0	0	0	0	0	0.27497
Healthy	14.62415	0	0	0	0	0	0	0	0	0	85.37583	0	0	0	0	0	0	0	0	0
Healthy	3.05611	0.22365	0	0	0	0	0	0.00435	0	0	45.45948	0	7.20451	0	0	0	0.02319	0	0	0
Healthy	32.03325	3.94948	1.12483	0	0.19992	0	2.47088	0.00811	0.1428	0	12.77893	11.38356	0	2.2661	1.12483	0	0.12438	0.05541	0.1428	0.09035
Healthy	32.70998	0	0	0	0	0	0	0	0	0	27.88617	7.33099	6.85703	0	0	0	0	0	0	0
Healthy	14.70025	0	0	1.24666	0	0	0	0	0	0	34.36	1.49798	0	0.36043	0	1.24666	1.80319	0.01043	0	0.02286
Healthy	13.95475	1.38937	0.75056	0.54321	0.01317	0.00525	0.12439	0.65785	0.23762	0.01276	31.61593	0.04411	0.00022	0	0.75056	0.54321	0.01634	0.18363	0.23762	0
Healthy	5.01174	0	0	0	0	0	0.27107	0	0.00525	0	55.50235	0.48209	6.24722	0	0	0	1.76831	0	0.00525	0
Healthy	1.53771	0	0	0	0	0	0.01762	0	0	0	54.2621	0.15006	6.00485	0	0	0	0.03192	0	0	0
Healthy	1.66851	0	0	0	0	0	0.02401	0	0.00461	0	53.41295	0.16033	5.80735	0	0	0	0.01075	0	0.00461	0
Healthy	6.60312	0.00917	0.22265	0	0	0	0.00918	0	0.02285	0	32.33161	0.69164	0.32486	0.19453	0.22265	0	2.32258	0.12422	0.02285	0.36171
Healthy	18.58739	0.22132	0.41176	0	0.03491	0	2.52859	0.02687	0.08691	0	20.16763	4.61283	0	0	0.41176	0	0.01514	0.00038	0.08691	0.03523
Healthy	0	3.40948	0	0	0	0	0	0	0	0	0.63797	0	0	0	0	0	0	0	0	0
Healthy	1.73259	0	0	0	0	0	0	0	0	0	59.61472	0.44254	0	0	0	0	0	0	0	0
Healthy	12.69967	0.19082	0	0	0	0.21204	0.75394	0	0	0	25.90006	1.75271	0	2.76374	0	0	0.37426	0.09369	0	0.1604
Healthy	0.49817	0.23626	0.68492	0	0	0	0.18429	0	0	0	17.769	0	0	0	0.68492	0	0.00677	0.00023	0	0.02205
Healthy	10.61051	0.07282	0	0	0	0	0.87277	0	0	0	65.52638	0.02299	6.25982	0	0	0	0	0.04086	0	0.27296
Healthy	9.98457	0.1676	0.94487	0.01347	0.25322	0	0	0	0.16393	0	12.29747	6.28787	0	12.0425	0.94487	0.01347	0.17732	0.07284	0.16393	0
Healthy	21.74891	0.26361	0.2099	2.83403	0	0	7.42025	0	0	0	18.06735	8.56068	0	0.6539	0.2099	2.83403	0.0891	0.06421	0	0.07798
Healthy	15.58191	0.53812	0.24642	0	0.04734	0	0.12185	0.07736	0.00055	0.00381	16.88865	0.14104	0.52251	0	0.24642	0	0.02407	0.11873	0.00055	0
Healthy	6.47353	0.07821	0	1.88668	0	0	0	0.00111	0.22649	0	23.55575	0	0	0	0	1.88668	0.03002	0.11929	0.22649	0
Healthy	2.46587	0	0	0	0	0	0	0	0	0	66.68576	0	10.6897	0	0	0	0.00604	0	0	0
Healthy	20.80282	0.08599	0.00624	0	0	0	0.04195	0	0.12626	0	35.08188	0	0	0	0.00624	0	0.18454	0.19167	0.12626	0.05798
Healthy	21.08517	0	0.14805	0	0	0	2.04138	0.07217	0	0	7.41536	0	0	1.68806	0.14805	0	0.04424	0	0	0.09494
Healthy	2.36825	0.01324	0.1252	0	0	0	0	0	0.22473	0	41.0005	0.33221	0.36077	0	0.1252	0	0	0.05192	0.22473	0
Healthy	19.30003	0.2514	0.0274	0	0	0	0.06687	0.10539	0.00111	0.00413	61.84235	2.74794	0	0	0.0274	0	0	0	0.00111	0
Healthy	7.34832	0.40514	0	0.23932	0	0	0.06389	0	0	0	40.04832	1.78927	0	0	0	0.23932	0.0541	0	0	0
Healthy	8.49908	0.02196	0.25238	0	0	0	0	0	0	0	45.83941	0.62582	0	0	0.25238	0	0.10266	0.04488	0	0
Healthy	9.00015	0.07261	0.19768	2.23398	0	0.02787	0.34681	0	0	0.04453	17.24653	0.08425	0	0.33908	0.19768	2.23398	0.04566	0	0	0
Healthy	3.25864	0	0.19603	0	0	0	0.1369	0	0	0	55.33646	1.01705	6.37489	0	0.19603	0	0.61188	0.09095	0	0
Healthy	47.0518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.98094	0	0.12508	0	0	0	0.032	0.00891	0.03893	0	4.74352	20.25438	0	0	0.12508	0	0.07097	0.03188	0.03893	0
Healthy	3.67583	0	0	0	0	0	0	0	0	0	19.11313	1.04364	0	0.06171	0	0	4.54672	0.91635	0	0.30059
Healthy	60.05265	0	0.3283	0	0	0	0	0	0	0	9.70099	0	10.7103	0	0.3283	0	0	0	0	0
Healthy	6.51038	0	0.07502	0	0	0	0	0	0.10822	0	26.92547	0.1503	0	0	0.07502	0	0	0.47382	0.10822	0
Healthy	12.76124	1.22338	2.25101	0	0.05829	0.0534	0.12208	0.15342	0.00644	0.00745	37.24702	0.00148	0	0	2.25101	0	1.08722	0	0.00644	0
Healthy	1.86395	0	0.17215	0	0	0.00649	0	0	0	0	46.39845	2.16782	0	0	0.17215	0	0.03627	0.03168	0	0
Healthy	1.59625	0.00128	0.16663	0	0	0	0	0	0	0	50.59341	1.90643	0	0	0.16663	0	0.03093	0.04472	0	0
Healthy	4.04024	0.06486	0	0	0	0	0.05354	0	0	0	73.64632	0.23375	0	0	0	0	1.10019	0.13573	0	0
Healthy	18.33208	0.0201	0.08076	4.96439	0.10632	0.24632	0.34636	0	0	0	44.5478	2.70835	0	0	0.08076	4.96439	0.02229	0.12961	0	0.07762
Healthy	5.81482	0.3211	1.21269	0	0	0	0.00257	0	0.54717	0	33.86944	1.34169	0	0.21804	1.21269	0	0.15369	0.12344	0.54717	0
Healthy	23.05986	0.0407	0	0	0	0	0.23834	0.23122	0.07788	0	37.0803	0	0.0706	0	0	0	0.01253	0	0.07788	0
Healthy	28.34152	0.0018	0	0.0954	0	0.88999	0.67172	0.11469	0	0	30.51913	0.08646	0	0.68489	0	0.0954	0.00227	0	0	0
Healthy	10.6146	0	0.0213	4.44069	0.25605	0	0.0796	0	0	0	63.00057	3.88725	0	0	0.0213	4.44069	0	0	0	0.11571
Healthy	24.3874	2.75445	0.01587	0	0	0	0.22609	0	0	0	32.88129	5.80751	2.05765	0.57513	0.01587	0	0.69546	0	0	0
Healthy	28.22382	0.17798	0	0	0	0	0	0	0	0	37.9392	0	0	0.57785	0	0	0	0	0	0
Healthy	6.39737	0	0	0	0	0	0.03717	0	0	0	38.78122	0.70089	0	0	0	0	0.45129	0.20697	0	0
Healthy	31.46357	0.39257	0.03795	0	0	0	0.23711	0.64931	0	0	31.23126	8.77603	1.19499	0	0.03795	0	0	0	0	0
Healthy	10.40859	22.66877	1.39904	2.65337	0.97844	4.97017	1.85544	0.01987	0	0.01487	15.41016	1.82729	0	0	1.39904	2.65337	0.00481	0.18415	0	0
Healthy	1.82571	0	0.03553	0	0	0	0	0	0.00523	0	76.13304	0.49023	0	0	0.03553	0	0.00762	0	0.00523	0.11704
Healthy	4.39439	0.00788	0.61709	0	0	0	0.18613	0.00778	0.01538	0	29.88501	4.66875	17.6804	0	0.61709	0	1.09785	0.11801	0.01538	0
Healthy	45.7141	0.91963	0	1.11179	0.04838	0	0	0.3873	0.58387	0.08484	11.0686	11.8665	0	0.74572	0	1.11179	0.00191	0.1039	0.58387	0
Healthy	2.67035	0	0	0	0	0	0	0	0	0	66.42993	0	10.601	0	0	0	0.00579	0	0	0
Healthy	8.98145	2.70736	0.27075	0	0.01619	0	0.49405	0.12567	0.72557	0	22.4644	0.1257	0	0	0.27075	0	0.15473	0.3909	0.72557	0
Healthy	10.42323	0.50336	0.33736	0	0.00429	0	5.30431	0.10323	0.0327	0.001	3.88965	0.09235	0	12.6844	0.33736	0	0.22423	0.08524	0.0327	0
Healthy	22.17872	0.00305	0.01622	4.26177	0	0.68612	0.35092	0	0	0	39.74812	0.0129	0	0	0.01622	4.26177	0.02627	0.06604	0	0.01491
Healthy	17.69581	0.58717	0.00959	0	0	0.07081	0.03855	0.23083	0.06107	0.02474	19.37408	0	0	0	0.00959	0	0.33137	0.00557	0.06107	0
Healthy	19.49842	0.18468	1.30639	0	0.47571	0	0.14272	0	0.07311	0	44.6078	0	0	0	1.30639	0	0	0	0.07311	0
Healthy	15.18684	0.00442	0.6486	0.0062	0	0	0.08144	0	0	0	16.5566	0.07607	14.5412	4.04538	0.6486	0.0062	0.57836	0	0	0
Healthy	25.67912	0.02178	0	0	0	0	0.94994	0	0.19113	0	24.55894	9.93151	0	0.6324	0	0	0.24959	0.08296	0.19113	0
Healthy	3.03854	0.06225	0.288	0.89314	0	0	0.01029	0	0	0	54.04105	0	0	0	0.288	0.89314	1.35409	0.31988	0	0.00513
Healthy	0.49191	0.00321	0.28648	0	0.58183	0.01524	0.01281	0.04771	0.02125	0	30.44431	0	0	0	0.28648	0	0.03648	0	0.02125	0
Healthy	34.2711	0.05541	0	0	0.14429	0	0.00663	0.00619	0.0805	0	26.60451	7.45113	5.15746	0	0	0	0.09262	0	0.0805	0
Healthy	46.96116	0.33577	0.8974	0	0	0	0	0	0.01449	0	18.63699	16.93056	0	0	0.8974	0	0	0	0.01449	0
Healthy	1.70662	0	2.26472	0	1.50313	0	0	0	0	0	4.26884	7.94153	0	3.78589	2.26472	0	0	0	0	0
Healthy	1.82069	0.0069	0.19782	0	0	0	0.0773	0	0	0	73.90477	0.27429	8.18241	0	0.19782	0	0.59749	0.01026	0	0
Healthy	3.02301	0	0.00371	0	0	0	0	0	0	0	44.71761	0.06602	0	0	0.00371	0	0.0379	0	0	0
Healthy	5.83691	0.00183	0	0	0	0	0	0	0	0	45.79997	1.08845	2.84814	0.03754	0	0	0.03435	0.06321	0	0.04301
Healthy	16.6689	0.0703	0	0	0	0	0.32872	0	0.12008	0	30.99158	0.63553	0	0.52025	0	0	0.39938	0.05163	0.12008	0.06399
Healthy	7.41389	0.48305	0	0.28307	0	0	0.04535	0	0	0	39.77224	1.84255	0	0	0	0.28307	0.07678	0	0	0
Healthy	9.86644	0.01714	0	0	0.03474	0	0.05601	0.05642	0.02621	0	51.153	7.00476	12.3662	0	0	0	0.06341	0	0.02621	0.15532
Healthy	84.76662	0.1065	0	0	0	0	0.24695	0	0	0	0.10723	0	0	0	0	0	0	0	0	0
Healthy	25.91859	0.42938	0	1.19428	0.00651	0.30128	0.10424	0.33544	0.17237	0.00214	37.62978	4.63361	0	1.91365	0	1.19428	0.06111	0.00684	0.17237	0
Healthy	22.5034	0	0.05092	0	0	0	0.4646	0	0.02924	0	46.08922	1.7857	1.76099	0	0.05092	0	0	0	0.02924	0
Healthy	14.12359	0.04334	0.5224	0.07284	0.02966	1.27121	1.53642	0.454	0	0	50.53227	10.06441	0	0.02601	0.5224	0.07284	0.0103	0.05004	0	0.00673
Healthy	44.26535	0.13466	0	0	0	0	0.79262	0	0	0	27.445	0.03853	6.16718	0.17925	0	0	0.40289	0	0	0
Healthy	4.05366	0.1507	0.58973	0	0	0	0	0	0	0	29.20105	0	15.5468	0	0.58973	0	0.25714	0	0	0
Healthy	28.57186	0.07062	0	3.59262	0	0	0.03308	0.03941	0.05947	0.00876	8.34271	7.41881	0	0	0	3.59262	0.00909	0.02332	0.05947	0.47115
Healthy	1.35351	0.22502	0.21436	0	0.01163	0.08231	0.34939	0.05594	0.20829	0.00719	60.52706	0	2.25348	0	0.21436	0	0.48386	0.02566	0.20829	0.09542
Healthy	2.87339	5.72034	0	0	1.19124	0	0.00198	0.00096	0.01056	0.00576	51.25936	0	0.00631	0	0	0	0.03744	0.00874	0.01056	0
Healthy	6.9398	0.00686	0.2337	0	0	0	0	0	0.07496	0	20.66264	0.04288	2.93626	0	0.2337	0	0.07112	0.0134	0.07496	0
Healthy	21.18647	0.06146	0	0	0	0	0.01407	0	0.13802	0	34.88743	0	0	0	0	0	0.13354	0.22483	0.13802	0.05283
Healthy	4.84504	0.13079	0	0	0	0	0	0	0	0	32.7612	0.96256	7.81144	0.9034	0	0	0.0974	0.40446	0	0.01926
Healthy	2.42765	0	0	0	0	0	0	0	0	0	67.11065	0	10.23	0	0	0	0	0	0	0
Healthy	33.47098	1.67422	1.32554	0.00283	0.18902	0	0.08435	3.85849	0.1505	0.01595	22.542	0.69529	2.56619	0.02214	1.32554	0.00283	0.0959	0	0.1505	0
Healthy	6.60032	0.24089	1.2966	0	0	0	0.00759	0	0.46578	0	34.7506	1.39995	0	0.24867	1.2966	0	0.12875	0.11176	0.46578	0
Healthy	14.78965	0	0	0	0	0	0.25486	0	0	0	25.48035	0	7.8536	0	0	0	0.08701	0	0	0
Healthy	28.70768	0	0.3113	0	0	0	0.51013	0	0	0	11.21787	0.83207	0	0.51151	0.3113	0	0.19431	0	0	0.00811
Healthy	12.53972	0.40981	0.22257	0	0	0	0.48434	0.13406	0.11505	0	16.89178	0.37401	0.62564	0	0.22257	0	0	0	0.11505	0
Healthy	16.27665	0.52576	0	0	0	0	0	0.00403	0	0	36.34157	4.84978	10.1069	0	0	0	0.02485	0	0	0
Healthy	12.2412	0.02154	0.03561	0	0	0	0.62533	0.46742	0	0	39.822	6.29077	0.90171	0	0.03561	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	85.8034	0	13.8698	0	0	0	0	0	0	0
Healthy	37.52738	0	0	0	0	0	0	0	0	0	27.48794	12.4159	0	0	0	0	0	0	0	0
Healthy	0	0.34894	0.17965	0	0.37149	0	0	0.02738	0	0.01124	61.56955	0	0	0	0.17965	0	0	0	0	0
Healthy	19.65518	2.49292	0	0	0.39153	0.00149	0.04047	0.10178	0.17878	0.02753	19.06235	0.19287	2.38636	0	0	0	0.21543	0.03909	0.17878	0
Healthy	0.04686	0	0.09009	0	0	0	0	0	0	0	4.51312	0	80.9451	0	0.09009	0	0.02424	0	0	0
Healthy	0.30121	0.04906	0.92484	0.02672	0	0	0.31659	0	0.01844	0	37.71015	0.73863	0.06532	0	0.92484	0.02672	0.64912	0.40586	0.01844	0.09432
Healthy	3.91888	0.09139	0.58374	0	0	0.09935	0.06375	0	0	0	48.03576	1.71192	0	0.03181	0.58374	0	0.06251	1.34798	0	0
Healthy	17.38725	0.01102	0.52526	17.0279	0	3.33942	0.7905	0	0	0	10.8547	2.81604	0	11.47081	0.52526	17.0279	0	0	0	0
Healthy	48.94848	0.12048	0.36241	0	0	0	0.64171	0.01353	0.01612	0	22.21484	0.27212	0.04341	0	0.36241	0	0.03367	0.02952	0.01612	0.07928
Healthy	6.96615	1.09859	4.83101	0	0	0	0	0	0	0	14.1751	5.13706	1.43343	0	4.83101	0	0	0	0	0
Healthy	1.99935	0.12471	0.23047	0	0	0	0	0	0	0	40.34652	0	8.30006	0	0.23047	0	0	0.01453	0	0
Healthy	9.37531	0.13908	0.15234	0	0	0	0.39608	0.22817	0.03545	0	21.92546	1.7915	0.16245	0	0.15234	0	0	0	0.03545	0
Healthy	1.01984	0	0.11564	0	0	0.59152	0	0	0	0	55.56629	1.00467	0	0.02964	0.11564	0	0.37619	1.40923	0	0
Healthy	0.82589	0	0.72767	0	0	0	0.29601	0	0.01672	0	50.03803	0.59192	9.20421	0	0.72767	0	1.31321	0.21326	0.01672	0
Healthy	30.719	5.20282	0.64423	0.1824	0.18683	0	0	0.14655	0.0763	0	6.39134	20.47756	1.98301	0.04087	0.64423	0.1824	0	0	0.0763	0
Healthy	31.09168	21.45042	2.94568	0.18759	0.0153	12.8928	0.21831	0.02961	0.1231	0.00293	2.99199	0.04777	0	0.07054	2.94568	0.18759	0.00442	0.00694	0.1231	0
Healthy	5.37364	0.04729	0.01038	0	0	0	0.04885	0.64266	0	0	72.89246	0.07249	0	0	0.01038	0	0	0.022	0	0
Healthy	28.63182	0	0.03323	4.86149	0	1.38954	0.48586	0	0	0	37.64374	0	0	0	0.03323	4.86149	0	0.13858	0	0
Healthy	0.00912	1.29801	0.08065	0	0	0	0	0	0	0.11785	1.46977	0	0	0	0.08065	0	0	0	0	0
Healthy	8.53866	0	0.46314	0	0	0	0.0705	0	0.00804	0	22.92809	0.82971	0	0.0651	0.46314	0	0.22721	0.15758	0.00804	0.17949
Healthy	18.82599	0.32315	4.79853	4.78413	0	1.38487	3.63131	0.15088	0	0	2.80734	3.10948	0	13.6877	4.79853	4.78413	0	0	0	0
Healthy	1.64917	0	0.06135	0	0	0	0.07726	0	0.00379	0	50.35432	0.21402	0	0	0.06135	0	0.234	0.05799	0.00379	0
Healthy	2.29741	0	0.0362	0	0	0	0	0	0.00314	0	69.52707	0.62477	0	0	0.0362	0	0	0	0.00314	0.12314
Healthy	21.54317	6.39372	1.97075	0	0	0	0	0	0	0	17.725	10.4054	0	0.39354	1.97075	0	0	0	0	0
Healthy	6.38863	0	0	0	0	0	0.03153	0	0	0	39.6444	0.80578	0	0	0	0	0.44008	0.18676	0	0
Healthy	8.30779	0.94999	4.58264	1.06761	6.43507	0	0.02752	0.11721	0.08733	0.04321	14.18347	3.98798	1.78541	0	4.58264	1.06761	0.18237	0.0464	0.08733	0
Healthy	1.78377	0	0.17187	0	0	0	0	0	0	0	50.4777	1.9026	0	0	0.17187	0	0.03555	0.03834	0	0
Healthy	6.34295	0.25238	1.45726	0	0	0	0	0	0.44962	0	34.2313	1.40789	0	0.22303	1.45726	0	0.15444	0.09323	0.44962	0
Healthy	33.59624	0.10377	0.75728	0	0	0	0.10586	0.01431	0.00492	0	24.81135	6.3849	4.18592	0	0.75728	0	0.26	0.01688	0.00492	0.17226
Healthy	13.3728	0.03598	0.31141	0.21453	0	0	0	0	0.04065	0	25.60674	0.03789	0.29805	0.04896	0.31141	0.21453	0.0137	0.15033	0.04065	0
Healthy	3.44123	0	0.43889	0	0	0.05688	0	0	0	0	37.6666	1.1683	0	0	0.43889	0	0.00709	0.07168	0	0
Healthy	12.19678	0.04507	1.04846	0	0.05837	0	0.00667	0.02551	0.08319	0	8.80531	0.13057	0.00612	0	1.04846	0	0.02098	0.03321	0.08319	0
Healthy	11.24879	0	0	0	0	0	1.85807	0	0	0	54.35268	0.80515	8.84249	0	0	0	0	0	0	0
Healthy	1.6397	0.1372	0.26375	0	0	0	0	0	0	0	40.17989	0	7.87272	0	0.26375	0	0	0.04214	0	0
Healthy	13.31684	0.13335	0	2.37017	0	0	0	0	0	0	74.7192	0	0	0.00641	0	2.37017	0	0	0	0
Healthy	21.51248	1.36683	0.42019	0.07399	4.05795	0	0.05812	0.04933	0	0.01967	36.41384	0.07503	0	0	0.42019	0.07399	0.54046	0.01159	0	0
