group	Lachnospiraceae	Streptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Erysipelotrichaceae	Peptostreptococcaceae	Eggerthellaceae	Micrococcaceae	Bacteroidaceae	Acutalibacteraceae	Dialisteraceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	1.67644	0	0.02701	0	0	0	0	0	0.03051	0	75.60287	0.46012	0	0	0.02701	0	0	0	0.03051	0.08441
Healthy	40.39967	0.34528	0	0	0	0	0	0	0.05698	0	20.53284	0	15.9651	0	0	0	0	0	0.05698	0
Healthy	0.47202	0	0	0	0	0	0	0	0	0	77.26842	0.0192	0.21017	0	0	0	0.01841	0	0	0
Healthy	0.65051	0	0	0	0	0	0	0	0	0	91.9548	0	0	0	0	0	0.09406	0	0	0
Healthy	8.96629	0.00288	0.40143	0	0	0	0	0	0.02195	0	45.92573	0.53199	0	0.02146	0.40143	0	0.08016	0.06554	0.02195	0
Healthy	4.66288	0	0	0	0	0	0.02861	0	0	0	55.23312	0	4.05717	0	0	0	0.11263	0.11411	0	0
Healthy	12.96484	0	0.72678	1.57656	0	0	0.05895	0.15516	0.01264	0	4.43774	4.91229	25.9687	0	0.72678	1.57656	0	0.17623	0.01264	0
Healthy	0	0.62219	0	0	0.08897	0	0	0	0	0.1046	17.70179	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	84.43985	0	0	0	0	0	0	0	0	0
Healthy	11.56338	0	0	0	0	0	0.09676	0	0	0	34.8843	0.26289	4.45934	0	0	0	1.83829	0	0	0
Healthy	10.77031	0	2.25198	0.00966	1.4605	0	0	0.00649	0.23259	0	18.03711	7.35714	0	6.89201	2.25198	0.00966	0.27951	0	0.23259	0
Healthy	4.74488	0	0	0	0	0	0.2803	0	0	0	55.90911	0.53321	6.12746	0	0	0	0.05053	0	0	0
Healthy	27.7372	9.2923	1.33923	2.32279	0.02885	0.26323	5.17261	0	0.71951	0.28573	16.85905	0	0	0.05766	1.33923	2.32279	0.12334	0.05309	0.71951	0
Healthy	1.93201	0	0	0	0	0	0	0	0	0	0.27232	0	0	0	0	0	0	0	0	0
Healthy	26.41635	0.23307	0.24301	2.67787	0.00116	0	0.00649	0.01909	0	0	30.82664	0.01522	0	0	0.24301	2.67787	0.01742	0	0	0
Healthy	19.14214	0.1242	0	0.06406	0	0	0.00291	0.05917	0	0	54.69375	0	0	0	0	0.06406	0.5566	0	0	0
Healthy	28.95117	0.44134	0	0.85476	0	0	0.02612	0	0.00195	0	24.71427	2.61931	0	0	0	0.85476	0.064	0	0.00195	0
D003924	38.22273	0.58725	0	0	0.0494	3.50427	0.65008	0.37687	0.98551	0.00065	0.83319	26.08676	1.27837	0	0	0	0.14884	0	0.98551	0
Healthy	23.27727	0.03109	0.02057	0	0	0	0.30242	0.55938	0	0	39.15026	4.38821	2.05788	0	0.02057	0	0	0	0	0
Healthy	6.6805	0.0183	0.23223	0	0	0	0	0	0.02037	0	32.30265	0.61546	0.3535	0.21375	0.23223	0	0.15494	0.19126	0.02037	0.40556
Healthy	1.69878	2.27287	0.02367	0	0.30556	0	0.00061	0	0.00217	0.03898	6.13182	0.74654	0	0	0.02367	0	0.04055	0	0.00217	0
Healthy	13.96067	0	0	0	0	0	2.74118	0	0	0	26.39883	0.96576	0	17.665	0	0	0	0	0	0
Healthy	44.45119	1.69472	0.11936	2.37654	0.06093	0.41427	2.11912	0	0	0	22.97043	0.00941	0	0	0.11936	2.37654	0.22751	0	0	0
Healthy	7.16031	0	1.31884	0	0	0.00162	0.00585	0.08164	0.0254	0	47.23513	2.63915	0.02036	0	1.31884	0	0.09443	0	0.0254	0
Healthy	1.54044	0.09687	0.06541	0	0	0	0	0	0	0	49.54937	0	0	0	0.06541	0	1.87573	0	0	0.39432
Healthy	33.51811	0.02305	0	0	0	0	0	0.081	0.02777	0	28.88519	0.53086	0	0	0	0	0	0.02346	0.02777	0
Healthy	1.48738	0	0	0	0	0	0.02327	0	0	0	52.91018	0.14018	6.13742	0	0	0	0.00829	0	0	0
Healthy	0.04822	1.40283	0.00056	0	0	0	0	0.00032	0	0.17103	2.35035	0	0	0	0.00056	0	0	0	0	0
Healthy	13.11846	0.69858	0.0752	0	0.0074	0	0.29385	0.2242	0.00033	0	32.85601	3.28984	0	0	0.0752	0	0.05144	0.00159	0.00033	0.03157
Healthy	21.60129	0	0.03504	0	0	0	0.38366	0.0456	0	0	42.35973	0.15458	0.61306	0	0.03504	0	0	0	0	0
Healthy	23.54448	1.01297	0	0	0	0	0	0.25889	0	0	11.61313	15.5125	0	0	0	0	0	0	0	0
Healthy	10.31941	0.17742	0.66904	0	0	0	0	0	0	0	50.91938	0	0	0	0.66904	0	0	0	0	1.5823
Healthy	20.52769	2.7439	8.43543	0	0	0	0.3619	0	0	0	13.74561	20.3588	13.5926	0	8.43543	0	0	0	0	0
Healthy	17.58457	0.27861	0.02349	0.28523	0	0	0.74657	0.02029	0	0	10.6792	6.75813	3.46727	1.33638	0.02349	0.28523	0	0	0	0.02593
Healthy	20.55581	0.37362	0.01035	0	0	0	0.11645	0.01837	0.03814	0	32.5966	1.30097	0	0	0.01035	0	0.00158	0.38467	0.03814	0.11982
Healthy	14.16387	0.00399	0.2526	0	0	0	0.05151	0	0.0318	0	41.41169	2.57401	0	0	0.2526	0	0.22617	0.01957	0.0318	0
Healthy	0.81264	0	0.67773	0	0	0	0.33887	0	0.02033	0	49.83387	0.58795	9.1095	0	0.67773	0	0.39212	0.11766	0.02033	0
Healthy	23.68743	7.93361	3.59342	3.25716	0.60874	0.01228	0.61902	0	0.0289	0	31.13092	0.01057	0	0.29786	3.59342	3.25716	2.0594	0.78752	0.0289	0
Healthy	19.90362	0	0	1.39311	0	0	0	0	0	0	38.84589	1.31043	0	0.6609	0	1.39311	1.39068	0.00447	0	0.19168
Healthy	1.61093	0	0	0	0	0	0.03409	0	0.00671	0	53.30752	0.13911	5.91116	0	0	0	0.01491	0	0.00671	0
Healthy	5.1752	0	0	0	0	0	0.29545	0	0	0	54.78862	0.54553	6.11356	0	0	0	1.93841	0	0	0
Healthy	13.85288	0	0	0	0	1.14516	0	0	0	0	48.81389	1.62282	6.04242	0	0	0	0	0	0	0
Healthy	0	0.00795	0	0	0.08794	1.31521	0.02548	0	0	0	50.2751	0	0	0	0	0	0	0	0	0
Healthy	8.28516	0.18551	1.94935	0	0.00511	0	0.02936	0.06063	0.14862	0.01654	12.06082	6.39799	0	0	1.94935	0	0.04395	0.01696	0.14862	0.00362
Healthy	20.62588	0	0.57769	0	0	0	0.18937	0.03406	0.08142	0	46.22565	0.00693	0	0	0.57769	0	0.24123	0	0.08142	0
Healthy	1.72788	0.01269	0.21169	0	0	0	0.09325	0	0	0	73.73789	0.29465	8.21917	0	0.21169	0	0.63366	0.00758	0	0
Healthy	0.45797	0	0.0005	0	0	0	0.00428	0	0	0	70.65791	0.1528	1.76006	0	0.0005	0	0.02335	0	0	0
Healthy	6.10625	0	0	0	0	0	0	0	0	0	19.75469	1.05668	0	0.03448	0	0	1.41506	0.67046	0	0.32406
Healthy	2.60477	0	0	0	0	0	0	0	0	0	67.06407	0	10.3011	0	0	0	0.02297	0	0	0
Healthy	21.15606	0.05492	0.01515	0	0	0	0.01484	0	0.13102	0	34.71971	0	0	0	0.01515	0	0.17357	0.2095	0.13102	0.04008
Healthy	4.06038	0.07424	0	0	0	0	0.01711	0	0	0	73.63161	0.16178	0	0	0	0	0.91625	0.1116	0	0
Healthy	12.34772	0.1097	0.00299	0	0	0.0536	0.11758	0.01953	0.04906	0	40.17864	0.9252	0	0.00211	0.00299	0	0.46134	0.01137	0.04906	1.16109
Healthy	25.41698	2.05809	1.56759	0	0	0	0	0	0	0	7.31907	24.1679	0	0.16863	1.56759	0	0	0	0	0
Healthy	32.64568	2.13829	2.08154	0	0	0	1.40381	0	0.21559	0	17.16407	10.7472	0	1.39634	2.08154	0	0	0	0.21559	0.0372
Healthy	15.68244	0.04118	0.07535	0	0	0	0.01402	0.01496	0	0	47.46587	0.07138	15.1591	0	0.07535	0	0.00616	0	0	0
Healthy	41.85287	0.00371	0.0526	0	0	0	0.01084	0	0	0	19.22216	0	0	0	0.0526	0	0.08334	0.50015	0	0.34009
Healthy	32.09044	0.12256	0.42674	2.55659	0.01837	0	1.27661	1.1828	0.04262	0.00084	17.94314	0.13604	0	0	0.42674	2.55659	0.11878	0.00589	0.04262	0.06904
Healthy	48.7524	0.16711	0	1.0336	0	0	1.77936	0	0	0	24.47287	1.91025	0	0.0917	0	1.0336	0	0	0	0
Healthy	43.61226	0	0.33557	0	0	0	1.16405	0	0.01636	0	14.9615	1.96927	0	0.4225	0.33557	0	0.10793	0	0.01636	0
Healthy	5.93259	0	0.14943	0	0.03245	0	0.0236	0	0.06555	0	60.21116	0	0	0	0.14943	0	0	0.12417	0.06555	0.12275
Healthy	9.28142	0.00541	0.28869	0	0	0	0	0	0.01332	0.00512	46.03059	0.63776	0	0	0.28869	0	0.10619	0.09285	0.01332	0
Healthy	35.58038	3.03464	1.00147	0	0	0	0	0	0	0	14.72384	30.6348	3.21651	0	1.00147	0	0	0	0	0
Healthy	2.52501	0	0	0	0	0	0	0	0	0	65.74523	0	10.8327	0	0	0	0.00916	0	0	0
Healthy	1.15002	0.24503	0.12811	0	0	0	0.02447	0	0	0	85.13786	0.44183	3.58408	0	0.12811	0	0.16588	0	0	0
Healthy	33.95497	1.11136	0	0	0.02662	0.43821	0.59055	5.9266	0.08686	0.04931	38.52546	0	0.02864	0	0	0	0.05126	0	0.08686	0
Healthy	0.63738	0.09968	0.74412	0.09824	0	0	0.55308	0	0.02169	0	15.62342	2.15063	3.09071	0	0.74412	0.09824	2.64096	0.64934	0.02169	0.13681
Healthy	11.51499	0	1.1403	0	0	0	0	0	0	0.05242	20.79256	3.55577	0	0.45781	1.1403	0	0	0	0	0.26615
Healthy	22.82702	0.01117	1.15815	0	0.17014	0	0	0.00231	0.17368	0	18.9049	0	3.6506	0	1.15815	0	1.16906	0.00668	0.17368	0.03494
Healthy	2.44034	0.04032	0	0	0	0	0	0	0.58729	0	59.8763	0	0	0	0	0	3.02847	0	0.58729	0.21414
Healthy	12.00207	0.08284	0	0	0	0.02398	0	0	0	0	45.56877	0.05714	0	0	0	0	0.47462	0.02721	0	0
Healthy	23.03604	0.38788	0.62139	0.66471	0.53853	1.08085	0.82741	0.4346	0	0	8.68325	2.99911	3.52113	2.15523	0.62139	0.66471	0	0	0	0
Healthy	2.48131	0	0	0	0	0	0	0	0	0	36.03327	0	0	0	0	0	0.25138	0.10091	0	0
Healthy	27.02578	0.17533	0	0	1.22869	0	0	0	0.57896	0	12.29634	9.65779	2.36428	0	0	0	0	0	0.57896	0
Healthy	27.28254	0	0	0	0	0	0	0.77823	0	0	20.75551	2.08621	2.17607	0.84261	0	0	0	0	0	0
Healthy	19.70649	0	0.07387	0	0	0	0.07539	0	0.03243	0	19.68008	0.35965	0	0	0.07387	0	0.3729	0.43223	0.03243	0.08311
Healthy	10.06013	0	0	0	0	0	0	0	0	0	11.93753	0.05188	0	0	0	0	0.07862	0	0	0
Healthy	7.84032	0	0.24786	1.24016	0	0.00789	0.16394	0	0	0	57.41781	0	0	0	0.24786	1.24016	0.00465	0	0	0
Healthy	30.39926	0.03603	1.12271	0	0	0.09266	0.0096	0.0007	0.03049	0	18.9129	5.07992	2.00147	0.14616	1.12271	0	0.02428	0.34193	0.03049	0.0298
Healthy	8.4705	0	0	0.16495	0	0	0	0	0	0	59.55542	0.20533	0	0	0	0.16495	0	0.00306	0	0.1013
Healthy	17.08991	0	0	0	0	0	0	0	0	0	29.25989	1.95437	5.36896	0	0	0	0	0	0	0
Healthy	40.99906	0.43477	0	0	0	0	0.00516	0	0.08061	0	17.55206	7.44835	7.32354	0	0	0	0.01249	0.0123	0.08061	0.08892
Healthy	36.68818	0.81432	0	0	0.25023	0	0.00038	0.02016	0.28128	0	0.44312	31.36991	0	0	0	0	0	0	0.28128	0
Healthy	20.99256	0	0.13765	0	0	0	0.42747	0.42088	0.00536	0	25.91495	2.27313	1.36354	0	0.13765	0	0	0	0.00536	0
Healthy	12.29415	0	0	0	0	0	0.52152	0	0	0	30.08043	0	0	0	0	0	0.26868	0	0	0
Healthy	23.61941	0	0	0.22735	0	0.08954	0.59808	0.05872	0	0	15.70664	15.773	0.41556	0	0	0.22735	0	0	0	0
Healthy	2.21262	0	0	0	0	0	0	0	0	0	0.21928	0	0	0	0	0	0	0	0	0
Healthy	0.57429	0.08386	0.76007	0.06436	0	0	0.55441	0	0.00727	0	15.76668	2.08417	3.08492	0	0.76007	0.06436	2.65101	0.69799	0.00727	0.13257
Healthy	17.65966	0	0.99492	0	0	0	0	0	0.01158	0	30.57538	0	0	0	0.99492	0	0	0.05916	0.01158	0.41426
Healthy	5.33313	0.22417	0.37033	1.68488	0	0	1.93521	0	0	0	8.83754	0	0	0.19313	0.37033	1.68488	0	0	0	0
Healthy	18.82662	0.01233	0.11976	5.18	0.08878	0.21513	0.30386	0	0	0	43.57307	2.63643	0	0	0.11976	5.18	0.02103	0.19257	0	0.04961
Healthy	5.10605	0	0	0	0	0	0.28005	0	0	0	55.76659	0.53711	6.2613	0	0	0	0.05795	0	0	0
Healthy	12.23176	0.57378	0.00101	0	0.07671	0.17638	0	0.10377	0.07558	0	80.88058	0	0.16172	0	0.00101	0	0.20692	0	0.07558	0
Healthy	9.23465	0.2874	0.1036	0.00354	0	0	0.06866	0.07969	0.01151	0	69.74923	1.16913	0	0	0.1036	0.00354	0.05765	0.00186	0.01151	0
D003924	55.9889	0.16845	2.1498	0.1146	0	0.00452	0.88056	0	0.13779	0	0.3394	16.05136	0	0	2.1498	0.1146	0.00782	0	0.13779	0
Healthy	35.46094	0	0	0	0	0	0	0	0	0	20.2027	4.8755	3.90595	0.2591	0	0	0	0	0	0
Healthy	22.1625	0.26246	0.06671	3.13391	0	0	6.09462	0	0	0	23.30888	8.40088	0	0.55965	0.06671	3.13391	0.05517	0.00321	0	0.05978
Healthy	3.72731	0.08932	0.57128	0	0	0.13086	0.05215	0	0	0	48.95995	1.63956	0	0.01877	0.57128	0	2.61338	1.33117	0	0
Healthy	17.81643	0.03414	1.20861	0	0	0	0	0	0.02551	0	41.04866	12.09543	0	0	1.20861	0	0.025	0	0.02551	0
Healthy	0.63088	0	0	0	0	0	0	0	0	0	92.47901	0	0	0	0	0	0.04805	0	0	0
Healthy	10.51845	0	1.68149	0	0	0	0	0	0	0	50.04103	0	0	0	1.68149	0	0	0.07375	0	0.42922
Healthy	13.35752	0.20951	0	0	0	0	0	0	0	0	53.89702	0	4.54214	0	0	0	0.14258	0	0	0
Healthy	0.97368	0	0.4575	10.5536	0	0	0	0	0	0	17.18971	0.15118	0	0	0.4575	10.5536	0.10334	2.65193	0	0
Healthy	13.71249	0.15438	1.29787	0.21907	0.27204	0	0	0	0.07147	0	8.13754	3.6023	0	35.1411	1.29787	0.21907	0.26528	0	0.07147	0
Healthy	3.42316	0.06726	0	0	0	0	0.03171	0	0	0	76.4727	0.16027	0	0	0	0	0.8752	0.09632	0	0
Healthy	5.991	0.27211	1.40458	0	0	0	0.00479	0	0.3909	0	34.35816	1.34149	0	0.20364	1.40458	0	0.1676	0.10935	0.3909	0
Healthy	45.26128	1.68773	0	1.09308	0.05158	0	0.00183	0.41982	0.63577	0.06543	11.28898	11.9669	0	0.77591	0	1.09308	0.00775	0.08277	0.63577	0
Healthy	16.22241	0.00069	0	0	0	0	0.30169	0.00031	0.00074	0	26.4724	0.00583	7.59543	0	0	0	0.10226	0	0.00074	0
Healthy	31.60651	0	0.20099	0	0	0	0	0	0	0	46.5794	2.16458	0	0	0.20099	0	0.04656	0.02455	0	0
Healthy	1.37921	0	0	0	0	0	0	0	0	0	34.09888	0.38422	8.60092	0	0	0	0	0.22609	0	0
Healthy	19.00012	0.55472	0.15105	0	0	0	0.52873	0.38722	0	0	24.78537	9.96809	0.86563	0	0.15105	0	0	0	0	0
Healthy	2.28573	0	0	0	0	0	0	0	0	0	67.44375	0	10.6053	0	0	0	0	0	0	0
Healthy	5.53462	0	0	0	0	0	0	0.34577	0	0	55.8719	0	3.92706	0	0	0	0	0	0	0
Healthy	5.55094	0.00177	0	0	0	0	0	0	0	0	45.96753	0.96525	2.85673	0.05586	0	0	0.02796	0.11614	0	0.01904
Healthy	5.87078	0.20327	1.39849	0	0	0	0.00951	0	0.48381	0.00502	33.20945	1.32144	0	0.19256	1.39849	0	0.13633	0.0717	0.48381	0
Healthy	31.25844	0	0.14193	0	0	0	0.42068	0.35653	0	0	22.93571	19.1706	1.11129	0	0.14193	0	0	0	0	0
Healthy	22.10185	2.37151	0	0	0	0	0	0	0	0.03095	15.63581	4.35138	0.93998	3.32246	0	0	0	0	0	0
D003924	31.42627	1.50157	3.56136	0.48274	0.01533	0	0.44119	0	0.0384	0	5.55715	1.31739	0	0	3.56136	0.48274	0.32749	0.01718	0.0384	0
Healthy	69.83677	0	0	0	0	0	0	0	0	0	12.90064	1.04824	0	0.51583	0	0	0	0	0	0.02219
Healthy	9.86494	0.21223	0	0	0	0	0.2238	0.24409	0	0	59.80829	5.37573	0.11455	0	0	0	0	0	0	0
Healthy	2.41508	0.01202	0.10079	0	0	0	0	0	0.20142	0	40.69162	0.31506	0.3382	0	0.10079	0	0	0.06204	0.20142	0
Healthy	13.47566	0	0	0	0	0	0	0	0	0	29.84366	3.1519	0	0	0	0	1.27495	0.28287	0	0.42311
Healthy	0	0	0	0	0	0	0	0	0	0	59.04823	0	2.15205	0	0	0	0	0	0	0
Healthy	23.52533	0	0.03826	0	0	0	2.52225	0.05978	0	0	7.30625	0	0	2.26721	0.03826	0	0.00863	0	0	0.13939
Healthy	7.05512	0.01747	1.4619	0	0	0	0.11142	0	0.01452	0	23.27902	0.28939	0	0	1.4619	0	0.2674	0.64324	0.01452	0
Healthy	8.92962	0.02346	0.27304	0	0	0	0	0	0.10526	0	50.52064	0	0	0	0.27304	0	0.00317	0	0.10526	0.36669
Healthy	14.21606	1.41947	0.17531	0	0.81426	0.06844	0.01407	0.21753	0.00646	0	65.82313	0.19556	0	0	0.17531	0	0	0.11504	0.00646	0
Healthy	10.11818	0	0	0	0	0	0	0	0	0	46.01868	12.5183	0.63239	0	0	0	0	0	0	0
Healthy	21.72554	0.32283	0.80147	0	0	0	0	0.19056	0.02147	0.09103	15.64829	5.57867	0	1.5014	0.80147	0	0.00509	0.14269	0.02147	0.11024
Healthy	17.04743	0.06128	0.24671	0	0	0	0	0.22324	0	0	48.82208	6.48206	0	0	0.24671	0	0.09077	0.00715	0	0.00809
Healthy	3.17894	0	0.19978	0	0	0	0.05228	0	0	0	54.84655	0	0	0	0.19978	0	0.01827	0.14421	0	0
Healthy	3.146	0	0.18884	0	0	0	0.1265	0	0	0	56.29311	1.04293	6.2716	0	0.18884	0	0.62569	0.05495	0	0
Healthy	0.38565	0.01202	1.31902	0	0	0.00363	0.16035	0	0.14606	0	8.99093	1.92591	2.74722	0	1.31902	0	0.08372	0.72008	0.14606	0
Healthy	0	0.11246	0	0	0.81725	0.13253	0.04519	0.01881	0.009	0.00076	11.93338	0	0	0	0	0	0	0	0.009	0.02749
Healthy	1.9568	0	0.04363	0	0	0	0	0	0.08955	0	41.5846	0.67142	0.13726	0	0.04363	0	0.00328	0.03414	0.08955	0
Healthy	29.47953	0	0	0	0	0	1.18947	0	0	0	33.62024	0	0	3.11173	0	0	0	0	0	0
Healthy	30.42778	0.0203	0.03036	0	0	0	0.06983	0.03699	0	0	18.24724	0.13804	0	0.57844	0.03036	0	0.08924	0.04745	0	0.09334
Healthy	5.01193	0.06189	1.65203	0	2.11979	0	0.15696	0.13719	0.02111	0	5.84934	13.86325	0.28195	9.29125	1.65203	0	0.00717	0.01788	0.02111	0.02535
Healthy	0.00652	0.06887	0	0	0.00055	0	0	0	0	0.0148	59.19358	0	0	0	0	0	0	0	0	0
Healthy	36.63131	0.67212	0	0	0	0	0	0	0	0	35.17321	0	4.30214	0	0	0	0	0	0	0.11663
Healthy	11.14217	0.01783	0.00854	0	0.00892	0.0824	0.09256	0.03757	0.01451	0	6.47971	0.16972	6.31929	0.0089	0.00854	0	0.30678	0.00212	0.01451	0.00227
Healthy	43.84906	1.60299	0	1.1635	0.0431	0	0	0.45812	0.66136	0.07367	11.8947	11.8786	0	0.70044	0	1.1635	0.00468	0.0843	0.66136	0
Healthy	10.84159	0	1.13592	0	0	0	0	0	1.88735	0	10.11264	2.35448	0	0	1.13592	0	0	0	1.88735	0
Healthy	24.305	0.10091	0	0	0	0	0	0.66563	0	0	55.97027	6.52159	0	0	0	0	0.07354	0	0	0.02073
Healthy	4.2111	0.31322	0.58803	0	0	0	0	0	0	0	28.26705	0.01905	15.318	0	0.58803	0	0.22674	0.02339	0	0
Healthy	21.03439	0.0782	0.00952	0	0	0	0.02457	0	0.17269	0	34.89174	0	0	0	0.00952	0	0.17254	0.1922	0.17269	0.05681
Healthy	1.23217	0.01606	0.10075	0	0	0	0	0	0	0	23.8708	0.15999	0	0	0.10075	0	1.37496	0.04787	0	0
Healthy	36.2769	0.05262	1.19723	0	0	0	0	0	0	0	31.83094	8.3959	0	0	1.19723	0	0	0	0	0
Healthy	9.67989	0	0	0	0	0	0	0	0	0	54.07795	0	0	0	0	0	0	0	0	0
Healthy	31.8156	0.27659	0	0	0	0	0	0	0	0	23.28874	12.5307	1.02417	0	0	0	0	0	0	0
Healthy	7.41093	0.4411	0	0.26428	0	0	0.07281	0	0	0	40.36867	1.80811	0	0	0	0.26428	0.06815	0	0	0
Healthy	6.17621	0	0	0	0	0	0.028	0	0	0	39.08014	0.70508	0	0	0	0	0.46712	0.23731	0	0
Healthy	2.09958	0.01043	0	0.00033	0	0.07214	0.16046	0.00249	0.05954	0	64.74334	0.42651	3.02239	0	0	0.00033	0.05841	0	0.05954	0
Healthy	21.33534	1.15081	1.31913	0	0	0	0.213	0.00723	0.06261	0.00886	15.54464	0.02087	0	0	1.31913	0	0.33599	0.00493	0.06261	0.42283
Healthy	0.76121	0.02591	0.05876	0	0	0	0.02083	0	0	0	51.90519	0.11557	0	0	0.05876	0	2.80319	0.00324	0	0.37478
Healthy	5.72513	0.00189	0	0	0	0	0	0	0	0	46.22622	0.95857	2.68998	0.04814	0	0	0.03199	0.11375	0	0.02817
Healthy	15.12293	0	0	0	0	0	0	0	0	0	43.31286	0	22.2746	0	0	0	0	0	0	0
Healthy	9.78814	0.02336	0.02427	0	0	0.71578	0.3195	0.02518	0.05764	0	39.33635	7.38221	0	0	0.02427	0	0.00151	0.26162	0.05764	0
Healthy	20.0574	0.14163	0.16288	0	0	0.11674	0.88635	0.04211	0.06377	0	66.02304	0.03805	0.04269	0	0.16288	0	0.01318	0	0.06377	0
Healthy	1.70546	0.17968	0.29068	0	0	0	0	0	0	0	39.96737	0	7.79043	0	0.29068	0	0	0.04885	0	0
Healthy	2.70959	0.01799	0	0	0	0	0	0	0.58739	0	61.16748	0	0	0	0	0	0.1962	0	0.58739	0.21616
Healthy	27.26938	0.11371	0.56754	0	0	0	2.07139	0.00795	0.04751	0	29.82025	6.65527	0.40508	0	0.56754	0	0.06691	0.06165	0.04751	0.03499
Healthy	2.42962	0.01821	0	0	0	0	0	0	0.59301	0	61.55379	0	0	0	0	0	0.24336	0	0.59301	0.18901
Healthy	20.09009	7.7113	0	5.0336	0.05369	0.37498	0.88492	0	1.06157	0.03629	1.44531	0.12081	0	22.3755	0	5.0336	0.34115	0	1.06157	0
Healthy	6.18849	0	0	0	0	0	0.03168	0	0	0	39.24998	0.71587	0	0	0	0	1.58801	0.19675	0	0
Healthy	3.74794	0.07795	0	0	0	0	0.02781	0	0	0	74.46039	0.1507	0	0	0	0	0.92137	0.10547	0	0
Healthy	5.6304	0	0.04776	0	0	0	0	0	0	0	8.60161	27.1201	4.54092	0	0.04776	0	0	0	0	0
Healthy	35.85053	0.31964	0.04697	0	0.02567	0	0.04525	0.02881	0	0	8.48384	5.19532	4.90887	1.49401	0.04697	0	0.02466	0.00509	0	0.09025
Healthy	6.11296	0.12738	0.35659	2.59134	0	0	0.23185	0	0.01285	0	19.92818	4.99805	0	2.19041	0.35659	2.59134	1.03877	0.81652	0.01285	0
Healthy	43.90919	0	0	0	0	0	0	0	0	0	10.86163	6.31524	2.1772	10.4569	0	0	0	0	0	0
Healthy	1.57102	0	0	0	0	0	0.02955	0	0	0	52.31217	0.12536	6.20158	0	0	0	0.01891	0	0	0
Healthy	23.18683	0.12293	0.05672	1.90138	0.23038	0	0.46577	0	0	0	9.36598	10.0415	0	0.75007	0.05672	1.90138	0	0	0	0
Healthy	0.32418	0.05261	0.90607	0.03559	0	0	0.31144	0	0.00579	0	38.00848	0.67394	0.05706	0	0.90607	0.03559	1.89308	0.44833	0.00579	0.10332
Healthy	0	0	0	0	0	0.01169	0	0	0	0.06844	0.0051	0	0	0	0	0	0	0	0	0
Healthy	4.27275	0.02622	0.40306	0	0	0	0.002	0	0.20883	0	45.74196	0.37237	0	0.0641	0.40306	0	0.13878	0.05598	0.20883	0
Healthy	1.2422	0.29646	1.25125	0.00862	0	0	0.7685	0	0.06228	0	10.60939	5.26729	0.60797	0	1.25125	0.00862	0.62862	0.70216	0.06228	0.0522
Healthy	3.03737	0.0626	0.26175	0.92096	0	0	0.03311	0	0	0	53.81094	0	0	0.00202	0.26175	0.92096	1.37618	0.26754	0	0.01163
Healthy	0.98848	0	0.12241	0	0	0.45071	0	0	0	0	55.05468	1.06391	0	0.03445	0.12241	0	0.41506	1.47767	0	0
Healthy	19.22917	0.00226	0.09436	0	0	0	0.08966	0	0.06189	0	18.92584	0.3608	0	0	0.09436	0	0.3738	0.37319	0.06189	0.09039
Healthy	29.9519	1.81947	0.54054	0	0	0	0.04769	0	0.04531	0.00192	7.54406	27.12993	0	0	0.54054	0	0.00192	0	0.04531	0.00343
Healthy	0.70725	0.02218	0.06371	0	0	0	0.02631	0	0	0	51.50504	0.11937	0	0	0.06371	0	3.07585	0.00325	0	0.39268
Healthy	8.03962	0	0.1	0	0	0	0	0	0.09355	0	11.9619	0.09087	0	0	0.1	0	0	0.32032	0.09355	0
Healthy	5.41206	0	0.1583	0	0	0	0	0	0.01875	0	6.67974	21.9481	3.76164	0	0.1583	0	0	0	0.01875	0
Healthy	25.39822	0.32345	1.69258	0.2767	0	0	0	0	0	0	8.68011	6.34578	11.8655	0	1.69258	0.2767	0	0	0	0
Healthy	10.57816	0.50262	0.47792	0	0.23287	0.01936	0.03832	0	0.48947	0	16.25298	4.27941	0.99789	0.32437	0.47792	0	0.07584	0.15039	0.48947	0
Healthy	1.59744	0	0.0421	0	0	0	0	0	0.02474	0	74.62482	0.52022	0	0	0.0421	0	0	0	0.02474	0.13386
Healthy	8.83503	0.02136	0.29772	0	0	0	0	0	0.00661	0	45.65424	0.56896	0	0	0.29772	0	0.0777	0.07483	0.00661	0
Healthy	9.14533	0.01061	0.35408	0	0	0	0	0	0	0	45.91474	0.60805	0	0.01295	0.35408	0	0.112	0.0955	0	0
Healthy	35.9601	1.08101	0.3423	0.55058	0	0.05115	0.91842	0.28653	0	0.0335	42.27842	1.54063	0	0.14841	0.3423	0.55058	0	0	0	0
Healthy	4.02704	0	0.55687	0	0	0	0.2707	0	0	0	51.38181	0.5637	8.89733	0	0.55687	0	0.31079	0.17982	0	0
Healthy	6.21473	0.08707	0.37073	2.61111	0	0	0.28806	0	0.00889	0	20.89571	4.85397	0	2.25595	0.37073	2.61111	0.97292	0.5915	0.00889	0
