group	Alistipes	Prevotella	Phascolarctobacterium	Phytobacter	Parasutterella	Alistipes_A	Paraprevotella	Bilophila	Coprobacter	Eggerthella	Bacteroides	Parabacteroides	Mediterraneibacter	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Clostridium_A	Parasutterella	Holdemania
Healthy	0.00264	0	0	0.03409	0	0	0	0	0	0.00442	32.94099	2.44377	0.25652	0.0057	0	0.08867	0	0	0	0
Healthy	7.1558	0	0	0	0	0.01102	0	0.07298	0	0	38.70455	1.65529	1.28507	0.19026	0	0.03147	0.01102	0	0	0.04754
Healthy	15.48187	0	0	0.01989	0.15182	0.23608	0	0	0	0	25.73769	0.979	0.3115	0	0.63421	0.02891	0.23608	0.15772	0.15182	0
Healthy	1.22454	0	0	0	0.0698	0	0	0	0	0	12.24032	0.18438	0.44472	0	0	0	0	0	0.0698	0
Healthy	0.01414	0	0	0.0131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.93374	0	2.27339	0	0	0.05971	0	0	0.06412	0	12.17701	3.87457	0.13769	0	0	0	0.05971	0	0	0
Healthy	9.44303	0	3.4264	0	0	0	0	0	0	0	27.25486	2.0206	0.09294	5.92908	0	0.03108	0	0.00703	0	0.01561
Healthy	3.55211	0.01933	0	4.33422	0.21131	0.00106	0	0.00063	0	0	44.38022	0.53718	0.02254	0	0	0.05007	0.00106	0	0.21131	0
Healthy	14.28361	0	0.86167	0	0	0	0	0	0	0	21.21142	1.57741	0.08156	5.85099	0	0.06025	0	0	0	0.03571
Healthy	4.73358	29.5714	0	0	0.00459	0.15845	0	0.00258	0.13614	0	12.93797	1.58333	0.11006	1.58886	0.67883	0.04338	0.15845	0	0.00459	0.00141
Healthy	0.11641	0.02996	0	0	0	0	0	0	0	0	16.02712	1.1048	0.34319	2.32149	2.12838	0.03809	0	0.00202	0	0.05581
Healthy	1.37439	0.00684	0	0.04118	0.04896	0.02822	0	0.00387	0	0.04528	10.81227	0.9527	1.8978	0	0.33728	0.02642	0.02822	0.05439	0.04896	0
Healthy	1.70331	6.77113	0	0	0	0	0	0	0	0	1.06932	0	0	0	0	0	0	0	0	0
Healthy	1.95487	0.00156	6.51839	2.2402	0.01166	0	0	0.00145	0	0	3.52299	0	0.38488	0	0.50203	0.0591	0	0.04047	0.01166	0.01462
Healthy	13.98389	0	0	0.02163	0.11865	0.20573	0	0	0	0	26.12588	1.10514	0.15826	0	0.63033	0.0087	0.20573	0.11715	0.11865	0
Healthy	0.70666	0	0	5.47553	0.00495	0	0	0.00039	0	0	1.67415	0.51725	0.00287	0	0	0.00913	0	0.12963	0.00495	0.00603
Healthy	0.15674	0	0	0.26419	0	0	0	0	0	0	12.14951	72.6973	0.08944	0	0	0.07853	0	0.07737	0	0
Healthy	12.50404	2.50623	0	0	0	0	0	0	0.10094	0	28.58126	2.74812	0.25648	0.05153	1.58678	0	0	0	0	0.0925
Healthy	2.07511	9.69167	2.63156	0.0696	0.01259	0.22639	0.1202	0.0071	0.00462	0	6.4632	0.96429	0.02723	0.60007	0.43845	0.03854	0.22639	0.00277	0.01259	0.00813
Healthy	7.13593	10.55073	2.53604	0	0	0.01607	0.26161	0.00907	0	0	7.44981	1.27736	0.48594	0	0	1.04113	0.01607	0.03877	0	0.08623
Healthy	8.20938	7.05047	0.9599	5.86109	0.00225	0.01536	0.40296	0.00507	0	0	8.98326	1.56726	1.87865	0	0	0.72668	0.01536	0.03413	0.00225	0.07095
Healthy	2.5143	0	0	0	0.36846	0.03511	2.35798	0.00483	0	0	8.37351	0.2146	0.19977	0	0.49958	0.0173	0.03511	0.11487	0.36846	0.01699
Healthy	8.20474	0	0	0.16977	0.01512	0	0.13967	0.00509	0	0	7.98091	1.78105	4.29913	0	0.4571	0.06264	0	0	0.01512	0
Healthy	3.21319	0	0	0.61488	0.04157	0.06232	0	0.05327	0.02195	0	7.46856	2.37231	0.36611	2.57161	1.10649	0.10058	0.06232	0.04264	0.04157	0.02681
Healthy	0	11.40241	8.08883	3.80529	0	0	0	0	0	0	0	0	0.73659	0	0	0.01127	0	0	0	0
Healthy	8.09434	7.92919	0	0.0622	0	1.01375	0	0	0.32857	0	13.40945	1.92358	1.0756	5.70747	0	0	1.01375	0	0	0
Healthy	1.14132	0	0	0	0	0	0	0	0	0	25.0955	0.13554	0.22869	0	0	0	0	0	0	0
Healthy	4.71693	0	4.65139	0	0.00232	0.03404	0	0.00887	0.11545	0	11.99838	1.85234	0.27529	0.68038	1.36426	0.02913	0.03404	0.0067	0.00232	0.00998
Healthy	5.5469	0	0	0	0	0.01485	0	0.02896	0.06236	0.00413	11.57067	3.12049	0.14978	0.63784	1.46932	0.32039	0.01485	0.0362	0	0.03436
Healthy	0.67394	2.06174	0	0	0	0	0.13744	0	0.01897	0	3.69777	0.88129	0.53695	0	0.22232	0	0	0.02196	0	0
Healthy	11.93474	4.03348	1.13945	0	0.06362	0.02242	0.51484	0.04119	0.96366	0	9.74315	1.00808	0.12846	6.64688	0	1.35541	0.02242	0	0.06362	0
Healthy	0	0	0	0.39666	0.11553	0	0	0.00261	0	0	76.26201	3.35049	0.02433	0	0	0.19783	0	0.41626	0.11553	0.02959
Healthy	3.59157	0	0	0.11931	0.00158	0.01038	0.13322	0	0.02105	0.01081	11.9364	0.63248	0.66065	0	0.52626	0.02972	0.01038	0.02197	0.00158	0.00876
Healthy	1.35307	0	0	0	0.0211	0	0	0	0	0	10.95579	0.09016	0.03011	0	0	0	0	0	0.0211	0
Healthy	0	0	0	0	0	0	0	0	0	0	22.58426	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.83011	0.02833	0	0	0	0	0.00443	17.051	3.07068	0.54637	0	0	0.17662	0	0	0.02833	0
Healthy	2.28986	33.8625	3.17535	0.12133	0.24998	0.02026	0	0	0.01183	0	12.77367	8.41256	0.57036	0	0	0	0.02026	0	0.24998	0
Healthy	13.74025	0	0	0.05754	0.0605	0	0	0.07337	0	0	37.57101	5.38605	0.03004	0	1.73913	0.09587	0	0	0.0605	0
Healthy	33.10746	0	0	0	0.16851	0.28741	0	0	0.11493	0	14.92103	9.53401	0.04826	0.93478	0	0.14988	0.28741	0	0.16851	0.08013
Healthy	18.51388	0.11546	0	0.01803	0	0.06315	0	0.0037	0	0	22.91796	0.65916	0.14104	2.52636	0.56368	0.01291	0.06315	0.03927	0	0
Healthy	2.69638	0	0	0	0.04549	0	0	0	0	0	20.17726	0.19446	0	0	0	0	0	0	0.04549	0
Healthy	6.8974	0	0	0.03682	0.05471	0	0	0.00871	0	0	37.87138	2.38199	0.01859	0	0	0.43285	0	0	0.05471	0.01728
Healthy	6.6198	0	0	0	0.03036	0	0	0	0	0	37.12039	2.48501	0.0065	0	0	0.36389	0	0	0.03036	0
Healthy	1.03838	56.7436	0	0.71933	0.09149	0	0	0.00796	0	0	5.70375	0.73078	0.14027	0	0	0	0	0	0.09149	0.01828
Healthy	14.53933	0	0	0	0.21142	0.2432	0	0	0	0	21.3265	1.81532	0.43089	0	0.49005	0.02997	0.2432	0	0.21142	0
Healthy	0.89537	0.09845	0	0	0.03544	0	0	0	0	0	62.35105	0	0.08427	0	0	0.04365	0	0.43755	0.03544	0.03518
Healthy	6.45135	19.8912	0.17947	0	0	0	0.40686	0.07229	0.0486	0	2.6514	0.35774	1.40473	1.29965	0.88448	0.02002	0	0	0	0
Healthy	36.29817	0	0	0.05155	0.00502	0.04139	0.27511	0.07916	0	0	30.02614	7.79481	0.40573	0.31959	2.37368	0	0.04139	0	0.00502	0.00927
Healthy	11.10865	0	0	0	0	0.00428	0.21068	0.14692	1.45518	0	14.06725	7.13708	0.0469	2.05501	0.89245	0.0603	0.00428	0.02971	0	0
Healthy	0.01139	23.1926	16.455	0.06232	0	0	0	0	0	0	0	0	0.05509	0	0	0	0	0.00439	0	0
Healthy	9.89956	0	0	20.2688	0.12062	0	0	0	0.08743	0	11.63657	1.44506	0.2077	0	0.57381	0.0112	0	0	0.12062	0.01766
Healthy	0.91589	0	0	0	0	0	0	0	0	0	30.81284	48.8735	0.03328	0	0	0.00853	0	0	0	0.45878
Healthy	1.01042	16.8501	1.21104	0.18553	0.00671	0.02267	0.06585	0.00545	0	0	3.74017	2.2091	2.92767	1.28715	4.4865	0.09226	0.02267	0.00444	0.00671	0.02484
Healthy	1.72927	0	0	0	0	0	0	0	0	0	20.51319	0.61424	0.03379	0	1.14465	0	0	0	0	0
Healthy	15.48915	0	0	0.04034	0.22551	0.02758	0	0.07044	0.03046	0	37.48019	4.35072	0	0	0.73762	0.01715	0.02758	0	0.22551	0
Healthy	1.22493	0	0	0	0	0	0	0	0	0	14.94114	0.15458	0.1688	0	0	0	0	0	0	0
Healthy	0.80643	1.88702	0	0	0	0	0	0	0	0	3.79992	0.57381	1.06205	0	0	0	0	0	0	0
Healthy	0.15593	0	0	15.2821	1.5232	0	0	0.04744	0	0	10.31508	1.58545	0.12706	0	0	0.14291	0	0.41567	1.5232	0.23046
Healthy	0.00969	0.00168	0	0.20497	0.00086	0	0	0.00024	0	0	67.71264	0	0.02752	0.08421	0	0.0294	0	0	0.00086	0
Healthy	3.79031	4.49424	0	0	0	0	0.76346	0.00473	0.01118	0	6.2076	1.9471	0.9489	0.19829	1.31144	0.13829	0	0	0	0
Healthy	13.36729	0	0	0.03885	0.00202	0	0	0.06939	0	0.01064	35.1011	3.01347	0	0	0.69317	0.21481	0	0.10829	0.00202	0
Healthy	7.63967	0.14019	0	0.00224	0.00269	0.00925	0	0.06375	0.02992	0	41.5761	3.13304	0.06029	1.8383	2.37891	0.34942	0.00925	0.04819	0.00269	0.21473
Healthy	8.86642	44.51825	0.10119	0	0	1.43101	0.43015	1.58126	0	0	9.54597	3.5112	0.46877	0	0.83224	0.09927	1.43101	0	0	0
Healthy	3.98086	0	0	0	0	0	0	0	0.09124	0	11.11183	1.67257	0.17697	0.76728	0.23276	0.09605	0	0.13623	0	0
Healthy	0	67.7502	0	4.70406	0	0	0	0	0	0	15.56285	0	0	0	0	0.06161	0	0	0	0
Healthy	14.70174	0	0	0.15114	0.077	0.04819	0	0.02069	0	0	28.6844	4.66771	0.01703	0	1.35692	0.06002	0.04819	0	0.077	0
Healthy	15.3139	0	0	0	0	0	0	0	0.29659	0	15.30589	8.96038	0.26311	3.99534	1.83461	0.02661	0	0	0	0
Healthy	9.64477	2.52105	0	0	0	0	0	0	0.08265	0	12.49406	2.41716	0.04709	0	1.69682	0	0	0	0	0.45784
Healthy	0	0.01823	0	2.38378	0	0	0	0.05484	0	0	42.695	0	0	3.39368	0	0	0	0	0	0
Healthy	20.9046	0	0	0.43329	0.04461	0.192	0	0	0.14835	0	13.91502	6.04867	0.10608	0	0.57697	0.18988	0.192	0.09737	0.04461	0.37532
Healthy	5.03309	0.00181	0	0.01308	0	0	0	0	0	0.00621	36.2928	0.30838	0.01465	0	0.60895	0.01949	0	0.00911	0	0
Healthy	3.16447	0	0	0	0	0	0	0	0	0	24.4791	2.23044	0.25698	0	0	0	0	0	0	0
Healthy	4.62697	32.49121	0	0	0.0251	1.92862	1.1905	1.48142	0	0	17.67378	5.07069	0.20975	0	1.33911	0.39481	1.92862	0.13962	0.0251	0
Healthy	13.01159	0	0	0	0.1365	0.17422	0	0.2696	0.39027	0	29.13299	17.23429	3.42874	0.11927	1.35517	1.58253	0.17422	3.13164	0.1365	0
Healthy	1.6924	0.05229	1.4198	6.22818	0.00356	0.02559	0.10086	0.0049	0.01521	0	3.27985	4.09963	0.72673	0	0.15894	0.18817	0.02559	0.03673	0.00356	0
Healthy	29.34834	0	0	0.27282	0.01161	0.23383	8.12884	0.04786	0	0	6.93246	5.04989	0.24695	0	1.46898	0	0.23383	0	0.01161	0
Healthy	2.39563	69.0825	0	0	0	0	0	0	0.01197	0	2.701	2.08963	0.62665	3.12301	0	0	0	0	0	0
Healthy	0	0	0	0.33311	0.16693	0	0	0	0	0	57.17879	2.39959	0.10635	0	0	0.41519	0	0.20814	0.16693	0
Healthy	6.04238	10.7169	3.05043	14.5864	0	0	0	0	0	0	4.32156	1.24349	0.65461	0	0	0	0	0	0	0
Healthy	2.35026	0	0	0.62844	0	0	1.10667	0	0	0	19.54549	9.59031	0.83871	0	1.47863	0.48622	0	0.25233	0	0
Healthy	0.74272	30.03542	0	0	0	0	0.00261	0	0	0	8.04391	3.78257	0.12509	0.11509	1.09701	0	0	0.01898	0	0
Healthy	5.54886	12.9701	0.66756	0.16371	0.00714	0.14554	0.47501	0.05749	0.29128	0	12.3328	0.96567	0.06058	4.89715	1.15095	1.06275	0.14554	0	0.00714	0
Healthy	6.4391	0	0	0.03841	0.00173	0.01009	1.40257	0.03047	0.0184	0.00352	10.71634	0.86673	2.16301	0	1.02509	0.05421	0.01009	0.0112	0.00173	0.00314
Healthy	14.71809	0	0	0.05515	0.11607	0.23114	0	0	0	0	27.14516	1.00877	0.22628	0	0.57524	0.01438	0.23114	0.16047	0.11607	0
Healthy	0.53123	0	0	0.0125	0.03028	0	0.69469	0.00309	0.06111	0	3.72978	0.06127	1.08358	0	0	0.04255	0	0.0147	0.03028	0.00676
Healthy	7.88047	0	0	0	0.01878	0.00594	0	0	0.01251	0	24.06672	3.74493	0.41936	0	1.41757	0.84429	0.00594	0	0.01878	0
Healthy	4.20621	0	1.1419	18.9314	0	0	0	0	0	0	8.37156	0.39163	0.50156	0	0	0	0	0	0	0
Healthy	0.5964	29.9327	0	0.89131	0.02279	0	0.12605	0	0	0	2.24127	1.06904	0.89301	0	0	0	0	0	0.02279	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.2252	1.06081	0.47308	0	0	0	0	0	0	0
Healthy	35.88769	0	0	0.01709	0	0.0343	0.29614	0.05691	0	0	32.4315	8.22013	0.37258	0.32858	2.34969	0.00175	0.0343	0	0	0
Healthy	0	0	0	0.36688	0	0	0	0.01969	0	0.03097	9.06803	14.34309	0.19812	3.25229	0	0.01342	0	0	0	0
Healthy	5.5151	0.05132	0.24305	7.17517	0	0.06444	0.01694	0.10094	0.05206	0.0554	4.57167	1.18759	0.37375	0	0.51002	0.03189	0.06444	0.01604	0	0
Healthy	8.0379	2.22253	0	0	0	0	0	0	0	0	0.92952	0.80471	3.45549	0.30624	0	0	0	0	0	0
Healthy	0	66.9454	1.10222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	68.0132	0	4.5631	0	0	0	0	0	0	15.67756	0	0	0	0	0.0675	0	0	0	0
Healthy	2.10149	34.3596	0	1.50545	0	0	0	0.02493	0	0.00899	18.52048	0.86982	0.07618	0.82936	0	0.04793	0	0	0	0
Healthy	10.12741	0	0	20.0153	0.11924	0	0	0	0.08646	0	11.48752	1.43749	0.2163	0	0.56109	0.0099	0	0	0.11924	0.0197
Healthy	0.48941	0.01155	0.83065	0.20136	0	0	0	0	0	0	5.61281	0.62634	0.01239	0	0	0	0	0	0	0
Healthy	0.58333	40.0847	0	0	0	0	0.56089	0	0	0	5.26634	2.73198	0.98425	0	0	0	0	0	0	0
Healthy	0.14702	0	0	0	2.63057	0	0	0	0	0	29.13183	13.0444	9.26106	0	0	0	0	0	2.63057	0
Healthy	0	0	0	0	0	0	0	0	0	0	39.04268	0	11.0056	0	0	0	0	0	0	0
Healthy	11.93962	0	1.83817	0.03762	0.00046	0.08408	0	0.00607	0	0.00186	33.89219	5.73966	0.88975	0.41678	0.30034	0.03056	0.08408	0.08846	0.00046	0.07206
Healthy	0.02167	0	0	0	0	0	0	0	0	0	11.7814	0	0.16564	0	0	0	0	0	0	0
Healthy	4.04527	0	0	0	0.04559	0	0	0	0	0	26.56927	0	1.01814	0	0	0	0	0	0.04559	0
Healthy	2.14289	0	0	0.1481	0.31473	0	0	0	0.01023	0.0043	4.60442	0.47618	1.51094	0	0	0.02249	0	0	0.31473	0.05177
Healthy	3.24319	0	0	0	0.00311	0	0	0	0	0	14.69425	0.25028	0.11507	0	0	0	0	0	0.00311	0
Healthy	7.86611	2.48117	0	0	0	0	0	0	0	0	1.19463	0.99124	1.9737	0.30428	0	0	0	0	0	0
Healthy	24.04371	0	0	0	0.42151	0.03573	0	0	0.11363	0	24.13278	6.26546	0.04954	2.62744	0.88498	0.16165	0.03573	0	0.42151	0.07994
Healthy	0	0	0	1.10269	0	0	0	0	0	0	0.1469	0	0	0	0	0	0	0	0	0
Healthy	4.60755	33.60966	0	0.09828	0.04404	2.14546	1.12834	1.51625	0	0	17.06465	5.09652	0.212	0	1.37363	0.3261	2.14546	0.09169	0.04404	0
Healthy	0.23432	0	0	14.8688	1.61473	0	0	0.03915	0	0	12.0161	1.34116	0.01785	0	0	0.17744	0	0.59175	1.61473	0.31381
Healthy	1.81448	0	0	0.0622	0	0	0	0.04722	0	0	44.00312	2.14126	0.0799	0	0.41275	0.03345	0	0	0	0.02072
Healthy	8.25276	0	0	0.08433	0	0	0	0	0	0.01589	36.71045	0.72022	0.45353	0	0	0.0533	0	0.00716	0	0
Healthy	8.25792	0.1532	0	0.06571	0.04844	0.0117	0.53778	0.02857	0.88097	0	24.79753	8.90819	0.05631	0.00902	0.93374	0.17818	0.0117	0.20149	0.04844	0.02018
Healthy	1.36943	52.077	0	0	0	0	0	0	0.34461	0	5.48345	2.31626	1.30746	6.19734	0	0	0	0	0	0
Healthy	1.84537	0	0	0	0	0	0	0	0.3652	0	37.54933	5.09908	0.75324	11.5958	2.03432	0	0	0	0	0
Healthy	15.17411	0	0	0	0.09351	0.28307	0	0	0	0	26.44755	1.03403	0.24057	0	0.60764	0.03186	0.28307	0.14453	0.09351	0
Healthy	0	0	0	0	0	0	0	0.00973	0	0	3.05024	10.48028	0	0	0	0	0	0	0	0
Healthy	0.23491	0	0	14.8099	0.01481	0	0	0.00587	0	0.00103	2.98268	0.21125	0.80003	0	0	0	0	0.5629	0.01481	0.04107
Healthy	6.98884	0	0	0	0	0.02878	0	0	0	0	49.7336	1.89991	1.48356	0	0	0.05394	0.02878	0	0	0.00823
Healthy	0	0	0	1.08666	0	0	0	0	0	0	58.37071	0	0.14077	0	0	0.01213	0	0	0	0
Healthy	8.37736	0	0	0.11981	0.00517	0.05597	1.50368	0.28381	0.04874	0	18.16038	1.78547	1.64773	0.60049	0	0.11555	0.05597	0.03898	0.00517	0.13084
Healthy	5.6338	50.6912	0	0.42813	0.10507	0	0	0.06294	0	0	8.69045	2.42239	0.11177	0	0.50134	0	0	0	0.10507	0.06464
Healthy	0	0	0	0	0	0	0	0	0	0	34.06205	0	0	0	0	0	0	0	0	0
Healthy	0.00079	0	0	36.0243	0	0	0	0	0	0	8.87979	4.89685	0	1.02218	0	0	0	0	0	0
Healthy	5.36729	1.42753	0	0.51111	0.00818	0	0	0.00584	0	0	21.65649	0.94001	0.59428	0.67951	2.04826	0.04542	0	0.00634	0.00818	0.10889
Healthy	0.63965	0	0	0.0281	0	0	0	0	0	0	7.51684	0.00773	0.9621	0	0.65416	0.07964	0	0.00047	0	0.00554
Healthy	0	0	0	0.01087	0	0	0	0	0	0.08012	0	0	0	0	0	0	0	0	0	0
Healthy	24.17504	0	0	0	0.38423	0.09024	0	0	0.09419	0	24.48132	6.16166	0.04672	2.67348	0.83978	0.16991	0.09024	0	0.38423	0.07194
Healthy	4.59159	0	0	0	0.00749	0.06312	0	0.0373	0.0562	0	17.85553	6.25482	0.73753	1.38321	1.11381	0.06154	0.06312	0	0.00749	0.02542
Healthy	17.79744	0	0.27306	0	0	0	0	0	0	0	33.48189	1.75611	0.21501	2.34518	0.71055	0.06085	0	0	0	0.02335
Healthy	12.85178	0.24668	0	0.09159	0.25106	0	0	0	0	0	9.74859	1.5985	2.91132	0	0.92797	0.02372	0	0.40266	0.25106	0
Healthy	20.43624	0	0	0	0.22653	0.02816	0	0	0.04797	0	23.9174	3.16808	0.12649	4.90753	0.86449	0.12811	0.02816	0	0.22653	0.01064
Healthy	0.90116	0	0	0.02716	0.41298	0.02563	0	0	0.07747	0	26.8599	3.09225	0.33874	0	1.00325	0	0.02563	0	0.41298	0.00904
Healthy	5.47428	0	0	0.31831	0.20202	0.07372	0	0.15367	0	0.07621	5.90317	0.5368	0.53867	0	0.91496	0	0.07372	0.06623	0.20202	0
Healthy	4.17713	48.1793	0	0.00745	0.13271	0.13683	0.16605	0	0.037	0	2.2098	2.14377	0.02886	0	0.76581	0.00692	0.13683	0	0.13271	0
Healthy	9.5518	0	0	0.08662	0	0.38607	0	0.00501	0.06115	0	9.5589	4.12625	0.05036	0	0	0.19543	0.38607	0.53078	0	0.52235
Healthy	2.17005	0.10403	0	0.01385	0	0.05742	0	0.04644	0.01856	0.02194	4.45426	0.96481	0.00534	0	0.05316	0.31609	0.05742	0.0546	0	0.03976
Healthy	0.55543	0	2.51184	0.22738	0	0.01825	0.72593	0	0	0	8.37093	3.05574	0.64331	0.85136	0.54189	0.02426	0.01825	0.01586	0	0
Healthy	4.91545	0	0	0	0	0	0	0	0	0	70.51187	0	0	0	0	0	0	0	0	0
Healthy	12.06618	0	0	0	0.05709	0.13125	0	0.09903	0.0819	0.03857	12.33531	1.14496	0.86649	0	0.61494	0.02442	0.13125	0	0.05709	0
Healthy	0	1.2148	3.60587	0.05094	0	0	0	0	0	0	0	0	0.24527	0	0	0	0	0	0	0
Healthy	2.8858	0	0	0	0.00262	0.05044	0	0.04027	0.07178	0	17.55935	6.72732	0.97241	0	1.26536	0.03858	0.05044	0	0.00262	0.0224
Healthy	30.1093	0	0	2.64702	0	0	0	0	0	0	19.05145	3.66902	0	0	0.86849	0	0	0	0	0
Healthy	1.55948	0	0	0.02794	0	0	0	0.07704	0	0	43.54269	6.23252	0.13172	0	0.68425	0.15337	0	0	0	0
Healthy	2.50519	0	0	0	0	0	0	0	0	0	31.6403	2.38366	1.47603	0	0	0	0	0	0	0
Healthy	13.95257	0	0	0.08454	0.01157	0.01223	1.49813	0	0.3903	0	22.59903	10.16549	0.19775	1.28655	2.24605	0.14206	0.01223	0	0.01157	0.00421
Healthy	13.02886	0	0	0	0.00808	0	0	0.0802	0	0.01266	34.65284	3.17804	0.01919	0	0	0.20141	0	0.13449	0.00808	0
Healthy	20.4175	0	0	0	0.16362	0.03263	0	0	0.04817	0	24.49112	3.16252	0.13701	4.77289	0.78673	0.14559	0.03263	0	0.16362	0.01736
Healthy	12.42999	0	0	0.39375	0	0.19244	0.2538	0.03273	0.0389	0	12.68609	0	0.57649	0	2.98304	0.02338	0.19244	0.02107	0	0.00467
Healthy	2.11326	0	0	0	0.03627	0.02931	0	0.01487	0	0	39.72094	5.78068	0.51987	5.93732	1.16408	0.01833	0.02931	0	0.03627	0
Healthy	0.02788	0.04251	0	0.49409	0	0	0	0	0	9e-05	1.25233	0.01114	0.14153	0	0	0.01574	0	0	0	0
Healthy	0	0	0	7.10518	0	0	0	0.00089	0	0	27.82386	0.09225	0.06539	0	0	0	0	0	0	0
Healthy	0	0.01945	0	7.87846	0	0	0	0.03054	0	0	35.06457	2.34305	0.03446	0	1.51556	0.08299	0	0	0	0
Healthy	2.0952	0	0	0.0312	0.21175	0.09083	0	0	0	0	21.54466	1.57826	0.18573	0	0	0	0.09083	0	0.21175	0
Healthy	0	0	0	1.42355	0	0	0	0	0	0	59.20022	0	0.09315	0	0	0.00593	0	0	0	0
Healthy	1.05266	0	1.44903	0.06861	0.00137	0	0	0	0	0	14.68689	0.3175	1.82632	0	0.34819	0	0	0.08554	0.00137	0
Healthy	16.99391	0	0	0	0	0	0	0	0	0	10.7046	4.86172	1.06106	0	0	0	0	0	0	0
Healthy	24.42723	0	0	0	0	0	0	0	0	0	38.2603	4.83665	0	0	0	0	0	0	0	0
Healthy	12.83655	0	0	0	0.25444	0.22268	0	0	0	0	20.695	2.0858	0.06977	0	0	0.02469	0.22268	0	0.25444	0
Healthy	0	0	2.45248	0	0	0	0	0	0	0	25.6735	1.55387	5.58056	0	0	0	0	0	0	0
Healthy	0.13982	0	0	0	0.03296	0	0	0	0.46365	0	19.41768	5.3531	2.90194	0	1.05878	0.00251	0	0	0.03296	0.00325
Healthy	2.64371	0	3.56702	0	0	0	0.2866	0	0	0	5.69304	1.06328	0.2635	2.11837	0	0	0	0	0	0
Healthy	0.25164	0.05205	0	2.02486	0	0	0	0	0	0	5.96015	1.66098	0.27937	0	1.94217	0.00453	0	0	0	0
Healthy	12.80091	0	0	0	0.04801	0.11362	0	0.0846	0	0	2.83283	14.5385	0.2834	0	1.76627	0.16482	0.11362	0	0.04801	0
Healthy	12.86421	0.05687	0	0.40823	0.22418	0	0	0	0	0	32.31214	3.99294	0.05361	0	1.38475	0.04935	0	0	0.22418	0
Healthy	0.06257	0	0	0.1326	0.00389	0.04053	0	0.01797	0.03785	0	13.91946	1.03834	0.13957	1.34487	1.71236	0.08911	0.04053	0.00589	0.00389	0.00207
Healthy	1.13978	5.08994	5.1029	0.05111	0.06839	0.05032	0	0.0785	0	0	29.99243	0.98196	3.62841	0	1.04221	0.04435	0.05032	0.00097	0.06839	0.08051
Healthy	0	8.38798	0	0	0	0	0	0	0	0	25.90428	0.60491	0.35378	5.80877	0	0	0	0	0	0
Healthy	19.68065	0	0	0	0.00904	0.02777	4.1751	0.06663	0	0	10.44638	4.76558	0.06794	0	0.86528	0.01003	0.02777	0	0.00904	0
Healthy	7.25476	0.08642	0	0.09578	0.11328	0	0	0.1537	0	0.00836	29.30225	4.79043	0.07849	0	0	0.1475	0	2.6996	0.11328	0.08838
Healthy	0	0	0	0	0	0	0	0	0	0	10.9309	0	0	0	0	0	0	0	0	0
Healthy	16.18391	0	0	0	0	0	0	0.06034	0	0	11.83963	0	1.06502	0.1053	0.75136	1.04713	0	0.19042	0	0
Healthy	0	0	0	0.34513	0	0	0	0	0	0	0.13742	0	0	1.70841	0	0.00749	0	0	0	0
Healthy	0	33.53986	0.03672	0	0	0	0.29344	0	0	0	0.24584	0	0	0	0	0	0	0	0	0
Healthy	6.09017	1.63415	0	0.0023	0.07328	0.39161	0.06243	0.14494	0.01939	0	8.83397	2.97992	0.04607	0.40012	3.00606	0.06638	0.39161	0.01608	0.07328	0.01917
Healthy	6.69306	0	0	0.12705	0.00263	0.18658	0.23624	0.00439	0.23211	0	22.8447	3.82736	0.16168	0.25036	2.21039	0.16456	0.18658	0.25555	0.00263	0.00117
Healthy	0.68073	0	0	0	0	0	0	0	0.09095	0	50.67216	3.63165	0.29774	4.3952	0.87509	0.01755	0	0	0	0
Healthy	0	0	0	0.01856	0	0	0	0	0	0	39.98018	0	0.0224	0	0	0	0	0	0	0
Healthy	1.61802	29.9477	4.28708	0.01534	0.00604	0.12638	0	0	0.09367	0	3.90318	2.40193	2.20122	0.06701	1.12187	0.01025	0.12638	0	0.00604	0
Healthy	0	0.00861	0	0.11158	0	0	0	0	0	0	70.0283	0	1.60447	0	0	0.02291	0	0	0	0
D001528	2.27492	0.03036	0	0.00655	0.00946	0.15313	0.10979	0.1515	0	0.01631	31.66527	3.94311	0	0.00278	0	1.98357	0.15313	0	0.00946	0.05574
Healthy	21.49196	0	0	0	0.01783	0	0	0.1146	0	0	16.45398	5.84878	0.31951	0	0	0	0	0.70031	0.01783	0
Healthy	0.65522	0	0	0	0	0	0.09197	0	0.37504	0	17.38139	0.79835	0.21454	0	0	0	0	0	0	0
Healthy	17.29893	0	0	0.06915	0.00712	0	0	0.00321	0.34301	0	22.25476	3.10989	0.08064	0.06486	1.14908	0.12553	0	0.10175	0.00712	0.00832
Healthy	0.55341	0	0	4.52288	0	0	0.0583	0	0	0	4.66915	0.09312	0.01192	2.86347	0	0	0	0	0	0
Healthy	2.44953	0	0	0.41823	0.05572	0.0233	0	0	0	0.01658	5.04775	0.03789	3.14119	0	0	0.03862	0.0233	0	0.05572	0
