group	Alistipes	Prevotella	Phascolarctobacterium	Phytobacter	Parasutterella	Alistipes_A	Paraprevotella	Bilophila	Coprobacter	Eggerthella	Bacteroides	Parabacteroides	Mediterraneibacter	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Clostridium_A	Parasutterella	Holdemania
Healthy	20.44543	0	0	0	0.21425	0.00885	0	0	0.04471	0	24.16382	3.10523	0.1149	4.85306	0.84873	0.07585	0.00885	0	0.21425	0.04634
Healthy	0.53068	2.20123	9.14648	0	0	0.13917	0.39857	0	0	0	1.44905	0.56603	0.60393	0	0	0.00369	0.13917	0	0	0
Healthy	10.27121	44.57444	0.86558	0	0	0.0141	0.34219	0	0.02318	0	4.36185	1.01482	0.26223	0.06664	1.08369	1.28182	0.0141	0	0	0.01853
Healthy	4.64388	2.41022	0	0	0	0.03502	0.08518	0.00099	0.00635	0	2.19111	1.52654	4.37795	0.26147	0.5509	0	0.03502	0.04669	0	0.0428
Healthy	11.51369	0	0	2.06596	0.30887	0.2612	0	0.03156	0	0	36.81586	20.8552	0.03148	0	0	0.17545	0.2612	0	0.30887	0
Healthy	3.1562	0	0	0.18108	0.05029	0.06343	0	0.05593	0.08501	0.00497	9.23603	1.33217	2.63903	0	0.38291	0.06106	0.06343	0.05154	0.05029	0.01441
Healthy	3.51444	0.00113	2.03513	21.0932	0	0.02411	0	0	0	0	10.58151	0.92219	0.04824	0.14215	0.94616	0	0.02411	0.0267	0	0
Healthy	24.49395	0.63233	0.09788	0.32703	0.00235	0.76745	0.01243	0.08239	0	7e-05	15.24152	2.17149	2.98247	0.0569	6.91762	0.02978	0.76745	0.00632	0.00235	0.04085
Healthy	1.45921	5.51421	0	0.14373	0	0.06532	0	0	0	0	1.19262	0.60659	7.74617	0	0.07095	0	0.06532	0.01858	0	0
Healthy	19.64031	0	1.0463	0.00647	0	0	0	0.15328	0	0.02334	17.71512	0.86527	0.10676	0	0.92728	0.0847	0	0.51165	0	0.04271
Healthy	23.07641	0	0	0	0.00295	0.03042	0.83549	0.01894	0	0	38.87633	5.36999	0.19818	0.61728	1.32596	0.01866	0.03042	0	0.00295	0
Healthy	0.76007	0	0	0.11474	0.02821	0	0.10085	0	0.01358	0	3.97018	1.23232	0.47195	0.03062	0.39435	0	0	0	0.02821	0
Healthy	0.01255	0	0	0.00194	0	0	0	0.03272	0.4991	0	0.14113	0.81013	0.17125	0	0	0	0	0	0	0
Healthy	1.71414	50.0485	0	0.09665	0.02339	0	0	0	0.00563	0	5.56989	2.27143	0.01268	1.6674	0.12469	0.00422	0	0.01674	0.02339	0.02549
Healthy	2.88708	0	0	2.11788	0.00148	0	0.29772	0	0.02167	0	15.28126	1.66748	0.02594	0.24007	0.51826	0.0097	0	0.01855	0.00148	0.10251
Healthy	6.99753	0.36963	0	0.8847	0.07183	0	0	0	0	0	6.47913	0.53549	1.98292	0	0	0	0	0.58733	0.07183	0
Healthy	20.83887	0	0	0.40114	0.02854	0.20633	0	0	0.14366	0	14.12472	6.13354	0.13004	0	0.57308	0.21335	0.20633	0.08545	0.02854	0.36481
Healthy	0	0	0	16.088	0	0	0	0	0	0	0.0241	0.02365	0.13581	0	0	0	0	0	0	0
Healthy	0	0	0	4.69569	0.1722	0	0	0	0	0	33.38862	0.04322	0.01544	0.31605	0	0.34514	0	0.37649	0.1722	0
Healthy	12.24092	0	0	0	0	0.10031	0	0	0	0	16.65726	7.93146	0.44529	0.31134	1.80665	0.30469	0.10031	0	0	0
Healthy	0.00137	0.00141	0	1.77074	0	0	0	0.02886	0	0.00096	25.01398	0.35605	0.58264	0	0	0.01027	0	0	0	0
Healthy	14.9845	0	0	0	0	0.02458	0	0	0	0	15.62673	2.71431	0.07071	1.47058	2.60474	0.25642	0.02458	0	0	0
Healthy	6.92783	10.11285	2.3885	0	0	0.00185	0.2829	0.00238	0	0	7.08605	1.52708	0.57058	0	0	0.80821	0.00185	0.02613	0	0.10098
Healthy	0.9706	0	0	0	0	0	0	0	0	0	30.90247	49.7314	0.05469	0	0	0.00256	0	0	0	0.50121
Healthy	1.07284	0	1.43656	0.00615	0.00436	0	0	0	0	0	14.65057	0.45725	1.89527	0	0.36588	0	0	0.13048	0.00436	0
Healthy	7.01256	21.3414	0	0.53777	0.41471	0	0	0	0	0	14.82663	1.73867	0.02386	0	0.45878	0.0587	0	2.73848	0.41471	0.12345
Healthy	0	0	0	0.12828	0	0	0	0	0	0	73.3014	0	1.03121	0	0	0.00727	0	0	0	0
Healthy	7.90811	6.97012	0	9.69715	0.03612	1.05992	0.14172	0.01124	0.07105	0	8.71629	4.10453	0.29169	0	2.02925	0.01682	1.05992	0.03283	0.03612	0.00868
Healthy	4.69906	0.00124	0	0	0.33662	0.16829	0	0.12666	0	0	21.61023	4.95565	0.31011	0	0	0.17675	0.16829	0.09091	0.33662	0.18285
Healthy	3.94442	10.9585	0	0.04583	0.0368	0.15169	0.75253	0	0	0	4.9898	1.41823	1.58652	0.03511	2.54703	0.027	0.15169	0	0.0368	0
Healthy	2.83128	0	0	0.03446	0.12716	0	0	0.00531	0	0	26.25058	0	0.00678	0	0	0.02758	0	0.05994	0.12716	0.00435
Healthy	0	67.8293	0	4.44716	0	0	0	0	0	0	15.59681	0	0	0	0	0.06992	0	0	0	0
Healthy	1.34567	7.10189	0	0.08665	0	0	0.25511	0	0	0	1.24022	0.30797	0.08459	0	0	0	0	0	0	0
Healthy	3.93553	0	0	0.33297	0	0.34006	0	0.00205	0	0	20.6902	3.73121	0.44536	0	0.71377	0.04531	0.34006	0	0	0
Healthy	4.50903	0	0	0.07423	0.01291	0	0	0.01903	0	0	23.36571	0	0.46348	0	1.29903	0.01284	0	0.11933	0.01291	0.0775
Healthy	0.00268	0.00028	0	11.0772	0	0	0	0.00032	0	0.00314	2.66759	0.93014	0.59787	0.50592	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.44454	0	10.0355	0	0	0	0	0	0	0
Healthy	5.34369	9.90441	2.61133	15.7355	0	0	0	0	0	0	4.28522	1.45462	0.39365	0	0	0	0	0	0	0
Healthy	19.79022	0.03188	0	0.71272	0.03187	0.30255	0	0	0.11637	0	30.9273	5.91665	0.09425	0	0.82682	0.15644	0.30255	0	0.03187	0.2793
Healthy	1.64669	0	0	0	0	0.01755	0	0	0	0	2.87364	0	0	0	0	0	0.01755	0	0	0
Healthy	0	0	0	0.88133	0	0	0	0	0	0	57.78008	0	0.29307	0	0	0	0	0	0	0
Healthy	1.5194	0	0	0.43361	0.08254	0.03957	0	0.09787	0	0	70.75134	8.60893	0.97166	0	0	0.67276	0.03957	0.21637	0.08254	0.03325
Healthy	4.81028	0	0	0	0.26698	0.13004	0	0.1354	0	0	22.37765	4.82465	0.17493	0	0	0.14512	0.13004	0.0519	0.26698	0.24125
Healthy	1.5524	6.91511	0	0	0	0.40121	0.55523	0	0	0	5.24659	1.42591	4.0806	0	0	0.39063	0.40121	0.01533	0	0.02223
Healthy	0.38839	0	0	0	0.08659	0	0	0	0	0	11.36299	0.14554	0.08689	0	0	0	0	0	0.08659	0
Healthy	7.79973	18.034	0	0.01482	0.14657	0.06036	1.31086	0	0.0597	0	3.26302	3.07414	1.66686	0	0.91497	0.25403	0.06036	0	0.14657	0
Healthy	0.38944	0	0	0	0.00445	0	0	0	0	0	34.92426	1.04371	0.84507	0	0	0	0	0	0.00445	0
Healthy	0.00044	0	0	0.63145	0	0	0	0.0588	0	0.05534	8.18847	4.33597	0.20936	0	0	0	0	0	0	0
Healthy	4.00092	0	2.31386	0.22047	0	0.01354	0.55629	0	0.18819	0	21.66861	3.66041	0.98443	1.03932	1.13129	0.02759	0.01354	0.12348	0	0.01071
Healthy	0	0	0	0.28946	0.12364	0	0	0.00379	0	0	75.87697	3.32191	0.09066	0	0	0.14572	0	0.35465	0.12364	0.03294
Healthy	32.26245	0	0	0	0.12451	0.26254	0	0	0.06402	0	14.58431	9.26557	0.00543	0.9515	0.92485	0.13503	0.26254	0	0.12451	0.07707
Healthy	8.23037	0	0	0.0817	0.22215	0.26799	0	0.01671	0	0	54.0871	2.27991	0.14089	0	0.98699	0.11797	0.26799	0	0.22215	0.02227
Healthy	8.65313	0	0	0.08549	0.24043	0.02932	0	0.07753	0	0	45.71882	5.04341	0.45016	0	1.01715	0.13741	0.02932	0	0.24043	0.16376
Healthy	0	74.61544	5.04781	0.26297	0	0	0	0	0	0	0	0	0.33221	0	0	0	0	0	0	0
Healthy	3.24185	0.11191	0	0	0.04929	0.05699	0	0	0.23862	0	14.98654	0.22423	0.03111	0	0.4005	0.07295	0.05699	0.04276	0.04929	0
Healthy	1.24318	0	0.93521	0.26623	0	0.00191	0.01047	0.00624	0	0	1.56821	0.42844	3.62035	0.02638	0	0.05078	0.00191	0.22602	0	0.07684
Healthy	0.01557	0	0	6.75947	0.12848	0	0	0.00341	0	0	3.55717	4.88194	0.06158	0	0	0.0014	0	0	0.12848	0
Healthy	2.28819	5.99375	3.73238	0.51671	0.31734	0.19182	0.20823	0.01135	0.01126	0	10.04782	3.58506	0.05121	1.60776	0.37939	0.2202	0.19182	0	0.31734	0.08701
Healthy	0	0.00037	0	0.00235	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0
Healthy	5.15973	0	0	0	0	0.11001	0	0.00081	0	0	12.83494	1.86313	1.22848	0	0.63863	0.03146	0.11001	0	0	0.00328
Healthy	3.8251	0	2.45066	0	0	0	17.67529	0	0	0	4.51916	1.19497	3.27059	0	0	0	0	0	0	0
Healthy	8.2078	0	0	0.06997	0.20252	0.31009	0	0.02062	0	0	55.11246	2.31492	0.14247	0	1.02136	0.13672	0.31009	0	0.20252	0.02247
Healthy	1.60656	0	0.07379	9.25016	0	0	0.27699	0	0	0	11.37398	1.12557	1.31727	0	0	0	0	0	0	0
Healthy	2.58841	0	0	0	0	0	1.18476	0	0.07165	0	47.58109	1.74265	0.22671	1.01387	0	0.02468	0	0.01346	0	0.08408
Healthy	8.58157	0	0	0	0.27881	0.04921	0	0.06784	0	0	45.21939	5.12686	0.17401	0	1.02767	0.12199	0.04921	0	0.27881	0.15339
Healthy	0.10877	0	0	0.37512	0	0	0	0	0	0	12.27783	72.9477	1.52918	0	0	0.07903	0	0.00462	0	0
Healthy	23.40601	0	0	0	0.0072	0.03262	0.72826	0.02049	0	0	37.26871	5.66135	0.26464	0.65579	1.35285	0.00147	0.03262	0	0.0072	0
Healthy	3.08963	7.27333	0	0	0.00407	0.00223	0.68095	0	0.25242	0	38.5541	3.34103	0.16388	0.58612	1.03923	0.0182	0.00223	0	0.00407	0.00185
Healthy	0	8.87961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	11.82321	30.472	0	0	0	1.87223	0.09651	1.34758	0	0	12.9407	3.66025	0.36886	3.16566	2.45485	0.07538	1.87223	0	0	0
Healthy	3.2684	0	0	0	0.0302	0	0	0	0	0	18.98683	0.19066	0	0	0	0	0	0	0.0302	0
Healthy	6.73012	0	0	0.07609	0.24834	0.38345	0	0.01772	0	0	50.81889	2.35121	0.05728	0	0.6239	0.05578	0.38345	0.28958	0.24834	0.11293
Healthy	1.97628	0	0	46.2181	0	0	0	0	0	0	11.62049	0.09604	0.06412	0	0	0.05862	0	0.04885	0	0
Healthy	0.91077	0	0	0	0	0	0	0	0	0	30.58351	49.005	0.3834	0	0	0.00489	0	0	0	0.47047
Healthy	0.27861	0	0	0	0	0	0	0	0	0	23.32709	0.57808	1.04175	0.01848	1.98849	0	0	0	0	0
Healthy	14.27774	0	0	0.12448	0.03135	0	0	0.06509	0	0	36.02102	4.86279	0.35755	0	1.85991	0.08096	0	0.00395	0.03135	0
Healthy	0.59222	6.51291	0	0.04462	0	0.09059	0	0.03769	0	0.00064	2.08989	0.84037	0.01593	1.40887	0	0	0.09059	0.29496	0	0.00105
Healthy	0	0	0	2.85526	0	0	0	0	0	0	1.3083	0.21656	2.0802	0	0	0	0	0	0	0
Healthy	2.86399	0	0	0.81936	0.31664	0	0	0.03696	0	0.00292	15.40684	0.45805	0.02981	0	0.67618	0.1449	0	0	0.31664	0
Healthy	11.37058	0	0	2.02119	0.36974	0.27244	0	0.03492	0	0	35.82781	20.2577	0.04553	0	0	0.20747	0.27244	0	0.36974	0
Healthy	6.38003	8.2236	0	0	0	1.0802	3.17733	0	0	0	3.63915	1.56691	0.12085	1.84304	0.55819	0.05004	1.0802	0	0	0
Healthy	21.03387	0	0	0.31623	0.00557	0.21426	0	0	0.12895	0	13.90748	6.31634	0.09155	0	0	0.22206	0.21426	0.12597	0.00557	0.37831
Healthy	13.02044	0	0	0	0.24272	0.26853	0	0	0	0	19.95989	2.08595	0.15327	0	0	0.02888	0.26853	0	0.24272	0
Healthy	3.35799	3.34506	0	1.20989	0	0	0.04661	0.00396	0	0	1.27552	0.58673	0.38266	0.03776	0.73032	0.01349	0	0.00176	0	0
Healthy	21.52183	0	0	0.45635	0.00148	0.23053	0	0	0.11829	0	14.38754	6.09537	0.09533	0	0.52259	0.21327	0.23053	0.11063	0.00148	0.39195
Healthy	22.55657	0	0	0	0.01225	0.03664	0.83871	0.03025	0	0	36.25288	5.54879	0.25654	0.59996	1.30254	0.02447	0.03664	0	0.01225	0
Healthy	1.3049	0	0	0	0.0243	0.00513	1.57641	0.00176	0.06159	0	7.01215	0.88964	0.37897	0	0.76515	0.0131	0.00513	0.00836	0.0243	0.02064
Healthy	0.17949	1.12552	1.01694	9.40828	0.00869	0	0	0.04006	0	0.00175	0.25773	0.41917	0.85634	0.09564	0.26853	0.01947	0	0.07509	0.00869	0.03663
Healthy	6.70854	0	0	0.25095	0.23837	0.32317	0	0.01065	0	0	50.37213	2.58609	0.03435	0	0.64838	0.07147	0.32317	0.26209	0.23837	0.10789
Healthy	3.98241	21.85492	9.85721	0	0.00227	0	0.66645	0.00701	0.0744	0	8.37159	8.3971	0.2187	0.61064	1.12206	0.02446	0	0	0.00227	0
Healthy	4.69749	25.11951	0	0	0	0.49185	0.46372	0.03739	0	0	6.30599	2.23523	0.78755	0.41261	0.79727	0.11269	0.49185	0	0	0.018
Healthy	6.95626	0	0	0.08686	0.47825	0	0	0.03446	0	0	15.86562	5.60555	3.13448	0	0.96885	0.17207	0	0	0.47825	0.02237
Healthy	18.53023	0	0	0.48944	0	0	0	0	0.4702	0	9.52789	7.19942	0.09683	0.23188	2.77189	0.08802	0	0	0	0
Healthy	1.02259	0	0	0	0	0	0	0	0	0	9.5475	0.01518	1.28278	0	0	0.0497	0	0	0	0
Healthy	0	0	0	93.0192	0	0	0	0	0	0	0.10016	0	0	0	0	0	0	0	0	0
Healthy	0	0.14501	0	4.15827	0	0	0	0	0	0	16.80292	0	0.00384	2.05418	0	0.18531	0	0	0	0
Healthy	5.85819	0	0	10.5315	0	0	0	0.04097	0	0	17.75971	0	0.46174	0.15486	1.39244	0	0	0	0	0
Healthy	5.17201	0	0	0	0	0.00221	0	0.00386	0.09539	0.00082	5.23619	2.65752	0.13332	0	1.01381	0.05309	0.00221	0.00502	0	0.28901
Healthy	12.43236	0	0	0.10401	0.20149	0.22208	0	0	0	0	21.96866	1.96196	0.12281	0	0	0	0.22208	0	0.20149	0
Healthy	2.47876	0	0	0	0.04176	0	0	0	0	0	30.77876	0.44762	1.53657	0	0	0	0	0	0.04176	0
Healthy	23.81454	0	0	0	0.44131	0.08752	0	0	0.07514	0	24.35271	6.41087	0.10088	2.80154	0.84025	0.20819	0.08752	0	0.44131	0.07396
Healthy	6.58406	8.23976	0	0	0.00234	1.068	3.38154	0	0	0	3.65007	1.60132	0.13097	1.89533	0.59178	0.0513	1.068	0	0.00234	0
Healthy	7.04001	0	0	53.8784	0.00339	0.72768	0	0.00359	0	0.00105	4.51663	2.65438	0.25205	0.04503	0.8824	0.00496	0.72768	0.00887	0.00339	0.03385
Healthy	21.2197	0	0	0.35908	0.00147	0.19551	0	0	0.12012	0	14.14994	6.25469	0.06159	0	0.57226	0.20564	0.19551	0.11037	0.00147	0.38512
Healthy	3.611	10.9696	2.61039	12.6049	0.00054	0.06301	0.13916	0.00054	0.04485	0	2.3118	2.56231	0.78514	0	1.22786	0.07614	0.06301	0.01782	0.00054	0.00645
Healthy	2.10548	0	0	0	0	0.08035	0	0	0.00193	0	6.76058	0.25451	1.41872	0.07638	0	0.02282	0.08035	0.27691	0	0
Healthy	0.00813	0	0	0.7168	0.02732	0	0	0.03075	0	0.00059	41.02784	3.49317	0.00753	1.72055	0	0.0331	0	0	0.02732	0
Healthy	0.92135	0	0	0	0	0	0	0	0	0	5.14448	0.06509	0.04297	0	0	0	0	0.06966	0	0
Healthy	6.23378	1.73011	3.06305	0.09463	0	0	0	0.00991	0.03315	0	14.86426	4.31521	0.85051	0.29749	1.38794	0.04475	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	14.34057	2.26893	0.58312	0	0	0	0	0	0	0
Healthy	15.80056	0	0	0.20719	0.00942	0	0	0.15701	0	0.02191	30.1244	7.5615	0.23323	0	0.97994	0.16254	0	0.0817	0.00942	0
Healthy	0.63386	0	1.57436	0.15205	0.04261	0	0.12491	0	0	0	3.78314	2.10087	0.09868	0	0.29225	0.00666	0	0.0428	0.04261	0
Healthy	28.84637	0	0	0.28237	0	0.24918	9.70786	0.01706	0	0	6.96697	4.93298	0.25018	0	1.37489	0	0.24918	0	0	0
Healthy	10.03909	44.70956	0.87667	0	0	0.04319	0.30304	0	0.01042	0	4.57741	0.97706	0.31444	0.09745	1.07488	1.43328	0.04319	0	0	0.01862
Healthy	10.28845	0	1.1774	1.22718	0	0	0	0	0	0	21.30672	0.58679	1.16208	3.24183	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.69001	7.34818	0.99504	5.88645	0.00684	0	0.53136	0.01277	0.0192	0	9.32578	1.94184	1.52029	0	0	0.67787	0	0.04046	0.00684	0.01704
Healthy	3.44938	19.19628	2.70723	0	0	0	0.43313	0	0	0	0.99942	1.85297	0.95484	0	0.69252	0.27508	0	0	0	0
Healthy	0	0	0	0.12265	0.02059	0	1.0382	0.01693	0	0.00163	47.18316	4.45822	0.03273	0	0	0.05413	0	0	0.02059	0.00208
Healthy	7.17514	0	0	0	0	0.01767	0	0.06699	0	0	39.09893	1.72691	0.39024	0.20185	0	0.03622	0.01767	0.00255	0	0.07307
Healthy	0	0	0	19.7295	0	0	0	0	0	0.05082	0.98466	0.00971	0.78438	0	0	0.00671	0	0	0	0
Healthy	9.66205	0	0	0	0.07126	0.03211	0	0.04121	0.08324	0	51.48283	14.10494	0.31504	0	0.599	0.03504	0.03211	0	0.07126	0
Healthy	1.24754	0	0	0	0.02359	0	0	0	0	0	16.09588	0.28453	0.12458	0	0	0	0	0	0.02359	0
Healthy	2.52008	0	0	1.17011	0.00776	0	0	0.04173	0	0	49.95988	1.75204	0.01251	0	0	0.21667	0	0.04121	0.00776	0.33346
Healthy	8.59715	44.54182	0.08556	0	0	1.27385	0.3679	1.45187	0	0	9.7875	3.55938	0.50148	0	0.95514	0.11874	1.27385	0	0	0
Healthy	6.67197	0	0	0.1265	0.06383	0	0	0.00575	0	0	37.50582	2.25499	0.02108	0	0.34173	0.41748	0	0	0.06383	0.01891
Healthy	0	0	0	1.7822	0	0	0	0	0	0	10.80209	0	0	2.67451	0	0.23119	0	0	0	0
Healthy	6.48648	0	0	0	0.05113	0.00951	0.96628	0.00035	0.02126	0	6.46074	0.79031	0.51417	0	1.22287	0.03742	0.00951	0.03101	0.05113	0.01483
Healthy	4.34951	33.03202	0	0.06207	0.04411	2.18818	1.08255	1.51002	0	0	18.02211	4.80698	0.20576	0	1.27141	0.30467	2.18818	0.12193	0.04411	0
Healthy	8.95049	0	0	0	0.00633	0	0	0.12389	0.01413	0	25.28721	4.69606	0.07595	4.06057	1.05054	0.10158	0	0	0.00633	0.003
Healthy	1.48405	0.00446	0	0.17365	0	0	0	0.03283	0	0	25.80127	2.14814	0.06197	3.01606	0.33207	0.0067	0	0	0	0.03138
Healthy	20.36207	0	0	0	0.05531	0.12553	0	0.13614	0.0126	0	32.28696	2.01695	0.1608	0	0	0.0416	0.12553	0	0.05531	0
Healthy	0	0.76561	0	0	0	0	0	0	0	0	0	0	2.81046	0	0	0	0	0	0	0
Healthy	0	0	0	1.02886	0	0	0	0	0	0	58.0076	0	0.18264	0	0	0.01846	0	0	0	0
Healthy	6.55671	0	0	0	0	0	0	0	0	0	17.3562	2.54201	1.50779	0	0	0	0	0	0	0
Healthy	12.02993	10.3291	1.14845	0.0229	0.0271	0.06355	0.25325	0	0.06507	0	11.99314	1.11883	0.15304	5.25015	1.62736	0.89058	0.06355	0	0.0271	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.17972	0	4.6486	0	0	0	0	0	0	0
Healthy	5.26227	0.29817	0	0	0.22718	0	0	0	0	0	2.26791	0.66502	2.65137	0	0	0.0103	0	0.12972	0.22718	0
Healthy	9.91158	0	0	0.01128	0	0.52029	0	0	0	0	9.45577	7.19126	0.03001	0	0	0.05557	0.52029	0.46999	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	27.48794	0	12.8798	0	0	0	0	0	0	0
Healthy	0	0	0	0.19509	0	0	0	0	0	0	0	0	8.62512	0	0	0	0	0	0	0
Healthy	11.2201	0	0	0	0.16719	0.11213	0	0	0	0	29.74491	1.49674	0.51406	0	0.61036	0.03387	0.11213	0.51265	0.16719	0.01779
Healthy	0.29627	0	0.19732	1.54677	0	0.00804	0	0	0	0	0.7716	0.22294	1.53451	0	0	0.01533	0.00804	0.37099	0	0.01021
Healthy	0	0	0	0	0	0	0	0	0	0.00202	2.06826	0.52393	2.23002	0	0	0	0	0	0	0
Healthy	16.87969	0	0	0.05156	0.27532	0	0	0.07659	0.06621	0	38.34342	6.65687	0.73307	0.06671	0	0.65097	0	1.44429	0.27532	0
Healthy	9.53442	0	0	0.12566	0	0.3534	0	0	0.04517	0	9.70946	4.02071	0.02186	0	0	0.17201	0.3534	0.58649	0	0.50948
Healthy	1.16608	4.39138	9.98782	0.26972	0.01568	0.11447	0	0	0.13246	0	7.24271	0.12171	2.41888	0.63608	1.93831	2.10756	0.11447	0	0.01568	0.07218
Healthy	15.69889	0	0	0.16391	0.18754	0.04948	0	0.08104	0.02622	0	36.77049	4.23537	0	0	0.7424	0.02892	0.04948	0	0.18754	0
Healthy	0.48143	0.067	0	0.00479	0	0.26625	0	0.00367	0	0	20.98325	0.40359	0.70712	0.00204	0	0.08885	0.26625	0.01756	0	0.2164
Healthy	15.26845	0	0	0	0	0.05436	0	0	0	0	15.82967	0.94214	0.32342	0.46085	0	0.26814	0.05436	0	0	0
Healthy	0.61019	0	0	0.1125	0.01167	0	0	0	0.16772	0	11.48355	4.03953	1.12332	0.11837	0.58602	0	0	0	0.01167	0
Healthy	5.97905	0	0	12.4914	0	0	0	0.03451	0	0	15.95108	0	0.59972	0.16476	1.39646	0	0	0	0	0
Healthy	2.30331	11.0176	0	0.02563	0.0198	0	0	0	0.05255	0	13.13233	1.6876	3.93054	0.25153	0.7244	0	0	0	0.0198	0.0391
Healthy	8.12335	0	0	0.11327	0.01158	0.20525	0	0.06976	0	0	3.09603	0.39393	0.09395	0	0.9945	0.02105	0.20525	0.14014	0.01158	0.02968
Healthy	3.20448	0	0	0.02341	0	0	0	0.02824	0	0.00028	23.30032	2.01508	1.31644	0	0.69746	0.01237	0	0.00879	0	0.01256
Healthy	17.26774	0	0	0.19359	0.016	0.0184	0	0.17073	0	0	12.36885	5.30683	0.34362	0.03453	0	0.04931	0.0184	1.00729	0.016	0
Healthy	0.03281	0	0	0.79232	0	0.02377	0	0.00217	0.03547	0.07647	2.50075	0.23852	0.21995	1.63824	0.34777	0	0.02377	0	0	0
Healthy	0	0	0.84924	0.02712	0	0	0	0.02495	0	0	34.01336	11.4981	3.04945	0.61263	0	0.04572	0	11.3092	0	0
Healthy	2.87288	0	0	0	0.10816	0	0	0	0	0	21.07619	0.54393	0.25787	0	0	0	0	0	0.10816	0
Healthy	1.1634	0	0	0	0	0.02028	0.02136	0.00637	0.00141	0	5.67067	2.5315	0.01042	0.0305	0.53778	0.007	0.02028	0.35146	0	0.10129
Healthy	3.03119	0	0	0	0.00313	0	0	0	0	0	22.65248	0.15044	0.01922	0	0	0	0	0	0.00313	0
Healthy	5.35452	0	0	0	0.23867	0	0	0	0	0	25.40659	2.16937	0.40267	0	0	0	0	0	0.23867	0
Healthy	0.83895	0	0	0.72102	0.00905	0.04512	0	0	0	0	11.8978	0.25827	0.35215	0	0	0.01841	0.04512	0.00827	0.00905	0
Healthy	0	28.00343	5.54911	0	0	0	0	0	0	0	0	0	3.00211	0	0	0	0	0	0	0
Healthy	1.10491	58.0199	0	0	0	0	0	0	0.04119	0	3.66429	1.2242	1.56369	2.71815	0	0	0	0	0	0
Healthy	24.53018	0	0	0	0.39853	0.07843	0	0	0.08476	0	24.08186	5.81951	0.09432	2.78831	0.88812	0.2056	0.07843	0	0.39853	0.05946
Healthy	10.0792	45.8395	0	0.05627	0	0.00142	0	0.00384	0	0	5.76556	0.6783	0.48089	2.07502	1.17222	0.08823	0.00142	0	0	0.00235
Healthy	14.50484	0	0	0	0	0.08479	0	0.09712	0	0	17.30663	8.81023	0.12225	0.10273	2.23081	0.22466	0.08479	0	0	0.05659
Healthy	8.3285	0.00173	0	0.14856	0.22719	0	0	0.11279	0.38916	0.01719	9.33346	2.58115	0.01045	0	1.18916	0.03908	0	0	0.22719	0.01098
Healthy	0.14836	0.05542	0	0	0.04808	0	0	0	0.13957	0	13.18959	0.48153	0.13143	0	0	0.00721	0	0	0.04808	0
Healthy	0	0	0	0.43265	0	0	0	0	0	0.62054	0.74987	0	6.90905	0	0	0.04391	0	0	0	0
Healthy	8.78565	0.07142	0	0	0.22475	0.0358	0.76238	0.05172	0.03326	0	14.6112	1.45918	0.13781	0	1.85354	0.0065	0.0358	0.00907	0.22475	0.00122
Healthy	1.8349	16.1815	0	0	0.00885	0.00327	0	0	0	0	8.79341	6.15393	0.44484	0	1.49806	0.11392	0.00327	0.01238	0.00885	0.01086
Healthy	0	0	0	35.1068	0	0	0	0	0	0	0	0	0.01166	0	0	0	0	0	0	0
Healthy	5.47145	0	0	14.0667	0.00542	0	0	0	0	0	11.52545	3.2696	0.13276	0.17723	1.99314	0	0	0	0.00542	0
Healthy	14.75889	0	0	0.02829	0.01743	0	0	0.06041	0	0	35.85905	5.03242	0.05379	0	1.84091	0.11701	0	0	0.01743	0
Healthy	2.46821	0	0	1.14237	0.01624	0	0	0.03517	0	0	49.16403	1.72838	3.25381	0	0	0.23428	0	0.04326	0.01624	0.34103
Healthy	1.40654	0	0	0.48083	0.06584	0.02808	0	0.09733	0	0	70.71081	8.47745	0.64457	0	0	0.68326	0.02808	0.15392	0.06584	0.04696
Healthy	2.09356	0	0	0	0.03985	0.01152	0	0	0	0	40.00993	5.77479	0.63338	5.51054	1.15624	0.01646	0.01152	0	0.03985	0
Healthy	1.97418	0	0	0	0.11398	0	0	0	0	0	12.42057	0.18598	1.16081	0	0	0	0	0	0.11398	0
Healthy	2.07878	0.02432	0	0	0	0.01066	0	0.0045	0.00028	0.02564	5.33216	0.98158	0.04454	0.12191	0.07794	0.1562	0.01066	0.0932	0	0.03455
Healthy	0	0	0	3.2006	0	0	0	0	0	0	0.03988	0	1.20073	0	0	0	0	0	0	0
Healthy	17.41405	0	0	0.08215	0.00825	0	0	0.00314	0.33445	0	22.34613	2.99153	0.07304	0.06125	1.12908	0.13931	0	0.10494	0.00825	0.03924
Healthy	9.77538	0	3.37672	0.03679	0	0	0	0	0	0	27.87565	2.00605	0.37997	6.0008	0	0.02847	0	0	0	0.00297
