group	Bacteroidota	Actinobacteriota	Proteobacteria		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	25.42745	12.55903	8.33503		25.42745	24.18835	12.55903	8.33503	1.73267	0.91083	3.13077	0	0	
Healthy	80.25683	0.39828	0.05482		80.25683	13.14321	0.39828	0.05482	0	0	0.7385	0	0.41873	
Healthy	72.74153	0	0.04111		72.74153	11.94253	0	0.04111	6.86911	0	1.01422	0	0	
Healthy	75.23818	0.01917	0.61599		75.23818	4.73107	0.01917	0.61599	4.9285	0	0	0	0	
Healthy	67.54981	0.57453	5.89735		67.54981	14.01048	0.57453	5.89735	0	0	0.01728	0	0	
Healthy	80.41789	0	0		80.41789	14.15515	0	0	0	0	0.5321	0	0	
Healthy	28.48383	0	0.31645		28.48383	53.82975	0	0.31645	4.66442	0	0	0	0	
Healthy	8.4354	8.52698	0.17021		8.4354	44.24542	8.52698	0.17021	7.25171	2.21026	0.01461	0	0	
Healthy	4.13869	27.48216	47.64735		4.13869	1.1151	27.48216	47.64735	0.30991	0	0.06235	0	0	
Healthy	48.12981	1.26867	1.28748		48.12981	22.69521	1.26867	1.28748	0.03547	2.37923	3.0523	1.84641	0	
Healthy	29.41653	1.25124	4.37118		29.41653	30.68537	1.25124	4.37118	9.87953	0	2.06813	0	0.36311	
Healthy	43.39508	0.60534	4.64575		43.39508	17.92953	0.60534	4.64575	19.0918	0	0.03703	0	0.02316	
Healthy	88.43237	0.13106	0.57671		88.43237	2.60958	0.13106	0.57671	3.67225	0	0.23833	0	0	
Healthy	35.72193	0.17419	7.07743		35.72193	46.60188	0.17419	7.07743	0	0.08234	0.32042	0	0.22974	
Healthy	44.58036	0	1.99531		44.58036	22.46764	0	1.99531	0	0	0.69215	3.36441	0	
Healthy	78.61557	0	2.56105		78.61557	12.80446	0	2.56105	0	0	0.13357	0	0.02984	
Healthy	69.3368	0	0		69.3368	0	0	0	0	0	12.5676	0	0	
Healthy	31.1846	0	0.01848		31.1846	47.94691	0	0.01848	3.77341	0	0.83493	0	0	
Healthy	70.89	0	2.50206		70.89	3.29724	0	2.50206	0	0	0	0	0.0798	
Healthy	36.71937	0	6.23262		36.71937	29.45115	0	6.23262	0.86025	8.50569	0	1.41113	0.047	
Healthy	37.19751	14.05688	2.50994		37.19751	30.49384	14.05688	2.50994	0	0	1.02554	0	0.02724	
Healthy	19.92265	0.30056	0.49223		19.92265	21.54469	0.30056	0.49223	13.46906	0	1.72513	0	0	
Healthy	18.5091	2.92732	0.06473		18.5091	50.44271	2.92732	0.06473	1.60125	0.00129	18.33838	0.00183	0	
Healthy	35.7711	0	0		35.7711	48.3987	0	0	1.81937	0	2.59549	0	0	
Healthy	56.38101	5.76203	0.01768		56.38101	23.9908	5.76203	0.01768	0.0027	0.06377	0.10546	0.62413	0.04212	
Healthy	45.37619	1.85458	0.53126		45.37619	9.39264	1.85458	0.53126	3.14284	0.15749	0.64429	0	0.61886	
Healthy	70.36254	3.50527	0.71045		70.36254	21.10492	3.50527	0.71045	0.08577	0	0.04467	0	0	
Healthy	29.97033	0.35023	0.24229		29.97033	36.0266	0.35023	0.24229	2.91943	0.25248	0.01318	0.25198	0	
D013167	59.58496	0.03331	0.72234		59.58496	17.18572	0.03331	0.72234	0.45804	0	0.37595	0	0	
Healthy	21.65453	0.2406	14.73592		21.65453	22.58035	0.2406	14.73592	2.20061	0	0.76309	0.19386	0	
Healthy	54.53694	0	2.7786		54.53694	31.17969	0	2.7786	0.92657	0.87606	0.02329	0.66909	0.01156	
Healthy	67.85409	1.79794	0.04466		67.85409	15.41298	1.79794	0.04466	0.00338	0.53268	0.0236	0	0.06517	
Healthy	62.85998	0.83043	0.22666		62.85998	16.05165	0.83043	0.22666	3.61723	0	0.29559	0	0.03116	
Healthy	22.76908	26.79504	16.73964		22.76908	16.74602	26.79504	16.73964	0.12056	0.86713	0.0573	0	0.23045	
Healthy	69.76236	0.29361	0.06872		69.76236	9.88842	0.29361	0.06872	0.37665	0.55589	0.0178	0	0.06235	
Healthy	44.18492	0.07603	0.12438		44.18492	3.75651	0.07603	0.12438	0	0	0.03282	0	0.02042	
Healthy	40.13547	0.2885	1.02364		40.13547	44.82828	0.2885	1.02364	0	0	0.32898	0.50272	0	
Healthy	41.51341	31.19325	0.01872		41.51341	1.14015	31.19325	0.01872	0	0	12.06708	0	0.04339	
Healthy	53.51315	9.08035	0.79439		53.51315	21.1323	9.08035	0.79439	0	0	1.13086	0	0.01188	
Healthy	49.55652	0.97788	8.3231		49.55652	17.61458	0.97788	8.3231	3.24693	0.74258	0.27526	0	0.01956	
Healthy	8.20022	9.66291	1.18088		8.20022	68.69116	9.66291	1.18088	0	0	2.75191	0	0	
Healthy	16.9745	0	0.64003		16.9745	48.83971	0	0.64003	3.93607	0.17318	2.40223	0.66186	0	
Healthy	70.82307	0	0.53043		70.82307	18.89386	0	0.53043	0	0	0.16646	0	0.01202	
Healthy	57.17684	0.33221	0.24973		57.17684	23.89937	0.33221	0.24973	2.94862	0.05104	0.12989	0	0.07337	
Healthy	26.68836	3.83337	0.03996		26.68836	43.58352	3.83337	0.03996	0	0	0.0814	0	0.03471	
Healthy	34.86327	0.5903	0.19532		34.86327	30.7527	0.5903	0.19532	0.02365	0.38007	0.1663	0	0	
Healthy	39.94067	18.92562	0.78104		39.94067	31.81193	18.92562	0.78104	0.59052	0.98081	0.29513	0	0	
D013167	75.74663	2.32699	1.27134		75.74663	15.7124	2.32699	1.27134	0.00551	0.3819	0.48256	0.02593	0.3402	
Healthy	37.05122	0.50617	18.96246		37.05122	30.62184	0.50617	18.96246	0.86377	0.48728	0.3181	0	0	
Healthy	79.82242	0	0.16774		79.82242	12.9748	0	0.16774	1.70683	0	0.14641	0	0.02082	
Healthy	78.21942	0.13797	0.15096		78.21942	8.8391	0.13797	0.15096	0	0	0.07417	0	0.00628	
Healthy	80.66671	0	0		80.66671	14.59009	0	0	0	0	0.50147	0	0	
Healthy	81.26761	1.22846	0.67364		81.26761	5.35249	1.22846	0.67364	0	3.60839	0.00625	0	0.01546	
Healthy	19.34565	5.8251	0.04462		19.34565	58.07318	5.8251	0.04462	0.57983	0	1.40913	0	0	
Healthy	0.12418	35.87192	0.18701		0.12418	5.70676	35.87192	0.18701	0	0	0	0	0	
Healthy	26.27508	2.4416	0.09698		26.27508	14.96949	2.4416	0.09698	0.61055	0.47557	1.03576	0	0.80185	
Healthy	11.41057	15.49835	0		11.41057	68.45726	15.49835	0	0.12008	0	1.00425	0	0	
Healthy	41.77133	2.84183	0.63906		41.77133	21.5895	2.84183	0.63906	0.03902	0	0.90898	0	0	
Healthy	10.46804	0.12966	0.2618		10.46804	46.27604	0.12966	0.2618	6.49956	0.59724	0.2042	1.03233	0	
Healthy	13.12476	1.44213	10.48988		13.12476	6.26815	1.44213	10.48988	2.67283	43.7613	0.16405	0	0.70638	
Healthy	71.75492	0.24951	7.80803		71.75492	11.21769	0.24951	7.80803	0.04235	0	0.01904	0	0	
Healthy	0	0	0		0	55.5583	0	0	0	0	0	0	0	
Healthy	91.54241	0.17021	0.10074		91.54241	4.28874	0.17021	0.10074	0.03587	0	0.00407	0	0.00633	
Healthy	13.0814	0.75321	0.84904		13.0814	67.95643	0.75321	0.84904	0	0	0.60018	0	0.003	
Healthy	70.79203	1.37599	2.95052		70.79203	10.7486	1.37599	2.95052	0	0	0.24505	0.00796	1.36614	
Healthy	30.04129	0.35383	5.50022		30.04129	47.22669	0.35383	5.50022	0.19289	0	1.0735	0.72247	0.98392	
Healthy	77.96466	0.52847	3.16232		77.96466	5.29577	0.52847	3.16232	2.92276	0	0.04312	0	0	
Healthy	74.06347	0	0		74.06347	0	0	0	0	0	0	0	0	
Healthy	69.10866	0.28246	0.06008		69.10866	10.26365	0.28246	0.06008	0.39306	0.56457	0.02657	0	0.07147	
Healthy	60.69722	0.6249	0.36389		60.69722	8.14892	0.6249	0.36389	0.43235	8.47837	0	0	0.59214	
Healthy	57.83074	0.02459	0.00852		57.83074	22.27976	0.02459	0.00852	8.03295	0	0.24063	0	0	
Healthy	59.55536	1.84499	0.16484		59.55536	6.12791	1.84499	0.16484	0	4.66528	0	0.23364	0.67643	
Healthy	8.02558	25.61751	9.76271		8.02558	29.13825	25.61751	9.76271	0.16686	0	13.8301	4.61479	0	
Healthy	63.61255	0.2071	13.79		63.61255	12.90644	0.2071	13.79	0.02412	0	1.17564	0	0	
Healthy	49.7634	2.39143	30.20616		49.7634	7.38061	2.39143	30.20616	1.43461	0	1.41978	0	0	
Healthy	26.21276	8.91284	0.47405		26.21276	48.60621	8.91284	0.47405	0.89479	0	4.96769	0	0	
Healthy	74.85589	0.74859	5.81992		74.85589	5.20836	0.74859	5.81992	0	0	0.06761	0	0.1492	
Healthy	41.91831	0.18584	4.36816		41.91831	4.46297	0.18584	4.36816	0	0	0.07463	0	0.73109	
Healthy	65.7009	0	0.02705		65.7009	12.91559	0	0.02705	8.76626	0.63691	0.00764	0	0	
Healthy	30.25685	33.61061	4.67377		30.25685	0.82244	33.61061	4.67377	4.92798	0	0.23172	0	0	
Healthy	69.86554	0.00502	0.32578		69.86554	8.25215	0.00502	0.32578	4.26221	0	0.02006	0	0.16907	
Healthy	25.40333	2.44633	0.05222		25.40333	45.76301	2.44633	0.05222	0	0	0.17655	0	0.06312	
Healthy	68.267	1.23147	0.87564		68.267	2.96875	1.23147	0.87564	0.08879	0.0078	0.45396	0	0.46041	
Healthy	4.67693	45.51542	34.50863		4.67693	0.00235	45.51542	34.50863	0.4438	0	13.06374	0	0	
Healthy	9.41402	0.72941	0.03187		9.41402	30.70642	0.72941	0.03187	0	12.906	1.92613	1.69349	0	
Healthy	8.01845	22.2985	0		8.01845	68.14001	22.2985	0	0	0	0	0	0	
Healthy	22.35372	5.19194	0.27714		22.35372	50.26471	5.19194	0.27714	0	5.60774	1.13607	0	0	
Healthy	45.04249	1.69047	3.17941		45.04249	22.15574	1.69047	3.17941	1.86084	0.4519	2.62376	0.16007	0.03388	
Healthy	69.97331	0.26279	0.18533		69.97331	3.29066	0.26279	0.18533	6.08902	0	0.04162	0	0	
Healthy	16.00169	12.27425	0		16.00169	29.63657	12.27425	0	0	3.80362	1.54188	10.4943	0	
Healthy	76.71103	0.64187	0.03122		76.71103	7.58856	0.64187	0.03122	0.12823	0	0.29822	0.11602	1.62576	
Healthy	14.89728	10.39431	0.08176		14.89728	65.1736	10.39431	0.08176	0.54164	0.01069	2.38057	0	0	
Healthy	51.07376	1.61168	0.28689		51.07376	6.4722	1.61168	0.28689	3.1052	0.13985	0.3797	0	0.71702	
Healthy	33.27138	4.31223	0.05758		33.27138	31.3722	4.31223	0.05758	0.00109	0.0269	0.49084	0.15359	0.18829	
Healthy	50.30233	20.75877	20.79495		50.30233	0.0852	20.75877	20.79495	0.32975	0	0.02293	0	0.08815	
Healthy	64.77856	0.0213	0.14953		64.77856	4.99205	0.0213	0.14953	1.80462	0	0	0	0	
Healthy	58.16031	0.62335	0.39228		58.16031	10.37606	0.62335	0.39228	0.48802	8.491	0	0	0.59774	
Healthy	77.92428	0.77944	0.26071		77.92428	6.3456	0.77944	0.26071	6.18061	0	0.10208	0	0.05777	
Healthy	26.59922	0.58336	1.8944		26.59922	51.43323	0.58336	1.8944	0	1.38974	1.16992	0.44728	0	
Healthy	50.4362	1.51668	1.71008		50.4362	15.29084	1.51668	1.71008	0.94379	0.72584	0.17249	0	0.0431	
Healthy	92.86092	0.14046	0.58422		92.86092	2.83936	0.14046	0.58422	0	1.84295	0	0	0	
Healthy	57.87419	0	0		57.87419	8.04962	0	0	0	0	0	0	0	
Healthy	76.71894	0.13615	1.93996		76.71894	8.15518	0.13615	1.93996	0.96611	0	0.0945	0	0.11548	
Healthy	34.33722	4.55225	0.28167		34.33722	30.27763	4.55225	0.28167	0	0	2.17862	0	0	
Healthy	22.11136	1.26338	9.70979		22.11136	45.77169	1.26338	9.70979	0.03091	0.96622	1.92647	0	0	
Healthy	9.68946	2.47342	0		9.68946	0	2.47342	0	0	0	0	0	0	
Healthy	67.86759	0.21988	5.847		67.86759	10.21056	0.21988	5.847	4.75304	0	0.42818	0	0.00368	
Healthy	70.48466	0	2.33111		70.48466	3.27292	0	2.33111	0	0	0	0	0.10118	
Healthy	66.32373	0.42243	4.05073		66.32373	17.26835	0.42243	4.05073	4.80668	0	0.23942	0	0	
Healthy	44.56937	6.27264	0.33006		44.56937	11.00683	6.27264	0.33006	17.96126	7.23898	0.17432	0	0.11814	
Healthy	31.565	36.26002	0.33267		31.565	15.34297	36.26002	0.33267	0	3.62249	0.47427	0	0.05942	
Healthy	62.40328	5.15957	1.54259		62.40328	23.29086	5.15957	1.54259	0.04798	0	0.07931	0	0	
Healthy	57.15039	0.59421	0.43745		57.15039	10.58058	0.59421	0.43745	0.47645	8.73029	0	0	0.56962	
Healthy	48.23484	0.3831	0.94742		48.23484	10.03146	0.3831	0.94742	0.10177	9.35753	0.04972	0	0.6243	
Healthy	71.12524	0.05195	1.44768		71.12524	15.23452	0.05195	1.44768	3.8111	0	0.56373	0	0	
Healthy	53.09434	13.84661	0.45122		53.09434	17.73906	13.84661	0.45122	1.10913	0	0.38259	0	0	
Healthy	65.89271	1.93424	0.03051		65.89271	16.05753	1.93424	0.03051	0	0.58083	0.02629	0.01859	0.10337	
Healthy	36.2758	0.24093	0		36.2758	40.45601	0.24093	0	7.19383	5.17575	0.15114	0	0	
Healthy	92.08051	0.19628	0.53121		92.08051	2.75787	0.19628	0.53121	0	1.68633	0	0	0.00464	
Healthy	80.73328	0.13469	0.73251		80.73328	6.21297	0.13469	0.73251	0	0	0.03199	0	0	
Healthy	56.92641	1.05938	0.26109		56.92641	5.15191	1.05938	0.26109	15.2478	0	0.24663	0	0.00345	
Healthy	32.83834	0.05912	0.12306		32.83834	29.32496	0.05912	0.12306	0	0.01569	0.18695	11.0253	0.03972	
Healthy	16.28189	0	0		16.28189	23.02626	0	0	0	0	18.7223	0	0	
Healthy	74.5758	0.0568	11.05228		74.5758	3.53692	0.0568	11.05228	2.25728	0	0.29092	0	0	
Healthy	0.00817	0.04074	0		0.00817	0	0.04074	0	0	0	21.3351	0	0	
Healthy	40.34055	0	0		40.34055	39.5214	0	0	0	0	2.90591	0	0	
Healthy	80.16513	0	0		80.16513	14.61073	0	0	0	0	0.57617	0	0	
Healthy	57.4587	5.76899	0.13366		57.4587	12.01436	5.76899	0.13366	0	0	0.02718	0.07354	0.04761	
Healthy	38.531	7.91303	2.24632		38.531	24.81769	7.91303	2.24632	4.76352	0.31727	0.2908	0	0	
Healthy	30.3123	20.0961	3.51716		30.3123	3.07123	20.0961	3.51716	0	0	32.13726	0	0	
Healthy	57.49053	0.13026	1.91557		57.49053	17.38401	0.13026	1.91557	4.63587	0.37515	0.37253	0	0	
Healthy	46.0521	12.84985	0.25438		46.0521	38.21851	12.84985	0.25438	0	0	0	0	0	
Healthy	30.62288	23.25828	0.44483		30.62288	39.03265	23.25828	0.44483	0.68458	0	0.6872	0	0	
Healthy	56.64935	1.62929	8.28463		56.64935	16.39842	1.62929	8.28463	0.86602	0.00852	1.49398	2.77246	0.0671	
Healthy	52.2457	1.92775	1.79976		52.2457	22.00129	1.92775	1.79976	0.00793	0.36339	0.0088	0.60507	0	
Healthy	66.37647	0.13844	0.44861		66.37647	9.33773	0.13844	0.44861	8.01525	0	0.36637	0	0.00966	
Healthy	16.45568	9.55318	0		16.45568	65.98926	9.55318	0	1.4303	0	0.93232	0	0	
Healthy	39.59254	0	0.01848		39.59254	34.55054	0	0.01848	4.5423	0.02043	0.04835	0.08089	0	
D013167	60.98867	2.25125	0.07792		60.98867	25.27542	2.25125	0.07792	0.00279	4.19185	0.13518	0	0.04746	
Healthy	40.6757	0.27094	8.16764		40.6757	37.88189	0.27094	8.16764	0.86588	0.72342	0.49063	0	0	
Healthy	9.50106	0.2696	26.33633		9.50106	0	0.2696	26.33633	0.04465	0	2.87625	0	0	
Healthy	69.9358	0.09204	1.26119		69.9358	16.34919	0.09204	1.26119	0	0	0.12037	0	0.08954	
Healthy	48.35566	0.70836	5.66187		48.35566	15.26897	0.70836	5.66187	2.82126	0	0.6363	0	0.00671	
Healthy	36.49329	0.42659	0		36.49329	36.47555	0.42659	0	2.11481	0.04873	0.33429	0	0.01322	
Healthy	82.50748	0.48132	0.14888		82.50748	4.57896	0.48132	0.14888	8.68395	1.81304	0.22636	0	0	
Healthy	19.63362	19.9418	8.90282		19.63362	15.06856	19.9418	8.90282	1.40684	1.73198	1.01224	0	0	
Healthy	63.9582	0.77636	1.5338		63.9582	14.07575	0.77636	1.5338	0.37027	0	0.01259	0.16611	0.1824	
Healthy	34.52551	11.69587	0.00658		34.52551	43.27644	11.69587	0.00658	0	0	2.52531	0	0	
Healthy	0.02564	28.05549	8.46293		0.02564	0.83545	28.05549	8.46293	13.12585	0	0.07132	0	0	
Healthy	3.98735	42.85892	16.79519		3.98735	0.32555	42.85892	16.79519	2.56896	0	5.25522	0	0	
Healthy	29.12926	5.55925	0.76836		29.12926	31.65752	5.55925	0.76836	0.00845	8.67123	0.2822	0	0.1712	
Healthy	0.09701	19.54973	9.49833		0.09701	64.71143	19.54973	9.49833	0.05076	0.01384	0.43064	0	0	
Healthy	84.28521	0.0291	0		84.28521	6.50529	0.0291	0	1.2479	0	0.234	0	0	
Healthy	45.22197	0.80214	7.78622		45.22197	25.54622	0.80214	7.78622	4.33023	0.02611	0.61487	0	0	
Healthy	34.19922	0.32594	11.50231		34.19922	3.99981	0.32594	11.50231	0.01755	0.50025	0.04622	0	0	
Healthy	5.25684	0.43699	0.09833		5.25684	82.30353	0.43699	0.09833	0.55462	0.02337	0.81779	0	0	
Healthy	37.95444	0.15219	0.7963		37.95444	41.94868	0.15219	0.7963	0.02064	0	0.13683	0	0	
Healthy	10.44183	0	0		10.44183	82.5089	0	0	0	0	2.59767	0	0	
Healthy	11.92591	1.23201	0.37439		11.92591	63.66363	1.23201	0.37439	3.48919	0.73449	4.78877	2.84299	0.05575	
Healthy	75.04607	2.03669	3.78323		75.04607	8.0246	2.03669	3.78323	3.90251	0.7407	0.61816	0	0.01945	
D013167	69.21705	1.32301	0.25871		69.21705	18.19247	1.32301	0.25871	0.13275	0.39979	0.23415	0	0.27495	
Healthy	35.10904	0.88858	1.47951		35.10904	34.25669	0.88858	1.47951	8.40762	0	0.4316	0.0389	0.00691	
Healthy	57.20329	0.40417	0.79877		57.20329	21.0421	0.40417	0.79877	0	0	0.00307	0	0.07368	
Healthy	76.00465	0.00321	0.45135		76.00465	8.01665	0.00321	0.45135	2.50961	0	0.01315	0	0.07096	
Healthy	81.74652	1.19398	0.70077		81.74652	5.08853	1.19398	0.70077	0	3.40051	0.00157	0	0.0249	
Healthy	24.28158	23.03172	1.77405		24.28158	32.45455	23.03172	1.77405	2.88989	0	0	0	0	
Healthy	51.9442	0.02931	0.23553		51.9442	36.42639	0.02931	0.23553	0.16515	0	0.1204	0.2742	0.00817	
Healthy	22.17561	64.01661	6.42496		22.17561	0.06157	64.01661	6.42496	0.12332	0	6.55367	0	0	
Healthy	70.2604	0.24597	0.21694		70.2604	3.14274	0.24597	0.21694	5.93873	0	0.01797	0	0	
Healthy	66.90928	0.31449	11.44773		66.90928	2.09882	0.31449	11.44773	8.86876	0	0.15808	0	0.04031	
Healthy	36.00646	0.75229	0.71922		36.00646	36.59922	0.75229	0.71922	2.43094	0.10729	0.4066	0	0.10833	
Healthy	67.52468	0.27553	2.75504		67.52468	4.03337	0.27553	2.75504	4.01785	1.45026	0.28838	0	0	
Healthy	52.85802	12.33383	8.14075		52.85802	6.50677	12.33383	8.14075	1.11629	0	0.29864	0	0.01208	
Healthy	68.26218	0.03257	1.42615		68.26218	16.85088	0.03257	1.42615	0.42333	0	0.00069	0	0.05466	
Healthy	25.4709	11.69449	1.71155		25.4709	7.7945	11.69449	1.71155	0	11.1928	1.51977	34.3352	0.27944	
Healthy	69.41196	0.28927	0.10096		69.41196	10.05855	0.28927	0.10096	0.37861	0.52291	0.03597	0	0.08991	
Healthy	92.39928	0.01909	4.02996		92.39928	2.12844	0.01909	4.02996	0	0.63238	0	0	0	
Healthy	11.80363	2.98902	0.15556		11.80363	46.81017	2.98902	0.15556	2.14232	0	29.79442	0.02309	0	
Healthy	60.76513	5.20706	0.0857		60.76513	10.79069	5.20706	0.0857	0	0	0	0	0.02076	
Healthy	23.24062	2.51423	0		23.24062	19.37666	2.51423	0	14.5746	2.23188	0.14316	4.08398	0	
Healthy	74.3055	0.00616	0		74.3055	19.59037	0.00616	0	1.81377	0.20289	0.39763	0.10373	0.02109	
Healthy	47.48654	1.64222	6.77028		47.48654	14.3968	1.64222	6.77028	0.47353	0	0	0	0	
Healthy	66.63046	0.38121	0.0978		66.63046	7.7103	0.38121	0.0978	0.91565	10.3157	0.07454	0	0.35635	
Healthy	16.69171	1.58405	0.32798		16.69171	69.81699	1.58405	0.32798	0	1.66108	1.51237	0.08327	0.09859	
Healthy	38.72317	5.68224	0.07012		38.72317	33.2979	5.68224	0.07012	3.32132	0	9.30072	0.32392	0.83356	
Healthy	0	3.31186	65.16816		0	24.20901	3.31186	65.16816	2.60624	0	0.36366	0	0	
Healthy	23.31275	9.79644	1.37484		23.31275	41.24782	9.79644	1.37484	0.0064	2.39427	3.76512	5.1127	0	
Healthy	77.03911	0.51585	0.26368		77.03911	6.74257	0.51585	0.26368	9.09104	0	0.08566	0	0.00779	
Healthy	75.79001	2.86561	3.79751		75.79001	9.15147	2.86561	3.79751	2.36324	0	0.13135	0	0.04264	
Healthy	67.62521	0.20469	1.07314		67.62521	2.3953	0.20469	1.07314	11.33673	0	0	0	0	
Healthy	66.1897	0.08991	0.43154		66.1897	8.42363	0.08991	0.43154	7.93807	0	0.36362	0	0.00837	
Healthy	34.86269	0.15205	2.52324		34.86269	46.57987	0.15205	2.52324	4.25901	0	2.04285	0	0.23594	
Healthy	60.27188	1.02917	3.60235		60.27188	9.34351	1.02917	3.60235	0.31801	0	0	0	0.01291	
Healthy	48.48277	0.16056	0.60246		48.48277	33.83021	0.16056	0.60246	8.64047	0.14329	1.41801	0	0.04446	
Healthy	11.17658	0	0		11.17658	61.7714	0	0	5.27412	0.04339	0.04855	2.31989	0	
Healthy	1.82406	5.72345	1.79092		1.82406	51.48843	5.72345	1.79092	0.19912	0	1.86953	6.52913	0.03571	
Healthy	5.07118	11.78952	1.94121		5.07118	32.97611	11.78952	1.94121	6.11413	0	15.04883	0	0	
Healthy	59.39644	0.56832	0.46663		59.39644	15.35716	0.56832	0.46663	0.77495	1.20433	10.27995	0.12082	0.07585	
Healthy	84.47865	3.58461	0.06985		84.47865	4.89231	3.58461	0.06985	0	0.05364	0	0.62816	0.38014	
Healthy	32.79623	0	7.4715		32.79623	36.08419	0	7.4715	1.24378	6.58769	0	0.83191	0.1746	
Healthy	46.44976	0	0		46.44976	42.23683	0	0	8.15906	0.76941	0	0	0	
Healthy	64.35533	0.3123	11.4943		64.35533	2.41152	0.3123	11.4943	8.5252	0	0.17879	0	0.04034	
Healthy	49.47672	0.37661	0.89259		49.47672	9.69606	0.37661	0.89259	0.09682	9.33329	0.01985	0	0.63149	
Healthy	65.25963	0.10911	0.46344		65.25963	9.57194	0.10911	0.46344	8.06887	0	0.42639	0	0.01867	
Healthy	24.80784	0.43762	14.88584		24.80784	27.66864	0.43762	14.88584	2.61598	0	0.77352	0.19887	0.02294	
Healthy	64.28691	0	0.13758		64.28691	30.71873	0	0.13758	1.93826	1.03178	0	0	0	
Healthy	13.24016	1.48174	10.37353		13.24016	6.39403	1.48174	10.37353	2.66152	44.6326	0.14476	0	0.70743	
Healthy	48.70816	0	0		48.70816	29.24541	0	0	7.34269	0.38083	0.14741	0	0	
Healthy	18.81712	12.01048	4.36883		18.81712	32.6583	12.01048	4.36883	0.16943	15.2597	0.00845	0	0.06574	
Healthy	12.45128	3.17754	0		12.45128	10.19056	3.17754	0	5.19577	0	0	0	0	
Healthy	68.41716	1.71094	0.07218		68.41716	15.28862	1.71094	0.07218	0.03007	0.45974	0.02897	0	0.07549	
Healthy	26.6205	0.09623	0.18415		26.6205	61.29709	0.09623	0.18415	0.0866	0.04467	1.24528	0	0.06076	
Healthy	59.76033	0.39415	11.9332		59.76033	15.56216	0.39415	11.9332	0.08364	0	0	0	0	
Healthy	92.13021	0.14243	0.72102		92.13021	2.88402	0.14243	0.72102	0	1.69454	0	0	0	
Healthy	19.29651	5.34151	0.08151		19.29651	27.71937	5.34151	0.08151	3.90335	5.62796	0.5092	13.2125	0	
Healthy	84.24075	0.42218	0.20678		84.24075	3.98061	0.42218	0.20678	8.27465	1.57657	0.23947	0	0	
Healthy	63.70893	1.20635	0.16963		63.70893	15.9389	1.20635	0.16963	0	0	0.07477	0	0.08423	
Healthy	41.14116	0.17433	0.2102		41.14116	43.25913	0.17433	0.2102	0.51286	0.11353	3.19309	0.05673	0.00364	
Healthy	57.28008	5.00017	0		57.28008	26.10158	5.00017	0	0.24017	0	0.03615	0	0	
Healthy	81.1674	0.61607	0.44353		81.1674	8.0744	0.61607	0.44353	0	0	0.10704	0	0.09329	
D013167	70.30943	1.50661	0.5461		70.30943	12.4871	1.50661	0.5461	0.05652	0.00104	0.02695	0	0.16847	
Healthy	31.30509	0.48681	15.41818		31.30509	24.36408	0.48681	15.41818	4.66755	4.77566	2.73331	0	0.1755	
Healthy	51.05291	2.6803	7.92676		51.05291	15.09354	2.6803	7.92676	0.06107	1.92236	0.23648	0	0.5255	
Healthy	8.02642	0.60611	8.6462		8.02642	33.97819	0.60611	8.6462	29.6499	0	6.09537	1.9555	0	
Healthy	5.06393	68.70373	6.64186		5.06393	2.43548	68.70373	6.64186	0	0.09491	2.13205	0	0	
Healthy	32.54246	0	9.80225		32.54246	33.42604	0	9.80225	1.53035	6.17366	0	0.88045	0.16968	
Healthy	34.96916	0.52309	2.27366		34.96916	43.72281	0.52309	2.27366	1.58226	0	0.67035	0	0	
Healthy	79.38151	1.38432	0.782		79.38151	5.79711	1.38432	0.782	0	3.68362	0	0	0.03795	
Healthy	71.01821	0.28453	0.11072		71.01821	6.0616	0.28453	0.11072	0	0	0.53348	0.03306	1.79765	
Healthy	54.2528	0.83773	21.91026		54.2528	1.79527	0.83773	21.91026	1.77769	0	0.23116	0	0.1202	
Healthy	55.97138	0	8.06826		55.97138	13.54732	0	8.06826	3.86161	0	0	0	0	
Healthy	29.86954	0.51883	0		29.86954	14.3838	0.51883	0	2.43063	23.1424	0.31422	2.15254	0.60142	
Healthy	70.02975	0.3003	0.16685		70.02975	3.40338	0.3003	0.16685	5.97939	0	0.02401	0	0	
Healthy	18.98913	18.71588	7.21534		18.98913	44.67008	18.71588	7.21534	0	0	1.12205	0	0	
Healthy	53.92158	0	0		53.92158	9.94093	0	0	0	0	0	0	0	
Healthy	59.52808	2.50195	0.0108		59.52808	14.20904	2.50195	0.0108	0.01467	0.72725	1.08281	0.11142	0.03016	
Healthy	80.20902	0.02069	0.14668		80.20902	2.26971	0.02069	0.14668	2.9941	0	0	0	0	
Healthy	70.35837	4.2632	0.2801		70.35837	10.38211	4.2632	0.2801	2.88898	0.12882	0.00558	0.04975	0.10551	
Healthy	43.56349	1.05721	2.27413		43.56349	14.78983	1.05721	2.27413	6.50569	0.13909	0.22848	0.20292	0	
Healthy	28.6106	1.41441	0.02185		28.6106	31.27957	1.41441	0.02185	14.13801	0	4.32223	0.40605	0	
Healthy	37.63177	35.59967	0.90979		37.63177	17.05829	35.59967	0.90979	0.67792	0	0.59226	0	0	
