group	Bacteroidota	Actinobacteriota	Proteobacteria		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	57.26383	14.20281	0.12782		57.26383	11.90732	14.20281	0.12782	0	0	0.26587	0.22305	0.0912	
Healthy	38.17794	0	7.93934		38.17794	25.80575	0	7.93934	1.06722	7.23853	0	0.8228	0.10815	
Healthy	41.04758	1.68927	4.65975		41.04758	27.00562	1.68927	4.65975	0	0.02477	0.02708	0	0.18832	
Healthy	88.77974	0.15036	0.56297		88.77974	2.49062	0.15036	0.56297	3.54355	0	0.23534	0	0.00376	
Healthy	49.81315	0.3735	4.24821		49.81315	34.95807	0.3735	4.24821	1.11814	0	0	0.84585	0	
Healthy	26.86477	2.68318	0.23195		26.86477	12.32576	2.68318	0.23195	0.59795	0.46736	1.09313	0	0.68026	
Healthy	79.08388	0.06782	0.19925		79.08388	2.56376	0.06782	0.19925	2.93303	0	0.0036	0	0	
Healthy	30.926	0.89351	2.47967		30.926	31.06375	0.89351	2.47967	0	17.6434	0	0	0	
Healthy	53.18139	0.54335	0.01387		53.18139	21.802	0.54335	0.01387	18.1179	1.2884	0	0	0.00506	
Healthy	67.49294	0.32709	0.07756		67.49294	10.52157	0.32709	0.07756	0.44111	0.59026	0.03531	0	0.05552	
Healthy	60.68189	0.04651	0.16241		60.68189	29.25895	0.04651	0.16241	3.33441	0.0151	0.01289	0	0	
Healthy	71.29103	0.52463	5.87638		71.29103	11.672	0.52463	5.87638	0	0	0.03739	0	0	
Healthy	54.12302	0.29542	2.32551		54.12302	38.98753	0.29542	2.32551	0.72955	0.00834	0.45179	0	0.01962	
Healthy	21.47062	1.14681	8.72317		21.47062	48.05985	1.14681	8.72317	0.09042	0.99655	1.78662	0	0	
Healthy	77.17331	0.88584	0.26239		77.17331	6.65214	0.88584	0.26239	6.40926	0	0.12342	0	0.0889	
Healthy	42.70057	0.93067	0.54183		42.70057	26.45851	0.93067	0.54183	11.89569	0.32103	0.17722	0	0.00166	
Healthy	92.47288	0	4.29812		92.47288	2.34264	0	4.29812	0	0.68517	0	0	0	
Healthy	93.15998	0.11591	0.64727		93.15998	2.73113	0.11591	0.64727	0	1.70794	0	0	0	
Healthy	40.54183	0	0		40.54183	35.66886	0	0	0	0	0	0	0	
Healthy	12.17237	2.25489	37.22412		12.17237	33.14266	2.25489	37.22412	1.7144	0	5.57278	0.20334	0.25764	
Healthy	0.04432	34.18061	15.41251		0.04432	0.07562	34.18061	15.41251	1.09726	0	0.8359	0	0	
Healthy	67.05178	2.01798	0.14848		67.05178	15.22558	2.01798	0.14848	0	0.59489	0	0.00982	0.06235	
Healthy	53.96092	1.48914	0		53.96092	30.22728	1.48914	0	0	0	0	0	0	
Healthy	48.30977	0	0.18995		48.30977	16.97762	0	0.18995	0	6.08148	0.03752	0	0.17114	
Healthy	48.55306	0	0.13429		48.55306	17.66689	0	0.13429	0	5.92109	0.02019	0	0.19334	
D013167	66.59234	2.92919	0.91116		66.59234	18.39551	2.92919	0.91116	0.32164	0	0.11702	0	0.00177	
Healthy	40.12219	14.98098	27.98459		40.12219	7.94584	14.98098	27.98459	1.2527	0	0.11765	0	0	
Healthy	17.72242	3.80044	19.51041		17.72242	19.91515	3.80044	19.51041	4.37125	0.68447	0.72111	0	0.42787	
Healthy	68.39522	0.63244	6.19423		68.39522	11.64675	0.63244	6.19423	0	0	0.05664	0	0	
Healthy	66.17382	0.43899	4.15238		66.17382	17.00073	0.43899	4.15238	4.88697	0	0.18376	0	0.01172	
Healthy	65.57103	0.41223	0.09805		65.57103	7.70914	0.41223	0.09805	0.95756	10.3394	0.12229	0	0.30595	
Healthy	76.4325	0.57551	0.22897		76.4325	6.98597	0.57551	0.22897	9.31743	0	0.10255	0	0.01257	
Healthy	30.62261	4.37844	0.33708		30.62261	34.29267	4.37844	0.33708	0.06019	1.85405	0.2775	2.93408	0	
Healthy	5.29566	2.673	0		5.29566	20.8261	2.673	0	10.8018	54.5298	0.47301	0	0	
Healthy	21.83033	1.96222	0.8269		21.83033	47.16462	1.96222	0.8269	1.60578	0	2.1287	0.46264	0	
Healthy	59.55566	0	0		59.55566	16.55109	0	0	8.53501	0	0	0	0	
Healthy	53.60576	1.31996	0.28341		53.60576	5.11906	1.31996	0.28341	15.8118	0	0.22885	0	0.02725	
Healthy	68.18144	1.28916	0.77483		68.18144	3.12875	1.28916	0.77483	0.08812	0.00435	0.41987	0	0.45465	
Healthy	35.71886	0	1.22018		35.71886	38.5205	0	1.22018	11.5065	0	6.37071	0	0	
Healthy	0.91511	10.2811	0.59022		0.91511	44.15311	10.2811	0.59022	1.88122	0	38.87791	0.30805	0	
Healthy	25.40505	24.53841	1.70875		25.40505	31.74971	24.53841	1.70875	2.77094	0	0	0	0	
Healthy	15.55885	0	0		15.55885	1.08551	0	0	0	29.9237	0	0	0	
Healthy	41.91173	11.41854	1.55958		41.91173	27.56454	11.41854	1.55958	1.35799	0	0.46395	0	0	
Healthy	60.06123	1.27903	0.61577		60.06123	11.96812	1.27903	0.61577	0	1.69419	0.76067	1.57007	0	
Healthy	46.3199	2.88423	3.10765		46.3199	13.79634	2.88423	3.10765	0.08763	0	0.09488	0.07764	0.20793	
Healthy	63.70084	0.00671	1.43456		63.70084	25.92709	0.00671	1.43456	0	0	0.08957	0	0.12683	
Healthy	86.72596	0.1998	1.62125		86.72596	7.62114	0.1998	1.62125	0	0	0.08977	0	0.08128	
Healthy	3.59642	1.09136	1.15487		3.59642	56.7642	1.09136	1.15487	0	2.20706	0.77183	0	0.00163	
Healthy	21.86749	0.5189	0.34605		21.86749	58.71846	0.5189	0.34605	0.04924	3.46993	0.23206	0	0.04869	
Healthy	60.70985	0.61933	7.46022		60.70985	14.72378	0.61933	7.46022	0	0	0.05036	0	0	
Healthy	32.21043	4.95805	2.40721		32.21043	42.32946	4.95805	2.40721	4.31214	0	0.56	0	0	
Healthy	36.11929	2.71508	0		36.11929	29.85196	2.71508	0	2.27339	1.73206	0.6557	0	0	
Healthy	45.20369	0.8236	8.20346		45.20369	26.1166	0.8236	8.20346	4.45844	0.01671	0.64448	0	0	
Healthy	64.05447	0.83193	4.5543		64.05447	6.29528	0.83193	4.5543	0.0139	0	0.3921	0	0.00063	
Healthy	57.76125	3.59081	2.4139		57.76125	25.6929	3.59081	2.4139	0.32598	0.02391	0.69053	0	0	
Healthy	9.54376	30.22961	2.30781		9.54376	39.00762	30.22961	2.30781	6.15456	1.55741	1.01141	1.15334	0	
Healthy	11.81599	2.66364	2.26402		11.81599	44.33832	2.66364	2.26402	6.56087	1.14955	1.32752	1.8625	0.00145	
Healthy	69.55487	0.24501	0.14028		69.55487	3.26646	0.24501	0.14028	6.06636	0	0.05474	0	0	
Healthy	85.00355	0	1.26887		85.00355	10.40697	0	1.26887	0	0	0	0	0	
Healthy	30.44634	0.48389	0		30.44634	16.39235	0.48389	0	2.53604	22.9928	0.32943	2.28766	0.65273	
Healthy	28.63484	0	5.90135		28.63484	9.53346	0	5.90135	0.9599	19.9056	0.24498	0.5413	0.6319	
Healthy	31.46849	38.17458	0.18489		31.46849	14.29789	38.17458	0.18489	12.6715	0.02699	0.03043	0	0.00509	
Healthy	11.42124	0.78563	4.15535		11.42124	39.61852	0.78563	4.15535	8.08883	0	0.08913	0	0.14406	
Healthy	76.7839	0	0.55624		76.7839	4.34741	0	0.55624	4.44452	0	0	0	0	
Healthy	29.49403	0	6.78411		29.49403	29.5489	0	6.78411	1.13945	13.8291	0	1.16719	0.19971	
Healthy	53.66858	10.49517	0.92763		53.66858	16.86373	10.49517	0.92763	4.27952	0	0.28891	0	0	
Healthy	68.25271	0	0.37131		68.25271	18.13192	0	0.37131	3.20108	0.36578	0	0	0	
Healthy	43.59665	5.89424	2.79843		43.59665	41.24524	5.89424	2.79843	0.00152	0	0.4103	0	0.32269	
Healthy	48.74281	0	0.14984		48.74281	17.59063	0	0.14984	0	6.11884	0.0358	0	0.16423	
Healthy	50.41423	0	0.06542		50.41423	16.2579	0	0.06542	0	5.37568	0	0	0.18615	
Healthy	73.67072	0.06534	1.90778		73.67072	21.45807	0.06534	1.90778	0.03816	0	0.08144	0	0.00796	
Healthy	76.06964	0	0.03544		76.06964	21.54655	0	0.03544	0.00862	0.02368	0.06245	0	0	
Healthy	82.05623	1.53936	0.67729		82.05623	6.43319	1.53936	0.67729	0	0	0.06582	0	0.07916	
Healthy	40.30623	3.6723	2.05501		40.30623	14.73388	3.6723	2.05501	11.5282	0	0.00652	0	0.32276	
Healthy	23.20399	4.0758	0.31314		23.20399	39.58223	4.0758	0.31314	16.4749	0	2.00441	0.15512	0.12015	
Healthy	32.24953	0.24798	20.38942		32.24953	16.97582	0.24798	20.38942	0	0.13143	0.0303	0.04564	0	
Healthy	11.98448	26.00893	0		11.98448	44.93967	26.00893	0	3.63077	1.68081	0.97518	0	0	
Healthy	13.92884	2.46811	19.3714		13.92884	28.49517	2.46811	19.3714	5.67405	0.51861	0.31931	0	0.05501	
Healthy	57.68063	6.4016	0.04087		57.68063	14.72744	6.4016	0.04087	0	0	0.06482	0.06438	0.06939	
Healthy	64.2214	0.22952	2.28007		64.2214	12.52427	0.22952	2.28007	0.13711	0	0.23663	0	0.06375	
Healthy	34.44275	14.65649	3.69512		34.44275	25.3536	14.65649	3.69512	0	0	0.18555	0	0	
Healthy	92.40019	0.01082	4.70406		92.40019	2.12084	0.01082	4.70406	0	0.58989	0	0	0	
D013167	53.86417	1.15805	0.70276		53.86417	26.58878	1.15805	0.70276	4.85579	0	0.10303	0	0	
Healthy	63.11124	0	3.5784		63.11124	19.85939	0	3.5784	0	0	0	0	0.2696	
Healthy	20.11913	0.82024	6.33099		20.11913	31.68854	0.82024	6.33099	1.42084	1.91099	2.59016	0.82055	0.08643	
Healthy	81.5616	0.63566	3.12301		81.5616	7.05116	0.63566	3.12301	0.61487	0	0.08385	0	0	
Healthy	77.87698	0.25303	0.50004		77.87698	5.92749	0.25303	0.50004	9.43246	0	0	0	0	
Healthy	28.94934	3.47369	14.5864		28.94934	29.23037	3.47369	14.5864	3.05043	5.70858	3.06924	0	0	
Healthy	43.3213	0.52687	0.62844		43.3213	20.42027	0.52687	0.62844	0	0	6.31723	0	0	
Healthy	9.57718	16.93205	0.16008		9.57718	50.4609	16.93205	0.16008	4.4123	0.00145	0.47979	0	0.00309	
Healthy	37.81526	0.02497	1.87023		37.81526	57.59283	0.02497	1.87023	0.18991	0	0.33522	0	0	
Healthy	84.12078	1.58854	0.60841		84.12078	6.51546	1.58854	0.60841	0	0	0.03607	0	0.05691	
Healthy	66.9454	0	0		66.9454	18.14622	0	0	1.10222	0	0.91611	0.85601	0	
Healthy	60.0519	3.15843	2.52579		60.0519	10.59123	3.15843	2.52579	1.43279	0	2.94131	0	0.03297	
Healthy	32.20416	0.25595	20.13454		32.20416	16.98868	0.25595	20.13454	0	0.13732	0.03193	0.04435	0	
Healthy	43.37119	0	0		43.37119	36.54927	0	0	0	0	0	0	0	
Healthy	11.08141	3.0019	0.46283		11.08141	61.97638	3.0019	0.46283	0.00253	0	0.28699	0	0	
Healthy	36.98157	16.49921	0.7039		36.98157	30.62695	16.49921	0.7039	0.67362	0	0.94272	0	0	
Healthy	16.02933	1.12323	0.30428		16.02933	69.93777	1.12323	0.30428	0	0	0.63454	0	0	
Healthy	64.19594	0.08199	3.04895		64.19594	27.26681	0.08199	3.04895	0	0	0.07994	0	0.54026	
Healthy	69.40263	0.32244	0.14232		69.40263	9.64276	0.32244	0.14232	0	0	0.49896	0.03289	1.56935	
Healthy	18.13338	9.15865	17.7439		18.13338	19.48893	9.15865	17.7439	1.37002	1.29122	0.59085	0	0.04737	
Healthy	87.99193	4.33621	2.67427		87.99193	0.27943	4.33621	2.67427	0	0	4.06667	0	0.00973	
Healthy	62.95898	0.03161	0.01065		62.95898	17.23656	0.03161	0.01065	0.25213	0	0.00823	0.07914	0	
Healthy	66.79395	0.18923	1.08666		66.79395	2.45351	0.18923	1.08666	10.91371	0	0	0	0	
Healthy	23.57768	16.10658	37.28613		23.57768	0.00066	16.10658	37.28613	0.003	0	0.44926	0	0	
Healthy	0	68.94075	0.30015		0	0	68.94075	0.30015	0	0	14.93861	0	0	
Healthy	36.98982	1.20015	1.3907		36.98982	37.3372	1.20015	1.3907	2.18524	0.12913	0.28608	0	0.13527	
Healthy	60.69733	0.84436	3.13626		60.69733	13.68216	0.84436	3.13626	0.37164	5.87594	0.41161	0	0	
Healthy	61.4018	0.14347	5.21558		61.4018	25.1726	0.14347	5.21558	0	0	0.09675	0	0.18062	
Healthy	17.74048	15.80702	0.57193		17.74048	51.78461	15.80702	0.57193	0.12712	0	0.7686	0	0.15367	
Healthy	26.64235	2.59685	0.08662		26.64235	15.54998	2.59685	0.08662	0.66561	0.44155	1.08124	0	0.69775	
Healthy	11.5762	1.87101	0.12781		11.5762	49.49166	1.87101	0.12781	6.03381	0	0.32052	0	0.0606	
Healthy	24.29701	0.68286	1.07874		24.29701	46.50508	0.68286	1.07874	2.51782	0.82653	2.65621	0	0	
Healthy	1.2148	1.27721	0.05094		1.2148	47.57139	1.27721	0.05094	3.60587	0	27.28763	12.4338	0	
Healthy	64.99661	0.71007	1.43267		64.99661	13.96099	0.71007	1.43267	0.31164	0	0.00421	0.15096	0.1177	
Healthy	62.02269	0.13274	5.02322		62.02269	24.91735	0.13274	5.02322	0.00272	0	0.06602	0	0.20437	
Healthy	68.97914	0.283	5.97359		68.97914	12.82434	0.283	5.97359	4.49182	0	0.45093	0	0.01487	
D013167	84.76977	0.31072	1.35607		84.76977	7.66681	0.31072	1.35607	1.89609	0	0.78033	0	0	
Healthy	10.73036	17.70913	0.65986		10.73036	29.87758	17.70913	0.65986	0.48463	0	0.93894	0	0	
D013167	52.98998	4.381	3.08714		52.98998	19.28482	4.381	3.08714	0	0	0.24731	0	0.28926	
Healthy	81.76907	0	7.10518		81.76907	1.52031	0	7.10518	0	0	0.0567	0	0.00089	
Healthy	71.60697	0.01803	7.96819		71.60697	2.95606	0.01803	7.96819	0.28018	0	0.31729	0	0.03054	
Healthy	61.47845	0.20584	0.87803		61.47845	26.96202	0.20584	0.87803	0	0	0	0	0	
Healthy	67.70442	0.19038	1.42355		67.70442	2.34345	0.19038	1.42355	10.85293	0	0	0	0	
Healthy	38.60852	3.01575	0		38.60852	7.34504	3.01575	0	0	21.0731	0	0	0.73579	
Healthy	36.78098	0	0.03296		36.78098	50.67998	0	0.03296	0	0	0.00325	0	0	
Healthy	25.93669	1.30691	2.92349		25.93669	59.51967	1.30691	2.92349	3.56702	0	0.96443	0	0	
Healthy	44.82496	0	2.02486		44.82496	22.15121	0	2.02486	0	0	0.68327	3.26275	0	
Healthy	45.19143	1.45738	0.21697		45.19143	33.11999	1.45738	0.21697	1.08433	0.00146	0	0	0.0846	
Healthy	49.18358	9.82054	0.20906		49.18358	13.99402	9.82054	0.20906	2.07473	0	0.38922	0	0.16335	
Healthy	30.76513	0	0		30.76513	62.53897	0	0	0	0	0	0	0	
Healthy	45.54224	0.13627	0.1053		45.54224	4.24193	0.13627	0.1053	0	0	0.00856	0	0.06034	
Healthy	34.65504	0	0.17709		34.65504	35.04069	0	0.17709	0.29281	0.00805	1.52093	0.6932	0	
Healthy	36.64704	1.98455	0.51115		36.64704	19.91522	1.98455	0.51115	0.09996	1.20624	2.57075	3.07251	0.30145	
Healthy	48.25373	1.72263	0.64495		48.25373	26.05735	1.72263	0.64495	0.06592	4.45715	0.24026	1.12264	0.17533	
Healthy	68.47041	0.03197	0.08839		68.47041	17.5455	0.03197	0.08839	4.28708	0	0.29417	0	0	
Healthy	84.97031	0.29078	0.11158		84.97031	3.89134	0.29078	0.11158	7.79067	1.26675	0.23597	0	0	
Healthy	52.03548	1.85218	0.01783		52.03548	7.09657	1.85218	0.01783	0	13.5079	0	0	0.8089	
Healthy	32.66256	0.11701	2.42337		32.66256	37.89669	0.11701	2.42337	1.89201	0	2.84626	5.4115	0	
Healthy	78.14882	0.17685	0.14113		78.14882	9.01441	0.17685	0.14113	0	0	0.0265	0	0.00321	
Healthy	12	6.73628	11.03913		12	59.92787	6.73628	11.03913	0.40703	0.05536	0.49251	0	0	
Healthy	50.01924	1.42022	0.23329		50.01924	7.19705	1.42022	0.23329	0	12.9059	0	0.01636	0.86542	
Healthy	26.94788	0	0.04424		26.94788	62.60668	0	0.04424	0.72017	0	0.33301	0	0	
Healthy	46.84273	0.12503	0.34724		46.84273	35.22333	0.12503	0.34724	0	0	0.12645	0	0	
Healthy	61.8185	1.21835	2.3355		61.8185	27.08676	1.21835	2.3355	0	0	0.21739	0	0	
Healthy	68.71667	0.31571	0.10943		68.71667	13.57024	0.31571	0.10943	0	0	0.53015	0.01876	1.60839	
Healthy	48.36152	0	0.10111		48.36152	17.54903	0	0.10111	0	5.99336	0.01337	0	0.20281	
Healthy	42.89866	0	0		42.89866	39.93309	0	0	2.33415	0	1.77838	0	0	
Healthy	30.10631	6.18878	1.94522		30.10631	39.78293	6.18878	1.94522	0.02796	3.23514	1.28979	0	0.01477	
Healthy	69.58933	0.41078	0.13706		69.58933	7.38696	0.41078	0.13706	6.31994	0	0.2653	0	0	
Healthy	27.73116	0	0.15943		27.73116	40.75656	0	0.15943	0.04633	0	10.99707	0.7668	0	
Healthy	40.53437	0	0		40.53437	35.80002	0	0	1.87737	0	1.19172	0	0	
Healthy	41.69255	0	4.40304		41.69255	34.26261	0	4.40304	5.21125	0	0.74462	0	0	
Healthy	59.89726	0	0		59.89726	22.17505	0	0	0	0	0	0	0	
Healthy	26.98123	0	0.21817		26.98123	49.08518	0	0.21817	0	0	8.76855	0.04184	0	
Healthy	22.54095	0.43347	0		22.54095	17.85726	0.43347	0	16.99	1.28397	0	3.56052	0	
Healthy	63.38037	1.51793	0.37813		63.38037	12.46443	1.51793	0.37813	0	11.5457	0.14545	0	0.09161	
Healthy	71.39423	0	2.45665		71.39423	3.13588	0	2.45665	0	0	0	0	0.09743	
Healthy	88.19908	0	0.9048		88.19908	7.32006	0	0.9048	0	0	0	0	0	
Healthy	60.52563	3.77457	0.30488		60.52563	10.08775	3.77457	0.30488	7.73928	0.89903	0.11649	0.8839	0.36138	
Healthy	66.55453	0.13209	0.54681		66.55453	8.78732	0.13209	0.54681	7.84447	0	0.40128	0	0.01671	
Healthy	24.98499	2.00869	2.5282		24.98499	47.17364	2.00869	2.5282	0.17349	0	8.57677	0.75976	0.09105	
Healthy	68.69797	1.24148	0.86447		68.69797	3.0397	1.24148	0.86447	0.07463	0.0068	0.39399	0	0.43019	
Healthy	27.42232	15.07392	1.54313		27.42232	36.68628	15.07392	1.54313	3.70833	0.00126	0.1889	0	0.00644	
Healthy	63.93102	1.2037	0.16124		63.93102	15.71669	1.2037	0.16124	0.02382	0	0.04466	0	0.0732	
Healthy	44.14054	2.36154	0.81452		44.14054	17.17192	2.36154	0.81452	0.00837	2.57769	0.80493	0.00876	0.19552	
Healthy	11.86754	1.85663	0.96332		11.86754	67.71201	1.85663	0.96332	0.17171	0	2.48177	0	0	
Healthy	92.03484	0	0		92.03484	7.96512	0	0	0	0	0	0	0	
Healthy	63.60196	1.13892	0.16858		63.60196	17.75679	1.13892	0.16858	0	0	0.07138	0	0.04723	
Healthy	25.60675	31.66885	3.28136		25.60675	30.35587	31.66885	3.28136	0	1.0465	0	0.44406	0.06927	
Healthy	47.35166	2.42208	9.25607		47.35166	16.42622	2.42208	9.25607	0	0.0516	0.29701	0	0.17716	
Healthy	36.74196	0	2.36936		36.74196	18.64909	0	2.36936	0	0	0.6794	3.50797	0	
Healthy	58.75125	0.53631	0.4469		58.75125	8.45769	0.53631	0.4469	0.47985	8.74254	0	0	0.55499	
Healthy	56.15819	0	0		56.15819	34.47754	0	0	0	0	0	0	0	
Healthy	55.14685	5.07806	1.05403		55.14685	14.11326	5.07806	1.05403	0	7.77259	1.22395	6.98195	0.1109	
Healthy	53.00492	0.32825	0.43897		53.00492	17.07461	0.32825	0.43897	0	5.38753	0	0	0.30659	
Healthy	79.18696	0	3.10816		79.18696	12.28465	0	3.10816	0	0	0.06105	0	0.03013	
Healthy	11.46145	2.89777	0.4389		11.46145	62.4768	2.89777	0.4389	0	0	0.32439	0	0	
Healthy	66.50884	0.41463	0.11422		66.50884	7.84232	0.41463	0.11422	0.90445	10.3229	0.09319	0	0.26175	
Healthy	34.71601	0.23495	0.0411		34.71601	43.89162	0.23495	0.0411	0.01151	0	5.25214	0.03734	0	
Healthy	23.02628	0.79952	2.01682		23.02628	7.03634	0.79952	2.01682	0.27273	0	0.38723	0	0	
Healthy	37.89317	17.28538	0.0624		37.89317	15.11096	17.28538	0.0624	4.82451	12.2121	0.80463	0	0	
Healthy	45.25392	1.78095	0.59096		45.25392	7.36895	1.78095	0.59096	3.16565	0.15797	0.66121	0	0.66167	
Healthy	21.32526	13.00415	22.24103		21.32526	24.54757	13.00415	22.24103	2.06691	1.70303	5.91023	0.76143	0.04029	
Healthy	29.22898	2.02957	13.87803		29.22898	38.00111	2.02957	13.87803	2.59872	3.49865	5.33624	0	0.00375	
Healthy	0	0	0		0	68.6472	0	0	0	0	4.71198	0	0	
Healthy	6.46612	70.89025	0		6.46612	12.6224	70.89025	0	0.07785	0	1.51246	3.44522	0	
Healthy	78.21852	0.15986	0.1857		78.21852	8.80348	0.15986	0.1857	0	0	0.02614	0	0.00322	
Healthy	68.20114	0.32719	0.11486		68.20114	10.52054	0.32719	0.11486	0.37264	0.59824	0.01987	0	0.0692	
Healthy	44.30451	0	1.9833		44.30451	22.33616	0	1.9833	0	0	0.68798	3.34416	0	
Healthy	66.06584	0.06891	0.40994		66.06584	22.99211	0.06891	0.40994	0.04284	0	1.0108	0	0.21011	
Healthy	60.67097	0.09689	0		60.67097	7.7627	0.09689	0	0.12854	0.76661	0	0	0	
Healthy	26.88594	1.66092	0.5827		26.88594	52.69643	1.66092	0.5827	1.84713	2.67299	0.15284	0.05084	0.54937	
Healthy	66.47312	0.18963	0.98729		66.47312	2.44483	0.18963	0.98729	11.0681	0	0	0	0	
Healthy	48.34203	0.04492	0.09949		48.34203	20.68355	0.04492	0.09949	0.73878	0	0.143	0	0.03431	
Healthy	67.56971	0.3322	0.09895		67.56971	10.62342	0.3322	0.09895	0.40156	0.54825	0.02287	0	0.08882	
Healthy	9.7861	13.38693	0		9.7861	56.7049	13.38693	0	12.96176	0.80393	0.16055	0	0	
Healthy	42.97915	1.91192	0.28722		42.97915	27.09903	1.91192	0.28722	0.05457	0	0.14676	0	0.00916	
Healthy	26.47167	7.76497	0		26.47167	46.92349	7.76497	0	6.02966	0	0	0	0	
Healthy	44.25975	6.31318	0.31683		44.25975	11.08519	6.31318	0.31683	18.2913	7.13824	0.15315	0	0.10972	
Healthy	64.20644	0.7907	1.61418		64.20644	14.05748	0.7907	1.61418	0.3621	0	0.03803	0.16536	0.20299	
Healthy	0.09222	76.24578	2.41096		0.09222	0.02422	76.24578	2.41096	0.02441	0	4.27124	0	0	
Healthy	75.13273	0	0.40728		75.13273	4.30381	0	0.40728	4.76088	0	0	0	0	
Healthy	7.24913	3.1632	0.52528		7.24913	49.98826	3.1632	0.52528	0	6.77689	3.35086	0	0.0038	
Healthy	17.30832	4.40485	0.32187		17.30832	64.36152	4.40485	0.32187	0.66944	0	7.29733	0	0	
Healthy	29.85456	0.47701	0.01216		29.85456	14.39083	0.47701	0.01216	2.44023	22.7384	0.37319	2.01992	0.72918	
Healthy	68.78251	0.21147	6.35168		68.78251	8.91765	0.21147	6.35168	4.20297	0	0.37922	0	0	
Healthy	56.31759	0	0.01459		56.31759	31.40012	0	0.01459	1.71106	1.97711	0	0	0	
Healthy	15.37478	0.44991	0.28967		15.37478	44.01413	0.44991	0.28967	0.00205	1.7831	0.74933	0	0.0289	
Healthy	64.67113	0.13003	4.95959		64.67113	23.8563	0.13003	4.95959	0	0	0.12438	0	0.15338	
Healthy	22.96376	21.13834	1.78426		22.96376	2.77447	21.13834	1.78426	0	19.7803	0.10907	16.7399	0	
Healthy	8.75356	37.89977	3.16244		8.75356	20.87774	37.89977	3.16244	0.00458	2.54403	3.44048	0	0.00146	
Healthy	66.70804	0.18369	0.97562		66.70804	2.34732	0.18369	0.97562	11.02214	0	0	0	0	
Healthy	17.67061	3.27624	0.4085		17.67061	58.37116	3.27624	0.4085	0	0	0	0	0	
Healthy	70.30129	1.40563	2.94365		70.30129	8.404	1.40563	2.94365	0.00286	0	0.26139	0.02407	1.36753	
Healthy	65.19806	0.12112	1.20679		65.19806	23.84016	0.12112	1.20679	0	0	0.0353	0	0.36899	
Healthy	39.41789	27.04	27.3174		39.41789	1.28693	27.04	27.3174	0.00372	0	0.55546	0	0.05003	
Healthy	36.35274	0.07495	6.67136		36.35274	47.00292	0.07495	6.67136	0	0.03504	0.20121	0	0.15244	
Healthy	52.68082	17.03267	0.9982		52.68082	17.82508	17.03267	0.9982	0.52069	0	0.18367	0	0	
Healthy	30.10248	0.65097	0.1098		30.10248	52.23527	0.65097	0.1098	4.1312	0	0	0.25109	0	
Healthy	79.61307	1.48242	0.68125		79.61307	5.98195	1.48242	0.68125	0	0	0.05321	0	0.07246	
Healthy	56.50607	0	0.11738		56.50607	17.50309	0	0.11738	6.08421	0	0.0566	2.18844	0	
Healthy	3.1388	0.92255	0		3.1388	13.68016	0.92255	0	1.50834	4.31389	0	0	0	
Healthy	59.84548	0.15889	0.52376		59.84548	20.54001	0.15889	0.52376	0	0	0	0	0.05484	
Healthy	49.59783	1.94909	0.26118		49.59783	7.71948	1.94909	0.26118	0	13.4977	0.01128	0	0.87272	
Healthy	68.30458	0.32206	0.17427		68.30458	3.65365	0.32206	0.17427	6.07351	0	0.0298	0	0	
Healthy	70.22609	1.45788	3.21879		70.22609	10.69413	1.45788	3.21879	0	0	0.26161	0.0028	1.48598	
Healthy	29.37768	0.37729	0.13109		29.37768	52.34525	0.37729	0.13109	3.09517	0	3.58045	0	0	
Healthy	60.05839	0.04723	0.14739		60.05839	29.57946	0.04723	0.14739	3.67147	0.01016	0	0	0	
Healthy	61.95445	0.63615	0.01237		61.95445	28.00045	0.63615	0.01237	0.2243	0.89591	0.09662	0	0.01224	
Healthy	45.37929	3.49963	2.51026		45.37929	25.91076	3.49963	2.51026	6.9131	0.12521	0.74386	0	0	
Healthy	77.55155	0.1335	0.20368		77.55155	8.82996	0.1335	0.20368	0	0	0.04465	0	0	
Healthy	10.66731	16.27854	3.00227		10.66731	41.64475	16.27854	3.00227	5.90419	1.05241	3.73281	2.34279	0	
Healthy	64.51371	1.22213	0.17472		64.51371	18.13096	1.22213	0.17472	0.00469	0	0.10464	0	0.07084	
Healthy	22.60809	0.77849	0.30244		22.60809	40.08139	0.77849	0.30244	8.50449	0.00091	0.36914	0	0	
Healthy	9.68975	12.4411	0		9.68975	73.62773	12.4411	0	0.97825	0	0	0	0	
Healthy	72.22269	0.39346	0.52432		72.22269	20.68218	0.39346	0.52432	1.07784	0.17811	0.08908	0	0.02381	
Healthy	35.91493	0.85055	0.64493		35.91493	25.49446	0.85055	0.64493	2.62863	0.00072	1.17731	0	0.00243	
D013167	47.56228	0.45174	2.21196		47.56228	27.38988	0.45174	2.21196	0.16862	0	0.34506	0	0.0339	
Healthy	21.90523	1.66408	1.01689		21.90523	54.31505	1.66408	1.01689	1.17062	0	0.6611	0.07771	0	
Healthy	44.75801	6.10723	0.26997		44.75801	11.40934	6.10723	0.26997	17.93222	7.25761	0.22019	0	0.07797	
Healthy	25.41325	3.13892	0.6005		25.41325	26.83942	3.13892	0.6005	3.39479	1.94716	0.12167	0	0.07292	
