p	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota	Methanobacteriota	Bacteroidota	Proteobacteria	Firmicutes_C
Healthy	0.995212978021115	-5	-0.564028293600659	1.30133411244408	-0.262688062010375	1.4858262973554	0.806654046147595	0.00220927298801476
Healthy	0.767879087701276	-0.991357252434715	-5	-5	-5	1.64796730935212	-0.999088937868777	-5
Healthy	1.40436788267485	-0.783464642581642	-5	0.0558597642979701	1.19431477032722	1.59439929128072	-5	-0.219819551797359
Healthy	1.2300635056576	-5	-0.845697780315335	-5	-0.48537256758866	1.61538794443253	1.21619916612133	-5
Healthy	0.883333177521008	-0.65380355627079	-0.989530430203608	-5	-5	1.93830958188606	0.244037017036314	-5
Healthy	1.83420763729357	-5	-0.938698343793955	-2.0301183562535	0.506717392419689	1.09571109663366	-5	0.710003908849681
Healthy	0.835315711892788	-0.0908452901915744	-0.849304948857286	-5	-5	1.88332170105324	-0.471276076739006	0.815167165939307
Healthy	1.39121518967295	1.40463413468082	1.2620379575553	-5	0.0200254863257827	0.990601217280949	0.243191885767495	0.379401614039029
Healthy	1.28459404298254	0.832149832685325	0.335205073740825	-5	-5	1.62516320091162	1.19097649680895	0.336809830185024
Healthy	0.865290568604777	-0.411392195257313	-0.617982957425132	-5	-5	1.83470604885608	-0.890826578574528	0.802783300182877
Healthy	0.73434690347996	-0.09233609087964	-1.01295971302073	-5	-5	1.87756621627172	0.776060890414528	-5
Healthy	1.07126582915093	-5	-0.654998961821958	-0.264648654831209	-0.21511893041391	1.52954173713065	1.12155820285983	1.0643010907268
Healthy	1.38189538704128	-0.674217602484195	-1.85047298624565	0.282975385635692	-1.70289634985074	1.72075193832482	0.155405883408257	-0.647335200348899
Healthy	1.14788152240164	0.714474779825987	-0.498803757972911	-5	-5	1.75082293228829	0.361376481869873	-1.708409174342
Healthy	1.60449356953884	1.00132301522928	-0.201985035648513	-5	-5	1.30595723893257	-0.652923803930265	0.610621841297843
Healthy	1.52805960109978	0.265280194825055	0.376981866455769	-0.0582550850508751	-5	1.54381968098756	-2.03105031901866	0.352346553933043
Healthy	1.33111923301633	0.48119029174785	-5	0.263893965288644	-0.265648292705235	1.73847446323237	0.0660723575773765	-5
Healthy	1.24428503948943	-0.29654525468797	-0.703290943824397	-5	-5	1.82034604693572	0.585749411171379	0.679156150418852
Healthy	0.998936849760302	-5	-5	0.886332206961341	-5	1.81557104127818	-0.641284886197868	-5
Healthy	0.934940600473388	-0.493008181276385	-1.19348086591929	-5	-5	1.88378086390612	0.138826693810669	-5
Healthy	1.20670501205503	-0.435191955313397	-5	0.728773262075445	-5	1.72431978848234	-0.361580635137367	-5
Healthy	0.924075016220443	-5	-2.53461714855158	-5	-5	1.88066745045934	-0.21175383062718	0.430155711970019
Healthy	1.34583072467652	0.958706235858076	0.390341518926754	0.676698181121668	-2.14508697769214	1.64240941377882	0.329157781394064	-0.823069915549494
Healthy	0.857495929293535	-0.146593849083456	-0.447623844747437	0.855072517386656	-5	1.73645522766992	0.124950679542338	0.968602946685977
Healthy	1.71085495437172	0.433424180357174	-1.57121748850305	-1.49620931694282	-1.22929523178422	1.56350540995057	0.272560963861557	-0.0872732432574975
Healthy	1.92861657958856	0.566215868865457	0.485269866168583	-5	0.317892088957648	0.341693638960031	-5	-0.581019618754964
Healthy	0.420922339593397	-0.827718238544999	-0.614500972847943	-5	-5	1.94935604251243	-0.266626163055293	0.527299866339773
Healthy	1.3854107076947	0.323330493050036	-0.312506711255048	-5	-5	1.74462456359356	-1.11025022473596	0.150049945162385
Healthy	1.07077166602148	-0.291324207273463	-1.7680209731685	-5	-5	1.84810070904581	0.761782798918629	-5
Healthy	1.23613552968257	-0.133411418224968	-1.77806440017199	-5	-5	1.76411057214773	0.855023401569893	-5
Healthy	1.57366723433078	0.0886498475552681	-1.67964596718233	-5	-5	1.6043401214296	-1.1253442674019	0.730517420590717
Healthy	1.44068479603106	-1.1114274031424	-1.26656197290894	-5	-5	1.81002063010515	0.473590604448907	-5
Healthy	1.01115709631296	-0.570506113271258	-0.237839297913818	-5	-5	1.84441000712758	0.801618402870708	0.66482994114309
Healthy	1.03464409575721	0.457235270138838	-5	1.23550344900574	-5	1.62280463482383	-0.978852064279005	-5
Healthy	0.720720628024159	0.840820962009722	-0.869827111107464	0.547602429785681	-5	0.286391343147528	1.89967569522853	-5
Healthy	1.45599459811076	-0.121294415041161	-0.526542227184554	-5	-5	1.8012357228892	0.310674198718182	-2.09636748391576
Healthy	1.48797178851542	-1.88706002391592	-5	-5	-5	1.70747606876486	0.954119441900728	0.896930011763117
Healthy	1.74857987849733	0.809848474946142	1.08418899343258	-5	-5	1.27434700337415	-5	0.147960609057186
Healthy	1.63908099170895	0.717063564385476	0.0754119076576232	-5	-5	0.870742663294291	-1.15645578805436	0.300127898364073
Healthy	1.33484102540248	-0.973099191109745	-5	-1.16966800654804	-5	1.83312510965263	-5	-5
D008545	1.63312320576979	0.64902217099669	0.24167097378413	-2.24641694110709	-5	1.38001648935864	0.483217739874497	-2.01863449092146
Healthy	1.3597381818911	-5	-2.70774392864352	0.483737027872602	-0.242004572723122	1.64097954636543	0.94718709417019	0.183338186289204
Healthy	1.61706736835744	-0.408067671442274	-0.153743320221921	0.262472447950243	-0.819845440546652	1.24469661240851	0.276783384700269	0.884927840363339
Healthy	0.642475402199867	0.114677691010878	-0.465237994969973	-2.3585258894959	-5	1.82668575568211	0.00609363020820083	-1.19517932127884
D008545	1.38897885422677	-0.204648406092521	0.201913054580348	-2.62342304294349	-5	1.34110259282125	0.541687803997616	-5
Healthy	0.903364048891955	0.388291297070502	-0.0678104461845136	-0.286727919126105	-5	1.49530395216766	-0.951519352526498	-0.195438069037582
Healthy	1.56021985014056	0.730400283762543	-0.0862603017850711	1.40411516877084	-5	1.30897098745708	-5	0.677345019721607
Healthy	1.19586009384911	0.244675350767503	-1.63413778459744	-0.268604655755548	-1.57823159879308	1.8275738990396	-1.74836177955179	-1.88306035344924
Healthy	1.26322169366765	0.537542065326809	0.102519458368337	0.71558638787792	-0.299469343021408	1.62909671283614	0.246786537772904	0.264165892216258
Healthy	-3.02227639471115	-1.64282774227697	-0.640297291725886	-5	-5	-1.28692967414436	1.9366017988212	-5
Healthy	1.40732273783472	-0.749604396942884	-0.793470948317269	-5	-5	1.78802829919445	0.724212769403576	-5
Healthy	-0.560398916165654	1.95903576077372	0.559402646841045	-2.07468790850035	-5	-1.71399287792053	0.65769916511523	-1.37212230542003
Healthy	0.4591194599369	-0.926831737734898	-5	0.221849618204452	-5	1.96814495463693	-0.162676764352586	-5
Healthy	0.525187387787583	-0.935317433771488	-5	-5	-5	1.63732748922239	-0.945885099489414	-5
Healthy	0.723788859050945	0.00264978214118588	-0.601625913848644	-5	-5	1.75295206948262	-0.534498180058329	1.17950037362933
Healthy	1.379915458851	0.168291188851266	-0.97802554488994	0.0238900543559375	-5	1.71731485160876	-0.222551427179631	-5
Healthy	1.45827727272622	-1.51356952114557	-2.35457773065091	-1.96899571863646	-5	1.78570949869202	-0.930516906065389	0.537612598757124
Healthy	1.01247361443207	0.638220610167626	-2.2572748686953	-0.830707725120064	-1.26833066817136	1.84856983556758	-0.41002807048314	0.459641231058366
Healthy	0.488405457367657	-0.708253859175793	-1.26560025747943	-0.0782823188484275	-5	1.92204983052155	0.185063118628386	-5
Healthy	1.6775069439896	-0.500560370798258	-1.14721513131945	-3.14266750356873	-5	1.57222816092954	0.449094075274832	-5
Healthy	1.66913940664896	-5	1.051093840473	-5	-5	1.31736058768831	-1.31202537996544	-5
Healthy	1.50651274410758	-0.21655381358882	0.582984408651994	-5	-5	1.69391056216295	-0.265152184721705	-0.596827984507749
Healthy	1.82704989750399	0.157045550202625	0.0569048513364726	-5	0.577774343999618	0.862428959956688	-1.33320131633383	0.945026679940939
Healthy	1.87591343904048	1.32709541653146	-5	-5	-5	0.558182780051332	-5	-5
Healthy	0.887815275486838	-0.408490191005346	-1.13153190097901	1.02199551080134	-5	1.81917871144198	-0.939906816175532	-0.0641250998316844
Healthy	0.994225179864961	-0.199152378124986	-0.522227791650743	-5	-1.01282549891246	1.88965420652834	-5	-1.16723569505947
D008545	1.21665087957873	0.89855625644229	1.75182870840999	-5	-5	0.803702190698994	-0.338414455933347	-0.698275688469664
Healthy	1.3453164744199	1.56030125884964	0.271353622102484	-5	-5	1.35740003085252	0.592966876255435	0.174135431793646
D008545	1.6533891874337	0.433134323468486	0.661956480381366	-5	-5	1.61152044829914	-0.0117398905836605	-5
Healthy	1.71787046537739	0.399303288568354	0.376482058819104	0.81419430479598	-5	1.01821768096015	-0.377734155008477	-5
Healthy	1.5841822493836	-0.359508625054454	-0.0564411855707237	-2.15490195998574	0.260731872147808	1.64695609540824	0.459898869322942	0.109159910732136
Healthy	1.60943496080477	-0.475292388205987	-5	-5	-5	1.70267966728539	-0.529648320654182	-5
Healthy	1.42360430573151	-5	0.416265954074958	-5	-5	1.76331049352414	-0.0902675076251021	0.504940923792709
D008545	1.5694688353115	-0.44878185028304	-0.712377397513808	0.516508932026517	-5	1.35544021721171	-0.408112127833131	0.345910629647223
Healthy	1.61380631605831	0.605494671806049	1.146950244924	-5	0.485932845201798	1.27892180034509	-0.169789980446389	-5
Healthy	1.54674409485113	-1.40837896178668	0.215629633457334	-5	-5	-5	0.624558470873253	0.816328150203432
Healthy	1.49694057445299	-0.442204166394372	-0.536584848478778	-5	-5	1.34369035064213	0.414679264466649	0.0852691663062547
Healthy	0.822281216656299	0.283931854794183	-0.26085504067402	-0.878112014896319	-5	1.65574909221612	-0.444603223193737	0.482997854050922
Healthy	0.962872011646389	0.590845177209597	1.32789385998954	-5	-5	1.25929923269997	0.433228828459711	0.899838005126567
Healthy	1.26968452668662	-0.254987701328606	-0.747316838067802	-5	-5	1.80432102081899	-1.09946901754724	-1.24695343837347
Healthy	1.1086857570507	1.55968822648657	-1.61834351741421	-1.48043449911949	-5	1.49356427633227	-0.98175733254209	1.11346904426635
Healthy	1.54941111098063	0.994543261341179	0.70645576145229	-5	-5	1.33045943275192	-0.496658819638013	0.66441066625717
Healthy	0.806771975129058	0.133308926879325	-0.867996607013368	1.64334813711979	-5	1.12349589629023	1.02127904398954	0.415260555485293
Healthy	0.89347657602406	-0.379343520180379	-1.16304326294045	1.01745114670004	-5	1.81791352489197	-1.01963297381522	-0.0941232027331172
Healthy	1.42169044813617	0.514375063032711	-0.0665886443976464	-0.996582554797806	-5	1.66387781019517	0.410654095544502	0.776590780723774
Healthy	0.516286756742558	-0.554146810346125	-1.64820369310298	-5	-5	1.84899289555575	-0.748994826506365	0.7701993436501
Healthy	1.04352810361786	0.781865190611418	-0.758055266755733	0.850736882398385	-5	1.6475331865481	-0.55695617135166	1.24868546482757
Healthy	1.62673639063625	-0.586767313605483	0.716771865592201	-5	-1.60800692774029	1.56000304445673	-1.64936439174105	-2.33161408331
Healthy	1.74560717886567	0.883480867366019	-5	-5	-5	1.25952794138506	-5	0.706197853673996
Healthy	1.61067634238685	-5	0.292838433016156	-5	-5	1.62839833114676	-5	0.339403735860026
Healthy	1.21357804935372	0.0661767857720065	-1.33236029394359	-5	-5	1.80403694856363	-0.759026648159996	-1.72422809983507
Healthy	0.33969584950589	-5	-1.88840147511961	-0.259479413946335	-5	1.96760834270013	0.631860613368897	-5
Healthy	1.51071574552102	-0.127278637804058	-0.293982431100993	-0.410754324947494	-5	1.69670438392489	0.408553697586891	0.0857185951654024
Healthy	1.64177295694328	-1.94195376960472	-0.984305011473482	-5	-5	1.71218039327238	0.411840163863845	0.0614600188564993
Healthy	0.539787206963553	-5	-5	-5	-5	1.85173953724011	0.387935910763123	-5
Healthy	1.66372004899893	1.0392010841612	-5	-5	-5	1.42350882927382	-5	0.74992946410767
Healthy	1.84136516505698	-0.152797636019076	0.190037398989312	-1.02807505081581	-0.731024418902193	1.15158158231486	-0.138346129786089	0.118615195569278
Healthy	0.942225394038726	-0.124030563715852	-5	0.940097926231087	-5	1.76379227371666	-0.267831488311101	-0.336176622715236
Healthy	1.77264422665499	0.289588952542597	-0.460296761052174	-5	-0.951092298516229	1.34524587426771	0.236373488494027	0.0313438202620874
Healthy	0.853369020778802	1.43181487435091	-0.34356637993405	-5	-5	-0.446736102130203	-5	-5
Healthy	1.16590402368497	-5	-0.268346780304104	-5	-5	1.90515172992153	-5	-5
Healthy	1.67775710506271	0.5896569959533	-0.720538390742327	1.27927923620624	-5	1.30818415943938	-3.24412514432751	-5
Healthy	-0.601487100636577	0.856467268467033	-1.69550947222651	-3.39794000867204	-5	1.46048845128655	1.74098454857805	-1.45568385825257
Healthy	1.29462822967002	1.05550905880417	0.0735093989447644	1.07807637190583	-5	1.58838141538367	-0.241648360659185	-1.79344395590097
Healthy	1.72806664688125	0.00441596227933744	0.374258801735391	0.449879338623202	-0.683463552596444	1.47030565369035	-0.00818049869410116	-0.332603088723377
Healthy	1.18056740329026	-2.36251027048749	-0.13499083395651	-5	-5	1.52154105801303	1.54484981487026	-5
Healthy	1.48141123776671	-0.876344325561878	0.275695943772669	-0.308193814529736	0.388704955700738	1.62193708491111	0.867749658122785	-5
Healthy	1.03803448288161	0.143654834652498	-0.652162790782278	-5	-2.08301995267962	1.8422493624299	0.476666455108599	-5
Healthy	1.7636263758975	-5	-0.465035207605334	-5	-0.672252928747544	1.45822828621146	-0.906333217772097	-0.409760221691033
Healthy	0.383240712265224	-0.733980091146502	-5	-5	-5	1.81760403789488	0.0628902051108873	1.04397967690349
Healthy	1.89740598462153	-0.321035719347869	-1.25266589038409	-5	-5	0.889549319851817	-1.28449805470672	-0.663660364179217
Healthy	1.31392160918484	0.591057925521535	0.192826614678094	-3.48148606012211	-5	1.40084905039548	1.52283713787594	-1.81901441921327
Healthy	0.745483117577596	0.138027821232947	-2.75696195131371	0.584892955610718	-5	1.8803962977303	-0.128129464579834	-5
Healthy	1.75178633158743	0.420501988374776	-0.30019694972716	-0.100491382651709	-5	1.44655083564052	0.0640234774529008	-0.867580201902385
Healthy	0.892972326282529	-0.46512391542646	-1.2185318571582	1.01623542582996	-5	1.82018917291727	-0.926831737734898	-0.0562186872401727
Healthy	1.66820619715723	0.316936466943489	0.919402906871174	-5	-0.0978066703730758	1.40671301227427	0.363041946961852	-0.649345021321921
Healthy	1.77721404573176	0.254809010414806	-5	-5	-5	1.25929732031192	-5	-5
Healthy	0.938137297650076	-0.806179973983887	-1.13170831198214	-5	-5	1.89530517121279	-0.785076715105102	-5
Healthy	1.36596264140317	-0.91388942619868	-1.16583371605738	-5	-5	1.81245075376518	0.0307534989344725	-5
Healthy	1.09462169057043	0.884305869902676	0.0255802854362789	-0.458782819002195	-1.12389767862221	1.59146586560344	1.17886476403183	-0.644625115568388
Healthy	0.405878868331657	-0.880117542015017	-0.63537397104496	-5	-5	1.94824376338362	-0.295652121429059	0.555024278341712
Healthy	1.0933519823094	-5	-1.07618627890881	-5	-5	1.902603793708	0.474740598479892	-5
Healthy	1.13265153073686	-0.123580074692156	-1.5054280157698	-5	-0.75340295089363	1.80714744013724	0.184029550144605	-0.41491168253253
Healthy	1.07610425239176	-1.14813039927023	-0.274586622650022	0.163373101574077	0.488614163981458	1.58393825894487	0.734362115377894	0.309242535683534
Healthy	0.732929862907847	0.0718930485509044	-5	0.553035447175104	-5	1.90763543760992	-0.151023091657112	-5
Healthy	1.29993941694529	0.271695268770411	0.256277457032671	-0.15568439445564	-5	1.40001116347393	-0.049839682214073	1.35289398495645
Healthy	1.40153649503355	-1.42181939037222	0.953170410062659	-1.90763030037088	0.279443352577086	1.7468348775601	-1.07899019850297	0.167656956106924
Healthy	1.49570595381986	1.478540956596	-5	0.101217626747548	-0.367390883139056	1.43602485997618	0.514394992263783	-5
Healthy	1.16768706622592	-5	-0.363742852536496	-5	-5	1.89328788413065	-5	-0.404404585179866
Healthy	1.39345533900023	0.187943529062527	-0.295772243975001	-5	-5	1.81086762923236	0.308030554266106	-5
Healthy	1.09161948151491	-5	-0.997488368715092	-5	-5	1.90097133349062	0.448853120627996	-5
Healthy	1.52914432399509	-1.24519314464558	-0.119701008574247	-0.167740239407366	-0.742177483965524	1.67173058524069	-0.451107165863582	0.827994413772519
Healthy	1.42053414725031	-0.105086086199588	-0.682103733507044	-5	-5	1.52251334995078	0.180561672034769	-0.55211358549957
Healthy	0.795370377864658	-0.578725208789653	-0.247436853219887	-5	-1.54106013810967	1.84248723314806	-1.20474581741912	-5
Healthy	0.958802703399502	-0.828829565098379	-1.26865302445405	-5	-5	1.89035561818262	-0.940058111938045	-5
Healthy	1.42670494278751	-2.30189945437661	-1.79290445958078	-0.180581106626522	-5	1.79020259096065	-0.407689975744221	-1.70818731253288
Healthy	1.07685007757803	1.13855214843339	-0.521404648588605	-5	-0.709275519980777	1.75068639596413	-0.85390298646413	-2.66958622665081
Healthy	1.52648272598072	-0.542057578636002	-0.499091465490491	-5	-5	1.73645698054468	-0.470377181866557	0.276567492614683
Healthy	0.685083081773877	-1.18197215814074	-1.69336055897574	-5	-5	1.63656221152152	-0.926025180133341	-5
Healthy	0.529733125569346	-5	-5	-5	-5	1.86071421216417	0.421390017067081	-5
Healthy	1.01612538353125	0.533834313810089	-5	-5	-5	1.35594032910961	-5	-0.504608316733061
Healthy	1.76962948341265	0.349681515137003	1.11050890380876	-5	0.0203820023100244	1.28344913507257	-0.0220021900412603	0.266222286089953
Healthy	1.39733331000103	-0.791236267338363	-1.0268721464003	-5	-5	1.78701036043699	0.71531126204077	-2.09745322068601
Healthy	1.39453643002807	-0.707478115425859	-0.994219100045348	-5	-5	1.78904336346585	0.725062622575211	-5
Healthy	0.547050688176596	-1.3799681048737	-5	-0.100759673533282	-5	1.78698851626489	0.901621219386529	0.975085613689644
Healthy	1.14563607374448	-0.131661262040936	-0.255128343264855	0.775691984328376	-5	1.78024643641179	0.493807855234094	-0.369500934993356
Healthy	0.772601120532011	-0.257259162126453	-5	-1.24756739073853	-5	1.78464916825017	0.434639151871673	-0.62182020961905
Healthy	1.19668730668016	-5	0.993012752319757	-5	-5	1.59105948454855	0.485428959845251	-0.245751074050475
Healthy	1.84684893146272	0.0849228603025243	-0.23051928278377	-5	-5	1.20512583727329	-0.723814025929329	-5
Healthy	0.56260449277382	-5	-5	-5	-5	1.86313571622313	-5	1.00602125104217
Healthy	1.40552427687326	-0.858926673732525	-1.02890978686288	-5	-5	1.79995502038762	0.71119625733534	-2.08777794346758
Healthy	0.878078658061945	-0.666371387481309	-0.929112855981459	-5	-5	1.93699953868876	0.270487844301513	-5
Healthy	1.46293334758363	-0.317575115052949	-1.15720360482442	-0.158778223973396	-5	1.79562541141711	-2.44009337496389	-0.666472121478908
Healthy	0.856096619470512	0.215034472076564	-2.10679324694015	1.09168137522985	-5	1.70525998257671	-0.826318510271541	-5
Healthy	0.981531397830807	-5	-5	0.709290318052555	-0.264249443050053	1.8137514040382	1.05315530296188	-0.525375865581386
Healthy	0.818556438818155	0.26578446784052	-0.216053564833748	-0.837256416764585	-5	1.65819280795176	-0.296313206970355	0.486852524143322
Healthy	1.58449281066138	-5	-0.27574051917945	-5	-5	1.58462144870961	-0.774716569905557	0.990982713978623
Healthy	1.39267321586803	-5	-1.71354353025302	0.224064071833704	-0.603992552294838	1.75917269340802	0.809585300223161	0.226146043037372
Healthy	1.86976856311412	-5	-5	-5	-5	1.41344243740169	-5	-5
Healthy	1.00932084295081	0.576207700571901	-0.831767770486579	-0.0564856989189822	-0.0241731402651672	1.78339441350103	-0.500051869424349	0.881186582455558
Healthy	1.53079794617608	0.664848733228159	-0.482553366080614	-5	-5	1.59828842602444	-0.0644222048359064	1.00037246490087
Healthy	0.339564720744175	-0.810818602819263	-5	-5	-5	1.83322720348008	-0.110082316563794	1.02170476943826
Healthy	1.55568318976661	-0.603364833016307	-1.21296481797378	-3.48148606012211	-5	1.71027217662072	-0.633091651478627	-2.69897000433602
Healthy	1.38127486445892	-5	-1.34524606674707	-5	-5	1.78679307551743	-1.47521455067878	-5
Healthy	1.64651380543217	0.310731537070289	0.179683897698728	0.263122184828126	-5	1.4180109463338	0.330275751303548	0.585353552711389
Healthy	1.14116338956612	-0.0753744504618983	-0.36897246014147	0.765426384839824	-5	1.78004577521362	0.493729835674895	-0.460422116654691
Healthy	1.44949814640934	0.177804785065029	-0.734403976912408	-5	-5	1.77946769879883	0.381573511428956	-5
Healthy	1.7652327007658	-5	0.885516701288187	-5	-0.191222045296204	1.06194266859472	-5	-0.865440422577375
Healthy	1.58329424022553	-0.620331965966346	-1.1786175002527	-5	-5	1.63071744373332	-0.41054190953502	-1.44297427761362
Healthy	0.99279026086462	0.513799377977447	-0.558037929911472	-5	-5	1.87396969779597	-0.966616458826881	-5
Healthy	0.853379368841177	0.182146345647324	-0.855456925727212	1.63821371704129	-5	1.13305580649568	1.02447088994175	0.44715027601437
Healthy	1.02171922850814	-0.202926445796209	-2.65955588515988	-1.45967052520913	-5	1.85360793726677	0.465747089582431	-1.47638358094563
Healthy	1.73679515299428	-0.688754879121792	0.629334151724093	-5	-5	1.44728752485348	-0.654371453543694	0.410804217827063
Healthy	1.60981683481143	0.626784701485522	-0.0889703004937882	-5	-5	1.64525598723438	-0.17532757261464	-1.23150989482875
Healthy	1.58392127862756	0.296033029332005	0.868222280049216	-0.197267312345918	-0.163429052339501	1.51982996187314	-0.105351696206483	0.424515760887521
Healthy	1.00281550518044	0.118380478422235	-0.284255639895637	-1.39902710431325	-5	1.93359989623458	-0.18894807088368	-0.445692591194441
Healthy	1.74514188333472	0.286537302975502	-0.63712186421107	-5	-5	1.53024017922384	-0.319356328457753	-1.30891850787703
Healthy	1.211817363788	-0.974571238592759	0.304886726880107	-1.32275815405335	-5	1.84831094876434	-0.0792351019025129	0.559891071511696
Healthy	1.23204928215509	-0.795907161597461	-1.51541547071716	-0.0495231782974773	-5	1.79890403654049	0.349205624890484	1.10412880717098
