c	Bacteroidia	Gammaproteobacteria	Desulfovibrionia	Clostridia	Actinomycetia	Verrucomicrobiae	Methanobacteria	Coriobacteriia
Healthy	1.60690102497749	-0.530929447968747	-5	1.49291480841852	-0.328716051374985	-1.40693556834128	-5	-0.423336216585005
Healthy	1.46910240512236	-5	-0.145918756170271	1.15552641715771	-0.838093207932721	1.37077225663766	0.344075771906494	-0.416076117680687
Healthy	1.77778571016738	-0.609471130520392	-0.435890473134051	0.987221466228106	0.560964153548602	-0.0457237134145102	-0.0362829873104546	-5
Healthy	1.84082121263404	-0.448318277477442	-1.05026854768429	1.01817728308121	0.628904667733536	-0.931628581967357	-1.19962664510865	-2.35261702988538
Healthy	1.71486642728052	-1.30759376516637	-5	1.57454273904544	-5	-5	-5	-5
Healthy	1.94348239704134	-1.6548223834573	-5	0.856941455402685	-2.10292299679058	-5	-5	-5
Healthy	1.68234249553608	-0.341635584312928	-2.91721462968355	1.24379901006385	0.768325030057909	0.066516004090991	-5	-0.0285803382281341
Healthy	1.7168624798801	0.272873860327744	-5	1.3811116496796	0.0975488244354698	-5	-5	-1.69464863055338
Healthy	0.554435854201991	-5	-5	1.60461792963217	0.728345664291494	-5	-5	-5
Healthy	1.74789136461658	-1.95233580539844	-1.23121395309199	1.36879806566854	0.749569366032057	-1.13948232253825	-0.276363751548955	0.234745000628051
Healthy	1.8861083213193	-0.410351941664339	-1.10325338439259	0.821560034071882	-0.181859917724294	-5	-5	-0.844998163768747
Healthy	0.99071082098826	1.44376241272035	-0.879919865870547	-0.476006549684386	1.7298044975577	-5	-5	-0.920782564253433
Healthy	1.67301168634137	-5	-1.05276239212933	1.40206921838821	-0.00137890022102005	0.667019376016459	0.459439232218998	-5
Healthy	1.83685330323355	-0.623806413115715	-5	0.879798099772627	-0.388234220281519	-5	-5	-5
Healthy	1.94992288585992	-0.334353353872193	-2.59859945921846	0.409082289950506	-5	-5	-5	-0.81121208736253
Healthy	1.83723208222427	-1.10435649517592	0.221711490872051	0.995822909617887	-0.91750186149422	-5	-5	-1.07422394616325
Healthy	1.4572182964768	0.338033946689928	-5	1.53567646003986	-0.134055504776084	0.281437913942558	-5	0.649959559556279
Healthy	1.8048123058785	-0.805430160771357	-1.18615224577115	1.19259616376855	-0.0495231782974773	-5	-5	-0.599479279121621
Healthy	1.72528954175842	0.108751013469221	-1.43168091490489	1.55513678720214	-5	-1.60572347323218	-5	-1.78727984558216
Healthy	1.89877436594448	-0.583858968831671	-5	0.383125690220745	-1.06393888339001	-5	-5	-5
Healthy	1.4858262973554	0.806654046147595	-0.183427303973897	0.995212978021115	-5	1.30133411244408	-0.262688062010375	-5
Healthy	1.75018158681695	-1.83120797968582	-5	1.45958893141775	-5	-2.41566877563247	-5	-5
Healthy	1.64796730935212	-0.999088937868777	-1.24123945609002	0.767879087701276	-5	-5	-5	-0.991357252434715
Healthy	1.59439929128072	-5	-1.57528166266843	1.40436788267485	-1.02122621566988	0.0558597642979701	1.19431477032722	-1.15851539066461
Healthy	1.61538794443253	1.21619916612133	-5	1.2300635056576	-5	-5	-0.48537256758866	-5
Healthy	1.93830958188606	0.244037017036314	-1.0073581301216	0.883333177521008	-0.65380355627079	-5	-5	-5
Healthy	1.09571109663366	-5	-5	1.83420763729357	-5	-2.0301183562535	0.506717392419689	-5
Healthy	1.50889100939141	0.0608488730388074	-2.72124639904717	1.46938809366708	0.637304564516816	-0.331409099963166	-0.947459954065977	-0.600793699328692
Healthy	1.80736608036384	-0.720835156937729	-1.2143143317191	1.24534360552569	-0.00236464487350495	-5	-5	-0.599945788725126
Healthy	1.88332170105324	-0.471276076739006	-0.998699066979582	0.835315711892788	-0.207181230830761	-5	-5	-0.719763190390311
Healthy	0.990601217280949	0.243191885767495	-5	1.39121518967295	1.35339280128144	-5	0.0200254863257827	0.451102996833693
Healthy	1.62516320091162	1.19097649680895	-1.43937612545007	1.28459404298254	0.704108458618344	-5	-5	0.239269440429388
Healthy	1.62459640714877	0.553274831325661	-1.31776464309744	1.37873739014285	0.267267966786495	-0.326693345517798	-0.840192267030569	-0.529913071591167
Healthy	-5	-5	-5	1.82494293178959	0.62824277814123	1.24120543551533	-5	0.554577584745201
Healthy	1.51593567331112	-0.393833685392379	-5	1.64921156389972	-5	-5	-0.816616257947305	-5
Healthy	1.83470604885608	-0.890826578574528	-5	0.865290568604777	-0.411392195257313	-5	-5	-5
Healthy	1.87756621627172	0.776060890414528	-0.69216179584344	0.73434690347996	-0.30756731148585	-5	-5	-0.500381640299993
Healthy	1.75200486245167	-0.145815456166393	-1.44213203843198	1.06111607219943	-5	-5	-5	-1.52900183033913
Healthy	1.52954173713065	1.12155820285983	-5	1.07126582915093	-5	-0.264648654831209	-0.21511893041391	-5
Healthy	1.72075193832482	0.155405883408257	-1.03428102975578	1.38189538704128	-5	0.282975385635692	-1.70289634985074	-0.674217602484195
Healthy	1.75082293228829	0.361376481869873	-5	1.14788152240164	0.714166239729455	-5	-5	-2.43297363384094
Healthy	1.30595723893257	-0.652923803930265	-1.17947015147648	1.60449356953884	0.992401068294658	-5	-5	-0.690433704106227
Healthy	1.83533284451337	0.182947919306218	-5	0.575437261612947	1.23110599699788	-5	-5	0.603946156265205
Healthy	1.96448266164724	0.615718646710098	-5	0.327520359742395	-5	-0.27043027369803	-5	-5
Healthy	1.54381968098756	-2.03105031901866	-0.548014111051091	1.52805960109978	-0.135524518308971	-0.0582550850508751	-5	0.045334716316743
Healthy	1.36182601323736	0.319861511693828	-5	1.57386145434324	0.700916486615219	0.484443631089704	0.487042169301616	-5
Healthy	1.73847446323237	0.0660723575773765	-5	1.33111923301633	0.412347969086344	0.263893965288644	-0.265648292705235	-0.35269528819389
Healthy	1.82034604693572	0.585749411171379	-1.70929775671215	1.24428503948943	-0.29654525468797	-5	-5	-5
Healthy	1.80659974738529	0.502611451159221	-0.611987656635809	1.44638833824434	-5	-5	-5	-5
Healthy	1.81557104127818	-0.641284886197868	-5	0.998936849760302	-5	0.886332206961341	-5	-5
Healthy	1.80709733368615	0.478795846393972	-0.47134035476501	1.44403026711865	-5	-5	-5	-1.17360121781238
Healthy	1.15068829785399	-0.53746724196491	-1.38700434396765	1.67815185104153	-5	0.0729700598663302	-5	-0.454062315358118
Healthy	1.27180072983809	-1.11827306462358	-5	1.70181157061474	0.113863167462118	-2.24641694110709	-5	0.192305348063851
Healthy	1.88378086390612	0.138826693810669	-1.35872424276809	0.934940600473388	-2.17392519729917	-5	-5	-0.502144659868822
Healthy	1.72431978848234	-0.361580635137367	-0.488584592791225	1.20670501205503	-0.868060704789575	0.728773262075445	-5	-0.63520519282589
Healthy	1.11381404693274	-0.686280380504907	-5	1.78130189246219	0.0536315283660297	-1.56815395430127	0.231161091024965	-0.821425896620075
Healthy	1.39572851907407	0.40212376240064	-1.02204787879854	1.67307558237664	0.0808680952038701	-5	-0.0889756308628182	0.033656925103955
Healthy	1.45847346578167	-5	-5	1.57813311682622	-5	-5	0.965423732012489	-0.158196449630666
Healthy	1.38524099095837	1.06381618207975	-2.67162039656126	1.50781797043042	-1.2209087961545	1.17337597576964	-5	-0.469441740548347
Healthy	1.87640133744105	-1.36471736200179	-5	1.18720362653364	-5	-0.542814743446332	-5	-0.00411921333117029
Healthy	1.7969396528931	0.947177775467039	-1.66675430103804	1.3685695028234	-2.69680394257951	-5	-5	-1.2023170650851
Healthy	1.53049988536732	-0.276536118316854	-5	1.70929540717264	-0.800903343694384	-5	-0.0475805228014692	-5
Healthy	1.78416143648639	0.4958993980762	-5	1.14258623078116	-0.0571390860764773	0.75925828187544	-5	-5
Healthy	1.88066745045934	-0.21175383062718	-2.14146280243036	0.924075016220443	-5	-5	-5	-5
Healthy	1.35191143376754	-0.182414800094703	-5	1.72227284744004	0.745788135552397	-5	-5	-0.440428497217558
Healthy	1.64240941377882	0.329157781394064	-1.04793440981495	1.34583072467652	0.907689155879493	0.676698181121668	-2.14508697769214	0.00338297259828993
Healthy	1.8297739717221	-1.09178314691061	-0.711192052516521	0.85938270686777	-1.05522131887649	1.01338122771052	-5	-0.710946442407359
Healthy	1.73645522766992	0.124950679542338	-0.747244028911427	0.857495929293535	-1.65600093094284	0.855072517386656	-5	-0.160239219038679
Healthy	1.56350540995057	0.272560963861557	-0.829591588274682	1.71085495437172	0.362126071357915	-1.49620931694282	-1.22929523178422	-0.386433001228715
Healthy	0.341693638960031	-5	-5	1.92861657958856	-5	-5	0.317892088957648	0.566215868865457
Healthy	1.60285044751201	-0.618830748720854	-5	1.55411636690364	-5	-5	-0.145499632122898	0.00429987352362671
Healthy	1.75732715880553	-0.379728574560956	-5	1.31562046112403	-2.49620931694282	-5	-5	-0.325368462482923
Healthy	1.94935604251243	-0.266626163055293	-5	0.420922339593397	-5	-5	-5	-0.827718238544999
Healthy	-1.31238187042823	1.19992650333637	-5	-1.02475205875932	-0.596604912997491	-5	-5	-5
Healthy	1.93413308623912	0.120201989583453	-5	0.135739920719901	-5	-5	-5	-5
Healthy	1.74462456359356	-1.11025022473596	-5	1.3854107076947	0.272340642245293	-5	-5	-0.632196967250993
Healthy	1.42577754633749	0.42128302264261	-5	1.7089678855633	0.202188512266052	-5	-0.303014907547875	0.257001411616545
Healthy	1.84810070904581	0.761782798918629	-5	1.07077166602148	-5	-5	-5	-0.291324207273463
Healthy	1.75021292783412	-5	-5	1.55690563046541	-5	-5	-5	-5
D001943	1.90925694769158	0.198225326622392	-1.61154354729973	-0.0565500040333084	-0.888032162793927	-5	-5	-1.42608455957845
Healthy	1.76411057214773	0.855023401569893	-5	1.23613552968257	-5	-5	-5	-0.133411418224968
Healthy	1.71328451936576	0.00645748463818299	-5	1.34199113310088	-0.959002307576509	-5	-5	-1.03282657704446
Healthy	1.6043401214296	-1.1253442674019	-5	1.57366723433078	0.0755615592810349	-5	-5	-1.4386600585411
Healthy	1.32171770527317	0.0135113334658999	-0.830384337777253	1.59492652574415	0.708842241792617	-5	-5	-0.734757531366199
Healthy	1.81002063010515	0.473590604448907	-0.258422985219577	1.44068479603106	-5	-5	-5	-1.1114274031424
Healthy	1.84441000712758	0.801618402870708	-5	1.01115709631296	-0.632401836320167	-5	-5	-1.44708854978349
Healthy	-1.35565990117368	0.1084736905237	-5	-2.13548891894161	1.96795325337443	-5	-5	-5
Healthy	1.76561603398308	-1.06238182060618	-1.55783391421528	1.40019594496149	-5	-0.0191152915709132	-5	-0.518672051847425
Healthy	-1.83150251647697	0.630757284988651	-5	1.14704745585626	1.86398539723709	-2.92445303860747	-5	0.588545086209557
D001943	1.30245388199877	0.774044459151429	-3.44369749923271	1.01987367093009	0.981657358432802	-2.2335871528876	-5	-5
Healthy	1.81192210165437	-1.7026772857947	-1.40582852088509	0.990490254180477	-5	-0.0802840157574941	-5	-0.665224668322045
Healthy	1.62280463482383	-0.978852064279005	0.209152951593855	1.03464409575721	0.434388442735579	1.23550344900574	-5	-0.833066905128846
Healthy	0.286391343147528	1.89967569522853	-5	0.720720628024159	0.736743798962006	0.547602429785681	-5	0.169395196975156
Healthy	1.83387561785576	-0.424789054916385	-5	1.26498796702505	-5	-0.401943052719206	-5	-5
Healthy	1.83893115834566	-0.704037267605977	-5	0.883307610717666	-0.411515400955207	-5	-5	-5
Healthy	1.8012357228892	0.310674198718182	-5	1.45599459811076	-0.12731939284807	-5	-5	-1.98171569157347
Healthy	1.68789987040816	-5	-5	0.498667493641771	1.25571550073716	-5	-5	0.443940115208608
Healthy	1.70747606876486	0.954119441900728	-5	1.48797178851542	-1.88706002391592	-5	-5	-5
Healthy	1.46017953610094	1.39430403063012	-5	0.236441524775372	0.738812257654625	-5	-5	-5
Healthy	1.27434700337415	-5	-5	1.74857987849733	0.410247323940247	-5	-5	0.58910475277915
Healthy	1.76885127493393	0.168644776887817	-2.6903698325741	1.21137046910556	0.162576353937276	-0.192519092995695	-5	-0.496536181846786
Healthy	1.5853018727624	0.517446633919386	-5	1.32213594355677	0.523527964330405	0.563579561775237	-5	-5
Healthy	0.870742663294291	-1.15645578805436	-5	1.63908099170895	0.698566791937309	-5	-5	-0.662820374590166
Healthy	1.83312510965263	-5	-5	1.33484102540248	-5	-1.16966800654804	-5	-0.973099191109745
Healthy	1.64097954636543	0.94718709417019	-1.3763372926438	1.3597381818911	-5	0.483737027872602	-0.242004572723122	-5
Healthy	1.47192010289356	-0.302822985028996	-1.58169870868025	1.2975764712737	-0.224207572321208	0.100515285822753	-5	0.0687163419965539
Healthy	1.24469661240851	0.276783384700269	-1.49039429538844	1.61706736835744	-0.504997133561376	0.262472447950243	-0.819845440546652	-1.10690433390377
Healthy	1.82668575568211	0.00609363020820083	-0.394608750110711	0.642475402199867	-0.485691374343224	-2.3585258894959	-5	-0.0108217012429983
D001943	1.70530081661114	1.1784240924392	-0.848048211292734	1.08667120072683	-1.00147911716496	-5	-5	-0.920782564253433
D001943	1.85108728864456	0.634774423402162	-1.44855000202712	1.25732331588537	-0.612503393064436	-1.26145725907121	-5	-1.82506840647156
D001943	1.55959868125693	0.943998756519533	-0.451364940185248	1.40083075885544	-1.45531197769732	-5	-5	-0.351600953067228
Healthy	1.49530395216766	-0.951519352526498	-0.093761957868654	0.903364048891955	0.080749110907479	-0.286727919126105	-5	0.0936807835974929
Healthy	1.30897098745708	-5	-5	1.56021985014056	0.723572234494289	1.40411516877084	-5	-1.07644514193245
Healthy	1.50463503419416	-0.059593098600362	-0.729530793546802	1.6031785949766	0.257683373676726	-1.04866248120408	-5	0.127846354725375
Healthy	1.47542666544873	-0.666169989554354	-5	1.57821892129154	-5	-1.01596801972882	-0.0775080964527578	-5
Healthy	1.75366194472913	-0.528165759848767	-0.928854709548917	1.07896150984256	1.08397714612738	-5	-0.750385897655418	0.270294437715416
Healthy	1.83408248361784	0.773892446690057	-5	1.01024693894068	-0.597721418104439	-5	-5	-1.33198702835817
Healthy	1.90655299646866	-0.781306980008644	-5	0.242024339968328	-1.79182747333288	-5	-5	-5
Healthy	1.8275738990396	-1.74836177955179	-1.03198428600636	1.19586009384911	0.138754129723719	-0.268604655755548	-1.57823159879308	-0.41999931041096
Healthy	1.62909671283614	0.246786537772904	-0.525710873834504	1.26322169366765	0.508095881195523	0.71558638787792	-0.299469343021408	-0.645833914968581
Healthy	-1.28692967414436	1.9366017988212	-5	-3.02227639471115	-1.64282774227697	-5	-5	-5
Healthy	1.78802829919445	0.724212769403576	-0.791881259261723	1.40732273783472	-5	-5	-5	-0.749604396942884
Healthy	1.13212066742592	1.00824322239122	-0.217190677331123	0.80116076649191	-1.70730099695607	1.64730089635306	-5	0.169771390203502
Healthy	-1.71399287792053	0.65769916511523	-5	-0.560398916165654	1.95902530881005	-2.07468790850035	-5	-2.65757731917779
Healthy	1.43001164909166	0.33390450401391	-1.46092390120722	1.63247591886795	-0.100902099292678	1.09843292937707	-2.05207638016827	-1.09189045960745
Healthy	1.48386204927454	0.350405033933652	-5	1.32756183024072	1.36008593544129	-5	-5	0.84854995508427
Healthy	1.96814495463693	-0.162676764352586	-5	0.4591194599369	-0.926831737734898	0.221849618204452	-5	-5
Healthy	1.63732748922239	-0.945885099489414	-1.497163361379	0.525187387787583	-5	-5	-5	-0.935317433771488
Healthy	1.75295206948262	-0.534498180058329	-1.94846160948467	0.723788859050945	-0.361390954192885	-5	-5	-0.243356285962926
Healthy	1.12025302697863	0.340223937176264	-5	0.796104402756125	-0.905109802993349	-5	-5	-1.08481129482684
Healthy	1.30526342666048	-0.322703368465917	-1.86870220340238	1.62725511786826	0.498718461109633	-5	-5	-1.68973163336755
D001943	1.89523497430865	-0.413930556969499	-2.47237009912866	1.08872986835582	-5	-0.109159980219259	-5	-0.793632938055031
Healthy	1.34761938348504	0.529409819863476	-0.921760746190334	1.56317542914592	1.28531309034772	-0.0590504326824223	0.156739908263137	-0.0683336773105983
Healthy	1.71731485160876	-0.222551427179631	-0.677801386448108	1.379915458851	0.122301089961987	0.0238900543559375	-5	-0.829591588274682
Healthy	1.78570949869202	-0.930516906065389	-5	1.45827727272622	-1.77211329538633	-1.96899571863646	-5	-1.86138156610051
Healthy	1.84856983556758	-0.41002807048314	-1.12592425477697	1.01247361443207	0.637994778390935	-0.830707725120064	-1.26833066817136	-2.64397414280688
Healthy	1.80666997520814	-0.786004383631915	-5	1.50486705190065	-0.362360194641302	-5	-5	-1.65266998468305
Healthy	1.92204983052155	0.185063118628386	-5	0.488405457367657	-1.20802879897923	-0.0782823188484275	-5	-0.873414072045662
Healthy	1.57222816092954	0.449094075274832	-1.24703013497092	1.6775069439896	-1.66534523311676	-3.14266750356873	-5	-0.531327808853853
Healthy	1.31736058768831	-1.31202537996544	-5	1.66913940664896	-5	-5	-5	-5
Healthy	1.13884152063227	-0.92863356324087	-0.957739593310548	1.48546844014189	0.229658809000127	-5	-5	-0.308847752829318
Healthy	1.66724696440547	0.907086593498582	-5	1.4224237060326	-0.0195693655551319	-1.58703572800334	-5	-5
Healthy	1.69391056216295	-0.265152184721705	-1.75870261289001	1.50651274410758	-0.471443219398817	-5	-5	-0.569199575375819
Healthy	1.6535546030616	-1.60258145764865	-1.95311480916229	1.43372984179979	-0.698991719603	0.259868510765762	0.955537188035329	-0.627419364969087
D001943	1.62845503996649	0.584763042150235	-2.28066871301627	1.04267747895575	-1.09404230090757	-0.291800127852314	-5	-3.05551732784983
Healthy	0.862428959956688	-1.33320131633383	-1.8153085691824	1.82704989750399	0.100821838946951	-5	0.577774343999618	-0.758602958350354
Healthy	1.909959756789	-0.378958806894501	-1.18039026724841	0.96443406742766	-0.214705764356596	-5	-5	-5
Healthy	1.12102575716609	1.0080501430417	-0.134043678067427	0.800305265383468	-1.65777477063921	1.63788691727554	-5	0.176183898663947
Healthy	1.72451450210822	0.136105144969983	-5	1.43884569521268	-5	0.273452703621175	-5	-5
Healthy	1.0819885528771	0.26488862612062	-1.62893213772826	1.80046941859574	0.949543202619029	-5	-5	-0.211131945980889
Healthy	0.558182780051332	-5	-5	1.87591343904048	1.32709541653146	-5	-5	-5
Healthy	1.81917871144198	-0.939906816175532	-0.504608316733061	0.887815275486838	-0.833658708016502	1.02199551080134	-5	-0.613073193204431
Healthy	1.88965420652834	-5	0.176233105419458	0.994225179864961	-5	-5	-1.01282549891246	-0.199152378124986
Healthy	1.47440087285719	-1.32836440339787	-5	1.60042854369668	-0.140351421263596	-5	-0.16878952312809	0.376832349290807
