c	Bacteroidia	Gammaproteobacteria	Desulfovibrionia	Clostridia	Actinomycetia	Verrucomicrobiae	Methanobacteria	Coriobacteriia
Healthy	1.12037516310008	0.99950331749903	-0.154722075245364	0.834881459911079	-1.78251605578609	1.63962801034967	-5	0.157293537030964
Healthy	1.85877539268605	-1.28075160155205	-5	1.14248551342664	-5	-5	-5	-5
Healthy	0.98415901952031	0.169953491717545	-2.27572413039921	1.49867038655006	1.06915174168895	-5	0.181363312790112	0.164778018227981
Healthy	1.76248500077786	-5	-5	0.905775918547835	-5	-5	-5	-5
Healthy	1.18184673085399	-0.991186990947911	-2.12784372725171	1.78932111543987	-0.13519829994923	-5	-0.385387487727353	-0.448415830639588
Healthy	0.835312539111101	0.767642596957773	-5	0.363305421502541	1.87064550947986	-5	-5	0.676716466627682
Healthy	1.80667004299012	0.407480983611734	-0.603260301288771	1.44407510174177	-0.814231266566387	-1.5548630312867	-5	-0.639558066897362
Healthy	0.753566207633706	-5	-5	0.506005509528048	0.256147450368233	-5	-5	-5
Healthy	1.392386858299	-0.113069562831228	-5	1.42663648928242	0.101042147971292	0.238853691809097	-5	0.374000055530311
Healthy	1.67342301960269	0.916401830084926	-5	1.42200957240051	-0.0907114758377493	-2.79860287567955	-5	-5
Healthy	1.84256505913163	-0.796070062755374	-5	0.869094954125148	-0.419576861588155	-5	-5	-5
Healthy	1.67746687928733	0.674669200767574	-1.8018930011266	1.46393119328051	-2.60730304674033	-5	-5	-2.11238269966426
Healthy	1.62008074920544	-0.350159083930841	-0.709275519980777	1.4491302069442	-1.75006824336581	0.873068207464629	0.413064946837411	0.279228779072425
Healthy	1.62148049303631	-0.662640587998645	-1.9734667354767	1.63584651264327	-0.722459544882569	-1.00793273997233	-1.31158017799729	-2.47886191629596
Healthy	1.49356483387704	0.445532593261974	-1.35076252765039	1.19020951815055	-0.301507982535077	0.815250243860085	-5	-0.249483891283201
Healthy	1.71315322488589	-1.03207779326948	-3.2839966563652	1.46509466393064	-0.0859743483036714	-5	-5	0.113150877468074
Healthy	1.92078882134519	-0.196624834438046	-1.27736607746619	0.791730638754817	0.0356218259759235	-5	-5	-0.353655098683705
Healthy	1.76828215948572	-1.96617430604669	-0.744076541267099	1.45921979121162	-5	-5	-5	-1.91470942176993
Healthy	1.40912732608835	0.254888708775947	-5	1.52809127080218	1.34327168575716	-5	-5	0.146202479780109
Healthy	1.751024304759	0.253345275820191	-1.83564714421556	1.34464707672557	-0.142643376767697	-0.0835460514500749	-0.593527949534324	-0.576737737901385
Healthy	1.3636531513135	-5	-5	1.4756432996228	1.07310257186231	-5	-5	-5
Healthy	1.40750290570782	0.137898221190076	-5	1.37358445452094	1.58276460271344	-5	-5	-0.452372955229649
Healthy	1.83153801034881	-0.85873840937791	-1.14697138528701	1.01454111895657	-5	-0.218474395596606	-5	-0.434990895787404
Healthy	-0.56125202309777	1.05839185658905	-5	1.81661503022113	0.935873389978904	-0.00261361560268669	-5	-0.0813721327862228
Healthy	1.93835333049894	0.203449022518777	-1.01269132626882	0.865013906964962	-0.639539128949822	-5	-5	-5
Healthy	1.80841638682843	0.444673910810744	-5	0.621185632512497	1.10762472634163	-5	-5	0.559244509416333
Healthy	1.65504945297726	0.407188583208907	-2.87614835903291	1.51525506309389	1.00003517642841	-5	-5	-0.500436626465597
Healthy	1.13997348798446	-0.726050107449991	-5	1.77431582986575	0.0604674143361238	-1.58037463911226	0.218461978766149	-0.810650075660802
Healthy	1.54122030352031	0.0757512871934784	-0.210553262965207	0.965797447276839	-0.768046430801019	0.270571704722232	0.90543588720795	-1.23912536194781
Healthy	1.54842565901742	-0.522473592805652	-1.16405589990615	0.9623949095103	0.830543119903423	0.815796168748423	1.40092307149672	0.00739354278700913
Healthy	1.60701278285257	0.906672754932645	-5	1.58095552339945	-0.512805042608604	-0.114305270370072	-5	-2.00700490156866
Healthy	1.65610510465173	-0.72268882082597	-5	1.53574792951024	0.490921572614853	-5	-5	-0.767664722914346
Healthy	1.5995490388448	0.256272642664966	-5	1.4133232388242	0.974591820276002	-0.0239941074918709	-5	-1.88372441241946
Healthy	1.60269045479445	0.42946965447546	-1.81276138016852	1.33751616511536	-0.0326439419747885	0.458930804559553	-5	-1.49580108146055
Healthy	0.868148742557497	0.527066370169027	-5	-5	1.89108609214126	-5	-5	-5
Healthy	1.60211883424374	0.174327341462779	-5	1.39828244512018	1.13027167603051	-1.28802414564824	-5	-5
Healthy	1.82898304859605	-0.564585683782472	-5	1.18464885083993	-1.36774522331529	-0.934719128897246	-1.29439283659539	-5
Healthy	1.27722861019459	-0.896401506022062	-1.51541547071716	1.62838034626278	1.02106478347037	0.248960959759684	-5	-1.14819148577176
Healthy	1.52357960846822	-0.814684541996343	-5	1.40971372386057	-0.984598326297051	-5	-5	-0.720036632541263
Healthy	1.15716169824922	0.40233705490006	-5	1.45042925695913	-0.313605072495461	0.740620031418806	-1.23589862352377	-1.86043573382415
Healthy	1.43020829188859	1.22703810241191	-5	1.42429183666506	0.393975096445539	0.74214280216862	-5	-0.300812902691751
Healthy	1.54534163593735	-1.12871902714203	-5	1.67799618346722	-0.48384819086776	-5	-5	0.409194025170417
Healthy	1.68276546649112	-0.738404101517821	-0.620730750526353	1.24294423094552	-5	0.766518433276982	-5	-5
Healthy	1.31879954964682	1.37284206856713	-1.34208406317004	1.39068469769986	1.10904437714116	0.218672021321886	-0.0989123766000521	-0.4678318683063
Healthy	1.43127625304714	-0.778898880038495	-5	1.75557745262548	-0.902256941055122	-0.254597268087732	-0.965732602961974	-1.23980377054487
Healthy	1.10018575831703	0.360097118092937	-5	1.74657558857697	0.436447310914848	-5	-5	-0.139763839938269
Healthy	1.50696532995265	0.0735057322332216	-1.89177334362507	1.60175142407927	-2.37468754903833	-5	-1.03602339000339	-0.274709231973527
Healthy	1.46493613135373	0.815012931185225	-0.142926951366022	0.980759885403075	-5	1.30050874675137	-0.265824467335679	-5
Healthy	1.19759313763746	-2.3045183235098	-5	1.65285933705033	1.08473888451752	-0.0292627132592519	-5	-0.0771707803333511
Healthy	-2.93181413825384	1.00639757663889	-5	1.62417417933431	1.41791970709081	-5	-5	-1.27400674107528
D001943	1.92263474998419	-0.140369420993451	-5	0.709370888785156	0.833187924748103	-5	-5	-0.47598055958971
Healthy	1.53452703352098	-0.922268820347608	-5	1.51828844302872	0.99456129217834	-1.06108018775523	-5	-0.856080061614163
Healthy	1.33689161202881	0.595957827659652	-2.06752623532285	0.943043169189419	1.67912423862387	-5	-3.07572071393812	-0.156617705783265
Healthy	1.82816042852175	-0.370671966205419	-5	1.2530225910835	-5	-0.392009141452825	-5	-5
Healthy	1.90320842466068	-0.403842919083828	-1.51498878542143	1.17747156732951	-5	-5	-5	-1.53017798402184
Healthy	1.96553503406803	-0.244193722554654	-5	0.441858456197611	-0.721932669111337	0.267716015946984	-5	-5
Healthy	1.56191539970054	-5	-5	1.59861237668142	-5	-5	0.877629887229984	-5
Healthy	1.66400962634643	-0.940058111938045	-0.606021397348228	1.49457893733627	-5	-1.06429125215734	-5	-0.863279432843593
Healthy	1.32580085766442	-5	-5	1.23249066332249	-0.460986665060487	1.68812791006636	-5	-5
Healthy	1.5976974889962	-0.366460851072662	-1.10941133229451	1.45331895172898	-0.215925022521303	-1.60101893334187	-0.194444773478747	-1.02447628703967
Healthy	1.58197524449011	0.999392866427171	-2.87289520163519	1.35156905425159	0.728553430409411	-0.143065789419393	-5	0.124758466989776
Healthy	1.23406807784543	-0.581831337932134	-5	1.6692777272002	1.38646596861784	-5	-5	-0.0468639369858433
Healthy	-1.4185054577091	1.9433311053636	-5	-5	0.819264844581342	-5	-5	-5
Healthy	1.65576003013257	0.470428132912058	-2.05060999335509	1.57896143087307	-0.573293593953686	-1.75325529027616	0.232983411537436	-0.673828054710825
Healthy	1.87097583733859	-1.81559251458768	-5	1.06636618427199	-5	-0.15318678603921	-5	-5
Healthy	1.56617117684404	-0.706504856527975	-0.819386749388397	1.59171711732413	0.447654084487987	-5	0.25545583518426	-0.133884049014663
Healthy	1.54045311221858	-0.713813083058962	-1.12644690648638	1.41584323663477	0.530503213925169	0.21827810816134	-0.743787541434838	-0.341330501793832
Healthy	1.91236380370177	-5	-5	1.1490909614772	-1.69378949183224	-5	-5	-5
Healthy	1.75494401147996	-2.69680394257951	-0.986109939671561	1.14208867249843	0.750233691942234	-5	-1.09044397075882	-0.0893435844122668
Healthy	1.73383868006618	0.63423738469509	-1.09642170633695	1.34703771974518	-0.687653360969147	-5	-5	0.163846875794205
Healthy	1.86774459363373	-0.212369525029817	-1.38584129049082	0.913817030136592	-1.62837807282398	-5	-5	-5
Healthy	1.39257878095216	-0.0375264840391993	-1.81958736716168	1.31590278328254	1.40112833208387	-5	-5	0.759851342542993
Healthy	1.84892968113871	-0.408490191005346	-1.12871902714203	1.01252889269065	0.607714450071696	-1.04363944632668	-1.36532124782132	-5
Healthy	1.80276490252706	0.186603221792895	-0.812310106474816	1.15252805770336	-0.299330889371745	-5	-0.726790316599669	-0.683903790324869
Healthy	1.62633092162402	-0.551912333307659	-1.85387196432176	1.34351651389783	0.619318771161886	-0.00797697223614937	-5	-0.186892924414693
Healthy	1.71674927159693	0.345965457886395	-1.03123695180275	1.41352674519155	-0.587875593826683	-0.200824927584771	-1.15187248943213	-1.06068046892176
Healthy	1.46110291957796	-5	-5	1.68297819440416	-5	-5	-5	-5
