group	Enterocloster	Anaerobutyricum	Bariatricus	Blautia_A	Dorea	Anaerostipes	Eubacterium_I	Lawsonibacter	Longicatena	Gordonibacter	Bacteroides	Alistipes	Dialister	Akkermansia	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
D003093	3.06321	0.33458	1.05584	1.37535	3.67873	0.05424	0.69083	0.16172	0.00168	0	30.68364	2.81489	0	0	0	0	0.50465	0.05898	0	0.0058
Healthy	2.11058	2.54872	0.77055	2.36949	2.5752	3.58525	1.21606	0	0	0	8.86841	2.8867	0	0	0	0.67796	0	0	0	0
Healthy	0	0.48854	0	0.25517	0	0.31996	0	0	0	0	24.30264	2.31265	0.8877	0	0.26931	0	0	0	0	0.00403
Healthy	0.16334	0	0.06676	0.02746	0	0.0643	0	0	0	0	56.44521	0	7.9928	0	0	0	0	0.57775	0	0.02805
Healthy	0.09813	0	0.03759	0.01947	0.01312	0	0	0	0	0	6.19106	20.8248	0.36376	0.63345	0	0	0	0.00819	0.03597	0.01246
Healthy	0.31738	0	0	0.07604	0	0	0	0	0	0	1.44323	0	0	0	0	0	0	0	0	0
Healthy	0.062	0.00235	0.09514	0.06347	0.03553	0.00027	0.00326	0.00712	0	0.00412	2.56627	6.34077	0	0	1.33609	0	0.37253	0.00908	0.12174	0.31437
Healthy	4.66027	0	0	0.36102	0.22053	1.29783	0	0	0	0	38.09159	5.84946	0	0	0	0	0	0.09952	0	0
Healthy	0.38666	0.12137	0.57192	0.19176	0.23991	0	0	0	0	0	0.80188	0.46154	0	0	1.20278	3.36913	0	0	0.1023	0
Healthy	0.12948	3.00787	0	0.05708	0.20073	0.16109	0.24362	0.07607	0.01268	0.00497	21.2126	0.61902	0.83648	0	0	0	0	0.01605	0	0
Healthy	0.46948	0.28014	0.00731	0.28678	0.30905	0.29466	0.21023	0	0	0	31.66599	1.25267	0	0	3.01616	0	0.52419	0	0	0.02892
Healthy	0.17933	0.06048	0.05728	0.08088	0.01201	0	0	0.93218	0	0.03475	21.90124	4.59839	17.9764	7.1259	0.09556	0	0	0.15255	0.12002	0.2694
Healthy	1.17678	0	0	0	0	0	0	0	0	0	64.888	1.5347	0	1.8733	0	0	0	0.09046	0	0.53159
Healthy	0.71237	1.70497	1.58966	2.43202	0.76943	0.6909	0.37354	0	0.01295	0.02033	2.17643	4.79468	0	0.00548	0	0	0.54308	0.00186	0.03073	0
Healthy	0.45254	0	0.01913	0.06101	0	0	0	0	0	0	37.92199	0.72914	0	0	2.92446	0	1.19479	0.35929	0	0
Healthy	0	0	0.18332	0.05813	0.04737	0	0	0	0	0	17.11434	14.12223	0	0	0.30395	0.07196	1.45923	0.16818	0.00606	0.08778
D003093	0.54875	1.83768	1.30112	0.72174	1.19386	0.39904	0.531	0	0.02159	0.01035	25.56706	3.48381	0	0	0.06561	0	2.0863	0.10235	0	0.21288
Healthy	1.06438	0.41107	1.34026	0.2555	0.49665	0.15132	0.01811	0.00049	0.01903	0	11.68298	5.45714	0	0	0.10301	0	0.82793	0.10997	0	0.09344
Healthy	0.4696	0.43915	0.50338	0.51347	0.33133	0.1676	0	0	0	0	4.31013	1.07383	5.33404	0.69784	2.10078	1.31778	0.79697	0	0	0
Healthy	0.75073	0	0	0	0	0	0	0	0	0	4.39216	0.45861	8.03066	0	0	0	0	0	0	0
D003093	1.38973	2.4649	1.47912	0.75348	0.58794	0.49806	0.13597	0	0	0	18.35002	1.58824	0	0.00095	0.53008	1.01276	0.51807	0	0	0.24706
Healthy	0.10104	0	0.04016	0.04789	0	0	0.03467	0.22081	0.02303	0	37.36739	2.75924	1.32785	0	1.40287	0	0	0.11941	0	0
Healthy	1.15701	0.59336	0.11436	0.18046	0.135	0.05104	0.00247	0.03128	0.00372	0	14.95715	8.40371	0	2.98314	4.09428	1.67696	1.16139	0.12652	0.09326	0
Healthy	0.00312	0	0.19616	0.06881	0.07215	0	0	0	0	0	17.66381	14.30181	0	0	0.30528	0.05882	1.437	0.23223	0	0.00461
Healthy	0.03888	0	0	0.02035	0.19325	0.02691	0.18263	0	0	0	13.44186	18.60053	15.7034	0	0	0	0.79417	0.29962	0	0
Healthy	0.6656	0.43775	0.46293	0.08095	0.3035	0.09544	0.29164	0	0.00291	0	32.55852	0.95153	7.43943	0	0	0	0.54075	0.04606	0	0
Healthy	0.0053	0	0.53295	0.03167	0	0	0.01558	0.01671	0.00942	0	31.00324	20.60953	0	4.66138	0.05951	0.16213	0	0.00872	0.11716	0.03383
Healthy	0.00039	0	0	0	0	0	0	0	0	0	7.93183	0	0	0.00431	0	0	0	0	0	0
Healthy	0.27115	0.03233	0.18211	0.09952	0.05001	0	0.00625	0	0	0	6.98922	7.24495	0	23.1101	0.02904	2.14605	0	0.91156	0.02104	0
Healthy	0.18535	0.23211	0.30055	1.27777	0.20543	0.4048	0	0	0	0	15.72393	12.78532	0	3.29025	0	2.94825	1.2107	0.47227	0.05728	0
Healthy	4.51384	0	0	0	0	0	0	0	0	0	11.9778	0.16138	0	0	0	0	0	0.06967	0	0
Healthy	0.60722	0	0	0	0	0	0	0	0	0	15.70509	0	0	0.55513	0	0	0	0.05289	0	0
Healthy	0.29599	0.42221	0.39645	0.20006	0.23363	0.41325	0.13242	0	0	0	7.02288	9.20443	6.95298	0.10918	0.57465	0.00287	0.62098	0.04932	1.46912	0
Healthy	0.01387	0.0563	0.01922	0.02954	0.01091	0	0	0.46268	0	0.00193	45.52493	8.96963	6.14885	0	0.18465	0	0.99343	0.13073	0.03341	0.25053
Healthy	0	0	0	0	0	0	0	0	0	0	33.85734	12.2705	0	0.2125	1.12207	0	0	0	0	0.07875
Healthy	0.19405	0.20395	0.164	0.27582	0.38246	0.31765	0.00546	0	0	0	6.54959	2.06671	0	0	2.40759	0	1.10444	0.00129	0	0
Healthy	0.43828	0.12907	0.70603	0.37446	0.32607	0	0.44707	0	0	0.05184	4.67728	2.11101	0.00341	0	0	0	0	0.01731	0	0.27122
Healthy	0.08279	0	0	0.27177	0.05707	0	0	0	0.2541	0	28.7327	10.96482	6.20098	0	0	0	0	1.83585	0.16418	0.16176
Healthy	2.39974	0	0	0	0	0	0	0.37986	0	0	70.96454	1.3945	0	0	0	0	0	0.65076	0.01364	0.10489
Healthy	1.07057	0.41399	0.27384	0.20339	0.09347	0.08963	0.0827	0	0.00315	0	10.64559	14.06275	2.65842	0	0.0895	0.08105	1.43405	0.04859	0.05826	0
Healthy	1.33075	0.6869	0.37895	0.16295	0.68418	0.12239	0.10492	0.00973	0.01096	0	8.70207	4.73245	0	1.21439	9.09011	0.4182	0.9458	0.13532	0.0683	0.0164
Healthy	1.18186	2.52923	1.13937	2.64968	0.50677	0	0.35078	0	0	0	1.09197	0.2703	0	0	6.30575	4.59177	0	0	0	0
Healthy	0.11417	0.01314	0.00821	0.01338	0	0.0115	0	0	0	0	76.38703	0	3.22468	0	0	0	0	0.16488	0	0.11036
Healthy	0.4165	0	0	0.06617	0	0.05241	0	0	0	0	38.78458	9.00628	0	1.22072	0	0	0	0	0	0
Healthy	0	0	0	0.05702	0.01137	0	0	0	0	0	21.61577	12.95099	3.30805	0	0	0	0.5768	0.01452	0.1928	0.23517
Healthy	0.27517	0.02214	0.07846	0.02382	0.00567	0	0	0.17252	0.00418	0.00815	49.59382	2.42514	9.17277	7.01615	2.52917	0	0	0.18875	0	0.01179
Healthy	1.30015	0.20813	1.42331	0.49236	0.29198	0.47629	0	0	0.03059	0	4.6957	0.45395	0	4.32216	0.73832	0	0	0.13394	0	3.38681
Healthy	0.42663	0.11507	0.45177	0.27265	0.32354	0.00591	0.05224	0	0	0	11.02268	1.68053	5.94358	1.23974	0.27783	4.87042	0.46993	0	0	0.03504
Healthy	0	0.51484	0.75792	0.68276	0	0	0	0	0	0	12.77835	3.10335	0	0.57529	4.00336	3.47638	0	0	0	0.37923
Healthy	0.26843	0.12793	0	0.09479	0.14501	0.00927	0.13307	0.00199	0	0	19.47501	0.11744	0.68734	30.6252	0.07956	0	0.47722	0.6926	0.07652	0.01464
Healthy	0	0.0151	0	0.09776	0.0568	0	0.02585	0.0387	0	0	23.97997	24.04204	0	0	0	0	0.862	0.23383	0.08625	0.40076
Healthy	0.60474	0	0.13898	0.03448	0.05786	0	0.0589	0	0	0	13.79145	11.66224	0	0	1.45531	0.01845	2.38838	0.08223	2.11754	0
Healthy	0	0	0	0	0	0	0	0	0.59857	0	0.00578	0	0	0	0	0	0	0	0	0
Healthy	0.33459	0.38239	0.1535	0.57597	0.16625	0.34269	0.07506	0	0	0	9.39804	0.52674	3.06014	0	2.95628	0	0	0	0	0.08042
Healthy	0.06553	0.16769	0.20836	0.39073	0.34762	0.79622	0.26647	0	0	0	15.83726	5.92589	0	0.1126	0.0046	0	0	0	0.19691	0
Healthy	1.44632	0.00303	0	0.19531	0.01199	0	0	0	0.01273	0	20.96534	8.25858	0	6.58545	1.46078	0	2.12176	0.01013	0	0.33156
Healthy	0.41449	0.59608	0.25403	0.89314	0.08336	0.23544	0.73967	0	0	0	37.49426	5.64342	0.80969	3.13991	0	0	0	0	0	0.04987
Healthy	0.23746	0.46331	0.48944	0.10205	0.19255	0.04631	0.12117	0	0	0	39.78047	2.01691	0	0.70914	0	0	0	0.02919	0	0
D003093	0.00279	0	0.60432	0.06301	0.04764	0.02077	0	0	0.00161	0	14.9623	0	0.02028	0	0	0	0	0.37899	0	0
Healthy	5.95567	0	0	0	0	0.4553	0	0	0	0	19.88841	0	0	0	0	0	0	0.07623	0	0
Healthy	0.26442	0.71646	0.57298	0.26333	0.15924	0.05476	0.12048	0.00629	0	0	13.24111	4.53405	0	0	2.48709	0.0691	0.3064	0.21027	0.01224	0.00088
D003093	0.91678	0.88801	0.85215	0.75753	0.67356	0.31023	0.28603	0.00492	0.01428	0	13.27942	7.39323	1.43344	0.46888	0.55556	0.76726	0.51626	0.03579	0.04763	0.11443
Healthy	0.03855	0	0.00597	0.01451	0.00868	0	0.05479	0	0	0	32.54886	0.94453	0	0	0.13665	0	1.3813	0	0	0
Healthy	0.14255	0.7121	0	0.14791	0.13804	0.06005	0	0	0	0	31.30829	6.92786	6.8698	0	3.82869	0	0	0	0	0.07799
Healthy	0	0	0	0	0	0	0	0	0	0	5.24541	0	0	0	0	0	0	0	0	0
Healthy	0.97034	0.02916	1.25236	0.2519	0.07658	0.14177	0.77945	0	0	0	5.6141	1.37835	0	0.18063	0.3385	0.08662	0	0.0052	0.00501	0.00387
Healthy	0.26282	0.0422	0.18906	0.12404	0.04515	0.33237	0.11157	0	0.00136	0	15.91266	6.20985	0.43081	0.01119	0	0	0.71665	0.05882	0.0831	0.01037
Healthy	0.0394	1.63817	0.14836	0.62239	0.10503	0.30322	0.27899	0	0	0	10.1538	2.83584	0	0.91213	0.61494	0.69324	0	0	0	0
Healthy	0.48919	0	0	0.00223	0.55245	0	0	0	0.00057	0	26.9944	0	0	0	0	0	0	0.08254	0	0
Healthy	3.23424	0.9422	1.10258	0.37005	0	1.17753	0.06721	0	0	0	11.40236	17.44569	0	11.2789	4.13552	2.63237	0	1.3811	0	0.03292
D003093	2.10067	1.04995	4.87053	2.69049	1.15076	1.97634	3.57973	0	0.01144	0.05972	4.55568	0.46001	3.05341	0.01735	0	0	0	0.00078	0	0
Healthy	0.07329	8.89652	0.17698	2.0689	0.22729	5.43249	2.7034	0	0	0	1.39756	0	0	0	0	0	0	0	0	0
Healthy	0.29128	0.30573	0.26628	0.31407	0.22442	0.04518	0.16985	0.00087	0	0	21.58602	2.63863	0.028	0	0	0	1.3345	0.01028	0	0.70432
Healthy	0.25109	1.1873	0.12645	1.04458	0.0704	0.21811	0.08784	0.00802	0.06525	0.00586	4.30476	2.44243	1.62894	0	0.39616	0	0.4335	0.0224	0.03496	0.20787
Healthy	1.35058	1.77192	0.36009	0.4536	0.06748	0.01465	0.05224	0.00258	0.01259	0	18.23184	7.89521	2.84323	1.93009	2.39044	0	0	0.05273	0.32814	0
Healthy	2.72136	1.89286	1.84034	3.26684	0	0.03136	0.37738	0.85043	0	0	9.71639	2.50236	0	2.14355	0	0.94896	0	0	0	0
Healthy	0.06158	0	0	0.00935	0	0	0	1.66509	0	0	8.69365	17.75248	0	0	0	0	2.71833	0.09847	0	0.00804
Healthy	0.33227	0	0	0	0	0	0	0	0	0	0.61004	0	0	0	0	0	0	0	0	0
Healthy	1.00118	0.28557	0.63306	0.11944	0.30482	0.04142	0.17954	0	0	0	14.68776	2.7177	9.09737	0.00565	4.17165	0	0.44822	0.07918	0.0523	0.06515
Healthy	0	0	0	0.02193	0.00755	0	0	0	0.01048	0	20.2407	12.88281	3.08086	0	0	0	0.54816	0.01749	0.14707	0.23086
Healthy	1.48163	0.8002	0.38906	1.05069	0.61107	0.0605	0.04126	0	0.03225	0.0561	16.09373	12.45538	0.0011	0	4.27624	0	2.3616	0.35633	0	0.05655
Healthy	0.57875	0	0.06719	0.03386	0.19372	0.08945	0.04949	0	0.0028	0	17.03257	27.07421	0	1.25337	6.94881	0.15968	1.28562	0.02356	0	0.10194
Healthy	0.11127	0.74327	0.21783	0.26249	0.47874	1.61221	0.21989	0	0	0	5.30745	1.51673	0	0	15.4318	0	0	0	0	0
Healthy	0.24068	0.06826	0.17572	0.16314	0.03924	0	0.0224	0	0	0	1.36845	0.53452	0	0	1.16523	0	0.45919	0.00959	0.23002	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	6.44336	0	0	0	0	0	0	0
Healthy	0.11355	0.08856	0	0.11414	0.0283	0.00382	0	0.93099	0.01893	0	14.16811	21.30298	3.10949	0.15608	0.00812	0	0.53425	0.19263	0.19204	0.00439
Healthy	0	0	0	0	0	0	0	0	0	0	19.84216	3.47335	0	0	0	9.59731	0	0	0	0
Healthy	1.96463	0	0	0	0	0	0	0	0	0	9.16839	8.69998	0	20.4633	0	0.52052	0	0.80783	0.01391	0.01825
Healthy	1.31885	0	0	0	0	0	0	2.52039	0	0	38.59641	0	18.3647	0	0	0	0	0	0	0
Healthy	0.01698	0	0	0	0.04429	0	0.02067	0	0	0	17.02342	5.78717	7.76007	0	0	0	1.30078	0	0	0
Healthy	0.78063	1.05073	0.38328	0.56965	0.27416	0.30909	0.18843	0.00052	0.00091	0	22.72259	7.04648	0	1.22439	0	0	0.30331	0.15301	0.04661	0.00583
Healthy	0.84157	0.20083	0.94015	0.20879	0.1009	2.13165	0	0	0.00549	0.00368	12.23771	18.0013	4.3694	0.72343	0.00201	0	1.70426	0.0477	0.00866	0.00931
Healthy	1.17043	0.39143	0	2.7858	0.55426	0.46132	0	0.78585	0	0	13.02774	3.10355	0	0	0	0	0	0	0	0
Healthy	0.03884	0	0	0	0.06038	0	0.04675	0	0	0	16.65203	5.86154	7.67518	0	0	0	1.24482	0	0	0
Healthy	0.32583	12.8784	0.50749	2.28682	0.81813	8.26921	3.29818	0.00246	0.04805	0.07729	3.02134	0.27714	0	0	0	0	0	0.00063	0	0.02161
Healthy	0	0	0	0	0	0	0	0	0.06042	0	15.48451	0	0	0	0	0	0	0	0	0
Healthy	0.80051	0.35606	0.57265	0.83513	0.21302	0	0.04899	0	0	0	2.31685	3.30871	0	1.0315	9.34952	3.86897	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	38.96614	24.04727	0	3.38056	0	0	0	0	0	0
D003093	2.34715	9.10912	4.27313	7.7047	0.78111	4.88795	0.69634	0.31888	0.00552	0	3.68893	1.87496	0	0.04974	0.03244	0	0	0.10259	0.04934	0.02708
D003093	1.08848	1.16003	0.69891	1.7453	1.47693	0.12288	0.87233	0.30837	0.00704	0.04979	33.54547	1.69211	0	0	0	0	0.47891	0.00959	0	0.1538
D003093	2.28467	1.59542	1.25901	4.31164	2.47281	0.8728	1.1102	0	0.08138	0	20.52486	2.98328	0	0	0	0	0.53932	0.15629	0	0.14227
Healthy	0	0.41627	0.16455	0.45515	0.0756	0	0	0	0	0	7.94806	2.71328	0	0	3.58439	0	0	0.02239	0	0
Healthy	1.27175	1.85861	0.47753	0.41086	1.18655	0	0.31447	0	0	0	12.39201	6.6697	0	0.86696	8.60222	1.41679	0	0	0.09523	0
Healthy	1.56969	0	0	0	0	0	0	0	0	0	30.41958	0.09455	0	0.54241	0	2.97451	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.01974	0	0.07971	0	0	0	0	0	0	0	0	0
Healthy	0.22467	0.01461	0.02556	0.0919	0.05479	0	0	0	0.0051	0.04975	35.15726	13.64637	0	0	3.06112	0.0738	0	0.21716	0	0.12314
Healthy	0	0	0	2.69225	0	0	0	0	0	0	1.76456	0	0	0	0	0	0	0	0	0
Healthy	0.22958	0	0.10575	0.03209	0.0019	0	0	0.19885	0	0	41.89069	0.48066	2.00582	0.07023	0	0	0	0.12607	0	0.35574
Healthy	0.24742	0.60797	0.34302	0.81202	0.06081	0.04403	0	0.00116	0.01344	0	29.31188	2.7792	7.81595	0	0	0	2.54478	0.17328	0	0.13676
D003093	0.78423	0.39744	0.29832	0.3186	0.81138	0.13021	0.03865	0	0	0	0.83668	0	0	0	0.00103	0	0.18631	0.00384	0	0
Healthy	0.8644	0.39997	0	3.52668	0.68055	0.38884	0	0.58095	0	0	13.03794	3.74278	0	0	0	0	0	0	0	0
Healthy	0.05183	0.05203	0	0.02017	0.03273	0.04235	0	0	0.04259	0.00156	66.88885	0	1.18713	0	0	0	0	0.10806	0	0.00539
Healthy	0.00595	0	0.02599	0.04442	0	0	0.02934	0	0	0	54.39247	8.13641	4.33794	0	0	0	1.01708	0.12239	0.29687	0.20805
Healthy	1.44076	0.50211	0.53649	0.27275	0.13818	0.04661	0.13908	0	0.00019	0	9.09963	4.3679	0	1.4189	2.1499	4.86383	3.11798	0.00666	0	0.00014
D003093	9.71547	1.63385	7.17923	3.49551	0.36954	0.18691	0.36021	0	0.06436	0	1.81976	0.50155	0	0	0	0	0	0.01229	0	0.00502
Healthy	2.77798	0.12093	0.76706	0.2639	0.26852	0.19288	0.32395	0	0	0	16.56689	0.16133	7.13816	0.0577	0	0	1.23451	0.00674	0	0
Healthy	0.35557	0.20648	0.88045	0.17708	0.12285	0	0	0	0.03123	0	3.87779	2.2885	0.00273	1.27653	3.96952	1.64981	0	0.04259	0	0
Healthy	0.14423	0.41294	0.33036	0.27382	0.18968	0.14666	0.04249	0.06366	0.00381	0	1.12829	2.62695	0	0	5.15744	0	0.69129	0.18618	0.01189	0
Healthy	0.05868	0.00167	0	0.0503	0.00569	0	0	0.51922	0	0	30.65956	20.13507	0.0579	0.00222	0	0	0.80319	0.11991	0.32826	0.02144
Healthy	0.07335	0.06367	0.00515	1.09372	0.40218	0	0	0	0.00289	0	11.98503	0.03287	0	0	0	0	0	0	0	0
Healthy	0.47332	0.28747	0.06117	0.1932	0.13326	0.13353	0.39233	0	0	0	26.6512	1.1002	0.26578	0	3.35163	0	0.98988	0	0	0
D003093	2.72891	2.21414	0	1.08334	0.88847	0.32178	0.28282	0.01232	0.00122	0.01433	32.0711	4.14626	0	0.16579	0	0	2.91301	0.06918	0.08065	0.1024
Healthy	0.75565	0	0	0	0	0.0525	0	0	0.00361	0	0.00284	0	0	0	0	0	0	0.00901	0	0.35212
Healthy	0.00179	0.02152	0.06499	0.09191	0	0	0	0	0	0	22.56537	14.26514	0.31141	0	1.75786	0.18142	2.14014	0.11435	0.01267	0.00446
Healthy	4.88674	5.92	1.84231	1.65058	1.74192	0.23184	0.04926	0.00048	0.00119	0	2.74834	0.46452	0	0	0.46754	8.23615	0.45197	0.02149	0	0
Healthy	0.01827	0	0	0	0.06429	0	0.02799	0	0	0	16.48587	6.21174	7.72056	0	0	0	1.38272	0	0	0
Healthy	0.07583	0	0.10356	0.21365	0.03043	0.0902	0.05816	0	0	0	26.72204	9.87033	0	0.01991	0	0	0	0.03639	0	0
Healthy	0.06059	0.03622	0.02756	0.02106	0	0	0	0	0	0	37.61532	15.25332	2.69371	0.12672	1.1724	0.06083	0.79155	0.03023	0.03894	0.30472
D003093	1.21985	0.62422	1.21619	0.63644	0.51443	0.02874	0.07421	0.03456	0.00231	0.00676	0.75725	0.55353	3.47231	0	0.67783	2.79014	0.46036	0.03242	0.00984	0.00651
Healthy	0.10975	1.30742	0.04803	0.21336	0.18746	1.27785	0.0677	0	0.00253	0.00752	36.00788	16.47688	0	0	0	0	1.48001	0.14095	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.56272	0	0	0	0	0	0	0	0	0
Healthy	0.08931	0.43632	0.5692	0.08986	0.16377	0.14557	0.07515	0	0.2873	1.99748	0.39653	0.13929	0	23.5237	3.03667	0	0	0.01771	0	0
Healthy	0.72326	0.84303	0.02308	0.41664	0.21496	0.62914	0.83536	0	0	0	25.09833	0.0178	0	0	0	0	0	0	0	0
Healthy	0.93902	0.75911	0.71639	0.43427	0.33129	0.70356	0.10008	0	0	0	13.33963	7.69711	0	1.50496	4.16588	0.70616	3.78404	0.88202	0.00549	0.01369
Healthy	0.45191	0.62297	0.41155	1.97453	0.2432	0.33705	0.08232	0	0	0	16.61651	8.17543	0	1.26451	0.26255	7.89196	0	0.14409	0.04911	0
Healthy	0.33644	0.61245	0.34471	0.24614	0.26598	0.27707	0.25493	0	0	0	11.38627	1.52315	0	0	0	0	0	0	0.27235	0.02746
Healthy	0.09096	0	0	0.12584	0	0	0	0.01758	0.11946	0.15375	8.50186	1.2553	2.64022	44.2378	0.4493	0	0	0.07076	0	0.01138
D003093	0.3883	1.60236	2.58879	5.55593	1.36405	0.33537	0.91789	0.0012	0.063	0.07053	16.26261	5.10182	0	0	0.23147	0	0.77678	0.03939	0	0.05889
Healthy	0	0	0.5091	0.01394	0	0	0.00825	0	0	0	32.12066	20.99908	0	4.6755	0.08541	0.23747	0	0.01698	0.16286	0.02676
Healthy	0.217	0.00738	0.02591	0.0697	0.05368	0	0	0	0.00255	0.05091	34.43251	13.4359	0	0	3.11331	0.0696	0	0.20383	0	0.13863
Healthy	0.42442	0.13098	0	0.69689	0.05913	0	0.01221	0	0.06337	0	13.02379	1.2684	0	2.52599	0.43755	6.80921	1.83522	0	0	0
Healthy	0.22357	0.2484	0.10251	0.41019	0.03537	0.06886	0.01229	0	0	0.0131	44.26313	14.20799	0	1.02779	1.50668	0	1.16557	0.10633	0	0.001
D003093	0.58225	2.07785	0.01851	3.94117	0.10239	1.98383	0.11517	0	0.01156	0	18.30464	1.95803	0.8044	0	0	0	0	0	0	0.07085
D003093	0.2591	0.48487	2.03849	0.22627	1.10837	0.95024	0.55706	0.02918	0.00236	0	27.7451	7.15524	1.3054	0	0	0	0	0.16345	0.03664	0.06241
Healthy	0.33649	0.0145	0.03025	0.22889	0.03834	0	0	0	0	0	36.79611	14.46505	0	0.5209	1.57198	0.00337	1.81827	0.14385	0	0.00914
Healthy	0.15023	1.46696	0.38314	0.14208	0.04189	0.14144	0.06627	0	0	0	11.73951	11.23252	0	4.8674	1.72689	0	1.34371	0.34017	0.72908	0.21045
Healthy	2.06466	0.35864	0.89498	0.12659	0.81248	0.35549	0.09873	0	0	0.04323	15.53738	2.53258	0	7.48082	0.39799	0	0.89091	0.01924	1.85221	0
Healthy	0.65556	3.07329	1.54417	1.2803	1.16976	0.91827	0.76008	0	0.00796	0	8.57172	0.05252	0.02518	0.01315	0	0	0	0.09565	0	0.03671
Healthy	0	0	0	0.62061	0	0	0	0	0	0	13.3395	0	3.71537	0	0	0	0	0	0	0
Healthy	0.00158	2.4886	1.71157	0.32718	0	1.04319	0.3026	0	0	0.10204	2.21458	2.98533	2.52775	0	0	0	0.43209	0.02318	0.01092	0.06502
Healthy	0	0	0	0	0	0	0	0	0	0	0.59212	0	0	0	4.15458	0	0	0	0	0
Healthy	0.00667	0.00317	0	0.12119	0.03815	0	0.0235	0.06636	0	0	23.8829	24.06188	0	0	0	0	0.88181	0.17545	0.05672	0.32427
Healthy	1.30728	1.21352	0.99168	0.41478	0.85831	0.15573	0.15317	0.16587	0.03908	0.01572	12.44552	4.03169	3.15079	1.08458	1.60391	0.24088	2.48788	0.11112	0.14842	0.00522
Healthy	0	0	0	0	0	0	0	0	0	0	10.22528	23.19636	0	10.6569	0	0	0	0.11217	1.50982	0
D003093	2.46366	8.88888	4.45316	8.11273	0.78376	5.22844	0.72799	0.29006	0.01395	0	3.64977	1.76034	0	0.05807	0.0306	0	0	0.10864	0.05177	0.02285
Healthy	0.64293	0.05333	0.15137	0.02785	0.10795	0	0	0	0	0	6.3979	3.30835	0	0.05121	0	0.28937	0.99871	0.04962	0.08517	0
Healthy	0.04203	0	0	0.02029	0.01056	0.03096	0	0	0	0	26.01877	0	2.41852	0	0	0	0	0	0	0.01458
D003093	0.8132	1.23988	2.14145	0.83509	1.04857	0.09115	0.21444	0.01078	0.00038	0	4.16752	11.06495	0	0	0.1284	0.40693	0.31507	0.03821	0.17548	0.00382
Healthy	0.09347	0.35937	0.3322	0.2272	0.35944	0.80136	0.0251	0	0	0.00686	2.98184	1.45849	0.30743	0.02725	0.6783	7.57858	0.45738	0.00923	0.05843	0
Healthy	0.01232	0.03764	0.02457	0.01032	0.00159	0	0	0.48243	0	0	46.04862	8.57232	5.97402	0	0.21448	0	1.01661	0.16015	0.04915	0.30531
D003093	2.41425	0.64537	3.00332	1.48695	1.92037	0.84849	3.64905	0	0	0	8.80003	0.02618	0	0	0	0	0	0	0	0
Healthy	1.90963	0	0	0	0	0	0	0	0	0	8.8903	8.41125	0	19.5909	0	0.62091	0	0.72466	0	0.01139
Healthy	0	0	1.43737	0.07024	0	0	0.04717	0.09203	0	0	42.44816	7.12918	4.78544	0	0	0	0	0.10285	0	1.12334
Healthy	1.26308	0.61543	0.38827	0.65202	0.15235	1.10208	0.02719	0	0	0	15.13072	6.01228	0	0.7193	1.85232	0.62376	2.21173	0.88878	0.02948	0.00564
Healthy	2.21108	0	0	0	0	0	0	0	0	0	17.79614	0.92582	0	0	0.00179	0	3.66647	0.43646	0	0
Healthy	11.05109	0.57543	2.81085	1.20418	3.96675	0.26153	0.11064	0	0.01184	0	2.91893	0.99651	0.25333	0	0	0.00049	0	0.2989	0	0
Healthy	0.49279	1.26933	0.13434	0.46773	0.12167	0.09908	0.04801	0.00987	0.00136	0	14.03279	22.53427	0	1.21605	0.18067	0	2.85974	0.02916	0.44426	0.00746
Healthy	0.5801	0.12482	0.03997	0.23504	0.04429	0.03937	0.00991	0	0	0	8.75663	18.88455	0	0.21868	9.51329	0	1.58258	0.11975	0	0.51855
Healthy	0.03897	0	0.01548	0	0	0	0	0	0	0	58.06681	0	10.7694	0	0	0	0	0	0	0
Healthy	6.13222	0	0.00756	0.01989	0.03295	0	0	0.01855	0.02358	0	38.3199	6.61262	0	6.01337	5.88701	0	0	0.47672	0	0.07291
Healthy	2.65	0.68065	0.63447	0.33421	0.802	0.18861	0.25512	0.03876	0.00484	0.0614	3.97474	10.75619	0	0	3.67731	1.16611	0.57258	0.28965	0.44164	0.00838
D003093	0.28888	0.00683	0	0.08511	0.06239	0.00381	0.0453	0.08083	0.33927	0	27.48353	2.1689	0	0.00886	0.19386	0	0	0.06661	0	0.02358
Healthy	0	0	0	0	0	0	0.02647	0	0	0	7.95781	3.68858	8.23983	4.04053	0.72683	0	0	0.10306	0	0
Healthy	1.02578	0.25733	1.1488	0.1457	0.36349	0.0468	0	0	0	0	11.3792	8.90655	0	0	0.04205	0	0	0.14544	0	0.11329
Healthy	0.77393	1.2024	0.97141	1.22957	0.622	1.05778	0.00747	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.80701	0	0	0	0	0	0	0	0	0	8.81243	8.38025	0	19.4484	0.00661	0.58954	0	0.72846	0	0.00432
Healthy	0.52508	0	0	0	0	0	0	0.0675	0	0	12.72324	18.38616	0	16.4526	1.01928	0	0	0	0.04396	0.02597
