p	Proteobacteria	Firmicutes	Actinobacteriota	Bacteroidota	Methanobacteriota	Desulfobacterota
Healthy	-0.410351941664339	-0.787785752580059	-0.0965030526641406	1.8861083213193	-5	-1.10325338439259
Healthy	1.44376241272035	0.544609953795997	1.7307742839286	0.99071082098826	-5	-0.879919865870547
Healthy	-5	0.0811419957201863	-0.00137890022102005	1.67301168634137	0.459439232218998	-1.05276239212933
Healthy	-0.334353353872193	-0.612450012609767	-0.81121208736253	1.94992288585992	-5	-2.59859945921846
Healthy	0.108751013469221	-0.844208647642382	-1.78727984558216	1.72528954175842	-5	-1.43168091490489
Healthy	0.806654046147595	-0.564028293600659	-5	1.4858262973554	-0.262688062010375	-0.183427303973897
Healthy	-0.999088937868777	-5	-0.991357252434715	1.64796730935212	-5	-1.24123945609002
Healthy	-5	-5	-0.783464642581642	1.59439929128072	1.19431477032722	-1.57528166266843
Healthy	1.21619916612133	-0.845697780315335	-5	1.61538794443253	-0.48537256758866	-5
Healthy	0.244037017036314	-0.989530430203608	-0.65380355627079	1.93830958188606	-5	-1.0073581301216
Healthy	-5	-0.938698343793955	-5	1.09571109663366	0.506717392419689	-5
Healthy	-0.471276076739006	-0.849304948857286	-0.0908452901915744	1.88332170105324	-5	-0.998699066979582
Healthy	0.243191885767495	1.2620379575553	1.40463413468082	0.990601217280949	0.0200254863257827	-5
Healthy	1.19097649680895	0.335205073740825	0.832149832685325	1.62516320091162	-5	-1.43937612545007
Healthy	-0.890826578574528	-0.617982957425132	-0.411392195257313	1.83470604885608	-5	-5
Healthy	0.776060890414528	-1.01295971302073	-0.09233609087964	1.87756621627172	-5	-0.69216179584344
Healthy	1.12155820285983	-0.654998961821958	-5	1.52954173713065	-0.21511893041391	-5
Healthy	0.155405883408257	-1.85047298624565	-0.674217602484195	1.72075193832482	-1.70289634985074	-1.03428102975578
Healthy	0.361376481869873	-0.498803757972911	0.714474779825987	1.75082293228829	-5	-5
Healthy	-0.652923803930265	-0.201985035648513	1.00132301522928	1.30595723893257	-5	-1.17947015147648
Healthy	-2.03105031901866	0.376981866455769	0.265280194825055	1.54381968098756	-5	-0.548014111051091
Healthy	0.0660723575773765	-5	0.48119029174785	1.73847446323237	-0.265648292705235	-5
Healthy	0.585749411171379	-0.703290943824397	-0.29654525468797	1.82034604693572	-5	-1.70929775671215
Healthy	-0.641284886197868	-5	-5	1.81557104127818	-5	-5
Healthy	0.138826693810669	-1.19348086591929	-0.493008181276385	1.88378086390612	-5	-1.35872424276809
Healthy	-0.361580635137367	-5	-0.435191955313397	1.72431978848234	-5	-0.488584592791225
D065626	0.933399711483928	0.615970030846123	1.53781922095571	1.04434451917337	-5	-5
Healthy	-0.21175383062718	-2.53461714855158	-5	1.88066745045934	-5	-2.14146280243036
Healthy	0.329157781394064	0.390341518926754	0.958706235858076	1.64240941377882	-2.14508697769214	-1.04793440981495
Healthy	0.124950679542338	-0.447623844747437	-0.146593849083456	1.73645522766992	-5	-0.747244028911427
Healthy	0.272560963861557	-1.57121748850305	0.433424180357174	1.56350540995057	-1.22929523178422	-0.829591588274682
Healthy	-5	0.485269866168583	0.566215868865457	0.341693638960031	0.317892088957648	-5
Healthy	-0.266626163055293	-0.614500972847943	-0.827718238544999	1.94935604251243	-5	-5
Healthy	-1.11025022473596	-0.312506711255048	0.323330493050036	1.74462456359356	-5	-5
Healthy	0.761782798918629	-1.7680209731685	-0.291324207273463	1.84810070904581	-5	-5
Healthy	0.855023401569893	-1.77806440017199	-0.133411418224968	1.76411057214773	-5	-5
Healthy	-1.1253442674019	-1.67964596718233	0.0886498475552681	1.6043401214296	-5	-5
Healthy	0.473590604448907	-1.26656197290894	-1.1114274031424	1.81002063010515	-5	-0.258422985219577
Healthy	0.801618402870708	-0.237839297913818	-0.570506113271258	1.84441000712758	-5	-5
Healthy	-0.978852064279005	-5	0.457235270138838	1.62280463482383	-5	0.209152951593855
Healthy	1.89967569522853	-0.869827111107464	0.840820962009722	0.286391343147528	-5	-5
Healthy	0.310674198718182	-0.526542227184554	-0.121294415041161	1.8012357228892	-5	-5
Healthy	0.954119441900728	-5	-1.88706002391592	1.70747606876486	-5	-5
Healthy	-5	1.08418899343258	0.809848474946142	1.27434700337415	-5	-5
Healthy	-1.15645578805436	0.0754119076576232	0.717063564385476	0.870742663294291	-5	-5
Healthy	-5	-5	-0.973099191109745	1.83312510965263	-5	-5
Healthy	0.94718709417019	-2.70774392864352	-5	1.64097954636543	-0.242004572723122	-1.3763372926438
Healthy	0.276783384700269	-0.153743320221921	-0.408067671442274	1.24469661240851	-0.819845440546652	-1.49039429538844
Healthy	0.00609363020820083	-0.465237994969973	0.114677691010878	1.82668575568211	-5	-0.394608750110711
Healthy	-0.951519352526498	-0.0678104461845136	0.388291297070502	1.49530395216766	-5	-0.093761957868654
Healthy	-5	-0.0862603017850711	0.730400283762543	1.30897098745708	-5	-5
Healthy	-1.74836177955179	-1.63413778459744	0.244675350767503	1.8275738990396	-1.57823159879308	-1.03198428600636
Healthy	0.246786537772904	0.102519458368337	0.537542065326809	1.62909671283614	-0.299469343021408	-0.525710873834504
Healthy	1.9366017988212	-0.640297291725886	-1.64282774227697	-1.28692967414436	-5	-5
Healthy	0.724212769403576	-0.793470948317269	-0.749604396942884	1.78802829919445	-5	-0.791881259261723
Healthy	0.65769916511523	0.559402646841045	1.95903576077372	-1.71399287792053	-5	-5
Healthy	-0.162676764352586	-5	-0.926831737734898	1.96814495463693	-5	-5
Healthy	-0.945885099489414	-5	-0.935317433771488	1.63732748922239	-5	-1.497163361379
Healthy	-0.534498180058329	-0.601625913848644	0.00264978214118588	1.75295206948262	-5	-1.94846160948467
Healthy	-0.222551427179631	-0.97802554488994	0.168291188851266	1.71731485160876	-5	-0.677801386448108
Healthy	-0.930516906065389	-2.35457773065091	-1.51356952114557	1.78570949869202	-5	-5
Healthy	-0.41002807048314	-2.2572748686953	0.638220610167626	1.84856983556758	-1.26833066817136	-1.12592425477697
Healthy	0.185063118628386	-1.26560025747943	-0.708253859175793	1.92204983052155	-5	-5
Healthy	0.449094075274832	-1.14721513131945	-0.500560370798258	1.57222816092954	-5	-1.24703013497092
Healthy	-1.31202537996544	1.051093840473	-5	1.31736058768831	-5	-5
Healthy	-0.265152184721705	0.582984408651994	-0.21655381358882	1.69391056216295	-5	-1.75870261289001
Healthy	-1.33320131633383	0.0569048513364726	0.157045550202625	0.862428959956688	0.577774343999618	-1.8153085691824
Healthy	-5	-5	1.32709541653146	0.558182780051332	-5	-5
Healthy	-0.939906816175532	-1.13153190097901	-0.408490191005346	1.81917871144198	-5	-0.504608316733061
Healthy	-5	-0.522227791650743	-0.199152378124986	1.88965420652834	-1.01282549891246	0.176233105419458
D065626	0.939556191038111	0.821746006956529	0.510150749272026	1.27673906667565	-2.23062267392386	-5
Healthy	0.592966876255435	0.271353622102484	1.56030125884964	1.35740003085252	-5	-5
Healthy	-0.377734155008477	0.376482058819104	0.399303288568354	1.01821768096015	-5	-2.44855000202712
Healthy	0.459898869322942	-0.0564411855707237	-0.359508625054454	1.64695609540824	0.260731872147808	-1.9515581964496
Healthy	-0.529648320654182	-5	-0.475292388205987	1.70267966728539	-5	-5
Healthy	-0.0902675076251021	0.416265954074958	-5	1.76331049352414	-5	-5
Healthy	-0.169789980446389	1.146950244924	0.605494671806049	1.27892180034509	0.485932845201798	-5
Healthy	0.624558470873253	0.215629633457334	-1.40837896178668	-5	-5	-5
Healthy	0.414679264466649	-0.536584848478778	-0.442204166394372	1.34369035064213	-5	-5
Healthy	-0.444603223193737	-0.26085504067402	0.283931854794183	1.65574909221612	-5	-0.177773059405061
Healthy	0.433228828459711	1.32789385998954	0.590845177209597	1.25929923269997	-5	-5
Healthy	-1.09946901754724	-0.747316838067802	-0.254987701328606	1.80432102081899	-5	-1.15620680167409
Healthy	-0.98175733254209	-1.61834351741421	1.55968822648657	1.49356427633227	-5	-2.12090412049993
Healthy	-0.496658819638013	0.70645576145229	0.994543261341179	1.33045943275192	-5	-5
Healthy	1.02127904398954	-0.867996607013368	0.133308926879325	1.12349589629023	-5	-0.341931337516564
Healthy	-1.01963297381522	-1.16304326294045	-0.379343520180379	1.81791352489197	-5	-0.470454157138276
Healthy	0.410654095544502	-0.0665886443976464	0.514375063032711	1.66387781019517	-5	-2.90308998699194
Healthy	-0.748994826506365	-1.64820369310298	-0.554146810346125	1.84899289555575	-5	-5
Healthy	-0.55695617135166	-0.758055266755733	0.781865190611418	1.6475331865481	-5	-0.960942981966556
Healthy	-1.64936439174105	0.716771865592201	-0.586767313605483	1.56000304445673	-1.60800692774029	-5
Healthy	-5	-5	0.883480867366019	1.25952794138506	-5	-5
Healthy	-5	0.292838433016156	-5	1.62839833114676	-5	-5
Healthy	-0.759026648159996	-1.33236029394359	0.0661767857720065	1.80403694856363	-5	-1.29713882942707
Healthy	0.631860613368897	-1.88840147511961	-5	1.96760834270013	-5	-5
Healthy	0.408553697586891	-0.293982431100993	-0.127278637804058	1.69670438392489	-5	-0.970291637485105
Healthy	0.411840163863845	-0.984305011473482	-1.94195376960472	1.71218039327238	-5	-5
Healthy	0.387935910763123	-5	-5	1.85173953724011	-5	-1.50265561898242
Healthy	-5	-5	1.0392010841612	1.42350882927382	-5	-5
Healthy	-0.138346129786089	0.190037398989312	-0.152797636019076	1.15158158231486	-0.731024418902193	-1.08857603462371
Healthy	-0.267831488311101	-5	-0.124030563715852	1.76379227371666	-5	-0.253233509274442
Healthy	0.236373488494027	-0.460296761052174	0.289588952542597	1.34524587426771	-0.951092298516229	-5
Healthy	-5	-0.34356637993405	1.43181487435091	-0.446736102130203	-5	-5
Healthy	-5	-0.268346780304104	-5	1.90515172992153	-5	-5
Healthy	-3.24412514432751	-0.720538390742327	0.5896569959533	1.30818415943938	-5	-0.720287439179074
Healthy	1.74098454857805	-1.69550947222651	0.856467268467033	1.46048845128655	-5	-5
Healthy	-0.241648360659185	0.0735093989447644	1.05550905880417	1.58838141538367	-5	-5
Healthy	-0.00818049869410116	0.374258801735391	0.00441596227933744	1.47030565369035	-0.683463552596444	-5
Healthy	1.54484981487026	-0.13499083395651	-2.36251027048749	1.52154105801303	-5	-5
Healthy	0.867749658122785	0.275695943772669	-0.876344325561878	1.62193708491111	0.388704955700738	-5
Healthy	0.476666455108599	-0.652162790782278	0.143654834652498	1.8422493624299	-2.08301995267962	0.0853084206935297
Healthy	-0.906333217772097	-0.465035207605334	-5	1.45822828621146	-0.672252928747544	-5
Healthy	0.0628902051108873	-5	-0.733980091146502	1.81760403789488	-5	-5
Healthy	-1.28449805470672	-1.25266589038409	-0.321035719347869	0.889549319851817	-5	-5
Healthy	1.52283713787594	0.192826614678094	0.591057925521535	1.40084905039548	-5	-1.40660315769979
Healthy	-0.128129464579834	-2.75696195131371	0.138027821232947	1.8803962977303	-5	-1.82073553566097
Healthy	0.0640234774529008	-0.30019694972716	0.420501988374776	1.44655083564052	-5	-5
D065626	1.76143841792916	-0.0752763065668589	0.500014054713012	0.497366488987189	-5	-5
Healthy	-0.926831737734898	-1.2185318571582	-0.46512391542646	1.82018917291727	-5	-0.481038835550238
Healthy	0.363041946961852	0.919402906871174	0.316936466943489	1.40671301227427	-0.0978066703730758	-1.10757145305477
Healthy	-5	-5	0.254809010414806	1.25929732031192	-5	-5
Healthy	-0.785076715105102	-1.13170831198214	-0.806179973983887	1.89530517121279	-5	-2.79317412396815
Healthy	0.0307534989344725	-1.16583371605738	-0.91388942619868	1.81245075376518	-5	-0.388223603002689
Healthy	1.17886476403183	0.0255802854362789	0.884305869902676	1.59146586560344	-1.12389767862221	-0.722184573429135
Healthy	-0.295652121429059	-0.63537397104496	-0.880117542015017	1.94824376338362	-5	-2.59516628338006
Healthy	0.474740598479892	-1.07618627890881	-5	1.902603793708	-5	-1.41668784801692
Healthy	0.184029550144605	-1.5054280157698	-0.123580074692156	1.80714744013724	-0.75340295089363	-0.859272037155817
Healthy	0.734362115377894	-0.274586622650022	-1.14813039927023	1.58393825894487	0.488614163981458	-0.449820584291501
Healthy	-0.151023091657112	-5	0.0718930485509044	1.90763543760992	-5	-1.54683460747414
Healthy	-0.049839682214073	0.256277457032671	0.271695268770411	1.40001116347393	-5	-0.4315987810515
Healthy	-1.07899019850297	0.953170410062659	-1.42181939037222	1.7468348775601	0.279443352577086	-5
Healthy	0.514394992263783	-5	1.478540956596	1.43602485997618	-0.367390883139056	-1.26696331706642
Healthy	-5	-0.363742852536496	-5	1.89328788413065	-5	-5
Healthy	0.308030554266106	-0.295772243975001	0.187943529062527	1.81086762923236	-5	-1.45892023222337
Healthy	0.448853120627996	-0.997488368715092	-5	1.90097133349062	-5	-1.33629907461035
Healthy	-0.451107165863582	-0.119701008574247	-1.24519314464558	1.67173058524069	-0.742177483965524	-5
Healthy	0.180561672034769	-0.682103733507044	-0.105086086199588	1.52251334995078	-5	-5
Healthy	-1.20474581741912	-0.247436853219887	-0.578725208789653	1.84248723314806	-1.54106013810967	0.217452358012074
Healthy	-0.940058111938045	-1.26865302445405	-0.828829565098379	1.89035561818262	-5	-2.80966830182971
Healthy	-0.407689975744221	-1.79290445958078	-2.30189945437661	1.79020259096065	-5	-5
Healthy	-0.85390298646413	-0.521404648588605	1.13855214843339	1.75068639596413	-0.709275519980777	-0.95436412892178
Healthy	-0.470377181866557	-0.499091465490491	-0.542057578636002	1.73645698054468	-5	-5
Healthy	-0.926025180133341	-1.69336055897574	-1.18197215814074	1.63656221152152	-5	-1.48678239993206
Healthy	0.421390017067081	-5	-5	1.86071421216417	-5	-1.28567024025477
Healthy	-5	-5	0.533834313810089	1.35594032910961	-5	-5
Healthy	-0.0220021900412603	1.11050890380876	0.349681515137003	1.28344913507257	0.0203820023100244	-5
Healthy	0.71531126204077	-1.0268721464003	-0.791236267338363	1.78701036043699	-5	-0.831237424377643
Healthy	0.725062622575211	-0.994219100045348	-0.707478115425859	1.78904336346585	-5	-0.82929834418393
Healthy	0.901621219386529	-5	-1.3799681048737	1.78698851626489	-5	-0.476253533188435
Healthy	0.493807855234094	-0.255128343264855	-0.131661262040936	1.78024643641179	-5	-5
Healthy	0.434639151871673	-5	-0.257259162126453	1.78464916825017	-5	-5
Healthy	0.485428959845251	0.993012752319757	-5	1.59105948454855	-5	-5
Healthy	-0.723814025929329	-0.23051928278377	0.0849228603025243	1.20512583727329	-5	-5
Healthy	-5	-5	-5	1.86313571622313	-5	-5
Healthy	0.71119625733534	-1.02890978686288	-0.858926673732525	1.79995502038762	-5	-0.688627638196451
Healthy	0.270487844301513	-0.929112855981459	-0.666371387481309	1.93699953868876	-5	-0.989742457001699
Healthy	-2.44009337496389	-1.15720360482442	-0.317575115052949	1.79562541141711	-5	-1.89517159634634
Healthy	-0.826318510271541	-2.10679324694015	0.215034472076564	1.70525998257671	-5	-0.0116506608530314
Healthy	1.05315530296188	-5	-5	1.8137514040382	-0.264249443050053	-1.2098556349571
Healthy	-0.296313206970355	-0.216053564833748	0.26578446784052	1.65819280795176	-5	-0.181760906146476
Healthy	-0.774716569905557	-0.27574051917945	-5	1.58462144870961	-5	-1.18708664335714
Healthy	0.809585300223161	-1.71354353025302	-5	1.75917269340802	-0.603992552294838	-1.24902901556268
Healthy	-5	-5	-5	1.41344243740169	-5	-5
Healthy	-0.500051869424349	-0.831767770486579	0.576207700571901	1.78339441350103	-0.0241731402651672	-0.422289958839038
Healthy	-0.0644222048359064	-0.482553366080614	0.664848733228159	1.59828842602444	-5	-0.604324214730064
Healthy	-0.110082316563794	-5	-0.810818602819263	1.83322720348008	-5	-5
Healthy	-0.633091651478627	-1.21296481797378	-0.603364833016307	1.71027217662072	-5	-0.608906033729366
Healthy	-1.47521455067878	-1.34524606674707	-5	1.78679307551743	-5	-5
Healthy	0.330275751303548	0.179683897698728	0.310731537070289	1.4180109463338	-5	-5
Healthy	0.493729835674895	-0.36897246014147	-0.0753744504618983	1.78004577521362	-5	-5
Healthy	0.381573511428956	-0.734403976912408	0.177804785065029	1.77946769879883	-5	-5
Healthy	-5	0.885516701288187	-5	1.06194266859472	-0.191222045296204	-5
Healthy	-0.41054190953502	-1.1786175002527	-0.620331965966346	1.63071744373332	-5	-5
Healthy	-0.966616458826881	-0.558037929911472	0.513799377977447	1.87396969779597	-5	-1.73471037413917
Healthy	1.02447088994175	-0.855456925727212	0.182146345647324	1.13305580649568	-5	-0.145918756170271
Healthy	0.465747089582431	-2.65955588515988	-0.202926445796209	1.85360793726677	-5	-1.82739706879014
Healthy	-0.654371453543694	0.629334151724093	-0.688754879121792	1.44728752485348	-5	-5
Healthy	-0.17532757261464	-0.0889703004937882	0.626784701485522	1.64525598723438	-5	-2.33254704711005
Healthy	-0.105351696206483	0.868222280049216	0.296033029332005	1.51982996187314	-0.163429052339501	-1.0519784668589
Healthy	-0.18894807088368	-0.284255639895637	0.118380478422235	1.93359989623458	-5	-5
Healthy	-0.319356328457753	-0.63712186421107	0.286537302975502	1.53024017922384	-5	-2.42365864979421
Healthy	-0.0792351019025129	0.304886726880107	-0.974571238592759	1.84831094876434	-5	-1.73025362686923
Healthy	0.349205624890484	-1.51541547071716	-0.795907161597461	1.79890403654049	-5	-5
Healthy	-1.42250820016277	0.228043433509841	-5	1.52028251858544	-0.185532648252216	-5
Healthy	0.625943879895748	-0.527902071630646	-2.53610701101409	1.64257777817935	-5	-5
Healthy	-1.06454311928839	-0.279973073180271	-0.596862313373619	1.8395273190905	-1.85016530328421	0.154998796858298
Healthy	0.279872181802656	-0.175796039171376	-0.407945439827079	1.34745823525243	-0.236220220664651	-0.988810312390009
Healthy	-0.388861099604354	1.01701788816255	0.180177505520793	1.12424950751656	0.516117404014169	-1.55924829952081
Healthy	0.779484656852121	-0.365563037462101	-0.662121622198795	1.83239323446241	-5	-5
Healthy	-0.519317693674513	-0.595371510358081	1.14794052982515	1.74767083118137	-0.691286223360996	-1.06722192993945
Healthy	0.216498426045241	0.106109268076676	-0.204217275517078	1.6997597018861	-1.1087971727397	-5
Healthy	-1.12314735239866	1.2402641177506	0.324730926018828	0.989984347155344	-1.45087407324189	-5
Healthy	-0.637781499673948	-5	0.244361249475595	1.69762325578217	-5	-0.090652610581442
Healthy	0.469963322716831	-1.3058337040668	-0.582129901923355	1.93269608074609	-5	-1.32002730572258
Healthy	0.175192788386603	-0.718625697644953	1.16999371997978	1.44215431825314	-5	-2.29929628285498
Healthy	-1.21275211966805	-1.69940451611004	-5	1.44769978587616	-5	-5
Healthy	-5	-0.420856888356185	1.12631229854971	0.992245470404764	-5	-5
Healthy	-1.47391930819797	-0.0835460514500749	-0.0204561776728241	1.62850305786177	-5	-0.857986167015641
Healthy	-5	-0.684323479651987	-0.233215484502141	1.89328244254808	-1.03461012978488	0.189296564480904
Healthy	0.493842680869723	0.415989409775816	-5	1.51167431480752	0.815216349987667	-5
Healthy	-0.156007715296637	-0.720241827197527	-0.101154197806508	1.38690239553102	-5	-1.33828194230534
Healthy	0.501999443521579	-0.048754790735713	0.156361340450087	1.4021019112055	-5	-5
Healthy	-0.547937422579577	-1.05640656723163	-0.233289792737741	1.88732568509417	-5	-1.98758462523757
Healthy	-0.0410158810572654	-0.392866795608433	0.397321132585381	1.46192001102786	0.828015709534763	-1.06083032037482
Healthy	-0.807126028457478	-0.52712658475644	-0.461262933824195	1.83212324129133	-5	-5
Healthy	-5	-5	-5	0.839399477589831	-5	-5
Healthy	-0.00137018679696171	-0.664943480560908	-0.495325291230117	1.95979455001318	-5	-5
Healthy	0.213783299335304	-1.71242219092129	-0.0786517297190257	1.80810748638921	-0.688776089567544	-0.725426535803529
Healthy	0.134476737534991	0.0150242633246252	1.45016301091496	1.53392005922317	-5	-5
Healthy	-2.52578373592374	-5	0.0873483267168974	1.51337104143792	-5	-5
Healthy	-0.917286419828668	-0.301142926910974	-0.552330422977207	1.84112379863689	-1.75080164260889	0.225567713439471
Healthy	-1.73541827076192	-0.405000083267754	-0.243934706051314	1.46482624102165	0.293260875908029	-0.186285608118855
Healthy	0.91410504981628	-0.632681359070309	-0.776945586820895	1.47934881916713	-5	-5
Healthy	-0.32652751393593	0.870129897270743	-5	1.68565316931533	0.528260908991754	-5
Healthy	-0.484232094691555	-5	-0.301464507437999	1.76611141354806	-5	-0.454185884038717
Healthy	-0.611667852142784	-1.48017200622428	-0.597154218344275	1.83859624517168	-5	-5
Healthy	-0.138716560793675	-1.75522823850471	0.200669960345712	1.92571581828593	-5	-1.17263072694617
Healthy	0.152795744228193	0.583002560080506	0.812343723388401	1.12388886461312	-5	-1.80631897045872
Healthy	-1.32376378323669	-1.3347005005001	-0.378180026637213	1.49240722410362	-5	-1.02904906565458
Healthy	-0.50619353784942	-0.355640201258412	-0.137105696499718	1.65175857405642	-5	-5
Healthy	0.615774405540379	-0.681269033111902	-0.321836849737658	1.81873895555548	-5	-2.09963287134353
Healthy	1.19040510174362	-1.11047420332881	-0.353400248279627	1.7496754173402	-5	-1.21204387671607
Healthy	0.30496204994215	0.156555208395287	1.06357427488132	1.4171748100161	1.52860062963061	-0.478234474122917
Healthy	-1.48492132492408	-1.47612352436187	-5	1.43424274139237	-0.530560920816393	-5
Healthy	-0.215247234325595	0.0111134963380321	0.433853005750503	1.31756068239971	1.32405825208445	-5
Healthy	-0.607285464323705	-2.27654432796481	0.43247702525451	1.61376996185642	-5	0.219838532526917
Healthy	-0.0874591172093625	-1.9613798380503	-0.423589536808585	1.68212295478174	-5	-1.76929568638743
Healthy	0.761866221337698	-0.346160624597503	-0.562852161439543	1.83496307400649	-5	-5
Healthy	-0.834458923277627	0.0187920070191681	0.181517744876915	1.17286436316283	-0.0642761447734687	-5
Healthy	0.120211868257074	-0.466520280274016	-0.15981232609216	1.73702883666313	-5	-0.874063533033906
Healthy	0.886993538765038	-5	0.416026070349094	1.60461339629586	-5	-1.64397414280688
Healthy	-5	-0.383282986810365	-5	1.34406161240005	-5	-5
Healthy	-5	-5	-1.07582412969808	1.86739965719606	-5	-5
Healthy	-5	-5	-5	1.75332140766362	-5	-5
Healthy	-0.0288587291620607	-1.39415646094191	-1.24802842526367	1.81981041845706	-5	-5
Healthy	-1.06203099704855	-5	0.546896617258921	1.92362077923589	-0.191863329532638	-0.418289218100965
Healthy	1.33742032279846	0.263782780904469	1.33104750245902	1.23208313301804	-0.796749476056704	-5
Healthy	-1.98927613460823	0.738626784677017	1.16683964364074	0.932999064948841	0.102889715529244	-5
Healthy	-0.753378337304012	-1.23158391178367	0.0773497335867583	1.80754152214339	-5	-0.91388942619868
Healthy	0.493151217795686	-1.15608236199361	-1.30909544594503	1.80527808068277	-5	-0.439268640118027
Healthy	0.561010697311624	-5	0.237392915261726	1.68187475455202	-5	-5
Healthy	0.298197867109815	-1.21161948468044	0.211659735833456	1.73424513018294	-1.65757731917779	-0.420170690580463
Healthy	-0.116389661320575	-0.339115557585661	0.667550074558727	1.84667550724037	-5	-1.91435271170314
Healthy	-0.401373615358346	-0.203682434305506	0.276585870588001	1.65432490850471	-5	-0.164670962677237
Healthy	-5	-5	-5	0.952624405874026	-5	-5
Healthy	0.0967536388455329	-1.10579474085792	0.558594583266832	1.29087943842079	-5	-5
Healthy	-1.85418228550817	-0.105855694858373	-1.61600521055827	1.58894353083727	-5	-5
Healthy	-0.15793396806739	-0.683861843690182	-5	1.73979663245331	-5	-0.803796171378852
Healthy	1.03878661622049	0.429781339627466	0.651930903534209	-0.0946143304531225	-5	-2.64975198166584
Healthy	0.068434489114242	-1.11463877996849	-0.808185828001658	1.81232913845757	-5	-0.35448930864974
Healthy	-5	-5	0.811643361659328	1.04690078461455	-5	-5
Healthy	-0.708919887036473	-0.602738019719488	-5	1.24243159853042	-0.766902312135297	-5
Healthy	1.5447992766518	-0.284841010141251	1.09830550195042	1.62995121181597	-5	-1.85855022659953
