group	Bacteroidales	Veillonellales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Acidaminococcales	Desulfovibrionales
D003424	81.65926	5.17281		81.65926	3.89388	1.52499	5.17281	2.17212	0	0	0.0488	0	0.03518
Healthy	19.63539	0		19.63539	19.30728	13.33536	0	2.72782	0	0	0	3.37877	0
Healthy	69.62846	6.02135		69.62846	1.43651	1.72735	6.02135	0	0	0	0.00439	0	0
Healthy	67.52494	0		67.52494	8.93732	5.48732	0	0.51593	0.03096	0.0167	0.32956	0	0.06413
Healthy	60.40072	7.59601		60.40072	4.83236	5.31106	7.59601	0.84788	0.15998	0.85057	0	0	0.34167
Healthy	0	0		0	36.2784	0	0	0	0	0	0	0	0
Healthy	0.32353	0.69349		0.32353	0.14735	12.417	0.69349	2.79206	0	0	0	0	0
Healthy	59.92933	2.79163		59.92933	17.82931	3.24333	2.79163	0.03718	0	0	0.11404	0	0.01617
Healthy	54.62681	1.63756		54.62681	10.63503	2.59048	1.63756	2.53241	0	0	1.96776	0	0.25726
Healthy	82.09293	0		82.09293	8.46614	1.45905	0	0	0.05421	0	0.20666	0	0.08051
Healthy	81.63345	0.00262		81.63345	1.68352	6.65669	0.00262	0	0	0	0.02757	0	0
Healthy	7.15519	0		7.15519	4.16465	0.53201	0	0	0	0	0	0	0
D003424	80.42411	1.30047		80.42411	4.40639	12.47191	1.30047	0.11713	0	0	0.00337	0	0
Healthy	1.2664	0		1.2664	0.02463	0.01626	0	0	0.06709	0	0.00228	0	0
Healthy	86.60796	0		86.60796	3.96388	3.68222	0	0	0.05909	0	0	0	0.12156
Healthy	58.63242	0		58.63242	3.71065	9.87279	0	0	0.06447	0.06463	0.72864	0	0.05875
Healthy	69.11832	6.0867		69.11832	1.65078	1.63042	6.0867	0	0	0	0.00235	0	0
D003424	72.19577	1.34207		72.19577	4.64498	10.3373	1.34207	0	0	0	0	0	0
Healthy	24.69356	2.77181		24.69356	21.91303	11.76131	2.77181	0	0.41845	0	0.32449	0	0
Healthy	67.30757	0.37589		67.30757	4.84983	2.77379	0.37589	0.05482	0.12479	0.39515	0.16121	0	0
Healthy	0.09526	1.14897		0.09526	0.00166	0.01108	1.14897	0	2.87911	0	0	0	0
Healthy	0.16537	0.36856		0.16537	59.07812	0.30326	0.36856	0	0.17473	0	0.66075	0	0
Healthy	66.93676	0.01613		66.93676	16.04995	3.26286	0.01613	0.60984	0.00882	0	0.06327	3.57613	0.03185
Healthy	48.59647	0		48.59647	6.46591	11.63344	0	5.91805	0	0	0	0	0.1988
Healthy	29.30749	0		29.30749	6.2859	8.20623	0	23.0527	0.10463	2.18526	0.36166	2.48945	0.71094
Healthy	21.55582	2.33636		21.55582	7.45356	2.25381	2.33636	0	18.7303	0	3.27596	2.91033	0.14435
Healthy	84.61456	1.35465		84.61456	3.24381	3.54995	1.35465	0	0	0	0.04195	0	0
Healthy	92.21789	0.00902		92.21789	0.89134	0.31645	0.00902	0	0.17684	0	0.00089	0	0
Healthy	92.9033	0		92.9033	0.62689	1.44205	0	0.5239	0.00449	0	0	0	0
Healthy	27.32638	0.70752		27.32638	32.80859	28.5933	0.70752	0	0.22501	0	0	0	0
Healthy	15.5459	0		15.5459	28.62055	37.51225	0	0.00101	1.90599	0	0.57687	0	0.00237
Healthy	77.47972	0		77.47972	1.24907	8.31672	0	0	0.03723	0	0.05706	0	0.00317
Healthy	84.64447	0		84.64447	10.25839	0.36588	0	0	0	0	0	0	0
Healthy	31.72155	0		31.72155	21.43962	7.99247	0	0.44549	0.26523	0.13241	0.19541	5.46574	0
Healthy	0.03494	0		0.03494	1.45147	19.14699	0	0.52999	1.44636	0	0.1843	0	0
Healthy	13.61883	0		13.61883	34.62681	25.72229	0	0.90783	5.83365	0	1.06062	0	0
Healthy	26.84406	0.68123		26.84406	1.33854	9.50651	0.68123	0.51143	0.33836	0	1.35017	0.0052	0.61312
Healthy	23.48328	0		23.48328	4.86557	10.32246	0	0.03839	0.08758	0.027	0.74197	4.89514	0.15201
Healthy	10.34128	2.03168		10.34128	17.14471	8.70907	2.03168	0	15.63147	0.77447	2.86878	0	0
Healthy	45.92099	3.06282		45.92099	0.59104	6.73485	3.06282	0.15089	0.11259	0	0.77395	0.0599	0.64425
Healthy	14.41753	0		14.41753	24.33434	46.1869	0	0	0.55616	0	0.97589	0	0
Healthy	9.24917	0		9.24917	22.93402	7.89874	0	10.4974	0	1.99501	0.10488	0	0
Healthy	60.92773	0		60.92773	21.38004	5.65971	0	0	0	0	0.72546	0	0
Healthy	8.02943	0.29555		8.02943	5.00888	15.68802	0.29555	0.02196	2.6575	9.12642	1.57141	0	0.03312
Healthy	66.38383	0		66.38383	3.03728	4.69942	0	10.6859	0.0566	0	0.2049	0.84656	0.32301
Healthy	35.39785	0.03439		35.39785	7.99698	14.67128	0.03439	0.20975	0.28046	0	0.18773	2.89576	0.0547
Healthy	42.26421	1.90205		42.26421	0.01652	0.01602	1.90205	0	0.21795	0	0	0	0
Healthy	42.48248	0		42.48248	31.99738	0.1939	0	0	4.16943	0.51063	3.25279	0	0
Healthy	61.3646	0		61.3646	17.86529	6.22069	0	0	0	0	0.28988	0	0
D003424	2.47253	2.30987		2.47253	62.99105	2.12119	2.30987	0.14255	0.10736	0	0	0	0
D003424	78.10037	4.83735		78.10037	1.53099	2.50271	4.83735	0	0	0	0.00819	0	0.00198
Healthy	29.69307	12.3918		29.69307	6.42589	5.90283	12.3918	0.03575	0	0	1.30556	0	0
Healthy	88.81887	3.44798		88.81887	1.15802	1.51024	3.44798	0	0.23671	0	0.13619	0	0.00134
Healthy	75.66423	0.29179		75.66423	7.98688	3.52197	0.29179	5.28237	0.09659	0.00175	0.01494	0	0.01083
Healthy	11.04279	0.2822		11.04279	10.04519	25.50694	0.2822	1.37274	0.62684	0.60964	0.03701	6.39704	0.05404
Healthy	20.88845	6.54078		20.88845	10.3306	0.00657	6.54078	2.57563	0.26111	0	0	0	0
D003424	62.75525	0.9064		62.75525	11.65955	21.34672	0.9064	0.00208	0	0	0.5253	0	0.00381
Healthy	21.04595	0.0048		21.04595	3.9878	1.88544	0.0048	6.50564	0.69903	0	0.91346	0	0.00275
Healthy	0.76754	0		0.76754	0.00907	0	0	0	0.42169	0	0.00548	0	0
Healthy	11.27066	3.83454		11.27066	46.0693	19.634	3.83454	1.09277	2.10726	1.95868	0.03901	0	0.01778
Healthy	52.3283	0		52.3283	6.76572	7.65122	0	2.05293	0.69844	0.56963	2.34005	0.02832	0.18711
Healthy	77.94764	0.03341		77.94764	1.99483	7.43516	0.03341	0	0	0	0.07169	0	0
Healthy	0.04442	0.00156		0.04442	0.00888	0.01253	0.00156	0	8.45016	0	0	0	0
Healthy	56.48782	0		56.48782	12.84546	7.16924	0	0.23897	0.12674	0.14036	0.51979	0.02314	0.012
Healthy	24.46259	1.49971		24.46259	14.44736	0.43233	1.49971	0	0.34636	0	0.29453	0	0
Healthy	28.77083	5.04635		28.77083	34.20134	11.89664	5.04635	0	0.16374	0	0.07529	0	0
Healthy	93.08198	0		93.08198	1.89543	1.0492	0	1.70433	0	0	0	0	0
Healthy	79.38439	3.05452		79.38439	0.92175	1.5014	3.05452	0	0	0	0	0	0
Healthy	27.10588	4.51571		27.10588	22.55743	30.5839	4.51571	0	0.47858	0	2.00161	0	0
Healthy	45.66209	19.4359		45.66209	3.21747	5.41884	19.4359	7.48058	0	0	0	0	0
Healthy	54.21951	15.8211		54.21951	4.13004	1.29309	15.8211	0	0.20247	0	0.78968	0	0.03104
Healthy	34.78397	0		34.78397	12.60723	2.65288	0	0	0	0	0	0	0
Healthy	70.81277	0		70.81277	1.03475	5.15752	0	0	0	0.06462	0.12329	0	1.5784
Healthy	46.03779	1.54818		46.03779	7.68091	13.14182	1.54818	0	0.44688	0	0.27376	0	0
Healthy	66.53079	0		66.53079	8.76921	6.02852	0	0.551	0	0	0.35335	0	0.09324
Healthy	69.43525	0		69.43525	9.93586	6.68465	0	0	0.22257	0	0.00593	4.61571	0
Healthy	64.29715	0.02685		64.29715	20.0526	10.3558	0.02685	0	0.01043	0	0.09105	0	0.00606
Healthy	69.4734	0		69.4734	10.52208	2.31772	0	0	0.87229	10.2689	1.37981	0	0
Healthy	47.3489	0.06752		47.3489	8.30832	7.97935	0.06752	0	0	0.06242	0.53511	0	0.20722
Healthy	20.44932	3.06468		20.44932	43.48864	7.39843	3.06468	0	0.5615	0	0.7222	0	0.00325
Healthy	76.33169	9.32309		76.33169	1.82593	5.18597	9.32309	0	0.00185	0	0.17534	0	0.00767
Healthy	65.66844	3.23764		65.66844	1.79405	7.02362	3.23764	0	0	0	0	0	0.03244
Healthy	72.1312	0		72.1312	5.0581	3.37969	0	0	7.92297	0	0	0	0
Healthy	79.11498	0.03804		79.11498	1.90078	7.54225	0.03804	0	0	0	0.03685	0	0
Healthy	68.24437	0.30071		68.24437	3.65012	3.29187	0.30071	0.05177	0.08129	0.2505	0.24472	0	0
Healthy	11.01509	0.02836		11.01509	22.44874	0.32473	0.02836	0.3623	0.11897	0	0	0	0
Healthy	78.14997	3.38631		78.14997	0.779	1.78324	3.38631	0	0	0	0	0	0
Healthy	21.87536	0		21.87536	37.78292	11.06845	0	4.7408	0.09213	0	0.12009	0	0.08063
Healthy	58.53372	0		58.53372	14.95768	5.44393	0	0	0	0	0.19751	0	0.07621
Healthy	84.4203	0		84.4203	8.13644	0.20884	0	0	0	0	0	2.22449	0
Healthy	42.47926	1.75677		42.47926	17.22782	6.30289	1.75677	0.36584	0.6215	0.23517	0.15376	0	0.05312
Healthy	47.37889	0.09331		47.37889	6.09247	3.72816	0.09331	9.35217	0.06279	0	0.16553	0	0.66426
Healthy	10.74691	0		10.74691	0	0.00099	0	0	0.83807	0	0.13559	0	0
Healthy	25.67414	0		25.67414	6.3569	1.21087	0	11.122	0.24952	33.6412	2.47201	0	0.23576
Healthy	22.49124	0		22.49124	0	0	0	0	0.05253	0	0	0	0
Healthy	76.83471	6.36546		76.83471	3.00788	3.7719	6.36546	0	0	0	0.13388	0	0.08689
Healthy	92.28812	0		92.28812	0.66851	1.38399	0	0.59471	0	0	0	0	0
D003424	86.82066	0.88713		86.82066	4.13503	1.33712	0.88713	0	0.01593	0	0	0	0
Healthy	31.98124	0.0084		31.98124	39.18812	10.50373	0.0084	0	0.02291	0	0.0372	0	0
Healthy	23.00965	0		23.00965	28.18362	5.88356	0	11.616	0	0.45884	0.38038	0	0.13869
Healthy	38.17931	0.99329		38.17931	8.52487	6.25253	0.99329	0	0.19785	0	0.22509	0	0
Healthy	56.97941	0.01951		56.97941	7.39893	19.47635	0.01951	0.03433	0	0	0.15903	0	0.0363
Healthy	36.78631	0.36813		36.78631	24.78142	9.13958	0.36813	0.14651	0.29168	0	0.91117	0	0
Healthy	33.69758	1.10061		33.69758	21.20273	2.71082	1.10061	0.0125	2.0702	0	0.86453	0	0.00341
Healthy	42.76229	0.50892		42.76229	6.4048	12.12022	0.50892	4.91313	0	0.53657	0.18263	0	0.28307
Healthy	13.51035	2.75299		13.51035	0.41297	5.9688	2.75299	43.3886	0.00571	0	1.41008	0	0.73117
Healthy	30.40843	0		30.40843	12.59497	11.0999	0	1.57389	4.60414	1.65946	2.03488	0	0
Healthy	60.42897	0		60.42897	17.74424	6.16445	0	0	0	0	0.24039	0	0
Healthy	48.36933	7.19169		48.36933	3.77426	10.83414	7.19169	0.16663	0.11753	0.14643	0.34772	0	0
Healthy	86.67021	0		86.67021	3.62742	3.93054	0	0	0.05052	0	0	0	0.10866
Healthy	53.94904	0.79588		53.94904	10.0246	25.05284	0.79588	0	0	0	0.06261	0	0
Healthy	70.08185	6.0438		70.08185	1.48986	1.82906	6.0438	0	0	0	0	0	0
Healthy	68.69444	4.18391		68.69444	4.66185	3.59359	4.18391	0	0	0	0.01468	0	0.08122
Healthy	36.02451	0		36.02451	38.72134	12.38335	0	0	0	0	0	0	0.23754
Healthy	41.26125	0		41.26125	0.76608	10.34309	0	17.4983	0	0	0.24821	0	1.83635
Healthy	86.325	0		86.325	4.12593	3.69285	0	0	0.07207	0	0	0	0.10447
Healthy	32.03391	0.00027		32.03391	18.19203	32.7739	0.00027	0.05434	0.03416	0	0.03021	0	0.02126
Healthy	54.38789	9.07253		54.38789	0.88446	5.93796	9.07253	7.03795	0	0	0.65288	0	0.19795
Healthy	11.50015	0		11.50015	52.88648	20.3138	0	0	0	0	4.32143	7.61618	0
Healthy	87.51526	0.00139		87.51526	0.72839	0	0.00139	0	0.01008	0	0.89432	0	0
Healthy	64.18112	0		64.18112	12.47854	7.00809	0	0	0	0	0.00743	0	0.24541
Healthy	44.35732	18.04581		44.35732	4.18866	6.81303	18.04581	7.24902	0.00221	0	0.60856	0	0.101
Healthy	71.89766	0		71.89766	8.46781	7.52962	0	0.75706	0.00913	0	0.28924	0	0
Healthy	16.44269	0		16.44269	24.57283	36.86781	0	0	0.43094	0.83832	0.1074	1.71655	0
Healthy	33.92695	0.31699		33.92695	34.36928	10.32659	0.31699	0.00093	2.15452	0.00087	0.44716	0	0.06757
Healthy	69.49744	6.00624		69.49744	1.75971	1.84077	6.00624	0	0	0	0	0	0
Healthy	8.0179	0		8.0179	68.64843	3.66208	0	0	0	0.37891	0	0	0
Healthy	34.71316	0.64263		34.71316	27.51525	12.67852	0.64263	0.01726	0.23377	0	0.23723	2.50232	0
Healthy	80.53586	2.78692		80.53586	0.79525	1.01859	2.78692	0	0	0	0	0	0
Healthy	54.81073	9.10087		54.81073	0.83639	4.76834	9.10087	7.02297	0	0	0.75143	0	0.15019
Healthy	39.9344	11.0352		39.9344	6.71303	7.70738	11.0352	0	0	0	0.3124	0	0.17665
Healthy	31.95878	4.00506		31.95878	26.45181	0.14974	4.00506	0.77451	0.47479	0	0.02643	0	0
Healthy	69.64278	6.07134		69.64278	4.87012	2.45134	6.07134	0	0	0	0	0	0
Healthy	0	0.84313		0	92.4206	0	0.84313	0	0	0	0	0	0
D003424	71.93198	0		71.93198	3.56485	0	0	5.90251	0	0	0	0	0
Healthy	22.84838	0		22.84838	34.44731	22.80431	0	0.92533	2.26844	1.30656	1.89296	0	0
Healthy	13.085	2.54944		13.085	34.59798	23.88984	2.54944	0	2.30747	0	0.57416	0	0.02522
Healthy	7.51293	0		7.51293	43.05313	5.79401	0	0	0.04582	0	7.47214	0	0
Healthy	71.33247	0		71.33247	2.50648	0.72953	0	0	0	0	0	0	0.17028
Healthy	13.53736	2.61884		13.53736	1.41648	7.88049	2.61884	43.2041	0.01391	0	1.45693	0	0.70847
Healthy	16.28189	0		16.28189	3.29556	19.7307	0	0	0	0	0	0	0
Healthy	94.04399	0.00094		94.04399	0.90055	1.4647	0.00094	0	0.11431	0	0	0	0.03564
Healthy	47.92076	0		47.92076	22.67387	13.11319	0	1.52702	0.05784	0.81108	0	0.95657	0.06093
Healthy	35.26747	7.11565		35.26747	32.36244	11.55041	7.11565	0.0038	2.06336	0	0.33878	0	0.01864
Healthy	49.26256	0.21168		49.26256	18.01938	19.62714	0.21168	0	0.47098	0	1.38018	0	0
Healthy	13.61599	5.34623		13.61599	7.0108	13.60169	5.34623	6.22071	0.00196	10.5995	0.64845	0	0.42185
Healthy	16.58933	0.3099		16.58933	5.53006	3.93508	0.3099	0	0.02929	0	0.17776	0	0
Healthy	66.40109	0		66.40109	1.01419	8.45378	0	0	0	0.00353	0.09098	0	1.54568
Healthy	45.57119	3.99643		45.57119	21.28276	6.03468	3.99643	0.19332	0	0	0	0	0
Healthy	92.02535	0		92.02535	0.65403	1.60922	0	0.56198	0	0	0	0	0
Healthy	65.49834	7.97394		65.49834	6.0521	2.61355	7.97394	0	0.2548	0	0.02172	0	0.02861
Healthy	50.54832	0		50.54832	13.55958	9.12201	0	3.60407	0.0432	0.27414	0.43965	11.3545	0.35913
Healthy	34.21805	0.01684		34.21805	20.78452	6.51327	0.01684	0	0.00703	0	0.37631	0.3065	0
Healthy	15.17885	3.42889		15.17885	15.24657	3.20425	3.42889	0	17.28964	0	0	0	0
Healthy	69.2182	0.42243		69.2182	2.35519	7.88033	0.42243	0.50002	0.02839	0	0.29557	0	0.07743
Healthy	67.58822	0		67.58822	10.82104	7.52538	0	0	0.23763	0	0.08966	4.33249	0
Healthy	7.31158	0.30352		7.31158	40.89378	19.15657	0.30352	0	4.33531	0.71112	1.16741	0.60492	0
Healthy	8.95533	0.01346		8.95533	28.36723	7.11112	0.01346	0	12.35353	8.58242	3.24377	0.03092	0.05299
Healthy	56.26507	0		56.26507	12.70828	9.07805	0	0	0.16048	0	0.66879	0	0.07281
Healthy	64.66053	0.01432		64.66053	25.61626	3.93028	0.01432	0.03433	0.05776	0	0.09753	0	0.02468
Healthy	6.89327	0		6.89327	0.03276	2.11147	0	0	0.16103	0	0	0	0
Healthy	59.975	0.49903		59.975	4.48996	4.17205	0.49903	8.73327	0	0	0.18906	0	0.57947
Healthy	92.48165	0		92.48165	0.69422	1.4187	0	0.57096	0.00834	0	0	0	0
Healthy	35.01314	0		35.01314	4.67138	5.98316	0	15.7038	0	0	4.03491	3.17791	0
D003424	79.56629	2.55158		79.56629	4.8178	7.31479	2.55158	0	0	0	0	0	0
Healthy	51.79606	0		51.79606	8.20025	8.67193	0	5.52321	0	0	0.19311	0	0.35196
Healthy	57.25337	0.15952		57.25337	27.67931	1.59958	0.15952	0	0.23051	0.61392	0.00856	0.00033	0
Healthy	20.35269	0		20.35269	19.82791	14.63678	0	2.6796	0	0	0	3.16388	0
Healthy	81.25365	0		81.25365	12.4706	1.73121	0	0	0	0	0	0	0
Healthy	80.42243	0		80.42243	5.05638	6.29132	0	0	0.06556	0	0.14979	0	0.09552
Healthy	70.31795	0		70.31795	4.00389	10.05695	0	0	0.03801	0	0.18635	0	0.08712
Healthy	47.59874	0.31721		47.59874	6.01233	1.26093	0.31721	0	0.1849	0	0.99828	0	0
Healthy	62.53313	0.08033		62.53313	8.01665	6.79175	0.08033	0	0.03296	0	0.31286	0	0
D003424	73.9314	7.9311		73.9314	2.94287	3.89758	7.9311	0	0	0	0.11378	0	0
Healthy	10.95277	6.05045		10.95277	34.96723	12.57547	6.05045	0.85018	0.30043	1.31384	0.06931	0	0.00433
Healthy	75.5891	0.09855		75.5891	6.7935	8.1491	0.09855	0	0.62767	0	0.05804	0	0.12392
D003424	45.62707	0.11907		45.62707	15.19759	18.47834	0.11907	0	0.0007	0	0.1157	0	0
Healthy	16.44147	0.47126		16.44147	26.42567	30.22909	0.47126	0	1.13986	0	0.04161	0.15607	0
Healthy	68.36849	0		68.36849	3.71935	9.46153	0	0	0.04352	0.02611	0.57964	0	1.39963
Healthy	31.58918	0		31.58918	25.38143	8.72519	0	0.06569	0.93205	0	3.79931	0	0.46929
Healthy	89.78272	0.06305		89.78272	3.95109	1.99502	0.06305	0	0.30918	0	0.04577	0	0
Healthy	69.69771	0.93352		69.69771	6.7284	3.52581	0.93352	0	0.09446	0	0.22879	0	0.32733
Healthy	0.00524	35.66707		0.00524	5.06807	0.00063	35.66707	0	0.02053	0	0.00997	0	0
Healthy	41.96014	0.00032		41.96014	28.37237	23.5004	0.00032	0	0.02158	0	0.07984	0	0.03622
Healthy	50.03338	0		50.03338	20.3958	15.67527	0	0.11436	0.22923	0	0.04008	0	0
Healthy	51.28457	0		51.28457	27.31611	3.51086	0	0	1.87851	0	0.11124	5.00233	0
Healthy	64.45705	0		64.45705	2.72289	10.64787	0	0	0.06328	0	0.20647	0	0.1043
Healthy	25.41636	0.30193		25.41636	21.5874	26.20511	0.30193	0	5.88432	0.46484	1.97135	0	0
D003424	74.79518	0.25916		74.79518	1.71858	4.26574	0.25916	0	0	0	0.00626	0	0
Healthy	33.53843	0		33.53843	0	0	0	0	7.02442	0	0	0	0
Healthy	0.17184	0		0.17184	0	0	0	0	0	0	0	0	0
Healthy	67.5978	0.0505		67.5978	10.84597	7.22287	0.0505	0	0.02009	0	0.36006	0	0.01262
D003424	83.99721	0		83.99721	2.03616	8.30122	0	0.00959	0	0.01887	0.01069	0.92124	0
Healthy	47.86406	7.87332		47.86406	37.59467	2.98849	7.87332	1.02164	0	0	0	0	0
Healthy	18.99234	0.02525		18.99234	49.1509	8.64863	0.02525	0	0.18532	0.37332	0.04012	0.2671	0.02249
Healthy	19.00433	0		19.00433	58.2224	1.0815	0	0	0	0	0	0	0
Healthy	5.58134	0.00167		5.58134	59.30929	9.06289	0.00167	0	0.0606	4.54308	0.12651	6.82833	0.04365
Healthy	71.8222	0		71.8222	21.2987	1.37762	0	0	0	0	0	0	0
Healthy	21.9499	0.0505		21.9499	18.25151	6.08726	0.0505	1.60422	1.34098	0.81977	0.33167	1.95551	0.03903
Healthy	68.94433	0.45911		68.94433	2.44182	7.66312	0.45911	0.57539	0.03694	0	0.31869	0	0.0803
Healthy	64.0782	0		64.0782	7.49474	6.88307	0	0	0	0	0.84446	0	0.14952
Healthy	28.4711	0		28.4711	11.34262	15.81325	0	0	0	13.65711	1.09278	12.2577	0
Healthy	64.33329	0		64.33329	14.75114	1.38729	0	0	0	0	0.24974	0	0.08643
Healthy	45.38809	0		45.38809	13.23618	2.31903	0	0.10122	0.17819	12.9929	0.21988	0	0.17241
Healthy	63.45599	0		63.45599	12.62105	7.11597	0	0	0	0	0.03156	0	0.24935
Healthy	69.81945	0		69.81945	3.82725	4.42032	0	0	0.08921	0.0457	0.66573	0	1.37307
Healthy	69.98304	11.7478		69.98304	8.67648	7.49971	11.7478	0.29747	0	0	0	0	0
Healthy	62.43706	9.51592		62.43706	13.27475	2.25436	9.51592	1.00862	0.00651	0	0.38073	0.34517	0.13521
Healthy	29.76015	0		29.76015	6.97518	7.17018	0	22.9357	0	0	0	0	0.02902
Healthy	67.42135	0.04518		67.42135	0.36828	2.7437	0.04518	0.01074	0.02664	0	0.89704	0.04002	0.44981
D003424	78.45562	0		78.45562	6.90449	5.16409	0	0	0	0	0.11092	0	0.11108
Healthy	47.00231	6.39375		47.00231	18.19845	5.84463	6.39375	0.12582	4.47468	0	0.51306	0	0.1164
D003424	0	0		0	17.86072	0	0	0	69.06284	0	6.46632	0	0
Healthy	38.03577	0		38.03577	16.07936	3.60498	0	1.66704	0.15054	5.49142	0.14939	0.01741	0
Healthy	3.48867	0.77266		3.48867	14.95221	13.982	0.77266	1.35904	0.95828	0	0.97005	0	0
D003424	62.44637	0		62.44637	4.21469	5.37163	0	0	0	0	0	0	0.03218
Healthy	34.634	0		34.634	13.98306	1.45351	0	0.17148	0	17.6933	0	0	0
Healthy	46.3665	0		46.3665	32.31142	12.64821	0	0	0.01493	0	0.06912	4.47682	0
D003424	0	31.5554		0	8.4987	0	31.5554	0	0.3955	0	0	0	0
Healthy	54.44457	9.05807		54.44457	0.83181	4.79807	9.05807	7.18822	0	0	0.67489	0	0.18762
Healthy	77.24692	0		77.24692	0.99503	8.29177	0	0	0.03325	0	0.0421	0	0.00309
Healthy	39.9439	2.1907		39.9439	29.1242	6.16628	2.1907	0	0.66699	0	0	1.78144	0
Healthy	28.4648	0.51456		28.4648	7.72942	8.36898	0.51456	0.69177	0.95351	0	0.86277	0	0.18521
Healthy	11.18476	0.33042		11.18476	0.02521	0.00945	0.33042	0	0.71083	0	0.00572	0	0
Healthy	68.83196	4.49546		68.83196	5.05781	4.73373	4.49546	0	0.46318	0	0.06438	0	0
Healthy	18.48175	2.75629		18.48175	13.34716	17.32882	2.75629	0.04061	0.20593	0	2.23933	0	0.00557
Healthy	19.80125	2.14611		19.80125	26.86308	26.8371	2.14611	0	1.55353	0	0.6945	0	0
Healthy	89.60612	0		89.60612	1.84236	2.08801	0	0.89533	0	0	0.04658	0	0
Healthy	79.32634	0		79.32634	12.19507	0.44548	0	0	0.045	0	0	0	0.02326
Healthy	64.7915	8.9084		64.7915	1.59126	0	8.9084	0	0.13998	0	0.23655	0	0.0209
Healthy	46.14072	0.11281		46.14072	8.07975	5.46499	0.11281	0	0	0.04177	0.53344	0	0.13915
Healthy	74.22648	0.11493		74.22648	8.70872	6.35769	0.11493	0	0.18012	0	0.00078	0	0
Healthy	24.52221	0.03702		24.52221	39.09351	10.57266	0.03702	2.16926	0.26968	2.40259	1.43841	1.24512	0.08894
Healthy	62.82739	0		62.82739	13.1076	7.34277	0	0	0	0	0.01594	0	0.19456
Healthy	16.25658	1.27647		16.25658	6.97978	26.48171	1.27647	0.02971	0.10506	0	0.15821	0	0.18604
Healthy	60.71918	9.30341		60.71918	2.41414	1.24061	9.30341	0.69476	0	0	0.01238	0	0.30347
Healthy	38.66583	0		38.66583	33.17414	17.95265	0	0	0.75743	0	0.13632	0.0853	0
Healthy	73.60357	2.56042		73.60357	1.98244	6.05921	2.56042	0	0.04636	0	0	0	0.02988
Healthy	22.96777	4.49516		22.96777	17.14042	16.98171	4.49516	0	0.26814	0	4.2277	0	0
Healthy	16.50911	0.43653		16.50911	12.28677	6.23696	0.43653	2.50305	14.23795	0	1.27449	0.16206	0
Healthy	51.20972	1.22751		51.20972	4.4081	3.62876	1.22751	0.96752	0.19981	0	0.41828	0	0.01556
Healthy	24.12008	8.2285		24.12008	26.02062	13.04518	8.2285	0	0.15871	0	0.16626	0	0
Healthy	47.11644	1.03152		47.11644	20.16807	6.21253	1.03152	0.01451	0.70932	0	0	3.40753	0
Healthy	46.53449	0.80593		46.53449	0.62434	3.38891	0.80593	0	0	0	0	0	0
Healthy	49.88645	0		49.88645	10.85923	13.88107	0	1.4265	0	0	0.29666	0	0.31051
Healthy	40.86327	0.0047		40.86327	16.43143	4.90135	0.0047	0	1.59787	0	0.21175	0	0
Healthy	82.80283	0		82.80283	11.80033	1.5721	0	0	0	0	0	0	0
Healthy	16.93243	0		16.93243	15.9579	11.94591	0	0	0	0	2.36626	0.02442	0
Healthy	74.21552	0		74.21552	11.43972	0.98607	0	5.35162	0.04412	0	0.11767	0	0.02569
Healthy	66.90504	8.09313		66.90504	1.45453	0	8.09313	0	0.17368	0	0.21004	0	0.01842
Healthy	1.76094	0		1.76094	34.3164	17.73548	0	0	0.81814	6.63654	1.68792	0.17896	0.0237
Healthy	77.53896	7.44466		77.53896	0.87248	10.39646	7.44466	0.35196	0	0	0.03848	0	0.00133
Healthy	7.16012	1.98326		7.16012	23.83988	8.95789	1.98326	0	19.83488	1.63292	1.63534	0	0.00046
Healthy	20.66517	1.28951		20.66517	7.23867	8.17545	1.28951	1.88655	1.05054	0	4.57511	0	0
Healthy	41.07074	0.03122		41.07074	29.00089	8.61412	0.03122	0.70036	0.4134	0	0.00387	0.87851	0
Healthy	27.96579	3.84082		27.96579	24.05722	12.85447	3.84082	0.0041	0.1602	0	1.11762	0	0.00347
Healthy	69.93574	2.71768		69.93574	5.51617	4.54655	2.71768	0.12044	0	0.0527	0	0	0.0611
Healthy	30.96834	3.33071		30.96834	25.07007	14.18288	3.33071	0.99344	0.7066	0.26311	1.75348	1.2162	0.14221
Healthy	53.65126	0		53.65126	6.33741	18.27108	0	1.0437	0	0	0	0	0.05295
Healthy	62.8	0		62.8	13.67274	15.06211	0	0	0	0	0	0	0
Healthy	68.59559	4.35983		68.59559	4.83223	4.90514	4.35983	0	0.43515	0	0.05665	0	0
Healthy	63.18419	0		63.18419	24.22755	4.21126	0	0	0	0	0.0476	0	0.43122
Healthy	21.09517	0		21.09517	28.10445	17.75143	0	0	0.29468	0.39262	0	1.80022	0
Healthy	15.95491	2.07311		15.95491	15.54098	19.24559	2.07311	0	0.31516	0	2.56499	0	0
Healthy	57.7349	0		57.7349	30.3801	11.885	0	0	0	0	0	0	0
Healthy	36.7589	2.02217		36.7589	27.86185	9.91987	2.02217	0	0.08695	0	0.18821	0	0
Healthy	56.86951	0		56.86951	18.19148	6.98598	0	0	0.56351	0	0.73683	2.6772	0
