group	Bacteroidales	Veillonellales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Acidaminococcales	Desulfovibrionales
Healthy	26.60649	1.36615		26.60649	20.99256	6.77981	1.36615	0	0	0	0.14301	0	0
Healthy	81.6959	0		81.6959	12.29415	1.73417	0	0	0	0	0	0	0
Healthy	19.46004	0.41556		19.46004	23.61941	34.5574	0.41556	0	0.77597	0	0	0.22735	0
Healthy	1.0593	0		1.0593	2.21262	0.86535	0	0	0	0	0	0	0
Healthy	45.89856	3.08492		45.89856	0.57429	8.08383	3.08492	0.14175	0.08386	0	0.76734	0.06436	0.69799
Healthy	41.50004	0		41.50004	17.65966	16.38094	0	0	0	0	1.0065	0	0.05916
Healthy	16.15155	0		16.15155	5.33313	7.14021	0	2.17357	0.22417	0.19313	0.37033	1.68488	0
Healthy	50.36431	0		50.36431	18.82662	6.94334	0	0.00195	0.10111	0	0.11976	5.18	0.19257
Healthy	69.39126	6.2613		69.39126	5.10605	2.46331	6.2613	0	0	0	0	0	0
Healthy	80.88058	0.24336		80.88058	12.23176	1.69879	0.24336	0	0.65049	0	0.07659	0	0
Healthy	77.87295	0.01053		77.87295	9.23465	4.42969	0.01053	2.21179	0.2874	0	0.11511	0.00354	0.00186
Healthy	24.71545	3.90595		24.71545	35.46094	8.53343	3.90595	0	0	0.2591	0	0	0
Healthy	35.63195	0		35.63195	22.1625	15.62476	0	0.58929	0.26246	0.55965	0.06671	3.13391	0.00321
Healthy	70.99252	0		70.99252	3.72731	7.0161	0	0	0.08932	0.01877	0.57128	0	1.33117
Healthy	44.1636	0		44.1636	17.81643	18.24398	0	0	0.03414	0	1.23412	0	0
Healthy	92.47901	0		92.47901	0.63088	1.46182	0	0.51403	0	0	0	0	0
Healthy	56.09489	0		56.09489	10.51845	9.47927	0	0	0	0	1.68149	0	0.07375
Healthy	66.2303	4.7958		66.2303	13.35752	3.84335	4.7958	0	0.20951	0	0	0	0
Healthy	41.8416	0		41.8416	0.97368	1.5586	0	10.9796	0	0	0.4575	10.5536	2.65193
D003424	62.97565	0		62.97565	8.18249	1.85442	0	1.48199	0.05456	0	0.90211	0	0.17537
Healthy	20.75023	0		20.75023	13.71249	4.86076	0	0.41073	0.42642	35.1411	1.36934	0.21907	0
Healthy	87.7612	0		87.7612	3.42316	3.2623	0	0	0.06726	0	0	0	0.09632
Healthy	57.5046	0		57.5046	5.991	5.92507	0	0	0.27211	0.20364	1.79548	0	0.10935
Healthy	16.91489	0.04534		16.91489	45.26128	16.99438	0.04534	0	2.64924	0.77591	0.63577	1.09308	0.08277
Healthy	32.23104	7.59543		32.23104	16.22241	15.46271	7.59543	0.04302	0.00069	0	0.00074	0	0
Healthy	55.35614	0		55.35614	31.60651	6.16718	0	0	0	0	0.20099	0	0.02455
Healthy	60.41193	8.60092		60.41193	1.37921	0.75741	8.60092	0.58013	0	0	0	0	0.22609
Healthy	26.77579	1.57209		26.77579	19.00012	14.35694	1.57209	0	0.55472	0	0.15105	0	0
Healthy	67.44375	11.44107		67.44375	2.28573	0.08765	11.44107	0	0	0	0	0	0
Healthy	66.12035	4.05997		66.12035	5.53462	0.30864	4.05997	0	0	0	0	0	0
Healthy	70.13297	2.85673		70.13297	5.55094	4.43298	2.85673	0.13626	0.00177	0.05586	0	0	0.11614
Healthy	56.39179	0		56.39179	5.87078	5.99463	0	0	0.20327	0.19256	1.8823	0	0.0717
Healthy	23.30865	1.27523		23.30865	31.25844	28.49601	1.27523	0	0	0	0.14193	0	0
Healthy	22.89065	0.93998		22.89065	22.10185	16.2683	0.93998	2.84965	2.81321	3.32246	0	0	0
Healthy	19.52397	0		19.52397	69.83677	1.65543	0	0	0	0.51583	0	0	0
D003424	88.82025	0		88.82025	0.84531	5.11379	0	0.02263	0	0.05843	0	0.36436	0
Healthy	63.77111	0.68633		63.77111	9.86494	8.08684	0.68633	0	0.21223	0	0	0	0
Healthy	67.86063	0.3382		67.86063	2.41508	7.91954	0.3382	0.56547	0.01202	0	0.30221	0	0.06204
Healthy	60.69024	0		60.69024	13.47566	6.94337	0	0	0	0	0	0	0.28287
Healthy	68.7163	2.15205		68.7163	0	0	2.15205	0	0	0	0	0	0
Healthy	8.95235	0		8.95235	23.52533	7.22758	0	9.41662	0	2.26721	0.03826	0	0
Healthy	53.88338	0		53.88338	7.05512	11.46075	0	12.8248	0.01747	0	1.47642	0	0.64324
Healthy	59.47556	0.08151		59.47556	8.92962	7.3354	0.08151	0	0.02346	0	0.3783	0	0
D003424	0	0.4359		0	31.57255	0	0.4359	0	1.62866	0	0.26097	0	0
Healthy	66.96559	0.22984		66.96559	14.21606	11.31986	0.22984	0.12452	2.23373	0	0.18177	0	0.11504
Healthy	54.39563	0.63239		54.39563	10.11818	18.19346	0.63239	0	0	0	0	0	0
Healthy	22.01124	0.00087		22.01124	21.72554	15.78044	0.00087	0.89803	0.32283	1.5014	0.82294	0	0.14269
Healthy	62.88602	0.22855		62.88602	17.04743	10.61777	0.22855	0.83565	0.06128	0	0.24671	0	0.00715
Healthy	77.74572	0		77.74572	3.17894	1.65189	0	0	0	0	0.19978	0	0.14421
Healthy	77.15751	6.46852		77.15751	3.146	3.84158	6.46852	0	0	0	0.18884	0	0.05495
Healthy	13.35234	2.74722		13.35234	0.38565	5.80588	2.74722	44.3211	0.01202	0	1.46508	0	0.72008
Healthy	12.31931	3.93941		12.31931	0	0.00083	3.93941	0	3.34539	0	0.02426	0	0
Healthy	61.52629	0.13726		61.52629	1.9568	6.53008	0.13726	0.70898	0	0	0.13318	0	0.03414
Healthy	41.3138	0		41.3138	29.47953	1.96996	0	0	0	3.11173	0	0	0
Healthy	26.0167	0		26.0167	30.42778	4.07104	0	0	0.0203	0.57844	0.03036	0	0.04745
Healthy	8.23024	0.28195		8.23024	5.01193	15.89829	0.28195	0.02197	2.63975	9.29125	1.67314	0	0.01788
Healthy	59.19358	0		59.19358	0.00652	0	0	0	0.06942	0	0	0	0
Healthy	39.1705	4.72148		39.1705	36.63131	0.36792	4.72148	0	0.67212	0	0	0	0
Healthy	33.35905	6.34787		33.35905	11.14217	4.4971	6.34787	0.05676	0.02675	0.0089	0.02305	0	0.00212
Healthy	17.70602	0.01114		17.70602	43.84906	16.64414	0.01114	0	2.54226	0.70044	0.66136	1.1635	0.0843
Healthy	15.74507	0		15.74507	10.84159	48.86048	0	0	0	0	3.02327	0	0
Healthy	62.55839	0.32115		62.55839	24.305	7.03764	0.32115	0.07577	0.10091	0	0	0	0
Healthy	57.60587	15.318		57.60587	4.2111	1.01176	15.318	0	0.31322	0	0.58803	0	0.02339
D003424	77.49114	0		77.49114	8.07287	4.24513	0	0	0.25879	0	0.05613	2.89264	0.00182
Healthy	62.10895	0		62.10895	21.03439	4.13178	0	0	0.0782	0	0.18221	0	0.1922
Healthy	43.68784	0		43.68784	1.23217	2.15337	0	0	0.01606	0	0.10075	0	0.04787
Healthy	37.00331	0		37.00331	36.2769	13.231	0	0	0.05262	0	1.19723	0	0
Healthy	54.07795	0		54.07795	9.67989	0	0	0	0	0	0	0	0
Healthy	26.73081	1.02417		26.73081	31.8156	28.6598	1.02417	0	0.27659	0	0	0	0
Healthy	60.91644	0.11644		60.91644	7.41093	6.31896	0.11644	5.85149	0.4411	0	0	0.26428	0
D003424	52.7275	0		52.7275	5.75819	4.41719	0	15.1069	0	0	0	0	0
Healthy	48.31568	0		48.31568	6.17621	11.14261	0	5.88994	0	0	0	0	0.23731
Healthy	64.79763	3.29913		64.79763	2.09958	1.34671	3.29913	0.00115	0.01043	0	0.05954	0.00033	0
Healthy	28.3397	0.09281		28.3397	21.33534	4.97076	0.09281	1.90163	1.15081	0	1.38203	0	0.00493
D003424	67.40292	5.84454		67.40292	4.62194	2.48678	5.84454	0	0.09775	0	0	0	0
Healthy	77.32999	0		77.32999	0.76121	8.31266	0	0	0.02591	0	0.05876	0	0.00324
Healthy	70.34527	2.68998		70.34527	5.72513	4.43491	2.68998	0.10717	0.00189	0.04814	0	0	0.11375
Healthy	49.0545	22.2746		49.0545	15.12293	0.58598	22.2746	1.29381	0	0	0	0	0
Healthy	69.79397	0		69.79397	9.78814	10.22545	0	0	0.02336	0	0.08191	0	0.26162
Healthy	67.81815	0.09799		67.81815	20.0574	4.28682	0.09799	0	0.14163	0	0.22677	0	0
Healthy	65.5694	8.84937		65.5694	1.70546	0.03625	8.84937	0	0.17968	0	0.29068	0	0.04885
Healthy	68.45521	0		68.45521	2.70959	8.92958	0	0	0.01799	0	0.58739	0	0
Healthy	38.97581	0.40508		38.97581	27.26938	11.13561	0.40508	0.18045	0.11371	0	0.61505	0	0.06165
Healthy	69.30138	0		69.30138	2.42962	8.83439	0	0	0.01821	0	0.59301	0	0
Healthy	1.60432	0.00942		1.60432	20.09009	5.09118	0.00942	0	7.76499	22.3755	1.06157	5.0336	0
Healthy	48.44869	0		48.44869	6.18849	12.49654	0	5.94372	0	0	0	0	0.19675
Healthy	86.81948	0		86.81948	3.74794	3.5101	0	0	0.07795	0	0	0	0.10547
Healthy	12.2298	4.54092		12.2298	5.6304	32.8596	4.54092	10.6627	0	0	0.04776	0	0
Healthy	12.06736	5.38641		12.06736	35.85053	11.33977	5.38641	0.55245	0.34531	1.49401	0.04697	0	0.00509
Healthy	29.37652	0		29.37652	6.11296	8.55856	0	23.5265	0.12738	2.19041	0.36944	2.59134	0.81652
Healthy	11.17298	2.67914		11.17298	43.90919	6.3819	2.67914	0	0	10.4569	0	0	0
Healthy	69.41041	6.20158		69.41041	1.57102	1.93601	6.20158	0	0	0	0	0	0
Healthy	15.44434	0		15.44434	23.18683	37.81573	0	0	0.35331	0.75007	0.05672	1.90138	0
Healthy	67.72931	0.05706		67.72931	0.32418	4.48824	0.05706	0.00985	0.05261	0	0.91186	0.03559	0.44833
Healthy	0.0051	0		0.0051	0	0	0	0	0	0	0	0	0
Healthy	60.07223	0		60.07223	4.27275	7.93102	0	0	0.02622	0.0641	0.61189	0	0.05598
Healthy	26.39939	0.60797		26.39939	1.2422	9.40485	0.60797	0.43209	0.29646	0	1.31353	0.00862	0.70216
Healthy	66.30708	0		66.30708	3.03737	4.63256	0	10.5133	0.0626	0.00202	0.26175	0.92096	0.26754
Healthy	69.02422	0		69.02422	0.98848	5.25849	0	0	0	0.03445	0.12241	0	1.47767
Healthy	64.42086	0		64.42086	19.22917	4.67796	0	0	0.00226	0	0.15625	0	0.37319
Healthy	15.55609	0		15.55609	29.9519	37.47754	0	0.00206	1.81947	0	0.58585	0	0
Healthy	76.65911	0		76.65911	0.70725	8.83678	0	0	0.02218	0	0.06371	0	0.00325
Healthy	52.02453	0		52.02453	8.03962	8.50536	0	5.54787	0	0	0.19355	0	0.32032
Healthy	10.94183	3.76164		10.94183	5.41206	28.08231	3.76164	11.9466	0	0	0.17705	0	0
Healthy	9.58545	11.8655		9.58545	25.39822	25.02424	11.8655	0.91338	0.32345	0	1.69258	0.2767	0
Healthy	24.65919	0.99789		24.65919	10.57816	17.28463	0.99789	5.55483	0.74496	0.32437	0.96739	0	0.15039
Healthy	80.04586	0.02216		80.04586	1.59744	7.03672	0.02216	0	0	0	0.06684	0	0
Healthy	67.13567	0		67.13567	8.83503	6.27437	0	0.58248	0.02136	0	0.30433	0	0.07483
Healthy	67.41444	0.00659		67.41444	9.14533	5.85141	0.00659	0.54782	0.01061	0.01295	0.35408	0	0.0955
D003424	50.40514	0		50.40514	22.62801	11.27641	0	0	0	0	0.06931	0	0
Healthy	42.27842	0.01704		42.27842	35.9601	13.27881	0.01704	0	1.08101	0.14841	0.3423	0.55058	0
Healthy	55.64763	8.89733		55.64763	4.02704	4.58988	8.89733	6.98413	0	0	0.55687	0	0.17982
Healthy	30.28015	0		30.28015	6.21473	8.17205	0	23.0526	0.08707	2.25595	0.37962	2.61111	0.5915
D003424	40.68635	18.57621		40.68635	11.37466	9.35097	18.57621	0.00445	2.04913	0	0	0	0
Healthy	4.60152	4.68645		4.60152	23.18369	1.41065	4.68645	1.17037	0.01654	0	0.34499	0	0
Healthy	63.84875	0.00933		63.84875	14.66232	3.04328	0.00933	0	0	0	0.30411	0	0.06882
Healthy	45.58241	3.03276		45.58241	0.69034	6.61852	3.03276	0.14643	0.11909	0	0.73979	0.0337	0.62884
Healthy	48.56843	0		48.56843	6.51314	10.63184	0	6.15939	0	0	0	0	0.19774
Healthy	6.64501	0.06843		6.64501	2.74978	11.15835	0.06843	0	1.55162	3.75983	2.58962	0	0
Healthy	78.67341	0		78.67341	3.69966	2.18206	0	0	0	0.10412	0.64731	0.04113	1.51706
Healthy	11.67897	3.39971		11.67897	47.86065	15.77703	3.39971	0.72467	3.48619	2.99009	0.04448	0	0.04407
Healthy	66.55142	11.36763		66.55142	2.28218	0.10246	11.36763	0	0	0	0	0	0
Healthy	47.27326	0		47.27326	6.24883	11.19708	0	5.82754	0	0	0	0	0.17934
Healthy	9.6557	1.63743		9.6557	18.1754	8.68593	1.63743	0	14.98731	0.78441	3.42746	0	0
Healthy	31.27239	12.7201		31.27239	8.60718	6.28341	12.7201	0.05007	0.00633	0	1.15465	0	0.00419
Healthy	38.73967	0.01312		38.73967	6.81285	16.7529	0.01312	0.22973	0.22494	0	0.2084	3.05144	0.13801
Healthy	47.96941	0.07213		47.96941	26.96077	3.91326	0.07213	0	0.06733	0	0	0	1.28897
Healthy	10.74105	0		10.74105	28.894	2.20286	0	2.25271	0	6.83579	0	0	0
Healthy	25.8744	0.07054		25.8744	46.93193	13.36036	0.07054	0.43301	0.64308	0.29171	0.32759	0	0
D003424	83.23416	2.53036		83.23416	0.6159	4.1411	2.53036	7.49288	0	0	0	0	0
Healthy	46.93403	0.01738		46.93403	0.01859	0.00078	0.01738	0	0.82044	0	1.99768	0	0.07383
Healthy	28.91381	4.01589		28.91381	16.79701	15.19378	4.01589	0.07339	0.29673	0	1.01816	0	0
Healthy	50.11589	0		50.11589	28.05617	0	0	0	0	0	0	0.9355	0
Healthy	44.43514	0.06195		44.43514	8.12301	6.87072	0.06195	0.21883	0.21919	0.00143	0.73691	0	0.03955
Healthy	53.13198	0		53.13198	7.85219	6.68376	0	0	0.14799	0	0.05575	0.09208	0.07429
Healthy	34.50608	0		34.50608	15.8757	17.70562	0	0.83149	2.25836	0	1.05614	2.27543	0.26021
Healthy	63.55773	0		63.55773	24.02851	4.36624	0	0	0	0	0.0728	0	0.3977
Healthy	77.7602	0		77.7602	3.73018	4.78626	0	0	0	0.10932	0.62741	0.11775	1.47135
Healthy	26.36217	0.70523		26.36217	35.25653	27.8322	0.70523	0	0.16003	0	0	0	0
Healthy	53.52142	9.1376		53.52142	0.82863	7.5697	9.1376	7.17834	0	0	0.68905	0	0.15019
Healthy	53.23884	0		53.23884	13.08515	4.47687	0	0	0	0	0.21376	0	0
Healthy	49.92278	0		49.92278	15.20616	18.67006	0	0	0	1.12509	0.13437	0.83159	0
Healthy	89.09289	3.37266		89.09289	1.20825	1.45312	3.37266	0	0.223	0	0.15418	0	0.00256
Healthy	65.07545	0.32659		65.07545	6.64336	7.11944	0.32659	0	0.0145	0.15029	0.24418	0	0.15304
Healthy	64.06727	0		64.06727	9.28995	4.81253	0	0	0.09398	0	1.3424	0	0.03707
Healthy	48.80242	0.0852		48.80242	5.98464	3.85535	0.0852	9.16536	0.03503	0	0.15641	0	0.67466
Healthy	39.68736	1.41727		39.68736	21.33333	12.19593	1.41727	2.55681	0.1806	1.41365	0.07942	0	0
Healthy	3.37609	0		3.37609	14.7844	55.382	0	0	0	0	0	0	0
Healthy	22.54515	4.90607		22.54515	19.27721	33.05769	4.90607	0	0.85733	0	0.4206	0	0
Healthy	61.90876	0		61.90876	21.62777	2.25388	0	0	1.93799	0	0.43065	0	0
Healthy	65.77098	4.66859		65.77098	13.32261	3.77801	4.66859	0	0.24015	0	0	0	0
Healthy	52.17961	0.03451		52.17961	5.42416	30.05276	0.03451	0.18057	0.72561	0	0.04871	0	0
Healthy	4.39774	0		4.39774	27.43436	0.44311	0	0.10792	18.30827	0	8.18426	0.20431	0
Healthy	49.23491	0.00251		49.23491	17.37687	11.49575	0.00251	0	0.41061	0.00472	0.23606	2.06491	0.34134
Healthy	88.84668	3.43749		88.84668	1.05575	1.4274	3.43749	0	0.26034	0	0.13229	0	0.00761
Healthy	46.5767	0		46.5767	10.27839	18.65975	0	0	2.36562	0	1.22039	0.19486	0.05704
Healthy	8.0179	0		8.0179	68.64843	3.66208	0	0	0	0.37891	0	0	0
Healthy	71.53509	0.01468		71.53509	15.82956	3.67337	0.01468	0	0.18192	0	0.06455	0	0.0596
Healthy	34.82541	0		34.82541	23.39615	11.2332	0	0	0	0	0	0	0
Healthy	23.7146	0.40284		23.7146	31.93906	21.80977	0.40284	0.42284	1.34408	0	0.90588	0	0
Healthy	38.55289	0		38.55289	0	0	0	0	0.22569	0	0	0	0
Healthy	23.71179	0.00272		23.71179	14.42117	6.11368	0.00272	0.07371	0	0.04229	0.00789	0	0
Healthy	65.86083	7.9329		65.86083	5.92327	2.56625	7.9329	0	0.26525	0	0.03182	0	0.02623
Healthy	84.82546	0		84.82546	6.45903	1.7323	0	0	0.00194	0	0.04992	0	0.0213
Healthy	88.87543	1.16371		88.87543	0.20051	1.5189	1.16371	4.6295	0	0	0	0	0
Healthy	7.28936	0		7.28936	0	0	0	0	0	0	0	0	0
Healthy	70.25622	1.73952		70.25622	15.72166	1.53919	1.73952	2.84123	0	0	0	0	0
Healthy	43.52601	0.28795		43.52601	8.31204	12.16234	0.28795	2.40184	0	0.34645	0.04591	0	0.06803
Healthy	18.58328	2.28738		18.58328	9.80768	2.69242	2.28738	0	22.27831	0	1.41242	2.55158	0.18021
Healthy	21.84724	0		21.84724	40.97327	10.82703	0	3.47228	0.2236	0	0.07225	0	0.07256
Healthy	30.04784	0		30.04784	3.13524	33.64406	0	4.19116	0	0	0.01643	3.77965	0
Healthy	70.00135	5.95091		70.00135	5.02239	2.39336	5.95091	0	0	0	0	0	0
Healthy	44.99102	2.51346		44.99102	14.88087	8.24758	2.51346	0	0.08121	0	0.12737	0	0
Healthy	24.68143	0.59884		24.68143	54.00492	8.04473	0.59884	0.21299	0.39736	0.08608	0.68768	0	0
Healthy	66.80106	10.98174		66.80106	2.44881	0.08823	10.98174	0	0	0	0	0	0
Healthy	30.74518	0.04778		30.74518	23.99764	3.53297	0.04778	0	0.07118	0	0.10876	0.11895	0
Healthy	20.681	8.4106		20.681	30.20196	24.67137	8.4106	2.48303	0.10194	3.55858	0	0	0
Healthy	67.23864	0.0601		67.23864	0.39643	3.3899	0.0601	0	0.04162	0	0.90455	0.02612	0.43213
Healthy	79.5532	0		79.5532	1.78355	3.70954	0	3.73739	0	0	0.15301	0	0.02068
Healthy	77.46103	6.50786		77.46103	2.91847	3.83002	6.50786	0	0	0	0.18093	0	0.08262
Healthy	37.48435	0		37.48435	39.02786	2.96272	0	0	0	0	0	0	0
Healthy	42.17307	0		42.17307	23.17676	4.37855	0	4.79499	0	0	0.47721	0	0.01653
Healthy	69.54745	6.22355		69.54745	5.03933	2.50862	6.22355	0	0	0	0.00265	0	0
Healthy	26.3885	0.59341		26.3885	1.25215	12.37836	0.59341	0.4868	0.34771	0	1.26532	0.00879	0.51404
Healthy	18.78237	10.6599		18.78237	18.03648	24.56914	10.6599	0	4.0795	0	3.72011	0	0.08455
Healthy	77.19162	0.72202		77.19162	1.17809	4.23988	0.72202	12.5924	0	0	0	0	0
Healthy	33.92262	10.01809		33.92262	20.39561	16.46134	10.01809	0	0.43111	0	0.10086	0	0.00067
Healthy	27.41332	0		27.41332	21.16724	7.16227	0	5.3777	2.68379	0	0.52595	2.71353	0
D003424	85.5952	3.17711		85.5952	0.86939	3.33329	3.17711	1.41094	0	0	0	0	0
Healthy	62.32274	0		62.32274	18.8168	7.44867	0	0	0.07244	0	0.24388	0	0.00226
D003424	20.51928	2.98808		20.51928	4.50335	3.01691	2.98808	0.1342	0	0	0.01119	0	0.00538
Healthy	68.75745	0.38364		68.75745	2.31412	7.72206	0.38364	0.50525	0.0121	0	0.33413	0	0.08344
Healthy	36.60658	0		36.60658	40.90293	9.90033	0	0	0	0	0	0	0.05779
Healthy	22.21139	0.31315		22.21139	21.77194	25.07178	0.31315	0.04092	0.1849	0.04421	0.11222	6.24934	0
Healthy	14.04776	0		14.04776	44.66688	8.45806	0	0	2.86345	0	5.40087	0	0
Healthy	79.3563	0		79.3563	13.32349	2.48088	0	0.3553	0.08617	0	0	2.49667	0
D003424	40.42688	0.30376		40.42688	2.1353	3.47474	0.30376	0.32008	0	0	0.01309	4.16601	0.13352
Healthy	14.44243	0.03055		14.44243	1.74986	0.02214	0.03055	0	4.09721	0	0.00123	0	0
D003424	60.37373	0.38599		60.37373	1.71482	32.27618	0.38599	0.00914	0.00048	0	0.07175	0	0
Healthy	47.15603	1.32711		47.15603	5.53072	2.54261	1.32711	1.24863	0.00098	0	0.0728	0	0
Healthy	19.14718	5.29396		19.14718	16.89956	35.1976	5.29396	0	0.33876	0	0.50091	0	0
D003424	46.52808	5.55264		46.52808	4.79633	19.21681	5.55264	0.03275	0.84598	0.00439	0.01231	0	0
Healthy	67.53369	6.22044		67.53369	3.44613	4.32026	6.22044	0	0	0	0	0	0
D003424	14.37283	13.4314		14.37283	18.02719	0.10587	13.4314	0.00084	0.20768	0	0.09476	0	0
Healthy	67.96798	4.38533		67.96798	4.95075	5.18063	4.38533	0	0.48478	0	0.05353	0	0.01482
Healthy	39.78159	0.41238		39.78159	27.17506	19.87075	0.41238	0.06568	1.35608	0	0	0	0
Healthy	17.42109	0.33762		17.42109	25.21606	6.13491	0.33762	0.35684	0.01917	0	0	3.90566	0
Healthy	46.68828	0.20711		46.68828	26.36663	5.87192	0.20711	0	3.04736	0	0.15254	0	0.01124
Healthy	33.17284	0.0009		33.17284	6.4388	10.21739	0.0009	0	0	1.24695	0.13524	0	0.13317
Healthy	68.79055	3.83576		68.79055	22.10863	1.30825	3.83576	0	0	0	0	0	0
Healthy	46.32513	0		46.32513	0.0717	0	0	0	0.63723	0	2.96233	0	0
D003424	62.4125	0		62.4125	1.6676	11.46527	0	0	0	0	0	0	0
Healthy	45.38947	0.01343		45.38947	12.20816	15.91689	0.01343	0.02265	0.0723	0.12133	0.83402	0	0.20968
Healthy	7.18264	0.45372		7.18264	11.69041	9.09041	0.45372	4.64073	0.14553	27.2102	1.58652	0	0
Healthy	20.40739	0		20.40739	26.45985	27.71414	0	2.12082	0.20006	1.33131	0	0	0
Healthy	71.10958	0		71.10958	2.552	0.79805	0	0	0	0	0	0	0.06823
Healthy	44.66073	17.60929		44.66073	4.35537	6.65479	17.60929	6.84902	0.01394	0	0.62282	0	0.10009
Healthy	67.51672	0.04647		67.51672	0.27054	4.07999	0.04647	0.00874	0.05416	0	0.95895	0.03838	0.4126
Healthy	47.52177	6.82389		47.52177	3.32815	10.3379	6.82389	0.2033	0.15939	0.11554	0.34314	0	0
Healthy	63.18956	4.49228		63.18956	15.61718	6.55709	4.49228	0.0876	0.05303	0	0.22654	0	0.0502
Healthy	46.5268	0.63096		46.5268	40.73785	1.38874	0.63096	0	1.58204	0	0	0	0
Healthy	83.50859	0.11794		83.50859	1.45792	6.69881	0.11794	0	0.05218	0	0.05125	0	0
Healthy	69.61899	4.11526		69.61899	4.62016	3.43284	4.11526	0	0	0	0	0	0.20568
Healthy	35.45701	0.71811		35.45701	27.26339	15.20514	0.71811	0.01892	0.24923	0	0.25627	2.89743	0
Healthy	35.4642	0		35.4642	0.06048	0.30588	0	0	0.37657	0	0	0	0
Healthy	81.15904	0		81.15904	0.00656	0.00191	0	0	0	0	0	0	0
Healthy	17.74643	2.43364		17.74643	24.02607	14.31615	2.43364	0	0.4979	0	1.94707	0	0.00413
Healthy	0.01829	0.09891		0.01829	0.05619	0.00098	0.09891	0	12.49222	0	0	0	0
Healthy	22.85559	4.91797		22.85559	19.15217	33.28718	4.91797	0	0.87485	0	0.42599	0	0
Healthy	62.06333	0.19137		62.06333	1.83013	6.46788	0.19137	0.72345	0	0	0.16551	0	0.02718
Healthy	35.39595	0		35.39595	38.12255	13.46754	0	0	0	0	0.00477	0	0.23466
Healthy	35.00133	0.04482		35.00133	17.47388	7.21913	0.04482	0.76146	10.34117	3.13175	1.32098	0.11406	0.05118
Healthy	24.18276	1.1389		24.18276	46.34175	12.78462	1.1389	1.98576	0.3554	0.6898	0.73849	0	0
Healthy	35.06354	0		35.06354	21.60217	12.1354	0	0	5.97318	0	5.47963	3.51275	0.84778
Healthy	34.40887	0.24271		34.40887	14.85356	11.11072	0.24271	0	0.72497	0	0.15829	3.39564	0.00188
Healthy	8.96652	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	13.28972	2.62815		13.28972	0.36701	5.96657	2.62815	43.6798	0.00878	0	1.50723	0	0.67525
Healthy	30.94194	0.0628		30.94194	21.31679	7.78708	0.0628	0	0.27559	0	1.28273	9.65135	0.34965
Healthy	48.29775	0.04572		48.29775	17.21413	6.48318	0.04572	0	0.05502	0	0.17825	0	0.02565
Healthy	73.72796	2.57974		73.72796	1.84794	6.3305	2.57974	0	0.01308	0	0	0	0.01315
Healthy	84.11875	1.2734		84.11875	3.39021	3.37265	1.2734	0	0	0	0.04813	0	0
Healthy	12.37931	2.61997		12.37931	24.01895	2.85533	2.61997	0	0.75977	0	0.38855	0	0
Healthy	32.95493	0		32.95493	17.31565	32.3212	0	0	0	0	0	0	0
Healthy	39.49502	0		39.49502	20.02922	9.82815	0	1.58407	0.21186	0.18893	0.13767	0	0.11593
Healthy	69.04725	6.19504		69.04725	4.79829	4.13202	6.19504	0	0	0	0	0	0
Healthy	70.12604	6.01422		70.12604	1.7076	1.89261	6.01422	0	0	0	0.00895	0	0
Healthy	19.31718	0.01923		19.31718	19.92226	7.55398	0.01923	2.74406	0.21295	0.7215	0.20922	0.00157	0.01415
Healthy	32.49242	0		32.49242	22.99348	15.82328	0	0.55328	0.24108	0.45909	0.09716	2.9922	0.00985
Healthy	57.50504	0.51913		57.50504	6.21879	4.00569	0.51913	8.52608	0	0	0.17142	0	0.52681
Healthy	39.89908	0		39.89908	7.53428	3.47188	0	9.31857	0	7.872	1.0771	0.01708	0
Healthy	52.91409	0		52.91409	8.13205	7.85149	0	5.41567	0	0	0.17923	0	0.3516
Healthy	68.77191	0.35985		68.77191	2.4478	7.66509	0.35985	0.5814	0.0245	0	0.34022	0	0.0648
Healthy	45.45746	0		45.45746	27.4809	5.8047	0	1.05638	0.20363	1.94601	0.51819	0.05531	0
Healthy	66.03093	7.84332		66.03093	6.43561	2.50795	7.84332	0	0.25532	0	0.0158	0	0.03382
Healthy	21.1453	2.99955		21.1453	41.56012	7.58354	2.99955	0	0.49613	0	0.85138	0	0.00339
Healthy	69.13208	6.42925		69.13208	5.1254	2.28526	6.42925	0	0	0	0	0	0
Healthy	86.46015	0		86.46015	4.02058	3.67811	0	0	0.07872	0	0	0	0.10717
Healthy	21.75481	2.79811		21.75481	7.70197	2.26527	2.79811	0	18.44388	0	2.95649	3.95739	0.18342
Healthy	58.04255	0.45275		58.04255	6.4222	4.37212	0.45275	8.20473	0	0	0.21555	0	0.56576
Healthy	92.24673	0		92.24673	0.60297	1.59374	0	0.59403	0	0	0	0	0
Healthy	40.35934	4.60352		40.35934	13.63924	13.24824	4.60352	0.4233	1.48386	0	0.21786	0	0.04717
Healthy	39.48581	1.41306		39.48581	22.09378	0.8625	1.41306	0	0.77118	0.70003	0	0	0
Healthy	68.32121	0.39964		68.32121	2.45867	8.12008	0.39964	0.50967	0.02819	0	0.33115	0	0.09384
Healthy	74.06347	0		74.06347	0	0	0	0	0	0	0	0	0
