group	Rikenellaceae	Burkholderiaceae	Enterobacteriaceae	Acidaminococcaceae	Desulfovibrionaceae	Coprobacteraceae		Bacteroidaceae	Lachnospiraceae	Rikenellaceae	Tannerellaceae	Burkholderiaceae	Marinifilaceae	Oscillospiraceae	Veillonellaceae	Pasteurellaceae	Peptostreptococcaceae
Healthy	0	0	4.21972	0	0	0		1.65245	1.03836	0	0	0	0	0	0.85653	0.07386	0
Healthy	1.34212	0.09116	1.53009	0	0.08128	0		74.03631	3.86972	1.34212	8.79864	0.09116	0	0.99772	0	0	0
Healthy	0.16162	0.17545	0	0	0.00163	0.02201		2.37704	39.74508	0.16162	0.49823	0.17545	0.42736	0.00688	0	0	0
Healthy	1.44036	0.00366	0.32244	0	0.04869	0		14.99809	19.90236	1.44036	4.81816	0.00366	0.61088	0.07801	0.04924	0	0
Healthy	0.7056	7.36099	0	0	0	0.27422		51.4807	3.31897	0.7056	7.14546	7.36099	1.10387	0.25055	0	0.09923	0
Healthy	0.00264	0.0057	0.03409	0	0	0		51.08237	14.69681	0.00264	2.44377	0.0057	0	0.08867	0.10987	1.35028	0.10644
Healthy	7.16682	0.19026	0	0	0.07298	0		50.81992	15.00259	7.16682	1.65529	0.19026	0	3.18943	0	0	0
Healthy	15.71795	0.15182	0.01989	0	0	0		52.71069	1.79232	15.71795	0.979	0.15182	0.63421	0.02891	0	0	0
Healthy	1.22454	0.0698	0	0	0	0		30.80151	27.56382	1.22454	0.18438	0.0698	0	0	1.62076	2.33741	0.91404
Healthy	0.01414	0	49.26578	0	0	0		0	0	0.01414	0	0	0	0	1.61191	0	0
Healthy	6.99345	0	0	2.27339	0	0.06412		21.1465	8.81391	6.99345	3.87457	0	0	0	0	0	0
Healthy	9.44303	5.92908	0	3.4264	0	0		33.74006	20.025	9.44303	2.0206	5.92908	0	0.03108	1.03204	2.27438	0
Healthy	3.55317	0.21131	4.33422	0	0.00063	0		59.96412	6.16911	3.55317	0.53718	0.21131	0	0.05007	0.0139	0.00877	0.03076
Healthy	14.28361	5.85099	0	0.86167	0	0		25.06325	29.08377	14.28361	1.57741	5.85099	0	0.06025	0.03606	2.21617	0
Healthy	4.89203	1.59345	0	0	0.00652	0.13614		47.67922	25.55803	4.89203	1.58333	1.59345	0.67883	0.06289	0	0.00466	0
Healthy	0.11641	2.32149	0	0	0	0		51.42656	21.10819	0.11641	1.1048	2.32149	2.12838	0.03809	0.32598	0.09241	0
Healthy	1.40261	0.04896	0.04118	0	0.00387	0		18.60343	33.2167	1.40261	0.9527	0.04896	0.33728	0.02642	0	0	0.05597
Healthy	1.70331	0	0	0.42712	0	0		7.84045	14.70753	1.70331	0	0	0	0	0	0	0
Healthy	1.95487	0.02343	2.2402	6.51839	0.00145	0		7.22061	28.60614	1.95487	0	0.02343	0.50203	0.06816	0	0.00039	0.04807
Healthy	14.18962	0.11865	0.02163	0	0	0		53.62978	1.51988	14.18962	1.10514	0.11865	0.63033	0.0087	0	0	0
Healthy	0.70666	0.00495	5.47553	0	0.05548	0		2.76281	49.34158	0.70666	0.51725	0.00495	0	0.00913	0.02955	0.11108	0
Healthy	0.15674	0	1.16571	0	0	0		12.14951	10.0281	0.15674	72.6973	0	0	0.07853	0	0	0
Healthy	12.50404	0.05153	0	0	0.00376	0.10094		56.83234	4.87509	12.50404	2.74812	0.05153	1.58678	0	0	0	0
Healthy	2.3015	0.61266	0.0696	2.73263	0.0071	0.00462		26.2682	11.13721	2.3015	0.96429	0.61266	0.43845	0.03854	0	0	0
Healthy	7.152	0	0	2.53604	0.65273	0		21.17226	6.01201	7.152	1.27736	0	0	3.19829	0	0	0
Healthy	8.22474	0.00225	5.8991	0.9599	0.6319	0		18.25232	4.46869	8.22474	1.56726	0.00225	0	0.72668	0	0	0
Healthy	2.54941	0.36846	0	0	0.00483	0		43.99404	13.61761	2.54941	0.2146	0.36846	0.49958	0.0173	0.02314	0.20198	0
Healthy	8.20474	0.01512	0.16977	0	0.00509	0		18.45545	8.31675	8.20474	1.78105	0.01512	0.4571	0.06264	0	0	0
Healthy	3.27551	2.6331	0.61488	0	0.09786	0.02195		13.78191	16.44663	3.27551	2.37231	2.6331	1.10824	0.11342	0	0.00705	0
Healthy	0	0	4.15535	8.08883	0.14406	0		11.40241	14.48565	0	0	0	0	0.01127	0	0	0
Healthy	9.10809	5.70747	0.0622	0	0.1131	0.32857		30.37305	19.53862	9.10809	1.92358	5.70747	0	0	0	0	0
Healthy	1.14132	0	0	0	0	0		66.5924	4.17292	1.14132	0.13554	0	0	0	0	0.55624	0.17449
Healthy	4.75097	0.6827	0	4.65139	0.01359	0.11545		17.44343	20.8435	4.75097	1.85234	0.6827	1.36426	0.05852	0.03309	0.00652	0.44264
Healthy	5.56175	0.63784	0.16405	0	0.02896	0.06236		24.59073	13.94631	5.56175	3.12049	0.63784	1.46932	0.95672	0	0	0
Healthy	0.67394	0	0	0	0	0.01897		11.50852	40.02933	0.67394	0.88129	0	0.22232	0	0	0	0
Healthy	11.95716	6.72042	0	1.13945	0.19971	0.96366		15.56513	7.43583	11.95716	1.00808	6.72042	0	1.35541	0	0.06369	0
Healthy	0	0.11553	0.39666	0	0.00261	0		85.69332	1.09131	0	3.35049	0.11553	0	0.19783	0.02139	0	0
Healthy	3.60195	0.00158	0.1196	0.03485	0.14347	0.02105		17.62151	14.35058	3.60195	0.63248	0.00158	0.52626	0.03684	0.01585	0.29079	0
Healthy	1.35307	0.0211	0	0	0	0		24.21226	30.03758	1.35307	0.09016	0.0211	0	0	0.26581	4.98981	1.10438
Healthy	0	0	0	0	0	0		43.37246	33.76538	0	0	0	0	0	0	0	0
Healthy	0	0.02833	0.83011	0	0	0		50.5979	7.65504	0	3.07068	0.02833	0	0.17662	0.10213	0.06919	0.41818
Healthy	2.31012	0.24998	0.12133	3.17535	0	0.01183		57.46723	15.44684	2.31012	8.41256	0.24998	0	0	0	0	0
Healthy	13.74025	0.0605	0.05754	0	0.07337	0		47.1111	8.94768	13.74025	5.38605	0.0605	1.73913	0.09587	0	0	0
Healthy	33.39487	1.10329	0	0	0.4676	0.11493		19.49671	18.65454	33.39487	9.53401	1.10329	0	0.35499	0	0	0
Healthy	18.57703	2.57057	0.01803	0	0.32269	0		23.79678	9.27119	18.57703	0.65916	2.57057	0.56368	0.01291	0.00152	0.02616	0
Healthy	2.69638	0.04549	0	0	0	0		37.65838	18.33458	2.69638	0.19446	0.04549	0	0	0.06379	0.93404	0.40486
Healthy	6.8974	0.11302	0.03682	0	0.16423	0		39.46342	6.18458	6.8974	2.38199	0.11302	0	0.44427	0	0	0
Healthy	6.6198	0.06542	0	0	0.18615	0		41.30942	6.2661	6.6198	2.48501	0.06542	0	0.36389	0	0	0
Healthy	1.03838	0.09149	0.85544	0	0.00796	0		71.34168	10.08996	1.03838	0.73078	0.09149	0	0.20469	0.03408	0.15391	0.04482
Healthy	14.78253	0.21142	0	0	0	0		62.4369	1.22203	14.78253	1.81532	0.21142	0.49005	0.02997	0	0	0
Healthy	0.89537	0.03544	0	0	0	0		75.17427	5.47012	0.89537	0	0.03544	0	0.04365	0	0	0
Healthy	6.45135	1.31333	0	0.17947	0.44478	0.0486		31.79682	26.81154	6.45135	0.35774	1.31333	0.88448	0.02002	0.35825	2.05404	0.31984
Healthy	36.33956	0.32461	0.06507	0	0.07916	0		35.54818	3.35889	36.33956	7.79481	0.32461	2.37368	0	0	0.01746	0
Healthy	11.11293	2.05501	0	0	0.32276	1.45518		18.52021	6.93249	11.11293	7.13708	2.05501	0.89245	1.31019	0	0	0
Healthy	0.01139	0	0.13846	16.455	0.12015	0		23.1926	4.16847	0.01139	0	0	0	0	0.0199	0.11388	0.02375
Healthy	9.89956	0.12062	20.2688	0	0	0.08743		16.23636	8.75941	9.89956	1.44506	0.12062	0.57381	0.0112	0	0	0.07053
Healthy	0.91589	0	0	0	0	0		30.81284	12.73964	0.91589	48.8735	0	0	0.27411	0	0	0
Healthy	1.03309	1.29386	0.18553	1.21104	0.00545	0		22.38077	23.54919	1.03309	2.2091	1.29386	4.4865	0.09226	0.02806	0.14258	0.06505
Healthy	1.72927	0	0	0	0	0		38.63177	25.63868	1.72927	0.61424	0	1.14465	0	0	3.34384	0.41019
Healthy	15.51673	0.22551	0.04034	0	0.14088	0.03046		46.84431	5.70673	15.51673	4.35072	0.22551	0.73762	0.01715	0	0	0
Healthy	1.22493	0	0	0	0	0		35.33586	35.05321	1.22493	0.15458	0	0	0	0.03155	2.3116	0.50127
Healthy	0.80643	0	0	0	0	0		9.91782	35.46929	0.80643	0.57381	0	0	0	0	0	0
Healthy	0.15593	1.5232	17.55351	0	0.05501	0		12.18746	16.3569	0.15593	1.58545	1.5232	0	0.29049	0.1357	0.22229	0.01566
Healthy	0.00969	0.70493	0.52061	0	0.00024	0		74.40552	1.85527	0.00969	0	0.70493	0	0.0294	0.15765	0	0
Healthy	3.79031	0.19829	0	0	0.17357	0.01118		15.7877	57.2241	3.79031	1.9471	0.19829	1.31144	0.13925	0.0321	0	0
Healthy	13.36729	0.00202	0.03885	0	0.06939	0		40.6067	3.83838	13.36729	3.01347	0.00202	0.69317	2.30787	0	0	0
Healthy	7.64892	1.84239	0.34609	0	0.06375	0.02992		49.89224	2.77276	7.64892	3.13304	1.84239	2.37891	0.3533	0.00144	0.09159	0.00227
Healthy	10.29743	0	0	0.10119	1.58126	0		59.7033	3.80017	10.29743	3.5112	0	0.83224	0.09927	0	0	0
Healthy	3.98086	0.76728	0.14308	0	0	0.09124		27.72864	11.02139	3.98086	1.67257	0.76728	0.23276	0.09605	0	0	0
Healthy	0	0	4.70406	0	0	0		92.40019	0.70297	0	0	0	0	0.06161	0	0	0
Healthy	14.74993	0.077	0.15114	0	0.2872	0		33.89402	4.72463	14.74993	4.66771	0.077	1.35692	0.1031	0	0	0
Healthy	15.3139	3.99534	0	0.07373	0	0.29659		20.37483	23.70846	15.3139	8.96038	3.99534	1.83461	0.02661	0	0	0
Healthy	9.64477	0.01888	0.03791	0	0	0.08265		27.16178	19.83909	9.64477	2.41716	0.01888	1.69682	0	0	0	0
Healthy	0	3.39368	2.38378	0	0.05484	0		69.02083	0.23636	0	0	3.39368	0	0	0.01731	0.3089	0
Healthy	21.0966	0.04461	0.43329	0.07024	0.62538	0.14835		15.74006	0.59222	21.0966	6.04867	0.04461	0.57697	1.21643	0	0	0
Healthy	5.03309	0	0.65837	0	0	0		51.65233	15.16794	5.03309	0.30838	0	0.60895	0.15964	0.67737	1.71175	0.0172
Healthy	3.16447	0	0	0	0	0		36.4854	43.6865	3.16447	2.23044	0	0	0	0	0	0
Healthy	6.55559	0.0251	0	0	1.53198	0		54.43294	1.09473	6.55559	5.07069	0.0251	1.33911	0.42909	0	0	0
Healthy	13.18581	0.25577	3.32263	0	0.2696	0.39027		30.13807	12.49805	13.18581	17.23429	0.25577	1.35517	1.58532	0	0	0
Healthy	1.71799	0.10281	6.22818	1.42084	0.08643	0.01521		13.7955	24.13356	1.71799	4.09963	0.10281	0.16558	0.70597	0	0	0
Healthy	29.58217	0.01161	0.27282	0	0.04786	0		33.69929	1.90392	29.58217	5.04989	0.01161	2.10686	0	0.1795	0.20727	0
Healthy	2.39563	3.12301	0	0	0	0.01197		75.62088	4.71433	2.39563	2.08963	3.12301	0	0	0	0	0
Healthy	0	0.16693	0.33311	0	0	0		75.47739	1.25265	0	2.39959	0.16693	0	0.41519	1.25942	0	0
Healthy	6.04238	0	14.5864	3.05043	0	0		18.54097	21.68265	6.04238	1.24349	0	0	0	0	0	0.37483
Healthy	2.35026	0	0.62844	0	0	0		29.9021	17.46948	2.35026	9.59031	0	1.47863	0.48622	0	0	0
Healthy	0.74272	0.11509	0	0	0	0		46.44192	21.51756	0.74272	3.78257	0.11509	1.09701	0	0	0	0
Healthy	5.6944	4.92237	0.16371	0.66756	0.0677	0.29128		30.82553	9.07842	5.6944	0.96567	4.92237	1.15095	1.06275	0	0.0509	0
Healthy	6.44919	0.00173	0.03841	0	0.03047	0.0184		44.82155	20.68396	6.44919	0.86673	0.00173	1.02509	0.0602	0	0.00769	0.17748
Healthy	14.94923	0.11607	0.05515	0	0	0		53.53316	1.54595	14.94923	1.00877	0.11607	0.57524	0.01438	0	0	0
Healthy	0.53123	0.03028	0.0125	0	0.00309	0.06111		8.89504	27.91011	0.53123	0.06127	0.03028	0	0.04255	0.32266	0.1173	4.25088
Healthy	7.88641	0.01878	0	0	0	0.01251		27.61249	20.83921	7.88641	3.74493	0.01878	1.41757	0.84429	0.13726	0.02026	0.06193
Healthy	4.20621	0	18.9314	1.1419	0	0		9.73836	5.43684	4.20621	0.39163	0	0	0	0	0	0
Healthy	0.5964	0.02279	1.24954	0	0	0		36.14982	53.23436	0.5964	1.06904	0.02279	0	0	0.11013	0.55209	0.19108
Healthy	0	0	0	0	0	0		10.17322	51.18446	0	1.06081	0	0	0	0.95077	0	0
Healthy	35.92199	0.32858	0.04737	0	0.05691	0		37.62897	3.42749	35.92199	8.22013	0.32858	2.34969	0.00175	0	0	0
Healthy	0	3.25229	0.4053	0.92422	0.01969	0		26.21703	0.86435	0	14.34309	3.25229	0	0.01342	0	0	0
Healthy	5.57954	0.01101	7.17517	0.24305	0.74168	0.05206		5.19981	2.15417	5.57954	1.18759	0.01101	0.51002	0.04624	0.00477	0	0
Healthy	8.0379	0.30624	0	0	0	0		5.74425	23.26323	8.0379	0.80471	0.30624	0	0	0	0	0
Healthy	0	0	0	1.10222	0	0		66.9454	4.26405	0	0	0	0	0	0	0	0
Healthy	0	0	4.5631	0	0	0		92.82643	0.70692	0	0	0	0	0.0675	0	0	0
Healthy	2.10149	0.82936	1.58462	0	0.03297	0		57.06744	5.54522	2.10149	0.86982	0.82936	0	0.06305	0.02649	0.11106	0.44237
Healthy	10.12741	0.11924	20.0153	0	0	0.08646		16.03337	8.6329	10.12741	1.43749	0.11924	0.56109	0.0099	0	0	0.06948
Healthy	0.48941	0	0.20136	0.83065	0	0		29.6338	46.05002	0.48941	0.62634	0	0	0	0	0.23064	0
Healthy	0.58333	0	0	0	0	0		64.41297	18.62911	0.58333	2.73198	0	0	0	0	0	0
Healthy	0.14702	2.63057	0	0	0	0		29.13183	13.31925	0.14702	13.0444	2.63057	0	0	0	0	0
Healthy	0	0	0	0	0	0		43.37119	29.16081	0	0	0	0	0	0	0	0
Healthy	12.0237	0.41724	0.03762	1.83817	0.00781	0		40.95881	13.67586	12.0237	5.73966	0.41724	0.30034	0.08504	0.001	0.10221	0.94962
Healthy	0.02167	0	0	0	0	0		17.01302	48.28534	0.02167	0	0	0	0	0	0.02425	0
Healthy	4.04527	0.04559	0	0	0	0		32.995	27.02897	4.04527	0	0.04559	0	0	0	0	0
Healthy	2.14289	0.31473	0.1481	0	0	0.01023		7.89429	26.38292	2.14289	0.47618	0.31473	0	0.02249	0	0	0
Healthy	3.24319	0.00311	0	0	0	0		33.4881	21.55684	3.24319	0.25028	0.00311	0	0	0.22768	0.70079	0.3121
Healthy	7.86611	0.30428	0	0	0	0		6.51094	24.18977	7.86611	0.99124	0.30428	0	0	0	0	0
Healthy	24.07944	3.04895	0	0	0.54026	0.11363		31.72386	23.28935	24.07944	6.26546	3.04895	0.88498	0.25477	0	0	0
Healthy	0	0	1.10269	0	0	0		0.1469	88.92571	0	0	0	0	0	1.59116	0	0
Healthy	6.75301	0.04404	0.09828	0	1.56935	0		54.79739	1.03574	6.75301	5.09652	0.04404	1.37363	3.84217	0	0	0
Healthy	0.23432	1.61473	14.8688	0	0.04737	0		16.5579	10.0247	0.23432	1.34116	1.61473	0	0.17744	0.01258	1.26037	0
Healthy	1.81448	0.02741	0.0622	0	0.04722	0		60.77977	6.25679	1.81448	2.14126	0.02741	0.41275	0.50982	0	0.05433	0.08103
Healthy	8.25276	0	0.2265	0	0	0		50.45052	4.46101	8.25276	0.72022	0	0	0.0533	0.09969	0	0.17471
Healthy	8.26962	0.06969	0.10681	0	0.02857	0.88097		31.72464	33.83136	8.26962	8.90819	0.06969	0.93374	0.17818	0.00191	0.0051	0.10301
Healthy	1.36943	6.19734	0	0	0	0.34461		66.69143	8.11803	1.36943	2.31626	6.19734	0	0	0	0	0
Healthy	1.84537	11.5958	0	0	0	0.3652		49.02143	8.68959	1.84537	5.09908	11.5958	2.03432	0	0.05021	0	0
Healthy	15.45718	0.09351	0	0	0	0		53.11765	1.64731	15.45718	1.03403	0.09351	0.60764	0.03186	0	0	0
Healthy	0	0	0	0	0.00973	0		77.51165	0.00082	0	10.48028	0	0	0	0	0	0.27147
Healthy	0.23491	0.01481	15.65505	0	0.00587	0		3.31148	36.15988	0.23491	0.21125	0.01481	0	0.00188	0.00745	0	0.09601
Healthy	7.01762	0	0	0	0	0		49.7336	7.31327	7.01762	1.89991	0	0	0.05394	0	0.01065	0.00853
Healthy	0	0	1.08666	0	0	0		66.79395	2.33978	0	0	0	0	0.01213	0.81161	0	0
Healthy	8.43333	0.60566	0.11981	0	0.28381	0.04874		34.64729	10.82556	8.43333	1.78547	0.60566	0	0.11555	0	0	0
Healthy	5.6338	0.10507	0.42813	0	0.07088	0		65.33563	8.65986	5.6338	2.42239	0.10507	0.50134	0	0.0454	0.01567	0.04809
Healthy	0	0	0	0	0	0		42.36939	0	0	0	0	0	0	0	0	0
Healthy	0.00079	1.02218	36.26395	0	0	0		18.67827	0.00066	0.00079	4.89685	1.02218	0	0	0	0	0
Healthy	5.36729	0.7203	0.51111	0	0.18137	0		28.99176	7.28514	5.36729	0.94001	0.7203	2.04826	0.05092	0	0.11219	0.10503
Healthy	0.63965	0	0.0281	0	0	0		26.77527	34.26825	0.63965	0.00773	0	0.65416	0.09009	0.01188	0.02476	0.0045
Healthy	0	0	0.01087	0	0	0		0	0	0	0	0	0	0	0	0.01208	0
Healthy	24.26528	3.05771	0	0	0.45951	0.09419		31.85935	23.40528	24.26528	6.16166	3.05771	0.83978	0.26748	0	0	0
Healthy	4.65471	1.3907	0	0	0.13527	0.0562		23.17271	27.26408	4.65471	6.25482	1.3907	1.11381	0.07244	0	0	0
Healthy	17.79744	2.34518	0	0.27306	0	0		40.43323	7.35747	17.79744	1.75611	2.34518	0.71055	0.06085	0.09858	0.79108	0
Healthy	12.85178	0.27565	0.09159	0	0.08048	0		18.2049	14.74145	12.85178	1.5985	0.27565	0.92797	0.02372	0.01455	0.21314	3.26251
Healthy	20.4644	5.13406	0	0	0.18062	0.04797		34.26	21.01253	20.4644	3.16808	5.13406	0.86449	0.17951	0	0.08152	0
Healthy	0.92679	0.41298	0.02716	0	0	0.07747		46.47243	24.40636	0.92679	3.09225	0.41298	1.00325	0	0	0	0
Healthy	5.548	0.20202	0.31831	0	0.15367	0		9.04471	33.72042	5.548	0.5368	0.20202	0.91496	0	0.12712	0.0516	0
Healthy	4.31396	0.13271	0.00745	0	0	0.037		62.40273	5.55919	4.31396	2.14377	0.13271	0.76581	0.01426	0.22307	0.09467	0
Healthy	9.93787	0	0.08662	0.01202	0.69775	0.06115		10.74424	1.37718	9.93787	4.12625	0	0	5.32537	0	0	0
Healthy	2.22747	0.11396	0.01385	0	0.0606	0.01856		8.3122	38.77051	2.22747	0.96481	0.11396	0.05316	0.72212	0.00043	0	0.04949
Healthy	0.57368	0.85136	0.22738	2.51184	0	0		13.74542	37.87588	0.57368	3.05574	0.85136	0.54189	0.02426	0.00598	0	0.0457
Healthy	4.91545	0	0	0	0	0		83.16078	0.50806	4.91545	0	0	0	0	0	0	0
Healthy	12.19743	0.05709	0	0	0.09903	0.0819		22.85233	27.73996	12.19743	1.14496	0.05709	0.61852	0.04896	0.05483	0	0
Healthy	0	0	0.05094	3.60587	0	0		1.2148	29.04791	0	0	0	0	0	0	0	0.31367
Healthy	2.93624	0.00262	0	0	0.06456	0.07178		23.11014	30.01631	2.93624	6.72732	0.00262	1.26536	0.05073	0	0	0
Healthy	30.1093	0	2.64702	0	0	0		30.29787	0.68658	30.1093	3.66902	0	0.86849	0	0	0	0
Healthy	1.55948	0	0.02794	0	0.07704	0		49.09318	14.745	1.55948	6.23252	0	0.68425	0.15337	0	0	0
Healthy	2.50519	0	0	0	0	0		45.6395	17.07306	2.50519	2.38366	0	0	0	0.0865	0	0
Healthy	13.9648	1.29812	0.08454	0	0.1177	0.3903		32.81115	6.68509	13.9648	10.16549	1.29812	2.24605	0.14206	0.00919	0.05001	0
Healthy	13.02886	0.00808	0	0	0.0802	0		40.30637	3.78583	13.02886	3.17804	0.00808	0	0.22554	0	0	0
Healthy	20.45013	4.93651	0	0	0.20437	0.04817		34.91522	21.21494	20.45013	3.16252	4.93651	0.78673	0.18457	0.00272	0.08671	0
Healthy	12.62243	0.02374	0.39375	0	0.03665	0.0389		19.99073	15.67168	12.62243	0	0.02374	2.98304	0.0323	0	0	0.00051
Healthy	2.14257	5.97359	0	0	0.01487	0		56.0058	4.94835	2.14257	5.78068	5.97359	1.16408	3.02365	0	0	0
Healthy	0.02788	0.00699	0.50787	0.32748	0	0		10.68975	9.0442	0.02788	0.01114	0.00699	0	0.01574	0.15287	0.14236	0.36748
Healthy	0	0	7.10518	0	0.00089	0		81.67682	1.49691	0	0.09225	0	0	0	0	0	0
Healthy	0	0	7.89286	0	0.03054	0		67.74836	1.50702	0	2.34305	0	1.51556	0.08299	0	0.00349	0.02704
Healthy	2.18603	0.21175	0.0312	0	0	0		57.71416	19.24209	2.18603	1.57826	0.21175	0	0	0	0.63508	0
Healthy	0	0	1.42355	0	0	0		67.70442	2.23596	0	0	0	0	0.00593	0.85442	0	0
Healthy	1.05266	0.00137	0.08288	1.44903	0	0		16.34659	40.1892	1.05266	0.3175	0.00137	0.34819	0	0.0112	0.13733	0.17432
Healthy	16.99391	0	0	0	0.73579	0		10.76853	1.06106	16.99391	4.86172	0	0	0	0	0	0
Healthy	24.42723	0	0	0	0	0		47.31115	2.42997	24.42723	4.83665	0	0	0	0	0	0
Healthy	13.05923	0.25444	0	0	0	0		64.135	0.83041	13.05923	2.0858	0.25444	0	0.02469	0	0	0
Healthy	0	0	0	2.45248	0	0		29.08691	24.09304	0	1.55387	0	0	0	0	0	0
Healthy	0.13982	0.03296	0	0	0	0.46365		29.4344	40.71591	0.13982	5.3531	0.03296	1.05878	0.00251	0	0	0.17064
Healthy	2.64371	2.11837	0	3.56702	0	0		22.2297	53.18129	2.64371	1.06328	2.11837	0	0	0	0.80512	0
Healthy	0.25164	0	2.02486	0	0	0		30.68217	10.85007	0.25164	1.66098	0	1.94217	0.00453	0	0	0
Healthy	12.91453	0.04801	0	0	0.0846	0		15.97213	7.29029	12.91453	14.5385	0.04801	1.76627	0.16482	1.08433	0.16896	0
Healthy	12.86421	0.22418	0.40823	0	0	0		52.02227	10.88539	12.86421	3.99294	0.22418	1.38475	0.04935	0	0	0.10857
Healthy	0.1031	1.34876	0.15309	0	0.01797	0.03785		21.41441	29.93594	0.1031	1.03834	1.34876	1.71236	0.08911	0.52029	1.61555	0.06018
Healthy	1.1901	0.06839	0.05111	5.1029	0.08736	0		42.98359	28.57958	1.1901	0.98196	0.06839	1.04221	0.04435	0	0	0.14987
Healthy	0	5.80877	0	0	0	0		46.4997	19.13941	0	0.60491	5.80877	0	0	0	0	0
Healthy	19.70842	0.00904	0	0	0.06663	0		43.31781	2.37394	19.70842	4.76558	0.00904	0.9124	0.01003	0	0.04788	0
Healthy	7.25476	0.11328	0.09578	0	0.16335	0		37.13781	5.76116	7.25476	4.79043	0.11328	0	0.14872	0.01465	0	0.3475
Healthy	0	0	0	0	0	0		30.76513	59.80062	0	0	0	0	0	0	0	0
Healthy	16.18391	0.1053	0	0	0.06034	0		25.12063	2.2979	16.18391	0	0.1053	0.75136	1.04713	0	0	0
Healthy	0	1.70841	0.34513	0	0	0		1.04103	0.05093	0	0	1.70841	0	0.14953	0	0	0
Healthy	0	0	0	0.03672	0	0		34.65504	32.23929	0	0	0	0	0	0	0.17709	0.1303
Healthy	6.48178	0.50818	0.0023	0	0.30145	0.01939		21.94587	13.15922	6.48178	2.97992	0.50818	3.00606	0.12999	0	0.00067	0.06409
Healthy	6.87964	0.27473	0.12705	0	0.17533	0.23211		33.08584	12.18197	6.87964	3.82736	0.27473	2.21039	0.20062	0.06592	0.13753	0.07096
Healthy	0.68073	4.3952	0	0	0	0.09095		75.65371	1.86586	0.68073	3.63165	4.3952	0.87509	0.01755	0.00518	0	0
Healthy	0	0	0.01856	0	0	0		39.99292	20.30075	0	0	0	0	0	0.00159	0	0.05522
Healthy	1.7444	0.07305	0.01534	4.28708	0	0.09367		63.05606	10.34783	1.7444	2.40193	0.07305	1.12187	0.01025	0	0	0
Healthy	0	0	0.11158	0	0	0		84.97031	3.84507	0	0	0	0	0.02291	0.1828	0	0.02336
D001528	2.42805	0.01224	0.03991	0	0.1515	0		32.59767	1.82924	2.42805	3.94311	0.01224	0	10.86964	0.04867	0.01263	0
Healthy	21.49196	0.01783	0	0	0.8089	0		17.78981	0.48038	21.49196	5.84878	0.01783	0	0	0	0	0
Healthy	0.65522	0	0	0	0	0.37504		26.82706	33.13396	0.65522	0.79835	0	0	0	1.89201	2.42337	0.14147
Healthy	17.29893	0.07198	0.06915	0	0.00321	0.34301		54.22586	0.67954	17.29893	3.10989	0.07198	1.14908	2.8452	0	0	0
Healthy	0.55341	2.86347	4.60107	0	0	0		11.19626	42.1433	0.55341	0.09312	2.86347	0	0	0.19438	3.57459	0.3246
Healthy	2.47283	0.05572	0.41823	0	0	0		17.68617	15.51414	2.47283	0.03789	0.05572	0	0.03862	0	0	0
Healthy	20.68522	0.11421	0.11908	0	0.86542	0.03555		17.23348	0.43796	20.68522	5.67861	0.11421	0	0.11243	0	0	0
Healthy	2.84919	0.04424	0	0	0	0		22.90778	34.76998	2.84919	1.19091	0.04424	0	0	0	0	0
Healthy	0.71029	0.03886	0	0	0	0.00691		42.72737	12.04523	0.71029	3.32341	0.03886	0	0	0	0.30838	1.09735
Healthy	4.98508	1.35063	0	0	0	0		45.65354	22.19672	4.98508	5.57958	1.35063	0.47498	0.25354	0	0	0.0604
Healthy	6.76597	0.07528	0.03415	0	1.60839	0		54.72418	1.09932	6.76597	4.59119	0.07528	1.28887	7.54205	0	0	0
Healthy	6.72163	0.10111	0	0	0.20281	0		39.24436	6.21473	6.72163	2.39553	0.10111	0	0.47639	0	0	0
Healthy	9.96866	6.0883	0	3.42035	0	0		34.40653	19.95748	9.96866	1.99675	6.0883	0	0.0336	0.99933	2.20676	0
Healthy	1.02352	0	0	2.33415	0	0.49776		40.2723	36.35747	1.02352	0.3912	0	0	0	0	0	0
Healthy	0.03588	0	0	0	0	0		1.53541	10.59982	0.03588	0.66589	0	0	0	0	0	0
Healthy	8.99015	1.19615	0.73345	0	0.01477	0		21.05243	31.55927	8.99015	0.06373	1.19615	0	0.03266	0.02796	0.01562	0.24465
Healthy	19.10085	0.06664	0.01561	0	0.0169	0		19.6842	6.82142	19.10085	8.59762	0.06664	2.17888	0.15992	0	0.00903	0
Healthy	21.00235	0.23248	0.07082	0	0.8491	0		32.30739	1.99061	21.00235	2.08462	0.23248	0	0.06538	0	0	0
Healthy	3.73726	1.11019	0.01597	0	0.00363	0.02978		12.94424	23.99915	3.73726	0.57283	1.11019	0	0.67826	0.05851	0	0.0065
Healthy	4.3495	8.35232	0	0	0.11606	0.33715		23.79919	17.98595	4.3495	3.00575	8.35232	0	0	0	0	0
Healthy	11.35779	0.13706	0	0	0	0		56.91222	4.91676	11.35779	1.31932	0.13706	0	0.04382	0	0	0
Healthy	0.12385	0.00974	0	0.23325	0.02678	0		12.16752	32.4629	0.12385	0.76074	0.00974	0	0.02772	0	0.02716	0
Healthy	8.44956	1.37882	0	5.45621	0.00779	0.22394		14.59033	21.90189	8.44956	1.58013	1.37882	1.21387	0.04118	0	0	0.28559
