group	Bacteroides_intestinalis_A	Bifidobacterium_pseudocatenulatum	Anaerotruncus_colihominis	Bacteroides_nordii	Enterocloster_asparagiformis	Enterocloster_citroniae	Gordonibacter_pamelaeae	Streptococcus_sp004166885	Rothia_sp001808955	Streptococcus_pseudopneumoniae_O	Alistipes_putredinis	Ruminococcus_H_sp003531055	Barnesiella_intestinihominis	Alistipes_shahii	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	0.06562	1.07401	0.05071	0	0	0	0.13489	0	0	0	11.5791	1.21188	0	3.75948	0.19471	0.37382	0	0.00381	0	0.00798
Healthy	0	0	0	0	0	0	0.07665	0.64414	0.06543	0.00663	2.16843	11.9669	1.36268	0.22895	0.22962	1.02645	0	0.02597	0	0
Healthy	0	0.07225	0	0	0.07043	0.00507	0	0	0	0	1.22619	0	1.4862	0.72999	0	0.26808	2.28186	0.03603	0.01756	0.01231
Healthy	0	0	0	0	0	0	0	0	0	0	4.46343	2.16458	0	1.00521	0.16885	0.17871	0	0.03172	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	18.5873	0.38422	4.09509	2.85329	0	0	0	0.04029	0	0
Healthy	0	1.03964	0	0	0	0	0	0	0	0	0	9.96809	0	1.6338	0.73934	0.25516	0	0.03924	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03165	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	8.63714	0	0.22229	0.01768	0	0	0	0
Healthy	0	0	0	0.02677	0	0	0	0	0	0	12.3391	0.96525	3.074	1.74574	0.04022	0.01614	0	0.23241	0	0
Healthy	0.06056	1.17202	0.05059	0	0	0	0.13972	0	0.00502	0	11.6204	1.22649	0	3.74339	0.20492	0.43245	0	0.00574	0	0.01569
Healthy	0	0	0	0	0	0	0	0	0	0	0	19.1706	0	0.29873	0.43242	0.35808	0	0.0336	0	0
Healthy	0	0.1173	0	0	0	0	0	0.12166	0.03095	0	4.3453	4.35138	1.5607	0.15739	2.1667	3.10903	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.727	1.04824	1.92045	0	0	0.23343	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.37573	0	1.32887	0.24932	0.07242	0	0.01662	0	0
Healthy	0	0	0	0.08594	0	0	0	0	0	0	15.1594	0.31506	0.71652	0.46022	0	0.05988	0.03951	0.02925	0	0
Healthy	0.37112	0	0	0	1.21674	0.01447	0	0	0	0	11.7477	0	0.6852	0.04257	0	0	5.62191	0.18277	1.73455	1.18528
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.18716	0	0.37237	0.48956	0.76543	0.29861	0	0	0	0
Healthy	0	0	0.04741	0.37656	0.02049	0.0135	0	0	0	0.0033	6.44632	0	0	1.63622	0.18102	0.02255	1.01211	0.04262	0.04591	0.0122
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94195	0	0.02704	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.0816	0	0	0.17664	0.15134	0	0.00302	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	9.70184	3.86143	3.29894	0	0	0	0	0	0
Healthy	0	6.07493	0	0.03612	0	0	0	0.18584	0.09103	0	1.83202	5.57272	0.8644	0.06627	2.62254	0.59848	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.99709	6.48206	4.15678	1.25606	0.07631	0.15534	0	0	0	0
Healthy	0.94396	0	0	0	0	0.00695	0	0	0	0	13.9228	0	1.91359	2.47163	0	0	0	0.0253	0	0.00518
Healthy	0	0	0.02882	0	0	0	0	0	0	0	0	1.04293	6.33451	0.80086	0.06827	0.03395	0	0.18971	0	0.06614
Healthy	0	0	0	0	0	0	0.1365	0	0	0	0.21247	1.88314	0	1.08657	0	0.16846	0.08505	0	0.02217	0.00907
Healthy	0	2.71127	0	0	0	0	0.009	0	0.00076	0.01464	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.07257	0.01943	0	0	0	0	0	9.54635	0.67142	0.7642	0.30072	0	0.00717	0.12882	0.00587	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.22768	0	7.46588	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.78444	0.06923	0.83644	0.63979	1.3206	0.73448	0.0102	0	0	0
Healthy	0.00543	0	0	0.34322	0	0	0.0007	0	0	0	0.32424	13.8625	0	0.41001	0.31429	0.21222	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.02401	0.0148	0.038	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.34238	0	0.74854	0.61503	0	0.03579	0	0
Healthy	0	0	0.00726	0	0.11811	0.05229	0.01451	0	0	0	4.03363	0.15182	13.0687	2.33374	0.05739	0.03171	1.84996	0.00185	0.1931	0
Healthy	0	0	0	0	0	0	0.10691	0.63076	0.07367	0	2.14025	11.8786	1.38445	0.18889	0.18752	0.9898	0	0.01483	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.35448	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.45877	6.52159	3.00722	0.07176	0.10338	0.14238	0	0	0	0
Healthy	0	0.06792	0	0	0	0	0	0	0	0	14.0507	0	13.3842	0	0	0.01467	0.01067	0	0	0.08567
Healthy	0	0	0	0	0	0	0	0	0	0	13.5677	0	2.7799	4.24616	0.00303	0.11971	0	0.18985	0	0
Healthy	0	0	0	0	0.09945	0	0	0	0	0	15.1905	0	3.40273	0	0	0	1.05646	0	0.03619	1.33503
Healthy	0	0.02463	0	0	0	0	0	0.02315	0	0	2.6821	8.3959	0	0.54162	1.83125	0.44762	0	0.04164	0	0
Healthy	26.9405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.98681	0	0	0	0	0	0	0	0	0	1.13539	12.5307	0	1.11876	0	0.09569	0.73598	0.03047	0	0
Healthy	0	0.81819	0	0.13461	0	0	0	0	0	0	11.7081	1.80811	0	5.24048	0	0.03861	0	0	0	0
Healthy	0	0	0.00918	0	0.39776	0	0	0	0	0	5.53797	0.70508	0	1.21092	0	0	0.9805	0.05818	0.03337	0.30517
Healthy	0	0	0.00951	0	0.02067	0	0.01425	0	0	0	0.04508	0.42651	0	0.00058	0.0057	0	0.06455	0	0.26556	0.04912
Healthy	0	0.29791	0	0	0	0	0	0.00648	0.00886	0	3.32097	0.00718	4.53503	2.3186	0.4236	0.2009	0	0.00081	0	0
Healthy	0.6923	0	0.02255	0	0.11382	0	0	0	0	0	14.4448	0	2.21282	2.10861	0.00184	0.05364	0.20016	0.00583	0.04629	0.071
Healthy	0	0	0	0.05425	0	0	0	0	0	0	12.3962	0.95857	3.07647	1.66316	0.0417	0.01625	0	0.21323	0	0
Healthy	0.72417	0	0	0.02414	0	0	0	0	0	0	2.73438	0	1.30736	0.34069	0.64885	0.5695	0	0	0	0
Healthy	5.16529	0	0	0.22999	0.0066	0	0	0	0	0	23.4438	7.38221	0	1.47148	0.33337	0.53731	0	0	0.00867	0.00151
Healthy	0	0.00402	0	0	0	0	0	0	0	0	0.09473	0.03805	0.00099	0.13829	0.92778	1.03063	0	0	0	0.00511
Healthy	0	0.00438	0	0	0	0	0	0	0	0	5.57819	0	18.2103	0	0	0	0.04046	0	0	0
Healthy	0	0	0	0	0.07778	0	0	0	0	0	0	0	0	0.68573	0	0.0672	0.24559	0	0	0
Healthy	0.00066	0	0.00565	0	0.02216	0.01666	0.00045	0	0	0	3.06023	6.62734	1.71259	0.76366	3.24101	1.64558	0.0006	0.35586	0	0.00049
Healthy	0	0	0	0	0.05929	0	0	0	0	0	0	0	0	0.74477	0	0.07802	0.18199	0	0	0
Healthy	0	0	0.53588	0	0.01091	0.06812	0.10879	0.17878	0.03629	0.01747	0	0	0	0.05074	13.9056	0.21913	0.07865	0	0.10242	0
Healthy	0	0	0.01201	0	0.41843	0	0	0	0	0	5.52454	0.71587	0	1.23942	0	0	0.94786	0.05234	0.03791	0.2952
Healthy	0	0	0	0	0.19181	0.0037	0	0	0	0	0	0	2.64261	0.07245	0	0	2.30896	0.07455	0.1657	0.44041
Healthy	0.56604	0.0826	0	0	0	0	0	0	0	0	2.18	27.1201	0	0.58905	0.15893	0.30864	0	0.50243	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.71393	5.04745	0.71556	0.07338	0.5952	0.57454	0	0	0	0
Healthy	0.4873	0	0	0	0	0	0	0	0	0	2.38302	4.95937	0.78045	1.27203	0.08241	0.13554	0	0	0.00778	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.31524	0	0	1.40469	0.38874	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	13.2705	0	0	1.96231	0	0	0	0.14429	0	0
Healthy	0	0.15033	0	0	0	0	0	0	0	0	0	10.0415	2.38179	0.26642	0.22762	0.82447	0	0	0	0
Healthy	0	0	0.00187	0	0	0	0	0	0	0	13.0518	0.67394	2.84063	0.7582	0.01158	0.03261	0.00227	0.02935	0.00774	0.06084
Healthy	0	0	0	0	0	0	0	0	0.06844	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.71884	0.32148	0.00645	0	0	0	0.03811	0	0	0	8.44598	0.28524	0	2.24705	0.01145	0.12558	0	0.00159	0	0.02784
Healthy	0	0	0.02932	0	0	0	0	0.01963	0	0	7.97671	4.74857	1.83454	0.69539	0.15182	0.32688	0.0065	0	0.05627	0.03195
Healthy	0.07509	0	0	0	0	0	0	0	0	0	3.95607	0	0.73485	2.18447	0	0.00434	0	0	0	0
Healthy	0	0	0	0.00278	0	0	0	0	0	0	0.75581	0.94535	1.31421	2.16788	0	0	0.46331	0.03685	0	0
Healthy	0	0	0.00331	0	0	0	0	0	0	0	24.2577	0.3608	2.67032	4.44278	0.02981	0.10665	0	0.15062	0	0.01046
Healthy	0	0	0.00699	0	0	0	0.0051	0	0.00192	0	4.14457	27.0785	1.06738	0.32489	1.77341	2.34819	0.00912	0	0	0
Healthy	0.62879	0	0.02307	0	0.10437	0	0	0	0	0	14.1835	0	2.15507	1.9658	0.01538	0.03201	0.23061	0.00591	0.03002	0.05296
Healthy	0.01102	0	0	0	0	0	0.02548	0	0	0	17.4123	0.05451	1.58016	1.28218	0	0.01296	0	0.00736	0	0
Healthy	0.40968	0.15791	0	0	0	0	0.01875	0	0	0	2.63248	21.9481	0	0.93724	0.20458	0.18937	0	0.37716	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.29455	0.14329	0.24017	0.39173	2.27303	0	0	0	0
Healthy	0	0.01243	0.02418	0	0	0.00365	0.04601	0.00454	0	0	2.84319	3.86498	1.27596	0.2285	0.35418	0.64735	0.00892	0.00128	0.01513	0.00801
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.52022	0	0.60939	0	0	0	0	0	0
Healthy	0.80965	0.73087	0.01614	0	0	0	0	0	0	0	12.0431	0.56896	0	2.1218	0	0.20467	0	0.00294	0	0
Healthy	0.81461	0.62985	0	0	0	0	0	0	0	0	12.2288	0.60805	0	1.97419	0.01414	0.14695	0	0.32872	0	0
Healthy	0	0	0	0	0	0	0	0.00915	0.0335	0	0	1.54063	0	0	0.40215	0.47109	0	0	0	0
Healthy	0	0	0.05385	0	0	0	0	0	0	0	1.79631	0.52828	0	0.77816	0	0.04106	0.20575	0.01733	0	0.07721
Healthy	0.52809	0	0	0	0	0	0	0	0	0	2.22788	4.79997	0.81709	1.19515	0.06458	0.10071	0	0	0	0.01525
Healthy	0	0.00835	0	0	0	0	0.01504	0	0	0	0.68099	0	0.43555	0	0.70188	0.4285	0	0	0	0
Healthy	3.57118	0.00584	0	0	0	0	0	0	0	0	3.90513	0	2.82088	1.2151	0	0.02228	0.00768	0	0.00347	0
Healthy	0	0	0.04658	0	0	0	0	0	0	0	16.7098	2.05069	2.06662	0.95788	0.08905	0.15246	0.01699	0.00292	0.01875	0.10809
Healthy	0	0	0.00357	0	0.3712	0	0	0	0	0	5.40719	0.70297	0	1.25121	0	0	1.16856	0.05759	0.03288	0.27475
Healthy	0	0	0	0.11799	0	0	0	0	0	0	0.0695	9.01791	0	0.57798	0.11044	0.02554	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.46683	0	3.39361	3.89606	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.00378	0	0	1.43035	6.36758	0	0.03577	2.08672	0.66944	0	0.00502	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02743	0	0	0.0117
Healthy	0	0	0.00529	0	0.38054	0	0	0	0	0	5.35665	0.69301	0	1.17265	0	0	1.00521	0.0443	0.03143	0.29166
Healthy	0	1.5714	0	0	0	0	0	0	0	0	1.18036	5.58794	0	0.10912	2.02546	4.79598	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.35198	5.49925	2.64868	0.17337	0.01486	0	0	0.01774	0	0.09374
Healthy	0	0	0	0	0	0.00255	0	0	0	0	13.6575	3.41843	4.6386	0.99246	0.46783	0.30056	0	0.03256	0	0.00629
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8252	0	2.66293	1.5231
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.39499	0.08709	1.43192	0.38671	0	0	0	0
Healthy	0	0.00095	0	0	0	0	0.02142	0	0	0	1.82337	3.30174	2.18053	0.62616	0.3238	0.4016	0	0.00225	0	0.00372
D016640	0.01255	0.06101	0	0	0	0	0.02409	0.01257	0.003	0.00906	0.68381	0	0.50314	0.15551	0.02259	0.03752	0	0.00739	0	0
Healthy	0	0	0	0.0194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.02294	0	0.02001	0.01406	0.00952	0	0	0	0	2.97735	0	0	0.87643	0.186	0.01827	0.09601	0.02694	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77708	0.75495	0	0	0	0
Healthy	0	0	0.00035	1.24222	0.20816	0.11738	0.00266	0.03783	0	0.00216	2.42633	1.06027	0.32533	0.2379	0.11822	0.09926	0.89129	0	0.06033	0.0679
Healthy	0	0.7615	0.0024	0	0.06425	0.02236	0	0	0	0	1.39038	0	1.04746	0.04527	0	0.03046	0.09084	0.55197	0	0.14147
Healthy	0	0	0.01017	0.07163	0	0.03407	0.13538	0	0	0	3.69913	0.00937	3.82049	0.38126	1.38609	0.34256	0.00805	0.00649	0.01155	0
Healthy	0	0	0	0	0	0	0	0	0	0	17.5583	0.2061	1.14821	3.33195	0.00319	0.07374	0	0.49155	0	0.02476
Healthy	0	0	0	0	0	0	0	0	0	0	1.50327	0	3.37566	3.53008	0	0	0	0	0	0
Healthy	1.09503	0	0	0	0	0	0	0	0	0	1.51611	12.3531	0	0.92184	0	0.08027	0.81789	0	0	0
Healthy	0	0	0.06382	0	0	0	0.01561	0	0	0	1.741	0.48148	0	0.78032	0.00402	0.03319	0.21641	0.0011	0	0.09884
Healthy	4.24424	0	0	0	0	0	0	0	0	0	9.49934	0.51019	1.02417	2.04513	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.2421	4.06478	0	1.4304	0	0.68085	0	0	0	0
Healthy	0	0	0.34964	0	0.04749	0	0	0	0	0	0	0	0	0	0.01496	0	0.04479	0.11586	0.45485	0.18282
Healthy	3.77492	0	0.02722	0	0	0	0	0	0	0	8.94996	0.64461	5.49894	2.81688	0.0307	0.11523	0.02035	0.00209	0	0.04886
Healthy	0	0.11051	0	0	0	0	0	0	0	0	2.93305	0	2.35675	0.44042	0.4297	0.06899	0	0	0	0
Healthy	0.09885	0	0	0	0	0	0.00493	0	0	0	21.982	0.25645	0.93197	1.60655	0	0	0	0.00614	0	0
Healthy	5.86854	0	0	0	0	0	0	0	0	0	6.71834	10.3417	6.71656	1.04234	1.17125	0.40568	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.80018	0.03658	0	0.02522	0	0.01169	0	0	0	1.08585	27.4548	0.16828	0.27124	0.55095	0.07389	0.00768	0.19696	0.02347	0.04886
Healthy	0	0	0	0.0777	0	0	0	0	0	0	3.79149	0	3.32948	1.59534	0.72048	0.55695	0	0.00173	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.6835	0	1.00062	0.84922	0	0.08821	0	1.28976	0	0
Healthy	0	0.24839	0.06289	0	0	0	0	0	0	0	2.43541	0.4073	0	0	0.09122	0.09002	0.09234	0	0.01229	0.02236
Healthy	0	0	0	0	0	0	0.00838	0.26385	0	0.01638	0.35754	0	0	0.02024	8.22143	1.20203	0	0.02111	0	0
Healthy	0.85118	0.004	0	0	0.00434	0.01182	0	0.00178	0.00314	0	9.93246	1.31829	3.07304	1.2807	0.16922	0.12228	0.01726	0.17652	0.00124	0.08161
Healthy	0	0	0.38395	0	0.05262	0	0	0	0	0	0	0	0	0	0.00271	0	0.04634	0.1305	0.44928	0.16069
Healthy	0	1.90325	0	0	0.00522	0.01001	0	0.01156	0	0.00642	5.38817	14.4801	0	1.03121	0.75976	0.92264	0.00124	1.67474	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.92515	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.08385	0.03636	0.01912	0	0	0	0	0.188	3.45735	0	0.79779	0.22089	0.16675	0.02419	0.06756	0.00295	0.15525
Healthy	0	0	0	0	0	0	0	0	0	0	0	11.2332	6.39214	0	0.30326	0	0	0	0	0
Healthy	0	0.27528	0	0	0	0	0	0	0	0	0.95295	2.96821	0.01006	0.08689	0.8447	0.88979	0	0	0.01394	0.1707
Healthy	0	0	0	0	0	0	0	0	0.01835	0.00766	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.82861	3.31561	3.98722	0.18289	0.19646	0.11474	0	0.06847	0	0
Healthy	1.92452	0.01883	0.00701	0.06905	0	0.00382	0	0	0	0	4.09965	0	5.15572	0.82085	0.0158	0.02625	0.00902	0.2452	0	0.00576
Healthy	3.04744	0.07991	0	0	0	0	0	0	0	0	0.00761	0.00643	0	0	0.05864	0.06149	0	0.14985	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.18749	0	0	0	0	0	0	0	0	0.15695
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.82427	0	0	0.56845	0	0	0	0	0	0	2.15697	0	0.60676	0.43768	0.26223	0.12229	0	0	0	0
Healthy	0.66674	0	0	0	0	0	0	0	0	0	2.84813	10.0199	4.02953	0.3041	0.38815	0.32722	0	0	0	0
Healthy	0	0	0.09001	0	0.06237	0.05132	0	0	0	0	0.27528	1.79041	0.04544	0.69447	1.41827	0.5178	0.09387	0	0	0
Healthy	0	0	0	0.02147	0.02177	0	0	0	0	0	2.04724	0	0.4547	1.36807	0.84811	0.226	0.01904	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	13.5637	0.44935	2.11935	1.20122	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.99631	0	0	1.54638	0	0.26753	0.03082	0.17425	0	0
Healthy	0	0.02483	0	0	0	0	0	0	0	0	0	1.58913	0	2.35414	0.83096	0.32436	0	0.04372	0	0
Healthy	0.0691	0	0	0.00378	0.00093	0	0.03095	0.00023	0	0	4.20951	3.14163	1.17965	0.5015	0.54504	0.36115	0	0.05991	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02169	0	0	0.01201
Healthy	0	0	0	0	0	0	0	0.00052	0	0	2.37996	0.6482	3.1047	0.12005	0.19502	0.15086	0	0.01022	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.93521	21.8823	0.4971	0.15068	0	0.23836	0	0.03674	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	12.8018	0.73909	2.8852	0.82323	0.01131	0.0622	0	0.00555	0	0.08329
Healthy	2.533	0	0	0.12196	0	0	0	0	0	0	13.1098	1.94042	0	2.71365	0.02243	0.00322	0	0.00974	0	0
Healthy	0	0	0.04642	0	0	0	0	0	0	0	0.00488	1.05273	6.47044	0.81124	0.03897	0.0313	0	0.24045	0	0.08214
Healthy	0	0	0	0	0	0	0	0	0	0	0.63656	0.07066	0.36277	0.01535	0.31401	0.2314	0	0.28696	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.47202	0.0185	0.22097	0.04122	0.72386	0.27396	0	0.42965	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.0945	0	0	1.53051	0	0.25446	0.03618	0.16316	0	0
Healthy	0	0	0.03157	0	0	0	0	0.00412	0	0	7.89983	4.75153	1.74634	0.72025	0.16294	0.33739	0.01226	0.00315	0.05988	0.01241
Healthy	0	2.04846	0.01809	0	0.04133	0.0108	0	0	0	0	0.06615	22.3948	0	0	1.43599	1.64149	0.16813	0.07051	0.37051	0
Healthy	0	0	0.05192	0	0.10387	0	0	0	0	0	4.91666	0	0	0	0	0.02474	0.37118	0.11572	0.00839	0.40027
Healthy	0	0	0.01355	0	0.01198	0.03304	0.04169	0	0	0	0	0	0	0	0.63096	0.45723	0.3425	0	0.04363	0.0676
D016640	0.19083	3.4307	0.03762	0	0.03716	0.00271	0.04865	0	0.01777	0	5.73579	9.13407	1.29582	1.36502	0.21654	0.41431	0.00757	0.024	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.58994	0.10896	2.89576	0.73069	0.39313	0.39675	0	0	0	0
Healthy	0.08679	0	0	0.03515	0	0	0.00118	0.01527	0	0	3.58575	0.29895	0	0.83006	0.20239	0.11668	0.00157	0.04881	0	0.00137
Healthy	0	0	0	0.05895	0.03687	0	0	0	0	0	14.8048	0.30561	0.68176	0.41605	0	0.0462	0.04211	0.01745	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.16998	1.61079	0.31057	0	0.02292	0.34421	0	0.05623	0	0
Healthy	0.00093	0	0	0.00441	0	0	0	0	0.00148	0	0.91454	8.08842	0.22087	0.36452	0.20391	0.20214	0	0.00432	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.01013	0	2.08164	0.22983	2.32936	3.18766	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.67884	0	0.19623	0	0	0.27544	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00187	0.00375	0.00251	0.00199	0.00032	0	0	0.00044	0.03069	0	0	0
Healthy	0	0	0	0	0	0.09104	0	0.00098	0	0	3.71602	0.9984	0	0	0.07542	0	0.25443	0	0.02688	0.02767
Healthy	0	1.1088	0	0	0	0	0	0	0	0	1.57909	25.6241	0.06778	0.52204	0.36857	0.16602	0	0.05785	0	0
Healthy	0	0	0.00635	0	0	0	0	0	0	0	9.36608	0	0	1.40551	0	0.18765	0.01743	0.1497	0	1.84532
Healthy	0	0	0	0	0	0	0	0	0	0	0.34454	0	3.60827	0.70093	0	0.03616	0	0.07424	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.32824	0.04355	2.18202	0	3.27491	0	0	0.10588	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.01651	2.48586	0	0.56465	0.48439	0	0	0	0
Healthy	0	0	0	0.12307	0	0.00136	0	0.02756	0.00366	0.00626	11.1075	1.82639	5.93991	1.74027	0.3381	0.50544	0	0.00047	0	0
Healthy	0	0	0	0.06122	0	0	0	0	0	0	0.98939	7.01945	7.26493	0.17337	0	0.14177	0.02481	0.02842	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.67054	0	10.1724	0.01736	1.0341	0.43894	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.01146	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.13385	0.01461	0.04705	0	0.00444	0.01537	0	0.01215	0	0	0.00687	1.57928	0	11.9675	0.31567	0.55686	0.00413	0	0.0181	0.09623
Healthy	0	0	0	0	0	0	0	0	0	0	1.93773	1.04722	1.5643	0.71165	0	0.19554	0	0.04855	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.06499	14.2435	3.13782	0.42763	2.01348	2.6573	0	0	0	0
Healthy	5.09178	0	0	0.06636	0	0	0	0	0	0	10.6779	0	3.25229	0.34431	0	0	0	0.3207	0.5766	0.10981
Healthy	0	0	0.22385	0	0.00596	0.00868	0.01656	0	0	0	0.00186	4.44073	4.92905	0.68214	0.06616	0.07083	0.04988	0.00117	0	0.05335
Healthy	0	0	0.02355	0	0	0	0	0	0	0	12.8003	0.74199	2.74351	0.81627	0.01818	0.03231	0	0.0305	0	0.07038
Healthy	0	0	0	0	0	0	0	0	0	0	4.8545	4.61929	1.34454	2.47455	0.28445	0.27273	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.03786	0	9.80938	0.41621	0.45556	0.31837	0	0	0	0.00252
Healthy	0.00293	0	0	0	0.00132	0	0	0.11531	0.00849	0.01243	0.18907	0	0	0.00259	0	0.00203	0.41085	0.41164	0	0.00427
Healthy	1.43103	0	0	0	0.01404	0	0	0	0	0	14.4537	0	2.14951	2.69393	0	0.03572	0	0.00477	0	0.01973
Healthy	4.75577	0	0	0.01674	0.01091	0	0	0	0	0	6.91941	0	2.96203	0.5818	0	0.04168	0.00284	0.21162	0	0.03618
Healthy	0	0	0	0	0	0	0	0	0	0	1.90627	0.00877	0	1.04243	0.37857	0.0908	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.14121	0.00681	0	0	0.00034	0	0	0	0.02052	0	0	0.02653
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.45378	0	0	0	0	0.02313	0.00037	0	0	2.84625	0	0.6605	0	0.58515	0.29456	0	0.00111	0	0.01317
Healthy	0	0	0	0	0	0	0	0	0.00864	0.01891	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.81495	0.03452	0	0.025	0	0.01051	0	0	0	1.11889	27.5765	0.17166	0.27696	0.50781	0.04726	0.00936	0.18138	0.02202	0.04072
D016640	0.6873	0.11133	0.01969	0.00572	0.0436	0.04092	0.00244	0.00478	0	0	0.02325	0	0.82847	0.64532	0.08046	0.07641	0.0469	0	0.01352	0.0384
Healthy	0	0	0	0.08787	0.01842	0	0	0	0	0	8.84677	0.61455	0.69754	0.36755	0	0.01676	0.08769	0.00143	0	0
Healthy	0	0	0	0.00146	0	0	0	0	0	0	0.25919	1.48634	0.31317	0.01438	0.03486	0.3489	0	0.05103	0	0
Healthy	0	0	0	0	0.14855	0.02304	0.00093	0.05848	0	0	4.10883	0	1.02568	0.39916	2.63926	2.44988	0.03698	0	0	0.00102
Healthy	0.08218	0	0	0	0.00138	0	0.09063	0.00911	0	0	4.03823	5.98499	0.90519	0.68921	0.76519	0.29312	0	0.11497	0	0
Healthy	0	0	0	0.15277	0	0	0	0	0	0	2.01466	0	0.1938	0.82028	0.56616	3.68226	0.7258	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.76538	3.49228	0.03238	0.95253	0.18196	0.18425	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.16459	0	0	0	0.20977	1.97117	0	1.02043	0	0.155	0.08482	0.00914	0.01959	0
Healthy	0	0	0.13436	0.01072	0.03594	0.0209	0	0.0469	0.00321	0.01056	3.32915	1.3861	0.16807	0.2436	1.27661	0.22738	3.62248	8e-05	0.18973	0.01894
