group	Bacteroides_intestinalis_A	Bifidobacterium_pseudocatenulatum	Anaerotruncus_colihominis	Bacteroides_nordii	Enterocloster_asparagiformis	Enterocloster_citroniae	Gordonibacter_pamelaeae	Streptococcus_sp004166885	Rothia_sp001808955	Streptococcus_pseudopneumoniae_O	Alistipes_putredinis	Ruminococcus_H_sp003531055	Barnesiella_intestinihominis	Alistipes_shahii	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	0	0	0	0	0	0	0	0	0	0	9.98431	0	0	1.55394	0.00318	0.19898	0.0208	0.19767	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03077	0	0	0
Healthy	0	2.79348	0	0	0	0	0	0.03279	0.00522	0.00534	0.03166	0	0	0	0	0.03962	0	0	0	0
Healthy	0	1.22565	0.13267	0	0.01278	0	0	0	0	0	0	3.25049	0	0	0.0075	0.14812	0.11296	0.37347	0.0681	0.18989
Healthy	0	0	0	1.75054	0	0	0	0.23317	0.32407	0	0	0	0	0	0	0.68552	0	0	0	0
Healthy	0	0	0	0	0.00734	0.00577	0.00644	0.01418	0	0.01744	1.099	8.83249	0.54445	0.00042	0	0.32534	0.13418	0	0	0
Healthy	0.00339	0.34653	0.15969	0.00904	0.00739	0.00047	0.22603	0.01031	0.00057	0.00021	5.91609	9.27236	0.88152	0.94926	2.63983	1.12602	0.71006	0.00766	0.00123	0.0113
Healthy	0	0	0	0	0	0	0	0	0	0	0.04774	0.07599	0.02559	0	0.0991	0.2542	0	0	0	0
Healthy	0.06704	1.10452	0.04708	0	0	0	0.13622	0	0	0	11.2461	1.30991	0	3.42511	0.23825	0.47161	0	0.12171	0	0.011
Healthy	0	0	0	0	0	0	0	0	0	0	0.42501	0	3.73784	0.73339	0	0.03298	0	0.03345	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.16741	0	0	0.99288	0	0	0	0.16545	0	0
Healthy	0	0	0	0	0	0	0.17162	0	0	0	0.18301	1.97512	0	1.13007	0	0.14343	0.07762	0	0.01803	0.01527
Healthy	0.91323	0	0.0223	0.02028	0.01311	0	0	0	0	0	6.27204	9.32446	0.5656	0.76848	0.54764	0.62314	0.02575	0.03738	0.05453	0.00912
Healthy	0	0	0	0	0	0	0	0.02517	0.10574	0	0	0	0	0	0	7.17877	0	0	0	0.26198
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.00492	0	0	0	7.56641	0.18419	0	1.12191	0.55377	0	0	0	0
Healthy	0	6.12001	0	0.03138	0	0	0	0.16207	0.0811	0	1.80974	5.57129	0.89031	0.0684	2.56839	0.59878	0	0	0	0
Healthy	0	0.36889	0	0	0	0	0	0	0	0.00148	1.54489	0	0.36034	0.14572	0.38382	0.17108	0	0.00643	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.62048	5.56519	1.03834	0.50679	0.80016	0.74421	0	0.0042	0	0
Healthy	0	0.94427	0	0.00801	0	0	0	0	0	0	7.65912	0.76987	0	1.71962	0.01344	0.18788	0	0	0	0
Healthy	0	0.00623	0	0	0	0	0	0	0	0	0	0.08674	4.32298	0.15601	0.5881	0.42803	0	0	0	0
Healthy	0.08924	0	0	0	0.27205	0	0	0	0	0	15.2195	0	0.78709	1.05311	0	0	1.32227	0.27169	0.06619	0.39174
Healthy	0	0	0	0	0	0	0.14411	0	0	0	0.19878	1.92552	0	1.01189	0	0.17748	0.0729	0.0081	0.02209	0.02061
Healthy	0.75954	0	0	0	0	0	0	0	0	0	2.15293	0	1.74187	0.34755	0.87443	0.82865	0	0.00578	0	0
Healthy	0	0	0	0	0	0	0.06737	0	0	0	1.73457	13.6118	1.84471	0.73417	2.48434	0.39392	0	0.06759	0	0
Healthy	0	0	0	0.08116	0	0	0	0	0	0.04567	1.59068	0	3.48803	0.81703	2.54872	2.36949	0	0	0	0
Healthy	0	0	0	0	0.01468	0.021	0	0	0	0	0	0	0	0	0	0.02746	0.10027	0.02805	0.04509	0.51428
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.04555	0	1.37473	0.48854	0.25517	0	0.00403	0	0
Healthy	0	0	0	0.08412	0.00961	0	0	0	0	0	15.6524	0.35994	0.75121	0.42305	0	0.01947	0.04893	0.01246	0	0
Healthy	0.03611	0	0.00416	0.00169	0.01033	0.00471	0.00412	0	0	0	4.40486	0.39908	1.42259	0.99554	0.00235	0.06347	0	0.31437	0	0.00347
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07604	0	0	0	0
Healthy	0	0	0	0	2.37738	0	0	0	0	0	4.76164	0	0	1.08782	0	0.36102	1.96512	0	0	0.09952
Healthy	0.02163	0	0	0	0	0	0	0	0	0	0.04777	5.83247	0.33219	0.33398	0.12137	0.19176	0	0	0	0
Healthy	0	2.30344	0.005	0	0	0.05262	0.00497	0	0.00991	0	0.00572	0.28206	0.00142	0.00019	3.00787	0.05708	0	0	0.02168	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.19429	2.55543	3.48808	0.05838	0.28014	0.28678	0	0.02892	0	0
Healthy	0	0	0.22605	0	0.00438	0.0104	0.03475	0	0	0	0	4.64844	5.01123	0.72739	0.06048	0.08088	0.06108	0.2694	0	0.08099
Healthy	0	0	0.00881	0	0	0	0.02033	0.00348	0.0062	0	4.0596	27.1481	1.08526	0.32229	1.70497	2.2577	0.0043	0	0	0
Healthy	0	0	0	0	0.34942	0.01231	0	0	0	0	1.33382	0	1.9972	0.19154	0	0	0.36018	0.53159	0.4034	0.03535
Healthy	0	0	0	0	0.15614	0.01561	0	0	0	0	0	0	0	0.71075	0	0.06101	0.27233	0	0	0
Healthy	4.09162	0	0.00615	0	0	0	0	0	0	0	10.2223	0.73701	1.37295	2.13186	0	0.05813	0	0.08778	0	0.10218
Healthy	0	0	0	0	0	0	0	0	0	0	0.94631	5.26395	0.66867	0.06629	0.43915	0.51347	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.96023	0.73351	2.7843	0.16107	0.41107	0.2555	0	0.09344	0	0
Healthy	0	0	0	0	0	0	0	0.07046	0	0	0	3.36355	0	0	0	0	0	0	0	0
Healthy	0	0	0.28594	0	0.03914	0	0	0	0	0	0	0.21442	0	0	0	0.04789	0.05693	0	0.06543	0.07393
Healthy	1.57106	0.02301	0	0	0.00168	0	0	0	0	0	5.47517	15.5709	1.9029	1.91206	0.59336	0.18046	0	0	0	0.00509
Healthy	0	0.0811	0	0	0	0	0	0	0	0	17.5134	0	11.579	0	0	0.02035	0.02263	0	0	0.12439
Healthy	4.64174	0	0	0	0	0	0	0	0	0	10.4527	0.83192	1.5146	2.25432	0	0.06881	0	0.00461	0.00223	0.12936
Healthy	0	0.29483	0	0	0	0	0	0	0	0	14.0524	1.8481	3.90749	2.10738	0	0.03167	0	0.03383	0	0
Healthy	0	0	0	0	0	0.01853	0	0	0	0	0.01367	0	0.56926	0.32968	0.43775	0.05759	0.01128	0	0.12751	0.03623
Healthy	0	0	0	0	0	0	0	0	0.02014	0.00217	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.06059	7.13395	7.69807	1.22186	0.23211	1.27777	0	0	0	0
Healthy	0.4485	0	0	0	0	0	0	0	0	0	2.37885	4.78747	0.72461	1.15782	0.03233	0.09952	0	0	0	0
Healthy	0	0	0	0	0.37588	0.07602	0	0	0	0	0	0	0	0	0	0	3.24387	0	3.05785	0.01107
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60722	0	0.0198	0.05289
Healthy	0	0	0.02159	0	0	0	0.00193	0	0	0	0	1.00663	6.44686	0.86817	0.0563	0.02954	0	0.25053	0.00853	0.06052
Healthy	0	0	0.00244	0	0	0.02133	0	0	0	0	4.11933	0.06198	1.77522	2.40613	0.42221	0.20006	0	0	0	0.00507
Healthy	0.50854	0.30116	0	0	0	0	0	0	0	0	10.4074	0.2646	0	1.84023	0	0	0	0.07875	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.4427	0	0	1.52212	0	0.27177	0.03625	0.16176	0	1.79298
Healthy	0	0	0	0	0.00806	0	0.05184	0	0.02678	0	0	5.33899	0.57392	0	0.12907	0.37446	0	0.27122	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.88047	3.39552	0.0193	1.18514	0.20395	0.27582	0	0	0	0
Healthy	0	0	0	0	0.16354	0.02189	0	0	0	0	0	0	2.70583	0.06577	0	0	2.21431	0.10489	0.15456	0.46982
Healthy	0	0	0	0	0	0	0	0	0.0332	0	11.7943	3.47695	1.02913	0	0.41399	0.20339	0	0	0	0.03395
D016640	7.50828	0.28484	0.48569	0.1465	0.20376	0.19189	0	0.02525	0.09558	0.0066	0	0	0	0	0.23697	0.18371	0.29099	0	0	0.53504
Healthy	0	0	0	0	0	0	0	0	0	0	3.98357	4.04731	4.09417	0.52331	0.6869	0.16295	0	0.0164	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.20872	10.3131	0	0.06158	2.52923	2.64968	0	0	0	0
Healthy	0	0	0.38416	0	0.05943	0	0	0	0	0	0	0	0	0	0.01314	0	0.04011	0.11036	0.45891	0.13553
Healthy	1.60913	0	0	0	0.07276	0	0	0	0	0	0	1.19466	0	0	0	0.06617	0	0	0.22898	0
Healthy	0	0	0.09038	0	0	0	0.00815	0	0	0	1.70734	0.5572	0	0.7178	0.02214	0.02128	0.20969	0.01179	0	0.07388
Healthy	0	0	0.0152	0	0	0	0	0	0	0	11.2817	0	0	1.66929	0	0.05702	0	0.23517	0	0
Healthy	0.10818	7.63165	0.03125	0	0.02908	0.62007	0	0	0.05945	0	0.4283	1.96137	0	0	0.20813	0.49236	0.29289	3.38681	0.09351	0
Healthy	0	0	0	0	0	0	0	0.00219	0	0	1.53227	24.0444	0.46424	0.08005	0.11507	0.27265	0	0.03504	0	0
Healthy	2.17309	0	0.00296	0.1823	0.01285	0	0	0	0	0	0.10134	1.32789	0	0	0.12793	0.09479	0.12774	0.01464	0.03645	0.56007
Healthy	0	0	0	0	0	0	0	0	0	0	3.0742	0	0.3522	0	0.51484	0.68276	0	0.37923	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	17.9299	0.1678	1.11668	3.45089	0.0151	0.09776	0	0.40076	0	0.02152
Healthy	0	0	0	0.01225	0	0	0	0	0	0	1.31109	1.58041	1.97979	4.23558	0	0.03448	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.095	0	0.41168	0.38239	0.57597	0	0.08042	0	0
Healthy	0	0	0	0	0	0	0	0	0.33836	0.01204	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.90938	0	4.33821	1.14588	0.16769	0.39073	0	0	0	0
Healthy	3.4601	0	0	0.38892	0	0	0	0	0	0	4.36038	0	5.81874	0.13949	0.59608	0.89314	0	0.04987	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.16397	2.04201	0	1.88532	0.00303	0.19531	1.43856	0.33156	0.09618	0.00109
Healthy	0	0	0	0	0	0	0	0	0	0	1.92161	0	2.55194	0.0953	0.46331	0.10205	0	0	0	0
Healthy	0	0.14851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76901	0	0	0
Healthy	1.04211	0	0	0	0	0	0	0	0	0	3.77551	4.44834	2.97141	0.47302	0.71646	0.26333	0	0.00088	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70549	0	0.01451	0	0	0	0
Healthy	0	0	0	0.11654	0	0	0	0	0	0	0	3.0549	0	5.41589	0.7121	0.14791	0	0.07799	0	0
Healthy	0	0	0	0	0	0	0	0	0.41692	0.01166	0	0	0.09899	0	0	0	0	0	0	0
Healthy	0	0	0	0.01687	0.00497	0.01552	0	0	0	0	1.36086	0.00969	0.25472	0.00481	0.02916	0.2519	0.87414	0.00387	0	0
Healthy	0	0	0	0.10041	0	0.00708	0	0	0	0	6.18545	0.00133	0	0.01281	0.0422	0.11165	0.05316	0.01037	0.0131	0.02698
Healthy	0	7.63792	0	0	0	0	0	0	0	0	2.25919	3.99297	0.67923	0	1.63817	0.62239	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00246	0.0214	0	0	0	0	0	0.00223	0	0	0	0.07119
Healthy	0	0	0	0	0	0	0	0	0	0	8.92073	2.82042	0	6.43839	0.9422	0.37005	0	0.03292	0	0
Healthy	0	3.37878	0	0	0	0	0	0	0	0	0	0	0.28884	0	8.89652	2.0689	0	0	0	0
Healthy	0	0	0	0	0.02278	0.00341	0	0	0	0	0	3.37449	1.54458	0	0.30573	0.31407	0.00129	0.70432	0.01719	0.00396
Healthy	0	0.15459	0	0	0	0	0	0	0.01003	0	5.49467	10.802	5.06016	0	1.77192	0.4536	0	0	0	0
Healthy	0	2.33925	0.03701	0.03277	0.00229	0.00663	0.00586	0	0.01519	0	1.3598	0.00083	1.65052	0.00799	1.1873	1.04458	0.05179	0.20787	0	0.00285
Healthy	0	0	0	0	0	0	0	0	0	0	1.77614	14.1418	2.98586	0.3908	1.89286	3.26684	0	0	0	0
D016640	0.33534	0.05982	0.03048	0.08937	0.09932	0.0466	0.02275	0.00117	0.09419	0	7.84651	0.00092	0	2.19847	0.04705	0.46851	0.03131	0.04361	0.00516	0.00608
Healthy	1.44792	0	0	0	0.01595	0	0	0	0	0	14.1168	0	2.06854	2.90675	0	0.00935	0	0.00804	0	0.04658
Healthy	0	0	0	0	0	0	0	0	0.00158	0.00787	0	0	0	0	0	0	0.27061	0	0	0
Healthy	0	0	0	0	0	0	0	0.00496	0	0	2.22686	0.02026	0.8281	0.11916	0.28557	0.11944	0	0.06515	0	0.00081
Healthy	0	0	0	0.12838	0	0	0	0	0	0	15.0643	0.63251	9.83166	5.29286	0	0.03386	0	0.10194	0.00512	0
Healthy	0.69712	0.48571	0.08443	0	0.03274	0.12306	0.0561	0	0	0	7.99575	3.52199	0	1.87591	0.8002	1.02536	0.10032	0.05655	0.08413	0.08058
Healthy	0	0	0.05229	0	0	0	0	0	0	0	11.256	0	0	1.62681	0	0.02193	0	0.23086	0	0
Healthy	0	0.95809	0	0	0	0	0	0	0	0	0.86437	1.6733	2.84819	0.60373	0.74327	0.26249	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.14023	3.07825	0.42509	0.25002	0.06826	0.16314	0	0	0	0
D016640	0.07465	0.02814	0	0	0.05433	0.04681	0.01537	0.16233	0.01016	0.03131	3.12052	0.55062	0	0.76706	0.03805	0.12819	0.03723	0.00733	0.00067	0.02282
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.03356	0	0	0	0	0	0	0	17.0962	2.09709	2.04215	0.9948	0.08856	0.11414	0.01611	0.00439	0.02897	0.07051
Healthy	1.61792	0	0	0	0.32902	0	0	0	0	0	2.62966	0.98038	0.55784	1.63927	0	0	1.63561	0.01825	0	0.07502
Healthy	5.94492	0	0	0	0	0	0	0	0	0	1.18838	13.4688	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31885	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.28661	0	17.8049	0	0	0	0.01698	0	0	0
Healthy	0.04257	0	0.02704	0	0.00125	0.01673	0	0.01244	0	0	5.27597	0.14344	5.35967	0.24003	1.05073	0.56965	0.00976	0.00583	0.05281	0.04575
Healthy	0	0	0.13091	0	0.02911	0.01982	0.00368	0	0	0	15.84	1.57613	0	0.00234	0.20083	0.20879	0.03353	0.00931	0.08244	0.01093
Healthy	0	0.00862	0	0	0	0	0	0	0	0	5.40772	0	18.0705	0	0	0	0.03884	0	0	0
Healthy	0	0	0	0.06027	0.16749	0	0	0	0	0	1.89108	0	0.26727	0.56436	0.39143	2.7858	0.96476	0	0	0
Healthy	0	0.40597	0	0	0	0	0	0	0.01998	0.08619	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.20506	0	0	0	0	0.07729	0	0.00534	0	0.2409	0	0.44652	0	12.8784	2.28489	0.00374	0.02161	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.87597	1.57327	3.61482	0.08208	0.35606	0.83513	0	0	0	0
Healthy	2.30507	0	0	0.01257	0	0	0	0	0	0	13.7701	1.85638	0	2.67199	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.71328	5.52499	5.42094	0	0.41627	0.45515	0	0	0	0
Healthy	0.10432	0	0	0	0	0	0	0	0	0	4.38624	10.3784	0.50216	0.37427	1.85861	0.41086	0.01128	0	0	0
Healthy	0.92625	0	0	0	0	0	0	0	0	0	0.09455	10.0853	1.94597	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00091	0.0939	0	0	0	0	0	0	0	0	0	0
Healthy	0.64931	0.40269	0.04787	0	0	0	0.04975	0	0	0	10.6173	0.25397	0	2.76987	0.01461	0.0919	0	0.12314	0	0.06757
Healthy	0	0	0.005	0	0.00194	0	0	0	0.00495	0	0	0.46127	0	0	0	0.03209	0.01673	0.35574	0	0.06649
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60416	0	0	0	0
Healthy	0.75942	0.00394	0.00675	0	0	0	0	0	0	0.00093	0	2.11846	9.43509	0	0.60797	0.69718	0.00254	0.13676	0.00656	0.05015
Healthy	0	0	0.02936	0	0	0	0.00156	0	0	0	0	0.67821	0	0	0.05203	0.02017	0.04858	0.00539	0.08108	0.08168
Healthy	0	0	0	0.0867	0	0	0	0	0	0	2.00209	0	0	0.89159	0.39997	3.52668	0.8644	0	0	0
Healthy	4.61886	0	0	0.0323	0	0	0	0	0	0	6.95795	0	2.93708	0.53272	0	0.04442	0.00138	0.20805	0.00909	0.06469
Healthy	0	0	0	0	0	0	0	0	0	0	3.71597	5.83056	3.17908	0.49606	0.50211	0.27275	0	0.00014	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	13.1364	0.68997	2.91655	0.85328	0.00167	0.0503	0	0.02144	0.01013	0.04611
Healthy	0	0	0.00327	0	0	0	0	0.01106	0.00669	0.00864	2.50749	0.00645	0.12347	0.05897	0.41294	0.27382	0.00013	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.12712	5.24592	2.13962	0.97347	0.20648	0.17708	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.83791	0	0.13446	0.12093	0.2639	1.80312	0	0.08118	0
Healthy	0.04356	0	0	0	0	0	0	0	0	0	0.02147	0.00239	0	0.00942	0.06367	1.09372	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.97358	0.05631	1.66506	0	0.28747	0.1932	0	0	0	0
Healthy	0	0	0.08815	0	0	0	0	0.1437	0.01004	0	0	0.03261	0	0	0	0	0.75565	0.35212	0	0
Healthy	3.66192	0	0.0384	0	0	0	0	0	0	0	9.44298	0.69764	5.51191	2.80821	0.02152	0.09191	0.00179	0.00446	0	0.01774
Healthy	0	0	0	0	0	0.00563	0	0.0806	0	0.01956	0	2.98859	2.34956	0.40029	5.92	1.65058	0.00367	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.79747	0	18.365	0	0	0	0.01827	0	0	0
Healthy	0	0.9029	0	0.02927	0	0	0	0.00746	0	0	7.5848	0.68273	0	1.71877	0	0.21365	0	0	0	0
Healthy	0	0	0	0.03462	0	0	0	0	0	0	12.1705	1.07907	3.09199	1.58201	0.03622	0.02106	0	0.30472	0	0
Healthy	0	3.1379	0	0	0.00688	0.02269	0.00752	0	0	0	15.6014	0.00105	0.30831	0.49586	1.30742	0.21336	0.00355	0	0	0.12437
Healthy	0.05481	0	0.00186	0	0.00896	0	1.99748	0	0	0	0.08642	16.9685	0.02627	0.04793	0.43632	0.04082	0.07231	0	0	0.00098
Healthy	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.01563	0	0	0	0	0	0	0	0	0	0	0	0	0.84303	0.41664	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.95999	2.67334	0.03148	0.43967	0.75911	0.43427	0	0.01369	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.41155	3.40203	4.40509	1.88186	0.62297	1.97453	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.01605	14.4977	0	0.37853	0.61245	0.24614	0	0.02746	0	0
Healthy	0	0	0	0	0	0	0.15375	0	0	0	0.17479	1.799	0	1.08051	0	0.11843	0.09096	0.01138	0.03023	0.00596
Healthy	0	0.31625	0	0	0	0	0	0	0	0	14.5534	1.86405	4.1285	1.99324	0	0.01394	0	0.02676	0	0
Healthy	0	0	0	0.0634	0	0	0	0	0	0	0.80287	12.0383	1.07553	0.4167	0.13098	0.69689	0	0	0.35151	0
Healthy	0.60389	0.38395	0.04363	0	0	0	0.05091	0	0	0	10.3806	0.27024	0	2.75531	0.00738	0.0697	0	0.13863	0	0.03798
Healthy	4.99503	0	0.01869	0	0	0	0.0131	0	0	0	12.4631	0.23358	0	1.19533	0.2484	0.41019	0.07265	0.001	0	0.00699
D016640	0.24954	1.25056	0	0.01203	0.00491	0.01528	0	0.0669	0.00124	0	5.4117	5.95003	0.87346	2.42325	1.58477	0.43371	0.00935	0.2657	0	0.00545
Healthy	0.85141	0.74533	0.00412	0	0	0	0	0	0	0	11.9857	0.63136	0	2.17636	0.0145	0.22889	0	0.00914	0	0
Healthy	3.97589	0	0.09409	0	0.01679	0	0	0	0	0	5.40443	17.8675	0.84705	3.32134	1.46696	0.14208	0.0471	0.21045	0	0.06549
Healthy	0.1639	0	0	0	0	0	0.04323	0	0	0	1.77403	0.00967	5.85919	0.2491	0.35864	0.12659	0	0	0	0
Healthy	0	7.95187	0	0	0	0	0	0	0	0	0	18.069	0.39789	0	3.07329	1.2803	0	0.03671	0	0.09565
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.75647	0	0	0.62061	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.75741	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.10204	0	0	0	1.71237	13.2567	1.78821	0.76316	2.4886	0.32718	0.00158	0.06502	0	0
Healthy	0	0	0	0	0.00667	0	0	0	0	0	18.1321	0.22341	1.07594	3.23112	0.00317	0.12119	0	0.32427	0	0
Healthy	0.01033	0	0.00696	0	0.03561	0.00714	0.01572	0	0	0	3.05368	3.30644	0.56763	0.25802	1.21352	0.41403	0.28771	0.00522	0.08027	0.01848
Healthy	0	0	0	0	0	0	0	0	0	0	14.6261	0.06438	0.51071	1.60088	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.86101	0.69709	5.12192	1.03078	0.05333	0.02785	0	0	0	0
Healthy	0	0	0	0	0.02055	0	0	0	0	0	0	0	0	0	0	0.02029	0.02148	0.01458	0.11586	0
D016640	0.16846	0.2272	0	0.00777	0.03876	0	0	0.00427	0.00058	0	2.99071	0.42111	2.47889	0.33095	0.0638	0.50913	0.02636	0.00112	0	0
Healthy	0.01926	0	0	0.32182	0	0	0.00686	0	0	0	0.33516	13.7456	0	0.38823	0.35937	0.2272	0	0	0	0
Healthy	0	0	0.04601	0	0	0	0	0	0	0	0	1.0791	6.53682	0.82731	0.03764	0.01032	0	0.30531	0	0.07088
Healthy	0	0	0	0	0	0	0	0	0	0	5.98398	0	1.09607	0.71444	0	0.07024	0	1.12334	0	0
Healthy	1.54565	0	0	0	0.31508	0	0	0	0	0	2.43554	0.95946	0.64972	1.53061	0	0	1.59455	0.01139	0	0.06509
Healthy	0	0	0	0	0	0	0	0	0	0	5.31113	1.38051	0.07374	0.36561	0.61543	0.65202	0	0.00564	0	0
Healthy	0	0	0	0	0	0	0	0.00127	0.00023	0.00664	0	0.0125	0	0.0008	0	0	2.14505	0	0	0
Healthy	0.11278	0.05371	0	0.00625	0	0.06846	0	0.01893	0.06411	0	0.7452	1.14024	0.05946	0.03879	0.57543	1.20418	0.04921	0	0.00253	0.06683
Healthy	0	0	0.00915	0	0	0	0	0	0	0	11.063	2.15726	0	2.35325	0.12482	0.23504	0	0.51855	0	0.02448
Healthy	0	0	0	0.03127	0	0.00107	0	0.02839	0.06842	0	19.0632	0	0.46314	1.49403	1.26933	0.15993	0	0.00746	0	0.00198
Healthy	0	0	0.00185	0	0.4269	0	0	0	0	0	5.31883	0.73952	0	1.29379	0	0	1.07129	0.07291	0.03792	0.33261
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03897	0	0	0
Healthy	0	0	0.02647	0	0	0.00215	0.0614	0	0	0.00093	9.613	10.6339	6.79418	0.69816	0.68065	0.33421	0.00616	0.00838	0	0.10838
Healthy	0	0	0	0	0	0	0	0	0	0	3.63455	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2024	1.22957	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.92047	0.62427	2.89812	0.32597	0.25733	0.1457	0	0.11329	0	0
Healthy	1.50513	0	0	0	0.24224	0	0	0	0	0	2.44707	0.91309	0.61304	1.58966	0	0	1.56477	0.00432	0	0.08627
Healthy	0	0.27976	0	0.03043	0	0	0	0	0	0	9.98309	2.56092	0	3.61955	0	0.0295	0	0	0	0
Healthy	0	0	0	0	0.19495	0	0	0	0	0	12.9321	1.22072	6.00385	2.37622	0	0	0.31208	0.02597	0	0
Healthy	0	0	0	0	0	0	0	0.10116	0.50881	0	0	0.30603	0	0	3.78053	4.49978	0	0	0	0
Healthy	0	0.09297	0	0	0	0	0	0	0	0	2.14379	2.33447	0	0.54948	1.14941	0.37801	0	0.06939	0	0
Healthy	0	0.09555	0	0	0	0	0	0	0	0	16.8102	0	11.1742	0	0	0.03604	0.02565	0	0	0.14402
Healthy	0	0	0	0	0	0	0	0	0	0	6.61345	21.8277	1.53413	2.38366	0	0	0	0	0	0
Healthy	0.65164	0	0	0	0	0	0	0	0	0	4.50149	7.74784	3.29861	0.49101	0.36299	0.39328	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.38914	0	3.5212	3.72363	0	0.004	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.06938	0	0.13359	0	0.03356	0	0	0.00059	0.12503	0.07328	0.01148	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.56849	6.81295	4.1437	0.97308	0.02357	0.14383	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.62037	0	0.0363	0	0.10645	0	0	0	0	0	14.0114	0	2.03418	2.02315	0.00522	0.04293	0.17552	0.0046	0.0552	0.06786
Healthy	0	0.82976	0	0.01067	0	0	0	0.00244	0	0	7.3363	0.65716	0	1.55543	0	0.1763	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.01259	0.0036	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00928	0	0	0	0	0	0	0	13.1575	0.7283	2.94017	0.78021	0	0.04224	0	0.02796	0	0.06619
Healthy	0	0	0.02688	0	0	0	0	0.00599	0	0	8.1305	4.63145	1.82916	0.65047	0.15364	0.32072	0.00501	0	0.05592	0.0181
Healthy	0.10867	0	0	0	0	0	0	0	0	0	4.25004	0	0.75572	2.2385	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.3398	0	3.55464	0.76411	0	0.07273	0	0.0694	0	0
Healthy	0	0	0	0	0.1684	0.0145	0	0	0	0	0	0	2.47642	0.06717	0	0	2.44186	0.08782	0.13466	0.4206
