group	Enterobacteriaceae	Pseudomonadaceae	Moraxellaceae	Veillonellaceae	Staphylococcaceae	Actinomycetaceae		Bacteroidaceae	Lachnospiraceae	Rikenellaceae	Ruminococcaceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae
Healthy	0	0	0	0.50194	0	0		10.86163	43.90919	0	0.06666	0.31135	6.31524	0	0	0	0
Healthy	0.06901	0	0	0	0	0		52.31217	1.57102	15.44809	1.79174	1.00627	0.12536	0	0	0.01891	0
D007234	0.00066	0.00369	0.80168	0	99.1851	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		9.36598	23.18683	2.52645	27.77423	1.17012	10.0415	2.38179	0.05672	0	0
Healthy	0.60334	0	0	0	0	0		38.00848	0.32418	20.12951	1.92122	5.88476	0.67394	2.84063	0.90607	1.89308	0.44833
Healthy	98.5792	0	0	0	1.05372	0		0.0051	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		45.74196	4.27275	10.85603	7.41987	3.47424	0.37237	0	0.40306	0.13878	0.05598
Healthy	0.08659	0	0	0	0	0		10.60939	1.2422	10.03094	3.50894	3.87232	5.26729	1.83454	1.25125	0.62862	0.70216
D007234	89.912	0.0342	0	0	0.91924	0		0	0	0	0	0	0	0	0	0	0
D007234	80.9146	3.33566	0	1.97779	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		53.81094	3.03737	9.6191	3.25638	1.02255	0	0.73485	0.26175	1.37618	0.26754
Healthy	0.06642	0	0	0	0	0		55.05468	0.98848	6.50913	3.77952	4.86342	1.06391	1.31421	0.12241	0.41506	1.47767
Healthy	0	0	0	0	0	0		18.92584	19.22917	32.78023	3.94336	9.05636	0.3608	2.67032	0.09436	0.3738	0.37319
Healthy	0	0	0	0	0.0381	0		7.54406	29.9519	4.84425	10.34569	1.55558	27.12993	1.06738	0.54054	0.00192	0
Healthy	0.10839	0	0	0	0	0		51.50504	0.70725	18.21711	5.64156	3.21009	0.11937	2.15507	0.06371	3.07585	0.00325
Healthy	0.05429	0	0	0	0	0		11.9619	8.03962	22.3585	8.41449	16.03697	0.09087	1.58016	0.1	0	0.32032
Healthy	0.03932	0	0	0	0	0		6.67974	5.41206	3.62846	6.13421	0.63363	21.9481	0	0.1583	0	0
Healthy	0	0	0	0	0	0		8.68011	25.39822	0.59242	18.67846	0.16963	6.34578	0.14329	1.69258	0	0
D007234	0.16496	93.3349	0.58138	0.66949	0.12724	0		0	0	0	0	0	0	0	0	0	0
D007234	0.06584	0	0	0.01389	0.14907	0		0	8e-05	0	0	0	0	0	0	0	0
Healthy	18.7087	0.00594	0	0	0	0		16.25298	10.57816	3.88226	12.92938	1.82288	4.27941	1.27596	0.47792	0.07584	0.15039
Healthy	0	0	0	0.02216	0	0		74.62482	1.59744	0.72997	6.5165	3.69318	0.52022	0	0.0421	0	0
Healthy	0.0278	0	0	0	0	0		45.65424	8.83503	14.58101	5.62771	5.15336	0.56896	0	0.29772	0.0777	0.07483
Healthy	0.08366	0	0	0.00659	0	0		45.91474	9.14533	14.46977	5.13136	5.20087	0.60805	0	0.35408	0.112	0.0955
Healthy	0	0	0	0.01704	0	0		42.27842	35.9601	0	11.73818	0	1.54063	0	0.3423	0	0
Healthy	0.93792	0	0	0	0	0		51.38181	4.02704	2.57447	3.71539	1.69135	0.5637	0	0.55687	0.31079	0.17982
D007234	50.6412	0	37.7674	1.38289	0	0.46585		0	1.92414	0	0	5.3042	0	0	0	0	0
D007234	0	6.82528	90.5173	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		20.89571	6.21473	6.97754	2.34516	1.58981	4.85397	0.81709	0.37073	0.97292	0.5915
Healthy	0	0	0	0	0	0		3.20104	23.18369	0.69452	1.41065	0.26416	0	0.43555	0.32995	0	0
Healthy	0	0	0	0	0	0		51.86236	14.66232	7.50235	1.36756	1.66316	0	2.82088	0.29208	1.67572	0.06882
Healthy	0.40305	0	0	0	0	0		15.5299	0.69034	21.22337	3.22715	6.09831	2.17464	2.06662	0.71992	1.21673	0.62884
Healthy	0.07667	0	0	0	0	0		39.15929	6.51314	6.6584	9.50291	2.41436	0.70297	0	0	0.42596	0.19774
Healthy	0	0	0	0	0	0		4.47905	2.74978	2.16596	2.14044	0	9.01791	0	2.58962	0	0
Healthy	0	0	0	0	0	0		60.1767	3.69966	10.60642	2.0773	3.65455	0	3.39361	0.64731	0.10476	1.51706
Healthy	0	0.32525	0	0.00045	0	0		9.40983	47.86065	1.72731	9.32606	0	6.4487	0	0	0.00227	0.04407
Healthy	0.83258	0	0	0.73243	0	0		66.55142	2.28218	0	0.09076	0	0	0	0	0.0117	0
D007234	0.03461	6.03378	6.29845	0.3093	0	0		0	34.44631	0	0	0	0	0	0	0	0
Healthy	0.06156	0	0	0	0	0		38.41226	6.24883	6.5293	10.05653	2.3317	0.69301	0	0	0.44754	0.17934
Healthy	1.45409	0	0	0	0	0		7.77288	18.1754	1.67391	3.09799	0.20891	5.58794	0	3.42746	0	0
D007234	62.3818	0.96491	0	0	0	0		0	0	0	0	0	0	0	0	0	0
D007234	86.9358	0	0	0	0.64297	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.16735	0	0	0	0	0		18.861	8.60718	7.87175	0.68908	1.89096	5.49925	2.64868	1.15465	0.09508	0.00419
Healthy	0	0	0	0.01312	0	0		14.82641	6.81285	15.74449	13.19843	2.82467	3.50237	4.6386	0.2084	0.0521	0.13801
Healthy	3.9209	0	0	0.07213	0	0		0	26.96077	0	2.39016	0	0	0	0	1.5231	1.28897
Healthy	0	0	0	0	0	0		9.79107	28.894	0.08709	2.20286	0.35492	0	0.39499	0	0	0
Healthy	0.16691	0.00818	0	0.07054	0	0		17.06239	46.93193	2.60061	9.74278	2.65433	3.34098	2.18053	0.2656	0.2766	0
Healthy	0.00788	0	0	0.01738	0.43732	0		22.39048	0.01859	0	0.00078	24.16437	0	0	1.99768	0	0.07383
D007234	11.5612	14.9295	73.3432	0	0	0		0.16598	0	0	0	0	0	0	0	0	0
Healthy	0.05773	0	0	0.12847	0	0		28.16378	16.79701	0.28979	12.10365	0.46024	2.98485	0	0.99768	0.10528	0
Healthy	0	0	0	0	0	0		50.11589	28.05617	0	0	0	0	0	0	0	0
Healthy	0.56328	0	0	0.06195	0.00714	0		40.15561	8.12301	2.88954	5.31051	0.4473	1.07597	0.32533	0.69983	0.48382	0.03955
Healthy	0.62791	0	0.00214	0	0	0		43.91791	7.85219	2.15653	6.0375	6.01008	0	1.04746	0.05178	0.64626	0.07429
Healthy	0	0	0	0	0	0		20.95826	15.8757	4.34095	17.58185	4.71176	0.11519	3.82049	0.68133	0.00858	0.26021
Healthy	0	0	0	0	0	0		31.59693	24.02851	23.70952	3.82989	6.21	0.2061	1.14821	0.0728	0.33025	0.3977
Healthy	0	0	0	0	0	0		60.0796	3.73018	10.08466	1.96571	3.36713	0	3.37566	0.62741	2.82055	1.47135
Healthy	0	0	0	0	0	0		22.6282	35.25653	2.45535	15.4791	1.27862	12.3531	0	0	0	0
Healthy	1.22721	0	0	0	0	0		49.25564	0.82863	2.52132	3.84055	1.74446	0.51209	0	0.67344	3.21706	0.15019
Healthy	1.57391	0	0	0	0	0		33.15089	13.08515	12.77762	3.96668	5.01395	0.51019	1.02417	0.21376	0	0
Healthy	1.95493	0	0	0	0	0		35.36336	15.20616	13.92663	14.60528	0.63279	4.06478	0	0	0	0
D007234	37.08302	6.0507	50.5807	0	0.18381	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.36136	0	0	0.02165	0	0		85.84568	1.20825	0	0.86833	3.24721	0.38591	0	0.15418	0.19888	0.00256
Healthy	0.06068	0	0	0.01976	0	0		32.4933	6.64336	13.99661	6.31401	10.27136	0.64461	5.49894	0.19742	0.16082	0.15304
Healthy	0	0	0	0	0	0		54.78992	9.28995	3.8008	4.81253	3.1198	0	2.35675	1.3424	0	0.03707
Healthy	0	0	0	0.0852	0	0		8.01752	5.98464	27.68693	3.5989	11.71159	0.25645	0.93197	0.08154	0	0.67466
D007234	72.15357	0	0	4.44927	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.30785	0	0	0	0	0		21.81949	21.33333	8.11061	1.85423	0	10.3417	6.71656	0.07281	0	0
Healthy	0	0	0	0	0	0		3.37609	14.7844	0	55.382	0	0	0	0	0	0
Healthy	0.43259	0	0	0	0	0		19.98768	19.27721	1.56555	5.45879	0.33077	27.48554	0.16828	0.35995	0.11336	0
Healthy	0.17988	0	0	0	0	0		47.27719	21.62777	6.30871	2.25388	3.08064	0	3.32948	0.3887	0	0
Healthy	0	0	0	0.2182	0	0		53.86314	13.32261	6.94798	3.61713	3.95924	0	1.00062	0	0.16088	0
Healthy	1.2714	0	0	0.03451	0	0		47.23784	5.42416	3.03769	28.29469	1.90408	0.58819	0	0.04871	1.16988	0
Healthy	0	0	0	0	0	0		3.72856	27.43436	0.37778	0.44311	0.2914	0	0	8.08886	0	0
D007234	32.75579	4.95431	0	0	0.00714	0		33.7294	4.57419	0	0	1.27785	0	0	0	0	0
Healthy	0.23135	0	0.1721	0.00197	0.07642	0		32.30263	17.37687	11.6803	9.98515	1.3232	1.35528	3.07304	0.18373	0.15532	0.34134
Healthy	0.54344	0	0	0.02509	0	0		85.64421	1.05575	0	0.85433	3.20247	0.38666	0	0.13229	0.18641	0.00761
Healthy	0.00288	0	0	0	0	0		37.82616	10.27839	6.8694	4.15932	1.44101	14.49259	0	1.21611	0.00784	0.05704
Healthy	0	0	0	0	0	0		8.0179	68.64843	0	1.73693	0	1.92515	0	0	0	0
Healthy	0.08287	0	0.30961	0.01468	0	0		64.71551	15.82956	1.63679	0.04933	4.73124	3.4674	0	0.06455	0.15664	0.0596
Healthy	0	0	0	0	0	0		28.43327	23.39615	0	0	0	11.2332	6.39214	0	0	0
Healthy	0	0	0	0.01659	0	0		22.46432	31.93906	1.10407	18.4103	0.13615	3.15437	0.01006	0.87178	0.2451	0
Healthy	54.4802	3.73733	0.00568	0	1.85998	0		38.55289	0	0	0	0	0	0	0	0	0
Healthy	24.8113	0	0	0.00272	0	0		15.02118	14.42117	3.17843	2.79807	1.1377	3.31561	3.98722	0.00789	0	0
Healthy	0.09042	0	0	0.00446	0	0		50.52412	5.92327	7.12806	2.23631	2.37614	0.28775	5.15572	0.03182	0.04219	0.02623
D007234	69.68629	13.5827	0	0	0.0249	0		0	0	0	0	0	0	0	0	0	0
D007234	64.40144	0	0	2.06206	12.1373	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.8212	0	0	0	0	0		82.8232	6.45903	0.00761	1.72587	1.99465	0.00643	0	0.04992	0	0.0213
Healthy	0	0	0	0	0	0		81.16706	0.20051	5.18749	1.27384	2.52088	0	0	0	0.24506	0
Healthy	68.0827	0.36832	0	0	0	0		7.24817	0	0	0	0.04119	0	0	0	0	0
D007234	90.3663	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.04885	0	0	0	0	0		65.92365	15.72166	2.97183	1.53919	0.75398	0	0.60676	0	0	0
Healthy	0.39554	0	0	0.00555	0	0		32.5679	8.31204	3.43411	2.12277	1.05926	10.0199	4.02953	0.04591	0.01967	0.06803
Healthy	2.73399	0.00418	0.25154	0.07457	0	0.00055		15.7988	9.80768	1.90162	0.882	0.83742	1.80746	0.04544	1.41242	0.00296	0.18021
Healthy	0.39886	0	0	0	0	0		14.24778	40.97327	5.51707	10.52993	0.5411	0.02561	0.4547	0.01795	0.27149	0.07256
Healthy	0	0	0	0	0	0		4.62811	3.13524	22.91475	33.1672	0.38563	0.44935	2.11935	0.01643	0.02751	0
Healthy	0	0	0	0	0	0		55.3907	5.02239	13.15181	1.86375	1.45884	0.49116	0	0	0.03845	0
Healthy	0	0	0	0	0	0		41.51809	14.88087	3.23914	6.65845	0.23379	1.58913	0	0.12737	0	0
Healthy	0.02381	0	0	0.00744	0	0		16.24077	54.00492	5.69785	4.87138	0.9228	3.14626	1.17965	0.58527	0.02709	0
Healthy	1.26907	0	0	0.71834	0	0		66.80106	2.44881	0	0.07622	0	0	0	0	0.01201	0
Healthy	0.0176	0	0	0.04778	0	0		22.00682	23.99764	2.82347	2.83493	1.36503	0.68775	3.1047	0.10876	0.01029	0
Healthy	0.05527	0	0	0	0	0		16.37117	30.20196	3.15639	2.78907	0.65634	21.8823	0.4971	0	0	0
Healthy	0.70112	0	0	0	0	0		37.55722	0.39643	20.04756	2.02151	5.84046	0.73909	2.8852	0.88122	0.6293	0.43213
Healthy	0	0	0	0	0	0		48.51751	1.78355	23.77774	1.7229	5.82547	1.94042	0	0.15301	0.04622	0.02068
Healthy	0.02904	0	0	0.20196	0	0		55.49834	2.91847	9.099	2.21798	5.25323	1.05273	6.47044	0.18093	0.55931	0.08262
Healthy	0	0	0	0	0	0		28.52929	39.02786	0.82024	2.86958	6.25607	0.07066	0.36277	0	0.02248	0
Healthy	0.28921	0	0	0	0	0		30.81948	23.17676	3.63084	4.36005	5.46776	0.0185	0.22097	0.47721	0	0.01653
Healthy	0	0	0	0	0	0		56.21074	5.03933	11.79437	1.98008	1.54234	0.48821	0	0	0.04033	0
D007234	0.02786	0.88949	0	85.26436	0.25283	0.11001		0	0	0	0	0.0002	0	0	0	0	0
Healthy	0.08323	0	0	0	0	0		10.85331	1.25215	9.89684	3.34676	3.83498	5.2772	1.74634	1.19116	3.7544	0.51404
Healthy	0.92251	1.08506	0	0	0	0.0035		15.38989	18.03648	0.61412	2.17434	2.77836	22.3948	0	3.71927	0	0.08455
Healthy	0	0	0	0	0	0		69.00791	1.17809	4.91666	3.04973	3.26705	0	0	0	1.19015	0
D007234	17.7259	1.57798	0.00024	0.00291	0.55319	0.00308		0	0	0	0	0	0	0	0	0	0
Healthy	0.00597	0	0	0.05635	0.00757	0		29.50903	20.39561	0	16.32299	3.72109	0.05766	0	0	0.08069	0.00067
D007234	69.26413	17.584	0	0.0007	1.54723	0		0	0	0	0	0	0	0	0	0	0
Healthy	13.544	0	0	0	0	0		18.05739	21.16724	5.33246	7.05331	1.12771	0.10896	2.89576	0.52595	0	0
Healthy	0.12893	0	0.06837	0	0	0		56.93049	18.8168	4.75163	4.70594	0.30246	2.72886	0	0.20657	0.01387	0.00226
D007234	0	3.08712	91.2701	0	0.68514	0		0	0	0	0	0	0	0	0	0	0
D007234	15.93495	1.19695	0	15.8319	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.01915	0	0.00572	0	0		42.72081	2.31412	19.70708	7.41066	4.75038	0.30561	0.68176	0.09775	0.00579	0.08344
Healthy	0	0	0	0	0	0		28.98718	40.90293	0.30637	8.27497	5.45989	1.61079	0.31057	0	0.01457	0.05779
Healthy	0	0	0	0.31315	0	0		19.63393	21.77194	1.38996	16.95668	0.44	8.11028	0.22087	0.11222	0.00482	0
Healthy	4.34724	1.44252	0.10208	0	0	0		10.10665	44.66688	1.50081	8.45806	0.3484	0	2.08164	4.87395	0	0
Healthy	0	0	0	0	0	0		75.31251	13.32349	2.67884	2.48088	1.16872	0	0.19623	0	0	0
Healthy	1.47257	0.61522	0	0.03055	0	0.2296		11.40137	1.74986	0.16971	0.01567	2.87103	0.00199	0.00032	0.00085	0.00448	0
Healthy	0.03694	0	0	0.0038	0	0		42.13129	5.53072	3.71616	1.50292	1.30858	0.9984	0	0	0.04129	0
Healthy	0.2876	0	0	0	0	0		16.54132	16.89956	2.44124	9.5735	0.09684	25.6241	0.06778	0.50091	0	0
D007234	56.32357	0	0	0	11.49526	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		55.07359	3.44613	10.92021	1.94148	1.53989	0.48612	0	0	1.89266	0
D007234	0.02707	0.96162	81.2201	2.07064	0	0.03261		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		55.7797	4.95075	2.06653	5.09308	5.52575	0	3.60827	0.05353	0.08755	0.01482
Healthy	0	0	0	0	0	0		33.16983	27.17506	4.42974	19.8272	0	0.04355	2.18202	0	0	0
Healthy	0	0	0	0.33762	0	0		14.82834	25.21606	0.10689	3.1184	0	3.01651	2.48586	0	0	0
Healthy	0.00239	0	0	0.2068	0	0		22.94297	26.36663	15.07536	3.90882	1.87182	1.92772	5.93991	0.14055	0.03538	0.01124
Healthy	5.34141	0	0	0.0009	0	0		21.77431	6.4388	1.56595	3.11299	0.91994	7.01945	7.26493	0.13524	0.08495	0.13317
Healthy	0	0	0	0	0	0		43.7073	22.10863	0.74752	1.30825	12.09323	0	10.1724	0	0	0
D007234	39.90934	56.4151	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	10.9585	0.06811	0	0	1.01702	0		46.32102	0.0717	0	0	0.00411	0	0	2.96233	0	0
Healthy	0.20066	0	0	0.01343	0	0		17.1173	12.20816	22.43954	13.1978	5.71552	1.59732	0	0.66989	1.12177	0.20968
D007234	36.8246	0.00015	0.00412	0.00434	45.3135	0		0.00056	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.45372	0	0		1.39175	11.69041	3.82222	8.04319	0.40437	1.04722	1.5643	1.40459	0	0
Healthy	0.90366	0	0	0	0	0		13.03294	26.45985	2.79846	12.45935	1.43817	14.2435	3.13782	0	1.01129	0
Healthy	2.53982	0	0	0	0	0		35.85704	2.552	11.39645	0.59174	20.6038	0	3.25229	0	0.20631	0.06823
Healthy	0.01133	0	0	0.01939	0	0		30.10848	4.35537	4.77363	1.15205	4.84957	4.50349	4.92905	0.60626	0.99925	0.10009
D007234	65.8356	0.49886	0	0	11.61582	0		0	0	0	0	0	0	0	0	0	0
D007234	37.8071	1.17119	0.04187	2.63079	0.02694	0.41843		0	0	0	0	0	0	0	0	0	0
Healthy	0.73654	0	0	0	0	0		37.92842	0.27054	19.87235	1.24508	6.08049	0.74199	2.74351	0.9362	2.09292	0.4126
Healthy	0.01777	0	0	1.354	0	0		31.40794	3.32815	10.69766	5.69763	3.05512	4.61929	1.34454	0.34314	0.02098	0
Healthy	0	0	0	0	0	0		35.3399	15.61718	4.04721	6.05744	12.29154	0	9.80938	0.22654	0.49965	0.0502
Healthy	0.80965	0	0.15296	0.63096	0	0.01023		45.72108	40.73785	0.19282	1.38447	0.6129	0	0	0	0.00427	0
Healthy	0.5566	0	0	0.11794	0	0		53.54461	1.45792	17.84341	4.99021	6.78743	0	2.14951	0.05125	1.7086	0
Healthy	0.11657	0	0	0	0	0		54.80768	4.62016	8.43743	3.32127	2.32893	0	2.96203	0	0.11157	0.20568
Healthy	0	0	0	0.23036	0	0		32.23922	27.26339	3.21779	15.14333	0	0.04451	0	0.25627	0.0173	0
D007234	0	0	0	0	1.43871	0		0	0	0	0	0	0	0	0	0	0
Healthy	5.04845	0	0	0	0.31665	0		22.26016	0.06048	0	0	13.2037	0	0.00034	0	0.30588	0
Healthy	15.5594	2.58433	0	0	0.01304	0		45.94214	0.00656	0	0.00191	35.2169	0	0	0	0	0
Healthy	0.02114	0.02095	0	0.06883	0	0		12.7828	24.02607	3.77686	13.64933	0.49606	0.00734	0.6605	1.40614	0.65948	0.00413
Healthy	0	0	0	0.09891	30.23139	0		0.01738	0.05619	0	0.00098	0.00091	0	0	0	0	0
D007234	0.05875	2.81208	93.5178	0.06156	3.35108	0		0	0	0	0	0	0	0	0	0	0
D007234	25.7508	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.47574	0.00038	0	0.00111	0	0		20.22777	19.15217	1.60598	5.56645	0.34787	27.61478	0.17166	0.35658	0.10595	0
Healthy	0	0	0	0	0	0		43.01196	1.83013	12.53638	5.83789	5.79943	0.61455	0.69754	0.06885	0.01544	0.02718
Healthy	0	0	0	0	0	0		27.81498	38.12255	0.33796	11.94343	5.43444	1.48634	0.31317	0.00477	0.03777	0.23466
Healthy	0.06341	0	0	0.04482	0	0		21.98563	17.47388	5.19356	7.19864	3.31226	0	1.02568	1.22597	0.02049	0.05118
D007234	48.2067	0.95193	0	0	0	0		30.1807	0	0	0	0	0	0	0	0	0
Healthy	0.00532	0	0	0.0195	0	0		16.05566	46.34175	6.04821	6.76308	0.76816	5.99928	0.90519	0.53775	0.02226	0
Healthy	0	0	0	0	0	0		28.8117	21.60217	3.45281	11.4229	2.60523	0	0.1938	5.47963	0.7125	0.84778
Healthy	0.06379	0	0	0.24271	0	0		30.58517	14.85356	1.73103	7.58627	1.01914	3.51835	0.03238	0.15829	0.0061	0.00188
Healthy	0	0	0	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	11.0443	0	0	0	0	0		9.13388	0.36701	1.2302	3.90434	2.92564	1.9962	0	1.32765	0.06603	0.67525
Healthy	0.02429	0.20092	0	0.0628	0	0.00168		24.24997	21.31679	3.70546	6.23724	2.32418	1.39706	0.16807	1.28131	0.15278	0.34965
Healthy	0.27585	0	0.06642	0.04572	0	0		42.77838	17.21413	1.41867	4.85319	3.05303	1.41425	0	0.16923	0.21574	0.02565
Healthy	0.19364	0	0	0.14453	0	0		34.48857	1.84794	29.36801	4.2742	5.1571	2.0563	2.6968	0	0	0.01315
Healthy	0.04764	0	0	0	0	0		38.02173	3.39021	2.54842	2.76065	43.5486	0.29148	0	0.04813	0.32052	0
Healthy	0	0	0	0	0	0		11.95871	24.01895	0	2.85533	0	0	0.4206	0.38855	0	0
D007234	50.04184	0.19244	0	0	3.42882	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		3.23478	17.31565	29.72015	32.3212	0	0	0	0	0	0
Healthy	0.64972	0	0	0	0	0		24.11229	20.02922	9.16139	9.64863	0.18625	0.04486	5.94627	0.06394	0.13466	0.11593
Healthy	0	0	0	0	0	0		55.8596	4.79829	11.76142	1.8397	1.42623	0.46822	0	0	1.8241	0
D007234	71.37024	0.76764	0.12355	5.68817	0.00621	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.08873	0	0	0	0	0		53.05792	1.7076	15.47778	1.71627	1.04227	0.15739	0	0	0.01895	0
Healthy	0.54261	0	0	0.01923	0	0		11.24663	19.92226	5.79259	6.0066	0.68686	1.51286	0.39561	0.19125	0.03452	0.01415
Healthy	0.14596	0	0	0	0	0		19.08661	22.99348	6.13467	7.11846	4.4896	8.67582	2.74176	0.09716	0.029	0.00985
Healthy	0	0	0	0.51913	0	0		27.73939	6.21879	16.34596	3.83985	12.06277	0.16584	1.13799	0.05511	0	0.52681
D007234	63.16203	0	0	20.2047	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		11.28153	7.53428	10.36221	0.64602	8.28345	2.44396	8.23444	0.99273	0.3819	0
Healthy	0.01875	0	0	0	0	0		12.24661	8.13205	23.13442	7.7894	15.90459	0.06209	1.52852	0.0967	0	0.3516
Healthy	0.0348	0.03742	0	0.00761	0	0		43.24733	2.4478	19.36818	7.40153	4.64832	0.25025	0.65001	0.10961	0.01331	0.0648
Healthy	0	0	0	0	0	0		24.88244	27.4809	9.67196	2.86139	2.76481	2.69028	6.49366	0.51819	0.25303	0
Healthy	0.10318	0	0	0	0	0		50.57146	6.43561	7.13471	2.16129	2.35958	0.28139	5.26036	0.0158	0.06527	0.03382
Healthy	0.01509	0	0	0.00157	0	0.0211		19.05566	41.56012	0.04203	5.46072	1.95023	2.0804	0.09087	0.46514	0.04242	0.00339
Healthy	0	0	0	0	0	0		56.10381	5.1254	11.53257	1.74075	1.4957	0.49893	0	0	0.04558	0
Healthy	1.55593	0	0	0	0	0		73.6388	4.02058	1.53182	2.5254	8.64514	0.18849	2.64439	0	0.96422	0.10717
Healthy	3.84002	0	1.22856	0	0	0		17.89129	7.70197	2.67202	0.77933	1.1915	1.48594	0	2.95649	0	0.18342
Healthy	0	0	0	0.45275	0	0		27.07149	6.4222	16.78135	4.2666	11.84885	0.10552	1.0684	0.07727	0	0.56576
D007234	38.48237	46.6639	3.80421	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	4.03448	0	0	0	0	0		92.24673	0.60297	0	1.51594	0	0	0	0	0.0778	0
Healthy	0.11081	0	0	0.02973	0	0		27.70826	13.63924	8.19907	8.3942	1.82739	4.83289	1.93473	0.11641	0.02115	0.04717
Healthy	0.11602	0	0	0.39628	0	0		19.97177	22.09378	0.38558	0.8625	17.23046	0	0.91359	0	0	0
Healthy	0	0	0	0	0	0		40.91892	2.45867	20.64231	7.75293	5.08814	0.36093	0.74032	0.10052	0.00622	0.09384
Healthy	0	0	0	0	0	0		74.06347	0	0	0	0	0	0	0	0	0
Healthy	22.25622	9.91119	2.24812	28.15239	0.37243	0.25356		6.94928	0.39614	0.0147	0.00232	0	0	0	0	0.00953	0
Healthy	0	0	0	0	0	0		39.1985	29.63097	0	1.16567	0	2.93181	0	0	0.07374	0
Healthy	0	0	3.94201	0	0	0		12.62926	11.81961	8.29646	18.21656	2.15297	6.11238	0.91225	6.02076	1.60837	0.02415
D007234	30.78536	0.86832	3.00662	32.9159	0.18557	0.03538		0	0	0	0	0	0	0	0	0	0
Healthy	0.03308	0	0	0.03122	0	0		51.28055	13.98134	0.47526	3.89729	3.6001	2.88826	5.58872	0.32331	0.05282	0.01112
Healthy	0.21398	0	0	0	0	0		31.9736	1.44962	0	0	0	0	0	2.40182	0	0
Healthy	0.108	0	0	0	0	0		22.36559	4.21036	8.76056	4.69336	2.59426	0.00656	0.99457	0.01581	0.1404	0
D007234	0.11266	6.54177	0.00331	0.01207	0.79537	0		0	0.0003	0	0	0	0	0	0	0	0
Healthy	0.01638	0.00146	0.30528	0	0	0		84.42181	1.59512	0.20701	0.57857	2.51195	0.00374	0.07729	0	0.0045	0
Healthy	0	0	0	0.07562	0	0		50.99702	8.73597	1.60996	7.13257	5.16019	0	0	0.21576	0.01899	0
Healthy	0.2123	0	0	0	0	0		6.58519	3.78413	25.7302	4.61665	2.39248	4.82393	0	0.02785	0.0551	0.07159
D007234	0	0	0	0	0.10779	0		0	0	0	0	0	0	0	0	0	0
D007234	65.49831	0.11806	0	0.01141	0.07999	0		0	0.00129	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		11.83729	20.71203	1.07814	7.67703	0.88297	13.84202	0	1.468	0.0254	0.02166
Healthy	0.26559	0	0	0.0215	0	0		9.91882	26.87558	4.985	6.16579	1.60613	10.70968	5.92057	0.50946	0.01153	0.00678
Healthy	0	0	0	0.01628	0	0		64.49086	14.54105	2.3879	1.0515	1.66111	0	2.46449	0.02431	0.02285	0
Healthy	0.01901	0.4216	0	0	0	0		17.78239	16.13623	1.15186	7.75999	0.15578	5.98054	0	0.28597	0.03376	0
D007234	54.49614	42.7368	0	0.50386	1.49909	0		0	0	0	0	0	0	0	0	0	0
D007234	47.96398	0.68939	0	5.54113	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.81443	0	0	0.07359	0	0		30.5052	12.62095	4.28571	8.39828	12.92095	3.08663	0	1.06541	0.48454	0.17459
Healthy	0	0	0	0.01904	0	0		17.46359	13.87999	13.4447	20.52266	1.23923	3.00797	5.36691	0.5663	0.05272	0.06404
Healthy	0.119	0	0	0	0	0		83.27217	1.63972	1.4337	1.03597	5.58897	0	2.07016	0	0.06199	0
D007234	25.26207	2.65812	32.6498	7.39194	0	0		0	0	0	0	0	0	0	0	0	0
D007234	64.94254	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.02263	0	0		75.90028	1.7868	0.63222	6.0211	3.70775	0.51417	0	0.02594	0	0
D007234	0.94198	2.36578	25.6252	50.6061	2.77067	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.15208	0	0	0.0239	0	0		33.0386	6.84793	13.82413	6.36708	10.1928	0.62192	5.33263	0.18628	0.14789	0.10964
