group	Lachnospiraceae	Barnesiellaceae	Methanobacteriaceae	Coprobacteraceae		Lachnospiraceae	Bifidobacteriaceae	Tannerellaceae	Dialisteraceae	Barnesiellaceae	Erysipelotrichaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae	Coprobacteraceae
Healthy	15.9686	0.48292	0	0		15.9686	32.42874	0.30873	2.33821	0.48292	0	0	0.32702	0	0
Healthy	11.15949	0	0	0.20783		11.15949	0.52245	2.44392	5.01282	0	0	0.06685	6.9033	0.00991	0.20783
Healthy	3.19773	0	0	0		3.19773	4.32033	0	8.20971	0	0	0	0	0	0
Healthy	14.5967	0	0	0.07272		14.5967	1.89396	0.88701	7.5885	0	0.00224	0	0.25795	0	0.07272
Healthy	25.77056	2.68541	0	0		25.77056	0	1.1824	1.70615	2.68541	0	0	0	0	0
Healthy	18.67898	0	0	0		18.67898	6.28182	3.13683	0	0	0.02654	0	0.00327	0	0
Healthy	3.77856	1.87395	0.03933	0		3.77856	0.82458	3.60088	0	1.87395	0.0678	0	0	0	0
Healthy	0.21839	2.86128	0	0.10048		0.21839	0.29829	5.94695	0.0453	2.86128	0.32641	0	0	0	0.10048
Healthy	7.71081	3.58727	0	0.13538		7.71081	2.26585	2.30448	0	3.58727	0	0.03581	0	0.22027	0.13538
Healthy	12.67667	0	0	0		12.67667	0.00713	50.7054	0	0	0.51555	0	0	0	0
Healthy	1.57286	2.04486	0	0.34502		1.57286	0.63561	6.69228	0	2.04486	0	0.09106	0	0	0.34502
Healthy	1.21425	1.96162	0	0.0637		1.21425	1.28937	4.02966	0.61061	1.96162	0.84405	0	0	0	0.0637
Healthy	20.51668	2.36375	0	0.05576		20.51668	0	3.21934	0	2.36375	0.02887	0.08463	0	0	0.05576
Healthy	1.60648	0	0	0		1.60648	0.35749	2.78606	8.2752	0	0.06479	0	0	0	0
Healthy	1.50992	0	0	0		1.50992	0.27549	1.04079	5.95455	0	0.01062	0	0	0	0
Healthy	13.64066	0	0	0		13.64066	0.15638	3.69882	0	0	0.01292	0.00269	0	0.0176	0
Healthy	14.0388	2.20725	0.04757	0		14.0388	0.8803	0.18282	0	2.20725	0.03316	0.0398	0	0	0
Healthy	2.95496	0.72715	0	0.06342		2.95496	0.58278	6.94793	0	0.72715	0	0	0	0	0.06342
Healthy	12.46777	0.06041	0.00278	0		12.46777	0	2.70552	0	0.06041	0.16671	0.14166	0	0.02241	0
Healthy	24.68792	1.42303	0.03	0.02295		24.68792	0.27541	7.23687	0	1.42303	1.5405	0	0.00369	0.24412	0.02295
Healthy	25.40516	0	0	0.02432		25.40516	0.80711	0.74821	7.40887	0	0.0016	0	0.25604	0	0.02432
Healthy	0	0	0	0		0	5.10345	0	0	0	5.92605	0	0	0.06352	0
Healthy	22.26713	1.38548	0	0.01017		22.26713	6.51537	2.04651	2.38405	1.38548	0.00877	0.00157	0.03211	0.00694	0.01017
Healthy	20.7315	5.47438	5.37796	0		20.7315	4.95827	2.73214	0	5.47438	0	0	0.53762	0	0
Healthy	12.69954	0.80824	0	0.35869		12.69954	0	17.31428	0	0.80824	0	0	0	0	0.35869
Healthy	32.32783	0	0	0.02704		32.32783	0.35876	3.39493	0	0	0.94684	0	0	0	0.02704
Healthy	0.01506	0	0	0		0.01506	89.75796	0	0	0	0	0	5.22945	0	0
Healthy	23.1134	0	19.4665	0		23.1134	0	0	0	0	2.45298	0	0	0	0
Healthy	91.2396	0	0	0		91.2396	0	0	0	0	0	0	0	0	0
Healthy	4.95009	3.52869	0.23322	0		4.95009	3.4261	0.96476	0.00074	3.52869	0.27223	0.08498	0	0.00083	0
Healthy	36.58469	0.1826	0	0		36.58469	4.3512	0.01403	0	0.1826	0	0.00228	0.24752	0.02153	0
Healthy	3.70883	0	0	0		3.70883	0.45853	0	8.15437	0	0	0	0	0.00675	0
Healthy	9.61712	0	48.68016	0		9.61712	0	0	0	0	0.87965	0	0	2.55485	0
Healthy	23.30148	4.08288	0.58074	0.02849		23.30148	1.78584	4.15904	2.25556	4.08288	0.35836	0.06199	0.01143	0.12273	0.02849
Healthy	19.40512	0	0	0.08932		19.40512	21.1361	0.39266	0	0	0	0	0	0	0.08932
Healthy	9.6769	1.42804	0.9813	0.05081		9.6769	0.43402	0	0	1.42804	1.84857	0.27948	0	0.33252	0.05081
Healthy	18.96958	0	0	0.23557		18.96958	0.75257	1.03031	7.5104	0	0.00085	0.0205	0.55554	0	0.23557
Healthy	0.03176	0	0	0		0.03176	26.87491	0	0	0	0.09629	0.03831	0	0	0
Healthy	23.38142	2.65385	0.86947	0		23.38142	1.72167	1.53446	0	2.65385	0.59915	0	0.1023	0	0
Healthy	14.90701	1.76646	0	0		14.90701	0	1.32655	0	1.76646	0	0	0	0	0
Healthy	0.27168	0	0	0		0.27168	0	0	0	0	0	1.14587	0.81454	0	0
Healthy	6.92187	0	0	0		6.92187	0.0082	3.95321	1.7568	0	0.08441	0	0	0.0178	0
Healthy	24.74701	2.91822	6.75288	0.18962		24.74701	0	1.14641	0.00793	2.91822	3.20258	0	0	0	0.18962
Healthy	9.33119	0	0.00725	0		9.33119	1.6043	5.05722	0	0	0	0	0	0	0
Healthy	4.40518	1.1582	0	0		4.40518	0.31734	12.59523	0	1.1582	0	0	0	0	0
Healthy	3.21368	0	0	0		3.21368	1.13763	7.96475	0	0	0	0	0	0	0
Healthy	4.61394	5.8578	0.88322	0.00686		4.61394	3.67186	4.05496	7.8227	5.8578	0	0	0	0	0.00686
Healthy	1.4435	0	0	0		1.4435	94.5002	0	0	0	0	0	0	0	0
Healthy	17.41655	1.87095	0.02178	0.00583		17.41655	1.3953	4.76398	0	1.87095	0.18637	0.23854	1.57431	0.18739	0.00583
Healthy	19.16544	2.64872	0	0.10033		19.16544	0	9.40353	0	2.64872	0.08811	0	0	0	0.10033
Healthy	1.41815	3.11793	0.67639	0.09832		1.41815	3.58019	14.10908	0.01147	3.11793	0	0	0	0	0.09832
Healthy	19.97617	0	0	0		19.97617	1.83513	0.43545	1.07746	0	0.28176	0.35685	0	0.14321	0
Healthy	21.31701	0.64144	0	0.04556		21.31701	0.03296	9.21974	8.40183	0.64144	0.24951	0	0	0.08501	0.04556
Healthy	8.61423	0	0	0.29137		8.61423	0.00283	5.00477	0	0	0	0.00821	0	0	0.29137
Healthy	8.42372	0	0	0.12413		8.42372	0.0254	0.35642	0	0	0.00548	0.01821	0.03548	0	0.12413
Healthy	28.54884	2.07087	0	0		28.54884	0.80258	1.86056	0	2.07087	0.16394	0.11591	0.07843	0.26672	0
Healthy	24.94731	0	0	0		24.94731	3.41157	0.11849	0	0	0.10745	0.3359	0	0.11422	0
Healthy	11.98451	1.00796	1.83433	0.44514		11.98451	8.4927	2.38516	0	1.00796	0	0	1.24649	0	0.44514
Healthy	5.46692	3.03812	0.05754	0.01159		5.46692	4.11283	4.57363	2.93753	3.03812	0	0	0	0	0.01159
Healthy	27.84277	0.82426	0	0		27.84277	0.53314	0.16104	0	0.82426	0.00272	0	7.25298	0	0
Healthy	1.67479	0	0	0.12274		1.67479	0	3.59633	0	0	0	0	0	0	0.12274
Healthy	5.90049	0	0	0.2628		5.90049	0	3.29522	0	0	0	0	0	0	0.2628
Healthy	2.86893	0	0	0		2.86893	33.8808	7.01148	0	0	0	0	1.70391	0.00088	0
Healthy	21.7496	1.07697	0	0		21.7496	17.97696	0.39674	0	1.07697	0.00646	0.47082	0.0027	0	0
Healthy	2.63802	0	0	0		2.63802	23.01812	0.99704	0	0	0	0	0	0	0
Healthy	25.83558	0	0	0		25.83558	4.02883	0	0	0	2.20147	3.74252	0	1.03075	0
Healthy	2.30564	0	0	0		2.30564	0.24668	0	10.434	0	0	0	0	0	0
Healthy	13.41057	0	0	0.09567		13.41057	0	2.70007	2.89174	0	0	0	6.36722	0	0.09567
Healthy	0.41769	0	0	0		0.41769	0.01424	2.81396	2.45922	0	0.14992	0	0	0	0
Healthy	11.2601	0.07931	0	0.05402		11.2601	0.12438	2.9569	0	0.07931	0.17744	0	0.25173	0.03973	0.05402
Healthy	6.40302	1.23898	0	1.40559		6.40302	3.48619	6.91204	10.968	1.23898	0	0	0	0	1.40559
Healthy	0.96434	0	0	0		0.96434	0.06228	2.12529	3.18142	0	0	0	0	0	0
Healthy	2.44223	0.65469	0	0		2.44223	0	5.07288	0.43302	0.65469	0	0.04931	0	0	0
Healthy	1.88028	0.71936	0	0		1.88028	0	5.40957	0.18515	0.71936	0	0.03761	0	0	0
Healthy	15.36724	5.18227	0	0.07942		15.36724	3.99141	0.27374	0	5.18227	0.00478	0	0.13841	1.11945	0.07942
Healthy	14.46613	1.9968	0	0.71512		14.46613	0.97946	1.76595	4.91258	1.9968	0.05989	0	1.55332	0	0.71512
Healthy	13.36262	0.84186	0	0.39162		13.36262	0	16.99697	0	0.84186	0	0	0	0	0.39162
Healthy	0.69612	5.8745	0	0		0.69612	2.60971	5.06602	0	5.8745	0	0	0	0	0
Healthy	1.75789	0	0	0.08464		1.75789	0	3.68989	0	0	0	0.00667	0	0	0.08464
Healthy	1.19321	0	0	0		1.19321	0	3.43924	3.32787	0	0.02812	0	0	0	0
Healthy	23.43506	1.39238	0	0		23.43506	6.88628	3.49105	9.41435	1.39238	1.51881	0.02304	0	0	0
Healthy	22.17486	1.28147	0	0		22.17486	1.71647	0.0153	5.16927	1.28147	0.00894	0.04415	0.00728	0	0
Healthy	3.63734	2.74606	0	0		3.63734	0.26697	8.89236	0	2.74606	0.04149	0	0	0	0
Healthy	28.59877	2.9801	1.08675	0		28.59877	3.93681	1.20717	0	2.9801	0	0	0	0	0
Healthy	36.18644	1.68854	0	0.0243		36.18644	0.18208	0.39352	0.00541	1.68854	0.90476	0	0	0	0.0243
Healthy	5.29557	0	0	0		5.29557	0.36857	1.40699	6.48153	0	0.268	0	0	0	0
Healthy	2.49414	0	0	0		2.49414	0.256	1.19831	0	0	0	0	0.72064	0.05397	0
Healthy	1.25511	0	0	0		1.25511	0.12553	4.05854	3.45205	0	0.0344	0	0	0	0
Healthy	3.47848	0	0	0		3.47848	0	42.7682	1.30264	0	0.29861	0	0	0	0
Healthy	28.96229	0	2.25756	0.08351		28.96229	0	0.72353	0	0	0	0.48452	0	0	0.08351
Healthy	13.54137	0	0	0		13.54137	28.84641	0.21357	0.74752	0	0.28763	0.06028	0	0.14442	0
Healthy	17.25954	0	0	0		17.25954	3.81114	0.78993	0	0	0.00944	0.0801	0.07419	0.1405	0
Healthy	14.11581	2.21403	0	0.01429		14.11581	0.12007	0	0	2.21403	1.03404	0.01108	0	0	0.01429
Healthy	27.05577	1.69355	0	0		27.05577	0	1.68932	3.25777	1.69355	0	0	0	0	0
Healthy	22.80186	0.30358	0	0		22.80186	16.46008	0.13869	0	0.30358	0	0	0	0.20503	0
Healthy	5.90693	0	0	0		5.90693	0	2.76597	0	0	0.00028	0.1058	0	0.03962	0
Healthy	10.72894	2.56402	3.01271	0		10.72894	0	1.80637	0	2.56402	1.1188	0	0	0.63571	0
Healthy	3.19691	0	0	0		3.19691	0	42.8648	1.37444	0	0.27761	0	0	0	0
Healthy	7.07441	0.57244	0	0		7.07441	5.63326	1.78035	0	0.57244	1.97673	0.01361	0.06055	0.03609	0
Healthy	4.0418	0	0	0		4.0418	20.1863	0.23178	0	0	0	0	0.33265	0.33598	0
Healthy	3.4899	0.94257	0	0		3.4899	17.34717	1.73526	2.74127	0.94257	0	0	0	0	0
Healthy	20.34868	2.67336	0	0.03842		20.34868	0	3.2627	0	2.67336	0.02544	0.10041	0	0	0.03842
Healthy	13.5242	0	0	0		13.5242	5.16302	10.4904	4.97612	0	0.10334	0.7502	0	0.31518	0
Healthy	24.25783	0.38526	0.15552	0		24.25783	0.50821	1.3818	5.77197	0.38526	0.03468	0.01447	0.12748	0.02589	0
Healthy	6.08834	5.27022	0	0		6.08834	0.07331	2.49912	8.16815	5.27022	0.11697	0.12915	0	0	0
Healthy	27.55006	0	0	0		27.55006	1.51079	0	0	0	0.10696	0.03387	0.07125	0	0
Healthy	0	0	0	0		0	3.61533	18.0913	0	0	0.28593	0	0	0	0
Healthy	30.93704	3.62351	0.00862	0		30.93704	1.11891	2.91046	0	3.62351	0.01306	0.01006	0	0.16522	0
Healthy	16.55109	0	0	0		16.55109	0	0	8.53501	0	0	0	0	0	0
Healthy	0.57635	0	0	0		0.57635	0.00275	0	0	0	0	0	0	0	0
Healthy	2.45895	3.26846	0	0		2.45895	0	20.5524	0	3.26846	0	0	0	0	0
Healthy	2.29701	0	0	0		2.29701	0.21569	0	10.7056	0	0	0	0	0	0
Healthy	43.15563	3.57079	0	0		43.15563	0.19572	0	0	3.57079	0.71584	1.03756	0	0	0
Healthy	2.0341	18.1495	0	0		2.0341	0.06352	0	8.09638	18.1495	0	0	0	0	0
D050177	65.87162	0	0	0		65.87162	0	0.12669	0	0	0.41372	0	0	0	0
Healthy	9.19371	6.91258	9.50394	0		9.19371	2.06953	9.43424	0	6.91258	0	0	0.0103	0	0
Healthy	0.38403	0	0	0		0.38403	0.02622	2.83489	2.57063	0	0.17354	0	0	0	0
Healthy	20.64043	2.00865	3.57724	0		20.64043	21.12264	0.83801	0.04796	2.00865	3.2326	0	7.365	0	0
Healthy	24.04584	1.09221	0	0.15508		24.04584	0	3.43357	0	1.09221	0.02231	0.05272	0	0.18738	0.15508
Healthy	13.2101	1.07231	0	0		13.2101	0.52452	4.41499	4.69517	1.07231	0	2.91034	0	0	0
Healthy	1.67644	0	0	0.08441		1.67644	0	3.66461	0	0	0	0.02984	0	0	0.08441
Healthy	40.39967	0.79816	0	0		40.39967	0	1.03492	15.9651	0.79816	0	0	0	0	0
Healthy	0.47202	0	0	0		0.47202	0.00528	2.19472	0.21017	0	0	0.03588	0	0	0
Healthy	0.65051	0	0	0		0.65051	0	0	0	0	0	0	0	0	0
Healthy	8.96629	0	0.02146	0		8.96629	1.31049	5.14474	0	0	0	0	0	0	0
Healthy	4.66288	2.80679	0	0		4.66288	0.00167	2.35712	4.05717	2.80679	0.02861	0	0	0	0
Healthy	12.96484	0.92252	0	0		12.96484	2.83298	1.44408	25.9687	0.92252	0.05895	0	0	0.15516	0
Healthy	0	0	0	0		0	0.00303	0.11714	0	0	0	1.86419	0.08897	0	0
Healthy	0	0	0	0		0	0.21683	1.89189	0	0	0	0	0	0	0
Healthy	11.56338	0	0	0		11.56338	0.67644	2.72011	4.45934	0	0.09676	0	0	0	0
Healthy	10.77031	4.65866	6.89201	0		10.77031	8.7228	2.50801	0	4.65866	0	0	1.4605	0.00649	0
Healthy	4.74488	0	0	0		4.74488	0.40479	1.43576	6.12746	0	0.2803	0	0	0	0
Healthy	27.7372	0.58234	0.05766	0		27.7372	0.26967	3.65063	0	0.58234	5.17261	0	0.02885	0	0
Healthy	1.93201	0	0	0		1.93201	0.20472	0	0	0	0	0	0	0	0
Healthy	26.41635	0	0	0		26.41635	1.24331	0	0	0	0.00649	1.57368	0.00116	0.01909	0
Healthy	19.14214	0	0	0		19.14214	0.07222	0.22725	0	0	0.00291	0.07594	0	0.05917	0
Healthy	28.95117	0	0	0		28.95117	0.32847	1.57298	0	0	0.02612	2.26157	0	0	0
Healthy	23.27727	0	0	0		23.27727	6.02104	0.23764	2.05788	0	0.30242	1.63806	0	0.55938	0
Healthy	6.6805	5.41002	0.21375	0.40556		6.6805	0.55606	10.04471	0.3535	5.41002	0	0.01736	0	0	0.40556
Healthy	1.69878	0	0	0		1.69878	0.0701	0	0	0	0.00061	0	0.30556	0	0
Healthy	13.96067	1.82871	17.665	0		13.96067	0	6.34899	0	1.82871	2.74118	0	0	0	0
Healthy	44.45119	0.06231	0	0		44.45119	0.08365	1.88529	0	0.06231	2.11912	0.15182	0.06093	0	0
Healthy	7.16031	0.02386	0	0		7.16031	14.26406	5.72018	0.02036	0.02386	0.00585	0.00122	0	0.08164	0
Healthy	1.54044	2.22675	0	0.39432		1.54044	0.71515	7.19968	0	2.22675	0	0.13338	0	0	0.39432
Healthy	33.51811	0	0	0		33.51811	0	1.68278	0	0	0	0.06391	0	0.081	0
Healthy	1.48738	0	0	0		1.48738	0.25825	0.91601	6.13742	0	0.02327	0	0	0	0
Healthy	0.04822	0	0	0		0.04822	17.91367	0.13751	0	0	0	0	0	0.00032	0
Healthy	13.11846	10.0835	0	0.03157		13.11846	0.33917	1.08962	0	10.0835	0.29385	0.04665	0.0074	0.2242	0.03157
Healthy	21.60129	0	0	0		21.60129	21.53076	0.25523	0.61306	0	0.38366	0.86819	0	0.0456	0
Healthy	23.54448	0.25616	0	0		23.54448	16.64539	0.17891	0	0.25616	0	0	0	0.25889	0
Healthy	10.31941	3.49461	0	1.5823		10.31941	0.03878	2.0463	0	3.49461	0	0	0	0	1.5823
Healthy	20.52769	0	0	0		20.52769	7.92426	1.73484	13.5926	0	0.3619	0	0	0	0
Healthy	17.58457	0.25548	1.33638	0.02593		17.58457	0.15993	1.15914	3.46727	0.25548	0.74657	0.20335	0	0.02029	0.02593
Healthy	20.55581	5.1616	0	0.11982		20.55581	0.02782	3.85505	0	5.1616	0.11645	0.07866	0	0.01837	0.11982
Healthy	14.16387	4.53713	0	0		14.16387	0	9.76726	0	4.53713	0.05151	0	0	0	0
Healthy	0.81264	0	0	0		0.81264	0.02676	1.88935	9.1095	0	0.33887	0	0	0	0
Healthy	23.68743	0.35828	0.29786	0		23.68743	1.9982	3.97691	0	0.35828	0.61902	0	0.60874	0	0
Healthy	19.90362	0.03974	0.6609	0.19168		19.90362	0.01022	1.10675	0	0.03974	0	0.01139	0	0	0.19168
Healthy	1.61093	0	0	0		1.61093	0.2713	1.01817	5.91116	0	0.03409	0	0	0	0
Healthy	5.1752	0	0	0		5.1752	0.41541	1.47101	6.11356	0	0.29545	0	0	0	0
Healthy	13.85288	3.14994	0	0		13.85288	0	9.15786	6.04242	3.14994	0	0	0	0	0
Healthy	0	0	0	0		0	17.84914	0	0	0	0.02548	0.01538	0.08794	0	0
Healthy	8.28516	5.60307	0	0.00362		8.28516	5.69384	3.40826	0	5.60307	0.02936	0.00868	0.00511	0.06063	0.00362
Healthy	20.62588	5.18587	0	0		20.62588	0.8986	5.13609	0	5.18587	0.18937	0	0	0.03406	0
Healthy	1.72788	0	0	0		1.72788	0.34325	2.73859	8.21917	0	0.09325	0	0	0	0
Healthy	0.45797	0	0	0		0.45797	0.08636	1.14957	1.76006	0	0.00428	0.04127	0	0	0
Healthy	6.10625	1.14736	0.03448	0.32406		6.10625	0.10382	16.13198	0	1.14736	0	0	0	0	0.32406
Healthy	2.60477	0	0	0		2.60477	0.18445	0	10.3011	0	0	0	0	0	0
Healthy	21.15606	2.68881	0	0.04008		21.15606	0	3.2154	0	2.68881	0.01484	0.09197	0	0	0.04008
Healthy	4.06038	2.6134	0	0		4.06038	0.20128	9.06897	0	2.6134	0.01711	0	0	0	0
Healthy	12.34772	3.15534	0.00211	1.16109		12.34772	0.45177	1.43424	0	3.15534	0.11758	0.00111	0	0.01953	1.16109
Healthy	25.41698	0	0.16863	0		25.41698	19.09358	0	0	0	0	0	0	0	0
Healthy	32.64568	0.59662	1.39634	0.0372		32.64568	0	0.66907	0	0.59662	1.40381	0	0	0	0.0372
Healthy	15.68244	0.01725	0	0		15.68244	0	0.01487	15.1591	0.01725	0.01402	0.05103	0	0.01496	0
Healthy	41.85287	3.68421	0	0.34009		41.85287	0.16374	4.10491	0	3.68421	0.01084	0	0	0	0.34009
Healthy	32.09044	3.20238	0	0.06904		32.09044	1.55549	2.49326	0	3.20238	1.27661	0.01086	0.01837	1.1828	0.06904
Healthy	48.7524	1.5372	0.0917	0		48.7524	0	1.49365	0	1.5372	1.77936	0	0	0	0
Healthy	43.61226	0	0.4225	0		43.61226	0.20811	4.6352	0	0	1.16405	0	0	0	0
Healthy	5.93259	5.03873	0	0.12275		5.93259	0.15633	3.39534	0	5.03873	0.0236	0	0.03245	0	0.12275
Healthy	9.28142	0	0	0		9.28142	1.48633	5.06463	0	0	0	0	0	0	0
Healthy	35.58038	0.15049	0	0		35.58038	4.63678	0	3.21651	0.15049	0	0	0	0	0
Healthy	2.52501	0	0	0		2.52501	0.2633	0	10.8327	0	0	0	0	0	0
Healthy	1.15002	0	0	0		1.15002	0	3.40555	3.58408	0	0.02447	0	0	0	0
Healthy	33.95497	0	0	0		33.95497	4.79784	0.0026	0.02864	0	0.59055	1.60605	0.02662	5.9266	0
Healthy	0.63738	1.86899	0	0.13681		0.63738	1.12073	6.13355	3.09071	1.86899	0.55308	0	0	0	0.13681
Healthy	11.51499	0.7067	0.45781	0.26615		11.51499	25.95041	1.01784	0	0.7067	0	0	0	0	0.26615
Healthy	22.82702	1.1934	0	0.03494		22.82702	13.96975	1.00754	3.6506	1.1934	0	0	0.17014	0.00231	0.03494
Healthy	2.44034	0	0	0.21414		2.44034	0	5.37929	0	0	0	0.04569	0	0	0.21414
Healthy	12.00207	0	0	0		12.00207	0	34.028	0	0	0	0	0	0	0
Healthy	23.03604	0.21631	2.15523	0		23.03604	15.12158	0.26434	3.52113	0.21631	0.82741	0.15453	0.53853	0.4346	0
Healthy	2.48131	3.23532	0	0		2.48131	0	20.3628	0	3.23532	0	0	0	0	0
Healthy	27.02578	1.67696	0	0		27.02578	14.59216	0.61903	2.36428	1.67696	0	0	1.22869	0	0
Healthy	27.28254	4.80051	0.84261	0		27.28254	0.54909	0.76683	2.17607	4.80051	0	0.09449	0	0.77823	0
Healthy	19.70649	2.64561	0	0.08311		19.70649	0	9.12767	0	2.64561	0.07539	0	0	0	0.08311
Healthy	10.06013	0	0	0		10.06013	0	73.327	0	0	0	0	0	0	0
Healthy	7.84032	0.34663	0	0		7.84032	0	0.8329	0	0.34663	0.16394	0.00616	0	0	0
Healthy	30.39926	0	0.14616	0.0298		30.39926	1.27175	2.88698	2.00147	0	0.0096	0.24961	0	0.0007	0.0298
Healthy	8.4705	2.53864	0	0.1013		8.4705	0.01975	2.04506	0	2.53864	0	0.0451	0	0	0.1013
Healthy	17.08991	1.16431	0	0		17.08991	3.55909	0.01835	5.36896	1.16431	0	0	0	0	0
Healthy	40.99906	0.79694	0	0.08892		40.99906	0.77591	0.92025	7.32354	0.79694	0.00516	0	0	0	0.08892
Healthy	36.68818	0.18095	0	0		36.68818	4.19129	0.01833	0	0.18095	0.00038	0	0.25023	0.02016	0
Healthy	20.99256	0	0	0		20.99256	35.31827	0.13704	1.36354	0	0.42747	0.85456	0	0.42088	0
Healthy	12.29415	0	0	0		12.29415	0.00694	50.6479	0	0	0.52152	0	0	0	0
Healthy	23.61941	0	0	0		23.61941	4.90922	3.0744	0.41556	0	0.59808	0	0	0.05872	0
Healthy	2.21262	0	0	0		2.21262	0	0	0	0	0	0	0	0	0
Healthy	0.57429	1.98093	0	0.13257		0.57429	1.11718	6.05413	3.08492	1.98093	0.55441	0	0	0	0.13257
Healthy	17.65966	2.88926	0	0.41426		17.65966	0.01724	2.02884	0	2.88926	0	0	0	0	0.41426
Healthy	5.33313	2.51391	0.19313	0		5.33313	20.61476	0.26189	0	2.51391	1.93521	0	0	0	0
Healthy	18.82662	0.98884	0	0.04961		18.82662	0.00853	0.52056	0	0.98884	0.30386	0	0.08878	0	0.04961
Healthy	5.10605	0	0	0		5.10605	0.40995	1.3756	6.2613	0	0.28005	0	0	0	0
Healthy	12.23176	0	0	0		12.23176	0.07759	0	0.16172	0	0	0.05764	0.07671	0.10377	0
Healthy	9.23465	1.13788	0	0		9.23465	1.11226	1.76452	0	1.13788	0.06866	0.02853	0	0.07969	0
Healthy	35.46094	0	0.2591	0		35.46094	0	1.76922	3.90595	0	0	0	0	0	0
Healthy	22.1625	2.40449	0.55965	0.05978		22.1625	0.52932	4.22872	0	2.40449	6.09462	0	0	0	0.05978
Healthy	3.72731	1.95703	0.01877	0		3.72731	0.79425	3.93466	0	1.95703	0.05215	0	0	0	0
Healthy	17.81643	0	0	0		17.81643	2.30612	1.12228	0	0	0	0.47582	0	0	0
Healthy	0.63088	0	0	0		0.63088	0	0	0	0	0	0	0	0	0
Healthy	10.51845	2.46657	0	0.42922		10.51845	0.2213	1.30433	0	2.46657	0	0	0	0	0.42922
Healthy	13.35752	1.07087	0	0		13.35752	0.40388	4.15528	4.54214	1.07087	0	2.7571	0	0	0
Healthy	0.97368	0.52437	0	0		0.97368	0.07476	0.55277	0	0.52437	0	0	0	0	0
Healthy	13.71249	4.15093	35.1411	0		13.71249	7.01303	1.69413	0	4.15093	0	0	0.27204	0	0
Healthy	3.42316	2.33717	0	0		3.42316	0.18279	7.60288	0	2.33717	0.03171	0	0	0	0
Healthy	5.991	0	0.20364	0		5.991	11.87695	6.47708	0	0	0.00479	0	0	0	0
Healthy	45.26128	1.36268	0.77591	0		45.26128	0.35995	1.81384	0	1.36268	0.00183	0.83245	0.05158	0.41982	0
Healthy	16.22241	1.4862	0	0		16.22241	0.17093	2.14793	7.59543	1.4862	0.30169	0	0	0.00031	0
Healthy	31.60651	0	0	0		31.60651	0	2.37154	0	0	0	0.22578	0	0	0
Healthy	1.37921	4.09509	0	0		1.37921	0	0.36921	8.60092	4.09509	0	0	0	0	0
Healthy	19.00012	0	0	0		19.00012	23.97566	0.07228	0.86563	0	0.52873	1.8414	0	0.38722	0
Healthy	2.28573	0	0	0		2.28573	0.21668	0	10.6053	0	0	0	0	0	0
Healthy	5.53462	8.63714	0	0		5.53462	0	0.50198	3.92706	8.63714	0	0.80607	0	0.34577	0
Healthy	5.55094	3.074	0.05586	0.01904		5.55094	4.35992	4.35391	2.85673	3.074	0	0	0	0	0.01904
Healthy	5.87078	0	0.19256	0		5.87078	12.10771	6.40616	0	0	0.00951	0	0	0	0
Healthy	31.25844	0	0	0		31.25844	1.25356	0.01768	1.11129	0	0.42068	0.846	0	0.35653	0
Healthy	22.10185	1.5607	3.32246	0		22.10185	4.86123	1.1027	0.93998	1.5607	0	0	0	0	0
Healthy	69.83677	1.92045	0.51583	0.02219		69.83677	0	3.95369	0	1.92045	0	0	0	0	0.02219
Healthy	9.86494	0	0	0		9.86494	0.97922	0.28127	0.11455	0	0.2238	2.14854	0	0.24409	0
Healthy	2.41508	0.71652	0	0		2.41508	0	5.13444	0.3382	0.71652	0	0.04879	0	0	0
Healthy	13.47566	0.6852	0	0.42311		13.47566	0	16.3538	0	0.6852	0	0	0	0	0.42311
Healthy	0	0	0	0		0	0	9.66807	2.15205	0	0	0	0	0	0
Healthy	23.52533	0.37237	2.26721	0.13939		23.52533	0.26336	0.36939	0	0.37237	2.52225	0	0	0.05978	0.13939
Healthy	7.05512	0	0	0		7.05512	0.4665	4.66423	0	0	0.11142	0	0	0	0
Healthy	8.92962	0	0	0.36669		8.92962	0	5.1744	0	0	0	0	0	0	0.36669
Healthy	14.21606	0	0	0		14.21606	0.43848	1.14246	0	0	0.01407	0.58449	0.81426	0.21753	0
Healthy	10.11818	3.86143	0	0		10.11818	5.27002	1.21658	0.63239	3.86143	0	0	0	0	0
Healthy	21.72554	0.8644	1.5014	0.11024		21.72554	18.07474	2.79303	0	0.8644	0	0.50292	0	0.19056	0.11024
Healthy	17.04743	4.15678	0	0.00809		17.04743	0.36583	2.99133	0	4.15678	0	0	0	0.22324	0.00809
Healthy	3.17894	1.91359	0	0		3.17894	0.47029	2.41448	0	1.91359	0.05228	0.027	0	0	0
Healthy	3.146	6.33451	0	0		3.146	0.58068	5.11037	6.2716	6.33451	0.1265	0.03235	0	0	0
Healthy	0.38565	0	0	0		0.38565	0.01535	3.06237	2.74722	0	0.16035	0	0	0	0
Healthy	0	0	0	0.02749		0	26.97598	0	0	0	0.04519	0.0213	0.81725	0.01881	0.02749
Healthy	1.9568	0.7642	0	0		1.9568	0	5.87994	0.13726	0.7642	0	0.04316	0	0	0
