group	Lachnospiraceae	Barnesiellaceae	Methanobacteriaceae	Coprobacteraceae		Lachnospiraceae	Bifidobacteriaceae	Tannerellaceae	Dialisteraceae	Barnesiellaceae	Erysipelotrichaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae	Coprobacteraceae
Healthy	15.96171	0	0.71531	0		15.96171	0	0	0	0	2.86491	0.24052	0.21739	0.05592	0
Healthy	3.33986	0	0	0		3.33986	0.00318	2.47829	0	0	0.12269	0	0	0.05482	0
Healthy	0.01695	0	0	0		0.01695	0.25171	0.00463	0.00048	0	0.18018	0	0	0.04787	0
Healthy	1.3669	0	0	0		1.3669	0	2.44765	0	0	0	0	0	0	0
Healthy	22.85331	0.77206	0.49771	0		22.85331	1.59289	1.18699	0	0.77206	0	0	0	0	0
Healthy	25.93152	0.44166	0	0		25.93152	0	0.06004	0	0.44166	0	0	0	0	0
Healthy	20.33841	0.00144	0	0		20.33841	0.10989	1.45644	0	0.00144	1.47063	0.1676	0	0.02165	0
Healthy	13.4946	0	0	0		13.4946	5.11495	0.76233	0	0	0.00754	0	0	0.06551	0
Healthy	0.00232	0	0	0		0.00232	92.88663	0	0	0	0	0.00151	1.9303	0	0
Healthy	11.19733	0.56206	0	0.30407		11.19733	0	1.24461	0	0.56206	0.11387	0.00767	0	0	0.30407
Healthy	13.95278	0	0	0		13.95278	72.71209	0	0	0	0.17237	0	0.20686	0.00065	0
Healthy	1.95559	0.74262	0	0		1.95559	0	5.48968	0.20528	0.74262	0	0	0	0	0
Healthy	15.78988	0.08709	0	0.00614		15.78988	0	8.26991	0	0.08709	0	0	0	0	0.00614
Healthy	4.99949	0	0	0		4.99949	0.38768	1.39305	6.30271	0	0.27498	0	0	0	0
Healthy	3.15258	0	0	0		3.15258	17.86819	0	0	0	0	0	0	0	0
Healthy	1.68143	0	0	0		1.68143	5.47498	22.9141	0	0	0	0.00123	0	0	0
Healthy	4.88406	0	0	0		4.88406	1.45403	5.40089	0.80153	0	0.04425	0.07592	0	0	0
Healthy	13.15882	0	0	0		13.15882	3.01091	7.4342	2.64985	0	0.15287	3.13703	0	0.61698	0
Healthy	9.87281	0.54445	0	0.16401		9.87281	0.59368	0.37816	0.65623	0.54445	0.01338	0	0.00189	0	0.16401
Healthy	26.60135	0.88152	0	0.15656		26.60135	1.80915	7.09406	0	0.88152	0.10371	0.00554	0.00081	0.1	0.15656
Healthy	33.09255	0.02559	0.83654	0		33.09255	0	0.03575	0	0.02559	0.8243	0.21568	0	0.30225	0
Healthy	5.97775	0	0.17766	0		5.97775	12.13324	6.37952	0	0	0	0	0	0	0
Healthy	5.25075	3.73784	0	0		5.25075	0.2525	6.0069	4.41165	3.73784	0	0	0	0	0
Healthy	0.65658	0	0	0		0.65658	0.01614	2.03359	2.76131	0	0	0	0	0	0
Healthy	0.3762	0	0	0		0.3762	0.01961	3.00801	2.73148	0	0.13414	0	0	0	0
Healthy	22.62267	0.5656	0.00886	0		22.62267	0.78855	3.11518	0.29548	0.5656	0.05917	0	0	0.01069	0
Healthy	16.62348	0	0	0		16.62348	22.80746	3.14512	0	0	0.03273	0.58972	0.06683	0.03452	0
Healthy	6.25322	0	0	0		6.25322	0.12441	0	0	0	0	0.38291	0	0	0
Healthy	27.47749	0.18419	0	0		27.47749	3.15295	1.39091	4.95061	0.18419	0.01117	0.02631	0	0	0
Healthy	20.47828	0.89031	1.43462	0.06839		20.47828	19.20804	2.74664	0	0.89031	0	0.45378	0	0.14746	0.06839
Healthy	18.49618	0.36034	0	0		18.49618	0.43072	0.17073	0	0.36034	0	0.15484	0	0.21993	0
Healthy	15.68105	1.03834	0	0		15.68105	1.6969	1.7121	23.8095	1.03834	0.09703	0	0	0.20308	0
Healthy	20.14283	0	0	0		20.14283	0.95593	1.97051	0	0	0.02499	2.02587	0	0	0
Healthy	23.05958	4.32298	9.02686	0.25006		23.05958	0.19998	2.421	0.79662	4.32298	0	0	0	0	0.25006
Healthy	2.98726	0.78709	0	0.05986		2.98726	0.60994	6.52634	0	0.78709	0	0	0	0	0.05986
Healthy	0.39047	0	0	0		0.39047	0.02198	2.87822	2.47905	0	0.16516	0	0	0	0
Healthy	18.56895	1.74187	0	0		18.56895	0	1.66043	5.49084	1.74187	0	1.36227	0	0	0
Healthy	37.12354	1.84471	0	0.07737		37.12354	8.90117	1.12803	2.68525	1.84471	0.00841	0.19247	1.71841	0.21189	0.07737
Healthy	37.98924	3.48803	0.67796	0		37.98924	0.72384	0.7436	0	3.48803	1.21645	0	8.66729	0	0
Healthy	1.82519	0	0	0		1.82519	0.33531	2.66653	7.9928	0	0.09797	0	0	0	0
Healthy	13.89714	0	0	0		13.89714	23.65549	0.22667	0.8877	0	0.59342	1.0041	0	0.21255	0
Healthy	2.50994	0.75121	0	0		2.50994	0	4.82188	0.36376	0.75121	0	0.01017	0	0	0
Healthy	10.4235	1.42259	0	0		10.4235	0	1.32604	0	1.42259	0.02068	0.16205	0	0	0
Healthy	4.1556	0	0	0		4.1556	20.8616	0.25627	0	0	0	0	0.14333	0.29111	0
Healthy	10.17214	0	0	0		10.17214	0	1.36943	0	0	0	0	0	0	0
Healthy	52.67782	0.33219	3.42295	0		52.67782	2.32162	0.60516	0	0.33219	0.89092	0	0	0.00748	0
Healthy	20.01501	0.00142	0	0		20.01501	7.73628	4.68516	0.83648	0.00142	0.0979	0.06871	0	0.01238	0
Healthy	12.96048	3.48808	0	0		12.96048	0	10.04593	0	3.48808	0	0	0	0	0
Healthy	4.44309	5.01123	0	0		4.44309	5.55201	4.89685	17.9764	5.01123	0.18017	0	0	0	0
Healthy	29.20642	1.08526	0	0.00496		29.20642	0.00353	1.56895	0	1.08526	0.05333	0	0.00128	0	0.00496
Healthy	1.97522	1.9972	0	0		1.97522	0.20647	5.46756	0	1.9972	0	0	0	0	0
Healthy	3.08403	0	0	0.23737		3.08403	0	7.18538	0	0	0.01213	0.10871	0	0	0.23737
Healthy	8.04226	1.37295	0.07196	0.17079		8.04226	2.33244	5.93427	0	1.37295	0.15116	0	0	0	0.17079
Healthy	34.85489	0.66867	1.31778	0.04974		34.85489	0.55737	1.01379	5.33404	0.66867	0.01159	0.039	0	0	0.04974
Healthy	19.26642	2.7843	0	0.09612		19.26642	0.21588	10.08835	0	2.7843	3.33254	0.00876	0.01791	0.1229	0.09612
Healthy	28.41553	0	0	0		28.41553	0	0.12771	8.03066	0	0	0	0	0	0
Healthy	3.22191	0	0	0		3.22191	0	44.1742	1.32785	0	0.22781	0	0	0	0
Healthy	4.38976	1.9029	1.67696	0.03958		4.38976	5.20331	1.71504	0	1.9029	0.57724	0	0	0.0213	0.03958
Healthy	4.05729	11.579	0	0		4.05729	0.56083	0	15.7034	11.579	0	0	0	0	0
Healthy	8.04005	1.5146	0.05882	0.26374		8.04005	2.41855	6.00746	0	1.5146	0.10332	0	0	0	0.26374
Healthy	1.71557	3.90749	0.16213	0		1.71557	1.82765	2.2058	0	3.90749	0.00942	0	0	0	0
Healthy	21.33139	0.56926	0	0.08332		21.33139	0.34017	10.0016	7.43943	0.56926	0.31005	0.04721	0	0.13353	0.08332
Healthy	0.00089	0	0	0		0.00089	0.39924	2.43136	0	0	0	0.00203	0	0	0
Healthy	12.28364	7.69807	2.94825	0		12.28364	3.89122	3.10733	0	7.69807	0	0	0.1106	0	0
Healthy	5.86862	0.72461	2.14605	0		5.86862	0.12171	1.40844	0	0.72461	0.21676	0	0	0	0
Healthy	10.26623	0	0	0		10.26623	0	73.355	0	0	0	0	0	0	0
D050177	62.79146	0.35713	0.25347	0		62.79146	0	1.64006	0	0.35713	0.00545	0	0	0	0
Healthy	0.62702	0	0	0		0.62702	0	0	0	0	0	0	0	0	0
Healthy	2.9733	6.44686	0	0		2.9733	0.63579	5.22157	6.14885	6.44686	0.14595	0.02721	0	0	0
Healthy	8.4139	1.77522	0.00287	0.01636		8.4139	2.60997	2.04759	6.95298	1.77522	0.42548	0	0	0	0.01636
Healthy	6.8447	0	0	0		6.8447	0.48822	5.76162	0	0	0	0	0	0	0
Healthy	3.34498	0	0	0		3.34498	0.38056	1.39037	6.20098	0	0.2637	0	0	0	0
Healthy	26.87821	0.57392	0	0.03623		26.87821	0	0.58091	0.00341	0.57392	0.03959	0	0.28123	0	0.03623
Healthy	38.10767	0.0193	0	0		38.10767	0.16623	1.01499	0	0.0193	0.78721	0.00743	0.49421	0	0
Healthy	3.41217	2.70583	0	0		3.41217	0.22342	9.02941	0	2.70583	0.04231	0	0	0	0
Healthy	11.89261	1.02913	0.08105	0.09881		11.89261	7.98435	0.88295	2.65842	1.02913	0.00949	0.00493	2.81301	0.02318	0.09881
Healthy	25.59372	4.09417	0.4182	0.11252		25.59372	2.87024	2.00174	0	4.09417	0.01369	0	0	0	0.11252
Healthy	42.43654	0	4.59177	0		42.43654	6.72711	0.02486	0	0	0.63052	0	0	0	0
Healthy	1.26368	0	0	0		1.26368	0	3.24927	3.22468	0	0.03687	0	0	0	0
Healthy	8.60283	0	0	0		8.60283	1.79989	0.24858	0	0	0.30699	0.1348	0	0.00694	0
Healthy	0.84418	0	0	0		0.84418	0.02822	1.86319	9.17277	0	0.31315	0	0	0	0
Healthy	1.00055	0	0	0		1.00055	0.04952	1.99738	3.30805	0	0	0	0	0	0
Healthy	13.83051	0	0	0		13.83051	23.63351	0.4683	0	0	1.2407	0.12993	0	0.03313	0
Healthy	34.30594	0.46424	4.87042	0.04892		34.30594	0.04994	0.3884	5.94358	0.46424	0.12133	0.21756	0	0.52529	0.04892
Healthy	4.07282	0	0	0		4.07282	2.61118	4.4972	0.68734	0	0.0011	0.01877	0	0.006	0
Healthy	16.5556	0.3522	3.47638	0		16.5556	0	1.60737	0	0.3522	0	0	0	0	0
Healthy	23.77976	1.11668	0	0.09057		23.77976	0	6.42896	0	1.11668	0.10023	0	0	0	0.09057
Healthy	3.81006	1.97979	0.01845	0		3.81006	0.78588	3.65645	0	1.97979	0.04855	0	0	0	0
Healthy	50.09561	0	0	0		50.09561	0.71216	0.15195	3.06014	0	0.80785	0.99829	0	1.67647	0
Healthy	0.00143	0	0	0		0.00143	83.34425	0	0	0	0.59857	0.17259	0.15165	0	0
Healthy	13.23055	4.33821	0	0.68284		13.23055	0.01296	5.43127	0	4.33821	0	0	0	0	0.68284
Healthy	19.37166	5.81874	0	0		19.37166	0	2.19929	0.80969	5.81874	0	0	0	0	0
Healthy	6.14055	0	0	0		6.14055	1.15462	3.41103	0	0	0.01273	0	0	0	0
Healthy	14.23835	2.55194	0	0.07933		14.23835	0.03721	1.48157	0	2.55194	0.06666	0	0.08238	0	0.07933
Healthy	6.68963	0	0	0		6.68963	0.14851	0	0	0	0	0	0.01617	0	0
Healthy	23.14259	2.97141	0.0691	0.67859		23.14259	0.5241	8.69203	0	2.97141	0.66574	0	0	0	0.67859
Healthy	5.88627	0	0	0.2105		5.88627	0.00393	3.55588	0	0	0	0	0	0	0.2105
Healthy	13.75319	0	0	0		13.75319	4.31823	0.38223	6.8698	0	0.85808	0	0	0.46797	0
D050177	34.21795	3.95578	1.18908	0.02917		34.21795	0.13215	2.4476	0	3.95578	0.00942	0.00229	0	0	0.02917
Healthy	0	0.09899	0	0		0	3.18454	0.0035	0	0.09899	0	0	0	0	0
Healthy	18.60809	0.25472	0.08662	0.09846		18.60809	0	1.17153	0	0.25472	0.01913	0	0	0	0.09846
Healthy	3.95675	0	0	0		3.95675	0.00095	9.331	0.43081	0	0.04978	0	0	0.01349	0
Healthy	13.66098	0.67923	0.69324	0.42835		13.66098	25.13211	1.53561	0	0.67923	0	0.08244	0	0	0.42835
Healthy	1.07872	0	0	0		1.07872	30.60718	0	0	0	0.00057	0	0	0.16795	0
Healthy	9.58738	0	2.63237	0.20274		9.58738	0	1.8985	0	0	0	0.0036	0	0	0.20274
Healthy	26.88239	0.28884	0	0		26.88239	26.48408	0	0	0.28884	0	0	0	0	0
Healthy	23.89167	1.54458	0	0.57249		23.89167	0	2.49861	0.028	1.54458	0.06164	0.01085	0.02492	0.00045	0.57249
Healthy	6.89579	5.06016	0	0.24613		6.89579	6.15506	3.18537	2.84323	5.06016	0.01671	0.00168	0.00175	0.14691	0.24613
Healthy	6.60217	1.65052	0	0.01672		6.60217	15.28631	1.07055	1.62894	1.65052	0.08483	0.0116	0.37648	0.00915	0.01672
Healthy	27.65037	2.98586	1.10419	0		27.65037	3.9672	1.31385	0	2.98586	0	0	0	0	0
Healthy	1.44198	2.06854	0	0.40985		1.44198	0.63011	6.96263	0	2.06854	0	0.10491	0	0	0.40985
Healthy	1.81058	0	0	0		1.81058	43.9427	0	0	0	0	0.01803	0.59154	0	0
Healthy	27.43919	0.8281	0	0.04612		27.43919	0.36473	0.46941	9.09737	0.8281	0.25066	0.31496	0	0.0052	0.04612
Healthy	7.09404	9.83166	0.15968	0		7.09404	0.76052	5.50392	0	9.83166	1.09675	0.12598	0	1.85425	0
Healthy	8.33585	0	0	0		8.33585	2.21956	16.7112	0.0011	0	0.38175	0.02299	0	0.03518	0
Healthy	0.9869	0	0	0		0.9869	0.07445	1.92861	3.08086	0	0.01048	0	0	0	0
Healthy	26.71483	2.84819	0	0		26.71483	2.25565	1.58474	0	2.84819	0	0	0	0	0
Healthy	13.3881	0.42509	0	0		13.3881	0.34034	0.42039	0	0.42509	0.35347	0.4652	0.18582	0	0
Healthy	3.1116	0	0	0		3.1116	0	0	6.44336	0	0	0	0	0	0
Healthy	0.65321	2.04215	0	0.14636		0.65321	1.20514	6.10996	3.10949	2.04215	0.53671	0	0	0	0.14636
Healthy	5.11956	0.55784	0.52052	0		5.11956	0	1.81316	0	0.55784	0.05963	0	0	0	0
Healthy	5.05758	0	9.59731	0		5.05758	0	4.2773	0	0	0	0	0	0	0
Healthy	6.43691	0	0	0		6.43691	6.33299	0	18.3647	0	0	0	0	0	0
Healthy	2.16242	17.8049	0	0		2.16242	0.04342	0	7.76007	17.8049	0	0	0	0	0
Healthy	14.41541	5.35967	0	0.08673		14.41541	1.56368	2.4548	0	5.35967	0.16311	0	0	0.03411	0.08673
Healthy	19.24218	0	0	0		19.24218	8.43559	3.61946	4.3694	0	0.00549	0.01634	0	0.3751	0
Healthy	1.70287	18.0705	0	0		1.70287	0.08157	0	7.67518	18.0705	0	0	0	0	0
Healthy	21.53719	0.26727	0	0		21.53719	3.06655	2.11556	0	0.26727	0.04451	0	0.38907	0	0
Healthy	0	0	0	0		0	7.17461	11.34295	0	0	0.06042	0	0	0.01293	0
Healthy	36.3218	0.44652	0	0		36.3218	13.59382	0.19608	0	0.44652	0.09421	0	0.00765	0.09753	0
Healthy	17.47819	3.61482	3.86897	0.08392		17.47819	0	1.17195	0	3.61482	1.77298	0	0	0	0.08392
Healthy	1.46323	0	0	0		1.46323	0.87287	5.57145	0	0	0	0	0	0	0
Healthy	26.58907	5.42094	0	0.17129		26.58907	0	3.54676	0	5.42094	1.02757	0	0	0.10745	0.17129
Healthy	34.71415	0.50216	1.41679	0		34.71415	0	0.5425	0	0.50216	1.31232	0	0	0	0
Healthy	7.88445	1.94597	2.97451	0		7.88445	0	1.27104	0	1.94597	0.40633	0	0	0	0
Healthy	0	0	0	0		0	58.0076	0.28312	0	0	0.02129	0	0.08005	0.17063	0
Healthy	3.90621	0	0.0738	0		3.90621	5.62349	3.13953	0	0	0.0051	0	0	0	0
Healthy	11.05529	0	0	0		11.05529	0.12619	2.89852	2.00582	0	0.02629	1.00053	0	0.00043	0
Healthy	16.42551	0	0	0		16.42551	52.1758	0	0	0	0	0	0	0	0
Healthy	9.83496	9.43509	0	0		9.83496	3.10776	5.60647	7.81595	9.43509	0.06672	0	0.00716	0.04292	0
Healthy	0.88909	0	0	0.35974		0.88909	0.39804	1.3155	1.18713	0	0.04259	0	0	0.02033	0.35974
Healthy	21.18618	0	0	0		21.18618	2.61135	1.96098	0	0	0.10709	0	0.41372	0	0
Healthy	4.87193	2.93708	0	0		4.87193	0.00166	2.18637	4.33794	2.93708	0.02383	0	0	0	0
Healthy	31.38034	3.17908	4.86383	0.1146		31.38034	0	9.8468	0	3.17908	3.65775	0.01042	0	1.1119	0.1146
Healthy	0.35529	2.91655	0	0.10597		0.35529	0.38273	6.10563	0.0579	2.91655	0.33992	0	0	0	0.10597
Healthy	34.88759	0.12347	0	0.00764		34.88759	0.11275	2.05585	0	0.12347	2.25802	0.18784	0.07319	0	0.00764
Healthy	32.40016	2.13962	1.64981	0		32.40016	2.40077	0	0.00273	2.13962	0.87439	0	0.17976	0.03477	0
Healthy	16.92877	0	0	0		16.92877	0.03324	3.29908	7.13816	0	1.65788	0	0	0	0
Healthy	20.72907	0	0	0		20.72907	0.00662	0.67989	0	0	0.00289	0	0.03805	0	0
Healthy	27.75482	1.66506	0	0.00598		27.75482	0	6.28002	0.26578	1.66506	0.25063	0	0	0	0.00598
Healthy	9.42202	0	0	0		9.42202	5.31751	0	0	0	0.00361	2.20401	0	0.36318	0
Healthy	6.74165	5.51191	0.18142	0.34942		6.74165	0.52354	9.90205	0.31141	5.51191	0	0.03763	0	0	0.34942
Healthy	28.53973	2.34956	8.75407	0		28.53973	8.21996	1.16938	0	2.34956	6.25705	0	8.63085	0	0
Healthy	1.56566	18.365	0	0		1.56566	0.04749	0	7.72056	18.365	0	0	0	0	0
Healthy	19.62882	0	0	0		19.62882	0.92756	2.10604	0	0	0.02789	2.06382	0	0	0
Healthy	6.08248	3.09199	0.06083	0.0297		6.08248	4.02841	4.45331	2.69371	3.09199	0	0	0	0	0.0297
D050177	10.51463	0.0717	0	0		10.51463	0.03265	3.23704	0	0.0717	2.36685	0	1.81105	0	0
Healthy	5.0589	0.30831	0	0		5.0589	3.1403	0.9919	0	0.30831	0.00253	0	0	0.17555	0
Healthy	11.32273	0.02627	0	0		11.32273	0.15329	0.06842	0	0.02627	0.37896	0	0	0	0
Healthy	0	0	0	0		0	0	1.82855	0	0	0	0	0	0	0
Healthy	18.21927	0	0	0		18.21927	5.22232	0.48423	0	0	0	0	0	0	0
Healthy	17.38997	0.03148	0.70616	0.36562		17.38997	0	2.19882	0	0.03148	0	0.07027	0	0	0.36562
Healthy	19.75656	4.40509	7.89196	0		19.75656	9.51506	1.851	0	4.40509	0	0	2.33593	0	0
Healthy	52.05179	0	0	0		52.05179	0	0.71937	0	0	0	0.17223	0	0	0
Healthy	1.23209	0	0	0		1.23209	0.03025	2.8868	2.64022	0	0.17061	0	0	0	0
Healthy	1.87912	4.1285	0.23747	0		1.87912	2.00885	2.00474	0	4.1285	0	0	0	0	0
Healthy	11.27014	1.07553	6.80921	0		11.27014	3.08925	1.63779	0	1.07553	5.7318	0	0	0.20943	0
Healthy	3.75252	0	0.0696	0		3.75252	5.84908	3.20179	0	0	0.00255	0	0	0	0
Healthy	4.92679	0	0	0		4.92679	0	4.83863	0	0	0	0	0	0	0
Healthy	9.06884	0	0.00337	0		9.06884	1.50057	4.91009	0	0	0	0	0	0	0
Healthy	21.27929	0.84705	0	0		21.27929	0	3.25351	0	0.84705	0.47722	0	0	0.0434	0
Healthy	11.3597	5.85919	0	0.22361		11.3597	0.9747	1.26689	0	5.85919	0.02331	0	0	0	0.22361
Healthy	31.58415	0.39789	0	0		31.58415	10.48563	0	0.02518	0.39789	0.00964	0.02947	0.04285	0.68418	0
Healthy	24.43744	0.75647	0	0		24.43744	24.39773	0	3.71537	0.75647	0	0	0	0	0
Healthy	77.59691	0	0	0		77.59691	0	0	0	0	0	0	0	0	0
Healthy	35.35569	1.78821	0	0.07375		35.35569	8.43352	1.11253	2.52775	1.78821	0	0.19013	1.6654	0.22044	0.07375
Healthy	23.76218	1.07594	0	0.11336		23.76218	0	6.35011	0	1.07594	0.08035	0	0	0	0.11336
Healthy	23.79	0.56763	0.24088	0.06522		23.79	8.73397	4.68588	3.15079	0.56763	0.09885	0.05012	0.04883	0.25974	0.06522
Healthy	0.91908	0.51071	0	0		0.91908	0.11958	0.64359	0	0.51071	0	0	0	0	0
Healthy	3.46642	5.12192	0.28937	0.12366		3.46642	0.06427	1.85518	0	5.12192	0.22694	0	0	0	0.12366
Healthy	23.6478	0	0	0		23.6478	0.44333	0	2.41852	0	0	1.83388	0.00226	0	0
Healthy	5.16537	0	9.16896	0.01734		5.16537	50.36105	0.36915	0.30743	0	0.15953	0.00082	2.19613	0.12914	0.01734
Healthy	2.97633	6.53682	0	0		2.97633	0.68963	5.16892	5.97402	6.53682	0.16622	0.01278	0	0	0
Healthy	13.21907	1.09607	0	0		13.21907	0.4348	4.25062	4.78544	1.09607	0	2.81636	0	0	0
Healthy	6.00854	0.64972	0.62091	0.04878		6.00854	0	1.7565	0	0.64972	0.02651	0	0	0	0.04878
Healthy	16.30654	0.07374	0.62376	0.44397		16.30654	0	1.72483	0	0.07374	0	0.04466	0	0	0.44397
Healthy	10.43986	0	0	0.13046		10.43986	29.22904	0.07957	0	0	0.00272	0	0.05393	0.05911	0.13046
Healthy	39.74702	0.05946	0.00049	0		39.74702	0.09026	0.6127	0.25333	0.05946	2.61898	0.32734	1.39708	0.13842	0
Healthy	12.08859	0	0	0		12.08859	0.72507	4.28064	0	0	0.00315	0	0	0.01169	0
Healthy	12.07264	0.46314	0	0.00179		12.07264	0.12053	3.98336	0	0.46314	0.14557	0.11675	0.03167	0.35873	0.00179
Healthy	6.369	0	0	0		6.369	0	2.41078	0	0	0.03345	0	0	0	0
Healthy	2.25562	0	0	0		2.25562	0.1876	0	10.7694	0	0	0	0	0	0
Healthy	16.69144	6.79418	1.16611	0.00891		16.69144	7.55058	2.02655	0	6.79418	0.04604	0	0.0176	0.00623	0.00891
Healthy	0.50307	0	0	0		0.50307	0.18903	1.46249	8.23983	0	0.0418	0	0	0	0
Healthy	35.23505	0	0	0		35.23505	38.8514	0	0	0	0.42698	0	3.02876	0	0
Healthy	17.38062	2.89812	0	0.06663		17.38062	0.43083	9.78726	0	2.89812	2.61862	0	0	0.03868	0.06663
Healthy	4.51108	0.61304	0.58954	0.01448		4.51108	0	1.62857	0	0.61304	0.04725	0	0	0	0.01448
Healthy	28.5389	0	0	0		28.5389	0.27976	1.75438	0	0	0.01319	2.12582	0	0	0
Healthy	0.63867	6.00385	0	0.00878		0.63867	2.37651	5.22255	0	6.00385	0	0	0	0	0.00878
Healthy	39.67503	0	0.74182	0		39.67503	0	0	0	0	4.58642	0.07209	0	2.4799	0
Healthy	32.26172	0	0	0		32.26172	0.09297	7.17044	0	0	0	0.16125	0	0.0309	0
Healthy	4.06798	11.1742	0	0		4.06798	0.51432	0	15.6198	11.1742	0	0	0	0	0
Healthy	9.18401	1.53413	0	0		9.18401	2.43763	3.37044	0.42754	1.53413	0	0	0	0	0
Healthy	7.19897	3.29861	0.70071	0		7.19897	2.02865	0.95918	0	3.29861	0.36706	0.10127	0	0.09915	0
D050177	32.95968	0	0	0		32.95968	0	2.83735	1.35466	0	0	0	0	0	0
Healthy	3.77328	3.5212	0.07716	0		3.77328	0	3.61866	0	3.5212	0.20881	0	0	0	0
Healthy	3.18411	0	0.00441	0		3.18411	8.04708	0.33569	0	0	0	0.2854	0.33126	1.06231	0
Healthy	18.02049	4.1437	0	0.01156		18.02049	0.26644	2.84164	0	4.1437	0	0	0	0.22862	0.01156
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.72485	2.03418	0	0.36954		0.72485	0.0957	3.40565	0	2.03418	0.01938	0	0	0	0.36954
Healthy	19.58138	0	0	0		19.58138	0.83162	1.91244	0	0	0.0078	2.05871	0	0	0
Healthy	0.00612	0	0	0		0.00612	0.00343	0	0	0	0	0.00076	0	0	0
Healthy	0.30294	2.94017	0	0.08816		0.30294	0.32729	6.00454	0.03901	2.94017	0.3571	0	0	0	0.08816
Healthy	1.15132	1.82916	0	0.05145		1.15132	1.31036	3.90842	0.57009	1.82916	0.77997	0	0	0	0.05145
Healthy	3.09857	0.75572	0	0.00522		3.09857	0.12359	0.93274	0	0.75572	0.03556	0	0	0	0.00522
Healthy	5.28553	3.55464	0	0		5.28553	0.22095	5.61577	4.66449	3.55464	0	0	0	0	0
Healthy	3.76021	2.47642	0	0		3.76021	0.22345	8.96369	0	2.47642	0.04621	0	0	0	0
Healthy	15.30793	0	0.94651	0		15.30793	29.83657	0	4.89842	0	0	0	0.10174	0	0
Healthy	16.38337	0	0.75366	0		16.38337	0.71029	1.38245	0	0	1.87833	0	0	0.00114	0
Healthy	6.09833	0	0	0		6.09833	0	2.24881	0	0	0.02969	0	0	0	0
Healthy	65.6186	0.07584	0	0		65.6186	0	1.91517	1.00888	0.07584	0	0	0	0	0
Healthy	4.35656	3.26787	0.11507	0		4.35656	0	3.54329	0	3.26787	0.20525	0	0	0	0
Healthy	0.5829	6.4425	0.00328	0.04403		0.5829	1.50971	5.26778	0	6.4425	0	0	0	0	0.04403
Healthy	1.78257	0	0	0		1.78257	11.10721	0.14561	0	0	0	0	0	0	0
Healthy	43.10597	0	0.50796	0		43.10597	0.09455	5.39435	0	0	1.17852	0	0	0	0
Healthy	7.8168	3.77618	0.95478	0		7.8168	0	1.73808	0	3.77618	0.44038	0	0	0	0
Healthy	2.56396	0	0	0.21391		2.56396	0	5.48608	0	0	0	0.07096	0	0	0.21391
Healthy	1.68687	1.97047	0	0		1.68687	0.16083	5.51882	0	1.97047	0	0	0	0	0
Healthy	20.82779	2.81808	0	0		20.82779	0	8.28396	0	2.81808	0	0	0	0	0
Healthy	22.8001	8.26997	0	0		22.8001	0	4.63473	0	8.26997	0	0	0	0	0
Healthy	6.09685	0.95871	0	0		6.09685	0.24402	11.91934	0	0.95871	0	0.09599	0	0	0
Healthy	5.31511	0	0	0		5.31511	0.39225	7.26637	8.06663	0	0.12851	0	0	0.0222	0
Healthy	33.07008	1.53473	0	0.05807		33.07008	2.53561	2.22459	0	1.53473	0	0	0	0	0.05807
Healthy	50.79081	0.15739	0	0.43432		50.79081	0	3.77315	0	0.15739	0	0	0	0.65728	0.43432
Healthy	28.77963	1.46526	0.28825	0		28.77963	1.80645	0.24299	0	1.46526	1.42706	0	0	0	0
Healthy	6.17926	0.95414	0	0		6.17926	0.22024	11.70918	0	0.95414	0	0.09948	0	0	0
Healthy	18.01797	4.94584	0	0.11008		18.01797	1.56915	3.67606	0	4.94584	1.09432	0.05613	0	0.01315	0.11008
Healthy	1.82683	0	0	0		1.82683	1.05489	5.9525	0	0	0	0.01521	0	0	0
Healthy	9.6317	0	0.01011	0		9.6317	1.33389	5.42088	0	0	0	0	0	0	0
Healthy	20.38577	0	0	0		20.38577	0.6847	0.36394	0	0	0.1999	0.00365	0	0.05497	0
Healthy	0.02567	0.00305	0	0		0.02567	0	0.00851	0.00759	0.00305	0	21.65687	0	3.46418	0
Healthy	0	1.09929	0	0		0	0	3.97628	0	1.09929	0	0	0	0	0
Healthy	39.73946	2.02421	0	0.31009		39.73946	0.16165	1.86031	0	2.02421	0.01467	0.24587	0.01152	0.10772	0.31009
Healthy	0.78494	0	0	0		0.78494	0.00838	2.03863	2.88884	0	0	0	0	0	0
Healthy	4.55214	0.64546	0.60704	0.0359		4.55214	0	1.83202	0	0.64546	0.03421	0	0	0	0.0359
Healthy	3.91477	0	0.04179	0		3.91477	6.0018	3.08604	0	0	0.00738	0	0	0	0
Healthy	22.80021	0	0	0		22.80021	0	1.6921	0	0	0	0.00754	0	0	0
Healthy	4.14772	3.26936	0.07465	0		4.14772	0	3.32817	0	3.26936	0.17821	0	0	0	0
Healthy	12.86897	0	0	0		12.86897	0.00237	50.0239	0	0	0.47839	0	0	0	0
Healthy	5.09448	0	0	0		5.09448	0.39543	1.42304	6.13294	0	0.33087	0	0	0	0
Healthy	10.26218	0	0	0		10.26218	0.18434	1.19707	0.12829	0	0	1.24017	0	0	0
