o	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Methanobacteriales	Lactobacillales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Peptostreptococcales	Pseudomonadales	Bacteroidales	Burkholderiales
Healthy	-0.339153487234759	1.28637719366386	-1.06363708040226	-0.417697954413384	-5	-5	-2.36754270781528	-3.29242982390206	-5	-5	-5	1.87289604155991	-0.432456084426899
Healthy	0.785775292291714	1.28723364163172	-0.98367714598621	-5	-1.46230680563261	-5	-5	-5	-5	-5	-5	1.71117810069076	-1.3873220816835
Healthy	0.415771048625652	-1.08518101955253	-0.734097795698244	-5	-5	-5	-5	-5	-5	-5	-5	1.82648997121606	-5
D015179	1.39762094563023	1.05588382194051	0.438844430391191	-0.851150657040779	-5	0.0732783356358349	-0.69105161369042	-0.156966656832034	-5	-0.893027600113326	-5	1.52140668763115	-0.982090604103311
Healthy	1.32543499531818	0.590048952965579	-5	-5	-5	-1.26019040097864	-1.82827354634677	-0.835112042452046	-5	-5	-5	1.78410996296548	0.727883515344977
Healthy	0.608567749516471	0.538426682136164	-0.696177800137153	-5	-5	-1.12930354201075	-1.76649623965887	-5	-5	-5	-5	1.93857871116989	-0.878637159436609
Healthy	1.09158712447121	1.07794065079662	-0.345072998917857	-0.721635152262311	-2.67366413907125	-0.959753784942293	-0.766521608068108	-1.28349583622678	-5	-1.70907544061725	-5	1.68626025414608	0.343180061305226
Healthy	1.4051241180594	1.41905054853487	1.28088759264758	1.15163671989031	-0.773039406467547	0.313466472658235	-5	0.195235254806065	-5	-5	-5	0.864456494168522	-5
Healthy	1.51382585229492	1.37938130867066	-5	-0.0519637817662657	0.144994289359509	0.330068635954388	0.147311425444598	0.361187464230574	-5	-5	-5	1.40770796815715	-1.6088883862972
Healthy	1.19541391156032	0.367279493384085	-5	0.445141643548013	-5	-1.38520820804358	-1.85294232897164	-1.12285911021518	-5	-1.82477819965695	-5	1.70541918793037	-0.377423352646522
Healthy	1.62172534823305	0.238083757087338	-0.785818691336179	-1.01282549891246	-5	-0.645488200255727	-1.96457026181545	-1.27893169820284	-5	-5	0.273945270158511	1.59041457215148	-0.946307061215047
Healthy	1.50637580719044	0.653254976048786	0.192104479539058	0.531966585762236	-5	0.617529773630111	0.106061643964693	-0.328484671982463	0.407662784584097	0.0729149875876448	-5	1.45816780141013	-2.68402965454308
Healthy	1.68799608924135	0.913993358975294	-5	-0.126725911463204	-1.03758330655425	-0.776971573027748	0.2502662641325	-5	0.0143567023961815	-5	-5	1.47779128826683	-5
D015179	1.5211103507613	1.29494258647556	0.716793541383245	-5	-5	-0.888032162793927	-1.65286521708998	-0.104439341546675	-5	-0.921361961630327	-5	1.01772140126356	-1.07805354577059
Healthy	1.63960869210376	0.8888896277894	-0.681686182776001	0.143164746560765	-0.374163007676599	-5	0.0659753660504229	-0.453531370300251	-5	-5	-5	1.42691673885001	0.302532224931979
Healthy	0.773245067425772	0.275228404438374	-0.805929892378901	-5	-5	-0.390160235694534	-1.62690401292127	-0.667581740297515	-5	-5	-5	1.90620511120521	-0.205107822330097
Healthy	0.967614893596494	0.799952266852257	0.173611610354988	-0.202247871349289	-5	-2.26600071346161	-5	-0.519964296771198	-5	-5	-5	1.82532022529267	-1.48638292621212
Healthy	1.55121070411664	1.49263538918715	0.666217427164635	-5	-5	0.482108609139799	-5	0.000642280662677451	-5	-5	-5	1.1900814164065	-5
D015179	1.61500672454756	0.232101202699312	-0.5794666773065	-5	-5	0.279616760064021	-0.0165225620349072	-1.93704216591549	-0.384418150554635	-1.08735289378168	-5	-2.42365864979421	0.37497551239267
Healthy	0.402264822397349	-1.07032568205141	-0.579532646923747	-5	-5	-5	-5	-5	-5	-5	-5	1.81786431508473	-5
Healthy	0.0607091696271063	0.170018090034176	-5	-5	-5	-0.610763016201484	-1.61118858652648	-0.892383070008216	-5	-5	-5	1.94715629264219	-1.0170507114255
D015179	1.23758244090337	1.11088385359465	-0.568491495135822	-5	0.474680914550054	0.752199079602432	0.0681376041226992	-0.685795594457152	0.679129784716704	0.137221143727125	-5	1.62473616548203	-0.322867745965919
D015179	1.0904188990833	1.25241026170102	0.876492652792414	0.0911215493148421	0.257042263435164	-1.74738965943263	-0.896846497451319	-0.0558382320770529	-5	-1.115148017254	-5	1.46387313933432	-2.10457745396059
Healthy	1.53090347899678	-1.20273245916928	0.685893043721648	-5	-5	0.0682266909320072	0.0123182912873568	-1.06113017848701	-5	0.772806349472751	-2.65364702554936	1.58585288388622	-0.375676642990779
Healthy	-0.195594754446985	0.90913276031847	0.0495048724861281	-0.811240207047988	-5	-1.00134840400163	-0.25720419360836	-0.115873295893505	-1.00766744095254	-5	-5	1.65863080273009	-1.3658251282374
Healthy	1.06126394230025	1.28017165485533	1.41502078370048	0.092675037860882	-0.339305238966167	-5	-5	0.0570229329045221	-5	-5	-5	1.40598836117239	0.266852345861319
Healthy	1.35844940958404	1.12525901923259	1.1451889450139	-5	-5	-0.74155428961335	-5	0.124452054195514	-5	-2.6345120151091	-5	1.4326544334612	0.16836192949269
Healthy	0.387452118210799	1.06769486865842	-5	-5	-5	-1.39437177799238	-5	-0.231139999157043	-5	-5	-5	1.82657466659894	0.769792218818539
Healthy	1.07925651723451	-0.274276167196184	-5	-5	-5	-1.08170748724464	-1.61996975203217	-5	-5	-5	-5	1.90089549918846	-0.988218169451893
Healthy	1.36240801249984	1.22271595103412	1.1795974586203	0.00188508390488022	0.333495638706523	0.207833564053237	0.280639822786437	-0.206628751081044	-0.177361254039208	-0.361900285160329	0.405802104554139	1.02066700452701	-5
Healthy	0.394682776070885	-0.0868646003719579	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.85113972730934	-0.42033070644528
Healthy	1.43177839781965	1.44210567573966	1.16411988058082	-5	-5	0.147376387491267	-5	-0.237343939160307	-5	-5	-5	1.27437609669566	-5
Healthy	1.43588495979575	1.08598660426845	-0.260348556290623	-0.651442034563543	-0.0743682368937719	-5	-5	-5	-5	-0.108886451079397	-5	1.45957506417427	-1.12860221851252
Healthy	1.29460949766035	0.647389817045721	-5	-5	-5	-5	-1.12262865413023	-0.973425881849665	-5	-5	-5	1.81164684617603	0.0672568892381498
D015179	1.38545969681847	1.03896849089646	0.406238624300217	-0.827747447576312	-2.26201267366657	-0.00187149287173365	-0.621402260546697	-0.141950303822803	-5	-0.846063245539065	-5	1.55631456433535	-1.08275714209253
Healthy	1.00260402453744	-0.454742378603111	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.93142857770797	-5
Healthy	0.894334342552151	0.12369814135729	-5	-5	-5	-5	-0.764875735980538	-0.605776033227632	0.0934812214537305	-5	-5	1.7830987463148	-1.76045027915953
D015179	1.49708383673316	1.18521879248975	0.586480405568914	-5	-5	0.105602143276761	-1.72630441206991	0.089056879759785	-5	-5	-0.176995532348625	1.46653725305667	-5
Healthy	1.48286315470157	1.3301547429582	0.104405161225936	-0.0471204163044629	-0.835141753037445	-1.44321521769297	-0.990251744051446	0.0619083996943086	-5	-3.14874165128092	-1.1878891587969	1.43708879005138	-1.65541125742129
Healthy	0.927909559506362	0.634269645914157	-1.70421305974839	-1.51956185282218	-5	-5	-5	-5	-0.782621352060558	-5	-5	1.88225340349077	-1.05070759858797
Healthy	1.23274002974005	1.34550468540206	0.551340190543342	-5	-5	-5	-5	-5	-5	-5	-5	1.49902771912459	-5
Healthy	1.61277400553805	0.992409465458854	-0.110183053676838	-1.04599883231843	-5	-0.361730441792302	-2.28650945690606	-1.09355720618297	-5	-5	-5	1.35896317319338	-2.07262963696098
Healthy	1.5645262865065	1.51100680567442	0.626913914288296	-0.27081090346048	-5	0.398472995109079	-3.4089353929735	-0.550845706946122	-5	-1.69529410178723	0.925624031892617	-0.0735649412037958	-5
Healthy	1.32206561002092	0.831218163772011	1.54799954528215	-5	-5	-5	-0.369084199281594	-0.844603226295149	-5	-0.375831392608858	-5	1.42498774825827	-2.58335949266172
D015179	1.36073140414171	1.22525525006328	0.587538110598016	-1.37530546872792	-5	-0.531372093738435	-1.49743633089264	-0.0077691197559519	-5	-5	-5	1.5131363287727	-5
Healthy	1.0896988608643	0.239094173272603	-2.15801519540989	-5	-5	-5	-0.282720704572598	-5	-5	-5	-5	1.91220031468549	-5
Healthy	1.37326922884514	1.53854118563387	0.691013379500746	-5	-5	-0.110149472042806	-0.162645184122505	-5	-0.643285939416605	-1.23113999915704	-5	1.28914395179545	-1.1624746905504
Healthy	0.344908796488078	-0.0628031833004128	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0250230720885936	-5
Healthy	-0.240861183718834	0.907617709122736	0.0481270396638978	-0.848446295457024	-5	-1.07639335698254	-0.256161111489738	-0.115006502546535	-1.19131649087103	-5	-5	1.6617991550191	-1.66034984238632
Healthy	1.24698258381017	1.21433908471341	-1.76321090059071	-5	-5	-5	-5	0.00281809410122045	-5	-5	-5	1.61804861995814	0.717053566526838
Healthy	0.726982984475941	0.853711593192711	1.31417849371957	0.33717562930678	-0.714127772930743	-0.649403135171367	0.28673034369857	-0.431399377766681	0.226571552713344	-5	-0.0867160982395815	1.2082144750679	-5
Healthy	1.27477258749477	0.841569057700384	-2.06854212931099	-2.70774392864352	-5	-0.99516293906169	-0.284832642151542	-0.921651950444643	0.714330598150759	-5	-5	1.70212297464663	-5
D015179	1.01563047626014	1.1987214017545	0.886040404775795	1.08034179367432	-5	-5	-5	-5	-5	-5	-5	1.6032167129077	-5
Healthy	0.70808591378116	0.39152083295442	-0.387258515540594	-5	-5	-5	-0.552748915524138	-5	-5	-5	-5	1.84130483602674	-0.803602715562657
Healthy	1.08748930622785	0.230142252318642	-1.11013827874181	-5	-5	-0.186752699102395	-0.753526039770656	-1.1157712303674	-5	-0.983886333641092	-2.01682492796219	1.90784431064439	-5
Healthy	0.96542091029688	0.646374314765657	0.046210223646017	0.344745853725188	-5	-0.541498125313606	-1.16323295260579	-0.938849219071451	-2.44977164694491	-1.09854167860389	-0.789173361321744	1.89138668281525	-0.26854823241499
Healthy	1.549750366184	0.931124139239282	-5	-5	-0.586515825682593	-5	-5	-5	-5	-5	-5	1.39296869788814	-0.595919256900062
Healthy	1.34561894456809	1.19381363315429	-0.276273491489097	-0.229663558904851	-0.252075731864146	-0.580920328749524	0.784947345092079	-1.17574396237032	0.49608790598005	-5	-5	1.55183971215659	-0.624190122004086
Healthy	0.571396679651717	0.846096389368605	-0.100037308553092	-5	-1.72630441206991	-1.04900266601119	-0.737501448985232	-0.243143377869836	-5	-5	-5	1.85121265364226	0.511086200555202
Healthy	1.25082092962165	1.26111982552099	0.362883785478758	-5	-5	-1.46660929198245	-5	0.091360909542409	-5	-5	-5	1.64506456605721	-0.704806884114141
Healthy	-0.200046356377878	0.164896870327244	-5	-0.289003085083778	-5	-5	-5	-5	-5	-5	-5	1.96604321888304	-5
D015179	1.30808696080865	1.26930275086934	-0.489669509176314	1.21304495545711	-0.733392046425491	-1.05428528594014	-1.66999229912724	-0.865408565289123	-5	-1.22606735253235	-5	1.27265346562058	-1.00366348190422
Healthy	1.02195215973597	0.9767753516944	-0.654998961821958	-5	-5	-5	-5	0.225696871650654	-5	-5	-5	1.74892337814491	0.675956970384772
Healthy	1.12572615824853	0.584711065882757	-0.393736899488052	-5	-5	-0.678774514582824	-5	-5	-5	-5	-5	1.82105678782621	0.0451586200479984
Healthy	-0.0115792902659782	0.192737458333863	-1.12627261935332	1.04058691407983	-5	-5	-5	-0.339599408925717	1.02340104114133	-5	-5	1.62160838715614	0.0198761601349866
Healthy	1.13711664058277	0.686705071785502	0.845906315974176	-0.386433001228715	1.54581547540803	-0.370152249628418	-5	0.136514466133511	-0.659397267743252	-5	-5	1.31702312418415	-0.90173709762007
Healthy	0.534428467419687	0.51352522736414	-0.738023808602187	-5	-5	-1.1721785723172	-1.49866682135443	-5	-5	-5	-5	1.94330260240508	-0.957660795436449
Healthy	0.777500044501264	0.772694218534293	1.07470529382907	-5	-0.691115585577983	-0.56523953771147	-2.31875876262441	0.254182990661249	-5	-5	-5	1.75970266238194	-2.41793663708829
Healthy	1.65572692769864	1.23030558054671	-0.355315281604121	-5	-0.110183053676838	0.423122943007487	-2.73518217699046	-0.196693137991322	0.0386559212307877	-0.376926531049135	-0.288226503879087	1.22826943460543	-1.58536085326299
Healthy	1.21011564113597	1.18928589172247	-0.767156300376879	-1.36622865391744	-5	-3.15490195998574	-0.520424689825012	-3.1249387366083	-5	-3.49485002168009	-5	1.50827445387653	-1.44321521769297
Healthy	1.49977668097098	0.790087328462054	-5	-5	-5	-5	-5	-0.696803942579511	-5	-5	-5	1.74316587747654	-1.49852992789959
Healthy	0.139633546208785	-0.120663231331697	-5	-0.236467189384359	-5	-5	-5	-5	-5	-5	-5	1.78112278239006	0.154433103246045
D015179	1.21142225240042	1.32451785731168	1.0396500415836	0.600447942103846	-5	-5	-5	-5	-5	-5	-5	1.54536761652558	0.346139687407293
Healthy	1.27875657243122	1.15706218789659	1.3797707523698	-5	-5	-0.255918346682642	-0.276757833301795	-0.820850519638851	-5	-0.412031003817801	-5	1.42774245542902	-1.40616033891873
Healthy	0.359026828427107	-1.05719853368206	-0.664161130420046	-5	-5	-5	-5	-5	-5	-5	-5	1.82894177427583	-5
Healthy	0.74308859281558	-0.510533718696872	-5	-5	-5	-5	-5	-5	-5	-0.461200130035	-5	1.82033520947273	-5
Healthy	0.744367315456182	0.646696751612956	0.639479516594784	-0.865599744081016	-1.25282132863984	-2.74957999769111	-5	-5	-5	-5	-5	1.84592229277102	-0.633726503149555
Healthy	0.768696545805642	0.777763107250052	1.08324239518931	-5	-0.71541136959606	-0.691905347957687	-2.02136305161553	0.274691149485756	-5	-5	-5	1.75121595728725	-2.24033215531037
D015179	1.27740496766431	1.18854095959262	0.130410969540788	-5	-5	-5	-5	-0.501579163202721	-5	-5	-5	1.4931911183727	-5
Healthy	1.49496743903389	1.4547842069299	0.0981485902008364	-5	-5	-5	-0.37603781124527	-0.847895199107132	-5	-0.447891739852017	-5	1.3675173069254	-1.47353148753052
Healthy	1.34442882362834	1.21134243948904	0.689503315565635	0.454793046348038	0.521461068202195	0.449203696278253	-5	-5	-5	-5	-0.403765884320533	1.35965831474644	-5
Healthy	1.84408420692217	0.218913444743099	-5	-5	-0.287484984211022	-5	-5	-5	-5	-5	-5	1.29056835410157	-0.649693821120889
Healthy	0.994094888394178	0.907779387617052	-0.00911528981158869	-5	-5	-0.673172763025727	-0.650120512768372	-5	-5	-0.612432220582811	-5	1.80462404448527	-1.77910775078048
Healthy	0.382933319673481	0.898700505065614	-5	-0.247582750673518	-5	-1.91973437266016	-5	-0.519676798758645	-5	-5	-1.9734667354767	1.83161795120002	-1.53372567821071
Healthy	1.12955036718487	0.841570934144221	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.78311892647377	-0.503457793661947
D015179	1.27464038719369	1.33785443917911	0.274060815189045	-5	-5	-5	-5	-5	-5	-5	-5	1.64500133035645	0.50484314948037
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.83705983025181	-5
D015179	0.0316952059260971	1.16066777465199	0.656109706350044	0.67304488026028	-5	-5	-5	0.138586870653583	-5	-5	-5	1.70819604567281	-0.68275173155468
D015179	0.901068534791198	1.32105174946068	0.754177795771032	-5	-5	0.142364434015201	-0.142221374572703	-0.354371440645334	-5	-5	-5	1.48975126169087	-5
D015179	1.12489921401214	1.12078707800158	-5	-0.990251744051446	-2.48945498979339	-0.175321069691328	-1.00091297737411	0.0540918949847749	-5	-0.533443760328752	-0.797184859032419	1.76047284659907	0.534699882455292
D015179	1.29627568599785	1.22769932651809	0.595976545944237	-0.504316932383085	-5	-0.379936854296336	-5	-0.825911104536314	-5	-5	-0.577804256801608	1.53616171521024	0.507480759851044
Healthy	1.37153590878609	0.858993508334395	-0.579433696255307	0.973895506374343	0.355493663995184	-5	0.401789852556354	-1.4171415377755	-5	-1.22337144657985	-5	0.951937538094677	-1.8955128886876
D015179	-5	1.25925954892225	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.68497993618928	-5
Healthy	0.848505020608082	1.05921341805565	-0.331139042382065	1.10805093974387	-5	-1.75745857170162	-0.952997869481495	0.169212861166052	-5	-5	-0.96273290543129	1.73145491095555	-1.16864221455793
D015179	1.32597065947392	0.810853275995859	-1.05103141460408	-1.02481918970897	-1.40315339416925	-0.621489360662553	-0.817210155976882	-1.32580333289145	-0.586343221602802	-1.04337955247113	-0.736254337360705	1.67736730464929	-0.141756411943295
Healthy	0.95083346423151	0.865424392993383	-5	-5	-5	-1.62948691040141	-5	-0.422152178698217	-5	-5	-5	1.77433861290634	1.06503828304054
Healthy	1.15277955327072	1.05384143934281	-0.339115557585661	-0.904726011901818	-5	0.349032621269922	-1.08344078069889	-0.740453900912978	-5	-0.662460875803289	-5	1.8258517643909	-0.1555725317606
Healthy	1.00510283035786	1.25991553898264	0.721813087470113	-5	-5	-5	-5	-5	-5	-5	-5	1.73556409087786	0.402135805896485
Healthy	1.33697077977854	1.19811938352044	1.25925405028148	-0.0467043187977421	0.176499304117523	-0.491012661363082	-5	-0.0846265504301881	-5	-0.719945466026753	-5	1.34264470646464	0.137050125486714
D015179	0.982216490389245	1.48791205985781	0.369067355277766	0.302690166328378	-1.84436036624022	-0.605670919596969	-1.46218090492673	-0.632811864614373	-1.79942307324515	-5	-5	1.44610389915825	-1.83833258756226
Healthy	1.23165917058083	1.02603372253312	-0.436708811627375	-0.0779703854300877	-5	-1.21261037864789	-5	-0.607795643629137	-5	-0.651208532439416	-5	1.79855417854927	-2.18177410638604
Healthy	0.502283697183454	0.217983753176437	-0.32762502125392	-5	-5	-5	-1.28158135817034	-0.699426253114566	-5	-5	-5	1.89067654575853	0.75137919578641
Healthy	0.497760098750687	0.584511012207311	-0.236055652840817	-5	-5	-5	-0.897875144265474	-0.723883010836456	-5	-5	-5	1.8873782600861	-0.721886884020166
Healthy	-0.413795403083999	0.76386880331006	-1.81360878430451	1.64661062854434	-5	-1.91973437266016	-0.785182634130541	0.165864304077713	-5	-5	-5	1.12555770781412	-0.63324094487367
Healthy	-5	-3.07572071393812	1.43224288308195	-5	-5	0.524448052569275	-0.750239259112021	-1.61493022366806	-5	-1.72538038090876	0.547476871658018	1.09058673636752	-5
D015179	0.70930219257333	1.50287947925608	-1.53017798402184	-0.0603859118152772	-2.15428198203334	0.655677125370858	0.159076680873282	-0.23533826757071	-5	-5	-1.07572071393812	1.47132061415556	-0.217556043082274
Healthy	0.291548659098242	0.814919166915812	-5	-0.149359890311216	-5	-5	-5	-0.875528381080512	-5	-5	-5	1.78906079875618	-2.23062267392386
D015179	1.08319936783174	1.23782161779908	0.625159082941784	-5	-5	0.549513319746783	0.500622007664025	-0.590134476401413	-5	-0.60693396539156	-1.57170318601712	1.5142179886869	-5
D015179	1.06850534040447	1.24655963377829	0.845148911531149	0.29914323657348	-5	-0.0176292525439202	-1.30565808963582	0.10000503249877	0.521199560800337	-2.51712641639125	-5	1.52858558515462	-1.6466609046887
Healthy	1.46952070249026	0.294459612489683	-5	-5	0.49300330255849	-5	0.0753571441768494	-5	-5	-5	-5	1.61609524788572	-5
Healthy	1.48327041027274	0.609706436349123	-0.666532573094629	-5	-0.237734174590461	-1.69229007659519	-1.15589576930249	-1.51755520808173	-5	-1.431798275933	-5	1.41525237603862	-5
Healthy	0.700005863234944	1.20135068783674	1.69696039807925	-1.65797231191253	0.968074613233848	0.42156444375858	-0.804183341727128	0.223534877753829	-5	-0.862645888629267	-5	0.915413027432374	-5
Healthy	-2.18508681872493	-5	1.55807490231975	-5	-5	-1.15845283474345	-5	-5	-5	-5	-0.701714714515915	1.77227468006157	-5
Healthy	1.56385256863417	-0.434234799547848	-5	-5	-5	-0.172546719770048	-5	-5	-5	-5	-5	1.59295922609839	-1.44611697335613
Healthy	1.0469701701327	0.652933510607467	0.148781517684524	-1.24588110577459	-2.05012229596312	-1.57251389090421	-0.757036408178517	-1.63714069704132	-5	-1.42504322423549	-5	1.52321380447875	-1.07732643214145
Healthy	1.64196038679781	1.22126162107661	-0.384944695820278	-5	-0.154622860376928	0.405221672607903	-5	-0.179555508741864	0.0657701202623326	-0.339011268128172	-0.219358708373057	1.24812119572588	-1.82856609905699
Healthy	1.03509337997858	1.68895781800437	-5	-5	-5	-5	-5	0.480478371069208	-5	-5	-5	1.1971448716077	-5
Healthy	1.38569580409577	0.847427664481504	-5	-1.12044539906103	-5	-0.996022758154463	-5	-5	-5	-0.17676058807354	-5	1.796285632634	-5
D015179	0.892915089155316	1.07978594185209	0.796401552318031	-0.230083833217056	-5	-5	-1.40131890109284	-0.699013435955826	-5	-0.748386110456408	-5	1.74707231954365	-5
Healthy	0.624396585939159	0.00508179799445585	-0.401340785971871	-5	-5	-0.504136649517956	-5	-0.230593131086402	-5	-5	-1.66274046024972	1.76046681538883	-0.573163546196492
Healthy	1.32293012840885	0.616138240205074	-5	-5	-5	-1.10673771411201	-1.60941812144956	-0.739403957698091	-5	-5	-5	1.79315425714697	0.702235749609279
Healthy	0.0906741553094199	0.333120675128152	-5	-5	-5	-1.79398412323666	-5	-0.996711841173925	-5	-5	-5	1.64036067240214	-0.890252762286771
Healthy	1.55963028756389	1.12159299767839	-0.951014697429289	-5	-5	-1.27876662998272	-5	0.0781812182659451	-5	-5	-5	1.56824069144524	-1.38038499425719
Healthy	0.985870870771977	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.73302030021439	-5
D015179	1.15859525980339	1.01792231493392	0.537495456596293	0.526557662257305	-5	-5	-5	-5	-5	-5	-5	1.63496389092183	-5
Healthy	1.50264025437074	1.45727330691879	-5	-5	-5	-0.558147824226708	-5	-5	-5	-5	-5	1.42701228146559	-1.51598503733244
Healthy	0.869873297172528	0.800646293508412	-0.0871405248376451	0.767267209367473	-5	-0.355453096618348	-1.13774932540207	-5	-0.577919269055125	-5	-5	1.78473458622123	0.362424037100381
Healthy	0.79072275738667	1.04698731990044	-5	0.770111608061081	-5	-5	-1.55268689117643	-5	-5	-5	-5	1.68408818611179	-0.850657700708734
Healthy	0.322134495628223	0.129277309831823	0.768387218184346	-2.93554201077308	-5	-1.98129950133376	-0.633371618707032	-1.2251182341812	-3.46852108295774	-2.60205999132796	-5	1.81155918868476	-1.17966715510059
Healthy	1.32909977172413	0.696423668582224	0.075068609166044	0.279128303972843	-5	0.0610074008496422	-0.671600007627576	0.140520612884692	-5	-2.14026143380285	-5	1.45239540180261	-3.08618614761628
Healthy	-0.118489809749794	0.919740540032301	-1.00418936832396	-5	-5	-1.58636500280144	-1.68110228537251	-1.2308443092856	-5	-5	-5	1.88834801017805	-1.15770286567193
Healthy	0.757786111183813	0.646885790149275	0.607669436688243	-0.969886247292407	-1.31740370853945	-2.72124639904717	-5	-5	-5	-5	-5	1.84723496262757	-0.671131326147074
Healthy	1.17963622910547	-0.232109795213779	-5	0.111873860224244	-5	-5	-5	-5	-5	-5	-5	1.69067894195189	-5
Healthy	0.990700616142883	1.00968285418237	-0.838542153028249	-5	-5	-1.63134128760777	0.0150620191248424	-1.08661005636824	-5	-1.59877183250189	-1.00191511206344	1.84381796466426	-1.58922276662279
D015179	1.07892529881017	1.23886020660343	0.847136294824891	0.280229975653767	-5	0.00484135575965575	-1.3337629041042	0.117015948274512	0.527147656560931	-5	-5	1.52757577177646	-1.5285615926107
Healthy	1.30227485214757	0.632136261321265	-0.057030119929653	-5	-5	-0.848814081913926	0.00134423041160135	-0.644395249041196	-5	-1.37551163748655	-5	1.83134600259502	-5
Healthy	0.231844084371356	-1.44057220024051	-1.13637977972968	-5	-5	-0.7454760913143	-5	-0.536569908097198	-5	-5	-5	1.81670127585964	-0.757906016116117
Healthy	0.432905183636574	0.950831518818521	-5	-5	-5	-1.74472749489669	-5	-0.231066057813219	-5	-5	-5	1.83540657052346	0.768721696739031
Healthy	1.43567542314159	1.04671440233842	0.129274084988542	-0.743619046968359	-5	-0.944163148981595	0.31626397191069	-0.211082516097931	-5	-2.09908693226233	-5	1.5907952609418	-0.419485575306809
D015179	1.16322878083982	1.62297001131021	-5	-5	-5	-5	-5	-0.291783121705198	-5	-5	-5	1.03423689381304	-5
Healthy	0.385540141420095	0.946177059158273	-5	-5	-5	-1.73945162736302	-5	-0.226930659514038	-5	-5	-5	1.84074194548159	0.77943919334493
Healthy	1.30298209848743	0.706819304935948	-1.20978522975602	-5	1.34977294287785	0.890141460064577	0.100339522975194	0.0259527278938151	0.701879563733344	-5	-5	0.205293704620416	-5
Healthy	0.791585395277573	1.0967901311866	-5	0.774059072930616	-5	-5	-1.4990777608097	-5	-5	-5	-5	1.68528212833413	-0.864485719001214
Healthy	0.573793788494039	0.545320726620939	-0.637366754727643	-5	-5	-1.10812816955442	-1.55564287434397	-5	-5	-5	-5	1.93861723035276	-1.12749410065408
Healthy	0.750540020829025	1.51666240462999	0.646405686916079	1.02786759760518	-5	-5	-5	-1.32084475871665	-5	-5	-5	1.0874197099723	-0.298915793061145
D015179	1.02524235529606	0.98368716526148	-1.07935499859321	-5	-5	-0.239012396806869	-0.944010416614309	-0.302604994158818	0.0813148965587797	-5	-5	0.172693399803438	-5
Healthy	1.55449570162876	1.05460462900902	-0.341626047239485	-0.25769916091552	0.174356411288952	-0.46177826776088	-1.34428545038129	-1.32808698755841	-5	-1.54030602352203	-5	1.08161262892543	-0.32980054838774
Healthy	0.786252264452233	0.932401207084952	-0.937944752624646	1.37155750727983	0.340527396207183	-0.894864662387428	-0.634774168471376	-0.432444329105216	0.413526074816422	-5	-5	1.46800049496501	-5
Healthy	1.64255552458445	0.804950675323023	-5	-5	1.01940337017136	-5	-5	-5	-5	-5	-5	1.04816941006587	-5
Healthy	0.196184478299081	0.286909839462444	-0.497695810944888	-5	-5	-5	-1.52929557027721	-5	-5	-5	-5	1.84142467231088	-0.840733668906506
D015179	0.603263489432861	0.676546381700437	-2.61798295742513	-1.31363189652696	0.0812536687172224	-1.08307253388701	0.0739455167286887	-0.625526610936024	-5	0.506611901697415	-0.591183620020065	1.79296220170781	-1.35340024827963
D015179	1.39259619228506	0.506365656984766	-1.97592501269257	-1.35892268667463	-0.939000146781711	0.938714313550741	0.374007397973178	0.129367595722986	0.616458708940196	-0.404404585179866	0.0757768211607317	1.31732273286479	-0.487889528992653
Healthy	1.36524156519362	1.57767260333776	0.232952932771053	-5	-0.124892414334041	-0.451831778235132	-0.331819163452939	-1.2461872164353	0.279071205490511	-5	-5	1.18876963504903	-5
Healthy	-0.48920038557572	0.652077039557506	-0.514363737648883	-2.00612308505879	-5	-1.27884915625032	-0.50661166478984	-0.0400670720958389	-1.44855000202712	-5	-5	1.83077671532687	-1.53224394875597
D015179	1.03516387660756	1.06645153572777	1.01044413204546	-5	-0.560683098983496	-5	1.3245258801317	0.306817323849359	-5	-5	-5	1.36193360508281	-1.76170293212461
Healthy	-5	-5	-1.16462654752999	-5	-5	-5	-1.93181413825384	-5	-5	-5	-5	-2.29157909986529	-5
D015179	0.938113760350216	0.840082245261019	-0.682668064554103	-0.0150543453394321	1.02978582128306	0.635033133660527	0.797136609362255	-0.220887128917762	-2.15739076038944	-5	-5	1.3266956436548	-5
D015179	0.745721065574758	1.56609947132794	0.30339695317116	0.341885402713267	-5	-5	-5	-0.698774615778291	-5	-5	-5	1.37230596033662	-5
Healthy	0.630708499275678	0.899329592647773	0.707168907050114	-5	-1.19307422311627	-1.58120170940965	-2.69680394257951	-0.213319546803351	-5	-5	-5	1.77867382641218	-2.79588001734407
Healthy	0.0941950210674278	0.973352335061304	0.0921133305460883	-0.36441573368877	-5	-0.528019246629004	-0.114350477004102	0.118443302485447	-2.06398920428479	-5	-5	1.42159405642853	-5
