group	Dialisteraceae	Streptococcaceae	Peptostreptococcaceae	Oscillospiraceae	Eggerthellaceae	Coprobacteraceae	Lactobacillaceae		Bacteroidaceae	Lachnospiraceae	Ruminococcaceae	Acutalibacteraceae	Akkermansiaceae	Burkholderiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Eggerthellaceae
Healthy	0	0.97201	0.05397	0.09517	0.00869	0	0.72064		62.00959	2.49414	7.8147	0	0.06807	0.10903	0	0	0.02223	0.00869
Healthy	3.45205	0.03075	0	0.1488	0	0	0		48.81242	1.25511	13.57075	0.83252	8.75589	0.29865	0	0.01511	0	0
Healthy	1.30264	0	0	0.3307	0	0	0		38.48169	3.47848	2.83953	0.22229	0	0	0	0.02645	0	0
Healthy	0	0.01196	0	0.73575	0	0.08351	0		14.3961	28.96229	17.26707	3.87761	7.05557	0.61386	2.25756	0	1.1082	0
Healthy	0.74752	0.00805	0.14442	0	0.01953	0	0		32.58154	13.54137	3.99848	2.51608	0	0.06137	0	0.15137	0	0.01953
Healthy	0	0.98418	0.1405	0	0.01529	0	0.07419		35.84909	17.25954	4.70969	0	0	4.16061	0	0.94334	0	0.01529
Healthy	0	0	0	0.92712	0.00535	0.01429	0		12.6924	14.11581	2.93082	0.24045	1.79223	0.68399	0	0.22512	0	0.00535
Healthy	3.25777	0	0	0	0	0	0		45.23473	27.05577	2.31735	0	6.14789	0	0	0	0	0
Healthy	0	1.0904	0.20503	0	0	0	0		14.18334	22.80186	26.3134	14.0247	0	0	0	0	0	0
Healthy	0	0.31798	0.03962	0.79321	0.21658	0	0		50.06666	5.90693	0.05943	0	0	0.66943	0	0.10673	0	0.21658
Healthy	0	0	0.63571	0	0	0	0		41.27258	10.72894	0.3106	9.59557	0.36559	0	3.01271	0	0	0
Healthy	1.37444	0	0	0.29435	0	0	0		38.65586	3.19691	2.76681	0.23688	0	0	0	0.0358	0	0
Healthy	0	1.13887	0.03609	0.60143	0.0267	0	0.06055		28.63357	7.07441	6.69056	2.38942	2.50516	0.29426	0	0.21899	0	0.0267
Healthy	0	30.09628	0.33598	0	0	0	0.33265		30.14582	4.0418	0	0	0	0	0	0	0	0
Healthy	2.74127	0	0	0	0	0	0		32.04341	3.4899	22.4034	0	0	0	0	0.82508	0	0
Healthy	0	0.06107	0	0.21492	0.10541	0.03842	0		34.99766	20.34868	3.69267	0	0	5.11519	0	0.01579	0	0.10541
Healthy	4.97612	0.24984	0.31518	0.03937	0.00756	0	0		24.79339	13.5242	2.39643	2.64676	1.10551	0	0	3.27877	0	0.00756
Healthy	5.77197	0.18232	0.02589	0.07041	0	0	0.12748		14.4427	24.25783	8.2571	2.93421	0	2.74871	0.15552	0.13775	1.34773	0
Healthy	8.16815	0.29319	0	0.06833	0	0	0		50.17076	6.08834	2.19381	0.29238	0	0.20062	0	0.04301	0	0
Healthy	0	0.10176	0	0	0	0	0.07125		55.80794	27.55006	7.60001	0.16973	0	0.26726	0	0.03607	4.72287	0
Healthy	0	0.18547	0	0	0.02591	0	0		47.17054	0	0	0	0	0	0	0	0	0.02591
Healthy	0	1.57639	0.16522	0.08831	0.17382	0	0		10.85985	30.93704	7.39152	0.4868	3.33021	1.07478	0.00862	0	0	0.17382
Healthy	8.53501	0	0	0	0	0	0		59.55566	16.55109	0	0	0	0	0	0	0	0
Healthy	0	0.01707	0	0.0431	0	0	0		92.84776	0.57635	1.3236	0	0.54846	0	0	0	0	0
Healthy	0	0	0	0.18163	0	0	0		36.06962	2.45895	0.55987	0	0	0.34776	0	0	0	0
Healthy	10.7056	0	0	0.02339	0	0	0		66.88997	2.29701	0.05957	0	0	0	0	0	0	0
Healthy	0	5.65194	0	0	0	0	0		14.0122	43.15563	2.03888	4.21798	0	0.13267	0	0	0	0
Healthy	8.09638	0.19721	0	0	0	0	0		39.08999	2.0341	0.03196	0	0	0.15783	0	0.14533	0	0
Healthy	0	0	0	0.35342	0	0	0.0103		22.78948	9.19371	2.27185	2.21282	2.1929	0.21671	9.50394	0.30832	0.11234	0
Healthy	2.57063	0.00193	0	0.08751	0.17848	0	0		8.86346	0.38403	3.77372	1.798	43.9338	0.24068	0	1.38014	0	0.17848
Healthy	0.04796	2.1127	0	0.00614	0	0	7.365		4.75497	20.64043	6.31337	2.50165	0	0	3.57724	8.28998	0	0
Healthy	0	0.21093	0.18738	0	0.07309	0.15508	0		42.84491	24.04584	11.07113	0.34564	2.10778	0.08205	0	0.02629	0	0.07309
Healthy	4.69517	0.23444	0	0.19158	0	0	0		53.36578	13.2101	4.06346	0	0	1.20495	0	0	0	0
Healthy	0	0	0	0	0.03051	0.08441	0		75.60287	1.67644	6.43879	0.46012	0	4.329	0	0.02701	0	0.03051
Healthy	15.9651	0.34528	0	0	0.05698	0	0		20.53284	40.39967	2.48237	0	10.7516	0	0	0	0	0.05698
Healthy	0.21017	0	0	0.01841	0	0	0		77.26842	0.47202	1.71475	0.0192	0	0.00552	0	0	0	0
Healthy	0	0	0	0.09406	0	0	0		91.9548	0.65051	1.44308	0	0.5846	0	0	0	0	0
Healthy	0	0.00288	0	0.08016	0.02195	0	0		45.92573	8.96629	5.41906	0.53199	0.53104	0.01735	0.02146	0.40143	0	0.02195
Healthy	4.05717	0	0	0.11263	0	0	0		55.23312	4.66288	3.41053	0	0	0.23636	0	0	0	0
Healthy	25.9687	0	0.15516	0	0.01264	0	0		4.43774	12.96484	12.24781	4.91229	0	0.08527	0	0.72678	1.57656	0.01264
Healthy	0	0.62219	0	0	0	0	0.08897		17.70179	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0		84.43985	0	0	0	0	0.30118	0	0	0	0
Healthy	4.45934	0	0	1.83829	0	0	0		34.8843	11.56338	1.78645	0.26289	29.7937	0.26164	0	0	0	0
Healthy	0	0	0.00649	0.27951	0.23259	0	1.4605		18.03711	10.77031	1.34276	7.35714	6.07064	0.11919	6.89201	2.25198	0.00966	0.23259
Healthy	6.12746	0	0	0.05053	0	0	0		55.90911	4.74488	1.84188	0.53321	0	0.24045	0	0	0	0
Healthy	0	9.2923	0	0.12334	0.71951	0	0.02885		16.85905	27.7372	6.74631	0	0.98327	0.02352	0.05766	1.33923	2.32279	0.71951
Healthy	0	0	0	0	0	0	0		0.27232	1.93201	3.85463	0	0	0	0	0	0	0
Healthy	0	0.23307	0.01909	0.01742	0	0	0.00116		30.82664	26.41635	13.60415	0.01522	0.01772	1.29475	0	0.24301	2.67787	0
Healthy	0	0.1242	0.05917	0.5566	0	0	0		54.69375	19.14214	9.29308	0	1.45081	0.00722	0	0	0.06406	0
Healthy	0	0.44134	0	0.064	0.00195	0	0		24.71427	28.95117	6.44974	2.61931	0.74671	5.87215	0	0	0.85476	0.00195
Healthy	2.05788	0.03109	0.55938	0	0	0	0		39.15026	23.27727	4.97429	4.38821	0	0.02424	0	0.02057	0	0
Healthy	0.3535	0.0183	0	0.15494	0.02037	0.40556	0		32.30265	6.6805	6.54119	0.61546	0	1.39296	0.21375	0.23223	0	0.02037
Healthy	0	2.27287	0	0.04055	0.00217	0	0.30556		6.13182	1.69878	0.11961	0.74654	0	0	0	0.02367	0	0.00217
Healthy	0	0	0	0	0	0	0		26.39883	13.96067	0.48542	0.96576	0.1712	0	17.665	0	0	0
Healthy	0	1.69472	0	0.22751	0	0	0.06093		22.97043	44.45119	9.89402	0.00941	0	0	0	0.11936	2.37654	0
Healthy	0.02036	0	0.08164	0.09443	0.0254	0	0		47.23513	7.16031	2.12934	2.63915	6.18736	2.03547	0	1.31884	0	0.0254
Healthy	0	0.09687	0	1.87573	0	0.39432	0		49.54937	1.54044	5.35091	0	0	0.25185	0	0.06541	0	0
Healthy	0	0.02305	0.081	0	0.02777	0	0		28.88519	33.51811	23.88145	0.53086	0	0.00397	0	0	0	0.02777
Healthy	6.13742	0	0	0.00829	0	0	0		52.91018	1.48738	1.69646	0.14018	0	0.1336	0	0	0	0
Healthy	0	1.40283	0.00032	0	0	0	0		2.35035	0.04822	0	0	0	0.15393	0	0.00056	0	0
Healthy	0	0.69858	0.2242	0.05144	0.00033	0.03157	0.0074		32.85601	13.11846	6.14942	3.28984	0	0.42497	0	0.0752	0	0.00033
Healthy	0.61306	0	0.0456	0	0	0	0		42.35973	21.60129	8.50938	0.15458	0	0.03817	0	0.03504	0	0
Healthy	0	1.01297	0.25889	0	0	0	0		11.61313	23.54448	26.2798	15.5125	0	0	0	0	0	0
Healthy	0	0.17742	0	0	0	1.5823	0		50.91938	10.31941	10.87567	0	0	3.16701	0	0.66904	0	0
Healthy	13.5926	2.7439	0	0	0	0	0		13.74561	20.52769	3.64434	20.3588	0	0	0	8.43543	0	0
Healthy	3.46727	0.27861	0.02029	0	0	0.02593	0		10.6792	17.58457	9.90853	6.75813	2.45662	0.11625	1.33638	0.02349	0.28523	0
Healthy	0	0.37362	0.01837	0.00158	0.03814	0.11982	0		32.5966	20.55581	17.46693	1.30097	0.55249	0.93434	0	0.01035	0	0.03814
Healthy	0	0.00399	0	0.22617	0.0318	0	0		41.41169	14.16387	8.00261	2.57401	0.01061	0.01494	0	0.2526	0	0.0318
Healthy	9.1095	0	0	0.39212	0.02033	0	0		49.83387	0.81264	3.71995	0.58795	7.07393	0.30854	0	0.67773	0	0.02033
Healthy	0	7.93361	0	2.0594	0.0289	0	0.60874		31.13092	23.68743	7.53769	0.01057	0	0.05722	0.29786	3.59342	3.25716	0.0289
Healthy	0	0	0	1.39068	0	0.19168	0		38.84589	19.90362	7.64122	1.31043	1.17807	6.39631	0.6609	0	1.39311	0
Healthy	5.91116	0	0	0.01491	0.00671	0	0		53.30752	1.61093	1.63475	0.13911	0	0.14096	0	0	0	0.00671
Healthy	6.11356	0	0	1.93841	0	0	0		54.78862	5.1752	1.82983	0.54553	0	0.11941	0	0	0	0
Healthy	6.04242	0	0	0	0	0	0		48.81389	13.85288	1.74647	1.62282	0	0.61452	0	0	0	0
Healthy	0	0.00795	0	0	0	0	0.08794		50.2751	0	0	0	0	0	0	0	0	0
Healthy	0	0.18551	0.06063	0.04395	0.14862	0.00362	0.00511		12.06082	8.28516	9.93102	6.39799	1.16882	2.13392	0	1.94935	0	0.14862
Healthy	0	0	0.03406	0.24123	0.08142	0	0		46.22565	20.62588	4.88015	0.00693	0	1.42709	0	0.57769	0	0.08142
Healthy	8.21917	0.01269	0	0.63366	0	0	0		73.73789	1.72788	4.29583	0.29465	0	0.03153	0	0.21169	0	0
Healthy	1.76006	0	0	0.02335	0	0	0		70.65791	0.45797	19.16031	0.1528	0.3822	0.36943	0	0.0005	0	0
Healthy	0	0	0	1.41506	0	0.32406	0		19.75469	6.10625	16.90289	1.05668	0	0.04098	0.03448	0	0	0
Healthy	10.3011	0	0	0.02297	0	0	0		67.06407	2.60477	0.05921	0	0	0	0	0	0	0
Healthy	0	0.05492	0	0.17357	0.13102	0.04008	0		34.71971	21.15606	3.71731	0	0	5.3442	0	0.01515	0	0.13102
Healthy	0	0.07424	0	0.91625	0	0	0		73.63161	4.06038	2.37679	0.16178	0	0.13223	0	0	0	0
Healthy	0	0.1097	0.01953	0.46134	0.04906	1.16109	0		40.17864	12.34772	10.57922	0.9252	0.18982	2.20383	0.00211	0.00299	0	0.04906
Healthy	0	2.05809	0	0	0	0	0		7.31907	25.41698	2.07733	24.1679	14.1787	0	0.16863	1.56759	0	0
Healthy	0	2.13829	0	0	0.21559	0.0372	0		17.16407	32.64568	13.20697	10.7472	0.88722	0.0246	1.39634	2.08154	0	0.21559
Healthy	15.1591	0.04118	0.01496	0.00616	0	0	0		47.46587	15.68244	2.25204	0.07138	2.78702	0.41934	0	0.07535	0	0
Healthy	0	0.00371	0	0.08334	0	0.34009	0		19.22216	41.85287	1.6468	0	0.09708	0.11315	0	0.0526	0	0
Healthy	0	0.12256	1.1828	0.11878	0.04262	0.06904	0.01837		17.94314	32.09044	4.24561	0.13604	3.40381	0.00206	0	0.42674	2.55659	0.04262
Healthy	0	0.16711	0	0	0	0	0		24.47287	48.7524	6.29313	1.91025	0.74691	0	0.0917	0	1.0336	0
Healthy	0	0	0	0.10793	0.01636	0	0		14.9615	43.61226	5.66544	1.96927	1.39047	2.00692	0.4225	0.33557	0	0.01636
Healthy	0	0	0	0	0.06555	0.12275	0.03245		60.21116	5.93259	1.88463	0	0	0.62357	0	0.14943	0	0.06555
Healthy	0	0.00541	0	0.10619	0.01332	0	0		46.03059	9.28142	5.56492	0.63776	0.62769	0.03262	0	0.28869	0	0.01332
Healthy	3.21651	3.03464	0	0	0	0	0		14.72384	35.58038	0.45624	30.6348	0	0	0	1.00147	0	0
Healthy	10.8327	0	0	0.00916	0	0	0		65.74523	2.52501	0.07588	0	0	0	0	0	0	0
Healthy	3.58408	0.24503	0	0.16588	0	0	0		85.13786	1.15002	0.87145	0.44183	0	0.09614	0	0.12811	0	0
Healthy	0.02864	1.11136	5.9266	0.05126	0.08686	0	0.02662		38.52546	33.95497	0.01143	0	0	0.42103	0	0	0	0.08686
Healthy	3.09071	0.09968	0	2.64096	0.02169	0.13681	0		15.62342	0.63738	3.32049	2.15063	0.15443	0.04306	0	0.74412	0.09824	0.02169
Healthy	0	0	0	0	0	0.26615	0		20.79256	11.51499	15.50636	3.55577	1.23786	1.84863	0.45781	1.1403	0	0
Healthy	3.6506	0.01117	0.00231	1.16906	0.17368	0.03494	0.17014		18.9049	22.82702	12.1741	0	0	1.47353	0	1.15815	0	0.17368
Healthy	0	0.04032	0	3.02847	0.58729	0.21414	0		59.8763	2.44034	8.6583	0	0	5.88561	0	0	0	0.58729
Healthy	0	0.08284	0	0.47462	0	0	0		45.56877	12.00207	0	0.05714	0	0.10274	0	0	0	0
Healthy	3.52113	0.38788	0.4346	0	0	0	0.53853		8.68325	23.03604	13.70086	2.99911	1.00434	0	2.15523	0.62139	0.66471	0
Healthy	0	0	0	0.25138	0	0	0		36.03327	2.48131	0.56733	0	0	0.37989	0	0	0	0
Healthy	2.36428	0.17533	0	0	0.57896	0	1.22869		12.29634	27.02578	18.01835	9.65779	0	0	0	0	0	0.57896
Healthy	2.17607	0	0.77823	0	0	0	0		20.75551	27.28254	10.1033	2.08621	0.22312	0.07436	0.84261	0	0	0
Healthy	0	0	0	0.3729	0.03243	0.08311	0		19.68008	19.70649	3.70751	0.35965	0	1.16749	0	0.07387	0	0.03243
Healthy	0	0	0	0.07862	0	0	0		11.93753	10.06013	0.22045	0.05188	0	0	0	0	0	0
Healthy	0	0	0	0.00465	0	0	0		57.41781	7.84032	1.32487	0	0	0.01735	0	0.24786	1.24016	0
Healthy	2.00147	0.03603	0.0007	0.02428	0.03049	0.0298	0		18.9129	30.39926	16.28303	5.07992	0.89717	0.0221	0.14616	1.12271	0	0.03049
Healthy	0	0	0	0	0	0.1013	0		59.55542	8.4705	4.1026	0.20533	0.03022	0.08897	0	0	0.16495	0
Healthy	5.36896	0	0	0	0	0	0		29.25989	17.08991	20.2023	1.95437	0	0	0	0	0	0
Healthy	7.32354	0.43477	0	0.01249	0.08061	0.08892	0		17.55206	40.99906	2.36589	7.44835	0.08994	0.00845	0	0	0	0.08061
Healthy	0	0.81432	0.02016	0	0.28128	0	0.25023		0.44312	36.68818	1.06455	31.36991	0.53602	0	0	0	0	0.28128
Healthy	1.36354	0	0.42088	0	0.00536	0	0		25.91495	20.99256	4.50668	2.27313	0	0.0026	0	0.13765	0	0.00536
Healthy	0	0	0	0.26868	0	0	0		30.08043	12.29415	1.46549	0	0	0	0	0	0	0
Healthy	0.41556	0	0.05872	0	0	0	0		15.70664	23.61941	18.7844	15.773	0	0.06878	0	0	0.22735	0
Healthy	0	0	0	0	0	0	0		0.21928	2.21262	0.86535	0	0	0	0	0	0	0
Healthy	3.08492	0.08386	0	2.65101	0.00727	0.13257	0		15.76668	0.57429	3.34865	2.08417	0.14175	0.02185	0	0.76007	0.06436	0.00727
Healthy	0	0	0	0	0.01158	0.41426	0		30.57538	17.65966	16.38094	0	0	5.21258	0	0.99492	0	0.01158
Healthy	0	0.22417	0	0	0	0	0		8.83754	5.33313	7.14021	0	2.17357	0	0.19313	0.37033	1.68488	0
Healthy	0	0.01233	0	0.02103	0	0.04961	0.08878		43.57307	18.82662	4.28588	2.63643	0.00195	0	0	0.11976	5.18	0
Healthy	6.2613	0	0	0.05795	0	0	0		55.76659	5.10605	1.86825	0.53711	0	0.15717	0	0	0	0
Healthy	0.16172	0.57378	0.10377	0.20692	0.07558	0	0.07671		80.88058	12.23176	1.49187	0	0	0	0	0.00101	0	0.07558
Healthy	0	0.2874	0.07969	0.05765	0.01151	0	0		69.74923	9.23465	3.20291	1.16913	2.21179	0.53882	0	0.1036	0.00354	0.01151
Healthy	3.90595	0	0	0	0	0	0		20.2027	35.46094	3.65793	4.8755	0	0.25355	0.2591	0	0	0
Healthy	0	0.26246	0	0.05517	0	0.05978	0		23.30888	22.1625	7.16871	8.40088	0.58929	0.23757	0.55965	0.06671	3.13391	0
Healthy	0	0.08932	0	2.61338	0	0	0		48.95995	3.72731	2.76316	1.63956	0	3.24403	0.01877	0.57128	0	0
Healthy	0	0.03414	0	0.025	0.02551	0	0		41.04866	17.81643	6.12355	12.09543	0	0.19732	0	1.20861	0	0.02551
Healthy	0	0	0	0.04805	0	0	0		92.47901	0.63088	1.41377	0	0.51403	0	0	0	0	0
Healthy	0	0	0	0	0	0.42922	0		50.04103	10.51845	9.47927	0	0	4.74194	0	1.68149	0	0
Healthy	4.54214	0.20951	0	0.14258	0	0	0		53.89702	13.35752	3.70077	0	0	1.10957	0	0	0	0
Healthy	0	0	0	0.10334	0	0	0		17.18971	0.97368	1.30408	0.15118	10.9796	1.04682	0	0.4575	10.5536	0
Healthy	0	0.15438	0	0.26528	0.07147	0	0.27204		8.13754	13.71249	0.99318	3.6023	0.41073	0.12538	35.1411	1.29787	0.21907	0.07147
Healthy	0	0.06726	0	0.8752	0	0	0		76.4727	3.42316	2.22683	0.16027	0	0.11023	0	0	0	0
Healthy	0	0.27211	0	0.1676	0.3909	0	0		34.35816	5.991	4.41598	1.34149	0	0.00381	0.20364	1.40458	0	0.3909
Healthy	0	1.68773	0.41982	0.00775	0.63577	0	0.05158		11.28898	45.26128	5.01973	11.9669	0	0.02597	0.77591	0	1.09308	0.63577
Healthy	7.59543	0.00069	0.00031	0.10226	0.00074	0	0		26.4724	16.22241	15.35462	0.00583	0.04302	0.03603	0	0	0	0.00074
Healthy	0	0	0	0.04656	0	0	0		46.5794	31.60651	3.95604	2.16458	0	0.03172	0	0.20099	0	0
Healthy	8.60092	0	0	0	0	0	0		34.09888	1.37921	0.37319	0.38422	0.58013	1.42702	0	0	0	0
Healthy	0.86563	0.55472	0.38722	0	0	0	0		24.78537	19.00012	4.38885	9.96809	0	0.03924	0	0.15105	0	0
Healthy	10.6053	0	0	0	0	0	0		67.44375	2.28573	0.08765	0	0	0	0	0	0	0
Healthy	3.92706	0	0.34577	0	0	0	0		55.8719	5.53462	0.30864	0	0	0	0	0	0	0
Healthy	2.85673	0.00177	0	0.02796	0	0.01904	0		45.96753	5.55094	3.43977	0.96525	0.13626	0.23241	0.05586	0	0	0
Healthy	0	0.20327	0	0.13633	0.48381	0	0		33.20945	5.87078	4.53686	1.32144	0	0.00574	0.19256	1.39849	0	0.48381
Healthy	1.11129	0	0.35653	0	0	0	0		22.93571	31.25844	9.32541	19.1706	0	0.0336	0	0.14193	0	0
Healthy	0.93998	2.37151	0	0	0	0	0		15.63581	22.10185	11.91692	4.35138	2.84965	0	3.32246	0	0	0
Healthy	0	0	0	0	0	0.02219	0		12.90064	69.83677	0.60719	1.04824	0	0.22402	0.51583	0	0	0
Healthy	0.11455	0.21223	0.24409	0	0	0	0		59.80829	9.86494	2.71111	5.37573	0	0.01662	0	0	0	0
Healthy	0.3382	0.01202	0	0	0.20142	0	0		40.69162	2.41508	7.60448	0.31506	0.56547	0.02925	0	0.10079	0	0.20142
Healthy	0	0	0	1.27495	0	0.42311	0		29.84366	13.47566	2.51652	3.1519	0	0.31371	0	0	0	0
Healthy	2.15205	0	0	0	0	0	0		59.04823	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.05978	0.00863	0	0.13939	0		7.30625	23.52533	7.21895	0	9.41662	0.01271	2.26721	0.03826	0	0
Healthy	0	0.01747	0	0.2674	0.01452	0	0		23.27902	7.05512	10.90396	0.28939	12.8248	0.06781	0	1.4619	0	0.01452
Healthy	0	0.02346	0	0.00317	0.10526	0.36669	0		50.52064	8.92962	7.33223	0	0	11.6155	0	0.27304	0	0.10526
Healthy	0	1.41947	0.21753	0	0.00646	0	0.81426		65.82313	14.21606	11.1243	0.19556	0.12452	0.69891	0	0.17531	0	0.00646
Healthy	0.63239	0	0	0	0	0	0		46.01868	10.11818	5.67516	12.5183	0	2.52426	0	0	0	0
Healthy	0	0.32283	0.19056	0.00509	0.02147	0.11024	0		15.64829	21.72554	10.19668	5.57867	0.89803	1.37103	1.5014	0.80147	0	0.02147
Healthy	0	0.06128	0.22324	0.09077	0	0.00809	0		48.82208	17.04743	4.04494	6.48206	0.83565	0.00657	0	0.24671	0	0
Healthy	0	0	0	0.01827	0	0	0		54.84655	3.17894	1.63362	0	0	5.64129	0	0.19978	0	0
Healthy	6.2716	0	0	0.62569	0	0	0		56.29311	3.146	2.17296	1.04293	0	0.18971	0	0.18884	0	0
Healthy	2.74722	0.01202	0	0.08372	0.14606	0	0		8.99093	0.38565	3.79625	1.92591	44.3211	0.23267	0	1.31902	0	0.14606
Healthy	0	0.11246	0.01881	0	0.009	0.02749	0.81725		11.93338	0	0.00083	0	0	0	0	0	0	0.009
Healthy	0.13726	0	0	0.00328	0.08955	0	0		41.5846	1.9568	5.85538	0.67142	0.70898	0.00587	0	0.04363	0	0.08955
Healthy	0	0	0	0	0	0	0		33.62024	29.47953	1.96996	0	0	0	3.11173	0	0	0
Healthy	0	0.0203	0.03699	0.08924	0	0.09334	0		18.24724	30.42778	3.84376	0.13804	0	0	0.57844	0.03036	0	0
Healthy	0.28195	0.06189	0.13719	0.00717	0.02111	0.02535	2.11979		5.84934	5.01193	2.02787	13.86325	0.02197	0	9.29125	1.65203	0	0.02111
Healthy	0	0.06887	0	0	0	0	0.00055		59.19358	0.00652	0	0	0	0	0	0	0	0
Healthy	4.30214	0.67212	0	0	0	0.11663	0		35.17321	36.63131	0.36792	0	0	0.03579	0	0	0	0
Healthy	6.31929	0.01783	0.03757	0.30678	0.01451	0.00227	0.00892		6.47971	11.14217	4.02033	0.16972	0.05676	0.08368	0.0089	0.00854	0	0.01451
Healthy	0	1.60299	0.45812	0.00468	0.66136	0	0.0431		11.8947	43.84906	4.76086	11.8786	0	0.01483	0.70044	0	1.1635	0.66136
Healthy	0	0	0	0	1.88735	0	0		10.11264	10.84159	46.506	2.35448	0	0	0	1.13592	0	1.88735
Healthy	0	0.10091	0.66563	0.07354	0	0.02073	0		55.97027	24.305	0.44251	6.52159	0.07577	0	0	0	0	0
Healthy	15.318	0.31322	0	0.22674	0	0	0		28.26705	4.2111	0.76597	0.01905	0	0.26719	0	0.58803	0	0
Healthy	0	0.0782	0	0.17254	0.17269	0.05681	0		34.89174	21.03439	3.95924	0	0	5.03773	0	0.00952	0	0.17269
Healthy	0	0.01606	0	1.37496	0	0	0		23.8708	1.23217	0.61842	0.15999	0	0.12874	0	0.10075	0	0
Healthy	0	0.05262	0	0	0	0	0		31.83094	36.2769	4.8351	8.3959	0	0.04164	0	1.19723	0	0
Healthy	0	0	0	0	0	0	0		54.07795	9.67989	0	0	0	0	0	0	0	0
Healthy	1.02417	0.27659	0	0	0	0	0		23.28874	31.8156	16.1291	12.5307	0	0.03047	0	0	0	0
Healthy	0	0.4411	0	0.06815	0	0	0		40.36867	7.41093	4.4427	1.80811	5.85149	2.30368	0	0	0.26428	0
Healthy	0	0	0	0.46712	0	0	0		39.08014	6.17621	9.97041	0.70508	5.88994	0.14103	0	0	0	0
Healthy	3.02239	0.01043	0.00249	0.05841	0.05954	0	0		64.74334	2.09958	0.86179	0.42651	0.00115	0.06611	0	0	0.00033	0.05954
Healthy	0	1.15081	0.00723	0.33599	0.06261	0.42283	0		15.54464	21.33534	4.6139	0.02087	1.90163	0.00081	0	1.31913	0	0.06261
Healthy	0	0.02591	0	2.80319	0	0.37478	0		51.90519	0.76121	5.3939	0.11557	0	0.06954	0	0.05876	0	0
Healthy	2.68998	0.00189	0	0.03199	0	0.02817	0		46.22622	5.72513	3.44435	0.95857	0.10717	0.21323	0.04814	0	0	0
Healthy	22.2746	0	0	0	0	0	0		43.31286	15.12293	0.58598	0	1.29381	0	0	0	0	0
Healthy	0	0.02336	0.02518	0.00151	0.05764	0	0		39.33635	9.78814	2.84173	7.38221	0	0.02574	0	0.02427	0	0.05764
Healthy	0.04269	0.14163	0.04211	0.01318	0.06377	0	0		66.02304	20.0574	4.23559	0.03805	0	0	0	0.16288	0	0.06377
Healthy	7.79043	0.17968	0	0	0	0	0		39.96737	1.70546	0.03625	0	0	0.17461	0	0.29068	0	0
Healthy	0	0.01799	0	0.1962	0.58739	0.21616	0		61.16748	2.70959	8.73338	0	0	5.87112	0	0	0	0.58739
Healthy	0.40508	0.11371	0.00795	0.06691	0.04751	0.03499	0		29.82025	27.26938	4.41343	6.65527	0.18045	0.38063	0	0.56754	0	0.04751
Healthy	0	0.01821	0	0.24336	0.59301	0.18901	0		61.55379	2.42962	8.59103	0	0	6.01781	0	0	0	0.59301
Healthy	0	7.7113	0	0.34115	1.06157	0	0.05369		1.44531	20.09009	4.62922	0.12081	0	0	22.3755	0	5.0336	1.06157
Healthy	0	0	0	1.58801	0	0	0		39.24998	6.18849	10.19266	0.71587	5.94372	0.13661	0	0	0	0
Healthy	0	0.07795	0	0.92137	0	0	0		74.46039	3.74794	2.43803	0.1507	0	0.07455	0	0	0	0
Healthy	4.54092	0	0	0	0	0	0		8.60161	5.6304	5.7395	27.1201	10.6627	0.50243	0	0.04776	0	0
Healthy	4.90887	0.31964	0.02881	0.02466	0	0.09025	0.02567		8.48384	35.85053	6.11979	5.19532	0.55245	0.46794	1.49401	0.04697	0	0
Healthy	0	0.12738	0	1.03877	0.01285	0	0		19.92818	6.11296	2.52174	4.99805	23.5265	0	2.19041	0.35659	2.59134	0.01285
Healthy	2.1772	0	0	0	0	0	0		10.86163	43.90919	0.06666	6.31524	0	0	10.4569	0	0	0
Healthy	6.20158	0	0	0.01891	0	0	0		52.31217	1.57102	1.79174	0.12536	0	0.14429	0	0	0	0
Healthy	0	0.12293	0	0	0	0	0.23038		9.36598	23.18683	27.77423	10.0415	0	0	0.75007	0.05672	1.90138	0
Healthy	0.05706	0.05261	0	1.89308	0.00579	0.10332	0		38.00848	0.32418	1.92122	0.67394	0.00985	0.02935	0	0.90607	0.03559	0.00579
Healthy	0	0	0	0	0	0	0		0.0051	0	0	0	0	0	0	0	0	0
Healthy	0	0.02622	0	0.13878	0.20883	0	0		45.74196	4.27275	7.41987	0.37237	0	0.00159	0.0641	0.40306	0	0.20883
Healthy	0.60797	0.29646	0	0.62862	0.06228	0.0522	0		10.60939	1.2422	3.50894	5.26729	0.43209	0	0	1.25125	0.00862	0.06228
Healthy	0	0.0626	0	1.37618	0	0.01163	0		53.81094	3.03737	3.25638	0	10.5133	0.09483	0.00202	0.26175	0.92096	0
Healthy	0	0	0	0.41506	0	0	0		55.05468	0.98848	3.77952	1.06391	0	0.03685	0.03445	0.12241	0	0
Healthy	0	0.00226	0	0.3738	0.06189	0.09039	0		18.92584	19.22917	3.94336	0.3608	0	1.09687	0	0.09436	0	0.06189
Healthy	0	1.81947	0	0.00192	0.04531	0.00343	0		7.54406	29.9519	10.34569	27.12993	0.00206	0.25217	0	0.54054	0	0.04531
