group	Dialisteraceae	Streptococcaceae	Peptostreptococcaceae	Oscillospiraceae	Eggerthellaceae	Coprobacteraceae	Lactobacillaceae		Bacteroidaceae	Lachnospiraceae	Ruminococcaceae	Acutalibacteraceae	Akkermansiaceae	Burkholderiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Eggerthellaceae
Healthy	0	4.60465	0.01315	0.06132	0.28265	0.11008	0		36.60872	18.01797	9.80828	0.27209	3.3745	0.05912	0	0.03277	0	0.28265
Healthy	0	0	0	0.05792	0	0	0		50.05231	1.82683	1.77184	1.97096	3.78994	0.65246	0	0.13565	0	0
Healthy	0	0.01921	0	0.08807	0	0	0		46.72504	9.6317	5.14338	0.60464	0.55913	0.01829	0.01011	0.31625	0	0
Healthy	0	0.05411	0.05497	1.0458	0.04784	0	0		52.81622	20.38577	9.23019	0.37834	0	0	0	0	0	0.04784
Healthy	0.00759	16.17656	3.46418	0	0	0	0		0.0747	0.02567	0.00229	0.00339	0	0.0013	0	0	0	0
Healthy	0	0	0	0	0	0	0		49.2079	0	0	0	0	0	0	0	0	0
Healthy	0	0.31871	0.10772	0.05678	0.65034	0.31009	0.01152		9.90508	39.73946	7.54373	4.0895	0.50396	1.12401	0	0.85144	0	0.65034
Healthy	2.88884	0	0	0	0	0	0		69.27726	0.78494	1.01892	0	0	0.10547	0	0	0	0
Healthy	0	0.23724	0	0.60575	0	0.0359	0		18.2879	4.55214	3.21841	0.89467	19.6278	0.00765	0.60704	0	1.01667	0
Healthy	0	0.07916	0	0.17529	0.22214	0	0		40.40465	3.91477	9.14131	0.40748	0	0.00803	0.04179	0.55112	0	0.22214
Healthy	0	0	0	0	0	0	0		58.33865	22.80021	4.47128	2.77166	0	0.04009	0	0.15977	0	0
Healthy	0	0	0	3.36303	0	0	0		59.26013	4.14772	2.12803	0	0	0	0.07465	0.69124	0.10397	0
Healthy	0	0	0	0.35607	0	0	0		29.21591	12.86897	1.51814	0	0	0	0	0	0	0
Healthy	6.13294	0	0	0.05484	0	0	0		56.00257	5.09448	1.93983	0.49301	0	0.13784	0	0	0	0
Healthy	0.12829	0	0	0	0	0	0		25.58713	10.26218	3.44815	0	0	2.86695	0	0.02457	0	0
Healthy	0	0	0	0	0.10899	0	0		12.81759	8.17808	8.38671	0.10874	5.42101	0.35154	0	0.10036	0	0.10899
Healthy	5.77068	0.48286	0.4202	0.0387	0.001	0	0.03297		25.97584	22.83118	5.11953	7.3635	1.72479	0.17884	5.60501	0.94643	0	0.001
Healthy	0	0	0	1.4069	0	0.42162	0		30.27608	12.32564	2.60235	3.15154	0	0.26669	0	0.0155	0	0
Healthy	2.05522	0.57013	0.02593	0.01954	0	0.01294	0		19.18437	23.36911	10.91823	2.47762	0.42264	0.78993	0.15387	0.35061	0.87151	0
Healthy	1.39957	0.00821	0	0.118	0	0	0.00234		46.29544	6.20795	33.4338	0.06074	0	5.01764	0	0	0	0
Healthy	5.45916	0	0	0	0	0	0		14.13104	1.94081	9.45053	0	0	0	0	0	0	0
Healthy	6.75861	0	0	0	0	0	0		0	14.75308	1.63606	18.1635	0	0	3.23033	0	0	0
Healthy	5.29407	0.00859	0.02953	0.02272	0.00056	0.05111	0.34585		53.83709	9.82182	5.74926	0.01398	0.01619	0.00188	0	0.18724	0	0.00056
Healthy	0	3.67627	0.02893	0.01738	0.21051	0	0		7.73555	36.67158	9.21898	3.30195	0.02781	0.05352	0	0.53754	0	0.21051
Healthy	0	0	0	0.04047	0	0	0		57.39969	5.57951	8.39431	4.67227	0	0.6167	0	0	0	0
Healthy	0	0	0	0	0	0.01794	0		78.71114	9.53853	0.52044	0.03891	0	0	0	0	3.30314	0
Healthy	0	6.92059	0	0.01389	0.11295	0.70408	3.61969		22.72709	17.18089	6.88559	0.00994	0.76304	0	3.25825	1.20997	0.15811	0.11295
Healthy	0	7.81671	0	0.33028	0.76277	0	0.08581		1.2351	20.95779	4.47433	0.11455	0	0	23.2123	0	4.03805	0.76277
Healthy	0.67405	0.60717	0.01632	0.47832	0.95489	0	0.30535		10.98924	9.06044	0.08042	2.08346	10.8549	0.06639	0	0	0.40456	0.95489
Healthy	0	0	0	0.03614	0	0	0		51.15279	1.80531	1.7085	1.89254	3.50999	0.62165	0	0.15255	0	0
Healthy	0.33659	0.02163	0	0	0.1995	0	0		45.07614	2.29021	7.16308	0.31167	0.5671	0.00319	0	0.08698	0	0.1995
Healthy	4.70232	0	0.41483	0	0	0	0		46.7618	22.39083	2.45793	0.02106	0	0.00148	0.07596	0	0	0
Healthy	33.3458	0.77638	0	0	0	0	0		8.9056	45.55175	1.27455	0	3.67965	0	0	0	0	0
Healthy	0	0.41385	0.03891	0.05552	0.37548	0.00966	0.01093		49.96938	6.97045	7.66614	4.27403	0.12571	0.02092	0	0.80581	0	0.37548
Healthy	0.56439	0.61644	0.0746	0.0182	0.07974	0.00402	0.0274		37.33223	21.72657	4.07624	4.07356	0.07021	0.00149	0	0.99048	0	0.07974
Healthy	0	0.22154	0.01723	1.09077	0.23941	0	0		0.01036	1.60558	0.00717	0	0	0.23838	0	0	0	0.23941
Healthy	0	0.10484	0	0	0	0	1.61575		21.09078	0	0	0	0	0	0	0.83133	0	0
Healthy	3.35751	0.24482	0	0.1709	0	0	0		85.93009	1.11853	0.86999	0.3789	0	0.10605	0	0.14886	0	0
Healthy	5.50182	0	0	0.3168	0.00775	0	0		23.1251	7.33048	2.93345	0.93393	22.7766	0.05143	0.04071	0.40593	0.07656	0.00775
Healthy	3.08845	0.0964	0	4.02079	0.00849	0.11805	0		15.43528	0.61769	3.25997	2.35522	0.16423	0.0514	0	0.68067	0.05476	0.00849
Healthy	0	0.1366	0.45923	0.01122	0	0	0		15.84344	18.61813	6.81237	4.40458	0.52681	0.04211	0	0.07106	0	0
Healthy	0	0	0	0	0	0	0		0.02398	0.00203	0	0	0	0	0	0	0	0
Healthy	0	0.06786	0	2.59798	0	0	0		48.20814	3.64425	2.78186	1.7073	0	3.33516	0.02599	0.57258	0	0
Healthy	0	1.14434	0.14669	0	0.04434	0	0.01457		16.93879	39.40276	4.85254	6.4813	0.00197	0.00249	1.17411	0.11939	1.37859	0.04434
Healthy	2.63906	0	0	0.14515	0.01656	0	0		0.98503	0.04974	1.53316	0	71.3874	1.72608	0	0	0	0.01656
Healthy	0	0.04098	0	0.01464	0	0	0		69.70617	1.97268	1.46929	0.0018	0	0	0	0	0	0
Healthy	3.1302	0	0	0.01491	0	0	0		63.69073	1.06697	1.60214	0	0	0.27294	0	0	0	0
Healthy	0	0.03254	0	0.28687	0.00182	0	0.00477		85.12374	10.97114	0.56909	0	0	0.00139	0	0	0	0.00182
Healthy	0	1.27566	0.093	0.00108	0.02163	0	0.02803		26.37359	23.92358	4.87378	0.92374	0	0.74375	0	3.91151	3.0651	0.02163
Healthy	0	0.0672	0.0003	0.04495	0.26581	0	1.39307		19.9402	21.49947	12.26037	0.02568	3.0857	0.966	0	1.19242	2.02303	0.26581
Healthy	13.8864	2.732	0	0	0	0	0		15.20049	17.43958	3.64784	20.9506	0	0	0	8.07396	0	0
Healthy	0	0	0	0	0	0	0		0	91.8533	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.0141	0.07586	0		75.45184	1.60233	6.38978	0.50076	0	4.28173	0	0.00653	0	0.0141
Healthy	0.37095	0.02111	0	0	0.22405	0	0		44.63279	2.22634	7.04131	0.35335	0.52822	0.02131	0	0.09496	0	0.22405
Healthy	0	0	0	0.18675	0	0	0		36.51609	2.46527	0.65538	0	0	0.33648	0	0	0	0
Healthy	0	1.16739	0.13193	0.56549	0.02795	0.01588	0.02801		35.06171	7.94877	15.37946	0.01514	0.03598	0.3352	0	0.43562	0	0.02795
Healthy	0	0	0	0.06531	0	0.04719	0		39.51349	12.98185	10.98399	0.10419	0.97957	0.46773	0	0.18546	0	0
Healthy	4.61335	0.22672	0	0.18485	0	0	0		53.65404	13.2634	3.76821	0	0	1.34498	0	0	0	0
Healthy	0	0	0	0.17604	0	0	0		20.99024	6.12963	17.84525	0.03449	1.18706	6.7556	0	0	0	0
Healthy	0	0.00661	0	0.48667	0.08182	0	0		41.74842	42.2488	3.62383	1.04447	0.47066	0.11116	0	0	0	0.08182
Healthy	0	0	0	0	0	0	0		10.05104	8.28107	31.17523	0	0	0	1.17601	0.95473	30.9145	0
Healthy	0	0.88718	0	0	0.66177	0.13938	0		22.26525	9.04524	19.66342	0	1.44349	0	0	1.05088	2.25693	0.66177
Healthy	1.71806	2.91271	0.08908	0.60243	0.04503	0	0.0413		21.65317	13.98694	2.20998	7.93796	0.92004	0.0513	0	2.79408	0	0.04503
Healthy	0	0	0	1.5748	0	0.14583	0		21.38533	9.58241	15.64714	1.51624	8.79212	10.88527	1.4988	0	0.92544	0
Healthy	4.65646	0	0	0	0	1.20461	0		17.61028	16.99751	1.71266	32.483	0	0.05299	0	0	0	0
Healthy	0	0.0323	0	0.04168	0.04271	0	0		66.40744	4.27156	9.69365	0.06731	0	0	0	0	0	0.04271
Healthy	0	0.4527	0.06602	0.00507	0.00393	0.01097	0		62.51188	14.31608	5.3176	0.00706	0.50904	0.11886	0	0.55142	0	0.00393
Healthy	0	0	0	0	2.01574	0	0		8.51474	10.85426	45.6278	4.36137	0	0.19324	0	2.04615	0	2.01574
Healthy	6.98796	0.06187	0	0	0	0.27497	0		67.18047	10.50866	0.97163	0.06202	0	0.06334	0	0	0	0
Healthy	0	0	0	0	0	0	0		85.37583	14.62415	0	0	0	0	0	0	0	0
Healthy	7.20451	0.22365	0.00435	0.02319	0	0	0		45.45948	3.05611	0	0	1.25518	0	0	0	0	0
Healthy	0	3.94948	0.00811	0.12438	0.1428	0.09035	0.19992		12.77893	32.03325	11.59421	11.38356	0.51118	0.03821	2.2661	1.12483	0	0.1428
Healthy	6.85703	0	0	0	0	0	0		27.88617	32.70998	1.06426	7.33099	0	0	0	0	0	0
Healthy	0	0	0	1.80319	0	0.02286	0		34.36	14.70025	10.77324	1.49798	1.63292	5.39624	0.36043	0	1.24666	0
Healthy	0.00022	1.38937	0.65785	0.01634	0.23762	0	0.01317		31.61593	13.95475	1.02861	0.04411	4.81591	0.68029	0	0.75056	0.54321	0.23762
Healthy	6.24722	0	0	1.76831	0.00525	0	0		55.50235	5.01174	1.79676	0.48209	0	0.14996	0	0	0	0.00525
Healthy	6.00485	0	0	0.03192	0	0	0		54.2621	1.53771	1.62245	0.15006	0	0.17531	0	0	0	0
Healthy	5.80735	0	0	0.01075	0.00461	0	0		53.41295	1.66851	1.62754	0.16033	0	0.13742	0	0	0	0.00461
Healthy	0.32486	0.00917	0	2.32258	0.02285	0.36171	0		32.33161	6.60312	6.66614	0.69164	0	1.42304	0.19453	0.22265	0	0.02285
Healthy	0	0.22132	0.02687	0.01514	0.08691	0.03523	0.03491		20.16763	18.58739	5.53121	4.61283	10.1881	0.04007	0	0.41176	0	0.08691
Healthy	0	3.40948	0	0	0	0	0		0.63797	0	0.00155	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0		59.61472	1.73259	7.63655	0.44254	0	0	0	0	0	0
Healthy	0	0.19082	0	0.37426	0	0.1604	0		25.90006	12.69967	10.66189	1.75271	4.75404	0	2.76374	0	0	0
Healthy	0	0.23626	0	0.00677	0	0.02205	0		17.769	0.49817	0	0	0	2.45207	0	0.68492	0	0
Healthy	6.25982	0.07282	0	0	0	0.27296	0		65.52638	10.61051	2.07806	0.02299	0	0.29652	0	0	0	0
Healthy	0	0.1676	0	0.17732	0.16393	0	0.25322		12.29747	9.98457	0.66282	6.28787	7.54554	0.15405	12.0425	0.94487	0.01347	0.16393
Healthy	0	0.26361	0	0.0891	0	0.07798	0		18.06735	21.74891	8.59162	8.56068	0.58111	0.56996	0.6539	0.2099	2.83403	0
Healthy	0.52251	0.53812	0.07736	0.02407	0.00055	0	0.04734		16.88865	15.58191	14.51807	0.14104	0.74548	1.0012	0	0.24642	0	0.00055
Healthy	0	0.07821	0.00111	0.03002	0.22649	0	0		23.55575	6.47353	2.75222	0	17.9361	0.5187	0	0	1.88668	0.22649
Healthy	10.6897	0	0	0.00604	0	0	0		66.68576	2.46587	0.08666	0	0	0	0	0	0	0
Healthy	0	0.08599	0	0.18454	0.12626	0.05798	0		35.08188	20.80282	3.82459	0	0	5.03567	0	0.00624	0	0.12626
Healthy	0	0	0.07217	0.04424	0	0.09494	0		7.41536	21.08517	9.17705	0	13.0776	0.04743	1.68806	0.14805	0	0
Healthy	0.36077	0.01324	0	0	0.22473	0	0		41.0005	2.36825	7.50587	0.33221	0.54397	0.02241	0	0.1252	0	0.22473
Healthy	0	0.2514	0.10539	0	0.00111	0	0		61.84235	19.30003	8.07419	2.74794	0	0.17879	0	0.0274	0	0.00111
Healthy	0	0.40514	0	0.0541	0	0	0		40.04832	7.34832	4.44937	1.78927	5.76763	2.27288	0	0	0.23932	0
Healthy	0	0.02196	0	0.10266	0	0	0		45.83941	8.49908	4.56889	0.62582	0.45523	0.01533	0	0.25238	0	0
Healthy	0	0.07261	0	0.04566	0	0	0		17.24653	9.00015	9.44789	0.08425	0	0	0.33908	0.19768	2.23398	0
Healthy	6.37489	0	0	0.61188	0	0	0		55.33646	3.25864	2.1971	1.01705	0	0.27255	0	0.19603	0	0
Healthy	0	0	0	0	0	0	0		0	47.0518	0	0	0	0	0	0	0	0
Healthy	0	0	0.00891	0.07097	0.03893	0	0		4.74352	4.98094	3.89362	20.25438	1.53762	0.49336	0	0.12508	0	0.03893
Healthy	0	0	0	4.54672	0	0.30059	0		19.11313	3.67583	17.30843	1.04364	0	0.07047	0.06171	0	0	0
Healthy	10.7103	0	0	0	0	0	0		9.70099	60.05265	2.32697	0	2.31129	0	0	0.3283	0	0
Healthy	0	0	0	0	0.10822	0	0		26.92547	6.51038	4.08283	0.1503	8.77803	0.34171	0	0.07502	0	0.10822
Healthy	0	1.22338	0.15342	1.08722	0.00644	0	0.05829		37.24702	12.76124	21.8773	0.00148	0.00039	0.00884	0	2.25101	0	0.00644
Healthy	0	0	0	0.03627	0	0	0		46.39845	1.86395	1.8945	2.16782	4.05243	0.72132	0	0.17215	0	0
Healthy	0	0.00128	0	0.03093	0	0	0		50.59341	1.59625	1.69388	1.90643	3.67819	0.59739	0	0.16663	0	0
Healthy	0	0.06486	0	1.10019	0	0	0		73.64632	4.04024	2.39217	0.23375	0	0.10994	0	0	0	0
Healthy	0	0.0201	0	0.02229	0	0.07762	0.10632		44.5478	18.33208	3.90562	2.70835	0.0016	0	0	0.08076	4.96439	0
Healthy	0	0.3211	0	0.15369	0.54717	0	0		33.86944	5.81482	4.32836	1.34169	0	0.07371	0.21804	1.21269	0	0.54717
Healthy	0.0706	0.0407	0.23122	0.01253	0.07788	0	0		37.0803	23.05986	1.97117	0	0	0	0	0	0	0.07788
Healthy	0	0.0018	0.11469	0.00227	0	0	0		30.51913	28.34152	7.13782	0.08646	0.3251	0	0.68489	0	0.0954	0
Healthy	0	0	0	0	0	0.11571	0.25605		63.00057	10.6146	2.96856	3.88725	0	0.06535	0	0.0213	4.44069	0
Healthy	2.05765	2.75445	0	0.69546	0	0	0		32.88129	24.3874	1.89196	5.80751	0.19396	0	0.57513	0.01587	0	0
Healthy	0	0.17798	0	0	0	0	0		37.9392	28.22382	3.46657	0	0.26078	0	0.57785	0	0	0
Healthy	0	0	0	0.45129	0	0	0		38.78122	6.39737	10.37815	0.70089	5.8617	0.13814	0	0	0	0
Healthy	1.19499	0.39257	0.64931	0	0	0	0		31.23126	31.46357	7.11788	8.77603	0	0.02364	0	0.03795	0	0
Healthy	0	22.66877	0.01987	0.00481	0	0	0.97844		15.41016	10.40859	0.8841	1.82729	0	0.05014	0	1.39904	2.65337	0
Healthy	0	0	0	0.00762	0.00523	0.11704	0		76.13304	1.82571	6.22099	0.49023	0	4.21412	0	0.03553	0	0.00523
Healthy	17.6804	0.00788	0.00778	1.09785	0.01538	0	0		29.88501	4.39439	1.15247	4.66875	6.96025	0.32221	0	0.61709	0	0.01538
Healthy	0	0.91963	0.3873	0.00191	0.58387	0	0.04838		11.0686	45.7141	5.08987	11.8665	0	0.01399	0.74572	0	1.11179	0.58387
Healthy	10.601	0	0	0.00579	0	0	0		66.42993	2.67035	0.07268	0	0	0	0	0	0	0
Healthy	0	2.70736	0.12567	0.15473	0.72557	0	0.01619		22.4644	8.98145	2.05807	0.1257	0.01217	0.37352	0	0.27075	0	0.72557
Healthy	0	0.50336	0.10323	0.22423	0.0327	0	0.00429		3.88965	10.42323	3.18928	0.09235	2.79063	0.02416	12.6844	0.33736	0	0.0327
Healthy	0	0.00305	0	0.02627	0	0.01491	0		39.74812	22.17872	2.76958	0.0129	0.02836	0.0222	0	0.01622	4.26177	0
Healthy	0	0.58717	0.23083	0.33137	0.06107	0	0		19.37408	17.69581	0.32214	0	0.31361	0.23242	0	0.00959	0	0.06107
Healthy	0	0.18468	0	0	0.07311	0	0.47571		44.6078	19.49842	4.52892	0	0	0.05983	0	1.30639	0	0.07311
Healthy	14.5412	0.00442	0	0.57836	0	0	0		16.5566	15.18684	4.301	0.07607	2.03874	0	4.04538	0.6486	0.0062	0
Healthy	0	0.02178	0	0.24959	0.19113	0	0		24.55894	25.67912	10.93216	9.93151	0.20579	0.00794	0.6324	0	0	0.19113
Healthy	0	0.06225	0	1.35409	0	0.00513	0		54.04105	3.03854	3.36544	0	10.5227	0.1041	0	0.288	0.89314	0
Healthy	0	0.00321	0.04771	0.03648	0.02125	0	0.58183		30.44431	0.49191	0.37723	0	0	16.99645	0	0.28648	0	0.02125
Healthy	5.15746	0.05541	0.00619	0.09262	0.0805	0	0.14429		26.60451	34.2711	4.44237	7.45113	0	0	0	0	0	0.0805
Healthy	0	0.33577	0	0	0.01449	0	0		18.63699	46.96116	4.61533	16.93056	0	0.07046	0	0.8974	0	0.01449
Healthy	0	0	0	0	0	0	1.50313		4.26884	1.70662	2.19626	7.94153	0	0	3.78589	2.26472	0	0
Healthy	8.18241	0.0069	0	0.59749	0	0	0		73.90477	1.82069	4.22361	0.27429	0	0.02838	0	0.19782	0	0
Healthy	0	0	0	0.0379	0	0	0		44.71761	3.02301	11.15286	0.06602	0	0.73588	0	0.00371	0	0
Healthy	2.84814	0.00183	0	0.03435	0	0.04301	0		45.79997	5.83691	3.44557	1.08845	0.14178	0.19129	0.03754	0	0	0
Healthy	0	0.0703	0	0.39938	0.12008	0.06399	0		30.99158	16.6689	15.08258	0.63553	0	0.25508	0.52025	0	0	0.12008
Healthy	0	0.48305	0	0.07678	0	0	0		39.77224	7.41389	4.44195	1.84255	5.86253	2.1826	0	0	0.28307	0
Healthy	12.3662	0.01714	0.05642	0.06341	0.02621	0.15532	0.03474		51.153	9.86644	1.78364	7.00476	0.74805	1.66871	0	0	0	0.02621
Healthy	0	0.1065	0	0	0	0	0		0.10723	84.76662	0	0	0	0	0	0	0	0
Healthy	0	0.42938	0.33544	0.06111	0.17237	0	0.00651		37.62978	25.91859	7.87218	4.63361	0.01178	1.72011	1.91365	0	1.19428	0.17237
Healthy	1.76099	0	0	0	0.02924	0	0		46.08922	22.5034	6.30841	1.7857	0	0.0171	0	0.05092	0	0.02924
Healthy	0	0.04334	0.454	0.0103	0	0.00673	0.02966		50.53227	14.12359	5.39649	10.06441	0.79134	0.89236	0.02601	0.5224	0.07284	0
Healthy	6.16718	0.13466	0	0.40289	0	0	0		27.445	44.26535	1.54851	0.03853	0	0.13464	0.17925	0	0	0
Healthy	15.5468	0.1507	0	0.25714	0	0	0		29.20105	4.05366	0.7743	0	0	0.23801	0	0.58973	0	0
Healthy	0	0.07062	0.03941	0.00909	0.05947	0.47115	0		8.34271	28.57186	6.29197	7.41881	1.66834	0.06997	0	0	3.59262	0.05947
Healthy	2.25348	0.22502	0.05594	0.48386	0.20829	0.09542	0.01163		60.52706	1.35351	8.02322	0	0	0.07421	0	0.21436	0	0.20829
Healthy	0.00631	5.72034	0.00096	0.03744	0.01056	0	1.19124		51.25936	2.87339	5.64274	0	0	0.00348	0	0	0	0.01056
Healthy	2.93626	0.00686	0	0.07112	0.07496	0	0		20.66264	6.9398	7.6625	0.04288	5.8543	0.06911	0	0.2337	0	0.07496
Healthy	0	0.06146	0	0.13354	0.13802	0.05283	0		34.88743	21.18647	3.89811	0	0	5.13502	0	0	0	0.13802
Healthy	7.81144	0.13079	0	0.0974	0	0.01926	0		32.7612	4.84504	4.24269	0.96256	0.83144	0.18523	0.9034	0	0	0
Healthy	10.23	0	0	0	0	0	0		67.11065	2.42765	0.09184	0	0	0	0	0	0	0
Healthy	2.56619	1.67422	3.85849	0.0959	0.1505	0	0.18902		22.542	33.47098	8.82259	0.69529	0.16743	0.1413	0.02214	1.32554	0.00283	0.1505
Healthy	0	0.24089	0	0.12875	0.46578	0	0		34.7506	6.60032	4.381	1.39995	0	0.0719	0.24867	1.2966	0	0.46578
Healthy	7.8536	0	0	0.08701	0	0	0		25.48035	14.78965	18.11347	0	0.04697	0.03322	0	0	0	0
Healthy	0	0	0	0.19431	0	0.00811	0		11.21787	28.70768	5.17317	0.83207	11.0089	0.28649	0.51151	0.3113	0	0
Healthy	0.62564	0.40981	0.13406	0	0.11505	0	0		16.89178	12.53972	4.26601	0.37401	0.36477	0.05514	0	0.22257	0	0.11505
Healthy	10.1069	0.52576	0.00403	0.02485	0	0	0		36.34157	16.27665	3.10433	4.84978	0.0475	0	0	0	0	0
Healthy	0.90171	0.02154	0.46742	0	0	0	0		39.822	12.2412	4.51318	6.29077	0.13902	0.01366	0	0.03561	0	0
Healthy	13.8698	0	0	0	0	0	0		85.8034	0	0	0	0.32693	0	0	0	0	0
Healthy	0	0	0	0	0	0	0		27.48794	37.52738	0	12.4159	0	0	0	0	0	0
Healthy	0	0.34894	0.02738	0	0	0	0.37149		61.56955	0	0	0	0	0	0	0.17965	0	0
Healthy	2.38636	2.49292	0.10178	0.21543	0.17878	0	0.39153		19.06235	19.65518	8.36463	0.19287	0	1.44924	0	0	0	0.17878
Healthy	80.9451	0	0	0.02424	0	0	0		4.51312	0.04686	1.49969	0	0	0.88147	0	0.09009	0	0
Healthy	0.06532	0.04906	0	0.64912	0.01844	0.09432	0		37.71015	0.30121	1.25627	0.73863	0	0.03388	0	0.92484	0.02672	0.01844
Healthy	0	0.09139	0	0.06251	0	0	0		48.03576	3.91888	2.71466	1.71192	0	3.13581	0.03181	0.58374	0	0
Healthy	0	0.01102	0	0	0	0	0		10.8547	17.38725	21.74182	2.81604	0	0	11.47081	0.52526	17.0279	0
Healthy	0.04341	0.12048	0.01353	0.03367	0.01612	0.07928	0		22.21484	48.94848	5.85852	0.27212	0.56691	0.07898	0	0.36241	0	0.01612
Healthy	1.43343	1.09859	0	0	0	0	0		14.1751	6.96615	3.13926	5.13706	1.73118	0.06944	0	4.83101	0	0
Healthy	8.30006	0.12471	0	0	0	0	0		40.34652	1.99935	0	0	0	0.15466	0	0.23047	0	0
Healthy	0.16245	0.13908	0.22817	0	0.03545	0	0		21.92546	9.37531	6.83973	1.7915	0	0.0127	0	0.15234	0	0.03545
Healthy	0	0	0	0.37619	0	0	0		55.56629	1.01984	3.65626	1.00467	0	0.05006	0.02964	0.11564	0	0
D011236	5.85412	0.00048	0	0.0435	0.00322	0	0.00082		71.8406	5.16655	1.72939	0	0.02005	2.79403	0	0.14733	0	0.00322
Healthy	9.20421	0	0	1.31321	0.01672	0	0		50.03803	0.82589	3.73196	0.59192	7.06851	0.25922	0	0.72767	0	0.01672
Healthy	1.98301	5.20282	0.14655	0	0.0763	0	0.18683		6.39134	30.719	1.25278	20.47756	0.13273	0.0269	0.04087	0.64423	0.1824	0.0763
Healthy	0	21.45042	0.02961	0.00442	0.1231	0	0.0153		2.99199	31.09168	0.2621	0.04777	0.08989	0.0003	0.07054	2.94568	0.18759	0.1231
Healthy	0	0.04729	0.64266	0	0	0	0		72.89246	5.37364	6.32975	0.07249	0	0	0	0.01038	0	0
Healthy	0	0	0	0	0	0	0		37.64374	28.63182	4.09632	0	0	0.06228	0	0.03323	4.86149	0
Healthy	0	1.29801	0	0	0	0	0		1.46977	0.00912	0	0	0	0.00451	0	0.08065	0	0
Healthy	0	0	0	0.22721	0.00804	0.17949	0		22.92809	8.53866	4.70747	0.82971	0	1.97889	0.0651	0.46314	0	0.00804
Healthy	0	0.32315	0.15088	0	0	0	0		2.80734	18.82599	31.0613	3.10948	0	0	13.6877	4.79853	4.78413	0
Healthy	0	0	0	0.234	0.00379	0	0		50.35432	1.64917	3.08489	0.21402	0	2.28503	0	0.06135	0	0.00379
Healthy	0	0	0	0	0.00314	0.12314	0		69.52707	2.29741	8.22596	0.62477	0	5.48059	0	0.0362	0	0.00314
Healthy	0	6.39372	0	0	0	0	0		17.725	21.54317	17.12747	10.4054	0	0.27022	0.39354	1.97075	0	0
Healthy	0	0	0	0.44008	0	0	0		39.6444	6.38863	10.51874	0.80578	6.04875	0.14091	0	0	0	0
Healthy	1.78541	0.94999	0.11721	0.18237	0.08733	0	6.43507		14.18347	8.30779	1.96488	3.98798	0.00105	0.56922	0	4.58264	1.06761	0.08733
Healthy	0	0	0	0.03555	0	0	0		50.4777	1.78377	1.674	1.9026	3.46253	0.71348	0	0.17187	0	0
Healthy	0	0.25238	0	0.15444	0.44962	0	0		34.2313	6.34295	4.64649	1.40789	0	0.11675	0.22303	1.45726	0	0.44962
Healthy	4.18592	0.10377	0.01431	0.26	0.00492	0.17226	0		24.81135	33.59624	5.91395	6.3849	0.00066	0.00546	0	0.75728	0	0.00492
Healthy	0.29805	0.03598	0	0.0137	0.04065	0	0		25.60674	13.3728	38.59894	0.03789	0.03436	1.73585	0.04896	0.31141	0.21453	0.04065
Healthy	0	0	0	0.00709	0	0	0		37.6666	3.44123	1.88346	1.1683	0	0.31544	0	0.43889	0	0
Healthy	0.00612	0.04507	0.02551	0.02098	0.08319	0	0.05837		8.80531	12.19678	8.15544	0.13057	0.22025	0.01215	0	1.04846	0	0.08319
Healthy	8.84249	0	0	0	0	0	0		54.35268	11.24879	1.02896	0.80515	0	0	0	0	0	0
Healthy	7.87272	0.1372	0	0	0	0	0		40.17989	1.6397	0.01321	0	0	0.15667	0	0.26375	0	0
Healthy	0	0.13335	0	0	0	0	0		74.7192	13.31684	2.23326	0	0.32651	0	0.00641	0	2.37017	0
Healthy	0	1.36683	0.04933	0.54046	0	0	4.05795		36.41384	21.51248	8.16256	0.07503	0	0.68711	0	0.42019	0.07399	0
Healthy	0	0.09226	0	0	0.00331	0	0		30.07558	0.89603	0	0	0	0	0	0.44482	0	0.00331
Healthy	0.38914	0.02512	0	0.17498	0.05238	0.31535	0		32.53523	6.68677	6.56554	0.67387	0	1.40307	0.13943	0.191	0	0.05238
Healthy	0	0	0	0.04158	0	0.07801	0		55.58692	1.52829	1.72048	1.33391	0.05668	0.06139	0.6442	0	0	0
Healthy	4.63986	0.59573	0	0.12451	0	0	0		56.07106	4.9996	4.81446	0	0	5.92498	0	0.05049	0	0
Healthy	0	0.00667	0.1098	0.02404	0	0.10411	0		18.01673	10.8706	5.38343	1.97903	0.12231	0.16631	0.07681	0.05175	0	0
Healthy	2.69365	0	0	0.09859	0.15529	0	0		9.05804	0.93957	4.00841	1.97473	45.199	0.24671	0	1.23319	0	0.15529
Healthy	11.9045	0	0	0	0	0	0		60.9472	10.2458	0	0	0	0	0	0	0	0
Healthy	0	0.21355	0	0.06961	0.07489	0	0.03826		0.01147	6.47632	0.01362	0	0	1.00962	0	0	0	0.07489
Healthy	0	0.12254	0.03473	0.01912	0.0544	0.01692	0.02969		16.32619	30.04834	5.81022	2.52769	2.88807	0.56041	6.63006	0.68687	0.93034	0.0544
Healthy	0	0	0.06948	0	0	0	0		19.80219	20.31837	26.64697	0.04348	0	0	2.12866	0.1127	17.2228	0
