o	Enterobacterales	Pseudomonadales	Staphylococcales	Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Desulfovibrionales	Peptostreptococcales
Healthy	-0.850226822440335	-5	-5	1.96440210822636	0.28074677477636	-0.0108617757842109	-0.846368034997784	0.229054387811184	-0.236676848793488	-5	-5	-5	-5	-5	-5
D007234	1.92640043444624	-1.04508244626504	0.548405389064896	-5	-2.57839607313017	-5	0.608802995173495	-5	-1.99439055463972	-5	-2.12378215940836	-5	-5	-5	-1.26011134491546
Healthy	-5	-1.08873582900163	-5	1.28547899392646	0.991711947728747	1.2530572711896	0.663035313838413	0.750351773753969	-5	1.12098532901506	-0.293103076145297	-0.13159657669346	0.0534395648192453	-5	-5
Healthy	-0.684470466786151	-5	-5	1.92552227629611	0.594963498694363	-1.56272520258988	-0.374492057613517	0.19771601293806	-5	-5	-5	-5	-5	-5	-1.74232142513082
Healthy	-5	-5	-5	1.80420037927792	1.16357936117366	0.13510083376572	-0.0154051849880297	-5	-0.770471736212328	-5	-1.1262145391818	-0.617586686873733	-5	-1.07448164182257	-5
Healthy	-1.23927602785805	-5	-1.00375108543087	1.61427663829012	1.5041677700888	1.04168553776683	-0.759550601006702	-0.944851110110606	-0.816502389440647	-1.24611066854017	-0.805041877793412	-3.4089353929735	-5	-2.43770713554353	-0.495203029375444
Healthy	-5	-5	-5	1.75800369167537	0.989064299249171	1.21352466315334	0.698985638655951	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.82819706838958	0.490165036408993	-5	-5	-5	-5	-5	-5	-0.590506463132423	-5	-5	-5	-5	-5	-5
Healthy	-1.02942069428515	-5	-5	1.9093816881298	0.30286534917112	0.782898826216387	-0.210362889616951	-5	-0.455807889234967	-5	-5	-5	-5	-1.0301183562535	-5
D007234	1.08648476136234	1.11531022886523	1.07287349519173	-5	1.29528356155865	-5	-5	-5	-2.54363396687096	-5	-1.89619627904404	-5	-5	-5	-5
D007234	-0.765761199652933	0.302348248158865	0.148981879964623	-5	-5	-5	-5	-5	-5	-5	-2.42250820016277	-5	-5	-5	-5
Healthy	1.18532934658827	-1.43533393574791	-2.71896663275227	1.49561509541961	1.05516495473956	1.11376057609576	-0.823243332754741	0.67903430930001	-1.22900079483606	-5	-0.0365380157223023	-0.472885888360195	-1.70289634985074	-0.755698133778823	-1.81930079870397
Healthy	0.898431714343095	-5	-5	1.70802058684644	0.904955071312732	0.847110975942434	0.291264482898489	0.283836980363406	-1.91613919913343	-5	-1.43215054942689	-0.139787807294239	-5	-0.279419015309388	-1.57479194886134
D007234	-1.81247927916354	1.97654085235643	-0.740024071842082	-5	-5	-5	-5	-5	-5	-5	0.693450811625129	-5	-5	-5	-5
Healthy	0.93682577951288	-5	-5	0.904522422482898	1.03282739768654	1.36535748974705	-5	-5	-5	0.29126004116962	0.78500078571466	-0.217441385440026	1.4720233794351	-5	-5
Healthy	0.689776650434624	0.215407535272956	-1.26256879948542	0.704488551309598	-0.321153975163958	0.291843739077885	1.82920596513486	-1.0226422704547	-0.980925270822101	-5	-0.0742394035915606	0.080330604196845	-5	-5	-5
Healthy	-1.38689848303309	-5	-5	1.51245051315707	1.08317354937086	1.3286902269709	-5	0.790543411506732	0.989504990919854	-0.0552903695932143	-5	-5	0.18479360573441	-0.770343750332787	-5
Healthy	0.352224980384805	-5	-5	1.54368532436822	1.20054490764488	1.42770433754564	-0.302796820346523	-5	-1.62967199222049	-5	-0.263165439889607	-1.59963472665006	-5	-5	0.0336488868559578
Healthy	-2.37365963262496	-5	-5	1.89971941053603	0.302527896961937	0.578664418942494	0.0820813146590122	0.566276001267431	-0.109137644851117	-5	-5	-0.753747687700678	-5	-1.42067379624474	-5
Healthy	-1.16146572948813	-5	-5	1.85136978294919	-0.00436919223755441	0.705147562141089	-0.937418015771837	-5	-1.37892762885637	-1.4805658050863	-0.272873716793442	-0.771984824898212	-5	0.254707554979636	-5
Healthy	1.31607963963814	-1.10651565378151	-1.15720360482442	1.73442223719134	-0.253490347803138	0.090134556033146	-0.102961529062294	-5	0.0422879875716989	-5	-1.71579493229821	-1.51984927472672	-5	-0.920059402847638	-5
Healthy	-5	-5	-5	1.74796609236026	0.823555733248968	0.837972694559178	-5	-5	0.90678042319815	-5	-5	-5	0.586769535102935	-5	-5
Healthy	-5	-5	-5	1.47522867978561	0.800398799745039	0.9067901120329	-0.950161999377416	1.36440858344899	-5	0.332953248149802	-0.685037883624815	-0.390736506223916	0.385720640624064	-0.220814912601472	-5
Healthy	-1.23410802356998	-5	-5	1.84528263797366	0.210551258561259	0.250305313904705	-0.522430206021097	-5	-0.964410182756543	-5	-1.61942699693311	-5	-5	-5	-5
Healthy	0.685168270522697	-1.67757394759405	-1.0977250795255	1.27850529640043	1.59113831947493	0.729770434867798	1.26955707189914	-5	0.371208292248643	-5	-0.30166452892964	-0.966214483157769	-5	-5	-0.602703223270315
Healthy	-5	-5	-5	1.73176268987083	0.997427452557399	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.77472194813603	0.860128296542201	0.842728404648353	0.235707682638853	-0.138310298386217	-1.96617430604669	-0.952997869481495	-0.089114243426042	-0.107204410714077	-5	-1.52042468982501	-3.18045606445813
Healthy	-5	-5	-5	1.90422326427432	-0.0820798243366253	0.158947189501965	-1.68402965454308	-5	-0.833599491424932	-5	-5	-5	-5	-5	-5
D007234	-0.0210028096357005	0.0780506099299691	-0.558556246744945	-5	0.32050977765775	-5	-5	-5	0.92459610204416	-5	0.601125252987698	-5	-5	-5	-5
Healthy	-1.20634928229283	-5	-5	1.84731583128059	0.761666281335402	0.663287159416529	0.629736725937051	-0.889982993207888	-0.661663053438927	-1.30311962831724	-5	-5	-5	-0.976665217461691	-5
Healthy	-0.766470872731379	-5	-5	1.63912276478492	0.658676169491524	1.00621052492401	-0.120090222907449	-0.856672870007953	0.32282688179681	-0.692653744630746	-2.44611697335613	-0.524604872478635	-5	-5	-1.07956359344924
Healthy	-1.66034984238632	-5	-5	1.45652711739316	0.81255173949559	1.39340232843679	-5	-5	-5	-0.391409789714283	0.63570887818392	0.150578388667462	1.15032684372446	-5	-1.34814073075305
D007234	1.86975203310393	1.05568444695169	-0.678857434770552	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0410540675060636	-5	-5	1.57555476112866	1.05349140333944	0.7481701895451	1.55047931497474	-5	-5	-5	-0.227480264935324	-1.10143935506029	-5	-5	-0.830325565941193
Healthy	0.0548466069438962	-1.16424603248062	-5	1.77946654418389	1.06281993496627	1.09608998620471	-1.01628352608625	-0.289112931443909	-0.49003175108457	-0.367036831832739	-2.64206515299955	-1.08307253388701	-5	-2.29328221766324	-1.29174911140862
Healthy	-5	-5	-5	1.80851865239376	1.37071399915201	0.620926854478869	-5	-5	0.48653957012774	-5	-0.963650611968162	-1.29964247217734	-5	-0.410978032414723	-5
Healthy	-1.06268275223751	-5	-5	1.36952791762696	1.25343275455581	1.24173544722736	-0.480894243793551	-1.3371477667352	-0.804515476966236	-0.279973073180271	0.222211668124419	-0.305377254169118	-5	-5	-2.36653154442041
Healthy	-1.07577241873988	-5	-5	1.41864676608504	1.28211729491515	1.18213949309069	1.09823311483202	0.381717798906517	-0.862709201477532	-0.330962199114844	-1.21324857785444	0.0514110919502142	-5	-1.17043894370061	-0.793282036624167
D007234	1.71170188931396	0.368136204148565	-0.199035609215305	-5	-5	-5	-5	-5	-5	-5	0.261999948651827	-5	-5	-5	-5
Healthy	-0.844390716321084	-5	-5	1.64015743382505	1.34881500539184	0.942605231464802	0.20885234418688	-0.134824932490697	-1.24450627158488	-5	-0.113272451510605	-0.851613312333179	-5	-5	-0.692033552971726
Healthy	-0.841667668291019	-5	-5	1.49790253898774	1.37744631759668	1.02477865604983	-1.02502800570193	-0.462155729164747	-1.61600521055827	-5	-5	-2.27654432796481	-5	-5	-0.506012474451362
Healthy	-2.58670023591875	-5	-5	1.67209730351688	1.27372287501153	0.879063750846704	-5	0.23976981433766	-0.733509591688856	0.350933816959984	-2.3585258894959	-0.695768057814326	-5	-1.49866682135443	-5
Healthy	-1.52651302993543	-5	-5	1.8159132340503	0.96217843147567	1.15431652748252	-0.870890413779273	-5	-5	-5	-0.835171465655518	-0.419679581595391	-5	-5	-5
D007234	1.28989227307867	1.76110678721307	-1.09843270997155	-5	-5	-5	-5	-5	-5	-5	1.03202008559642	-5	-5	-5	-5
Healthy	-1.48691563953486	-5	-5	1.26438283870351	0.590014349917707	1.479971277575	1.04871441450735	1.17727411258693	0.632359083960894	-5	-5	-0.154765488878624	-5	-1.45136494018525	-5
Healthy	0.197793136622197	-5	-5	0.20422854270696	1.65333516051938	1.31391950121809	0.848310456085854	-5	-5	0.643725998577888	-0.328429159266337	0.480231222582554	-5	-5	-5
Healthy	0.643417141847595	-5	-5	1.85626063892559	0.177568241223722	0.450770872177871	-0.459820739477726	-0.0672878446805351	-5	-5	-2.37571790416433	-0.832151201409971	-5	-1.93967997131171	-5
Healthy	-5	-5	-5	1.81594561389111	0.954197147424491	0.240381987743087	-5	-1.13637977972968	-0.904063897819215	-5	-5	-5	-5	-5	-5
Healthy	-1.25204469309327	-5	-5	1.8502615090066	1.04090995528597	0.464137677070077	-1.65364702554936	-5	-0.350061832775654	-5	-0.0230542494407579	-1.48320029591838	-5	-0.839801673883431	-5
Healthy	-5	-5	-5	1.80723321708665	1.16829796866197	0.144225386688042	-0.0312416186501116	-5	-0.807404672430788	-5	-1.05853826065267	-0.557724099293412	-5	-1.18362611124764	-5
Healthy	-0.0731381515010517	-5	-5	1.58755427652488	0.746053194553249	1.28231548382591	-0.39556873184671	0.0122465199850713	0.254301496062911	-5	-2.02641037657274	-1.27679068959489	-5	-1.08533956941078	-5
Healthy	-5	-5	-5	1.80410888747349	1.17275496603668	0.15725423148988	-0.0247750476422559	-5	-0.766293345713618	-5	-1.14551177495557	-0.594944063539158	-5	-1.00493546584386	-5
D007234	1.69187426216553	-5	-5	1.4242118824599	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.90518106705944	1.09957567968057	0.246360687642744	-5	-5	-5	-5	-0.268693335818246	-5	-5	-5	-5
Healthy	-0.0423975012185822	-5	-5	1.76525477228799	0.912181655166564	0.801232153830292	0.511020597057898	-0.595611064469456	-0.770266976905422	-5	-1.10562854614376	-0.396433451477127	-5	-1.5029320636015	-2.08884239126002
Healthy	-0.803851460300874	-5	-5	1.8176828181056	0.75843496594688	0.605088383691359	0.473397912317509	0.229610179095484	-0.917897115672906	-5	-0.546284248299233	-0.522271158217447	-5	-2.42596873227228	-0.995034112893176
Healthy	-5	-5	-5	1.72233055073726	1.12971437695465	0.932744606903763	-0.68285633797711	0.507018846416433	-0.0812516780027388	-0.607478910068068	0.472961119019948	-0.607866060245733	1.01983923546521	-0.542451139588991	-5
Healthy	-0.323827856695823	-5	-5	1.58146130013044	1.59389166265742	0.710326419538482	-1.28836146176765	-5	-5	-5	-0.0613952254767742	-1.63041310926366	-5	-5	-5
Healthy	-5	-5	-5	1.59126378002176	1.38055546459255	0.949891839093012	0.354999173925164	-5	-1.16234844215361	-0.457149685817988	-0.169456238531271	0.53764282386375	0.516397858592021	-0.0759999930258126	-5
D007234	1.88583218539547	-0.22792779081507	-0.0491923131978458	-1.94423953531227	-5	-5	-2.9100948885606	-5	-3.02227639471115	-5	-5	-5	-5	-5	-5
Healthy	-0.609789320890953	-5	-5	1.44365750755557	1.04728927871084	1.21325524161784	-0.224753740259764	-5	-1.62708799702989	-5	-5	-0.406791492490759	-5	-1.14703230897118	-2.03857890593355
Healthy	0.0300529682970476	-5	-5	1.73335345458874	-0.0557098419304694	0.677270152696421	-1.47912361831166	0.854014389555365	-0.659357622439295	-5	-0.463744659324153	-0.188351277557319	-5	-0.754561365964233	-5
D007234	1.74752856224587	-0.404239313851687	-1.39891827221598	-5	-5	-5	-5	-5	-5	-5	-2.10237290870956	-5	-5	-5	-5
Healthy	0.176259153797792	-5	-5	1.30090555246758	1.62720808890627	1.06346621697415	-1.03962436858984	0.427539662288212	-1.48985730059743	-1.33620487778059	-0.74882429999326	-1.03193753992355	-5	-5	-0.136492752603675
D007234	1.02780731270152	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.1037312185027	1.48973593433605	1.00912016216011	1.43401098835032	0.336125378545636	-5	-5	0.0143062787709219	0.259990248469693	-5	-5	-5
Healthy	0.354910949856924	-5	-5	1.40224143024987	1.36702476175277	0.957328042196203	0.00939139932871893	0.125650396157167	-5	-5	0.517425524892429	0.635865597190337	0.171182147898059	-5	-5
Healthy	-0.297440228474841	-5	-5	1.87316156394317	1.14251773300944	-0.847161490107781	-0.179345428719917	-0.0888423912600234	0.164644270726158	-5	-0.124649303420711	-0.905005099055388	-5	-2.7619538968712	-5
Healthy	-5	-5	-5	1.74250549397192	0.992825584579891	0.531247657536175	-5	-5	-5	-0.0439709120085887	0.686877476978521	-5	-5	-5	-5
D007234	1.46609721346079	-0.790860463943467	0.659412240221716	-5	-5	-5	-5	-5	-5	-5	1.1778656309985	-5	-5	-5	-5
Healthy	-0.912751132204342	-5	-5	1.6195581735748	0.185270104430067	0.99907788315291	0.338968181415967	1.24628704461546	-0.976665217461691	-5	-5	-0.650897391436968	-5	0.216377057988173	-5
Healthy	-1.00121773016826	1.94980999561262	-0.173012194645235	-1.06003170944866	-1.38478666519864	-1.95703092660682	-1.13727247168203	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.00047442464286	1.34239681978991	0.101822656598398	-5	-2.57186520597121	-5	-3.08092190762393	-5	-3.65757731917779	-5	1.41881004601959	-1.17743966305731	-5	-5	-5
D007234	1.20896643846077	1.52364529301963	1.16732974298468	-5	-5	-5	0.715018383518492	-5	0.651230510441288	-5	0.427115924682885	-5	-5	-5	-5
Healthy	-0.336251973641605	-5	-5	1.49102659745832	1.07225173628228	1.14168112644448	1.05176704845195	0.867991624758494	-1.03025802323715	1.02152874330416	0.485274128366071	0.289207551254154	-5	-5	-0.137361841881312
Healthy	-0.559673514901596	-5	-5	1.65072888549416	1.14341266915061	0.955893065831073	0.838852867194592	-5	-0.158015195409886	-5	-1.44009337496389	0.494123969609871	-5	-1.31623273857469	-1.01596801972882
D007234	1.75563409837782	1.39230820004453	-1.65915945018767	-5	-5	-5	-5	-5	-5	-5	-0.560320009484374	-5	-5	-5	-5
Healthy	-1.4565528199183	-5	-5	1.25497636008391	1.75421565683234	0.452298692862797	-5	1.0872954031978	-5	-5	-5	-1.00961674109377	-5	-5	-5
Healthy	0.114837745488376	-5	-5	1.72514097420261	1.33662861554405	1.03073003123383	0.180449897432702	-5	-1.30181243013388	-5	-1.28058584029741	-0.0542409975430551	-5	-2.24872089601666	-0.908297878282851
Healthy	-0.814146330065858	-5	-3.431798275933	1.73850332990974	1.32139376472336	1.22449033027753	-0.724228099835069	-5	-0.444639491470671	-0.874193541860473	-1.24389662841489	-1.38531365771799	-5	-1.56671031480497	-0.943209451725617
Healthy	-1.52958950902407	-2.31515463835559	-5	1.33016327149631	1.51869604216788	1.28551905340482	-1.77031815768232	-5	-1.17502853887631	-5	-1.22753159694672	-1.22199353857649	-5	-2.60906489289662	-1.14605855411951
Healthy	1.3614921200987	-5	-2.16941133131486	1.2260928895131	-0.610816189691835	-2.85078088734462	1.69251054116406	-3.60205999132796	-0.537811712129836	-5	-5	0.0578105911708327	-1.49620931694282	-1.17986424812957	-5
Healthy	-1.36251027048749	-1.70818731253288	-5	1.49389115350572	1.69417613221857	0.777275989434768	-0.106765479638464	-0.231125209881126	-1.03404611089794	-5	-0.171701091596053	-0.412087084509231	-5	-1.63507396621002	-1.66918053350416
Healthy	-5	-5	-5	1.94202611929698	-0.120027238111519	0.46949064803897	0.552609819650911	-1.75178143880993	-1.4386600585411	-0.211973115904196	-5	-5	-5	-0.551989726960524	-5
Healthy	-1.02673356389147	-1.26153656053805	-5	1.66684283110896	1.20974738034153	1.05581240885432	-1.22497239990116	0.803515154271645	-1.75276345049324	-5	-2.00130484168834	-1.33226694746673	-5	-1.39544996742874	-1.51187250375254
Healthy	-5	-5	-5	1.0667935186776	1.24356706928285	1.12279073298378	-5	-5	-5	1.05978334920845	0.198549874451106	-0.329123578749818	0.990045229320638	-5	-5
Healthy	-1.64206515299955	-5	-5	1.49843145005947	1.37019118161495	1.34766209920047	0.0373826678454813	-0.974776084821689	-1.3269790928711	-0.652728545190395	0.421414704345194	-0.126661956989366	-5	-0.659635215597933	-1.36051351073141
Healthy	0.33827915369152	-5	-5	1.60890325663311	1.46054500425791	0.954116063084286	-0.647682389063173	-0.133789481699677	0.767230098110718	-5	-1.41680122603138	-1.93144310492764	-0.0734106314600443	-5	-5
Healthy	-1.75721019052132	-5	-5	1.65106546791023	1.37582980265819	0.957726498179046	0.0769461259782132	-0.383534989127962	-1.42620041778426	-0.192539390133837	-0.370998380713008	-0.715118285344547	-5	-5	-1.01484307872294
Healthy	-5	-5	-5	1.76350915411996	1.25450747338959	0.541434454986446	0.495077879639497	-5	-0.25802158578403	-5	-0.774277301315833	0.436280351937373	-5	-1.60924147126128	-5
Healthy	-1.17593928258135	-5	-5	1.35608439690902	1.35442194038998	1.21627149297018	-0.400466249869057	-5	-1.18755459712724	0.563855888252191	1.18140421404052	-0.3693687559795	0.614565043495165	-5	-0.758727530098304
Healthy	-0.343758015671038	-5	-5	1.86823280959888	0.310198210609401	0.778943115455822	-1.30680085484628	-5	-5	-5	-5	-5	-5	-1.64878365466066	-5
D007234	1.68641736900467	0.860421263325235	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.69402408402359	1.36140312674073	0.564387884707585	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.83265501544777	0.728162163123244	0.897010395272546	-0.668835992048644	-5	0.781191502692253	-5	-5	-1.36703683183274	-5	-5	-5
Healthy	-5	-5	-5	1.9011295063213	-0.0418998027793248	0.172077256969481	-0.988810312390009	-5	-0.611916568616351	-5	-2.08671609823958	-5	-5	-5	-5
Healthy	-1.01269132626882	-0.586985387665754	-5	1.9225224803741	0.539074843604599	0.491659993703131	0.0361616178344036	-5	-0.456391309803448	-5	-1.32864199655651	-0.322283575074103	-5	-1.2208365762355	-5
Healthy	-0.302047435621187	-0.49656343169664	-2.80134291304558	1.53188530312264	0.583199907895294	-2.43533393574791	1.34081300927991	1.04088742532307	-5	-5	-0.677594618932346	-1.03574036980315	-5	-5	-5
D007234	0.958947841896122	1.90776499476325	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.59697042837082	-0.46914742939273	-3.30102999566398	0.932929636009999	0.989929234770396	0.485609290227845	1.24773495243304	-0.91890484343866	-0.203495048446704	0.459092298612843	0.550653875451985	-0.169982640587027	-5	-2.60906489289662	-0.700361975020924
Healthy	-5	-0.19455351701156	-5	1.33642130609293	1.44641987930112	1.1846184745712	0.351780851302371	-5	-5	-0.295300524980738	0.13775909518085	-5	0.186894208274143	-5	-5
D007234	0.852176735594862	-1.46180342165055	-5	-5	1.79647261591456	0.494603967596448	1.18551637405145	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.30381841283148	-5	-5	1.80431066195674	0.303345118002357	0.883688684148601	-5	-0.068389593637038	-1.75055703855742	-5	-5	-0.569537930180444	-5	-1.58352592089978	-5
Healthy	-5	-5	-5	1.37664373838412	1.73992343519385	0.349123991319832	-2.25103713874384	-5	-2.52143350440616	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.0077145007243	1.10207404604097	1.72125556690692	-5	-5	-5	0.771821833781088	-1.76396685288236	-0.897223385116559	-0.0901819755448358	-5	-5
Healthy	-0.247045475915897	-5	-5	1.92191245785501	0.155402846861687	0.82290718962515	-0.219164436626627	-5	-0.708231675828481	-5	-5	-1.50348548130225	-5	-5	-5
Healthy	-5	-5	-5	1.11287702058635	1.37271450129775	0.797194805999321	0.571127442973973	1.117983815751	-1.26648174856551	-0.64569943765464	-0.528532259289836	0.721329080845468	-5	-1.12743585690935	-5
Healthy	-5	-5	-5	1.64257738256984	0.486390802505427	0.352114955936983	-5	-5	-0.887562582678156	-5	-5	-0.935579451566406	-5	-1.34620881261219	-5
Healthy	-5	-5	-5	1.92327309154788	0.685914526565304	0.489727918898401	-1.29482075512632	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.81121208736253	-5	-5	1.3961674278946	1.71385529804414	0.779460121582262	-0.495923511817574	-0.469761870357408	0.238086267235169	-0.683442600022232	-1.86201326727647	-1.18217030025439	-5	-5	-2.23210238398191
Healthy	-5	-5	-5	1.19033141798021	1.59292718267194	0.706008168113842	1.10099637420046	-0.0186571582396007	-5	-5	0.296559893987066	-0.023737163795464	-5	-5	-5
Healthy	-1.04740126547023	-1.41521662100349	-5	1.53628212319599	1.66241517036642	0.573165290319629	-0.995506662452726	-5	-0.347705299274796	-0.0957498263277522	-0.0786413194768778	-1.96018944585165	-5	-5	-5
Healthy	-5	-5	-5	1.89971103986032	-0.0340742944523714	0.200092282632107	-1.43109458501712	-5	-0.534810541887702	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.32153028831264	1.26886919783224	1.26463344475129	0.782756327875222	0.739390361462218	-0.797293773009643	0.429282212711096	-1.06298389253519	-0.218876786277057	-5	-1.14868048735125	-1.54106013810967
Healthy	1.18198642448015	0.139857056412259	-5	0.633561364460235	1.55278048557905	0.491077207839733	1.14048038809517	-5	-1.66274046024972	-5	-0.0535477349869269	-0.290263762145556	-5	-2.02227639471115	-1.05655495097497
Healthy	0.26151028666433	-5	-5	1.44497565609285	1.60349545685919	0.904987502606536	-0.224957819166169	-2.05700040663396	-1.26074419673149	-1.4279420100737	-0.39411341033899	-0.289417266444557	-0.685037883624815	-5	-5
Healthy	-1.69507883809911	-5	-5	0.778554956557526	1.75505906397059	1.00344243612909	0.133631505409672	-5	-1.91080163319485	0.614267454297683	0.0277938696562861	-0.705313375720557	0.959570336651134	-1.26344415283736	-2.34678748622466
Healthy	-0.943171347362188	-5	-5	1.8457373470484	0.739091902571203	0.64232500917605	0.609933602641712	-0.916210811712022	-0.558289157790434	-1.24427755509654	-5	-5	-5	-1.16909070045356	-5
Healthy	-5	-5	-5	1.59548420691356	1.50940859524081	1.02816889666409	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.80691568319635	-5	-0.836331846217331	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	1.95336294511517	0.297690493246556	-5	-5	-5	-2.74714696902011	-5	-3.01322826573375	-5	-5	-5	-5	-5	-5
Healthy	-0.436020829620491	-5	-1.65150042971616	1.23223504763044	1.49726492121087	1.24786823782211	1.17179780661536	-5	-0.782358159226673	-5	-2.13966199342901	-0.179732842839035	-5	-0.815478914147089	-5
Healthy	-1.08286224724356	-5	-5	1.41489867630812	1.62016531939529	0.991490117360628	-0.0169558680734367	0.668669140889784	-0.162487317408819	-1.06248210798265	-0.718398556174345	-0.445256516035818	0.322934257762833	-0.914495360573502	-0.620748885800681
D007234	1.91168973297475	0.691481106800674	-1.48531945587502	-3.74472749489669	-5	-5	-0.753378337304012	-5	0.191470576838805	-5	-1.77365791283637	-2.46980030179692	-5	-5	-5
Healthy	-0.757657378975357	-5	-5	1.84809762830511	0.0736377143492848	0.715323809564756	-0.935542010773081	-5	-1.33152089706741	-1.19545169161194	-0.278898679539258	-0.842120325610846	-5	0.226055729787905	-5
Healthy	-1.55067590690127	-5	-5	1.41657078166938	1.66829504084807	1.02965847337639	-0.57619727519742	-5	-1.02489001031384	-0.229302595266141	-0.908684840302777	-1.02113501565234	0.495051487583221	-2.47366072261016	-5
Healthy	-0.699948267879958	-5	-5	1.6550722286816	1.56778319123489	0.903988047397307	-1.36211018341921	-5	-1.47469599004176	-5	-1.59209945985736	-0.968955283416295	0.462393505174181	-2.47495519296315	-0.904029077656285
Healthy	-0.0614952852608526	-5	-5	1.65006854685022	1.21262647295573	1.08376626976865	-5	0.78518813222045	0.517997744025355	0.141289823237604	-5	-5	0.196458067043329	-1.54333037057624	-5
Healthy	-1.14092177525303	-5	-5	1.70423934071806	1.22522913665904	1.01960267715716	0.453755472872097	-5	-1.06163040254819	-5	-0.261481047990868	-0.730370325642447	-5	-5	-0.0949979041013378
Healthy	0.430953403336284	-5	-5	1.33019677484615	1.49211447192723	1.08005908077239	0.441385600357599	-0.348247235993883	-0.14646604828912	-5	-1.56687048241951	0.383949940525299	-5	-5	-0.787386303354943
Healthy	-1.64397414280688	-5	-5	-0.276052023568357	1.67538143143185	1.18481148387367	-0.482012796974922	-5	-5	-5	-5	0.590559864086184	-5	-5	-5
D007234	1.39171595823157	1.22591273841369	0.883811850982059	-5	1.25666748418392	-5	-5	-5	-2.73754891026957	-5	-2.08039897621589	-5	-5	-5	-5
Healthy	-5	-5	-5	1.53962928351874	1.24141846438928	1.32594625518077	0.528653216909115	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.41741389414518	1.47518258647096	1.14653081208478	1.06011473918074	-5	-5	-5	-5	-1.00353210973828	-5	-5	-5
D007234	1.75594349925233	0.14904042994542	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.27188981589966	-5	-5	1.91458282576168	0.652400106257235	0.716394867314616	0.0925838098439237	-2.89279003035213	-2.33161408331	-5	-5	-0.655116720630137	-5	-5	-2.76447155309245
Healthy	-5	-5	-5	1.02745888127627	1.75058599009461	0.311111477772456	0.989806540154757	0.459541750834264	-5	-5	-5	-0.022043309706509	-5	-5	-5
Healthy	-2.71219827006977	-5	-5	1.89192625311412	0.229479619262278	0.554515810451378	0.0134523907036344	0.533110838105353	-0.177877707102296	-5	-2.28650945690606	-0.818213559825808	-5	-1.41793663708829	-5
D007234	1.67430547610468	-2.48678239993206	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.59429562448122	1.5200032506833	0.185431654921992	-2.31158017799729	-1.52695119491146	-1.55830486435928	-1.11582793047609	-5	-5	-5	-5	-5
Healthy	-0.345178754395737	-5	-5	1.65614076653839	-0.222972128684794	0.828999338316781	0.0525554379873956	-0.813354389403996	-1.2390500485891	-5	-0.349886835556428	-0.12672009703094	-1.11232644754555	-0.156848231297144	-5
Healthy	-0.0201876690485819	-5	-5	1.7853680654816	0.636917965863878	-0.161787081396199	1.10440208779686	-5	0.39310292549785	-5	-0.364858193604872	0.584140047484527	-5	-5	-1.47833898488793
D007234	1.8395860104977	-0.0783915484975468	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.679446976076108	-5	-5	1.96490535746647	-0.120680433270499	0.183298321075812	-1.79887610279262	-0.241784747782351	-5	-5	-5	-5	-5	-5	-5
Healthy	0.27842432665736	-5	-5	1.84957172800575	0.416735342904385	-0.139913657617949	-5	-5	-0.596107704440579	-5	-5	-5	-5	-1.1322968667299	-5
Healthy	-0.693146251306991	-5	-5	1.50828132577284	0.788874409604953	0.807846093372897	1.54497836353622	-1.50431693238308	-1.49349496759513	-5	-1.7389751660076	0.0316427180860418	-5	-1.91470942176993	-5
Healthy	-5	-5	-5	1.41165118275589	1.67719481613829	-0.522806368897885	-5	-5	-1.26825011647274	-5	0.993950025302272	-5	-5	-5	-5
Healthy	-5	-5	-5	1.8179375002678	1.27511916263314	0.64871803432161	-5	-5	0.0190996664166816	-5	-1.12650501774383	-1.01529270551733	-5	-0.422083305015898	-5
