o	Enterobacterales	Pseudomonadales	Staphylococcales	Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Desulfovibrionales	Peptostreptococcales
Healthy	1.31511455112485	0.160708572292429	-5	1.32889453849221	1.25639539237318	0.797888408067812	1.10330005777083	0.231224848535276	-0.872862792808499	-0.118364312545318	0.657061592393828	-0.496359099486777	0.307607271514734	-1.39469495385889	-1.0885227828939
Healthy	1.14232813490194	-5	-5	1.46581380868603	1.50918490817294	0.651305156555067	0.188146330894504	0.543901739768295	-5	-5	0.10433344221299	-0.312141207271612	0.414761159992989	-2.42481215507234	0.0871316191036883
Healthy	-5	-5	-5	-5	1.83662289108148	-5	-5	-5	-5	-5	0.673204360100474	-5	-5	-5	-5
Healthy	-5	-5	-5	0.81064443175019	0.257260875501663	1.03399279085483	1.83585297360024	-5	-5	0.537218220262966	-5	0.37376686840687	-5	-5	-5
Healthy	-0.962215058246362	-5	-5	1.89330964977915	-0.20127341144462	0.912455354051797	-0.968914851960519	-5	-1.11560117444331	-5	-2.08990945440593	-1.28017171374567	-5	-2.4907974776689	-5
D007234	1.95307752164318	0.213371639473602	-3.13076828026902	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.22482661457521	-1.39297412156521	-5	1.83379169774216	0.387233167290287	0.90748875289504	-5	-0.223117292714525	-1.82856609905699	-5	-5	-0.485186705000715	-5	-1.15983115075924	-5
Healthy	0.297390601631986	-5	-5	1.64644803572466	1.0421575539562	1.05372325697735	-5	-5	-5	0.524288346573595	-0.162417874230159	-5	-5	-5	-5
D007234	1.58575854210853	0.670058360716357	0.822777233972608	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.77555955284608	1.33655198661012	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.39944422879177	0.834262981001726	-0.0568073197482245	0.357513681970812	-5	-5	1.28395014962206	-5	-5	-5	-1.44285385768164	-1.55299710153384	-5	-5	0.0777929060865901
D007234	0.766421027239643	1.0231594159681	-1.14966014541652	-5	1.27012449507155	-5	-1.26512019720737	-5	-0.129847847765922	-5	-0.0607404032984566	-5	-5	-5	-5
Healthy	-0.671538846569115	-5	-5	1.8199770269732	0.985219831897741	1.12456649532929	-5	-5	-0.705710172899282	-5	-5	-1.16165473122401	-5	-0.677532607868929	-2.31605286924849
Healthy	-5	-5	-5	1.78298101002819	0.208648242024235	0.788589022758559	-5	-0.115419854822945	-5	-5	-5	-1.01367622294923	-5	-5	-5
Healthy	-0.668937299399847	-5	-5	1.42952538663678	1.43524632189667	1.40575586915458	0.134298259474955	0.426998958756537	-0.433680378475189	-1.29370904274124	-1.08128833461768	-0.524968377933594	0.258287599567219	-0.260127154976869	-5
Healthy	-0.00555086298596401	-5	-5	1.82264612874743	0.371287725942212	-1.02844584655394	-0.722070053353081	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.50487211875707	-5	-5	1.68432497337923	1.19822450119163	0.689943406688136	-1.9115095298176	-5	-1.16596098184053	-5	-0.95868628465414	-1.48571795213962	-5	-1.46445272082333	-2.66554624884907
Healthy	-1.39978969359067	-1.41363777669213	-5	1.8297521192697	0.392600237242282	0.911370174500553	-2.17783192063198	-0.261013438254704	-1.68676570830528	-5	-5	-0.487342281167402	-5	-1.05144033789104	-5
Healthy	-5	-5	-5	0.990610093104332	1.48116720134868	1.42200069730702	1.07682897318921	-0.0947763624969015	-5	-5	-5	0.161897817711946	-0.374821357049262	-5	-5
D007234	1.70179353512065	0.460163881357956	-5	1.39994286603921	0.395232008962768	-5	-0.0180274470998065	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.545505764756793	-5	-5	1.63325792323244	1.26652167845713	0.93175323286816	0.118473058080545	-5	-5	-5	-0.91750186149422	-0.223073738410627	-5	-2.03763066432998	-1.09194412590123
D007234	1.83866532641615	1.34861985572684	-2.54060751224077	-5	-5	-5	-5	-5	-5	-5	-1.90483064856824	-5	-5	-5	-5
Healthy	-5	-5	-5	1.42278150426232	1.50988515901172	1.16354002441696	0.887898488096872	-5	-5	-5	-5	-1.39804859586648	-5	-5	-5
Healthy	-5	-5	-5	1.64600905462155	0.623290649807665	0.837891959539907	0.748805681693747	0.853591754003389	-0.499159995382212	-5	-0.82099429243518	-0.151669221390676	-5	-0.959674620800276	-5
Healthy	-0.824633168938651	-5	-5	1.80757865826672	0.80882382085897	0.881864911440495	-0.249923800432165	-5	0.165674548366686	-0.781543273599524	-1.62708799702989	-0.641532136123079	-5	-0.692503962086787	-5
Healthy	0.382191806430744	-5	0.480650716990714	-1.03512779136222	-1.63864997564773	-2.89962945488244	1.88220305246204	-5	-5	-5	-5	-2.6458915608526	-5	-5	-5
Healthy	-5	-5	-5	1.87582922732215	0.0589647619917387	0.499468506033218	-5	-5	-0.390096252811458	-5	-5	-5	-5	-5	-5
D007234	1.8479041756381	0.394280030541359	-5	-5	-5	-5	-5	-5	-5	-5	-0.229847839673901	-5	-5	-5	-5
Healthy	-2.92811799269387	-0.376368285268324	-5	0.860286487204345	1.35632249187481	1.43460307144716	-1.26568031914099	0.831031077233856	-0.994090553505441	-5	0.504241081005562	0.492297919490496	-5	-2.41907502432438	-3.56863623584101
Healthy	-5	-5	-5	1.23825516684866	1.76479469212631	0.733431608503347	0.544190870276309	-5	-0.492306007345083	-5	0.810118214932994	-0.0438892230612707	-0.596673538182417	-5	-0.115873295893505
Healthy	-5	-5	-5	1.47501082035209	0.792617183888121	0.913158208613205	-0.928338876558212	1.35676009305319	-1.91470942176993	0.305336319377075	-0.594380477156647	-0.444796689012858	0.38743254172803	-0.137159295824245	-5
Healthy	-5	-5	-5	1.83747808311795	0.675844305446366	0.620859276592853	-0.674730698266926	-5	0.802889293799591	-5	-5	-5	-5	-5	-5
D007234	1.90333806113661	0.90928852416225	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.7506441388726	1.43767384125236	0.602600351653384	-5	0.296033029332005	-1.83564714421556	-5	-5	-5	-5	-5	-5
Healthy	-2.1771783546969	-0.931220636990439	-5	1.18680919257987	1.44280372282961	1.21201385185837	-2.80687540164554	0.251178135614749	-0.780179792852762	-5	-0.197855945009886	-0.348363453325772	-5	-1.53895190832934	-5
Healthy	-1.0959339480855	-5	-5	1.81071051660423	1.30246383796198	0.578659835601436	-5	-5	0.688369092020536	-5	-1.41184038361691	-0.885923039175911	-5	-0.8142029525538	-5
Healthy	0.251460573491714	-5	-5	1.36104318842067	0.078880755099205	0.069283202162011	1.22821345892805	1.29623309364308	-5	1.2237531187344	-0.962254870730408	0.625892494923303	-5	-5	-5
D007234	1.94417401600537	0.130501020086093	-1.98716277529483	-5	-5	-5	-5	-5	-5	-5	-2.35163998901907	-5	-5	-5	-5
Healthy	0.280163908535099	-5	-5	0.94218520903356	1.25021549417886	0.433323312890578	1.44766105619704	0.405523935452283	0.0990864458522388	-5	-1.53313237964589	0.994200092992005	-2.33818731446274	-2.83268266525182	-0.549596913844634
Healthy	-0.0107148538747678	-5	-5	1.8241782456051	0.357136001397919	-1.14551177495557	-0.735890843694192	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.2472517876423	1.03996348129872	1.67584540475769	-5	-5	-0.388797307817826	-5	-5	0.515377033954657	-5	-5	-5
Healthy	-5	-5	-5	1.84696335599573	0.595159899204254	0.650022758018187	-0.112686587072809	-5	0.468887646476917	-1.61834351741421	-0.755871381330533	-0.197780610273388	-2.54211810326601	0.135940038131768	-5
Healthy	-5	-5	-5	1.8142347398921	1.28574403798861	0.656278401626531	-5	-5	0.0816353015029508	-5	-1.49227902331439	-0.916748282778397	-5	-0.43297363384094	-5
Healthy	1.4364395209235	-5	-2.05502409158795	1.59569348339584	-5	0.092222218096967	1.40595442475485	-5	-5	-5	-0.761452112318672	0.197112322602376	-5	-1.30068269897862	-1.91685585685695
Healthy	0.692951736329933	0.227045569314284	-5	1.56053726979343	1.66052359733518	0.0930642959162226	-1.19531548509306	-1.45531197769732	-1.27188981589966	-5	-5	-1.95116991347165	-5	-0.8168725712986	-5
Healthy	-0.0222489664521259	-5	-5	1.7216526087647	1.11193796815571	0.673638254348755	1.23128298722504	-5	-1.31731352175023	-5	-0.73593812928212	-5	-5	-5	-0.773915884024176
D007234	1.64846266801452	0.35926046765882	-1.32975414692588	-5	-5	-5	-2.07262963696098	-5	-5	-5	0.368493288469586	-5	-5	-5	-5
Healthy	-5	-5	-5	1.4786024207943	1.61487718742772	1.04285851878902	-0.302256436198012	-5	-0.959358108455463	-0.600153287287078	-5	-0.817015032996418	0.616077271840093	-5	-5
Healthy	-0.959397659885927	-0.656453556811743	-5	1.90098442584262	0.504389297186281	0.445225781969052	0.0244487223627445	-5	-0.454804255372689	-5	-1.33385657270844	-0.372091614314973	-5	-1.13984173868172	-5
Healthy	-5	-5	-5	1.75209518000327	0.97049053233423	0.911691223199816	-5	-5	-0.930368897379657	0.340136628640632	-1.24710684511541	-5	-5	-5	-5
Healthy	-5	-5	-5	0.49676502756721	-0.0225919442588263	1.10485808340925	-0.0350053792918863	0.634870073554761	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.44745345204434	-0.311500090088424	-5	1.77703142722505	1.2104841248988	0.633856117581957	-1.13548891894161	-5	-5	-5	-5	-1.06696850489759	-5	-1.26082336808927	-5
Healthy	-0.684176542248844	-5	-5	1.69546276325416	0.0199259412369987	0.817013061294995	0.258931660447833	1.13026009303394	-1.26544017842052	-5	-1.94730605807503	-0.87328429631426	-5	-0.0591200949505213	-5
Healthy	-1.39837452044606	-5	-5	1.83444988881613	0.25603667324571	0.267289089431131	-0.498174206727651	-5	-0.871826985250272	-5	-1.52563802396737	-2.34486156518862	-5	-5	-5
Healthy	-5	-5	-5	1.84649855058189	0.582099742077579	0.837198787188044	-0.100546122433715	-5	0.507693992654917	-2.55129368009492	-0.771112231980578	-0.177459267523944	-5	0.17201588684082	-5
D007234	-1.32780974881175	1.99931849181021	-5	-5	-5	-5	-5	-5	-5	-5	-1.76649623965887	-5	-5	-5	-5
Healthy	-0.896641060133437	-5	-5	1.4680176437451	1.60625137981143	1.07763530473669	-0.787892334452341	-5	-2.37263414340727	-5	0.315474925319623	-0.668896773623501	0.427111051731509	-5	-5
Healthy	-5	-5	-5	1.77857375809228	1.43093875191939	0.415956079296258	-1.32569011105852	-1.99267904707726	-0.831502516476967	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.79207257598518	1.22651200645034	1.0393292350647	-0.418220954271541	-0.0477307683620895	-1.9072793553159	-5	-5	-0.59444875171769	-5	-1.91186391129945	-0.686069537466538
Healthy	-0.972976745411296	-1.485053994692	-5	1.65685779237567	0.925221819013368	1.24285262740758	0.426281854261306	-0.902326300550902	0.374957196927356	-5	-0.408301118280171	-0.0803676203455528	-5	-5	-5
Healthy	-0.867420152340263	-5	-5	1.88959053835307	-0.189028600177792	0.912906182396926	-1.06148027482351	-5	-1.16749108729376	-5	-1.69421884874502	-1.33049716589566	-5	-5	-5
Healthy	-0.681644449774297	0.445345728938494	-2.20065945054642	1.02805532332265	1.3840245665638	1.23049030511594	1.19291714535997	0.0221890927461483	-2.23507701535011	0.369735215355922	0.313339843884307	-0.16366955351604	-0.155162614879175	-5	-0.365019199948772
Healthy	-5	-5	-5	1.80965208497098	1.15533087449298	0.583329156132642	-0.00769396356281621	-5	-0.757632523088562	-5	-0.980260767325295	-0.620313848093045	-5	-1.14966014541652	-5
D007234	0.590263207220539	1.6746797642635	-0.162196992505656	-1.86264588862927	-3.22184874961636	-0.29451261128927	-2.06398920428479	-5	-2.48811663902113	-5	0.398434822391145	-5	-5	-5	-0.081676036761348
D007234	1.74539422420906	-5	1.31092069993978	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.584959842632557	-5	-5	1.35426406547724	1.42441835986643	1.13064795534467	-0.231213953091986	-3.03621217265444	-1.37242933581946	-5	-0.765558648733665	-0.718262328293082	-5	-5	-5
Healthy	-5	-5	-5	0.98631302039788	1.63215794090721	1.48794834987966	1.09485912998255	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.410586619936244	-2.08039897621589	-5	1.85867372021906	1.16641353514172	0.754547086995523	-0.415917661481628	-0.749287313540815	-0.894421695947963	-5	-5	-2.01322826573375	-5	-1.62305824285324	-0.481262390268725
Healthy	-1.88806572366732	-0.866972327100122	-5	1.5552751452315	1.28489320854517	0.790553963314798	-0.0996110205985424	-3.13667713987954	-0.304360745232473	-5	-0.0600217360993644	-1.25547232652743	-5	-2.61261017366127	-1.29964247217734
Healthy	-0.11650890981107	-0.598237697863175	-5	1.34054801579334	1.53155695530357	1.30768768422087	-0.220288096973783	-5	-5	-1.10946720807226	-5	0.0260999796408983	0.0684196496837736	-5	-5
Healthy	-5	-5	-5	1.65087086601328	0.660518282969953	0.834612691888636	0.731814314130735	0.860794225338293	-0.568668406994174	-5	-0.669180533504163	-0.146028159432728	-5	-1.10801676914803	-5
Healthy	-1.00235154510379	-5	-5	1.40506037969807	0.906963398012221	1.27331084262319	0.392100487861316	0.2894038697732	-0.300110265931758	-5	-1.19586056766465	-0.172417509682695	-5	-1.137093786437	-2.35556141053216
Healthy	1.06258236024054	-5	-5	1.82606799653994	0.348509303354555	-2.45967052520913	-1.28382965214015	-5	-0.797429953902516	-5	-5	-0.749067929799886	-5	-1.79075315124663	-5
Healthy	-0.434541804904012	-5	-5	1.64176086830927	1.34743755088311	1.1180926942069	0.190233620600687	-2.48280410205003	-5	-5	-2.18575240426808	-1.18065351591955	-5	-1.67840156953466	-0.7956086680807
Healthy	-0.476500657232065	-5	-5	1.81110728434546	1.20386014255276	0.964052571857574	-5	-5	-1.48825028865502	-5	-5	-0.595611064469456	-5	-5	-5
D007234	1.86703651525008	0.367281357632943	-5	-5	-5	-5	-5	-5	-1.01354178726269	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.48105503051512	1.66245598655798	0.224227369183949	-5	-5	-5	-0.442264282181728	0.218301753029135	-5	-1.18190613085336	-5	-5
Healthy	-0.766014521219789	-5	-2.96657624451305	1.54060623367593	1.53143867907185	0.367454697807373	-5	-5	-2.31966448658544	-5	-0.913675768692615	-1.75970041799729	-5	-1.11092250734994	-5
D007234	1.85219620660681	0.563627012299525	-0.962453987914173	-3.46852108295774	-5	-5	0.269795377266104	-5	0.704241485997674	-5	-2.67985371388895	-5	-5	-5	-5
Healthy	-0.985269504998247	-5	-5	1.67239834118465	1.43144900619121	1.01492902022389	-0.170664058398774	-0.109506325394515	-2.71669877129645	-5	0.123538052062262	-1.24733705687903	-5	-0.309706436233518	-5
Healthy	-5	-5	-5	1.43424098373129	1.80404765491918	-0.256247286470421	-5	-5	-1.485053994692	-0.530678815484752	-5	-5	-5	-5	-5
Healthy	-0.39038283732776	-1.04006555280364	-0.887292907699004	1.45623534622428	1.31006546451974	1.24225162428766	-0.0897394456378632	-0.66593684311758	-0.175238221867268	-1.67154337219235	-0.525812296825822	-0.135827374497988	-0.695383898278145	-0.314596618130257	-0.460568043552961
Healthy	0.29380656781653	-1.14593698813358	-5	1.20141023489937	0.766278224706266	1.41921384217337	-5	-5	-1.27010659603676	0.503993487978851	0.177827855616608	-1.82535880733955	1.43064916427211	-5	-0.775492835272923
Healthy	-0.500326661095324	-5	-5	1.70562469906964	0.991831450059342	1.17596066154731	0.579247254748209	0.824406374353947	-2.42712839779952	-0.323965188805379	-1.76751213364701	0.327465195799859	-5	-2.00612308505879	-1.25065023940252
D007234	-1.45630436769075	1.96977717707622	-0.743498733788682	-1.85325198636936	-5	-5	-2.34775365899668	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.79914950190892	-5	-5	1.89966354826678	0.595906072909221	0.823435753930859	-1.53565951537233	-5	-0.805152780368556	-5	-2.4907974776689	-5	-5	-5	-5
Healthy	-0.0531597944586369	0.0684604568975369	-5	1.26258918765617	1.24693560969789	1.39082404768924	0.6833892931833	-5	-1.25282132863984	-5	-0.0194603444934787	0.614111191102004	-5	-1.25134690657573	-1.30962669308394
Healthy	-0.0580713680873862	-0.754660097304676	-2.04000516167158	-1.70465285166638	-2.3767507096021	-0.856329566529839	1.3779453811891	-5	-5	-5	0.18510565801093	-5	-5	-5	-5
Healthy	-5	-5	-5	1.78447471509866	1.43351638154433	0.471338659276043	-1.3101585908625	-1.0706321707599	-5	-1.39653084026616	-0.30285787372454	-0.955970090053534	-0.544028959605691	-1.6763354643919	-5
D007234	1.85125382224596	-1.42596873227228	0.735879822897586	-5	-5	-5	-5	-5	-5	-5	-0.182467683028378	-5	-5	-5	-5
Healthy	-5	-5	-5	1.75606407540919	0.17317460934351	0.682238065028491	-0.248436079929623	0.0198429695632681	-0.429608856220169	-1.41896105122783	-2.58169870868025	-0.353547259107063	-5	-1.55579901113584	-5
Healthy	-1.12517042212028	-5	-5	1.77214142242619	0.213015438125579	0.660404388084914	0.228726213962935	0.711060275180386	-0.853716886840413	-0.679604429763531	-5	-0.716156242204156	-5	-0.0530174728182011	-5
Healthy	-5	-5	-5	1.27079129570339	1.46224896439623	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-0.526805090795062	1.75272657050743	1.46536708567764	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.926978545640261	-5	-5	1.53846564939347	1.24608181270874	0.851412465327379	0.643946898659506	-0.144553535684266	-5	0.496079591179941	-0.981257904237618	0.112397187486525	-0.919734372660155	-1.09301884677115	-5
Healthy	-5	-5	-5	1.71454417114969	1.20565602270525	0.582316816870077	0.283866348473469	-0.842241113953136	-0.239909396081697	-5	-5	-0.36276051220107	-5	-1.18409034911323	-5
D007234	-1.56066730616974	1.86511244715206	-2.56066730616974	-5	-5	-5	-0.876115706539992	-5	-5	-5	-2.49349496759513	-5	-5	-5	-5
Healthy	0.336293589436406	-2.79317412396815	-5	0.309368234427012	1.38921801933387	-0.205853667670079	1.33301599039862	-5	-0.377879272264748	-5	-0.961976259954842	-5	-5	-5	0.141029386172573
Healthy	-1.29174911140862	-5	-5	1.8404755896142	0.667775985176149	0.531289830051742	-5	-2.56863623584101	-0.650256366255049	-5	-1.91257354296371	-5	-5	-0.880282340894505	-5
Healthy	-1.1345998818207	-5	-5	1.7787785697713	1.19384643031793	0.575366839006403	-0.754857627347038	0.200962612546434	-2.33535802444387	-5	-0.147032308971182	0.0749480250975988	-5	-5	-1.36774522331529
Healthy	-0.160597379345863	-5	-5	1.79873935950129	1.00199663225676	-0.946729433318621	-5	-5	-5	-5	-0.43599712553065	-5	-5	-5	-5
D007234	1.1505449191728	-0.436495183315077	-5	1.74909274310557	0.554697474473206	-5	0.953636004057877	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.93412110765298	0.516662272463313	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.7503209829642	1.28124227857852	-5	-5	-5	-5	-5	-5	-0.65527378206014	-5	-5	-5	-5	-5	-5
D007234	1.7146717786608	0.447514626799263	-5	-5	-5	-5	0.234788000457394	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.149488545652868	-5	-5	1.82891195902718	-0.527111966230363	0.429518117630016	-0.501041934213615	-5	-1.5655907924125	-5	-0.485917337474169	-0.0247612541664674	-1.56719099496683	-0.372009781970118	-5
Healthy	0.96564282927066	-1.95979337242529	-5	-1.34093992775906	0.665207506054761	-1.59142087459133	1.12085876128417	-5	-5	-5	-5	0.371616390024506	-5	-5	-2.58670023591875
D007234	1.91724485465911	-2.56224943717961	0.719368581664199	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.82798119057544	-5	-5	1.3458583405568	1.62357767896683	1.27980081567218	-1.95900230757651	-5	-5	-1.03767802727042	0.363474713625211	-0.947767909747666	0.852430583729309	-5	-1.74521031260279
Healthy	-5	-5	-5	1.51354080269059	-1.43521561549601	1.13238810128765	0.836920702398021	-5	-5	-5	-5	0.312071521302931	-5	-5	-5
Healthy	-5	-5	-5	1.45456453532834	1.35331522385927	1.46621732246422	0.0841328210226966	-1.56336036830734	0.205304532544046	-5	-0.787759111198466	0.505967581890085	-1.48267211770563	-1.23920068836928	-5
Healthy	-0.823127713590823	0.0871316191036883	-5	1.28341589445138	1.5978298402059	1.06603057926764	0.00642325250764307	-5	-2.70114692359029	0.0492684289258104	0.284168950234777	-0.769653277582523	0.144988068890542	-5	-0.84961202267472
Healthy	-0.89828728615349	-5	-5	1.52518025986167	1.36137270232318	1.00819762419475	-0.742681486902361	-0.400903297789511	-1.19935164463601	-5	-5	-5	-5	-5	-0.405640603140518
Healthy	0.428834287186322	-0.712668637279422	-2.74957999769111	0.979643508462589	1.02424875250795	-2.43651891460559	1.82597380128501	-5	0.646582113048389	-5	-5	0.25175742218101	-5	-5	-5
Healthy	-1.12010167566999	-5	-5	1.85269446506605	0.749700766879028	0.651395296446897	0.625327887694976	-0.813326132500255	-0.595611064469456	-1.44357687862871	-5	-5	-5	-1.33245366048848	-5
Healthy	-1.00594693641232	-0.750312572194698	-5	1.0609451289678	1.51764237127014	1.28336071392574	0.705952613865402	-0.144432390189351	0.132250081139759	-5	-1.99139982823808	0.069893693873133	-0.4234974032666	-1.45779721756597	-5
D007234	1.77544521721916	-5	-5	1.37246478070689	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.90459362284092	1.1035259572525	0.252717141057531	-5	-5	-5	-5	-0.261013438254704	-5	-5	-5	-5
Healthy	-1.54591772926891	-1.43949558480494	-5	1.80137551083457	0.264697431223072	0.903965835215135	-2.30277065724028	-0.0651835192720855	-2.16685288808721	-5	-5	-0.573814174755489	-5	-1.6714165502858	-5
Healthy	-0.258493858941838	-5	-5	1.86931909803268	0.279342927113092	0.773362179229334	-1.54668165995296	-5	-1.22966355890485	-5	-5	-5	-5	-1.27148389524023	-5
Healthy	1.22279136098409	0.000594576248410367	-5	0.345159961936636	1.39745367408426	0.544512038530575	1.39302105861864	-5	-5	-5	-5	-0.145693958198919	-5	-5	-5
Healthy	0.0941111055089892	-5	-5	1.73520274469009	-0.0654207572983064	0.680523153369505	-1.5620909644605	0.850686661278645	-0.501565379795642	-5	-0.442974277613617	-0.169693682416792	-5	-0.858801155095263	-5
Healthy	-0.846276575698319	-5	-5	1.96523473061779	0.25371106686956	0.024337867492143	-0.778090453411866	0.281335676487837	-0.3017515235379	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.23054317859827	1.20326711428485	1.28505364050097	1.51093020866172	-5	0.105860884950425	-5	-5	0.433469002823628	-5	-5	-5
D007234	0.263060572690033	0.811160619982602	-0.105600853206919	-1.60223374387355	-5	-5	1.43058342450222	-5	-5	-5	-2.83268266525182	-5	-5	-5	0.420871259791392
Healthy	-0.647258084979246	-5	-5	1.43044143776264	1.04764473652759	1.22940817874095	-0.203849067415984	-5	-1.64282774227697	-5	-5	-0.365683982781584	-5	-1.09055095301873	-2.00348832784582
Healthy	-5	-5	-5	1.1955379585955	0.50484314948037	1.12431344549573	0.635517926054137	-5	-5	-5	-5	-0.019196989859018	-5	-5	-5
Healthy	-5	-5	-5	1.68544380891968	1.1642549797668	1.17491388463571	0.277373095608309	-0.439089556992359	-0.267413263287874	-5	-2.64781748188864	-0.313024291605835	-5	-0.849090126298878	-5
Healthy	-5	-5	-5	1.78489510943545	1.41112402449258	0.51489027191764	-5	0.57585379130965	-5	-5	-5	-0.974530280938944	-5	-5	-5
Healthy	-5	-5	-5	1.36251357545592	1.27135338959828	1.31533669465597	0.798086179267052	-5	-0.876573064995579	-5	0.132211645448701	-5	-0.512720183556931	-5	-5
D007234	1.47955674034207	1.81347250146662	-5	-5	-5	-5	-5	-5	-5	-5	-0.278989486905336	-5	-5	-5	-5
Healthy	-5	-5	-5	1.8416174048165	0.577327472162406	0.644981856233471	-0.0837619362956995	-5	0.499839608639899	-1.40516564441668	-0.744124726608533	-0.237343939160307	-2.08092190762393	0.125201405320575	-5
D007234	-5	1.86066118110072	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.294187585369376	-5	-5	1.82581518554995	-0.6607473659673	0.74932810334245	-0.525346746637937	-5	-1.86012091359876	-5	-0.486223239551948	-0.0479004629410154	-1.75178143880993	-0.337383809179138	-5
D007234	1.93185531740716	-5	-0.801068130067791	-5	-5	-5	-5	-5	-3.11918640771921	-5	-5	-5	-5	-5	-5
Healthy	-1.14727608920879	-5	-5	1.75204152979914	0.88710056515067	1.28356150119147	0.355627730921342	-1.46571999479492	-0.680831456770699	-5	-5	-1.12563416426995	-5	-0.799423073245152	-0.657024932190755
Healthy	-5	-5	-5	1.90850673305989	1.10300552748314	0.272815933543096	-2.14630178822383	-5	-5	-5	-0.287720784982634	-5	-5	-5	-5
Healthy	-0.132090781828003	-5	-5	1.91821083569667	0.196692829034118	0.836895413130838	-0.196802446025727	-5	-0.652182287291088	-5	-5	-1.30918394201908	-5	-5	-5
Healthy	-1.00585888887388	-5	-5	1.42766362070676	0.0843116887783338	0.97087663405536	0.11038092944186	-0.359369517275589	-5	-5	-0.0736266804564094	0.12846712192971	-1.75870261289001	-0.207881581697575	-5
Healthy	-1.07242434530889	-5	-5	1.79510990409764	1.31210729646476	0.60557545304536	-5	-5	0.710559054114281	-5	-1.5394028111024	-0.991655370747311	-5	-1.14104194528199	-5
Healthy	-0.526513029935432	-5	-5	1.88438068943036	0.205878026521003	0.711725422181964	-0.446723953862901	-5	-1.35694231624855	-5	-1.18842499412941	-0.714150259506558	-5	-1.85078088734462	-5
D007234	1.76825076280716	-5	-1.47846965872129	-5	-5	-5	-5	-5	0.110017006792112	-5	0.500951017612357	-5	-5	-5	-5
Healthy	-5	-5	-5	1.84251276060912	0.178956813969722	0.259565211637389	-0.559878396812196	-5	-0.835409239809776	-5	-1.9734667354767	-5	-5	-5	-5
Healthy	-1.29183414214446	-5	-5	1.51855894624663	1.13483570244338	1.28559736126331	-0.805791020353318	0.45763971382968	0.183807750799857	-5	-1.88840147511961	-2.46852108295774	-5	-1.3669357273085	-1.75424064403272
Healthy	-0.523255297027324	-5	-5	1.44441488204482	1.1473302963738	1.24983550748478	-0.0477937900371892	1.19463670411053	-5	-1.32257556229875	-1.47925452848052	-0.161188675642342	-5	-0.499914538762345	-5
Healthy	-1.05729763111133	-5	-5	1.90860751553856	0.470553076113858	0.78220451149556	-0.234487908827371	-5	-0.497313473379138	-5	-5	-5	-5	-1.03843653763793	-5
Healthy	0.451235160988187	-5	-5	1.75300706457041	1.09578913033652	0.784169217666754	-5	-2.43770713554353	-5	-2.5543957967264	-0.77801229838057	-0.284481332099067	-5	-1.33903970822392	-1.64936439174105
Healthy	-0.748897374585861	-5	-2.45967052520913	1.50457605912025	1.392484677325	1.01722371899142	-0.560004526046192	-0.623003549259327	-3.20065945054642	-1.52273400457515	0.18766452182253	-0.523530676073616	-5	-1.78941397509484	-0.612378848874913
Healthy	-5	-5	-5	1.62599793032534	1.40492210535987	0.897737574945791	-0.0930618909737584	-1.21538270736712	-0.474955192963155	-5	-2.79317412396815	-0.750165958403208	-5	-1.01809082990921	-5
Healthy	-5	-5	-0.735323817851175	1.94761372562046	-5	-5	0.707864715198395	-5	-5	-5	0.772766044298437	-5	-5	-5	-1.19702114466474
Healthy	-0.721978459029868	-5	-5	1.57409843341357	1.34766443966621	1.058811176086	0.813939750377139	-0.0162023739856683	0.110969972274356	-5	-2.0565054840939	0.0184133700620316	-5	-1.59380057633669	-2.15801519540989
