group	Bacteroidia	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Actinomycetia	Gammaproteobacteria	Negativicutes	Verrucomicrobiae	Bacilli	Methanobacteria	Coriobacteriia	Desulfovibrionia
Healthy	69.24842	0.24124	0		69.24842	3.51025	0.27163	0.24124	6.39185	0	0.02311	0	0	0
Healthy	41.57566	49.1639	0		41.57566	0	1.16566	49.1639	0	0	4.71015	0	0	0
Healthy	34.03663	10.2659	0.31131		34.03663	29.77148	2.28157	10.2659	0	2.89205	0.72954	0.58844	0.71657	0.31131
Healthy	21.31851	1.64053	0		21.31851	36.20417	0.09546	1.64053	1.51366	3.15983	0	0.39124	0	0
Healthy	11.90296	1.66978	0.04058		11.90296	52.00507	5.15854	1.66978	10.5311	0.70025	1.06043	0	1.09858	0.04058
Healthy	70.39086	1.21308	0		70.39086	18.88936	0.94253	1.21308	0.05668	0.56199	0.36951	0	0.37555	0
Healthy	52.48106	0.35837	0		52.48106	23.14465	0.14751	0.35837	5.67807	0	2.60916	0	0	0
Healthy	65.98259	0.02538	0		65.98259	24.13982	0	0.02538	0	0.00142	0.05683	0	0.08066	0
Healthy	18.34845	0.32852	0.05119		18.34845	56.18277	0.00862	0.32852	0	0.56761	6.90668	2.23143	1.29034	0.05119
Healthy	42.71158	9.47066	0.1071		42.71158	13.97329	18.96884	9.47066	0	0	0.35745	0	2.08036	0.1071
Healthy	50.89379	1.66445	0		50.89379	27.3566	0.26958	1.66445	0.09972	0.01513	1.118	0.09898	0.26126	0
Healthy	67.17171	0.55934	0.07184		67.17171	18.39822	0.10275	0.55934	3.62278	0.72869	0.01517	0	0.06607	0.07184
Healthy	38.82976	0.61763	0.04541		38.82976	34.02844	0.45473	0.61763	0	4.67237	0.6686	0	0.5414	0.04541
Healthy	89.00699	0.6299	0		89.00699	2.80044	0	0.6299	3.3937	0	0.24278	0	0.13187	0
Healthy	80.33109	2.80239	0.01862		80.33109	12.46349	0	2.80239	0	0	0.09148	0	0	0.01862
Healthy	8.81216	0.00529	0		8.81216	57.56559	12.99585	0.00529	0.04421	8.11954	5.76231	1.22198	0.86419	0
D014607	88.19839	0.07868	0		88.19839	5.45102	0.11791	0.07868	3.76478	0	0.01092	0	0	0
Healthy	68.91287	0.35619	0.16199		68.91287	8.37358	0.00491	0.35619	4.07266	0	0.01914	0	0	0.16199
Healthy	20.12804	0.12372	0		20.12804	28.61402	4.57174	0.12372	3.49325	5.92107	0.58038	13.0073	0.784	0
Healthy	54.70265	1.35383	0.14537		54.70265	5.6647	0.02487	1.35383	8.95603	6.87176	0.30796	0	0.6965	0.14537
Healthy	28.83934	0.23617	0.02951		28.83934	40.92106	0.38191	0.23617	0.02116	2.14262	0.15727	0	0.07213	0.02951
Healthy	38.19078	5.94661	0		38.19078	32.67224	2.73998	5.94661	0.05209	0	3.19883	0	0.69763	0
Healthy	81.29397	1.40988	0.01432		81.29397	8.97404	0	1.40988	0	0	1.72777	0	0	0.01432
Healthy	69.24328	0.32018	0.15014		69.24328	10.06223	0	0.32018	4.24324	0	0.00759	0	0	0.15014
Healthy	68.76887	0.09513	1.83113		68.76887	9.57442	0.13269	0.09513	0	0	0.45795	0.05847	0.12423	1.83113
Healthy	39.55514	0.91966	0		39.55514	53.92104	0	0.91966	0.46187	0	1.43617	0.09805	0.15025	0
Healthy	58.38494	0.45707	0.56485		58.38494	9.39203	0.44033	0.45707	0.45553	8.41324	0	0	0.23823	0.56485
Healthy	19.64207	0.28164	0.16248		19.64207	21.20836	11.19037	0.28164	3.22389	8.75078	4.41706	0	1.50978	0.16248
Healthy	13.11824	10.85619	0.69191		13.11824	6.94109	0.02486	10.85619	2.61596	43.9957	0.15544	0	1.44436	0.69191
D014607	80.95659	1.07803	0.14437		80.95659	9.80853	0.0051	1.07803	5.0552	0.0225	0.05762	0	0.10688	0.14437
Healthy	36.85906	1.85871	0.30363		36.85906	16.77833	3.25304	1.85871	1.61085	5.21823	0.60624	0.22484	0.28718	0.30363
Healthy	61.18569	3.06517	0		61.18569	13.75486	0.88339	3.06517	0.35868	5.88147	0.40791	0	0	0
Healthy	48.1458	0.75627	0		48.1458	42.56174	2.95144	0.75627	0.06112	0	0.12068	0	0.73011	0
Healthy	30.32813	0	0.74315		30.32813	14.85399	0.11271	0	2.589	23.5674	0.35194	2.32247	0.38901	0.74315
Healthy	63.75849	3.11276	0.54517		63.75849	28.10671	0	3.11276	0	0	0.07602	0	0.1096	0.54517
Healthy	35.14355	6.238	0.16419		35.14355	39.37585	0.01034	6.238	1.11523	3.56343	0.0173	0.61693	0	0.16419
Healthy	67.71161	0.84717	0		67.71161	24.25013	0.29239	0.84717	3.03471	1.16615	0.00129	0	0	0
Healthy	15.088	0.94657	0.03822		15.088	61.07393	2.34655	0.94657	0	1.60176	0.99713	2.47832	0.04911	0.03822
Healthy	17.57972	1.35455	0		17.57972	57.76744	2.46498	1.35455	0.70522	3.19426	2.07172	1.2636	1.04435	0
Healthy	45.69977	0.47813	0.68415		45.69977	8.07133	1.07421	0.47813	3.11853	0.15171	0.61091	0	0.73475	0.68415
Healthy	79.71289	0.06033	0		79.71289	11.914	0	0.06033	0	0	0	0	0.00623	0
D014607	90.6281	5.71764	0		90.6281	0.67228	0.01694	5.71764	0.00282	0	0.00038	0	0	0
Healthy	56.96194	0.1768	0		56.96194	30.79522	0	0.1768	4.13539	1.18387	0.07214	0	0	0
Healthy	31.9633	0	0		31.9633	38.42111	2.66432	0	0	0	0	0	0	0
Healthy	34.02746	13.82352	0.23795		34.02746	12.99445	0.30783	13.82352	10.11688	0.87368	0.4968	0.95618	0.11814	0.23795
Healthy	37.95172	0	0		37.95172	31.88283	0	0	0	0	0	0	0	0
D014607	71.0709	8.89673	0.44754		71.0709	12.74361	0.01839	8.89673	3.4047	0	0.0188	0	0.05404	0.44754
Healthy	39.11686	0.84802	0		39.11686	45.01023	0.28247	0.84802	0	0	0.64069	0.42282	0	0
Healthy	48.91942	1.57447	0		48.91942	37.45305	0.88978	1.57447	0.72144	0	0.25245	0	0.97485	0
Healthy	24.96021	2.43127	0		24.96021	60.64689	0.5284	2.43127	2.60014	0	2.1506	0	0.08153	0
Healthy	23.82057	0.03068	0.00573		23.82057	55.6389	0.43644	0.03068	2.68998	0	0.01073	0	0.06902	0.00573
Healthy	4.11668	17.07188	0.00319		4.11668	38.46101	13.22524	17.07188	0.00923	0	3.96161	0	0.46336	0.00319
Healthy	25.12542	1.36722	0		25.12542	26.79524	0.40271	1.36722	11.40393	11.9544	3.71385	1.22427	0.15335	0
Healthy	44.73574	0.28073	0.14185		44.73574	11.22968	5.34817	0.28073	17.73165	7.00361	0.19751	0	0.65073	0.14185
Healthy	27.88975	0	0		27.88975	35.24016	0	0	1.88868	2.70233	6.09948	2.86015	0	0
Healthy	53.28795	0	0		53.28795	6.60071	0	0	0	18.535	0	0	0	0
Healthy	43.83834	0.1092	0		43.83834	18.77715	25.43716	0.1092	0.83084	0.08399	0.44993	0	0.1068	0
Healthy	36.6236	1.14509	0.04985		36.6236	36.28495	0.63067	1.14509	2.09037	0.12008	0.27834	0	0.3788	0.04985
Healthy	29.51667	0.22203	0		29.51667	52.96995	0.16982	0.22203	3.15483	0	3.80782	0	0.2526	0
Healthy	44.13978	0	0		44.13978	39.58678	0	0	2.56206	0	1.77762	0	0	0
Healthy	67.14626	1.16767	0		67.14626	2.61651	0.16593	1.16767	11.09111	0	0	0	0	0
Healthy	22.14392	0.10201	0		22.14392	55.40416	0	0.10201	3.52234	0	4.55258	2.05034	1.73004	0
Healthy	89.02974	0.44076	0		89.02974	2.51641	0	0.44076	3.46213	0	0.27274	0	0.13703	0
Healthy	57.36305	0.25407	0.0863		57.36305	12.05762	11.92586	0.25407	0	0	0.25861	0.19165	1.68693	0.0863
Healthy	42.89325	0.13231	0.02729		42.89325	3.55322	0	0.13231	0	0	0.02661	0	0.12202	0.02729
Healthy	13.55201	0.28679	0		13.55201	59.6621	2.26875	0.28679	0	1.06484	5.35638	0	1.18894	0
Healthy	73.37573	0.62688	0		73.37573	10.54909	8.22406	0.62688	0	0	1.6689	0	4.53704	0
Healthy	0.44219	88.38499	0		0.44219	4.30618	0.02187	88.38499	0.04915	0	2.64938	0	0.00972	0
Healthy	67.1886	0.95903	0		67.1886	2.41227	0.18435	0.95903	11.18896	0	0	0	0	0
Healthy	6.30409	0.06093	0.21362		6.30409	65.08712	2.20423	0.06093	10.17461	0	0.9304	3.55074	0.28977	0.21362
Healthy	43.03852	0.0823	0.08082		43.03852	3.42813	0	0.0823	0	0	0.02263	0	0.10093	0.08082
Healthy	58.66894	3.30112	0		58.66894	29.24547	0	3.30112	3.83645	0	1.52302	0	0	0
Healthy	61.47377	0.00619	0.00272		61.47377	21.09977	0.13589	0.00619	2.31731	0.09913	1.326	0	0.08619	0.00272
Healthy	29.21217	0.05604	0		29.21217	46.52917	3.52835	0.05604	5.22292	0	0.1697	0	0.08739	0
Healthy	61.70927	5.18998	0.15114		61.70927	25.22012	0	5.18998	0	0	0.11538	0	0.14271	0.15114
Healthy	31.07635	2.72423	0		31.07635	38.79246	0	2.72423	1.97508	0	2.78531	7.62638	0	0
Healthy	47.94033	1.62456	0		47.94033	3.04237	6.03095	1.62456	5.84746	0	0	0	0	0
Healthy	61.63656	5.23358	0.17345		61.63656	25.00832	0	5.23358	0.00266	0	0.09699	0	0.11367	0.17345
Healthy	66.8709	12.08621	0.02461		66.8709	2.04286	0.02548	12.08621	8.52442	0	0.21068	0	0.21143	0.02461
Healthy	66.49723	0.11366	0.3594		66.49723	7.63079	0.12434	0.11366	0.9397	10.0789	0.08661	0	0.27608	0.3594
Healthy	39.41183	0.01278	0.07114		39.41183	24.99715	0.37163	0.01278	0	3.27258	2.06706	5.89659	0	0.07114
Healthy	64.90851	1.35911	0		64.90851	15.72373	3.38478	1.35911	0.27929	0.03689	3.26706	0	2.82032	0
Healthy	84.04108	0.64932	0.03384		84.04108	10.09647	0	0.64932	0	0	0.08306	0	0.06888	0.03384
Healthy	60.2553	3.10879	0		60.2553	13.89777	0.87124	3.10879	0.40625	5.755	0.45843	0	0	0
Healthy	60.50044	3.05894	0		60.50044	13.74318	0.84445	3.05894	0.37115	5.68315	0.45556	0	0	0
Healthy	89.16869	0.59352	0		89.16869	2.53952	0	0.59352	3.54291	0	0.22579	0	0.12065	0
Healthy	33.15004	0.17274	0.01118		33.15004	35.48139	0.919	0.17274	2.30952	0	13.47465	0.40432	1.15867	0.01118
Healthy	69.11451	6.0603	0		69.11451	11.66265	0	6.0603	0	0	0.00996	0	0.48549	0
Healthy	76.8239	0.38452	0.09047		76.8239	6.60357	0.61629	0.38452	6.51505	0	0.12365	0	0.17988	0.09047
Healthy	23.72927	2.36838	0.09357		23.72927	34.03437	0.17424	2.36838	0.0361	11.6171	0.5014	0.41649	0.33875	0.09357
Healthy	62.9329	0.04115	0		62.9329	10.64246	4.18816	0.04115	0	0	0	0	0.2879	0
D014607	88.85309	0.94754	0		88.85309	4.16135	0.34832	0.94754	0	0	0.06413	0	0.14437	0
Healthy	83.41755	0.07548	0.40487		83.41755	4.42381	3.54603	0.07548	0	0.07452	0	0.5919	0	0.40487
Healthy	74.141	6.2715	0		74.141	0.76425	13.04645	6.2715	0	0	0.56914	0	3.92622	0
Healthy	47.64964	0.04516	0.35894		47.64964	39.51082	0	0.04516	0	0.02047	2.67114	0	0.15134	0.35894
Healthy	65.77742	0.0104	0.03142		65.77742	9.10667	0	0.0104	0.20223	0.74229	0	0	0.12338	0.03142
Healthy	29.84917	0.00108	0.05241		29.84917	5.8257	46.6181	0.00108	0.00413	0	0.69625	0	0	0.05241
Healthy	68.38871	0.08325	0.05304		68.38871	14.42418	1.36269	0.08325	0	0.48096	0.02302	0.00654	0.32781	0.05304
Healthy	75.37543	0.53548	0		75.37543	4.53004	0.00293	0.53548	4.89735	0	0	0	0.01567	0
Healthy	73.85597	2.68111	0		73.85597	4.51009	0.22693	2.68111	4.07552	0	0.64911	0	0.15484	0
Healthy	40.92134	9.09862	0.32671		40.92134	22.70348	0.17828	9.09862	0.73438	0	0.01238	0	1.43714	0.32671
Healthy	83.43173	0.20597	0.01141		83.43173	12.778	0.00061	0.20597	0.07665	0	0.04131	0	0.02489	0.01141
Healthy	82.9544	0	0		82.9544	6.76244	0	0	0	0	0	0	0	0
Healthy	53.46851	0.33377	0.02804		53.46851	5.4063	0.46194	0.33377	16.0145	0	0.24412	0	0.84596	0.02804
Healthy	65.87399	0.4899	0.02561		65.87399	8.66405	0.07333	0.4899	8.18951	0	0.41899	0	0.02071	0.02561
Healthy	52.20464	1.60987	0		52.20464	23.0725	2.80974	1.60987	3.09734	0.17856	0.56261	0	0.16158	0
Healthy	58.04829	0.00165	0.02508		58.04829	33.24932	0.03123	0.00165	0.50874	0.05335	0.79534	0.09682	0.03757	0.02508
D014607	14.59782	0.14721	0.00544		14.59782	3.69731	0.02997	0.14721	0.00218	0.0019	0.06048	0	0.01123	0.00544
Healthy	81.03647	0.69371	0.00918		81.03647	5.19785	1.08158	0.69371	0	3.48511	0	0	0.16424	0.00918
Healthy	22.76854	0.3787	0		22.76854	54.37961	0.39572	0.3787	0.94115	0	0.40862	0.13061	0.87803	0
Healthy	63.67189	0.21224	0.05373		63.67189	15.81593	1.05015	0.21224	0.00922	0	0.05984	0	0.25569	0.05373
Healthy	32.45539	0.20818	0		32.45539	27.2269	8.50732	0.20818	0	1.60562	5.56678	1.75451	2.33967	0
Healthy	50.17658	0.20077	0.95239		50.17658	7.21886	1.68037	0.20077	0	13.7651	0.01167	0.00361	0.10858	0.95239
Healthy	35.14529	1.97125	0		35.14529	0.0024	59.86669	1.97125	0.16485	0	1.24455	0	0	0
Healthy	43.17852	1.02141	0		43.17852	26.56493	21.3703	1.02141	1.2539	0	0.40115	0	0.20241	0
Healthy	31.70153	0	0		31.70153	54.19768	0	0	5.39228	0	0.62336	0.63831	1.6901	0
Healthy	64.13049	1.50307	0.1931		64.13049	13.76317	0.58918	1.50307	0.42283	0	0.01182	0.1733	0.2124	0.1931
Healthy	65.85601	4.11045	0		65.85601	17.38228	0.4548	4.11045	4.90272	0	0.22179	0	0	0
Healthy	63.34083	3.0744	0		63.34083	20.27365	0	3.0744	0.05401	0	0.0635	0	0.61092	0
Healthy	27.06895	2.0703	0.0294		27.06895	43.17084	0.76814	2.0703	0.3179	12.3635	0.11289	0.01909	0.05424	0.0294
Healthy	56.66584	0	0		56.66584	16.51081	0	0	1.48551	0	0	0	0	0
Healthy	18.57555	4.02367	0		18.57555	30.58671	13.24007	4.02367	0	15.4696	0	0	0.02732	0
Healthy	69.15922	5.97881	0		69.15922	11.63764	0	5.97881	0	0	0.05389	0	0.47913	0
Healthy	31.84757	0.21189	0		31.84757	36.91773	0.0169	0.21189	1.65447	0.26236	1.92405	0.86895	0.0261	0
Healthy	43.49427	0.03726	0		43.49427	29.64996	2.52118	0.03726	4.31731	0	0.48524	0	0.29292	0
Healthy	70.27434	6.00802	0		70.27434	10.28197	0.23247	6.00802	4.33822	0	0.56081	0	0.02601	0
Healthy	27.0824	0.26904	0.04167		27.0824	12.72794	0.22773	0.26904	0	32.1336	0.06785	0	1.63098	0.04167
Healthy	67.71683	0.72455	0.40776		67.71683	4.16611	0.36264	0.72455	0.07583	0.00768	0.38581	0	0.87193	0.40776
Healthy	29.7427	5.91825	0.62947		29.7427	9.54618	0	5.91825	1.05239	20.3695	0.23122	0.57294	0	0.62947
Healthy	6.72067	1.51574	0		6.72067	66.52718	3.77721	1.51574	0	0	3.43839	0	1.34709	0
Healthy	19.23371	0	0		19.23371	52.93683	3.10268	0	1.71623	0	11.46813	0	2.86906	0
Healthy	66.94232	12.35184	0.03557		66.94232	1.80686	0.07278	12.35184	9.09009	0	0.20469	0	0.29767	0.03557
Healthy	49.33802	2.9683	0		49.33802	22.24495	1.89145	2.9683	0.00224	0.02628	2.64444	0	0.02371	0
Healthy	52.93177	3.52483	0		52.93177	20.99658	0.03396	3.52483	0.28301	0	0.01789	0	0	0
Healthy	40.48441	1.87815	0		40.48441	33.59087	0	1.87815	1.09294	0	0.06762	0	0.27012	0
Healthy	50.10864	0.06025	0		50.10864	13.54091	0	0.06025	19.5753	0	0	0	0	0
Healthy	59.25281	0.51459	0		59.25281	31.54516	0.02827	0.51459	0	0	0.00496	0	0.06218	0
Healthy	31.60861	2.41617	0		31.60861	31.08996	1.03685	2.41617	0.10138	17.2204	0	0	0	0
Healthy	29.14461	0.41504	0.06844		29.14461	42.32964	0.91966	0.41504	0	5.08195	0.17478	0	0.10721	0.06844
Healthy	40.54797	7.94989	0		40.54797	37.42574	0.2823	7.94989	0.97711	0.75077	0.4076	0	0.004	0
Healthy	40.86562	3.3114	0.42389		40.86562	32.81483	0.73194	3.3114	0.52271	0.03042	5.4284	0.7659	0.3178	0.42389
Healthy	48.47819	2.68139	0.07023		48.47819	19.42662	0.03966	2.68139	3.24883	0	5.91551	0.04704	0.0848	0.07023
Healthy	74.46897	1.27389	0		74.46897	17.48466	0.00052	1.27389	1.75643	0.01927	0.47711	0	0.26174	0
Healthy	38.99765	31.97999	0		38.99765	21.26051	0.04259	31.97999	0	0	0.22719	0	0.03492	0
Healthy	77.48577	0.3167	0		77.48577	14.21515	0.38547	0.3167	0	0	0.07474	0	0.53149	0
Healthy	64.82857	0.0154	0.02014		64.82857	25.00136	0	0.0154	0	0.00991	0.05712	0	0.28319	0.02014
Healthy	39.52349	0.77022	0.10738		39.52349	46.32067	0.11048	0.77022	0	1.02905	0.14449	1.61162	0.35646	0.10738
Healthy	77.14435	0.33732	0.09146		77.14435	6.78512	0.65262	0.33732	6.29946	0	0.13937	0	0.17035	0.09146
Healthy	20.92223	0	0		20.92223	33.19397	20.2909	0	3.42927	2.66794	0	0	0	0
Healthy	47.2267	8.24337	0		47.2267	25.95563	0.39927	8.24337	0.7697	0	0.32709	0	1.31745	0
Healthy	49.48986	0.71691	0.37974		49.48986	37.12483	3.07529	0.71691	0.03273	0	0.11113	0	0.80776	0.37974
Healthy	36.04442	0.08846	0.12312		36.04442	50.57212	0.02074	0.08846	0.03741	0	0.12494	0.01598	0.01227	0.12312
Healthy	37.97892	1.68461	0.02483		37.97892	12.5066	0.00779	1.68461	0.89639	0.37964	3.02697	0	0.05538	0.02483
Healthy	79.58345	3.42201	0.0441		79.58345	12.522	0	3.42201	0	0	0.06078	0	0	0.0441
Healthy	86.67319	1.70951	0.11684		86.67319	7.35461	0.19003	1.70951	0	0	0.13357	0	0	0.11684
Healthy	40.81851	8.02736	0		40.81851	37.60793	0.2857	8.02736	0.91339	0.73966	0.37266	0	0.0114	0
Healthy	1.84925	20.12523	0		1.84925	30.29417	26.73796	20.12523	0	0	0.54497	0	0.89167	0
Healthy	60.31232	0.32114	0.28198		60.31232	9.84822	3.8008	0.32114	7.83841	0.92828	0.12421	0.91062	0	0.28198
Healthy	77.53816	0.03218	1.5782		77.53816	6.01698	0	0.03218	0.08877	0	0.25323	0.12031	0.61758	1.5782
Healthy	40.78636	2.28481	0.05789		40.78636	16.69335	16.47407	2.28481	0.00328	0	0.26283	0	0.4965	0.05789
Healthy	46.83901	8.08614	0		46.83901	26.39025	0.86124	8.08614	3.82206	0.00447	0.64571	0	0	0
Healthy	46.65057	2.61506	0.00125		46.65057	26.49787	2.39429	2.61506	6.21783	0.1096	0.84545	0	0.75274	0.00125
Healthy	18.81556	18.41686	0		18.81556	14.06288	20.98183	18.41686	1.40121	2.20326	1.94774	0.05877	0.29143	0
Healthy	33.45657	0.31454	0		33.45657	50.56699	0.30933	0.31454	0.07814	0	0	0	1.04313	0
Healthy	59.11193	2.09436	0.22206		59.11193	19.10897	0.02447	2.09436	4.49462	0.01943	0.37152	0	0.10329	0.22206
D014607	53.75928	3.72374	0.23642		53.75928	25.65354	0.07817	3.72374	0.03075	1.28107	0.02664	0	0.00173	0.23642
Healthy	16.04387	0.33425	0.07945		16.04387	44.24982	26.02174	0.33425	0.16998	0	0.25409	0	0.63228	0.07945
Healthy	27.20997	0.10318	0.66603		27.20997	14.20497	1.30195	0.10318	0.64252	0.49357	1.11381	0	1.35238	0.66603
Healthy	21.98073	9.22203	0		21.98073	52.08785	1.1643	9.22203	0.18431	1.14964	2.12798	0	0.29234	0
Healthy	53.88701	1.38742	0.12384		53.88701	5.52691	0.03577	1.38742	9.25899	7.08587	0.32579	0	0.74404	0.12384
Healthy	56.1964	3.30054	0		56.1964	25.16494	2.27382	3.30054	0.39935	0	0.93685	0	1.73508	0
Healthy	13.52345	10.63564	0.69877		13.52345	6.21983	0.01026	10.63564	2.58722	43.4971	0.15166	0	1.4533	0.69877
Healthy	67.47754	0.35089	0		67.47754	24.67298	0.79401	0.35089	0	0	0.03778	0.04021	0.21606	0
Healthy	74.4461	6.13477	0.17714		74.4461	5.66624	0.49621	6.13477	0	0	0.09254	0	0.27891	0.17714
Healthy	85.92451	1.56491	0.15972		85.92451	6.90679	0.23535	1.56491	0	0	0.11637	0	0	0.15972
D014607	75.2878	0.90729	0.17026		75.2878	15.12727	0.01594	0.90729	0	0.52994	0.19935	0	0.12239	0.17026
Healthy	39.96788	0.47781	0		39.96788	15.90619	11.5772	0.47781	0.0051	12.3862	1.12635	0	0.83259	0
Healthy	84.53457	0.6924	0.06024		84.53457	6.07922	1.18753	0.6924	0	0	0.03828	0	0.474	0.06024
Healthy	40.4931	4.06422	0		40.4931	6.95036	3.82204	4.06422	12.82496	1.26138	0.36828	0	0.345	0
Healthy	37.61604	0.16929	0.00207		37.61604	38.68355	0.16373	0.16929	0.5024	0.10231	2.61886	0.0425	0.00659	0.00207
Healthy	88.70008	0.65916	0.00376		88.70008	2.67866	0	0.65916	3.45223	0	0.23605	0	0.14158	0.00376
Healthy	85.02589	1.43413	0		85.02589	10.37781	0	1.43413	0	0	0	0	0	0
Healthy	33.15861	5.17979	0.04153		33.15861	39.08761	0	5.17979	0.92775	5.59844	0	0.60919	0	0.04153
Healthy	23.37735	1.90282	0.08899		23.37735	33.90607	0.61576	1.90282	2.29265	1.0919	15.54564	0.06064	1.98801	0.08899
Healthy	67.76955	0.05651	0.07252		67.76955	10.20142	0.00348	0.05651	0.4059	0.56357	0.04491	0	0.29333	0.07252
Healthy	26.70962	0.05795	0.62835		26.70962	12.34429	1.33508	0.05795	0.62737	0.41167	1.16302	0	1.32697	0.62835
Healthy	43.39885	0.11188	0.08445		43.39885	3.70026	0	0.11188	0	0	0.00805	0	0.08865	0.08445
Healthy	26.66764	0.14284	0.67306		26.66764	10.61347	1.30712	0.14284	0.58908	0.44721	1.06301	0	1.35079	0.67306
Healthy	62.10141	0.3827	0.0135		62.10141	14.03122	0.30566	0.3827	8.35522	0	1.32199	0	0.87877	0.0135
Healthy	71.26837	6.11794	0		71.26837	11.03887	0	6.11794	0	0	0.01599	0	0.44574	0
Healthy	28.53601	6.25237	0.57966		28.53601	10.49994	0	6.25237	1.08581	19.8205	0.24399	0.5783	0	0.57966
Healthy	14.95691	0	0		14.95691	63.55958	15.67896	0	0.08948	0	1.04862	0	0	0
Healthy	33.43442	0.20964	0		33.43442	33.20576	0.11996	0.20964	0	0.31863	0.0841	0	0	0
Healthy	67.15942	0.18766	0.1027		67.15942	15.63493	1.53779	0.18766	0.0129	0.57034	0.00272	0	0.35881	0.1027
Healthy	51.71282	0.05535	0.07697		51.71282	34.73741	0	0.05535	0.01188	0.10078	0.23447	0	0.31773	0.07697
Healthy	20.13582	0.05763	0.00395		20.13582	18.77585	2.73011	0.05763	0	0	1.18491	0	16.06155	0.00395
Healthy	28.41094	0.25021	0.06095		28.41094	9.7264	3.16528	0.25021	50.49558	0.21938	0.21821	0	0.71229	0.06095
Healthy	36.82398	12.7914	0.07662		36.82398	12.51987	0.15585	12.7914	9.80831	0.59719	0.49268	1.06334	0.03517	0.07662
Healthy	66.57883	4.02786	0		66.57883	17.11256	0.44665	4.02786	5.1784	0	0.24909	0	0	0
Healthy	52.72574	0.41678	0		52.72574	26.77955	0	0.41678	7.43802	2.48081	0.39866	0	0	0
Healthy	43.21223	0.31497	0.05108		43.21223	32.61179	1.42281	0.31497	0	0	0.40405	0.57846	0.10073	0.05108
D014607	78.81576	0.08353	0.13987		78.81576	12.47641	0.44766	0.08353	0.02113	0	0	0	0.0042	0.13987
Healthy	13.3599	0.39931	0.44702		13.3599	39.57313	0.71732	0.39931	0.29958	1.61759	0.05655	0.10831	0.22766	0.44702
Healthy	36.83866	3.19167	0.19253		36.83866	28.40244	0	3.19167	8.72575	0	0.81406	0	0.14881	0.19253
Healthy	7.33018	23.5867	0		7.33018	1.62245	0	23.5867	0	0	0	0	0	0
Healthy	4.37322	0.19008	0		4.37322	62.76201	0.02018	0.19008	12.94604	0.00094	2.12151	0	0.01638	0
Healthy	86.50021	1.44666	0.10279		86.50021	7.47238	0.22626	1.44666	0	0	0.09713	0	0	0.10279
Healthy	6.34116	0.43589	0		6.34116	69.55049	10.0094	0.43589	0.68955	0	1.5857	0	0.37575	0
Healthy	48.89644	2.90121	0.0914		48.89644	13.99283	2.27586	2.90121	0.10997	0	0.07318	0.06746	0.35054	0.0914
Healthy	85.0273	1.47273	0		85.0273	10.79532	0	1.47273	0	0	0	0	0	0
Healthy	28.92219	0	0		28.92219	7.45679	0	0	0	0	0	24.9923	0	0
Healthy	35.47554	0.13301	0.05167		35.47554	24.92493	4.21928	0.13301	0.2427	0.68786	10.50506	3.13665	1.30259	0.05167
Healthy	57.63054	0.10809	0.06538		57.63054	13.7915	5.65755	0.10809	0	0	0.06146	0.08612	0.86269	0.06538
Healthy	67.99629	0.08195	0.08433		67.99629	14.86932	1.59574	0.08195	0	0.59906	0.03292	0	0.43082	0.08433
Healthy	49.33694	0.91094	0.6349		49.33694	10.04234	0.22689	0.91094	0.10841	9.5016	0.04914	0	0.16662	0.6349
Healthy	14.75489	18.71789	0		14.75489	0.10228	22.47204	18.71789	5.13874	0.00156	1.0269	0	4.3854	0
Healthy	0.04323	10.66439	0		0.04323	0.01494	37.11338	10.66439	0.14158	0	6.53253	0	0.05131	0
Healthy	79.67785	0.7507	0.01897		79.67785	5.79009	1.18505	0.7507	0	3.71606	0.00339	0	0.1701	0.01897
Healthy	65.78699	3.98827	0.00386		65.78699	17.17259	0.46036	3.98827	5.23243	0	0.26841	0	0	0.00386
Healthy	20.52414	0.65591	0		20.52414	42.52697	5.71942	0.65591	0	4.72955	3.92866	5.60451	0.75056	0
Healthy	69.90994	3.02624	0.03353		69.90994	12.53617	0	3.02624	0.0231	0	1.88901	0	0.01367	0.03353
Healthy	43.09291	2.70096	0.1924		43.09291	19.60857	1.64562	2.70096	0.04773	0.48831	0.87702	10.4082	0.34565	0.1924
Healthy	17.59236	52.97984	0		17.59236	0.00199	20.49967	52.97984	0	0	2.35182	0	0	0
Healthy	81.20998	4.11582	0		81.20998	8.27189	0	4.11582	0.02246	0	0	0	0.02363	0
Healthy	33.58074	34.84122	0		33.58074	15.47472	0.01839	34.84122	0.02571	0	0.73366	0	0.03956	0
Healthy	60.12419	8.56108	0.39177		60.12419	4.07278	0.02254	8.56108	9.22372	0.65551	0	0	0.05948	0.39177
Healthy	37.79332	0.13068	0.01428		37.79332	38.91178	7.88279	0.13068	0.03506	0.06024	0.14847	2.88522	0.80227	0.01428
Healthy	21.07674	6.99005	0.1378		21.07674	52.86221	0.82796	6.99005	0.30316	0.67475	4.35286	0	0.16258	0.1378
Healthy	26.16258	13.32832	0		26.16258	0.04346	39.73562	13.32832	0.00079	0	0.29075	0	6.7121	0
D014607	71.40488	0.2205	1.44697		71.40488	10.94119	0.67139	0.2205	2.73074	0	0.13193	0	1.29148	1.44697
