group	Bacteroidia	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Actinomycetia	Gammaproteobacteria	Negativicutes	Verrucomicrobiae	Bacilli	Methanobacteria	Coriobacteriia	Desulfovibrionia
Healthy	64.06727	3.70084	0.03707		64.06727	14.10248	0.11051	3.70084	0.19196	0	0.09398	0	1.3424	0.03707
Healthy	48.80242	0.86857	0.67466		48.80242	9.83999	0.27269	0.86857	0.0852	9.16536	0.03503	0	0.15641	0.67466
Healthy	39.68736	0.31393	0		39.68736	33.52926	1.69776	0.31393	1.41727	2.55681	2.93267	1.41365	0.07942	0
Healthy	3.37609	0	0		3.37609	70.1664	26.4576	0	0	0	0	0	0	0
Healthy	22.54515	0.62955	0		22.54515	52.46052	5.48557	0.62955	4.90607	0	0.88425	0	0.4206	0
Healthy	61.90876	0.80646	0		61.90876	23.88165	0.16703	0.80646	0	0	2.02511	0	0.43065	0
D014607	34.80343	4.60681	0.31452		34.80343	27.50404	0.01871	4.60681	10.8925	0	0.06622	0	0.12092	0.31452
Healthy	65.77098	4.17527	0		65.77098	17.10062	0.46514	4.17527	4.66859	0	0.24015	0	0	0
Healthy	52.17961	1.34659	0		52.17961	35.47692	0.43193	1.34659	0.03451	0.18057	0.72561	0	0.04871	0
Healthy	4.39774	0.02111	0		4.39774	27.87747	10.9024	0.02111	0.20431	0.10792	27.88653	0	8.18426	0
Healthy	49.23491	1.39042	0.34134		49.23491	29.15036	0.13342	1.39042	3.30747	0	0.75085	0.00472	0.23606	0.34134
Healthy	88.84668	0.67394	0.00761		88.84668	2.48315	0	0.67394	3.43749	0	0.27016	0	0.13229	0.00761
Healthy	46.5767	1.73545	0.05704		46.5767	29.10969	3.60287	1.73545	0.19486	0	6.02693	0	1.22039	0.05704
Healthy	8.0179	0	0		8.0179	72.45225	0	0	0	0	0.36672	0.37891	0	0
Healthy	71.53509	0.58142	0.0596		71.53509	19.96364	0.02202	0.58142	0.01468	0	0.29673	0	0.06455	0.0596
Healthy	34.82541	0	0		34.82541	34.62935	0	0	0	0	0	0	0	0
Healthy	23.7146	0.35198	0		23.7146	53.9664	0.89986	0.35198	2.25194	0.42284	1.48064	0	0.90588	0
Healthy	38.55289	58.22321	0		38.55289	0	1.06664	58.22321	0	0	2.09464	0	0	0
Healthy	23.71179	24.87977	0		23.71179	20.56037	0.05056	24.87977	0.00272	0.07371	0.12072	0.04229	0.00789	0
Healthy	65.86083	0.4287	0.02623		65.86083	8.48952	0.11477	0.4287	7.9329	0	0.37468	0	0.03182	0.02623
Healthy	84.82546	0.97105	0.0213		84.82546	8.24743	0.12108	0.97105	0.78001	0	0.00194	0	0.04992	0.0213
Healthy	88.87543	0	0		88.87543	1.71941	0.09213	0	1.16371	4.6295	0	0	0	0
Healthy	7.28936	68.45102	0		7.28936	0	3.17555	68.45102	0	0	0	0	0	0
Healthy	70.25622	0.04885	0		70.25622	17.26085	0	0.04885	1.73952	2.84123	0	0	0	0
Healthy	43.52601	1.28779	0.06803		43.52601	20.47438	1.06755	1.28779	0.76222	2.40184	0.96634	0.34645	0.04591	0.06803
Healthy	18.58328	3.02478	0.18021		18.58328	12.5235	0.79033	3.02478	7.2214	0	29.07578	0	1.41242	0.18021
Healthy	21.84724	0.42698	0.07256		21.84724	51.8003	0.47817	0.42698	0	3.47228	0.25973	0	0.07225	0.07256
Healthy	30.04784	0.02182	0		30.04784	36.7793	2.48129	0.02182	3.77965	4.19116	0	0	0.01643	0
Healthy	70.00135	0.17425	0		70.00135	7.41575	0.36907	0.17425	5.95091	0	0.30214	0	0	0
Healthy	44.99102	2.48842	0		44.99102	23.54391	14.57025	2.48842	2.51346	0	0.43676	0	0.12737	0
Healthy	24.68143	0.12353	0		24.68143	62.83116	0.82962	0.12353	0.60747	0.21299	0.49077	0.08608	0.68768	0
Healthy	66.80106	1.26907	0		66.80106	2.53704	0.18021	1.26907	10.98174	0	0	0	0	0
Healthy	30.74518	1.04012	0		30.74518	27.60436	0.12194	1.04012	0.16673	0	0.43754	0	0.10876	0
Healthy	20.681	0.22372	0		20.681	55.18876	0	0.22372	8.4106	2.48303	0.12098	3.55858	0	0
Healthy	67.23864	0.70667	0.43213		67.23864	3.78633	0.36078	0.70667	0.08622	0	0.36034	0	0.90455	0.43213
Healthy	79.5532	0.6799	0.02068		79.5532	5.49309	1.09861	0.6799	0	3.73739	0.00769	0	0.15301	0.02068
Healthy	77.46103	0.30335	0.08262		77.46103	6.74849	0.6711	0.30335	6.50786	0	0.14078	0	0.18093	0.08262
Healthy	37.48435	0.28696	0		37.48435	41.99058	0.0445	0.28696	0	0	4.6511	0	0	0
Healthy	42.17307	0.79435	0.01653		42.17307	27.55531	0.31078	0.79435	0	4.79499	0.58424	0	0.47721	0.01653
Healthy	69.54745	0.16316	0		69.54745	7.54795	0.4033	0.16316	6.22355	0	0.31823	0	0.00265	0
Healthy	26.3885	0.08638	0.51404		26.3885	13.63051	1.35364	0.08638	0.6022	0.4868	1.11266	0	1.26532	0.51404
Healthy	18.78237	2.07808	0.08455		18.78237	42.63635	4.34104	2.07808	10.6599	0	5.1157	0	3.72011	0.08455
D014607	78.91189	0.64265	0.02659		78.91189	6.97341	0.32852	0.64265	1.80738	8.45053	0.01391	0	0.10419	0.02659
Healthy	77.19162	0.11572	0		77.19162	5.41797	0.05927	0.11572	0.72202	12.5924	0	0	0	0
Healthy	33.92262	0.95105	0.00067		33.92262	36.85695	1.82498	0.95105	10.01809	0	0.55111	0	0.10086	0.00067
Healthy	27.41332	13.544	0		27.41332	28.76911	2.22786	13.544	2.71353	5.3777	3.42563	0	0.52595	0
Healthy	62.32274	0.42812	0.00226		62.32274	26.2803	0.23251	0.42812	0.84436	0	0.07435	0	0.24388	0.00226
Healthy	68.75745	0.06107	0.08344		68.75745	10.03618	0	0.06107	0.38364	0.50525	0.0121	0	0.33413	0.08344
Healthy	36.60658	0.05623	0.05779		36.60658	50.98217	0	0.05623	0	0	0.03721	0	0	0.05779
Healthy	22.21139	1.03095	0		22.21139	46.88372	0.37104	1.03095	6.64794	0.04092	2.00768	0.04421	0.11222	0
Healthy	14.04776	5.89184	0		14.04776	53.12494	9.2484	5.89184	0	0	3.06956	0	5.40087	0
Healthy	79.3563	0	0		79.3563	15.80437	0	0	2.49667	0.3553	0.08617	0	0	0
Healthy	14.44243	2.08779	0		14.44243	1.77442	67.04559	2.08779	0.03055	0	4.11064	0	0.00123	0
Healthy	47.15603	0.80316	0		47.15603	8.12133	4.7669	0.80316	1.32711	1.24863	0.15639	0	0.0728	0
Healthy	19.14718	0.34545	0		19.14718	52.09716	10.79398	0.34545	5.29396	0	0.33876	0	0.50091	0
Healthy	67.53369	0.1497	0		67.53369	7.76639	0.31106	0.1497	6.22044	0	0.24047	0	0	0
Healthy	67.96798	6.20782	0.01482		67.96798	10.13138	0.18811	6.20782	4.38533	0	0.48478	0	0.05353	0.01482
Healthy	39.78159	0.10588	0		39.78159	47.04581	0.24558	0.10588	0.41238	0.06568	1.35608	0	0	0
Healthy	17.42109	0.54752	0		17.42109	36.9452	0	0.54752	4.24328	0.35684	1.7695	0	0	0
Healthy	46.68828	0.45319	0.01124		46.68828	32.24089	0.20547	0.45319	0.20711	0	4.2094	0	0.15254	0.01124
Healthy	33.17284	5.38178	0.13317		33.17284	16.65619	0	5.38178	0.0009	0	0.28255	1.24695	0.13524	0.13317
Healthy	68.79055	0.13697	0		68.79055	23.41688	0.02847	0.13697	3.83576	0	0	0	0	0
D014607	57.32534	3.62579	0.00808		57.32534	21.49436	0.28009	3.62579	0.44233	0	0.04538	0	0.64315	0.00808
Healthy	46.32513	11.02661	0		46.32513	0.0717	14.81937	11.02661	0	0	1.65425	0	2.96233	0
Healthy	45.38947	0.64296	0.20968		45.38947	28.12505	0.23212	0.64296	0.01343	0.02265	0.20809	0.12133	0.83402	0.20968
Healthy	7.18264	0.35498	0		7.18264	21.62037	21.91893	0.35498	0.45372	4.64073	4.0634	27.2102	1.58652	0
Healthy	20.40739	0.90366	0		20.40739	54.17399	4.01656	0.90366	0	2.12082	0.20006	1.33131	0	0
Healthy	71.10958	2.86052	0.06823		71.10958	3.35005	0	2.86052	0	0	0	0	0	0.06823
Healthy	44.66073	0.0125	0.10009		44.66073	11.01785	5.33633	0.0125	17.60929	6.84902	0.23921	0	0.62282	0.10009
Healthy	67.51672	0.76704	0.4126		67.51672	4.35053	0.31983	0.76704	0.08485	0.00874	0.35102	0	0.95895	0.4126
Healthy	47.52177	2.65317	0		47.52177	13.67774	0.96653	2.65317	6.82389	0.2033	0.15939	0.11554	0.34314	0
Healthy	63.18956	2.66211	0.0502		63.18956	22.17427	0.56352	2.66211	4.49228	0.0876	0.0671	0	0.22654	0.0502
Healthy	46.5268	3.49465	0		46.5268	42.17168	3.7193	3.49465	0.63096	0	1.72201	0	0	0
Healthy	83.50859	0.85668	0		83.50859	8.15673	0.66726	0.85668	0.11794	0	0.05218	0	0.05125	0
Healthy	69.61899	0.32819	0.20568		69.61899	8.053	0	0.32819	4.11526	0	0.00254	0	0	0.20568
Healthy	35.45701	3.1137	0		35.45701	42.48772	1.33875	3.1137	3.61554	0.01892	0.26178	0	0.25627	0
Healthy	35.4642	5.04845	0		35.4642	0.41327	13.97841	5.04845	0	0	0.70418	0	0	0
Healthy	81.15904	18.14373	0		81.15904	0.08783	0.56795	18.14373	0	0	0.01304	0	0	0
Healthy	17.74643	1.15826	0.00413		17.74643	38.34354	22.82501	1.15826	2.43364	0	0.4979	0	1.94707	0.00413
Healthy	0.01829	0.00218	0		0.01829	0.05717	42.35684	0.00218	0.09891	0	42.76447	0	0	0
Healthy	22.85559	0.6575	0		22.85559	52.57044	5.49021	0.6575	4.91797	0	0.90651	0	0.42599	0
Healthy	62.06333	0.02868	0.02718		62.06333	8.29801	0	0.02868	0.19137	0.72345	0	0	0.16551	0.02718
Healthy	35.39595	0.05103	0.23466		35.39595	51.76056	0	0.05103	0	0	0.04991	0	0.00477	0.23466
Healthy	35.00133	0.13076	0.05118		35.00133	24.69301	4.47643	0.13076	0.15888	0.76146	10.42845	3.13175	1.32098	0.05118
Healthy	24.18276	0.35944	0		24.18276	59.48359	0.36793	0.35944	1.1389	1.98576	0.39124	0.6898	0.73849	0
Healthy	35.06354	0	0.84778		35.06354	33.73757	3.07708	0	3.51275	0	6.0136	0	5.47963	0.84778
Healthy	34.40887	0.17753	0.00188		34.40887	25.96428	0.16995	0.17753	3.63835	0	2.07157	0	0.15829	0.00188
Healthy	8.96652	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	13.28972	11.33256	0.67525		13.28972	6.33358	0.03174	11.33256	2.62815	43.6798	0.14515	0	1.50723	0.67525
Healthy	30.94194	3.34055	0.34965		30.94194	29.66465	0.00489	3.34055	9.88604	0	1.84246	0	1.28273	0.34965
Healthy	48.29775	0.93853	0.02565		48.29775	23.6992	1.51705	0.93853	0.04572	0	0.09353	0	0.17825	0.02565
Healthy	73.72796	0.40863	0.01315		73.72796	8.17844	0.03824	0.40863	2.57974	0	0.01308	0	0	0.01315
Healthy	84.11875	0.04764	0		84.11875	6.76286	0	0.04764	1.2734	0	0.23776	0	0.04813	0
Healthy	12.37931	0	0		12.37931	26.87428	27.74194	0	2.61997	0	0.75977	0	0.38855	0
Healthy	32.95493	0	0		32.95493	49.63685	10.5561	0	0	0	0	0	0	0
Healthy	39.49502	0.75434	0.11593		39.49502	29.86643	1.34629	0.75434	0	1.58407	0.23671	0.18893	0.13767	0.11593
Healthy	69.04725	0.12904	0		69.04725	8.93031	0.32507	0.12904	6.19504	0	0.28924	0	0	0
Healthy	70.12604	0.20741	0		70.12604	3.60021	0.34637	0.20741	6.01422	0	0.03612	0	0.00895	0
Healthy	19.31718	0.56991	0.01415		19.31718	27.53011	0.52373	0.56991	0.0208	2.74406	3.60792	0.7215	0.20922	0.01415
D014607	63.31837	4.4089	0.29743		63.31837	1.59943	0.42987	4.4089	0.34853	0	0.00041	0	0	0.29743
Healthy	32.49242	0.38791	0.00985		32.49242	38.81676	0.43557	0.38791	2.9922	0.55328	6.67327	0.45909	0.09716	0.00985
Healthy	57.50504	0.33818	0.52681		57.50504	10.22448	0.37463	0.33818	0.51913	8.52608	0	0	0.17142	0.52681
Healthy	39.89908	0.03015	0		39.89908	11.00616	4.31168	0.03015	0.01708	9.31857	0	7.872	1.0771	0
Healthy	52.91409	0.35481	0.3516		52.91409	15.98354	0.17366	0.35481	0	5.41567	0	0	0.17923	0.3516
Healthy	68.77191	0.166	0.0648		68.77191	10.11289	0	0.166	0.35985	0.5814	0.0245	0	0.34022	0.0648
Healthy	45.45746	0.2264	0		45.45746	33.2856	3.37868	0.2264	0.05531	1.05638	0.20363	1.94601	0.51819	0
Healthy	66.03093	0.44553	0.03382		66.03093	8.94356	0.08024	0.44553	7.84332	0	0.35537	0	0.0158	0.03382
Healthy	21.1453	1.568	0.00339		21.1453	49.46732	14.07816	1.568	2.99955	0	0.52938	0	0.85138	0.00339
Healthy	69.13208	0.16446	0		69.13208	7.41066	0.36434	0.16446	6.42925	0	0.31189	0	0	0
Healthy	86.46015	1.67283	0.10717		86.46015	7.69869	0.19247	1.67283	0	0	0.12122	0	0	0.10717
Healthy	21.75481	5.06858	0.18342		21.75481	9.96724	1.41318	5.06858	10.09708	0	22.38885	0	2.95649	0.18342
Healthy	58.04255	0.38078	0.56576		58.04255	10.79432	0.42715	0.38078	0.45275	8.20473	0	0	0.21555	0.56576
D014607	81.55577	0.08351	0.17194		81.55577	5.035	0	0.08351	0.00404	0	0.02245	0	0.04753	0.17194
Healthy	92.24673	4.03448	0		92.24673	2.19671	0.00792	4.03448	0	0.59403	0	0	0	0
Healthy	40.35934	1.90938	0.04717		40.35934	26.88748	1.06139	1.90938	9.68465	0.4233	1.51498	0	0.21786	0.04717
Healthy	39.48581	0.54745	0		39.48581	22.95628	0	0.54745	1.41306	0	10.27353	0.70003	0	0
D014607	93.06876	1.84977	0.05159		93.06876	1.28193	0	1.84977	0.02701	0.03476	0.01112	0	0	0.05159
Healthy	68.32121	0.04401	0.09384		68.32121	10.57875	0	0.04401	0.39964	0.50967	0.02819	0	0.33115	0.09384
Healthy	74.06347	0	0		74.06347	0	0	0	0	0	0	0	0	0
Healthy	6.96398	35.8847	0		6.96398	0.40799	19.46409	35.8847	28.15239	0	2.31048	0	0.19079	0
Healthy	39.1985	0.97126	0		39.1985	33.80219	0	0.97126	1.43581	0	0.08072	0	0.06519	0
Healthy	25.10802	4.02899	0.02415		25.10802	37.75692	6.20661	4.02899	0	0	0.84809	0	6.15057	0.02415
Healthy	62.08988	0.44987	0.01112		62.08988	20.88855	0.12916	0.44987	0.03337	0.00396	1.36384	0	0.32451	0.01112
Healthy	31.9736	0.21398	0		31.9736	1.44962	18.13314	0.21398	0	0	0.0462	0	2.40182	0
D014607	75.30303	5.59532	0.88994		75.30303	7.56125	0.04029	5.59532	0.01583	0	0.04824	0	0	0.88994
Healthy	35.78505	1.95772	0		35.78505	9.05068	0.03534	1.95772	0	0	0.05804	0	0.04012	0
Healthy	87.21806	0.84041	0		87.21806	2.54449	4.32157	0.84041	0.01587	0	0.09543	0	0.00133	0
Healthy	60.10863	11.0407	0		60.10863	15.88753	0.01362	11.0407	0.07562	0	0	0	0.36239	0
Healthy	36.41873	0.41579	0.07159		36.41873	13.28918	1.02043	0.41579	0	6.92065	0.00254	0	0.02785	0.07159
Healthy	13.7984	0.21343	0.02166		13.7984	42.25648	5.67695	0.21343	0.04635	2.29678	0.89389	0	1.59359	0.02166
D014607	65.97419	12.29392	0.60927		65.97419	6.72372	0.15866	12.29392	0.01907	0.18171	0.05923	0	0.2799	0.60927
Healthy	23.37048	0.30909	0.00678		23.37048	43.79257	0.11023	0.30909	0.0215	7.21283	3.26204	0	0.63405	0.00678
Healthy	71.06037	1.00291	0		71.06037	15.6154	0.10367	1.00291	0.01628	0.70978	0.21573	0	0.02431	0
Healthy	20.0404	0.46235	0		20.0404	29.93878	2.42049	0.46235	2.046	2.42903	1.14144	23.0782	0.28597	0
Healthy	50.1858	0.86281	0.17459		50.1858	24.66245	5.89671	0.86281	0.3919	0.16777	0.29875	0	1.3176	0.17459
Healthy	38.26838	0.31953	0.06404		38.26838	38.72004	1.63376	0.31953	0.01904	3.27005	1.19317	5.69836	0.57225	0.06404
Healthy	92.365	0.64798	0		92.365	2.73768	0.16641	0.64798	0	1.90243	0	0	0	0
Healthy	81.22765	4.16845	0		81.22765	8.32207	0	4.16845	0.02263	0	0	0	0.03628	0
Healthy	65.0962	1.61713	0.10964		65.0962	13.98482	0.56679	1.61713	0.41478	0	0.02598	0.19466	0.22143	0.10964
Healthy	6.15386	30.44205	0.13845		6.15386	5.0041	46.0919	30.44205	0.0387	0	0.29091	0	5.49857	0.13845
Healthy	28.92219	0	0		28.92219	7.45679	0	0	0	0	0	24.9923	0	0
Healthy	35.99257	31.67116	0		35.99257	15.06033	0	31.67116	0	0	0.62781	0	0	0
Healthy	24.40406	8.09951	0.01354		24.40406	41.72538	6.03746	8.09951	0.07425	0.96214	0.0938	0	0.89393	0.01354
Healthy	10.84973	0.25654	0		10.84973	46.88441	0.10161	0.25654	6.83929	0.51042	0.30067	1.18571	0	0
Healthy	60.62347	3.03222	0		60.62347	13.93783	0.81501	3.03222	0.36384	5.89208	0.51132	0	0	0
Healthy	0.78649	4.99879	0		0.78649	7.35771	49.85755	4.99879	0.81767	0	0.41678	0	0.0057	0
Healthy	78.72753	0	0		78.72753	9.71682	0	0	0	0	0	0	0	0
Healthy	30.64575	0.02018	0.57923		30.64575	14.5506	0.13732	0.02018	2.558	22.9272	0.33415	2.25233	0.3458	0.57923
Healthy	41.73987	0.43975	0		41.73987	18.88532	25.98444	0.43975	1.07244	0	0.50355	0	0.16564	0
Healthy	88.13317	1.5694	0.10572		88.13317	6.72009	0.20082	1.5694	0	0	0.10114	0	0	0.10572
Healthy	3.3361	1.69495	0		3.3361	0.02311	27.89156	1.69495	0.43164	0	3.37898	0	1.13505	0
Healthy	64.70968	0.48244	0.01923		64.70968	8.50174	0.07001	0.48244	8.04269	0	0.40066	0	0.02958	0.01923
Healthy	77.41273	0.13935	0		77.41273	8.97402	0.1149	0.13935	0	0	0.0296	0	0.04571	0
Healthy	21.31408	0.87193	0		21.31408	54.71773	0	0.87193	9.88296	3.03715	0.08621	2.85438	0	0
Healthy	53.36596	1.38251	0.03201		53.36596	31.26008	0.0147	1.38251	0.00062	0.27013	2.70039	0	0.43843	0.03201
Healthy	2.09168	0.56112	0.00575		2.09168	24.03878	65.25721	0.56112	1.82466	0	0.15737	0	0.03721	0.00575
Healthy	69.39796	0.10054	0.0474		69.39796	9.99869	0.00165	0.10054	0.38749	0.60698	0.02661	0	0.34668	0.0474
Healthy	64.27322	0.17379	0.08784		64.27322	16.29871	0.91937	0.17379	0	0	0.0753	0	0.28187	0.08784
Healthy	48.43001	4.75661	0		48.43001	27.65397	3.32385	4.75661	0.04483	1.10837	0.22474	0.72763	0.60245	0
Healthy	34.22241	7.16063	0		34.22241	40.43964	4.99832	7.16063	1.40372	0.00206	0.20231	0	1.55057	0
Healthy	55.54094	2.75317	0.13371		55.54094	22.10962	1.30857	2.75317	3.13238	0.16075	0.11958	0	0.18146	0.13371
Healthy	61.65429	0.04937	0		61.65429	24.05142	0.02814	0.04937	0.53028	0.02062	4.38607	0	0.15775	0
Healthy	65.64788	0.06731	0.00392		65.64788	25.06785	0.01998	0.06731	0	0	0.05953	0	0.9778	0.00392
Healthy	19.28264	1.47699	0		19.28264	51.8272	13.74348	1.47699	2.2472	0	1.46741	0	0.51167	0
Healthy	64.5609	1.60914	0.05159		64.5609	19.59962	2.01114	1.60914	0.19816	0	0.16891	0	1.52358	0.05159
Healthy	24.24937	0	0		24.24937	17.35532	0.33335	0	17.3349	1.5579	0	3.75888	0.12359	0
Healthy	4.78083	0.16342	0		4.78083	0.29139	0.65866	0.16342	0	0	0	0	0.3354	0
Healthy	58.12382	0.30512	0		58.12382	28.1777	0.56928	0.30512	0	0	2.0292	0	0.89723	0
Healthy	32.85371	2.51489	0		32.85371	12.18149	0.17647	2.51489	1.86002	8.81852	2.00046	0	0.19184	0
Healthy	68.16366	0.16686	0		68.16366	7.39279	0.34587	0.16686	6.32995	0	0.34117	0	0	0
Healthy	58.90129	0.44807	0		58.90129	9.79519	0	0.44807	0	0	0.48854	0	0.02065	0
Healthy	42.58631	1.36325	0.0426		42.58631	37.79932	0.72328	1.36325	1.18345	4.41413	1.64572	0	0.33962	0.0426
Healthy	21.49334	7.27371	0.13475		21.49334	52.30027	0.79982	7.27371	0.28531	0.62741	4.19663	0	0.12982	0.13475
Healthy	0.03129	45.00941	0		0.03129	0.01299	52.21033	45.00941	0.03009	0	0.68095	0	0.19757	0
Healthy	88.19624	0.416	0.00545		88.19624	1.08261	0	0.416	1.14664	0	0	0	0	0.00545
D014607	80.20825	1.2414	0.07618		80.20825	5.90955	0.40237	1.2414	1.04089	0.01731	0.02802	0	0.05421	0.07618
Healthy	13.27934	9.97641	0.55699		13.27934	6.17547	0.02221	9.97641	2.69129	43.6515	0.13699	0	1.38317	0.55699
Healthy	13.13673	0	0		13.13673	32.6469	0	0	0	0	7.28847	0	0	0
Healthy	70.07902	3.13358	1.36988		70.07902	11.86641	0.7943	3.13358	0	0	0.28701	0.02974	0.57097	1.36988
Healthy	59.69502	0.96162	0.0419		59.69502	20.63313	0.0893	0.96162	0	0	0.01747	0	0.10029	0.0419
Healthy	40.48576	0.20747	0.13498		40.48576	41.60011	0	0.20747	0.01971	0	0.00355	0	0.00301	0.13498
Healthy	40.69063	0.03153	0		40.69063	45.36671	0.28995	0.03153	0.3249	0.11208	1.04134	0	0	0
Healthy	40.68938	1.38955	0		40.68938	37.39783	0	1.38955	3.35313	6.26075	0.00339	0	0	0
Healthy	60.29276	0.35723	0.81543		60.29276	6.42659	1.84874	0.35723	0	4.73887	0	0.22575	0.186	0.81543
D014607	55.80445	20.40879	0.01829		55.80445	5.16507	0.10482	20.40879	0.00033	0	0	0	0.4725	0.01829
Healthy	48.26803	2.99475	0		48.26803	15.00724	1.21546	2.99475	6.93107	0.21161	0.0844	0.1768	0.36848	0
Healthy	9.86283	2.06096	0.00308		9.86283	31.63977	11.95623	2.06096	2.01558	0	23.52659	1.52347	1.4129	0.00308
Healthy	63.58903	3.04508	0.45437		63.58903	27.29555	0	3.04508	0	0	0.069	0	0.05482	0.45437
Healthy	64.88079	0.01673	0		64.88079	21.73906	0.00302	0.01673	0	0.4425	0.6651	3.94462	0.00088	0
Healthy	67.28859	3.23491	0.06397		67.28859	13.21747	0	3.23491	0.07934	0	0.30326	0	0	0.06397
Healthy	43.37371	1.55969	0.02125		43.37371	33.08607	0	1.55969	0.97535	4.52563	0.05801	2.01869	0	0.02125
Healthy	36.02107	12.40094	0.15063		36.02107	25.71676	0.16872	12.40094	0.80034	6.82668	0	1.14621	0	0.15063
D014607	78.02541	1.00313	0.68732		78.02541	5.27492	0.11239	1.00313	0.00203	0	0.01371	0	0.0151	0.68732
Healthy	1.93236	0	0		1.93236	46.92986	0	0	1.13551	0	4.53954	33.9196	5.08039	0
Healthy	34.03976	1.18745	0		34.03976	39.73043	0.71655	1.18745	6.2162	0	0.41503	0	0.16436	0
Healthy	21.74088	0.1202	0.00636		21.74088	53.12138	0.01562	0.1202	0.79565	0	1.38981	0	0.04421	0.00636
Healthy	92.29603	4.73614	0		92.29603	2.0634	0	4.73614	0	0.60661	0.0131	0	0	0
Healthy	20.81488	8.62087	0		20.81488	16.8256	16.54797	8.62087	1.37441	1.60876	1.14024	0	5.92399	0
Healthy	63.42071	0.21284	0.08158		63.42071	16.20425	0.95842	0.21284	0.03362	0	0.06224	0	0.26987	0.08158
Healthy	42.96631	0.15343	0		42.96631	38.36231	0.4817	0.15343	1.61571	0	0.49265	0	0.14199	0
Healthy	50.37125	0.49201	0		50.37125	31.17602	4.10807	0.49201	1.59026	0	0.40449	0	0.03397	0
Healthy	77.58969	0.27784	0.01635		77.58969	12.60936	0.0207	0.27784	3.03992	0	0.38506	0	0.43842	0.01635
Healthy	54.08505	2.41618	0		54.08505	0.00431	23.37874	2.41618	0.10628	0	0.18306	0	0.83312	0
Healthy	59.9376	0	0		59.9376	22.60556	3.81698	0	0	0.99286	0	0	0.71866	0
Healthy	43.99451	1.95264	0		43.99451	24.54867	4.36566	1.95264	0.88216	0	0.08839	0	0	0
Healthy	66.58231	12.2442	0.01825		66.58231	1.51487	0.0243	12.2442	8.77001	0	0.17975	0	0.29713	0.01825
Healthy	11.37453	0	0		11.37453	64.72504	0	0	5.15414	0.12715	0	2.31774	0	0
Healthy	45.65244	0.42364	0.00551		45.65244	23.43971	0	0.42364	0.01652	0	4.91841	0	0.14119	0.00551
Healthy	4.69747	0.03762	0		4.69747	29.16104	9.92449	0.03762	0.17115	0.12461	29.06302	0	7.33114	0
Healthy	60.11791	0.19764	0.92989		60.11791	6.22254	2.12211	0.19764	0	4.48843	0	0.22399	0.15925	0.92989
Healthy	67.49187	11.83987	0.03034		67.49187	1.65938	0.05038	11.83987	8.33826	0	0.15445	0	0.21648	0.03034
Healthy	67.63196	1.3045	0		67.63196	1.03228	18.36886	1.3045	1.25216	0	0.01906	0	0.04734	0
D014607	83.47391	0.10674	0.01147		83.47391	5.85809	0.3129	0.10674	0.46715	0	0.05721	0	0.22488	0.01147
Healthy	70.17776	0.46365	0.10993		70.17776	9.78051	4.03374	0.46365	2.84278	0.14576	0	0.07584	0	0.10993
Healthy	33.84269	1.89298	0.03176		33.84269	30.94651	3.77549	1.89298	1.06924	0	2.41692	2.19226	0.1778	0.03176
Healthy	67.15064	0.96304	0		67.15064	2.4219	0.1602	0.96304	11.06734	0	0	0	0	0
Healthy	67.94477	6.29351	0		67.94477	9.68118	0.19955	6.29351	4.20179	0	0.43472	0	0.05029	0
Healthy	0.60162	20.68714	0		0.60162	8.56053	0.003	20.68714	0.00283	0	0.19742	1.21267	0	0
Healthy	42.29055	3.66981	0		42.29055	35.12437	2.9115	3.66981	0.02117	0.04075	0.37534	0	1.17245	0
Healthy	66.57364	0.91601	0		66.57364	2.55343	0.20225	0.91601	11.11832	0	0	0	0	0
Healthy	64.0291	1.6389	0.20433		64.0291	15.68346	0.54552	1.6389	0.36923	0	0.01752	0.17934	0.25172	0.20433
Healthy	27.92004	0	0		27.92004	35.22536	0	0	1.88789	2.7012	6.09692	2.85895	0	0
Healthy	40.70462	8.30302	0		40.70462	37.61435	0.2743	8.30302	0.88591	0.71458	0.52824	0	0	0
D014607	86.82025	1.23259	0		86.82025	8.36318	0	1.23259	0.0408	0	0.04728	0	0.04751	0
Healthy	87.34147	0.04368	0		87.34147	1.85045	0	0.04368	3.6179	0.92836	0	0	0.00675	0
Healthy	74.65231	0.4627	0.05945		74.65231	7.91941	0.0381	0.4627	2.65064	0	0.03033	0	0	0.05945
Healthy	74.32335	0.42792	0.05948		74.32335	7.8479	0.02333	0.42792	2.77596	0	0.03817	0	0	0.05948
Healthy	81.44009	0.35876	0.07416		81.44009	9.31799	0.5719	0.35876	0	0	0.1137	0	0	0.07416
Healthy	1.90822	3.95611	0		1.90822	73.86581	0.15123	3.95611	0.1214	0.25093	12.75819	0.03388	1.6717	0
Healthy	8.15611	0	0		8.15611	56.83788	0	0	0	2.3946	0	0.23581	0	0
Healthy	3.18355	0	0		3.18355	0	36.67437	0	1.51617	0	1.75162	0	0	0
Healthy	7.35224	0.02933	0.00538		7.35224	53.39259	0.79605	0.02933	0.70861	0	4.84982	0.39922	0.23896	0.00538
Healthy	6.09896	0.14521	0		6.09896	65.88694	0	0.14521	0.75493	0	8.01717	9.40243	7.42975	0
