g	Streptococcus	Ruminococcus_C	Clostridium_A	Muricomes	Anaerotruncus	Bilophila	Adlercreutzia	Gordonibacter	Eggerthella	Rothia	Dialister	Methanobrevibacter_A	Sutterella	Phascolarctobacterium	Desulfovibrio
Healthy	-1.29679462930451	-5	-5	-5	-5	-5	-5	-5	-1.74569366766871	-0.97571962395292	-5	-5	0.137388929503413	-5	-5
Healthy	-1.08092190762393	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.361271198371941	-5	-1.87160073128219	-5	-5	-1.86870220340238	-1.68973163336755	-5	-5	-5	0.694659592007766	-5	-5	-5	-5
Healthy	-0.447672540658449	-0.56423524073962	-5	-5	-5	-0.921760746190334	-1.80106813006779	-5	-5	-1.0909255985991	-5	0.156739908263137	0.136174978971769	-5	-5
Healthy	-1.39115317767359	-0.774561483194504	-5	-5	-5	-5	-2.36653154442041	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.81616096294358	-0.768581386091697	-1.07774177656703	-5	-5	-2.28567024025477	-1.77391588402418	-5	-5	-5	1.37675045771123	-5	-1.15951751278656	-5	-5
Healthy	-0.23489796175784	-0.591946685702019	-2.1007268126824	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.781618245160569	0.514187683544987	-5
Healthy	-5	-1.00992766530785	-5	-5	-5	-1.95311480916229	-5	-5	-5	-5	-0.098743342680482	0.955537188035329	-5	-5	-5
Healthy	-0.86566348905132	-5	0.152450409968056	-5	-5	-1.18039026724841	-5	-5	-5	-5	-5	-5	-1.2444300193712	-5	-5
Healthy	-1.98632030270881	-5	-1.48095996135166	-1.37737157387067	-5	-1.16755495882589	-5	-0.841275746549469	-2.06550154875643	-5	0.394287038003634	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.739639579738864	-5	-5	-5	-5
Healthy	-0.089791949041834	-1.04411991377462	-1.65169513695184	-5	-5	-1.62893213772826	-0.928081189636194	-1.1714689933549	-2.32422165832591	-5	0.428986342586245	-5	-5	-5	-5
Healthy	-0.709653699346067	-5	-1.38605252321965	-5	-5	-5	-1.3804892791615	-5	-5	-5	-5	-0.16878952312809	-5	-5	-5
Healthy	-5	-5	-0.527726368388884	-5	-5	-1.98088370955293	-5	-5	-5	-5	0.902699489320145	-5	-5	-5	-5
Healthy	-0.927566274031612	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0517288877908125	-5	-5	-5	-5
Healthy	-1.4891869894875	-0.896059514916979	-5	-1.2177424263367	-5	-1.07139934015548	-0.558116423013296	-5	-5	-5	-0.439173119928072	-5	-5	-5	-5
Healthy	-0.970859820235678	-1.44940479251067	-5	-2.95860731484177	-2.37986394502624	-5	-1.26712395863729	-2.3840499483436	-5	-5	-5	-5	-5	0.551653678232722	-5
Healthy	1.51060465458127	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-0.885756086311092	-5	-5	-5	-5	-5	-5
Healthy	-2.77989191195994	-5	-5	-1.29413628771608	-5	-5	-5	-5	-5	-5	-5	0.527519057868681	-2.84466396253494	0.981252160655115	-1.00235154510379
Healthy	-1.65013991780767	-5	-2.21824462534753	-1.68697688967676	-2.30016227413275	-2.04866248120408	-1.71737788712194	-2.30277065724028	-2.40230481407449	-2.00348832784582	-0.077539246537544	-5	0.147382573846099	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.15620680167409	-1.76170293212461	-0.645776276735149	-0.872441697995367	-2.88605664769316	-1.45892023222337	-5	-5	1.2547029647686	-5	-5	-5	-5
Healthy	0.100353310867599	-5	-1.39415646094191	-2.83564714421556	-2.05453141486818	-5	-1.49322446339336	-1.69164905141327	-5	-2.20690839982342	-5	-5	-0.605548319173784	-5	-5
Healthy	-5	-5	-5	-1.18655245573518	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.87712907713556	-5	-5	-1.09253489323414	-5	-5	-0.172876379597257	-5	-5	-5	-5	-5	0.866349376721884	-5	-5
Healthy	-5	-5	-5	-5	-2.21041928783557	-5	-1.74714696902011	-5	-5	-5	-5	-1.14284849731251	0.278293919916216	-5	-5
Healthy	-0.541407471023984	-5	-0.820304616675493	-5	-5	-5	-5	-5	-5	-5	0.727057082336669	0.119846207596631	-0.315379021973032	-5	-5
Healthy	-1.53106219433454	-1.12389767862221	-2.23582386760967	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.15199572850273	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.904751780043861	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.50045037409485	-0.543709899117309	-5	-5	-5	-5	-5	0.123152288561686	-5	-5	-5	-5
Healthy	-3.0268721464003	-3.50863830616573	-1.79344395590097	-2.77728352885242	-5	-1.5217221680804	-5	-5	-5	-5	-5	0.224525293404538	-5	0.372143947946261	-1.19368433019189
Healthy	-0.597773018470674	-5	-1.57446577950174	-2.54975089168064	-5	-1.37150889503288	-5	-5	-5	-5	1.19599396982184	-5	-0.606846135091768	-5	-5
Healthy	-2.42481215507234	-5	-5	-5	-5	-5	-1.58821199545613	-5	-5	-5	-5	-1.23040115161255	0.268165945520408	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.95124754230051	-1.48043449911949	-5	-5	-5	-5	-0.790109831318742	-5	-5	-0.177622672503674
Healthy	-1.20593041601837	-5	-1.876801924968	-5	-5	-1.93070198788447	-5	-5	-5	-5	0.871540245483621	-5	-0.0881129631351027	-5	-5
Healthy	-1.0893755951108	-5	-5	-5	-5	-5	-5	-5	-3.1249387366083	-1.69572494952287	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-0.81599035029872	-5	-5	-5	-5	0.469565780267824	-0.0839094315423509	-5	-5
Healthy	-1.00213327376086	-5	-1.32303218570524	-2.45717457304082	-5	-1.94923368876696	-5	-5	-5	-5	-5	0.331641859896777	-5	0.397422020867508	-0.280768181157771
Healthy	-5	-5	-1.25813960593474	0.417151043943375	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.66554624884907	-1.14898639317633	-5	-2.71219827006977	-5	-5	0.78879460494583	-5	-5	-5	-5
Healthy	-0.450996737974212	-0.661603275803738	-5	-5	-2.61083391563547	-5	-1.42736070295719	-5	-5	-5	0.842171604770638	-2.54060751224077	0.381627624850841	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-0.310016687746741	-5	-5	-5	-5	-5	-5	-5	0.792461030984377	-5	-5	-5	-5
Healthy	-3.07058107428571	-1.6017126946426	-5	-1.20252471246267	-5	-5	0.134839841390636	-1.28525123927494	-2.30803489723264	-1.57202728639179	-2.46597389394386	-5	-5	-5	-5
Healthy	-0.77614078466937	-2.88272870434424	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.998352808653962	0.585520511387351	-5
Healthy	-0.897669219898456	-5	-0.683191247946978	-0.953270777733513	-5	-1.02798240132598	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.59067565339593	-5	-1.91044811711355	-5	-5	-2.89619627904404	-0.444772501071782	-5	-2.61978875828839	-1.47873112440161	0.424625229249041	-1.09119340059433	0.778749440786286	-5	-5
D016640	0.404755057740503	-0.826930336362732	-5	-0.55209810125028	-0.313631896526964	-5	-5	-5	-1.64897714741588	-1.01958753839311	-0.029462522413204	-5	-5	-5	-5
Healthy	-1.53061986415007	-5	-1.62764041747568	-5	-5	-1.15976840504189	-5	-5	-5	-5	-5	-0.378605586791193	0.427468256564057	-5	-0.596004904736319
Healthy	-1.24972308484601	-0.964770443649788	-0.718921159271062	-5	-5	-5	-0.831384677788983	-5	-5	-5	-5	0.6619810721001	-5	-5	-5
Healthy	-0.667137552504174	-5	-0.408501315494182	-5	-0.415476552392486	-2.88605664769316	-5	-5	-5	-5	0.50848797082851	-5	-5	-5	-5
Healthy	-0.650994599056933	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.490509079884443	-5	-5
Healthy	-5	-5	-1.62251161662387	-5	-1.04387961360698	-1.65208481349831	-5	-2.08830984124614	-5	-5	0.962500977511545	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.817870785947	-5	-5	-5	-5	-5	0.519573377976217	-5	-5	-5	-5
Healthy	-0.215254363432219	-5	0.0702521888640629	-1.20481541031758	-1.50501102631683	-1.19935164463601	-0.447465620734905	-5	-2.7281583934635	-1.22577509513108	-5	-5	-5	-5	-5
Healthy	-0.402985302926542	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.774048843336819	0.68756730585185	-1.65698550284923	-5	-5
Healthy	-1.97798426018228	-5	-0.697344446049281	-0.911722124004065	-2.52724355068279	-5	-5	-5	-5	-5	-0.162822062995818	-5	-2.12901118623942	-5	-5
Healthy	-0.176832363118227	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.541128491984598	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.42627046209823	-5	-0.299659788889474
Healthy	-0.976788707671111	-5	-5	-5	-5	0.163283652224217	-5	-5	-5	-5	-5	-1.73376830331011	0.480702407433167	-5	-5
Healthy	-1.33264045381691	-5	-5	-5	-5	-5	-1.64646844092224	-5	-5	-5	0.485742714905	-5	-5	-5	-5
Healthy	-0.0331311396066249	-5	-5	-5	-5	-5	-5	-5	-2.1505805862031	-0.470608148623589	-5	-5	-5	-5	-5
Healthy	-1.32615002265705	-5	-5	-5	-5	-5	-2.00700490156866	-5	-5	-5	-5	-5	0.028811105683365	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0916758607238209	-5	-5	-5	-5
Healthy	-5	-5	-0.625618301949118	0.0310406732310974	-5	-1.1329451995233	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.86232946276324	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0928198228096946	-5	-5
Healthy	-2.37263414340727	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.58888558144909	-0.495733079505996	-0.68822495436426	-5	-5	-2.11294562194904	-2.33629907461035	-5	-5	-5	-5	-1.16045910703103	0.400221866851549	-5	-5
Healthy	-2.67571754470231	-5	-5	-5	-5	-5	-1.25908492351872	-5	-5	-5	-5	-5	0.899667323710202	-5	-5
Healthy	-0.923869505456994	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.836944725837915	-5	-5	-5	-5
Healthy	-0.709275519980777	-5	-5	-5	-5	-1.88306035344924	-5	-5	-5	-0.379936854296336	-5	-5	-0.726327538057394	-5	-5
Healthy	-0.454556801172722	-5	-5	-5	-5	-1.97757162881451	-5	-5	-5	-5	-5	-1.06233168560099	-5	0.245199171742575	-5
Healthy	-2.30980391997149	-5	-5	-5	-5	-1.0445527894223	-5	-5	-3.50863830616573	-5	-0.365704143609845	-5	-5	-5	-5
Healthy	-5	-1.43521561549601	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.159110121750101	0.177799017235637	-5	-5
Healthy	-0.719489920296724	-5	-5	-5	-5	-5	-5	-5	-1.85667287000795	-2.60730304674033	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.55752023093555	-5	-5	-5	-5	-5	0.420348582506839	0.688127821011741	-0.176343222931775	-5
Healthy	-0.303110900621939	-5	-0.639633826946731	-5	-5	-5	-0.157378280842249	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.4847886956722	-1.95979337242529	-5	-1.31668273807812	-5	-5	-1.542269451754	-5	-5	-5	-1.55268689117643	-5	-5	-5	-5
Healthy	-1.05933412752417	-5	-0.320826576368277	-5	-5	-5	-0.360294426582816	-5	-5	-1.998266287191	0.453813520357498	-5	0.219754753049677	-5	-5
Healthy	0.101905095401228	-1.24695343837347	-0.814996443508195	-1.5431786519784	-1.43156358558311	-0.989403263793475	-0.169520399753746	-2.23136189875239	-1.73541827076192	-1.81815641205523	0.211907754009335	-5	-5	-5	-5
Healthy	-0.550043600056458	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0227475168038945	-5	-5	-5
D016640	-0.848783421143544	-1.67778070526608	-1.99054910420131	-2.75448733218585	-1.51584257563462	-1.94923368876696	-1.17314805217936	-1.64282774227697	-5	-1.02594909720712	-5	-5	0.467565191913331	-5	-5
Healthy	-1.00819820115536	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.651928900920112	-5	-5
Healthy	-0.895103370051034	-5	-5	-5	-5	-5	-5	-5	-5	-2.79860287567955	-5	-5	-5	-5	-5
Healthy	-0.619300451617283	-0.450494032598902	-1.16845014800424	-5	-5	-2.64016451766011	-2.21467016498923	-5	-5	-5	0.958916335686518	-5	-5	-5	-5
Healthy	-0.973630188426282	-5	-1.84649001069916	-5	-5	-5	-5	-5	-5	-5	-5	-0.796722279107583	-5	-5	-5
Healthy	-1.43997375108711	-0.386274428214076	-0.704344950567414	-0.676603502868124	-1.07345177536438	-1.50182733936346	-0.489951226767546	-1.25095973129654	-3.08618614761628	-5	-2.95467702121334	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.28149831113273	-5	-5	-5	-5	-5	0.48867337326865	-5	-5	-5	-5
Healthy	-2.59006687666871	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.728514481832661	-5	-1.35418488170336
Healthy	-0.244498645761018	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.990846668092291	0.89543304412519	-5
D016640	-0.30977733132734	0.69360121390057	-0.574759320899801	-2.01010543628123	-5	-2.20134935455473	-1.77754366332075	-1.81304366453459	-3.45593195564972	-1.99267904707726	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.809113070713809	-5	-5	-5	-5
Healthy	-1.10391491457671	-0.999002269642206	-0.885589197602163	-5	-1.47404865875199	-5	-5	-5	-5	-5	0.492690561149542	-5	-5	-5	-0.192769490687508
Healthy	-0.69535870170533	-5	-1.29705275381844	-5	-5	-2.11463877996849	-5	-5	-5	-5	-5	-0.283554235492541	-5	0.0503836235147818	-0.321417892693013
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.982149975570394	-5	-5	-5
Healthy	-5	-5	-0.139093290418201	-5	-5	-5	-5	-5	-5	-5	1.26398407472356	-5	-5	-5	-5
Healthy	-0.697690721630015	-5	-5	-5	-5	-1.8965383779053	-5	-5	-5	-5	0.88986619849781	-5	-0.819501376767988	-5	-5
Healthy	-1.90483064856824	-0.424269625980045	-1.22482661457521	-1.98464024459079	-1.56783273055741	-0.499393077934013	-1.76853040956932	-5	-5	-5	-5	-5	-0.264337238161877	-5	-5
Healthy	-1.84254323186577	0.406228398388234	-2.16178077809237	-1.57024771999759	-0.882994003364033	-1.42365864979421	-0.20518443897439	-2.43297363384094	-1.40815658877522	-5	0.640422798287785	-5	0.0247154792004151	-5	-5
Healthy	-0.731749744553051	-5	-5	-5	-5	-1.34572717290229	-5	-5	-5	-5	0.885089135280196	-5	-0.690710589344743	-5	-5
Healthy	0.758820332865122	-5	-5	-5	-5	-0.289442637323778	-5	-5	-5	-5	-5	-5	-5	0.531624509020661	-0.262839174906318
Healthy	-1.06449273417529	-5	-5	-5	-5	-5	-5	-5	-5	-1.69918720588188	-5	-5	-5	-5	-5
Healthy	0.166071754497459	-5	-0.259463627447291	-5	-5	-2.58502665202918	-0.376233999866069	-1.11182050608168	-2.78251605578609	-2.27164621797877	-5	-5	-5	-5	-5
Healthy	-0.85949195696182	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.587596484719413	-5	0.453325986009343	-0.539222393811746
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.186519090815107	-5	-5
Healthy	-1.56639015667628	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.251353463504322	-5
Healthy	-0.0840991419229599	-5	-5	-5	-5	-5	-0.872992442628673	-5	-5	-5	-5	0.151308548182018	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.473416893368712	-5	-5	-5
Healthy	-0.415171431421026	-5	-1.34428545038129	-5	-5	-5	-5	-5	-0.532628712352521	-3.03621217265444	-5	-5	-2.15552282425432	-5	-5
Healthy	-2.03621217265444	-5	-0.797103191470471	-5	-1.31984585826563	-1.12412880927263	-0.693789491832238	-1.30311962831724	-2.12959609472097	-5	-5	-1.13188479467278	-5	-5	-5
Healthy	-0.273965933512936	-1.35625131454047	-1.16329620091027	-2.20273245916928	-2.30016227413275	-2.55129368009492	-5	-5	-5	-2.3045183235098	0.302294122507683	-5	-5	-5	-5
Healthy	0.218162492495097	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.14200450443908	-0.911261634726002	-3.69897000433602	-5	-2.17005330405836	-1.1266793981846	-0.719080337290663	-5	-1.86870220340238	-5	0.892982328113003	-5	-3.44369749923271	-5	-5
Healthy	-5	-1.78383409771401	-2.85387196432176	-1.84284556009372	-1.5320960534772	-2.29670862188134	-5	-2.80410034759077	-2.76955107862173	-5	0.0745019385351863	-5	-5	-5	-5
Healthy	0.732353545509138	-5	-5	-5	-5	-0.393264034201581	-5	-5	-5	-5	-5	-5	-5	0.532003585378809	-0.290111271103995
Healthy	-5	-5	-5	-5	-5	-1.5655907924125	-5	-5	-5	-5	0.637284541949904	-5	-5	-5	-5
Healthy	-1.58103616929638	-0.0252166703381927	-5	-5	-5	-3.74472749489669	-3.2839966563652	-5	-5	-5	-5	0.686979280027012	-5	-5	-5
Healthy	-1.4414114168918	-0.812704945306262	-5	-1.61172113654036	-5	-2.21968268785985	-5	-5	-5	-5	-1.23724643506663	-5	-5	-5	-0.322913417426131
Healthy	0.156930581444335	-0.322128536671089	-2.72353819582676	-5	-2.48412615628832	-5	-5	-5	-5	-2.17392519729917	-5	-5	-1.96657624451305	0.391436198532488	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.56224943717961	0.217436564049643	-5	0.848764099386532	-5
Healthy	-1.7854210464295	-5	-0.971347426366881	-5	-5	-2.05551732784983	-5	-5	-5	-5	0.853586886738549	-5	-5	-5	-5
Healthy	-1.4000078224159	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.575461362845946	-5	-5	-5	-5
Healthy	0.0962598219989021	-5	-5	0.0356658341313954	-1.05472841849229	-5	-5	-5	-2.01818139282934	-1.99783393824349	-5	-5	-5	-5	-5
Healthy	-1.74088415581493	-5	-5	-5	-1.41555569283482	-5	-1.48109142630859	-5	-5	-5	-0.506653499633282	-0.741290899430173	0.154889365263144	-5	-5
Healthy	0.500322940782569	-5	-1.34342270860389	-5	-5	-1.30927245612963	-2.34582345812204	-5	-5	-5	-5	0.915724774862234	-1.7851561519523	-2.37468754903833	-5
Healthy	-0.79317412396815	-5	-5	-5	-5	-1.42239332263746	-5	-5	-5	-5	0.887649364936304	-5	-0.755030539863802	-5	-5
Healthy	-0.178211440023786	-0.722207481068558	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.768180630424586	0.523777672479535	-5
Healthy	-5	-5	-5	-5	-5	-1.23912536194781	-5	-5	-5	-5	0.430352450787588	-1.21581079461904	-5	-5	-1.63264407897398
Healthy	-5	-5	-5	-2.20620961530918	-5	-1.85047298624565	-0.283137270060627	-2.1232050237993	-2.12436006299583	-5	-5	-5	-0.207048291749868	-5	-5
Healthy	-1.45717457304082	-5	0.519929011256336	-2.2335871528876	-2.7281583934635	-5	0.476024000024379	0.30048461379044	-2.19997064075587	-5	-5	-5	-2.86646109162978	-5	-5
Healthy	-1.13792828062001	-5	-5	-5	-5	-5	-5	-5	-2.09366495819491	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.759600618253904	-5	-5
Healthy	-1.89859664944467	-0.88193377828599	-5	-5	-5	-1.71579493229821	-5	-5	-5	-5	-5	-0.151090736378137	0.78042965240054	0.216421915351834	-5
Healthy	-0.445898667878763	-5	-5	-5	-5	-5	-1.27051123082044	-5	-5	-5	-5	0.897185425685675	-5	-5	-5
Healthy	-1.08055578953476	-5	-1.35349824996839	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.86518562967954	-5	-1.46559310086212	-1.36744148546733	-5	-1.15552282425432	-5	-0.81315662967553	-1.75153628244897	-5	0.421641761483437	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.847803417665791	-5	-5	-5	-5	-5	-0.624372959745979	-5	-5	-0.243052163486323
Healthy	-0.344064808845255	-5	-0.0522526797731903	-0.513612031658209	-5	-5	-1.35981680807866	-5	-5	-5	-5	0.833097366083544	-5	-5	-5
Healthy	-1.80024482274653	-5	-0.893877125993346	-5	-1.3601152580837	-1.15857795559764	-0.796097218889939	-1.29311160501838	-2.14508697769214	-5	-5	-1.15732836623921	-5	-5	-5
Healthy	-5	-5	-1.47586362340743	-5	-1.7281583934635	-1.09258863922541	-2.11975822410452	-1.88239730830992	-5	-5	-5	-5	-5	-5	-5
D016640	-0.102889971849922	-0.595730891094576	-0.463454182451564	-5	-5	-1.85480359388582	-1.44165149123838	-5	-5	-2.90308998699194	-5	0.395983018062525	-5	-5	-5
Healthy	-1.38101107963507	-5	-5	-5	-2.3840499483436	-1.1120452961912	-1.6267201067225	-5	-5	-5	-5	-2.47108329972234	-5	-5	-5
Healthy	-0.58870024113083	-5	-0.291494119044763	-5	-1.02641037657274	-1.24481141439167	-1.82915179635669	-5	-5	-5	-5	-5	-5	-5	-0.0213402426303623
Healthy	-5	-5	-0.420204974731411	-5	-5	-1.40804544495326	-5	-1.36411431471873	-5	-5	-5	-5	0.536602627262366	-5	-5
Healthy	0.360440039262463	-5	-5	-5	-5	-5	-5	-5	-1.12360893818081	-5	-1.59877183250189	-5	-5	-5	-5
Healthy	-0.177243667048609	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.570003238948089	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.103110185571601	-1.02017856996977	-1.97510403989251	-5	-5	-1.71466777235612	-0.9741618357703	-0.991186990947911	-2.05601112492623	-5	0.402735837164292	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.428061865324955	-5	-0.321126682502086
Healthy	-0.217692238360492	-1.04546805737309	-0.98443069357012	-1.46243274284732	-2.15676722190199	-0.757110877810645	-0.512380913063612	-1.80327127737671	-1.5054280157698	-5	0.498420836797279	-0.618181228374266	-0.98653076769083	0.102124855734526	-5
Healthy	-5	-5	-5	-5	-5	-1.1919917000896	-5	-5	-5	-5	-5	-5	0.00217902557740399	1.01827639694972	0.462228739829449
Healthy	-1.35251922682632	-2.29073003902417	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.538531487694474	-0.104058379028824	-5	-5
Healthy	-0.16183751112055	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.383551478846099	-5	0.525754654591583	-5	-5
D016640	-0.057897653270277	-5	-1.1940915449258	-2.61978875828839	-5	-2.26841123481326	-1.89143497626717	-5	-5	-3.22914798835786	-5	-1.09544673702323	0.258165383587264	0.381461655652703	-5
Healthy	-1.18409034911323	-5	-2.27327279097343	-5	-5	-1.69637202361611	-1.79805693659835	-2.16304326294045	-2.32975414692588	-5	-0.512239628543708	0.879588412468408	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.33705338566738	-1.07665234350217	-5	-5	-5	-5	0.77626739918571	-5	-5	-5	-5
Healthy	-0.679770603280731	-0.744413950981442	-5	-5	-5	-2.40120949323688	-5	-5	-5	-5	0.679922782933722	-5	-5	-5	-5
Healthy	-0.72785658240895	-5	-1.33592240981493	-5	-5	-2.11407366019857	-5	-5	-5	-5	-5	-0.206964351186793	-5	0.00996902033372272	-0.432268037451931
Healthy	-5	-1.12355121312166	-5	-5	-5	-1.38017649954272	-5	-5	-5	-5	-5	-0.204975516317831	0.820403776499294	0.172883030853173	-5
Healthy	-1.01583287285301	-5	-5	-5	-5	-1.52230007166787	-5	-5	-2.39254497678533	-3.61978875828839	-5	-5	-5	-5	-5
Healthy	0.799244718352802	0.428330830495193	0.262125840405946	-5	-5	-5	-5	-5	-1.66334017654558	-0.993919217283906	-0.596296233787092	-3.30102999566398	-5	-1.24611066854017	-5
Healthy	-5	-1.46877662546697	-5	-0.49229251512016	-2.03810452633215	-1.537751784645	-2.18708664335714	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.649073926130907	-2.33068311943389	-1.23403357521429	-5	-5	-2.32330639037513	-0.877653033744921	-5	-5	-1.16475346000369	-5	-5	-0.0591350240332784	0.222550003038831	-0.552547368773007
Healthy	-5	-5	-5	-2.6252516539899	-2.73048705578208	-1.75424064403272	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.03219191121228	-5	-5	-5	-5
Healthy	-1.15521228117215	-2.25492520841794	-1.16634300310713	-5	-1.57708201923234	-2.58335949266172	-0.429667253466678	-1.21176090261783	-2.6903698325741	-5	-5	0.0667432439532376	-0.850565333656831	-5	-1.1838913292601
Healthy	-5	-5	-0.435748310668371	-5	-5	-5	-5	-5	-5	-5	0.91591877871268	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.33180051580134	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.15273589822924	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.761151319637663	-5	-1.35912122129838	-5	-5	-1.83327394441995	-5	-5	-5	-5	-5	-0.229479356297049	-5	-0.00457103456829264	-0.212532440800678
Healthy	-0.299426071514183	-0.510322708336301	-2.31695296176115	-5	-5	-5	-2.71669877129645	-5	-5	-5	-5	-5	0.762933514999235	-0.0453957292053939	-5
Healthy	-5	-5	0.0455420270582841	-5	-5	-0.900975784389107	-0.726697721432343	-5	-5	-5	-5	-5	-1.944621668625	-5	0.124898562510643
Healthy	-0.0212809448745921	-0.57280611553018	-5	-5	-5	-5	-5	-5	-5	-0.293435826371181	-5	-0.12969560755229	-5	0.646334115885715	-1.10707101764479
Healthy	-1.48878529886361	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.691222226335279	-5	-1.53091470087688	-5	-5	-1.34611244192902	-5	-5	-5	-5	1.19367574679778	-5	-0.58053992721393	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.36901308922978	-5	-5	-5	-5
Healthy	-2.67985371388895	-1.45867042233331	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.154455486665579	-0.176167267240925	-5	-5
Healthy	-5	-5	-5	-5	-5	0.224590032504396	-5	-5	-5	-5	-5	-1.11255149975005	-5	-1.12697018793896	-5
Healthy	1.6411034138776	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.35457773065091	-5	-5	-5
Healthy	-1.02140867317993	-1.93070198788447	-5	-5	-5	-2.56224943717961	-5	-5	-5	-5	-5	-5	-5	-5	-5
