g	Streptococcus	Ruminococcus_C	Clostridium_A	Muricomes	Anaerotruncus	Bilophila	Adlercreutzia	Gordonibacter	Eggerthella	Rothia	Dialister	Methanobrevibacter_A	Sutterella	Phascolarctobacterium	Desulfovibrio
Healthy	-5	-1.96738123914928	-5	-1.56082526015653	-5	-1.32569011105852	-1.59006687666871	-5	-5	-5	-5	-5	-0.773168189341279	-5	-5
Healthy	-5	-0.915817088579526	-5	-5	-5	-1.15939212099071	-5	-5	-5	-5	-5	-0.352548565431461	0.253197418511441	-5	-5
Healthy	-1.27075419277469	-5	-0.408601448718751	-2.00524305541237	-1.92959267825988	-1.27777753603027	-1.98422124361096	-1.96377045591371	-5	-5	-5	-5	-5	-5	-0.905074898875838
Healthy	-5	-5	-5	-2.08144546944973	-5	-5	-5	-5	-5	-5	-5	0.545057108663673	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-0.862297832853038	-5	-5	-5	-5	-5	-5	-5	-0.255707016877324
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-0.413817925810927	-5	-5	-1.50570623133467	-5	-5	-5	-5	0.843977356390357	-5	-5	-5
Healthy	-5	-5	-1.40693556834128	-5	-5	-5	-1.10779405402423	-5	-5	-5	-5	-5	-2.30277065724028	-5	-0.535778802465551
Healthy	-1.21424320003736	-5	-1.12784372725171	-5	-5	-1.52085675202139	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.62160209905186	-1.34237056861105	-5	-1.17134010346468	-5	-5	0.127856061039854	-1.35981680807866	-5	-1.72955409198204	-5	-5	-5	-5	-5
Healthy	-1.14333151638846	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.990251744051446	-0.0436106351760927	-0.62732729295494
Healthy	-1.37892762885637	-5	-1.60818307638675	-5	-5	-5	-2.3585258894959	-5	-5	-5	-5	-1.42770939384858	-5	-5	-5
Healthy	-1.26496029496628	-5	-5	-0.956441253085267	-1.44977164694491	-5	-5	-5	-5	-5	-5	-5	-0.78866583626745	-5	-5
Healthy	-0.442504828579028	-5	-1.30918394201908	-1.536405597813	-0.957503242566264	-5	-0.939000146781711	-0.657853776366534	-2.16178077809237	-5	-5	-5	-2.06550154875643	0.594695235426334	-5
Healthy	-0.957778997609618	-1.00700490156866	-0.912076679074703	-5	-1.40088143494464	-2.79317412396815	-5	-5	-5	-5	0.484652827107307	-5	-5	-5	-0.180403425892901
Healthy	-0.305087832671431	-1.31749391406099	-1.67943831980476	-1.64897714741588	-5	-5	-5	-5	-5	-5	-5	-0.129473198578502	-0.872862792808499	0.307607271514734	-1.54637592640855
Healthy	-0.88031530817595	-2.2335871528876	-1.75721019052132	-5	-2.39794000867204	-2.42481215507234	-5	-5	-5	-2.52578373592374	-5	-5	-5	0.414761159992989	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.10868560061786	0.475916589772497	-5	-5	-5
Healthy	-1.7440042732776	-5	-0.95334878302908	-5	-2.40560744962457	-2.4907974776689	-5	-5	-5	-5	-5	-5	-1.141102042768	-5	-5
Healthy	-1.70158361993871	-1.14466259553046	-5	-1.29920977862565	-5	-1.15983115075924	-0.701583619938705	-5	-5	-5	-0.431094585017121	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.524288346573595	-5	-5	-5
Healthy	0.00466952976878777	-0.596330520644719	-0.743065882109757	-5	-5	-0.677532607868929	-1.45296410025999	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.36331155204672	-5	-0.980177775832227	-5	-5	-1.1627272974977	-5	-5	-5	-0.890927919021121	-5	-5	-5	-5
Healthy	-1.15533647175976	-5	-2.1765257708297	-2.44977164694491	-5	-2.26440110030182	-1.56863623584101	-1.93930215964639	-5	-2.38933983691012	-5	-1.29370904274124	-0.439794377029941	0.258287599567219	-0.264441018908577
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.01009251452528	-5	-5	-5	-5
Healthy	-1.48095996135166	-1.59465363982429	-1.5499049241284	-2.24412514432751	-2.18309616062434	-1.46445272082333	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.64054397987901	-0.919553905388951	-5	-1.28988263488818	-5	-1.05144033789104	-0.631731714831567	-5	-5	-5	-0.402524210129623	-5	-5	-5	-5
Healthy	-0.794362640520571	0.4025777431795	-5	-5	-5	-5	-5	-5	-5	-5	1.09829441953747	-5	-5	-5	-5
Healthy	-1.58737147945562	-5	-5	-5	-3.15490195998574	-2.03763066432998	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.39804859586648	-5	-5	-5	0.780293544130071	-5	-5	-5	-5
Healthy	-2.66554624884907	-5	-1.15864052954515	-2.54363396687096	-0.765710553066065	-0.959674620800276	-2.19517932127884	-1.58838029403677	-5	-5	1.26152955079482	-5	-5	-5	-5
Healthy	-1.84013215290743	-2.12726117252733	-5	-5	-1.19111413264019	-5	-1.40483458520977	-5	-5	-5	-0.480303232840147	-0.781543273599524	0.162471802916789	-5	-5
Healthy	0.0957898270028578	-5	-5	-5	-5	-5	-5	-5	-5	-1.06013145554049	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.67768814724958	-5	-5	-5	-5
Healthy	-0.828653903312823	-5	0.170660613561281	-1.98842955640272	-0.696026797459694	-2.41907502432438	-0.283112264860576	-1.10028890542886	-2.86012091359876	-3.36653154442041	-5	-5	-1.86454930065449	-5	-5
Healthy	-0.200866306697937	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.380551862126075	-5	-0.492306007345083	-5	-5
Healthy	-0.925366381703096	-5	-1.40340290437354	-2.46092390120722	-5	-5	-5	-5	-5	-5	-5	0.305336319377075	-5	0.38743254172803	-0.249175448961397
Healthy	-0.42109731395237	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.623557323407696	-5	0.800611240465841	-5	-5
Healthy	-5	-2.06398920428479	-5	-5	-5	-5	-5	-5	-5	-5	0.233267776923847	-5	-5	-5	-5
Healthy	-1.18849202005467	-5	-0.749458021989727	-1.78251605578609	-1.51342784948164	-1.53895190832934	-1.44940479251067	-1.52287874528034	-3.13076828026902	-2.80687540164554	-5	-5	-5	-5	-5
Healthy	-1.06722192993945	-5	-5	-5	-5	-5	-0.885923039175911	-5	-5	-5	-5	-5	0.67135152415097	-5	-0.865249313891385
Healthy	-5	-5	-1.01211039000225	-5	-5	-5	-5	-5	-5	-5	-5	1.2237531187344	-5	-5	-5
Healthy	0.34487150173269	-0.936479000310009	-0.919301377128871	-5	-5	-5	-0.137522754599529	-1.31560352158098	-1.73329803311591	-5	-5	-5	0.0906847289884705	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.0100415933401	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	0.266951003774716	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.06565307326174	-5	-5	-5	-5	0.135940038131768	-5	-5	-5	-5	-5	-1.61834351741421	0.468887646476917	-5	-5
Healthy	-2.50445566245355	-5	-5	-5	-5	-5	-1.1878891587969	-5	-5	-5	-5	-5	0.0173130350822852	-5	-0.458620477593799
Healthy	-0.826522356547005	-5	-5	-5	-5	-1.30068269897862	-5	-5	-5	-3.05060999335509	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.3421795439843	-5	-5	-5	-5	-5	-5	-1.49539322935805	-5	-1.42492767428619
D016640	-1.35991626862688	-5	-5	-0.747802544635123	-5	-2.96657624451305	-5	-1.45456917053465	-2.87942606879415	-3.16115090926274	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.283412422324308	-5	-5	-5	-5
Healthy	-5	-0.436483318156088	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.600153287287078	-0.959358108455463	0.616077271840093	-5
Healthy	-2.16304326294045	-5	-5	-5	-2.68613277963085	-1.13984173868172	-5	-5	-5	-5	-5	-5	-0.454804255372689	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.784204909368237	0.340136628640632	-0.930368897379657	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.178502127629101	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.26082336808927	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-0.180581106626522	-5	-5	-0.976788707671111	-1.09151498112135	-5	-5	-5	-5	-5	-1.98758462523757	-5	-0.11506310289614
Healthy	-5	-5	-0.729740524473376	-5	-5	-5	-2.34486156518862	-5	-5	-5	0.78344046595093	-5	-5	-5	-5
Healthy	-1.03508070571336	-5	-5	-5	-5	0.17201588684082	-5	-5	-5	-5	-5	-2.55129368009492	0.507693992654917	-5	-5
Healthy	0.160729569584068	-0.297914278564175	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.37263414340727	0.427111051731509	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.5648411667769	-5	-0.831502516476967	-5	-5
Healthy	-1.01488802046065	-1.61207653302656	-5	-5	-5	-1.91186391129945	-2.64975198166584	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.451844070226186	-0.631806121733175	-5	-5	-1.98046831546874	-5	-1.5070999888913	-5	-5	-5	0.839673467342861	-5	0.374957196927356	-5	-5
Healthy	-1.61172113654036	-5	-1.01673464743345	-5	-1.59636481020945	-5	-5	-5	-5	-5	-5	-5	-1.1771783546969	-5	-5
Healthy	-0.399190403612752	0.0391443365429992	-5	-5	-5	-5	-5	-5	-5	-5	0.563045385834039	0.36894108852825	-5	-5	-5
Healthy	-5	-1.70641648650388	-5	-1.72124639904717	-5	-1.14966014541652	-1.98088370955293	-5	-5	-5	-5	-5	-0.757632523088562	-5	-5
Healthy	-0.704235038770228	-0.390160235694534	-1.17444406770964	-5	-5	-5	-2.20830935097988	-5	-5	-5	0.927250222417432	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.00954570394594148	-5	-5	-5	-5
Healthy	-1.05017104106469	-5	-5	-2.40671393297954	-5	-2.32605800136591	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.659060397961922	-1.25157937753243	-2.34969247686806	-2.65364702554936	-5	-2.61261017366127	-2.60906489289662	-5	-5	-5	0.419731112268774	-5	-0.315765233187371	-5	-5
Healthy	-0.679002583205779	-5	-5	-5	-5	-5	0.0260999796408983	-5	-5	-5	-5	-1.10946720807226	-5	0.0684196496837736	-5
Healthy	-2.22112552799726	-5	-1.17835548245778	-1.66958622665081	-0.715907809357166	-1.10801676914803	-2.40120949323688	-1.49607319580649	-5	-5	1.25292605424769	-5	-5	-5	-5
Healthy	-1.3692671071828	-5	-2.00261361560269	-5	-5	-2.46597389394386	-1.98927613460823	-3.07058107428571	-5	-5	0.525572122162881	-5	-0.322365676641058	-5	-5
Healthy	-0.657182685364267	-5	-5	-5	-5	-1.79075315124663	-5	-5	-5	-5	0.891738112227695	-5	-0.797429953902516	-5	-5
Healthy	0.0943628035567887	-0.502862935948042	-2.33254704711005	-5	-5	-1.67840156953466	-5	-5	-5	-5	-2.35654732351381	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.442264282181728	-5	-1.72262002533275	-5
Healthy	-0.531815191126113	-5	-1.40329297031855	-5	-5	-1.11092250734994	-5	-1.84345084866822	-5	-5	0.980082492375946	-5	-5	-5	-5
Healthy	-0.698861444284984	-1.24810531195625	-5	-5	-5	-5	-1.24733705687903	-5	-5	-5	-5	-5	-2.71669877129645	-5	-0.309706436233518
Healthy	-1.47625353318844	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.491928383400625	-0.530678815484752	-1.485053994692	-5	-5
Healthy	-1.06528682302694	-1.50237244575083	-1.39457642811599	-2.38148949511138	-1.13560403410029	-2.66682084150159	-1.39611871043987	-1.31464437302884	-1.57525716385877	-2.84190510366611	-0.746957764600264	-1.68938503762557	-5	-5	-1.02930949753245
Healthy	-0.67623241670322	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.503993487978851	-5	1.43064916427211	-5
Healthy	-0.210137369953618	-5	-0.872830386400104	-2.58335949266172	-2.50445566245355	-2.22548303427145	-0.328308906051695	-1.8921119748172	-2.5016894462104	-3.30102999566398	-5	-0.323965188805379	-5	-5	-5
Healthy	-5	-5	-1.64878365466066	-5	-5	-5	-5	-5	-5	-5	0.250512706966121	-5	-5	-5	-5
Healthy	0.616230727589735	-5	-5	-1.62893213772826	-1.52797530229972	-1.25134690657573	-5	-2.67366413907125	-5	-5	1.04152334865803	-5	-5	-5	-5
Healthy	-0.493684420835494	-5	-5	-5	-5	-5	-5	-5	-5	-1.1378089689484	-5	-5	-5	-5	-5
Healthy	-5	-0.718126143129877	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.39653084026616	-5	-0.544028959605691	-1.6763354643919
Healthy	-5	-3.22914798835786	-1.48744900709579	-5	-3.48148606012211	-5	-5	-5	-5	-5	-5	-1.41896105122783	-0.553913515186664	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.911190833538707	-1.60642479673041	-5	-5	-5	-5	-0.679604429763531	-5	-5	-0.264441018908577
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D016640	-0.470736516584414	-5	-0.136921127221556	-1.2894595520667	-1.07732643214145	-1.81219736128158	-2.54975089168064	-5	-1.81276138016852	-5	-5	-5	-5	-5	-5
Healthy	0.854039309169806	-5	-5	-5	-5	-1.09301884677115	-1.15739076038944	-5	-1.88505558428742	-5	-5	0.481475593498975	-5	-5	-5
Healthy	-0.609700911289869	-1.74376346679408	-1.06828793294324	-5	-5	-5	-1.63264407897398	-5	-5	-5	0.938100739168207	-5	-0.239909396081697	-5	-1.25010915872858
Healthy	-0.750752710776048	-5	-5	0.591924549017827	-5	-5	-5	-5	-5	-5	-2.24872089601666	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.51555779235759	-5	-5	-5	-5	0.623835192553439	-5	-5	-5	-5
Healthy	-1.58286059027267	-5	-5	-1.27992342723186	-1.51999305704285	-5	-5	-5	-1.60275541898961	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D016640	-0.738213913434246	-1.11277666863748	-5	-1.6458915608526	-0.300153605666733	-0.926758352388001	-1.64206515299955	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.32901239698997	-0.826376742301918	-2.03905380426617	-1.78436243656494	-2.11520463605102	-5	-5	-5	-5	-5	-1.32330639037513	-5	-5	-5	-0.372009781970118
Healthy	-1.51655535190146	-5	-5	-5	-5	-5	-5	-5	-5	-1.3646167959525	-2.44369749923271	-5	-5	-5	-5
Healthy	-1.11872949607064	-0.922341450915869	-5	-5	-5	-5	-5	-5	-5	-1.95900230757651	-5	-1.03767802727042	-5	0.852430583729309	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.386209934256197	-5	-5	-5	-5
Healthy	-1.64646844092224	-5	-5	-5	-5	-1.23920068836928	-2.1518108830086	-5	-5	-5	-2.05207638016827	-5	0.205304532544046	-1.48267211770563	-5
Healthy	-0.176219394828799	-0.79522906371448	-1.06976434723371	-5	-5	-5	-1.26456079674852	-5	-5	-5	-5	-0.0131342533932809	-5	0.144988068890542	-5
Healthy	-1.10941133229451	-1.05591232058457	-1.55752023093555	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.68981667242831	-5	-5	-5	-5	-5	-5	-5	-5	-1.57790283686829	-5	-5	0.646582113048389	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.50962007999682	-5	-5	-5	-5	0.448497622954086	-1.44357687862871	-5	-5	-1.80715388481116
Healthy	-0.00938147503147097	0.357610910158445	-0.564171554193053	-2.08512818245995	-5	-1.45779721756597	-5	-1.38007228970853	-3.18708664335714	-5	1.00249047305465	-5	0.132250081139759	-5	-5
Healthy	-5	-5	-5	-1.36542197714611	-0.853035203010252	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.76955107862173	-1.00454031337894	-5	-0.842906051002919	-5	-1.6714165502858	-0.799696817018415	-5	-5	-5	-0.607285464323705	-5	-5	-5	-5
Healthy	-1.48878529886361	-5	-5	-5	-5	-1.27148389524023	-5	-5	-5	-5	0.396045834367361	-5	-5	-5	-5
Healthy	-0.352949725131461	-5	-0.176160751732348	-5	-5	-5	-0.166069187086359	-1.48439105076552	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.48280410205003	-5	-1.09258863922541	-1.46801044858745	-5	-1.9303319030884	-5	-5	0.960128153889501	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.10546241500425	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-0.0945063426658333	-5	-5	-5	0.368885370936616	-5	0.105860884950425	-5	-5
Healthy	0.857111673939161	-5	-1.4263163069062	-5	-5	-1.09055095301873	-1.41770931728101	-5	-5	-1.25735341006126	0.700082976643014	-5	-5	-5	-5
Healthy	-0.745838779152574	-5	0.0881786297498632	-5	-5	-5	-5	-5	-1.11407366019857	-5	0.914328345362	-5	-5	-5	-5
Healthy	-0.510027465964983	-1.32202824718926	-0.57577192930402	-5	-2.68613277963085	-5	-1.61942699693311	-5	-5	-5	0.880156510769969	-5	-0.275756908578169	-5	-0.849090126298878
Healthy	-5	-5	-5	-5	-5	-5	-0.974530280938944	-5	-5	-5	0.232019755939844	-5	-5	-5	-5
Healthy	1.22114836303507	-5	-1.37304404856455	-2.1505805862031	-5	-5	-5	-5	-5	-5	-5	-5	-0.876573064995579	-0.515856819701657	-5
Healthy	-1.31345310093699	-5	-5	-5	-5	0.125201405320575	-5	-5	-5	-5	-5	-1.40516564441668	0.499839608639899	-5	-5
Healthy	-1.77884667804529	-0.733345037226776	-5	-1.82188674768537	-5	-5	-5	-5	-5	-5	-1.34380593782081	-5	-5	-5	-0.383450972107044
Healthy	-1.88239730830992	-1.41251353458904	-0.944621668625	-5	-5	-1.43086027452754	-1.12563416426995	-5	-5	-2.68402965454308	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.62488531530777	-0.819043048665925	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.991612769885841	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.677780705266081	-5	-5
Healthy	-0.538246433874544	-2.24641694110709	-0.302648583580221	-1.62433638603911	-2.21253952548158	-5	-5	-5	-5	-5	-0.214228975098953	-5	-5	-5	-0.207881581697575
Healthy	-1.38658105496543	-5	-5	-5	-5	-5	-0.991655370747311	-5	-5	-5	-5	-5	0.691454595092233	-5	-1.14104194528199
Healthy	-2.04191415147891	-5	-0.552252968592043	-5	-5	-1.85078088734462	-5	-5	-5	-5	0.917779023678448	-5	-5	-5	-5
Healthy	-5	-5	-0.780651282686421	-5	-5	-5	-5	-5	-5	-5	0.774849675704279	-5	-5	-5	-5
Healthy	-5	-5	-0.933003579550305	-2.28903688100472	-1.45345733652187	-1.3669357273085	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.500890528164987	-5	-0.4982152366115	-5	-5	-1.23882418684427	-1.89688074645429	-5	-5	-2.09528445472132	-5	-1.32257556229875	-5	-5	-0.587371479455625
Healthy	-0.909600850744537	-5	0.146404035165474	-5	-5	-1.03843653763793	-5	-5	-5	-5	-5	-5	-1.37345434097287	-5	-5
Healthy	-0.564665369381474	-2.14630178822383	-5	-5	-5	-1.33903970822392	-5	-5	-2.41566877563247	-5	-5	-2.5543957967264	-5	-5	-5
Healthy	-0.0932341104592722	0.103940485083021	-1.61996975203217	-1.98505965020706	-2.64781748188864	-1.78941397509484	-1.02305424944076	-1.21275211966805	-2.38933983691012	-5	-5	-1.52273400457515	-3.72124639904717	-5	-5
Healthy	-0.42470821404518	-1.01777400832533	-0.903646240006705	-2.65560772631489	-5	-5	-1.55909091793478	-5	-5	-5	0.869752560667162	-5	-0.481617684454656	-5	-1.01809082990921
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.651442034563543	-1.1681302257195	-1.56607023439154	-2.08512818245995	-3.58502665202918	-1.59380057633669	-0.979638717352292	-5	-2.54060751224077	-5	0.377317181160906	-5	0.101805479877957	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.31713320433768	-5	-5	-5	-5	0.730618375263483	-0.793093207069136	-5	-5
Healthy	-5	-5	0.519178034036437	-0.995034112893176	-5	-0.523501680581423	-5	-5	-5	-5	-5	-5	-0.933897803233227	-5	-5
Healthy	-1.61172113654036	-1.6252516539899	-0.324891024049625	-5	-0.791908154724305	-5	-5	-5	-5	-5	-5	-5	-5	-0.212348279651533	-5
Healthy	-0.186125578215219	-5	-5	-5	-5	-5	-5	-5	-5	-1.12061736282566	-5	-5	-1.09215885741706	-5	-5
Healthy	-1.7854210464295	-5	-5	-5	-5	-5	-5	-5	-5	-2.25492520841794	-5	1.28928809720048	-5	0.624893391372869	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.44045244441957	-1.93181413825384	-5	-5	-2.14146280243036	-1.89859664944467	-5	-5	-5	-3.1249387366083	-0.632215587718846	-0.132597337050675	-5	-5
Healthy	-0.625875139820273	-1.92009553233328	-1.59533729912628	-5	-5	-5	-0.522820843209469	-1.33648752958484	-2.7851561519523	-5	-5	-5	-5	-5	-5
Healthy	-0.648416255758266	-5	-5	-0.468457220817801	-5	-5	-5	-5	-5	-5	0.911390946024374	-5	-5	-5	-5
Healthy	-1.30277065724028	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.64734100585016	-5	1.07756447444463	-5
Healthy	0.467507473739053	-1.89414932561486	-1.79778422419887	-5	-5	-5	-2.48545224733971	-5	-5	-5	0.353256309661172	-0.236010781527727	-5	-5	-5
Healthy	-5	-5	0.236867139521487	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.536036723450615	-5
Healthy	-0.683149370073949	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.00819377547239393	-0.0854611635135193	1.03663727780343	-5
Healthy	-0.760225184833481	-1.51272018355693	-1.34008379993015	-2.05354773498693	-2.01233373507373	-5	-1.30059591818466	-5	-5	-5	0.875663646175572	-5	-0.178021638871289	-5	-0.705776341023414
Healthy	-0.0836302864271907	-5	-5	-5	-5	-5	-5	-5	-0.819128948349456	-1.44309473094455	-5	-5	-5	-5	-5
Healthy	-1.57154122648442	-0.606266900170991	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0607404032984566	-5	0.248314188632918	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0464239198260345	-5
Healthy	-1.58070527824654	-5	-2.16304326294045	-2.37263414340727	-1.90903692340427	-1.52360317327467	-1.98338445244282	-5	-5	-5	0.244724794839931	-5	0.0651724894853563	-5	-5
Healthy	-0.269799325542045	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.1001794975729	0.829489675415118	-5	0.356477135854221	-0.99891561870778
Healthy	-1.40638169187046	-5	-5	-5	-1.33743103306674	-1.32642620357695	-5	-5	-5	-5	-5	-2.13906337929991	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-0.96273290543129	-5	-5	-5	-5	-5	-5	-5	-0.39365088567708
Healthy	-5	-5	-5	-5	-2.18111458540599	-1.16215913834448	-5	-5	-5	-5	-5	-5	-0.460459730392195	-5	-5
Healthy	-1.15310645668337	-1.41016205685254	-5	-5	-5	-1.13282724882135	-5	-5	-5	-5	0.893357230574004	-0.0539261880148035	-5	-5	-0.543785844642011
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.885222268028438	-1.4313290219901	-1.64320953964828	-5	-5	-2.28232949699774	-2.80687540164554	-3.0087739243075	-5	-5	-5	-1.66174276975374	-0.105534397362272	0.201541865025642	-5
Healthy	-5	-5	-5	-5	-1.70863114954842	-5	-1.46067293646062	-5	-5	-5	-5	-5	-0.00592492285417308	-5	-0.413019083418952
Healthy	-5	-5	-5	-1.56019378860667	-5	-1.29447838657733	-5	-5	-5	-5	-1.94005811193804	-0.169796401074296	-5	-5	-0.467691606724583
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0324051869387216	-5	-5	-5	-5
Healthy	-2.11294562194904	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.924374406816501	-5	-5	-5	-5
Healthy	-1.50307035192678	-5	-5	-5	-5	-5	-0.874941848827927	-5	-5	-5	-5	-5	1.07131152926847	-5	-5
Healthy	-0.405231886552495	0.183523226859424	-0.618704376996174	-5	-5	-1.4068247365219	-5	-3.09151498112135	-1.9072793553159	-5	-5	-5	-1.85636076472546	-1.22025924882326	-5
Healthy	0.575508826988721	-5	-1.91685585685695	-5	-5	-1.23537560214902	-0.868188928729658	-5	-5	-2.06499684854635	-5	-5	-1.10969078310005	-0.462117968257982	-1.1426071890791
Healthy	-1.24435378054332	-5	-5	-2.28903688100472	-5	-2.34486156518862	-5	-5	-1.72399801003795	-2.53910215724345	-5	-5	0.0734910650774653	-5	-5
Healthy	0.569589247553636	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.263479836480346	-5	-5	-5
Healthy	-2.41566877563247	-5	-5	-5	-5	-1.40483458520977	-5	-5	-5	-5	0.467983789036729	-1.23995467203419	-5	-5	-1.44757515429591
Healthy	-5	-5	-5	-5	-5	-5	-1.02826040911222	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.81445784514562	-5	-5	-5	-5	-5	0.651164578527951	-5	-5
Healthy	-1.55909091793478	-5	-5	-5	-5	-5	-0.964530236518718	-2.12205304837081	-5	-5	-5	-5	0.916751798725431	-5	-5
Healthy	-1.5201368869769	-5	-5	-5	-5	-5	-5	-5	-1.2938798902973	-5	-5	-5	-5	-5	-5
Healthy	0.616743255023748	-5	-0.449673788791742	-3.16749108729376	-5	-1.35526607255281	-0.989318506868556	-1.45456917053465	-1.91721462968355	-1.54424179689586	-5	-5	0.285681054052735	-5	-1.64878365466066
Healthy	-0.706659547351304	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.431856968342298	-5	-5
Healthy	0.918386333293225	-5	-5	-0.330116209874652	-5	-5	-5	-5	-5	-5	-5	-5	-1.70311552446145	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.01845124861625	-5	-5	-5	-5
Healthy	1.29528202127906	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.461160744254032	-5	-5	-5	-5
D016640	-0.50626319772316	-0.297405772280928	-1.81730009666396	-1.74376346679408	-1.32257556229875	-0.957345746832207	-1.49093195498284	-0.966737124115521	-1.97592501269257	-1.5548630312867	-5	-5	-5	-5	-5
