group	Bacteroidales	Lachnospirales	Oscillospirales	Lactobacillales	Coriobacteriales	Desulfovibrionales	Pseudomonadales	Peptostreptococcales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	8.71721	28.76685	7.07084	12.34022	3.15382	0.04017	0.16986	0.00031		8.71721	28.76685	8.05771	8.15067	12.34022	0.00966	6.15808	0.16986	0.04017	0.00031
Healthy	11.95072	35.29522	9.69392	0	1.68486	0	0	0		11.95072	35.29522	25.09845	0	0	0	1.00457	0	0	0
Healthy	57.7267	4.57035	0.95793	0.23627	0.56061	0.0155	0.00701	0		57.7267	4.57035	0.38804	0	0.23627	0.23708	0	0.00701	0.0155	0
Healthy	35.20643	8.17914	0	0.32792	3.15901	0.02406	0.31645	0.51615		35.20643	8.17914	45.12098	0.3122	0.32792	0.07912	0.16446	0.31645	0.02406	0.51615
Healthy	21.25678	25.86791	19.92887	0	0	0	0	0		21.25678	25.86791	0	0	0	0	0	0	0	0
Healthy	92.95383	0.58886	1.51589	0	0	0	0	0		92.95383	0.58886	0	4.40645	0	0	0	0	0	0
Healthy	33.03258	20.25348	6.23162	0.02073	0.29505	0.00109	0	0.04477		33.03258	20.25348	0.43598	0.25428	0.02073	1.27027	0.16915	0	0.00109	0.04477
Healthy	19.74816	18.60829	35.29152	0.98912	3.81741	0	0	0		19.74816	18.60829	2.01319	0	0.98912	0	11.1676	0	0	0
Healthy	45.87194	20.29995	6.03446	0.71498	0	0	0	0		45.87194	20.29995	0.89777	2.12326	0.71498	5.95715	0	0	0	0
Healthy	15.2552	20.1204	15.97013	0.42563	0.15079	0.02172	0	0.10367		15.2552	20.1204	0.49436	0.25386	0.42563	0.21246	0.85731	0	0.02172	0.10367
Healthy	76.4265	1.74989	4.9692	0.00207	0.21767	0.00386	0	0		76.4265	1.74989	0.33628	0.35049	0.00207	0.01922	0.11113	0	0.00386	0
Healthy	55.01057	7.28483	13.14471	1.3533	0.63933	0	0	0.0082		55.01057	7.28483	2.08671	2.12982	1.3533	0.01018	0.09776	0	0	0.0082
Healthy	0.0054	0.00733	0.00497	0.52517	0	0	76.0127	0		0.0054	0.00733	1.15953	21.50318	0.52517	0	0	76.0127	0	0
Healthy	67.01221	10.04532	6.23434	0.10617	0.00258	0.57549	0	0.04171		67.01221	10.04532	1.17533	0	0.10617	0.05324	0.00371	0	0.57549	0.04171
Healthy	51.10262	12.78713	11.78449	0.03817	0.14496	0.11905	0	0.02152		51.10262	12.78713	0.0395	0.13315	0.03817	0.2314	0.4962	0	0.11905	0.02152
Healthy	9.38307	24.11223	7.29039	0	0.08084	0	0	0.07903		9.38307	24.11223	0.2987	0	0	0.01243	2.37194	0	0	0.07903
Healthy	44.25744	25.17308	10.01509	0	0	0	0	0		44.25744	25.17308	0	2.27487	0	6.83995	0	0	0	0
Healthy	72.37541	3.6701	4.45537	0	0.60541	1.30497	0	0		72.37541	3.6701	0.68307	0	0	0.09745	0.15482	0	1.30497	0
Healthy	5.63705	12.25174	0	0.02097	0.08051	0	0.2555	0		5.63705	12.25174	74.71421	0.01913	0.02097	0	0	0.2555	0	0
Healthy	72.44935	5.92682	5.0888	0.01317	0.25268	0	0	0		72.44935	5.92682	0	0.00287	0.01317	7.93494	0	0	0	0
Healthy	46.89552	8.69583	5.37908	0.0095	0.57125	0.21367	0	0		46.89552	8.69583	2.34545	1.4441	0.0095	1.8415	0.123	0	0.21367	0
Healthy	22.05988	9.63133	16.70701	0.09182	2.45602	0.01273	0	0.03796		22.05988	9.63133	16.66853	0.05551	0.09182	0.00493	1.33077	0	0.01273	0.03796
Healthy	48.30892	4.43805	33.19727	0	0	0.38176	0	0		48.30892	4.43805	1.15248	0.04365	0	4.22759	0.21959	0	0.38176	0
Healthy	69.74125	1.70603	1.81837	0	0	0	0	0		69.74125	1.70603	0.23845	0.01873	0	0.1197	0.03537	0	0	0
Healthy	63.76083	16.74169	1.50522	0.14143	0.09277	0	0	0		63.76083	16.74169	0.26197	0.04371	0.14143	1.83934	0.20298	0	0	0
Healthy	74.80583	1.19331	3.55215	0	0.00169	0	0	0		74.80583	1.19331	0	0	0	0.5632	0	0	0	0
Healthy	13.17162	0.36064	5.73524	0.01204	1.46554	0.73475	0	0		13.17162	0.36064	0.02124	10.002	0.01204	0.30795	0.16277	0	0.73475	0
Healthy	79.74158	7.93356	5.78563	0.00567	0.01977	0.0536	0	0		79.74158	7.93356	0.357	0.12787	0.00567	0.0369	0.1067	0	0.0536	0
Healthy	48.36761	8.2247	5.3797	0	0.48817	0.15813	0	0		48.36761	8.2247	2.35696	1.42793	0	1.8845	0.07691	0	0.15813	0
Healthy	6.23227	52.69141	11.42966	0	0.28827	0.13752	0	0.00357		6.23227	52.69141	2.30899	0	0	0.07083	0.95618	0	0.13752	0.00357
Healthy	15.17261	28.99089	36.55082	1.86153	0.63289	0.00099	0	0		15.17261	28.99089	0.00847	0	1.86153	0.26147	0.06338	0	0.00099	0
Healthy	72.7581	2.4951	0.76447	0	0	0.13609	0	0		72.7581	2.4951	0	2.06596	0	0.30887	0	0	0.13609	0
Healthy	53.94175	15.41146	9.65315	0.03316	0.10603	0.37516	0	0.81872		53.94175	15.41146	3.36001	0.01973	0.03316	0	0.20001	0	0.37516	0.81872
Healthy	21.36308	10.97435	7.2519	0.09659	1.62461	0.03686	0	0.49934		21.36308	10.97435	9.71864	0.94828	0.09659	0.07183	2.51885	0	0.03686	0.49934
Healthy	45.5537	0.61893	7.35677	0.08462	0.70642	0.65595	0	0		45.5537	0.61893	1.10181	0.40114	0.08462	0.02854	0.49112	0	0.65595	0
Healthy	51.44671	9.24188	5.43577	0	1.0253	0	0	0		51.44671	9.24188	5.73753	0	0	0.32236	0	0	0	0
Healthy	60.83211	1.25322	1.30466	0.71978	0.00096	0.02886	0.0186	0		60.83211	1.25322	0.00947	2.57508	0.71978	0	1.7036	0.0186	0.02886	0
Healthy	49.14661	20.78842	7.26544	0.02734	0.35267	0	0	0		49.14661	20.78842	2.35208	0	0.02734	1.47058	0	0	0	0
Healthy	81.60447	12.59702	1.75091	0	0	0	0	0		81.60447	12.59702	0	0	0	0	0.50121	0	0	0
Healthy	87.4567	3.20188	0.00727	0.23364	0	0	0	0.0197		87.4567	3.20188	0.24107	0.12828	0.23364	0	0	0	0	0.0197
Healthy	37.78419	27.55895	10.58498	2.54037	0.00229	0.00531	0	0.27995		37.78419	27.55895	0.18039	0.07432	2.54037	0.12716	0.15382	0	0.00531	0.27995
Healthy	92.41809	0.71247	1.51268	0	0	0	0	0		92.41809	0.71247	0	4.44716	0	0	0	0	0	0
Healthy	42.88876	10.84138	2.88953	0.24531	0.82263	0.00205	0	0.03556		42.88876	10.84138	1.94488	0.33297	0.24531	0	2.19756	0	0.00205	0.03556
Healthy	47.79184	15.79548	3.39132	0.0856	0	0.01903	0	0.07712		47.79184	15.79548	0	0.09849	0.0856	0.01291	0.08021	0	0.01903	0.07712
Healthy	5.56428	0.85971	0	0.37059	1.56928	0.00032	0.68788	0		5.56428	0.85971	69.67781	11.08874	0.37059	0.50592	0.18276	0.68788	0.00032	0
Healthy	89.96456	10.0355	0	0	0	0	0	0		89.96456	10.0355	0	0	0	0	0	0	0	0
Healthy	67.49216	0.37437	3.38478	0.03834	0.85797	0.50836	0	0		67.49216	0.37437	0.37442	0.71272	0.03834	0.03187	0.39877	0	0.50836	0
Healthy	45.12407	4.17975	6.84759	0.00611	0.68907	0.1354	0	0		45.12407	4.17975	5.38755	0	0.00611	0.26698	0.24125	0	0.1354	0
Healthy	18.2337	46.9449	9.22079	0	0.37538	0	0	1.66741		18.2337	46.9449	4.06155	0.2299	0	0.08659	1.24965	0	0	1.66741
Healthy	19.29977	4.93507	0.00146	10.03233	13.65264	0.0634	0	0.55315		19.29977	4.93507	43.01117	0.63191	10.03233	0	0.08468	0	0.0634	0.55315
Healthy	88.69313	1.1232	1.41173	0.2402	0.13159	0.00379	0	0		88.69313	1.1232	0	0.28946	0.2402	0.12364	0.03294	0	0.00379	0
Healthy	68.76387	4.78335	3.48996	0	0	0.14416	0	0		68.76387	4.78335	0.00501	0.0817	0	0.22215	0.02227	0	0.14416	0
D016640	87.39802	7.4668	1.68017	0.16637	0.15612	0.01086	0	0		87.39802	7.4668	0	0.15739	0.16637	0.13169	0	0	0.01086	0
Healthy	76.80037	3.20027	3.80032	0	0.18241	0.07753	0	0		76.80037	3.20027	0.63734	0.11282	0	0.24043	0.16376	0	0.07753	0
Healthy	74.61544	4.68736	4.59305	0.16751	0.20699	0	0	0.14209		74.61544	4.68736	0	0.33793	0.16751	0	3.86344	0	0	0.14209
Healthy	0.00098	0	0	3.59693	0.01783	0	0	0		0.00098	0	82.27235	0.12264	3.59693	0	0.05897	0	0	0
Healthy	29.7614	18.0677	29.11082	0.10334	0.10737	0.10618	0	0.29432		29.7614	18.0677	0.28799	0.37266	0.10334	0	0.01473	0	0.10618	0.29432
Healthy	20.81371	23.78686	24.08144	2.02082	0.21404	0.11773	0	0		20.81371	23.78686	1.0323	9.25016	2.02082	0	0	0	0.11773	0
Healthy	65.38115	17.02541	1.3687	0.12598	0.01329	0	0	0		65.38115	17.02541	0.09429	0	0.12598	1.01387	0.08408	0	0	0
Healthy	76.64969	2.90274	3.84708	0	0.15168	0.06784	0	0		76.64969	2.90274	0.65029	0.00847	0	0.27881	0.15339	0	0.06784	0
Healthy	85.3343	11.07682	0.26172	0	0	0	0	0		85.3343	11.07682	0	1.2703	0	0	0	0	0	0
Healthy	79.53804	1.79869	3.82854	0	0.14674	0.02049	0	0		79.53804	1.79869	1.12602	0.01169	0	0.66299	0	0	0.02049	0
Healthy	68.81317	10.52948	3.83794	0.06632	0.02408	0.25485	0	0		68.81317	10.52948	0.00479	0.06093	0.06632	0.59019	0.79394	0	0.25485	0
Healthy	8.87961	25.01244	28.03972	0	0	0	0	0		8.87961	25.01244	0	0	0	0	5.53233	0	0	0
Healthy	68.07938	3.72808	9.25991	0.07253	0.51706	1.34758	0	0		68.07938	3.72808	0.79582	0	0.07253	3.16566	0.17047	0	1.34758	0
Healthy	42.32132	13.24522	8.15806	0	0.15421	0	0	0.18783		42.32132	13.24522	26.32632	0	0	0.0302	0.61706	0	0	0.18783
Healthy	17.13393	13.04614	2.26563	0.45277	0.26112	0	0	0		17.13393	13.04614	0.42654	46.2181	0.45277	0	0	0	0	0
Healthy	31.18262	16.41367	31.53326	0	0	0	0	0		31.18262	16.41367	0	0	0	0.01848	0.83493	0	0	0
Healthy	66.94484	9.68889	5.93399	0.04798	0.33535	0.06509	0	0		66.94484	9.68889	1.42318	0.12448	0.04798	0.03135	0	0	0.06509	0
Healthy	29.09236	4.22227	0	31.36283	0	0	0	0.52212		29.09236	4.22227	19.4366	2.96792	31.36283	0	0	0	0	0.52212
Healthy	78.30171	0.93925	1.68072	0	0	0	0	0		78.30171	0.93925	0.06069	0	0	0.24272	0	0	0	0
Healthy	11.19898	1.93123	4.22161	1.75406	0.07146	0.23999	2.32481	0		11.19898	1.93123	0.08437	1.36828	1.75406	0.03776	0.1176	2.32481	0.23999	0
Healthy	77.72654	1.78451	3.63177	0	0.16928	0.03025	0	0		77.72654	1.78451	1.03817	0.00382	0	0.61221	0	0	0.03025	0
Healthy	3.41382	28.71503	9.25393	0.76396	0.60692	0.29292	0.11195	0.00798		3.41382	28.71503	8.5171	9.70494	0.76396	0.11923	0.03863	0.11195	0.29292	0.00798
Healthy	65.93321	6.16773	2.69441	0.28896	0.02603	0.01065	0	0		65.93321	6.16773	0.11551	0.35016	0.28896	0.23837	0.10789	0	0.01065	0
Healthy	50.38809	16.81433	7.55835	0.24641	0.26738	0.12513	0	0		50.38809	16.81433	0.17431	0	0.24641	0.61436	3.98076	0	0.12513	0
Healthy	41.31056	47.57206	4.1084	0.43452	0.15496	0.06245	0	0.02288		41.31056	47.57206	0.51653	0	0.43452	0.51012	0.018	0	0.06245	0.02288
Healthy	46.81643	23.82442	17.18606	0.31146	0.12646	0.03446	0	0.06082		46.81643	23.82442	0.31313	0.09977	0.31146	0.47825	0.08439	0	0.03446	0.06082
Healthy	1.1413	0.01354	0	0	0	0	0	0		1.1413	0.01354	0.46948	93.0192	0	0	0	0	0	0
Healthy	25.0087	2.8685	9.57089	0.10304	3.12873	0	0	0.04863		25.0087	2.8685	29.83937	4.29249	0.10304	2.0569	0.01656	0	0	0.04863
Healthy	68.47564	1.94569	0.0065	0.15555	0.15188	0.04097	0	0		68.47564	1.94569	0.04196	10.5315	0.15555	0.15486	0	0	0.04097	0
Healthy	40.52547	33.84257	7.72477	0.00767	0.02948	0.14488	0	0		40.52547	33.84257	0.71941	0.01975	0.00767	0.00493	0.58298	0	0.14488	0
Healthy	79.12686	1.03188	1.47528	0	0	0	0	0		79.12686	1.03188	0.07404	0.10401	0	0.20149	0	0	0	0
Healthy	33.81915	5.9834	9.74863	0.03412	0.33845	0	0	0		33.81915	5.9834	1.08945	0	0.03412	1.89767	0.44223	0	0	0
Healthy	29.0804	32.32899	4.51891	4.12149	0.44865	0.00054	0	1.2498		29.0804	32.32899	1.52191	12.68249	4.12149	0.00054	1.27898	0	0.00054	1.2498
Healthy	19.28679	43.51158	14.40262	0.53403	0.34871	0	0	0.2206		19.28679	43.51158	0.95772	1.01134	0.53403	0.07638	0.41512	0	0	0.2206
Healthy	80.16345	5.22437	6.87674	0.11616	0.27309	0.03075	0	0.03436		80.16345	5.22437	0.48315	1.41538	0.11616	1.78378	0.09088	0	0.03075	0.03436
Healthy	6.89033	8.2559	43.21165	0.09233	0.02224	0	0	0		6.89033	8.2559	3.26327	0.21117	0.09233	0	0.72617	0	0	0
Healthy	33.00049	50.66676	2.78792	0	0	0	0	0		33.00049	50.66676	0	0	0	0	0	0	0	0
Healthy	75.20939	2.04636	6.23739	0.04569	0	0.01706	0	0		75.20939	2.04636	0.02526	0.55448	0.04569	0.0101	0	0	0.01706	0
Healthy	29.43695	40.42364	12.19348	1.71134	0.20292	0	0	0		29.43695	40.42364	0.1663	0.15345	1.71134	0	2.12442	0	0	0
Healthy	63.74342	14.28705	2.90412	0	0.23937	0.06699	0	0		63.74342	14.28705	1.01154	0	0	0.20185	0.07307	0	0.06699	0
Healthy	1.43077	2.37799	13.15061	1.27759	0.05552	0	0	2.23535		1.43077	2.37799	0.46311	19.80121	1.27759	0	0.00271	0	0	2.23535
Healthy	84.12676	1.38443	3.16463	0	0	0.36459	0	0		84.12676	1.38443	3.61327	0	0	0.07126	0	0	0.36459	0
Healthy	38.09116	35.94321	14.00589	0.01638	0.96145	0.00035	0	0.03974		38.09116	35.94321	1.82008	0.05891	0.01638	0.05113	0.01483	0	0.00035	0.03974
Healthy	68.80393	1.05789	5.01295	0	0.10424	1.60564	0	0		68.80393	1.05789	0.13274	0.06207	0	0.04411	0.57787	0	1.60564	0
Healthy	60.06032	10.95027	13.84262	0.06969	0.06807	0.12389	0	0		60.06032	10.95027	0.6608	0	0.06969	4.0669	0.04252	0	0.12389	0
D016640	46.4474	15.72587	21.90364	0.80984	0.08414	0.01971	0	0.144		46.4474	15.72587	2.43255	0.92467	0.80984	0.32311	0.03763	0	0.01971	0.144
Healthy	0.76561	37.21339	4.58421	1.71618	8.15641	0	0	0.02961		0.76561	37.21339	0	0	1.71618	0	25.55796	0	0	0.02961
Healthy	37.89758	45.74613	3.49138	0.89779	0.02401	0	0	0		37.89758	45.74613	0	0	0.89779	0	0	0	0	0
Healthy	40.50803	13.62916	21.21244	0	0	0.04692	0	0		40.50803	13.62916	0	0.03233	0	5.28431	0	0	0.04692	0
Healthy	2.17972	18.17691	1.67582	1.29297	4.15738	0	0	0		2.17972	18.17691	57.6102	0	1.29297	0	0	0	0	0
Healthy	11.40218	18.11828	15.13874	0.06991	1.57254	0.03108	0	1.97389		11.40218	18.11828	2.95461	0.05656	0.06991	0.27033	1.65467	0	0.03108	1.97389
Healthy	1.80623	33.80655	17.86195	0.73226	1.85891	0.04045	0	0.12803		1.80623	33.80655	3.99569	1.54677	0.73226	0	1.13343	0	0.04045	0.12803
Healthy	5.01413	9.64494	0	1.16377	0.00202	0	0	0		5.01413	9.64494	0.07308	19.0073	1.16377	0.11928	0	0	0	0
Healthy	82.28787	2.41671	6.28902	0.14894	0	0.07659	0	0		82.28787	2.41671	0.51766	0.05156	0.14894	0.34203	0	0	0.07659	0
Healthy	26.52757	1.23727	10.89159	0.31322	1.33107	0.52982	0	0		26.52757	1.23727	1.25931	0.12566	0.31322	0	0.79051	0	0.52982	0
Healthy	24.56073	12.05536	14.68136	0.33766	0.13419	0.03312	0	0.52203		24.56073	12.05536	0.34112	0.67781	0.33766	0.74913	4.57336	0	0.03312	0.52203
Healthy	24.10094	7.22272	33.65296	0.18912	0.24702	0.00367	0	0		24.10094	7.22272	8.09974	0.00479	0.18912	0.00204	0.42037	0	0.00367	0
Healthy	44.7532	13.23945	6.12078	0	0.15891	0	0	0		44.7532	13.23945	3.05761	0	0	0.46085	0	0	0	0
Healthy	20.0003	66.22781	2.2896	0.00373	0	0	0	0.00443		20.0003	66.22781	0.0143	0.1125	0.00373	0.13516	0	0	0	0.00443
Healthy	65.68526	2.12552	0	0.20686	0.26925	0.03451	0	0		65.68526	2.12552	0.0615	12.4914	0.20686	0.16476	0	0	0.03451	0
Healthy	36.6243	17.20119	16.08651	0.04399	0.89955	0.19671	0	0.0847		36.6243	17.20119	3.2774	0.18119	0.04399	0.02559	0.0312	0	0.19671	0.0847
Healthy	42.05245	0.85315	9.89985	0	0.19398	1.59525	0	0		42.05245	0.85315	3.03875	0.19359	0	0.05053	0	0	1.59525	0
Healthy	50.63919	11.90903	16.08456	0.92125	1.0318	0.03037	0	0.18939		50.63919	11.90903	7.07489	0.03294	0.92125	0.61263	0.12935	0	0.03037	0.18939
Healthy	14.97199	67.53258	1.58312	0.1198	0.30962	0.00637	0	0		14.97199	67.53258	0.37323	0	0.1198	0.05362	0.10129	0	0.00637	0
Healthy	62.39454	22.25297	5.56613	0	0	0	0	0		62.39454	22.25297	0	0.02425	0	0.23867	0	0	0	0
Healthy	14.80192	22.48144	29.08696	0.22235	3.15356	0	0	0		14.80192	22.48144	0.76322	0.76903	0.22235	0.00905	0	0	0	0
Healthy	63.75558	23.47553	4.31564	0	0.10238	0.48181	0	0		63.75558	23.47553	0	0	0	3.18684	0.05946	0	0.48181	0
Healthy	76.12359	6.95043	6.76881	0.20264	0.10066	0.00384	0	0.24509		76.12359	6.95043	0	0.19513	0.20264	2.22896	0.47791	0	0.00384	0.24509
Healthy	58.29386	7.28304	8.66665	0.0558	1.70138	0.15916	0	0		58.29386	7.28304	3.07362	0	0.0558	0.10273	0.05659	0	0.15916	0
Healthy	39.61486	14.92994	4.30093	0.4539	2.85199	0.11279	0.03329	0.27916		39.61486	14.92994	21.2793	0.18872	0.4539	0.22719	0.24835	0.03329	0.11279	0.27916
Healthy	32.17545	30.20134	4.1898	0	0.19324	0	0	0		32.17545	30.20134	0.97306	0.00448	0	0.04808	0	0	0	0
Healthy	88.0674	5.17485	1.9936	0.03321	0.01072	0.05172	0.0055	0		88.0674	5.17485	0.01482	0	0.03321	0.22475	0.00122	0.0055	0.05172	0
Healthy	0	2.46066	0	0.00774	0.0043	0	0	0		0	2.46066	0.82179	35.1068	0.00774	0	7.76651	0	0	0
Healthy	33.33184	4.75141	6.64436	0	0	0	0	0		33.33184	4.75141	0	14.0667	0	0.24865	0.30586	0	0	0
Healthy	53.86058	4.15218	4.83892	0	0.69773	0.1314	0	0		53.86058	4.15218	0.01719	1.14237	0	0.3137	0.34667	0	0.1314	0
Healthy	86.88977	3.34333	3.64709	0.08112	0	0.09733	0	0		86.88977	3.34333	0.23023	1.71973	0.08112	0.06584	0.04696	0	0.09733	0
Healthy	11.71661	15.3408	3.45991	0.77482	12.13018	0.0045	0.10183	0.00543		11.71661	15.3408	36.05758	0.78603	0.77482	0.12191	0.60251	0.10183	0.0045	0.00543
Healthy	0.54085	27.08959	37.67135	1.41007	0.59504	0	9.22973	0		0.54085	27.08959	8.2646	4.21727	1.41007	0	0	9.22973	0	0
Healthy	77.74018	0.65025	8.24435	0.03597	0.0565	0.00314	0	0		77.74018	0.65025	0.12321	0.08215	0.03597	0.0695	0.03924	0	0.00314	0
Healthy	45.64945	20.40805	5.9936	0.67489	0	0	0	0		45.64945	20.40805	0.79985	2.11217	0.67489	6.0008	0.00297	0	0	0
Healthy	57.67382	4.07466	8.58443	0.0166	0.75693	0.0721	0	0		57.67382	4.07466	5.54477	0	0.0166	0.00408	0	0	0.0721	0
Healthy	65.76455	6.0791	3.87859	0.2766	0.02708	0.01492	0	0		65.76455	6.0791	0.08676	0.21435	0.2766	0.25391	0.11391	0	0.01492	0
Healthy	66.63057	2.13014	0	0	0	0	0	0		66.63057	2.13014	0	10.6894	0	0	0	0	0	0
Healthy	50.22231	12.34446	5.70873	0.77474	0.48847	0	0	0		50.22231	12.34446	2.16862	0.14899	0.77474	0.0985	5.30426	0	0	0
Healthy	38.30892	9.90921	5.40856	0.35508	3.25554	0	0	0.90418		38.30892	9.90921	14.13866	0	0.35508	0.04357	0.41992	0	0	0.90418
Healthy	68.23914	4.99676	4.1442	0	0	0	0	0		68.23914	4.99676	0.39616	0	0	0.12285	0.32041	0	0	0
Healthy	78.90982	0.76244	1.72049	0	0	0	0	0		78.90982	0.76244	0.10137	0	0	0.19207	0	0	0	0
Healthy	72.24672	12.8107	1.06885	0	0	0	0	0		72.24672	12.8107	0	0	0	0.05236	0	0	0	0
Healthy	57.19893	28.09864	1.63496	1.95827	0.45468	0.00872	0	0.37654		57.19893	28.09864	4.33914	0.04739	1.95827	2.30897	0.00039	0	0.00872	0.37654
Healthy	42.83065	17.20017	6.63004	0.5437	0.16185	0	0	0		42.83065	17.20017	1.05839	0.63044	0.5437	2.11487	2.42459	0	0	0
Healthy	75.8188	6.34398	5.32031	6.43426	0.28468	0.00418	0	0.11267		75.8188	6.34398	0.2832	0.3755	6.43426	0	0.00853	0	0.00418	0.11267
Healthy	52.43783	8.29605	8.36896	0	0.2201	0.32157	0	0		52.43783	8.29605	0.14723	0.10762	0	0.62354	0	0	0.32157	0
Healthy	0	0	0	28.08369	0	0	20.8715	0		0	0	0	7.72237	28.08369	0.01211	0	20.8715	0	0
Healthy	70.1103	5.68633	4.38899	0	0	0.09704	0	0		70.1103	5.68633	4.1951	0.19839	0	0.28953	0	0	0.09704	0
Healthy	66.6534	11.98263	9.3041	0	0	0	0	0		66.6534	11.98263	0.00492	0	0	1.34205	0.03108	0	0	0
Healthy	17.68292	11.37886	18.13435	0.14265	1.81866	0.14389	0	0.33876		17.68292	11.37886	0	0	0.14265	0	1.41579	0	0.14389	0.33876
Healthy	14.14117	39.2162	5.2746	0.7808	0.96339	0	0	0		14.14117	39.2162	14.09391	0	0.7808	0	2.04834	0	0	0
Healthy	62.20556	5.63958	13.89572	0.00588	0.03142	0.08665	0	0		62.20556	5.63958	0	0.1011	0.00588	0.01256	0.87368	0	0.08665	0
Healthy	26.26053	13.93007	10.1189	2.79852	2.69828	0	0	0.07967		26.26053	13.93007	9.62921	8.10184	2.79852	0.06826	0.29454	0	0	0.07967
Healthy	62.9306	16.20853	9.06476	0.24351	0.0928	0.0069	0	0		62.9306	16.20853	0.75926	0	0.24351	0.49568	1.14209	0	0.0069	0
Healthy	27.69067	35.29333	16.58168	0.26328	0.79247	0.02692	0	0.29751		27.69067	35.29333	1.29679	0	0.26328	0.14371	0.0042	0	0.02692	0.29751
Healthy	57.78978	21.6172	0.30647	0.01339	0	0	0	0.05557		57.78978	21.6172	0.01998	0	0.01339	0.01799	0.1973	0	0	0.05557
Healthy	27.36421	25.78987	5.2066	0.25948	0.06641	0.11319	0	0		27.36421	25.78987	1.29765	0	0.25948	2.84792	0.0268	0	0.11319	0
Healthy	12.00093	0.46416	3.62537	0	0	0	0	0		12.00093	0.46416	0.04882	0	0	0	0	0	0	0
Healthy	38.84185	29.92333	10.0044	0.07445	0.24232	0.02314	0	0		38.84185	29.92333	0.45848	0	0.07445	0.33364	2.2273	0	0.02314	0
Healthy	33.69858	0	0.00751	8.88596	0	0	0	0		33.69858	0	14.05652	0.01108	8.88596	2.78928	2.09396	0	0	0
Healthy	66.60307	1.62964	0	0.1937	0.25536	0.02775	0	0		66.60307	1.62964	0.08801	12.9001	0.1937	0.20237	0	0	0.02775	0
Healthy	81.86447	2.74405	6.11978	0.11619	0	0.06537	0	0		81.86447	2.74405	0.51006	0.09521	0.11619	0.31406	0	0	0.06537	0
Healthy	79.46925	11.96373	0.57493	0.05981	0	0.03368	0	0		79.46925	11.96373	0	2.48849	0.05981	0.0951	0.02188	0	0.03368	0
Healthy	62.17627	7.9027	6.71099	0.04826	0.37603	0	0	0		62.17627	7.9027	0.0025	0	0.04826	10.8936	0	0	0	0
Healthy	63.06974	15.1352	2.98357	0	0.26425	0.097	0	0		63.06974	15.1352	0.94002	0	0	0.19678	0.07825	0	0.097	0
Healthy	10.75217	23.28386	16.50335	1.89535	0.64397	0	2.74525	0.42843		10.75217	23.28386	15.75931	0.27548	1.89535	0	1.96079	2.74525	0	0.42843
Healthy	70.59313	7.21003	6.63734	0	0.05532	0	0	0		70.59313	7.21003	0	0	0	1.53255	0.48229	0	0	0
Healthy	46.84148	20.2395	6.04915	0.6713	0	0	0	0		46.84148	20.2395	0.91995	2.23394	0.6713	6.08905	0	0	0	0
Healthy	77.11711	3.68588	2.46708	0	0.67356	1.66572	0	0		77.11711	3.68588	0	0.12428	0	0	0.28883	0	1.66572	0
Healthy	63.5846	24.24031	4.15006	0	0.06489	0.3925	0	0		63.5846	24.24031	0	0	0	3.17786	0.10293	0	0.3925	0
Healthy	69.81212	5.74172	4.70282	0.00684	0.00221	0.08948	0	0		69.81212	5.74172	4.21184	0.22266	0.00684	0.21864	0	0	0.08948	0
Healthy	50.64633	13.41268	0.41492	0	0	0	0	0		50.64633	13.41268	0	0	0	0.04679	0	0	0	0
Healthy	65.95097	3.78455	16.51085	0.08424	0.29256	0.0185	0.02618	0		65.95097	3.78455	5.63977	0.56184	0.08424	0.00847	0	0.02618	0.0185	0
Healthy	47.72311	18.5026	10.98959	0.0309	0.0799	0.0343	0.02934	0.03317		47.72311	18.5026	0.57851	0.0616	0.0309	1.02572	0.05489	0.02934	0.0343	0.03317
Healthy	37.35111	24.93779	9.54378	0	0	0	0	0.37682		37.35111	24.93779	1.03988	0.83817	0	0.01931	0.27959	0	0	0.37682
Healthy	18.88292	28.24474	13.52064	0.07561	0.0676	0.02094	0	0.04381		18.88292	28.24474	10.4666	0.05959	0.07561	0.0663	0.03908	0	0.02094	0.04381
Healthy	70.39165	3.77447	4.50146	0.06794	0.62851	1.44462	0	0		70.39165	3.77447	0.69198	0	0.06794	3.13304	0.17196	0	1.44462	0
Healthy	56.20077	8.27017	1.85251	0.21775	1.07452	0.32773	0	0		56.20077	8.27017	0.1777	0.6633	0.21775	1.46557	5.49828	0	0.32773	0
Healthy	51.28108	18.60624	5.28947	0.02417	0.37018	0.0942	0	0		51.28108	18.60624	0.63266	0	0.02417	0.34274	0.23061	0	0.0942	0
D016640	69.32741	10.83518	3.14962	0.37735	0.23333	0.00844	0	0.0186		69.32741	10.83518	0.02446	0.16575	0.37735	0.0317	0.07811	0	0.00844	0.0186
Healthy	10.59075	2.35072	2.23492	5.11435	3.86441	0	0	0.20999		10.59075	2.35072	33.24468	1.97354	5.11435	0.02242	0.21422	0	0	0.20999
Healthy	68.52156	1.05409	8.49985	0	0.1632	1.59157	0	0		68.52156	1.05409	0.09135	0.12439	0	0.04949	0.51351	0	1.59157	0
