group	Bacteroidales	Lachnospirales	Oscillospirales	Lactobacillales	Coriobacteriales	Desulfovibrionales	Pseudomonadales	Peptostreptococcales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	54.39563	10.11818	18.19346	0	0	0	0	0		54.39563	10.11818	5.27002	0	0	2.52426	0	0	0	0
Healthy	22.01124	21.72554	15.78044	0.32283	0.82294	0.14269	0	0.19056		22.01124	21.72554	18.16577	1.86595	0.32283	1.37103	0	0	0.14269	0.19056
Healthy	62.88602	17.04743	10.61777	0.06128	0.24671	0.00715	0	0.22324		62.88602	17.04743	0.36583	0	0.06128	0.00657	0	0	0.00715	0.22324
Healthy	77.74572	3.17894	1.65189	0	0.19978	0.14421	0	0		77.74572	3.17894	0.47029	0.027	0	5.64129	0.05228	0	0.14421	0
Healthy	77.15751	3.146	3.84158	0	0.18884	0.05495	0	0		77.15751	3.146	0.58068	0.07842	0	0.18971	0.1265	0	0.05495	0
Healthy	13.35234	0.38565	5.80588	0.01202	1.46508	0.72008	0	0		13.35234	0.38565	0.01535	10.6542	0.01202	0.23267	0.16398	0	0.72008	0
Healthy	12.31931	0	0.00083	3.34539	0.02426	0	3.52757	0.01881		12.31931	0	27.0547	3.55218	3.34539	0	0.17772	3.52757	0	0.01881
Healthy	61.52629	1.9568	6.53008	0	0.13318	0.03414	0	0		61.52629	1.9568	0	0.04316	0	0.00587	0	0	0.03414	0
Healthy	41.3138	29.47953	1.96996	0	0	0	0	0		41.3138	29.47953	0	0	0	0	1.18947	0	0	0
Healthy	26.0167	30.42778	4.07104	0.0203	0.03036	0.04745	0	0.03699		26.0167	30.42778	0.2155	1.00904	0.0203	0	0.06983	0	0.04745	0.03699
Healthy	8.23024	5.01193	15.89829	2.63975	1.67314	0.01788	0	0.13719		8.23024	5.01193	49.76916	0	2.63975	0	0.15696	0	0.01788	0.13719
Healthy	59.19358	0.00652	0	0.06942	0	0	0.19873	0		59.19358	0.00652	36.14721	4.29323	0.06942	0	0	0.19873	0	0
Healthy	39.1705	36.63131	0.36792	0.67212	0	0	0	0		39.1705	36.63131	0	5.59311	0.67212	0.03579	0	0	0	0
Healthy	33.35905	11.14217	4.4971	0.02675	0.02305	0.00212	0	0.03757		33.35905	11.14217	1.40857	0.04674	0.02675	0.08368	0.17496	0	0.00212	0.03757
Healthy	17.70602	43.84906	16.64414	2.54226	0.66136	0.0843	0.60344	0.45812		17.70602	43.84906	0.41214	2.06757	2.54226	0.01483	0	0.60344	0.0843	0.45812
Healthy	15.74507	10.84159	48.86048	0	3.02327	0	0	0		15.74507	10.84159	0	0	0	0	0	0	0	0
Healthy	62.55839	24.305	7.03764	0.10091	0	0	0	0.66563		62.55839	24.305	0	0	0.10091	0	0	0	0	0.66563
Healthy	57.60587	4.2111	1.01176	0.31322	0.58803	0.02339	0.02173	0		57.60587	4.2111	0.39687	0	0.31322	0.26719	0	0.02173	0.02339	0
Healthy	62.10895	21.03439	4.13178	0.0782	0.18221	0.1922	0	0		62.10895	21.03439	0	0.13135	0.0782	5.03773	0.02457	0	0.1922	0
Healthy	43.68784	1.23217	2.15337	0.01606	0.10075	0.04787	0	0		43.68784	1.23217	0	0	0.01606	0.12874	0	0	0.04787	0
Healthy	37.00331	36.2769	13.231	0.05262	1.19723	0	0	0		37.00331	36.2769	0.11193	0.25682	0.05262	0.04164	0	0	0	0
Healthy	54.07795	9.67989	0	0	0	0	0	0		54.07795	9.67989	0	0	0	0	0	0	0	0
Healthy	26.73081	31.8156	28.6598	0.27659	0	0	0	0		26.73081	31.8156	0	0	0.27659	0.03047	0	0	0	0
Healthy	60.91644	7.41093	6.31896	0.4411	0	0	0	0		60.91644	7.41093	0.81819	0.69592	0.4411	2.30368	0.07281	0	0	0
Healthy	48.31568	6.17621	11.14261	0	0	0.23731	0	0		48.31568	6.17621	0	0.03994	0	0.14103	0.028	0	0.23731	0
Healthy	64.79763	2.09958	1.34671	0.01043	0.05954	0	0	0.00249		64.79763	2.09958	5.8666	1.60077	0.01043	0.06611	0.2326	0	0	0.00249
Healthy	28.3397	21.33534	4.97076	1.15081	1.38203	0.00493	0	0.00723		28.3397	21.33534	1.18868	0.23021	1.15081	0.00081	0.213	0	0.00493	0.00723
Healthy	77.32999	0.76121	8.31266	0.02591	0.05876	0.00324	0	0		77.32999	0.76121	0.09903	0.14131	0.02591	0.06954	0.02083	0	0.00324	0
Healthy	70.34527	5.72513	4.43491	0.00189	0	0.11375	0	0		70.34527	5.72513	4.05199	0.06081	0.00189	0.21323	0	0	0.11375	0
Healthy	49.0545	15.12293	0.58598	0	0	0	0	0		49.0545	15.12293	0	0.33905	0	0	0	0	0	0
Healthy	69.79397	9.78814	10.22545	0.02336	0.08191	0.26162	0.09955	0.02518		69.79397	9.78814	0.14502	1.9574	0.02336	0.02574	1.03528	0.09955	0.26162	0.02518
Healthy	67.81815	20.0574	4.28682	0.14163	0.22677	0	0	0.04211		67.81815	20.0574	0.87693	0.37751	0.14163	0	1.00309	0	0	0.04211
Healthy	65.5694	1.70546	0.03625	0.17968	0.29068	0.04885	0	0		65.5694	1.70546	0.07304	12.8743	0.17968	0.17461	0	0	0.04885	0
Healthy	68.45521	2.70959	8.92958	0.01799	0.58739	0	0	0		68.45521	2.70959	0	0.1014	0.01799	5.87112	0	0	0	0
Healthy	38.97581	27.26938	11.13561	0.11371	0.61505	0.06165	0	0.00795		38.97581	27.26938	1.3467	0.03899	0.11371	0.38063	2.07139	0	0.06165	0.00795
Healthy	69.30138	2.42962	8.83439	0.01821	0.59301	0	0	0		69.30138	2.42962	0	0.10583	0.01821	6.01781	0	0	0	0
Healthy	1.60432	20.09009	5.09118	7.76499	1.06157	0	0	0		1.60432	20.09009	0.06168	0	7.76499	0	1.2599	0	0	0
Healthy	48.44869	6.18849	12.49654	0	0	0.19675	0	0		48.44869	6.18849	0	0.02492	0	0.13661	0.03168	0	0.19675	0
Healthy	86.81948	3.74794	3.5101	0.07795	0	0.10547	0	0		86.81948	3.74794	0.23047	1.85023	0.07795	0.07455	0.02781	0	0.10547	0
Healthy	12.2298	5.6304	32.8596	0	0.04776	0	0	0		12.2298	5.6304	4.43001	0	0	0.50243	0	0	0	0
Healthy	12.06736	35.85053	11.33977	0.34531	0.04697	0.00509	0	0.02881		12.06736	35.85053	0.45537	0.0587	0.34531	0.46794	0.04525	0	0.00509	0.02881
Healthy	29.37652	6.11296	8.55856	0.12738	0.36944	0.81652	0	0		29.37652	6.11296	0.11535	0	0.12738	0	0.23185	0	0.81652	0
Healthy	11.17298	43.90919	6.3819	0	0	0	0	0		11.17298	43.90919	0	0	0	0	0	0	0	0
Healthy	69.41041	1.57102	1.93601	0	0	0	0	0		69.41041	1.57102	0.3179	0.06901	0	0.14429	0.02955	0	0	0
Healthy	15.44434	23.18683	37.81573	0.35331	0.05672	0	0	0		15.44434	23.18683	1.70982	0	0.35331	0	0.46577	0	0	0
Healthy	67.72931	0.32418	4.48824	0.05261	0.91186	0.44833	0	0		67.72931	0.32418	0.30593	0.60334	0.05261	0.02935	0.31144	0	0.44833	0
Healthy	0.0051	0	0	0	0	0	0	0		0.0051	0	0.06844	98.78012	0	0	0.01169	0	0	0
Healthy	60.07223	4.27275	7.93102	0.02622	0.61189	0.05598	0	0		60.07223	4.27275	5.09528	0	0.02622	0.00159	0.002	0	0.05598	0
Healthy	26.39939	1.2422	9.40485	0.29646	1.31353	0.70216	0	0		26.39939	1.2422	1.23626	0.08659	0.29646	0	0.7685	0	0.70216	0
Healthy	66.30708	3.03737	4.63256	0.0626	0.26175	0.26754	0	0		66.30708	3.03737	0.14009	0	0.0626	0.09483	0.03311	0	0.26754	0
Healthy	69.02422	0.98848	5.25849	0	0.12241	1.47767	0	0		69.02422	0.98848	0.13723	0.06642	0	0.03685	0.45071	0	1.47767	0
Healthy	64.42086	19.22917	4.67796	0.00226	0.15625	0.37319	0	0		64.42086	19.22917	0	0	0.00226	1.09687	0.08966	0	0.37319	0
Healthy	15.55609	29.9519	37.47754	1.81947	0.58585	0	0	0		15.55609	29.9519	0.00415	0	1.81947	0.25217	0.04769	0	0	0
Healthy	76.65911	0.70725	8.83678	0.02218	0.06371	0.00325	0	0		76.65911	0.70725	0.10854	0.10839	0.02218	0.06927	0.02631	0	0.00325	0
Healthy	52.02453	8.03962	8.50536	0	0.19355	0.32032	0	0		52.02453	8.03962	0.15596	0.05429	0	0.39124	0	0	0.32032	0
Healthy	10.94183	5.41206	28.08231	0	0.17705	0	0	0		10.94183	5.41206	5.11137	0.03932	0	0.37716	0	0	0	0
Healthy	9.58545	25.39822	25.02424	0.32345	1.69258	0	0	0		9.58545	25.39822	11.68667	0	0.32345	0	0	0	0	0
Healthy	24.65919	10.57816	17.28463	0.74496	0.96739	0.15039	0.00594	0		24.65919	10.57816	1.7763	18.7087	0.74496	0.00128	0.05768	0.00594	0.15039	0
Healthy	80.04586	1.59744	7.03672	0	0.06684	0	0	0		80.04586	1.59744	0	0.02277	0	4.27383	0	0	0	0
Healthy	67.13567	8.83503	6.27437	0.02136	0.30433	0.07483	0	0		67.13567	8.83503	1.48252	0.0278	0.02136	0.00294	0	0	0.07483	0
Healthy	67.41444	9.14533	5.85141	0.01061	0.35408	0.0955	0	0		67.41444	9.14533	1.40869	0.08366	0.01061	0.32872	0	0	0.0955	0
Healthy	42.27842	35.9601	13.27881	1.08101	0.3423	0	0	0.28653		42.27842	35.9601	0.0335	0.7789	1.08101	0	0.96957	0	0	0.28653
Healthy	55.64763	4.02704	4.58988	0	0.55687	0.17982	0	0		55.64763	4.02704	0.02775	0.93792	0	0.24397	0.2707	0	0.17982	0
Healthy	30.28015	6.21473	8.17205	0.08707	0.37962	0.5915	0	0		30.28015	6.21473	0.10419	0	0.08707	0.01322	0.28806	0	0.5915	0
Healthy	4.60152	23.18369	1.41065	0.01654	0.34499	0	0	0		4.60152	23.18369	3.74179	0	0.01654	0	0	0	0	0
Healthy	63.84875	14.66232	3.04328	0	0.30411	0.06882	0	0		63.84875	14.66232	0.9567	0	0	0.17701	0.08549	0	0.06882	0
Healthy	45.58241	0.69034	6.61852	0.11909	0.73979	0.62884	0	0		45.58241	0.69034	1.2112	0.40305	0.11909	0.00292	0.56378	0	0.62884	0
Healthy	48.56843	6.51314	10.63184	0	0	0.19774	0	0		48.56843	6.51314	0	0.07667	0	0.15297	0.03337	0	0.19774	0
Healthy	6.64501	2.74978	11.15835	1.55162	2.58962	0	0	0		6.64501	2.74978	67.39364	0	1.55162	0	0	0	0	0
Healthy	78.67341	3.69966	2.18206	0	0.64731	1.51706	0	0		78.67341	3.69966	0	0	0	0	0.31397	0	1.51706	0
Healthy	11.67897	47.86065	15.77703	3.48619	0.04448	0.04407	0.32525	0.00452		11.67897	47.86065	0.96114	0.00291	3.48619	0.00502	1.2137	0.32525	0.04407	0.00452
Healthy	66.55142	2.28218	0.10246	0	0	0	0	0		66.55142	2.28218	0.2095	0.83258	0	0	0	0	0	0
Healthy	47.27326	6.24883	11.19708	0	0	0.17934	0	0		47.27326	6.24883	0	0.06156	0	0.12334	0.03381	0	0.17934	0
Healthy	9.6557	18.1754	8.68593	14.98731	3.42746	0	0	0		9.6557	18.1754	25.62091	1.45409	14.98731	0	2.47771	0	0	0
Healthy	31.27239	8.60718	6.28341	0.00633	1.15465	0.00419	0	0		31.27239	8.60718	36.28447	0.16735	0.00633	0.01774	0.03415	0	0.00419	0
Healthy	38.73967	6.81285	16.7529	0.22494	0.2084	0.13801	0	0		38.73967	6.81285	0.83152	0	0.22494	0.05111	1.91959	0	0.13801	0
Healthy	47.96941	26.96077	3.91326	0.06733	0	1.28897	0	0		47.96941	26.96077	0.19149	7.05349	0.06733	0.05886	1.75192	0	1.28897	0
Healthy	10.74105	28.894	2.20286	0	0	0	0	0.36995		10.74105	28.894	0	0	0	0	6.64053	0	0	0.36995
Healthy	25.8744	46.93193	13.36036	0.64308	0.32759	0	0.00818	0.02577		25.8744	46.93193	0.29324	0.33911	0.64308	0.00934	0.35502	0.00818	0	0.02577
D016640	80.4149	9.52362	2.09645	0.29202	0.30695	0	0.76653	0.00418		80.4149	9.52362	0.06401	0.23787	0.29202	0.00739	0.13658	0.76653	0	0.00418
Healthy	46.93403	0.01859	0.00078	0.82044	1.99768	0.07383	0	0.00074		46.93403	0.01859	37.43929	0.00788	0.82044	0.00468	0	0	0.07383	0.00074
Healthy	28.91381	16.79701	15.19378	0.29673	1.01816	0	0	0.28392		28.91381	16.79701	12.16802	0.52389	0.29673	0.09601	0.1488	0	0	0.28392
Healthy	50.11589	28.05617	0	0	0	0	0	0		50.11589	28.05617	0	0	0	0	0	0	0	0
Healthy	44.43514	8.12301	6.87072	0.21919	0.73691	0.03955	0	0		44.43514	8.12301	1.84367	0.76572	0.21919	4.12994	0.47264	0	0.03955	0
Healthy	53.13198	7.85219	6.68376	0.14799	0.05575	0.07429	0.00214	0.08853		53.13198	7.85219	1.37209	0.62791	0.14799	0.55197	0.28647	0.00214	0.07429	0.08853
Healthy	34.50608	15.8757	17.70562	2.25836	1.05614	0.26021	0	0		34.50608	15.8757	0.68159	0	2.25836	0.01054	0.07085	0	0.26021	0
Healthy	63.55773	24.02851	4.36624	0	0.0728	0.3977	0	0		63.55773	24.02851	0	0	0	3.23814	0.09727	0	0.3977	0
Healthy	77.7602	3.73018	4.78626	0	0.62741	1.47135	0	0		77.7602	3.73018	0	0	0	0	0.26286	0	1.47135	0
Healthy	26.36217	35.25653	27.8322	0.16003	0	0	0	0		26.36217	35.25653	0	0	0.16003	0	0	0	0	0
Healthy	53.52142	0.82863	7.5697	0	0.68905	0.15019	0	0		53.52142	0.82863	0.03159	1.22721	0	0.23542	0.31186	0	0.15019	0
Healthy	53.23884	13.08515	4.47687	0	0.21376	0	0	0		53.23884	13.08515	2.0627	1.57391	0	1.76629	0	0	0	0
Healthy	49.92278	15.20616	18.67006	0	0.13437	0	0	0		49.92278	15.20616	0.23432	1.95493	0	3.06521	0	0	0	0
Healthy	89.09289	1.20825	1.45312	0.223	0.15418	0.00256	0	0		89.09289	1.20825	0	0.36136	0.223	0.11586	0.02717	0	0.00256	0
Healthy	65.07545	6.64336	7.11944	0.0145	0.24418	0.15304	0	0		65.07545	6.64336	0.48039	0.07258	0.0145	1.40445	0.00617	0	0.15304	0
Healthy	64.06727	9.28995	4.81253	0.09398	1.3424	0.03707	0	0		64.06727	9.28995	0.11051	0	0.09398	3.70084	0	0	0.03707	0
Healthy	48.80242	5.98464	3.85535	0.03503	0.15641	0.67466	0	0		48.80242	5.98464	0.27269	0.10591	0.03503	0.76266	0	0	0.67466	0
Healthy	39.68736	21.33333	12.19593	0.1806	0.07942	0	0	0		39.68736	21.33333	1.69776	0.30785	0.1806	0.00608	2.75207	0	0	0
Healthy	3.37609	14.7844	55.382	0	0	0	0	0		3.37609	14.7844	26.4576	0	0	0	0	0	0	0
Healthy	22.54515	19.27721	33.05769	0.85733	0.4206	0	0	0.12562		22.54515	19.27721	5.48557	0.43259	0.85733	0.19696	0.00847	0	0	0.12562
Healthy	61.90876	21.62777	2.25388	1.93799	0.43065	0	0	0		61.90876	21.62777	0.16703	0.31284	1.93799	0.49362	0.08712	0	0	0
Healthy	65.77098	13.32261	3.77801	0.24015	0	0	0	0		65.77098	13.32261	0.46514	2.88551	0.24015	1.28976	0	0	0	0
Healthy	52.17961	5.42416	30.05276	0.72561	0.04871	0	0	0		52.17961	5.42416	0.43193	1.34659	0.72561	0	0	0	0	0
Healthy	4.39774	27.43436	0.44311	18.30827	8.18426	0	0	0		4.39774	27.43436	8.0592	0	18.30827	0.02111	9.57826	0	0	0
Healthy	49.23491	17.37687	11.49575	0.41061	0.23606	0.34134	0.1721	0.27774		49.23491	17.37687	0.13342	0.23505	0.41061	0.98327	0.24053	0.1721	0.34134	0.27774
Healthy	88.84668	1.05575	1.4274	0.26034	0.13229	0.00761	0	0		88.84668	1.05575	0	0.54344	0.26034	0.1305	0.00982	0	0.00761	0
Healthy	46.5767	10.27839	18.65975	2.36562	1.22039	0.05704	0	0.17155		46.5767	10.27839	3.60287	0.06071	2.36562	1.67474	3.66131	0	0.05704	0.17155
Healthy	8.0179	68.64843	3.66208	0	0	0	0	0.14174		8.0179	68.64843	0	0	0	0	0.36672	0	0	0.14174
Healthy	71.53509	15.82956	3.67337	0.18192	0.06455	0.0596	0.30961	0.46071		71.53509	15.82956	0.02202	0.20425	0.18192	0.06756	0.11481	0.30961	0.0596	0.46071
Healthy	34.82541	23.39615	11.2332	0	0	0	0	0		34.82541	23.39615	0	0	0	0	0	0	0	0
Healthy	23.7146	31.93906	21.80977	1.34408	0.90588	0	0	0.21757		23.7146	31.93906	0.89986	0.10072	1.34408	0.25126	0.13656	0	0	0.21757
Healthy	38.55289	0	0	0.22569	0	0	3.74301	0		38.55289	0	1.06664	54.4802	0.22569	0	0	3.74301	0	0
Healthy	23.71179	14.42117	6.11368	0	0.00789	0	0	0.02552		23.71179	14.42117	0.05056	24.8113	0	0.06847	0.12072	0	0	0.02552
Healthy	65.86083	5.92327	2.56625	0.26525	0.03182	0.02623	0	0		65.86083	5.92327	0.11477	0.1835	0.26525	0.2452	0.10943	0	0.02623	0
Healthy	84.82546	6.45903	1.7323	0.00194	0.04992	0.0213	0	0.0561		84.82546	6.45903	0.12108	0.8212	0.00194	0.14985	0	0	0.0213	0.0561
Healthy	88.87543	0.20051	1.5189	0	0	0	0	0		88.87543	0.20051	0.09213	0	0	0	0	0	0	0
Healthy	7.28936	0	0	0	0	0	0.36832	0		7.28936	0	3.17555	68.0827	0	0	0	0.36832	0	0
Healthy	70.25622	15.72166	1.53919	0	0	0	0	0		70.25622	15.72166	0	0.04885	0	0	0	0	0	0
Healthy	43.52601	8.31204	12.16234	0	0.04591	0.06803	0	0		43.52601	8.31204	1.06755	1.05698	0	0.23081	0.96634	0	0.06803	0
Healthy	18.58328	9.80768	2.69242	22.27831	1.41242	0.18021	0.25572	0.0234		18.58328	9.80768	0.79033	2.73399	22.27831	0.03507	6.79747	0.25572	0.18021	0.0234
Healthy	21.84724	40.97327	10.82703	0.2236	0.07225	0.07256	0	0		21.84724	40.97327	0.47817	0.39886	0.2236	0.02812	0.03613	0	0.07256	0
Healthy	30.04784	3.13524	33.64406	0	0.01643	0	0	0		30.04784	3.13524	2.48129	0	0	0.02182	0	0	0	0
Healthy	70.00135	5.02239	2.39336	0	0	0	0	0		70.00135	5.02239	0.36907	0	0	0.17425	0.30214	0	0	0
Healthy	44.99102	14.88087	8.24758	0.08121	0.12737	0	0	0.41546		44.99102	14.88087	14.57025	2.4447	0.08121	0.04372	0.35555	0	0	0.41546
Healthy	24.68143	54.00492	8.04473	0.39736	0.68768	0	0	0.7662		24.68143	54.00492	0.82962	0.06362	0.39736	0.05991	0.09341	0	0	0.7662
Healthy	66.80106	2.44881	0.08823	0	0	0	0	0		66.80106	2.44881	0.18021	1.26907	0	0	0	0	0	0
Healthy	30.74518	23.99764	3.53297	0.07118	0.10876	0	0	0.07375		30.74518	23.99764	0.12194	0.30655	0.07118	0.73357	0.305	0	0	0.07375
Healthy	20.681	30.20196	24.67137	0.10194	0	0	0	0.31543		20.681	30.20196	0	0.10662	0.10194	0.1171	0.01904	0	0	0.31543
Healthy	67.23864	0.39643	3.3899	0.04162	0.90455	0.43213	0	0		67.23864	0.39643	0.36078	0.70112	0.04162	0.00555	0.31872	0	0.43213	0
Healthy	79.5532	1.78355	3.70954	0	0.15301	0.02068	0	0		79.5532	1.78355	1.09861	0	0	0.6799	0.00769	0	0.02068	0
Healthy	77.46103	2.91847	3.83002	0	0.18093	0.08262	0	0		77.46103	2.91847	0.6711	0.0629	0	0.24045	0.14078	0	0.08262	0
Healthy	37.48435	39.02786	2.96272	0	0	0	0	0		37.48435	39.02786	0.0445	0	0	0.28696	4.6511	0	0	0
Healthy	42.17307	23.17676	4.37855	0	0.47721	0.01653	0	0		42.17307	23.17676	0.31078	0.28921	0	0.50514	0.58424	0	0.01653	0
Healthy	69.54745	5.03933	2.50862	0	0.00265	0	0	0		69.54745	5.03933	0.4033	0	0	0.16316	0.31823	0	0	0
Healthy	26.3885	1.25215	12.37836	0.34771	1.26532	0.51404	0	0		26.3885	1.25215	1.35364	0.08323	0.34771	0.00315	0.76495	0	0.51404	0
Healthy	18.78237	18.03648	24.56914	4.0795	3.72011	0.08455	1.08506	0.03073		18.78237	18.03648	4.34104	0.92251	4.0795	0.07051	1.0362	1.08506	0.08455	0.03073
Healthy	77.19162	1.17809	4.23988	0	0	0	0	0		77.19162	1.17809	0.05927	0	0	0.11572	0	0	0	0
Healthy	33.92262	20.39561	16.46134	0.43111	0.10086	0.00067	0	0		33.92262	20.39561	1.82498	0.59304	0.43111	0.35801	0.11243	0	0.00067	0
D016640	21.99049	17.57469	20.04914	5.08981	0.783	0.09088	0	0.10647		21.99049	17.57469	7.17445	0.23054	5.08981	4.13694	1.1177	0	0.09088	0.10647
Healthy	27.41332	21.16724	7.16227	2.68379	0.52595	0	0	0.4396		27.41332	21.16724	2.22786	13.544	2.68379	0	0.74184	0	0	0.4396
Healthy	62.32274	18.8168	7.44867	0.07244	0.24388	0.00226	0.06837	0.01483		62.32274	18.8168	0.23251	0.31094	0.07244	0.04881	0.00191	0.06837	0.00226	0.01483
Healthy	68.75745	2.31412	7.72206	0.0121	0.33413	0.08344	0.01915	0		68.75745	2.31412	0	0.02447	0.0121	0.01745	0	0.01915	0.08344	0
Healthy	36.60658	40.90293	9.90033	0	0	0.05779	0	0.17891		36.60658	40.90293	0	0	0	0.05623	0	0	0.05779	0.17891
Healthy	22.21139	21.77194	25.07178	0.1849	0.11222	0	0	0.04		22.21139	21.77194	0.37104	1.01397	0.1849	0.01698	1.82278	0	0	0.04
Healthy	14.04776	44.66688	8.45806	2.86345	5.40087	0	1.5446	0		14.04776	44.66688	9.2484	4.34724	2.86345	0	0.20611	1.5446	0	0
Healthy	79.3563	13.32349	2.48088	0.08617	0	0	0	0		79.3563	13.32349	0	0	0.08617	0	0	0	0	0
Healthy	14.44243	1.74986	0.02214	4.09721	0.00123	0	0.61522	0		14.44243	1.74986	67.04504	1.47257	4.09721	0	0.01343	0.61522	0	0
Healthy	47.15603	5.53072	2.54261	0.00098	0.0728	0	0	0.048		47.15603	5.53072	4.7669	0.04056	0.00098	0.7626	0.15541	0	0	0.048
Healthy	19.14718	16.89956	35.1976	0.33876	0.50091	0	0	0		19.14718	16.89956	10.79398	0.2876	0.33876	0.05785	0	0	0	0
Healthy	67.53369	3.44613	4.32026	0	0	0	0	0		67.53369	3.44613	0.31106	0	0	0.1497	0.24047	0	0	0
Healthy	67.96798	4.95075	5.18063	0.48478	0.05353	0.01482	0	0		67.96798	4.95075	0.18811	0	0.48478	6.20782	0	0	0.01482	0
Healthy	39.78159	27.17506	19.87075	1.35608	0	0	0	0		39.78159	27.17506	0.24558	0	1.35608	0.10588	0	0	0	0
Healthy	17.42109	25.21606	6.13491	0.01917	0	0	0	5.59423		17.42109	25.21606	0	0.54752	0.01917	0	1.75033	0	0	5.59423
Healthy	46.68828	26.36663	5.87192	3.04736	0.15254	0.01124	0	0.00234		46.68828	26.36663	0.20547	0.09375	3.04736	0.35944	1.16204	0	0.01124	0.00234
Healthy	33.17284	6.4388	10.21739	0	0.13524	0.13317	0	0		33.17284	6.4388	0	5.34141	0	0.04037	0.28255	0	0.13317	0
Healthy	68.79055	22.10863	1.30825	0	0	0	0	0		68.79055	22.10863	0.02847	0	0	0.13697	0	0	0	0
Healthy	46.32513	0.0717	0	0.63723	2.96233	0	0.06811	0		46.32513	0.0717	13.96202	10.9585	0.63723	0	0	0.06811	0	0
Healthy	45.38947	12.20816	15.91689	0.0723	0.83402	0.20968	0	0		45.38947	12.20816	0.23212	0.413	0.0723	0.22996	0.13579	0	0.20968	0
Healthy	7.18264	11.69041	9.09041	0.14553	1.58652	0	0	0.83955		7.18264	11.69041	21.91893	0.30643	0.14553	0.04855	3.91787	0	0	0.83955
Healthy	20.40739	26.45985	27.71414	0.20006	0	0	0	0		20.40739	26.45985	4.01656	0.90366	0.20006	0	0	0	0	0
Healthy	71.10958	2.552	0.79805	0	0	0.06823	0	0		71.10958	2.552	0	2.53982	0	0.3207	0	0	0.06823	0
Healthy	44.66073	4.35537	6.65479	0.01394	0.62282	0.10009	0	0.00769		44.66073	4.35537	5.33633	0.01133	0.01394	0.00117	0.22527	0	0.10009	0.00769
Healthy	67.51672	0.27054	4.07999	0.05416	0.95895	0.4126	0	0		67.51672	0.27054	0.31983	0.73654	0.05416	0.0305	0.29686	0	0.4126	0
Healthy	47.52177	3.32815	10.3379	0.15939	0.34314	0	0	0.01169		47.52177	3.32815	0.96653	0.09394	0.15939	2.55923	0	0	0	0.01169
Healthy	63.18956	15.61718	6.55709	0.05303	0.22654	0.0502	0	0		63.18956	15.61718	0.56352	0	0.05303	2.66211	0.01407	0	0.0502	0
Healthy	46.5268	40.73785	1.38874	1.58204	0	0	0.15296	0.04384		46.5268	40.73785	3.7193	2.93005	1.58204	0.41164	0.13997	0.15296	0	0.04384
Healthy	83.50859	1.45792	6.69881	0.05218	0.05125	0	0	0		83.50859	1.45792	0.66726	0.64627	0.05218	0.21041	0	0	0	0
Healthy	69.61899	4.62016	3.43284	0	0	0.20568	0	0		69.61899	4.62016	0	0.11657	0	0.21162	0.00254	0	0.20568	0
Healthy	35.45701	27.26339	15.20514	0.24923	0.25627	0	0	0.01919		35.45701	27.26339	1.33875	1.63962	0.24923	1.47408	0.00771	0	0	0.01919
Healthy	35.4642	0.06048	0.30588	0.37657	0	0	0	0.04691		35.4642	0.06048	13.97841	5.04845	0.37657	0	0	0	0	0.04691
Healthy	81.15904	0.00656	0.00191	0	0	0	2.58433	0.07936		81.15904	0.00656	0.56795	15.5594	0	0	0	2.58433	0	0.07936
Healthy	17.74643	24.02607	14.31615	0.4979	1.94707	0.00413	0.02095	0.00132		17.74643	24.02607	22.8226	0.02114	0.4979	1.11617	0	0.02095	0.00413	0.00132
Healthy	0.01829	0.05619	0.00098	12.49222	0	0	0	0		0.01829	0.05619	42.35684	0.00218	12.49222	0	0	0	0	0
Healthy	22.85559	19.15217	33.28718	0.87485	0.42599	0	0.00038	0.13109		22.85559	19.15217	5.49021	0.47574	0.87485	0.18138	0.00934	0.00038	0	0.13109
D016640	63.6905	12.82218	9.7751	0.07534	0.05529	0.03799	0.01524	0.00585		63.6905	12.82218	0.17119	4.84928	0.07534	0	0.05294	0.01524	0.03799	0.00585
Healthy	62.06333	1.83013	6.46788	0	0.16551	0.02718	0	0		62.06333	1.83013	0	0.02725	0	0.00143	0	0	0.02718	0
Healthy	35.39595	38.12255	13.46754	0	0.00477	0.23466	0	0.16291		35.39595	38.12255	0	0	0	0.05103	0.00267	0	0.23466	0.16291
Healthy	35.00133	17.47388	7.21913	10.34117	1.32098	0.05118	0	0		35.00133	17.47388	4.47643	0.13076	10.34117	0	0.08728	0	0.05118	0
Healthy	24.18276	46.34175	12.78462	0.3554	0.73849	0	0	0.35722		24.18276	46.34175	0.36793	0.24447	0.3554	0.11497	0.03302	0	0	0.35722
Healthy	35.06354	21.60217	12.1354	5.97318	5.47963	0.84778	0	0		35.06354	21.60217	3.07708	0	5.97318	0	0.04042	0	0.84778	0
Healthy	34.40887	14.85356	11.11072	0.72497	0.15829	0.00188	0	0		34.40887	14.85356	0.16995	0.09357	0.72497	0.08396	1.3466	0	0.00188	0
Healthy	8.96652	76.0443	0	0	0	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
