c	Clostridia	Actinomycetia	Coriobacteriia	Bacilli	Verrucomicrobiae	Bacteroidia	Gammaproteobacteria	Desulfovibrionia
Healthy	1.41577088189581	-5	-1.74884865682465	-1.32624206345042	-1.76548271648731	1.7675591643242	0.113836435890269	-1.19626982902546
D009765	1.73088873741601	-5	-5	-5	-5	1.45501869539005	-0.499804705490959	-5
Healthy	1.00740037414957	-5	-1.71085716406767	-5	-5	1.89383979493681	0.680280203079705	-5
D009765	1.35726135909324	1.41178564881383	1.29407540578559	0.238600541441528	0.14517464421339	0.854956692183006	0.181320405240712	-5
Healthy	0.609280579455658	1.37906572826394	0.511015241232832	0.460461826726599	-5	1.79741442804459	0.348406121704825	-1.7281583934635
Healthy	1.56132145791217	0.177602865444147	-0.678961107273945	0.346796823455642	-1.42736070295719	1.59947335444892	-0.618145172377408	-1.07504911108439
D009765	1.16313960005121	-0.800491651103214	-0.859554811652125	-0.145420711985066	-1.78225292673721	1.7318441905791	-0.694283288908635	-1.52607530658384
Healthy	0.473383310944366	-0.261259068732402	-1.89517159634634	-0.681206495206703	0.354634654240905	1.86465297487054	0.318806011293763	-5
Healthy	0.821880852966361	-0.463580452872266	-0.654920473685133	-1.11058623595729	-5	1.88523204345291	-0.544059358547495	-1.64397414280688
D009765	1.52921623445372	1.48186940331571	0.663656645820804	0.379232978167667	-5	0.924983925632216	-1.77006231409207	-0.788372276831383
Healthy	0.395591956773434	-1.01895194108683	-5	-5	-5	1.89802019721396	-0.645661023211919	-5
D009765	1.51495237438294	1.33215920970325	1.53499532903775	-5	-5	-2.09963287134353	-5	-5
Healthy	1.30369294301501	0.241626160347603	-1.24795155218056	0.0519778623205568	1.60686387333997	0.953907008031911	-2.92081875395237	-5
Healthy	1.59350891812468	0.988825961431994	0.287017501322102	-0.153192965835897	-5	1.45284249641651	-1.33059013271222	-1.44587441848699
D009765	0.67807201913856	-1.06535007709929	-0.505288974794737	-0.376792072951043	-5	1.80614733281262	0.415008424185528	-0.60500579008149
Healthy	0.78989433435908	0.271744053504786	-0.902499747768313	-5	0.649493551689407	1.77926877108763	-0.361051731763345	-0.0827991811005673
D009765	1.73483749880248	1.10540389735047	0.594463269418414	-5	-5	1.19410205211939	-1.87712907713556	-5
Healthy	1.30848480339441	0.314328676539224	-0.289315797746391	-0.711303739409744	0.416751978587938	1.70854088821705	0.0169372827817184	-5
Healthy	1.0657130073669	-2.08039897621589	-0.633782564053904	-2.55595520408192	-5	1.84687395668193	0.923590072505296	-5
Healthy	1.36287229769889	-5	-5	0.135352129383353	-5	1.75396471794871	-1.11311464101399	-5
Healthy	0.414572275617945	-5	-0.782753008314607	-0.571751785657051	-5	1.94755124979427	-0.160616238072907	-5
Healthy	1.14248019540159	-5	-5	-0.267075759926639	-5	1.9084590676676	-5	-5
D009765	1.51782655287467	-1.4185054577091	-1.6643415477107	-0.0224821618881283	-5	1.56492088602261	-1.19368433019189	-5
Healthy	1.79904561162897	0.282463499599315	-0.751340256951664	-1.09674718310604	-1.08586848736911	1.37392699146054	0.545680622284173	-5
Healthy	1.29601457748717	-5	-1.87942606879415	-1.12464930342071	-5	1.79062992876574	-0.331959046367765	-0.854182285508172
Healthy	0.876828426545857	-1.62196567754267	0.186405352655567	-0.82929834418393	1.63490540844012	1.12962996315838	0.986301367056596	-0.142408210673185
Healthy	0.992786728335068	-1.07473949048056	-1.39501837039257	-0.405651654874945	-5	1.82203561243196	-0.376843782677836	-1.65896136832248
Healthy	1.30853538848838	-0.610638970036269	-5	-1.2050938934832	-1.01260190086298	1.63825367567279	-0.94919505218654	-0.618505867121702
D009765	1.31944315759296	0.931533128317129	0.251959260703478	-0.053999951026327	-5	1.12885755649447	-5	-5
Healthy	0.721916085694228	-0.306466504654272	-0.0923898122722895	-0.606179204659133	-5	1.73181624690116	-0.445389714773836	-1.70509308939481
D009765	1.34628078166516	-0.489120015243882	-0.62622394862968	-0.713251703386288	-1.29860473098608	1.79210194646713	-0.448977186966131	-1.84345084866822
Healthy	1.44295002619323	-5	-1.1680023227641	-1.15945481236316	-5	1.8087793037775	0.492014046313279	-0.358694484001343
Healthy	0.863264553659761	-0.346411260681204	-5	-0.544728674168721	-5	1.84779178684759	-0.712713460737188	-5
Healthy	1.72022514573034	0.758601571211563	-0.42782568638694	-0.0311576230694756	-5	1.3477754022742	-0.250356426250397	-5
Healthy	1.73859007700257	0.60643403624723	-5	-0.373454340972871	0.281453815383721	1.30284199554117	-0.409113601626762	-5
D009765	1.63742097745582	0.538363824352778	0.905448845661805	-0.758777368804109	0.747696841476613	0.110192266875969	0.204857656429958	-5
Healthy	1.66100143451289	-0.951131104260069	-5	0.516522153162396	0.0747360082934487	1.45059778994078	-0.611898798429483	-5
D009765	1.48866435142237	1.609007875843	0.732935485669535	-0.06873033045623	-5	0.823255722782423	-5	-5
Healthy	0.872064157573129	-1.10762709260156	-5	1.75709016868809	-5	-5	0.759902677855901	-5
Healthy	1.44365047128007	0.0420002722211154	-0.671110960160439	0.1726992358398	-0.382161252282997	1.57941852156294	0.313694311450454	-1.34170234969181
D009765	1.51819112597228	0.133347265586243	0.521200868729118	-0.70034019113298	-0.431235232014163	1.4277671086187	0.348304863048161	-0.601782131765123
Healthy	0.074670188924007	0.317862845085275	-0.198616873147269	-5	-0.848691451817982	0.975493386641472	-0.537766765740984	-5
Healthy	0.61223905816803	1.59945118177444	-2.0783135245164	1.10743384502719	0.179482850061479	1.44085227389056	1.03553019468976	-5
Healthy	1.18449325649311	-1.36784651648937	-5	-5	-0.93486862785979	1.8290584397623	-0.564745069604102	-5
D009765	1.62859478793163	1.4050911393245	1.29088566228046	-5	-0.456490693534973	-0.768275616671483	-5	-5
Healthy	0.912902467232611	-1.69336055897574	-5	-1.63096977819085	-5	1.87160953382098	-0.32862348482479	-1.29886393390747
D009765	1.81627909191303	0.519191174167808	0.54525638394789	-0.0569558405017706	0.259741962865792	1.03139432420109	-5	-5
Healthy	0.381066321419729	-0.74241741241862	-5	-5	-5	1.82835339816039	-0.0272696615194652	-5
Healthy	1.72179215524452	0.0694460838803128	-0.0442737756891353	0.210500441205618	-5	1.51714071660451	-0.74882429999326	-5
D009765	1.64368565245624	-5	-5	0.518633683362054	-5	1.41073962100311	-0.71092412110178	-5
D009765	1.72673609038014	1.25077729429513	0.623597620289949	0.482220222066729	-5	0.232617525090947	-5	-0.312845745935707
Healthy	1.64694542305848	0.00294752046715854	0.10067375602772	-0.792096469613948	-5	1.42788678645373	0.448873205288752	-1.70421305974839
D009765	1.83901717423003	0.448488345205969	0.352392858715318	0.327101346930642	0.181165902952879	1.06527451844384	-1.6298571529489	-2.47366072261016
Healthy	1.43371800342437	-0.827426256228029	-0.743282254022513	0.209362180335848	-1.40993876919626	1.69158598892649	0.0754009555138978	-2.01144104312138
Healthy	0.55212774900141	-0.649422508182719	-5	-1.95000714307986	-5	1.84569775867878	-0.870567925844426	-5
Healthy	0.719630383028245	-0.303757224280381	-0.500464122159301	-1.18203819546801	-5	1.88116711263976	0.77212945952613	-0.912076679074703
Healthy	0.871310762042857	-0.93809536628383	-0.55728511707152	-1.15137988256587	0.999624172704404	1.82255863792394	-0.921434440682883	-0.513767939148125
D009765	1.49299423064497	0.880114158109519	0.219456157246776	0.775849917403595	0.595674752906898	1.27389996811808	0.242953663274962	0.0191079785114195
D009765	1.13952710233135	-5	-5	0.428285474553333	-5	1.87050263459384	-5	-5
Healthy	0.837181728021158	-0.212185432936977	-0.730533756624314	-0.781911097139155	-5	1.88586782752662	-0.401001694213639	-1.12239832027073
Healthy	0.0720696703020178	0.0625932644578206	-5	-5	-5	1.02647075103494	-0.231058664371183	-5
Healthy	1.49903294955674	0.316678904978105	-5	-5	-5	1.78695560608694	0.0568286526378118	-5
Healthy	1.37521189572145	-5	-0.451979305094469	-0.894285489429078	-0.649170726417032	1.80013788489058	-5	-1.03184406285003
Healthy	1.15287730081641	-5	-0.171655951666938	-1.1424262958525	-5	1.83126479471641	0.782098367706684	-5
Healthy	1.36968219512207	-1.15076490868528	-0.810200989360173	-0.804266351726789	0.228184697976172	1.7910359075754	-2.34486156518862	-0.895683635488272
Healthy	1.47968901509021	-5	-5	-0.897086297210779	-5	1.80979114202138	-0.389063168767338	-5
Healthy	1.24692995278663	-0.339960276398424	-5	-0.611934339530359	-5	1.81879769011176	0.60778088987383	-5
Healthy	1.00163204831767	-0.568282510353987	-5	-0.261695206925895	-5	1.84339805270886	0.798293534836545	-5
Healthy	1.14417366259617	-0.24936819973988	-0.660986054888892	-2.18309616062434	-5	1.80905867408652	0.17641251812109	-0.784970821905699
Healthy	1.482723125941	-0.237704144028318	-0.919121089658183	-0.313453100936994	-0.372664872877561	1.73420372540818	0.375831813353148	-1.0195421077239
Healthy	0.944759939871635	-1.01153022979012	-1.40516564441668	-1.27115943166003	-5	1.89089998764594	-0.685248226284956	-5
Healthy	1.60116376915479	-0.392641497395108	-5	-5	-5	1.72396339295609	-5	-5
Healthy	1.61841285550498	0.74665521267831	0.142204820428158	0.727420060572827	-5	-0.0899254803282534	0.0789821487801426	-0.989318506868556
Healthy	1.07581438984023	1.09307130637606	0.258357079592717	-0.575314329897897	-5	1.7578804675922	-0.893367211079884	-1.03995754427316
Healthy	1.41171665390959	-5	-5	-5	0.85965097864402	1.58181260484365	0.899784947897044	-0.965933321402439
Healthy	1.43145431316071	-1.55501888791206	0.220482048140069	-1.56719099496683	-1.60589869795996	1.61328766375932	0.668363549016223	-0.725080493596246
Healthy	0.396309214933764	-5	-0.822838800273953	-0.628285797357382	-5	1.94831391773628	-0.249507033290608	-2.42365864979421
Healthy	1.54354757189419	-0.618668277542107	-0.876475019057268	-5	-5	1.69734409296772	0.628206999201477	-5
Healthy	1.09081405949536	0.120619990299325	0.134514973292777	0.0386757862258695	-0.330339167965619	1.42918328841198	-0.634586899923822	-0.167318681063157
Healthy	0.408879061326012	-1.16857818293498	-5	-2.44249279809434	-5	1.89808802336273	-0.700579874017971	-5
Healthy	1.49225402217235	-0.0488957220700017	-5	-5	1.24658252643416	1.49032389197986	0.394395639212886	-5
Healthy	1.33849653450681	-0.286316293426978	-1.58269441675547	-5	0.110054086939306	1.72575976594537	-1.85761053388116	-2.29499204066666
Healthy	1.02208096165778	-5	-0.485319455875018	-1.45197930509447	-0.228949288887126	1.82925841081619	-1.11030620855581	-1.25547232652743
Healthy	1.46625888521075	-1.40329297031855	-2.15366288787019	-1.88941028970075	-1.82073553566097	1.78305917044359	-0.78936049384585	-5
Healthy	1.06714565096755	-5	-0.28013860067471	-1.42712839779952	-5	1.85303495028553	0.769110611016678	-5
D009765	1.34827253319731	0.970537477586796	0.276008890772932	-0.121099223926497	-5	1.13465609782001	-5	-5
Healthy	1.59092583333802	-0.657715525774251	-1.12199552973197	-0.345053773415656	-2.0783135245164	1.73338210195819	0.366520078894746	-1.70707970039999
Healthy	1.68178250135519	-0.00805660166537147	-0.781963668799055	0.252034622121761	-0.00149654855961005	1.33184478786938	0.940674834094561	-5
Healthy	0.822962033607886	-0.155429638011733	-0.728832421051912	-0.908579271007949	-5	1.88746718402169	-0.581036169296377	-1.05104938975445
Healthy	1.42256554756843	-0.0928520907703233	-0.909459800245764	-0.751462762518442	-0.493440853274218	1.63043377406692	-0.266128937401695	-2.77728352885242
Healthy	0.36970740834814	-5	-5	-5	-0.164195322321245	1.96601443058693	0.633279546899684	-5
Healthy	0.436343962925923	-0.935841627536882	-5	-5	0.232475152628197	1.96922943324451	-0.188907811835503	-5
Healthy	1.55228935098293	-5	-5	-5	-5	1.60790345535138	-5	-5
D009765	1.69327800460403	0.89281615672229	0.159212153766534	0.46425102237956	-0.536330931865613	0.955788256453297	0.978424311013553	-0.775829648310818
Healthy	1.52038749260346	0.260555523420292	-0.363632479075475	0.746072677802376	-5	1.08537550179713	1.57082455623981	-0.588969853202906
Healthy	-1.12130589960389	1.5337176728736	-2.30891850787703	-0.0778404792684727	-5	-1.35330226870067	1.18787365316479	-5
Healthy	1.18257413078141	0.205737428267601	-0.385071161733542	-5	-0.225556031075035	1.82641037617339	-0.828302792751164	-1.2050938934832
D009765	1.52914381030613	0.802027602869252	0.774771628484644	0.522566809844104	-5	1.34023207185046	-0.0319375399235508	-5
Healthy	1.4803992126491	-0.261782487148004	-0.0260090358257503	-5	-5	1.73207942599593	-5	-5
Healthy	1.22987706460287	-5	-5	-1.42562143558692	0.784009996953673	1.68403505973857	-0.721337839090019	-0.766623096526104
Healthy	1.2471603508081	-5	-5	-1.69464863055338	0.77240239583651	1.68621669545735	-0.871923987331285	-0.713655823590916
Healthy	0.900140362281492	1.17520729460709	-1.93930215964639	-0.929371155948572	-5	1.60338473844771	1.44691910366604	-5
Healthy	1.29918379991622	0.148689011599689	0.378793855109683	-0.141992459273098	-0.164639237108566	1.24842989420321	1.2902666185344	-0.368678012867862
Healthy	1.06620512623543	-5	-0.198973803088793	-1.24680008580058	-5	1.83502581433832	0.791988028378919	-5
Healthy	1.23046782555016	-0.357535479757879	-5	-0.735725384668416	-5	1.82068627140843	0.618298136481465	-1.93070198788447
Healthy	0.887006495993905	-0.847528189663964	-0.568330728686255	-0.912573542963714	1.01449575722456	1.81671207191845	-1.00850811108984	-0.514335347749745
Healthy	0.844227337971815	-0.453173657228487	-0.651111276928562	-0.989021987825258	-5	1.88327812180204	-0.640202448965599	-1.90031935889075
Healthy	1.53520142689768	0.583910297668882	-0.265856506766303	-0.556721362571684	0.268123784418661	1.48604234517561	-0.472254130923812	-5
Healthy	1.31860815793131	0.422916340679664	-1.60153915039178	-0.32512049624737	1.73663398446299	0.723920914187621	-5	-5
Healthy	1.67361643180795	0.292749911237869	-5	0.328116500340011	-5	1.33906049974826	-0.0825417560222547	-5
Healthy	1.21882686264677	-5	-5	-5	-5	1.77492311481107	-5	-5
Healthy	0.709191068289428	-0.302439394245994	-0.0853395694107782	-0.640430106396238	-5	1.72921153865345	-0.547569506300401	-1.56447414850135
Healthy	0.495372250690712	-0.453050376177953	-0.0283299388743955	-0.376874811469469	-2.36051351073141	1.83366623303694	-0.110787967546536	-0.342313252400169
D009765	1.58191542747757	-1.07489427319034	-5	0.637168392854482	-1.15502606185311	1.61821717701926	-5	-5
Healthy	1.58569202841926	-5	-5	0.804188517791636	-5	1.55289771112	0.0864274614344255	-5
D009765	0.996682379374153	1.44817355749902	0.867219332881468	0.525904765615826	1.22250083071893	0.716947741746166	-0.275060903999181	-0.0839199688341603
Healthy	1.64496139762838	-1.02040610415107	1.00799130710497	1.58970302177156	-5	-0.0385219530147234	-0.228978720109968	-5
Healthy	1.50173989961253	1.35894169932343	0.226731333500085	-5	-5	1.40492022493567	0.232681069160143	-5
Healthy	0.0356378294575247	-5	-5	-5	1.47601543720853	1.19197777299771	-5	-5
Healthy	1.44035090687834	1.05614722321548	-1.41532961553565	-0.333519460238444	-5	1.62233569129703	0.19301044185402	-5
Healthy	1.07802629793148	-0.265568236946947	-0.132821352127072	-0.118798002180399	0.228964677405161	1.77859429422324	-0.210574420711631	-5
Healthy	1.13976420346431	0.376536810332887	-0.297164655436686	-1.02277955336461	-5	1.66576770688213	0.492433497837666	-0.682061960363944
Healthy	1.41375394274578	-2.17263072694617	-5	-1.04778894189133	-5	1.80414522743498	0.156721744545782	-0.896743766644949
Healthy	0.882020509524729	-0.699382780193418	-5	-1.04682039893437	-5	1.93814916597494	0.209852667847063	-1.08996287644695
Healthy	1.75407459806036	-5	0.0379720115567788	-0.11247271821198	0.343816107575625	0.555871611721586	0.0625368603794132	-2.7851561519523
Healthy	1.7687747308451	-0.640733835393251	-0.537272662227901	-0.634380997745496	0.540321965311277	1.33979913519741	-0.460848596554507	-1.31247103878537
Healthy	1.16801961463638	-5	-0.20807087022733	-1.29782804914229	-5	1.78325923136912	0.872752217042514	-5
Healthy	1.62664283078168	0.69419527720664	-1.89483057200067	-0.251804217804437	-5	1.5079966573955	0.38151578301283	-5
Healthy	1.47497299650051	0.0440809219342974	0.206358960871803	-0.183288193012297	0.238565439644041	1.55773932500018	-5	-5
Healthy	1.41691680377299	-0.084278388962149	-5	-0.190783816834258	-1.776763726897	1.65517398401089	0.913997594223057	-5
Healthy	0.79901574119508	-0.0799079941522314	-5	-0.406592081725706	-5	1.80654950990019	0.658422588577606	-3.19382002601611
Healthy	1.40981329560034	0.535582709682125	-0.799833753636892	-0.160811159552938	-1.62123882468363	1.76163665833372	0.382721073867374	-5
Healthy	1.59114956453405	1.46549944089116	0.00936164803691737	0.00493153719820587	0.192405747497581	0.979719964512406	0.363201932709326	-5
Healthy	1.64677933141619	0.374521060741446	-0.530325227448202	0.123044344207172	0.0605316437121939	1.07247048230389	0.354882177263644	-2.83564714421556
Healthy	0.514078673885303	-0.610798464471666	-5	-1.26161587648784	-5	1.84232760568281	-0.852973284777769	-5
Healthy	1.01732471994099	-5	-5	-5	-5	1.92943711460817	0.103420552116717	-5
Healthy	1.21464148323457	-0.976500618451988	-0.422106261696414	-0.482223670726044	1.36159205056111	1.48353523556092	-5	-0.185259772860952
Healthy	0.97925100426467	-5	-5	-0.610851642302622	1.29897549091659	1.4568949124592	0.770952108664522	-0.199344771854788
Healthy	1.15527225527031	1.569241142708	0.0358058304197105	-1.51655535190146	-1.56863623584101	1.49787604201558	-0.733063088840827	-2.29242982390206
Healthy	1.59789835750409	-5	-0.104776413030379	-1.04992737024984	-5	1.05771363791983	0.618608654892877	-0.841426443827744
Healthy	0.638231598983382	-5	-5	-5	-5	1.88527022354315	-0.254729976011012	-5
D009765	1.83501235260172	0.312735738762148	0.626445078242925	-0.746831674098558	-5	1.1519374027895	-5	-5
Healthy	1.47054146526072	-5	-5	-5	1.1407942311197	1.46973426490633	0.831493521276503	-0.699578442616928
D009765	1.49234251126742	1.43889407186971	0.517057271205624	0.11950002878664	-5	0.916427626874599	-0.72544961509047	-0.536196565500832
Healthy	1.2269538977642	0.940908268892944	0.247315192207249	-0.539222393811746	-5	1.72972018550013	-0.0326205327758208	-5
Healthy	1.2584440337557	-5	-5	-5	-0.436768171479018	1.83411996351429	-0.430251658218725	-5
Healthy	1.61537394033877	0.688693839433406	0.00482847116819897	-0.386887898358713	-5	1.63945321864629	0.446915999844408	-0.491201034596095
Healthy	1.24528164067475	-5	-5	-1.4459956789881	0.786669806853984	1.68791065154158	-0.824343252718336	-0.784521063637464
Healthy	1.21106471507067	-5	-5	-5	0.730434216301124	1.70255322453926	-1.18422307970164	-0.730113629721326
Healthy	1.33159086009456	-1.60153915039178	-1.39437177799238	-1.08910891135547	-5	1.86729497328099	0.280530568030269	-2.09854167860389
Healthy	1.33337794306886	-5	-5	-1.20439802010582	-1.62543493927723	1.88121141805049	-1.45038376048091	-5
Healthy	0.808427053272931	0.0264883210943781	-0.321946209381145	-1.18157614490792	-5	1.91411161274466	-0.169218924393639	-1.10143935506029
D009765	1.69097834599212	0.840234104598254	0.987325665975274	-0.0708519541280945	-5	1.31044243217606	-0.90288157565535	-5
Healthy	1.16831742318336	0.531526175929187	-0.56551093684881	-2.18508681872493	-5	1.60537228653273	0.312816052901806	-0.491106837766336
Healthy	1.59750036774083	-1.35261702988538	0.605458046027154	0.301988727460134	-5	1.36556285679556	-0.504247583962673	-0.920240080339907
Healthy	1.22983101745079	-0.721863993284522	-1.23455498190985	-1.51841406363238	-0.881272449572995	1.50852352433915	1.30940508495838	-5
D009765	1.49015520258951	-0.121076266032433	0.815974010616912	-0.0782615163154013	-5	1.35498114698553	1.36053112362127	-5
Healthy	1.65262997563253	1.3863277109674	0.222339225314299	-0.0109107608013707	0.225521207078739	1.07861955736021	-5	-5
Healthy	1.454771404695	0.314313934381754	-0.391463269646118	-0.495773879400986	-0.285150739162974	1.14391526148706	1.28716123315757	-1.25947941394634
D009765	1.48400741089339	0.782815051448438	0.766993996266863	0.512964409862515	-5	1.25483316297786	-0.46658385820411	0.141054495342597
D009765	-5	-5	-5	-5	-5	1.83393310459828	-5	-5
Healthy	1.16812755697171	0.751784716418012	-0.122024288099161	-1.1882239783971	-5	1.7610300704861	-1.38848911287334	-1.15864052954515
Healthy	1.09775276839039	-0.922268820347608	-0.958844267370288	-0.625911843347183	-5	1.80767983639861	0.357950085135993	-1.19545169161194
D009765	1.80334743561465	0.118062912538938	0.0239023856696361	-1.42643222696078	-0.272027915396579	1.26482207152173	-0.0672320700177115	-1.14678866549668
Healthy	1.40403980554145	1.08231780349326	0.409853692563476	-0.731515636153278	-5	1.5370979454745	0.567629722105538	-5
Healthy	0.326509953534979	-1.96537154337468	-5	-5	-0.229221603830852	1.96567291125044	0.672473775735501	-5
Healthy	1.29796612328195	-5	-5	-5	-5	1.80010678202434	0.553690098818399	-0.569264003589697
Healthy	1.50090236726206	-0.299798347449183	-0.496427199542098	0.413328268961188	0.281260687055013	1.30360941270412	0.801472313521471	-1.0632852417888
Healthy	0.848261185414798	-2.45593195564972	-0.199159247862197	-1.07644514193245	-5	1.91148579002438	0.494574765485986	-5
Healthy	0.772871562650226	-0.882463567289662	-0.913746976182839	-5	-5	1.89140915738763	-0.300986568387119	-5
Healthy	1.46583446129758	0.417564687035997	-0.0664367931786507	0.487032264514757	0.756528852407326	1.46163881695526	1.1639484167023	-5
D009765	1.49144224098605	-0.17827036069977	-2.6458915608526	-1.82217502813532	-5	1.62800821907666	-0.163308851676576	-2.65560772631489
Healthy	1.31006169277642	-1.40373287360448	-0.31209665465184	0.800527376608742	-5	1.63670158085193	-0.201729269430518	-5
Healthy	1.70295507821515	1.22825582650361	-1.75202673363819	-0.318939756368188	-2.83564714421556	0.981238103388785	-0.795635795378995	-2.50863830616573
D009765	1.2300468852193	-5	-5	-0.845697780315335	-5	1.61541216097265	1.21618332651749	-5
Healthy	1.76036849485075	-2.28483264215154	-1.70333480973847	-0.474657122943135	-5	1.57766720559399	0.271897341289242	-5
Healthy	0.813945749449091	0.0366847752481522	-0.300665341432527	-1.4427334711301	-5	1.92490334260475	-0.215796518243505	-1.24473510858775
D009765	1.54513843887607	-5	-5	0.216355947037269	-5	1.60628180996555	-5	-5
Healthy	1.25878641117577	-5	-5	-0.0380476355849247	-5	1.82572080569444	-5	-5
Healthy	1.02494680936449	0.452062577420423	-0.485917337474169	0.468542276011355	-5	1.77852682504898	0.402398958913232	-1.4817493486915
Healthy	1.23015989165859	-0.70719033458271	-1.22388020094701	-1.49566508819754	-0.862234579942658	1.5079121105385	1.30394192772538	-5
D009765	1.28708993376214	1.49532616424801	1.40715133902479	-5	0.118829966293982	0.985370780216559	0.182451745648498	-5
D009765	1.38987703602155	-0.387036107280457	-0.0134925046025116	0.195016334723518	-0.954794413964943	0.833781827467297	-1.11081038795293	-0.507393247125883
Healthy	1.5628788260242	-5	-5	-5	-5	1.63720143843118	-5	-5
Healthy	1.79222627586036	-1.05002482217035	0.464310665925887	-0.542118103266008	-5	1.04459541550523	-0.334569115086333	-5
D009765	1.62384489926487	1.09801276207747	0.493878896568596	0.722796752435827	0.503936331075458	0.626501529510299	-0.211937739821262	-0.0675110149885554
Healthy	1.48610389133003	1.21202931119034	-0.687886141547308	-0.0256126723742361	-5	1.56798546200495	-0.152482865008472	-5
D009765	1.39707733847741	-5	-5	-0.900768384919118	-5	1.56344785940899	-1.96577273922945	-5
Healthy	1.84471184259931	-5	0.0504725608380421	-0.197534151554216	-5	1.20491564086575	-0.516712319794906	-5
Healthy	1.4356344911876	-5	-1.08618614761628	-1.09718153191775	-5	1.80750763012285	0.484151726794627	-0.267389147204801
Healthy	0.984201808063716	-0.740406121114051	-0.851829386922612	-0.301925565050199	-5	1.84137599085292	-0.846703550644695	0.19572257907437
Healthy	1.28978821855991	0.880819878076487	0.192723526001589	-0.22851540986342	0.111003607745949	1.25847900214665	1.24904932599836	-1.32440494361325
Healthy	-0.55371142737041	0.495386131191028	0.0818403805647276	0.609239999869086	-5	1.94444289290202	0.427206876407176	-2.01144104312138
D009765	1.51092913727903	-0.296958090348948	0.43032665405264	0.0795357751281675	-5	1.05405776787681	0.96497861493669	-5
Healthy	1.23645084743545	-5	-1.50003813440381	-2.08407278830288	-5	1.79905775237285	-1.97224279530945	-5
Healthy	0.389789602506148	-0.722987060623472	-5	-5	-5	1.82473719215715	0.0360976775378956	-5
Healthy	-3.17392519729917	1.20646966246091	-1.70333480973847	-0.347492580448701	-5	1.37250125328679	1.57154742590704	-5
Healthy	-5	1.83797105477842	-1.09620485725896	1.17431048007199	-5	-5	-0.52264718330103	-5
D009765	1.37769100685922	0.965452888666975	0.729863473902625	-5	1.28455953663818	1.51666570878386	-0.496032367783781	-5
Healthy	1.57214186243806	-0.130515993254481	-0.337487708510877	-0.54349732227415	-0.888939217930179	1.56808233536428	0.143236577490018	-0.868766405410315
Healthy	1.13615498220045	-0.0734672053334812	-5	-0.385503531677784	0.769078091608266	1.78316965897254	0.496413443828269	-5
Healthy	1.40092824732557	-5	-0.843208631996071	-1.01430414031016	-5	1.78818117344453	0.717303443970774	-0.743210118073189
Healthy	1.71420079370412	1.17831896752734	-0.136736636349519	-0.114293969446785	-5	1.24896561106263	-0.242649528961645	-0.813382648146363
Healthy	1.19173011407371	0.104517838608511	0.122143763013267	0.0339261204728706	-0.355010275328878	1.42557269232939	-1.06233168560099	-0.156293930670649
Healthy	1.69453210847974	-0.163410071075584	0.073575394459313	-0.494131316458046	-5	1.06356639656761	-0.893401186787463	-1.21745571598999
Healthy	1.66750048918964	-0.294735137682596	-0.755524955310988	0.424264042393716	-0.0827361241144092	1.38555301117367	0.032920808723266	-5
Healthy	1.67734593265446	-5	0.106265710542033	1.43596597688289	-5	0.0845083582601755	-1.29285581165755	-5
Healthy	1.14491652709285	-0.265296157698957	-0.776737753123369	-2.37468754903833	-5	1.81289077274261	0.156149198245543	-0.929186640297284
Healthy	1.39650202682469	-5	-0.876965470246493	-1.18025870272699	-5	1.79255066821504	0.700983063774522	-0.689561605184152
Healthy	1.10803536219968	-0.62756672080455	-1.3253225321268	-0.345881239502071	-5	1.83871783844274	0.776236138320199	-1.82739706879014
Healthy	1.47534556329353	1.21188429168897	0.152450409968056	-0.0273575337213758	-5	1.03061469737955	-0.181094815242247	-5
D009765	1.42041572486129	-5	-5	0.577745638551657	-5	1.42583310264403	-5	-5
Healthy	0.181935008739111	-5	-5	-1.246340352714	-5	1.91258911144697	0.851575695894491	-3.04575749056067
Healthy	0.470714713976437	-1.74376346679408	-5	-0.498529927899588	-5	1.85495535789075	0.901360226244746	-1.51498878542143
Healthy	1.43075258758912	-5	-0.686449128666495	-5	-5	1.78872298013742	-0.0564856989189822	-5
Healthy	0.369857545043115	-0.72035586613469	-5	-5	-5	1.83061708613878	0.153375776449443	-5
D009765	1.68757657939523	0.838655188471172	0.9797076778407	-0.0523261590696219	-5	1.31013591106503	-0.966737124115521	-3.14266750356873
Healthy	0.865994756511597	0.479396776580035	-5	-5	1.32372863414478	1.58668326639893	-5	-0.133240216504892
Healthy	1.70483652051793	-5	-5	-2.48678239993206	-5	1.56562341456358	-1.48188105285685	-5
Healthy	1.77466058761498	0.0826525492160697	-1.01188715973165	-0.0157247856245039	-5	1.41391471874268	0.465903098173303	-5
Healthy	1.34539765040906	-5	-5	-0.165401291141439	-5	1.65152000757412	0.306397146022309	-5
Healthy	1.52009032811284	0.163575785252093	-5	-5	-2.83268266525182	1.65505618010283	-0.663580295137342	-1.07257830494958
Healthy	1.14594280060517	0.990593672688447	-1.45817123321869	-0.409793693757376	-5	1.69182022550655	-0.67970828076044	-0.786854275257165
Healthy	1.79615079369642	-5	-5	-5	-5	1.48805889573119	-5	-5
Healthy	0.627564521358007	-5	-0.86556787510416	-2.0670191780768	-5	1.65841448298632	-0.977530387232231	-1.21932272556663
Healthy	1.54457277338362	-5	-5	0.182112081782857	-2.09366495819491	1.53976652977981	-0.751781438809925	-5
