group	Prevotella	Phytobacter	Ruminococcus_B	Streptococcus	Veillonella	Parasutterella	Faecalimonas	Muricomes	Longicatena	Rothia	Prevotella	Enterocloster	Phascolarctobacterium	Anaerostipes	Haemophilus_D	Flavonifractor	Intestinibacter	Parasutterella	Clostridium_Q	Gordonibacter
Healthy	0	0.06409	0	0	0	0.20805	0	0	0	0	0	0.00595	0	0	0	0.12239	0	0.20805	0.00909	0
Healthy	0	0.00837	12.2878	0.02623	0.10264	0.00014	0.00123	0	0.00019	0	0	1.44076	0	0.04661	0.01042	0.00666	1.11119	0.00014	0	0
Healthy	0.05281	0.96743	0	0.03618	0	0.02144	0	0.02444	0	0	0.05281	0.05868	0	0	0	0.11991	0	0.02144	0.01013	0
Healthy	18.73555	0.02125	0	1.43525	0.14294	0	0	0	0.00381	0.00669	18.73555	0.14423	2.46283	0.14666	0.18784	0.18618	0	0	0	0
Healthy	0	1.90269	3.59382	0	0	0	0.04246	0	0.03123	0	0	0.35557	7.05933	0	0	0.04259	0.03477	0	0	0
Healthy	0	0.11296	0.02537	0.01638	0.05076	0	0	0	0	0	0	2.77798	0	0.19288	0	0.00674	0	0	0.08118	0
Healthy	0.60963	0.81274	0.00798	0.0398	0.00142	0	0	0	0.00289	0	0.60963	0.07335	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.47332	0	0.13353	0	0	0	0	0	0
Healthy	0.72205	1.08125	6.59216	1.24812	9.39774	0.35212	0	1.08558	0.00361	0.01004	0.72205	0.75565	0	0.0525	1.78498	0.00901	0.36318	0.35212	0	0
Healthy	0	0.22055	0	0.01815	0.03401	0.00446	0	0	0	0	0	0.00179	0	0	0.03763	0.11435	0	0.00446	0	0
Healthy	0.88559	8.16123	0	3.16462	0	0	0	0	0.00119	0	0.88559	4.88674	0.00421	0.23184	0	0.02149	0	0	0	0
Healthy	0	10.9231	0.66045	0.16099	0.69536	0	0	0	0	0	0	0.01827	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.66341	0.90955	0	0	0	0	0	0	0.07583	3.34023	0.0902	2.06382	0.03639	0	0	0	0
Healthy	0	0.09361	0	0	0	0.30472	0	0	0	0	0	0.06059	0	0	0	0.03023	0	0.30472	0	0
Healthy	0.07068	0.43889	0.00071	0	0.00184	0	0	0.00621	0.00253	0	0.07068	0.10975	0	1.27785	0	0.14095	0.17555	0	0	0.00752
Healthy	0	0	0.60748	0.03489	0	0	1.44205	0.00583	0.2873	0	0	0.08931	0	0.14557	0	0.01771	0	0	0	1.99748
Healthy	0	65.8825	0	0.07278	0.1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.54674	0	0	0	0	0	0	0	0	0	8.54674	0.72326	0	0.62914	0	0	0	0	0	0
Healthy	12.0682	0	0	0.01262	0	0.01369	0	0	0	0	12.0682	0.93902	1.64596	0.70356	0.07027	0.88202	0	0.01369	0	0
Healthy	0	0	0	0.35817	0	0	0	0	0	0	0	0.45191	0	0.33705	0	0.14409	0	0	0	0
Healthy	0	0	0	0.08306	0	0.02746	0	0	0	0	0	0.33644	0	0.27707	0.17223	0	0	0.02746	0	0
Healthy	0	9.87097	0	0.01363	0	0.01138	0	0.0429	0.11946	0	0	0.09096	0	0	0	0.07076	0	0.01138	0.03023	0.15375
Healthy	0	0.03993	0	0	0	0.02676	0	0	0	0	0	0	0	0	0	0.01698	0	0.02676	0	0
Healthy	0	1.58171	0	0.45282	0	0	4.94884	0.30646	0.06337	0	0	0.42442	0	0	0	0	0.20943	0	0.35151	0
Healthy	0	0	0	0.01583	0	0.13863	0	0	0.00255	0	0	0.217	0	0	0	0.20383	0	0.13863	0	0.05091
Healthy	0	0.05442	0	0	0	0.001	0.0555	0	0	0	0	0.22357	0	0.06886	0	0.10633	0	0.001	0	0.0131
Healthy	0	0.08556	0.00328	0.04158	0	0.00914	0	0	0	0	0	0.33649	0	0	0	0.14385	0	0.00914	0	0
Healthy	0.01457	1.37508	0	0.2578	0.01054	0.21045	0	0	0	0	0.01457	0.15023	0	0.14144	0	0.34017	0.0434	0.21045	0	0
Healthy	3.90542	0.08243	0	0	0	0	0	0	0	0	3.90542	2.06466	0	0.35549	0	0.01924	0	0	0	0.04323
D014376	9.05835	0.1347	1.85768	0.23691	0	0.19537	0	0	0	0	9.05835	0.00318	12.9011	0	0	0.07326	0	0.19537	0	0
Healthy	0	0	0.15156	2.29318	0.49242	0.03671	0	0	0.00796	0	0	0.65556	0	0.91827	0.02947	0.09565	0.68418	0.03671	0	0
Healthy	0	0	0	0.66489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.76496	0	0.78865	0.06147	0.06502	0.00424	0	0	0	0	0.00158	0	1.04319	0.19013	0.02318	0.22044	0.06502	0	0.10204
Healthy	0	0	0	0	0	0.32427	0	0	0	0	0	0.00667	0	0	0	0.17545	0	0.32427	0	0
Healthy	0.94241	0.43481	0.08994	0.60576	0.11686	0.00522	0	0.03447	0.03908	0	0.94241	1.30728	1.26509	0.15573	0.00877	0.11112	0.02687	0.00522	0.08027	0.01572
Healthy	3.75622	0.02436	0	0	0	0	0	0	0	0	3.75622	0	10.4298	0	0	0.11217	0	0	0	0
Healthy	39.4271	0	0	0.0444	0	0	0	0	0	0	39.4271	0.64293	0	0	0	0.04962	0	0	0	0
Healthy	0	0.41519	0.08406	0.6889	2.30825	0.01458	0	0	0	0	0	0.04203	0	0.03096	1.83388	0	0	0.01458	0.11586	0
Healthy	0	0.00574	0.02988	0.06544	0	0	0	0	0	0	0	0.09347	0	0.80136	0.00082	0.00923	0.12914	0	0	0.00686
Healthy	0	0.05991	0.00782	0	0.20313	0.30531	0	0	0	0	0	0.01232	0	0	0.01278	0.16015	0	0.30531	0	0
Healthy	0	0	0	0.20903	0.26098	1.12334	0	0	0	0	0	0	0	0	2.81636	0.10285	0	1.12334	0	0
Healthy	7.20773	5.68717	0	0.18712	0	0.01139	0	0	0	0	7.20773	1.90963	1.02321	0	0	0.72466	0	0.01139	0	0
Healthy	20.0487	0	0	0	0	0.00564	0	0	0	0	20.0487	1.26308	1.48895	1.10208	0.04466	0.88878	0	0.00564	0	0
Healthy	0	0.78968	7.70447	0.09641	0.01301	0	0	0	0	0.00023	0	2.21108	0	0	0	0.43646	0.05911	0	0	0
Healthy	1.24701	0.31318	0.08618	6.2986	0.01717	0	0.00369	0	0.01184	0.1014	1.24701	11.05109	0.05673	0.26153	0.32734	0.2989	0.13842	0	0.00253	0
Healthy	0	0.7279	0.00442	0	0	0.51855	0.03348	0.32188	0	0	0	0.5801	0	0.03937	0	0.11975	0.01169	0.51855	0	0
Healthy	5.26314	0	0	0.22434	0.01712	0.00746	0	0	0.00136	0.06842	5.26314	0.49279	1.66935	0.09908	0.11675	0.02916	0.35873	0.00746	0	0
Healthy	0	0.0386	0	0	0	0.07291	0	0.00236	0.02358	0	0	6.13222	0	0	0	0.47672	0	0.07291	0.03792	0
Healthy	0	1.08916	0.30101	0	0.84661	0	0	0	0	0	0	0.03897	0	0	0	0	0	0	0	0
Healthy	0	0	0.08915	0.06994	0	0.00838	0	0	0.00484	0	0	2.65	0	0.18861	0	0.28965	0.00623	0.00838	0	0.0614
Healthy	43.2318	0	0	0	0	0	0	0	0	0	43.2318	0	0	0	0	0.10306	0	0	0	0
Healthy	0.19939	0	0	0	0	0	0	0	0	0	0.19939	0.77393	0	1.05778	0	0	0	0	0	0
Healthy	0.01637	0	0.04808	0	0	0.11329	0	0	0	0	0.01637	1.02578	0	0.0468	0	0.14544	0.03868	0.11329	0	0
Healthy	7.11611	5.44098	0	0.17331	0	0.00432	0	0	0	0	7.11611	1.80701	0.98952	0	0	0.72846	0	0.00432	0	0
Healthy	0	0	0	0.50184	0.05825	0	0	0	0	0	0	0.03833	0.90074	0.00437	2.12582	0.05557	0	0	0	0
Healthy	0	0.04711	0	0	0	0.02597	0	0	0	0	0	0.52508	0	0	0	0	0	0.02597	0	0
Healthy	10.31152	0	0	0.95217	0.36192	0	0	0	0	0.50881	10.31152	4.08053	4.42928	2.72536	0.07209	0	2.4799	0	0	0
Healthy	0	0	0	0.03244	0.0188	0.06939	0	0	0	0	0	0.43046	0	0.56686	0.16125	0	0.0309	0.06939	0	0
Healthy	0	0	0	0.20359	0	0	0	0	0	0	0	0.03693	0	0.03398	0	0.32856	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.38738	0.35158	0	0.00208	0.00581	0	0	0	0.00192	0	1.38738	1.40097	0	0.13407	0.10127	0.04274	0.09915	0	0	0
Healthy	44.27986	0	0	0	0	0	0	0	0	0	44.27986	0.3666	0.07464	0	0	0.12823	0	0	0	0
Healthy	0	2.32188	1.45828	43.76262	0	0.01148	0.00182	0	0	0	0	0.47723	0	0.04784	0.2854	0	1.06231	0.01148	0	0
Healthy	0	0	0	0.09518	0.237	0	0	0	0	0	0	0.0287	0	0.03766	0	0.10767	0.22862	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D014376	1.28105	0.43326	0.00028	0.26665	0.00267	0.08246	0	0.11511	0	0	1.28105	0.4604	5.44609	0	0	0.00917	0.00966	0.08246	0	0
Healthy	0	0.13805	0.10505	0.03774	0	0.0046	0	0	0	0	0	0.4392	0	0	0	0.13534	0	0.0046	0.0552	0
Healthy	0	0	0	0.66997	0.9444	0	0	0	0	0	0	0.065	3.22968	0.12972	2.05871	0.03386	0	0	0	0
Healthy	0	20.1597	0	0.23027	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	0	0	0
Healthy	0.02981	0.83831	0	0.05473	0	0.02796	0	0.03099	0	0	0.02981	0.03523	0	0	0	0.12748	0	0.02796	0	0
Healthy	0	0.11862	0	0.32829	0	0	0	0.02447	0.01299	0	0	0.00501	0	0.03142	0	0.18744	0	0	0.05592	0
Healthy	45.48352	0	0	0.05886	0	0	0	0	0	0	45.48352	0.06514	0.87273	0	0	1.28132	0	0	0	0
Healthy	0	0	0	0.4939	0	0.0694	0	0	0	0	0	0	0	0	0	0.03301	0	0.0694	0	0
Healthy	0	0.45876	0	0.07047	0	0.08782	0	0.09756	0	0	0	2.62476	0	0	0	0.53069	0	0.08782	0.13466	0
Healthy	6.1196	0	0	0	0	0	0	0	0	0	6.1196	2.18281	0	0	0	0	0	0	0	0
Healthy	0	0.02906	0	0.00475	0.0721	0	0	0	0	0	0	1.43792	4.4505	0	0	0.09485	0.00114	0	0.00092	0
Healthy	0	0	0	0	0	0.0779	0	0.01114	0.01628	0	0	5.82719	0	0	0	0.44909	0	0.0779	0.02999	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	45.29351	0.06397	0	0	0	0	0	0	0	0	45.29351	0.43911	0.09942	0	0	0.11879	0	0	0	0
Healthy	0	0.05925	0	0	0	0.03435	0	0	0	0	0	0.43429	0	0	0	0.0305	0	0.03435	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.01555	0	0	0	0	0.00854	0	0	0.18403	0	0.0166	0	0.08597	0	0	0	0
Healthy	0.30701	0	0	0	0	0	0	0	0	0	0.30701	1.72355	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.03613	0	0	0	0.08336	0	0	0	0.32614	0	0	0.07096	0.20262	0	0	0	0
Healthy	0	0.12185	0	0	0	0.53767	0	0.06681	0	0	0	1.0404	0	0	0	0.06338	0	0.53767	0.36607	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.11764	0.2994	0	0	0	0.07644	0	0	0	0.21122	0	0.00795	0	0.09055	0	0	0.00716	0
Healthy	0	0	0	0	0.10626	0.02375	0	0	0	0	0	0	0	0	0.09599	0	0	0.02375	0	0
Healthy	0	0.11053	0.15218	0.04261	0.00272	0.217	0.04311	0.09358	0	0	0	2.10665	0	0.07603	0	0.62346	0.0222	0.217	0.02873	0
Healthy	0	0	0	3.46127	0	0	0	0	0	0	0	2.21972	0	0.49473	0	0	0	0	0	0
Healthy	0	0	0.01935	0	0	0	0	0	0	0	0	0.08815	0	1.83216	0	0	0.65728	0	0	0
Healthy	0	0	0	0.35487	0	0	0	0	0	0	0	0.16406	1.51484	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.10893	0.03274	0	0	0	0	0	0	0	0	0.09948	0	0	0.03274	0	0
Healthy	0	0	0.02482	4.60465	0.13555	0.05912	0	0.01617	0.00461	0	0	0.49866	0	0.45819	0.05613	0.06132	0.01315	0.05912	0.00782	0.11332
Healthy	0	0	0	0	0	0.00428	0	0	0	0	0	0.07287	0	0	0.01521	0.02019	0	0.00428	0	0
Healthy	0	0.15389	0.00636	0.01921	0	0.01829	0	0	0	0	0	0.36195	0	0.00424	0	0.08807	0	0.01829	0	0
Healthy	0.26179	0.14199	0.09084	0.05411	0.00826	0	0	0.61297	0.0319	0	0.26179	0.34925	0	0.14247	0.00365	0.51182	0.05497	0	0.01227	0
Healthy	0	0.00117	0	16.17656	9.37043	0	0	0	0	0.00779	0	0	0	0	21.6453	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.12456	0.00041	0.31871	0.092	0.05055	0	0.00208	0.012	0	0	1.70161	0	0.09318	0.24587	0.05678	0.10772	0.05055	0	0
Healthy	0	0	0.12858	0	0	0.10547	0	0	0	0	0	0	0	0	0	0	0	0.10547	0	0
Healthy	7.02305	5.06457	0	0.23724	0	0.00765	0	0	0	0	7.02305	1.72905	1.01667	0	0	0.60575	0	0.00765	0	0
Healthy	0	0	0	0.01405	0	0.00803	0	0	0.00738	0	0	0.24887	0	0	0	0.16979	0	0.00803	0	0.03605
Healthy	0	0	0	0	0	0.04009	0	0	0	0	0	0.11173	0	0.08213	0.00754	0	0	0.04009	0	0
Healthy	44.32041	0.0306	0	0	0	0	0	0	0	0	44.32041	0.40587	0.10397	0	0	0.12169	0	0	0	0
Healthy	0	0	0.0724	0	0	0	0	0.02512	0	0	0	0.17382	0	0.04671	0	0.00992	0	0	0.19603	0
Healthy	0	0	1.67027	0	0	0.13784	0	0	0.31017	0	0	0.09102	0	0	0	0.05484	0	0.13784	0.00219	0
Healthy	0	0.01783	0.03087	0	0.07326	0	0	0	0	0	0	0.08819	0	0.04863	1.24017	0	0	0	0	0
Healthy	0	0.05688	0	0	0	0.0074	0	0	0	0	0	0	0	0	0	0	0	0.0074	0	0.01512
Healthy	21.90152	0.00862	0	0.48286	0.15593	0.00699	0	0	0.00127	0	21.90152	2.59467	0	0.12309	0.43448	0.00451	0.4202	0.00699	0	0.001
Healthy	0	0	0	0	0	0.14393	0	0.11848	0	0	0	6.71522	0	0	0	1.39864	0	0.14393	1.80928	0
Healthy	13.96248	0	0	0.57013	0.18901	0.01793	0	0	0.00049	0.01166	13.96248	0.71224	0	0.00954	0.44091	0.01927	0.02593	0.01793	0	0
Healthy	0.01086	0.08203	0	0.00821	0.15411	0.02427	0	0.01615	0	0	0.01086	0.46012	0	0.03777	0.00179	0.11484	0	0.02427	0.09782	0
Healthy	0	0	0.39225	0	0	0	0	0	0	0	0	0.4467	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.64414	0	0	0	0	0	0	0	0
Healthy	47.3312	0.00174	0	0.00101	0.00381	0	0	0	0.00244	0	47.3312	0.39614	0	0.01948	0.09418	0.00385	0.02953	0	0	0
Healthy	0.09853	0.45444	0	3.67627	0.04927	0.05352	0	0	0	0	0.09853	1.67928	0	1.11387	0.66963	0.01738	0.02893	0.05352	0	0.10698
Healthy	0	0	0	0	0	0.26009	0	0	0	0	0	1.92255	0	0	0	0.04047	0	0.26009	0	0
Healthy	64.5871	0	0	0	0	0	0	0	0	0	64.5871	0.00084	3.30314	0.00611	0	0	0	0	0	0
Healthy	0.4199	0.09194	0.0099	6.92059	0.05327	0	0	0.00701	0.04983	0	0.4199	0.45866	0	0.17961	0.06276	0.01389	0	0	0	0.00364
Healthy	0.00052	0	0.02581	7.81671	0.01531	0	0.1449	0.17327	1.10761	0.03211	0.00052	0.4079	4.03805	0	0	0.28344	0	0	0.0789	0.08311
Healthy	0	1.19633	0.09393	0.58394	0	0.02623	0.03838	2.52336	0.04575	0	0	0.27573	0	0.04145	0	0.24479	0.01362	0.02623	0.50411	0.88975
Healthy	0	0	0	0	0	0.01684	0	0	0	0	0	0.04455	0	0	0	0.01313	0	0.01684	0	0
Healthy	0	0	0	0.02163	0	0.00319	0	0.02028	0	0	0	0.06747	0	0	0.01762	0	0	0.00319	0	0
Healthy	0	0.04563	0	0	0	0.00148	0	0	0	0	0	0.44785	0	0	0	0	0.41483	0.00148	0	0
Healthy	0	0	0	0.77638	0	0	0	0	0	0	0	2.40405	0	0.70452	0	0	0	0	0	0
Healthy	0	0.01808	0.00724	0.41385	0.07473	0.02092	0	0.00147	0.00099	0.0021	0	0.47031	0	0.12246	0.16637	0.05552	0.03891	0.02092	0.01096	0.01932
Healthy	0.01329	0	0.01265	0.59381	0.08888	0	0	0	0.02476	0.06018	0.01329	0.13626	0	0.19031	0.20521	0.01692	0.0746	0	0.00139	0.01148
Healthy	0.00189	31.1938	0.00258	0.22154	0.59503	0	0.00045	0	0.24217	0.02743	0.00189	0	0	0	0.02425	1.09077	0.01723	0	0	0
Healthy	0	0.02351	0	0.10484	0.1108	0	0	0	0	0	0	0	0	0	0.01115	0	0	0	0	0
Healthy	0	0.50987	0.00941	0.24482	0.02273	0.10605	0	0.00829	0	0	0	0.12247	0	0.03874	0	0.1709	0	0.10605	0.42559	0
Healthy	0.00696	0	0	0	0.0058	0.01269	0	0.01692	0.00278	0	0.00696	0	0	0.0302	0	0.31483	0	0.01269	0	0
Healthy	0	0.60739	0	0.0964	0	0.0514	0	0	0.012	0	0	0.08071	0	0.01072	0	0.19594	0	0.0514	0.01253	0
Healthy	0	0	0	0.1366	0.08348	0.04211	0	0	0	0	0	0.3478	0	0.2425	0.14623	0.01122	0.45923	0.04211	0	0
Healthy	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	32.35583	0	0	0.06786	0	0	0	0	0	0	32.35583	0.50352	0	0	0	0.09659	0	0	0	0
Healthy	0	0.02519	0	0.73753	0.01139	0.00249	0	0	0	0	0	0.36701	1.37859	0.05239	0.13315	0	0.14669	0.00249	0	0
Healthy	0	0.21199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.01656
Healthy	0	0.01502	0	0.04098	0	0	0	0	0	0	0	0.10964	0	0.03768	0	0.003	0	0	0	0
Healthy	0	0	0.15168	0	0	0.27294	0	0	0	0	0	0	0	0	0	0.01491	0	0.27294	0	0
Healthy	0.0459	0.08678	0.28722	0.03254	0.14528	0.00139	0.18635	0	0.00715	0	0.0459	0.08997	0	0.25187	0	0.28687	0	0.00139	0	0
Healthy	0	0	0.05876	1.27566	0.1847	0.71365	0	0	0	0.03618	0	2.63483	3.0651	0.18012	0.58627	0.00108	0.093	0.71365	0	0
Healthy	6.71216	0	0.01416	0.0672	0	0	0	0.00433	0.00594	0.00394	6.71216	1.02855	2.02303	0.11797	0	0.04495	0.0003	0	0	0
Healthy	0	0.19164	0	2.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31213	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.01108	0	0	0	0	0	0	0.38452	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.02111	0.00194	0.02131	0	0.05388	0	0	0	0.12226	0	0	0.04543	0	0	0.02131	0	0
Healthy	0	2.31736	0	0	0	0.33648	0	0	0	0	0	1.79054	0	0	0	0.18675	0	0.33648	0.60132	0
Healthy	0	0.20136	0.01289	0.99203	0.01859	0.33276	0	0.021	0.00578	0	0	0.95265	0	0.16195	0.06394	0.08096	0.13193	0.33276	0.001	0
Healthy	0	0.08711	0	0	0	0	0	0	0	0	0	0.67915	0	0.26601	0	0.06531	0	0	0.02028	0
Healthy	0	0	0	0.22672	0.20931	1.34498	0	0	0	0	0	0	0	0	2.63707	0.06992	0	1.34498	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00741	0	0	0	0.17008	0	0	0	0
Healthy	0	0	0.37521	0.00661	0	0.11116	0	0	0.06512	0	0	0.70374	0	0	0	0.01315	0	0.11116	0.0017	0.01759
Healthy	10.05104	5.96798	0	0	0	0	0	0	0	0	10.05104	0.0099	30.9145	0.03505	0	0	0	0	0	0
Healthy	0	0	0	0.88718	0	0	0	0	0	0	0	0	2.25693	0	0	0	0	0	0	0.14399
Healthy	0	8.16134	0.08784	1.22918	0.04547	0.0513	0	0.04196	0.05584	0	0	0.39686	0	1.20049	0	0.07714	0.07477	0.0513	0.13292	0.00127
Healthy	8.90353	0	0	0	0	0.0517	0	0	0	0	8.90353	1.2324	0.92544	1.13128	0.123	1.5748	0	0.0517	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.74283	0	1.28919	0	0	0	0	0	0
Healthy	0	0.04028	0	0.0323	0	0	0	0.00765	0	0	0	0.04792	0	0.02045	0	0.04168	0	0	0	0
Healthy	55.8483	0.11647	0	0.4527	0.06795	0.00026	0	0	0.06208	0.00678	55.8483	0.69794	0	0.13525	0.78169	0.00443	0.06602	0.00026	0	0
Healthy	0	0	0	0	0	0.19324	0	0	0	0	0	0	0	0	0	0	0	0.19324	0	0
Healthy	8.26867	0	0	0.06187	0	0	0	0	0	0	8.26867	0.12932	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.22094	0.18672	0.22365	0.16401	0	0	0.2842	0	0	0	0.36578	0	0.00708	0	0.02319	0.00435	0	0.39421	0
Healthy	0	0.22091	0.0041	1.83156	0	0.03821	0	0.00326	0.03674	0	0	2.84767	0	0.03789	0	0.07068	0.00811	0.03821	0.09322	0.02017
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	3.171	0	0	0	0	0	0
Healthy	22.6101	0	0	0	0	0.01578	0	0	0	0	22.6101	1.86496	1.24666	0.58831	0.02926	1.80319	0	0.01578	0	0
Healthy	11.4038	0.00603	0.70844	1.37676	0.00837	0.00049	0.00285	0.0384	0.06009	0.01276	11.4038	5.58976	0	0.0859	0.0038	0.01623	0.00892	0.00049	0.07555	0.01948
Healthy	0	0	1.65049	0	0	0.14996	0	0.00606	0.27107	0	0	0.09186	0	0	0	1.76831	0	0.14996	0	0
Healthy	0	0.01973	0.5615	0	0	0.17531	0	0	0.01762	0	0	0.00267	0	0	0	0.03192	0	0.17531	0	0
D014376	26.60048	0.03137	0	0.29247	0	0.10414	0	0	0.00085	0.00412	26.60048	0.43517	0	0	0	0.58518	0	0.10414	0	0
Healthy	0	0.07578	0.56074	0	0	0.13742	0	0	0.02401	0	0	0	0	0	0	0.01075	0	0.13742	0	0
Healthy	0	0.0772	0	0.00917	0.00905	0.01683	0	0	0	0	0	0.01418	0	0.00582	0	0.14393	0	0.01683	0	0
Healthy	0	0.40413	0.04954	0.22132	0.02655	0.04007	0	0	0	0	0	2.4429	0	0.44591	0.02856	0.01514	0.02687	0.04007	0	0.04345
Healthy	0	26.5371	0	3.40948	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.19082	0	0	0	0	0	0	0	0.89815	0	0.06578	0	0.32509	0	0	0	0
Healthy	0	12.4845	0.23416	0.23626	0	0	0	0	0.18429	0	0	0	0	0	0	0.00677	0	0	0	0
Healthy	7.34701	0	0.022	0.07282	0	0.00282	0	0	0	0	7.34701	0.11429	0	0.04105	0.04518	0	0	0.00282	0	0
Healthy	0	0	0	0.1676	0	0	0	0	0	0	0	0.19173	0	0.25525	0	0.17732	0	0	0	0
Healthy	1.95919	0.27444	0	0.26361	0	0	0	0	0.02099	0	1.95919	1.28746	2.83403	0.16449	0	0.0891	0	0	0	0
Healthy	0.00367	0.19124	0	0.53812	0.0544	1.0012	0	0.00122	0.00446	0.00381	0.00367	0.06513	0	0.33088	0.03373	0.01935	0.07736	1.0012	0.0057	0
Healthy	0.1016	0.83585	0	0.07821	0	0.5187	0.03248	0.01682	0	0	0.1016	0.16939	1.88668	0.20696	0	0.03002	0.00111	0.5187	0	0.00314
Healthy	0	1.19252	0.30994	0	0.84851	0	0	0	0	0	0	0.02739	0	0	0	0.00604	0	0	0	0
Healthy	0	0	0	0.08599	0.0027	0.22244	0	0	0	0	0	0	0	0	0.08441	0.13028	0	0.22244	0	0
Healthy	2.00259	0	0	0	0	0	0	0	0	0	2.00259	0.27248	0	0.05038	0.00284	0.04424	0.07217	0	0	0
Healthy	0	0	0	0.01324	0.00413	0.02241	0	0.06376	0	0	0	0.10873	0	0	0.05132	0	0	0.02241	0	0
Healthy	55.04654	0.12826	0	0.2514	0.01735	0.00271	0	0	0	0.00413	55.04654	0.03366	0	0.01038	1.73528	0	0.10539	0.00271	0	0
Healthy	0	0	0	0.36152	0.12488	0	0	0	0	0	0	0.00693	0.23932	0	0.7386	0.0541	0	0	0	0
Healthy	0	0	0.00329	0.02196	0	0.01533	0	0	0	0	0	0.36372	0	0	0	0.10266	0	0.01533	0	0
Healthy	17.24653	15.9415	0	0.07261	0	0	0	0	0	0.04453	17.24653	0.1994	2.23398	0.28535	0.20148	0.04566	0	0	0	0
Healthy	0	0.05751	0	0	0.19775	0.27255	0	0	0	0	0	0.01884	0	0	0.01526	0.11905	0	0.27255	0.00571	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.28602	0.045	0	0	0.49336	0.44859	1.04991	0.00969	0	0	0.98099	0	0.02318	0.00514	0.07097	0.00891	0.49336	0.08785	0.01426
Healthy	0	0	0	0	0	0.0273	0	0.09243	0	0	0	1.98775	0	0	0	1.38473	0	0.0273	0.88683	0
Healthy	8.27946	0	0	0	0	0	0	0	0	0	8.27946	0	0	0.313	0	0	0	0	0	0
Healthy	0	0	0	0	0.46895	0.00557	0	0	0	0	0	0	0	0	0	0	0	0.00557	0	0
Healthy	0	1.3961	8.03882	0.08465	0.22769	0	0	0.14832	0.12208	0.00745	0	2.30524	0	0.04382	0.26072	0.06214	0.15201	0	0.46608	0
Healthy	0	0	0	0	0	0.00448	0	0	0	0	0	0.04748	0	0	0.00212	0.00946	0	0.00448	0	0
Healthy	0	0	0	0.00128	0	0.00951	0	0	0	0	0	0.03053	0	0	0	0.01262	0	0.00951	0	0
Healthy	0	0.43487	0	0.06486	0	0.10994	0	0.11452	0	0	0	2.52228	0	0	0	0.68582	0	0.10994	0.16258	0
D014376	68.5394	0	0.02465	0.19362	0.01204	0.03756	0	0	0	0.0312	68.5394	0.01955	0	0.03527	0.0034	0.00082	0	0.03756	0	0
Healthy	37.6559	0.01598	0	0.0201	0	0	0	0	0.00049	0	37.6559	0.5643	4.96439	0.11884	0	0.02229	0	0	0	0
Healthy	0	0.13716	0.03153	0.3211	0	0.07371	0	0	0.00257	0	0	0.86082	0	0.01316	0	0.15369	0	0.07371	0	0.14075
Healthy	0	0.28098	0.46882	0.0407	0.15366	0	0	0.00497	0.23834	0	0	1.03473	0	0.94327	0	0.01253	0.23122	0	0.03984	0
Healthy	29.37993	0	0	0.0018	0	0	0	0	0	0	29.37993	1.53098	0.0954	0	0.21487	0.00227	0.11469	0	0	0
