group	Prevotella	Phytobacter	Ruminococcus_B	Streptococcus	Veillonella	Parasutterella	Faecalimonas	Muricomes	Longicatena	Rothia	Prevotella	Enterocloster	Phascolarctobacterium	Anaerostipes	Haemophilus_D	Flavonifractor	Intestinibacter	Parasutterella	Clostridium_Q	Gordonibacter
Healthy	0	0.29634	0	0.11367	0	0.10557	0	0.08929	0	0	0	2.57406	0	0	0	0.66	0	0.10557	0.14387	0
Healthy	0	0.54592	0.38342	0.2947	0	0	0	0	0	0	0	3.04272	0	0.07207	0	0	0	0	0	0
Healthy	0	0.12584	0.00294	0.0189	0	0.02318	0.22919	0.01353	0.69993	0	0	2.25241	1.41985	2.51396	0	0.09159	0	0.02318	0.02417	0.00341
Healthy	0	0	1.80614	0	0	0.1775	0	0	0.268	0	0	0.07547	0	0	0	0.04657	0	0.1775	0	0
Healthy	0.22149	0.75869	0.05406	0.97201	0	0.10903	0	0.06085	0	0	0.22149	1.03267	0	0.48322	0	0.09517	0.05397	0.10903	0	0
Healthy	14.6515	0.01907	0.03934	0.03075	0	0.29865	0	0.00023	0	0	14.6515	0.0495	0	0.02398	0	0.1488	0	0.29865	0	0
Healthy	0	0.02321	0.24149	0	0	0	0	0.02543	0.03348	0	0	0.1409	0	0	0	0.12828	0	0	0.09631	0
Healthy	3.60774	0	0	0.01196	0.01564	0.00386	0	0	0	0	3.60774	4.07062	1.1082	1.14734	0.48452	0.73575	0	0.00386	0	0
Healthy	0	0	0	0.00805	0.05151	0.06137	0	0	0	0	0	0.01525	0	0.46702	0.06028	0	0.14442	0.06137	0	0
Healthy	0	0	0.13917	0.98418	0.13449	0	0	0	0.00944	0.15035	0	0.73857	0	1.98768	0.0801	0	0.1405	0	0	0
Healthy	0.84191	0	0	0	0.00037	0.03673	0	0	0.25075	0	0.84191	0.34378	0	0.22385	0.01108	0.92676	0	0.03673	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.99912	0	0.34662	0	0	0	0	0	0
Healthy	0	0	0	1.0904	0.12907	0	0	0	0	0	0	0.3017	0	0.44301	0	0	0.20503	0	0	0
Healthy	36.5391	0.17777	0.00798	0.2919	0.01142	0	0.19414	0.14267	0.00028	0	36.5391	0.69303	0	0.16995	0.10339	0.08961	0.03962	0	0.20753	0
Healthy	0.25493	0.18688	0	0	0	0	0	0	0	0	0.25493	1.50184	0	0.07095	0	0	0.63571	0	0	0
Healthy	0	0	0.22807	0	0	0	0	0.05997	0.03381	0	0	0.14637	0	0	0	0.10189	0	0	0.09399	0
Healthy	0.02128	22.1672	0.02442	1.13129	0.05636	0.00259	0	0.00601	0.00111	0.04061	0.02128	0.49088	0	0.0778	0.01361	0.01359	0.03609	0.00259	0	0
Healthy	0	3.18917	1.18101	29.95985	0	0	0	0	0	0	0	0.2648	0	0	0	0	0.33598	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.06107	0	0.19868	0	0	0	0	0	0	0	0	0.10041	0.14264	0	0.19868	0	0
Healthy	0.00893	0.8376	0.00675	0.24984	1.08332	0	1.6319	0.03637	0.0058	0	0.00893	0.18325	0	0.69676	0.7502	0.03937	0.31518	0	0.22955	0
Healthy	0	0.1633	0	0.06828	0	0.08471	0	0	0	0	0	1.06264	0	0.02019	0.01447	0.03422	0.02589	0.08471	0	0
Healthy	0	0.18712	0	0.29319	0	0.20062	0	0	0	0	0	0.0564	0	0	0.12915	0.06833	0	0.20062	0	0
Healthy	0.11865	0.10794	0.01118	0.10176	0.01432	0.26726	0	0	0	0	0.11865	0	0	0	0.03387	0	0	0.26726	0	0
Healthy	0	0.00296	0	0.18547	0	0	0	0	0	0.03951	0	0	0	0	0	0	0	0	0	0
Healthy	0.02552	0	0	1.52451	0	0.01844	0	0.00219	0.01306	0	0.02552	1.46205	0	1.06889	0.01006	0.06376	0.16522	0.01844	0	0.0163
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	68.0655	4.36693	0	0.01707	0	0	0	0	0	0	68.0655	0.53916	0	0	0	0.0431	0	0	0.03719	0
Healthy	0	2.39681	0	0	0	0.34776	0	0	0	0	0	1.81436	0	0	0	0.18163	0	0.34776	0.56152	0
Healthy	0	1.00535	0.34218	0	0.84376	0	0	0	0	0	0	0.05342	0	0	0	0.02339	0	0	0	0
Healthy	0.01982	0.26138	0	5.65194	0	0.13267	0	0	0	0	0.01982	2.20956	0	1.12572	1.03756	0	0	0.13267	0	0
Healthy	0	11.8998	0.7026	0.19721	0.706	0	0	0	0	0	0	0.02729	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.23279	0	0.34325	0	0.35342	0	0	0	0
Healthy	0	10.014	0	0.00193	0	0.0023	0	0.04563	0.14081	0	0	0.07595	0	0	0	0.07149	0	0.0023	0.02341	0.16888
Healthy	0.62563	9.5299	0	2.1127	0	0	0	0	0	0	0.62563	3.53539	0	0.1873	0	0.00614	0	0	0	0
Healthy	0	0.14141	0	0.21093	0.01659	0	0	0	0.00448	0	0	0.11699	0	0.02716	0.05272	0	0.18738	0	0	0
Healthy	0	0	0	0.23444	0.30352	1.20495	0	0	0	0	0	0	0	0	2.91034	0.07526	0	1.20495	0	0
Healthy	0	0	0	0	0.01559	0	0	0	0	0	0	0.33573	0	0	0.02984	0	0	0	0	0
Healthy	0	0	0	0.34528	0	0	0	0	0	0	0	2.45239	0	0.48006	0	0	0	0	0	0
Healthy	0	0	0	0	0.00573	0.00552	0	0	0	0	0	0	0	0	0.03588	0.01841	0	0.00552	0	0
Healthy	67.9291	4.13304	0	0	0	0	0	0	0	0	67.9291	0.63348	0	0	0	0.09406	0	0	0.01703	0
Healthy	0	0	0.01198	0.00288	0	0.01735	0	0	0	0	0	0.47278	0	0	0	0.08016	0	0.01735	0	0
Healthy	0	0.1421	0	0	0	0.23636	0	0	0	0	0	0.00699	0	0	0	0.08749	0	0.23636	0	0
Healthy	1.5387	0	0	0	0	0	0	0	0	0	1.5387	2.78266	0	0.10659	0	0	0.15516	0	0	0
Healthy	0	0	0	0.62219	0	0	0	0	0	0.1046	0	0	0	0	1.86419	0	0	0	0	0
Healthy	56.2745	0	0	0	0	0	0	0	0	0	56.2745	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.26164	0	0.00464	0.0056	0	0	4.07376	0	0.02955	0	0.41262	0	0.26164	0.27506	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.61023	0	1.18786	0	0.27951	0.00649	0	0	0
Healthy	0	0	1.62695	0	0	0.24045	0	0.00197	0.26664	0	0	0.08874	0	0	0	0.05053	0	0.24045	0	0
Healthy	0.50985	1.84917	0.02692	9.2923	0.00304	0	0	0.04344	0.03778	0.28573	0.50985	5.04678	2.32279	1.94383	0	0.10281	0	0	0.09266	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.20341	0.18084	0	0	0	0	0	0	0.02425	2.13662	0.12343	1.55806	0.01742	0.01909	0	0	0
Healthy	0.03286	0.15972	0.10268	0.1242	0.01603	0.00722	0.93443	0.83575	0.00291	0	0.03286	0.7636	0	0.89823	0.07594	0.5566	0.05917	0.00722	0	0
Healthy	0	0	0	0.44134	0.05479	0	0	0	0	0	0	0.02304	0.85476	0	2.26157	0.064	0	0	0	0
Healthy	0	0	0	0.03109	0	0.02424	0	0	0	0	0	0.08947	0	0.29446	1.63806	0	0.55938	0.02424	0	0
Healthy	0	0.06461	0	0.0183	0.02014	0.02716	0	0	0	0	0	0.0018	0	0	0.01736	0.14929	0	0.02716	0	0
Healthy	0	77.2984	0.00379	2.27287	0.70908	0	0	0	0	0.03898	0	1.10466	0	0	0	0.04055	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	18.51456	0	0	1.69472	0.10107	0	0	0	0	0	18.51456	0.10369	2.37654	0.14216	0.15182	0.19251	0	0	0	0
Healthy	0	0.00823	3.91893	0	0.13844	0.00326	0	0.08278	0.00585	0	0	0.33878	0	0.5569	0.00122	0.09443	0.08164	0.00326	0	0
Healthy	0	0.4514	0	0.09687	0.14006	0.00179	0	0	0	0	0	0.02715	0	0	0.13338	0.09688	0	0.00179	0	0
Healthy	0	0.04173	0.03537	0.02305	0	0.00397	0	0.00496	0	0	0	0.2191	0	0.25497	0.06391	0	0.081	0.00397	0.0019	0
Healthy	0	0.05765	0.58969	0	0	0.1336	0	0	0.02327	0	0	0.02456	0	0	0	0.00829	0	0.1336	0	0
Healthy	0	9.92646	0.03904	1.40283	0	0	0	0	0	0.17103	0	0	0	0	0	0	0.00032	0	0	0
Healthy	0.0274	0.06685	0.02776	0.31622	0.24884	0	0	0	0	0	0.0274	0.80818	0	0.0837	0.04665	0.04226	0.2242	0	0	0
Healthy	0	0	0	0	0	0.03817	0	0	0	0	0	0.19328	0	0.15018	0.86819	0	0.0456	0.03817	0	0
Healthy	0	0	0.06939	1.01297	0.12248	0	0	0	0	0	0	0.31486	0	0.49468	0	0	0.25889	0	0	0
Healthy	41.0837	0	0	0.17742	0	0	0	0	0	0	41.0837	0	0	0.29949	0	0	0	0	0	0
Healthy	0	1.3884	0	2.7439	0	0	0	0	0	0	0	0.07626	0	0.06483	0	0	0	0	0.19452	0
Healthy	0	0	0	0.27861	0	0	0	0	0	0	0	0.99209	0	0.05823	0.20335	0	0.02029	0	0	0
Healthy	0.25987	0.37676	0	0.37362	0.03572	0	0	0	0	0	0.25987	0.11242	0	0.12409	0.07866	0.00158	0.01837	0	0	0
Healthy	0	0	0	0.00399	0	0.01494	0	0	0	0	0	3.07073	0	0.2544	0	0.16889	0	0.01494	0	0
Healthy	0	1.00028	0.00998	0	0	0.05447	0	0	0	0	0	0.28644	0	0	0	0.21396	0	0.05447	0	0.02033
Healthy	0	0	0.10293	7.93361	0	0	0	0.01201	0.00447	0	0	1.34727	3.25716	0.58452	0	0.02802	0	0	0.07257	0.0289
Healthy	22.1544	0	0	0	0	0.01465	0	0	0	0	22.1544	1.50809	1.39311	0.98827	0.01139	1.39068	0	0.01465	0	0
Healthy	0	0.01982	0.53165	0	0	0.14096	0	0	0.03409	0	0	0.03771	0	0	0	0.01491	0	0.14096	0	0
Healthy	0	0	1.71562	0	0	0.11941	0	0	0.27923	0	0	0.10442	0	0	0	1.93841	0	0.11941	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.14786	0	0	0	0	0	0	0	0
Healthy	0	7.53919	0	0.00795	4.64447	0	0	0	0.02548	0	0	0	0	0	0.01538	0	0	0	0	0
Healthy	0.38526	10.5314	0	0.18551	0.02088	0.01098	0	0.03969	0.0186	0.01654	0.38526	0.59189	0	0.28799	0.00868	0.04114	0.06063	0.01098	0	0.00547
Healthy	0	0	0.13041	0	0	0	0.003	0	0.0561	0	0	1.65977	0	0.28635	0	0.24003	0.03406	0	0	0
Healthy	0	0.221	0.12634	0.01269	1.09195	0.03153	0	0	0	0	0	0.12317	0	0.05587	0	0.63366	0	0.03153	0.0357	0
Healthy	64.7104	0	0.08379	0	0	0.36943	0	0	0	0	64.7104	0.02363	0	0	0.04127	0.02335	0	0.36943	0	0
Healthy	0	0.02829	0	0	0	0.02399	0	0.08028	0	0	0	2.05326	0	0	0	1.34557	0	0.02399	0.96552	0
Healthy	0	0.91502	0.30794	0	0.80401	0	0	0	0	0	0	0.03889	0	0	0	0.02297	0	0	0	0
Healthy	0	0	0	0.05492	0.00272	0.26001	0	0	0	0	0	0	0	0	0.09197	0.11082	0	0.26001	0	0
Healthy	0	0.36103	0	0.07424	0	0.13223	0	0.10473	0	0	0	2.55509	0	0	0	0.55869	0	0.13223	0.13624	0
Healthy	0.00994	0.01004	0.57721	0.1097	0.04549	0	0.47732	0.01967	0.00042	0	0.00994	0.86306	0	0.01465	0.00111	0.11751	0.01953	0	0.01564	0.04849
Healthy	1.01208	0	0	2.05809	0	0	0	0	0	0	1.01208	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.86095	0	0.0246	0	0	0	0	0	1.80827	0	0	0	0	0	0.0246	0	0
Healthy	0	0.26705	0	0.04118	0.0444	0.41934	0	0.00076	0.00323	0	0	1.44706	0	0.29055	0.05103	0.00491	0.01496	0.41934	0	0
Healthy	0	5.96187	0	0	0	0.04283	0	0	0	0	0	0.31002	0	0.18534	0	0.07	0	0.04283	0	0
Healthy	10.6888	13.114	0.00717	0.12256	0	0.00206	0	0	0.04476	0.00084	10.6888	0.3787	2.55659	0.03527	0.01086	0.10171	1.1828	0.00206	0	0
Healthy	0	0	0	0.16711	0	0	0	0	0	0	0	0.96931	1.0336	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.15225	0	0.02011	0	0.10793	0	0	0	0
Healthy	0.38018	0.08449	0	0	0	0.00373	0	0	0	0	0.38018	0.18178	0	0.08906	0	0	0	0.00373	0	0
Healthy	0	0	0.00626	0.00541	0.01319	0.03262	0	0	0	0.00512	0	0.34011	0	0	0	0.10619	0	0.03262	0	0
Healthy	0	0	0	3.03464	0	0	0	0	0	0	0	6.63735	0	0	0	0	0	0	0	0
Healthy	0	1.15375	0.30579	0	0.82718	0	0	0	0	0	0	0.04523	0	0	0	0.00916	0	0	0	0
Healthy	0	0.42786	0.01195	0.24503	0.0374	0.09614	0	0.00201	0	0	0	0.11539	0	0	0	0.16588	0	0.09614	0.45263	0
Healthy	0.01879	0.09638	27.7167	1.11136	0.02371	0.29502	3.15588	0	0.59055	0.04931	0.01879	1.91682	0	0	1.53708	0.05126	5.9266	0.29502	0.20333	0
Healthy	0	0.38936	0	0.09968	0	0.04306	0	0	0.03575	0	0	0.10019	0	0.02275	0	0.19102	0	0.04306	0.01901	0
Healthy	0	0.80866	0	0	0	0	0	0	0	0.05242	0	0.14014	0	0.31708	0	0	0	0	0	0
Healthy	0	0	0.00255	0.01117	0.09642	0.00148	0	0	0	0	0	0.35602	0	0.04432	0	0.03095	0.00231	0.00148	0	0.01123
Healthy	0	0	0	0.04032	0	0	0	0.05777	0	0	0	0.30509	0	0	0.04569	0.18375	0	0	0	0
Healthy	0	2.89992	0.0223	0.08284	0	0.10274	0.05637	0	0	0	0	8.09464	0	0	0	0.47462	0	0.10274	1.45264	0
Healthy	6.8179	0.13855	0	0.38788	0.05711	0	0.00122	0	0.00228	0	6.8179	3.39136	0	0.40765	0.15453	0	0.4346	0	0	0
Healthy	0	2.07969	0	0	0	0.37989	0	0	0	0	0	1.82812	0	0	0	0.25138	0	0.37989	0.58609	0
Healthy	0	2.75306	0	0.17533	0	0	0	0	0	0	0	0	0	0.50051	0	0	0	0	0	0.14654
Healthy	0	0	0	0	0	0.07436	0	0	0	0	0	6.6286	0	1.18105	0.09449	0	0.77823	0.07436	0	0
Healthy	0	0	0	0	0	0.15454	0	0	0	0	0	0.00336	0	0	0	0.21599	0	0.15454	0	0
Healthy	0	0.38252	0	0	0	0	0	2.72446	0	0	0	4.50906	0	0	0	0.07862	0	0	2.75601	0
Healthy	0.01946	0.24188	0	0	0.00896	0.01735	0	0.0081	0.14672	0	0.01946	0.28084	1.24016	0.23681	0	0.00465	0	0.01735	0.06389	0
Healthy	0	1.8246	0	0.03603	0.00432	0.00966	0	0	0.00169	0	0	0.5812	0	0.25696	0.24961	0.02058	0.0007	0.00966	0	0.02158
Healthy	0.8968	0.05196	0	0	0	0.08897	0	0	0	0	0.8968	0.00361	0.16495	0	0.0451	0	0	0.08897	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.43477	0.2024	0.00845	0	0	0.00516	0	0	2.67765	0	3.479	0	0.01249	0	0.00845	0	0
Healthy	0	1.52476	0.50435	0.24603	0	0	0	0	0.00038	0	0	3.39372	0	0.33779	0	0	0.02016	0	0	0.03868
Healthy	0	0	0	0	0.00261	0.0026	0	0	0	0	0	0.06875	0	0.59052	0.85456	0	0.42088	0.0026	0	0
Healthy	0	0	0.06629	0	0	0	0	0.00594	0	0	0	0.11796	0	0.04112	0	0.00575	0	0	0.18696	0
Healthy	0	0	1.39216	0	0	0.06878	0	0	0.59808	0	0	0	0	0.03039	0	0	0.05872	0.06878	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.5421	0	0.08386	0	0.02185	0	0	0.0392	0	0	0.07494	0	0	0	0.17057	0	0.02185	0.01411	0
Healthy	12.6002	0.03561	0	0	0	0	0	0	0	0	12.6002	0.0232	0	0.48825	0	0	0	0	0	0
Healthy	0	19.4089	0	0	0	0	0	0	0	0	0	0.49438	1.68488	0	0	0	0	0	0	0
Healthy	36.5936	0	0	0.01233	0	0	0	0	0	0	36.5936	0.57112	5.18	0.15049	0	0.02013	0	0	0	0
Healthy	0	0	1.83246	0	0	0.15717	0	0	0.25694	0	0	0.09767	0	0	0	0.05795	0	0.15717	0	0
Healthy	0	0.56607	9.56951	0.57378	0.08164	0	1.43018	0.08163	0	0	0	0.76505	0	0.03763	0.05764	0.20692	0.10377	0	0.02392	0
Healthy	57.1796	0.1785	0.00036	0.2874	0.01053	0.52386	0	0	0	0	57.1796	0.05097	0	0.06434	0.02853	0.05765	0.07969	0.52386	0.00439	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.34851	0	0	0	0	0	0	0	0
Healthy	2.20417	0.03	0	0.26246	0	0	0	0	0.02029	0	2.20417	1.58108	3.13391	0.09732	0	0.05517	0	0	0	0
Healthy	31.98809	0	0	0.08932	0	0	0	0	0	0	31.98809	0.58948	0	0	0	0.06162	0	0	0	0
Healthy	0	0	0	0.03414	0	0.19732	0	0	0	0	0	0.2844	0	0.8072	0.47582	0.025	0	0.19732	0	0
Healthy	67.4094	4.53415	0	0	0	0	0	0	0	0	67.4094	0.5917	0	0	0	0.04805	0	0	0.03918	0
Healthy	40.223	0	0	0	0	0	0	0	0	0	40.223	0.01575	0	0.44387	0	0	0	0	0	0
Healthy	0	0	0	0.20951	0.25366	1.10957	0	0	0	0	0	0.0274	0	0	2.7571	0.07353	0	1.10957	0	0
Healthy	3.86971	0.12373	0	0	0	0	0	0	0	0	3.86971	0	10.5536	0	0	0.09611	0	0	0	0
Healthy	0	0	0	0.15438	0	0	0	0	0	0	0	0.50272	0	0.89431	0	0.26528	0	0	0	0
Healthy	0	0.31031	0	0.06726	0	0.11023	0	0.10893	0	0	0	2.19594	0	0	0	0.57372	0	0.11023	0.17305	0
Healthy	0	0.20751	0.03681	0.27211	0	0.00381	0	0	0.00479	0	0	0.89594	0	0.00976	0	0.14417	0	0.00381	0	0.13489
Healthy	0	1.00311	0.0847	1.66874	0.04534	0.02597	0	0	0.00183	0.06543	0	2.57899	1.09308	0.01634	0.83245	0.00195	0.41982	0.02597	0	0.07665
Healthy	0	0	0.54712	0.00069	0	0.03603	0	0.02062	0.00775	0	0	2.50387	0	0.109	0	0.09778	0.00031	0.03603	0.01756	0
Healthy	0	0.23199	0	0	0	0.03172	0	0	0	0	0	0.1797	0	0.07643	0.22578	0.04656	0	0.03172	0	0
Healthy	0	5.44491	0	0	0	0.04029	0	0	0	0	0	0	0	0	0	0	0	0.04029	0	0
Healthy	0	0	0	0.55472	0.70646	0.03924	0	0	0	0	0	0.00627	0	0.70992	1.8414	0	0.38722	0.03924	0	0
Healthy	0	1.20195	0.36214	0	0.83577	0	0	0	0	0	0	0.03165	0	0	0	0	0	0	0	0
Healthy	0	0.04182	0	0	0.13291	0	0	0	0	0	0	0	0	0.06937	0.80607	0	0.34577	0	0	0
Healthy	0	0.22271	0	0.00177	0	0.23241	0	0	0	0	0	0.05736	0	0	0	0.02796	0	0.23241	0	0
Healthy	0	0.05389	0.0425	0.20327	0	0.00574	0	0	0.00951	0.00502	0	0.90726	0	0.0461	0	0.13633	0	0.00574	0	0.13972
Healthy	0	0	0	0	0.16394	0.0336	0	0	0	0	0	0.26954	0	0.48949	0.846	0	0.35653	0.0336	0	0
Healthy	0	1.2167	0	2.37151	0	0	0	0	0	0.03095	0	1.20426	0	0.16837	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.41797	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.21223	0.57178	0.01662	0	0	0	0	0	0	0	0.0053	2.14854	0	0.24409	0.01662	0	0
Healthy	0	0	0	0.01202	0	0.02925	0	0.06247	0	0	0	0.10661	0	0	0.04879	0	0	0.02925	0	0
Healthy	0	0	0	0	0	0.18277	0	0.1081	0	0	0	6.95997	0	0	0	1.25434	0	0.18277	1.73455	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D014376	0.00253	3.32888	2.85848	0.14934	0.08106	0.02995	0.34937	0	0.09238	0	0.00253	0	0	0	0.02695	0.35997	0	0.02995	1.71629	0
Healthy	1.9606	0	0	0	0	0	0	0	0	0	1.9606	0.34162	0	0	0	0.00863	0.05978	0	0	0
Healthy	0	0.0051	0.04382	0.01439	0	0.04262	0	0.01457	0.00491	0	0	1.0461	0	0.05513	0	0.11165	0	0.04262	0.04591	0
Healthy	0	0	0	0.02346	0.08151	0	0	0	0	0	0	0.07129	0	0.00711	0	0.00317	0	0	0	0
Healthy	55.3386	0.14588	0	1.41947	0.22984	0.00302	0	0	0.01407	0	55.3386	0.0126	0	0.00946	0.57799	0	0.21753	0.00302	0	0
Healthy	0	0	0.10311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.36303	0.01372	0.32283	0.00087	0	0	0	0	0.09103	0	0.44665	0	0.65045	0.50292	0.00509	0.19056	0	0	0
Healthy	0	0	0	0.06128	0.22855	0	0	0	0	0	0	0.03656	0	0.03657	0	0.09077	0.22324	0	0	0
Healthy	0	0	0	0	0	0.0253	0	0	0	0	0	0.02671	0	0	0.027	0.01827	0	0.0253	0	0
Healthy	0	0.04607	0.00648	0	0.19692	0.18971	0	0	0	0	0	0.01422	0	0	0.03235	0.13803	0	0.18971	0	0
Healthy	0	10.6542	0	0.01202	0	0	0	0.03794	0.1182	0	0	0.08505	0	0	0	0.06085	0	0	0.02217	0.1365
Healthy	0.001	3.48166	0	0.11246	3.93941	0	0	0	0.04519	0.00076	0.001	0	0	0	0.0213	0	0.01881	0	0	0.009
Healthy	0	0	0	0	0	0.00587	0	0.1318	0	0	0	0.25073	0	0	0.04316	0.00328	0	0.00587	0	0
Healthy	22.0448	0	0	0	0	0	0	0	0	0	22.0448	0	0	0	0	0	0	0	0	0
Healthy	0.06826	1.00904	0	0.0203	0	0	0	0.01371	0.005	0	0.06826	0.957	0	0.32445	0	0.05084	0.03699	0	0	0
Healthy	0	0	0.03325	0.06189	0	0	0	0	0	0	0	0.09589	0	0.77191	0	0.00717	0.13719	0	0	0.0007
Healthy	0	4.07327	0	0.06887	0	0	0	0	0	0.0148	0	0	0	0	0.04112	0	0	0	0	0
Healthy	0	0	0	0.67212	0.41934	0.03579	0	0	0	0	0	0.7229	0	0.16049	5.59311	0	0	0.03579	0	0
Healthy	2.16585	0.006	0.00772	0.01783	0.02858	0.00185	0.00715	0.02591	0.00813	0	2.16585	3.37212	0	0.06463	0.04074	0.0996	0.03757	0.00185	0.1931	0.01451
Healthy	0	1.05361	0.07765	1.58317	0.01114	0.01483	0	0	0	0.07367	0	2.46684	1.1635	0.01263	0.83487	0.00468	0.45812	0.01483	0	0.10691
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.10091	0.32115	0	0	0	0	0	0	0.03146	0	0.10673	0	0.07354	0.66563	0	0	0
Healthy	0	0	0	0.31322	0	0	0	0	0	0	0	0.01507	0	0.04963	0	0.22674	0	0	0	0
Healthy	0	0	0	0.0782	0	0.18985	0	0	0	0	0	0	0	0	0.13135	0.11767	0	0.18985	0	0
Healthy	0	0	0	0.01606	0	0	0	0	0	0	0	1.15591	0	0	0	1.37496	0	0	0.03619	0
Healthy	0	0.25682	0	0.05262	0	0.04164	0	0	0	0	0	0.53763	0	0.79182	0	0	0	0.04164	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.85684	0.27659	0	0.03047	0.47181	0	0	0	0	0.73598	0	0.32495	0	0	0	0.03047	0	0
Healthy	0	0	0	0.38943	0.11644	0	0	0	0	0	0	0.00711	0.26428	0	0.69592	0.06815	0	0	0	0
Healthy	0	0.03994	0	0	0	0.05818	0	0	0.00839	0	0	5.94691	0	0	0	0.45694	0	0.05818	0.03337	0
Healthy	0.07813	1.55509	0.34964	0.01043	0.27641	0	0	0.18188	0.07889	0	0.07813	0.2687	0.00033	0.28066	0.04568	0.05841	0.00249	0	0.26556	0.01425
Healthy	0	0	0	1.15081	0.09281	0.00081	0	0	0.00062	0.00886	0	0.7977	0	0.03696	0.23021	0.33564	0.00723	0.00081	0	0
Healthy	0	0.14131	0.08497	0.02591	0	0.00583	0	0	0	0	0	0.46576	0	0	0	0.14467	0	0.00583	0.04629	0
Healthy	0	0.06081	0	0.00189	0	0.21323	0	0	0	0	0	0.03804	0	0	0	0.03199	0	0.21323	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.937	0	0.20186	0.33905	0	0	0	0	0
Healthy	0.10716	1.9574	0.1569	0.02336	0	0	0.43996	0.25813	0	0	0.10716	0.22968	0	0.00686	0	0.00151	0.02518	0	0.00867	0
Healthy	0	0.08339	0.00168	0.13635	0.0553	0	0	0	0.00622	0	0	1.14415	0	0.10806	0.29412	0.01299	0.04211	0	0	0
Healthy	0	12.8743	0.70723	0.17968	1.05894	0	0	0	0	0	0	0.04046	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.01799	0	0	0	0.07661	0	0	0	0.32571	0	0	0.1014	0.1962	0	0	0	0
Healthy	0.0149	0.03899	0.00901	0.11371	0	0.35586	0	0.00662	0.01728	0	0.0149	1.06844	0	0.45793	0	0.05195	0.00795	0.35586	0	0.00045
Healthy	0	0	0	0.01821	0	0	0	0.06067	0	0	0	0.24128	0	0	0.10583	0.24336	0	0	0	0
Healthy	0	0	0.03477	7.7113	0.00942	0	0.10449	0.01596	0.88492	0.03629	0	0.38737	5.0336	0	0	0.3187	0	0	0.10242	0.10879
Healthy	0	0.02492	0	0	0	0.05234	0	0	0.0259	0	0	5.92848	0	0	0	0.44802	0	0.05234	0.03791	0
Healthy	0	0.53569	0	0.07795	0	0.07455	0	0.10064	0	0	0	2.50447	0	0	0	0.60169	0	0.07455	0.1657	0
Healthy	1.3835	0	0.95431	0	0	0.50243	0.14304	0	0	0	1.3835	1.08987	0	0	0	0	0	0.50243	0	0
Healthy	0	0	0	0.31964	0.47754	0	0	0.00039	0.00118	0	0	0.58657	0	0.18338	0.0587	0.01982	0.02881	0	0	0
Healthy	10.03096	0	0	0.12738	0	0	0	0	0	0	10.03096	0.2337	2.59134	0	0	1.03877	0	0	0.00778	0
Healthy	0	0	0	0	0.50194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.06901	0.57283	0	0	0.14429	0	0	0.02955	0	0	0.00524	0	0	0	0.01891	0	0.14429	0	0
Healthy	0	0	0	0.12293	0	0	0	0	0	0	0	2.03495	1.90138	0	0	0	0	0	0	0
Healthy	0.03589	0.60334	0	0.05261	0	0.02935	0	0.02628	0	0	0.03589	0.03712	0	0	0	0.12792	0	0.02935	0.00774	0
Healthy	0.00376	98.5792	0	0	0	0	0	0	0	0.06844	0.00376	0	0	0	0.20092	0	0	0	0	0
Healthy	0	0	0	0.01147	0	0.00159	0	0	0.002	0	0	0.2432	0	0	0	0.13428	0	0.00159	0	0.03811
