group	Bacteroidales	Enterobacterales	Lactobacillales	Pseudomonadales	Erysipelotrichales	Desulfovibrionales	Peptostreptococcales		Bacteroidales	Oscillospirales	Actinomycetales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Peptostreptococcales
Healthy	18.19772	0.22091	4.1494	0	2.47088	0.05541	0.00811		18.19772	23.10215	0.00341	0	0.51118	0.03821	2.2661	2.47088	1.26763	0.00811
Healthy	29.35006	0	0	0	0	0	0		29.35006	8.39525	0	6.85703	0	0	0	0	0	0
Healthy	44.72224	0.02926	0	0	0	0.01043	0		44.72224	14.07441	0	0	1.63292	5.39624	0.36043	0	0	0
Healthy	0	0.92446	1.59656	0	0	0	0		0	18.40296	36.92142	8.44491	0	0	4.13628	0	0.41958	0
Healthy	68.88568	0.11185	0	0	0.04199	0	0		68.88568	1.86508	0.30454	6.11977	0	0.14325	0	0.04199	0	0
Healthy	79.02282	0	0	0	0	0	0		79.02282	7.62866	0	0.02344	0	4.8789	0	0	0.04561	0
Healthy	42.13742	0.00983	1.40372	0.17964	0.12964	0.18363	0.65785		42.13742	1.08906	0.10374	0.00859	4.81591	0.68029	0	0.12964	0.98818	0.65785
Healthy	68.1142	0	0	0	0.27107	0	0		68.1142	4.04716	0.3703	6.24722	0	0.14996	0	0.27107	0.00525	0
Healthy	70.65038	0.01973	0	0	0.01762	0	0		70.65038	1.80443	0.24904	6.00485	0	0.17531	0	0.01762	0	0
Healthy	39.54577	0	0.0773	0	0.777	0	0		39.54577	4.46338	0.17135	0.00073	0	0.07111	0.14722	0.777	0.14832	0
Healthy	27.5197	0	0	0	0	0	0		27.5197	2.40004	0	0	2.15259	0	0	0	0	0
Healthy	53.1593	0.32116	0.15172	0.04243	1.41539	0.0866	0.1086		53.1593	8.03068	0.13044	0.31742	0.20079	0.19696	0.40155	1.41539	0.09504	0.1086
Healthy	48.5162	0	0	0	18.4171	0	0		48.5162	0	0	0	0	0	0	18.4171	0	0
Healthy	2.98891	0	0	0	5.41414	0	0.05371		2.98891	17.6776	0	0	0.68396	0	28.5491	5.41414	2.72864	0.05371
Healthy	69.74722	0.07578	0	0	0.02401	0	0		69.74722	1.79862	0.23762	5.80735	0	0.13742	0	0.02401	0.00461	0
Healthy	64.38442	0.0772	0.00917	0	0.00918	0.12422	0		64.38442	9.68036	0.54513	0.33391	0	1.42304	0.19453	0.00918	0.2455	0
Healthy	60.54547	6.83977	0	0	0	0.33995	0		60.54547	1.28015	0.05349	9.25559	0.76509	1.64958	0	0	0.03996	0
Healthy	28.75621	4.50425	0.96709	1.98208	1.10707	0	0.01412		28.75621	9.39614	0	0.26595	0	0.24406	0	1.10707	0.00136	0.01412
D001943	68.52637	1.08698	1.31207	3.0099	0.25469	0.01231	0.00263		68.52637	0.65388	0.86188	4.39232	0.13095	0.23391	0	0.25469	0.11517	0.00263
Healthy	36.62518	0.43269	0.25623	0	2.52859	0.00038	0.02687		36.62518	10.15918	2.51221	0.02655	10.1881	0.04007	0	2.52859	0.49867	0.02687
Healthy	0.63797	26.5434	3.40948	0.27615	0	0	0		0.63797	0.00155	12.25332	0	0	0	0	0	0	0
Healthy	56.71773	0.00197	0.0195	0.08138	0.09827	0.53861	0		56.71773	10.28388	0.44647	0.00126	12.5435	0.06549	0	0.09827	1.40574	0
Healthy	56.3158	0.54718	0.01631	0.92658	0.26229	0.09781	0.1366		56.3158	24.16061	0.09016	0	0	0.07737	0	0.26229	0.04754	0.1366
Healthy	63.16463	0	0	0	0	0	0		63.16463	8.07909	0.4048	0	0	0	0	0	0	0
Healthy	46.70081	0	0.19082	0	0.96598	0.09369	0		46.70081	12.78886	1.13486	0	4.75404	0	2.76374	0.96598	0	0
Healthy	28.29215	12.48897	0.23626	0.20698	0.18429	0.00023	0		28.29215	0.00677	14.25427	0	0	2.45207	0	0.18429	0.68492	0
Healthy	13.4359	10.6608	0	0	0.14481	0.68468	0		13.4359	5.8327	0.02041	2.64705	43.6005	0.25924	0	0.14481	1.51622	0
Healthy	67.86751	0	0	0	0.26754	0	0		67.86751	4.33631	0.42895	6.27789	0	0.18679	0	0.26754	0	0
Healthy	72.33072	0.04518	0.07282	0	0.87277	0.04086	0		72.33072	2.10105	0	6.25982	0	0.29652	0	0.87277	0	0
Healthy	38.61451	0	0.42082	0	0	0.07284	0		38.61451	7.12801	3.09619	0	7.54554	0.15405	12.0425	0	1.1088	0
Healthy	80.98922	0	0	0	0.54431	0	0		80.98922	1.75716	0	0	0	0	0	0.54431	0	0
Healthy	25.67731	0.11367	0.01236	0	0.01602	0	0		25.67731	18.40337	1.74439	6.5835	0	0	0	0.01602	0.03886	0
Healthy	33.28567	0.27444	0.26361	0	7.42025	0.06421	0		33.28567	17.2414	1.37335	0	0.58111	0.56996	0.6539	7.42025	0.2099	0
Healthy	88.6322	0.56958	0.25008	0	0.03905	0.0054	0		88.6322	1.51576	0	3.46228	0	0.14938	0	0.03905	0.13239	0
Healthy	39.09706	0.02186	0.53095	0	0.00311	0	0.30605		39.09706	4.10646	0.07286	2.2014	0.0088	0.43338	1.80177	0.00311	0.03749	0.30605
Healthy	33.77516	1.67072	0.23289	0	0.0174	0	0.03649		33.77516	15.43743	1.46737	0.7081	0.02447	1.44155	0	0.0174	0.25563	0.03649
Healthy	19.08522	1.16394	1.04843	0	0	0	0		19.08522	27.05509	14.07523	2.40528	0	0	0	0	0.59547	0
Healthy	36.33763	0.22497	0.58546	0	0.12185	0.11873	0.07736		36.33763	14.68318	3.94606	0.57746	0.74548	1.0012	0	0.12185	0.24697	0.07736
Healthy	49.17361	0.83585	0.07821	0	0	0.11929	0.00111		49.17361	2.78224	0	0	17.9361	0.5187	0	0	0.22649	0.00111
Healthy	66.68576	1.19252	0	0	0	0	0		66.68576	0.0927	0.17299	11.53821	0	0	0	0	0	0
Healthy	59.1091	0.63187	0.39645	0	9.17023	0.06872	0		59.1091	13.85599	0.46242	0.63203	1.3283	0.00034	0.09868	9.17023	0.16482	0
Healthy	62.36289	0.08441	0.08599	0	0.04195	0.19167	0		62.36289	4.00913	0	0.0027	0	5.03567	0	0.04195	0.1325	0
Healthy	9.36847	0.00284	0	0	2.04138	0	0.07217		9.36847	9.22129	0.57254	0	13.0776	0.04743	1.68806	2.04138	0.14805	0.07217
Healthy	22.5582	0.1574	0.61051	0	0	0.74541	0.07371		22.5582	16.30981	3.14739	0.04508	0	0.06068	1.18226	0	0.37042	0.07371
Healthy	37.53204	0	1.50452	0	0	0	0		37.53204	8.95238	1.27859	0	0	0	0	0	0	0
Healthy	58.43814	26.9499	0.10505	0.24029	0	0	0		58.43814	0.27707	0.10105	0.30932	0	0	0	0	0.40764	0
Healthy	23.76198	2.05602	9.25788	0	5.69895	0.06162	0		23.76198	6.77587	0.62427	0	0.91401	0.01164	0.05073	5.69895	1.94761	0
Healthy	67.13981	0.05132	0.01324	0.03916	0	0.05192	0		67.13981	7.83808	0	0.3649	0.54397	0.02241	0	0	0.34993	0
Healthy	64.39098	1.8991	0.2514	0	0.06687	0	0.10539		64.39098	10.82213	0.01135	0.01735	0	0.17879	0	0.06687	0.02851	0.10539
Healthy	32.36471	0.05333	0.20378	0	0.00172	0.18646	0.05048		32.36471	10.75636	0.91651	0.03754	3.33406	0.44306	2.30841	0.00172	0.12726	0.05048
Healthy	14.68862	0.79854	2.2921	0.35063	0.43137	0	0		14.68862	22.71514	8.77733	13.0178	0	0	0	0.43137	8.66768	0
Healthy	60.37992	0.7386	0.40514	0	0.06389	0	0		60.37992	6.29274	0.80308	0.12488	5.76763	2.27288	0	0.06389	0	0
Healthy	63.84991	0	0.02196	0	0	0.04488	0		63.84991	5.29737	1.17352	0	0.45523	0.01533	0	0	0.25238	0
Healthy	34.07345	0.00111	0.2392	0	0.04628	0.06547	0		34.07345	5.17516	0.13129	0.04557	0	0.26789	0.1068	0.04628	0.07901	0
Healthy	18.82843	0.97821	0.56306	0	0.4229	0	0.23092		18.82843	14.26202	0.83307	5.43514	0.16201	0.0713	0	0.4229	0.33759	0.23092
Healthy	17.09535	1.57204	5.84603	0.01423	0.10672	0.23847	0.33081		17.09535	21.325	5.81126	0.01113	0	0.35405	0	0.10672	3.98303	0.33081
Healthy	45.17916	0.28333	0.03885	0	0.00601	0.08041	0.11079		45.17916	6.88399	0.37799	3.52687	0.77287	0.0718	0	0.00601	0.02564	0.11079
Healthy	19.82885	0.32094	0.00711	0	0.32882	0	0		19.82885	33.54678	0.26068	0	0	0	0	0.32882	0	0
Healthy	17.24653	16.14298	0.07261	0.41428	0.37468	0	0		17.24653	9.5778	0.04453	0	0	0	0.33908	0.37468	0.19768	0
Healthy	76.28196	0.07277	0	0	0.1369	0.09095	0		76.28196	3.82603	0.62623	6.57264	0	0.27255	0	0.1369	0.19603	0
Healthy	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	92.4096	0.12318	0	0	0	0	0		92.4096	1.15322	0.22173	0	1.88348	0.56352	0	0	0	0
D001943	55.21777	0.63259	0.29538	0	1.84498	0.10285	0		55.21777	5.5682	0.93404	0.03582	0	0.01721	0	1.84498	0.2803	0
Healthy	10.12874	0	0	0	0	0	0		10.12874	25.6118	0	0	0	0	0	0	0	0
Healthy	26.27604	0.29116	0	0	0.032	0.03188	0.00891		26.27604	24.21897	2.93824	0	1.53762	0.49336	0	0.032	0.16401	0.00891
Healthy	50.33772	0	0	0	0	0.91635	0		50.33772	22.89879	0.07778	0	0	0.07047	0.06171	0	0	0
Healthy	35.57313	0.02843	4.40984	0	0.0976	0	0.00678		35.57313	3.62559	0.35178	0	0	0.07387	0	0.0976	1.42651	0.00678
Healthy	71.11603	2.10645	0	0	0	0.12119	0		71.11603	0.71487	0	0	0	0.36472	0	0	0	0
Healthy	42.51095	0	0.08492	0	0	0.02195	0		42.51095	6.66585	5.16856	0	2.90132	0.37614	8.00768	0	1.73064	0
Healthy	11.90751	0	0	0	0	0	0		11.90751	2.32697	5.96501	10.7103	2.31129	0	0	0	0.3283	0
Healthy	69.65916	0.04956	0.08113	0	0.03155	0.37382	0		69.65916	3.5277	2.28444	0.77647	0	2.39395	0	0.03155	0.22175	0
Healthy	58.96447	0	0	0	0	0.47382	0		58.96447	4.23313	0.42195	0.46895	8.77803	0.34171	0	0	0.18324	0
Healthy	66.71053	0	0.00116	0	0.01371	0.03254	0		66.71053	4.56076	0.24087	5.66652	0	0.36518	0	0.01371	0.06109	0
Healthy	39.08202	1.91522	1.43701	0	0.17548	0	0.15342		39.08202	22.966	7.58166	0.50387	0.00039	0.00951	0	0.17548	2.25745	0.15342
Healthy	38.67925	0.38672	0.65368	0	0.53843	0	0.29259		38.67925	11.12826	13.77345	1.53411	0.03767	0.04876	0	0.53843	0.15245	0.29259
Healthy	58.1287	0	0	0	0	0.50177	0		58.1287	4.39045	0.42789	0.5334	8.45768	0.43898	0	0	0.20077	0
Healthy	2.69883	45.18777	0.01861	35.222	0.00517	0	0		2.69883	0.01453	14.48399	0.00662	0	0	0	0.00517	0.00705	0
Healthy	79.02284	0.00212	0	0	0.00649	0.03168	0		79.02284	4.09859	1.20906	0	4.05243	0.72132	0	0.00649	0.17215	0
Healthy	38.60053	0	8.38371	0	0.61656	0.87373	0		38.60053	8.4586	2.00644	0	0	0.07105	0.34226	0.61656	3.54521	0
Healthy	27.58095	2.53386	0.10993	0	0.48128	0	0.03863		27.58095	5.3228	48.07914	0.47986	0	0.01572	0	0.48128	0.09404	0.03863
Healthy	69.24905	0.0346	0	0	0.49665	1.43761	0		69.24905	12.45604	0.10828	0	0	0.04389	0.0287	0.49665	0.12827	0
Healthy	30.23467	0.09831	0.3743	0	0.00459	0.12123	0		30.23467	2.93233	0.18308	1.12556	0.03824	0.40048	0.15533	0.00459	0.05531	0
Healthy	67.07015	5.66234	0.14589	0	0.04044	0.01901	0.01833		67.07015	5.63152	0.22975	1.52137	0.13672	0.01289	0	0.04044	0.16911	0.01833
Healthy	43.44494	12.1613	0.47209	0	0	0.00635	0.14947		43.44494	0.0007	14.7213	0.34107	0	0	0	0	0.00102	0.14947
Healthy	80.62821	0	0.00128	0	0	0.04472	0		80.62821	3.63124	1.08237	0	3.67819	0.59739	0	0	0.16663	0
Healthy	45.52648	0.10287	0.01141	0	0.12586	0.00828	0.07101		45.52648	1.77306	4.40498	4.25651	0	0.27995	0	0.12586	1.32217	0.07101
Healthy	29.04447	13.76728	4.11471	0	1.28783	0	1.22097		29.04447	4.51531	1.46792	0	3.57716	0	0	1.28783	0.46891	1.22097
Healthy	95.28645	0.0347	0.07273	0	0	0	0.01142		95.28645	0	0	2.33123	0.03461	0	0	0	0	0.01142
D001943	60.04707	0.05688	0.04855	0	0.00277	0.02037	0.00887		60.04707	12.45345	3.39964	0.01142	0	0.00458	0.06826	0.00277	0.01768	0.00887
Healthy	29.61175	0.05633	0.40382	0	0.05169	0.02244	0.25031		29.61175	19.42858	4.06849	0.01386	0.05854	0.01224	3.24923	0.05169	1.09846	0.25031
Healthy	19.55294	0	0	0	13.73408	0	0		19.55294	0.03068	0	0	0	0	0	13.73408	0	0
Healthy	86.46119	1.60609	0.06486	0	0.05354	0.13573	0		86.46119	3.72611	0.21845	0	0	0.10994	0	0.05354	0	0
Healthy	50.76117	0.01598	0.12642	0	0.59268	0.12961	0		50.76117	6.63626	0.01016	0	0.0016	0	0	0.59268	0.08076	0
Healthy	10.76329	0	0.19675	0	0	0	0		10.76329	11.57818	0.16406	6.37939	0.50632	0.28424	1.09162	0	0	0
Healthy	57.33937	0.13716	0.3211	0	0.00257	0.12344	0		57.33937	5.82374	11.81876	0	0	0.07371	0.21804	0.00257	1.75986	0
Healthy	56.30658	0.28098	0.0407	0	0.23834	0	0.23122		56.30658	2.0004	3.14528	0.22426	0	0	0	0.23834	0.07788	0.23122
Healthy	30.61867	0.21487	0.0018	0	1.56171	0	0.11469		30.61867	7.22655	0.00758	0.50304	0.3251	0	0.68489	1.56171	0	0.11469
Healthy	68.50702	0	0.25605	0	0.0796	0	0		68.50702	6.85581	0.01131	0	0	0.06535	0	0.0796	0.0213	0
Healthy	46.24204	0	2.75445	0	0.22609	0	0		46.24204	8.39493	0.07013	2.19261	0.19396	0	0.57513	0.22609	0.01587	0
Healthy	46.07825	0.42733	0.17798	0	0	0	0		46.07825	3.46657	0	0	0.26078	0	0.57785	0	0	0
Healthy	47.94121	0.06647	0	0	0.03717	0.20697	0		47.94121	11.53033	0	0	5.8617	0.13814	0	0.03717	0	0
Healthy	63.77627	0	0	0	0.08664	0.05709	0		63.77627	1.42659	0.94995	0	0	0.18366	0	0.08664	0.26306	0
Healthy	65.94764	1.0543	0	0	0	0	0		65.94764	0.104	0.21765	11.24915	0	0	0	0	0	0
Healthy	32.56547	2.36251	0.39257	0	0.23711	0	0.64931		32.56547	15.89391	2.76244	3.08071	0	0.02364	0	0.23711	0.03795	0.64931
Healthy	18.08858	3.25803	23.64721	0.18257	6.82561	0.18415	0.02499		18.08858	2.7162	0.81411	2.31122	0	0.05014	0	6.82561	1.39904	0.02499
Healthy	37.37198	0.41401	0.03096	0	0	0.03354	0		37.37198	21.66445	0	0	2.41684	8.5763	0.29309	0	0	0
Healthy	68.43482	10.5734	0.15629	0	0	0.03332	0		68.43482	0.01409	0.02337	8.52248	0	0.19095	0	0	0.17924	0
Healthy	81.395	0	0	0	0	0	0		81.395	6.71884	0	0	0	4.21412	0	0	0.04076	0
Healthy	44.75471	0	0.00788	0	0.18613	0.11801	0.00778		44.75471	6.91907	5.45219	17.70096	6.96025	0.32221	0	0.18613	0.63247	0.00778
Healthy	68.7675	0.05757	0.02519	0	0	0.07033	0		68.7675	7.69057	0	0.34951	0.56418	0.0053	0	0	0.31033	0
Healthy	16.79315	1.74769	1.75898	0.70695	0	0.1039	0.3873		16.79315	16.95828	0.38406	0.04127	0	0.01399	0.74572	0	0.58387	0.3873
Healthy	66.42993	0.91375	0	0	0	0	0		66.42993	0.07847	0.23513	11.43786	0	0	0	0	0	0
Healthy	21.83488	1.82178	0.3327	0	0	0.11673	0.16005		21.83488	15.77081	18.32739	0	0.86309	1.30819	1.42082	0	0.82384	0.16005
Healthy	43.41348	0.01889	2.72355	0	0.49405	0.3909	0.12567		43.41348	2.3385	0.85967	0	0.01217	0.37352	0	0.49405	0.99632	0.12567
Healthy	73.45565	0	0	0	0	0	0		73.45565	1.56594	0	0.66822	0.50523	0.02651	0	0	0	0
Healthy	37.03071	0.0198	0.30544	0	1.51191	0.17313	0.10197		37.03071	9.15377	0.33843	0.04725	0.233	0.15659	0	1.51191	0.17756	0.10197
D001943	73.36287	1.54874	0.66499	0.00578	0.65799	0.05733	0.07654		73.36287	6.71811	1.96596	0.15919	0	0.3126	0	0.65799	0.00499	0.07654
Healthy	70.18205	0.22338	0.00741	0	0	0.11263	0		70.18205	4.58945	4.12361	2.81667	0.11769	0.24449	0.07672	0	0	0
D001943	48.27437	0.12308	0.00586	0	0.00475	0.25226	0.01854		48.27437	11.48764	8.00079	0.01756	0.94654	0.30465	0	0.00475	0.05194	0.01854
Healthy	7.48063	0.00701	0.50765	0	5.30431	0.08524	0.10528		7.48063	3.50586	1.35213	0.00294	2.79063	0.02416	12.6844	5.30431	0.37006	0.10528
Healthy	42.57968	0.3262	0.00305	0	1.03704	0.06604	0		42.57968	2.80875	0	0	0.02836	0.0222	0	1.03704	0.01622	0
Healthy	62.93172	3.82164	0	0	0	0.27753	0		62.93172	6.88002	0	0	0	0.25188	0	0	0.01147	0
Healthy	79.21326	0	0	0	0	0	0		79.21326	1.58475	0.07738	3.04829	0	0.28664	0	0	0	0
Healthy	53.18318	0	0	0	0	0	0		53.18318	17.12874	3.46794	0	0	0	0	0	0	0
Healthy	23.41716	1.34307	0.65256	0	0.10936	0.00557	0.23083		23.41716	0.65351	7.8609	0.39377	0.31361	0.23242	0	0.10936	0.07066	0.23083
Healthy	63.61607	0.36191	0.66039	0.24888	0.14272	0	0		63.61607	4.52892	3.72571	0	0	0.05983	0	0.14272	1.3795	0
Healthy	23.72752	0	0.00442	0	0.08144	0	0		23.72752	4.95543	1.57464	14.5412	2.03874	0	4.04538	0.08144	0.6486	0
Healthy	39.28724	0.18727	0.02178	0	0.94994	0.08296	0		39.28724	21.11326	0.00297	0	0.20579	0.00794	0.6324	0.94994	0.19113	0
Healthy	66.68553	0	0.06225	0	0.01029	0.31988	0		66.68553	4.71953	0.1417	0	10.5227	0.1041	0	0.01029	0.288	0
Healthy	41.5384	0.34666	0.60265	0.01884	0.02805	0	0.04771		41.5384	0.41371	6.94426	3.2718	0	16.99645	0	0.02805	0.30773	0.04771
Healthy	28.95543	0.08089	0.1997	0	0.00663	0	0.00619		28.95543	11.98612	3.59846	5.16329	0	0	0	0.00663	0.0805	0.00619
Healthy	60.47659	0.84241	0.39949	0	0	0	1.0244		60.47659	2.12718	0.24054	0	1.01338	0.19093	0	0	0	1.0244
Healthy	20.29281	1.06055	0.33577	0	0	0	0		20.29281	21.54589	0.04018	0.14528	0	0.07046	0	0	0.91189	0
Healthy	17.58518	0.37935	0.74517	0	0.00693	0.18905	0		17.58518	18.39106	15.32938	0.19875	0	0.21492	0	0.00693	0.68918	0
Healthy	21.73269	0	0	0	0.06085	0	0		21.73269	6.06338	2.21114	15.2083	2.56749	0	3.11355	0.06085	0.92443	0
Healthy	50.98966	0.22126	0.25203	0	0.00229	0	0.08537		50.98966	2.48	0.01553	13.25199	3.88042	0.51676	0	0.00229	0.14535	0.08537
Healthy	48.94842	0.25304	0.04235	0	0.01657	0.07584	0		48.94842	13.67715	0.01624	0.00808	1.30576	5.40107	0.25684	0.01657	0	0
Healthy	5.88392	0	1.56977	0	0	0	0		5.88392	10.13779	70.71079	0	0	0	3.78589	0	2.26472	0
Healthy	21.50326	1.39039	4.33251	0.575	0.00445	0.05127	0.00125		21.50326	12.55573	3.04845	1.02733	1.85173	0.01928	4.80982	0.00445	0.07226	0.00125
Healthy	76.44368	0.33113	0.0069	0	0.0773	0.01026	0		76.44368	5.09539	0.34704	9.276	0	0.02838	0	0.0773	0.19782	0
Healthy	58.55434	0.33553	0.03194	0.39619	0.01523	0.06363	0		58.55434	13.02506	0	0.05691	0.01715	0.56795	0	0.01523	0.01782	0
Healthy	72.21714	0	0	0.07215	0	0	0		72.21714	11.25678	0	0	0	0.73588	0	0	0.00371	0
Healthy	70.02336	0.23085	0.00183	0	0	0.06321	0		70.02336	4.56837	4.23533	2.84814	0.14178	0.19129	0.03754	0	0	0
Healthy	78.31406	0.01136	0	0	0	0	0		78.31406	8.11221	0	0.04204	0	4.77802	0	0	0.01945	0
Healthy	62.7212	0.25478	0.42491	0.17064	0.44122	0.01869	0		62.7212	0	23.92438	0	0	1.80509	0	0.44122	3.2435	0
Healthy	40.27927	0.05522	0.0703	0	0.32872	0.05163	0		40.27927	16.11749	1.43038	0.00239	0	0.25508	0.52025	0.32872	0.12008	0
Healthy	39.76246	0.16617	0.38136	0	1.8409	0.08412	0		39.76246	4.68892	1.50522	10.2147	0.03737	0.07473	0	1.8409	0.20942	0
Healthy	73.22391	2.07897	0.01793	0.00458	0.19041	0	0.22672		73.22391	0.22984	0.54794	4.40278	2.26273	0	0	0.19041	0.01272	0.22672
Healthy	60.03712	0.84247	0.48305	0	0.04535	0	0		60.03712	6.36128	0.798	0.05773	5.86253	2.1826	0	0.04535	0	0
Healthy	76.77715	0.2582	0	0	0.07751	0.02269	0		76.77715	4.92595	0.34388	9.26894	0	0.02751	0	0.07751	0.22134	0
Healthy	59.26558	0	0.05188	0	0.05601	0	0.05642		59.26558	8.85181	0.10855	12.3662	0.74805	1.66871	0	0.05601	0.02621	0.05642
Healthy	0.12654	2.24583	0.1065	0	0.24695	0	0		0.12654	0	0	1.96752	0	0	0	0.24695	0	0
Healthy	79.07153	0	0	0	0	0	0		79.07153	1.59209	0.09572	3.15084	0	0.22611	0	0	0	0
Healthy	8.99304	0	0.67514	0	0.45199	0	0		8.99304	2.0174	1.74431	0.47951	40.4449	0.00119	0	0.45199	0.05649	0
Healthy	44.28301	0.98335	0.82196	0.10908	0.40552	0.00684	0.33544		44.28301	12.5669	0.22296	0.05993	0.01178	1.72011	1.91365	0.40552	0.17237	0.33544
Healthy	28.36889	0.02079	0.68721	0	0.01447	0.03581	0.60795		28.36889	17.67386	9.74598	0.01454	0	0.02591	0	0.01447	1.93649	0.60795
Healthy	49.08358	1.84199	0	0	0.4646	0	0		49.08358	8.09411	1.26253	1.81908	0	0.0171	0	0.4646	0.08016	0
Healthy	54.69105	0.27896	0.073	0	2.80763	0.05004	0.454		54.69105	15.4712	0.58938	0.03072	0.79134	0.89236	0.02601	2.80763	0.5224	0.454
Healthy	60.15458	0.1795	0	0	0	0.82641	0		60.15458	4.22561	1.86957	0	4.46162	0.25595	0.1863	0	0.12516	0
Healthy	30.38976	0	0.13466	0	0.79262	0	0		30.38976	1.98993	0.00227	6.34105	0	0.13464	0.17925	0.79262	0	0
Healthy	57.19071	0	0.1507	0.00679	0	0	0		57.19071	1.03144	0.32694	15.5468	0	0.23801	0	0	0.58973	0
Healthy	51.11411	0	0.19439	0	0	0	0		51.11411	5.26079	2.06218	0	2.61066	1.03976	1.78079	0	0.51366	0
Healthy	70.28682	0	0.00277	0	0	0	0		70.28682	5.41384	0.0083	0.06266	0	8.38667	0	0	0.23238	0
Healthy	18.83361	0.03607	0.07062	0	0.03308	0.02332	0.03941		18.83361	13.71987	10.58426	0	1.66834	0.06997	0	0.03308	0.05947	0.03941
Healthy	78.21632	0.28019	0.23665	0	0.4317	0.02566	0.05594		78.21632	8.50708	2.42279	2.79587	0	0.07421	0	0.4317	0.42265	0.05594
Healthy	56.74984	0.05856	1.36568	0	0	0	0.00535		56.74984	2.18693	0	0.04425	0	0.0185	0	0	0	0.00535
Healthy	88.62397	0.56422	0.24276	0	0.0253	0	0		88.62397	1.42044	0	3.40948	0	0.12662	0	0.0253	0.1649	0
Healthy	80.99515	0	0	0	0.54065	0	0		80.99515	1.69303	0	0	0	0	0	0.54065	0	0
D001943	76.32457	0.44063	0.06964	0.02262	0.01034	0.001	0.02478		76.32457	1.5976	0.1072	0.08764	1.01767	0	0	0.01034	0.00267	0.02478
Healthy	23.65521	3.51301	0.00898	0	0.07104	0	0		23.65521	44.91768	1.91629	0.01779	0.08205	0	0.40579	0.07104	0.17727	0
D001943	57.30508	0.11592	0.27682	0	0.14398	0.00709	0.02517		57.30508	8.12399	0.43285	0.07395	0	0.03316	0	0.14398	0.15302	0.02517
Healthy	61.74899	0.21163	0.04398	0.00282	0.03106	0.13989	0.01534		61.74899	13.31973	0	0.02171	0	0.25117	0	0.03106	0.01319	0.01534
Healthy	13.47813	9.43602	0.00359	0	0.14455	0.72042	0		13.47813	5.98245	0.02387	2.77942	43.1425	0.25347	0	0.14455	1.53604	0
Healthy	66.37974	0.21117	0.27051	0	0.12244	0.02192	0		66.37974	3.66593	0.08418	8.10882	0	0.20873	0	0.12244	0.04026	0
Healthy	51.37097	9.68868	6.9405	0.27118	0.00198	0.00874	0.00096		51.37097	5.68391	0.20027	11.5763	0	0.00832	0	0.00198	0.0127	0.00096
Healthy	57.05666	0	0.00686	0	0	0.0134	0		57.05666	7.7765	2.15706	2.93626	5.8543	0.06911	0	0	0.30866	0
Healthy	43.4764	0.05697	0.01094	0	0.05141	0.2407	0.00348		43.4764	11.64901	0.2451	0	0.09713	0.05543	3.40764	0.05141	0	0.00348
Healthy	53.92823	0	0.24763	0.05211	0	0.01971	0		53.92823	1.27994	0.49377	15.6181	0	0.30648	0	0	0.80836	0
Healthy	62.01002	0.11356	0.06146	0	0.01407	0.22483	0		62.01002	4.03165	0	0	0	5.13502	0	0.01407	0.13802	0
Healthy	60.43837	0.19681	0.13079	0	0	0.40446	0		60.43837	5.30265	3.84132	7.81395	0.83144	0.18523	0.9034	0	0	0
Healthy	67.11065	0.97595	0	0	0	0	0		67.11065	0.09184	0.18907	11.1089	0	0	0	0	0	0
Healthy	64.38419	0	0	0	0.06926	0.43782	0		64.38419	4.12673	0	0	0	3.10465	0	0.06926	0.06791	0
Healthy	30.53279	1.52782	1.86324	0	0.08435	0	3.85849		30.53279	9.61378	2.17378	2.73902	0.16743	0.1413	0.02214	0.08435	1.47604	3.85849
Healthy	57.92923	0.15858	0.24089	0	0.00759	0.11176	0		57.92923	5.9097	12.64643	0	0	0.0719	0.24867	0.00759	1.76238	0
Healthy	70.43552	0	0	0	0.28527	0	0		70.43552	2.52642	0.45038	6.29626	0	0.19376	0	0.28527	0	0
Healthy	31.6998	0	0	0	0.25486	0	0		31.6998	18.20048	0.17345	7.8536	0.04697	0.03322	0	0.25486	0	0
D001943	68.8777	0.51241	0.01392	0	0.04328	0.05368	0.02346		68.8777	0.21011	0.08046	0.07523	0	13.95836	0	0.04328	0.00276	0.02346
Healthy	22.27282	0.34845	0.90448	0.00148	0.00711	0	0.14061		22.27282	33.27022	5.73589	4.83567	0	0.21194	0	0.00711	0.37339	0.14061
Healthy	23.46511	1.88876	0	0	0.51013	0	0		23.46511	6.19955	0.17433	0	11.0089	0.28649	0.51151	0.51013	0.3113	0
Healthy	19.33502	0.38659	0.40981	0	0.48434	0	0.13406		19.33502	4.64002	51.45921	0.9011	0.36477	0.05514	0	0.48434	0.33762	0.13406
Healthy	20.08361	0.38983	0.42319	0	0	0	0		20.08361	28.98953	4.04048	0	1.91184	0	0.93713	0	0	0
Healthy	40.48423	0.04992	0.52576	0	0	0	0.00403		40.48423	7.97896	0.05064	10.41506	0.0475	0	0	0	0	0.00403
Healthy	42.75953	0.25226	0.02154	0	0.62533	0	0.46742		42.75953	10.80395	9.46123	0.90171	0.13902	0.01366	0	0.62533	0.03561	0.46742
