group	Bacteroidales	Enterobacterales	Lactobacillales	Pseudomonadales	Erysipelotrichales	Desulfovibrionales	Peptostreptococcales		Bacteroidales	Oscillospirales	Actinomycetales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Peptostreptococcales
Healthy	77.03911	0.20213	0.00485	0	0.08081	0.00779	0		77.03911	4.92091	0.32381	9.09104	0	0.06155	0	0.08081	0.19204	0
Healthy	37.00331	0.25682	0.05262	0	0	0	0		37.00331	13.231	0.11193	0	0	0.04164	0	0	1.19723	0
Healthy	54.07795	0	0	0	0	0	0		54.07795	0	0	0	0	0	0	0	0	0
Healthy	26.73081	0	0.27659	0	0	0	0		26.73081	28.6598	0	1.02417	0	0.03047	0	0	0	0
Healthy	60.91644	0.69592	0.4411	0	0.07281	0	0		60.91644	6.31896	0.81819	0.11644	5.85149	2.30368	0	0.07281	0	0
D001943	63.59375	0.99059	0.00962	0	0.01526	0.07489	0		63.59375	2.16343	0.07892	0	0	0.01957	0	0.01526	0.0773	0
Healthy	48.31568	0.03994	0	0	0.028	0.23731	0		48.31568	11.14261	0	0	5.88994	0.14103	0	0.028	0	0
Healthy	75.79001	0.66588	0.06627	0.31556	0.06508	0.04264	0		75.79001	6.79402	2.6098	2.36324	0	2.81607	0	0.06508	0.25581	0
Healthy	64.79763	1.60077	0.01043	0	0.2326	0	0.00249		64.79763	1.34671	5.8666	3.29913	0.00115	0.06611	0	0.2326	0.05954	0.00249
Healthy	67.62521	1.07314	0	0	0	0	0		67.62521	0.06624	0.20469	11.33673	0	0	0	0	0	0
Healthy	28.3397	0.23021	1.15081	0	0.213	0.00493	0.00723		28.3397	4.97076	1.18868	0.09281	1.90163	0.00081	0	0.213	1.38203	0.00723
D001943	77.74851	1.61869	0.04637	0	0.00482	0.02209	0.01269		77.74851	1.42927	0.52705	0.01341	0	0	0	0.00482	0.02278	0.01269
Healthy	77.32999	0.14131	0.02591	0	0.02083	0.00324	0		77.32999	8.31266	0.09903	0	0	0.06954	0	0.02083	0.05876	0
Healthy	70.34527	0.06081	0.00189	0	0	0.11375	0		70.34527	4.43491	4.05199	2.68998	0.10717	0.21323	0.04814	0	0	0
Healthy	49.0545	0.33905	0	0	0	0	0		49.0545	0.58598	0	22.2746	1.29381	0	0	0	0	0
Healthy	69.79397	1.9574	0.02336	0.09955	1.03528	0.26162	0.02518		69.79397	10.22545	0.14502	0	0	0.02574	0	1.03528	0.08191	0.02518
Healthy	66.1897	0.22112	0.25566	0	0.10796	0.00837	0		66.1897	2.33162	0.07537	7.93807	0	0.21042	0	0.10796	0.01454	0
Healthy	34.86269	2.03238	0.22984	0.00815	1.33121	0.23594	0.37755		34.86269	27.47876	0.0701	4.25901	0	0.48271	0	1.33121	0.08195	0.37755
Healthy	60.27188	0	0	0	0	0.01291	0		60.27188	4.75673	0.3763	0	0	3.60235	0	0	0.65287	0
Healthy	48.48277	0.11749	0.18205	0	1.23596	0.04446	0.14768		48.48277	6.47949	0.11313	0.04831	0.14329	0.48497	0	1.23596	0.04743	0.14768
Healthy	11.17658	0	0.04855	0	0	0	0		11.17658	8.29271	0	5.27412	0.04339	0	2.31989	0	0	0
Healthy	1.82406	1.79092	0.75265	0	1.11688	0.03571	0.12733		1.82406	18.20616	4.01625	0	0	0	6.52913	1.11688	1.7072	0.12733
Healthy	5.07118	1.30555	14.50212	0.55701	0.52998	0	1.24539		5.07118	4.98233	11.7647	6.11413	0	0.07865	0	0.52998	0.02482	1.24539
Healthy	59.39644	0.46608	0.39467	0	9.88528	0.07585	0		59.39644	13.37396	0.41135	0.57576	1.20433	0.00055	0.12082	9.88528	0.15697	0
Healthy	84.47865	0	0	0	0	0.38014	0		84.47865	3.24099	3.58461	0	0.05364	0.06985	0.62816	0	0	0
Healthy	67.81815	0.37751	0.14163	0	1.00309	0	0.04211		67.81815	4.28682	0.87693	0.09799	0	0	0	1.00309	0.22677	0.04211
Healthy	65.5694	12.8743	0.17968	0	0	0.04885	0		65.5694	0.03625	0.07304	8.84937	0	0.17461	0	0	0.29068	0
Healthy	32.79623	0	0	0	0	0.1746	0		32.79623	25.31091	0	0	6.58769	7.4715	0.83191	0	0	0
Healthy	68.45521	0.1014	0.01799	0	0	0	0		68.45521	8.92958	0	0	0	5.87112	0	0	0.58739	0
Healthy	38.97581	0.03899	0.11371	0	2.07139	0.06165	0.00795		38.97581	11.13561	1.3467	0.40508	0.18045	0.38063	0	2.07139	0.61505	0.00795
Healthy	46.44976	0	0	0	0	0	0		46.44976	1.95435	0	8.15906	0.76941	0	0	0	0	0
Healthy	64.35533	11.3428	0.17879	0	0	0.04034	0		64.35533	0.01574	0.03716	8.5252	0	0.1515	0	0	0.27514	0
Healthy	69.30138	0.10583	0.01821	0	0	0	0		69.30138	8.83439	0	0	0	6.01781	0	0	0.59301	0
Healthy	1.60432	0	7.76499	0	1.2599	0	0		1.60432	5.09118	0.06168	0.00942	0	0	22.3755	1.2599	1.06157	0
Healthy	49.47672	0.12742	0.01985	0	0	0.63149	0		49.47672	3.64698	0.23799	0.09682	9.33329	0.76517	0	0	0.13862	0
Healthy	65.25963	0.25076	0.29412	0	0.13227	0.01867	0		65.25963	3.7506	0.08194	8.06887	0	0.21268	0	0.13227	0.02717	0
Healthy	48.44869	0.02492	0	0	0.03168	0.19675	0		48.44869	12.49654	0	0	5.94372	0.13661	0	0.03168	0	0
Healthy	24.80784	14.14232	0.53942	0.74352	0.2341	0.02294	0.00386		24.80784	10.95602	0.22427	0.0032	0	0	0.19887	0.2341	0.21335	0.00386
Healthy	64.28691	0	0	0	0	0	0		64.28691	4.09328	0	1.93826	1.03178	0.13758	0	0	0	0
Healthy	13.24016	10.1159	0	0	0.14476	0.70743	0		13.24016	6.00409	0.01849	2.66152	44.6326	0.25763	0	0.14476	1.46325	0
Healthy	86.81948	1.85023	0.07795	0	0.02781	0.10547	0		86.81948	3.5101	0.23047	0	0	0.07455	0	0.02781	0	0
Healthy	48.70816	0	0.14741	0	0	0	0		48.70816	3.8327	0	7.34269	0.38083	0	0	0	0	0
Healthy	18.81712	0.02887	0.00845	0	0	0.06574	0		18.81712	28.84805	11.35784	0.16943	15.2597	4.33996	0	0	0.65264	0
Healthy	12.2298	0	0	0	0	0	0		12.2298	32.8596	4.43001	4.54092	10.6627	0.50243	0	0	0.04776	0
Healthy	12.45128	0	0	0	0	0	0		12.45128	8.77525	3.17754	5.19577	0	0	0	0	0	0
Healthy	12.06736	0.0587	0.34531	0	0.04525	0.00509	0.02881		12.06736	11.33977	0.45537	5.38641	0.55245	0.46794	1.49401	0.04525	0.04697	0.02881
Healthy	68.41716	0.06296	0.02897	0	0	0.07549	0		68.41716	6.06695	1.37361	0.03007	0.45974	0.00922	0	0	0.33733	0
Healthy	29.37652	0	0.12738	0	0.23185	0.81652	0		29.37652	8.55856	0.11535	0	23.5265	0	2.19041	0.23185	0.36944	0
Healthy	26.6205	0.02237	0.05203	0	1.19077	0.06076	0		26.6205	2.49533	0.04603	0.0866	0.04467	0.16178	0	1.19077	0.0502	0
Healthy	11.17298	0	0	0	0	0	0		11.17298	6.3819	0	2.67914	0	0	10.4569	0	0	0
Healthy	59.76033	0	0	0	0	0	0		59.76033	6.95445	0.00565	0.08364	0	11.9332	0	0	0.3885	0
Healthy	92.13021	0.14117	0	0	0	0	0		92.13021	0.97529	0.14243	0	1.69454	0.57985	0	0	0	0
Healthy	69.41041	0.06901	0	0	0.02955	0	0		69.41041	1.93601	0.3179	6.20158	0	0.14429	0	0.02955	0	0
Healthy	19.29651	0	0	0.08151	0.5092	0	0		19.29651	17.90841	4.60293	2.77242	5.62796	0	13.2125	0.5092	0.73858	0
Healthy	15.44434	0	0.35331	0	0.46577	0	0		15.44434	37.81573	1.70982	0	0	0	0.75007	0.46577	0.05672	0
Healthy	67.72931	0.60334	0.05261	0	0.31144	0.44833	0		67.72931	4.48824	0.30593	0.05706	0.00985	0.02935	0	0.31144	0.91186	0
Healthy	84.24075	0.20678	0.23947	0	0	0	0.01809		84.24075	0.02736	0.42218	8.27465	1.57657	0	0	0	0	0.01809
Healthy	63.70893	0	0	0	0.07477	0.08423	0		63.70893	1.36489	0.96514	0	0	0.16963	0	0.07477	0.24121	0
Healthy	41.14116	0.05763	2.93731	0	0.15665	0.00364	0.31973		41.14116	11.00741	0.17395	0.51286	0.11353	0.15257	0.05673	0.15665	0.00038	0.31973
Healthy	0.0051	98.78012	0	0	0.01169	0	0		0.0051	0	0.06844	0	0	0	0	0.01169	0	0
Healthy	57.28008	0	0.03615	0	0	0	0		57.28008	16.35025	5.00017	0.24017	0	0	0	0	0	0
Healthy	81.1674	0.09344	0.10704	0	0	0.09329	0		81.1674	6.06594	0.61607	0	0	0.35009	0	0	0	0
Healthy	60.07223	0	0.02622	0	0.002	0.05598	0		60.07223	7.93102	5.09528	0	0	0.00159	0.0641	0.002	0.61189	0
D001943	61.86683	0.78714	0.07803	0.00926	0.29132	0	0.00689		61.86683	13.99996	0.03711	0.00343	0.00252	0	0.00169	0.29132	0.0037	0.00689
Healthy	31.30509	15.32248	1.81211	0.03669	0.9193	0.1755	0.01515		31.30509	12.99452	0.15022	4.57956	4.77566	0.05901	0	0.9193	0.33659	0.01515
Healthy	26.39939	0.08659	0.29646	0	0.7685	0.70216	0		26.39939	9.40485	1.23626	0.60797	0.43209	0	0	0.7685	1.31353	0
Healthy	51.05291	7.91464	0.17896	0	0.03696	0.5255	0.02661		51.05291	7.03251	1.95552	0.06107	1.92236	0.01212	0	0.03696	0.72478	0.02661
Healthy	66.30708	0	0.0626	0	0.03311	0.26754	0		66.30708	4.63256	0.14009	0	10.5133	0.09483	0.00202	0.03311	0.26175	0
Healthy	69.02422	0.06642	0	0	0.45071	1.47767	0		69.02422	5.25849	0.13723	0	0	0.03685	0.03445	0.45071	0.12241	0
Healthy	64.42086	0	0.00226	0	0.08966	0.37319	0		64.42086	4.67796	0	0	0	1.09687	0	0.08966	0.15625	0
Healthy	15.55609	0	1.81947	0	0.04769	0	0		15.55609	37.47754	0.00415	0	0.00206	0.25217	0	0.04769	0.58585	0
Healthy	8.02642	8.6462	0	0	6.09537	0	0		8.02642	23.19302	0	0	0	0	1.9555	6.09537	0.60611	0
Healthy	5.06393	4.89526	1.23457	1.64212	0.84286	0	0		5.06393	1.95813	67.48479	0	0.09491	0.10448	0	0.84286	1.20317	0
Healthy	32.54246	0.04102	0	0	0	0.16968	0		32.54246	21.31523	0	0	6.17366	9.76123	0.88045	0	0	0
Healthy	34.96916	2.25021	0.12481	0	0.54554	0	1.08055		34.96916	26.77344	0.49796	1.58226	0	0.02345	0	0.54554	0.02513	1.08055
Healthy	79.38151	0.00422	0	0	0	0.03795	0		79.38151	3.79021	1.20803	0	3.68362	0.77778	0	0	0.17629	0
Healthy	76.65911	0.10839	0.02218	0	0.02631	0.00325	0		76.65911	8.83678	0.10854	0	0	0.06927	0	0.02631	0.06371	0
Healthy	52.02453	0.05429	0	0	0	0.32032	0		52.02453	8.50536	0.15596	0	5.54787	0.39124	0	0	0.19355	0
Healthy	71.01821	0.06894	0	0	0.53348	1.79765	0		71.01821	5.07162	0.11549	0	0	0.04178	0.03306	0.53348	0.16904	0
Healthy	54.2528	20.7052	0.13085	0.07824	0.01923	0.1202	0		54.2528	1.23064	0.78892	0	0	1.10226	0	0.01923	0.0302	0
Healthy	10.94183	0.03932	0	0	0	0	0		10.94183	28.08231	5.11137	3.76164	11.9466	0.37716	0	0	0.17705	0
Healthy	9.58545	0	0.32345	0	0	0	0		9.58545	25.02424	11.68667	11.8655	0.91338	0	0	0	1.69258	0
Healthy	55.97138	0	0	0	0	0	0		55.97138	6.88608	0	0	0	8.06826	0	0	0	0
Healthy	29.86954	0	0.10771	0	0.20651	0.60142	0		29.86954	8.06844	0.11215	0	23.1424	0	2.15254	0.20651	0.40668	0
Healthy	24.65919	18.7087	0.74496	0.00594	0.05768	0.15039	0		24.65919	17.28463	1.7763	0.99789	5.55483	0.00128	0.32437	0.05768	0.96739	0
Healthy	70.02975	0.05832	0	0	0.02401	0	0		70.02975	1.77952	0.3003	5.97939	0	0.10853	0	0.02401	0	0
Healthy	18.98913	4.84359	0.54295	0.021	0.49926	0	0.24962		18.98913	5.36747	18.60188	0	0	2.35075	0	0.49926	0.10808	0.24962
Healthy	53.92158	0	0	0	0	0	0		53.92158	0	0	0	0	0	0	0	0	0
Healthy	59.52808	0	0.26833	0	0.81448	0.03016	0.00065		59.52808	6.9619	1.7207	0.01467	0.72725	0.0108	0.11142	0.81448	0.78125	0.00065
Healthy	80.04586	0.02277	0	0	0	0	0		80.04586	7.03672	0	0.02216	0	4.27383	0	0	0.06684	0
Healthy	67.13567	0.0278	0.02136	0	0	0.07483	0		67.13567	6.27437	1.48252	0	0.58248	0.00294	0	0	0.30433	0
Healthy	67.41444	0.08366	0.01061	0	0	0.0955	0		67.41444	5.85141	1.40869	0.00659	0.54782	0.32872	0.01295	0	0.35408	0
Healthy	80.20902	0	0	0	0	0	0		80.20902	1.44193	0.02069	2.9941	0	0.14668	0	0	0	0
Healthy	42.27842	0.7789	1.08101	0	0.96957	0	0.28653		42.27842	13.27881	0.0335	0.01704	0	0	0.14841	0.96957	0.3423	0.28653
Healthy	55.64763	0.93792	0	0	0.2707	0.17982	0		55.64763	4.58988	0.02775	8.89733	6.98413	0.24397	0	0.2707	0.55687	0
Healthy	70.35837	0.06217	0.00558	0	0	0.10551	0		70.35837	4.6056	4.2632	2.88898	0.12882	0.21793	0.04975	0	0	0
Healthy	43.56349	0.1712	0.22491	0	0.00357	0	0.08325		43.56349	10.14402	0.75841	6.50569	0.13909	2.10293	0.20292	0.00357	0.2988	0.08325
Healthy	28.6106	0.02185	0	0	4.32223	0	0.04485		28.6106	24.74014	0	0.00201	0	0	0.40605	4.32223	1.41441	0.04485
Healthy	30.28015	0	0.08707	0	0.28806	0.5915	0		30.28015	8.17205	0.10419	0	23.0526	0.01322	2.25595	0.28806	0.37962	0
Healthy	37.63177	0.90979	0	0	0.59226	0	0.14779		37.63177	5.59976	35.52051	0.67792	0	0	0	0.59226	0.07916	0.14779
Healthy	4.60152	0	0.01654	0	0	0	0		4.60152	1.41065	3.74179	4.68645	1.17037	0	0	0	0.34499	0
Healthy	63.84875	0	0	0	0.08549	0.06882	0		63.84875	3.04328	0.9567	0.00933	0	0.17701	0	0.08549	0.30411	0
Healthy	60.18198	1.1346	0.13845	0.0685	0.00227	0.00508	0.05107		60.18198	12.47641	0.09631	0.05705	0.5139	0.32356	0.42949	0.00227	0.08258	0.05107
Healthy	45.58241	0.40305	0.11909	0	0.56378	0.62884	0		45.58241	6.61852	1.2112	3.03276	0.14643	0.00292	0	0.56378	0.73979	0
Healthy	48.56843	0.07667	0	0	0.03337	0.19774	0		48.56843	10.63184	0	0	6.15939	0.15297	0	0.03337	0	0
Healthy	64.34556	0	0	0	0.10872	0.38816	0		64.34556	4.17759	0	0	0	3.06576	0	0.10872	0.05015	0
Healthy	23.41681	0.08655	0.63813	0	1.66805	0	0.00429		23.41681	17.44758	0.33044	0.03517	0.046	0.15684	0.52483	1.66805	0.49501	0.00429
Healthy	6.64501	0	1.55162	0	0	0	0		6.64501	11.15835	67.39364	0.06843	0	0	3.75983	0	2.58962	0
Healthy	26.22084	0.08398	0.78132	0	0.06119	0.06753	0.16095		26.22084	15.21035	12.53813	0.88461	2.40833	0.13717	0.46669	0.06119	1.12566	0.16095
Healthy	78.67341	0	0	0	0.31397	1.51706	0		78.67341	2.18206	0	0	0	0	0.10412	0.31397	0.64731	0
Healthy	43.6674	0.14308	0.01572	0	0.77041	0	0.20321		43.6674	8.76203	1.61752	3.1516	0.73311	0.05694	0	0.77041	0.14072	0.20321
Healthy	31.47041	0.14398	0.0906	0	0	0	0.31187		31.47041	10.58713	0.09439	0.00973	0.34501	0.0242	0	0	0.00528	0.31187
Healthy	46.99993	0.00258	0.88634	0	0.00437	0.03171	0		46.99993	7.56943	0	0.00098	1.73687	0.1847	2.24353	0.00437	0.20147	0
Healthy	11.67897	0.00291	3.48619	0.32525	1.2137	0.04407	0.00452		11.67897	15.77703	0.96114	3.39971	0.72467	0.00502	2.99009	1.2137	0.04448	0.00452
Healthy	65.45053	0.02974	0.14745	0	0.14615	0	0		65.45053	14.26646	0.13461	0.01493	0	0	0	0.14615	0.38046	0
Healthy	66.55142	0.83258	0	0	0	0	0		66.55142	0.10246	0.2095	11.36763	0	0	0	0	0	0
Healthy	47.27326	0.06156	0	0	0.03381	0.17934	0		47.27326	11.19708	0	0	5.82754	0.12334	0	0.03381	0	0
Healthy	9.6557	1.45409	14.98731	0	2.47771	0	0		9.6557	8.68593	25.62091	1.63743	0	0	0.78441	2.47771	3.42746	0
Healthy	18.38157	0.03258	0.01966	0	0	0.03536	0		18.38157	30.19751	11.18701	0.20296	15.0409	4.28902	0	0	0.70021	0
Healthy	1.60039	1.57685	0.03054	0	0.46942	0	0		1.60039	20.60247	7.05196	0	0	0	4.40276	0.46942	3.02155	0
Healthy	31.27239	0.16735	0.00633	0	0.03415	0.00419	0		31.27239	6.28341	36.28447	12.7201	0.05007	0.01774	0	0.03415	1.15465	0
Healthy	38.73967	0	0.22494	0	1.91959	0.13801	0		38.73967	16.7529	0.83152	0.01312	0.22973	0.05111	0	1.91959	0.2084	0
Healthy	71.82251	4.39963	0.42969	0	0.0042	0.01148	0		71.82251	2.82338	0.34687	0	0.85646	0	0	0.0042	0.14717	0
Healthy	47.96941	7.05349	0.06733	0	1.75192	1.28897	0		47.96941	3.91326	0.19149	0.07213	0	0.05886	0	1.75192	0	0
Healthy	65.45541	0	0.09369	0	0	0	0		65.45541	1.73932	0	8.71349	0.07304	0.12471	0	0	0	0
D001943	38.10336	0.90212	0.02979	0.12212	0.00592	0.07433	0.02425		38.10336	4.51735	0.01945	0.02308	0	0.172	0	0.00592	0.06927	0.02425
Healthy	70.83721	0.05596	0.10928	0	0.94829	0.1446	0		70.83721	2.91163	0.02219	6.44708	0	0.44661	0	0.94829	0.03286	0
Healthy	10.74105	0	0	0	6.64053	0	0.36995		10.74105	2.20286	0	0	2.25271	0	6.83579	6.64053	0	0.36995
Healthy	25.8744	0.33911	0.64308	0.00818	0.35502	0	0.02577		25.8744	13.36036	0.29324	0.07054	0.43301	0.00934	0.29171	0.35502	0.32759	0.02577
Healthy	64.15539	0	0	0	0.08738	0.06551	0		64.15539	1.39387	0.93058	0	0	0.1558	0	0.08738	0.27686	0
Healthy	38.68603	0.845	0	0	0.0094	0.08215	0		38.68603	19.15646	0.40218	0.01333	1.02859	1.79597	0	0.0094	0.05286	0
Healthy	63.69551	0	0	0	0.07152	0.09886	0		63.69551	1.43632	0.94454	0	0	0.17127	0	0.07152	0.25412	0
Healthy	80.38611	0	0	0	0.53864	0	0		80.38611	1.76343	0	0	0	0	0	0.53864	0	0
Healthy	58.24447	0.90698	2.31081	0	0.0784	0.0314	0.00814		58.24447	6.32749	3.24354	0	0.25373	0.16971	0	0.0784	0.40138	0.00814
Healthy	46.93403	0.00788	0.82044	0	0	0.07383	0.00074		46.93403	0.00078	37.43929	0.01738	0	0.00468	0	0	1.99768	0.00074
Healthy	65.71776	0.15708	2.72693	0	0.28425	0.00374	0.10114		65.71776	4.02798	2.97438	0.01053	1.69671	0.1208	0	0.28425	0.30041	0.10114
Healthy	52.76312	0	0	0	2.97139	0.28677	0		52.76312	8.56533	0.20755	0	3.21379	0.82936	0.24689	2.97139	0.24667	0
Healthy	38.14707	0.47442	0.13186	0	0.86816	0	0		38.14707	5.13246	0.05147	3.0574	0	0	0	0.86816	0.02341	0
Healthy	39.01788	0	8.50504	0	0.67692	0.83945	0		39.01788	8.91028	2.26463	0	0	0.0688	0.34901	0.67692	3.44859	0
Healthy	28.91381	0.52389	0.29673	0	0.1488	0	0.28392		28.91381	15.19378	12.16802	4.01589	0.07339	0.09601	0	0.1488	1.01816	0.28392
Healthy	50.11589	0	0	0	0	0	0		50.11589	0	0	0	0	0	0	0	0	0
Healthy	44.43514	0.76572	0.21919	0	0.47264	0.03955	0		44.43514	6.87072	1.84367	0.06195	0.21883	4.12994	0.00143	0.47264	0.73691	0
Healthy	53.13198	0.62791	0.14799	0.00214	0.28647	0.07429	0.08853		53.13198	6.68376	1.37209	0	0	0.55197	0	0.28647	0.05575	0.08853
Healthy	34.50608	0	2.25836	0	0.07085	0.26021	0		34.50608	17.70562	0.68159	0	0.83149	0.01054	0	0.07085	1.05614	0
Healthy	63.55773	0	0	0	0.09727	0.3977	0		63.55773	4.36624	0	0	0	3.23814	0	0.09727	0.0728	0
Healthy	27.77521	0.24558	14.28966	0	0	0.07127	0.00914		27.77521	16.34011	0.59599	5.27174	0	0.02359	0	0	0.39192	0.00914
Healthy	54.11945	1.07164	0	0	0.34375	0.17596	0		54.11945	4.7563	0.03317	9.16274	7.14519	0.21909	0	0.34375	0.6481	0
Healthy	77.7602	0	0	0	0.26286	1.47135	0		77.7602	4.78626	0	0	0	0	0.10932	0.26286	0.62741	0
Healthy	26.36217	0	0.16003	0	0	0	0		26.36217	27.8322	0	0.70523	0	0	0	0	0	0
Healthy	53.52142	1.22721	0	0	0.31186	0.15019	0		53.52142	7.5697	0.03159	9.1376	7.17834	0.23542	0	0.31186	0.68905	0
Healthy	53.23884	1.57391	0	0	0	0	0		53.23884	4.47687	2.0627	0	0	1.76629	0	0	0.21376	0
Healthy	19.99426	1.50057	0.16327	0	0.1783	0	0.7303		19.99426	11.57353	0.09127	0.10557	2.67632	0.03236	0.0461	0.1783	0.0929	0.7303
Healthy	49.92278	1.95493	0	0	0	0	0		49.92278	18.67006	0.23432	0	0	3.06521	1.12509	0	0.13437	0
Healthy	89.09289	0.36136	0.223	0	0.02717	0.00256	0		89.09289	1.45312	0	3.37266	0	0.11586	0	0.02717	0.15418	0
Healthy	12.69787	0	0.03451	0	1.03348	0	0		12.69787	10.21221	27.16507	3.87865	2.16832	0	0	1.03348	1.81965	0
Healthy	25.24883	2.26417	8.42778	0	3.29173	0	0		25.24883	9.06416	1.02185	0	1.33551	0	0	3.29173	4.32379	0
Healthy	74.67264	0.50414	0.08521	0	0.75049	0.00172	0		74.67264	0.14217	0.66168	0	0.81499	1.46097	0	0.75049	0.12444	0
D001943	62.3676	3.23984	0.15704	0.3757	0.00494	0	0.01577		62.3676	4.73079	0.36116	0.1204	0	0.00588	0	0.00494	0	0.01577
Healthy	65.07545	0.07258	0.0145	0	0.00617	0.15304	0		65.07545	7.11944	0.48039	0.32659	0	1.40445	0.15029	0.00617	0.24418	0
Healthy	64.06727	0	0.09398	0	0	0.03707	0		64.06727	4.81253	0.11051	0	0	3.70084	0	0	1.3424	0
Healthy	55.27203	0	0	0	4.86269	0	0		55.27203	3.39818	0	5.02819	0	0	0.9037	4.86269	0	0
Healthy	48.80242	0.10591	0.03503	0	0	0.67466	0		48.80242	3.85535	0.27269	0.0852	9.16536	0.76266	0	0	0.15641	0
Healthy	41.64454	0.12224	0	0	0	1.64579	0		41.64454	9.97878	2.18256	0	17.6314	0.10551	0	0	0.2234	0
Healthy	0.08708	0.09971	6.76795	89.0861	0	0	0		0.08708	0.01103	0.07289	0.00384	0	0	0	0	0	0
Healthy	39.68736	0.30785	0.1806	0	2.75207	0	0		39.68736	12.19593	1.69776	1.41727	2.55681	0.00608	1.41365	2.75207	0.07942	0
Healthy	3.37609	0	0	0	0	0	0		3.37609	55.382	26.4576	0	0	0	0	0	0	0
Healthy	22.54515	0.43259	0.85733	0	0.00847	0	0.12562		22.54515	33.05769	5.48557	4.90607	0	0.19696	0	0.00847	0.4206	0.12562
Healthy	61.90876	0.31284	1.93799	0	0.08712	0	0		61.90876	2.25388	0.16703	0	0	0.49362	0	0.08712	0.43065	0
Healthy	30.97608	0.46104	0.12448	0	3.05684	0	0.72884		30.97608	13.85737	11.26592	0	7.37889	0.09326	10.5082	3.05684	1.94628	0.72884
Healthy	44.74338	0.27562	0.21794	0	0.03629	0.04827	0.09638		44.74338	9.03426	6.90005	0.10926	0	0.69499	0	0.03629	3.11977	0.09638
Healthy	65.77098	2.88551	0.24015	0	0	0	0		65.77098	3.77801	0.46514	4.66859	0	1.28976	0	0	0	0
Healthy	52.17961	1.34659	0.72561	0	0	0	0		52.17961	30.05276	0.43193	0.03451	0.18057	0	0	0	0.04871	0
Healthy	4.39774	0	18.30827	0	9.57826	0	0		4.39774	0.44311	8.0592	0	0.10792	0.02111	0	9.57826	8.18426	0
D001943	8.07698	2.11115	1.67297	3.46946	0.4832	0	0.04423		8.07698	0.51644	0.00153	1.24764	0	0.15488	0	0.4832	0.03702	0.04423
Healthy	17.98772	0.03494	0.40843	0	0	0	0		17.98772	2.83333	0	7.84671	12.2263	0	0	0	0.0978	0
Healthy	53.10567	1.30267	0	0	0.0524	0.00563	0.1235		53.10567	10.73321	1.51512	3.23995	0	0.0499	0	0.0524	0.88258	0.1235
Healthy	49.23491	0.23505	0.41061	0.1721	0.24053	0.34134	0.27774		49.23491	11.49575	0.13342	0.00251	0	0.98327	0.00472	0.24053	0.23606	0.27774
Healthy	54.76502	0.1534	0.09486	0	0.05702	0.02711	0.11396		54.76502	16.76834	0.18869	0.07158	0	0.35921	0.13359	0.05702	0.04117	0.11396
Healthy	88.84668	0.54344	0.26034	0	0.00982	0.00761	0		88.84668	1.4274	0	3.43749	0	0.1305	0	0.00982	0.13229	0
Healthy	46.5767	0.06071	2.36562	0	3.66131	0.05704	0.17155		46.5767	18.65975	3.60287	0	0	1.67474	0	3.66131	1.22039	0.17155
Healthy	21.38765	0.02953	1.33288	0.00483	0.05921	0.00245	0.07143		21.38765	19.29829	0.01696	0.79029	0	0.06682	0	0.05921	0.05997	0.07143
Healthy	8.0179	0	0	0	0.36672	0	0.14174		8.0179	3.66208	0	0	0	0	0.37891	0.36672	0	0.14174
Healthy	16.83033	22.98751	6.18796	0	0	0.06608	0		16.83033	0.0014	49.26182	0	0.00024	0.28985	0	0	1.14237	0
Healthy	31.18107	0.04339	0.10975	0.01957	0.67343	0.02316	0.02141		31.18107	5.98791	0.78204	0.0487	0.58731	0.09245	0	0.67343	0.38717	0.02141
Healthy	71.53509	0.20425	0.18192	0.30961	0.11481	0.0596	0.46071		71.53509	3.67337	0.02202	0.01468	0	0.06756	0	0.11481	0.06455	0.46071
Healthy	34.82541	0	0	0	0	0	0		34.82541	11.2332	0	0	0	0	0	0	0	0
Healthy	23.7146	0.10072	1.34408	0	0.13656	0	0.21757		23.7146	21.80977	0.89986	0.40284	0.42284	0.25126	0	0.13656	0.90588	0.21757
Healthy	38.55289	54.4802	0.22569	3.74301	0	0	0		38.55289	0	1.06664	0	0	0	0	0	0	0
Healthy	87.50363	0	0	0	0	0.28054	0		87.50363	2.94774	3.56951	0	0.0177	0.03641	0.61379	0	0	0
Healthy	46.43471	0.09402	0.00268	0.05475	0.00996	0.04022	0.03076		46.43471	11.37135	0.05956	0	6.36084	0.01766	0	0.00996	0.04652	0.03076
Healthy	23.71179	24.8113	0	0	0.12072	0	0.02552		23.71179	6.11368	0.05056	0.00272	0.07371	0.06847	0.04229	0.12072	0.00789	0.02552
Healthy	11.66254	0	0.4903	0	1.5796	0	0		11.66254	13.26754	0	0	0	0	11.4758	1.5796	0.46867	0
Healthy	65.86083	0.1835	0.26525	0	0.10943	0.02623	0		65.86083	2.56625	0.11477	7.9329	0	0.2452	0	0.10943	0.03182	0
Healthy	31.50876	0.02279	0.26882	0	2.63884	0.21895	0.04359		31.50876	22.26701	1.08988	0	0.10597	0.04709	0.22246	2.63884	0.74702	0.04359
Healthy	84.82546	0.8212	0.00194	0	0	0.0213	0.0561		84.82546	1.7323	0.12108	0	0	0.14985	0	0	0.04992	0.0561
