group	Enterocloster	Collinsella	Clostridium_A	Clostridium_Q	Faecalimonas	Ruminococcus_B	Longicatena	Muricomes	Anaerotruncus	Lactococcus	Ruminococcus_H	Roseburia	Coprococcus	Ruminiclostridium_E	Mediterraneibacter	Methanobrevibacter_A	Flavonifractor	Alistipes_A	Coprococcus_A	Adlercreutzia
Healthy	0.43854	0.09644	0.01238	0	0	0	0.00803	0	0	0	0.09205	0.43705	6.93777	0.09279	0.44484	0.0319	0.11392	0.00327	0.21145	0.00492
Healthy	0.38396	0.30431	0	0	0	0.00307	0	0	0.02305	0	0.66823	2.0653	0	1.69083	0.05379	0.00354	0.11701	0	0	0.0309
Healthy	0	0.0587	0	0	0	0	0	0	0	0	0	3.09487	0	0.11087	0.63338	0	0.01646	0.01152	0	0
Healthy	2.58876	0	0	0	0	0	0	0	0	0	1.09383	18.39484	0	0.44189	1.16081	0.34587	0	0	0.26253	0
Healthy	0	0.05857	0	0	0	0	0	0	0.02018	0	0.37075	2.90261	2.37146	0	0.05506	0	0.17944	0.23977	0	0.04813
Healthy	0.69918	0.02721	0.33348	0	0	0	0	0	0	0.13195	0.13655	0.92316	10.0284	22.6756	0.05009	0.32965	0.00279	0.01934	0.21996	0
Healthy	2.7347	4.72426	0	0	0	0	0	0	0	0	0.1499	3.55454	0	0	0.12053	0	0	0.1361	0	0
Healthy	1.22274	0.13507	0.20847	0.03056	0	0	0	0	0	0	0	0	0	0	0.00387	0	1.40759	0	0	0
Healthy	5.99456	0	0.00512	0.04477	0	0	0.02524	0.00858	0	0	0.67707	0	0	5.68175	0.02442	0	0.44997	0	0	0
Healthy	1.04071	6.14809	0	0	0	0.71081	0	0	0	0	0	7.12268	0	0	1.42867	0	0	0	0.62491	0
Healthy	0.2506	0.70593	0	0	0	0.4513	0	0	0	0	10.7151	8.03473	0	0	0.0992	0	0	0	0	0.09096
Healthy	0.0492	0.75772	0.01462	0	0	0	0	0	0	0	0	0.30275	0	0	0.01876	0	0.33224	0	0	0
Healthy	0	0.53058	0	0	0	0	0	0	0	0	24.3543	2.23808	0	0	3.04128	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.50299	0	0	0	0	0	0	0	0
Healthy	2.90309	0.28323	0.22856	0.14425	0	0.0226	0.00053	0.00488	0	0	1.55858	1.94518	0	0	0.46789	0	0.13115	0	0.0579	0.01143
Healthy	0.41508	0.11877	0.01277	0	0	0	0.00216	0.00795	0	0	0.0043	0.59341	7.72321	0.59682	1.89933	2.16091	0.04674	0.01107	0.28845	0
Healthy	9.76963	0	0.02377	0.32582	0	0.00152	0.43645	0.04138	0.04479	0	0	1.8923	0	0	0.51966	0	0.01775	0	0	0.15983
Healthy	0.03702	0.02258	0.12768	0	0	0	0	0	0	0	3.45961	0.48865	17.8569	0.21434	0.00643	0.43712	0.01216	0	0.02544	0
Healthy	0.19814	0.34392	0	0	0	0	0	0	0	0	2.40373	3.71971	0	0.81532	0.04219	0	0	0	0.11057	0.02801
Healthy	0.52837	0	0.44746	0	0	0	0.00283	0	0.01864	0.02432	0.08823	4.60089	3.99911	0	3.3692	0	0.10451	0.13105	0.38791	0.20511
Healthy	2.48214	0	0	1.05657	0	12.2393	0.05421	3.24211	0.04898	0	0	0	0	0	0.83627	0	0.12984	0	0	0
Healthy	0.04901	0.88319	0	0.01044	0	0	0	0.01028	0.01476	0	0.71855	0.02292	0	0	0.07182	0	0.15834	0.35956	0	0
Healthy	1.75849	0	0.015	0.01579	0	0	0.20944	0.00072	0	0	10.0526	3.4688	0	5.99842	0.07629	0	0.2505	0	0	0.02418
Healthy	1.33484	0.24176	0	0	0	0	0	0	0	0	7.67722	0.21072	0	0.12038	0.56229	0.60097	0.02466	0	0.07425	0
Healthy	0	0	1.38658	0	0	0	0	0	0	0	3.71244	1.09387	0	0	2.38985	0	0	0	0.19486	0
Healthy	0.00531	0	0.12981	0	0	0.54625	0.02192	0	0	0	0	0	0	0	0.05411	0	0.01914	0.22425	0	0.00439
Healthy	0.31358	0.31945	0	0	0	0.00975	0	0	0	0	0.58907	1.95932	0	1.50244	0.18564	0.0167	0.07283	0	0	0.01011
Healthy	0.73529	0	0	0	0	0	0	0	0	0	0.92633	0.75005	0.73278	0.94362	0.16038	0.85057	0.08158	0.06303	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	12.067	0	0	0	0	0	0	0	0	0
Healthy	0.51602	0.11404	0	0	0	0	0	0	0	0	0.13352	2.03719	0.00147	0.00585	0.04599	0	0.06502	0	0.13091	0
Healthy	0.50156	1.96276	0	0.01144	0	0.05787	0	0	0	0	0	0.0509	0	1.32888	1.08573	0	0.02783	2.49528	0.25858	0.005
Healthy	0.10804	0.20232	0	0	0	0	0	0	0	0	0	2.76392	2.3209	0	0.73113	0	0	0	0.0431	0.00434
Healthy	0.31925	0.01201	0	0	0	0	0	0	0	0	0.45255	0.24697	0	2.86291	0.26696	0	0	0	0	0.01556
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.16941	0	0	0	0	0	0	0	0
Healthy	0	0.00228	0	0	0	0	0	0	0	0	0.0019	0	0	0.00821	0.0123	0	0	0	0	0
Healthy	2.46479	0	0.22162	0.1643	0	0	0	0.11422	0	0	0	0	0	0	1.20564	0	0.60514	0.01538	0	0
Healthy	0.2196	0.49767	0.12462	0	0	0	0.00505	0	0.03446	0.02991	0.29148	0.46966	0	3.00284	0.0193	0.06463	0.18174	0	0	0.17819
Healthy	0	0	0.15562	0	0	0.52104	0.04684	0	0	0	0	0	0	0	0.29519	0	0.01299	0.24406	0	0.00235
Healthy	0.21699	0.26458	0	0	0	0	0	0	0	0	3.59673	1.97836	5.62158	0	0.28949	0	0	0	0.08694	0.05991
Healthy	0.78401	0.16121	0.01478	0	0	0	0	0	0	0	0.72343	0.95856	0	0.00782	0.58054	0.39515	0.05375	0.11012	0.04165	0
Healthy	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.09923	0	0	0	7.30211	36.3092	0.00096	1.57321	0	0	0	0	0	0	0.00254	0	0.27698	0	0	0
Healthy	0.18283	0.06327	0	0	0	0	0	0	0	0	2.42681	11.82187	0	0.08136	0.60453	0	0.02464	0.10747	0.00795	0
Healthy	6.22943	0	0	0.02845	0	0	0.02545	0.0082	0	0	0.75199	0	0	5.80347	0.02585	0	0.43831	0	0	0
Healthy	0.22218	0.36166	0.03633	0.02799	0	0	0	0.00515	0	0	4.67566	2.56926	0	0.00196	0.55977	2.18526	0.93491	0.02123	0.02703	0
Healthy	0.19189	3.27596	0	0	0	0	0	0	0	0	1.44811	2.06231	0	0	0.39493	0	0	0	0	0
Healthy	0.1417	0.04195	0	0.06482	0	0.25939	0.02004	0.03395	0.29376	0	0.24009	0.05675	0	1.43771	0.02619	0	0.12285	0	0	0
Healthy	0.06664	0	0	0	0.00045	0.08284	0.00244	0	0	0	0.06497	0	0	0	0.24088	0	0.02579	0	0.01071	0
Healthy	0.59692	0	0	0.02997	0	0	0	0	0	0	0	0	0	0	0	0	0.07437	0	0	0
Healthy	0.80608	0	0	0	0.30215	0.79366	0	0	0	0	13.4026	0	0	0	0.54423	0	0	0	0	0
Healthy	0.75759	0.51164	0.04129	0	0	0.00544	0.00623	0.0018	0.01319	0.63497	27.0283	0.68829	11.797	0	4.14177	0	0.00237	0.03554	0.27617	0.03858
Healthy	0.47584	0.05706	0.10719	0.03694	0	0.09639	0	0	0.011	0	0	0	0	0	0.60555	0	0.14316	0	0	0
Healthy	4.64147	0	0.05815	2.97514	0	0	0	2.55637	0	0	0	0	0	0.02026	0.06365	0	0.09126	0	0	0
Healthy	0	0.19541	0	0	0	0	0.0104	0	0	0	3.21686	1.12715	2.77454	2.23639	0.17813	0.13241	0.02459	0.02852	0.16879	0
Healthy	0.05701	0.1843	0	0	0	0	0	0	0	0	18.9325	0.01795	0	0	0.1602	0	0	0	0	0
Healthy	2.35648	1.06062	0	0	0	0.00237	0	0	0	0.43115	20.8866	0.59059	10.8421	1.07758	2.47058	0	0.01152	0	0.29999	0
Healthy	0.01114	1.28809	0.55262	0.06116	0	0	0.00191	0.03648	0.01004	0	4.82289	0.10465	0	0.00727	0.03143	0	0.19559	0.3949	0	0
Healthy	0.3741	0.74197	0	0	0.00047	0.00873	0.00594	0.05198	0	0	0.00564	2.24953	0	0	0.09492	0.027	0.16606	0.16989	0	0
Healthy	1.42657	2.86878	0	0	0.6852	0	0	0	0	0	5.80204	0.74492	0	0	1.5148	0.77447	0	0.04246	0.27128	0
Healthy	0.09963	0.75118	0.11819	0.018	0	0	0.01571	0	0.0468	0	2.09337	0	0	0.0095	0.07202	0	0.1895	0.20246	0	0
Healthy	0.42201	0.97589	0	0	0	0	0	0	0	0.11027	24.8352	0.22727	12.4787	0	2.72176	0	0	0	0.05076	0
Healthy	0.31344	0.10488	0	0	0	0	0	0	0	0	0	0.47767	7.40641	0.61521	2.12985	1.99501	0.03541	0	0.30169	0
Healthy	1.67351	0.59121	0	0	0.01156	0.12655	0.04781	0	0	0	0.01068	1.13458	0	0.12706	1.13153	0	0.22897	0	0	0.04506
Healthy	0.10175	1.55222	0	0	0	0.02427	0	0	0	0	13.6516	0.07821	0	0.65632	0.01045	7.51568	0.00653	0.06055	0.91759	0.01572
Healthy	0.0744	0.2049	0	0	0	0	0	0	0	0	0	1.37236	0	0	0.24564	0	1.33682	0.04752	0	0
Healthy	1.06984	0.18773	0.12129	0	0	0	0	0	0	0	6.50413	1.95313	0	0.15643	0.03127	0	0.02843	0.04329	0.15723	0
Healthy	0	0	0	0	0	0	0.73069	0	0	0	0.00916	0	0	0.003	0	0	0	0	0	0
Healthy	4.31644	2.95359	0	0	0	0	0	0	0	0.12211	0	0.93769	4.45324	0	0.15658	0.51063	0	0	0.22795	0.2992
Healthy	0.95164	0.28988	0	0	0	0.03075	0.00892	0	0	0	0.68062	5.20565	0	0.0479	2.46177	0	0.15224	0	0.05361	0
Healthy	0.03461	1.30556	0	0	0	0	0	0	0	0	5.15424	1.31545	0	0	2.61061	0	0.0682	0	0	0
Healthy	0.08195	0.13619	0.3956	0.42387	0	0.00388	0	0	0.39078	0	0	0.35101	0	0	0.20099	0	0.17362	0	0	0
Healthy	0.47625	0	0.05627	0.0985	0.36483	0.3607	0.00441	0.00791	0	0	0	6.07576	0	0	0.00872	0.00175	0.16257	0.0372	0	0.01494
Healthy	1.17299	0.03571	0.00855	0	0	0	0.00323	0	0	0	2.00438	2.27371	1.61284	19.6751	0.42052	0.58976	0.35182	0.4528	0.0415	0
Healthy	1.10688	0	0	0.30575	0	3.15119	0.00696	0.17031	0	0	0	0	0	0	5.50073	0	0	0	0	0
Healthy	0.3218	0.54514	0.06571	0.00462	0	0.00209	0.00138	0	0.02482	0	0	0.10096	0	0.06972	0.00355	0	0.02777	0	0.24878	0.34734
Healthy	0	0.00548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.5803	0	0	0	0	0	0	0	0	0	6.03173	6.50335	11.1143	0.49927	2.73998	1.95868	0	0	0.40057	0.03901
Healthy	0.31824	2.23557	0	0	0	0	0	0	0	0	5.24565	0.46684	0.8779	1.56207	0.00763	0.56963	0.24567	0.0389	0.09906	0.10448
Healthy	0.31929	0.04916	0	0	0	0	0	0	0	0	0.51444	0.28892	0	3.19573	0.35658	0	0.01418	0	0	0.02253
Healthy	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0.00845	0	0	0	0	0
Healthy	0.31778	0.51979	0	0	0	0	0	0	0	0	2.54468	1.06049	0.73715	1.37163	0.13564	0.14036	0.34447	0	0.02918	0
Healthy	6.39991	0	0	4.63879	3.27508	0.00232	0.01293	0	0.06182	0	0	0	0	0	0.00039	0	0.37022	0	0	0
Healthy	0.21503	0	0.00047	0	0	0.02073	0	0	0	0	7.42954	2.39732	0	0	0.96269	0	0.06209	0	0.09485	0.07529
Healthy	1.06335	0	0	0.4173	0	0	0	0.07326	0	0	0	0	0	0	0.09122	0	0.05978	0	0	0
Healthy	0	0	0	0	0	0.15197	0	0	0.04477	0	0	0.16383	0	0	0.14889	0	0.00249	0.22139	0	0
Healthy	1.99173	1.89944	0.03663	0	0	0	0.10662	0	0	0.01371	12.2873	3.65224	1.17461	0.89357	2.14216	0	0.00694	0.04684	0.39283	0.09943
Healthy	0	0	0	0	0	0	0	0	0	0	3.81223	0.05159	0	0	0	0	0	0	0	0
Healthy	0.04617	0.78968	0.02393	0	0	0	0	0	0	0	0	0.25678	0	0	0.07065	0	0.39471	0	0	0
Healthy	0.38073	0	0	0	0	0	0	0	0	0	1.77802	1.79298	0	0	1.20461	0	0	0	0	0
Healthy	0.70676	0.12329	0.1613	0	0	0	0	0	0	0	0.81955	0.12249	0	1.38213	0.17744	0.06462	0.34607	2.17159	0	0
Healthy	0.03291	0.27376	0	0	0	0	0	0	0	0	3.85078	3.48627	0	0	0.50269	0	0	0	0	0
Healthy	0.32876	0.34357	0	0	0	0	0	0	0	0	0.58793	2.18995	0	1.50783	0.02969	0	0.08334	0	0	0.00978
Healthy	0.22	0.00593	0	0	0	0.01852	0	0	0	0	3.87222	1.76616	4.16514	1.5728	1.89017	0	0.01319	0.12374	0.04102	0
Healthy	0.14315	0.09105	0	0	0	0.00772	0	0	0	0	0	5.07919	0	0	0.72161	0	0	0	0.05576	0
Healthy	0.41305	1.17307	0	0	0	0	0	0	0	0	0	2.3892	2.50425	0	0.9145	10.2689	0	0	0	0.20674
Healthy	0	0.51114	0	0	0	0.049	0	0	0	0	0.68724	1.60424	0	0.31197	0.132	0.06242	0.16289	0.00624	0.03132	0.02397
Healthy	2.60332	0.41912	0	0.00036	0.01521	0.01557	0.01643	0	0.00035	0	2.17007	9.20145	0	0	0.00138	0	0.04461	0	0	0.28854
Healthy	0.17103	0.17534	0.28607	0.03455	0	0.1409	0.0042	0	0	0	0	0.67435	0	0	0.01725	0	0.61689	0	0.00479	0
Healthy	0.15211	0	0.07144	0	0	0.01524	0	0.00297	0	0	0	1.28085	0	0.08627	0.10067	0	0.1843	0	0	0
Healthy	0.29553	0	0	0	0	4.49294	0	0	0	0	0	0	0	0	0.26963	0	3.37969	0	0	0
Healthy	0.35674	0.03383	0	0	0	0	0	0	0	0	0.50367	0.33224	0	3.43957	0.26488	0	0	0	0	0.00302
Healthy	0.64789	0.24472	0	0	0	0	0	0	0	0	0.68628	0.69775	0	0	0.4606	0.2505	0.04482	0.20375	0	0
Healthy	2.13839	0	0	1.77243	2.65249	6.37102	0	0.37999	0	0	0.03046	0.02861	0	0	3.47398	0	0.26053	0	0	0
Healthy	0	0	0	0	0	0.11527	0	0	0.03641	0	0	0.14683	0	0	0.0509	0	0.04251	0.21538	0	0
Healthy	0.16017	0.03663	0.02425	0.00393	0	0	0.00068	0.00138	0	0	0	0.60425	0	9.15051	0.27085	0	0.22585	0.21458	0.07979	0.02079
Healthy	0.0631	0.19751	0	0	0	0	0	0	0	0	0.01084	12.22575	0	0	0.13298	0	0.09694	0	0.03903	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.0169	4.36038	0	0	0.34644	0	0	0	0	0
Healthy	0.78978	0.15376	0.17625	0	0	0.00738	0.01796	0	0	0	0.04814	2.22786	2.05592	0.53693	0.02803	0.23517	0.07134	0	0.2045	0
Healthy	0	0.08497	0	0	0	0	0	0	0	0.06279	0.29995	1.04949	0	0.06205	1.88341	0	0	0	0	0.08056
Healthy	0	0.13559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.50162	2.47201	0.3525	0	0	0.05433	0.25333	0.05269	0	0	0	0.01321	2.26383	0.09275	2.69161	33.6412	0	3.78458	0.07032	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0202	0.13388	0	0.00859	0	0	0	0	0.03829	0	1.07014	1.1781	0	0.18868	0.20496	0	0.13844	0.02253	0	0
Healthy	0.65343	0	0	0.01508	0	0	0	0	0	0	0	0	0	0	0	0	0.08265	0	0	0
Healthy	17.61899	0	0	0.98967	2.55499	0.02884	0.57532	0.78002	0.06382	0	0.01054	3.34198	0	0	0.13936	0	0.24972	0.00035	0	0
Healthy	0.73193	0.38038	0	0	0	0	0	0	0	0	0.77139	4.91005	3.28718	1.31133	0.51545	0.45884	0.19217	0	0.03001	0
Healthy	0.08247	0.22509	0	0	0	0	0	0	0	0	1.26811	1.80692	0	0.04709	0.23054	0	0	0	0.15124	0
Healthy	1.21916	0.05275	0.1406	0.12549	1.32336	0.00521	0.11181	0.18959	0.05537	0	3.792	0.27347	0	9.00832	1.29722	0	0.34667	0	0.23032	0.10046
Healthy	0.34067	0	0.00847	0.04734	0	0	0.04801	0.05771	0.05672	0.00877	0.00017	1.01459	1.20947	0.07613	0.04053	0	0.00622	0	0.54362	0.89877
Healthy	0.13991	0.85897	0.94841	0	0.24323	0.01194	0.04203	0.03962	0	0	0.00658	12.13178	0	0	0.38381	0	0.10697	0	0	0.00556
Healthy	1.35721	0.18263	0	0	0	0	0	0	0	0	8.04852	0.08416	0	0.15328	0.38767	0.53657	0.0254	0	0.10137	0
Healthy	0.08244	1.24106	0.02683	0.02794	0	0	0.09715	0.03467	0	0	1.90148	0	0	0.42417	0.00557	0	0.07388	0	0	0
Healthy	0	2.03488	0	0	0	0	0	0	0	0	0	4.0114	0	0	1.93849	1.65946	0	0.0545	0	0
Healthy	0.77981	0.24039	0	0	0	0.05081	0	0	0	0	0.59437	5.59446	1.41766	0.06333	1.03344	0	0.10031	0	0.02972	0
Healthy	0.49817	0.34772	0	0	0	0	0	0	0	0	4.765	0.09003	0	0	0.16464	0.14643	0.02274	0	0.04715	0
Healthy	2.41387	0	0.18143	0.13788	0	0	0	0.10051	0	0	0	0	0	0	0.96057	0	0.58991	0.02499	0	0
Healthy	0	0.06261	0	0	0	0	0	0	0	0	19.9753	0.42789	0.74943	0	6.02617	0	0	0	0	0
Healthy	0.00785	0	0.17843	0	0	0.53862	0.00697	0	0	0	0	0	0	0	0.08644	0	0.02129	0.26336	0	0
Healthy	0.00886	0.01468	0	0	0	0	0.00575	0	0	0	0.00512	2.54026	0	0	0.13928	0	0.12665	0.28317	0	0
Healthy	0.14356	0	0	0	0	0.01642	0.00229	0	0	0	1.3711	1.22153	0	0	2.84586	0	0.02433	0	0.17352	0
Healthy	0.66058	0	1.11115	0	0	0	0	0	0	0	1.10035	0	0	0.97068	0.1055	0	0.02422	0.07841	0	0.24821
Healthy	2.59692	0	0.17996	0.16207	0	0	0	0.12835	0	0	0	0	0	0	1.23859	0	0.63522	0.03307	0	0
Healthy	0.26891	0	0.00067	0.02545	0.01792	0.03344	0.04027	0.02223	0.00483	0	15.9513	15.42298	0	0.00026	0.00474	0	0.04484	0	0.12395	0.02284
Healthy	0.29122	0.63764	0.05612	0.00202	0	0.00807	0.00268	0.0009	0.0872	0	0.52659	0	0	2.51334	0.02115	0	0.20848	0	0.01205	0
Healthy	3.33508	4.32143	0	0	0	0	0	0	0	0	0	3.16807	24.6619	0	1.25814	0	0	0	0	0
Healthy	0	0.89432	0	0	0	0.70303	0.03102	0	0	0	0	0	0	0	0.01055	0	0	0	0	0
Healthy	7.04248	0.00743	3.11558	1.80086	0	0	0	0.16229	0	0	0	0	0	0	3.32961	0	1.33304	0.19795	0	0
Healthy	0.17594	0.58633	0.05555	0	0	0.00713	0	0.01125	0.21018	0	4.40374	0.42941	0	0.08374	0.12864	0	0.19252	0.11461	0.01443	0
Healthy	2.29521	0.28892	0.01141	0	0	0.00115	0.00732	0.02092	0	0	1.76387	0.11877	0	5.27832	0.37254	0	0.02391	0.02693	0.40697	0.00032
Healthy	2.20511	0.1074	0	0	0	0	0	0	0	0	9.13784	4.10239	0	0	0.46858	0.83832	0	0	0.22791	0
Healthy	2.18663	0.44716	0.04002	0	0	0.08482	0	0	0	0	1.1627	4.06962	5.26945	0.09868	0.57056	0.00087	0.09464	0	0.14156	0
Healthy	0.01307	0	0.14604	0	0	0.56926	0.05616	0	0	0	0	0	0	0	0.24523	0	0.01933	0.25406	0	0
Healthy	0.38006	0	0	0	0	0	0	0	0	0	1.92515	0	0	1.35428	0	0.37891	0	0	0	0
Healthy	0.03342	0.23723	0.03563	0	0	0	0	0	0	0.0131	0.00697	6.3243	1.89012	0	1.42527	0	0.01289	0	0	0
Healthy	0	0	0	0	0	0.16037	0	0	0	0	0	0.14592	0	0	0.05996	0	0	0.13454	0	0
Healthy	0.28873	0.72688	0.03477	0	0	0.00686	0	0	0.08649	0	0.53951	0	0	2.47956	0.0168	0	0.23766	0	0.01466	0
Healthy	0.15227	0.28368	0.01159	0	0	0	0	0	0	0	1.51803	0.3563	0	0.02925	0.05636	0	0.07215	0.02889	0.05768	0.02872
Healthy	2.86627	0	0.06489	0.68936	1.70548	18.817	0.01423	0.1658	0	0	0.00545	0	0	0	0.00932	0	0.07804	0	0	0
Healthy	0.08785	0	0.51628	0	0	1.75217	0.28698	0.01017	0	0	0	1.02806	0	0	0.08732	0	0.04882	0.15932	0	0
Healthy	7.58187	0	0	1.38174	11.676	45.5019	0	0.59901	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.39323	1.85177	0	0	0	0	0	0	0	1.41068	10.1243	5.75092	0	8.42066	11.79019	1.30656	0	0	0	0.04119
Healthy	0	0	0.02162	0	0.00614	0.00324	0	0	0	0	12.8012	1.4687	14.0797	0	0.07598	0	0.01832	0.01185	0.17265	0.10484
Healthy	1.39563	7.18979	0	0	0	0	0	0	0	0	0	6.63352	28.088	0	0.16449	0	0	0	0.2434	0.26879
Healthy	1.86765	0	0	0.57337	0	0	0	0	0	0	0	0.02998	0	0	0.03548	0	0.13787	0.2651	0	0
Healthy	0.06998	1.29195	0.03442	0.02386	0	0	0.11015	0.04151	0	0	1.92937	0	0	0.47485	1.04049	0	0.04799	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7307	0	0	0	0	0	0
Healthy	0.11459	0	0	0	0	0.00266	0	0.00038	0	0	0.80206	0.03315	0	0	0.68722	0	0.00342	0.0255	0.00729	0
Healthy	0.74823	0	0	0	0	0	0	0	0	0	2.34333	3.84443	0.48032	1.79982	0.06369	0.81108	0.87882	0.0467	0.10755	0
Healthy	0.71485	0.32606	0.00805	0.00063	0	0.00298	0.02179	0.00274	0.04732	0	8.42172	1.6327	2.60273	0	1.47174	0	0.06125	0.00434	0.07289	0.00851
Healthy	1.17838	1.15143	0.01848	0	0	0	0.00206	0	0	0.00825	9.57528	1.18995	0	0.04193	2.03377	0	0.01746	0.07144	0.3209	0.21066
Healthy	1.19529	0	0.14975	0.04163	2.98952	0.00278	0.13614	0.41525	0	0	8.39543	0.19971	0	4.3216	0.52288	10.5995	0.0236	0	0	0.51473
Healthy	0.04954	0.14457	0	0	0	0	0	0	0	0	0.83522	0.45887	0	0	0	0	0	0	0.08288	0.03319
Healthy	0.64614	0.09098	0.14	0	0	0	0	0	0	0	0.81023	0.10842	0	1.31696	0.22377	0.00353	0.32543	2.06898	0	0
Healthy	0.33435	0	0.0276	0	0	0	0.00268	0	0	0	4.4226	0.1287	8.49088	0.38805	0.28317	0	0	0.02251	0.12095	0
Healthy	0.63036	0	0	0.02367	0	0	0	0	0	0	0	0	0	0	0	0	0.1017	0	0	0
Healthy	0.09014	0.02172	0.28907	0	0	0.00287	0	0	0	0	0	2.32728	0	0.09913	0.05596	0	0.04483	0.30273	0	0
Healthy	0.21454	0.43965	0	0	0	0	0	0	0	0	0.02996	4.93515	0	3.18279	0.14381	0.27414	0.01461	0	0.17528	0
Healthy	0.33291	0.37631	0.08063	0	0	0	0	0	0	0	0.65649	1.19085	4.63596	1.32895	0.70765	0	0.01256	0.04535	0.11653	0
Healthy	0.34689	0	0	0	0.02311	0.07419	0	0	0	0	3.09492	0.75038	0	0	0.02943	0	0	0	0	0
Healthy	0.13274	0.106	0	0	0	0	0	0.05374	0	0	0.32312	0.59091	0.48066	0	0.07286	0	0.00395	0.03639	0	0.18957
Healthy	0.26794	0.08966	0	0	0.01893	0.01323	0.00268	0	0	0	4.12254	1.97391	4.14871	1.45599	2.30665	0	0.02859	0.20431	0.06211	0
Healthy	0.56946	1.16741	0	0	0	0	0.41947	0	0	0.82205	3.90077	4.55186	0	0.9031	7.00034	0.71112	0	0	0.91717	0
Healthy	5.19964	3.22833	0.04985	0	0	0	0.0045	0	0	0.03983	3.10593	0.05197	2.97096	0.47271	0.01835	8.02571	0.02041	0	0.32185	0.00837
Healthy	0.09005	0.66879	0	0	0	0	0	0	0	0	0	0.59341	0	4.26007	2.02217	0	0	0	0.16657	0
Healthy	1.03368	0.0715	0.01269	0.11424	0	0.04795	0.00364	0.03222	0.01342	0	0.00331	3.06702	0	1.4154	0.56541	0	0.03439	0.0199	0	0.02603
Healthy	0	0	0	0	0	0	1.1913	0	0	0	0	0	0	0	0	0	2.10563	0	0	0
Healthy	0	0.06718	0	0	0	0	0	0	0	0	0.1398	1.84796	0	0.18694	0.43612	0	0	0	0	0.12188
Healthy	0.65475	0	0	0.03947	0	0	0	0	0	0	0	0	0	0	0	0	0.05568	0	0	0
Healthy	0	3.6776	0	0	0	0.02707	0.14165	0	0.00958	0	0.06332	0.22023	0	0	0.30902	0	0	0	0.28349	0.07832
Healthy	0	0.09633	0.04293	0	0	0	0	0	0	0	0.06784	2.89117	0	0.07305	1.60199	0	0	0.02484	0	0.07426
Healthy	1.13521	0.00856	0	0	0	0	0.00484	0	0	0	0.15074	0.96663	0	1.05466	0.19296	0.4261	0	0.00618	0.07557	0
Healthy	0.16468	0	1.67549	0	0	0	0	0	0	0	4.11484	1.35133	0	0	2.49973	0	0	0	0.25444	0
Healthy	0.1167	0	0	0.19034	0	0.07541	0.0028	0	0.09739	0	0	1.67911	0	0	0.06643	0	0	0	0	0
Healthy	0.18159	0.09144	0	0	0	0	0	0	0.00185	0	0	0.61767	0.87468	0	0.86998	0	0.09784	0.33301	0.02951	0.05835
Healthy	0.91982	0.11694	0.00692	0	0	0.05298	0.00128	0.00021	0	0	1.77165	0.16433	1.75182	0.31943	0.02682	0	0.12045	0.16877	0.02203	0.06438
Healthy	1.51566	0.94984	0	0.27132	0.48526	0.87888	0.01103	0.23142	0.04418	0	0.00231	1.29588	0	0	0.04693	0	0.05835	0	0	0
Healthy	0.06861	0.20577	0	0	0	0	0	0	0	0	0	2.95809	0	0.21842	0.78204	0	0.02008	0	0	0.10709
Healthy	0.53856	0.06931	0.16625	0	0	0	0	0	0	0	4.8803	11.89132	4.58434	1.99247	0.43337	1.31384	0.01621	0	0.08934	0
Healthy	0.14254	0.03927	0.05672	0	0	0.06624	0	0	0	0	1.41092	2.36871	0.20763	1.3241	0.47231	0	0.00773	0	0.04524	0.01877
Healthy	0.08618	0	0.0395	0	0.00059	0.0158	0.18651	0.05042	0	0	16.9909	1.70813	0	0	5.66143	0	0.0561	0.01886	0	0
Healthy	0.59874	0.57964	0	0	0	0	0	0	0	0	1.63918	0.31125	0	1.33002	0.36652	0.02611	0.08335	1.83817	0	0
Healthy	2.43592	3.61287	0.00362	0	0	0	0	0.00061	0.00269	0	2.023	4.7639	0.733	0	1.66218	0	0.02748	0.20027	0.36489	0.07728
Healthy	0.05999	0.0357	0.0061	0	0	0.14942	0.00127	0	0	0	0.00936	1.7184	0.39257	0	0.16777	0	0	0	0.03729	0.01007
Healthy	0.06744	0.2266	0.32197	0	0	0.10458	0	0	0	0	0	0.05315	0	0.05379	0.08914	0	0.0794	0.04261	0	0
Healthy	0	0	0	0	0	0.00138	6.3173	5.06652	0	0	0	0	0	0	0	0	0	0	0	0
