group	Enterocloster	Collinsella	Clostridium_A	Clostridium_Q	Faecalimonas	Ruminococcus_B	Longicatena	Muricomes	Anaerotruncus	Lactococcus	Ruminococcus_H	Roseburia	Coprococcus	Ruminiclostridium_E	Mediterraneibacter	Methanobrevibacter_A	Flavonifractor	Alistipes_A	Coprococcus_A	Adlercreutzia
Healthy	0.00336	0.07387	0	0	0	0	0	0	0.01345	0	0.35965	2.75689	2.19186	0	0.00545	0	0.21599	0.24983	0	0.03243
Healthy	4.50906	0	0.05188	2.75601	0	0	0	2.72446	0	0	0	0	0	0.01517	0.05042	0	0.07862	0	0	0
Healthy	0.28084	0.24786	0	0.06389	0	0	0.14672	0.0081	0.02694	0	0	1.91888	0	0	0.06011	0	0.00465	0	0	0
Healthy	0.5812	1.12271	0.04539	0	0	0	0.00169	0	0	0	5.03453	4.0142	2.01148	10.4116	0.0179	0.14616	0.02058	0	0.14777	0.00891
Healthy	0.00361	0	0	0	0	0	0	0	0	0	0.20533	5.44875	0	0	0.96954	0	0	0	0.03531	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.95437	2.09122	0	0	0.97605	0	0	0	0	0
Healthy	2.67765	0	0.00365	0	0	0	0.00516	0	0	0	7.4447	0.6122	4.63522	0	0.64353	0	0.01249	0.01478	0.45553	0.00311
Healthy	3.39372	0	0.01451	0	0	0.50435	0.00038	0	0	0.56829	31.3554	0.71438	10.2277	0.2652	0.30552	0	0	0	0.43143	0.2407
Healthy	0.06875	0.13765	0	0	0	0	0	0	0	0	2.27313	2.40712	2.46335	0.21244	0	0	0	0	0.06784	0.00536
Healthy	0.11796	0	0	0.18696	0	0.06629	0	0.00594	0.113	0	0	1.72307	0	0	0.04806	0	0.00575	0	0	0
Healthy	0	0	0	0	0	1.39216	0.59808	0	0	0	15.773	1.49432	0	0	5.21067	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.78844	0	0	1.17526	0	0	0	0	0
Healthy	0.07494	0.76007	0.09803	0.01411	0	0	0.0392	0	0.0418	0	1.98614	0	0	0.00149	0.07786	0	0.17057	0.22295	0	0
Healthy	0.0232	0.99492	0	0	0	0	0	0	0	0	0	1.83093	0	0.12057	0.76217	0	0	0.27217	0.24846	0.01158
Healthy	0.49438	0.37033	0	0	0	0	0	0	0	0.22417	0	0.36511	0	0.09698	0.29755	0.19313	0	0	0.10105	0
Healthy	0.57112	0.11976	0	0	0	0	0	0	0	0	2.63643	1.67901	0	0	0.30703	0	0.02013	0.00248	0.16896	0
Healthy	0.09767	0	0.53711	0	0	1.83246	0.25694	0	0	0	0	1.05403	0	0	0.26604	0	0.05795	0.13515	0	0
Healthy	0.76505	0.00101	0	0.02392	1.43018	9.56951	0	0.08163	0	0	0	0	0	0	0.00389	0	0.20692	0	0	0
Healthy	0.05097	0.1036	0.00751	0.00439	0	0.00036	0	0	0	0	1.16162	2.69284	0	0	0.0692	0	0.05765	0.24769	0.05393	0.01151
D003924	1.11103	2.1498	0.45786	0.00331	0	0.01558	0.0835	0	0.03247	0	15.5935	0.2373	0	0.23116	6.12611	0	0.00782	0.07083	0.34832	0.13779
Healthy	1.34851	0	0	0	0	0	0	0	0	0	4.8755	0.26997	0	1.9779	0.91408	0.2591	0	0	0	0
Healthy	1.58108	0.06671	0	0	0	0	0.02029	0	0	0	8.40088	5.23373	0	0.47751	0.87182	0.55965	0.05517	0	0.2628	0
Healthy	0.58948	0.57128	0	0	0	0	0	0	0	0	1.63956	0.41555	0	1.41751	0.45604	0.01877	0.06162	1.83732	0	0
Healthy	0.2844	1.20861	0.02233	0	0	0	0	0	0	0	12.0731	0.45974	0	0	0.21186	0	0.025	0.08274	0	0.02551
Healthy	0.5917	0	0	0.03918	0	0	0	0	0	0	0	0	0	0	0	0	0.04805	0	0	0
Healthy	0.01575	1.68149	0	0	0	0	0	0	0	0	0	0.62595	0	3.26742	2.14203	0	0	0	0.22596	0
Healthy	0.0274	0	0	0	0	0	0	0	0	0	0	4.18659	0	0	0.53729	0	0.07353	0	0.01151	0
Healthy	0	0.4575	0	0	0	0	0	0	0	0	0.15118	0	0	0	0.09337	0	0.09611	1.39487	0	0
Healthy	0.50272	1.29787	0	0	0	0	0	0	0	0	3.6023	1.49958	0.76339	0.04544	0.21519	35.1411	0.26528	0.0427	0.34679	0.07147
Healthy	2.19594	0	0.16027	0.17305	0	0	0	0.10893	0	0	0	0	0	0	0.92947	0	0.57372	0.02201	0	0
Healthy	0.89594	1.40458	0.12961	0	0	0.03681	0.00479	0	0.05071	0	1.21188	0.57014	0	1.9878	0.01558	0.20364	0.14417	0	0	0.24579
Healthy	2.57899	0	0	0	0	0.0847	0.00183	0	0	0.01899	11.9669	7.5613	2.53476	0.22373	0.04349	0.77591	0.00195	0	0.68418	0.5515
Healthy	2.50387	0	0.00583	0.01756	0	0.54712	0.00775	0.02062	0	0	0	5.6412	0	11.7912	2.44555	0	0.09778	0.00228	0.12874	0
Healthy	0.1797	0.20099	0	0	0	0	0	0	0	0	2.16458	1.9399	0	0	0.20352	0	0.04656	0.26024	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.38422	0.01616	0	0	1.36305	0	0	0.1608	0	0
Healthy	0.00627	0.15105	0	0	0	0	0	0	0	0	9.96809	5.51408	0	0.10764	0.18044	0	0	0	0.04642	0
Healthy	0.03165	0	0	0	0	0.36214	0	0	0	0	0	0	0	0	0.04554	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.55653	0	0	0.82491	0	0	0	0	0
Healthy	0.05736	0	0	0	0	0	0	0	0	0	0.96525	1.03359	0.55152	1.21906	0	0.05586	0.02796	0.02036	0	0
Healthy	0.90726	1.39849	0.09495	0	0	0.0425	0.00951	0	0.05059	0	1.22649	0.60588	0	2.13924	0.0039	0.19256	0.13633	0	0	0.33462
Healthy	0.26954	0.14193	0	0	0	0	0	0	0	0	19.1706	4.25572	0	0.37066	0.14314	0	0	0	0.03027	0
Healthy	1.20426	0	0	0	0	0	0	0	0	0	4.35138	2.12238	0	0.89892	0.51133	3.32246	0	0	0.47176	0
D003924	1.14255	3.56136	1.31739	0.0072	0.29048	0.03364	0.41341	0.00428	0.00095	0.07709	0	2.06573	0	0	0.19126	0	0.17221	0	0.49104	0.01281
Healthy	0.41797	0	0	0	0	0	0	0	0	0	1.04824	0.32385	0	0.14304	0.87539	0.51583	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.37573	2.13709	0	0	0.09375	0	0	0	0.0046	0
Healthy	0.10661	0.10079	0	0	0	0	0	0.06247	0	0	0.31506	0.58153	0.58414	0	0.05593	0	0	0.03331	0	0.20142
Healthy	6.95997	0	3.1519	1.73455	0	0	0	0.1081	0	0	0	0	0	0	4.52452	0	1.25434	0.18255	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.34162	0.03826	0	0	0	0	0	0	0	0	0	0.38833	8.10152	0.65845	2.09841	2.26721	0.00863	0	0.16496	0
Healthy	1.0461	1.4619	0.28939	0.04591	0	0.04382	0.00491	0.01457	0.04741	0.00308	0	0.51586	0	3.30548	0.00068	0	0.11165	0	0	0.01054
Healthy	0.07129	0.27304	0	0	0	0	0	0	0	0	0	3.28189	0	0.219	0.90766	0	0.00317	0	0	0.10526
Healthy	0.0126	0.17531	0.11396	0	0	0	0.01407	0	0	0	0.0816	0.64218	4.22819	0	1.02534	0	0	0	0	0.00646
Healthy	0	0	2.81646	0	0	0.10311	0	0	0	0	9.70184	1.06224	0	0	0	0	0	0	0	0
Healthy	0.44665	0.80147	0.00595	0	0	0.01372	0	0	0	0	5.57272	1.01264	0	0.8839	1.73694	1.5014	0.00509	0.03809	0.38678	0.02147
Healthy	0.03656	0.24671	0	0	0	0	0	0	0	0	6.48206	1.86116	0.92642	0.00214	0.31798	0	0.09077	0.00476	0.02471	0
Healthy	0.02671	0.19978	0	0	0	0	0	0	0	0	0	2.73288	0	0	0.18436	0	0.01827	0.03651	0	0
Healthy	0.01422	0.18884	0	0	0	0.00648	0	0	0.02882	0	1.04293	1.1815	0	0.24264	0.38657	0	0.13803	0.0392	0	0
Healthy	0.08505	1.31902	0.04277	0.02217	0	0	0.1182	0.03794	0	0	1.88314	0	0	0.43699	0.00534	0	0.06085	0	0	0
Healthy	0	0	0	0	0	0	0.04519	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.25073	0.04363	0	0	0	0	0	0.1318	0	0	0.67142	0.48117	0.37297	0	0.06855	0	0.00328	0.01405	0	0.08955
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40747	3.11173	0	0	0	0
Healthy	0.957	0.03036	0.06881	0	0	0	0.005	0.01371	0	0	0.06923	2.28732	0.01735	1.52168	0.54808	0.57844	0.05084	0	0.03312	0
Healthy	0.09589	1.65203	0.00075	0	0	0.03325	0	0	0	0	13.8625	0.07095	0	0.70554	0.06768	7.69618	0.00717	0.05118	0.92227	0.01487
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00652	0	0	0	0	0
Healthy	0.7229	0	0	0	0	0	0	0	0	0	0	16.40967	0	0	0.61883	0	0	0	0.05887	0
Healthy	3.37212	0.00854	0.0179	0.1931	0.00715	0.00772	0.00813	0.02591	0.00726	0	0.15182	0.57505	0	0.00036	1.21272	0.0089	0.0996	0.115	0.01344	0
Healthy	2.46684	0	0	0	0	0.07765	0	0	0	0.01982	11.8786	7.35313	2.58547	0.20965	0.25985	0.70044	0.00468	0	0.61235	0.54453
Healthy	0	1.13592	0	0	0	0	0	0	0	0	2.35448	2.13751	0	0	0.44409	0	0	0	0	1.88735
Healthy	0.03146	0	0	0	0	0	0	0	0	0	6.52159	1.67728	0	0	0.76435	0	0.07354	0	0.02489	0
Healthy	0.01507	0.58803	0.01905	0	0	0	0	0	0	0	0	0.32103	0	0	0.07088	0	0.22674	0	0	0
Healthy	0	0.00952	0	0	0	0	0	0	0	0	0	7.69301	5.70141	0	0.09729	0	0.11767	0.02314	0.02265	0.17269
Healthy	1.15591	0.10075	0.15999	0.03619	0	0	0	0	0	0	0	0	0	0	0.00719	0	1.37496	0	0	0
Healthy	0.53763	1.19723	0	0	0	0	0	0	0	0	8.3959	1.56943	0	0	0.06107	0	0	0.28256	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.20167	0	0	0	0	0	0	0	0
Healthy	0.73598	0	0	0	0.47181	0.85684	0	0	0	0	12.5307	0	0	0	0.26372	0	0	0	0	0
Healthy	0.00711	0	0	0	0	0	0	0	0	0.05167	1.80811	0.87656	2.69292	0.04203	0.10532	0	0.06815	0	0	0
Healthy	5.94691	0	0	0.03337	0	0	0.00839	0	0.00918	0	0.70508	0	0	5.57606	0.02088	0	0.45694	0	0	0
Healthy	0.2687	0	0	0.26556	0	0.34964	0.07889	0.18188	0.00951	0	0.42651	0.00436	0	0	0.00098	0	0.05841	0	0	0
Healthy	0.7977	1.31913	0.01369	0	0	0	0.00062	0	0	0	0.00718	0.8669	7.56919	1.4707	1.90885	0	0.33564	0.00991	0.18946	0.06261
Healthy	0.46576	0.05876	0.11557	0.04629	0	0.08497	0	0	0.02255	0	0	0	0	0	0.10871	0	0.14467	0	0	0
Healthy	0.03804	0	0	0	0	0	0	0	0	0	0.95857	1.00061	0.62871	1.19739	0.08232	0.04814	0.03199	0.04375	0	0
Healthy	0.937	0	0	0	0	0	0	0	0	0	0	1.43852	0	0	0.47476	0	0	0	0	0
Healthy	0.22968	0.02427	0	0.00867	0.43996	0.1569	0	0.25813	0	0	7.38221	1.14796	0	0	2.38918	0	0.00151	0.10666	0.3009	0.05764
Healthy	1.14415	0.16288	0	0	0	0.00168	0.00622	0	0	0.00528	0.03805	6.36375	0	0	0.54617	0	0.01299	0	0.07297	0.06377
Healthy	0.04046	0.29068	0	0	0	0.70723	0	0	0	0	0	0	0	0	0.16772	0	0	0	0	0
Healthy	0.32571	0	0	0	0	0	0	0.07661	0	0	0	0.51713	0	2.35361	0.14855	0	0.1962	0	0	0.58739
Healthy	1.06844	0.56754	0.02793	0	0	0.00901	0.01728	0.00662	0.00565	0	6.62734	3.36912	0	0.07659	3.819	0	0.05195	0.00631	0.11708	0.04706
Healthy	0.24128	0	0	0	0	0	0	0.06067	0	0	0	0.38766	0	2.40023	0.17079	0	0.24336	0	0	0.59301
Healthy	0.38737	0	0.12081	0.10242	0.10449	0.03477	0.88492	0.01596	0.53588	0	0	0.01338	0	3.99541	0.10752	22.3755	0.3187	0	0	0.81134
Healthy	5.92848	0	0	0.03791	0	0	0.0259	0	0.01201	0	0.71587	0	0	5.67102	0.03882	0	0.44802	0	0	0
Healthy	2.50447	0	0.1507	0.1657	0	0	0	0.10064	0	0	0	0	0	0	0.96394	0	0.60169	0.0102	0	0
Healthy	1.08987	0.04776	0	0	0.14304	0.95431	0	0	0	0	27.1201	0	0	1.14322	0.33099	0	0	0	0.17827	0
Healthy	0.58657	0.04697	0.14787	0	0	0	0.00118	0.00039	0	0	5.04745	12.26033	4.94213	2.00319	0.09527	1.49401	0.01982	0	0.08653	0
Healthy	0.2337	0.35659	0.03868	0.00778	0	0	0	0	0	0	4.95937	2.48478	0	0.02401	0.54105	2.19041	1.03877	0.02427	0.0233	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.31524	16.11224	0	0.06666	0	10.4569	0	0	0	0
Healthy	0.00524	0	0.12536	0	0	0.57283	0.02955	0	0	0	0	0	0	0	0.13573	0	0.01891	0.21528	0	0
Healthy	2.03495	0.05672	0	0	0	0	0	0	0	0	10.0415	5.01996	0	0	0.38943	0.75007	0	0	0.27514	0
Healthy	0.03712	0.90607	0	0.00774	0	0	0	0.02628	0.00187	0	0.67394	0.03472	0	0	0.0632	0	0.12792	0.3145	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.2432	0.40306	0.08713	0	0	0	0.002	0	0.00645	0.01475	0.28524	0.44801	0	3.35936	0.02897	0.0641	0.13428	0	0	0.17072
Healthy	0.0065	1.25125	0.51872	0.05627	0	0	0.02445	0.03073	0.02932	0	4.74857	0.14596	0	0	0.02226	0	0.24458	0.3605	0	0
Healthy	0.0777	0.26175	0	0	0	0	0	0	0	0	0	1.38766	0	0	0.31814	0.00202	1.37618	0.03465	0	0
Healthy	0.66066	0.12241	0.11856	0	0	0	0	0	0	0	0.94535	0.13691	0	1.38685	0.16332	0.03445	0.34539	2.19676	0	0
Healthy	0	0.09436	0	0	0	0	0	0	0.00331	0	0.3608	2.84093	2.23617	0	0.01999	0	0.15638	0.25947	0.00744	0.06189
Healthy	0.77917	0.54054	0.05143	0	0	0.00516	0.01236	0.00114	0.00699	0.63401	27.0785	0.73461	11.9326	0	4.69328	0	0.00192	0.03651	0.32465	0.04021
Healthy	0.47293	0.06371	0.11937	0.03002	0	0.07739	0	0	0.02307	0	0	0	0	0	0.07952	0	0.13189	0	0	0
Healthy	0	0.1	0.03636	0	0	0	0	0	0	0	0.05451	2.83214	0	0.05994	1.48905	0	0	0.00645	0	0.06807
Healthy	1.08248	0.1583	0	0	0.09546	1.0406	0	0	0	0	21.9481	0.01602	0	0.76445	0.16194	0	0	0	0.19722	0
Healthy	1.77883	1.69258	0.05123	0	0	0	0	0	0	0	6.29455	4.4066	0	0	1.01117	0	0	0	0	0
Healthy	0.02307	0.47792	0.41443	0.01513	0	0.18182	0.03194	0.96241	0.02418	0	3.86498	0.10795	1.1958	8.80642	0.50378	0.32437	0.06236	0	1.06918	0.39793
Healthy	0.30848	0.0421	0	0	0	0	0	0	0	0	0.52022	0.23426	0	3.06423	0.24264	0	0	0	0	0.02474
Healthy	0.36806	0.29772	0	0	0	0	0	0	0.01614	0	0.56896	2.13929	0	1.64039	0.10722	0	0.0777	0	0	0.00661
Healthy	0.41714	0.35408	0	0	0	0	0	0	0	0	0.60805	2.16194	0	1.55963	0.18335	0.01295	0.112	0	0	0
Healthy	0.44735	0.3423	0	0	0	0	0.00907	0	0	0	1.54063	1.62284	0	0.02098	0	0.14841	0	0	0.58933	0
Healthy	0.25793	0.55687	0.03542	0	0	0.00455	0	0	0.05385	0	0.52828	0	0	2.52801	3.32579	0	0.16196	0	0	0
Healthy	0.24488	0.37073	0.054	0	0	0	0	0.01261	0	0	4.79997	2.57489	0	0.02887	0.48914	2.25595	0.97292	0.01631	0.03788	0
Healthy	0.0094	0.32995	0	0	0	0	0	0	0	0	0	0.10909	0	0.11249	3.04573	0	0	0.00159	0	0
Healthy	0.00768	0.29208	0	0.00347	0	0.07457	0	0.01894	0	0	0	8.42773	0	0	0.54555	0	0.04778	0.00972	0	0.01203
Healthy	0.1216	0.71992	0.12395	0.01875	0	0	0.01388	0	0.04658	0	2.05069	0	0	0.00283	0.10849	0	0.2467	0.21142	0	0
Healthy	6.27452	0	0	0.03288	0	0	0.01977	0.01119	0.00357	0	0.70297	0	0	5.77093	0.02278	0	0.41731	0	0	0
Healthy	0	2.58962	0	0	0	0	0	0	0	0	9.01791	0	0	0.50972	0.4404	3.22507	0	0	0.53938	0
Healthy	0.43038	0.64731	0	0	0	0	0	0	0	0	0	0.55861	0	0.37478	0.51071	0.10412	0.10476	1.40025	0	0
Healthy	3.87959	0	0.08112	0	0	0	0.01926	0	0	0.0263	6.36758	6.74717	9.946	0.51362	2.22292	2.99009	0.00227	0	0.43165	0.04448
Healthy	0.02743	0	0	0	0	0.3115	0	0	0	0	0	0	0	0	0.09223	0	0.0117	0	0	0
Healthy	6.03323	0	0	0.03143	0	0	0.02964	0.0023	0.00529	0	0.69301	0	0	5.53782	0.01068	0	0.4319	0	0	0
Healthy	1.82678	3.42746	0	0	0.87144	0	0	0	0	0	5.58794	0.49214	0	0	1.99063	0.78441	0	0	0.34789	0
Healthy	0.05686	1.15465	0	0	0	0	0	0	0	0.00167	5.49925	1.48299	0	0	4.31877	0	0.09508	0	0	0
Healthy	0.72638	0.2084	0.08394	0	0	0	0	0	0	0	3.41843	1.7423	0	0.13064	0.02933	0	0.0521	0.04085	0.09466	0
Healthy	20.63589	0	0	2.66293	0	0.25192	0.02529	3.21278	0	0	0	0	0	2.39016	0.04327	0	1.5231	0	0	0
Healthy	0.53715	0	0	0	0	0	0	0	0	0	0	0.56884	0	0.39662	4.14962	6.83579	0	0	0.27218	0
Healthy	0.7742	0.2656	0.03924	0	0	0	0.00123	0.00066	0	0	3.30174	2.57741	0.4043	3.57375	2.01868	0.28877	0.06636	0.01124	0.22597	0.04057
Healthy	0	1.99768	0	0	0	0	0	0	0	0	0	0	0	0	0.01859	0	0	0	0	0
Healthy	0.11912	0.99768	0.0075	0.02694	0.07134	0.24196	0.02161	0.01645	0.02294	0.0267	2.97735	0.16807	0	0.34606	0.43308	0	0.07164	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	7.12122	0	0	3.59132	0	0	0	0	0
Healthy	1.46729	0.69983	0.0157	0.06033	0.34477	0.27677	0.0356	0.06559	0.00035	0.00087	1.06027	0.1352	0	0.04654	0.61129	0.00143	0.10873	0.0202	0.24561	0.02938
Healthy	0.89258	0.05178	0	0	0.75623	1.03592	0.00746	0.32726	0.0024	0	0	0.00367	0	0	0.43635	0	0.14366	0	0	0
Healthy	0.20507	0.68133	0.10582	0.01155	0	0.10514	0	0.00433	0.01017	0.0315	0.00937	1.31123	0	15.5972	0.3498	0	0.00858	0.09093	0.12502	0.23943
Healthy	0	0.0728	0	0	0	0	0	0	0	0	0.2061	6.05308	0.22656	0	0.34575	0	0.21205	0.08223	0.00269	0
Healthy	0.47131	0.62741	0	0	0	0	0	0	0	0	0	0.53583	0	0.31261	0.46539	0.10932	0.12915	1.29885	0	0
Healthy	0.81789	0	0	0	0.32834	0.85904	0	0	0	0	12.3531	0	0	0	3.78038	0	0	0	0	0
Healthy	0.28576	0.67344	0.03061	0	0	0.00907	0	0	0.06382	0	0.48148	0	0	2.60094	0.00488	0	0.19922	0	0.01463	0
Healthy	0	0.21376	0	0	0	0	0	0	0	0	0.51019	1.29539	0	0.10976	6.40643	0	0	0	0	0
Healthy	0.51501	0	0	0	0	0.23791	0	0	0	0	4.06478	0.85629	0	1.54128	0	1.12509	0	0	0	0.13437
Healthy	0.10385	0.15418	0.38591	0.45485	0	0.01429	0	0	0.34964	0	0	0.40065	0	0	0.10463	0	0.19888	0	0	0
Healthy	0.02035	0.19742	0	0	0	0	0	0	0.02722	0	0.64461	0.86594	0	1.74604	0.20565	0.15029	0.15491	0.01422	0.01724	0.04676
Healthy	0	1.3424	0	0	0	0	0	0	0	0	0	2.47119	0	0	1.15745	0	0	0	0.03114	0
Healthy	0	0.08154	0	0	0	0	0	0	0	0.03503	0.25645	1.08315	0	0.05892	1.9006	0	0	0.00358	0	0.06994
Healthy	0.74758	0.07281	0	0	0	0	0.00966	0	0	0	10.3417	1.75839	5.96625	0.73231	0.79531	1.41365	0	0.10512	0.11327	0.00661
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0329	0.35995	0.03074	0.02347	0.0018	0.00772	0.00847	0.00549	0.03658	0.06543	27.4548	2.80751	0	0.03853	2.63008	0	0.09987	0.06873	0	0
Healthy	0.35227	0.3887	0	0	0	0.00223	0.00813	0	0	0	0	1.13353	11.1801	0	3.74525	0	0	0	0.18485	0.04195
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.31689	0	0	0.06636	0	0.06789	0	0	0
Healthy	0.94133	0.04871	0.18089	0.01229	0.05102	0	0	0.21492	0.06289	0	0.4073	0.14832	0	0	0.08918	0	0.1248	0	0	0
Healthy	0.14473	8.08886	0	0	0	0.4471	0	0	0	0	0	0.93517	0	0	1.11013	0	0	0	0	0.01462
Healthy	0.1164	0.18373	0.03699	0.00124	0.20375	0.0569	0.00806	0.00157	0	0	1.31829	3.27873	0.31463	0	0.06859	0.00472	0.13375	0.36115	0.12047	0.05233
Healthy	0.117	0.13229	0.38666	0.44928	0	0.01139	0	0.00096	0.38395	0	0	0.36292	0	0	0.02773	0	0.18641	0	0	0
Healthy	1.27316	1.21611	0.01249	0	0	0	0.00622	0	0	0	14.4801	0.62402	1.54827	0.09243	0.1696	0	0.00784	0	0.35771	0
Healthy	0.38006	0	0	0	0	0	0	0	0	0	1.92515	0	0	1.35428	0	0.37891	0	0	0	0
Healthy	0.16166	0.06455	0.01005	0.00295	0.48129	0.01702	0.0095	0.0011	0	0	3.45735	4.47646	0	0	0.21551	0	0.15594	0.00139	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.2332	0	0	0	0	0	0	0	0	0
Healthy	1.07944	0.87178	0.18616	0.01394	0	0	0	0	0	0	2.96821	18.66673	0	0.1511	1.22672	0	0.18325	0.01971	0.49703	0.0341
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.40157	0.00789	0	0	0.00567	6.24206	0	0	0	0	3.31561	1.35597	2.18156	0.02744	0.29296	0.04229	0	0	0	0
Healthy	0.06527	0.03182	0.28775	0	0	0	0	0	0.00701	0	0	2.19553	0	0.11467	0.0334	0	0.04219	0.32412	0	0
Healthy	0.05417	0.04992	0	0	0.00324	0	0	0	0	0	0.00643	3.66712	0	0	0	0	0	0	0.00568	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.17381	0	0	0	0	0.18492	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.57578	0	0	0	0	0	0	0	0	0	0	2.90952	0	0	0.0582	0	0	0	0	0
Healthy	1.69612	0.04591	0	0	0	0	0	0	0	0	10.0199	0.13903	0	0.12575	1.34794	0.34645	0.01967	0	0.09559	0
Healthy	0.70995	1.41242	0.01705	0	0	0	0	0	0.09001	0	1.79041	2.15035	0	0	0.05198	0	0.00296	0.03683	0.02895	0
Healthy	0.18932	0.01795	0.02561	0	0	0	0	0.00486	0	0	0	0.80509	0	8.83926	0.31911	0	0.21782	0.14533	0.05945	0.00786
Healthy	0.04392	0.01643	0	0	0	0	0	0	0	0	0.44935	2.71366	0	0	0	0	0.02751	1.41859	0	0
Healthy	0.07397	0	0.49116	0	0	1.80106	0.27999	0	0	0	0	0.98263	0	0	0.19257	0	0.03845	0.15065	0	0
Healthy	0.12283	0.12737	0	0	0	0	0	0	0	0	1.58913	2.1152	4.18152	0	0.24837	0	0	0	0.09678	0
Healthy	0.18009	0.58527	0.00463	0	0	0.00111	0.00593	0	0	0	3.14163	8.49553	0	0.44764	0.49127	0.08608	0.02709	0.02509	0.14447	0.07146
Healthy	0.02169	0	0	0	0	0.32144	0	0	0	0	0	0	0	0	0.37034	0	0.01201	0	0	0
Healthy	0.37359	0.10876	0.03955	0	0	0	0	0	0	0	0.6482	1.11803	5.23373	1.11325	1.11791	0	0.01029	0.01978	0.10277	0
Healthy	0.33464	0	0	0	0	0	0	0	0	0	21.8823	0.92475	10.5462	0.31796	1.50175	3.55858	0	0	0.02235	0
Healthy	0.05061	0.88122	0	0	0	0	0	0.01824	0	0	0.73909	0.03705	0	0	0.1118	0	0.13575	0.29933	0	0
Healthy	0.03212	0.15301	0	0	0	0	0	0	0	0	1.94042	0.21376	0	0.03116	0.1245	0	0.02004	0.04702	0.01799	0
Healthy	0.0138	0.18093	0	0	0	0	0	0	0.04642	0	1.05273	1.12519	0	0.21843	0.19349	0	0.14503	0.0542	0	0
Healthy	0.39965	0	0	0	0	0	0.01131	0	0	0	0.07066	0.46682	7.60174	0.04207	0.57973	0	0.02248	0	0.16778	0
Healthy	0.93956	0.47721	0	0	0	0	0	0	0	0	0.0185	9.48023	5.3465	0.14832	0.35656	0	0	0	0.12789	0
Healthy	0.04887	0	0.48821	0	0	1.82821	0.31466	0	0	0	0	1.08455	0	0	0.06643	0	0.04033	0.16936	0	0.00265
Healthy	0.01226	1.19116	0.52567	0.05988	0	0	0.00194	0.04364	0.03157	0	4.75153	0.11335	0	0.0132	0.02334	0	0.18334	0.36129	0	0
Healthy	0.24568	3.71927	0	0.37051	0	0	0	0.01648	0.01809	0.04234	22.3948	8.5466	0	0	0.04365	0	0	0	0	0
Healthy	0.56179	0	0	0.00839	0	0	0	0.01892	0.05192	0	0	0.15223	0	0	0.05606	0	0.57271	0	0	0
Healthy	1.32018	0	0.05766	0.04363	0	0.11466	0.00366	0.01289	0.01355	0	0	7.69345	0	0	1.28709	0	0.08069	0	0.09406	0
Healthy	0.07185	0.52595	0	0	0	0	0.21155	0	0	0	0.10896	0.46315	0	0.04994	0.6326	0	0	0	0.0675	0
Healthy	0.06514	0.20657	2.42991	0	0	0	0	0	0	0	0.29895	7.47442	0.39239	0	0.92579	0	0.01387	0.1337	0.13322	0.03613
Healthy	0.11673	0.09775	0	0	0	0	0	0.04725	0	0	0.30561	0.57431	0.47437	0	0.08576	0	0.00579	0.0357	0	0.23638
Healthy	0.14604	0	0	0	0	0.04456	0	0	0	0	1.61079	1.22444	0	0	2.71728	0	0.01457	0	0.21365	0
Healthy	0.37099	0.11222	0.02186	0	0	0	0	0	0	0	8.08842	2.40212	0.09755	6.70702	0.64818	0.04421	0.00482	0	0.17437	0
Healthy	2.47066	4.87395	0	0	0	0	0	0	0	0.35072	0	3.37507	24.3372	0	1.7515	0	0	0	0.31552	0.52692
Healthy	0	0	0	0	0	0	0	0	0	0	0	8.73454	0	0.40313	0.9266	0	0	0	0.1084	0
Healthy	0.54515	0.00085	0	0	0	1.19456	0.00651	0	0	0	0.00199	0	0	0.00681	0.00172	0	0.00448	0	0	0
Healthy	0.58827	0	0	0.02688	0	0.40571	0.15541	0.14452	0	0	0.9984	2.38134	0	0	0.45524	0	0.04129	0	0	0.00645
