s	Streptococcus_parasanguinis_D	Clostridium_Q_symbiosum	Enterocloster_clostridioformis_A	Muricomes_sp000509105	Enterocloster_asparagiformis	Schaedlerella_glycyrrhizinilyticum	Longicatena_innocuum	Gordonibacter_pamelaeae	Enterocloster_sp000155435	Eggerthella_lenta	Alistipes_putredinis	Ruminococcus_H_sp003531055	Barnesiella_intestinihominis	Alistipes_shahii	Alistipes_obesi	Parabacteroides_johnsonii	Paraprevotella_clara	Alistipes_A_indistinctus	Coprobacter_fastidiosus	Paraprevotella_xylaniphila
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.08051501331855	-0.230666991948483	-5	0.336221507032226	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.187328912091354	0.587961145321337	-1.40616033891873	-1.02826040911222	-5	-5	-5	-0.907454792394394	-0.845332622377424	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.171512909598176	-5	-0.429620535041299	-0.19176201115204	-3.31875876262441	-1.52768245368316	-5	-5	-1.35281270210401	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.814444049562298	-5	0.589898242129172	0.629957728247179	0.203002953406079	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.031283611893	-0.162885251484494	0.143030422076794	0.332335429004121	0.106755079463979	-5	-0.0340695970662852	-2.20411998265592	-0.779003302852632	-0.810874793074472
D015212	-1.91865269219587	-5	-5	-5	-5	-5	-5	-1.08428366205401	-2.64781748188864	-5	-5	0.240906021875088	-5	0.39808243390564	-5	-5	-5	-5	-5	-5
Healthy	-0.950781977329818	-3.431798275933	-3.18708664335714	-5	-5	-1.00082594441152	-3.69897000433602	-5	-5	-3.20760831050175	-2.63078414258986	0.336475744409881	-1.01655414265866	-5	-1.40793432956775	-5	-5	-5	-2.05453141486818	-5
Healthy	-5	-1.46142626619314	-5	-5	-1.88941028970075	-5	-2.37571790416433	-5	-1.60835929650761	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.89143497626717	-2.52578373592374	-1.5855280503707	-5	-5	-5	-5	-5	0.725946733625976	-5	-5	0.417410239923205	-5	-5	-5	-5	-5	-5
Healthy	-1.84345084866822	-5	-0.529383731014106	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.297845293657048	-5	-0.233884716778586	-5	-0.941953769604718	-5	-5	-0.978273335586223	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.232243697784765	-0.163492329211412	0.662139938877176	-0.0187342359719715	-0.530590391483245	-1.71197446461164	-0.12492136517645	-0.690881068044441	-1.05873709068105	-1.2057908836535
Healthy	-1.28676153845434	0.248571542523676	-0.17041965358348	-0.42021640338319	-1.24718356881173	-0.142727826435959	-5	-5	-5	-5	-5	-1.51612754577733	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.07655707151378	-5	-5	0.213756752406484	-5	-5	-5	-0.666774463738285	-5	-5
Healthy	-5	-2.40450377817443	-1.91399629438162	-2.85698519974591	-1.47625353318844	-5	-3.16115090926274	-5	-1.75845351940345	-5	0.370426110967508	-5	-0.318840200474807	0.293894874501307	0.109173421425472	-5	-0.641589213793663	-0.668390520235907	-1.13159069668504	-1.24941447265899
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.96457026181545	-5	-5	-0.345948660829832	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.51963369046719	-1.77185639240226	-0.573033537369925	-5	-5	-5	-1.0808172709575	-5	-5	-5
Healthy	-0.807683495297263	-5	-5	-5	-5	-5	-3.2518119729938	-5	-5	-5	0.466265416137862	-1.31740370853945	0.0590784943217714	-0.506960411682349	-0.912005744900286	-5	-5	-5	-0.725726662241582	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.33634984544475	-0.522936655071996	-0.0624570339673522	0.162749554519566	0.138526894165859	0.0345081367791696	-5	-5	-5	-5
Healthy	-1.27400674107528	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.27818938478745	-5	-5	-0.672477597283179	-5	-5	-5	-5	-5	-0.452151483125967	-0.578511242239374	-5	-5	-0.474605305555226	0.578018837499961	-5	-2.12090412049993
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-2.06550154875643	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0294446558221554	0.812781043708913	-0.0831671961059827	0.579005741887204	-5	-5	-1.64704608828991	-5	-5
Healthy	-5	-1.82131076022441	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.44855000202712	-0.00450520610904855	-5	-0.107888693996816	-5	-5	-0.24008297953827	-5	-0.602059991327962	-1.42934032997847	-1.88306035344924	-1.97674754036629	-1.73118809626022	-2.71444269099223	-2.76955107862173	-5	-5	-3.44369749923271	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.763776038432698	-0.112720365469977	0.519968362356532	-0.194947940726101	-0.0196511493151084	-5	-0.66040944773196	-5	-1.51385300319343	-2.29929628285498
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.103160352025176	-5	0.0561766073647228	-0.200618091136654	-5	-5	-5	-5	-5
Healthy	-5	-0.901356274182943	-5	-0.722161666997952	-5	-5	-2.12033079436795	-2.23433144524099	-0.780101260955034	-5	1.19138701139869	0.578869473955874	-5	0.531970413454958	-5	-5	-5	-5	-5	-5
Healthy	-1.84073366890651	-1.32468001666071	-5	-1.23867367757854	-5	-5	-3.06048074738138	-3.65757731917779	-5	-1.91364016932525	0.800402238124443	-3.74472749489669	-5	-0.616705381636289	0.194996931418169	-5	-5	-5	-5	-5
Healthy	-0.608359296507612	-5	-5	-1.40197592766581	-1.78941397509484	-1.81417464038704	-3.2839966563652	-5	-5	-5	-0.972161321811055	-2.18111458540599	-5	-5	-5	-5	-1.43027505077384	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.79590225265233	0.90571656717714	0.510984443956867	-0.191201809630628	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.55361818777756	-5	-1.45992091119583	-5	-5	-1.88041422503822	-0.835290336460121	-5	-1.63978538670465	-0.783359141674551	0.279094045784289	-5	0.0233388982739423	-5	-5	-5	-5	-5	-5
Healthy	-0.167791365205433	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.80489827299733	-5	-0.131085313552306	-0.309113143717277	-5	-5	-5	-1.2635238179723	-0.214335673495653	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.902131310329472	-0.225935812362841	0.452625056699294	-0.554193484420422	-0.651597772422364	-5	-5	-5	-1.51827080303998	-5
Healthy	-0.936403966708941	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.703117625573074	0.678063816399374	0.139170419697508	0.437760072814408	0.203984244420126	-5	-5	-5	-5	-5
Healthy	-5	-0.86046722840206	-5	-0.997747520079462	-0.858080126086119	-5	-5	-5	-5	-5	-5	-5	0.42141635011384	-1.2616952069259	-1.19077707831058	-5	-5	-1.60205999132796	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.747721685677142	1.30049352792319	0.333400920407816	0.467640657953413	-5	-5	-5	-5	-5	-5
D015212	-1.61996975203217	-5	-5	-1.75970041799729	-2.06348625752111	-5	-5	-5	-5	-2.55595520408192	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10272896670302	-5	-5	0.281126582760337	-5	-5	-5	-0.579433696255307	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.830729775428302	-2.28988263488818	0.451176767832887	-0.223415030751887	-0.327994554977048	0.364222570839501	-5	-0.547937422579577	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-2.63827216398241	-5	-5	-5	-0.732171457952658	0.137072298317332	-0.521159451518198	-1.65169513695184	-1.20418947533259	-5	-5	-5	-0.397961723939019	-5
Healthy	-5	-5	-5	-5	-0.590912630552165	-5	-5	-5	-1.13960209487269	-5	1.07838467132483	0.0415347946447456	0.770609769714945	0.332005970133211	0.371968781245954	-5	-5	-1.10557316203581	-5	-5
Healthy	-5	-0.790270571983795	-5	-0.891570291576533	-0.803326499511939	-5	-5	-5	-5	-5	-5	-5	0.42364065660109	-1.1863523046531	-1.1988708124203	-5	-5	-1.48043449911949	-5	-5
Healthy	-2.8153085691824	-1.59414160068236	-1.20929271267232	-1.65286521708998	-0.981465929571817	-1.4712118082251	-5	-2.13194363817696	-1.51598503733244	-5	-1.9303319030884	1.20279635525584	-2.76700388960785	-5	-5	-5	-5	-5	-1.08523386307415	-5
Healthy	-5	-2.69250396208679	-1.34775365899668	-3.04095860767891	-2.16115090926274	-5	-2.57024771999759	-1.8167301563172	-1.63301702402215	-5	0.239902316850227	-0.278519145229951	-5	-0.151663063237976	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.95833103352439	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.82915179635669	-1.50821822441583	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	0.255482363391224	-5	-0.789681480173768	0.0825843279973937	-5	-5	-5	-0.969400278034049	-5	1.08660930034775	-5	-0.112095890004475	-1.31776464309744	-1.16399254087447	-5	-5	-0.703422554860881	-0.430123021683259	-5
Healthy	-5	-5	-5	-1.94846160948467	-1.87289520163519	-5	-5	-1.65286521708998	-1.97881070093006	-5	-5	0.643822656189299	0.717404187199403	-0.142595127186279	0.456882020623248	-5	-5	-0.940739595878269	-5	-5
Healthy	-5	-5	-5	-1.67923077166131	-5	-5	-3.4089353929735	-5	-5	-5	-1.72723041344824	0.246469035948556	0.101592432084546	-0.311455603186538	-0.51091379589765	0.651849588031556	-5	-1.56960240861303	-0.35696207531868	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.960844024730087	0.418094040310371	-0.453087356818758	-0.0897065105599348	-5	-1.29200425357707	-5	-5	-5
Healthy	0.0480453969585814	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.283554235492541	0.0654714076734806	-0.839861742276598	-0.673295554925674	-1.60977163753087	-5	0.201050096405929	-5	-2.30891850787703	-0.750679323362366
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.0967748395312	-5	-5	0.243732364552649	-5	-5	-5	-0.595046612413756	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.28446682954815	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.942486039893409	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.150983502694712	-2.15614457737684	-5	-0.08767164203959	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.897129291539122	-5	-5	-0.0288262410229337	-5	-5	-5	-0.871116297900227	-5	-5
Healthy	-5	-5	-1.31318504549268	-5	-2.15676722190199	-5	-5	-1.60977163753087	-1.63357704277403	-5	0.273427250735945	-0.267992451391371	-5	-0.165483927328902	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.92718962607739	0.181283215268554	0.0834201963898109	0.289629080568919	-0.369602638539767	-5	-0.632774573314169	-1.53910215724345	0.160066164683039	-2.58670023591875
Healthy	-0.947844932800435	-0.161547620141804	0.428869879392516	-0.780389280698562	-5	-5	-2.17848647159523	-2.3045183235098	-1.25398889224807	-1.66776358450856	-5	-2.26280735729526	-1.88505558428742	-2.3840499483436	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.99225222199926	-5	-5	-5	-5	-5	-5	1.00655631477363	-5	-5	0.163668153782669	-5	-5	-5	-0.7977024438612	-5	-5
Healthy	-5	0.140429473253813	0.654656792755919	-0.222558677202283	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.8735438865682	-5	-5	-5	-5	0.67558222351934	1.0053654345135	-0.311918489863526	-0.438683908426159	-0.408189937469083	-5	-5	-5	-1.4521022824369	-5
Healthy	-1.36451625318509	-5	-5	-5	-5	-5	-5	-1.04827402457541	-5	-1.94884747755262	0.227323555680705	1.10725102210777	0.260791433241917	-0.166419447701787	-0.319410693417691	-0.282146499569165	-5	-1.92591531097176	-1.15789023655939	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.86742015234026	-5	-5	-0.407556749765804	-5	-0.197718982480161	-0.480618338590886	-1.92628164965388	-5	-5	-5	-5	-5
Healthy	-5	-0.241557459699827	0.270813877238334	-5	-2.67985371388895	-5	-5	-5	-5	-5	1.04084394314282	-5	0.495622031845525	-0.455163314591614	-1.03995754427316	1.31552974323096	-5	-0.576573890286863	-5	-5
Healthy	-5	-1.62214758099325	-5	-1.3817426551596	-5	-5	-2.06398920428479	-0.809220229071981	-2.63078414258986	-2.00700490156866	-0.702480222576356	0.285417772304419	-5	0.0379481347915903	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-2.19722627470802	-3.4089353929735	-5	-2.70996538863748	-5	-5	-5	-5	0.963454898016942	-0.0957877273678311	-5	-0.318948808035711	-0.511759604685966	-5	-5	-1.59328954139021	-1.44818417764898	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.623835192553439	0.369835305844583	-5	-0.801782927755865	-5	-5	-0.381481236695133	-1.33059013271222	-0.736127323134776	-2.7594507517174
Healthy	-5	-3.19382002601611	-2.12090412049993	-2.56066730616974	-1.86106605974308	-1.37273658343178	-3.46852108295774	-2.37468754903833	-2.25649023527157	-5	-5	0.925401313860575	0.513651677547258	-0.512253754927559	-0.431657446504574	-3.85387196432176	-0.167644394754991	-2.36151074304536	-0.574237606615989	-0.919553905388951
Healthy	-1.33114835191748	-5	-5	-5	-5	-5	-2.68402965454308	-1.74232142513082	-5	-5	0.727924958255715	0.981151936008026	0.530728472395746	0.258273223001619	-5	-5	-5	-1.14599776687301	-5	-5
Healthy	-3.16115090926274	-1.3804892791615	-5	-0.3816799003756	-1.95039438740503	-3.69897000433602	-2.13786862068696	-0.896127891596944	-1.57170318601712	-2.17263072694617	-0.19346052473375	0.924043462185146	0.171638708530819	-0.49487716593348	-0.81653085376849	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0781939149638583	-5	-0.242672309631243	-0.54882784248746	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0854135791579738	-0.0913863203347765	0.113150877468074	0.360051627543741	-0.0120032251524823	-5	-0.0205244690535234	0.31575839160565	-5	-0.719398868463086
Healthy	-5	-5	-5	-5	-5	-5	-2.57024771999759	-5	-5	-5	0.308935592685894	0.645678643571337	0.935750543653772	-0.370733150241102	-1.01170865809251	-5	-5	-1.64743161382069	-1.34418950550475	-5
Healthy	-5	-1.62561830194912	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-2.77469071827414	-5	-5	-5	-5	-5	-5	-5	0.599016893485442	-5	0.72284854914993	-0.161157203431281	0.258381035645077	0.370809056545495	-5	-0.518930193408842	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.728590752851361	-1.52331325705436	0.107311745490674	-1.30989256054367	-0.531844747032066	-1.85542579239038	-5	-5	-1.43238555726916	-0.175002545670535
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.751590852465002	-0.182765269574502	0.527467493343054	-0.495855490691634	-1.1721785723172	0.0542184102985682	-5	-1.34332695411515	-5	-5
Healthy	-0.243158582129812	-5	-1.38111551500455	-5	-5	-5	-5	-5	-1.82973828460504	-5	-5	0.490650830752736	-0.505956777820071	-5	-5	-1.28183059460869	-5	-5	-0.997661119107943	-5
Healthy	-5	-5	-1.21759904750347	-1.26962153141236	-1.87063240427701	-5	-5	-5	-5	-5	1.16380845676778	-0.490622719389884	-0.174885595492932	-0.416211983310421	0.425416827746662	0.469304971495248	0.596453039896583	-1.43889861635094	-5	-0.7454760913143
Healthy	-5	-5	-5	-5	-5	-5	-2.57024771999759	-5	-5	-5	0.244277120801843	0.615165931652496	-1.18515333139554	-0.979431565198637	-1.45804652554176	-5	-5	-0.68968912008066	-0.769755500598625	-5
Healthy	-0.198905139929455	-5	-5	-5	-5	-5	-0.377288740667696	-5	-5	-5	-5	0.591151457238148	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.524198107254275	-5	-5	-5	-5	-5	-2.48545224733971	-5	-5	-5	-5	0.492193061849526	0.35516214951922	-0.521982129535208	-1.25782495677632	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.312183705727897	-5	0.556185466764096	-0.481420262912396	-1.0741209106985	-5	-5	-5	-0.10590003041453	-5
Healthy	-1.70223948890087	-0.942143791258112	-1.6399749108106	-1.49173969448767	-1.35105481783433	-5	-2.43770713554353	-5	-2.56703070912559	-5	0.262745266117747	-2.47886191629596	0.560040601564138	-0.289544135664575	-1.26336450231318	0.159693493206398	-5	-1.70092873997259	-5	-5
Healthy	-1.25080495778033	-5	-5	-5	-5	-5	-0.14967240513739	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.14601045004101	-0.854461764287767	0.0263657244616776	-0.0427328119840835	-0.188559056325842	-0.445256516035818	-5	-5	-5	-5
Healthy	-5	-1.4036228560024	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-0.655195244245033	-5	-5	-5	-1.19839051197268	-5	-0.391559550122344	-0.564171554193053	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.64723880827617	-5	-5	1.24565107712244	-1.16845014800424	0.217547109726621	0.115177665526249	0.113913284724969	0.11492108383971	-5	-1.60467360693065	-5	-5
Healthy	-1.30688888453786	-5	-5	-5	-5	-5	-2.31425826139774	-5	-5	-5	-2.45717457304082	-0.821742679187811	-1.71873931294499	-1.63096977819085	-2.34390179798717	-1.88907375773358	-1.16354928627985	-2.20830935097988	-1.45087407324189	-3.01772876696043
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.07568963471297	0.614354008355182	-5	0.228528677357182	-0.41844854210953	-5	-5	-5	-0.644701764788831	-5
Healthy	-5	-0.720447118849614	-5	-5	-1.38891426658513	-5	-2.55129368009492	-5	-1.84649001069916	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.93854752091281	-5	-5	-5	-5	-5	-1.28366271211045	-5	0.147308331771415	0.0160341486233361	-0.296811832833281	-0.996151877965702	-0.182461072309502	-0.477529683524278	-5	-1.19743150168604
Healthy	-5	-5	-5	-3.65757731917779	-2.99139982823808	-5	-5	-2.29756946355447	-5	-5	-5	0.248380379914633	0.0586765067182428	-0.885155586854976	-0.465453560345933	-5	-5	-0.772679017451155	-1.08118360963962	-5
Healthy	-1.69680394257951	-0.566502185176279	0.139778368756559	-0.635580344649765	-5	-0.246815418621356	-2.37986394502624	-5	-0.948654500663461	-1.31470621861322	-5	-2.6345120151091	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.48188105285685	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.00108709564121419	-5	-0.985227525926936	-5	-5	-0.538996977545901	-5
Healthy	-0.654783153568655	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0645280031406744	0.688447409505451	-0.164506015022317	-1.18768839086888	-1.27376195319736	-5	-5	-5	-1.08825662214407	-5
Healthy	-0.957818405484234	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0482242133534381	0.149505467781386	-5	-0.354047468482182	-1.28458167740494	-0.716721391389786	-5	-5	-5	-5
Healthy	-1.85356186471423	-5	-5	-1.29731103184087	-1.92226882034761	-0.654136371496236	-2.27408836770495	-5	-2.22184874961636	-1.40693556834128	-5	1.23021663945734	-5	-0.760775621512872	-0.550691340525962	-5	-5	-1.72422809983507	-1.00802120900542	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.159513053427923	0.214629295955568	0.288993284336477	0.627292102210822	0.729683850209827	-1.50962007999682	-1.06118017497379	0.264388036527324	-5	-1.90239567112559
Healthy	-1.08423093401632	-5	-5	-3.20760831050175	-2.32057210338788	-5	-5	-5	-5	-5	0.620148552476871	0.305998029549888	-0.669647113322671	0.341232664291916	-0.741243027463425	-5	-5	-0.698362417273128	-1.72978714510376	-5
D015212	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.36977558924757	-2.02826040911222	-1.24895196517981	-2.68613277963085	-2.54363396687096	-5	-5	-5	-1.56976364658849	-5
Healthy	-1.49811950624494	-5	-5	-5	-5	-5	-5	-5	-2.28316227670048	-5	1.04827123761192	-5	-5	-0.0616153874401704	-0.500065604879286	-1.76371472255197	-5	-1.37038655462182	-5	-5
Healthy	-1.876801924968	-5	-5	0.704710618544906	-5	-5	0.700728805145423	-5	-5	-2.03621217265444	-5	-5	-2.9100948885606	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.95428594105913	-5	-1.65208481349831	-2.64781748188864	-5	-5	-1.89619627904404	-5	-5	0.831037485640025	-0.0075613667059552	-5	-5	-5	-5	-5	-1.55940573816017	-5	-5
Healthy	-5	-5	-5	-1.93892467637021	-5	-5	-5	-5	-5	-5	0.780052909822395	-5	-5	0.115879990143915	-5	-5	-5	-5	-1.14056146454494	-5
Healthy	-0.522271158217447	-5	-5	-5	-5	-5	-0.883757642036665	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-2.51999305704285	-2.42712839779952	-5	-2.38510278396687	-1.85636076472546	-2.82390874094432	-2.70553377383841	-2.24565166428898	0.351765395157667	0.157490011394249	-0.929777366539042	-0.481986444953925	-5	-5	-0.767664722914346	-0.885956437451922	-5
Healthy	-0.0492701411351805	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.583534287068096	0.98257287245033	-0.0948249839007069	-0.00658581546710801	-0.566022266368892	-1.45013881152806	-5	-5	-5	-5
D015212	-0.788745932382128	-0.400815853012833	-1.99956592252068	-1.09172950050428	-5	-2.2335871528876	-2.71219827006977	-5	-2.00480370840282	-5	-2.91364016932525	-5	-5	-5	-5	-5	-5	-5	-5	-5
D015212	-0.352372563522661	-5	-5	-5	-5	-5	-0.859052228657338	-1.22417118553539	-5	-5	-5	0.44889174415122	-5	-0.0638030460907016	-5	-5	-5	-5	-5	-5
Healthy	0.0131322760460034	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-0.898631036750749	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.91435271170314	-5	-5	-2.84771165561694	-5	-5	1.0681082757165	-0.0760776024332464	0.142952307343432	0.734766236451269	0.886269009195489	-5	-5	-1.30557030904292	-0.927713330490108	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.404580589389401	-5	0.0416886941315634	-1.38320951367028	-5	-5	-5	-5	-5	-5
Healthy	-1.32891976726115	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.376704671946979	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.884789023295832	-5	-0.811437095842094	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.41907502432438	-5	-5	-1.30688888453786	-5	-5	-3.30980391997149	-5	-5	-5	-1.51314464472306	0.761968410750264	-0.554816285203888	-0.867292155144552	-1.80410034759077	-5	-0.522198883011851	-1.19456711186786	-1.90483064856824	-1.10874138309586
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.682333741306596	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.943209451725617	-1.10857405715201	-5	-1.51201366887061	-5	-5	-5	-5	-5	-5	0.378635879989668	-5	0.560029837120172	-0.492778499484339	-0.292625726375232	-5	-5	-1.66958622665081	-5	-5
D015212	-0.796124376722666	-5	-5	-5	-2.52578373592374	-5	-2.95078197732982	-1.11339648571329	-1.86296254521049	-5	-5	0.508689940710013	-5	0.329283951112251	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.54683460747414	-1.37716452047848	-1.94233389609017	-5	-5	-5	-5	-5	1.16019862643766	-0.448147612153665	-0.151478359249353	-0.371641727112794	0.449501540372698	0.470929158631626	0.605757425047614	-1.4087127349415	-5	-0.687103647808295
D015212	-1.23732143627256	-0.666049195612753	-5	-1.09854167860389	-0.836719329738094	-5	-5	-5	-0.931220636990439	-1.39642263184853	-0.305193054537576	-1.53253989049274	-1.79914950190892	-0.959832963517153	-1.38383968715242	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.456578572817511	-5	0.462454901723657	-0.539027026288866	-1.83297820420974	-5	-5	-5	-0.660966159134168	-5
Healthy	-5	-5	-5	-5	-5	-5	0.445041902825211	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.82856609905699	-5	-5	-5	-5	-5	-5	0.552335981520139	-5	0.436979560896639	0.103855012550832	0.240102244110203	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-2.7594507517174	-3.431798275933	-5	-5	-5	0.986306297354531	-2.78251605578609	0.788502804702331	-0.268169579711838	0.133609156207692	-1.39870068980566	-5	-0.203037334212975	-1.05443294655761	-5
Healthy	-5	0.272315124099567	-5	-0.84366289912919	0.0796695527187357	-5	-5	-5	-1.03348282355321	-5	1.09840176851444	-5	-0.0890982474107216	-1.25861200752073	-1.22797183467514	-5	-5	-0.754586046695175	-0.410888535599404	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.181002757552462	0.216646132698107	0.31072304297727	0.631798771236865	0.739038839333812	-1.4071573168689	-0.98653076769083	0.279475301264481	-5	-1.96337110463784
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.146168361150761	0.837763888061217	-5	-1.14020145251943	-1.29722492209896	-5	-5	-5	-0.191930888253747	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.27477650905315	-5	-0.0658905679957723	-0.872571222148401	-2.31515463835559	-5	-5	-1.30198649606082	-5	-0.226564641927097
