s	Streptococcus_parasanguinis_D	Clostridium_Q_symbiosum	Enterocloster_clostridioformis_A	Muricomes_sp000509105	Enterocloster_asparagiformis	Schaedlerella_glycyrrhizinilyticum	Longicatena_innocuum	Gordonibacter_pamelaeae	Enterocloster_sp000155435	Eggerthella_lenta	Alistipes_putredinis	Ruminococcus_H_sp003531055	Barnesiella_intestinihominis	Alistipes_shahii	Alistipes_obesi	Parabacteroides_johnsonii	Paraprevotella_clara	Alistipes_A_indistinctus	Coprobacter_fastidiosus	Paraprevotella_xylaniphila
Healthy	-5	-5	-5	-1.07940713791519	-1.02328329563662	-5	-5	-5	-1.70092873997259	-5	-5	-5	-5	-0.188921231103565	-5	0.232152099168555	-5	-5	-0.772653286818574	-5
Healthy	-1.03086376640329	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.54480200190183	0.229210695953663	-0.567030709125594	-0.913746976182839	-2.09312646527793	-5	-5	-5	-1.52549236088302	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0780106939915128	1.25986874950054	0.312319135099432	-0.703795669536635	-1.85016530328421	-5	-0.451180800058723	-5	-5	-1.54898154784454
Healthy	-5	-2.83268266525182	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.00240798929525807	0.816902515305099	-0.0745847629157537	0.601648302237838	-5	-5	-1.48082853617834	-5	-5
Healthy	-1.22155931642877	-5	-5	-1.91506642506328	-1.43651891460559	-1.96098267800259	-5	-5	-5	-5	0.666077847246061	0.665173707649809	-0.349274899994288	-0.680977266569586	-1.01072820835831	-2.29413628771608	-0.222377462935201	-2.16685288808721	-0.503914865602298	-0.658110644285701
Healthy	-5	-1.37788963963878	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.386750321062046	-0.533666311867658	-1.20453710560962	-0.480106407782664	-5	-5	-5	-1.15939212099071	-5	0.13046242928158	-5	0.303081526859622	-0.680061560019691	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.204708595484096	0.266598551124127	0.308182237039981	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.32605800136591	-5	-5	-2.03574036980315	-5	-5	-5	-5	-5	-5	-0.216089277784659	0.377766898058042	-1.09979678698311	0.0240092423908411	-0.820534386924569	-5	-1.03119028608714	-0.910943120240215	-2.93930215964639	-1.72491910154314
Healthy	-0.841667668291019	-5	-5	-5	-5	-5	-1.97061622231479	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.08736288843302	-0.207104261139971	-5	0.304139244866907	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.238392396466586	0.879403849720087	-0.307408623231998	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.47275688361191	0.672412838192498	-2.24412514432751	-0.403413899309727	-5	-1.58653258701418	-5	-1.71579493229821	-5	0.721035280623032	-0.124684025220287	-5	0.0997220662701073	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.45333397492982	0.659440781870318	-2.16494389827988	-0.339523475019825	-5	-1.73969005420508	-5	-1.70377371273884	-5	0.731496900980094	-0.140585475960989	-5	0.0850442773472797	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.93854752091281	-5	-5	-5	-1.08349341288484	-5	-5	-1.93930215964639	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.14122226269455	-5	-5	-1.15230397926583	-1.76045027915953	-2.41228903498109	-2.71669877129645	-2.51004152057516	-1.70553377383841	-2.06198090252379	0.0688090167927758	0.032070510958555	0.735693891226776	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.07628980560344	-0.947806419566525	-5	-5	-5	-5	-5	-5	-5	-5	-0.179371683165911	-5	0.264975934063279	-5	-5	-0.815762970983629	-5
Healthy	-1.87386859273802	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.782781393786306	-5	0.0144827358521919	-0.135684751583469	-0.517483713393631	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.624588366584516	-5	-0.110138278741812	0.339298367765095	0.400524174636024	-5	-0.486795722053012	-1.27893169820284	-2.27490547891853	-1.54393777554505
Healthy	-5	-1.36663255488299	-5	-5	-1.49770947208523	-5	-5	-5	-1.43168091490489	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.812826489059427	0.38603678019364	0.800173182569031	0.0620477179327977	-0.102664368609459	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.47275688361191	-1.75178143880993	-2.0301183562535	-5	-1.3040807471686	-2.39040559077478	-1.03583468937826	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.221886097335871	0.844347924393688	0.129593228367933	-1.19613336571502	-0.638990287391857	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-2.23807216157947	-5	-5	-5	-5	-5	-5	1.23705865596437	-5	1.07059599204495	-5	-0.782200320052883	-5	-5	-5	-5	-5
Healthy	-1.52549236088302	-2.19382002601611	-5	-1.86838133565087	-5	-5	-5	-5	-5	-5	1.11918031018188	-0.145621075730384	0.464626640043466	-0.109808206080443	0.786570428401786	-5	-5	-0.468163575867136	-0.931851259026706	-5
Healthy	0.159882874323305	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.342628585209824	-5	-0.28708105194017	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-0.513697065168839	-5	-5	-5	-5	1.34658199461226	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.7418501641418	-5	-0.0631445861152637	-5	0.501204459441908	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0356378294575247	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.212011719493532	-5	-0.194941137281539	-0.692033552971726	-5	-5	-5	-5	-5
Healthy	-5	-1.15070345916527	-5	-0.372685360399119	-5	-5	-2.26841123481326	-5	-5	-5	0.795501842821589	0.429135111231993	0.82250478865528	0.487628978349004	0.413363478288866	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.00966374141705	-0.183639368302292	0.102018423209741	0.332292997405653	0.0885825620207152	-5	-0.0381519409816758	-2.36451625318509	-0.619137804658799	-0.838901643549075
Healthy	-5	-5	-5	-1.42354346759438	-0.978686634515305	-5	-5	-5	-2.1180450286604	-5	-5	-5	-5	-0.0279036647970588	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.820591848486164	-5	-0.922341450915869	-0.828361291469181	-5	-5	-5	-5	-5	-5	-5	0.406352797297394	-1.18655245573518	-1.23942674605561	-5	-5	-1.42033070644528	-5	-5
Healthy	-5	-3.44369749923271	-5	-5	-5	-2.31336373073771	-2.7851561519523	-1.62015082123717	-5	-3.16115090926274	-2.29843201494407	-1.57008630223625	-0.957936650567844	-1.4068247365219	-0.945731760452812	-0.592541109542608	-5	-2.43062609038495	-1.65718268536427	-5
Healthy	-1.50765874674503	-5	-5	-5	-5	-5	-2.1331221856625	-2.45967052520913	-5	-5	0.0954204370902637	-0.381334911059684	-5	-0.86566348905132	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.17288931253399	-0.921253265726393	-5	-5	-5	-1.86264588862927	-5	-5	-5	-5	-0.158903438621335	-5	0.333404951394571	-5	-5	-0.561885036338001	-5
Healthy	-1.37283904762522	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.886833513290816	-5	-0.162096055407058	-0.384554990922352	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-0.851459039132771	-5	-5	0.799057821353376	-5	0.606452308414418	-0.283879746664904	-1.80771138743188	-5	-5	-1.22388020094701	-1.19293876008276	-5
Healthy	-0.350052108857783	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.870887680929218	-0.16083631708535	-5	0.19573088099995	-0.51060407827287	-5	-5	-5	-5	-5
Healthy	-5	-1.60589869795996	-0.781648334254867	-1.49811950624494	-1.13006458935314	-5	-5	-5	-1.28025450747042	-5	0.512502957678409	-5	-5	-0.545826147822276	-5	-5	-5	-2.97061622231479	-5	-5
Healthy	-1.20010831534313	-0.401078240181364	-5	-2.02227639471115	-5	-5	-2.40230481407449	-5	-5	-5	-5	-5	0.474960339322273	-5	-1.21013736995362	-0.0371005519884156	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.231296245836329	0.345501157196382	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.54882784248746	-5	-5	-5	-0.00884483531785183	0.698358956627191	0.330107223751131	-0.0963132682634976	-0.874583802017245	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.08855812416711	-5	-5	0.236033147117636	-5	-5	-5	-0.686681264501412	-5	-5
Healthy	-5	0.449387365226342	-0.121455226562654	0.42401872170089	-0.534765905011986	-5	-5	-5	-1.6458915608526	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-2.70114692359029	-5	-5	-5	-5	-5	-5	-5	-5	0.390689643711927	0.678643095604778	-0.0732820818761933	0.0515075336833202	0.414797924390211	-5	-0.656749001945637	-1.79371395558757	-5	-1.38499738547541
Healthy	-5	-5	-5	-5	-0.640354207325457	-5	-5	-5	-5	-5	0.387258094101024	-0.0611001833574281	-0.228758034539023	0.145631415290328	0.490232462316252	-5	-0.430275050773841	-1.81332613250025	-5	-1.49921482708254
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.880547791308272	0.726871406704825	0.409960160278443	-0.673131840106319	-0.8846891050895	-5	-0.894013204478527	-5	-5	-1.91901295308911
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.557179853916747	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.950104296916585	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.941415022472365	0.699074222505995	-5	0.352986665604443	-5	-5	-0.294050805089704	-1.64917072641703	-0.0160716608223329	-2.17005330405836
Healthy	-5	-2.35753547975788	-5	-1.36271045232183	-5	-1.16481693015096	-2.18575240426808	-5	-5	-2.35261702988538	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.349158979014763	0.344588742578714	-1.29260016886675	-1.25578527518583	-5	-1.47159756204638	-5	-1.69314625130699	-1.9266482976131	-5
Healthy	-1.24918315735025	-5	-5	-5	-3.20760831050175	-5	-5	-1.9613798380503	-5	-5	0.973526389978142	0.566947503361577	-5	0.496489598312154	0.566241809354116	-5	-5	-1.19955787866374	-5	-5
Healthy	-5	-1.3631110930162	0.657141937944483	-1.99267904707726	-0.379426746258707	-5	-1.7854210464295	-5	-2.38615817812393	-5	0.745456584148686	-0.114684021333382	-5	0.124676995325472	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	0.687097127435714	-5	-0.54381622657087	-5	-5	-5	-5	-5	0.71557050389299	-0.182527184026897	-5	0.153814864344529	-5	-5	-5	-5	-5	-5
Healthy	-5	-2.24412514432751	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0514941207922317	-0.251897289218006	-0.701605466287054	-0.86049872526409	-5	-5	-5	-5	-5
D015212	-1.84043280676638	-0.799614675767613	-5	-2.39577394691553	-1.80910828307783	-5	-5	-5	-5	-5	-0.193955764251912	-0.61701093803554	-0.563344477837646	-1.15391041964202	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-2.69680394257951	-5	-2.71669877129645	-0.732617044575765	-5	-0.0508101076968522	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.946889778026709	0.0585664641234095	-5	0.472305836162827	-5	-5	-0.62475716973923	-1.3829996588791	-5	-1.42181939037222
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.92199271413409	0.166459717093484	0.0749589886692473	0.290742268584588	-0.369104518578011	-5	-0.684113584291513	-2.36754270781528	0.162919701613604	-2.42712839779952
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.94309514866353	0.708840543654876	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.887874313103359	0.248769968520568	0.602854023911424	0.0785655593171174	-0.100119334998415	-5	-5	-5	-1.05828985105835	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0934279390478026	-0.689073144628307	-0.163403744171961	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.70399333068633	-0.564888566873507	-5	-0.786243247593516	-2.55595520408192	-5	-3.14874165128092	-5	-1.61798295742513	-5	-5	-0.169719359803615	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-2.00568284733036	-1.48095996135166	-5	-1.97265039222524	1.01890470217446	-0.520626265359799	-5	0.430026654510014	-5	-5	-5	-5	-5	-5
Healthy	-5	-2.33629907461035	-5	-2.06550154875643	-1.88605664769316	-5	-2.65169513695184	-5	-1.57186520597121	-5	0.821304518933564	-0.131308549862121	0.0562872570991215	-0.201370068617005	-0.62238416944022	-5	-5	-2.03338901331807	-1.52389328315981	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.539946325678781	0.627767188639761	-0.132715225318585	-0.560398916165654	-0.692311460404838	-5	-5	-5	-1.03976712687149	-5
Healthy	-5	-1.4990777608097	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	0.276294028398699	-5	-1.02969962459782	0.0960405542954275	-5	-5	-5	-0.980302269019808	-5	1.08762562575402	-5	-0.0927821798855519	-1.35812945452369	-1.25853323823024	-5	-5	-0.75887706337715	-0.408623703682086	-5
Healthy	-5	-5	-5	-5	-5	-5	-3.33724216831843	-5	-5	-5	-1.08412549714231	0.402608679140044	-0.487809400859233	-0.475772694806345	-0.00475979813718457	-1.17600440884403	-1.00895122354732	-1.59176003468815	-1.81758534756545	-2.53461714855158
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.167556573964064	-5	0.159416788216739	-0.850257585286596	-0.858989446657676	-5	-5	-5	-1.92154318194671	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-0.545246580034338	-5	-5	-5	0.703550157715872	-5	0.494503837898972	-0.010581331620164	-1.87063240427701	-5	-5	-5	-5	-5
Healthy	0.233508833845167	-0.624372959745979	-0.734403976912408	-1.57954914089393	-1.29851836437907	-5	-5	-5	-1.21788585252093	-5	0.352874906859127	-5	-5	-5	-5	-5	-5	-5	-5	0.0440220614164907
Healthy	-1.23604817396668	-5	-5	-5	-5	-1.38764005203223	-5	-5	-5	-5	-0.332248280578767	-5	-1.72538038090876	-5	-1.52534674663794	-5	-0.252805782310543	-5	-1.21381665443237	-0.86649302622165
Healthy	-1.72955409198204	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.190706990554851	-5	-0.224455083347129	-5	-5	-0.919698273206088	-5	-5	-2.23957751657679
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.942624561561287	0.0762325322823555	-5	0.468633811173758	-5	-5	-0.589391457431632	-1.46457928194383	-5	-1.41161623162127
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04435981231648	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.166986832148961	-0.7613768946153	-0.743715321515839	-0.700427333241505	-0.101927847555937	-2.31247103878537	-5	-2.06449273417529	-2.04575749056067	-1.7830427926389	-1.67489501702859	-1.88074411072206	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.893168986680251	0.246148837873405	0.597514192181737	0.10024299546983	-0.0821060572941697	-5	-5	-5	-1.06313454102438	-5
D015212	-1.76751213364701	-1.7594507517174	-2.20830935097988	-5	-2.1791420105603	-1.96697855531709	-2.33441900898205	-1.20024603358811	-5	-5	0.971073966246148	-5	-5	-0.327551152225907	-0.199915583138918	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-2.74714696902011	-5	-1.25282132863984	-5	-5	-5	-1.24733705687903	-5	-2.36552272983927	-5	0.748442325022735	-0.253498133160491	-5	-5	-5	-5	-5	-1.98970004336019	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.594648852135533	-5	0.395074656521357	-0.276511490304075	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.807601317182782	1.42495852933531	-0.1797656904344	-0.24822066752342	-0.188391485045489	-1.04105406750606	-5	-5	-5	-5
D015212	-1.21982675635741	-1.44369749923271	-5	-2.19044028536473	-1.91364016932525	-1.83356988615672	-1.07458476291575	-1.46954415641532	-3.19382002601611	-5	0.605559297999514	-5	-5	-0.5064304270213	-0.00762766007390051	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.2516530616307	-0.670764884430576	0.0525323497027621	0.527124433429966	0.386463293080971	-5	-5	-1.44684545183037	-0.944468774949102	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0563620619928816	-0.077882045012642	0.140536324681241	0.329830940772144	0.0101260343800235	-5	-0.0409442905144	0.331522446193068	-5	-0.660886585228599
Healthy	-0.995979726746758	-0.507113949079726	-5	-0.916031802401584	-1.86138156610051	-5	-5	-5	-1.52622116535328	-5	-5	0.242439550939542	-5	-5	-5	-5	-5	-5	-5	-5
D015212	-0.94477461614618	-1.50528897479474	-2.42021640338319	-1.62543493927723	-1.35193287055107	-1.11137127461477	-2.0695604052333	-5	-1.71018816088238	-1.01664438566821	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.767503162767544	0.321204756854448	0.63426158083406	0.00445895024119495	-5	-5	-5	-1.54075833512192	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.74957999769111	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.204439741080145	-5	-5	-5	-5	-5	0.76358371262918	-5	-5	-1.09620485725896	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-2.31069114087638	-5	-5	-5	-5	-5	0.493869146485214	-1.15051916275601	0.239944809094511	-0.511181457166195	-0.851952906400664	-5	-5	-1.19976421067265	-1.25018641470706	-5
Healthy	-1.27843668164252	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05576466628509	0.240424433083608	-5	0.742554678505582	-0.425077895216144	-5	-5	-5	-5	-5
Healthy	-1.52607530658384	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.11677405887832	-5	0.414450209276672	0.60404343816038	0.488857998017714	-5	-5	-1.55021315301423	-1.31893975636819	-5
Healthy	-1.20453710560962	-5	-5	-5	-5	-5	-2.32513885926219	-2.04431224968649	-5	-1.11793105556385	0.609525044616538	1.08432277615425	0.229430969287691	-0.236160370604175	-0.722780565105562	-5	-5	-1.1323557660969	-5	-5
Healthy	-0.681164808272336	-1.39351114955735	-5	-1.4671182805926	-5	-5	-2.71669877129645	-5	-5	-5	0.897436289655343	0.663863873006311	0.248671991704631	-0.176265011601269	-0.0273621590666506	-5	-5	-0.413322695435289	-1.21353252325972	-5
Healthy	-1.08354605145007	-1.79075315124663	-1.24749059921116	-2.20901152491118	-1.40142833651786	-0.618921036757167	-2.23957751657679	-1.34332695411515	-2.05502409158795	-1.65856547542186	0.282034954166537	0.925224398487677	-5	-0.639955954677739	-1.63827216398241	-5	-5	-1.24086118371883	-1.73118809626022	-5
Healthy	-2.17392519729917	-5	-5	-2.04143611677803	-5	-5	-2.92811799269387	-5	-5	-5	-5	-0.0992943082770316	0.804840418930793	-0.908403379189942	-1.56815395430127	-0.620730750526353	-0.160710543993853	-1.73849922680172	-5	-1.45284087867258
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.914756624409076	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.961155689909725	-0.178054357290577	0.733905526502331	0.448084571211018	0.230091119748747	-1.14691047014813	0.0884479596697529	-1.91221858219046	-0.408590321664731	-0.565000208649826
Healthy	-1.82016107197681	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.11707930169289	-5	0.42487020767853	0.597446162909842	0.49709144103526	-5	-5	-1.48624984991818	-1.31713320433768	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.469262570875947	-5	0.589505031432906	-0.116741822703696	-0.0577339286320154	-5	-5	-1.53283603403091	-5	-5
Healthy	-1.54408975961726	-5	-5	-3.74472749489669	-5	-1.77237035042899	-5	-5	-5	-4	-1.85729775426238	0.479684697725775	-3.16749108729376	-3.06550154875643	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-2.37571790416433	-1.63601217025151	-1.59773861754532	-5	-1.8699880503281	-3.39794000867204	-5	-1.61888491929015	-5	-5	-5	-5	-5	-5	-1.64512357748377	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.187218865897024	0.224261057821699	-5	-0.361520726941314	-1.02900263442751	-5	-5	-1.0417228744523	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.09703194578001	-0.472834281862374	0.777018437127575	0.259811210624584	0.259978314909338	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.86953757071842	0.15473428995333	-0.47985722402985	-5	-2.62708799702989	-5	-5	-5	-0.333800369121636	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.363233922787755	-0.271029714071877	-5	-0.710745591945819	-0.920384676473056	-5	-0.542708660871493	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.1827652695745	1.0076628732363	1.01233137771688	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.971941164271779	-0.209187245925883	-5	0.0343436457286715	-5	-5	-5	-0.944506993322154	-5	-5
Healthy	-1.72330847115496	-1.20342566678957	-1.50612388914718	-0.800820973948873	-5	-0.860719267281476	-1.49689056332863	-5	-1.98213228103649	-2.07727454200674	0.813225268489549	-5	-5	-3.30102999566398	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.51956185282218	-5	-5	-0.86953757071842	-5	-5	-5	-5	-5	1.19624280308127	-5	0.542370984448817	-5	-0.491066473949967	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.892010357732488	-5	-5	-5	-5	-0.532465886150408	-5	-5	-5
Healthy	-1.8784401558125	-5	-5	-2.38615817812393	-2.91364016932525	-5	-2.99567862621736	-1.71669877129645	-1.52592949678496	-5	0.613868238011955	-1.47729500726525	0.344083638099491	0.0861996105365482	-0.407101869121374	-1.48399376961395	-1.25916379294269	-0.40713513692038	-1.71219827006977	-2.13135556160517
Healthy	-1.14429916916456	-5	-5	-2.75448733218585	-1.5499049241284	-5	-2.14996674231023	-2.60906489289662	-2.09745322068601	-5	0.529842122837125	-5	0.305007237509518	0.254932174445565	0.132541441143707	-0.709631444382732	-0.639709600214288	-0.729111635301167	-0.634287438107507	-2.15366288787019
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.184895756618546	0.609214368702771	-1.27992342723186	-1.2720522904552	-5	-5	-5	-0.89828728615349	-1.02835311793569	-5
Healthy	-1.40571797118819	-0.322566434725862	-1.02544225514642	-0.537661908919803	-5	-5	-5	-5	-1.77314242971128	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D015212	0.361937379751285	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.64820369310298	-5	-5	-5	-5	-5	1.14035434724767	0.192241191827748	0.839159909159092	0.377584882539268	0.643495116827709	-5	-5	-5	-5	-5
Healthy	-0.429410364297198	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.199516624022682	0.327217893513743	0.602808503902598	-1.62745619924093	-5	-5	-1.03630659476198	-5	-0.425910830201413	-5
Healthy	-5	-1.56224943717961	-1.29895036927086	-5	-0.931146506328502	-5	-5	-5	-5	-5	1.12762984753537	-5	0.305794038140398	0.291439894862326	0.222916668561345	-5	-5	-5	-0.464680557402084	-5
Healthy	-1.26448094118483	-2.22914798835786	-1.776763726897	-5	-5	-1.92118081690115	-2.79588001734407	-5	-5	-5	-0.837853960174623	0.685581423011771	-0.803492208060304	-0.735276599098	-1.96697855531709	-5	-1.23425695857896	-5	-5	-5
D015212	-0.984933785988851	-0.965893170292356	-1.39512622944736	-1.19551981089401	-1.09183679994445	-0.683987695750537	-2.60205999132796	-1.34265726318537	-1.81616096294358	-1.17256610459922	-5	-5	-5	-0.372777566208246	-5	-5	-5	-5	-1.50528897479474	-5
Healthy	-5	-5	-5	-5	-0.944010416614309	-5	-5	-5	-5	-5	1.11344563299425	0.0891877568755017	0.80525543623227	0.347743617992181	0.648039783758948	-5	-5	-1.23965292147009	-1.44903824770182	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.28794274081042	1.08713197445057	-5	-0.0883151635150487	-1.03338901331807	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.168443747248437	0.188394071261428	-1.12633070729321	-5	-1.97510403989251	-5	-5	-5	-2.15989390554324	-5
Healthy	-5	-2.52287874528034	-1.49025998442962	-1.99097425791309	-1.10902040301031	-1.60502328044544	-2.92811799269387	-5	-5	-5	0.617284532668823	-1.67407404422853	0.709721833155131	-0.102537861986937	-5	-2.45842075605342	-5	-5	-5	-5
