group	Bacteroidales	Enterobacterales	Pseudomonadales	Lactobacillales		Bacteroidales	Lachnospirales	Enterobacterales	Verrucomicrobiales	Lactobacillales	Burkholderiales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	41.26125	0.248	0	0		41.26125	0.76608	0.248	17.4983	0	0.04286	0	0	0	0
Healthy	86.325	1.50464	0	0.07207		86.325	4.12593	1.50464	0	0.07207	0.13374	0.04716	0	0	0
Healthy	32.03391	0.6389	0.05597	0.03416		32.03391	18.19203	0.6389	0.05434	0.03416	0.07502	0.07368	0	0.05597	0.00694
Healthy	54.38789	1.2401	0	0		54.38789	0.88446	1.2401	7.03795	0	0.28159	0.32979	0	0	0
Healthy	11.50015	0	0	0		11.50015	52.88648	0	0	0	0	0	7.61618	0	0
Healthy	87.51526	0.02444	0	0.01008		87.51526	0.72839	0.02444	0	0.01008	0.41347	0.10791	0	0	0
Healthy	64.18112	3.81471	0	0		64.18112	12.47854	3.81471	0	0	0.23006	0	0	0	0
Healthy	44.35732	0	0	0.00221		44.35732	4.18866	0	7.24902	0.00221	0.30087	0.17465	0	0	0.01066
Healthy	71.89766	0.31653	0	0.00913		71.89766	8.46781	0.31653	0.75706	0.00913	0.04101	0.03656	0	0	1.00951
Healthy	16.44269	0	0	0.43094		16.44269	24.57283	0	0	0.43094	0	0.58646	1.71655	0	0
Healthy	33.92695	0.14818	0	2.15452		33.92695	34.36928	0.14818	0.00093	2.15452	0.00239	0.09467	0	0	0.03265
Healthy	69.49744	0.01937	0	0		69.49744	1.75971	0.01937	0	0	0.13016	0.05616	0	0	0
Healthy	8.0179	0	0	0		8.0179	68.64843	0	0	0	0	0.36672	0	0	0.14174
Healthy	34.71316	1.59734	0	0.23377		34.71316	27.51525	1.59734	0.01726	0.23377	1.20222	0.00144	2.50232	0	0.03624
Healthy	80.53586	0	0	0		80.53586	0.79525	0	0	0	0.17312	0	0	0	0
Healthy	54.81073	1.28812	0	0		54.81073	0.83639	1.28812	7.02297	0	0.27332	0.31449	0	0	0
Healthy	39.9344	0	0	0		39.9344	6.71303	0	0	0	1.92983	0	0	0	0
Healthy	31.95878	0.87141	0	0.47479		31.95878	26.45181	0.87141	0.77451	0.47479	0.02804	0.21718	0	0	0.26809
Healthy	69.64278	0.02403	0	0		69.64278	4.87012	0.02403	0	0	0.16454	0.29405	0	0	0
Healthy	0	0.66821	0	0		0	92.4206	0.66821	0	0	0	0	0	0	0
Healthy	22.84838	0.12429	0	2.26844		22.84838	34.44731	0.12429	0.92533	2.26844	0.04685	1.1746	0	0	0
Healthy	13.085	1.86635	0	2.30747		13.085	34.59798	1.86635	0	2.30747	0.06138	0	0	0	0.20024
Healthy	7.51293	0.09296	0	0.04582		7.51293	43.05313	0.09296	0	0.04582	0	0	0	0	0.07026
Healthy	71.33247	2.41736	0	0		71.33247	2.50648	2.41736	0	0	0.3228	0	0	0	0
Healthy	13.53736	10.872	0	0.01391		13.53736	1.41648	10.872	43.2041	0.01391	0.2422	0.15424	0	0	0
Healthy	16.28189	0	0	0		16.28189	3.29556	0	0	0	0	18.7223	0	0	0
Healthy	94.04399	0.52267	0	0.11431		94.04399	0.90055	0.52267	0	0.11431	0.10499	0	0	0	0
Healthy	47.92076	0.31482	0	0.05784		47.92076	22.67387	0.31482	1.52702	0.05784	4.2302	0	0.95657	0	0
Healthy	35.26747	0.31275	0.00493	2.06336		35.26747	32.36244	0.31275	0.0038	2.06336	0.00058	0.12464	0	0.00493	0.0066
Healthy	49.26256	0	0	0.47098		49.26256	18.01938	0	0	0.47098	0.018	0.006	0	0	0.04859
Healthy	13.61599	16.4746	0	0.00196		13.61599	7.0108	16.4746	6.22071	0.00196	0.25124	0.91406	0	0	0
Healthy	16.58933	0.52049	0	0.02929		16.58933	5.53006	0.52049	0	0.02929	0.03134	0.46136	0	0	0.21581
Healthy	66.40109	0.06226	0	0		66.40109	1.01419	0.06226	0	0	0.03924	0.50787	0	0	0
Healthy	45.57119	0.31172	0	0		45.57119	21.28276	0.31172	0.19332	0	0.07583	0.00268	0	0	0.01236
Healthy	92.02535	5.0916	0	0		92.02535	0.65403	5.0916	0.56198	0	0	0	0	0	0
Healthy	65.49834	0.22463	0	0.2548		65.49834	6.0521	0.22463	0	0.2548	0.25675	0.12524	0	0	0
Healthy	50.54832	0	0	0.0432		50.54832	13.55958	0	3.60407	0.0432	0.79681	3.16374	11.3545	0	0
Healthy	34.21805	0.26004	0	0.00703		34.21805	20.78452	0.26004	0	0.00703	1.31337	0.13694	0.3065	0	0.02864
Healthy	15.17885	7.20261	0	17.28964		15.17885	15.24657	7.20261	0	17.28964	0.11897	0.19939	0	0	0
Healthy	69.2182	0.01468	0.05033	0.02839		69.2182	2.35519	0.01468	0.50002	0.02839	0.03655	0	0	0.05033	0
Healthy	67.58822	0.02937	0	0.23763		67.58822	10.82104	0.02937	0	0.23763	0.17428	0.14397	4.33249	0	0.00356
Healthy	7.31158	7.62006	0.04533	4.33531		7.31158	40.89378	7.62006	0	4.33531	0	5.75119	0.60492	0.04533	1.85593
Healthy	8.95533	8.47483	0.30978	12.35353		8.95533	28.36723	8.47483	0	12.35353	0.01206	6.05915	0.03092	0.30978	0.00372
Healthy	56.26507	0	0	0.16048		56.26507	12.70828	0	0	0.16048	4.4886	0	0	0	0
Healthy	64.66053	0	0	0.05776		64.66053	25.61626	0	0.03433	0.05776	0.68001	0.02959	0	0	0.10707
Healthy	6.89327	63.5736	8.06969	0.16103		6.89327	0.03276	63.5736	0	0.16103	0	1.1913	0	8.06969	0
Healthy	59.975	0	0	0		59.975	4.48996	0	8.73327	0	0.49681	0	0	0	0
Healthy	92.48165	4.79591	0	0.00834		92.48165	0.69422	4.79591	0.57096	0.00834	0	0	0	0	0
Healthy	35.01314	0	0	0		35.01314	4.67138	0	15.7038	0	0.00699	0.14165	3.17791	0	0.39186
Healthy	51.79606	0.03607	0	0		51.79606	8.20025	0.03607	5.52321	0	0.45698	0	0	0	0
Healthy	57.25337	0.12214	0	0.23051		57.25337	27.67931	0.12214	0	0.23051	0.02235	1.96951	0.00033	0	0.62265
Healthy	20.35269	0	0	0		20.35269	19.82791	0	2.6796	0	0.05601	0	3.16388	0	0
Healthy	81.25365	0	0	0		81.25365	12.4706	0	0	0	0	0.52707	0	0	0
Healthy	80.42243	0.19702	0.02835	0.06556		80.42243	5.05638	0.19702	0	0.06556	0.00048	0.02396	0	0.02835	0.03951
Healthy	70.31795	1.58934	0	0.03801		70.31795	4.00389	1.58934	0	0.03801	0.00869	0.01445	0	0	0
Healthy	47.59874	1.21501	8.54523	0.1849		47.59874	6.01233	1.21501	0	0.1849	0.30519	0.01103	0	8.54523	0.10232
Healthy	62.53313	0.02717	0	0.03296		62.53313	8.01665	0.02717	0	0.03296	10.9664	0	0	0	0
Healthy	10.95277	0.04464	0	0.30043		10.95277	34.96723	0.04464	0.85018	0.30043	0.58621	0.01987	0	0	0.00861
Healthy	75.5891	0.46323	0.00624	0.62767		75.5891	6.7935	0.46323	0	0.62767	0.27777	0	0	0.00624	0.06545
Healthy	16.44147	0.00309	0.04374	1.13986		16.44147	26.42567	0.00309	0	1.13986	0.00441	1.21773	0.15607	0.04374	0.15375
Healthy	68.36849	0.02339	0	0.04352		68.36849	3.71935	0.02339	0	0.04352	3.10125	0.19379	0	0	0
Healthy	31.58918	2.24352	0	0.93205		31.58918	25.38143	2.24352	0.06569	0.93205	0.5402	0.14384	0	0	0.05022
Healthy	89.78272	0.44077	0.08594	0.30918		89.78272	3.95109	0.44077	0	0.30918	0.84199	0.301	0	0.08594	0.07867
Healthy	69.69771	0.03709	0	0.09446		69.69771	6.7284	0.03709	0	0.09446	2.42037	0.03032	0	0	0
Healthy	0.00524	5.30433	45.4201	0.02053		0.00524	5.06807	5.30433	0	0.02053	0	6.3173	0	45.4201	0
Healthy	41.96014	0.18237	0	0.02158		41.96014	28.37237	0.18237	0	0.02158	0.00867	0.01094	0	0	0.12332
Healthy	50.03338	0.14606	0	0.22923		50.03338	20.3958	0.14606	0.11436	0.22923	1.29565	0.00816	0	0	0
Healthy	51.28457	0.19218	0	1.87851		51.28457	27.31611	0.19218	0	1.87851	0	9.01943	5.00233	0	0.02134
Healthy	64.45705	1.63128	0	0.06328		64.45705	2.72289	1.63128	0	0.06328	0.01269	0.02866	0	0	0
Healthy	25.41636	1.86282	0	5.88432		25.41636	21.5874	1.86282	0	5.88432	0.13608	0	0	0	0
Healthy	33.53843	0.03481	25.3314	7.02442		33.53843	0	0.03481	0	7.02442	0	0	0	25.3314	0
Healthy	0.17184	99.3463	0	0		0.17184	0	99.3463	0	0	0	0.12628	0	0	0
Healthy	67.5978	0.02692	0.27197	0.02009		67.5978	10.84597	0.02692	0	0.02009	0.01843	0	0	0.27197	0
Healthy	47.86406	0.24418	0	0		47.86406	37.59467	0.24418	1.02164	0	0.09064	0	0	0	0
Healthy	18.99234	1.63876	0	0.18532		18.99234	49.1509	1.63876	0	0.18532	0.09089	1.45013	0.2671	0	0
Healthy	19.00433	0	0	0		19.00433	58.2224	0	0	0	0	0	0	0	0
Healthy	5.58134	0.00837	0	0.0606		5.58134	59.30929	0.00837	0	0.0606	0.05539	1.31814	6.82833	0	0.03468
Healthy	71.8222	0	0	0		71.8222	21.2987	0	0	0	0	0	0	0	0
Healthy	21.9499	21.5008	1.12698	1.34098		21.9499	18.25151	21.5008	1.60422	1.34098	0.13816	3.51248	1.95551	1.12698	0.05991
Healthy	68.94433	0.05671	0	0.03694		68.94433	2.44182	0.05671	0.57539	0.03694	0.02085	0	0	0	0
Healthy	64.0782	0	0	0		64.0782	7.49474	0	0	0	4.98219	0	0	0	0
Healthy	28.4711	0	0	0		28.4711	11.34262	0	0	0	0	8.31317	12.2577	0	0.7533
Healthy	64.33329	0	0	0		64.33329	14.75114	0	0	0	0.17197	0.07598	0	0	0
Healthy	45.38809	0.01989	0	0.17819		45.38809	13.23618	0.01989	0.10122	0.17819	2.10793	0.65297	0	0	0.00434
Healthy	63.45599	3.74954	0	0		63.45599	12.62105	3.74954	0	0	0.23787	0	0	0	0
Healthy	69.81945	0	0	0.08921		69.81945	3.82725	0	0	0.08921	3.14765	0.18071	0	0	0
Healthy	69.98304	0	0	0		69.98304	8.67648	0	0.29747	0	0.29458	0	0	0	0
Healthy	62.43706	0.16773	0	0.00651		62.43706	13.27475	0.16773	1.00862	0.00651	2.28186	0	0.34517	0	0
Healthy	29.76015	0.0298	0	0		29.76015	6.97518	0.0298	22.9357	0	1.46997	0	0	0	0
Healthy	67.42135	0.82726	0	0.02664		67.42135	0.36828	0.82726	0.01074	0.02664	0.01762	0.32443	0.04002	0	0
Healthy	47.00231	0	0	4.47468		47.00231	18.19845	0	0.12582	4.47468	0.66598	0	0	0	0
Healthy	38.03577	0	0	0.15054		38.03577	16.07936	0	1.66704	0.15054	4.86659	0	0.01741	0	0
D014376	71.06823	0.47208	0	0.12501		71.06823	1.1219	0.47208	0	0.12501	0.03627	0.05193	0	0	0
Healthy	3.48867	27.6154	0	0.95828		3.48867	14.95221	27.6154	1.35904	0.95828	0	0.08323	0	0	0.14273
Healthy	34.634	0	0	0		34.634	13.98306	0	0.17148	0	0	2.74557	0	0	0
Healthy	46.3665	0.36292	0	0.01493		46.3665	32.31142	0.36292	0	0.01493	0	0.25717	4.47682	0	0.04995
Healthy	54.44457	1.05364	0	0		54.44457	0.83181	1.05364	7.18822	0	0.29491	0.31407	0	0	0
D014376	57.32741	0.8981	0	0.01675		57.32741	3.99166	0.8981	0	0.01675	0	0.07205	0	0	0.01962
Healthy	77.24692	0.07806	0	0.03325		77.24692	0.99503	0.07806	0	0.03325	0.06566	0.00416	0	0	0
Healthy	39.9439	5.80849	0	0.66699		39.9439	29.1242	5.80849	0	0.66699	0	2.42427	1.78144	0	0.24692
Healthy	28.4648	13.9963	0	0.95351		28.4648	7.72942	13.9963	0.69177	0.95351	0.21463	0.14687	0	0	0.00563
Healthy	11.18476	1.97889	0	0.71083		11.18476	0.02521	1.97889	0	0.71083	3.72896	0.31368	0	0	0
Healthy	68.83196	0	0	0.46318		68.83196	5.05781	0	0	0.46318	5.97047	0	0	0	0
Healthy	18.48175	0	0	0.20593		18.48175	13.34716	0	0.04061	0.20593	1.53753	0.15336	0	0	0.16066
Healthy	19.80125	1.47459	0	1.55353		19.80125	26.86308	1.47459	0	1.55353	0	0	0	0	0
Healthy	89.60612	0.33198	0	0		89.60612	1.84236	0.33198	0.89533	0	0.61745	0.02738	0	0	0
Healthy	79.32634	2.7942	0	0.045		79.32634	12.19507	2.7942	0	0.045	0.08939	0.02934	0	0	0
Healthy	64.7915	10.0015	0	0.13998		64.7915	1.59126	10.0015	0	0.13998	0.15628	0	0	0	0
Healthy	46.14072	1.38799	0.0483	0		46.14072	8.07975	1.38799	0	0	1.9211	0.11963	0	0.0483	0
Healthy	74.22648	0.28046	0	0.18012		74.22648	8.70872	0.28046	0	0.18012	0.46264	0.05535	0	0	0
Healthy	24.52221	0.10108	0.00412	0.26968		24.52221	39.09351	0.10108	2.16926	0.26968	0.30777	0.64157	1.24512	0.00412	0.0745
Healthy	62.82739	3.66633	0	0		62.82739	13.1076	3.66633	0	0	0.29907	0	0	0	0
Healthy	16.25658	0.83901	0	0.10506		16.25658	6.97978	0.83901	0.02971	0.10506	0.07138	0.15578	0	0	0.11959
Healthy	60.71918	7.15652	0	0		60.71918	2.41414	7.15652	0.69476	0	1.51314	0	0	0	0
Healthy	38.66583	0.6495	0	0.75743		38.66583	33.17414	0.6495	0	0.75743	0	0.42561	0.0853	0	0.64746
Healthy	73.60357	0.40236	0	0.04636		73.60357	1.98244	0.40236	0	0.04636	0.02032	0	0	0	0
Healthy	22.96777	0.06508	0.04955	0.26814		22.96777	17.14042	0.06508	0	0.26814	0.07442	4.84416	0	0.04955	0.24596
Healthy	16.50911	9.7891	0	14.23795		16.50911	12.28677	9.7891	2.50305	14.23795	0.08838	0	0.16206	0	0
Healthy	51.20972	17.49554	0	0.19981		51.20972	4.4081	17.49554	0.96752	0.19981	0.05176	0.02618	0	0	0
Healthy	24.12008	0.25436	0	0.15871		24.12008	26.02062	0.25436	0	0.15871	0.03037	0.16911	0	0	0
Healthy	47.11644	2.15515	0	0.70932		47.11644	20.16807	2.15515	0.01451	0.70932	5.9298	0.01334	3.40753	0	0
Healthy	46.53449	0	0	0		46.53449	0.62434	0	0	0	0	0	0	0	0
Healthy	49.88645	0.10395	0	0		49.88645	10.85923	0.10395	1.4265	0	0.57633	0.10711	0	0	0
Healthy	40.86327	0.26632	0.01014	1.59787		40.86327	16.43143	0.26632	0	1.59787	0	0.22563	0	0.01014	0.00586
Healthy	82.80283	0	0	0		82.80283	11.80033	0	0	0	0	0.15243	0	0	0
Healthy	16.93243	2.14707	0	0		16.93243	15.9579	2.14707	0	0	0	0	0.02442	0	0
Healthy	74.21552	0.01098	0	0.04412		74.21552	11.43972	0.01098	5.35162	0.04412	0.63126	0.14494	0	0	0.05229
Healthy	66.90504	11.5426	0	0.17368		66.90504	1.45453	11.5426	0	0.17368	0.15248	0	0	0	0
Healthy	1.76094	1.50484	0	0.81814		1.76094	34.3164	1.50484	0	0.81814	0	1.19718	0.17896	0	0.11784
Healthy	77.53896	0.06158	0	0		77.53896	0.87248	0.06158	0.35196	0	0.85468	0.03819	0	0	0
Healthy	7.16012	1.66306	0.04377	19.83488		7.16012	23.83988	1.66306	0	19.83488	0.07641	4.17157	0	0.04377	0
Healthy	20.66517	8.78375	0	1.05054		20.66517	7.23867	8.78375	1.88655	1.05054	0	0	0	0	0
Healthy	41.07074	2.05426	0	0.4134		41.07074	29.00089	2.05426	0.70036	0.4134	5.79825	0.05165	0.87851	0	0
Healthy	27.96579	0	0	0.1602		27.96579	24.05722	0	0.0041	0.1602	1.37364	0	0	0	0.00655
Healthy	69.93574	0.07433	0	0		69.93574	5.51617	0.07433	0.12044	0	0.24467	0	0	0	0
Healthy	30.96834	0.40548	0	0.7066		30.96834	25.07007	0.40548	0.99344	0.7066	0.13222	0.12035	1.2162	0	0.28309
Healthy	53.65126	0.28069	0	0		53.65126	6.33741	0.28069	1.0437	0	7.24791	0	0	0	0
Healthy	62.8	0	0	0		62.8	13.67274	0	0	0	0.17831	0	0	0	0
Healthy	68.59559	0	0	0.43515		68.59559	4.83223	0	0	0.43515	6.19596	0	0	0	0
Healthy	63.18419	0	0	0		63.18419	24.22755	0	0	0	2.98424	0.0663	0	0	0
Healthy	21.09517	0	0.76695	0.29468		21.09517	28.10445	0	0	0.29468	0	0.80749	1.80022	0.76695	0
Healthy	15.95491	0	0	0.31516		15.95491	15.54098	0	0	0.31516	1.21066	0	0	0	0
Healthy	57.7349	0	0	0		57.7349	30.3801	0	0	0	0	0	0	0	0
Healthy	36.7589	0.12575	0	0.08695		36.7589	27.86185	0.12575	0	0.08695	0.02934	0.89319	0	0	0.27214
Healthy	56.86951	0.18209	0	0.56351		56.86951	18.19148	0.18209	0	0.56351	0.24758	0.0065	2.6772	0	0
Healthy	58.40417	0.00906	0	0.14412		58.40417	20.76858	0.00906	0	0.14412	1.64733	5.14037	1.96463	0	0
D014376	55.87737	0.30032	9.66041	0.15029		55.87737	9.09597	0.30032	0	0.15029	1.12614	0.05552	0	9.66041	0
Healthy	82.74286	0.72617	0	0.06265		82.74286	1.53271	0.72617	0	0.06265	0.22701	0	0	0	0
Healthy	0.0113	82.805	8.82624	4.58809		0.0113	0	82.805	0	4.58809	0	0.44632	0	8.82624	0
Healthy	42.49249	0	0	0.53147		42.49249	18.27437	0	0.21708	0.53147	0.94444	0.3211	0.00205	0	0.12234
Healthy	64.67929	0	0	0		64.67929	19.2545	0	0	0	1.15823	0.04758	0	0	0
D014376	24.69055	0.01346	0	0.56201		24.69055	17.17401	0.01346	0.42956	0.56201	0.01867	0.13723	0.00649	0	0.0494
Healthy	66.61678	0	0	0.26127		66.61678	17.50598	0	0	0.26127	0.69383	0.00988	0	0	0.03922
Healthy	19.25327	0.27603	0	0.05104		19.25327	27.96496	0.27603	0	0.05104	0	1.38214	0.41895	0	0
Healthy	6.74321	0.18035	0	2.59891		6.74321	0.27299	0.18035	2.4118	2.59891	0	0.05739	0	0	0
Healthy	69.46398	0	0	0.5862		69.46398	5.07182	0	0	0.5862	5.9785	0	0	0	0
Healthy	42.84926	30.17302	0.01617	1.0077		42.84926	3.18816	30.17302	0.59191	1.0077	1.1171	0.02807	0	0.01617	0.03252
Healthy	62.42068	0	0	0		62.42068	16.50009	0	0	0	0.04775	0	0	0	0
Healthy	64.45509	0	0	0		64.45509	23.37176	0	0	0	3.08774	0.09143	0	0	0
Healthy	5.88306	0	0	0		5.88306	69.55627	0	0	0	0	3.02827	1.16794	0	0
Healthy	26.19194	0.1208	0	0.03881		26.19194	11.35727	0.1208	0	0.03881	1.66666	0.12452	0.14252	0	0.06238
Healthy	57.48656	0	0	0.19957		57.48656	12.19708	0	1.63701	0.19957	1.01856	0	0.01034	0	0
Healthy	32.68989	2.1448	0	2.29294		32.68989	17.53426	2.1448	0	2.29294	0.01796	0	0	0	0.1023
Healthy	59.43163	0.03912	0	0		59.43163	1.61941	0.03912	4.96987	0	0.25238	0	0	0	0
Healthy	7.70073	0	0	0.17413		7.70073	6.40014	0	0	0.17413	0	0.0345	0	0	0
Healthy	68.41298	0.60083	0	0.0456		68.41298	0.41168	0.60083	0.00221	0.0456	0.03376	0.40236	0.02071	0	0
Healthy	43.74143	0.07344	0.05944	0.08174		43.74143	10.12739	0.07344	0.07655	0.08174	0.35714	0.01682	0	0.05944	0.03708
Healthy	19.80319	0	0	0.01691		19.80319	4.60121	0	0	0.01691	0	0	0	0	0
Healthy	22.94598	1.36942	0	0.51558		22.94598	42.80271	1.36942	0	0.51558	0.00462	0	0	0	0.16096
Healthy	58.22365	0	0	0.18812		58.22365	23.17752	0	0	0.18812	0	4.52987	0	0	0
Healthy	38.86294	0.3845	0	0.25744		38.86294	19.29362	0.3845	4.6533	0.25744	0.02087	2.2781	0	0	0.00076
Healthy	13.12369	10.3109	0	0		13.12369	1.10433	10.3109	43.9572	0	0.25265	0.17695	0	0	0
Healthy	0.00985	93.33717	1.95362	0.40134		0.00985	0.11079	93.33717	0	0.40134	0.00158	0	0	1.95362	0
Healthy	44.97863	0	0	0.00515		44.97863	4.45262	0	7.07682	0.00515	0.25018	0.20636	0	0	0
Healthy	25.14386	0.15795	0	16.60397		25.14386	10.83284	0.15795	0	16.60397	0.00356	0.01362	0	0	0.00414
Healthy	35.31285	0.35545	0	0.54636		35.31285	17.9189	0.35545	1.63248	0.54636	0.32458	2.49719	0	0	2.10565
Healthy	36.11413	0.03997	0	0.04475		36.11413	42.31668	0.03997	0.00167	0.04475	0	0.06304	0	0	0
Healthy	77.08866	0.18092	0.00205	0.16847		77.08866	10.69293	0.18092	0	0.16847	0	0.25017	0	0.00205	0.09696
Healthy	63.73873	0.15005	0	0.00926		63.73873	6.58515	0.15005	0	0.00926	1.44825	0	0	0	0
Healthy	83.6596	0.12628	0.25332	0		83.6596	3.52614	0.12628	0	0	0.34439	0.03591	0	0.25332	0
Healthy	16.99597	0.3603	0	0.71023		16.99597	32.07273	0.3603	0	0.71023	0.16782	0.0226	0	0	0.00042
Healthy	16.26391	0.0382	0	0.06697		16.26391	24.18858	0.0382	0	0.06697	0.17961	2.58074	0.89326	0	0
Healthy	78.51763	0	0	0		78.51763	4.13482	0	0	0	0	0.29062	0.04011	0	0
Healthy	63.59761	0	0	0		63.59761	23.74565	0	0	0	3.21734	0.09975	0	0	0
Healthy	36.04103	0.09703	0	0		36.04103	11.5957	0.09703	0.02182	0	0	0.1009	0	0	0
Healthy	45.38754	0	0	2.7731		45.38754	23.7461	0	0.15338	2.7731	0	0.23356	0	0	0.03304
Healthy	0.00421	99.3324	0.59994	0		0.00421	0	99.3324	0	0	0	0	0	0.59994	0
Healthy	82.99465	0.55071	0	0.01218		82.99465	6.29628	0.55071	0	0.01218	0.02982	0	0	0	0
Healthy	36.25359	0.7624	0	0.15263		36.25359	9.17758	0.7624	0.14577	0.15263	0.00834	0.54942	0	0	0.15417
Healthy	63.32827	0	0	0		63.32827	14.61272	0	0	0	0.16061	0.05353	0	0	0
Healthy	20.864	0	0	0		20.864	2.98327	0	0	0	0	4.57667	6.80856	0	0
Healthy	58.84551	0	0	0		58.84551	6.81091	0	8.13114	0	0.35696	0	0	0	0
Healthy	66.80943	0.81014	0	0.04787		66.80943	4.22041	0.81014	0	0.04787	0	0.02503	0	0	0.15122
Healthy	70.63648	0	0	0		70.63648	4.69129	0	0	0	0.20796	0.36642	0	0	0
Healthy	73.14741	0.52748	0	0.04692		73.14741	1.72415	0.52748	0	0.04692	0.01046	0	0	0	0
Healthy	42.19125	0.04164	0	0.39195		42.19125	23.80849	0.04164	0.03008	0.39195	3.63964	0	0	0	0
Healthy	67.05309	0.09185	0	0.00362		67.05309	5.97067	0.09185	0.56197	0.00362	0.54442	0.00047	0	0	0
Healthy	77.87985	0.11803	0	0.02294		77.87985	0.69477	0.11803	0	0.02294	0.07572	0.02461	0	0	0
Healthy	83.57456	0.19074	0	0.24268		83.57456	4.99754	0.19074	1.37537	0.24268	0	0.00036	0	0	0.03091
Healthy	43.23673	0.35282	0	0.39834		43.23673	22.44835	0.35282	0	0.39834	0	7.07218	0	0	0
Healthy	21.21822	0.15676	0	0.02024		21.21822	22.19163	0.15676	0	0.02024	0.00571	0.03068	0	0	0.13131
Healthy	83.62879	0	0	0		83.62879	1.35342	0	0.05846	0	0.05599	0	0	0	0
Healthy	9.64181	1.36281	0.04414	19.59527		9.64181	22.92103	1.36281	0	19.59527	0.07199	4.08595	0	0.04414	0
Healthy	15.2001	0	0	0.58033		15.2001	50.82137	0	0	0.58033	0.10204	0.01137	0	0	0.36434
Healthy	6.84403	5.28272	0.57383	0.06682		6.84403	2.29972	5.28272	0	0.06682	0	0	0	0.57383	0.00864
Healthy	64.07225	1.18181	0.0012	0.06608		64.07225	20.32889	1.18181	0.02786	0.06608	1.37251	0	0	0.0012	0.00826
Healthy	24.68236	0.71467	0.02686	15.14235		24.68236	25.33694	0.71467	1.73321	15.14235	0.02924	0.21195	1.36651	0.02686	0.00257
Healthy	47.58464	3.12897	1.59893	0.2776		47.58464	9.96944	3.12897	0	0.2776	0	0.02608	0	1.59893	0.29017
Healthy	41.69468	0.12877	0.24298	0.10548		41.69468	14.53917	0.12877	7.46565	0.10548	0.07476	0.03567	0	0.24298	0.04687
Healthy	41.82928	0.05275	0	2.77653		41.82928	31.00509	0.05275	0.09818	2.77653	0.16469	0.17285	0	0	0.30967
Healthy	83.32758	0.12491	0.22161	0.00415		83.32758	3.40973	0.12491	0	0.00415	0.28935	0.03567	0	0.22161	0
Healthy	25.55658	1.31321	0	0.23305		25.55658	15.06191	1.31321	0	0.23305	0.0605	1.12563	0	0	0.49756
Healthy	45.19073	0.53268	0.01077	0.73901		45.19073	20.85388	0.53268	0	0.73901	2.01035	0	1.38538	0.01077	0.27633
Healthy	35.35294	0	0	0.20564		35.35294	5.77072	0	6.54328	0.20564	0.30027	0	0	0	0.01195
Healthy	40.45877	2.24622	0	0.47349		40.45877	29.14473	2.24622	0.76858	0.47349	5.82004	0.03848	0.88013	0	0
Healthy	39.76939	0.89265	0.00486	0.27132		39.76939	18.13691	0.89265	0.94624	0.27132	0.90663	0.06618	0	0.00486	0.02572
Healthy	40.0581	1.10372	0	0.90117		40.0581	12.8056	1.10372	2.87693	0.90117	1.58452	0.94072	0	0	0.01107
Healthy	7.38156	2.90729	0.45833	0.56721		7.38156	0	2.90729	0	0.56721	0	0	0	0.45833	0
Healthy	40.00541	1.44863	0	0.07445		40.00541	17.67872	1.44863	0.05151	0.07445	0.04528	0.31	0	0	0.37412
Healthy	67.45016	0	0.27252	0		67.45016	12.90721	0	0.11621	0	0	0	0	0.27252	0
Healthy	18.93339	0.04844	0	0.07384		18.93339	28.61221	0.04844	1.77402	0.07384	0.07849	0.04387	3.54093	0	0.04726
Healthy	33.38716	0.0546	0	0.68307		33.38716	13.96411	0.0546	0	0.68307	0.09861	1.22523	3.84709	0	0
Healthy	14.36023	1.10797	0	0.006		14.36023	21.23129	1.10797	5.50325	0.006	1.41746	0	1.79344	0	0.00279
Healthy	26.99455	0.01539	0	0.23414		26.99455	52.59742	0.01539	0.55641	0.23414	0.15098	0.72541	0	0	0.00373
Healthy	32.13403	1.15812	0	0		32.13403	10.98274	1.15812	0	0	0.02629	0.68012	12.4621	0	0.01007
Healthy	15.76133	0	0.00495	0.84631		15.76133	39.77654	0	0.93483	0.84631	0	1.96761	0	0.00495	0
Healthy	0.00116	7.46327	1.80175	1.33778		0.00116	39.62724	7.46327	0	1.33778	0.88337	3.71166	0	1.80175	0.66857
Healthy	21.72158	0.0274	0.01802	0.67221		21.72158	1.457	0.0274	0	0.67221	3.89876	0	0.11165	0.01802	0.00332
D014376	8.12851	31.5955	0	0.31213		8.12851	2.66086	31.5955	0	0.31213	0	0.27475	0	0	0.01922
Healthy	80.02181	0.23876	0.00428	0		80.02181	11.18939	0.23876	0	0	0.15155	0.00703	0	0.00428	0.00384
Healthy	92.37086	0.06106	0	0		92.37086	1.72893	0.06106	1.85231	0	0.50884	0	0	0	0
Healthy	36.46828	0	0	0		36.46828	38.8167	0	0	0	0	6.35549	0	0	0
Healthy	38.19224	7.74478	0	0.50239		38.19224	8.44434	7.74478	0.71933	0.50239	2.24124	0.08378	0	0	0.07496
Healthy	0.03814	87.6699	0.04741	4.6561		0.03814	0	87.6699	0	4.6561	0.04965	0	0	0.04741	0
Healthy	45.26473	1.01853	0.10447	0.78952		45.26473	24.73501	1.01853	0.01764	0.78952	1.83111	0.40302	1.23038	0.10447	0.28323
