group	Bacteroidales	Enterobacterales	Pseudomonadales	Lactobacillales		Bacteroidales	Lachnospirales	Enterobacterales	Verrucomicrobiales	Lactobacillales	Burkholderiales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	65.85363	0.01907	0	0.03075		65.85363	1.25511	0.01907	8.75589	0.03075	0.29865	0.0344	0	0	0
Healthy	83.9086	0.02321	0	0		83.9086	3.47848	0.02321	0	0	0	0.29861	0	0	0
Healthy	24.73693	0.48452	0	0.01196		24.73693	28.96229	0.48452	7.05557	0.01196	0.61386	0	1.1082	0	0
Healthy	37.09091	0.06028	0	0.00805		37.09091	13.54137	0.06028	0	0.00805	0.06137	0.28763	0	0	0.14442
Healthy	39.80066	0.0801	0.00133	1.05837		39.80066	17.25954	0.0801	0	1.05837	4.16061	0.00944	0	0.00133	0.1405
Healthy	19.20766	0.01108	0	0		19.20766	14.11581	0.01108	1.79223	0	0.68399	1.03404	0	0	0
Healthy	54.30005	0	0	0		54.30005	27.05577	0	6.14789	0	0	0	0	0	0
Healthy	14.62561	0	0	1.0904		14.62561	22.80186	0	0	1.0904	0	0	0	0	0.20503
Healthy	55.92545	0.29956	0.0115	0.31798		55.92545	5.90693	0.29956	0	0.31798	0.66943	0.05228	0	0.0115	0.03962
Healthy	46.6419	0.75786	0	0		46.6419	10.72894	0.75786	0.36559	0	0	6.5309	0	0	0.63571
Healthy	84.01858	0	0	0		84.01858	3.19691	0	0	0	0	0.27761	0	0	0
Healthy	38.49641	22.18081	0.00184	1.2022		38.49641	7.07441	22.18081	2.50516	1.2022	0.29426	1.97673	0	0.00184	0.03609
Healthy	30.3776	3.18917	0	30.42893		30.3776	4.0418	3.18917	0	30.42893	0	0	0	0	0.33598
Healthy	45.61098	0	0	0		45.61098	3.4899	0	0	0	0	0	0	0	0
Healthy	62.6273	0.10041	0	0.06107		62.6273	20.34868	0.10041	0	0.06107	5.11519	0.02544	0	0	0
Healthy	35.67643	1.5878	0	0.26183		35.67643	13.5242	1.5878	1.10551	0.26183	0	0.34724	0	0	0.31518
Healthy	24.77391	0.17777	0	0.3098		24.77391	24.25783	0.17777	0	0.3098	2.74871	0.03468	1.34773	0	0.02589
Healthy	65.50322	0.31627	0	0.29319		65.50322	6.08834	0.31627	0	0.29319	0.20062	0.11697	0	0	0
Healthy	55.82042	0.14181	0.01096	0.17301		55.82042	27.55006	0.14181	0	0.17301	0.26726	0.10696	4.72287	0.01096	0
Healthy	65.26184	0.00296	0	0.18547		65.26184	0	0.00296	0	0.18547	0	0.50535	0	0	0
Healthy	23.5388	0.01006	0	1.57639		23.5388	30.93704	0.01006	3.33021	1.57639	1.07478	0.7768	0	0	0.16522
Healthy	59.55566	0	0	0		59.55566	16.55109	0	0	0	0	0	0	0	0
Healthy	92.84776	4.36693	0	0.01707		92.84776	0.57635	4.36693	0.54846	0.01707	0	0	0	0	0
Healthy	71.64541	2.39681	0	0		71.64541	2.45895	2.39681	0	0	0.34776	0	0	0	0
Healthy	66.88997	1.00535	0	0		66.88997	2.29701	1.00535	0	0	0	0	0	0	0
Healthy	18.22271	1.29894	0	5.65194		18.22271	43.15563	1.29894	0	5.65194	0.13267	0.71584	0	0	0
Healthy	64.98923	11.8998	0	0.19721		64.98923	2.0341	11.8998	0	0.19721	0.15783	0	0	0	0
Healthy	48.62684	0	0	0.0103		48.62684	9.19371	0	2.1929	0.0103	0.21671	0	0.11234	0	0
Healthy	12.98923	10.014	0	0.00193		12.98923	0.38403	10.014	43.9338	0.00193	0.24068	0.17354	0	0	0
Healthy	8.73754	9.5299	0.73774	9.4777		8.73754	20.64043	9.5299	0	9.4777	0	3.2326	0	0.73774	0
Healthy	51.09131	0.2036	0.05372	0.21093		51.09131	24.04584	0.2036	2.10778	0.21093	0.08205	0.02231	0	0.05372	0.18738
Healthy	65.96314	2.91034	0	0.23444		65.96314	13.2101	2.91034	0	0.23444	1.20495	0	0	0	0
Healthy	80.92745	0.02984	0	0		80.92745	1.67644	0.02984	0	0	4.329	0	0	0	0
Healthy	24.87324	0	0	0.34528		24.87324	40.39967	0	10.7516	0.34528	0	0	0	0	0
Healthy	87.5923	0.03588	0	0		87.5923	0.47202	0.03588	0	0	0.00552	0	0	0	0
Healthy	91.9548	4.13304	0	0		91.9548	0.65051	4.13304	0.5846	0	0	0	0	0	0
Healthy	67.30225	0	0	0.00288		67.30225	8.96629	0	0.53104	0.00288	0.01735	0	0	0	0
Healthy	69.93581	0.1421	0	0		69.93581	4.66288	0.1421	0	0	0.23636	0.02861	0	0	0
Healthy	14.11977	0	0	0		14.11977	12.96484	0	0	0	0.08527	0.05895	1.57656	0	0.15516
Healthy	17.81893	1.86419	77.7156	0.71116		17.81893	0	1.86419	0	0.71116	0	0	0	77.7156	0
Healthy	86.33174	0	0	0		86.33174	0	0	0	0	0.30118	0	0	0	0
Healthy	40.76994	0	0	0		40.76994	11.56338	0	29.7937	0	0.26164	0.09676	0	0	0
Healthy	29.8191	0	0	1.4605		29.8191	10.77031	0	6.07064	1.4605	0.11919	0	0.00966	0	0.00649
Healthy	69.3746	0	0	0		69.3746	4.74488	0	0	0	0.24045	0.2803	0	0	0
Healthy	23.22308	1.84917	0	9.32115		23.22308	27.7372	1.84917	0.98327	9.32115	0.02352	5.43584	2.32279	0	0
Healthy	2.87138	0	0	0		2.87138	1.93201	0	0	0	0	0	0	0	0
Healthy	33.93413	1.57368	0	0.23423		33.93413	26.41635	1.57368	0.01772	0.23423	1.29475	0.00649	2.67787	0	0.01909
Healthy	54.92257	0.23566	2.35765	0.1242		54.92257	19.14214	0.23566	1.45081	0.1242	0.00722	0.00291	0.06406	2.35765	0.05917
Healthy	40.90707	2.26157	0.00957	0.44134		40.90707	28.95117	2.26157	0.74671	0.44134	5.87215	0.02612	0.85476	0.00957	0
Healthy	42.61863	1.63806	0	0.03109		42.61863	23.27727	1.63806	0	0.03109	0.02424	0.30242	0	0	0.55938
Healthy	64.0462	0.08197	0	0.0183		64.0462	6.6805	0.08197	0	0.0183	1.39296	0	0	0	0
Healthy	8.68713	77.2984	0.09237	2.62122		8.68713	1.69878	77.2984	0	2.62122	0	0.00061	0	0.09237	0
Healthy	34.57653	0	0	0		34.57653	13.96067	0	0.1712	0	0	2.74118	0	0	0
Healthy	27.98001	0.18071	0	1.75565		27.98001	44.45119	0.18071	0	1.75565	0	2.53339	2.37654	0	0
Healthy	56.32792	0.00945	0	0		56.32792	7.16031	0.00945	6.18736	0	2.03547	0.00747	0	0	0.08164
Healthy	80.95711	0.58478	0	0.09687		80.95711	1.54044	0.58478	0	0.09687	0.25185	0	0	0	0
Healthy	35.94443	0.10564	0	0.02305		35.94443	33.51811	0.10564	0	0.02305	0.00397	0	0	0	0.081
Healthy	69.60656	0.05765	0	0		69.60656	1.48738	0.05765	0	0	0.1336	0.02327	0	0	0
Healthy	2.48786	9.92646	0.33189	1.40283		2.48786	0.04822	9.92646	0	1.40283	0.15393	0	0	0.33189	0.00032
Healthy	58.01557	0.1135	0	0.70598		58.01557	13.11846	0.1135	0	0.70598	0.42497	0.29385	0	0	0.2242
Healthy	42.6898	0.86819	0	0		42.6898	21.60129	0.86819	0	0	0.03817	0.38366	0	0	0.0456
Healthy	12.0482	0	0	1.01297		12.0482	23.54448	0	0	1.01297	0	0	0	0	0.25889
Healthy	60.78524	0	0	0.17742		60.78524	10.31941	0	0	0.17742	3.16701	0	0	0	0
Healthy	15.93134	1.3884	0.49486	2.7439		15.93134	20.52769	1.3884	0	2.7439	0	0.3619	0	0.49486	0
Healthy	13.98049	0.20335	0	0.27861		13.98049	17.58457	0.20335	2.45662	0.27861	0.11625	0.74657	0.28523	0	0.02029
Healthy	48.27273	0.45542	0.0053	0.37362		48.27273	20.55581	0.45542	0.55249	0.37362	0.93434	0.11645	0	0.0053	0.01837
Healthy	64.67191	0	0	0.00399		64.67191	14.16387	0	0.01061	0.00399	0.01494	0.05151	0	0	0
Healthy	54.34622	1.00028	0	0		54.34622	0.81264	1.00028	7.07393	0	0.30854	0.33887	0	0	0
Healthy	38.06069	0	0	8.57927		38.06069	23.68743	0	0	8.57927	0.05722	0.6313	3.25716	0	0
Healthy	46.40154	0.01139	0	0		46.40154	19.90362	0.01139	1.17807	0	6.39631	0	1.39311	0	0
Healthy	69.81187	0.01982	0	0		69.81187	1.61093	0.01982	0	0	0.14096	0.03409	0	0	0
Healthy	68.66863	0	0	0		68.66863	5.1752	0	0	0	0.11941	0.29545	0	0	0
Healthy	62.75116	0	0	0		62.75116	13.85288	0	0	0	0.61452	1.14516	0	0	0
Healthy	50.2751	7.55457	0.1399	0.09589		50.2751	0	7.55457	0	0.09589	0.00509	1.34069	0	0.1399	0
Healthy	40.28616	10.54654	0.04349	0.1932		40.28616	8.28516	10.54654	1.16882	0.1932	2.13392	0.02936	0	0.04349	0.06063
Healthy	62.88804	0.92074	0	0		62.88804	20.62588	0.92074	0	0	1.42709	0.18937	0	0	0.03406
Healthy	76.47648	0.221	0	0.01269		76.47648	1.72788	0.221	0	0.01269	0.03153	0.09325	0	0	0
Healthy	74.627	0.04127	0	0		74.627	0.45797	0.04127	0.3822	0	0.36943	0.00428	0	0	0
Healthy	51.42544	0.02829	0	0		51.42544	6.10625	0.02829	0	0	0.04098	0	0	0	0
Healthy	67.06407	0.91502	0	0		67.06407	2.60477	0.91502	0	0	0	0	0	0	0
Healthy	60.82889	0.09197	0	0.05492		60.82889	21.15606	0.09197	0	0.05492	5.3442	0.01484	0	0	0
Healthy	86.81178	1.48694	0	0.07424		86.81178	4.06038	1.48694	0	0.07424	0.13223	0.01711	0	0	0
Healthy	48.55793	0.01115	0	0.1097		48.55793	12.34772	0.01115	0.18982	0.1097	2.20383	0.17118	0	0	0.01953
Healthy	7.31907	0	0	2.05809		7.31907	25.41698	0	14.1787	2.05809	0	0	0	0	0
Healthy	25.56865	0	0	2.13829		25.56865	32.64568	0	0.88722	2.13829	0.0246	1.40381	0	0	0
Healthy	50.74802	0.31808	0	0.04118		50.74802	15.68244	0.31808	2.78702	0.04118	0.41934	0.01402	0	0	0.01496
Healthy	38.94166	5.96187	1.87907	0.2262		38.94166	41.85287	5.96187	0.09708	0.2262	0.11315	0.01084	0	1.87907	0
Healthy	28.71889	13.17469	0	4.14504		28.71889	32.09044	13.17469	3.40381	4.14504	0.00206	1.27661	2.55659	0	1.1828
Healthy	30.04631	0	0	0.16711		30.04631	48.7524	0	0.74691	0.16711	0	1.77936	1.0336	0	0
Healthy	26.72493	0	0	0		26.72493	43.61226	0	1.39047	0	2.00692	1.16405	0	0	0
Healthy	80.57588	0.11192	0	0.40722		80.57588	5.93259	0.11192	0	0.40722	0.62357	0.0236	0	0	0
Healthy	66.88368	0	0	0.00541		66.88368	9.28142	0	0.62769	0.00541	0.03262	0	0	0	0
Healthy	15.49106	0	0	3.03464		15.49106	35.58038	0	0	3.03464	0	0	0	0	0
Healthy	65.74523	1.15375	0	0		65.74523	2.52501	1.15375	0	0	0	0	0	0	0
Healthy	88.54341	0.42786	0	0.24503		88.54341	1.15002	0.42786	0	0.24503	0.09614	0.02447	0	0	0
Healthy	38.53477	1.70243	0.00221	1.1701		38.53477	33.95497	1.70243	0	1.1701	0.42103	1.02876	0	0.00221	5.9266
Healthy	45.56493	0.38936	0	0.09968		45.56493	0.63738	0.38936	0.15443	0.09968	0.04306	0.55308	0.09824	0	0
Healthy	25.46761	0.80866	0	0		25.46761	11.51499	0.80866	1.23786	0	1.84863	0	0	0	0
Healthy	27.08035	0	0	0.18131		27.08035	22.82702	0	0	0.18131	1.47353	0	0	0	0.00231
Healthy	67.07715	0.04569	0	0.04032		67.07715	2.44034	0.04569	0	0.04032	5.88561	0	0	0	0
Healthy	79.59677	3.07745	0	0.08284		79.59677	12.00207	3.07745	0	0.08284	0.10274	0.02398	0	0	0
Healthy	10.48737	0.29525	2.54566	1.61373		10.48737	23.03604	0.29525	1.00434	1.61373	0	1.90826	0.66471	2.54566	0.4346
Healthy	70.9806	2.07969	0	0		70.9806	2.48131	2.07969	0	0	0.37989	0	0	0	0
Healthy	18.80944	2.75306	0	1.40402		18.80944	27.02578	2.75306	0	1.40402	0	0	0	0	0
Healthy	28.8121	0.09449	0	0		28.8121	27.28254	0.09449	0.22312	0	0.07436	0	0	0	0.77823
Healthy	64.81071	0	0	0		64.81071	19.70649	0	0	0	1.16749	0.07539	0	0	0
Healthy	85.39423	1.399	0	0		85.39423	10.06013	1.399	0	0	0	0	0	0	0
Healthy	60.68742	0.24804	0	0		60.68742	7.84032	0.24804	0	0	0.01735	0.17183	1.24016	0	0
Healthy	27.35827	2.07421	0.06487	0.03603		27.35827	30.39926	2.07421	0.89717	0.03603	0.0221	0.10226	0	0.06487	0.0007
Healthy	76.25237	0.09706	0	0		76.25237	8.4705	0.09706	0.03022	0	0.08897	0	0.16495	0	0
Healthy	31.55205	0	0	0		31.55205	17.08991	0	0	0	0	0	0	0	0
Healthy	22.85404	0	0	0.43477		22.85404	40.99906	0	0.08994	0.43477	0.00845	0.00516	0	0	0
Healthy	0.84417	2.30231	8.42604	2.50306		0.84417	36.68818	2.30231	0.53602	2.50306	0	0.00038	0	8.42604	0.02016
Healthy	26.60649	0.85456	0	0		26.60649	20.99256	0.85456	0	0	0.0026	0.42747	0	0	0.42088
Healthy	81.6959	0	0	0		81.6959	12.29415	0	0	0	0	0.52152	0	0	0
Healthy	19.46004	0	0	0.77597		19.46004	23.61941	0	0	0.77597	0.06878	0.68762	0.22735	0	0.05872
Healthy	1.0593	0	0	0		1.0593	2.21262	0	0	0	0	0	0	0	0
Healthy	45.89856	0.5421	0	0.08386		45.89856	0.57429	0.5421	0.14175	0.08386	0.02185	0.55441	0.06436	0	0
Healthy	41.50004	0.03561	0	0		41.50004	17.65966	0.03561	0	0	5.21258	0	0	0	0
Healthy	16.15155	19.4089	0.81899	0.22417		16.15155	5.33313	19.4089	2.17357	0.22417	0	1.93521	1.68488	0.81899	0
Healthy	50.36431	0	0	0.10111		50.36431	18.82662	0	0.00195	0.10111	0	0.51899	5.18	0	0
Healthy	69.39126	0	0	0		69.39126	5.10605	0	0	0	0.15717	0.28005	0	0	0
Healthy	80.88058	0.64238	0.00961	0.65049		80.88058	12.23176	0.64238	0	0.65049	0	0.17638	0	0.00961	0.10377
Healthy	77.87295	0.39583	0.16248	0.2874		77.87295	9.23465	0.39583	2.21179	0.2874	0.53882	0.06866	0.00354	0.16248	0.07969
Healthy	24.71545	0	0	0		24.71545	35.46094	0	0	0	0.25355	0	0	0	0
Healthy	35.63195	0.03	0	0.26246		35.63195	22.1625	0.03	0.58929	0.26246	0.23757	6.09462	3.13391	0	0
Healthy	70.99252	0	0	0.08932		70.99252	3.72731	0	0	0.08932	3.24403	0.18301	0	0	0
Healthy	44.1636	0.47582	0	0.03414		44.1636	17.81643	0.47582	0	0.03414	0.19732	0	0	0	0
Healthy	92.47901	4.53415	0	0		92.47901	0.63088	4.53415	0.51403	0	0	0	0	0	0
Healthy	56.09489	0	0	0		56.09489	10.51845	0	0	0	4.74194	0	0	0	0
Healthy	66.2303	2.7571	0	0.20951		66.2303	13.35752	2.7571	0	0.20951	1.10957	0	0	0	0
Healthy	41.8416	0.12373	0	0		41.8416	0.97368	0.12373	10.9796	0	1.04682	0	10.5536	0	0
Healthy	20.75023	0	0	0.42642		20.75023	13.71249	0	0.41073	0.42642	0.12538	0	0.21907	0	0
Healthy	87.7612	1.53536	0	0.06726		87.7612	3.42316	1.53536	0	0.06726	0.11023	0.03171	0	0	0
Healthy	57.5046	0.20751	0	0.27211		57.5046	5.991	0.20751	0	0.27211	0.00381	0.00479	0	0	0
Healthy	16.91489	2.01148	0.51495	2.64924		16.91489	45.26128	2.01148	0	2.64924	0.02597	0.00183	1.09308	0.51495	0.41982
Healthy	32.23104	0	0	0.00069		32.23104	16.22241	0	0.04302	0.00069	0.03603	0.30169	0	0	0.00031
Healthy	55.35614	0.45777	0	0		55.35614	31.60651	0.45777	0	0	0.03172	0	0	0	0
Healthy	60.41193	5.44491	0	0		60.41193	1.37921	5.44491	0.58013	0	1.42702	0	0	0	0
Healthy	26.77579	1.8414	0	0.55472		26.77579	19.00012	1.8414	0	0.55472	0.03924	0.52873	0	0	0.38722
Healthy	67.44375	1.20195	0	0		67.44375	2.28573	1.20195	0	0	0	0	0	0	0
Healthy	66.12035	0.84789	0	0		66.12035	5.53462	0.84789	0	0	0	0	0	0	0.34577
Healthy	70.13297	0.22271	0	0.00177		70.13297	5.55094	0.22271	0.13626	0.00177	0.23241	0	0	0	0
Healthy	56.39179	0.05389	0	0.20327		56.39179	5.87078	0.05389	0	0.20327	0.00574	0.00951	0	0	0
Healthy	23.30865	0.846	0	0		23.30865	31.25844	0.846	0	0	0.0336	0.42068	0	0	0.35653
Healthy	22.89065	1.2167	0.39466	2.81321		22.89065	22.10185	1.2167	2.84965	2.81321	0	0	0	0.39466	0
Healthy	19.52397	0	0	0		19.52397	69.83677	0	0	0	0.22402	0	0	0	0
Healthy	63.77111	2.14854	0	0.21223		63.77111	9.86494	2.14854	0	0.21223	0.01662	0.2238	0	0	0.24409
Healthy	67.86063	0.04879	0.01062	0.01202		67.86063	2.41508	0.04879	0.56547	0.01202	0.02925	0	0	0.01062	0
Healthy	60.69024	3.60249	0	0		60.69024	13.47566	3.60249	0	0	0.31371	0	0	0	0
Healthy	68.7163	0	0	0		68.7163	0	0	0	0	0	0	0	0	0
D014376	62.06387	3.35583	0.00537	0.15878		62.06387	4.95527	3.35583	0	0.15878	0.02995	0.09238	0.13937	0.00537	0
Healthy	8.95235	0	0	0		8.95235	23.52533	0	9.41662	0	0.01271	2.52225	0	0	0.05978
Healthy	53.88338	0.0051	0.10895	0.01747		53.88338	7.05512	0.0051	12.8248	0.01747	0.06781	0.11142	0	0.10895	0
Healthy	59.47556	0	0	0.02346		59.47556	8.92962	0	0	0.02346	11.6155	0	0	0	0
Healthy	66.96559	0.73037	0	2.23373		66.96559	14.21606	0.73037	0.12452	2.23373	0.69891	0.08251	0	0	0.21753
Healthy	54.39563	0	0	0		54.39563	10.11818	0	0	0	2.52426	0	0	0	0
Healthy	22.01124	1.86595	0	0.32283		22.01124	21.72554	1.86595	0.89803	0.32283	1.37103	0	0	0	0.19056
Healthy	62.88602	0	0	0.06128		62.88602	17.04743	0	0.83565	0.06128	0.00657	0	0	0	0.22324
Healthy	77.74572	0.027	0	0		77.74572	3.17894	0.027	0	0	5.64129	0.05228	0	0	0
Healthy	77.15751	0.07842	0	0		77.15751	3.146	0.07842	0	0	0.18971	0.1265	0	0	0
Healthy	13.35234	10.6542	0	0.01202		13.35234	0.38565	10.6542	44.3211	0.01202	0.23267	0.16398	0	0	0
Healthy	12.31931	3.55218	3.52757	3.34539		12.31931	0	3.55218	0	3.34539	0	0.17772	0	3.52757	0.01881
Healthy	61.52629	0.04316	0	0		61.52629	1.9568	0.04316	0.70898	0	0.00587	0	0	0	0
Healthy	41.3138	0	0	0		41.3138	29.47953	0	0	0	0	1.18947	0	0	0
Healthy	26.0167	1.00904	0	0.0203		26.0167	30.42778	1.00904	0	0.0203	0	0.06983	0	0	0.03699
Healthy	8.23024	0	0	2.63975		8.23024	5.01193	0	0.02197	2.63975	0	0.15696	0	0	0.13719
Healthy	59.19358	4.29323	0.19873	0.06942		59.19358	0.00652	4.29323	0	0.06942	0	0	0	0.19873	0
Healthy	39.1705	5.59311	0	0.67212		39.1705	36.63131	5.59311	0	0.67212	0.03579	0	0	0	0
Healthy	33.35905	0.04674	0	0.02675		33.35905	11.14217	0.04674	0.05676	0.02675	0.08368	0.17496	0	0	0.03757
Healthy	17.70602	2.06757	0.60344	2.54226		17.70602	43.84906	2.06757	0	2.54226	0.01483	0	1.1635	0.60344	0.45812
Healthy	15.74507	0	0	0		15.74507	10.84159	0	0	0	0	0	0	0	0
Healthy	62.55839	0	0	0.10091		62.55839	24.305	0	0.07577	0.10091	0	0	0	0	0.66563
Healthy	57.60587	0	0.02173	0.31322		57.60587	4.2111	0	0	0.31322	0.26719	0	0	0.02173	0
Healthy	62.10895	0.13135	0	0.0782		62.10895	21.03439	0.13135	0	0.0782	5.03773	0.02457	0	0	0
Healthy	43.68784	0	0	0.01606		43.68784	1.23217	0	0	0.01606	0.12874	0	0	0	0
Healthy	37.00331	0.25682	0	0.05262		37.00331	36.2769	0.25682	0	0.05262	0.04164	0	0	0	0
Healthy	54.07795	0	0	0		54.07795	9.67989	0	0	0	0	0	0	0	0
Healthy	26.73081	0	0	0.27659		26.73081	31.8156	0	0	0.27659	0.03047	0	0	0	0
Healthy	60.91644	0.69592	0	0.4411		60.91644	7.41093	0.69592	5.85149	0.4411	2.30368	0.07281	0.26428	0	0
Healthy	48.31568	0.03994	0	0		48.31568	6.17621	0.03994	5.88994	0	0.14103	0.028	0	0	0
Healthy	64.79763	1.60077	0	0.01043		64.79763	2.09958	1.60077	0.00115	0.01043	0.06611	0.2326	0.00033	0	0.00249
Healthy	28.3397	0.23021	0	1.15081		28.3397	21.33534	0.23021	1.90163	1.15081	0.00081	0.213	0	0	0.00723
Healthy	77.32999	0.14131	0	0.02591		77.32999	0.76121	0.14131	0	0.02591	0.06954	0.02083	0	0	0
Healthy	70.34527	0.06081	0	0.00189		70.34527	5.72513	0.06081	0.10717	0.00189	0.21323	0	0	0	0
Healthy	49.0545	0.33905	0	0		49.0545	15.12293	0.33905	1.29381	0	0	0	0	0	0
Healthy	69.79397	1.9574	0.09955	0.02336		69.79397	9.78814	1.9574	0	0.02336	0.02574	1.03528	0	0.09955	0.02518
Healthy	67.81815	0.37751	0	0.14163		67.81815	20.0574	0.37751	0	0.14163	0	1.00309	0	0	0.04211
Healthy	65.5694	12.8743	0	0.17968		65.5694	1.70546	12.8743	0	0.17968	0.17461	0	0	0	0
Healthy	68.45521	0.1014	0	0.01799		68.45521	2.70959	0.1014	0	0.01799	5.87112	0	0	0	0
Healthy	38.97581	0.03899	0	0.11371		38.97581	27.26938	0.03899	0.18045	0.11371	0.38063	2.07139	0	0	0.00795
Healthy	69.30138	0.10583	0	0.01821		69.30138	2.42962	0.10583	0	0.01821	6.01781	0	0	0	0
Healthy	1.60432	0	0	7.76499		1.60432	20.09009	0	0	7.76499	0	1.2599	5.0336	0	0
Healthy	48.44869	0.02492	0	0		48.44869	6.18849	0.02492	5.94372	0	0.13661	0.03168	0	0	0
Healthy	86.81948	1.85023	0	0.07795		86.81948	3.74794	1.85023	0	0.07795	0.07455	0.02781	0	0	0
Healthy	12.2298	0	0	0		12.2298	5.6304	0	10.6627	0	0.50243	0	0	0	0
Healthy	12.06736	0.0587	0	0.34531		12.06736	35.85053	0.0587	0.55245	0.34531	0.46794	0.04525	0	0	0.02881
Healthy	29.37652	0	0	0.12738		29.37652	6.11296	0	23.5265	0.12738	0	0.23185	2.59134	0	0
Healthy	11.17298	0	0	0		11.17298	43.90919	0	0	0	0	0	0	0	0
Healthy	69.41041	0.06901	0	0		69.41041	1.57102	0.06901	0	0	0.14429	0.02955	0	0	0
Healthy	15.44434	0	0	0.35331		15.44434	23.18683	0	0	0.35331	0	0.46577	1.90138	0	0
Healthy	67.72931	0.60334	0	0.05261		67.72931	0.32418	0.60334	0.00985	0.05261	0.02935	0.31144	0.03559	0	0
Healthy	0.0051	98.78012	0	0		0.0051	0	98.78012	0	0	0	0.01169	0	0	0
Healthy	60.07223	0	0	0.02622		60.07223	4.27275	0	0	0.02622	0.00159	0.002	0	0	0
Healthy	26.39939	0.08659	0	0.29646		26.39939	1.2422	0.08659	0.43209	0.29646	0	0.7685	0.00862	0	0
Healthy	66.30708	0	0	0.0626		66.30708	3.03737	0	10.5133	0.0626	0.09483	0.03311	0.92096	0	0
Healthy	69.02422	0.06642	0	0		69.02422	0.98848	0.06642	0	0	0.03685	0.45071	0	0	0
Healthy	64.42086	0	0	0.00226		64.42086	19.22917	0	0	0.00226	1.09687	0.08966	0	0	0
Healthy	15.55609	0	0	1.81947		15.55609	29.9519	0	0.00206	1.81947	0.25217	0.04769	0	0	0
Healthy	76.65911	0.10839	0	0.02218		76.65911	0.70725	0.10839	0	0.02218	0.06927	0.02631	0	0	0
Healthy	52.02453	0.05429	0	0		52.02453	8.03962	0.05429	5.54787	0	0.39124	0	0	0	0
Healthy	10.94183	0.03932	0	0		10.94183	5.41206	0.03932	11.9466	0	0.37716	0	0	0	0
Healthy	9.58545	0	0	0.32345		9.58545	25.39822	0	0.91338	0.32345	0	0	0.2767	0	0
D014376	55.60353	9.26442	0	0.02388		55.60353	5.02306	9.26442	0	0.02388	0.15346	0.13312	0	0	0
Healthy	24.65919	18.7087	0.00594	0.74496		24.65919	10.57816	18.7087	5.55483	0.74496	0.00128	0.05768	0	0.00594	0
Healthy	80.04586	0.02277	0	0		80.04586	1.59744	0.02277	0	0	4.27383	0	0	0	0
Healthy	67.13567	0.0278	0	0.02136		67.13567	8.83503	0.0278	0.58248	0.02136	0.00294	0	0	0	0
Healthy	67.41444	0.08366	0	0.01061		67.41444	9.14533	0.08366	0.54782	0.01061	0.32872	0	0	0	0
Healthy	42.27842	0.7789	0	1.08101		42.27842	35.9601	0.7789	0	1.08101	0	0.96957	0.55058	0	0.28653
Healthy	55.64763	0.93792	0	0		55.64763	4.02704	0.93792	6.98413	0	0.24397	0.2707	0	0	0
Healthy	30.28015	0	0	0.08707		30.28015	6.21473	0	23.0526	0.08707	0.01322	0.28806	2.61111	0	0
Healthy	4.60152	0	0	0.01654		4.60152	23.18369	0	1.17037	0.01654	0	0	0	0	0
Healthy	63.84875	0	0	0		63.84875	14.66232	0	0	0	0.17701	0.08549	0	0	0
Healthy	45.58241	0.40305	0	0.11909		45.58241	0.69034	0.40305	0.14643	0.11909	0.00292	0.56378	0.0337	0	0
Healthy	48.56843	0.07667	0	0		48.56843	6.51314	0.07667	6.15939	0	0.15297	0.03337	0	0	0
Healthy	6.64501	0	0	1.55162		6.64501	2.74978	0	0	1.55162	0	0	0	0	0
Healthy	78.67341	0	0	0		78.67341	3.69966	0	0	0	0	0.31397	0.04113	0	0
Healthy	11.67897	0.00291	0.32525	3.48619		11.67897	47.86065	0.00291	0.72467	3.48619	0.00502	1.2137	0	0.32525	0.00452
Healthy	66.55142	0.83258	0	0		66.55142	2.28218	0.83258	0	0	0	0	0	0	0
Healthy	47.27326	0.06156	0	0		47.27326	6.24883	0.06156	5.82754	0	0.12334	0.03381	0	0	0
Healthy	9.6557	1.45409	0	14.98731		9.6557	18.1754	1.45409	0	14.98731	0	2.47771	0	0	0
Healthy	31.27239	0.16735	0	0.00633		31.27239	8.60718	0.16735	0.05007	0.00633	0.01774	0.03415	0	0	0
Healthy	38.73967	0	0	0.22494		38.73967	6.81285	0	0.22973	0.22494	0.05111	1.91959	3.05144	0	0
Healthy	47.96941	7.05349	0	0.06733		47.96941	26.96077	7.05349	0	0.06733	0.05886	1.75192	0	0	0
Healthy	10.74105	0	0	0		10.74105	28.894	0	2.25271	0	0	6.64053	0	0	0.36995
Healthy	25.8744	0.33911	0.00818	0.64308		25.8744	46.93193	0.33911	0.43301	0.64308	0.00934	0.35502	0	0.00818	0.02577
Healthy	46.93403	0.00788	0	0.82044		46.93403	0.01859	0.00788	0	0.82044	0.00468	0	0	0	0.00074
Healthy	28.91381	0.52389	0	0.29673		28.91381	16.79701	0.52389	0.07339	0.29673	0.09601	0.1488	0	0	0.28392
Healthy	50.11589	0	0	0		50.11589	28.05617	0	0	0	0	0	0.9355	0	0
Healthy	44.43514	0.76572	0	0.21919		44.43514	8.12301	0.76572	0.21883	0.21919	4.12994	0.47264	0	0	0
Healthy	53.13198	0.62791	0.00214	0.14799		53.13198	7.85219	0.62791	0	0.14799	0.55197	0.28647	0.09208	0.00214	0.08853
