o	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Coriobacteriales	Verrucomicrobiales	Acidaminococcales	Methanobacteriales	Pseudomonadales	Bacteroidales	Veillonellales	Burkholderiales	Desulfovibrionales
Healthy	1.38521505368669	1.00225680037738	-0.134055504776084	0.916539746135716	0.649959559556279	0.281437913942558	0.282637971020317	-5	-5	1.4572182964768	-5	-5	-5
Healthy	1.15030933150951	0.160048139552875	-0.0495231782974773	-5	-0.599479279121621	-5	-5	-5	-5	1.8048123058785	-2.61798295742513	-0.805430160771357	-1.18615224577115
Healthy	0.930982632957629	1.43732001753566	-5	-0.846063245539065	-1.78727984558216	-1.60572347323218	-5	-5	-5	1.72528954175842	-5	0.108751013469221	-1.43168091490489
Healthy	-0.10248836942489	0.21122202503539	-1.06393888339001	-5	-5	-5	-5	-5	-5	1.89877436594448	0.510365357434573	-0.583858968831671	-5
Healthy	0.663210772256511	0.72309347214351	-5	-0.669342765288606	-5	1.30133411244408	0.00220927298801476	-0.262688062010375	-5	1.4858262973554	-5	-1.47925452848052	-0.183427303973897
Healthy	1.41992420732692	0.384636518410445	-5	-1.65150042971616	-5	-2.41566877563247	0.394768530140121	-5	-5	1.75018158681695	-5	-1.83120797968582	-5
Healthy	0.518965108499921	0.407616916750889	-5	-5	-0.991357252434715	-5	-5	-5	-5	1.64796730935212	-5	-0.999088937868777	-1.24123945609002
Healthy	1.38272503194164	0.0911250702741142	-1.02122621566988	-5	-1.15851539066461	0.0558597642979701	-1.93404701968613	1.19431477032722	-5	1.59439929128072	-0.228280266826629	-5	-1.57528166266843
Healthy	1.10938143304344	0.57601176039378	-5	-5	-5	-5	-5	-0.48537256758866	-5	1.61538794443253	-5	-1.39404884243513	-5
Healthy	0.607349921956901	0.55572426305758	-0.65380355627079	-1.20453710560962	-5	-5	-5	-5	-5	1.93830958188606	-5	-1.09550084460218	-1.0073581301216
Healthy	1.77027099352016	0.970597429985983	-5	-0.938698343793955	-5	-2.0301183562535	-5	0.506717392419689	-5	1.09571109663366	0.710003908849681	-5	-5
Healthy	1.32457216273805	0.906902056223594	0.637304564516816	-0.633838632195809	-0.600793699328692	-0.331409099963166	0.746012666595079	-0.947459954065977	-5	1.50889100939141	-5	0.0608488730388074	-2.72124639904717
Healthy	1.16226322313118	0.486181024424071	-0.00236464487350495	-5	-0.599945788725126	-5	-5	-5	-5	1.80736608036384	-5	-0.720835156937729	-1.2143143317191
Healthy	0.475268662137219	0.58623500074467	-0.207181230830761	-5	-0.719763190390311	-5	-5	-5	-5	1.88332170105324	0.815167165939307	-0.524474084960719	-0.998699066979582
Healthy	1.20174796898831	0.939670480570701	1.35339280128144	1.19620051148431	0.451102996833693	-5	-5	0.0200254863257827	-5	0.990601217280949	0.379401614039029	-5	-5
Healthy	1.17840854131628	0.615904832201299	0.704108458618344	-0.329717029325588	0.239269440429388	-5	0.335862919556807	-5	-1.80631897045872	1.62516320091162	-2.32422165832591	0.953714279257453	-1.43937612545007
Healthy	1.18364189600174	0.937298683484222	0.267267966786495	-0.313042150210682	-0.529913071591167	-0.326693345517798	-5	-0.840192267030569	-5	1.62459640714877	0.290154860877573	0.461566051774079	-1.31776464309744
Healthy	1.2924669631781	1.67409011195854	0.62824277814123	-5	0.554577584745201	1.24120543551533	-5	-5	-5	-5	-5	-5	-5
Healthy	1.39013799293718	1.29733410251441	-5	-0.928191608166871	-5	-5	-5	-0.816616257947305	-5	1.51593567331112	0.730292813229569	-5	-5
Healthy	1.01873876814131	0.00733376378045868	-5	-2.05403929642243	-1.52900183033913	-5	-5	-5	-5	1.75200486245167	-2.88605664769316	-1.37571790416433	-1.44213203843198
Healthy	0.52023716615483	0.324535548461467	-0.30756731148585	-5	-0.500381640299993	-5	-5	-5	-5	1.87756621627172	-5	0.774801536086167	-0.69216179584344
Healthy	0.469372767370689	0.642089420697162	-0.411392195257313	-5	-5	-5	-5	-5	-5	1.83470604885608	0.802783300182877	-0.890826578574528	-5
Healthy	0.650437694808689	1.29274150073038	-5	-1.96217524941166	-0.674217602484195	0.282975385635692	-5	-1.70289634985074	-5	1.72075193832482	-0.647335200348899	0.152893488130231	-1.03428102975578
Healthy	0.670205020049456	0.851485834970511	-5	-5	-5	-0.264648654831209	-5	-0.21511893041391	-5	1.52954173713065	1.0643010907268	-0.425101010741054	-5
Healthy	0.695893010680155	0.953886724819663	0.714166239729455	-0.561172961277832	-2.43297363384094	-5	-5	-5	-5	1.75082293228829	-1.708409174342	-2.45469288353418	-5
Healthy	-0.189042023178671	0.169885946838611	-5	-5	-5	-0.27043027369803	-5	-5	-5	1.96448266164724	-5	-5	-5
Healthy	0.553113231116504	-5	1.23110599699788	-0.0606355235665811	0.603946156265205	-5	-5	-5	-5	1.83533284451337	-0.885322308989122	-0.108601940332774	-5
Healthy	1.41534968477539	1.14957133353778	0.992401068294658	-0.267027566564563	-0.690433704106227	-5	-5	-5	-5	1.30595723893257	0.610621841297843	-2.1681302257195	-1.17947015147648
Healthy	1.20227438660659	1.2490950931314	-0.135524518308971	0.359383884802275	0.045334716316743	-0.0582550850508751	0.352346553933043	-5	-5	1.54381968098756	-5	-2.03105031901866	-0.548014111051091
Healthy	1.14197781774328	0.871910199999814	0.412347969086344	-5	-0.35269528819389	0.263893965288644	-5	-0.265648292705235	-5	1.73847446323237	-5	0.0660723575773765	-5
Healthy	1.32948127216788	1.20766802188794	0.700916486615219	0.459791915265038	-5	0.484443631089704	-5	0.487042169301616	-0.596570604471036	1.36182601323736	0.11326800066423	-5	-5
Healthy	0.73885267074137	0.652695878719575	-5	-5	-5	0.886332206961341	-5	-5	-5	1.81557104127818	-5	-0.982215646903322	-5
Healthy	1.37792646290564	0.610272531347515	-5	-5	-5	-5	-5	-5	-5	1.80659974738529	-5	0.502611451159221	-0.611987656635809
Healthy	1.13642724009451	0.586540047260709	-0.29654525468797	-0.703290943824397	-5	-5	-5	-5	-5	1.82034604693572	0.679156150418852	0.0322116708328178	-1.70929775671215
Healthy	1.37641105407678	0.602946133142675	-5	-5	-1.17360121781238	-5	-5	-5	-5	1.80709733368615	-5	0.478795846393972	-0.47134035476501
Healthy	1.44614136872917	1.34160622986065	0.113863167462118	0.322417783988701	0.192305348063851	-2.24641694110709	0.209772298010999	-5	-1.51470456127391	1.27180072983809	-5	-5	-5
Healthy	1.49042119918512	1.2234136430572	-5	-1.10779405402423	-0.454062315358118	0.0729700598663302	-5	-5	-0.946076849451425	1.15068829785399	-5	-0.790377765488449	-1.38700434396765
Healthy	0.765563506854856	0.432853891032061	-2.17392519729917	-1.19348086591929	-0.502144659868822	-5	-5	-5	-5	1.88378086390612	-5	-5	-1.35872424276809
Healthy	0.882307051669907	0.927850080667718	-0.868060704789575	-5	-0.63520519282589	0.728773262075445	-5	-5	-5	1.72431978848234	-5	-0.408868583576876	-0.488584592791225
D000236	1.27270561958022	0.369896460900478	-0.252728059010605	1.77046266514773	-0.575069385550122	0.124644402379828	-2.89619627904404	0.776999568137476	-5	0.573480812688805	-1.08254700807034	-5	-1.28008893580166
Healthy	1.551626729622	1.38699949790907	0.0477692531390001	0.161790110980509	-0.821425896620075	-1.56815395430127	0.183022011540843	0.231161091024965	-5	1.11381404693274	-5	-1.38679264789624	-5
Healthy	1.40617061746175	1.33364976368998	0.0808680952038701	0.915040324917834	0.033656925103955	-5	-5	-0.0889756308628182	-5	1.39572851907407	-0.844026655260098	-0.669647113322671	-1.02204787879854
Healthy	0.935419088040315	1.46594201729625	-5	-5	-0.158196449630666	-5	0.431217366161445	0.965423732012489	-5	1.45847346578167	-5	-5	-5
Healthy	1.29868652855455	1.09007561799234	-1.26576039556454	-0.897394805873433	-0.469441740548347	1.17337597576964	-5	-5	1.06230402202893	1.38524099095837	-2.50723961097316	-1.39501837039257	-2.67162039656126
Healthy	0.893840515857534	0.878369535959841	-5	-1.3624102141613	-0.00411921333117029	-0.542814743446332	-5	-5	-5	1.87640133744105	-5	-5	-5
Healthy	1.14300542689074	0.944730346774593	-2.69680394257951	-1.29679462930451	-1.2023170650851	-5	-5	-5	-1.21881927906274	1.7969396528931	-1.56431486205837	-0.509535840934991	-1.66675430103804
D000236	1.68518163018958	1.06182591729852	0.84889327333	0.437869422780598	-0.752665149342544	-5	-5	-5	-5	1.36998558360654	-5	-5	-5
Healthy	1.67615566574379	0.575396856595708	-0.800903343694384	-0.44859880190154	-5	-5	-5	-0.0475805228014692	-1.19511125537761	1.53049988536732	-5	-0.403523863983911	-5
Healthy	0.869975838229862	0.811146531960314	-0.0571390860764773	-0.369907892159408	-5	0.75925828187544	-0.609860061532377	-5	-5	1.78416143648639	-0.88365796081166	0.37834338357477	-5
Healthy	0.312469327661736	0.802272800986002	-5	-2.53461714855158	-5	-5	-5	-5	-5	1.88066745045934	0.430155711970019	-1.88572270343841	-2.14146280243036
Healthy	1.28569365157067	1.52245714477197	0.745788135552397	-0.109936848640175	-0.440428497217558	-5	-5	-5	-3.4089353929735	1.35191143376754	0.673693496385959	-0.735985420019022	-5
Healthy	1.24119746047586	0.663782877786846	0.907689155879493	0.37579342575089	0.00338297259828993	0.676698181121668	-5	-2.14508697769214	-5	1.64240941377882	-0.823069915549494	-2.36251027048749	-1.04793440981495
Healthy	0.449592550406728	0.645259132640516	-1.05522131887649	-1.29413628771608	-0.710946442407359	1.01338122771052	-0.0696113817556782	-5	-5	1.8297739717221	-5	-1.09178314691061	-0.711192052516521
Healthy	-0.0837092715592769	0.804686557679567	-1.65600093094284	-5	-0.160239219038679	0.855072517386656	-5	-5	-5	1.73645522766992	0.968602946685977	-0.566694301291877	-0.747244028911427
Healthy	1.11902151823587	1.58245325704891	0.362126071357915	-1.57121748850305	-0.386433001228715	-1.49620931694282	-0.71545647704125	-1.22929523178422	-5	1.56350540995057	-0.565494967497926	0.269157891804425	-0.829591588274682
Healthy	1.476703841958	1.73721038001092	-5	-5	0.566215868865457	-5	-0.581019618754964	0.317892088957648	-5	0.341693638960031	-5	-5	-5
D000236	1.16187717599088	1.2234523276112	0.516618655262864	-0.9864886665341	0.77730645031028	-5	0.59387174789585	-0.106265971553095	-5	1.38508910173798	-5	-5	-5
Healthy	1.20307968815886	1.2967005026701	-5	-0.571444079748325	0.00429987352362671	-5	0.148340395018277	-0.145499632122898	-5	1.60285044751201	-5	-5	-5
Healthy	0.523729562805153	1.23733584027878	-2.49620931694282	-1.73306308884083	-0.325368462482923	-5	-5	-5	-5	1.75732715880553	-5	-0.408023219601713	-5
