o	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Coriobacteriales	Verrucomicrobiales	Acidaminococcales	Methanobacteriales	Pseudomonadales	Bacteroidales	Veillonellales	Burkholderiales	Desulfovibrionales
Healthy	0.0663632022584946	0.753748472904391	-1.78251605578609	-5	0.157293537030964	1.63962801034967	-5	-5	-5	1.12037516310008	0.418049261100667	-0.529192738698152	-0.154722075245364
Healthy	1.10768268611987	0.0290345782176112	-5	-5	-5	-5	-5	-5	-5	1.85877539268605	0.579395987303872	-1.28075160155205	-5
D000236	1.50655644116987	0.836171516057374	-5	-0.953895212753961	-5	0.256958152560932	0.319701373992144	-5	-5	1.60505582108556	-2.12436006299583	-0.170246081075025	-1.17153345264732
Healthy	1.36023431905514	0.934525215078808	1.06915174168895	1.29215147355978	0.164778018227981	-5	-5	0.181363312790112	-1.35506929208641	0.98415901952031	0.289330260727835	-1.14266750356873	-2.27572413039921
Healthy	0.72205859495003	0.443518011668105	-5	-5	-5	-5	-5	-5	-5	1.76248500077786	-5	-5	-5
Healthy	1.70604645367476	1.01609190505725	-0.13519829994923	-0.236317494607645	-0.448415830639588	-5	-5	-0.385387487727353	-5	1.18184673085399	-5	-0.991186990947911	-2.12784372725171
Healthy	-0.348131049753465	0.440548593956687	0.256147450368233	-5	-5	-5	-5	-5	-5	0.753566207633706	0.279527783292017	-5	-5
Healthy	1.30811387953058	0.873017594629827	-0.814231266566387	-1.17986424812957	-0.639558066897362	-1.5548630312867	-5	-5	-2.91721462968355	1.80667004299012	-1.91757369913923	0.137518681593061	-0.603260301288771
Healthy	0.361676850629212	-5	1.87064550947986	-1.17502853887631	0.676716466627682	-5	-5	-5	-0.241209182172619	0.835312539111101	-1.63808338133136	-5	-5
Healthy	1.4037543343875	0.13614641187373	0.101042147971292	1.18019356704668	0.374000055530311	0.238853691809097	0.135615992286327	-5	-1.57073233356683	1.392386858299	0.833795200043835	-1.5338741295818	-5
Healthy	1.30706473841213	0.788509872400148	-0.0907114758377493	-0.169411331314856	-5	-2.79860287567955	0.529330239490453	-5	-5	1.67342301960269	0.0235939977382082	0.783824284719325	-5
Healthy	0.684733184327011	0.408058405844381	-0.419576861588155	-5	-5	-5	-5	-5	-5	1.84256505913163	0.792386786145778	-0.796070062755374	-5
Healthy	0.998671199580085	1.27514889571951	-2.60730304674033	-0.556564893885058	-2.11238269966426	-5	-5	-5	0.203832167212268	1.67746687928733	-1.38795825535473	-5	-1.8018930011266
Healthy	1.16253991329623	1.13138958898194	-1.75006824336581	-0.976788707671111	0.279228779072425	0.873068207464629	-5	0.413064946837411	-0.61441159897034	1.62008074920544	-1.17953580942232	-1.12627261935332	-0.709275519980777
Healthy	1.49143313640473	1.07632507435536	-0.722459544882569	0.443503934482147	-2.47886191629596	-1.00793273997233	-5	-1.31158017799729	-5	1.62148049303631	-0.280279348665997	-0.783306400830245	-1.9734667354767
Healthy	1.1009571356995	0.459184338446896	-0.301507982535077	-1.35931984672233	-0.249483891283201	0.815250243860085	-5	-5	-5	1.49356483387704	-5	0.430258930332081	-1.35076252765039
Healthy	1.11779014983648	1.20263541825529	-0.0859743483036714	-1.21424320003736	0.113150877468074	-5	-5	-5	-5	1.71315322488589	-2.22694530663574	-2.52578373592374	-3.2839966563652
Healthy	0.532721264367791	0.444176001767399	0.0356218259759235	-2.38090666937326	-0.353655098683705	-5	-5	-5	-0.654391049459406	1.92078882134519	-5	-0.538561504246437	-1.27736607746619
Healthy	1.24008775247789	1.05717296444977	-5	-1.71579493229821	-1.91470942176993	-5	-5	-5	-5	1.76828215948572	-5	-1.96617430604669	-0.744076541267099
Healthy	1.18079945560002	1.26886639176701	1.34327168575716	-1.07083661679494	0.146202479780109	-5	-5	-5	-5	1.40912732608835	0.469780792850616	0.254888708775947	-5
Healthy	1.18128750658172	0.840885492996785	-0.142643376767697	-1.28291227507298	-0.576737737901385	-0.0835460514500749	-5	-0.593527949534324	-5	1.751024304759	-1.90692869362394	0.253345275820191	-1.83564714421556
Healthy	0.975087453435228	1.31081179804747	1.07310257186231	1.1269644402306	-5	-5	-5	-5	-5	1.3636531513135	-5	-5	-5
Healthy	1.17788033655633	0.907255459776134	1.58276460271344	-0.632532257882026	-0.452372955229649	-5	-5	-5	-5	1.40750290570782	-0.0705299838225105	-1.21817284706757	-5
Healthy	0.37159239488545	0.902419570561906	-5	-1.79425445905734	-0.434990895787404	-0.218474395596606	-5	-5	-1.41612140150137	1.83153801034881	-0.342255943752624	-1.54959691384463	-1.14697138528701
Healthy	1.4491178545749	1.57321704242274	0.9318081145476	0.122641769625536	-0.0813721327862228	-0.00261361560268669	-5	-5	0.957278688671952	-0.56125202309777	-5	-5	-5
Healthy	0.585977063678932	0.540818562812956	-0.639539128949822	-0.917789283398757	-5	-5	-5	-5	-5	1.93835333049894	-5	-1.03207779326948	-1.01269132626882
Healthy	0.612949069045181	-1.1049091030656	1.10762472634163	-0.217821304876339	0.559244509416333	-5	-5	-5	-0.740406121114051	1.80841638682843	0.989411548229137	-5	-5
Healthy	1.31918707839646	1.06529021307941	1.00003517642841	-0.131343808192313	-0.500436626465597	-5	0.141572048494632	-5	-1.96738123914928	1.65504945297726	-5	0.303273834541892	-2.87614835903291
Healthy	1.54045411318771	1.38536135539875	0.0496753420608595	0.173431036581284	-0.810650075660802	-1.58037463911226	0.199894984410582	0.218461978766149	-5	1.13997348798446	-5	-1.2954205503037	-5
Healthy	0.730895274398542	0.586731295549415	-0.768046430801019	-0.544591684757714	-1.23912536194781	0.270571704722232	-5	0.90543588720795	-5	1.54122030352031	-5	0.0757512871934784	-0.210553262965207
Healthy	0.761230755082665	0.529926737146908	0.830543119903423	-0.686871286154806	0.00739354278700913	0.815796168748423	-5	1.40092307149672	-5	1.54842565901742	-5	-0.522473592805652	-1.16405589990615
Healthy	1.46456018533503	0.952208634042505	-0.512805042608604	-0.324680016660708	-2.00700490156866	-0.114305270370072	-0.0554482410412881	-5	-5	1.60701278285257	-1.32827191176044	0.764926715686112	-5
Healthy	1.41598657678453	0.906572060952197	0.490921572614853	-1.10773839308446	-0.767664722914346	-5	-5	-5	-5	1.65610510465173	0.193238724856175	-1.23942674605561	-5
Healthy	1.25856353737814	0.888671939408739	0.974591820276002	-0.566502185176279	-1.88372441241946	-0.0239941074918709	-5	-5	-2.31247103878537	1.5995490388448	-0.61984304849184	-0.0425651242404258	-5
Healthy	1.10740027107654	0.951151908117783	-0.0326439419747885	-0.0451884551927927	-1.49580108146055	0.458930804559553	-5	-5	-5	1.60269045479445	0.808091407286055	0.199900466127215	-1.81276138016852
Healthy	-5	-5	1.89108609214126	-0.246248464467258	-5	-5	-5	-5	-0.338812239588677	0.868148742557497	0.337089704196259	-5	-5
Healthy	1.24745106306378	0.843038330157556	1.13027167603051	-1.12807696811763	-5	-1.28802414564824	-5	-5	-5	1.60211883424374	0.616421945848444	-1.34399767931704	-5
Healthy	1.11083271254755	0.378632247701942	-1.36774522331529	-5	-5	-0.934719128897246	-5	-1.29439283659539	-0.564585683782472	1.82898304859605	-5	-5	-5
Healthy	1.45655155568522	1.14112636231747	1.02106478347037	-1.13164950035203	-1.14819148577176	0.248960959759684	0.549118567851112	-5	-5	1.27722861019459	-2.56383735295924	-1.10513034325475	-1.51541547071716
Healthy	1.14501357224712	1.06903543080084	-0.984598326297051	-0.165528430251192	-0.720036632541263	-5	0.585133475333002	-5	-5	1.52357960846822	-0.795988604538516	-1.00603500180488	-5
Healthy	1.32697658698471	0.843707314152383	-0.313605072495461	-2.22112552799726	-1.86043573382415	0.740620031418806	0.253689273386233	-1.23589862352377	-5	1.15716169824922	-5	0.151513876050073	-5
Healthy	1.29766532782319	0.806758421702446	0.393975096445539	0.334067539936592	-0.300812902691751	0.74214280216862	0.355229239344489	-5	-5	1.43020829188859	-5	-5	-5
Healthy	1.31259663335331	1.40337158409763	-0.486076911675506	-1.03706271157	0.409194025170417	-5	-5	-5	-5	1.54534163593735	0.528402437953617	-1.6076548446388	-5
Healthy	0.792191307435894	1.0530434679177	-5	-5	-5	0.766518433276982	-5	-5	-5	1.68276546649112	-5	-0.804017369311642	-0.620730750526353
Healthy	1.26187639673694	0.784475357123432	1.10904437714116	0.129016019910109	-0.4678318683063	0.218672021321886	0.290828977408293	-0.0989123766000521	0.150243577592424	1.31879954964682	-1.36101184065632	-0.888233566947438	-1.34208406317004
Healthy	1.72096452430419	0.639469555438011	-0.902256941055122	-0.630505837881901	-1.23980377054487	-0.254597268087732	-5	-0.965732602961974	-5	1.43127625304714	-5	-0.821051814883198	-5
D000236	1.58707488083916	1.4709492757449	0.955390423764001	0.46503319290856	0.215288507364472	0.0416492379234956	-5	-5	-5	0.507040467359691	-5	-5	-5
Healthy	1.59537506542604	1.06557971472845	0.436447310914848	-0.559515979176601	-0.139763839938269	-5	-5	-5	-5	1.10018575831703	0.685564402798436	-0.914495360573502	-5
Healthy	1.04071109788179	1.46208009782181	-2.37468754903833	-5	-0.274709231973527	-5	1.09559158034694	-1.03602339000339	-5	1.50696532995265	-1.21112488422458	-1.58004425151024	-1.89177334362507
Healthy	0.640088704941548	0.716054286730303	-5	-0.722757627218642	-5	1.30050874675137	0.0206802558933171	-0.265824467335679	-5	1.46493613135373	-5	-1.30874164186689	-0.142926951366022
Healthy	1.59962711209816	0.714906200578764	1.08473888451752	-0.0724653958767071	-0.0771707803333511	-0.0292627132592519	-5	-5	-2.3045183235098	1.19759313763746	0.541559275925156	-5	-5
Healthy	1.59799393478019	0.25375707174326	1.41791970709081	0.126387945271084	-1.27400674107528	-5	-5	-5	0.255696941128464	-2.93181413825384	-0.615915526617442	-0.0538524375294762	-5
Healthy	1.3757118865383	0.94218868195857	0.99456129217834	-1.48558507941963	-0.856080061614163	-1.06108018775523	-5	-5	-5	1.53452703352098	-0.00398770325701485	-1.5480601306349	-5
Healthy	0.163462532504318	0.863950645849064	1.67912423862387	-0.172488570473467	-0.156617705783265	-5	-0.952102376485589	-3.07572071393812	-1.7440042732776	1.33689161202881	-0.821512268952602	0.590927615624735	-2.06752623532285
Healthy	1.18324449723243	0.424537003174977	-5	-5	-5	-0.392009141452825	0.515312075477326	-5	-5	1.82816042852175	-1.66715773300565	-0.492656952400061	-5
Healthy	1.04880679933663	0.58597030344261	-5	-5	-1.53017798402184	-5	-5	-5	-2.36754270781528	1.90320842466068	-5	-0.819415403397044	-1.51498878542143
Healthy	0.237779922064522	0.0158248218272811	-0.721932669111337	-5	-5	0.267716015946984	-5	-5	-5	1.96553503406803	-5	-0.293410221146578	-5
Healthy	1.01488034167546	1.31977084357145	-5	-5	-0.863279432843593	-1.06429125215734	-5	-5	-5	1.66400962634643	-0.673787070000569	-1.82159865846624	-0.606021397348228
Healthy	1.5890187229793	-0.0619708843121907	-5	-5	-5	-5	-5	0.877629887229984	-5	1.56191539970054	-0.831649859814056	-5	-5
Healthy	1.15191322113061	0.461255349847157	-0.460986665060487	-0.731913695552616	-5	1.68812791006636	-5	-5	-5	1.32580085766442	0.498321583350671	-5	-5
Healthy	1.14402562286898	1.159734081827	-0.215925022521303	-0.817328613324521	-1.02447628703967	-1.60101893334187	0.427232859115983	-0.194444773478747	-1.42875714943978	1.5976974889962	-1.19551981089401	-0.720173418205985	-1.10941133229451
Healthy	0.926566225573388	1.14329403368061	0.728553430409411	-0.29895036927086	0.124758466989776	-0.143065789419393	-5	-5	-5	1.58197524449011	-1.75399409592397	0.350490302570239	-2.87289520163519
Healthy	-5	-5	0.819264844581342	0.668023231914318	-5	-5	-5	-5	-1.32403845035783	-1.4185054577091	-5	-1.30399328478145	-5
Healthy	1.42342201427606	1.30502982953019	1.38646596861784	-0.74816718137136	-0.0468639369858433	-5	-5	-5	-5	1.23406807784543	-0.515017218069439	-1.35193287055107	-5
Healthy	1.39331226585792	1.11092254183292	-0.573293593953686	-0.102631363328994	-0.673828054710825	-1.75325529027616	0.0900427927414361	0.232983411537436	-0.980966836069001	1.65576003013257	-1.27654432796481	0.262716806142295	-2.05060999335509
Healthy	0.986458212737306	0.29183264947176	-5	-5	-5	-0.15318678603921	-5	-5	-5	1.87097583733859	0.557558929192659	-1.81559251458768	-5
Healthy	1.37436097319978	1.18241122828585	0.447654084487987	-1.27753061411597	-0.133884049014663	-5	-5	0.25545583518426	-5	1.56617117684404	-1.46775535637342	-1.49241396023699	-0.819386749388397
Healthy	1.25318772119131	0.910535829660712	0.530503213925169	-2.57348873863542	-0.341330501793832	0.21827810816134	-5	-0.743787541434838	-5	1.54045311221858	-5	-0.713813083058962	-1.12644690648638
Healthy	1.09098984493591	0.246766854486938	-1.69378949183224	-5	-5	-5	-5	-5	-5	1.91236380370177	-5	-5	-5
Healthy	0.584881660330662	1.00110734089234	0.750233691942234	-1.60467360693065	-0.0893435844122668	-5	-5	-1.09044397075882	-5	1.75494401147996	-5	-2.69680394257951	-0.986109939671561
Healthy	1.20437505574366	0.794184003829024	-0.687653360969147	-0.885355661097721	0.163846875794205	-5	-5	-5	-5	1.73383868006618	-5	0.63423738469509	-1.09642170633695
Healthy	0.314436068584538	0.787982306128078	-1.62837807282398	-1.53551045256603	-5	-5	-5	-5	-5	1.86774459363373	0.418407365566326	-2.04479346245806	-1.38584129049082
Healthy	1.31487020916473	-1.30838812578558	1.40112833208387	-0.532717552381859	0.759851342542993	-5	-1.53017798402184	-5	-5	1.39257878095216	0.862933010009963	-5	-1.81958736716168
Healthy	0.772103771203905	0.641044561363955	0.607714450071696	-5	-5	-1.04363944632668	-5	-1.36532124782132	-5	1.84892968113871	0.448217656988705	-0.613768649420475	-1.12871902714203
Healthy	0.826166189386517	0.875434017573925	-0.299330889371745	-1.75300930075845	-0.683903790324869	-5	-5	-0.726790316599669	-5	1.80276490252706	-0.378107411682646	0.163951096346079	-0.812310106474816
Healthy	1.0140948560174	1.05744205361357	0.619318771161886	-1.14321071124668	-0.186892924414693	-0.00797697223614937	-5	-5	-2.12205304837081	1.62633092162402	-3.431798275933	-1.04566099139754	-1.85387196432176
Healthy	1.33867697157123	0.613046472501289	-0.587875593826683	-0.251145532354061	-1.06068046892176	-0.200824927584771	0.310272618148416	-1.15187248943213	-5	1.71674927159693	-5	0.326616422851385	-1.03123695180275
Healthy	1.66603380937245	0.265777402637746	-5	-5	-5	-5	-5	-5	-5	1.46110291957796	0.814708289611638	-5	-5
Healthy	1.2825602605898	1.07617495679094	-0.328716051374985	0.0209162281357402	-0.423336216585005	-1.40693556834128	-5	-5	-5	1.60690102497749	-1.30980391997149	-0.843784117323237	-5
Healthy	0.797508517790188	0.904866954069383	-0.838093207932721	-1.00691663930194	-0.416076117680687	1.37077225663766	0.401922414511628	0.344075771906494	-5	1.46910240512236	-5	-5	-0.145918756170271
Healthy	0.658431170803491	0.712284269233614	0.560964153548602	-1.04038628892896	-5	-0.0457237134145102	-5	-0.0362829873104546	-5	1.77778571016738	0.881904813699986	-0.95120872615159	-0.435890473134051
Healthy	0.761782798918629	0.667394109006117	0.628904667733536	-1.98213228103649	-2.35261702988538	-0.931628581967357	-5	-1.19962664510865	-5	1.84082121263404	0.454725984198136	-0.581201709409646	-1.05026854768429
Healthy	1.41489617032497	1.06253761248198	-5	-5	-5	-5	0.597621700591887	-5	-5	1.71486642728052	-5	-1.30759376516637	-5
Healthy	0.795954362195639	-0.286408665241527	-2.10292299679058	-1.15403423845452	-5	-5	-5	-5	-5	1.94348239704134	-0.0799654208314947	-5	-5
Healthy	0.969957045245668	0.913765123927758	0.768325030057909	-1.78041547378575	-0.0285803382281341	0.066516004090991	-5	-5	-5	1.68234249553608	1.01190185253402	-1.59074334796109	-2.91721462968355
Healthy	1.26038315676053	0.755145085300386	0.0975488244354698	-5	-1.69464863055338	-5	-5	-5	-5	1.7168624798801	0.26674661607779	-1.26312563835158	-5
Healthy	1.18312856820658	1.39778815277521	0.728345664291494	0.520910411869604	-5	-5	-5	-5	-5	0.554435854201991	0.975963206778421	-5	-5
Healthy	1.13142200053863	0.992561912049238	0.749569366032057	-1.05359686610095	0.234745000628051	-1.13948232253825	-3.09691001300806	-0.276363751548955	-5	1.74789136461658	-5	-5	-1.23121395309199
Healthy	0.464564059655464	0.570101416289806	-0.181859917724294	-5	-0.844998163768747	-5	-5	-5	-5	1.8861083213193	0.811446306956656	-0.533325112790015	-1.10325338439259
Healthy	-0.7247577694441	-2.41680122603138	1.72967106334891	0.0871458327523663	-0.920782564253433	-5	-1.77211329538633	-5	-0.384186672726646	0.99071082098826	0.505247683586904	1.03783709058621	-0.879919865870547
Healthy	1.11621643709677	1.08531270277569	-0.00137890022102005	-0.721863993284522	-5	0.667019376016459	-5	0.459439232218998	-5	1.67301168634137	-5	-5	-1.05276239212933
Healthy	0.711295049958821	0.387092482037253	-0.388234220281519	-5	-5	-5	-5	-5	-5	1.83685330323355	0.807495790969409	-0.668410759044863	-5
Healthy	0.0459094670350095	0.162409060221068	-5	-0.63339028960757	-0.81121208736253	-5	-5	-5	-5	1.94992288585992	0.52617250731388	-1.06696850489759	-2.59859945921846
Healthy	0.0668139993043043	0.941411046336061	-0.91750186149422	-5	-1.07422394616325	-5	-5	-5	-5	1.83723208222427	-5	-1.33875539104067	0.221711490872051
