c	Gammaproteobacteria	Bacilli	Actinomycetia	Coriobacteriia	Bacteroidia	Methanobacteria	Desulfovibrionia
Healthy	-5	-0.34356637993405	1.41013957536425	0.119206384805907	-0.446736102130203	-5	-5
Healthy	-5	-0.268346780304104	-5	-5	1.90515172992153	-5	-5
Healthy	-3.24412514432751	-0.720538390742327	-0.71092412110178	0.567358139248078	1.30818415943938	-5	-0.720287439179074
Healthy	1.74098454857805	-1.69550947222651	0.856310098713071	-2.58335949266172	1.46048845128655	-5	-5
Healthy	-0.241648360659185	0.0735093989447644	1.02448197330695	-0.105949913325857	1.58838141538367	-5	-5
Healthy	-0.00818049869410116	0.374258801735391	-0.229648819820771	-0.375810756140244	1.47030565369035	-0.683463552596444	-5
Healthy	1.54484981487026	-0.13499083395651	-5	-2.36251027048749	1.52154105801303	-5	-5
Healthy	0.867749658122785	0.275695943772669	-0.876344325561878	-5	1.62193708491111	0.388704955700738	-5
Healthy	0.476666455108599	-0.652162790782278	-0.125332675551212	-0.191964671555741	1.8422493624299	-2.08301995267962	0.0853084206935297
Healthy	-0.906333217772097	-0.465035207605334	-5	-5	1.45822828621146	-0.672252928747544	-5
Healthy	0.0628902051108873	-5	-0.733980091146502	-5	1.81760403789488	-5	-5
Healthy	-1.28449805470672	-1.25266589038409	-3.09151498112135	-0.32176395860447	0.889549319851817	-5	-5
Healthy	1.52283713787594	0.192826614678094	0.445336383611427	0.0459758857632826	1.40084905039548	-5	-1.40660315769979
Healthy	-0.128129464579834	-2.75696195131371	0.0832624731640772	-0.788318923700861	1.8803962977303	-5	-1.82073553566097
Healthy	0.0640234774529008	-0.30019694972716	0.309698286707962	-0.226945306635737	1.44655083564052	-5	-5
D065626	1.76143841792916	-0.0752763065668589	0.477533638626115	-0.797130412284789	0.497366488987189	-5	-5
Healthy	-0.926831737734898	-1.2185318571582	-0.921361961630327	-0.652026339721962	1.82018917291727	-5	-0.481038835550238
Healthy	0.363041946961852	0.919402906871174	0.0150410440855053	0.0167743557683439	1.40671301227427	-0.0978066703730758	-1.10757145305477
Healthy	-5	-5	-5	0.254809010414806	1.25929732031192	-5	-5
Healthy	-0.785076715105102	-1.13170831198214	-0.918760739088303	-1.44745345204434	1.89530517121279	-5	-2.79317412396815
Healthy	0.0307534989344725	-1.16583371605738	-5	-0.91388942619868	1.81245075376518	-5	-0.388223603002689
Healthy	1.17143946128151	0.0255802854362789	0.845592234018708	-0.184820869860581	1.59146586560344	-1.12389767862221	-0.722184573429135
Healthy	-0.295652121429059	-0.63537397104496	-5	-0.880117542015017	1.94824376338362	-5	-2.59516628338006
Healthy	0.474740598479892	-1.07618627890881	-5	-5	1.902603793708	-5	-1.41668784801692
Healthy	0.184029550144605	-1.5054280157698	-0.244010871341215	-0.739427791876507	1.80714744013724	-0.75340295089363	-0.859272037155817
Healthy	0.734362115377894	-0.274586622650022	-1.92811799269387	-1.22687207596667	1.58393825894487	0.488614163981458	-0.449820584291501
Healthy	-0.151023091657112	-5	0.0282580248289713	-0.947652400775336	1.90763543760992	-5	-1.54683460747414
Healthy	-0.049839682214073	0.256277457032671	0.196863987186564	-0.528869712156724	1.40001116347393	-5	-0.4315987810515
Healthy	-1.07899019850297	0.953170410062659	-5	-1.42181939037222	1.7468348775601	0.279443352577086	-5
Healthy	0.514394992263783	-5	1.46381224150908	0.00158228893511219	1.43602485997618	-0.367390883139056	-1.26696331706642
Healthy	-5	-0.363742852536496	-5	-5	1.89328788413065	-5	-5
Healthy	0.308030554266106	-0.295772243975001	0.0485156040340487	-0.37333121254548	1.81086762923236	-5	-1.45892023222337
Healthy	0.448853120627996	-0.997488368715092	-5	-5	1.90097133349062	-5	-1.33629907461035
Healthy	-0.451107165863582	-0.119701008574247	-1.24519314464558	-5	1.67173058524069	-0.742177483965524	-5
Healthy	0.180561672034769	-0.682103733507044	-0.295429124810496	-0.555018887912055	1.52251334995078	-5	-5
Healthy	-1.20474581741912	-0.247436853219887	-0.939528807202321	-0.827192811630913	1.84248723314806	-1.54106013810967	0.217452358012074
Healthy	-0.940058111938045	-1.26865302445405	-1.01700554534134	-1.28266241727614	1.89035561818262	-5	-2.80966830182971
Healthy	-0.407689975744221	-1.79290445958078	-2.30189945437661	-5	1.79020259096065	-5	-5
Healthy	-0.85390298646413	-0.521404648588605	1.08420223045863	0.209077819246674	1.75068639596413	-0.709275519980777	-0.95436412892178
Healthy	-0.470377181866557	-0.499091465490491	-0.686491325953927	-1.09033701484598	1.73645698054468	-5	-5
Healthy	-0.926025180133341	-1.69336055897574	-5	-1.18197215814074	1.63656221152152	-5	-1.48678239993206
Healthy	0.421390017067081	-5	-5	-5	1.86071421216417	-5	-1.28567024025477
Healthy	-5	-5	0.533834313810089	-5	1.35594032910961	-5	-5
Healthy	-0.0220021900412603	1.11050890380876	-5	0.349681515137003	1.28344913507257	0.0203820023100244	-5
Healthy	0.71531126204077	-1.0268721464003	-5	-0.791236267338363	1.78701036043699	-5	-0.831237424377643
Healthy	0.725062622575211	-0.994219100045348	-5	-0.707478115425859	1.78904336346585	-5	-0.82929834418393
Healthy	0.901621219386529	-5	-1.74448628718047	-1.62543493927723	1.78698851626489	-5	-0.476253533188435
Healthy	0.493807855234094	-0.255128343264855	-0.131661262040936	-5	1.78024643641179	-5	-5
Healthy	0.434639151871673	-5	-0.264584756281166	-2.03338901331807	1.78464916825017	-5	-5
Healthy	0.485428959845251	0.993012752319757	-5	-5	1.59105948454855	-5	-5
Healthy	-0.723814025929329	-0.23051928278377	-5	0.0849228603025243	1.20512583727329	-5	-5
Healthy	-5	-5	-5	-5	1.86313571622313	-5	-5
Healthy	0.71119625733534	-1.02890978686288	-2.31247103878537	-0.87445367632881	1.79995502038762	-5	-0.688627638196451
Healthy	0.270487844301513	-0.929112855981459	-0.666371387481309	-5	1.93699953868876	-5	-0.989742457001699
Healthy	-2.44009337496389	-1.15720360482442	-0.568330728686255	-0.675450052297445	1.79562541141711	-5	-1.89517159634634
Healthy	-0.826318510271541	-2.10679324694015	0.178991327667069	-0.8837908741966	1.70525998257671	-5	-0.0116506608530314
Healthy	1.05315530296188	-5	-5	-5	1.8137514040382	-0.264249443050053	-1.2098556349571
Healthy	-0.296313206970355	-0.216053564833748	0.0327959877382654	-0.11595836882574	1.65819280795176	-5	-0.181760906146476
Healthy	-0.774716569905557	-0.27574051917945	-5	-5	1.58462144870961	-5	-1.18708664335714
Healthy	0.809585300223161	-1.71354353025302	-5	-5	1.75917269340802	-0.603992552294838	-1.24902901556268
Healthy	-5	-5	-5	-5	1.41344243740169	-5	-5
Healthy	-0.500051869424349	-0.831767770486579	0.576207700571901	-5	1.78339441350103	-0.0241731402651672	-0.422289958839038
Healthy	-0.0644222048359064	-0.482553366080614	0.593200750796251	-0.153057030617722	1.59828842602444	-5	-0.604324214730064
Healthy	-0.110082316563794	-5	-0.810818602819263	-5	1.83322720348008	-5	-5
Healthy	-0.633091651478627	-1.21296481797378	-1.0706832732465	-0.784415305818385	1.71027217662072	-5	-0.608906033729366
Healthy	-1.47521455067878	-1.34524606674707	-5	-5	1.78661799092698	-5	-5
Healthy	0.330275751303548	0.179683897698728	0.192461514933312	-0.311963024208862	1.4180109463338	-5	-5
Healthy	0.493729835674895	-0.36897246014147	-0.0753744504618983	-5	1.78004577521362	-5	-5
Healthy	0.381573511428956	-0.734403976912408	-0.044504670815873	-0.219437881042936	1.77946769879883	-5	-5
Healthy	-5	0.885516701288187	-5	-5	1.06194266859472	-0.191222045296204	-5
Healthy	-0.41054190953502	-1.1786175002527	-0.630209175969224	-2.26760624017703	1.63071744373332	-5	-5
Healthy	-0.966616458826881	-0.558037929911472	-0.673951032053259	0.484658518107889	1.87396969779597	-5	-1.73471037413917
Healthy	1.02447088994175	-0.855456925727212	-1.67468962828894	0.176068096065628	1.13305580649568	-5	-0.145918756170271
Healthy	0.465747089582431	-2.65955588515988	-0.231754198668122	-1.39512622944736	1.85360793726677	-5	-1.82739706879014
Healthy	-0.654371453543694	0.629334151724093	-1.0764969330579	-0.91750186149422	1.44728752485348	-5	-5
Healthy	-0.17532757261464	-0.0889703004937882	0.612124499940247	-0.852138251512761	1.64525598723438	-5	-2.33254704711005
Healthy	-0.105351696206483	0.868222280049216	0.23145684686103	-0.563551099308166	1.51982996187314	-0.163429052339501	-1.0519784668589
Healthy	-0.18894807088368	-0.284255639895637	0.09191304667608	-1.10980261378997	1.93359989623458	-5	-5
Healthy	-0.319356328457753	-0.63712186421107	0.240282099986837	-0.70898654603462	1.53024017922384	-5	-2.42365864979421
Healthy	-0.0792351019025129	0.304886726880107	-5	-0.974571238592759	1.84831094876434	-5	-1.73025362686923
Healthy	0.349205624890484	-1.51541547071716	-0.924562538414387	-1.38689848303309	1.79890403654049	-5	-5
Healthy	-1.42250820016277	0.228043433509841	-5	-5	1.52028251858544	-0.185532648252216	-5
Healthy	0.625943879895748	-0.527902071630646	-5	-2.53610701101409	1.64257777817935	-5	-5
Healthy	-1.06454311928839	-0.279973073180271	-0.896504155890234	-0.89925047431014	1.8395273190905	-1.85016530328421	0.154998796858298
Healthy	0.279872181802656	-0.175796039171376	-0.840102098965903	-0.608376922453023	1.34745823525243	-0.236220220664651	-0.988810312390009
Healthy	-0.388861099604354	1.01701788816255	-0.517598110544707	0.0829719691745995	1.12424950751656	0.516117404014169	-1.55924829952081
Healthy	0.779484656852121	-0.365563037462101	-0.715298621475822	-1.60032627851896	1.83239323446241	-5	-5
Healthy	-0.519317693674513	-0.595371510358081	1.09037657692384	0.241845204314783	1.74767083118137	-0.691286223360996	-1.06722192993945
Healthy	0.216498426045241	0.106109268076676	-0.616453908275526	-0.416778548060462	1.6997597018861	-1.1087971727397	-5
Healthy	-1.12314735239866	1.2402641177506	-2.14266750356873	0.323250037010103	0.989984347155344	-1.45087407324189	-5
Healthy	-0.637781499673948	-5	0.207017354983476	-0.839711586868712	1.69762325578217	-5	-0.090652610581442
Healthy	0.469963322716831	-1.3058337040668	-0.582129901923355	-5	1.93269608074609	-5	-1.32002730572258
Healthy	0.175192788386603	-0.718625697644953	1.1319174998113	0.0939677122427931	1.44215431825314	-5	-2.29929628285498
Healthy	-1.21275211966805	-1.69940451611004	-5	-5	1.44769978587616	-5	-5
Healthy	-5	-0.420856888356185	1.06342043433584	0.25605834925405	0.992245470404764	-5	-5
Healthy	-1.47391930819797	-0.0835460514500749	-0.0290165632744154	-1.72978714510376	1.62850305786177	-5	-0.857986167015641
Healthy	-5	-0.684323479651987	-5	-0.233215484502141	1.89328244254808	-1.03461012978488	0.189296564480904
Healthy	0.493842680869723	0.415989409775816	-5	-5	1.51167431480752	0.815216349987667	-5
Healthy	-0.156007715296637	-0.720241827197527	-0.129900558737797	-1.29456395341475	1.38690239553102	-5	-1.33828194230534
Healthy	0.501999443521579	-0.048754790735713	0.122530422981802	-0.968874424268435	1.4021019112055	-5	-5
Healthy	-0.547937422579577	-1.05640656723163	-0.456751684088406	-0.628802792677705	1.88732568509417	-5	-1.98758462523757
Healthy	-0.0410158810572654	-0.392866795608433	0.394122332740608	-1.73683753503778	1.46192001102786	0.828015709534763	-1.06083032037482
Healthy	-0.807126028457478	-0.52712658475644	-0.461262933824195	-5	1.83212324129133	-5	-5
Healthy	-5	-5	-5	-5	0.839399477589831	-5	-5
Healthy	-0.00137018679696171	-0.664943480560908	-0.495325291230117	-5	1.95979455001318	-5	-5
Healthy	0.213783299335304	-1.71242219092129	-0.218309235944093	-0.639311937969322	1.80810748638921	-0.688776089567544	-0.725426535803529
Healthy	0.134476737534991	0.0150242633246252	1.44570241432509	-0.540441667545867	1.53392005922317	-5	-5
Healthy	-2.52578373592374	-5	-0.107488007097764	-0.354538429761157	1.51337104143792	-5	-5
Healthy	-0.917286419828668	-0.301142926910974	-0.922632094715843	-0.793605935569126	1.84112379863689	-1.75080164260889	0.225567713439471
Healthy	-1.73541827076192	-0.405000083267754	-0.923359556329658	-0.345861978187868	1.46482624102165	0.293260875908029	-0.186285608118855
Healthy	0.91410504981628	-0.632681359070309	-1.12441789567211	-1.03597620715997	1.47934881916713	-5	-5
