group	Phocaeicola	Prevotella	Faecalibacterium	Phytobacter	Ruminococcus_B	Haemophilus_D	Faecalimonas	Muricomes	Rothia	Eggerthella	Prevotella	Enterocloster	Collinsella	Holdemanella	Anaerostipes	Intestinibacter	Parasutterella	Desulfovibrio	Adlercreutzia	Pseudoflavonifractor
Healthy	18.56119	0	3.97903	0	0	2.32815	0	0	0	0	0	0.12037	0.01273	0.13944	0.09547	0.91404	0.0698	0	0	0
Healthy	8.96949	0	2.98065	0	0	0	0	0	0	0	0	0	1.22308	0	0.03196	0	0	0	0.24441	0
Healthy	6.4852	0	5.18037	0	0	2.27438	0	0	0	0	0	0.08012	0	0	0.15318	0	0	0	0	0
Healthy	15.56457	0.01933	0.04351	4.33422	1.25299	0.00877	2.52155	0.03175	0	0	0.01933	2.24803	0	0	0.00265	0.03076	0.21131	0	0	0
Healthy	35.36948	0.02996	4.53971	0	0	0.09241	0	0.00949	0	0	0.02996	0.26739	0.15854	0	1.12006	0	0	0	0	0
Healthy	0	6.77113	20.6505	0	0	0	0	0	0	0	6.77113	2.77305	1.02178	0.18761	0	0	0	0	0	0
Healthy	3.69606	0.00156	6.70341	2.2402	0.00712	0.00039	0.10208	0	0	0	0.00156	0.48328	0.29192	0.98526	0.01622	0.04807	0.01166	0	0.00297	0.00224
Healthy	27.5039	0	1.62073	0.02163	0.53809	0	0	0	0	0	0	0	0	0	0	0	0.11865	0	0	0
Healthy	0	0	0.21362	0.26419	0	0	0	2.65471	0	0	0	4.4627	0	0	0	0	0	0	0	0
Healthy	2.91011	10.55073	2.35233	0	0	0	0	0	0	0	10.55073	0.24019	0.37188	0.19271	0	0	0	0.53657	0	0
Healthy	1.81563	7.05047	3.42408	5.86109	0	0	0	0	0	0	7.05047	1.76572	0	0	0	0	0.00225	0.5508	0	0
Healthy	10.33487	0	0.58674	0.16977	0	0	0	0	0	0	0	0.05183	1.08593	0.01133	0	0	0.01512	0	0	0
Healthy	0	11.40241	21.1607	3.80529	0	0	0	0	0	0	11.40241	0.5509	0.78563	0.08913	0	0	0	0.14406	0	0
Healthy	41.4969	0	0	0	0	0.55624	0	0	0	0	0	0	0	0	0	0.17449	0	0	0	0
Healthy	1.27366	4.03348	7.45658	0	0	0.06369	0	0	0	0	4.03348	1.55214	0	0	1.05271	0	0.06362	0	0	0
Healthy	33.5469	0	8.58237	0.83011	0.10567	0.06919	0	0.04337	0	0.00443	0	1.21705	1.76288	0	0.27443	0.41818	0.02833	0	0	0
Healthy	10.83106	33.8625	0.42426	0.12133	0	0	0	0	0	0	33.8625	0.13399	0	0	0.06005	0	0.24998	0	0	0
Healthy	0.76336	0.11546	26.121	0.01803	0	0.02616	0	0	0.0024	0	0.11546	0.12011	0.89999	0	0.0084	0	0	0.31899	0.03101	0
Healthy	1.59204	0	3.24652	0.03682	0	0	0	0.01016	0	0	0	5.91315	0	0	0	0	0.05471	0	0	0
Healthy	4.18903	0	3.22054	0	0	0	0	0	0	0	0	6.2094	0	0	0	0	0.03036	0	0	0
Healthy	8.89433	56.7436	9.97329	0.71933	0.00021	0.15391	0	0	0	0	56.7436	0.01695	0.04032	0	0.00259	0.04482	0.09149	0	0	0
Healthy	12.72477	0.09845	15.3799	0	0.00316	0	0	0	0	0	0.09845	0.887	0	0	0.01601	0	0.03544	0	0	0
Healthy	5.24693	0	1.85571	0.05155	0	0.01746	0	0	0	0	0	0.02514	0.47648	0	0	0	0.00502	0	0	0
Healthy	4.24228	0	4.9223	0	0	0	0	0	0	0	0	0.1178	0.23259	0	0.1019	0	0	0.10814	0.03935	0.00994
Healthy	0	23.1926	29.9608	0.06232	0	0.11388	0	0	0.0319	0	23.1926	0.17316	4.03141	2.00441	0.36311	0.02375	0	0.12015	0	0
Healthy	4.59979	0	6.33361	20.2688	3.44212	0	0	0	0	0	0	0.28505	0.05517	0.01264	0	0.07053	0.12062	0	0.00309	0
Healthy	4.23088	1.88702	9.26578	0	0	0	0	0	0	0	1.88702	1.60881	1.66854	0	0	0	0	0	0	0
Healthy	1.87238	0	10.7155	15.2821	0.02406	0.22229	0.25703	0.16358	0	0	0	1.13828	0.406	0	0.01922	0.01566	1.5232	0	0	0
Healthy	5.5056	0	4.99013	0.03885	0	0	0	0	0	0.01064	0	0.23235	0.49985	0	0	0	0.00202	0	0.21152	0
Healthy	8.17595	0.14019	8.22775	0.00224	0	0.09159	0	0.00859	0	0	0.14019	0.70815	0.10993	0	0	0.00227	0.00269	0	0	0
Healthy	16.61681	0	8.78987	0	0	0	0	0	0	0	0	0.45564	2.56278	0	0.19169	0	0	0	0.00674	0
Healthy	9.08714	67.7502	1.35626	4.70406	0	0	0	0	0	0	67.7502	0.67129	0	0	0	0	0	0	0	0
D013167	24.04288	0.05203	5.06711	0.41216	0.03024	0.21993	2.54078	0.00644	0	0.00508	0.05203	0.10481	0.01317	0	0.16269	0	0	0	0	0
Healthy	1.00508	0	2.41673	0	0	0	0	0.09338	0	0	0	6.91824	0	0	0	0	0.1365	0	0	0.00279
Healthy	10.3625	0.05229	3.05584	6.22818	0	0	0	0	0	0	0.05229	8.52626	0.31322	0.44758	0.03305	0	0.00356	0	0.00561	0.26401
Healthy	3.83738	69.0825	2.03666	0	0	0	0	0	0	0	69.0825	0	0.63217	0	0.26081	0	0	0	0	0
Healthy	18.2986	0	4.05151	0.33311	0.04896	0	0	0	0	0	0	0.02483	0.12196	0	0	0	0.16693	0	0	0
Healthy	3.50251	10.7169	7.11453	14.5864	0	0	0	0	0	0	10.7169	0.11319	0.85814	0.29884	0	0.37483	0	0	0	0
Healthy	9.24994	0	1.37517	0.62844	0.11688	0	0	0.02632	0.03882	0	0	2.14691	0.48741	0	0.27567	0	0	0	0	0
Healthy	4.47057	0	18.2422	0.0125	0.00175	0.1173	0	0	0.00462	0	0	0.37275	0	0	0.41659	4.2485	0.03028	0	0.01769	0
Healthy	3.8498	29.9327	2.61606	0.89131	0	0.55209	0	0	0.00518	0	29.9327	0.15107	0.01979	0	0.00632	0.19108	0.02279	0	0	0
Healthy	4.90133	0	1.82597	0.01709	0	0	0	0	0	0	0	0.0291	0.50041	0	0	0	0	0	0	0
Healthy	0	66.9454	2.1204	0	0	0	0	0	0	0	66.9454	0	0	0.49787	0	0	0	0	0	0
Healthy	4.18736	34.3596	4.39199	1.50545	0.82674	0.11106	0.06708	0.18041	0.00128	0.00899	34.3596	0.57552	0.29786	0	0.17009	0.00523	0	0	0	0
Healthy	4.54585	0	6.48381	20.0153	3.39034	0	0	0	0	0	0	0.28523	0.05771	0.01223	0	0.06948	0.11924	0	0.002	0
Healthy	4.32851	0	7.38846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.28987	0	29.932	0.1481	0	0	0	0.05586	0.02803	0.0043	0	0.3816	1.43255	0	0	0	0.31473	0	1.41937	0
Healthy	18.79385	0	4.8257	0	0	0.70079	0	0	0	0	0	0.12401	0.20516	0.46948	0.73087	0.3121	0.00311	0	0	0
Healthy	2.83514	2.48117	19.1433	0	0	0	0	0	0	0	2.48117	0.38654	1.12323	0	0.23984	0	0	0	0	0
Healthy	7.59108	0	3.50928	0	0	0	0	0	0	0	0	0	0.08199	0	0	0	0.42151	0.43412	0	0.03774
Healthy	2.99474	33.60966	2.43901	0.09828	0	0	0	0	0	0	33.60966	0.6992	0.14065	0	0	0	0.04404	0	0	0
Healthy	4.5418	0	6.92447	14.8688	0.03202	1.26037	0.03847	0.12132	0.03119	0	0	1.2368	1.55855	0	0.05348	0	1.61473	0	0	0
Healthy	74.46141	0	0.00714	0	0	0	0.00082	0	0	0	0	0	1.20736	0	0	0.27147	0	0	0	0
Healthy	0	0	3.39665	0	0	0.01065	0	0	0	0	0	0.88813	0.03161	0	0.09487	0.00853	0	0	0	0
Healthy	8.42324	0	0.1016	1.08666	0.32438	0	0	0	0	0	0	0.03197	0	0	0	0	0	0	0	0
Healthy	9.79848	0	0	36.0243	0	0	0	0	0.11376	0	0	0	0.01979	0	0	0	0	0	0	0
Healthy	0	0	0	0.01087	0	0	0	0	0.05824	0.08012	0	0	0	0	0	0	0	0	0	0
Healthy	5.31718	0	6.29333	0	0	0	0	0	0	0	0	0.64314	0.44994	0.26066	0.17145	0	0.00749	0.04422	0.00979	0.0109
Healthy	6.95134	0	4.46993	0	0	0.79108	0	0	0	0	0	0	0	0	0.00668	0	0	0	0	0
Healthy	10.3426	0	3.98056	0	0	0.08152	0	0	0	0	0	0	0.01525	0	0	0	0.22653	0.1627	0.12822	0
Healthy	3.14154	0	5.85146	0.31831	0.71785	0.0516	0	0	0	0.07621	0	0.41019	0.49397	0	2.10245	0	0.20202	0	0.15069	0
Healthy	1.18534	0	0.8535	0.08662	0	0	0	0.0341	0	0	0	0.01852	1.25139	0.23638	0.05272	0	0	0.69274	0	0.07269
Healthy	3.75391	0.10403	1.10758	0.01385	0.08884	0	0.02372	0.00617	0	0.02194	0.10403	5.79105	0.78678	0	0.87025	0.04949	0	0	0.32931	0.00707
Healthy	4.64856	0	1.71623	0.22738	0	0	0	0.00908	0	0	0	1.23254	0.17557	2.60794	0.04017	0.0457	0	0	0	0
Healthy	0	1.2148	9.84138	0.05094	0.10143	0	0	0	0	0	1.2148	0.45399	1.27721	26.8213	3.79678	0.26376	0	0	0	0
Healthy	8.71399	0	4.84495	0.08454	0	0.05001	0	0	0	0	0	0.00956	0.1514	0	0	0	0.01157	0	0.0158	0
Healthy	10.4241	0	3.51784	0	0	0.08671	0	0	0	0	0	0	0	0	0	0	0.16362	0.20437	0.13274	0
Healthy	16.28486	0	4.76184	0	0	0	0	0	0	0	0	0	0.04727	0	0	0	0.03627	0	0	0
D013167	5.00334	78.49846	2.68945	0.01203	0	0.26288	0	0	0.00076	0	78.49846	0.02041	0.09219	0.09786	0.00036	0	0.01139	0	0	0
Healthy	9.39491	0.04251	17.4317	0.49409	0.00669	0.13983	0	0.00017	0.00081	9e-05	0.04251	0.05071	1.41792	0	3.88971	0.36748	0	0	0	0
D013167	6.83879	0	2.55084	2.89829	0.22699	0	0	0.10851	0	0.08522	0	0.45961	0	0	0	0	0	0	0	0.03435
Healthy	53.85296	0	0.0234	7.10518	0.81659	0	0.45638	0	0	0	0	0.11522	0	0	0	0	0	0	0	0
Healthy	32.66434	0.01945	1.33901	7.87846	0.11467	0.00349	0.32239	0.02524	0	0	0.01945	0.22281	0	0	0.00233	0.02704	0	0	0	0
Healthy	36.1695	0	6.04399	0.0312	0.00913	0.63508	0	0	0	0	0	0.35256	0.20584	0	0.05247	0	0.21175	0	0	0
Healthy	8.5042	0	0.10156	1.42355	0.34972	0	0	0	0	0	0	0.03157	0	0	0	0	0	0	0	0
Healthy	0.06393	0	3.36801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73579	0	0
Healthy	10.01672	0	8.34784	0	0.01996	0	0	0	0	0	0	0.16096	0	0	0.95088	0.17064	0.03296	0	0	0
Healthy	16.25006	0	5.69139	0	0	0.80512	0	0	0	0	0	0	0.09729	0.07627	0.23122	0	0	0	0	0
Healthy	24.66997	0.05205	0	2.02486	0	0	0	0	0	0	0.05205	0.87965	0	0.68327	0	0	0	0	0	0
Healthy	13.1393	0	25.0036	0	0.02091	0.16896	0	0	0	0	0	0.13903	0	0	0.0144	0	0.04801	0	0	0
Healthy	7.74914	0.08642	4.945	0.09578	0.00731	0	0.00258	0.15818	0	0.00836	0.08642	0.39041	0	0	0.24662	0.3475	0.11328	0	0.02645	0
Healthy	19.83423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	13.281	0	0.70648	0	0	0	0	0	0	0	0	1.17094	0.13627	0	0	0	0	0	0	0
Healthy	0.5759	33.53986	1.73956	0	0	0.17709	0	0	0	0	33.53986	1.65416	0	0.66958	0	0.1303	0	0	0	0
Healthy	11.41532	1.63415	5.36463	0.0023	0.00579	0.00067	0.11897	0.0041	0	0	1.63415	1.22869	0.80354	0.28589	0.33024	0.06409	0.07328	0.15651	0.0503	0.02863
Healthy	10.0049	0	4.8788	0.12705	0.00705	0.13753	0	0.00175	0.02054	0	0	0.85054	1.64591	0	0.24183	0.07096	0.00263	0.15223	0.03885	0.00115
Healthy	29.20518	29.9477	1.39588	0.01534	0.01409	0	0	0	0	0	29.9477	0.28464	0.01377	0	0	0	0.00604	0	0	0
Healthy	14.9334	0.00861	0	0.11158	0.1963	0	0	0.28995	0	0	0.00861	0.3997	0	0	0.01439	0.02336	0	0	0	0
Healthy	1.33583	0	2.2851	0	0	0	0	0	0	0	0	0.16087	0	0	0	0	0.01783	0.6373	0.04592	0
Healthy	9.3537	0	2.0372	0	0	2.42337	0	0	0	0	0	0.14113	0	0	0.20873	0.14147	0	0	0	0
Healthy	31.9711	0	5.37303	0.06915	0.08081	0	0	0	0	0	0	0.44201	0.07106	0	0	0	0.00712	0	0	0.03293
Healthy	6.46881	0	12.5829	4.52288	0.28563	3.17569	0.00059	0	0.02022	0	0	0.03587	0.39321	0	0.09319	0.3246	0	0	0	0
Healthy	1.26706	0	2.3388	0.11908	0	0	0	0	0	0	0	0.31808	0.03071	0	0	0	0.02393	0.75063	0.09883	0.05528
Healthy	8.38331	0	15.615	0	0.70298	0	0.36057	0	0	0	0	0.54897	0	0	0.37292	0	0.04424	0	0	0
Healthy	5.36153	0	0.8132	0	0	0.30838	0	0	0	0	0	0.52057	0	0.12645	0	1.09735	0.03886	0	0	0
Healthy	14.42001	0	4.38932	0	0.14987	0	0.01778	0.0102	0	0	0	1.93744	0.41511	0	0.1254	0.0604	0	0	0.03346	0
Healthy	3.05079	33.50712	2.44719	0.03415	0	0	0	0	0	0	33.50712	0.76454	0.21482	0	0	0	0.07528	0	0	0
Healthy	1.60733	0	3.1183	0	0	0	0	0.00581	0	0	0	6.01498	0	0	0	0	0.06469	0	0	0
Healthy	6.92688	29.5591	0.42542	0	0	0	0	0	0	0	29.5591	0.74637	0	1.07267	0.38484	0	0	0	0	0
Healthy	13.8129	0	3.0777	0.73345	0.02596	0.01562	1.86341	0.1017	0	0	0	3.02805	0.53955	0	2.24446	0.24465	0.03584	0	0.21642	0
Healthy	27.4529	0	1.86382	0	1.71147	0	0	0	0	0	0	0.09464	0	0	0	0	0.13706	0	0	0
Healthy	3.61531	11.6808	0.14081	0	0	0.15943	0	0	0	0	11.6808	0.05146	0	2.1766	0.16685	0.26053	0	0	0	0
Healthy	9.43133	0	0.0676	0	12.1577	0	8.73644	0	0	0	0	0	0	0	0	0.09806	0	0	0	0
Healthy	22.032	0	1.16847	0	0	4.39909	0	0	0	0	0	0.65636	0	0	0.16933	0.03879	0.00395	0	0	0
Healthy	13.6314	0	0.23781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.53553	10.0931	0.6775	0	0	0	0	0	0	0	10.0931	0.43605	0	2.16917	0	0	0.21817	0	0	0
Healthy	4.16713	6.9679	2.95363	0	0	0	0	0	0	0	6.9679	1.01942	0.12327	0	0.7632	0	0	0	0	0
Healthy	7.2131	0	1.00649	0	0.0027	0	0	0.09893	0	0.00472	0	3.65082	0.74275	0	1.04422	0.25445	0	0.06441	0.02517	0.00752
Healthy	0	0	0.58912	2.17703	0	0	0	0	0	0	0	1.77823	0	0	0	0	0.27962	0	0	0
Healthy	12.83655	0	2.8001	0.20562	0	0	0	0	0	0	0	1.89192	0	0	0	0	0	0	0	0
Healthy	5.11227	0	3.10301	0.156	0	0	0	0	0	0	0	0.69476	0	0	0	0	0.14888	0.27823	0	0.01853
Healthy	0	0	2.22941	0.19592	0	0.12544	0	0	0	0	0	0.08683	0.02948	0	0	0	0.22545	0	0	0
Healthy	3.19578	0	7.6323	1.9803	0.36403	0.29311	0.08073	0.01354	0.01732	0	0	1.98189	0.94806	0	0.50926	0.08585	0	0.08066	0.00817	0
Healthy	7.24101	0.04428	1.09804	0.8409	0	0	0	0.01374	0	0	0.04428	0.05741	0.90038	0.11468	0	0	0.02357	0.43019	0	0.00195
Healthy	14.64172	0	12.4119	0	0.00056	0	0	0	0	0.00048	0	0.28942	1.07829	0	0.0409	0	0	0	0.15134	0.03505
Healthy	12.96487	0	1.34106	0	0.04304	0	0	0.01266	0	0	0	0.00982	0.23407	0	0	0	0	0	0.01432	0.00263
Healthy	7.60617	17.25251	4.19292	0.0166	0.06195	0.00312	0.01498	0.00607	0	0	17.25251	0.25825	0.16107	0.73774	0.10915	0	0	0.15253	0.00302	0.04185
Healthy	1.23041	0	16.1297	0.14608	0.17592	0.81724	0	0	0	0	0	1.12655	0	0	0.07962	0	0	0	0	0
Healthy	8.69814	83.3367	0	0	0	0	0	0	0	0	83.3367	0	0	0	0	0	0	0	0	0
Healthy	13.10603	0	1.22405	0	0.07774	0	0	0.02748	0	0	0	0.02174	0.18389	0	0	0	0	0	0.02569	0.00268
Healthy	10.19697	0	13.6787	1.46894	0	0.02101	0	0	0	0	0	0.05942	1.24327	0	0.46479	0	0	0	0	0
Healthy	8.7157	0	1.49092	8.92773	0.0029	0	0.1824	0.00987	0	0	0	0.27605	1.37624	0	0	0.02929	0.04227	0.12442	0.01036	0.00025
Healthy	23.04201	0.17636	0.39393	2.36936	0	0	0	0.00828	0	0	0.17636	0.94805	0	0.6794	0	0	0	0	0	0
Healthy	6.4045	0	3.95825	0	0	0	0	0	0	0	0	0	0.09112	0	0	0	0	0.55499	0.1373	0
Healthy	8.35344	25.1707	0.3946	0	0	0	0	0	0	0	25.1707	0	0	0	0	0	0	0	0	0
Healthy	8.96322	0.09597	0.19713	0.88981	0	0	4.53536	0.38563	0	0	0.09597	0.01603	1.34746	1.139	0.02048	0.77774	0.16422	0	0.0312	0
Healthy	1.38003	0	8.3565	0.01881	0	0	0	0	0	0	0	0	0.08697	0	0	0	0.01364	0.29121	0.07801	0
Healthy	3.56047	0	0	2.8324	0.01341	0	0.05937	0	0	0	0	8.52158	0	0	0	0	0.07304	0	0	0
Healthy	3.13491	0	30.8149	0.15672	0	0	0	0.06739	0.01863	0	0	0.41182	1.44477	0	0	0	0.28218	0	1.34231	0
Healthy	3.23786	45.61821	3.41069	0	0	0	0	0	0	0	45.61821	0.05673	0.27812	0	0	0	0	0.23586	0	0
Healthy	1.66273	15.0765	3.10792	0	0	0.02071	0	0	0	0	15.0765	0.50189	0.05465	1.36857	0.04049	0	0.00858	0	0.00437	0.00552
Healthy	13.93639	0	3.7263	0.48329	1.50839	0.25545	0.35113	0.11054	0	0	0	0.17893	0	0	0.05012	0	0	0	0	0
Healthy	7.63653	11.1618	5.01807	0	0.28696	0	0	0.02907	0	0.00688	11.1618	0.69025	2.6492	0	0.10811	0.84831	0.05381	0	0.11507	0
Healthy	1.47601	0	2.29966	0.55057	0	0	0	0	0	0	0	0.10542	0.61158	0.12394	0	0	0.04039	0.66007	0	0.05142
Healthy	1.57309	0	5.39272	20.3087	0.11689	0.35054	0.16208	0.02243	0	0	0	1.29772	0.31888	3.73091	0.21422	0.08155	0	0.02841	0	0
Healthy	5.29825	11.0211	4.03194	13.8295	0.00777	0.00472	0	0	0.00297	0	11.0211	0.38677	0.46059	1.23508	0.02723	1.22216	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.6655	0	1.87498	0	0	0	0	0	0	0	0	0	2.36464	0	0.37877	0	0	0	0	0
Healthy	32.1619	0	5.18213	0.10908	0.07228	0	0	0	0	0	0	0.40787	0.05245	0	0	0	0.00437	0	0	0.01588
Healthy	29.88148	0	7.65713	0	0	0.05958	0	0.0502	0	0	0	0.12221	0.1284	0	0	0	0.01483	0	0.19879	0
Healthy	24.36315	0.04463	0	1.9833	0	0	0	0	0	0	0.04463	0.87392	0	0.68798	0	0	0	0	0	0
Healthy	33.0389	0	8.62455	0.14376	0.02343	0.05187	0	0	0	0	0	0.14821	0.03368	0	0.36071	0.00482	0.15579	0	0.03523	0
Healthy	29.44672	0	5.47994	0	0	0	0	0.10466	0	0	0	0.14483	0.02815	0	0	0	0	0	0.06874	0
Healthy	9.00476	0.02037	5.76962	0.05114	0.00472	0.16317	0	0.00354	0.00407	0	0.02037	0.10612	0.26007	0	0.5608	0	0.0016	0.54394	0.02699	0
Healthy	8.49778	0	0.09365	0.98729	0.2934	0	0	0	0	0	0	0.01813	0	0	0	0	0	0	0	0
Healthy	1.86173	34.4071	4.65881	0	0	0	0	0.00569	0	0	34.4071	0.26404	0.03267	0	0.19339	0.00215	0.06823	0	0	0
Healthy	27.53726	0	7.7549	0	0	0.03982	0	0.05129	0	0	0	0.11403	0.09209	0	0	0	0.02056	0	0.23348	0
Healthy	1.01361	6.42291	17.4044	0	0	0	0	0	0	0	6.42291	1.31911	1.45176	0	0	0	0	0	0	0
Healthy	19.09044	0.07197	8.32259	0.237	0.1596	0.04776	0.09085	0	0	0	0.07197	0.37219	0.5983	0	0.18476	0.08091	0	0	0	0
Healthy	16.52761	0	8.58025	0	0	0	0	0	0	0	0	0.04878	0	0	0.10297	0	0	0	0.03998	0
Healthy	7.43508	0.00376	0.85075	0	0.0105	0	0	0.00285	0	0	0.00376	0.17608	0.67306	0	0	0	0.31683	0	0.00637	0
Healthy	8.3697	0	4.90281	0.13507	0	0.01467	0	0	0	0	0	0.00674	0.18891	0	0.01116	0	0.01076	0	0.03936	0
Healthy	0.04292	0.01055	0.00125	2.40992	0.01786	0.00104	0	0	0.08706	0	0.01055	0	0.00225	0	0	0	0	0	0	0
Healthy	4.11984	0	2.73308	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40728	0	0	0
Healthy	0.7715	0	0.18578	0	1.03347	0.00117	1.34555	0.01026	0.00042	0.00137	0	1.39369	2.50489	0	1.5968	0	0	0	0.52105	0.00632
Healthy	7.34218	0	5.41291	0	0	0	0	0	0	0	0	3.89868	0.90387	6.45829	0.15536	0.76581	0	0	0	0
Healthy	2.75077	10.09137	2.28317	0	0	0	0	0.00345	0	0	10.09137	0.22169	0.35908	0.18138	0	0	0	0.5634	0	0
Healthy	16.1746	0	4.09215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03323	0	0	0
Healthy	26.2835	0	3.99635	0	0	0	0	0	0	0	0	0.80409	0	0	0.01754	0	0.01459	0	0	0
Healthy	0	0	6.25914	0	0.01786	0.00664	0	0.01649	0.00155	0.00073	0	1.59929	0.38212	0	0.05173	0	0.13452	0	0.03552	0.0215
Healthy	9.64203	0	3.62763	0	0	0.08017	0	0	0	0	0	0	0	0	0	0	0.1875	0.13637	0.13003	0
Healthy	2.48482	0	1.07571	1.78426	0	0	0	0	0	0	0	0	4.22563	0	0	0	0	0	0	0
Healthy	0.21633	0.90413	1.24417	1.90617	0.01764	0	0	0	0	0.01847	0.90413	7.26931	8.95019	0	0.23545	0.23675	0	0	0.72857	0
Healthy	8.25571	0	0.07152	0.97562	0.29046	0	0	0	0	0	0	0.02211	0	0	0	0	0	0	0	0
Healthy	4.24253	0	43.918	0	0	0	0	0	0	0	0	0	1.42719	0	0	0	0.4085	0	1.84905	0
Healthy	2.87703	31.46383	1.48175	0	0	0	0	0	0	0	31.46383	0.59154	0.63418	0.0443	0	0	0	0	0	0
Healthy	4.27097	0	3.77448	0	0	0	0	0	0	0	0	0	0.05625	0	0	0	0.16613	0.34783	0.06487	0.12532
Healthy	7.10125	0.06614	0	27.3174	0	0	0	0	0.00088	0	0.06614	0	1.57438	0	0	0	0	0	0	0
Healthy	6.90516	0	0.86119	4.93118	0	0	0	0	0	0	0	0.3266	0.01118	0	0.24621	0	0.02151	0.03758	0	0
Healthy	32.3542	0	3.0314	0	0	0.95005	0	0	0	0	0	0.01783	0	0.18367	0.08308	0.16829	0.04815	0	0	0
Healthy	15.87189	0.75981	3.04289	0	0	0	0	0	0	0	0.75981	1.10458	0.15239	0	0.26407	0	0	0	0	0
Healthy	4.94922	0	1.6601	0.08148	0	0	0	0	0	0	0	0.04732	0.42452	0	0	0	0	0	0	0
Healthy	3.04518	49.0727	6.36178	0	0	0	0	0	0	0	49.0727	0.03207	0	0.0566	0	0	0	0	0	0
Healthy	0.45328	0.45319	0.97079	0	0.23312	0	0	0	0	0	0.45319	0.10281	0	0	0	0	0	0	0	0
Healthy	6.35763	0	4.17623	0.03568	0	0	0	0	0	0	0	0.09192	0.0857	0	0	0	0	0	0	0
Healthy	1.27905	0	2.16178	0.20692	0	0	0	0	0	0	0	0.40605	0.05288	0	0	0	0.02441	0.76724	0.08099	0.03007
Healthy	26.6793	0	1.65366	0.03995	0.55234	0	0	0	0	0	0	0	0	0	0	0	0.13432	0	0.00451	0
Healthy	2.77751	31.41348	1.29517	0	0	0	0	0	0	0	31.41348	0.59491	0.66456	0.04495	0	0	0	0	0	0
Healthy	3.15479	18.89743	5.87132	0	0	0.1188	0	0	0	0	18.89743	0.10587	0.21433	1.7435	0.12771	0	0	0	0	0
Healthy	10.37485	39.6664	2.45404	0	0	0	0	0	0	0	39.6664	0.38502	0	0	0.14295	0	0	0	0	0
Healthy	41.75262	0	4.33875	0	0	0	0	0	0	0	0	0.03475	0.25218	0	0.02772	0.20602	0	0	0.00223	0
Healthy	9.82482	12.7801	16.5555	0.10641	0	0	0	0	0	0	12.7801	0.33398	0.79995	0.39056	0.32	0	0	0	0.0311	0
Healthy	30.7814	0	5.19471	0.13569	0.08354	0	0	0	0	0	0	0.44642	0.04671	0	0	0	0.0015	0	0	0.04256
Healthy	0.41301	6.81272	12.8979	0.08551	0	0.12262	0	0	0	0	6.81272	3.6915	0.686	0.81187	0.39278	0.43149	0	0	0	0
Healthy	13.03847	0	1.30579	0	0.03625	0	0	0.01899	0	0	0	0.02423	0.22926	0	0	0	0	0	0.01044	0
Healthy	3.53672	0.11644	8.76029	0	0	0.26003	0	0	0	0	0.11644	0.94611	0.18512	0.08872	0.01262	0	0.04241	0	0.00618	0
Healthy	6.30753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	37.56383	19.98919	3.49492	0.27551	0.18346	0.113	0.09749	0.00391	0	0	19.98919	0.01778	0.00969	0	0.0641	0.33016	0.05804	0	0	0
Healthy	1.0723	0	2.78616	0.00829	0	0	0	0.00221	0	0	0	0.3915	0.05307	0	0.11366	0.05015	0.00296	0	0.00245	0.00284
D013167	19.70907	0.01168	6.99584	2.0603	0.03593	0.05975	0	0.00784	0.00583	0.01251	0.01168	0.17025	0.14832	0	0.05141	0.10746	0.00465	0	0	0
Healthy	1.53263	0	9.08445	0.47393	0	0.29076	0	0	0	0	0	1.50109	0	0	0	0	0	0	1.06193	0
Healthy	7.82201	0.0037	0.90277	0	0.00929	0	0	0.02139	0	0	0.0037	0.20426	0.67858	0	0	0	0.26997	0	0.00396	0
Healthy	4.06997	0	5.8699	0.03663	0	0.06282	0	0	0	0	0	0.35518	0.66124	0	0.26011	0.0044	0.00254	0	0.01024	0.0072
Healthy	24.19833	0	0.00346	11.55	0.72953	0	0	0	0	0	0	0.03012	0.1782	0	0	0	0	0	0	0
Healthy	18.19533	0.25305	3.0521	0.02568	0.01879	0.34198	0	0	0	0	0.25305	0.54641	0.06596	0	0.11157	0.16009	0	0	0	0
Healthy	21.15669	0.19279	3.15906	0.19079	0	0.14301	0	0	0	0	0.19279	0.19057	0.25373	0	0.17815	0	0.03248	0	0	0
Healthy	2.48668	22.2815	0.67358	0	0	0	0	0	0	0	22.2815	0.71261	0	1.63506	0.0647	0	0	0	0	0
Healthy	10.63483	0.06754	2.11674	0.05235	0.07714	0.11903	0	0	0	0	0.06754	3.27596	0.00305	0	0	0	0.00478	0	0	0.00328
Healthy	21.26925	5.97225	10.2174	0	0	0.10344	0	0	0	0	5.97225	0.18444	0	1.32903	0.01342	0	0	0.4901	0.05657	0
