group	Phocaeicola	Prevotella	Faecalibacterium	Phytobacter	Ruminococcus_B	Haemophilus_D	Faecalimonas	Muricomes	Rothia	Eggerthella	Prevotella	Enterocloster	Collinsella	Holdemanella	Anaerostipes	Intestinibacter	Parasutterella	Desulfovibrio	Adlercreutzia	Pseudoflavonifractor
Healthy	8.59624	0	0.09042	1.08916	0.30101	0	0	0	0	0	0	0.03897	0	0	0	0	0	0	0	0
Healthy	7.11499	0	2.2066	0	0.08915	0	0	0	0	0.00203	0	2.65	0.58754	0	0.18861	0.00623	0.00838	0.06547	0.37181	0.04364
Healthy	3.19281	43.2318	15.3821	0	0	0	0	0	0	0	43.2318	0	0	0	0	0	0	0	0	0
Healthy	0.30047	0.19939	2.79504	0	0	0	0	0	0	0	0.19939	0.77393	2.41086	0	1.05778	0	0	0	0.04657	0
Healthy	26.90978	0.01637	5.40603	0	0.04808	0	0	0	0	0	0.01637	1.02578	0.39077	2.61862	0.0468	0.03868	0.11329	0	0	0
Healthy	1.68424	7.11611	3.41262	5.44098	0	0	0	0	0	0	7.11611	1.80701	0	0	0	0	0.00432	0.613	0	0
Healthy	4.79333	0	5.90258	0	0	2.12582	0	0	0	0	0	0.03833	0	0	0.00437	0	0	0	0.00191	0
Healthy	1.28558	0	4.04919	0.04711	0	0	0	0	0	0	0	0.52508	0	0	0	0	0.02597	1.3332	0.18762	0.0312
Healthy	0	10.31152	22.9263	0	0	0.07209	0	0	0.50881	0	10.31152	4.08053	2.27388	4.58642	2.72536	2.4799	0	0.07814	0	0
Healthy	18.1731	0	5.27516	0	0	0.16125	0	0	0	0	0	0.43046	0.52018	0	0.56686	0.0309	0.06939	0	0	0
Healthy	10.7109	0	0.91597	0	0	0	0	0	0	0	0	0.03693	0.8744	0	0.03398	0	0	0	0	0
Healthy	14.3154	0	4.35743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.45149	1.38738	3.33876	0.35158	0	0.10127	0	0	0	0	1.38738	1.40097	0.1718	0.2744	0.13407	0.09915	0	0	0	0.00322
Healthy	5.03119	44.27986	1.83291	0	0	0	0	0	0	0	44.27986	0.3666	0.62314	0.20881	0	0	0	0	0	0
Healthy	27.3521	0	0.0085	2.32188	1.45828	0.2854	0.00182	0	0	0	0	0.47723	0	0	0.04784	1.06231	0.01148	0	0	0
Healthy	43.42569	0	3.42272	0	0	0	0	0	0	0	0	0.0287	0.15678	0	0.03766	0.22862	0	0	0	0
Healthy	79.9754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	29.4319	0	5.39934	0.13805	0.10505	0	0	0	0	0	0	0.4392	0.06393	0	0	0	0.0046	0	0	0.02291
Healthy	6.48056	0	5.21392	0	0	2.05871	0	0	0	0	0	0.065	0	0	0.12972	0	0	0	0	0
Healthy	0.02607	0	0.01441	20.1597	0	0.00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.0591	0.02981	1.12055	0.83831	0	0	0	0.03099	0	0	0.02981	0.03523	0.87928	0.10354	0	0	0.02796	0.42136	0	0.00197
Healthy	1.11203	0	0.83261	0.11862	0	0	0	0.02447	0	0	0	0.00501	1.23037	0.26599	0.03142	0	0	0.66639	0	0.05769
Healthy	3.22182	45.48352	3.43351	0	0	0	0	0	0	0	45.48352	0.06514	0.25629	0	0	0	0	0.25576	0	0
Healthy	15.51727	0	4.80433	0	0	0	0	0	0	0	0	0	0.06449	0	0	0	0.0694	0	0	0
Healthy	2.87386	0	2.73645	0.45876	0	0	0	0.09756	0	0	0	2.62476	0	0	0	0	0.08782	0	0	0
Healthy	0.01879	6.1196	20.6986	0	0	0	0	0	0	0	6.1196	2.18281	0.96879	0	0	0	0	0	0	0
Healthy	1.17961	0	12.7081	0.02906	0	0	0	0	0	0	0	1.43792	0	1.66385	0	0.00114	0	0	0.0784	0
Healthy	1.64371	0	3.12753	0	0	0	0	0.01114	0	0	0	5.82719	0	0	0	0	0.0779	0	0	0
Healthy	19.44886	0	0.79783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.32274	45.29351	1.82926	0.06397	0	0	0	0	0	0	45.29351	0.43911	0.62736	0.20525	0	0	0	0	0	0
Healthy	1.55222	0	2.33699	0.05925	0	0	0	0	0	0	0	0.43429	0.05146	0	0	0	0.03435	0.91733	0.10171	0.04854
Healthy	0.70879	0	26.4823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40159	0
Healthy	6.32851	0	3.82684	0	0	0	0	0	0	0	0	0.18403	0.15093	1.16998	0.0166	0	0	0	0.00261	0.00207
Healthy	7.71028	0.30701	0.54416	0	0	0	0	0	0	0	0.30701	1.72355	0	0.44038	0	0	0	0	0	0
Healthy	30.4687	0	6.04891	0	0	0.07096	0	0.08336	0	0	0	0.32614	0	0	0	0	0	0	0.50417	0
Healthy	19.57111	0	0.88195	0.12185	0	0	0	0.06681	0	0	0	1.0404	0	0	0	0	0.53767	0	0	0
Healthy	8.24569	0	4.19247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	13.00281	0	6.64619	0	0.11764	0	0	0.07644	0	0	0	0.21122	0.12703	0	0.00795	0	0	1.50351	0.01454	0
Healthy	1.98631	0	3.46	0	0	0.09599	0	0	0	0	0	0	0.05682	0	0	0	0.02375	0.65011	0.08972	0
Healthy	0	0	2.26209	0.11053	0.15218	0	0.04311	0.09358	0	0	0	2.10665	0.38686	0	0.07603	0.0222	0.217	0	0	0.03489
Healthy	7.2321	0	6.00909	0	0	0	0	0	0	0	0	2.21972	1.57506	0	0.49473	0	0	0	0	0
Healthy	10.03053	0	1.02062	0	0.01935	0	0	0	0	0	0	0.08815	0	0	1.83216	0.65728	0	0	0	0
Healthy	2.74029	0	7.96359	0	0	0	0	0	0	0	0	0.16406	0	1.42706	0	0	0	0	0	0
Healthy	1.9282	0	3.38914	0	0	0.09948	0	0	0	0	0	0	0.05066	0	0	0	0.03274	0.57582	0.08768	0
Healthy	6.39278	0	7.34815	0	0.02482	0.05613	0	0.01617	0	0	0	0.49866	0.03277	1.08971	0.45819	0.01315	0.05912	0	0.16933	0
Healthy	10.83326	0	1.71916	0	0	0.01521	0	0	0	0	0	0.07287	0.13565	0	0	0	0.00428	0	0	0.03773
Healthy	10.31173	0	3.57882	0.15389	0.00636	0	0	0	0	0	0	0.36195	0.31625	0	0.00424	0	0.01829	0	0	0
Healthy	41.93409	0.26179	8.77666	0.14199	0.09084	0.00365	0	0.61297	0	0.00616	0.26179	0.34925	0	0	0.14247	0.05497	0	0	0.04168	0
Healthy	0.02448	0	0.00229	0.00117	0	21.6453	0	0	0.00779	0	0	0	0	0	0	0	0	0	0	0
Healthy	29.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.87878	0	7.41557	0.12456	0.00041	0.24587	0	0.00208	0	0	0	1.70161	0.85144	0	0.09318	0.10772	0.05055	0	0.65034	0
Healthy	46.8292	0	1.01892	0	0.12858	0	0	0	0	0	0	0	0	0	0	0	0.10547	0	0	0
Healthy	1.75827	7.02305	3.17657	5.06457	0	0	0	0	0	0	7.02305	1.72905	0	0	0	0	0.00765	0.41998	0	0
Healthy	5.41656	0	4.95921	0	0	0	0	0	0	0.01228	0	0.24887	0.55112	0	0	0	0.00803	0	0.17381	0.0055
Healthy	31.33356	0	4.47128	0	0	0.00754	0	0	0	0	0	0.11173	0.15977	0	0.08213	0	0.04009	0	0	0
Healthy	5.1623	44.32041	1.75266	0.0306	0	0	0	0	0	0	44.32041	0.40587	0.69124	0.17821	0	0	0	0	0	0
Healthy	0	0	1.38263	0	0.0724	0	0	0.02512	0	0	0	0.17382	0	0	0.04671	0	0	0	0	0
Healthy	26.3697	0	1.93983	0	1.67027	0	0	0	0	0	0	0.09102	0	0	0	0	0.13784	0	0	0
Healthy	15.20761	0	3.44547	0.01783	0.03087	1.24017	0	0	0	0	0	0.08819	0.02457	0	0.04863	0	0	0	0	0
Healthy	2.07423	0	8.32142	0.05688	0	0	0	0	0	0	0	0	0.10036	0	0	0	0.0074	0.25884	0.09387	0
Healthy	0.85545	21.90152	3.79835	0.00862	0	0.43448	0	0	0	0	21.90152	2.59467	0.94643	0.25818	0.12309	0.4202	0.00699	0.16059	0	0.00622
Healthy	1.10513	0	2.39296	0	0	0	0	0.11848	0	0	0	6.71522	0.0155	0	0	0	0.14393	0	0	0.00826
Healthy	3.08589	13.96248	10.5711	0	0	0.44091	0	0	0.01166	0	13.96248	0.71224	0.35061	2.23847	0.00954	0.02593	0.01793	0.07256	0	0
Healthy	10.7342	0.01086	33.4338	0.08203	0	0.00179	0	0.01615	0	0	0.01086	0.46012	0	0	0.03777	0	0.02427	0	0	0
Healthy	0.1526	0	9.45053	0	0.39225	0	0	0	0	0	0	0.4467	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.64414	0	0	0	0	0	0	0	0
Healthy	2.66359	47.3312	5.67047	0.00174	0	0.09418	0	0	0	0	47.3312	0.39614	0.18724	0.7892	0.01948	0.02953	0	0.03212	0.00056	0.01851
Healthy	2.26166	0.09853	7.91107	0.45444	0	0.66963	0	0	0	0.00394	0.09853	1.67928	0.53754	0	1.11387	0.02893	0.05352	0	0.09959	0
Healthy	4.84771	0	7.54477	0	0	0	0	0	0	0	0	1.92255	0	0	0	0	0.26009	0	0	0
Healthy	9.38716	64.5871	0.39224	0	0	0	0	0	0	0	64.5871	0.00084	0	0.48114	0.00611	0	0	0	0	0
Healthy	14.50314	0.4199	6.88421	0.09194	0.0099	0.06276	0	0.00701	0	0.0123	0.4199	0.45866	1.20997	0	0.17961	0	0	0	0.09701	0
Healthy	0.38148	0.00052	0.1088	0	0.02581	0	0.1449	0.17327	0.03211	0.13402	0.00052	0.4079	0	0	0	0	0	0	0.54564	0.04477
Healthy	5.33474	0	0	1.19633	0.09393	0	0.03838	2.52336	0	0.06514	0	0.27573	0	0	0.04145	0.01362	0.02623	0	0	0.00109
Healthy	11.11345	0	1.65953	0	0	0	0	0	0	0	0	0.04455	0.15255	0	0	0	0.01684	0	0	0.02301
Healthy	31.02777	0	7.0697	0	0	0.01762	0	0.02028	0	0	0	0.06747	0.08698	0	0	0	0.00319	0	0.1995	0
Healthy	30.3899	0	1.41439	0.04563	0	0	0	0	0	0	0	0.44785	0	3.64677	0	0.41483	0.00148	0	0	0
Healthy	1.99268	0	1.27455	0	0	0	0	0	0	0	0	2.40405	0	0	0.70452	0	0	0	0	0
Healthy	4.6014	0	7.35373	0.01808	0.00724	0.16637	0	0.00147	0.0021	0.00038	0	0.47031	0.80581	0	0.12246	0.03891	0.02092	0	0.35578	0
Healthy	7.91094	0.01329	3.5326	0	0.01265	0.20521	0	0	0.06018	0.00106	0.01329	0.13626	0.99048	0	0.19031	0.0746	0	0	0.0672	0
Healthy	0.00556	0.00189	0.00717	31.1938	0.00258	0.02425	0.00045	0	0.02743	0.23941	0.00189	0	0	0	0	0.01723	0	0	0	0
Healthy	1.84307	0	0	0.02351	0	0.01115	0	0	0	0	0	0	0.83133	0	0	0	0	0	0	0
Healthy	9.46999	0	0.48679	0.50987	0.00941	0	0	0.00829	0	0	0	0.12247	0.14886	0	0.03874	0	0.10605	0	0	0
Healthy	7.59544	0.00696	1.41366	0	0	0	0	0.01692	0	0	0.00696	0	0.40593	0.04697	0.0302	0	0.01269	0	0.00775	0.00197
Healthy	1.55615	0	2.25483	0.60739	0	0	0	0	0	0	0	0.08071	0.68067	0.12097	0.01072	0	0.0514	0.6342	0	0.06265
Healthy	5.61377	0	5.92255	0	0	0.14623	0	0	0	0	0	0.3478	0.07106	0	0.2425	0.45923	0.04211	0	0	0
Healthy	0.01648	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.51685	32.35583	1.43355	0	0	0	0	0	0	0	32.35583	0.50352	0.57258	0.05546	0	0	0	0	0	0
Healthy	2.79623	0	3.23646	0.02519	0	0.13315	0	0	0	0	0	0.36701	0.11939	1.93039	0.05239	0.14669	0.00249	0	0.04434	0
Healthy	0.88194	0	0.95934	0.21199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12403
Healthy	12.70835	0	1.46929	0.01502	0	0	0	0	0	0	0	0.10964	0	0	0.03768	0	0	0	0	0.01164
Healthy	42.2277	0	1.57438	0	0.15168	0	0	0	0	0	0	0	0	0	0	0	0.27294	0	0	0
Healthy	72.18055	0.0459	0.56909	0.08678	0.28722	0	0.18635	0	0	0.00182	0.0459	0.08997	0	0	0.25187	0	0.00139	0	0	0
Healthy	12.70892	0	4.73852	0	0.05876	0.58627	0	0	0.03618	0	0	2.63483	3.91151	6.72592	0.18012	0.093	0.71365	0	0.02163	0
Healthy	0.81971	6.71216	6.92244	0	0.01416	0	0	0.00433	0.00394	0.00389	6.71216	1.02855	1.19242	1.8374	0.11797	0.0003	0	0	0.26192	0
Healthy	12.7255	0	3.64784	0.19164	0	0	0	0	0	0	0	0	8.07396	0.34886	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	25.3008	0	3.29535	0	0	0	0	0	0	0	0	0.38452	0.00653	0	0	0	0	0	0.0141	0
Healthy	30.32472	0	6.92127	0	0	0.04543	0	0.05388	0	0	0	0.12226	0.09496	0	0	0	0.02131	0	0.22405	0
Healthy	0	0	0.64758	2.31736	0	0	0	0	0	0	0	1.79054	0	0	0	0	0.33648	0	0	0
Healthy	18.84548	0	2.68884	0.20136	0.01289	0.06394	0	0.021	0	0	0	0.95265	0.43562	0	0.16195	0.13193	0.33276	0	0.02795	0.00042
Healthy	17.38681	0	10.7056	0.08711	0	0	0	0	0	0	0	0.67915	0.18546	0	0.26601	0	0	0	0	0
Healthy	10.83113	0	3.52931	0	0	2.63707	0	0	0	0	0	0	0	0	0	0	1.34498	0	0	0
Healthy	3.85626	0	17.8385	0	0	0	0	0	0	0	0	0.00741	0	0	0	0	0	0	0	0
Healthy	6.84598	0	3.62159	0	0.37521	0	0	0	0	0	0	0.70374	0	0	0	0	0.11116	0	0.06423	0
Healthy	0	10.05104	25.6386	5.96798	0	0	0	0	0	0	10.05104	0.0099	0.95473	1.82984	0.03505	0	0	0	0	0
Healthy	9.53352	0	2.95742	0	0	0	0	0	0	0	0	0	1.05088	0	0	0	0	0.07915	0.51778	0
Healthy	10.34142	0	2.04914	8.16134	0.08784	0	0	0.04196	0	0.04376	0	0.39686	2.79408	0	1.20049	0.07477	0.0513	0	0	0
Healthy	2.00835	8.90353	10.5953	0	0	0.123	0	0	0	0	8.90353	1.2324	0	0	1.13128	0	0.0517	0	0	0
Healthy	10.2259	0	1.71266	0	0	0	0	0	0	0	0	1.74283	0	0	1.28919	0	0	0	0	0
Healthy	39.29713	0	9.69365	0.04028	0	0	0	0.00765	0	0	0	0.04792	0	0	0.02045	0	0	0	0.04271	0
Healthy	3.88249	55.8483	4.9751	0.11647	0	0.78169	0	0	0.00678	0	55.8483	0.69794	0.55142	0	0.13525	0.06602	0.00026	0	0	0
Healthy	3.61133	0	45.6278	0	0	0	0	0	0	0	0	0	2.04615	0	0	0	0.19324	0	2.01574	0
Healthy	16.88964	8.26867	0.96581	0	0	0	0	0	0	0	8.26867	0.12932	0	0.87324	0	0	0	0	0	0
Healthy	80.3783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	13.33	0	0	0.22094	0.18672	0	0	0.2842	0	0	0	0.36578	0	0	0.00708	0.00435	0	0	0	0
Healthy	3.11786	0	4.62895	0.22091	0.0041	0	0	0.00326	0	0.00375	0	2.84767	1.12483	0	0.03789	0.00811	0.03821	0	0.11888	0.02813
Healthy	9.64113	0	1.06426	0	0	0	0	0	0	0	0	0	0	0	3.171	0	0	0	0	0
Healthy	2.4811	22.6101	9.97333	0	0	0.02926	0	0	0	0	22.6101	1.86496	0	0	0.58831	0	0.01578	0	0	0
Healthy	4.44472	11.4038	0.2403	0.00603	0.70844	0.0038	0.00285	0.0384	0.01276	0	11.4038	5.58976	0.75056	0	0.0859	0.00892	0.00049	0	0.01093	0.00011
Healthy	27.0383	0	1.79676	0	1.65049	0	0	0.00606	0	0	0	0.09186	0	0	0	0	0.14996	0	0.00525	0
Healthy	28.0542	0	1.62245	0.01973	0.5615	0	0	0	0	0	0	0.00267	0	0	0	0	0.17531	0	0	0
D013167	42.06122	0.59658	4.35543	0.1826	0.00339	0.00225	0.17773	0.03575	0	0	0.59658	0.38844	0.15807	0	0.04671	0.02695	0	0	0	0
Healthy	27.4641	0	1.62754	0.07578	0.56074	0	0	0	0	0	0	0	0	0	0	0	0.13742	0	0.00461	0
Healthy	8.29482	0	4.70666	0.0772	0	0	0	0	0	0	0	0.01418	0.22265	0	0.00582	0	0.01683	0	0.02285	0
Healthy	3.03815	0	4.87308	0.40413	0.04954	0.02856	0	0	0	0.00095	0	2.4429	0.41176	2.49457	0.44591	0.02687	0.04007	0	0.04251	0
Healthy	0.63403	0	0.00155	26.5371	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.31193	0	7.63655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.22549	0	10.2581	0	0	0	0	0	0	0	0	0.89815	0	0.75394	0.06578	0	0	0	0	0.04917
Healthy	6.59528	0	0	12.4845	0.23416	0	0	0	0	0	0	0	0.68492	0	0	0	0	0	0	0
Healthy	17.58969	7.34701	1.97641	0	0.022	0.04518	0	0	0	0	7.34701	0.11429	0	0.87277	0.04105	0	0.00282	0.04086	0	0
Healthy	3.1716	0	0.59619	0	0	0	0	0	0	0	0	0.19173	0.94487	0	0.25525	0	0	0	0.16393	0
Healthy	1.75016	1.95919	7.37514	0.27444	0	0	0	0	0	0	1.95919	1.28746	0.2099	7.39926	0.16449	0	0	0	0	0
Healthy	14.33684	0.00367	6.93553	0.19124	0	0.03373	0	0.00122	0.00381	0	0.00367	0.06513	0.24642	0	0.33088	0.07736	1.0012	0	0.00055	0.00395
Healthy	0.52676	0.1016	2.75222	0.83585	0	0	0.03248	0.01682	0	0.00775	0.1016	0.16939	0	0	0.20696	0.00111	0.5187	0	0.2156	0
Healthy	8.52369	0	0.08666	1.19252	0.30994	0	0	0	0	0	0	0.02739	0	0	0	0	0	0	0	0
Healthy	10.5885	0	3.82459	0	0	0.08441	0	0	0	0	0	0	0.00624	0	0	0	0.22244	0.19167	0.12626	0
Healthy	2.12783	2.00259	5.60942	0	0	0.00284	0	0	0	0	2.00259	0.27248	0.14805	1.78644	0.05038	0.07217	0	0	0	0
Healthy	30.04643	0	7.41268	0	0	0.05132	0	0.06376	0	0	0	0.10873	0.1252	0	0	0	0.02241	0	0.22473	0
Healthy	4.1545	55.04654	2.95617	0.12826	0	1.73528	0	0	0.00413	0	55.04654	0.03366	0.0274	0.04892	0.01038	0.10539	0.00271	0	0.00111	0
Healthy	7.20849	0	4.37354	0	0	0.7386	0	0	0	0	0	0.00693	0	0	0	0	0	0	0	0
Healthy	11.11048	0	3.01066	0	0.00329	0	0	0	0	0	0	0.36372	0.25238	0	0	0	0.01533	0	0	0
Healthy	0	17.24653	8.23542	15.9415	0	0.20148	0	0	0.04453	0	17.24653	0.1994	0.19768	0.34681	0.28535	0	0	0	0	0
D013167	17.78746	0.00694	16.0748	0.19455	0.01013	0.00876	0	0.00206	0.01144	0	0.00694	0.03321	0.12369	0	0.01131	0	0.11094	0.42489	0	0
Healthy	9.40135	0	1.9311	0.05751	0	0.01526	0	0	0	0	0	0.01884	0.19603	0	0	0	0.27255	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.89274	0	1.36853	0.28602	0.045	0.00514	0.44859	1.04991	0	0	0	0.98099	0.12508	0	0.02318	0.00891	0.49336	0	0.02467	0
Healthy	3.22847	0	5.40469	0	0	0	0	0.09243	0	0	0	1.98775	0	0	0	0	0.0273	0	0	0.15432
Healthy	0.72064	8.27946	2.1394	0	0	0	0	0	0	0	8.27946	0	0.3283	0	0.313	0	0	0	0	0
Healthy	5.75355	0	3.88558	0	0	0	0	0	0	0	0	0	0.07502	0	0	0	0.00557	0.41412	0.10822	0
Healthy	8.82496	0	21.8773	1.3961	8.03882	0.26072	0	0.14832	0.00745	0.00644	0	2.30524	2.25101	0	0.04382	0.15201	0	0	0	0
Healthy	12.12959	0	1.83702	0	0	0.00212	0	0	0	0	0	0.04748	0.17215	0	0	0	0.00448	0	0	0.02681
Healthy	10.94847	0	1.65197	0	0	0	0	0	0	0	0	0.03053	0.16663	0	0	0	0.00951	0	0	0.01831
Healthy	2.806	0	2.39217	0.43487	0	0	0	0.11452	0	0	0	2.52228	0	0	0	0	0.10994	0	0	0
Healthy	2.94667	37.6559	3.89802	0.01598	0	0	0	0	0	0	37.6559	0.5643	0.08076	0.34587	0.11884	0	0	0.11842	0	0
Healthy	3.22203	0	2.31697	0.13716	0.03153	0	0	0	0	0.01776	0	0.86082	1.21269	0	0.01316	0	0.07371	0	0.38866	0
Healthy	6.4159	0	1.44011	0.28098	0.46882	0	0	0.00497	0	0.07788	0	1.03473	0	0	0.94327	0.23122	0	0	0	0
Healthy	0.3975	29.37993	6.3115	0	0	0.21487	0	0	0	0	29.37993	1.53098	0	0.67172	0	0.11469	0	0	0	0
Healthy	29.48359	29.7369	1.27026	0	0.01419	0	0	0	0	0	29.7369	0.25819	0.0213	0	0	0	0.00895	0	0	0
Healthy	6.55657	0	1.04945	0	0	0	0	0	0	0	0	1.51206	0.01587	0.22609	0.23523	0	0	0	0	0
Healthy	6.92704	0	1.00623	0.42733	0	0	0.04104	0.75451	0	0	0	0.972	0	0	0	0	0	0	0	0
Healthy	1.63436	0	3.30648	0.06647	0	0	0	0.00116	0	0	0	6.15282	0	0	0	0	0.04569	0	0	0
Healthy	18.68819	0	5.06823	0	0	2.36251	0	0	0	0	0	0.18495	0.03795	0.23711	0.08852	0.64931	0.02364	0	0	0
Healthy	3.64391	8.75833	0.52082	3.12589	0	0	0	0	0.01487	0	8.75833	0.76528	1.39904	1.85544	0.0204	0.01987	0	0.15981	0	0
D013167	66.34817	0.01317	7.2861	3.09906	0.20672	0.1215	0	0	0	0	0.01317	0.0695	0	0	0.48983	0.00633	0.32333	0	0	0
Healthy	25.7197	0	3.3887	0	0	0	0	0	0	0	0	0.37815	0.03553	0	0	0	0	0	0.00523	0
Healthy	8.29592	0	0.85137	0	0.01662	0	0	0.01486	0	0	0	0.16771	0.61709	0	0	0.00778	0.32221	0	0.00265	0
Healthy	2.55005	0	4.86861	0.8469	0.09436	0.73865	0	0	0.08484	0.01146	0	2.46612	0	0	0.00852	0.3873	0.01399	0.07784	0.47704	0
Healthy	9.4484	0	0.07268	0.91375	0.34335	0	0	0	0	0	0	0.04194	0	0	0	0	0	0	0	0
Healthy	1.39159	0	1.73479	0.01889	0.10445	0	0	0.03155	0	0.05949	0	3.60054	0.27075	0	0.01065	0.12567	0.00565	0	0.60873	0.00781
D013167	0.35087	78.62301	6.35546	0.03138	0.0009	0.34547	0.00039	0	0.00153	0	78.62301	0.30893	0.65192	0.53961	0.01002	0.00635	0	0	0	0
Healthy	1.45182	0.24509	2.78321	0.00701	0.17613	0	0	0.00014	0.001	0	0.24509	1.94007	0.33736	4.85785	0.28899	0.10323	0.01306	0.05701	0.03211	0.00775
Healthy	10.87863	19.01481	2.27947	0	0	0	0	0	0	0	19.01481	0.12579	0.01622	0.33164	0.08522	0	0	0.06604	0	0.00636
D013167	57.0369	0.111	0.14085	0	0.01532	0	0	0.21915	0	0.01441	0.111	0.4168	0.06623	0	0.23154	0	0.45599	0	0	0
Healthy	0.02529	0.007	0.32214	0.08296	10.5758	1.09732	3.05554	0.15037	0.02474	0.06107	0.007	2.07739	0.00959	0	0.00167	0.2307	0	0	0	0
Healthy	13.17949	2.85672	4.52892	0.24198	0	0	0	0	0	0	2.85672	0.58804	1.30639	0	0.89122	0	0	0	0.07311	0
Healthy	4.05493	6.69404	4.19009	0	0	0	0	0	0	0	6.69404	1.24332	0.6486	0	0.59936	0	0	0	0	0.06912
Healthy	12.13648	0	4.1991	0.16578	0	0	0.04417	0.01574	0	0.00405	0	0.30162	0	0.88814	0.1208	0	0	0	0.16879	0.00881
Healthy	3.18219	45.77063	3.36544	0	0	0	0	0	0	0	45.77063	0.06216	0.288	0	0	0	0	0.2584	0	0
Healthy	0.17093	0.02749	0.37723	0.31677	0.14802	0	0	0	0	0.02125	0.02749	0.10631	0.28648	0	0.13998	0.04771	0	0	0	0
Healthy	18.96782	0	4.40797	0.05046	0.0168	0.03043	0	0	0	0	0	0.24258	0	0	0.41236	0.00619	0	0	0.0805	0
Healthy	7.60202	0	4.61533	0	0	1.06055	0	0	0	0	0	0.77587	0.8974	0	0.36491	0	0.07046	0	0.01449	0
Healthy	1.62285	0	1.7476	0	0	0	0	0	0	0	0	0	2.26472	0	0.37667	0	0	0	0	0
Healthy	17.341	0	4.22361	0.33113	0.14034	0	0	0	0	0	0	0.14336	0.19782	0	0.06142	0	0.02838	0	0	0
Healthy	13.42268	0	10.3419	0	0	0	0	0	0	0	0	0.08479	0.00371	0	0.02001	0	0.73588	0	0	0
Healthy	8.81167	0	2.24256	0.23085	0	0	0	0	0	0	0	0.05804	0	0	0	0	0.19129	0.02362	0	0
Healthy	25.5608	0	3.03284	0.05406	0	0.00116	0	0	0	0	0	0.35763	0	0.31427	0.09687	0	0.25508	0	0.12008	0.01804
Healthy	6.62838	0	4.37322	0	0	0.84247	0	0	0	0	0	0.01665	0	0	0	0	0	0	0	0
Healthy	39.6556	0	1.76952	0	0.0029	0	0	0	0	0	0	0.16884	0	0	0.12911	0.05642	0	0	0.02621	0.00211
Healthy	0	0	0	2.24583	37.4736	0	11.1482	1.3902	0	0	0	7.03574	0	0	2.68715	0	0	0	0	0
Healthy	16.2896	0	6.49705	0.84199	0.59987	0.14136	0.33787	0.06193	0.00214	0.01253	0	1.02445	0	0	0.72684	0.33544	0	0	0.15412	0.01924
Healthy	22.68466	0	6.10433	0	0	1.84199	0	0	0	0	0	0.24443	0.05092	0.4646	0.995	0	0.0171	0	0.02924	0
Healthy	16.64462	29.5294	5.21195	0.26993	0.00117	0.00903	0	0	0	0	29.5294	2.26211	0.5224	1.50607	0.05885	0.454	0.01259	0.01341	0	0
Healthy	13.47877	9.72196	1.45434	0	0	0	0	0	0	0	9.72196	0.14554	0	0.79262	0.08662	0	0.00753	0	0	0
Healthy	14.4173	0	0.7743	0	0	0	0	0	0	0	0	0	0.58973	0	0.00313	0	0	0	0	0
Healthy	3.09097	0	5.46909	0.03607	0.01337	0	0	0	0.00876	0	0	0.41061	0	0	3.28117	0.03941	0.06997	0	0.05947	0
Healthy	16.19455	0	8.02322	0.28019	0.01705	0	0	0	0.00719	0	0	0.55998	0.21436	0.24876	0.03132	0.05594	0.00196	0	0.2074	0
Healthy	7.76777	15.02399	5.64274	0.27129	0.00575	8.91558	1.07467	0	0.00576	0	15.02399	0.00727	0	0	0.00055	0	0	0	0	0
Healthy	2.69713	6.90858	1.83965	0	0.00249	0	0	0.00589	0	0.00972	6.90858	0.11993	0.2337	0	0.2235	0	0.04445	0	0.04929	0
Healthy	10.5337	0	3.89811	0	0	0.11356	0	0	0	0	0	0	0	0	0	0	0.21446	0.22483	0.13802	0
Healthy	5.40895	0	3.24878	0.19681	0	0	0	0	0	0	0	0.76089	0	0	0	0	0.18523	0.30189	0	0.00319
Healthy	9.5053	0	0.09184	0.97595	0.37078	0	0	0	0	0	0	0.0286	0	0	0	0	0	0	0	0
