s	Intestinibacter_bartlettii	Streptococcus_thermophilus	Coprococcus_A_catus	Anaerostipes_hadrus_A	Haemophilus_D_sp001815355	Streptococcus_parasanguinis_D	Longicatena_innocuum	Veillonella_dispar_A	Streptococcus_sp004166885	Rothia_sp001808955	Bacteroides_caccae	Mediterraneibacter_torques
Healthy	-5	-5	-5	-5	-0.94183979650817	-5	-5	-5	-5	-5	-0.465834231043393	-1.03843653763793
Healthy	-5	-5	-5	-5	-5	-1.27400674107528	-5	-5	-5	-0.66780400467536	-5	-5
Healthy	-5	-1.69831905070642	-1.15285938258659	-2.87289520163519	-5	-5	-0.672477597283179	-5	-5	-5	-1.37008096449646	0.430013746654433
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.11013827874181	-5	-5
Healthy	-5	-5	-5	-5	-1.48678239993206	-5	-5	-5	-5	-5	0.716815216092497	-1.50612388914718
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0753899488940238	-5	-5	-3.29242982390206	-1.55548679366596	-2.44855000202712	-0.24008297953827	-3.30980391997149	-5	-2.34198860334289	-5	-0.855830699958333
Healthy	-5	-5	-1.52258931209275	-5	-5	-5	-5	-5	-5	-5	0.033664963203177	-2.31966448658544
Healthy	-0.982507553522725	-1.41646118074565	-0.820304616675493	-1.1474590142302	0.343514938614878	-5	-5	-5	-5	-5	0.245793881129535	-0.661105448561644
D003922	-0.937342819774436	-1.29447838657733	-0.0720601914506692	-0.239826402425947	-1.67654163315053	-1.30803489723264	-1.68006156001969	-5	-2.88272870434424	-5	-5	-1.80882854427144
Healthy	-2.34872198600186	-5	-0.637649492405152	-1.29362364416031	-1.15021217576231	-5	-2.12033079436795	-5	-5	-5	0.772056794341985	-1.07042782092345
Healthy	-1.58854865786206	-5	-0.26469658491424	-0.12180577225439	-1.48878529886361	-1.84073366890651	-3.06048074738138	-3.3767507096021	-5	-5	-0.267944156202897	-1.39211625564301
Healthy	-2.09799710864927	-2.76447155309245	-5	-1.6252516539899	-0.311491192343479	-0.608359296507612	-3.2839966563652	-1.1001794975729	-5	-5	0.971192786615715	-0.415872398898794
Healthy	-1.62598525970809	-5	-0.994047713112617	-5	-1.82361930775673	-5	-5	-5	-5	-5	-5	-1.08359869639612
Healthy	-5	-2.24260397120698	-5	-5	-5	-5	-1.88041422503822	-5	-5	-5	-5	-2.25336580106242
Healthy	-5	0.118535868753787	-5	-5	-5	-0.167791365205433	-5	-5	-5	-5	-5	0.287465805343229
Healthy	-1.0909255985991	-5	-1.52680509079506	-1.19477108579657	-5	-5	-5	-5	-5	-5	0.61432656625333	-0.228331693488055
Healthy	-5	-5	-1.32642620357695	-0.541407471023984	-0.9313318567141	-0.936403966708941	-5	-1.06550154875643	-5	-5	-5	-1.4521022824369
Healthy	-5	-1.29645070176177	-5	-5	-5	-5	-5	-5	-5	-5	0.740541108390526	-0.0174664599415505
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.376642643691045	0.252644325390492
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.723929006862966	-0.856080061614163
Healthy	-0.808046232847005	-5	-0.760625433217922	-0.23149509295142	-5	-5	-2.63827216398241	-5	-5	-5	-0.519834899112879	-0.766521608068108
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.185432795901954	-0.976706376963395
Healthy	-5	-1.14218522202899	-5	-5	-5	-5	-5	-5	-5	-5	0.736236301740851	0.0929310756735525
Healthy	-2.15801519540989	-5	-0.906718432432755	-2.28819277095881	-1.60032627851896	-2.8153085691824	-5	-5	-5	-2.3429441471429	0.513444013621447	-2.32330639037513
Healthy	-5	-5	-1.91865269219587	-5	-5	-5	-2.57024771999759	-5	-5	-5	-5	-1.67448433663685
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0997324219429545
Healthy	-5	-5	-5	-5	-5	-5	-1.50821822441583	-5	-5	-5	-5	-1.97633608180221
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.05873709068105	0.52239467154834
Healthy	-1.97183558057553	-5	-1.84043280676638	-5	-5	-5	-5	-5	-5	-5	-0.0303185595484989	-0.953543857587408
Healthy	0.00411492734463846	-5	-0.390426932551334	-1.31921138849332	-1.6929320493387	-5	-3.4089353929735	-5	-5	-5	1.1280439972268	-0.577377334897612
Healthy	-5	-0.925915310971756	-0.64221756376858	-5	-5	-5	-5	-5	-5	-5	-5	-0.329206983752627
Healthy	-1.48598381959935	-5	-0.849028767937388	-0.952530425380143	-5	0.0480453969585814	-5	-1.71354353025302	-5	-5	0.421465720273373	-0.834162375309872
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.77801229838057
Healthy	-0.848476932435056	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.44069198909299	-5	-5	-1.56895805466411	0.203400086091227	-0.942486039893409	-5	-1.96457026181545	-2.58169870868025	-5	0.418379192121407	-0.557692728700947
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.83356988615672	-5	-5	-5	-5	-5	-5	-5	-5	-1.77443228656053
Healthy	-5	-5	-1.23889946104186	-1.03777276864991	-5	-5	-5	-5	-5	-5	-5	-1.52100086832664
Healthy	-0.57170318601712	-5	-5	-5	-0.156997826814456	-0.947844932800435	-2.17848647159523	-2.06298389253519	-1.376027487983	-1.50584540598156	-5	-2.0301183562535
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.161616924296089	-5	-5	-5	-5	-5	-5	-5	-5	0.316859005016097	0.983154756332207
Healthy	-0.698427475243725	-0.2713540807177	-0.762808263424861	-1.16039627052916	-0.704542861927437	-1.36451625318509	-5	-3.22914798835786	-5	-5	0.19961258242565	-1.11924355548979
Healthy	-1.15323004646278	-5	-0.613661583642489	-0.779918075066185	-5	-5	-5	-5	-5	-5	0.087373187888654	-0.783834097714007
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.44989400065241
Healthy	-5	-1.85636076472546	-5	-5	-5	-5	-2.06398920428479	-5	-5	-5	-5	0.0172420845476457
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.0776898367856	-2.13667713987954	-5	-5	-5	-5	-5	-5	-5	0.482054223218305	-0.162897890285551
Healthy	-5	-1.23769663671223	-0.968349206448736	-0.312471038785366	-0.533681152692643	-5	-5	-5	-5	-5	-0.318297569702766	-1.19586056766465
Healthy	-2.17979854051436	0.222906270967883	-1.13727247168203	-2.20481541031758	-1.18722029299104	-5	-3.46852108295774	-5	-2.87289520163519	-5	0.311194214067994	-2.15989390554324
Healthy	-1.36875921976449	-0.626885618796542	-0.493616749476162	-0.840914286285654	-5	-1.33114835191748	-2.68402965454308	-5	-5	-5	0.632505881856055	-1.51655535190146
Healthy	-5	-5	-5	-1.6140364293993	-5	-3.16115090926274	-2.13786862068696	-5	-5	-5	0.700465741632779	-0.2815896637476
Healthy	-0.665908311797845	-5	-1.08149786036383	-1.0582401861853	-0.566726328908551	-5	-5	-5	-5	-5	-0.393640135148411	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.615378678616524	-0.650178730487609
Healthy	-1.90763030037088	-5	-0.917358221842869	-1.09436599867305	-0.506221400458135	-5	-2.57024771999759	-5	-5	-5	-5	-1.56607023439154
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.59378353214674	-5	-5	-0.924088238517223	-5	-5	-5	-5	-5	-0.255934004833851	-1.25204469309327
Healthy	-5	-1.59192971411281	-0.75624285897007	-1.06560255921901	-5	-5	-5	-5	-5	-5	-0.0299787341716342	-1.77134304189106
Healthy	-1.54287537369659	-5	-0.933524986245869	-1.25150187338626	-0.764017296518161	-5	-5	-5	-5	-5	0.031852631395629	-0.557551589069931
Healthy	-5	-5	-5	0.0838393183328587	-0.248867225544401	-0.243158582129812	-5	-0.412345149004282	-5	-5	-5	-1.53106219433454
Healthy	-5	-5	-5	-5	-1.83297820420974	-5	-5	-5	-5	-5	0.262415490363066	-1.17887967622318
Healthy	-2.44733178388781	-5	-1.20676855294348	-5	-5	-5	-2.57024771999759	-5	-5	-5	-0.139907663918356	-0.662381027580614
Healthy	0.268563931963601	-5	-0.0375454240514964	-1.03658998431977	-0.206971345614081	-0.198905139929455	-0.377288740667696	-5	-5	-1.31857784427899	-5	0.46934034457676
Healthy	-5	-2.26841123481326	-0.492332993052483	-1.15839028783156	-5	-0.524198107254275	-2.48545224733971	-5	-1.94423953531227	-5	-1.55972078676441	-1.78357016912375
Healthy	-5	-5	-0.77837714225121	-0.411549008576187	-5	-5	-5	-5	-5	-5	-5	-0.238711300005206
Healthy	-0.970291637485105	-5	-5	-1.13306318226836	-5	-1.70223948890087	-2.43770713554353	-5	-3.14874165128092	-5	0.235280929531212	-0.435085500440065
Healthy	-5	-5	-5	-5	-5	-1.25080495778033	-0.14967240513739	-5	-5	-0.0378912244458389	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.154858962703634	-0.946614200182518
Healthy	-5	-2.0783135245164	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.406857983097968	-5	-0.547446936771075	-5	-5	-5	-5	-5	-5	-5	0.77003934191219	-0.509999358109048
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0737038668666619	-0.481867880642839
Healthy	-0.205749032684333	-2.63827216398241	-1.121593112419	-1.31893975636819	-1.09598811640261	-1.30688888453786	-2.31425826139774	-1.47391930819797	-5	-5	-5	-0.714510203153707
Healthy	-5	-5	-0.594397544790687	0.0512991927027975	-5	-5	-5	-5	-5	-5	-0.73511137387938	0.249648322433562
Healthy	-5	-5	-5	-1.29132420727346	-5	-5	-2.55129368009492	-5	-5	-5	-5	-1.17757037622064
Healthy	-1.40318306408441	-5	-1.529883646849	-5	-5	-5	-5	-5	-5	-5	-0.26891914863077	-0.258163213814023
Healthy	-5	-1.41998788747058	-1.65678840982025	-5	-5	-5	-5	-5	-5	-5	0.0618142404424744	-1.57137932732806
Healthy	-0.98999702587294	-5	-5	-5	-1.48878529886361	-1.69680394257951	-2.37986394502624	-5	-5	-5	-1.19770528860254	-1.32845691473743
Healthy	-5	-5	-5	-5	-5	-1.48188105285685	-5	-1.45531197769732	-5	-5	0.845431698141	-0.520813526453755
Healthy	-2.06449273417529	-5	-1.04890544315834	-0.956873602032774	-1.35017853677543	-0.654783153568655	-5	-1.04711073508907	-5	-5	0.136796641278326	-0.443058591437279
Healthy	-1.18402399902801	-1.15620680167409	-1.34438141645878	-1.18111458540599	-0.638971374186328	-0.957818405484234	-5	-2.05256627811295	-5	-5	0.142176647234092	-0.835676891431705
Healthy	-0.81315662967553	-5	-5	-1.27893169820284	-5	-1.85356186471423	-2.27408836770495	-5	-1.57462883356106	-5	-5	-0.992807176442959
Healthy	-5	-1.4299242946784	-5	-5	-5	-5	-5	-5	-5	-5	0.17805561153123	-1.29843201494407
Healthy	-1.29903682184045	-2.26201267366657	-0.437826136635352	-1.78648224300369	-0.186065582200831	-1.08423093401632	-5	-5	-1.13685565374733	-1.60467360693065	0.173527157774447	-0.714938024064838
Healthy	-1.1041356487527	-0.599703832304102	-1.42829116819131	-2.77728352885242	-1.3585258894959	-5	-5	-1.82304101941309	-5	-5	-0.176904150027004	-1.06383825908884
Healthy	-5	-5	-5	-1.51655535190146	-1.43062609038495	-1.49811950624494	-5	-5	-5	-5	0.0810879500885097	-1.04987865248863
Healthy	-5	-5	-5	-5	-5	-1.876801924968	0.700728805145423	-5	-5	-5	-3.55284196865778	-5
Healthy	-0.908931268499988	-5	-1.51970553999699	-0.821051814883198	-1.20314825095011	-5	-5	-5	-2.58502665202918	-5	-5	-0.550583316669198
Healthy	-5	-0.916640735339182	-1.63004239265395	-1.51498878542143	-3.4089353929735	-5	-5	-5	-5	-5	-5	-0.992849894633315
Healthy	-1.67060212063896	-5	-0.914673737576011	-5	-5	-0.522271158217447	-0.883757642036665	-5	-0.976253836847524	-5	-5	-0.575346999584744
Healthy	-5	-1.33320131633383	-1.69831905070642	-2.29242982390206	-5	-5	-2.38510278396687	-5	-5	-5	0.156140104120638	-1.47456644657118
Healthy	-5	-5	-5	-1.41307529185518	-5	-0.0492701411351805	-5	-5	-5	-5	0.0622773072247382	-0.420319274785209
Healthy	-5	-2.98716277529483	-5	-5	-1.67264106561367	0.0131322760460034	-5	-5	-5	-1.5055671012736	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-0.898631036750749	-5	-5	-5	-1.78330640083025	-5
Healthy	-5	-5	-1.66374044798581	-2.16241156176449	-5	-5	-5	-5	-5	-5	-0.352636593140497	-1.79778422419887
Healthy	-5	-5	-5	-0.214520679503784	-0.6122721251321	-5	-5	-5	-5	-5	0.572544015998988	-0.305421122741757
Healthy	-5	-5	-0.784917884986825	-5	-1.63339028960757	-1.32891976726115	-5	-5	-1.34017884194429	-5	-5	-0.401625389801325
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.321964438665982	-5
Healthy	-1.45979570015794	-1.6190655366693	-1.15279763601908	-5	-2.07675598136972	-2.41907502432438	-3.30980391997149	-5	-5	-5	-0.768224676024905	-1.62015082123717
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.163942164135857	-5
Healthy	-1.22242819530859	-1.09854167860389	-0.391089048347766	-0.771009689159276	-0.485438966365969	-0.943209451725617	-5	-5	-1.1673633724033	-5	0.222055424604996	-1.17114684032336
Healthy	-5	-5	-5	-5	-1.24626377782499	-5	-5	-5	-5	-5	0.248843436629783	-1.0876185010812
Healthy	-5	-5	-1.006607862551	-0.289967300934246	-5	-5	-5	-5	-5	-5	-5	-1.1769172034672
Healthy	-0.123026267379584	-5	0.366051079337675	-5	-5	-5	0.445041902825211	-5	-5	-5	-5	-0.158734407374218
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.636218847419135	0.11168920335599
Healthy	-2.36151074304536	-5	-0.755524955310988	-1.04856533446799	-2.00305075150462	-5	-3.431798275933	-5	-5	-5	-0.0336564259261643	-0.745451922891026
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.15428198203334	0.551529286075512
Healthy	-5	-1.12142076193778	-5	-5	-5	-5	-5	-5	-5	-5	0.185927268133607	-1.24818221226312
Healthy	-5	-5	-5	-1.93666664104825	-5	-5	-5	-5	-5	-5	-5	-0.149617239118656
Healthy	-5	-5	-1.23867367757854	-1.52885503483937	-5	-5	-5	-5	-5	-5	0.393657667523328	-1.53865156635202
D003922	0.263834828202347	-1.63432485954408	-0.129748300048659	-1.00696076819309	-0.296734422319888	-0.859209223374698	-2.45469288353418	-2.16494389827988	-5	-1.50058787432772	0.553952168585147	-1.24733705687903
Healthy	-5	-5	-1.01511279893567	-5	-5	-5	-5	-5	-5	-5	1.00308596397655	-1.54729377348897
Healthy	-5	-5	-5	-5	-5	-1.57430278663741	-5	-5	-5	-5	-5	-1.08719360733871
D003922	-5	0.0846906449600825	-0.420045005177228	-0.329151378637715	-5	-1.91542372206567	-1.76522970483908	-2.85698519974591	-5	-5	-5	-2.36151074304536
Healthy	-5	-1.32569011105852	-1.12130589960389	-2.37365963262496	-5	-1.5079383954874	-5	-5	-5	-5	-5	-2.05207638016827
Healthy	-5	-5	-1.87224748416703	-5	-5	-5	-5	-5	-5	-5	1.14303698307477	-0.790592231903624
Healthy	-0.84545430757909	-0.566662276036947	-0.975350168820555	-1.07883394936226	-5	-0.950045851977954	-3.16749108729376	-3.20065945054642	-3.32790214206428	-3.79588001734407	-5	-1.21084250808856
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.425457592715023	0.649602558661832
Healthy	-1.3013775702979	-5	-1.19064232978889	-5	-1.24458253718906	-5	-5	-5	-5	-5	-5	-0.188532240575662
Healthy	-5	-5	-2.03574036980315	-5	-5	-5	-5	-5	-5	-5	-5	-2.12784372725171
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.528555494639069	-0.540260818260441
Healthy	-0.607426143591859	-5	-0.861855255820513	-0.473195656192089	0.763430988686967	-1.00475979813718	-5	-0.897737850505727	-5	-5	0.0590443777499763	-1.73589084369419
Healthy	-2.24872089601666	-0.331474311443138	-5	-0.80487557701332	-5	-1.21488380497808	-1.98380264648756	-5	-5	-2.85698519974591	-0.0160265964382491	-0.899457149987535
Healthy	-5	-5	-5	-5	-2.39577394691553	-1.03967194946986	-5	-1.51855737149769	-5	-1.95624487303132	-5	-2.22184874961636
Healthy	-5	-0.334240825342148	-5	-5	-5	-5	-5	-5	-5	-5	0.114430824733974	-0.511125093714975
Healthy	-0.794065206315318	-1.4185054577091	-0.328059255718302	-1.67386904328921	-5	-1.54136215097435	-5	-5	-5	-5	-0.954911838457183	-1.05769424710411
Healthy	-5	-0.471893538859289	-1.39254497678533	-5	-5	-5	-5	-5	-5	-5	0.0120100129484715	-0.0957444121634563
Healthy	-5	-5	-1.59125139381576	-5	-2.18111458540599	-5	-3.34678748622466	-5	-5	-5	0.651581332545038	-2.26360349772336
Healthy	-5	-1.34669098706152	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.257212838327702
Healthy	-5	-0.85390298646413	-5	-5	-5	-5	-5	-1.15490195998574	-5	-5	1.00905168838666	-1.06188073080569
Healthy	-5	-5	-2.13489602535887	-5	-5	-5	-5	-1.59602203633064	-5	-5	0.449714381442156	-0.829650260860816
Healthy	-5	-5	-5	-0.78698722119199	-1.54668165995296	-2.80966830182971	-2.59006687666871	-1.64225567481962	-5	-5	0.0480726128990506	-2.09636748391576
Healthy	-1.12778543660241	-1.75399409592397	-0.228111336373814	-0.70245833218184	-1.59380057633669	-2.54821356447571	-3.39794000867204	-5	-5	-5	0.300173591699485	-0.480907386509644
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.23091821288178	0.557870365627141
Healthy	-0.922268820347608	-5	-5	-1.0928036897284	-5	-1.38520820804358	-2.70333480973847	-5	-5	-5	-5	-1.13786862068696
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.182143876082204
Healthy	-0.188780349464923	-5	-5	-5	-0.187414158045324	-0.637216036530086	-5	-5	-5	-5	-5	0.174905465400669
Healthy	-5	-5	-5	-5	-0.686976889676762	-5	-5	-5	-5	-5	0.578649522907199	-1.64301859900687
Healthy	-0.609117858868014	-5	-1.15082636690117	-2.40782324260413	-1.18648572845812	-0.838033383635925	-5	-5	-5	-1.43509732747079	-0.0973934345723058	-0.235114327475389
Healthy	-5	-1.27860162447849	-5	-5	0.31624300517489	0.612055538289556	-5	-1.92996213339224	-5	-5	-5	-0.706173561613822
Healthy	-5	-5	-5	-5	-1.10540705207704	-0.801425381852719	-5	-1.60783085051026	-5	-5	1.08486249625709	-0.972405788173774
Healthy	-5	-5	-0.531313048229095	-5	-0.594534110015475	-1.79942307324515	-5	-2.54211810326601	-5	-5	-5	-0.961220930444462
Healthy	-5	-1.17724366704861	-2.70774392864352	-1.10546241500425	0.333479517901699	-0.332416311461809	-5	-1.03268608171292	-1.54045674171959	-5	-5	-0.634156488466261
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-0.709675955449893	-5	-5	-5	-5	-5	-5	-5	-0.497190650610958
Healthy	-2.23136189875239	-2.42481215507234	-5	-5	-0.976130498611668	-5	-5	-5	-5	-5	-0.743378453930294	-0.276642855847092
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.13012318673323	-5	-5	-5	-5	-5	-5	-5	-0.0148745374510084	-0.472885888360195
Healthy	-1.28149831113273	-1.67654163315053	-1.24795155218056	-2.55284196865778	-5	-5	-2.48678239993206	-5	-5	-5	-0.0904439707588247	-2.39794000867204
Healthy	-5	-0.760225184833481	-5	-5	-5	-5	-5	-5	-5	-5	1.04772684367724	-1.2580609222708
Healthy	-0.928670413139657	-0.529001830339126	-0.757582815582281	-0.972854334225658	-5	-1.01936043255626	-2.43889861635094	-5	-5	-5	-0.479909671887157	-1.20739821883503
Healthy	-5	-5	-5	-5	-1.30059591818466	-5	-5	-5	-5	-5	0.655141317287316	-2.15864052954514
Healthy	-5	0.549628490248467	-0.386179312189577	-1.07857365898473	-2.46218090492673	0.458651444118378	-1.71647263513831	-2.5016894462104	-5	-1.66054855869356	-5	-1.55924829952081
Healthy	-5	-5	-5	-1.05690137699451	-5	-5	-5	-5	-5	-5	-5	-0.347734314461723
Healthy	-5	-0.492238550411706	-5	-5	0.312657523878523	-1.26480045157769	-5	-2.66354026615147	-5	-5	-5	-0.65035343048492
Healthy	-2.18309616062434	-2.61439372640169	-0.63546776507204	-1.3761307316497	-5	-5	-5	-2.87942606879415	-5	-5	-5	-1.1406214955744
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.390424599428251	-5
Healthy	-1.49661793652627	-2.53610701101409	-0.77142000579508	-1.10997041383658	-2.06198090252379	-1.38226596463598	-2.35066514128786	-2.15926676538819	-5	-3.56863623584101	0.129519104857298	-0.603887869388522
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.34457341225408
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.361351031916633	-5	-5	-5	-5	-5	-5	-5	-5	0.137828663756581	-1.44660248987612
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.271051261492347	-0.667399972194918
Healthy	-5	-0.530634601233566	-5	-5	-5	-5	-5	-5	-5	-5	-0.834725989688771	-0.0631998382685947
Healthy	-5	-5	-0.816701678924188	-5	-5	-5	-5	-5	-5	-5	-5	0.101901660763523
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.565191661346907	-5	-1.12517042212028	-0.733838887780599	-5	-5	-5	-5	-5	-5	0.20275251876813	-1.21077194273266
Healthy	-5	-1.07350321072678	-0.538816728735412	-1.78727984558216	-0.73969005420508	-1.30565808963582	-5	-5	-5	-5	0.625254815642216	-1.94884747755262
Healthy	-5	-5	-0.844360366240224	-0.629006066485256	-2.0423927129399	-1.26416166568293	-5	-2.25649023527157	-5	-5	-5	-1.12418661116024
Healthy	-5	-5	-5	-5	-0.884056823060945	-2.01412464269161	-5	-5	-5	-5	0.221703671029928	-1.51187250375254
Healthy	-5	-5	-5	-5	-5	-1.32836440339787	-0.350343921143827	-1.91506642506328	-5	-5	-2.56863623584101	-5
Healthy	-0.912396026312192	-5	-0.673951032053259	-2.03198428600636	-5	-1.19097927951633	-2.9100948885606	-3.01322826573375	-5	-5	-0.228236191677466	-2.21041928783557
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.271123381984698	-1.70071066591232
Healthy	-1.40638169187046	-5	-1.07696333132921	-1.933301449577	-5	-2.47237009912866	-5	-5	-5	-5	0.888181741231951	-0.610816189691835
Healthy	-5	-5	-0.559389991727655	-0.613251409170616	-5	-1.33913452199613	-0.90752498707402	-5	-5	-5	-5	-2.36754270781528
Healthy	-5	-5	-5	-5	-5	-0.58256152370612	-5	-5	-5	-5	-1.35674477497523	-5
Healthy	-5	-0.231946777320688	-5	-5	-5	-5	-5	-5	-5	-5	0.108040441895047	-1.08586848736911
Healthy	-1.48771593671815	-0.174677761795407	-1.26768667252876	-1.23589862352377	-2.33441900898205	-1.32486349553201	-2.03810452633215	-5	-5	-2.1511952989482	-0.208330399687782	-1.10707101764479
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.343764943264214	-0.872571222148401
Healthy	-5	-5	-2.56066730616974	-5	-5	-5	-5	-5	-5	-5	0.325242604164506	-1.07530729697981
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-0.686322561398676	-5	-5	-2.28735029837279	-5	-5	-5	0.271258284941816	-1.0411972966005
Healthy	-5	-5	-1.17894524495311	-5	-5	-5	-5	-5	-5	-5	0.191179845109509	-0.860341263791823
Healthy	-0.990081915334099	-5	-0.847650491687273	-1.02923484021923	0.324401818418918	-0.290755486712013	-5	-1.63883900480497	-1.74256143314019	-2.41907502432438	-0.434553617137483	-1.54454603122137
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.16858586553641	-1.03352973627072
Healthy	-5	-5	-5	0.193258206871714	-5	-1.41782296231159	-2.84163750790475	-5	-5	-5	-5	-0.875039549210455
Healthy	-5	-5	-5	-5	-5	-1.59209945985736	-2.0268721464003	-5	-5	-5	-5	-0.950123280126118
Healthy	-1.43074316667139	-5	-0.293273685438962	-0.762506530331272	-1.84345084866822	-5	-2.7619538968712	-5	-5	-2.8153085691824	-0.243523644146848	-1.71309464702762
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0504880176537087	-0.338897526365746
Healthy	-0.793255055946253	-5	-5	-5	0.13653983769206	-1.87811201489632	-5	-5	-5	-5	0.00267568053498591	-0.756465898167938
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0171585984878148	-5
Healthy	-3.11350927482752	-5	-0.876703827354686	-1.62470226178266	-2.79317412396815	-1.13816700234205	-2.90308998699194	-5	-1.83564714421556	-5	0.178251558989797	-1.08576265223226
Healthy	-5	-5	-5	-5	-5	-5	-1.56863623584101	-5	-5	-5	-5	-0.153811390002571
Healthy	-5	-5	-5	-5	1.20624309899151	-1.64801054456437	-5	-5	-5	-0.597721418104439	-5	-1.11662251025166
Healthy	-5	-5	-1.64608376907964	-5	-5	-5	-5	-5	-5	-5	-0.0419380670317668	-0.61394715105961
Healthy	-2.38195190328791	-5	-0.88951130016333	-3.08618614761628	-1.02521206778644	0.624156225039275	-1.86550414416533	-1.56944123047724	-0.802443786846463	-2.20971483596676	-5	-0.825039377061974
Healthy	0.323388247170212	-0.482579752524628	-0.525638023967369	-0.763891198412718	-0.44920926344804	-1.0870874488239	-1.56463349338734	-5	-5	-5	0.178084432879212	-1.43238555726916
Healthy	-5	-5	-0.626793659857052	-3.16749108729376	-1.74957999769111	-1.49839307758117	-5	-2.22767829327708	-5	-5	-5	0.0666724770728156
Healthy	-1.01336260438985	-5	-5	-1.7830427926389	-0.763160550526086	-1.53150497549293	-2.38195190328791	-2.14569395819892	-5	-5	1.0179306495927	-0.376120406178485
Healthy	-5	-5	-2.05998184499234	-2.24336389175415	-5	-5	-5	-5	-5	-5	0.855046444249694	-0.679562896317135
Healthy	-5	-5	-5	-5	-1.86423148543218	-5	-5	-5	-5	-5	0.429658630203552	-0.571346954737989
Healthy	-5	-5	-1.07422394616325	-1.19551981089401	-1.41217682868104	-1.27067319035314	-1.64569943765464	-2.07572071393812	-1.21438547505318	-5	-0.0718654175737786	-0.285167487566667
Healthy	-5	-5	-1.08777794346758	-5	-5	-5	-5	-5	-5	-5	-1.69271795296665	-0.494714325855868
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.281873856870123	-0.528590927912945
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.292388998301931	-1.66938333270556
Healthy	-5	-5	-5	-2.09799710864927	-1.08788427092115	-5	-2.69680394257951	-5	-5	-5	-5	-1.98005331832116
