s	Intestinibacter_bartlettii	Streptococcus_thermophilus	Coprococcus_A_catus	Anaerostipes_hadrus_A	Haemophilus_D_sp001815355	Streptococcus_parasanguinis_D	Longicatena_innocuum	Veillonella_dispar_A	Streptococcus_sp004166885	Rothia_sp001808955	Bacteroides_caccae	Mediterraneibacter_torques
Healthy	-5	-5	-1.15156454466853	-5	-5	-5	-5	-5	-5	-5	-0.219740309523978	-0.48268531433523
Healthy	-1.63134128760777	-5	-5	-1.84163750790475	-5	-1.40571797118819	-5	-1.28108331398514	-5	-5	1.11756658179951	0.205334307942104
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0948411922450296	-0.495501952473373
Healthy	-0.849304948857286	-5	-1.45954538632859	-0.834963520005435	0.384421519363865	-0.429410364297198	-5	-0.801452874935493	-5	-5	-0.500189243526179	-0.668471481131309
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.510365357434573	-2.64206515299955
Healthy	-0.488638105341815	-5	-5	-2.12090412049993	0.501839469038945	-1.26448094118483	-2.79588001734407	-0.82492327882379	-2.16367588429325	-1.6940041172292	-0.620930280207253	-1.92335955632966
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.11975822410452	-0.921217039803037
Healthy	-5	-0.694842171213514	-5	-1.71873931294499	-5	-5	-5	-5	-5	-5	-5	0.67227800657549
Healthy	0.0403491256287113	-5	-1.16159172150581	-5	-0.51089971303104	-5	-5	-5	-5	-5	0.563317304137253	-0.945770090136603
Healthy	-1.21889116427053	-5	-5	-1.1329451995233	-5	-5	-2.92811799269387	-5	-5	-5	0.337930240289517	-3.03151705144606
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.590267669727064	-0.681644449774297
Healthy	-5	-5	-5	-5	-5	-5	-1.8735438865682	-5	-5	-5	-5	-1.89346914617762
Healthy	-5	-5	-1.17483362774345	-0.617928899235915	-5	-5	-5	-5	-5	-5	-0.70874217971185	-1.02273378757271
Healthy	-0.611437028601925	-1.06153031163235	-5	-2.2298847052129	-1.80604102198081	-1.59928936322677	-2.32422165832591	-5	-2.52287874528034	-5	-5	-2.33629907461035
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.698167301815603
Healthy	-0.584125591190995	-5	-0.984891839354163	-1.06661395809695	-0.797402714307569	-1.42934032997847	-5	-5	-5	-5	-2.73048705578208	-0.742441412555782
Healthy	-1.00846382469997	-5	-1.67264106561367	-5	-5	-5	-5	-5	-5	-5	0.446431531821449	-0.707367407917573
Healthy	-1.41116827440579	-5	-1.91435271170314	-1.79398412323666	0.643363834437551	-0.709876311725693	-5	-0.700274846024363	-5	-5	-5	-0.838422388951129
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.448769644657028
Healthy	-5	-5	-0.81633164263998	-5	-5	-5	-5	-5	-5	-5	-0.0933310139401599	-1.20190206793751
Healthy	-5	-5	-5	-0.288614620901548	-5	-5	-5	-5	-5	-5	0.424008905990237	-0.0893489193648426
Healthy	-0.594380477156647	-1.66354026615147	-5	-0.92551269501431	-5	-2.40560744962457	-2.24184537803261	-5	-2.57839607313017	-5	0.827241292431622	-0.395514743994136
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.65150042971616
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.664636335331424	0.385854626166732
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.340241793578293	-1.02946717023168
Healthy	-5	-0.555689709487743	-5	-5	-0.901529334349371	-5	-5	-5	-5	-5	-0.230703927090652	-1.44165149123838
Healthy	-1.06620911585658	-0.773142429711276	-0.670724187763545	-0.422795526988937	-0.532954548012244	0.150510832907967	-2.9100948885606	-2.22475374025976	-1.04880824206529	-1.76120143728608	0.203174363423683	-1.57675412606319
Healthy	-5	-5	-5	-5	-5	-1.48972315558264	-5	-5	-5	-5	-5	-0.921833291831846
Healthy	-5	-5	-0.652513861923427	-1.44745345204434	-5	-5	-5	-5	-5	-5	-5	-1.04691715608791
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.643324144341363	-0.508148250278584
Healthy	-5	-2.28567024025477	-0.420593717711893	-2.24108810760203	-2.50445566245355	-5	-5	-5	-5	-5	0.12267778742849	-1.35961795529043
Healthy	-5	-5	-5	-2.15739076038944	-0.0876450707475934	-1.87160073128219	-5	-1.40011692792631	-5	-5	-5	-0.54425700355151
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.631899148290649	0.0608866230046622
Healthy	-5	-5	-0.731890270191522	-0.626554657702021	-1.67736728830778	-5	-5	-5	-5	-5	-0.577738549186397	0.0533166636049184
Healthy	-1.53313237964589	-1.47404865875199	-5	-5	-5	-1.95000714307986	-3.0087739243075	-5	-5	-5	-0.0523408564208821	-1.85263289220621
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.216339350703899
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.104988718449284	-5
D003922	-1.12598229613781	-0.923104806133949	-0.668147728066395	-1.30085631260552	-5	-1.3601152580837	-3.16115090926274	-5	-2.18243463044022	-5	-5	-0.711504848226444
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.509159494120937	-5
Healthy	-0.109159980219259	-5	-0.148234251435788	-2.49485002168009	-5	-5	-1.24695343837347	-5	-5	-5	1.51454921358728	-0.703290943824397
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0477550063856311	-0.617910881334699
Healthy	-5	-1.25414480482627	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0776658126875785
Healthy	-5	-5	-0.274930016023083	-5	-5	-5	-5	-5	-5	-1.72955409198204	0.045549848167839	-1.30250911282894
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.309133851513643	-1.14733705565543
Healthy	-5	-5	-0.702567795189831	-1.60084566604178	-1.6836102489268	-2.11294562194904	-5	-5	-1.85855022659953	-5	-0.0946035304660059	-1.77650405903761
Healthy	-5	-5	-5	-5	-0.592677092160361	-5	-5	-1.95350483566529	-5	-5	-5	-0.604219451858514
Healthy	-0.0714402939470006	-0.555361969498423	-0.2872745559405	-1.04963514562388	-5	-5	-2.93181413825384	-5	-5	-5	0.897666670756084	-0.980883709552927
Healthy	-5	-5	-5	-5	-5	-1.10818388047514	-1.5103227083363	-5	-5	-5	-5	-1.56783273055741
Healthy	-1.0885227828939	-1.25609844951482	-0.403183064084409	-0.831207979685818	-0.455250028552092	-0.988091386650846	-5	-5	-1.27810698378504	-5	0.206466962757854	-1.18701983396052
Healthy	0.0871316191036883	-5	-0.772730483290156	-1.86870220340238	-2.32513885926219	-1.81107151623915	-1.54530755076052	-5	-2.59687947882418	-2.52578373592374	-0.964170174747172	-0.478312854838768
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-0.243706290294697	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.533728855497515	-2.03857890593355
Healthy	-5	-5	-5	-5	-1.22482661457521	-5	-5	-5	-5	-5	0.298929453144947	-1.11058623595729
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.53479566241937
Healthy	-2.31605286924849	-1.16196991701468	-1.08740600224789	-0.836331846217331	-1.28500003258796	-0.663960754628956	-5	-5	-5	-5	0.360941618247551	-0.535167802150032
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.190354112790921	-2.23507701535011
Healthy	-5	-5	-0.853221010692167	-0.321272263189176	-0.787333071206577	-2.02136305161553	-5	-3.33724216831843	-1.77340009479264	-2.38933983691012	0.477769317379529	-0.399037989023133
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.567768514309786
Healthy	-2.66554624884907	-1.74836177955179	-1.03531618502396	-1.35674477497523	-5	-5	-2.4089353929735	-5	-5	-5	0.124321600173355	-1.7856861025756
Healthy	-5	-5	-5	-5	-1.39978969359067	-5	-5	-5	-5	-5	0.275198446340305	-1.40671393297954
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.272865576239511	0.724993092070924
Healthy	-1.09194412590123	-5	-5	-2.12262865413023	-1.32084475871665	-3.01322826573375	-5	-5	-5	-5	-2.32605800136591	0.0658074448938231
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.397842715810884
Healthy	-5	-5	-1.52403841080758	-5	-5	-5	-5	-5	-5	-5	-0.0316945413691892	-1.32376378323669
Healthy	-5	-5	-1.83032556594119	-1.95194682688439	-1.83327394441995	-5	-5	-5	-5	-5	0.861340816943383	-0.810706244114308
Healthy	-5	-2.79048498545737	-5	-5	-2.97881070093006	-0.655038211210317	-5	-2.0204516252959	-5	-1.06013145554049	-2.92811799269387	-2.29073003902417
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0939362293340982	-1.29843201494407
Healthy	-5	-1.77185639240226	-5	-1.63695240547891	-2.92811799269387	-2.1232050237993	-1.34959533013197	-5	-2.09151498112135	-3.44369749923271	-0.447331783887807	-1.69421884874502
Healthy	-0.115873295893505	-0.247283329884812	-0.440093374963887	-1.02502800570193	-5	-5	-5	-5	-5	-5	-0.700797882396578	0.171749849358775
Healthy	-5	-5	-1.59567953277827	-5	-5	-5	-5	-5	-5	-5	0.469913281838283	-0.726929246377534
Healthy	-5	-0.42109731395237	-5	-5	-5	-5	-5	-5	-5	-5	0.123345213143934	-0.486409546364875
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.433372949016076	-1.09017663034909
Healthy	-5	-1.49962628564663	-5	-5	-2.1771783546969	-1.84466396253494	-2.44977164694491	-5	-3.05060999335509	-2.80687540164554	-5	-0.647450899083773
Healthy	-5	-5	-1.55346283292636	-5	-1.0959339480855	-1.34669098706152	-5	-5	-5	-5	0.440324909452539	-0.856953956662412
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.078880755099205
Healthy	-0.625691668700184	0.2449867544862	-0.604446470029097	-0.782674009772888	-5	-1.41964533889341	-1.95039438740503	-5	-1.5815329790534	-5	0.0191204463552446	-0.926025180133341
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.861823660426959
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0863980502708426	-5
Healthy	-5	-1.15156454466853	-5	-5	-5	-5	-5	-5	-5	-5	0.204119982655925	-1.18448866263724
Healthy	-5	-5	-1.98129950133376	-5	-5	-2.50445566245355	-5	-5	-5	-5	0.30591429730128	-1.97633608180221
Healthy	-5	-5	-5	-5	-5	-1.44165149123838	-0.761452112318672	-2.42829116819131	-5	-3.05060999335509	0.646353725560274	-5
Healthy	-5	-5	-1.35056777675838	-0.662241328506583	-5	-5	-5	-5	-5	-5	-0.831031353445234	-1.50320868429996
Healthy	-0.773915884024176	-5	-1.63264407897398	-1.75895184932836	-0.166980452923469	-5	-5	-5	-5	-5	0.366678788715367	-1.24328783983523
Healthy	-5	-5	-0.521145032471337	-0.897806491960256	-5	-5	-5	-5	-5	-5	-0.993576747492357	-0.743546855060964
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.406996375734669	-1.15951751278656
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.101475555036676	-0.61991544598847
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.296192934725671	-5
Healthy	-5	-5	-1.45099673797421	-5	-5	-5	-5	-5	-5	-5	-5	-0.819128948349456
Healthy	-5	-5	-5	-5	-5	-5	-1.94730605807503	-5	-5	-5	-0.105501173252969	-0.193209728415933
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.612450012609767
Healthy	-5	-1.09044397075882	-5	-5	-5	-5	-5	-5	-5	-5	0.159918937555763	-1.22716507276098
Healthy	-5	-1.35506929208641	-0.974448377217456	-1.20613979865733	-0.925147004118753	-0.365160129480793	-5	-1.34284849809903	-1.02159120737696	-5	-1.2364971345324	-1.22635980673997
Healthy	-5	-5	-0.97354845426176	-1.22250068040963	-5	-5	-5	-5	-5	-5	-1.79452496325911	0.14135569220389
Healthy	-0.686069537466538	-5	-1.40982716840369	-5	-5	-1.17626501160127	-5	-2.11520463605102	-5	-5	0.138523737279158	-2.65757731917779
Healthy	-5	-0.529236806393501	-0.609683231529159	-0.782753008314607	-5	-5	-5	-5	-5	-5	0.247278330214529	-2.13076828026902
Healthy	-5	-5	-5	-5	-5	-2.27984069659404	-5	-5	-5	-5	0.520053610843693	-2.6458915608526
Healthy	-0.365019199948772	-5	-0.710299589871291	-0.50427532200202	-0.911403271737254	-1.31425826139774	-1.79832982035342	-5	-0.675162167687157	-5	-0.163011656049718	-1.22863302914222
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.66422126118953	-0.201183677614051
Healthy	-5	-5	-0.626113768210847	-5	-0.584959842632557	-1.80687540164554	-5	-2.08618614761628	-5	-5	-5	-0.965090926632252
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.481262390268725	-5	-5	-1.22308099715795	-0.94688312507707	-5	-5	-5	-5	-5	0.151881384994894	-1.85078088734462
Healthy	-1.29964247217734	-0.789735000967711	-0.395946834848507	-1.3840499483436	-5	-1.6903698325741	-2.67162039656126	-5	-5	-5	0.779372793640719	-0.971266120650665
Healthy	-5	-5	-0.449087102472324	-5	-0.53645040354393	-5	-5	-5	-0.679002583205779	-5	-0.0355659325723403	-5
Healthy	-5	-5	-1.80882854427144	-5	-5	-5	-5	-5	-5	-5	-0.0308591036144695	-0.476695854539456
Healthy	-2.35556141053216	-1.77702355010661	-0.826376742301918	-0.668998095155795	-1.20183294028406	-2.48017200622428	-5	-2.20551195334083	-3.50863830616573	-5	-0.0398337634656218	-1.28191370521691
Healthy	-5	-0.657182685364267	-5	-5	-5	-5	-5	-2.31966448658544	-5	-5	1.02474460733125	-0.14449295871265
Healthy	-0.7956086680807	-1.94500413847086	-0.592184357615802	-1.09183679994445	-0.465986592798583	-0.644318653894277	-2.18575240426808	-5	-5	-5	-5	-0.915566723213455
Healthy	-5	-5	-5	-5	-0.844603226295149	-5	-5	-5	-5	-5	1.07405575951155	-1.14068153490288
Healthy	-5	-5	-0.848906077214938	-1.18902860017779	-5	-5	-1.74352279375832	-5	-5	-5	-0.699013435955826	-0.381418519671547
Healthy	-5	-5	-0.966536033922595	-5	-0.924307081798197	-1.03151705144606	-3.72124639904717	-5	-2.93181413825384	-5	-0.621765671707104	-1.48188105285685
Healthy	-5	-5	-2.63638802010786	-5	-0.985269504998247	-5	-5	-5	-5	-5	-0.118923624788029	-0.988937305270265
Healthy	-5	-5	-5	-1.11294562194904	-5	-5	-5	-5	-5	-5	0.0452094996380583	-1.40022606085361
Healthy	-0.654302874800878	-2.46345797003006	-5	-5	-1.07772567457043	-2.191046026579	-1.86688921037422	-2.93806147365616	-5	-3.35779870833447	-1.63791920715144	-3.52896953107167
Healthy	-0.775492835272923	-5	-0.191410956989307	-5	0.166299835564693	-5	-5	-5	-5	-5	-5	-0.317385669683266
Healthy	-1.25065023940252	-0.381366262402914	-1.00766744095254	-0.854244376362793	-2.44733178388781	-1.2444300193712	-2.66354026615147	-5	-2.81247927916354	-3.30102999566398	0.197809661344224	-0.702852528198731
Healthy	-5	-5	-5	-1.15174928532296	-1.79914950190892	-5	-5	-3.26760624017703	-5	-5	-5	-1.66174276975374
Healthy	-1.30962669308394	0.474222093493265	-5	-1.02784346414051	-5	-0.415770575331784	-5	-5	-5	-5	-5	-1.78727984558216
Healthy	-5	-5	-5	-5	-1.27827180142721	-5	-5	-5	-2.90308998699194	-1.1378089689484	-5	-5
Healthy	-5	-5	-2.22841251911874	-5	-5	-5	-5	-5	-5	-5	-5	-1.32790214206428
Healthy	-5	-5	-1.34543844525826	-5	-5	-5	-3.22914798835786	-5	-5	-5	0.512567003465563	-0.709364473738454
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.185595977971447	-1.0389112802321
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	0.453160803267916	-0.682626237097468	-1.12656313677796	-1.21303574056427	0.125015817038152	-1.92009553233328	-5	-1.22621355501881	-5	-5	-2.91721462968355
Healthy	-5	-5	-0.811155853453103	-1.39566592689709	-5	-2.42136079003193	-5	-5	-5	-5	-5	-1.82073553566097
Healthy	0.141029386172573	-5	-5	0.0420396965516015	-0.218503125427061	-2.29670862188134	-3.30980391997149	-0.489857300597427	-5	-5	-5	-1.4678828837512
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.721314977274316	-0.856797774950403
Healthy	-1.36774522331529	-2.70553377383841	-5	-5	-2.44733178388781	-5	-2.13018179202067	-5	-2.26520017041115	-5	-5	-1.25065023940252
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.342896319987746
Healthy	-5	-5	-5	-5	-5	-1.46382046786277	-5	-5	-5	-5	-5	-1.2419969907002
Healthy	-2.58670023591875	-5	-5	-5	-0.371028994654906	-2.50445566245355	-5	-0.584175601111239	-5	-1.3646167959525	-5	-1.35447948509413
Healthy	-1.74521031260279	-5	-0.651150176519425	-5	-1.82798119057544	-5	-5	-5	-5	-1.95900230757651	-5	0.114380767162727
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.944506993322154	-5
Healthy	-5	-5	-0.599513818208795	-1.38891426658513	-5	-5	-5	-5	-5	-5	-1.17204947169737	-1.38880793913157
Healthy	-0.84961202267472	-0.215282881029045	-0.755821874977456	-2.05207638016827	-0.950316910911751	-5	-5	-5	-1.52929557027721	-5	-0.473932241519846	-1.5499049241284
Healthy	-0.405640603140518	-5	-0.807209602879347	-0.744751623038143	-0.89828728615349	-5	-5	-5	-5	-5	0.246643813734006	-1.10474324685511
Healthy	-5	-5	-5	-5	-1.34872198600186	-2.10513034325475	-5	-3.95860731484177	-5	-1.57790283686829	-5	-0.192377039583424
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.413019646047089	-5
Healthy	-5	-2.25570701687732	-0.635805591393062	-0.626683334826127	-1.09344948089855	-0.51091379589765	-2.26121944151563	-5	-1.2444300193712	-5	-0.165681046329336	-1.99697052944638
Healthy	-5	-5	-5	-1.3829996588791	-5	-5	-5	-5	-5	-5	-5	-1.9734667354767
Healthy	-5	-5	-5	-5	-1.54591772926891	-5	-5	-5	-5	-5	0.141966855990111	-1.30847647783185
Healthy	-5	-5	-5	-5	-0.668370282370068	-5	-5	-1.84801760454253	-5	-5	0.5416391425029	-1.87909718238547
Healthy	-5	-5	-5	-0.00253497784659202	-5	-5	-5	-5	-5	-5	-0.858017484447196	0.208441356438567
Healthy	-5	-5	-1.62782471388494	-5	-5	-5	-5	-5	-5	-5	-5	-1.65797231191253
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.804100347590766	-1.0551226940363
Healthy	-5	-5	-0.77301365447478	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.00348832784582	-5	-1.02328329563662	-5	-1.17483362774345	0.504197558391741	-5	-1.61636413163812	-0.571330769347811	-1.25735341006126	-5	-0.611490284685121
Healthy	-5	-0.745838779152574	-5	-5	-5	-5	-5	-5	-5	-5	0.0043127738067633	-5
Healthy	-5	-0.545627787581156	-0.788238906292638	-1.25711782856273	-5	-5	-2.64781748188864	-5	-5	-5	-5	-2.42136079003193
Healthy	-5	-5	-1.39501837039257	-5	-5	-5	-5	-5	-5	-5	0.642862029341403	-0.684491469009812
Healthy	-5	1.0956055198006	-5	-5	-5	-0.752517739322946	-1.57593547458251	-5	-5	-5	0.467579990209681	0.626021973411722
Healthy	-5	-1.3542830606304	-5	-5	-5	-5	-5	-5	-5	-5	0.179838928023187	-1.32075385458614
Healthy	-5	-5	-5	-5	-5	-1.77884667804529	-5	-5	-5	-5	-5	-1.75227216709028
Healthy	-0.657024932190755	-5	-0.927970799172078	-2.30364361126667	-1.44587441848699	-5	-5	-5	-5	-2.68402965454308	0.458745087639218	-0.522705062221873
Healthy	-5	-5	-5	-1.22599426974179	-5	-5	-5	-5	-5	-5	-5	-1.45667709935309
Healthy	-5	-5	-5	-5	-1.04062466342416	-1.40560744962457	-5	-5	-5	-5	0.230533217419822	-0.822434644252586
Healthy	-5	-1.73423908328239	-2.79317412396815	-1.64092377394074	-5	-0.752935531064549	-2.41116827440579	-5	-5	-5	-5	-1.60153915039178
Healthy	-5	-5	-1.43297363384094	-5	-1.07242434530889	-5	-5	-5	-5	-5	0.475226498824206	-0.895444608759486
Healthy	-5	-5	-5	-1.27992342723186	-5	-5	-5	-5	-5	-5	-5	-1.81304366453459
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.75424064403272	-5	-2.49894073778225	-2.28903688100472	-2.56863623584101	-5	-5	-5	-5	-5	0.720335467147814	-1.27794222866854
Healthy	-5	-2.61798295742513	-0.983384452442822	-0.931925510092352	-1.4000078224159	-1.07448164182257	-2.92811799269387	-5	-1.39739747957974	-2.09528445472132	-0.730510405575466	-2.18045606445813
Healthy	-5	-0.956794961112342	-5	-5	-5	-5	-5	-5	-5	-5	0.704682330575311	0.0895483491496862
Healthy	-1.64936439174105	-5	-5	-2.02594909720712	-0.848722106095877	-1.71624661666747	-5	-5	-1.1827652695745	-5	0.290395260067986	-1.91757369913923
Healthy	-0.612378848874913	-5	-0.430169794196904	-2.07987667370928	-5	-0.791612396204846	-2.66154350639539	-2.32057210338788	-5	-5	0.602079534139938	-1.28903688100472
Healthy	-5	-0.50206185825143	-0.935954037135517	-0.996453306897868	-5	-5	-2.79317412396815	-5	-5	-5	-5	-1.68340069790614
Healthy	-1.19702114466474	-5	-5	-5	-5	-5	-0.805263711271305	-5	-5	-5	-5	-5
Healthy	-2.15801519540989	-0.911793011865465	-0.258509610228721	-1.26074419673149	-2.80134291304558	-1.6940041172292	-2.07058107428571	-2.55595520408192	-1.94615357314775	-5	0.130198633634123	-1.1391232035967
Healthy	-5	-5	-0.683065626440465	-1.55579901113584	-5	-5	-5	-5	-5	-5	-0.151090736378137	-0.295866649289253
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.06742477650171	0.541960955780222
Healthy	-5	-5	-0.612556780081066	-1.09560907998764	-5	-1.61172113654036	-0.895820281279348	-5	-5	-5	-5	0.617546537185684
Healthy	-5	-5	-5	-5	-5	-0.487876173277055	-5	-0.806263366530353	-5	-1.12061736282566	-5	-5
Healthy	-5	-5	0.211793096543079	-0.361031785751819	-5	-5	-5	-5	-5	-2.25492520841794	-5	0.310085512062002
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-3.07572071393812	-5	-1.02525809549905	-2.52287874528034	-1.0706321707599	-5	-3.03621217265444	-5	-5	-5	-5	-2.80410034759077
Healthy	-1.66675430103804	-0.731656086048935	-0.378522517912154	-0.830737135913554	-2.64016451766011	-2.07109230975605	-5	-5	-5	-5	-5	-0.999045601593542
Healthy	-2.17005330405836	-5	-5	-2.1007268126824	-5	-1.30909544594503	-5	-1.22199353857649	-5	-5	1.07554367679999	-0.0083132847453104
Healthy	0.407367106860824	-5	0.0316063766342117	-1.28971335229711	-5	-5	-5	-5	-5	-5	-5	0.179824575688153
Healthy	-0.911013881052087	-5	-1.00899555966924	-0.832357804517834	-1.20760831050175	0.0416018857415931	-2.20971483596676	-1.96377045591371	-1.60049933868539	-5	-5	-2.17979854051436
Healthy	-5	-5	-0.75259143807843	0.0595634179012677	-5	-5	-5	-5	-5	-5	-0.594278085435813	-5
Healthy	-0.478169167663958	-5	-0.241671088872183	-1.26248930932652	-0.553633726319641	-1.29800052511036	-5	-5	-5	-5	0.179106353519594	-0.48897270825365
Healthy	-5	-1.06018133717862	-1.07453319930846	-1.91044811711355	-1.68803433963163	-1.58070527824654	-3.06550154875643	-5	-5	-5	-5	-1.73683753503778
Healthy	-5	-5	-5	-5	-1.41657449959349	-0.544120162815274	-1.01637371287547	-1.04604711676808	-5	-1.44309473094455	-5	-1.49798278517285
Healthy	-5	-1.57154122648442	-0.639766438842168	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.590141586265037
Healthy	-5	-5	-5	-5	0.0591391393882904	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.74933608053676	-5	-5	-1.17496355877865	-5	-2.19791074211827	-5	-5	-5	-5	0.421589121123758	-1.49962628564663
Healthy	-5	-0.867964561672501	-0.813948209473721	-5	-5	-1.79615153625377	-0.948500180867255	-5	-5	-5	-5	-2.10902040301031
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.463171550806125	-0.274357844485582
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.196253582633603	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.424311455079803	-1.00541891874011
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.330296051414421	-1.37396775217098
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.72723041344824	-1.81247927916354	-1.04215336629185	-1.2419969907002	-0.626113768210847	-1.92959267825988	-3.92081875395237	-5	-5	-5	-0.179575208955001	-2.55284196865778
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.286909839462444	-0.219322725566632
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.480205350074548	-0.329577866571045
Healthy	-0.843996330609602	-5	-1.15465386258859	-5	-1.6978856230438	-5	-5	-5	-5	-5	0.529393134864428	-1.18078520011762
Healthy	-1.0704788993689	-5	-1.2444300193712	-5	-5	-5	-5	-5	-5	-5	-5	-0.556611828572173
Healthy	-5	-5	-2.21395878975745	-5	-2.08512818245995	-1.96377045591371	-5	-1.75696195131371	-5	-5	0.882255226042967	-0.617892864180974
Healthy	-5	-0.687928478697069	-5	-5	-1.73945162736302	-1.62580174207092	-2.69897000433602	-1.43711261870612	-5	-5	-0.00505408172732879	-0.803879107401619
Healthy	-0.587388273843836	0.349498990325347	-0.512974810471305	-1.99267904707726	-0.935841627536882	-0.788452318818752	-2.43415218132648	-5	-5	-5	-0.00837969299882853	-1.11912926746758
Healthy	-0.942219823205418	-5	-5	-2.23882418684427	-0.579763619530112	-1.96617430604669	-3.01772876696043	-1.84801760454253	-5	-2.53910215724345	-5	-2.63638802010786
Healthy	-5	0.0333071237164723	-5	-5	-5	0.0244281958177049	-5	-5	-5	-5	-5	0.00857888229492136
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.417340471606412	-5
Healthy	-5	-5	-0.548167528631428	0.163310488963686	-5	-5	-2.56383735295924	-5	-5	-5	-1.57300104124346	-0.915745540888771
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.692661004974918	-1.08186477383364
Healthy	-5	-5	-2.64781748188864	-5	-5	-1.76421912967244	-5	-1.71737788712194	-5	-5	0.725774465010051	-0.778768386818588
Healthy	-3.05060999335509	-5	-5	-5	-5	-5	-5	-1.28483264215154	-5	-5	-5	-1.07743023101429
Healthy	-5	-1.80244378684646	-0.924380054071224	-1.65208481349831	-0.347347604599653	-0.307593765166369	-2.23210238398191	-1.32966135887256	-2.41116827440579	-1.65364702554936	-0.0703256820514122	-0.833599491424932
