group	Oscillospirales	Enterobacterales	Burkholderiales	Pseudomonadales	Coriobacteriales	Desulfovibrionales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Desulfovibrionales	Peptostreptococcales
Healthy	9.65298	0	0	0	0.02502	0		5.29566	11.17312	9.65298	10.8018	54.5298	0.05338	0	0.02502	0	0
Healthy	17.16927	0	0	0.8269	0	0		21.83033	29.99535	17.16927	0	0	0.43816	0.46264	0	0	0
Healthy	0	0	0	0	0	0		59.55566	16.55109	0	8.53501	0	0	0	0	0	0
Healthy	1.19888	0	0.23883	0.04458	0.82159	0.02725		53.60576	3.92018	1.19888	15.8118	0	0.22885	0	0.82159	0.02725	0
Healthy	2.79763	0.77207	0.00276	0	0.93684	0.45465		68.18144	0.33112	2.79763	0.0543	0.00435	0.03602	0	0.93684	0.45465	0
Healthy	2.50903	1.22018	0	0	0	0		35.71886	36.01147	2.50903	11.5065	0	6.37071	0	0	0	0
Healthy	23.92341	0.31482	0	0.2754	10.1857	0		0.91511	20.2297	23.92341	0	0	23.87496	0.30805	10.1857	0	0
Healthy	19.00397	0	1.70875	0	1.6855	0		25.40505	12.74574	19.00397	2.77094	0	0	0	1.6855	0	0
Healthy	1.08551	0	0	0	0	0		15.55885	0	1.08551	0	29.9237	0	0	0	0	0
Healthy	8.9521	1.54375	0.01583	0	0.03842	0		41.91173	18.43263	8.9521	1.35799	0	0.15746	0	0.03842	0	0.17981
Healthy	4.22183	0.41186	0.20391	0	0.7365	0		60.06123	7.26758	4.22183	0	1.69419	0	1.57007	0.7365	0	0.47871
Healthy	5.16947	1.19728	1.91037	0	0.50446	0.20793		46.3199	8.62687	5.16947	0.08763	0	0	0.07764	0.50446	0.20793	0
Healthy	9.43153	0.52522	0.90934	0	0	0.12683		63.70084	16.48728	9.43153	0	0	0.00871	0	0	0.12683	0.00828
Healthy	3.75142	1.53009	0.09116	0	0	0.08128		86.72596	3.86972	3.75142	0	0	0.04895	0	0	0.08128	0
Healthy	17.01912	0	0.17545	0.97942	1.09136	0.00163		3.59642	39.74508	17.01912	0	2.20706	0	0	1.09136	0.00163	0
Healthy	38.8161	0.32244	0.00366	0.01995	0.29021	0.04869		21.86749	19.90236	38.8161	0.04924	3.46993	0.04011	0	0.29021	0.04869	0
Healthy	11.40481	0.09923	7.36099	0	0.61933	0		60.70985	3.31897	11.40481	0	0	0.03064	0	0.61933	0	0
Healthy	13.8516	2.33741	0.0698	0	0.01273	0		32.21043	27.56382	13.8516	4.31214	0	0.42056	0	0.01273	0	0.91404
Healthy	21.03805	0	0	0	1.60826	0		36.11929	8.81391	21.03805	0	1.73206	0.6557	0	1.60826	0	0
Healthy	6.0916	2.27438	5.92908	0	0	0		45.20369	20.025	6.0916	1.03204	0.01671	0.62887	0	0	0	0
Healthy	0.09541	4.34299	0.21131	0	0	0.00063		64.05447	6.16911	0.09541	0.0139	0	0.00854	0	0	0.00063	0.03076
Healthy	4.58471	0.09241	2.32149	0	0.15854	0		57.76125	21.10819	4.58471	0.32598	0.02391	0.62619	0	0.15854	0	0
Healthy	24.30009	0	0	2.30781	1.02178	0		9.54376	14.70753	24.30009	4.92745	1.55741	0.1868	1.15334	1.02178	0	0
Healthy	15.68411	2.24059	0.02343	0	0.29489	0.00145		11.81599	28.60614	15.68411	0	1.14955	0.23091	1.8625	0.29489	0.00145	0.04807
Healthy	1.74658	0.02163	0.11865	0	0	0		69.55487	1.51988	1.74658	6.06636	0	0	0	0	0	0
Healthy	0.37887	1.16571	0	0.10316	0	0		85.00355	10.0281	0.37887	0	0	0	0	0	0	0
Healthy	10.38034	0	0	0	0.37834	0.65273		30.44634	6.01201	10.38034	0	22.9928	0.05049	2.28766	0.37834	0.65273	0
Healthy	5.06477	5.8991	0.00225	0	0	0.6319		28.63484	4.46869	5.06477	0	19.9056	0.17403	0.5413	0	0.6319	0
Healthy	5.98114	0.16977	0.01512	0	1.08593	0.00509		31.46849	8.31675	5.98114	12.6715	0.02699	0	0	1.08593	0.00509	0
Healthy	25.13287	4.15535	0	0	0.78563	0.14406		11.42124	14.48565	25.13287	0	0	0	0	0.78563	0.14406	0
Healthy	0	0.55624	0	0	0	0		76.7839	4.17292	0	4.44452	0	0	0	0	0	0.17449
Healthy	22.11307	0.06369	6.72042	0	0	0.19971		29.49403	7.43583	22.11307	0	13.8291	0	1.16719	0	0.19971	0
Healthy	8.79051	0.8993	0.02833	0	1.76731	0		53.66858	7.65504	8.79051	4.27952	0	0.2824	0	1.76731	0	0.41818
Healthy	2.68508	0.12133	0.24998	0	0	0		68.25271	15.44684	2.68508	0.02573	0.36578	0	0	0	0	0
Healthy	31.97405	0.04419	2.57057	0.18367	1.01117	0.32269		43.59665	9.27119	31.97405	0.00152	0	0.37978	0	1.01117	0.32269	0
Healthy	11.40605	0.03682	0.11302	0	0	0.16423		48.74281	6.18458	11.40605	0	6.11884	0	0	0	0.16423	0
Healthy	9.9918	0	0.06542	0	0	0.18615		50.41423	6.2661	9.9918	0	5.37568	0	0	0	0.18615	0
Healthy	11.32329	1.00935	0.09149	0.80694	0.04032	0.00796		73.67072	10.08996	11.32329	0.03816	0	0.01961	0	0.04032	0.00796	0.04482
Healthy	16.07643	0	0.03544	0	0	0		76.06964	5.47012	16.07643	0.00862	0.02368	0.02727	0	0	0	0
Healthy	3.0743	0.08253	0.32461	0.27015	0.47648	0.07916		82.05623	3.35889	3.0743	0	0	0.00698	0	0.47648	0.07916	0
Healthy	7.80139	0	2.05501	0	0.27194	0.32276		40.30623	6.93249	7.80139	11.5282	0	0.00652	0	0.27194	0.32276	0
Healthy	35.39001	0.25234	0	0.0608	4.03141	0.12015		23.20399	4.16847	35.39001	0.0199	0	0	0.15512	4.03141	0.12015	0.02375
Healthy	8.14588	20.2688	0.12062	0	0.05826	0		32.24953	8.75941	8.14588	0	0.13143	0	0.04564	0.05826	0	0.07053
D006973	21.29638	0.77803	0.00349	0.0108	1.05092	0		11.38116	3.2976	21.29638	0.21818	0	0	0	1.05092	0	0
Healthy	9.47038	0	0	0	1.66854	0		11.98448	35.46929	9.47038	3.63077	1.68081	0.03244	0	1.66854	0	0
Healthy	12.12261	17.7758	1.5232	0.0724	0.406	0.05501		13.92884	16.3569	12.12261	5.67405	0.51861	0.08815	0	0.406	0.05501	0.01566
Healthy	10.88906	0.03885	0.00202	0	0.75504	0.06939		57.68063	3.83838	10.88906	0	0	0.05496	0.06438	0.75504	0.06939	0
Healthy	9.74924	0.43768	1.84239	0	0.10993	0.06375		64.2214	2.77276	9.74924	0.13711	0	0	0	0.10993	0.06375	0.00227
Healthy	14.33221	0.14308	0.76728	2.78476	2.56952	0		34.44275	11.02139	14.33221	0	0	0.03248	0	2.56952	0	0
Healthy	1.41787	4.70406	0	0	0	0		92.40019	0.70297	1.41787	0	0.58989	0	0	0	0	0
Healthy	7.36134	3.32263	0.25577	0	0	0.2696		63.11124	12.49805	7.36134	0	0	0	0	0	0.2696	0
Healthy	7.55498	6.22818	0.10281	0	0.31883	0.08643		20.11913	24.13356	7.55498	0	1.91099	0.00384	0.82055	0.31883	0.08643	0
Healthy	2.33683	0	3.12301	0	0.63217	0		81.5616	4.71433	2.33683	0	0	0.08385	0	0.63217	0	0
Healthy	4.67484	0.33311	0.16693	0	0.12196	0		77.87698	1.25265	4.67484	9.43246	0	0	0	0.12196	0	0
Healthy	7.17289	14.5864	0	0	0.85814	0		28.94934	21.68265	7.17289	0	5.70858	2.48547	0	0.85814	0	0.37483
Healthy	2.95079	0.62844	0	0	0.48741	0		43.3213	17.46948	2.95079	0	0	6.27079	0	0.48741	0	0
Healthy	18.29945	0.1298	0.03028	0	0.01769	0.00309		9.57718	27.91011	18.29945	4.4123	0.00145	0.47271	0	0.01769	0.00309	4.25088
Healthy	4.16739	1.80163	0.02279	0.04581	0.01979	0		37.81526	53.23436	4.16739	0.1164	0	0.33522	0	0.01979	0	0.19108
Healthy	3.08797	0.04737	0.32858	0.23246	0.50041	0.05691		84.12078	3.42749	3.08797	0	0	0.00428	0	0.50041	0.05691	0
Healthy	13.88217	0	0	0	0	0		66.9454	4.26405	13.88217	0	0	0.37544	0.85601	0	0	0
Healthy	4.60364	1.69568	0.82936	0.00075	0.32664	0.03297		60.0519	5.54522	4.60364	0.02649	0	2.93369	0	0.32664	0.03297	0.44237
Healthy	8.2863	20.0153	0.11924	0	0.05971	0		32.20416	8.6329	8.2863	0	0.13732	0	0.04435	0.05971	0	0.06948
Healthy	7.38846	0	0	0	0	0		43.37119	29.16081	7.38846	0	0	0	0	0	0	0
Healthy	35.59346	0.1481	0.31473	0	2.91279	0		11.08141	26.38292	35.59346	0.00253	0	0.23522	0	2.91279	0	0
Healthy	8.75801	0.70079	0.00311	0	0.20516	0		36.98157	21.55684	8.75801	0.67362	0	0.47324	0	0.20516	0	0.3121
Healthy	45.748	0	0.30428	0	1.12323	0		16.02933	24.18977	45.748	0	0	0.63454	0	1.12323	0	0
Healthy	3.97746	0	3.04895	0	0.08199	0.54026		64.19594	23.28935	3.97746	0	0	0	0	0.08199	0.54026	0
Healthy	8.60702	0.09828	0.04404	0	0.14065	1.56935		69.40263	1.03574	8.60702	0	0	0	0.03289	0.14065	1.56935	0
Healthy	9.46423	16.12917	1.61473	0	1.55855	0.04737		18.13338	10.0247	9.46423	1.37002	1.29122	0.27704	0	1.55855	0.04737	0
Healthy	0.00714	0	0	2.67427	1.20736	0.00973		87.99193	0.00082	0.00714	0	0	3.37714	0	1.20736	0.00973	0.27147
Healthy	9.91476	0.01065	0	0	0.03161	0		62.95898	7.31327	9.91476	0.25213	0	0	0.07914	0.03161	0	0.00853
Healthy	0.11373	1.08666	0	0	0	0		66.79395	2.33978	0.11373	10.91371	0	0	0	0	0	0
Healthy	0	36.26395	1.02218	0	0.01979	0		23.57768	0.00066	0	0.003	0	0.43877	0	0.01979	0	0
Healthy	0	0.02295	0	0.2772	0.08012	0		0	0	0	0	0	2.27746	0	0.08012	0	0
Healthy	10.07312	0	1.3907	0	0.45973	0.13527		36.98982	27.26408	10.07312	0.58488	0.12913	0	0	0.45973	0.13527	0
Healthy	6.32469	0.79108	2.34518	0	0	0		60.69733	7.35747	6.32469	0.09858	5.87594	0.38826	0	0	0	0
Healthy	4.16007	0.08152	5.13406	0	0.14347	0.18062		61.4018	21.01253	4.16007	0	0	0.08611	0	0.14347	0.18062	0
Healthy	18.06419	0.36991	0.20202	0	0.72989	0.15367		17.74048	33.72042	18.06419	0.12712	0	0.7474	0	0.72989	0.15367	0
Healthy	14.1728	0.08662	0	0	1.32477	0.69775		26.64235	1.37718	14.1728	0.65359	0.44155	0.3206	0	1.32477	0.69775	0
Healthy	10.67166	0.01385	0.11396	0	1.1846	0.0606		11.5762	38.77051	10.67166	6.03381	0	0.15481	0	1.1846	0.0606	0.04949
Healthy	8.5835	0.22738	0.85136	0	0.17557	0		24.29701	37.87588	8.5835	0.00598	0.82653	0.01704	0	0.17557	0	0.0457
Healthy	18.20981	0.05094	0	0	1.27721	0		1.2148	29.04791	18.20981	0	0	0.03801	12.4338	1.27721	0	0.31367
Healthy	7.2759	0.13455	1.29812	0	0.1672	0.1177		64.99661	6.68509	7.2759	0.31164	0	0	0.15096	0.1672	0.1177	0
Healthy	3.70241	0.08671	4.93651	0	0.13274	0.20437		62.02269	21.21494	3.70241	0.00272	0	0.04866	0	0.13274	0.20437	0
Healthy	7.87599	0	5.97359	0	0.04727	0.01487		68.97914	4.94835	7.87599	4.49182	0	0.45093	0	0.04727	0.01487	0
Healthy	20.46519	0.65023	0.00794	0	1.42052	0		10.73036	9.0442	20.46519	0.15287	0	0.93574	0	1.42052	0	0.36819
Healthy	0.0234	7.10518	0	0	0	0.00089		81.76907	1.49691	0.0234	0	0	0	0	0	0.00089	0
Healthy	1.422	7.89635	0	0.07184	0	0.03054		71.60697	1.50702	1.422	0	0	0.18153	0	0	0.03054	0.02704
Healthy	7.71993	0.66628	0.21175	0	0.20584	0		61.47845	19.24209	7.71993	0	0	0	0	0.20584	0	0
Healthy	0.10749	1.42355	0	0	0	0		67.70442	2.23596	0.10749	10.85293	0	0	0	0	0	0
Healthy	6.28398	0	0	0	0	0.73579		38.60852	1.06106	6.28398	0	21.0731	0	0	0	0.73579	0
Healthy	9.79343	0	0.03296	0	0	0		36.78098	40.71591	9.79343	0	0	0	0	0	0	0.17064
Healthy	6.33838	0.80512	2.11837	0	0.09729	0		25.93669	53.18129	6.33838	0	0	0.88816	0	0.09729	0	0
Healthy	11.30114	2.02486	0	0	0	0		44.82496	10.85007	11.30114	0	0	0	3.26275	0	0	0
Healthy	25.8297	0.16896	0.04801	0	0	0.0846		45.19143	7.29029	25.8297	1.08433	0.00146	0	0	0	0.0846	0
Healthy	7.86123	0.09578	0.11328	0	0.03481	0.16335		49.18358	5.76116	7.86123	2.07473	0	0.1553	0	0.03481	0.16335	0.3475
Healthy	2.73835	0	0	0	0	0		30.76513	59.80062	2.73835	0	0	0	0	0	0	0
D006973	20.52112	22.23237	0.07832	0.06584	0.67278	0.05915		19.03398	9.11027	20.52112	0	0	0.02543	0	0.67278	0.05915	0
Healthy	1.94403	0	0.1053	0	0.13627	0.06034		45.54224	2.2979	1.94403	0	0	0.00856	0	0.13627	0.06034	0
Healthy	2.6711	0.17709	0	0	0	0		34.65504	32.23929	2.6711	0.17139	0.00805	0	0.6932	0	0	0.1303
Healthy	6.69191	0.00297	0.50818	0	0.87303	0.30145		36.64704	13.15922	6.69191	0	1.20624	0.32499	3.07251	0.87303	0.30145	0.06409
Healthy	13.79542	0.26458	0.27473	0.10564	1.68721	0.17533		48.25373	12.18197	13.79542	0.06592	4.45715	0.19808	1.12264	1.68721	0.17533	0.07096
Healthy	7.19767	0.01534	0.07305	0	0.01377	0		68.47041	10.34783	7.19767	0	0	0.20444	0	0.01377	0	0
Healthy	0.02291	0.11158	0	0	0	0		84.97031	3.84507	0.02291	7.79067	1.26675	0.23597	0	0	0	0.02336
Healthy	6.59564	0	0.01783	0	0.04592	0.8089		52.03548	0.48038	6.59564	0	13.5079	0	0	0.04592	0.8089	0
Healthy	4.62126	2.42337	0	0	0	0		32.66256	33.13396	4.62126	1.89201	0	2.84626	5.4115	0	0	0.14147
Healthy	8.33487	0.06915	0.07198	0	0.07106	0.00321		78.14882	0.67954	8.33487	0	0	0.01818	0	0.07106	0.00321	0
Healthy	17.45997	8.17566	2.86347	0	0.39321	0		12	42.1433	17.45997	0.40703	0.05536	0.47831	0	0.39321	0	0.3246
Healthy	6.63617	0.11908	0.11421	0	0.12954	0.86542		50.01924	0.43796	6.63617	0	12.9059	0	0.01636	0.12954	0.86542	0
Healthy	27.8367	0	0.04424	0	0	0		26.94788	34.76998	27.8367	0.72017	0	0.33301	0	0	0	0
Healthy	22.08075	0.30838	0.03886	0	0	0		46.84273	12.04523	22.08075	0	0	0	0	0	0	1.09735
Healthy	4.82964	0.98487	1.35063	0	0.50198	0		61.8185	22.19672	4.82964	0	0	0	0	0.50198	0	0.0604
Healthy	12.47092	0.03415	0.07528	0	0.21482	1.60839		68.71667	1.09932	12.47092	0	0	0	0.01876	0.21482	1.60839	0
Healthy	11.3343	0	0.10111	0	0	0.20281		48.36152	6.21473	11.3343	0	5.99336	0	0	0	0.20281	0
Healthy	3.57562	0	0	0	0	0		42.89866	36.35747	3.57562	0	0	0.01135	0	0	0	0
Healthy	7.97901	0.74907	1.19615	0	0.77993	0.01477		30.10631	31.55927	7.97901	0.02796	3.23514	1.08715	0	0.77993	0.01477	0.24465
Healthy	2.4702	0	0.13706	0	0	0		69.58933	4.91676	2.4702	6.31994	0	0	0	0	0	0
Healthy	1.42543	0.15943	0	0	0	0		27.73116	39.0706	1.42543	0.04633	0	0.66423	0.7668	0	0	0.26053
Healthy	9.37729	0	0	0	0	0		40.53437	26.32467	9.37729	0.02023	0	0.02681	0	0	0	0.09806
Healthy	1.16847	4.39909	0.00395	0	0	0		41.69255	33.05535	1.16847	5.21125	0	0.74462	0	0	0	0.03879
Healthy	0.23781	0	0	0	0	0		59.89726	21.93724	0.23781	0	0	0	0	0	0	0
Healthy	0.75708	0	0.21817	0	0	0		26.98123	48.3281	0.75708	0	0	0	0.04184	0	0	0
Healthy	3.18012	0	0	0	0.12327	0		22.54095	14.67714	3.18012	16.99	1.28397	0	3.56052	0.12327	0	0
Healthy	3.07853	0.00598	0.33878	0.03337	0.82026	0.09161		63.38037	9.13022	3.07853	0	11.5457	0.07592	0	0.82026	0.09161	0.25445
Healthy	0.77798	2.17703	0.27962	0	0	0.09743		71.39423	2.3579	0.77798	0	0	0	0	0	0.09743	0
D006973	17.50934	2.33801	9.8891	0.02481	0.12527	0.02177		47.48374	15.6113	17.50934	0.85584	0	0.0592	0	0.12527	0.02177	0.00391
Healthy	2.99676	0.9048	0	0	0	0		88.19908	4.3233	2.99676	0	0	0	0	0	0	0
Healthy	5.14267	0.156	0.14888	0	0	0.36138		60.52563	4.94508	5.14267	7.73928	0.89903	0.11649	0.8839	0	0.36138	0
Healthy	2.68656	0.32136	0.22545	0	0.02948	0.01671		66.55453	6.10076	2.68656	7.84447	0	0.27816	0	0.02948	0.01671	0
Healthy	21.22914	2.28138	0.24682	0	0.95664	0.09105		24.98499	25.85865	21.22914	0.17349	0	8.41564	0.75976	0.95664	0.09105	0.08585
Healthy	2.64243	0.8409	0.02357	0	0.90183	0.43019		68.69797	0.39727	2.64243	0.05245	0.0068	0.04759	0	0.90183	0.43019	0
Healthy	13.56488	0	1.54313	0	1.23535	0.00644		27.42232	23.1214	13.56488	3.70833	0.00126	0.1889	0	1.23535	0.00644	0
Healthy	1.41181	0	0.16124	0	0.24839	0.0732		63.93102	14.30488	1.41181	0.00949	0	0	0	0.24839	0.0732	0
Healthy	12.01144	0.01972	0.7948	0	0.16409	0.19552		44.14054	5.16048	12.01144	0.00837	2.57769	0.0057	0.00876	0.16409	0.19552	0
Healthy	16.13091	0.96332	0	0	0	0		11.86754	51.5811	16.13091	0.17171	0	2.48177	0	0	0	0
Healthy	0	0	0	0	0	0		92.03484	7.96512	0	0	0	0	0	0	0	0
Healthy	2.87753	0	0.16858	0	0.20958	0.04723		63.60196	14.87926	2.87753	0	0	0	0	0.20958	0.04723	0
Healthy	18.47941	1.48995	1.79141	0	1.24327	0.06927		25.60675	11.87646	18.47941	0	1.0465	0	0.44406	1.24327	0.06927	0
Healthy	11.44495	8.92773	0.08431	0.24403	1.39746	0.17716		47.35166	4.94846	11.44495	0	0.0516	0.07245	0	1.39746	0.17716	0.02929
Healthy	9.66293	2.36936	0	0	0	0		36.74196	8.98616	9.66293	0	0	0	3.50797	0	0	0
Healthy	4.28488	0	0.4469	0	0.22842	0.55499		58.75125	4.17281	4.28488	0.47985	8.74254	0	0	0.22842	0.55499	0
Healthy	0.3946	0	0	0	0	0		56.15819	34.08294	0.3946	0	0	0	0	0	0	0
Healthy	6.4103	0.88981	0.16422	0	1.37866	0.1109		55.14685	6.92522	6.4103	0	7.77259	0	6.98195	1.37866	0.1109	0.77774
Healthy	8.51567	0.01881	0.42016	0	0.16498	0.30659		53.00492	8.55894	8.51567	0	5.38753	0	0	0.16498	0.30659	0
Healthy	0.49126	3.03512	0.07304	0	0	0.03013		79.18696	11.79339	0.49126	0	0	0.06105	0	0	0.03013	0
Healthy	35.96029	0.15672	0.28218	0	2.83074	0		11.46145	26.51651	35.96029	0	0	0.27862	0	2.83074	0	0
Healthy	4.83691	0	0.11422	0	0.27812	0.26175		66.50884	3.00541	4.83691	0	10.3229	0.07188	0	0.27812	0.26175	0
Healthy	3.4466	0.02071	0.02039	0	0.05902	0		34.70598	40.44502	3.4466	0.01151	0	0.04178	0.03734	0.05902	0	0
Healthy	3.82237	1.78987	0.22695	0	0	0		23.02628	3.21397	3.82237	0.27273	0	0.08285	0	0	0	0
Healthy	5.41107	0	0.0624	0	3.09765	0		37.89317	8.85158	5.41107	0.88935	12.2121	0.37398	0	3.09765	0	0.84831
Healthy	6.72347	0.55057	0.04039	0	0.62165	0.66167		45.25392	0.64548	6.72347	3.05247	0.15797	0.1102	0	0.62165	0.66167	0
Healthy	6.27896	20.65924	0.134	1.44779	0.31888	0.04029		21.32526	18.04659	6.27896	0.0364	1.70303	1.37018	0.76143	0.31888	0.04029	0.08155
Healthy	4.48027	13.87803	0	0	0.48736	0.00375		29.22898	32.29868	4.48027	0	3.49865	4.0647	0	0.48736	0.00375	1.22216
Healthy	0	0	0	0	0	0		0	68.6472	0	0	0	0	0	0	0	0
Healthy	10.81415	0	0	0	2.36464	0		6.46612	1.80825	10.81415	0.07785	0	1.51246	3.44522	2.36464	0	0
Healthy	8.17438	0.10908	0.07662	0	0.05245	0.00322		78.21852	0.6291	8.17438	0	0	0.01802	0	0.05245	0.00322	0
Healthy	8.08143	0.05958	0.01483	0.04045	0.32719	0.0692		68.20114	2.43911	8.08143	0.37264	0.59824	0.01987	0	0.32719	0.0692	0
Healthy	11.31678	1.9833	0	0	0	0		44.30451	11.01938	11.31678	0	0	0	3.34416	0	0	0
Healthy	13.3219	0.21303	0.19691	0	0.06891	0.21011		66.06584	9.66539	13.3219	0.04284	0	1.0108	0	0.06891	0.21011	0.00482
Healthy	6.14594	0	0	0	0.09689	0		60.67097	1.61676	6.14594	0.12854	0.76661	0	0	0.09689	0	0
Healthy	25.45398	0.21431	0.36839	0	0.29855	0.54937		26.88594	27.24245	25.45398	0.0346	2.67299	0.06992	0.05084	0.29855	0.54937	0
Healthy	0.09365	0.98729	0	0	0	0		66.47312	2.35118	0.09365	11.0681	0	0	0	0	0	0
Healthy	4.89714	0.03126	0.06823	0	0.03267	0.03431		48.34203	15.78426	4.89714	0	0	0.03303	0	0.03267	0.03431	0.00215
Healthy	8.15398	0.03982	0.02056	0.03857	0.32557	0.08882		67.56971	2.46944	8.15398	0.40156	0.54825	0.02287	0	0.32557	0.08882	0
Healthy	26.42412	0	0	0	1.45176	0		9.7861	30.28078	26.42412	12.5399	0.80393	0.16055	0	1.45176	0	0
Healthy	8.5458	0.28476	0	0	0.5983	0.00916		42.97915	18.47232	8.5458	0.01346	0	0.02585	0	0.5983	0.00916	0.08091
Healthy	14.57269	0	0	0	0.03998	0		26.47167	32.3508	14.57269	6.02966	0	0	0	0.03998	0	0
Healthy	6.8848	0	0.31683	0	0.70522	0.10972		44.25975	4.20039	6.8848	18.2913	7.13824	0.00215	0	0.70522	0.10972	0
Healthy	7.61841	0.14974	1.46444	0	0.22827	0.20299		64.20644	6.43907	7.61841	0.3621	0	0.01444	0.16536	0.22827	0.20299	0
Healthy	0.00125	2.41096	0	0	0.00225	0		0.09222	0.02297	0.00125	0.02441	0	1.24677	0	0.00225	0	0
Healthy	3.1584	0	0.40728	0	0	0		75.13273	1.14541	3.1584	4.76088	0	0	0	0	0	0
Healthy	27.20213	0.00117	0.10136	0.42036	3.10668	0.0038		7.24913	22.7155	27.20213	0	6.77689	0.14836	0	3.10668	0.0038	0.00026
Healthy	5.41291	0	0.32187	0	0.90387	0		17.30832	58.1828	5.41291	0.41633	0	0.83904	0	0.90387	0	0.76581
Healthy	8.18762	0	0.01216	0	0.35908	0.72918		29.85456	6.20321	8.18762	0	22.7384	0.11874	2.01992	0.35908	0.72918	0
Healthy	4.17694	0	6.35168	0	0	0		68.78251	4.74071	4.17694	4.20297	0	0.37922	0	0	0	0
Healthy	4.00497	0	0.01459	0	0	0		56.31759	27.39515	4.00497	1.71106	1.97711	0	0	0	0	0
Healthy	16.29347	0.00664	0.16588	0.11715	0.44836	0.0289		15.37478	27.72066	16.29347	0.00205	1.7831	0.11526	0	0.44836	0.0289	0
Healthy	3.79017	0.08017	4.87942	0	0.13003	0.15338		64.67113	20.06613	3.79017	0	0	0.08565	0	0.13003	0.15338	0
Healthy	1.17295	1.78426	0	0	4.22563	0		22.96376	1.19916	1.17295	0	19.7803	0	16.7399	4.22563	0	0
Healthy	2.7122	1.90617	1.25627	0	9.86733	0.00146		8.75356	17.79161	2.7122	0	2.54403	3.41119	0	9.86733	0.00146	0.28209
Healthy	0.07152	0.97562	0	0	0	0		66.70804	2.2758	0.07152	11.02214	0	0	0	0	0	0
Healthy	47.40731	0	0.4085	0	3.27624	0		17.67061	10.96385	47.40731	0	0	0	0	3.27624	0	0
Healthy	4.46706	0	2.94365	0	0.63418	1.36753		70.30129	3.93694	4.46706	0	0	0.08596	0.02407	0.63418	1.36753	0
Healthy	4.53187	0	1.20679	0	0.12112	0.36899		65.19806	19.30829	4.53187	0	0	0.00312	0	0.12112	0.36899	0
Healthy	1.23657	27.3174	0	0	1.57438	0.05003		39.41789	0	1.23657	0.00372	0	0.37347	0	1.57438	0.05003	0.0121
Healthy	1.23897	4.93118	0.05346	1.68672	0.01118	0.15244		36.35274	45.76395	1.23897	0	0.03504	0.20121	0	0.01118	0.15244	0
Healthy	4.71669	0.95005	0.04815	0	0	0		52.68082	12.9401	4.71669	0.52069	0	0	0	0	0	0.16829
Healthy	11.03718	0	0.1098	0	0.15239	0		30.10248	41.19809	11.03718	0	0	0	0.25109	0.15239	0	0
Healthy	2.78756	0.10979	0.3509	0.22056	0.42452	0.07246		79.61307	3.19439	2.78756	0	0	0.00686	0	0.42452	0.07246	0
Healthy	8.16001	0	0.11738	0	0	0		56.50607	9.34308	8.16001	6.08421	0	0	2.18844	0	0	0
Healthy	12.73086	0	0	0	0	0		3.1388	0.9493	12.73086	1.50834	4.31389	0	0	0	0	0
Healthy	4.30383	0.03568	0	0.48808	0.0857	0.05484		59.84548	16.23618	4.30383	0	0	0	0	0.0857	0.05484	0
Healthy	6.56164	0.20692	0.05426	0	0.13387	0.87272		49.59783	1.04694	6.56164	0	13.4977	0	0	0.13387	0.87272	0
Healthy	1.85049	0.03995	0.13432	0	0.00451	0		68.30458	1.80316	1.85049	6.07351	0	0	0	0.00451	0	0
Healthy	6.87382	0	3.21879	0	0.66456	1.48598		70.22609	3.82031	6.87382	0	0	0.09223	0.0028	0.66456	1.48598	0
Healthy	11.95735	0.12686	0.00423	0	0.21433	0		29.37768	40.3879	11.95735	0.12663	0	1.51282	0	0.21433	0	0
Healthy	2.60588	0	0.14739	0	0	0		60.05839	26.97358	2.60588	3.67147	0.01016	0	0	0	0	0
Healthy	10.94785	0	0.01237	0	0.25441	0.01224		61.95445	16.84658	10.94785	0.2243	0.89591	0.09662	0	0.25441	0.01224	0.20602
Healthy	17.49252	0.10641	2.37113	0.03272	0.83105	0		45.37929	8.41824	17.49252	6.9131	0.12521	0.3533	0	0.83105	0	0
Healthy	8.18287	0.13569	0.06799	0	0.04671	0		77.55155	0.64709	8.18287	0	0	0.02444	0	0.04671	0	0
Healthy	17.00161	0.20813	0.00581	2.78833	0.686	0		10.66731	24.21165	17.00161	4.53128	1.05241	1.66903	2.34279	0.686	0	0.43149
Healthy	3.83114	0	0.17472	0	0.2397	0.07084		64.51371	14.29982	3.83114	0	0	0	0	0.2397	0.07084	0
Healthy	13.50976	0.26003	0.04241	0	0.1913	0		22.60809	26.57163	13.50976	8.50449	0.00091	0.19758	0	0.1913	0	0
Healthy	30.7573	0	0	0	0	0		9.68975	42.87043	30.7573	0.97825	0	0	0	0	0	0
Healthy	5.68259	0.38851	0.12751	0.0083	0.00969	0.02381		72.22269	14.66943	5.68259	0.09097	0.17811	0.08908	0	0.00969	0.02381	0.33016
Healthy	6.17381	0.01293	0.49617	0.13583	0.05552	0.00243		35.91493	19.2705	6.17381	2.62863	0.00072	0.3064	0	0.05552	0.00243	0.05015
Healthy	20.30895	0.76469	0	0.2522	1.06193	0		21.90523	34.0061	20.30895	0	0	0.6611	0.07771	1.06193	0	0
