group	Oscillospirales	Enterobacterales	Burkholderiales	Pseudomonadales	Coriobacteriales	Desulfovibrionales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Desulfovibrionales	Peptostreptococcales
Healthy	3.77763	0.11155	0.22577	0	0.17035	0.09146		77.14435	3.00749	3.77763	6.29946	0	0	0	0.17035	0.09146	0
Healthy	14.65329	0	0	0	0	0		20.92223	18.54068	14.65329	0	2.66794	0	0	0	0	0
Healthy	7.04732	0	8.24337	0	1.31745	0		47.2267	18.62407	7.04732	0	0	0.32709	0	1.31745	0	0.28424
Healthy	22.63211	0.68097	0.00304	0.02118	0.80776	0.37974		49.48986	14.48304	22.63211	0.01466	0	0.0651	0	0.80776	0.37974	0.00968
D006973	0.96353	1.06783	0.26461	0.86214	0.1201	0.03716		83.47612	0.12361	0.96353	0.1766	0	0.0277	0	0.1201	0.03716	0
Healthy	9.67498	0.02005	0.06841	0	0.01227	0.12312		36.04442	40.61396	9.67498	0.03741	0	0.01704	0.01598	0.01227	0.12312	0.24526
Healthy	2.57319	0.55821	0.00015	1.12625	0.05538	0.02483		37.97892	9.93341	2.57319	0.89639	0.37964	0.00318	0	0.05538	0.02483	0
Healthy	0.41744	3.33224	0.08977	0	0	0.0441		79.58345	12.10456	0.41744	0	0	0.06078	0	0	0.0441	0
Healthy	3.77458	1.60419	0.10532	0	0	0.11684		86.67319	3.58003	3.77458	0	0	0.0933	0	0	0.11684	0
Healthy	8.92037	2.15948	5.86788	0	0.0114	0		40.81851	28.68756	8.92037	0.04038	0.73966	0.33411	0	0.0114	0	0
Healthy	2.74481	19.26871	0	0.85652	0.89167	0		1.84925	27.54936	2.74481	0	0	0.54497	0	0.89167	0	0
Healthy	5.15234	0.15204	0.1691	0	0	0.28198		60.31232	4.69588	5.15234	7.83841	0.92828	0.12421	0.91062	0	0.28198	0
D006973	31.39916	0.82341	0.11078	0.07777	0.04085	0.06403		39.62179	11.18328	31.39916	0.77778	0.30618	0.03485	0	0.04085	0.06403	0
Healthy	2.29165	0.03218	0	0	0.61758	1.5782		77.53816	3.72533	2.29165	0	0	0	0.12031	0.61758	1.5782	0
Healthy	8.80656	0.25576	2.02905	0	0.4965	0.05789		40.78636	7.87316	8.80656	0.00328	0	0.17252	0	0.4965	0.05789	0.01363
Healthy	6.1678	2.03012	6.05602	0	0	0		46.83901	20.22245	6.1678	0.37807	0.00447	0.64001	0	0	0	0
Healthy	17.81191	0.0542	2.5475	0.01336	0.75274	0.00125		46.65057	8.68596	17.81191	6.20364	0.1096	0.37533	0	0.75274	0.00125	0
Healthy	7.80866	17.2665	0	1.15036	0.29143	0		18.81556	6.25422	7.80866	0	2.20326	0.0724	0.05877	0.29143	0	0
Healthy	13.56524	0.3121	0.00244	0	1.04313	0		33.45657	37.00175	13.56524	0.07814	0	0	0	1.04313	0	0
Healthy	4.54596	0.79851	1.29585	0	0.10329	0.22206		59.11193	14.55765	4.54596	0	0.01943	0.03336	0	0.10329	0.22206	0.00536
Healthy	19.33894	0.32158	0.01267	0	0.63228	0.07945		16.04387	24.91088	19.33894	0.16998	0	0.25409	0	0.63228	0.07945	0
Healthy	12.86108	0.10318	0	0	1.35238	0.66603		27.20997	1.34389	12.86108	0.62827	0.49357	0.29871	0	1.35238	0.66603	0
Healthy	26.11134	9.22203	0	0	0.29234	0		21.98073	25.97651	26.11134	0	1.14964	2.12798	0	0.29234	0	0
Healthy	4.74361	1.0624	0.32502	0	0.74404	0.12384		53.88701	0.7833	4.74361	9.25899	7.08587	0	0	0.74404	0.12384	0
Healthy	0.52526	3.29583	0	0.00471	1.73508	0		56.1964	24.03998	0.52526	0.39935	0	0.71998	0	1.73508	0	0.5997
Healthy	5.80818	10.3544	0.28124	0	1.4533	0.69877		13.52345	0.41165	5.80818	2.58722	43.4971	0.00185	0	1.4533	0.69877	0
Healthy	11.0593	0.3481	0.00279	0	0.21606	0		67.47754	13.61368	11.0593	0	0	0	0.04021	0.21606	0	0
Healthy	2.1615	0.0099	6.12487	0	0.27891	0.17714		74.4461	3.50474	2.1615	0	0	0.01542	0	0.27891	0.17714	0
Healthy	3.6688	1.46955	0.09536	0	0	0.15972		85.92451	3.23799	3.6688	0	0	0.07654	0	0	0.15972	0
Healthy	3.10378	0.47781	0	0	0.83259	0		39.96788	12.80241	3.10378	0	12.3862	0	0	0.83259	0	0
Healthy	2.97432	0.09477	0.30524	0.29239	0.474	0.06024		84.53457	3.1049	2.97432	0	0	0	0	0.474	0.06024	0
Healthy	3.9748	4.06422	0	0	0.345	0		40.4931	2.38077	3.9748	12.82496	1.26138	0.30473	0	0.345	0	0.59479
D006973	1.77632	1.01025	4.36742	0.28971	0.06359	0.04878		84.59897	0.83483	1.77632	0	0	0	0	0.06359	0.04878	0
Healthy	10.38964	0.03633	0.13296	0	0.00659	0.00207		37.61604	28.02608	10.38964	0.5024	0.10231	2.37795	0.0425	0.00659	0.00207	0.26551
Healthy	1.46139	0.52504	0.13412	0	0.14158	0.00376		88.70008	1.21727	1.46139	3.45223	0	0.20895	0	0.14158	0.00376	0
Healthy	0.3905	1.29633	0	0.1378	0	0		85.02589	9.98731	0.3905	0	0	0	0	0	0	0
Healthy	26.44758	0.1119	5.06789	0	0	0.04153		33.15861	12.64003	26.44758	0	5.59844	0	0.60919	0	0.04153	0
Healthy	6.66199	1.88029	0.02253	0	1.98801	0.08899		23.37735	27.24408	6.66199	0	1.0919	10.15615	0.06064	1.98801	0.08899	0
Healthy	7.84021	0.0207	0.01507	0.02074	0.29333	0.07252		67.76955	2.36121	7.84021	0.4059	0.56357	0.04491	0	0.29333	0.07252	0
Healthy	11.03967	0.05795	0	0	1.32697	0.62835		26.70962	1.30462	11.03967	0.62559	0.41167	0.33934	0	1.32697	0.62835	0
Healthy	2.45757	0	0.11188	0	0.08865	0.08445		43.39885	1.24269	2.45757	0	0	0.00805	0	0.08865	0.08445	0
Healthy	9.31732	0.13974	0.0031	0	1.35079	0.67306		26.66764	1.29615	9.31732	0.57559	0.44721	0.30983	0	1.35079	0.67306	0
Healthy	3.11843	0.14387	0.23883	0	0.87877	0.0135		62.10141	10.63404	3.11843	6.46618	0	0.04167	0	0.87877	0.0135	0.25326
Healthy	8.65601	0.06958	6.04836	0	0.44574	0		71.26837	2.38286	8.65601	0	0	0.01599	0	0.44574	0	0
Healthy	5.1857	6.24797	0.0044	0	0	0.57966		28.53601	5.31424	5.1857	0	19.8205	0.21766	0.5783	0	0.57966	0
Healthy	39.3741	0	0	0	0	0		14.95691	24.05345	39.3741	0.08948	0	1.04862	0	0	0	0.13203
Healthy	10.02815	0.18283	0.02681	0	0	0		33.43442	22.89416	10.02815	0	0.31863	0.0841	0	0	0	0.28345
Healthy	6.31309	0.15278	0.03488	0	0.35881	0.1027		67.15942	9.32184	6.31309	0.0129	0.57034	0.00272	0	0.35881	0.1027	0
Healthy	14.76734	0.04945	0.0059	0	0.31773	0.07697		51.71282	19.97007	14.76734	0.00655	0.10078	0.10886	0	0.31773	0.07697	0
Healthy	5.03004	0.03594	0.02132	0.00037	16.06155	0.00395		20.13582	13.62097	5.03004	0	0	0.47971	0	16.06155	0.00395	0.11949
Healthy	4.60262	0.11783	0.13238	0	0.71229	0.06095		28.41094	5.11376	4.60262	49.82144	0.21938	0.04377	0	0.71229	0.06095	0.01002
Healthy	7.01574	12.1653	0.6261	0	0.03517	0.07662		36.82398	5.50413	7.01574	9.80831	0.59719	0	1.06334	0.03517	0.07662	0
Healthy	3.92775	2.92516	1.1027	0	0	0		66.57883	13.18481	3.92775	5.1784	0	0.24909	0	0	0	0
Healthy	3.33005	0.14395	0.27283	0	0	0		52.72574	23.4495	3.33005	7.43802	2.48081	0.39866	0	0	0	0
Healthy	16.03785	0.07045	0.24452	0	0.10073	0.05108		43.21223	16.57394	16.03785	0	0	0.06824	0.57846	0.10073	0.05108	0
Healthy	12.88469	0.1369	0.26241	0	0.22766	0.44702		13.3599	26.68844	12.88469	0.29958	1.61759	0.03981	0.10831	0.22766	0.44702	0
Healthy	9.49583	0.47257	2.38374	0.33536	0.14881	0.19253		36.83866	18.59434	9.49583	0	0	0.27678	0	0.14881	0.19253	0.31227
Healthy	0	23.5867	0	0	0	0		7.33018	1.62245	0	0	0	0	0	0	0	0
Healthy	0.35276	0.19008	0	0	0.01638	0		4.37322	62.40925	0.35276	12.94604	0.00094	1.67016	0	0.01638	0	0
D006973	21.49728	0.43532	0.12656	3.60215	0.59929	0.00224		68.09846	1.72771	21.49728	0	0	0	0	0.59929	0.00224	0
Healthy	3.75287	1.35285	0.09381	0	0	0.10279		86.50021	3.71951	3.75287	0	0	0.04902	0	0	0.10279	0
Healthy	6.00492	0.43589	0	0	0.37575	0		6.34116	63.02564	6.00492	0.68955	0	0.50695	0	0.37575	0	0.51637
Healthy	4.84878	1.10727	1.79394	0	0.35054	0.0914		48.89644	9.14405	4.84878	0.10997	0	0	0.06746	0.35054	0.0914	0
Healthy	0.3976	1.43863	0	0.0341	0	0		85.0273	10.39772	0.3976	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		28.92219	7.45679	0	0	0	0	24.9923	0	0	0
Healthy	7.03458	0.13301	0	0	1.30259	0.05167		35.47554	17.89035	7.03458	0.05627	0.68786	10.37891	3.13665	1.30259	0.05167	0
Healthy	10.04075	0.02002	0.08807	0	0.86269	0.06538		57.63054	3.75075	10.04075	0	0	0.04678	0.08612	0.86269	0.06538	0
Healthy	6.0812	0.05613	0.02582	0	0.43082	0.08433		67.99629	8.78812	6.0812	0	0.59906	0.03292	0	0.43082	0.08433	0
Healthy	3.82769	0.09874	0.8122	0	0.16662	0.6349		49.33694	6.21465	3.82769	0.10841	9.5016	0.04914	0	0.16662	0.6349	0
Healthy	0.0066	18.38479	0.00137	0.33173	4.3854	0		14.75489	0.00903	0.0066	5.13874	0.00156	1.02488	0	4.3854	0	0.08665
Healthy	0.0008	10.66439	0	0	0.05131	0		0.04323	0.01216	0.0008	0.14143	0	6.51719	0	0.05131	0	0
D006973	38.23818	0.06421	22.08574	0.00899	0.13618	0.01197		32.03613	0.70976	38.23818	0	0.13337	0	0	0.13618	0.01197	0
Healthy	3.91547	0.00626	0.74444	0	0.1701	0.01897		79.67785	1.87462	3.91547	0	3.71606	0	0	0.1701	0.01897	0
Healthy	3.74636	2.81905	1.16922	0	0	0.00386		65.78699	13.42623	3.74636	5.23243	0	0.26841	0	0	0.00386	0
Healthy	14.45827	0.49172	0.16419	0	0.75056	0		20.52414	25.23401	14.45827	0	4.72955	0.03455	5.60451	0.75056	0	2.83469
Healthy	7.3895	3.01543	0.01081	0	0.01367	0.03353		69.90994	5.14667	7.3895	0.0231	0	0.10414	0	0.01367	0.03353	0
Healthy	2.8946	0.02637	2.67459	0	0.34565	0.1924		43.09291	16.56852	2.8946	0.02694	0.48831	0.12836	10.4082	0.34565	0.1924	0.14545
Healthy	0	52.97984	0	0	0	0		17.59236	0	0	0	0	2.10657	0	0	0	0.00199
Healthy	6.67671	0	4.11582	0	0.02363	0		81.20998	1.59518	6.67671	0.02246	0	0	0	0.02363	0	0
Healthy	3.28476	32.8765	0	1.96472	0.03956	0		33.58074	12.18996	3.28476	0.02571	0	0.01115	0	0.03956	0	0
Healthy	1.29315	7.02995	1.53113	0	0.05948	0.39177		60.12419	2.77963	1.29315	9.22372	0.65551	0	0	0.05948	0.39177	0
Healthy	9.93742	0.10751	0.02317	0	0.80227	0.01428		37.79332	28.91133	9.93742	0.03506	0.06024	0.14813	2.88522	0.80227	0.01428	0.06303
D006973	1.75945	5.54093	0.09033	0.01392	2.95233	1.18492		63.81368	4.37442	1.75945	1.73227	0.00605	0	0	2.95233	1.18492	0
Healthy	23.94053	6.84068	0.14937	0	0.16258	0.1378		21.07674	28.66722	23.94053	0	0.67475	4.07551	0	0.16258	0.1378	0.24489
Healthy	0	13.31298	0.00057	0.01477	6.7121	0		26.16258	0.04346	0	0.00079	0	0.01771	0	6.7121	0	0
Healthy	6.38444	0.81935	2.34407	0	0	0		59.40884	7.5777	6.38444	0.0997	5.6916	0.39342	0	0	0	0
Healthy	0	53.421	0.20938	2.39911	0	0		28.80368	8.61385	0	0	0	0.02684	0	0	0	0
Healthy	4.74553	1.00475	0.24951	0	0.68314	0.20147		54.90497	0.89419	4.74553	8.97374	6.85726	0	0	0.68314	0.20147	0
Healthy	0.44541	0	0	0.16959	5.89522	0		4.52602	44.73936	0.44541	0	0	2.78894	0	5.89522	0	0
Healthy	4.39072	0	1.15184	0	0.14977	0.40158		65.09545	18.65948	4.39072	0	0	0	0	0.14977	0.40158	0
Healthy	8.8775	0.07348	0.02693	0	1.29672	0.07018		25.21972	8.73576	8.8775	0	6.78358	0.06132	33.6936	1.29672	0.07018	0.6669
Healthy	2.25566	0	0.16675	0	0	0		69.49329	5.01189	2.25566	6.26984	0	0	0	0	0	0
Healthy	14.28766	0.05704	0.05209	0.4463	0.30737	0.04475		41.46659	8.64569	14.28766	0.83656	5.46605	0.18138	0	0.30737	0.04475	0.02098
Healthy	10.20852	0	2.5317	0	0.0481	0		56.18731	20.41575	10.20852	0	0	0.01836	0.03293	0.0481	0	0
Healthy	10.65684	0.0942	1.04064	0	0.0927	0.05728		38.80621	15.90515	10.65684	4.2544	0.29304	1.66702	0	0.0927	0.05728	0
Healthy	26.10866	0.57853	0.31386	0.03556	0	0.00719		18.27071	32.75398	26.10866	6.0251	1.33308	0.35948	4.66766	0	0.00719	0.49229
Healthy	5.66937	16.17731	0.03397	0	0.02857	0.03488		28.19344	24.17274	5.66937	0.07161	5.77018	1.79192	12.7756	0.02857	0.03488	0
Healthy	14.98192	0	0	0	0	0		38.44628	5.20234	14.98192	1.99129	0	18.29772	0	0	0	0
Healthy	1.624	0	0.54358	0	0	0		36.83659	36.22127	1.624	5.90031	0.12109	0.24874	0.1314	0	0	0
Healthy	5.39199	0	0.33609	0	0.60622	0		44.20571	23.05903	5.39199	0	3.13036	0.28513	2.55668	0.60622	0	0.12967
Healthy	21.5721	0.03824	0	0.04385	1.67106	0		18.63199	28.0521	21.5721	0	0.00313	2.07151	0.00775	1.67106	0	0.40591
Healthy	12.30538	0	0	0	0	0		28.43816	29.12181	12.30538	3.49235	0.22355	0	0.34774	0	0	0
Healthy	33.71192	0.06096	0.14083	0	2.06373	0.3653		24.69692	4.19186	33.71192	1.44298	0.04777	3.01058	1.2056	2.06373	0.3653	0.11759
Healthy	13.26296	0.07668	0.59378	0	0.25274	0.26343		49.61754	11.13307	13.26296	0	1.37603	0	0	0.25274	0.26343	0
D006973	0.13502	5.46167	0.02748	0.11662	0.13041	0.00771		66.58324	7.77093	0.13502	0.53718	0	0.02084	0	0.13041	0.00771	0.00892
Healthy	14.9325	0.22775	0	0	0	0		33.1389	6.27856	14.9325	0.28758	0	0	0	0	0	0
Healthy	0.05353	2.18514	0.07202	0.92014	0.00662	0		4.94548	6.84785	0.05353	6.80414	0	8.11153	0	0.00662	0	0.11799
D006973	49.36874	2.3784	0.1565	0.16646	1.17893	0.07821		29.27651	8.32025	49.36874	0.0172	0	0	0	1.17893	0.07821	0
Healthy	8.65993	0	1.91748	0	0.02917	0		63.74033	7.82102	8.65993	11.8928	0.78033	0	0	0.02917	0	0.02352
Healthy	13.37593	0.16177	0.04399	0	0.69507	0.05473		28.78968	17.47768	13.37593	1.00323	0	0.03716	0	0.69507	0.05473	0.08685
Healthy	4.54999	0	0	1.69032	0.00994	0.05434		56.44389	10.89549	4.54999	0.04975	0.53454	0.00826	0.03207	0.00994	0.05434	0
Healthy	2.17265	0	0	0	0.57405	1.49648		78.23298	4.54863	2.17265	0	0	0	0.08486	0.57405	1.49648	0
Healthy	26.53559	0.55205	0.03789	0.14318	0.0612	0.04649		14.95651	33.85214	26.53559	0	1.50826	0.93612	2.58635	0.0612	0.04649	0.13183
D006973	11.02355	0.60374	0.05528	0	0.50226	0.26626		79.17423	0.74616	11.02355	0	0	0	0	0.50226	0.26626	0
Healthy	5.87934	0.09424	0.0019	0	1.78633	0.09357		56.76372	5.72689	5.87934	0.00405	0	0.23922	0.19089	1.78633	0.09357	0
Healthy	5.3145	0.10131	0.17636	0	0	0.26361		60.85497	4.60013	5.3145	7.40556	0.87116	0.11453	0.95041	0	0.26361	0
Healthy	4.183	10.96675	0.25882	0.45627	3.44456	0.04359		46.03264	5.69559	4.183	2.9293	0	0.01043	0	3.44456	0.04359	0.09905
Healthy	2.78791	0	0	0	0	0		33.03167	50.66659	2.78791	0	0	0	0	0	0	0
Healthy	12.12376	10.1218	0	0	0.00949	0.1769		20.21896	15.82033	12.12376	0.03002	1.2648	0.23294	3.23876	0.00949	0.1769	0
Healthy	19.43829	0	0	0	1.25557	0.07764		35.587	8.75655	19.43829	0	1.44681	0.92349	0	1.25557	0.07764	0
Healthy	2.33594	0	0.19444	0	0	0		69.95272	5.13883	2.33594	6.11149	0	0	0	0	0	0
Healthy	6.50624	0.06144	0.06719	0	0.12107	0.95251		49.41957	0.61599	6.50624	0	14.039	0	0.01395	0.12107	0.95251	0
Healthy	8.36192	0.03789	0.00476	0.083	0.04577	0.02768		43.72766	4.4203	8.36192	0.37326	1.77862	0.11551	0	0.04577	0.02768	0.22656
Healthy	7.53754	0	1.94292	0	0.35399	0		26.36118	43.36492	7.53754	0	1.44248	0	0.45527	0.35399	0	0
Healthy	8.34142	0	0.00766	0	0	0		39.20047	6.90806	8.34142	0	0.09905	0.00336	0	0	0	0
Healthy	15.2359	0.06081	0	0	0.02288	0		40.68302	21.62313	15.2359	5.15333	0	0.00755	0	0.02288	0	0
Healthy	1.33505	2.17433	0	0	2.54096	0.31821		26.95037	5.98746	1.33505	0	11.2649	0.22025	33.0343	2.54096	0.31821	0.00638
Healthy	7.46811	0	0	0	0	0		10.37808	52.95862	7.46811	3.99074	0	0	5.43402	0	0	0
Healthy	13.78692	0.12536	1.33098	0	0.87431	0.15813		38.79379	11.80424	13.78692	0	0.08334	0.58749	0.2373	0.87431	0.15813	0.35254
Healthy	7.07084	8.15067	0.00966	0.16986	3.15382	0.04017		8.71721	28.76685	7.07084	0.01329	0	12.34022	8.70403	3.15382	0.04017	0.00031
Healthy	9.69392	0	0	0	1.68486	0		11.95072	35.29522	9.69392	3.85203	1.73021	0	0	1.68486	0	0
Healthy	0.95793	0	0.23708	0.00701	0.56061	0.0155		57.7267	4.57035	0.95793	15.787	0	0.23627	0	0.56061	0.0155	0
Healthy	0	0.3122	0.07912	0.31645	3.15901	0.02406		35.20643	8.17914	0	0.06983	0	0.32792	0	3.15901	0.02406	0.51615
Healthy	19.92887	0	0	0	0	0		21.25678	25.86791	19.92887	1.28016	0.62275	0	16.9051	0	0	0
Healthy	1.51589	4.40645	0	0	0	0		92.95383	0.58886	1.51589	0	0.47275	0	0	0	0	0
Healthy	6.23162	0.25428	1.27027	0	0.29505	0.00109		33.03258	20.25348	6.23162	0.01788	0	0.02073	0	0.29505	0.00109	0.04477
Healthy	35.29152	0	0	0	3.81741	0		19.74816	18.60829	35.29152	0	0	0.98912	0	3.81741	0	0
Healthy	6.03446	2.12326	5.95715	0	0	0		45.87194	20.29995	6.03446	1.01208	0.00844	0.71498	0	0	0	0
Healthy	15.97013	0.25386	0.21246	0	0.15079	0.02172		15.2552	20.1204	15.97013	2.8692	2.67562	0.42563	1.52558	0.15079	0.02172	0.10367
Healthy	4.9692	0.35049	0.01922	0	0.21767	0.00386		76.4265	1.74989	4.9692	9.12101	0	0.00207	0	0.21767	0.00386	0
Healthy	13.14471	2.12982	0.01018	0	0.63933	0		55.01057	7.28483	13.14471	0.5279	0.84927	1.3533	0	0.63933	0	0.0082
Healthy	0.00497	21.50318	0	76.0127	0	0		0.0054	0.00733	0.00497	0.2387	0	0.52517	0	0	0	0
Healthy	6.23434	0	0.05324	0	0.00258	0.57549		67.01221	10.04532	6.23434	0	0	0.10617	0	0.00258	0.57549	0.04171
Healthy	11.78449	0.13315	0.2314	0	0.14496	0.11905		51.10262	12.78713	11.78449	0	4.38812	0.03817	0.64416	0.14496	0.11905	0.02152
Healthy	7.29039	0	0.01243	0	0.08084	0		9.38307	24.11223	7.29039	0	9.22338	0	2.09976	0.08084	0	0.07903
Healthy	10.01509	2.27487	6.83995	0	0	0		44.25744	25.17308	10.01509	0	0.8716	0	0	0	0	0
Healthy	4.45537	0	0.09745	0	0.60541	1.30497		72.37541	3.6701	4.45537	0	0	0	0	0.60541	1.30497	0
Healthy	0	0.01913	0	0.2555	0.08051	0		5.63705	12.25174	0	0.08503	0	0.02097	0	0.08051	0	0
Healthy	5.0888	0.00287	7.93494	0	0.25268	0		72.44935	5.92682	5.0888	0.06535	0	0.01317	0	0.25268	0	0
Healthy	5.37908	1.4441	1.8415	0	0.57125	0.21367		46.89552	8.69583	5.37908	0.08298	0	0.0095	0.07469	0.57125	0.21367	0
Healthy	16.70701	0.05551	0.00493	0	2.45602	0.01273		22.05988	9.63133	16.70701	0	1.01322	0.09182	0.94195	2.45602	0.01273	0.03796
Healthy	33.19727	0.04365	4.22759	0	0	0.38176		48.30892	4.43805	33.19727	0	0	0	0	0	0.38176	0
Healthy	1.81837	0.01873	0.1197	0	0	0		69.74125	1.70603	1.81837	6.01317	0	0	0	0	0	0
Healthy	1.50522	0.04371	1.83934	0	0.09277	0		63.76083	16.74169	1.50522	0.10206	0.91387	0.14143	0	0.09277	0	0
Healthy	3.55215	0	0.5632	0	0.00169	0		74.80583	1.19331	3.55215	5.03311	0	0	0	0.00169	0	0
Healthy	5.73524	10.002	0.30795	0	1.46554	0.73475		13.17162	0.36064	5.73524	2.68234	44.1381	0.01204	0	1.46554	0.73475	0
Healthy	5.78563	0.12787	0.0369	0	0.01977	0.0536		79.74158	7.93356	5.78563	0	0	0.00567	0	0.01977	0.0536	0
Healthy	5.3797	1.42793	1.8845	0	0.48817	0.15813		48.36761	8.2247	5.3797	0.08261	0	0	0.04068	0.48817	0.15813	0
Healthy	11.42966	0	0.07083	0	0.28827	0.13752		6.23227	52.69141	11.42966	0	0	0	3.28103	0.28827	0.13752	0.00357
Healthy	36.55082	0	0.26147	0	0.63289	0.00099		15.17261	28.99089	36.55082	0	0	1.86153	0	0.63289	0.00099	0
Healthy	0.76447	2.06596	0.30887	0	0	0.13609		72.7581	2.4951	0.76447	0	0	0	0	0	0.13609	0
Healthy	9.65315	0.01973	0	0	0.10603	0.37516		53.94175	15.41146	9.65315	0	3.23154	0.03316	0.43233	0.10603	0.37516	0.81872
Healthy	7.2519	0.94828	0.07183	0	1.62461	0.03686		21.36308	10.97435	7.2519	0	10.8753	0.09659	27.2372	1.62461	0.03686	0.49934
Healthy	7.35677	0.40114	0.02854	0	0.70642	0.65595		45.5537	0.61893	7.35677	2.95699	0.14734	0.08462	0	0.70642	0.65595	0
Healthy	5.43577	0	0.32236	0	1.0253	0		51.44671	9.24188	5.43577	0	4.38692	0	2.26152	1.0253	0	0
Healthy	1.30466	2.57508	0	0.0186	0.00096	0.02886		60.83211	1.25322	1.30466	2.58237	1.51494	0.71978	0	0.00096	0.02886	0
Healthy	7.26544	0	1.47058	0	0.35267	0		49.14661	20.78842	7.26544	0	0.95369	0.02734	0.99194	0.35267	0	0
Healthy	1.75091	0	0	0	0	0		81.60447	12.59702	1.75091	0	0	0	0	0	0	0
Healthy	0.00727	0.12828	0	0	0	0		87.4567	3.20188	0.00727	6.79486	0.99846	0.23364	0	0	0	0.0197
Healthy	10.58498	0.07432	0.12716	0	0.00229	0.00531		37.78419	27.55895	10.58498	0.47151	0.10659	2.54037	0.04568	0.00229	0.00531	0.27995
Healthy	1.51268	4.44716	0	0	0	0		92.41809	0.71247	1.51268	0	0.57892	0	0	0	0	0
Healthy	2.88953	0.33297	0	0	0.82263	0.00205		42.88876	10.84138	2.88953	1.32563	5.23708	0.24531	2.01322	0.82263	0.00205	0.03556
Healthy	3.39132	0.09849	0.01291	0	0	0.01903		47.79184	15.79548	3.39132	13.18045	0.00046	0.0856	0	0	0.01903	0.07712
Healthy	0	11.08874	0.50592	0.68788	1.56928	0.00032		5.56428	0.85971	0	1.74319	0	0.37059	0	1.56928	0.00032	0
Healthy	0	0	0	0	0	0		89.96456	10.0355	0	0	0	0	0	0	0	0
Healthy	3.38478	0.71272	0.03187	0	0.85797	0.50836		67.49216	0.37437	3.38478	0.05254	0.00327	0.03834	0	0.85797	0.50836	0
Healthy	6.84759	0	0.26698	0	0.68907	0.1354		45.12407	4.17975	6.84759	17.948	6.91658	0.00611	0	0.68907	0.1354	0
Healthy	9.22079	0.2299	0.08659	0	0.37538	0		18.2337	46.9449	9.22079	3.29489	0	0	0	0.37538	0	1.66741
D006973	12.6193	2.11902	0.05075	0.03329	0.05676	0		20.49069	60.33312	12.6193	0.20737	0	0.16551	0	0.05676	0	0.06198
Healthy	0.00146	0.63191	0	0	13.65264	0.0634		19.29977	4.93507	0.00146	0.007	0.54962	10.03233	0	13.65264	0.0634	0.55315
Healthy	1.41173	0.28946	0.12364	0	0.13159	0.00379		88.69313	1.1232	1.41173	3.3319	0	0.2402	0	0.13159	0.00379	0
Healthy	3.48996	0.0817	0.22215	0	0	0.14416		68.76387	4.78335	3.48996	4.35275	0	0	0	0	0.14416	0
Healthy	3.80032	0.11282	0.24043	0	0.18241	0.07753		76.80037	3.20027	3.80032	6.39918	0	0	0	0.18241	0.07753	0
Healthy	4.59305	0.33793	0	0	0.20699	0		74.61544	4.68736	4.59305	0.03374	0	0.16751	0	0.20699	0	0.14209
Healthy	0	0.12264	0	0	0.01783	0		0.00098	0	0	3.79897	0	3.59693	0	0.01783	0	0
Healthy	29.11082	0.37266	0	0	0.10737	0.10618		29.7614	18.0677	29.11082	5.36792	0	0.10334	0.14883	0.10737	0.10618	0.29432
Healthy	24.08144	9.25016	0	0	0.21404	0.11773		20.81371	23.78686	24.08144	0	0.78058	2.02082	0	0.21404	0.11773	0
Healthy	1.3687	0	1.01387	0	0.01329	0		65.38115	17.02541	1.3687	0.02104	0.83682	0.12598	0	0.01329	0	0
Healthy	3.84708	0.00847	0.27881	0	0.15168	0.06784		76.64969	2.90274	3.84708	6.56133	0	0	0	0.15168	0.06784	0
Healthy	0.26172	1.2703	0	0	0	0		85.3343	11.07682	0.26172	0	0	0	0	0	0	0
Healthy	3.82854	0.01169	0.66299	0	0.14674	0.02049		79.53804	1.79869	3.82854	0	3.49832	0	0	0.14674	0.02049	0
Healthy	3.83794	0.06093	0.59019	0	0.02408	0.25485		68.81317	10.52948	3.83794	7.11171	0	0.06632	0	0.02408	0.25485	0
Healthy	28.03972	0	0	0	0	0		8.87961	25.01244	28.03972	0	0	0	0	0	0	0
Healthy	9.25991	0	3.16566	0	0.51706	1.34758		68.07938	3.72808	9.25991	0	0	0.07253	0.0157	0.51706	1.34758	0
Healthy	8.15806	0	0.0302	0	0.15421	0		42.32132	13.24522	8.15806	0.97429	0	0	0	0.15421	0	0.18783
Healthy	2.26563	46.2181	0	0	0.26112	0		17.13393	13.04614	2.26563	2.62762	0	0.45277	0	0.26112	0	0
Healthy	31.53326	0	0.01848	0	0	0		31.18262	16.41367	31.53326	3.77341	0	0	0	0	0	0
Healthy	5.93399	0.12448	0.03135	0	0.33535	0.06509		66.94484	9.68889	5.93399	0	0.613	0.04798	0	0.33535	0.06509	0
Healthy	0	2.96792	0	0	0	0		29.09236	4.22227	0	0	0	31.36283	0	0	0	0.52212
Healthy	1.68072	0	0.24272	0	0	0		78.30171	0.93925	1.68072	3.39638	0	0	0	0	0	0
Healthy	4.22161	1.36828	0.03776	2.32481	0.07146	0.23999		11.19898	1.93123	4.22161	0.00409	0.07494	1.75406	0.5247	0.07146	0.23999	0
