group	Firmicutes_A	Actinobacteriota	Firmicutes		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
D003093	35.7325	0.86304	1.90977		35.88059	35.7325	0.86304	0.76695	0.04644	1.90977	0.98983	0.32529	
Healthy	7.11646	1.75533	0		49.84518	7.11646	1.75533	0.23025	12.3729	0	0	0.8116	
Healthy	8.22029	0.26173	0.04944		85.64382	8.22029	0.26173	2.95095	0	0.04944	0	0.04785	
Healthy	36.53969	14.79086	0.19114		27.67924	36.53969	14.79086	1.49689	0.00277	0.19114	0	0.00501	
Healthy	55.2933	0	0.01997		28.03494	55.2933	0	0.06126	0.70351	0.01997	0	0	
D003093	41.54047	0	4.68953		4.63338	41.54047	0	0.08246	0	4.68953	0	0	
Healthy	51.30864	13.37556	0.37943		9.82302	51.30864	13.37556	0	1.23746	0.37943	0	0	
Healthy	22.39638	0.95398	0.82499		42.51116	22.39638	0.95398	0.03357	0	0.82499	0	0.13867	
Healthy	7.45242	0.58449	0.20685		78.21362	7.45242	0.58449	0	0	0.20685	0.09233	1.5463	
Healthy	36.3103	0	2.60608		32.48435	36.3103	0	3.11775	0	2.60608	6.53455	0	
Healthy	58.07154	0.79221	0.19043		24.37262	58.07154	0.79221	0.69821	0.10576	0.19043	0	0.04588	
Healthy	59.52754	1.43337	0.8938		25.24072	59.52754	1.43337	3.17686	0	0.8938	0	0	
Healthy	6.9303	0.58439	0.08781		77.14817	6.9303	0.58439	0.28317	0	0.08781	0	0.01028	
Healthy	42.08941	2.49643	0.40469		28.96809	42.08941	2.49643	0.90987	0.11581	0.40469	6.73	0.08692	
Healthy	7.53624	0.34572	0.29707		67.93963	7.53624	0.34572	0.1559	0	0.29707	0	0	
Healthy	5.51511	0	0		6.90874	5.51511	0	0	0	0	0	0	
Healthy	1.4565	0.31964	0.21629		91.15794	1.4565	0.31964	0.99684	0	0.21629	0	0	
Healthy	13.92049	0.83434	0.01938		64.28467	13.92049	0.83434	1.63599	0	0.01938	0.20474	0.18817	
Healthy	23.0586	28.1944	1.03519		34.19164	23.0586	28.1944	1.36293	0.2178	1.03519	0	0	
Healthy	58.6048	1.22277	0		32.61151	58.6048	1.22277	0.00297	0	0	0	0	
D003093	60.81859	21.78858	7.01824		5.53619	60.81859	21.78858	0.04959	0	7.01824	0	0	
Healthy	5.88152	0.28032	0.49986		69.36234	5.88152	0.28032	0.12097	0	0.49986	0.01774	1.68099	
Healthy	16.18606	0.57024	0.39354		29.16259	16.18606	0.57024	0.01838	22.8919	0.39354	1.96453	0.65119	
Healthy	57.49121	0.16712	0.23297		30.15426	57.49121	0.16712	8.20549	0	0.23297	0	0	
Healthy	22.72038	0	7.41531		48.4901	22.72038	0	0.47148	0.31809	7.41531	3.37489	0	
Healthy	8.28966	0.49949	0		58.35947	8.28966	0.49949	0.32791	8.57815	0	0	0.3514	
Healthy	3.74611	0.25283	0.03309		68.95983	3.74611	0.25283	0.24452	0	0.03309	0	0	
Healthy	6.2766	1.58733	0.01756		84.2783	6.2766	1.58733	0.72657	0	0.01756	0	0.06719	
Healthy	50.62152	6.49147	3.82826		13.30113	50.62152	6.49147	1.42165	0.07407	3.82826	0	0.01561	
Healthy	59.89746	0.41861	0.04626		31.07471	59.89746	0.41861	0.04744	0.04887	0.04626	0	0.09352	
Healthy	30.5507	0.72927	0.44091		44.84959	30.5507	0.72927	0.31174	0	0.44091	0	0	
Healthy	17.37181	0.4766	0.20831		65.87777	17.37181	0.4766	4.12832	0	0.20831	0	0.00794	
Healthy	5.10925	0.44319	0.07753		56.19211	5.10925	0.44319	15.50261	0	0.07753	0	0.06136	
Healthy	8.29142	11.57641	1.43401		26.13212	8.29142	11.57641	2.01818	11.0573	1.43401	33.7754	0.33247	
Healthy	64.2296	0	0.0334		27.17957	64.2296	0	0.03273	0	0.0334	0.29473	0	
Healthy	28.73658	2.71551	1.02591		20.77593	28.73658	2.71551	0.60918	2.34656	1.02591	21.0891	0	
D003093	17.21232	0.02289	0.02148		75.75903	17.21232	0.02289	0.26134	0	0.02148	0	0	
D003093	32.68954	3.60694	0.38171		42.02346	32.68954	3.60694	0.60558	0.09668	0.38171	0	0.32605	
Healthy	11.34059	2.70692	0.00528		41.09319	11.34059	2.70692	0.247	16.6374	0.00528	0	1.65896	
Healthy	19.68539	0.37705	0.01092		48.09754	19.68539	0.37705	0.81759	0.72089	0.01092	0	0.017	
Healthy	10.09663	0.27361	0.45064		68.38534	10.09663	0.27361	5.77917	0	0.45064	0	0	
Healthy	64.5249	1.51885	1.04421		14.88895	64.5249	1.51885	0.14639	0	1.04421	0.86242	0	
Healthy	7.46591	0.69212	0.34156		54.5794	7.46591	0.69212	1.31889	6.91086	0.34156	0	0.13363	
Healthy	33.35463	2.6063	0		40.23586	33.35463	2.6063	7.70891	0.00242	0	0	0.02269	
Healthy	67.74422	0	0.41372		22.08317	67.74422	0	0	0	0.41372	0	0	
Healthy	10.04747	0.08397	0		73.68848	10.04747	0.08397	0	0.7359	0	0	0	
Healthy	16.51081	0	0		56.66584	16.51081	0	0	0	0	0	0	
Healthy	16.38824	0.05648	0.04034		66.0405	16.38824	0.05648	0.9357	0.39843	0.04034	0	0	
Healthy	4.58884	3.52286	0		83.87272	4.58884	3.52286	0.08668	0.0783	0	0.64288	0.38168	
Healthy	13.22404	21.43124	1.83561		17.06408	13.22404	21.43124	21.74804	2.24224	1.83561	0.15967	0	
Healthy	55.12683	14.68383	5.47805		8.57035	55.12683	14.68383	0.01024	7.77762	5.47805	1.26732	0	
Healthy	15.39784	1.19494	0.05866		64.20095	15.39784	1.19494	0.17644	0	0.05866	0	0.12192	
Healthy	28.0432	0.04907	0.0698		63.86722	28.0432	0.04907	3.11279	0	0.0698	0	0.36368	
Healthy	36.74043	1.72739	0		48.07006	36.74043	1.72739	3.63923	0.39701	0	0	0	
Healthy	31.80971	1.62801	0.06142		54.23068	31.80971	1.62801	1.98699	0.07548	0.06142	0.02199	0.38003	
Healthy	10.29853	4.65103	0.45801		70.25471	10.29853	4.65103	0.7649	0.38122	0.45801	0	0.01217	
Healthy	6.44545	1.89053	0.62562		45.1154	6.44545	1.89053	0.39684	0.16296	0.62562	0	0.68442	
Healthy	76.0443	0	0		8.96652	76.0443	0	0	0	0	0	0	
Healthy	19.72533	3.61904	0.07837		19.53796	19.72533	3.61904	1.24954	4.30812	0.07837	0	0	
Healthy	15.25671	0.0242	0.78368		38.80998	15.25671	0.0242	0.01398	0.11184	0.78368	0	0	
Healthy	33.18327	0	0.20707		54.92835	33.18327	0	0.69512	2.78327	0.20707	0	0.1571	
Healthy	69.08051	4.48673	2.69017		0.80423	69.08051	4.48673	10.93418	0.53897	2.69017	0	0.00223	
Healthy	25.39359	0.15552	0.07679		64.91261	25.39359	0.15552	1.17066	0	0.07679	0	0.44208	
Healthy	72.29558	6.48101	0		11.14039	72.29558	6.48101	0	0	0	0	0	
Healthy	47.77514	0	0.2496		17.47557	47.77514	0	0.19546	0	0.2496	0.17103	0	
Healthy	6.36277	12.54022	0.51898		42.65315	6.36277	12.54022	35.05897	0	0.51898	0	0.01384	
Healthy	3.3499	0.26094	0.04636		69.9158	3.3499	0.26094	0.20559	0	0.04636	0	0	
Healthy	22.47834	0.32736	0.3743		56.77236	22.47834	0.32736	0.08731	0	0.3743	0	0	
Healthy	37.73964	0	0		39.9845	37.73964	0	0.34289	0	0	0	0	
Healthy	16.34508	0.33725	0		52.21683	16.34508	0.33725	0.6239	5.49285	0	0	0.31247	
Healthy	39.27978	23.31529	5.57754		1.32898	39.27978	23.31529	19.73814	0	5.57754	0	0	
Healthy	10.46001	0.28561	0.05352		67.89234	10.46001	0.28561	0.06655	0.5437	0.05352	0	0.04428	
Healthy	6.27785	1.60477	0.04654		81.0339	6.27785	1.60477	0.75532	0	0.04654	0	0.05116	
Healthy	34.97597	4.70168	1.70505		33.62841	34.97597	4.70168	0.24028	0.07917	1.70505	0	0.01639	
Healthy	10.01754	4.05144	0.01091		70.13488	10.01754	4.05144	0.54743	0.1407	0.01091	0.05175	0.10246	
Healthy	27.44728	0	33.87996		5.73114	27.44728	0	8.42614	0	33.87996	0	0	
Healthy	43.40343	0.48878	2.23738		32.57043	43.40343	0.48878	0.1197	0.23083	2.23738	0.01332	0.00588	
Healthy	27.77901	0.19707	12.63342		40.16562	27.77901	0.19707	3.3964	0	12.63342	0.1007	0.03857	
Healthy	7.36611	0.3274	0		61.20648	7.36611	0.3274	0.25836	8.3248	0	0	0.38783	
Healthy	14.73977	1.83756	0.04397		67.11219	14.73977	1.83756	0.17778	0.57677	0.04397	0.01265	0.09241	
Healthy	47.3994	2.47695	3.08538		2.11984	47.3994	2.47695	0	0	3.08538	23.1476	0	
Healthy	9.24888	0	0		0	9.24888	0	0	0	0	0	0	
Healthy	29.89059	0.81976	2.25199		36.96423	29.89059	0.81976	2.00589	0	2.25199	2.2348	0	
Healthy	8.04146	0.00896	0.02754		74.49401	8.04146	0.00896	0.50586	0	0.02754	0	0.03855	
Healthy	10.45503	0	0.02466		68.79607	10.45503	0	0.2875	0	0.02466	0	0.11194	
Healthy	17.94418	0.12862	0.06816		48.33093	17.94418	0.12862	0.98413	0.02151	0.06816	0	0.02823	
Healthy	51.48785	3.16693	6.6301		3.52148	51.48785	3.16693	0	0	6.6301	6.37433	0	
D003093	9.03235	0.00696	0.01902		67.05225	9.03235	0.00696	0.01549	0	0.01902	0	0.01093	
Healthy	51.90948	0.23884	0		30.977	51.90948	0.23884	0.05841	0	0	0.17672	0	
Healthy	9.73331	0.28401	0		48.79426	9.73331	0.28401	0.56267	9.34841	0	0	0.54332	
Healthy	0.64108	2.41417	0		72.78589	0.64108	2.41417	0.59765	0.23017	0	0	0.00456	
Healthy	41.19312	9.54016	2.86239		4.21911	41.19312	9.54016	1.69569	4.14396	2.86239	17.9335	0	
Healthy	79.66476	0.00415	2.45089		11.39171	79.66476	0.00415	0.03331	0	2.45089	0.35644	0	
Healthy	15.64881	0.79012	0		62.92296	15.64881	0.79012	1.09051	0.91657	0	0	0.03807	
Healthy	8.32409	0.02699	0.09264		80.807	8.32409	0.02699	1.51926	0	0.09264	0	0.03219	
Healthy	37.81078	3.66609	0.22116		33.08793	37.81078	3.66609	5.764	1.74463	0.22116	1.55278	0.03549	
Healthy	13.81216	2.84264	0.07097		48.86634	13.81216	2.84264	3.63453	0	0.07097	0.06782	0.14487	
Healthy	0.12899	90.48484	7.41673		0.64899	0.12899	90.48484	0.48768	0	7.41673	0	0	
Healthy	9.88856	0.30766	0.57766		68.09593	9.88856	0.30766	5.94819	0	0.57766	0	0	
Healthy	7.39873	0.61202	0.06916		84.30349	7.39873	0.61202	0.86412	0	0.06916	0	0	
Healthy	49.4724	0.19667	6.36724		18.18298	49.4724	0.19667	1.43855	0	6.36724	0	0	
Healthy	42.17396	1.78768	0.41766		37.14505	42.17396	1.78768	0.45025	0	0.41766	0	0	
Healthy	42.0367	8.24677	5.22824		18.48963	42.0367	8.24677	1.83929	0	5.22824	0	0.06883	
Healthy	16.6568	0.09911	1.96833		70.64789	16.6568	0.09911	0.82778	0.02726	1.96833	0	0.01429	
Healthy	11.35601	0.83865	1.78995		70.63958	11.35601	0.83865	0.16063	0	1.78995	0	0	
Healthy	21.36426	18.96606	0.43517		45.16881	21.36426	18.96606	0.30143	0	0.43517	0	0	
Healthy	69.76678	11.6606	0.81377		9.76001	69.76678	11.6606	0	0	0.81377	0	0	
Healthy	65.47523	10.4306	2.32537		14.72022	65.47523	10.4306	0.09108	0.00884	2.32537	0	0	
Healthy	12.19888	4.04499	0.00823		58.86491	12.19888	4.04499	2.38675	6.60676	0.00823	0	0.07263	
Healthy	29.70362	5.98434	1.49422		31.51029	29.70362	5.98434	0.20032	13.1712	1.49422	0	0.00738	
Healthy	21.15853	3.73876	1.09496		60.9717	21.15853	3.73876	0.24613	1.42643	1.09496	1.3897	0.04138	
Healthy	45.35719	5.24679	3.01714		23.71041	45.35719	5.24679	0.4937	0	3.01714	0	0	
Healthy	9.99328	3.86564	0.13567		60.37382	9.99328	3.86564	0.36838	0.78996	0.13567	0.95499	0.35323	
Healthy	49.64452	1.25973	0.39765		10.08932	49.64452	1.25973	0.51966	0	0.39765	1.61728	0	
Healthy	46.12425	0	1.90263		36.6444	46.12425	0	0	0	1.90263	0	0	
Healthy	21.44372	2.06621	0		52.35302	21.44372	2.06621	5.358	0	0	0	0.15329	
Healthy	6.81993	0.52052	0.09813		76.77429	6.81993	0.52052	0.32852	0	0.09813	0	0.00787	
Healthy	50.90408	13.87408	0.28125		9.72508	50.90408	13.87408	0	0.77617	0.28125	0	0	
Healthy	10.55747	2.58946	1.16834		26.20164	10.55747	2.58946	0.11684	0.43436	1.16834	0	0.69413	
Healthy	19.10884	0.00205	0.01781		52.14534	19.10884	0.00205	0.01913	0	0.01781	0.02102	0	
Healthy	12.21269	14.39682	0.23155		58.10073	12.21269	14.39682	0.28715	0	0.23155	0.22386	0.14138	
Healthy	18.41674	0.61972	4.76263		62.73642	18.41674	0.61972	0.60204	0	4.76263	0.0878	0.0212	
Healthy	37.73628	2.27267	0.91088		44.6047	37.73628	2.27267	0.1954	0	0.91088	0	0.04873	
Healthy	46.47905	5.45787	1.84221		25.1176	46.47905	5.45787	0.39814	0	1.84221	0	0	
Healthy	21.10287	0.52133	1.06904		33.8182	21.10287	0.52133	0.86723	1.02691	1.06904	1.87428	0.24328	
Healthy	23.09016	3.08869	1.67267		48.77218	23.09016	3.08869	0.40463	3.81688	1.67267	5.5018	0.0293	
Healthy	25.71177	0.88026	0.64442		45.66618	25.71177	0.88026	8.02807	0.02361	0.64442	0	0	
Healthy	27.9145	4.06559	0.25812		55.40129	27.9145	4.06559	6.30885	0	0.25812	0	0	
Healthy	20.63274	0.26496	0		59.93208	20.63274	0.26496	0.56628	0	0	0	0.04218	
Healthy	30.68435	3.43552	5.48682		15.04625	30.68435	3.43552	0.00815	0	5.48682	9.90092	0	
Healthy	2.32812	44.0736	15.43058		0.00043	2.32812	44.0736	25.91959	0	15.43058	0	0	
Healthy	29.02153	0.19682	0.52237		61.74895	29.02153	0.19682	0	0.08502	0.52237	0.04649	0.04003	
Healthy	6.00179	0	0		87.02538	6.00179	0	0.0663	0	0	0	0	
Healthy	29.94533	2.4546	1.22287		40.00243	29.94533	2.4546	0.41885	4.00273	1.22287	0.10475	0.08237	
Healthy	8.2476	1.39263	0.26752		69.9345	8.2476	1.39263	3.26878	0	0.26752	0.03287	1.39254	
Healthy	60.92795	10.33657	0.27113		1.69901	60.92795	10.33657	3.31039	0	0.27113	4.2977	0	
Healthy	3.56489	53.7193	0.69259		7.07781	3.56489	53.7193	14.2988	0	0.69259	0	0	
Healthy	22.53825	5.67949	4.25572		18.15599	22.53825	5.67949	0.09712	6.12412	4.25572	13.9454	0	
Healthy	48.13819	0	0.80942		31.09353	48.13819	0	0.02116	0	0.80942	0.00137	0	
Healthy	49.08501	0	0.1614		34.03256	49.08501	0	0.06265	0.02874	0.1614	0	0.00559	
Healthy	23.50641	4.02589	3.06488		43.90234	23.50641	4.02589	0.50874	0.16635	3.06488	0	0.12448	
Healthy	25.12886	3.17656	0.09394		44.18122	25.12886	3.17656	2.46736	0.30671	0.09394	0	0.05311	
Healthy	19.68206	4.28081	0.5704		57.07879	19.68206	4.28081	0.47996	0	0.5704	0	0.14253	
Healthy	24.7801	0.73838	0.09853		60.22977	24.7801	0.73838	3.99867	0.12189	0.09853	0	0.11505	
D003093	45.17173	9.10256	1.62134		18.24564	45.17173	9.10256	1.54277	0	1.62134	0	0	
Healthy	16.79558	2.4693	0.05593		44.66737	16.79558	2.4693	0.3293	1.76195	0.05593	0	0	
Healthy	8.29439	1.54382	0.30379		70.99113	8.29439	1.54382	3.17425	0	0.30379	0.00549	1.37421	
Healthy	17.50904	0.47257	0.14994		65.52501	17.50904	0.47257	3.8036	0	0.14994	0	0.01917	
Healthy	22.32012	2.27909	0		6.72201	22.32012	2.27909	0.15351	5.72931	0	0	0	
Healthy	8.28999	0.72073	0.06588		82.77682	8.28999	0.72073	0.86536	0	0.06588	0	0	
D003093	28.39045	1.22156	1.75926		38.95756	28.39045	1.22156	4.53518	2.97966	1.75926	0	0.04034	
Healthy	32.64095	3.08129	1.3354		48.8312	32.64095	3.08129	0.85243	0	1.3354	0	0	
Healthy	30.5735	3.52657	0.05364		13.88629	30.5735	3.52657	0.08663	0	0.05364	0	0.12627	
Healthy	0.00281	36.37293	7.80399		5.27426	0.00281	36.37293	9.92274	0	7.80399	0	0	
Healthy	15.65511	1.89854	0.06972		66.74774	15.65511	1.89854	0.16264	0.57433	0.06972	0	0.0852	
Healthy	9.94521	4.59011	21.75453		20.72115	9.94521	4.59011	3.8309	0	21.75453	0	0	
Healthy	0.00818	8.06484	0.30635		3.44375	0.00818	8.06484	84.5631	0	0.30635	0	0	
Healthy	7.32335	0.22373	0.10156		86.56075	7.32335	0.22373	1.99066	0	0.10156	0	0.09083	
D003093	21.37235	1.42923	0.10796		60.59873	21.37235	1.42923	4.21489	0	0.10796	0	0	
Healthy	20.88623	0.03715	0		53.36043	20.88623	0.03715	3.51401	14.0475	0	0.7039	0.02636	
Healthy	35.03882	1.16574	0.99124		17.23018	35.03882	1.16574	0.39907	3.3765	0.99124	1.12322	0.04644	
Healthy	8.92612	0.10708	0.43628		66.47609	8.92612	0.10708	0.6365	0	0.43628	0	0.02395	
Healthy	20.73603	0.13147	1.296		70.42368	20.73603	0.13147	0.48435	0	1.296	0	0.01986	
Healthy	8.31626	0.00166	0.00494		68.90809	8.31626	0.00166	0.24878	0.00134	0.00494	0	0.1941	
Healthy	37.00849	6.246	0.52574		13.65642	37.00849	6.246	1.56359	0.26842	0.52574	0.47405	0.21533	
Healthy	0.03971	59.57073	9.0658		23.31875	0.03971	59.57073	4.62638	0	9.0658	0	0.19335	
Healthy	6.97838	0.19532	0.1409		86.2202	6.97838	0.19532	1.668	0	0.1409	0	0.10931	
Healthy	2.3472	0.20175	0		67.27463	2.3472	0.20175	1.05383	0	0	0	0	
Healthy	27.56421	27.68893	12.92891		9.46394	27.56421	27.68893	12.2714	0	12.92891	3.54756	0.01852	
Healthy	5.20121	61.59634	2.57986		2.87834	5.20121	61.59634	0.33421	1.48707	2.57986	0	0	
Healthy	2.15871	0	0		91.68174	2.15871	0	4.26379	0.56621	0	0	0	
Healthy	6.10729	0.03332	0.19433		84.63343	6.10729	0.03332	0.01829	0	0.19433	0	0	
Healthy	42.43746	27.42034	1.01374		12.57045	42.43746	27.42034	0	1.62563	1.01374	0	0	
Healthy	4.37966	0.01359	0		75.06792	4.37966	0.01359	0.57478	0	0	0	0	
Healthy	23.78584	0.92842	0.11993		63.95996	23.78584	0.92842	0.09962	0.04037	0.11993	0	0.0251	
Healthy	29.72424	37.341	1.59656		0	29.72424	37.341	0.92446	0	1.59656	4.13628	0	
Healthy	3.53282	0.30454	0.04199		68.88568	3.53282	0.30454	0.2551	0	0.04199	0	0	
Healthy	9.79892	0.04561	0		79.02282	9.79892	0.04561	4.8789	0	0	0	0	
Healthy	36.93627	0.31967	0.8543		39.55638	36.93627	0.31967	0.07111	0	0.8543	0.14722	0	
D003093	30.05528	13.21059	1.29689		34.55704	30.05528	13.21059	0.12071	0	1.29689	0	0	
Healthy	24.31212	0	0		27.5197	24.31212	0	0	2.15259	0	0	0	
D003093	74.1967	3.33062	0.2453		3.50376	74.1967	3.33062	0.03021	0	0.2453	0	0.00719	
Healthy	32.06103	0.22548	1.6222		53.1593	32.06103	0.22548	0.56055	0.20079	1.6222	0.40155	0.0866	
Healthy	0	0	18.4171		48.5162	0	0	0	0	18.4171	0	0	
Healthy	48.13629	2.72864	5.41414		2.98891	48.13629	2.72864	0	0.68396	5.41414	28.5491	0	
Healthy	3.48263	0.09345	0		60.54547	3.48263	0.09345	8.48935	0.76509	0	0	0.33995	
Healthy	37.57413	0.00136	2.07416		28.75621	37.57413	0.00136	6.73039	0	2.07416	0	0	
Healthy	16.81228	1.85221	0.11777		56.71773	16.81228	1.85221	0.14884	12.5435	0.11777	0	0.53861	
Healthy	29.62989	0.1377	0.2786		56.3158	29.62989	0.1377	1.55113	0	0.2786	0	0.09781	
Healthy	6.26436	1.53663	0.14481		13.4359	6.26436	1.53663	10.92004	43.6005	0.14481	0	0.68468	
Healthy	9.38321	0.42895	0.26754		67.86751	9.38321	0.42895	0.18679	0	0.26754	0	0	
Healthy	14.91669	0	0.54431		80.98922	14.91669	0	0	0	0.54431	0	0	
Healthy	46.48502	1.78325	0.02838		25.67731	46.48502	1.78325	0.11367	0	0.02838	0	0	
Healthy	2.65609	0.13239	0.28913		88.6322	2.65609	0.13239	0.71896	0	0.28913	0	0.0054	
Healthy	26.49488	0.11035	0.54434		39.09706	26.49488	0.11035	0.45524	0.0088	0.54434	1.80177	0	
Healthy	41.04902	1.723	0.25515		33.77516	41.04902	1.723	3.11227	0.02447	0.25515	0	0	
Healthy	54.05102	14.6707	1.04843		19.08522	54.05102	14.6707	1.16394	0	1.04843	0	0	
Healthy	15.80448	0.62724	9.56668		59.1091	15.80448	0.62724	0.63221	1.3283	9.56668	0.09868	0.06872	
Healthy	19.71285	3.51781	0.63654		22.5582	19.71285	3.51781	0.21808	0	0.63654	1.18226	0.74541	
Healthy	40.73039	1.27859	1.50452		37.53204	40.73039	1.27859	0	0	1.50452	0	0	
Healthy	1.38028	0.50869	0.10505		58.43814	1.38028	0.50869	27.19019	0	0.10505	0	0	
Healthy	34.24034	2.57188	14.95683		23.76198	34.24034	2.57188	2.06766	0.91401	14.95683	0.05073	0.06162	
Healthy	26.73239	1.04377	0.20778		32.36471	26.73239	1.04377	0.49639	3.33406	0.20778	2.30841	0.18646	
Healthy	36.49673	17.44501	2.72347		14.68862	36.49673	17.44501	1.14917	0	2.72347	0	0	
Healthy	49.98512	0.2103	0.28548		34.07345	49.98512	0.2103	0.269	0	0.28548	0.1068	0.06547	
Healthy	58.0766	1.17066	0.98596		18.82843	58.0766	1.17066	1.04951	0.16201	0.98596	0	0	
Healthy	38.27146	9.79429	5.95275		17.09535	38.27146	9.79429	1.94032	0	5.95275	0	0.23847	
Healthy	17.50523	0.40363	0.04486		45.17916	17.50523	0.40363	0.35513	0.77287	0.04486	0	0.08041	
Healthy	61.75209	0.26068	0.33593		19.82885	61.75209	0.26068	0.32094	0	0.33593	0	0	
Healthy	2.93463	0.22173	0		92.4096	2.93463	0.22173	0.6867	1.88348	0	0	0	
Healthy	72.4399	0	0		10.12874	72.4399	0	0	0	0	0	0	
Healthy	41.10283	1.77829	4.5512		35.57313	41.10283	1.77829	0.1023	0	4.5512	0	0	
Healthy	3.22903	0	0		71.11603	3.22903	0	2.47117	0	0	0	0.12119	
Healthy	12.74803	6.8992	0.08492		42.51095	12.74803	6.8992	0.37614	2.90132	0.08492	8.00768	0.02195	
Healthy	10.0534	2.50619	0.11268		69.65916	10.0534	2.50619	2.44351	0	0.11268	0	0.37382	
Healthy	8.52251	0.30196	0.01487		66.71053	8.52251	0.30196	0.36518	0	0.01487	0	0.03254	
Healthy	29.87508	13.9259	1.19211		38.67925	29.87508	13.9259	0.43548	0.03767	1.19211	0	0	
Healthy	10.87493	0.62866	0		58.1287	10.87493	0.62866	0.43898	8.45768	0	0	0.50177	
Healthy	1.32614	14.49104	0.02378		2.69883	1.32614	14.49104	80.40977	0	0.02378	0	0	
Healthy	32.85284	5.55165	9.00027		38.60053	32.85284	5.55165	0.07105	0	9.00027	0.34226	0.87373	
D003093	27.00449	1.75383	3.59562		55.07633	27.00449	1.75383	0.11578	0	3.59562	0	0	
Healthy	14.39691	48.17318	0.59121		27.58095	14.39691	48.17318	2.54958	0	0.59121	0	0	
Healthy	13.39404	0.23655	0.49665		69.24905	13.39404	0.23655	0.07849	0	0.49665	0.0287	1.43761	
Healthy	50.74627	0.23839	0.37889		30.23467	50.74627	0.23839	0.49879	0.03824	0.37889	0.15533	0.12123	
Healthy	9.1555	0.39886	0.18633		67.07015	9.1555	0.39886	5.67523	0.13672	0.18633	0	0.01901	
Healthy	3.47765	14.72232	0.47209		43.44494	3.47765	14.72232	12.1613	0	0.47209	0	0.00635	
Healthy	22.36482	5.72715	0.13727		45.52648	22.36482	5.72715	0.38282	0	0.13727	0	0.00828	
Healthy	38.13172	1.93683	5.40254		29.04447	38.13172	1.93683	13.76728	3.57716	5.40254	0	0	
Healthy	0.9942	0	0.07273		95.28645	0.9942	0	0.0347	0.03461	0.07273	0	0	
Healthy	41.45814	5.16695	0.45551		29.61175	41.45814	5.16695	0.06857	0.05854	0.45551	3.24923	0.02244	
Healthy	50.4064	0	13.73408		19.55294	50.4064	0	0	0	13.73408	0	0	
Healthy	44.51617	0.16406	0.19675		10.76329	44.51617	0.16406	0.28424	0.50632	0.19675	1.09162	0	
D003093	67.25686	2.33154	0.37511		5.45227	67.25686	2.33154	0	0	0.37511	0	0	
Healthy	16.05007	1.21301	0.08664		63.77627	16.05007	1.21301	0.18366	0	0.08664	0	0.05709	
Healthy	2.33769	0.21765	0		65.94764	2.33769	0.21765	1.0543	0	0	0	0	
D003093	49.44005	0.76361	2.53412		11.93344	49.44005	0.76361	0.21071	0	2.53412	0	0	
Healthy	33.83763	0	0.03096		37.37198	33.83763	0	8.99031	2.41684	0.03096	0.29309	0.03354	
Healthy	1.87117	0.20261	0.15629		68.43482	1.87117	0.20261	10.76435	0	0.15629	0	0.03332	
Healthy	9.91889	0.31033	0.02519		68.7675	9.91889	0.31033	0.06287	0.56418	0.02519	0	0.07033	
Healthy	38.0055	19.15123	0.3327		21.83488	38.0055	19.15123	3.12997	0.86309	0.3327	1.42082	0.11673	
Healthy	10.54698	0	0		73.45565	10.54698	0	0.02651	0.50523	0	0	0	
D003093	28.67158	8.9465	0.90492		42.22077	28.67158	8.9465	0.28348	0	0.90492	0	0	
Healthy	45.32702	0.51599	1.82481		37.03071	45.32702	0.51599	0.17639	0.233	1.82481	0	0.17313	
Healthy	10.40799	4.12361	0.00741		70.18205	10.40799	4.12361	0.46787	0.11769	0.00741	0.07672	0.11263	
Healthy	19.08107	0.01147	0		62.93172	19.08107	0.01147	4.07352	0	0	0	0.27753	
Healthy	2.49595	0.07738	0		79.21326	2.49595	0.07738	0.28664	0	0	0	0	
Healthy	29.98175	3.46794	0		53.18318	29.98175	3.46794	0	0	0	0	0	
Healthy	23.55451	0.24054	0.63521		60.47659	23.55451	0.24054	1.03334	1.01338	0.63521	0	0	
Healthy	51.6332	16.01856	0.77292		17.58518	51.6332	16.01856	0.59427	0	0.77292	0	0.18905	
Healthy	18.55608	3.13557	0.06085		21.73269	18.55608	3.13557	0	2.56749	0.06085	3.11355	0	
Healthy	17.29862	0.16088	0.25432		50.98966	17.29862	0.16088	0.73802	3.88042	0.25432	0	0	
Healthy	32.05493	0.01624	0.05892		48.94842	32.05493	0.01624	5.65411	1.30576	0.05892	0.25684	0.07584	
Healthy	36.62095	3.13692	4.34111		21.50326	36.62095	3.13692	1.98467	1.85173	4.34111	4.80982	0.05127	
Healthy	26.04778	0.01782	0.04717		58.55434	26.04778	0.01782	1.29967	0.01715	0.04717	0	0.06363	
Healthy	10.17185	0.01945	0		78.31406	10.17185	0.01945	4.78938	0	0	0	0	
Healthy	4.06705	27.18027	2.88709		62.7212	4.06705	27.18027	2.23051	0	2.88709	0	0.01869	
Healthy	36.41844	1.71464	2.22226		39.76246	36.41844	1.71464	0.2409	0.03737	2.22226	0	0.08412	
Healthy	2.97428	0.56066	0.20834		73.22391	2.97428	0.56066	2.08355	2.26273	0.20834	0	0	
Healthy	6.6356	0.56522	0.07751		76.77715	6.6356	0.56522	0.28571	0	0.07751	0	0.02269	
